GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NR_027694	chr3(.):20016452-20058765	0.0987
NM_181472	chr3(.):32428162-32501333	0.1186
NM_194293	chr3(.):39219706-39239077	0.1126
NM_001337	chr3(.):39299984-39326527	0.132
NM_001198621	chr3(.):39219705-39239085	0.1126
NM_014240	chr3(.):45631322-45727755	0.1398
NM_001295	chr3(.):46238199-46254832	0.1816
NM_001837	chr3(.):46278871-46313197	0.1183
NM_003965	chr3(.):46443720-46456014	0.1151
NM_001199149	chr3(.):46472495-46510161	0.1131
NM_002343	chr3(.):46472495-46511598	0.1119
NM_001100168	chr3(.):46406632-46422697	0.1431
NM_001130910	chr3(.):46444048-46456014	0.1147
NM_003212	chr3(.):46614075-46628952	0.0886
NM_001174136	chr3(.):46611044-46628952	0.0949
NM_024512	chr3(.):46551877-46613011	0.1343
NM_031440	chr3(.):46534484-46547439	0.1407
NM_199074	chr3(.):49052907-49065926	0.1704
NM_199073	chr3(.):49053617-49065926	0.1718
NM_017730	chr3(.):49062141-49136504	0.1172
NM_177939	chr3(.):49022340-49049581	0.1188
NM_018031	chr3(.):49039636-49058386	0.1369
NM_000884	chr3(.):49056761-49071875	0.1672
NM_018114	chr3(.):49047434-49063467	0.1472
NM_199070	chr3(.):49054073-49065926	0.1727
NM_001009996	chr3(.):49047434-49061017	0.1476
NR_029690	chr3(.):49053050-49063142	0.172
NR_029948	chr3(.):49052580-49062667	0.1649
NM_052859	chr3(.):53117500-53169470	0.1353
NR_024615	chr3(.):55686242-55698497	0.1527
NM_198195	chr3(.):69098880-69134524	0.1242
NM_006407	chr3(.):69129089-69160239	0.1522
NM_198271	chr3(.):69151038-69176746	0.1159
NR_036087	chr3(.):69093108-69103186	0.1403
NM_001040199	chr3(.):98229316-98246910	0.1383
NM_005290	chr3(.):98245877-98256960	0.1106
NM_006100	chr3(.):98446571-98518236	0.1503
NM_145037	chr3(.):101493028-101552075	0.135
NM_001134456	chr3(.):101493285-101552075	0.1353
NM_001005474	chr3(.):101541833-101584869	0.1292
NM_001042575	chr3(.):111753464-111805116	0.1236
NM_001190259	chr3(.):111834687-111857152	0.1433
NM_024616	chr3(.):111800181-111842044	0.1366
NR_030292	chr3(.):111826647-111836745	0.1311
NM_001171747	chr3(.):111800181-111842073	0.1365
NM_025146	chr3(.):113432840-113470096	0.1414
NM_022135	chr3(.):119355907-119384404	0.1234
NM_005694	chr3(.):119383371-119401243	0.1274
NM_015900	chr3(.):119311721-119353658	0.1127
NM_175924	chr3(.):121701169-121746030	0.1329
NM_175862	chr3(.):121769220-121844983	0.1209
NM_006889	chr3(.):121791749-121844983	0.1252
NR_033434	chr3(.):124444212-124473119	0.1027
NR_031687	chr3(.):125504246-125514395	0.1127
NM_020187	chr3(.):128992683-129029135	0.1413
NM_001006109	chr3(.):128992816-129029135	0.1408
NM_006026	chr3(.):129028613-129040120	0.1833
NR_026991	chr3(.):129030113-129048412	0.1497
NR_027898	chr3(.):129926662-129997649	0.1026
NM_016557	chr3(.):132311093-132326382	0.0903
NM_178445	chr3(.):132313980-132326382	0.0911
NM_032169	chr3(.):132271981-132383975	0.1167
NR_027037	chr3(.):151975404-151992415	0.1383
NR_027954	chr3(.):156385959-156398502	0.2257
NM_001184718	chr3(.):156389452-156429557	0.2132
NM_001184717	chr3(.):156387714-156429557	0.2112
NM_015508	chr3(.):156387204-156429557	0.2101
NR_034008	chr3(.):156802669-156823924	0.2447
NR_034007	chr3(.):156794455-156845791	0.2035
NM_020307	chr3(.):156860585-156883482	0.1964
NM_173084	chr3(.):160148290-160172626	0.1869
NR_029663	chr3(.):160117375-160127473	0.2214
NM_005496	chr3(.):160113346-160157741	0.1957
NM_001002800	chr3(.):160112429-160157741	0.194
NR_029525	chr3(.):160117532-160127613	0.2156
NR_027622	chr3(.):169656771-169689522	0.2145
NM_182610	chr3(.):169624481-169661948	0.1693
NM_003262	chr3(.):169679579-169721161	0.1819
NM_014373	chr3(.):169750734-169808183	0.1937
NM_198152	chr3(.):190979943-191053325	0.1692
NM_198565	chr3(.):196361655-196393874	0.1841
NM_014687	chr3(.):197393258-197468773	0.1802
NM_001145642	chr3(.):197393313-197481568	0.1807
NR_027840	chr3(.):197472260-197516317	0.1697
NM_032288	chr3(.):197471623-197516317	0.1697
NR_030627	chr3(.):197396366-197406447	0.1715
NM_001011537	chr3(.):197471423-197516317	0.1694
NM_003215	chr4(.):48132799-48276814	0.1216
NM_201431	chr4(.):74433861-74491340	0.1212
NM_177532	chr4(.):74433861-74491134	0.1216
NM_020859	chr4(.):77351252-77709405	0.1165
NM_144571	chr4(.):78629540-78745544	0.1134
NM_198281	chr4(.):90160428-90234161	0.1637
NM_001102406	chr4(.):113213498-113368764	0.1
NM_001034845	chr4(.):172729574-173966558	0.0916
NM_021069	chr4(.):186501597-186882870	0.1057
NM_001145670	chr4(.):186501597-186738410	0.106
NM_001145671	chr4(.):186501597-186737225	0.106
NM_001145672	chr4(.):186501597-186737048	0.106
NM_003603	chr4(.):186501597-186738392	0.106
NM_001145673	chr4(.):186501597-186702066	0.105
NM_144720	chr4(.):6050481-6207318	0.1082
NM_147127	chr4(.):5559145-5715294	0.1056
NM_001166136	chr4(.):5559145-5716275	0.1056
NM_001099433	chr4(.):6022925-6207318	0.1091
NM_153717	chr4(.):5707923-5821031	0.1044
NM_016531	chr4(.):38660789-38708129	0.1155
NM_015173	chr4(.):37887719-38145794	0.1161
NR_026804	chr4(.):38609321-38671249	0.0983
NM_001007075	chr4(.):39041450-39132853	0.1076
NM_001098634	chr4(.):40420271-40636883	0.1108
NM_004310	chr4(.):40193526-40251281	0.1708
NM_024900	chr4(.):129725778-129790787	0.1266
NM_199320	chr4(.):129725778-129801379	0.1288
NM_002039	chr4(.):144252982-144400718	0.1309
NM_002199	chr4(.):185303875-185400726	0.1497
NM_001145674	chr4(.):186501597-186583123	0.1093
NM_031953	chr4(.):186126283-186290120	0.1312
NR_031688	chr4(.):9552788-9562937	0.1216
NM_001775	chr4(.):15774930-15855706	0.1144
NM_024943	chr4(.):38963440-39039041	0.118
NM_017581	chr4(.):40332468-40361973	0.0907
NM_001076	chr4(.):69398132-69439240	0.1049
NM_001077	chr4(.):69397902-69439245	0.1047
NM_001076	chr4(.):69507314-69541374	0.1043
NM_031889	chr4(.):71489460-71517536	0.1028
NM_144646	chr4(.):71516257-71537348	0.1577
NM_020368	chr4(.):71549195-71561268	0.1345
NM_014961	chr4(.):71582695-71664274	0.1041
NM_001130709	chr4(.):71565653-71660614	0.1089
NM_004354	chr4(.):78073356-78096213	0.1443
NM_020236	chr4(.):78778804-78878944	0.1108
NM_014395	chr4(.):100732980-100796346	0.1364
NM_021970	chr4(.):100794494-100820703	0.1161
NM_003998	chr4(.):103417485-103543459	0.1279
NM_025212	chr4(.):105388342-105417467	0.1225
NM_018569	chr4(.):113147894-113196211	0.1097
NM_052864	chr4(.):113191781-113212059	0.1304
NM_018409	chr4(.):186280031-186305152	0.1124
NM_181726	chr4(.):186312839-186326390	0.1453
NM_001114107	chr4(.):186416814-186461712	0.111
NM_001104631	chr5(.):58259865-59194621	0.1021
NM_006203	chr5(.):58259865-58887324	0.1008
NM_001165899	chr5(.):58259865-59788925	0.0984
NM_001197218	chr5(.):58259865-59069438	0.1028
NM_002372	chr5(.):109020155-109208429	0.1337
NM_014979	chr5(.):75374304-75626416	0.109
NM_001131005	chr5(.):88009057-88204922	0.1401
NM_002397	chr5(.):88009057-88184283	0.143
NM_001193349	chr5(.):88009057-88124744	0.1393
NM_003135	chr5(.):112191992-112208604	0.1417
NM_001131055	chr5(.):175080039-175118245	0.1156
NM_001040446	chr5(.):32222110-32318114	0.1195
NM_024669	chr5(.):55390506-55534186	0.1231
NR_015436	chr5(.):87831596-87985620	0.1029
NM_002387	chr5(.):112352795-112635612	0.1257
NM_152624	chr5(.):112307432-112361667	0.1216
NM_001085377	chr5(.):112352795-112829527	0.1193
NM_001077654	chr5(.):118599417-118735294	0.1393
NM_005460	chr5(.):121642819-121804794	0.1038
NM_001038702	chr5(.):130594701-130735382	0.1179
NM_003060	chr5(.):131700400-131736306	0.1147
NM_018924	chr5(.):140744961-140897546	0.1068
NM_018922	chr5(.):140724827-140897546	0.1047
NM_018915	chr5(.):140713353-140897546	0.1039
NM_018916	chr5(.):140718600-140897546	0.1042
NM_018912	chr5(.):140705251-140897546	0.1034
NM_003736	chr5(.):140762451-140897546	0.1066
NM_018923	chr5(.):140734702-140897546	0.1052
NM_001079812	chr5(.):140889587-141003622	0.1278
NM_018920	chr5(.):140757466-140897546	0.1068
NM_018918	chr5(.):140738897-140897546	0.1055
NM_018917	chr5(.):140729767-140897546	0.1051
NM_018919	chr5(.):140748650-140897546	0.1071
NM_001020825	chr5(.):142652495-142788254	0.1231
NM_001018076	chr5(.):142652495-142789045	0.1228
NM_001018075	chr5(.):142652495-142820077	0.1217
NM_015621	chr5(.):150555612-150608654	0.1302
NM_004045	chr5(.):151117382-151143210	0.1385
NM_198321	chr5(.):153565294-153805543	0.1172
NM_001037332	chr5(.):156688186-156827606	0.1111
NM_001037333	chr5(.):156688090-156827606	0.111
NM_138379	chr5(.):156341292-156395266	0.1181
NM_014376	chr5(.):156691361-156827606	0.1115
NM_005990	chr5(.):171464073-171620346	0.1146
NM_001167579	chr5(.):176806431-176822514	0.1098
NM_022455	chr5(.):176555832-176732214	0.1116
NM_172349	chr5(.):176555079-176732214	0.1116
NM_002406	chr5(.):180212540-180235048	0.1502
NM_001114619	chr5(.):180212540-180235902	0.1508
NM_001114618	chr5(.):180212540-180241817	0.148
NM_001114617	chr5(.):180212540-180242137	0.1471
NM_001193376	chr5(.):1248286-1300162	0.0796
NM_030782	chr5(.):1312999-1350002	0.1617
NM_001145161	chr5(.):6443735-6501834	0.1335
NM_001171805	chr5(.):6709717-6762161	0.1305
NM_001171806	chr5(.):6741100-6762161	0.118
NM_006713	chr5(.):32580604-32609185	0.1744
NM_001190469	chr5(.):37807778-37840929	0.1205
NM_199231	chr5(.):37807778-37840593	0.1178
NM_000514	chr5(.):37807778-37844782	0.1205
NR_034127	chr5(.):43060288-43072073	0.1609
NM_001014279	chr5(.):43034181-43045447	0.1673
NR_034085	chr5(.):43011149-43023913	0.1368
NR_015447	chr5(.):43037235-43050370	0.1518
NR_034086	chr5(.):43009830-43023913	0.1419
NM_002184	chr5(.):55225924-55295821	0.1333
NR_036243	chr5(.):86405695-86415771	0.1542
NR_024384	chr5(.):87955262-87974146	0.1572
NR_024383	chr5(.):87955262-87979262	0.1486
NR_030741	chr5(.):87957670-87967757	0.1415
NR_033175	chr5(.):109213882-109226200	0.1002
NM_005669	chr5(.):112207080-112263031	0.1242
NM_014350	chr5(.):118686595-118735294	0.1239
NR_037500	chr5(.):131696181-131706291	0.1152
NM_002198	chr5(.):131812300-131831465	0.1713
NM_001013717	chr5(.):131741672-131803059	0.1731
NM_000879	chr5(.):131872135-131884214	0.1198
NM_016480	chr5(.):138672518-138710409	0.1131
NM_194296	chr5(.):138727455-138744776	0.1355
NM_152686	chr5(.):138740891-138780214	0.1253
NM_152685	chr5(.):138697884-138724039	0.1068
NM_001033112	chr5(.):138673133-138710409	0.1136
NM_001161546	chr5(.):138722634-138735885	0.1723
NM_016459	chr5(.):138718256-138730605	0.1939
NM_032088	chr5(.):140766482-140897546	0.1067
NM_032406	chr5(.):140859740-140872356	0.1064
NM_032407	chr5(.):140863807-140876444	0.095
NM_018925	chr5(.):140772694-140897546	0.1064
NM_032092	chr5(.):140795536-140897546	0.1087
NM_003735	chr5(.):140805157-140897546	0.107
NM_018921	chr5(.):140777519-140897546	0.1075
NM_018929	chr5(.):140863807-140897546	0.1027
NM_018913	chr5(.):140787742-140897546	0.1078
NM_002588	chr5(.):140850568-140897546	0.1099
NM_018926	chr5(.):140782769-140897546	0.1065
NM_018928	chr5(.):140859740-140897546	0.1042
NM_018927	chr5(.):140792281-140897546	0.1092
NM_183401	chr5(.):141343732-141373754	0.1268
NM_005471	chr5(.):141375233-141397620	0.152
NM_183400	chr5(.):141343621-141373754	0.1269
NM_016580	chr5(.):141319529-141343627	0.1414
NM_183399	chr5(.):141341436-141373754	0.124
NM_000024	chr5(.):148201155-148213197	0.2011
NM_006058	chr5(.):150404505-150465997	0.1299
NM_001155	chr5(.):150475266-150542443	0.1293
NM_001193544	chr5(.):150475266-150526216	0.1257
NM_000405	chr5(.):150627612-150654953	0.1359
NM_181774	chr5(.):150650925-150688334	0.1049
NM_005754	chr5(.):151146475-151189915	0.1236
NR_002168	chr5(.):156272548-156284539	0.087
NR_028472	chr5(.):156346099-156357013	0.1323
NM_002187	chr5(.):158736790-158762481	0.1168
NM_001171183	chr5(.):171616175-171635458	0.1033
NM_030627	chr5(.):173310330-173392313	0.1396
NM_022304	chr5(.):175103463-175116558	0.1016
NM_001031677	chr5(.):176723198-176735744	0.1733
NM_006480	chr5(.):176779843-176804599	0.1207
NM_006816	chr5(.):176753562-176783885	0.1201
NM_031300	chr5(.):176729205-176744292	0.1762
NM_001142935	chr5(.):176727500-176744292	0.1816
NM_013237	chr5(.):176725834-176738950	0.186
NM_002082	chr5(.):176848686-176874850	0.1523
NM_030567	chr5(.):176868795-176888287	0.1229
NM_000505	chr5(.):176824138-176841577	0.145
NM_080881	chr5(.):176878613-176904871	0.0959
NM_004395	chr5(.):176878613-176905694	0.0936
NM_001004105	chr5(.):176848686-176873354	0.1534
NM_001174102	chr5(.):176870325-176888283	0.1249
NM_001029886	chr5(.):176822107-176832637	0.1196
NR_027183	chr5(.):180251958-180267726	0.159
NM_152283	chr5(.):180269610-180293286	0.1183
NR_027908	chr6(.):33548882-33566115	0.1224
NR_028361	chr6(.):33546475-33561803	0.157
NM_181356	chr6(.):44791469-45350670	0.1009
NM_003599	chr6(.):44792449-45350575	0.1009
NM_012288	chr6(.):52357199-52446862	0.1561
NM_033515	chr6(.):129893239-130036370	0.1239
NM_000876	chr6(.):160385130-160532583	0.0599
NM_001195286	chr6(.):386738-416443	0.1498
NM_001168344	chr6(.):7102829-7257213	0.1184
NM_001003699	chr6(.):7103085-7257213	0.1186
NR_037616	chr6(.):7876482-8069647	0.135
NM_002114	chr6(.):12007723-12170232	0.1135
NM_004973	chr6(.):15241526-15527253	0.1119
NM_001080480	chr6(.):20095934-20217670	0.112
NM_001173977	chr6(.):25274655-25625758	0.1247
NM_014641	chr6(.):30662583-30690458	0.1373
NM_172166	chr6(.):31702724-31735455	0.1358
NM_152735	chr6(.):33417355-33430320	0.112
NM_177435	chr6(.):35305334-35398173	0.1049
NM_003427	chr6(.):35222509-35268760	0.1211
NM_145316	chr6(.):37174953-37230413	0.1226
NM_001162900	chr6(.):37180417-37230931	0.1168
NM_183078	chr6(.):37316747-37367514	0.1182
NM_004348	chr6(.):45384913-45523819	0.1297
NM_001024630	chr6(.):45291053-45523819	0.1194
NM_001123226	chr6(.):74166453-74216179	0.1081
NM_016021	chr6(.):90031343-90067619	0.1467
NM_030784	chr6(.):97240887-97290353	0.1294
NM_001455	chr6(.):108877068-109010971	0.1417
NM_201559	chr6(.):108876025-109010971	0.1421
NM_032131	chr6(.):109164618-109300352	0.1277
NM_173674	chr6(.):117798819-117896020	0.1279
NM_001130173	chr6(.):135497452-135545311	0.1198
NM_153235	chr6(.):139556198-139618208	0.1162
NM_006734	chr6(.):143067603-143271338	0.0614
NM_024630	chr6(.):157797556-158099977	0.0589
NM_020185	chr6(.):287100-356355	0.2882
NM_001145549	chr6(.):7876482-7915310	0.1959
NM_030810	chr6(.):7876482-7916047	0.1943
NR_033910	chr6(.):10407550-10421402	0.1012
NM_001032280	chr6(.):10391915-10417607	0.1094
NM_001042425	chr6(.):10391915-10424797	0.1023
NR_027793	chr6(.):10423017-10440055	0.1186
NM_003220	chr6(.):10391915-10420470	0.1065
NM_032744	chr6(.):11708887-11784280	0.1192
NM_005319	chr6(.):26050967-26061699	0.1431
NM_003537	chr6(.):26026816-26037288	0.1745
NM_003544	chr6(.):26022123-26032480	0.1707
NM_021062	chr6(.):26038454-26048885	0.1524
NM_003531	chr6(.):26040638-26051097	0.1521
NM_005325	chr6(.):26012259-26023040	0.1334
NM_003538	chr6(.):26016906-26027278	0.1618
NM_003513	chr6(.):26028319-26038796	0.1484
NM_003529	chr6(.):26015717-26026186	0.1435
NM_003526	chr6(.):26118694-26129132	0.1936
NM_021065	chr6(.):26194011-26204471	0.1545
NM_003530	chr6(.):26192011-26204464	0.1431
NM_138720	chr6(.):26153348-26176576	0.1529
NM_003523	chr6(.):26179023-26189458	0.1495
NM_003539	chr6(.):26183937-26194304	0.1317
NM_003545	chr6(.):26199872-26210249	0.1575
NM_021063	chr6(.):26153348-26163871	0.1708
NM_005321	chr6(.):26151558-26162343	0.1679
NM_003512	chr6(.):26119372-26129918	0.1925
NM_005323	chr6(.):26102639-26113364	0.1067
NM_003522	chr6(.):26194786-26205216	0.1699
NM_003518	chr6(.):26211427-26221872	0.1421
NM_021052	chr6(.):26212147-26222711	0.1395
NM_003532	chr6(.):26220382-26230844	0.1141
NM_003524	chr6(.):26246878-26257303	0.1742
NM_003547	chr6(.):26241838-26252205	0.157
NM_003540	chr6(.):26235653-26246021	0.1163
NM_021018	chr6(.):26245369-26255835	0.1775
NM_005320	chr6(.):26229439-26240216	0.1202
NM_001145008	chr6(.):26397464-26420444	0.1164
NM_001197240	chr6(.):26378328-26400100	0.1348
NM_001197247	chr6(.):26360397-26383540	0.1656
NM_001197238	chr6(.):26378323-26400100	0.1348
NM_007047	chr6(.):26360397-26383548	0.1656
NM_001197237	chr6(.):26378438-26400100	0.1343
NM_001197248	chr6(.):26360469-26383540	0.1658
NM_001197246	chr6(.):26363405-26383540	0.1489
NM_021064	chr6(.):27095816-27106314	0.1647
NM_080593	chr6(.):27101071-27119637	0.1456
NM_080596	chr6(.):27109907-27120346	0.1343
NR_036096	chr6(.):27110404-27120467	0.1384
NM_021058	chr6(.):27095094-27105575	0.1627
NM_003495	chr6(.):27102087-27112457	0.1158
NM_021066	chr6(.):27777079-27787518	0.1693
NM_003536	chr6(.):27772841-27783314	0.1918
NM_003509	chr6(.):27770976-27781445	0.1656
NM_003519	chr6(.):27770256-27780709	0.1689
NM_003521	chr6(.):27777821-27788267	0.1704
NM_003535	chr6(.):27853092-27863570	0.1848
NM_003527	chr6(.):27856202-27866669	0.1957
NM_003520	chr6(.):27801439-27811888	0.1512
NM_003511	chr6(.):27828106-27838576	0.1229
NM_003533	chr6(.):27834622-27845099	0.0822
NM_003510	chr6(.):27800657-27811117	0.151
NM_003541	chr6(.):27793951-27804305	0.1217
NM_005322	chr6(.):27829569-27840359	0.1208
NM_033057	chr6(.):27873962-27885174	0.0997
NM_021968	chr6(.):27786902-27797258	0.1225
NM_003514	chr6(.):27855476-27865963	0.1921
NM_003546	chr6(.):27835925-27846289	0.0861
NM_003587	chr6(.):30615895-30645830	0.1219
NM_001161376	chr6(.):30609815-30625987	0.1215
NM_133471	chr6(.):30639165-30660672	0.1748
NM_001134870	chr6(.):30639165-30660093	0.1753
NM_007243	chr6(.):30650825-30663769	0.1727
NM_178014	chr6(.):30683156-30698195	0.1852
NM_004847	chr6(.):31577993-31589798	0.1555
NM_001623	chr6(.):31578032-31589798	0.1558
NM_032955	chr6(.):31578788-31589798	0.1574
NM_080702	chr6(.):31601804-31625477	0.1178
NM_001098534	chr6(.):31601804-31625170	0.1185
NM_021246	chr6(.):31678132-31690581	0.0975
NM_138275	chr6(.):31686160-31697851	0.1268
NR_033488	chr6(.):31649725-31675850	0.1228
NM_001320	chr6(.):31628656-31642843	0.1525
NM_013974	chr6(.):31689816-31703039	0.148
NM_025262	chr6(.):31639460-31653150	0.1107
NM_001288	chr6(.):31693357-31709341	0.2038
NM_019101	chr6(.):31618670-31630987	0.1608
NM_021184	chr6(.):31621074-31633549	0.1504
NM_001003693	chr6(.):31669683-31683372	0.129
NM_021221	chr6(.):31633727-31645227	0.1288
NM_021160	chr6(.):31649725-31676137	0.1229
NR_002971	chr6(.):31585855-31595987	0.1549
NR_024541	chr6(.):31674752-31686842	0.0964
NM_080686	chr6(.):31583449-31610554	0.1193
NM_025261	chr6(.):31681424-31694510	0.0911
NM_033177	chr6(.):31624005-31638179	0.1559
NM_001199240	chr6(.):31624005-31638407	0.1582
NM_001199238	chr6(.):31624005-31638639	0.1585
NM_001199237	chr6(.):31624005-31639060	0.16
NM_001039651	chr6(.):31725772-31737624	0.0963
NM_025258	chr6(.):31728370-31750108	0.131
NR_002742	chr6(.):31799852-31809916	0.1476
NM_000434	chr6(.):31821828-31835709	0.1351
NM_021177	chr6(.):31760173-31779743	0.1358
NR_002745	chr6(.):31798039-31808103	0.1693
NM_001178045	chr6(.):31825969-31850448	0.118
NM_001040438	chr6(.):31797692-31812541	0.1488
NM_005345	chr6(.):31778290-31790719	0.1554
NM_005527	chr6(.):31772395-31787835	0.1513
NM_001178044	chr6(.):31825969-31851823	0.1221
NM_006295	chr6(.):31740296-31768712	0.1355
NM_005346	chr6(.):31790511-31803031	0.1641
NM_022107	chr6(.):32153542-32168300	0.1537
NM_138717	chr6(.):32116300-32136452	0.0836
NM_001136	chr6(.):32143745-32157023	0.1331
NM_004557	chr6(.):32157619-32196844	0.1214
NM_032741	chr6(.):32130982-32150888	0.1187
NM_002586	chr6(.):32147509-32162963	0.1213
NM_006913	chr6(.):32141161-32153570	0.1361
NR_003129	chr6(.):32141231-32153567	0.1344
NM_030651	chr6(.):32111139-32124720	0.0981
NM_005155	chr6(.):32116621-32136452	0.0829
NM_006411	chr6(.):32130982-32148916	0.122
NR_037169	chr6(.):32115578-32127142	0.0976
NM_030652	chr6(.):32127404-32141062	0.0845
NM_002800	chr6(.):32816937-32832628	0.134
NM_000544	chr6(.):32788186-32811547	0.1171
NM_018833	chr6(.):32784609-32811547	0.1187
NM_002120	chr6(.):32775539-32789825	0.1237
NM_000593	chr6(.):32807985-32826748	0.1758
NR_027771	chr6(.):32839254-32852851	0.116
NM_004159	chr6(.):32803493-32817712	0.1796
NM_148919	chr6(.):32803493-32816816	0.1813
NR_037178	chr6(.):32856952-32876535	0.1249
NR_037174	chr6(.):32806862-32819277	0.172
NM_001164267	chr6(.):33241879-33262304	0.1312
NM_022551	chr6(.):33234851-33249281	0.1456
NM_172209	chr6(.):33262471-33287164	0.1452
NM_004761	chr6(.):33254430-33272176	0.1335
NM_172208	chr6(.):33266409-33287164	0.1502
NM_003782	chr6(.):33239916-33251602	0.139
NR_024517	chr6(.):33281334-33295793	0.1566
NM_014260	chr6(.):33252377-33263711	0.1337
NM_005453	chr6(.):33277181-33290512	0.178
NM_001145338	chr6(.):33277181-33290719	0.1774
NM_022553	chr6(.):33213048-33244662	0.1346
NM_001185181	chr6(.):33252411-33263709	0.134
NM_006772	chr6(.):33382846-33426466	0.1154
NM_015921	chr6(.):33379318-33391065	0.1277
NR_001444	chr6(.):33327513-33339139	0.0871
NM_002263	chr6(.):33354312-33382699	0.1488
NM_002636	chr6(.):33373772-33389230	0.1362
NM_001188	chr6(.):33535322-33553070	0.1538
NM_002224	chr6(.):33584155-33669348	0.1011
NM_022047	chr6(.):35260594-35294548	0.1286
NR_037152	chr6(.):36639236-36660116	0.1208
NM_078467	chr6(.):36639266-36660116	0.1208
NR_037150	chr6(.):36639313-36660116	0.1208
NM_000389	chr6(.):36641455-36660116	0.1213
NR_037151	chr6(.):36641486-36660116	0.1213
NM_020939	chr6(.):36703554-36812220	0.1043
NM_002648	chr6(.):37132921-37148204	0.1486
NM_017772	chr6(.):37220547-37305746	0.1159
NM_000322	chr6(.):42659332-42695358	0.095
NM_003192	chr6(.):42707233-42718884	0.1303
NR_037141	chr6(.):42690313-42700932	0.1318
NM_015349	chr6(.):42783793-42841296	0.1029
NM_002388	chr6(.):52123811-52154582	0.1282
NM_052872	chr6(.):52096483-52114298	0.115
NM_014051	chr6(.):52530883-52556385	0.1217
NR_024403	chr6(.):52524198-52538951	0.1724
NM_001402	chr6(.):74220472-74235755	0.1885
NM_002043	chr6(.):89962238-90029967	0.1146
NM_182907	chr6(.):106541814-106562811	0.1816
NM_001198	chr6(.):106529194-106562814	0.1842
NR_033376	chr6(.):109067856-109096145	0.1529
NM_020399	chr6(.):117876432-117928705	0.1268
NM_001145207	chr6(.):135351994-135381036	0.1235
NM_006620	chr6(.):135276516-135381036	0.1249
NR_037435	chr6(.):135295475-135305570	0.0974
NM_006290	chr6(.):138183580-138209449	0.1591
NM_006079	chr6(.):139688396-139700785	0.1384
NM_001168389	chr6(.):139688396-139700350	0.1379
NM_001168388	chr6(.):139688396-139700499	0.1392
NR_037463	chr6(.):157945163-157955232	0.0542
NM_001259	chr7(.):92229234-92468231	0.1272
NM_001145306	chr7(.):92229234-92470941	0.127
NM_178425	chr7(.):18530884-19041992	0.0986
NM_058176	chr7(.):18530884-18998939	0.0992
NM_178423	chr7(.):18530368-19041992	0.0987
NR_033664	chr7(.):34381123-34802884	0.0953
NM_001029835	chr7(.):45062232-45121069	0.1233
NM_001167935	chr7(.):45034786-45121069	0.1265
NR_030770	chr7(.):45034344-45121069	0.1265
NM_030796	chr7(.):55533305-55645200	0.1433
NM_012301	chr7(.):77641373-79087890	0.0966
NM_001135556	chr7(.):95396817-95732736	0.1028
NM_001913	chr7(.):101454291-101932250	0.0994
NM_181500	chr7(.):101454302-101932250	0.0994
NM_032549	chr7(.):110298109-111207347	0.1405
NM_021807	chr7(.):132932822-133755513	0.1527
NM_001145354	chr7(.):130789854-131186398	0.1577
NM_001164458	chr7(.):149939300-150025758	0.1622
NM_001136020	chr7(.):8148403-8306780	0.1182
NM_138426	chr7(.):8003422-8133709	0.1205
NM_022307	chr7(.):8147814-8306682	0.1182
NM_004968	chr7(.):8147814-8307185	0.1179
NM_014707	chr7(.):18530368-18713465	0.1113
NM_182762	chr7(.):20169278-20262013	0.1324
NR_036554	chr7(.):29720687-29787019	0.0933
NR_015356	chr7(.):34753473-34878943	0.1081
NM_207173	chr7(.):34692896-34922944	0.1022
NM_207172	chr7(.):34692896-34894590	0.1031
NM_014800	chr7(.):36888960-37493511	0.1104
NM_002541	chr7(.):44641120-44753669	0.1177
NM_001003941	chr7(.):44641120-44721195	0.1278
NM_022748	chr7(.):47309751-47584199	0.1115
NM_006060	chr7(.):50339377-50477798	0.0868
NM_012395	chr7(.):90333711-90844904	0.1128
NM_017621	chr7(.):102091666-102110321	0.127
NM_182931	chr7(.):104649636-104759532	0.1159
NM_001099660	chr7(.):110726061-110770509	0.1509
NM_014705	chr7(.):111361163-111851462	0.1529
NM_024913	chr7(.):120623750-120942498	0.1513
NM_001105533	chr7(.):120624444-120906972	0.1496
NM_001009571	chr7(.):121953477-122531813	0.1576
NM_001098627	chr7(.):128575771-128595088	0.2197
NM_001098630	chr7(.):128572993-128595088	0.2222
NM_032643	chr7(.):128573270-128595088	0.219
NM_014149	chr7(.):134863589-134901316	0.153
NM_178563	chr7(.):134666258-134825530	0.1521
NM_194071	chr7(.):137554724-137691846	0.1795
NM_173680	chr7(.):150071405-150100719	0.2088
NM_053043	chr7(.):155432202-155579179	0.1633
NM_207342	chr7(.):22454062-22544901	0.1227
NM_001164460	chr7(.):22473037-22544901	0.1254
NR_029597	chr7(.):25984538-25994606	0.2021
NR_036482	chr7(.):29719769-29732859	0.1411
NR_024278	chr7(.):29680537-29729754	0.139
NR_027347	chr7(.):29719387-29730437	0.1414
NM_022373	chr7(.):35667269-35739772	0.1145
NM_019082	chr7(.):44600402-44619137	0.1334
NM_182547	chr7(.):44613761-44626827	0.1301
NR_003697	chr7(.):45017626-45031259	0.1297
NR_002952	chr7(.):45019976-45030109	0.1404
NM_033054	chr7(.):44997259-45023704	0.1118
