#32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_ROSE/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam
#Using cutoff of 2419.1208 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
1_MACS_peak_14221_lociStitched	chr3	41012399	41013861	1	1463	1292.5542	419.3016	6308	0
1_MACS_peak_10559_lociStitched	chr2	8683079	8684541	1	1463	1479.9826	377.196	6309	0
1_MACS_peak_6197_lociStitched	chr13	113241543	113243005	1	1463	1011.9964	296.4936	6310	0
1_MACS_peak_752_lociStitched	chr1	78469538	78471000	1	1463	1274.7178	278.2186	6311	0
1_MACS_peak_19621_lociStitched	chr6	134567755	134569216	1	1462	1813.2471	423.69	6312	0
1_MACS_peak_18471_lociStitched	chr6	10694233	10695694	1	1462	1476.3405	456.2703	6313	0
1_MACS_peak_16227_lociStitched	chr4	99583830	99585291	1	1462	1077.3414	358.5294	6314	0
1_MACS_peak_14177_lociStitched	chr3	34097879	34099340	1	1462	1616.3043	362.6202	6315	0
1_MACS_peak_12102_lociStitched	chr2	197097551	197099012	1	1462	883.1745	390.087	6316	0
1_MACS_peak_10747_lociStitched	chr2	28767654	28769115	1	1462	1501.7619	501.7074	6317	0
1_MACS_peak_2478_lociStitched	chr10	13390235	13391696	1	1462	810.1245	330.0399	6318	0
1_MACS_peak_21919_lociStitched	chr8	118532049	118533509	1	1461	1066.384	343.976	6319	0
1_MACS_peak_21064_lociStitched	chr7	140713908	140715368	1	1461	1619.724	635.1	6320	0
1_MACS_peak_20779_lociStitched	chr7	111731171	111732631	1	1461	2193.212	416.1	6321	0
1_MACS_peak_20255_lociStitched	chr7	44529337	44530797	1	1461	1249.614	470.85	6322	0
1_MACS_peak_18770_lociStitched	chr6	31238995	31240455	1	1461	1040.688	344.852	6323	0
1_MACS_peak_17376_lociStitched	chr5	71403368	71404828	1	1461	994.99	286.16	6324	0
1_MACS_peak_15188_lociStitched	chr3	165157272	165158732	1	1461	1997.718	405.15	6325	0
1_MACS_peak_14611_lociStitched	chr3	97540072	97541532	1	1461	1244.358	320.762	6326	0
1_MACS_peak_14024_lociStitched	chr3	14443502	14444962	1	1461	820.082	154.468	6327	0
1_MACS_peak_9957_lociStitched	chr19	10988913	10990373	1	1461	935.422	438.438	6328	0
1_MACS_peak_4930_lociStitched	chr12	29697286	29698746	1	1461	1336.63	350.838	6329	0
1_MACS_peak_3795_lociStitched	chr11	46721465	46722925	1	1461	1964.43	587.504	6330	0
2_MACS_peak_10960_lociStitched	chr2	48475544	48478638	2	1461	1150.968	410.5738	6331	0
1_MACS_peak_20559_lociStitched	chr7	91874249	91875708	1	1460	1170.9934	298.6573	6332	0
1_MACS_peak_19409_lociStitched	chr6	109216544	109218003	1	1460	1373.3567	370.8778	6333	0
1_MACS_peak_15330_lociStitched	chr3	179753460	179754919	1	1460	1470.672	326.5242	6334	0
1_MACS_peak_7333_lociStitched	chr15	90436508	90437967	1	1460	1956.0813	398.7447	6335	0
1_MACS_peak_21178_lociStitched	chr7	154794819	154796277	1	1459	1344.5676	435.6504	6336	0
1_MACS_peak_18671_lociStitched	chr6	26923846	26925304	1	1459	851.6178	362.1672	6337	0
1_MACS_peak_12951_lociStitched	chr20	45180947	45182405	1	1459	1438.0254	457.812	6338	0
1_MACS_peak_8953_lociStitched	chr17	63052365	63053823	1	1459	958.7808	198.288	6339	0
1_MACS_peak_8827_lociStitched	chr17	49337215	49338673	1	1459	1197.1638	420.4872	6340	0
1_MACS_peak_8529_lociStitched	chr17	33307197	33308655	1	1459	1143.2178	239.841	6341	0
1_MACS_peak_7510_lociStitched	chr16	3173930	3175388	1	1459	978.318	419.7582	6342	0
1_MACS_peak_6668_lociStitched	chr15	28577992	28579450	1	1459	2006.3538	561.4758	6343	0
1_MACS_peak_3506_lociStitched	chr11	9335688	9337146	1	1459	1000.6254	410.5728	6344	0
1_MACS_peak_342_lociStitched	chr1	31895334	31896792	1	1459	1544.022	363.4794	6345	0
1_MACS_peak_9587_lociStitched	chr18	55500256	55501713	1	1458	1594.8322	279.1612	6346	0
1_MACS_peak_8266_lociStitched	chr17	4843080	4844537	1	1458	1088.6704	355.508	6347	0
1_MACS_peak_5519_lociStitched	chr12	96428730	96430187	1	1458	1338.2545	450.6501	6348	0
1_MACS_peak_4524_lociStitched	chr11	124706468	124707925	1	1458	955.6463	203.2515	6349	0
1_MACS_peak_20367_lociStitched	chr7	65579170	65580626	1	1457	1114.1312	370.4064	6350	0
1_MACS_peak_17378_lociStitched	chr5	71603495	71604951	1	1457	1203.5296	329.3472	6351	0
1_MACS_peak_6925_lociStitched	chr15	52023343	52024799	1	1457	1578.0128	418.7456	6352	0
1_MACS_peak_4154_lociStitched	chr11	77849642	77851098	1	1457	1029.392	358.904	6353	0
1_MACS_peak_2811_lociStitched	chr10	63747022	63748478	1	1457	1696.6768	456.3104	6354	0
1_MACS_peak_2277_lociStitched	chr1	241840081	241841537	1	1457	1470.1232	388.752	6355	0
1_MACS_peak_20424_lociStitched	chr7	74063634	74065089	1	1456	1673.1045	345.2715	6356	0
1_MACS_peak_20301_lociStitched	chr7	47976867	47978322	1	1456	1225.2555	355.602	6357	0
1_MACS_peak_18497_lociStitched	chr6	12051774	12053229	1	1456	1230.4935	417.4395	6358	0
1_MACS_peak_16817_lociStitched	chr4	184579699	184581154	1	1456	902.2455	370.152	6359	0
1_MACS_peak_13018_lociStitched	chr20	51773628	51775083	1	1456	1318.521	315.8805	6360	0
1_MACS_peak_10667_lociStitched	chr2	20646187	20647642	1	1456	1334.6715	322.719	6361	0
1_MACS_peak_9876_lociStitched	chr19	6530215	6531670	1	1456	1126.6065	461.6715	6362	0
1_MACS_peak_5019_lociStitched	chr12	44229138	44230593	1	1456	956.226	248.3685	6363	0
1_MACS_peak_96_lociStitched	chr1	10458486	10459941	1	1456	1246.4985	382.956	6364	0
1_MACS_peak_21554_lociStitched	chr8	42697583	42699037	1	1455	1331.4278	293.9988	6365	0
1_MACS_peak_21540_lociStitched	chr8	42009821	42011275	1	1455	1027.1056	290.6546	6366	0
1_MACS_peak_18439_lociStitched	chr6	7277387	7278841	1	1455	1348.585	278.441	6367	0
1_MACS_peak_13325_lociStitched	chr21	37399959	37401413	1	1455	1894.8528	538.707	6368	0
1_MACS_peak_6153_lociStitched	chr13	103425231	103426685	1	1455	1088.0282	228.278	6369	0
1_MACS_peak_4073_lociStitched	chr11	69457167	69458621	1	1455	852.3348	161.8302	6370	0
2_MACS_peak_982_lociStitched	chr1	117307020	117312810	2	1455	1097.784	475.359	6371	0
1_MACS_peak_23324_lociStitched	chrX	39472880	39474333	1	1454	1086.6987	146.8983	6372	0
1_MACS_peak_20427_lociStitched	chr7	74187709	74189162	1	1454	1024.0744	290.8906	6373	0
1_MACS_peak_19692_lociStitched	chr6	138436234	138437687	1	1454	1010.1256	420.9341	6374	0
1_MACS_peak_15769_lociStitched	chr4	25915183	25916636	1	1454	1282.4178	372.6945	6375	0
1_MACS_peak_13747_lociStitched	chr22	38639613	38641066	1	1454	1655.9841	348.2841	6376	0
1_MACS_peak_12671_lociStitched	chr20	17828675	17830128	1	1454	1317.4351	338.8396	6377	0
1_MACS_peak_10751_lociStitched	chr2	29092796	29094249	1	1454	1278.2041	488.7892	6378	0
1_MACS_peak_8011_lociStitched	chr16	67693741	67695194	1	1454	886.9112	294.6684	6379	0
1_MACS_peak_6716_lociStitched	chr15	31726824	31728277	1	1454	1215.4345	465.3959	6380	0
1_MACS_peak_5170_lociStitched	chr12	56222721	56224174	1	1454	1327.1702	360.9252	6381	0
1_MACS_peak_946_lociStitched	chr1	111214580	111216033	1	1454	751.4916	154.5992	6382	0
2_MACS_peak_14798_lociStitched	chr3	119493114	119499391	2	1454	1586.8256	770.1879	6383	0
1_MACS_peak_20377_lociStitched	chr7	66766893	66768345	1	1453	985.0368	375.342	6384	0
1_MACS_peak_17763_lociStitched	chr5	123918961	123920413	1	1453	2341.7856	369.3888	6385	0
1_MACS_peak_17561_lociStitched	chr5	95095655	95097107	1	1453	1719.0228	478.7244	6386	0
1_MACS_peak_14016_lociStitched	chr3	13373265	13374717	1	1453	1802.3676	494.2608	6387	0
1_MACS_peak_12443_lociStitched	chr2	232700160	232701612	1	1453	754.7496	144.7644	6388	0
1_MACS_peak_8241_lociStitched	chr17	3613773	3615225	1	1453	1916.0592	485.8392	6389	0
1_MACS_peak_2223_lociStitched	chr1	235061871	235063323	1	1453	1149.4032	314.5032	6390	0
1_MACS_peak_845_lociStitched	chr1	90460041	90461493	1	1453	1139.094	248.5824	6391	0
2_MACS_peak_4601_lociStitched	chr11	132206867	132208440	2	1453	1007.6638	314.1281	6392	0
1_MACS_peak_21362_lociStitched	chr8	22926082	22927533	1	1452	840.4192	326.0397	6393	0
1_MACS_peak_13993_lociStitched	chr3	10067292	10068743	1	1452	1046.7514	362.75	6394	0
1_MACS_peak_7795_lociStitched	chr16	30254579	30256030	1	1452	1472.4748	366.9579	6395	0
1_MACS_peak_2748_lociStitched	chr10	53458804	53460255	1	1452	2377.7537	414.1154	6396	0
1_MACS_peak_709_lociStitched	chr1	68961704	68963155	1	1452	890.0434	312.8356	6397	0
1_MACS_peak_530_lociStitched	chr1	46805564	46807015	1	1452	1208.5379	358.9774	6398	0
1_MACS_peak_22366_lociStitched	chr9	33000711	33002161	1	1451	1373.585	356.555	6399	0
1_MACS_peak_21619_lociStitched	chr8	56756116	56757566	1	1451	2054.07	398.895	6400	0
1_MACS_peak_20226_lociStitched	chr7	41920780	41922230	1	1451	1926.47	377.725	6401	0
1_MACS_peak_9925_lociStitched	chr19	9919219	9920669	1	1451	1125.925	439.35	6402	0
1_MACS_peak_7455_lociStitched	chr16	88466	89916	1	1451	1110.845	355.685	6403	0
1_MACS_peak_19224_lociStitched	chr6	88182044	88183493	1	1450	1410.1668	396.7362	6404	0
1_MACS_peak_19012_lociStitched	chr6	52148759	52150208	1	1450	1377.4194	523.9584	6405	0
1_MACS_peak_14591_lociStitched	chr3	88198427	88199876	1	1450	1056.0312	368.1909	6406	0
1_MACS_peak_10944_lociStitched	chr2	47246687	47248136	1	1450	1284.2487	382.9707	6407	0
1_MACS_peak_7820_lociStitched	chr16	30885884	30887333	1	1450	1384.3746	350.0784	6408	0
1_MACS_peak_7452_lociStitched	chr15	102501246	102502695	1	1450	1917.1719	447.1614	6409	0
1_MACS_peak_3034_lociStitched	chr10	90342361	90343810	1	1450	1050.3801	278.7876	6410	0
1_MACS_peak_487_lociStitched	chr1	43823619	43825068	1	1450	1040.0922	382.3911	6411	0
2_MACS_peak_8099_lociStitched	chr16	74500559	74504340	2	1450	1360.0257	399.6517	6412	0
1_MACS_peak_9986_lociStitched	chr19	12661508	12662956	1	1449	1066.5968	366.7784	6413	0
1_MACS_peak_9529_lociStitched	chr18	48493813	48495261	1	1449	1063.556	228.4944	6414	0
1_MACS_peak_8894_lociStitched	chr17	57922858	57924306	1	1449	1183.4504	378.5072	6415	0
1_MACS_peak_8681_lociStitched	chr17	41149829	41151277	1	1449	1640.7288	383.5752	6416	0
1_MACS_peak_5_lociStitched	chr1	762125	763573	1	1449	1019.6816	403.7024	6417	0
2_MACS_peak_16726_lociStitched	chr4	169073951	169075435	2	1449	816.4968	229.278	6418	0
1_MACS_peak_19006_lociStitched	chr6	52020336	52021783	1	1448	2679.844	404.1471	6419	0
1_MACS_peak_17992_lociStitched	chr5	142608868	142610315	1	1448	1129.9623	568.9604	6420	0
1_MACS_peak_12539_lociStitched	chr20	2450557	2452004	1	1448	1638.1487	424.1157	6421	0
1_MACS_peak_7520_lociStitched	chr16	3354857	3356304	1	1448	1323.5709	285.9272	6422	0
1_MACS_peak_1184_lociStitched	chr1	152141556	152143003	1	1448	961.3868	355.5279	6423	0
2_MACS_peak_6518_lociStitched	chr14	91863389	91866656	2	1448	1559.9925	397.9206	6424	0
1_MACS_peak_11719_lociStitched	chr2	150443475	150444921	1	1447	1173.1398	433.6554	6425	0
1_MACS_peak_11283_lociStitched	chr2	86667191	86668637	1	1447	1297.2066	458.2374	6426	0
1_MACS_peak_11261_lociStitched	chr2	85804351	85805797	1	1447	756.4026	289.2	6427	0
1_MACS_peak_4891_lociStitched	chr12	26451256	26452702	1	1447	2077.7574	473.2758	6428	0
1_MACS_peak_4764_lociStitched	chr12	11933297	11934743	1	1447	1175.0196	393.1674	6429	0
1_MACS_peak_645_lociStitched	chr1	63265930	63267376	1	1447	1671.7206	338.2194	6430	0
1_MACS_peak_18610_lociStitched	chr6	25138180	25139625	1	1446	1032.597	434.656	6431	0
1_MACS_peak_15698_lociStitched	chr4	14179239	14180684	1	1446	1438.4975	385.6705	6432	0
1_MACS_peak_11053_lociStitched	chr2	61403553	61404998	1	1446	947.7755	269.637	6433	0
1_MACS_peak_9732_lociStitched	chr18	77747777	77749222	1	1446	801.975	259.9555	6434	0
1_MACS_peak_3160_lociStitched	chr10	102106093	102107538	1	1446	926.6785	325.992	6435	0
1_MACS_peak_2584_lociStitched	chr10	26661373	26662818	1	1446	2728.8825	419.917	6436	0
1_MACS_peak_1486_lociStitched	chr1	169680332	169681777	1	1446	1428.6715	537.1065	6437	0
1_MACS_peak_20776_lociStitched	chr7	111620430	111621874	1	1445	1094.4076	497.458	6438	0
1_MACS_peak_19311_lociStitched	chr6	99281491	99282935	1	1445	987.2628	296.3088	6439	0
1_MACS_peak_19055_lociStitched	chr6	53675555	53676999	1	1445	1352.1616	379.4832	6440	0
1_MACS_peak_18823_lociStitched	chr6	33266570	33268014	1	1445	1508.98	372.2632	6441	0
1_MACS_peak_9905_lociStitched	chr19	7871860	7873304	1	1445	2599.2	418.1824	6442	0
1_MACS_peak_2143_lociStitched	chr1	228666392	228667836	1	1445	1178.0152	470.8884	6443	0
1_MACS_peak_22396_lociStitched	chr9	34664993	34666436	1	1444	916.4493	356.9982	6444	0
1_MACS_peak_19538_lociStitched	chr6	125918205	125919648	1	1444	2058.0066	305.3388	6445	0
1_MACS_peak_12838_lociStitched	chr20	35469614	35471057	1	1444	1025.5401	418.47	6446	0
1_MACS_peak_12816_lociStitched	chr20	33734541	33735984	1	1444	1044.8763	416.0169	6447	0
1_MACS_peak_12638_lociStitched	chr20	12033499	12034942	1	1444	1486.4343	424.6749	6448	0
1_MACS_peak_8865_lociStitched	chr17	55926890	55928333	1	1444	1480.8066	434.1987	6449	0
1_MACS_peak_8454_lociStitched	chr17	26988326	26989769	1	1444	1377.3435	436.6518	6450	0
1_MACS_peak_6162_lociStitched	chr13	105791439	105792882	1	1444	1390.3305	392.7846	6451	0
1_MACS_peak_3820_lociStitched	chr11	57092314	57093757	1	1444	1127.7045	306.2046	6452	0
1_MACS_peak_2755_lociStitched	chr10	54196163	54197606	1	1444	1506.6363	344.4441	6453	0
2_MACS_peak_21614_lociStitched	chr8	55783870	55787272	2	1444	1205.6688	443.961	6454	0
1_MACS_peak_20603_lociStitched	chr7	97600670	97602112	1	1443	828.5732	320.7008	6455	0
1_MACS_peak_16642_lociStitched	chr4	154265404	154266846	1	1443	925.3314	223.3658	6456	0
1_MACS_peak_15674_lociStitched	chr4	12636981	12638423	1	1443	918.6982	291.8608	6457	0
1_MACS_peak_11738_lociStitched	chr2	152265916	152267358	1	1443	1387.3482	260.281	6458	0
1_MACS_peak_6172_lociStitched	chr13	109567604	109569046	1	1443	1081.5	283.2088	6459	0
1_MACS_peak_4719_lociStitched	chr12	8796730	8798172	1	1443	1161.6752	244.9958	6460	0
1_MACS_peak_1072_lociStitched	chr1	145621200	145622642	1	1443	1062.1772	318.3936	6461	0
1_MACS_peak_282_lociStitched	chr1	27028278	27029720	1	1443	1729.679	447.8852	6462	0
1_MACS_peak_20341_lociStitched	chr7	55433077	55434518	1	1442	1430.7689	218.4556	6463	0
1_MACS_peak_19341_lociStitched	chr6	106227638	106229079	1	1442	1502.8189	452.0417	6464	0
1_MACS_peak_19156_lociStitched	chr6	76635635	76637076	1	1442	1068.6456	401.1744	6465	0
1_MACS_peak_10376_lociStitched	chr19	48673190	48674631	1	1442	821.5141	342.8139	6466	0
1_MACS_peak_9213_lociStitched	chr17	80665309	80666750	1	1442	1244.4476	364.4289	6467	0
1_MACS_peak_8847_lociStitched	chr17	54911323	54912764	1	1442	917.0524	274.3664	6468	0
1_MACS_peak_8546_lociStitched	chr17	33904696	33906137	1	1442	1371.2556	338.2027	6469	0
1_MACS_peak_6067_lociStitched	chr13	84700268	84701709	1	1442	1089.6842	364.8612	6470	0
1_MACS_peak_4918_lociStitched	chr12	28930206	28931647	1	1442	2180.233	270.0434	6471	0
1_MACS_peak_3572_lociStitched	chr11	14785929	14787370	1	1442	1244.8799	231.4246	6472	0
2_MACS_peak_23362_lociStitched	chrX	47049774	47053417	2	1442	1353.3745	351.5495	6473	0
2_MACS_peak_5896_lociStitched	chr13	42845428	42849753	2	1442	1329.505	556.6275	6474	0
2_MACS_peak_2358_lociStitched	chr10	1980464	1985222	2	1442	1651.026	462.4776	6475	0
1_MACS_peak_23396_lociStitched	chrX	52963517	52964957	1	1441	881.136	301.392	6476	0
1_MACS_peak_21408_lociStitched	chr8	27901627	27903067	1	1441	1529.28	303.264	6477	0
1_MACS_peak_19866_lociStitched	chr7	944931	946371	1	1441	1086.336	412.848	6478	0
1_MACS_peak_18046_lociStitched	chr5	148940608	148942048	1	1441	1169.28	335.664	6479	0
1_MACS_peak_12293_lociStitched	chr2	216675997	216677437	1	1441	1529.28	328.32	6480	0
1_MACS_peak_10146_lociStitched	chr19	29093955	29095395	1	1441	1402.992	373.536	6481	0
1_MACS_peak_7906_lociStitched	chr16	55786408	55787848	1	1441	1476.72	324.288	6482	0
1_MACS_peak_1337_lociStitched	chr1	159208778	159210218	1	1441	2028.528	411.408	6483	0
1_MACS_peak_1146_lociStitched	chr1	150583497	150584937	1	1441	2023.2	606.816	6484	0
1_MACS_peak_21205_lociStitched	chr7	158648349	158649788	1	1440	1146.5952	434.2902	6485	0
1_MACS_peak_18932_lociStitched	chr6	42857852	42859291	1	1440	1303.734	269.2369	6486	0
1_MACS_peak_16872_lociStitched	chr4	186400309	186401748	1	1440	1552.9688	247.3641	6487	0
1_MACS_peak_14382_lociStitched	chr3	50329030	50330469	1	1440	1142.566	567.2538	6488	0
1_MACS_peak_13663_lociStitched	chr22	32803053	32804492	1	1440	1178.9727	377.4497	6489	0
1_MACS_peak_13230_lociStitched	chr21	30436784	30438223	1	1440	2253.7618	335.7187	6490	0
1_MACS_peak_10853_lociStitched	chr2	39630181	39631620	1	1440	1029.7484	440.9096	6491	0
1_MACS_peak_8892_lociStitched	chr17	57863399	57864838	1	1440	1693.2713	374.7156	6492	0
1_MACS_peak_8638_lociStitched	chr17	38716385	38717824	1	1440	1179.6922	291.5414	6493	0
1_MACS_peak_5066_lociStitched	chr12	49075328	49076767	1	1440	1166.7412	313.8459	6494	0
1_MACS_peak_3095_lociStitched	chr10	94883874	94885313	1	1440	1218.4013	400.6176	6495	0
2_MACS_peak_1001_lociStitched	chr1	120328863	120330990	2	1440	821.2347	281.4021	6496	0
2_MACS_peak_15792_lociStitched	chr4	32571294	32577051	2	1440	1713.8589	887.1537	6497	0
1_MACS_peak_22222_lociStitched	chr9	2241513	2242951	1	1439	1397.4484	359.5	6498	0
1_MACS_peak_20581_lociStitched	chr7	93632815	93634253	1	1439	1333.4574	383.5146	6499	0
1_MACS_peak_20336_lociStitched	chr7	54731585	54733023	1	1439	967.6302	341.3812	6500	0
1_MACS_peak_16065_lociStitched	chr4	77996806	77998244	1	1439	1633.8556	505.7446	6501	0
1_MACS_peak_15393_lociStitched	chr3	184780455	184781893	1	1439	1057.3614	496.9728	6502	0
1_MACS_peak_14375_lociStitched	chr3	49976930	49978368	1	1439	1402.1938	495.391	6503	0
1_MACS_peak_12761_lociStitched	chr20	30286367	30287805	1	1439	1656.7198	448.656	6504	0
1_MACS_peak_11223_lociStitched	chr2	75873359	75874797	1	1439	1110.855	232.8122	6505	0
1_MACS_peak_10348_lociStitched	chr19	47103351	47104789	1	1439	1295.7818	351.3034	6506	0
1_MACS_peak_7447_lociStitched	chr15	102181232	102182670	1	1439	1110.5674	309.6014	6507	0
1_MACS_peak_3074_lociStitched	chr10	93682804	93684242	1	1439	1034.4972	405.8036	6508	0
1_MACS_peak_2044_lociStitched	chr1	221927097	221928535	1	1439	2903.1782	406.5226	6509	0
1_MACS_peak_1901_lociStitched	chr1	206957172	206958610	1	1439	1905.2062	526.1642	6510	0
1_MACS_peak_18939_lociStitched	chr6	43350823	43352260	1	1438	1354.5162	510.7098	6511	0
1_MACS_peak_18305_lociStitched	chr5	176839125	176840562	1	1438	2140.6989	405.6651	6512	0
1_MACS_peak_11148_lociStitched	chr2	68941654	68943091	1	1438	1116.2616	407.6769	6513	0
1_MACS_peak_10242_lociStitched	chr19	40476096	40477533	1	1438	1196.5899	441.8775	6514	0
1_MACS_peak_5169_lociStitched	chr12	56210904	56212341	1	1438	1185.0939	445.0389	6515	0
1_MACS_peak_4631_lociStitched	chr12	1531510	1532947	1	1438	1566.7611	439.722	6516	0
1_MACS_peak_3156_lociStitched	chr10	101988693	101990130	1	1438	1045.9923	328.6419	6517	0
1_MACS_peak_2409_lociStitched	chr10	6389329	6390766	1	1438	993.3981	367.5846	6518	0
1_MACS_peak_2188_lociStitched	chr1	231761353	231762790	1	1438	1300.485	405.234	6519	0
1_MACS_peak_8920_lociStitched	chr17	61626991	61628427	1	1437	1236.5396	254.89	6520	0
1_MACS_peak_8210_lociStitched	chr17	1359039	1360475	1	1437	1049.4288	338.178	6521	0
1_MACS_peak_4749_lociStitched	chr12	10516733	10518169	1	1437	1605.8788	390.4484	6522	0
1_MACS_peak_4682_lociStitched	chr12	6602001	6603437	1	1437	1250.8996	452.6272	6523	0
1_MACS_peak_2103_lociStitched	chr1	226216110	226217546	1	1437	1990.5832	417.3016	6524	0
1_MACS_peak_579_lociStitched	chr1	53308168	53309604	1	1437	775.0092	250.8692	6525	0
1_MACS_peak_23_lociStitched	chr1	1655241	1656677	1	1437	1410.7264	386.284	6526	0
1_MACS_peak_15888_lociStitched	chr4	47464838	47466273	1	1436	931.4585	357.7455	6527	0
1_MACS_peak_12016_lociStitched	chr2	185308600	185310035	1	1436	1230.943	247.968	6528	0
1_MACS_peak_11624_lociStitched	chr2	134256126	134257561	1	1436	905.485	367.36	6529	0
1_MACS_peak_9697_lociStitched	chr18	71814775	71816210	1	1436	958.58	320.1485	6530	0
1_MACS_peak_9158_lociStitched	chr17	76929171	76930606	1	1436	1086.1515	432.3655	6531	0
1_MACS_peak_6957_lociStitched	chr15	55488413	55489848	1	1436	1175.552	298.767	6532	0
1_MACS_peak_4467_lociStitched	chr11	119075604	119077039	1	1436	754.81	153.258	6533	0
1_MACS_peak_829_lociStitched	chr1	89457826	89459261	1	1436	1053.1465	335.9335	6534	0
1_MACS_peak_23027_lociStitched	chr9	129158692	129160126	1	1435	1656.5568	303.291	6535	0
1_MACS_peak_18786_lociStitched	chr6	31670307	31671741	1	1435	1099.5912	456.1554	6536	0
1_MACS_peak_12749_lociStitched	chr20	25604153	25605587	1	1435	1087.1154	318.2046	6537	0
1_MACS_peak_11116_lociStitched	chr2	65584376	65585810	1	1435	1314.1176	367.5342	6538	0
1_MACS_peak_4742_lociStitched	chr12	10281986	10283420	1	1435	2227.5756	300.5664	6539	0
1_MACS_peak_4738_lociStitched	chr12	10194125	10195559	1	1435	1397.433	326.235	6540	0
1_MACS_peak_450_lociStitched	chr1	40626305	40627739	1	1435	1039.65	326.8086	6541	0
1_MACS_peak_358_lociStitched	chr1	32644603	32646037	1	1435	852.2262	236.61	6542	0
1_MACS_peak_22269_lociStitched	chr9	6654697	6656130	1	1434	1444.8939	391.209	6543	0
1_MACS_peak_19034_lociStitched	chr6	52848715	52850148	1	1434	1459.7971	387.9131	6544	0
1_MACS_peak_17447_lociStitched	chr5	79420965	79422398	1	1434	827.2709	304.9424	6545	0
1_MACS_peak_16893_lociStitched	chr4	187773475	187774908	1	1434	882.2981	295.7712	6546	0
1_MACS_peak_10811_lociStitched	chr2	37532153	37533586	1	1434	1089.6532	293.0485	6547	0
1_MACS_peak_7214_lociStitched	chr15	77712532	77713965	1	1434	1436.7258	347.9324	6548	0
1_MACS_peak_4534_lociStitched	chr11	125383779	125385212	1	1434	1359.6304	391.9255	6549	0
1_MACS_peak_4449_lociStitched	chr11	118709053	118710486	1	1434	3530.7687	464.1487	6550	0
1_MACS_peak_4153_lociStitched	chr11	77790104	77791537	1	1434	1225.9315	293.765	6551	0
1_MACS_peak_3676_lociStitched	chr11	30121998	30123431	1	1434	1727.6248	459.993	6552	0
1_MACS_peak_1986_lociStitched	chr1	212768929	212770362	1	1434	1583.7516	602.8631	6553	0
1_MACS_peak_20314_lociStitched	chr7	50517514	50518946	1	1433	867.792	290.1232	6554	0
1_MACS_peak_20130_lociStitched	chr7	30126134	30127566	1	1433	1270.4704	392.0816	6555	0
1_MACS_peak_18440_lociStitched	chr6	7312843	7314275	1	1433	1018.868	308.8824	6556	0
1_MACS_peak_17862_lociStitched	chr5	132201491	132202923	1	1433	1185.696	303.8704	6557	0
1_MACS_peak_17243_lociStitched	chr5	55390771	55392203	1	1433	1138.2968	352.4152	6558	0
1_MACS_peak_14374_lociStitched	chr3	49966258	49967690	1	1433	938.1032	409.9816	6559	0
1_MACS_peak_13361_lociStitched	chr21	40138531	40139963	1	1433	2740.9912	557.3344	6560	0
1_MACS_peak_11085_lociStitched	chr2	64246326	64247758	1	1433	844.5936	234.5616	6561	0
2_MACS_peak_14767_lociStitched	chr3	114218808	114221559	2	1433	1374.3996	349.6521	6562	0
1_MACS_peak_19169_lociStitched	chr6	79576643	79578074	1	1432	1142.2242	402.6834	6563	0
1_MACS_peak_18216_lociStitched	chr5	170270755	170272186	1	1432	1058.7969	386.5131	6564	0
1_MACS_peak_16348_lociStitched	chr4	111985095	111986526	1	1432	1348.5744	598.8735	6565	0
1_MACS_peak_15930_lociStitched	chr4	56261255	56262686	1	1432	939.7377	329.7024	6566	0
1_MACS_peak_13016_lociStitched	chr20	51617579	51619010	1	1432	1308.5064	455.4873	6567	0
1_MACS_peak_22181_lociStitched	chr8	146052035	146053465	1	1431	780.923	212.355	6568	0
1_MACS_peak_19170_lociStitched	chr6	79787614	79789044	1	1431	1355.64	292.721	6569	0
1_MACS_peak_17379_lociStitched	chr5	71615441	71616871	1	1431	1270.698	491.062	6570	0
1_MACS_peak_16670_lociStitched	chr4	157598224	157599654	1	1431	781.352	251.68	6571	0
1_MACS_peak_12117_lociStitched	chr2	198103845	198105275	1	1431	814.528	275.99	6572	0
1_MACS_peak_12028_lociStitched	chr2	187350199	187351629	1	1431	1127.269	393.679	6573	0
1_MACS_peak_9573_lociStitched	chr18	53663808	53665238	1	1431	1224.223	320.177	6574	0
1_MACS_peak_8342_lociStitched	chr17	10022568	10023998	1	1431	717.431	238.238	6575	0
1_MACS_peak_3721_lociStitched	chr11	35061461	35062891	1	1431	2032.888	548.834	6576	0
1_MACS_peak_3534_lociStitched	chr11	10829614	10831044	1	1431	1280.279	396.539	6577	0
