#32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_ROSE/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam
#Using cutoff of 2419.1208 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
2_MACS_peak_20082_lociStitched	chr7	26003289	26009620	2	5022	6845.0772	1880.307	261	1
3_MACS_peak_19389_lociStitched	chr6	108894473	108907567	3	5022	5919.7974	2546.783	262	1
4_MACS_peak_2226_lociStitched	chr1	235140445	235152079	4	5018	9885.4098	3092.3172	263	1
1_MACS_peak_1124_lociStitched	chr1	149810916	149815926	1	5011	6289.554	1683.861	264	1
1_MACS_peak_1063_lociStitched	chr1	145434574	145439583	1	5010	4098.3638	1978.0541	265	1
2_MACS_peak_10272_lociStitched	chr19	42040862	42047380	2	5008	5662.1866	1422.2276	266	1
4_MACS_peak_10724_lociStitched	chr2	27379680	27393334	4	4993	5983.1828	2360.7766	267	1
2_MACS_peak_9884_lociStitched	chr19	6765751	6773894	2	4984	5507.1109	2231.182	268	1
2_MACS_peak_17270_lociStitched	chr5	56467525	56472679	2	4981	4140.2082	985.4448	269	1
3_MACS_peak_7357_lociStitched	chr15	91472432	91479110	3	4962	3731.6664	1742.958	270	1
2_MACS_peak_13443_lociStitched	chr21	45572783	45580122	2	4960	6725.4596	2248.6696	271	1
2_MACS_peak_8614_lociStitched	chr17	37909849	37915316	2	4951	5687.8668	1590.3503	272	1
1_MACS_peak_20705_lociStitched	chr7	104651508	104656450	1	4943	5166.3668	1506.8158	273	1
3_MACS_peak_13071_lociStitched	chr20	56047958	56056867	3	4940	4889.2592	2010.7613	274	1
2_MACS_peak_19024_lociStitched	chr6	52393222	52403025	2	4931	6733.6807	2533.0952	275	1
1_MACS_peak_990_lociStitched	chr1	118172079	118177000	1	4922	3620.3797	923.1796	276	1
3_MACS_peak_16819_lociStitched	chr4	185185014	185190550	3	4919	4953.6128	1661.9072	277	1
1_MACS_peak_10274_lociStitched	chr19	42055132	42060046	1	4915	4303.6812	1375.4286	278	1
2_MACS_peak_7916_lociStitched	chr16	56944293	56952455	2	4910	6119.0514	1905.0108	279	1
3_MACS_peak_18767_lociStitched	chr6	31159985	31172603	3	4906	6117.2064	2283.858	280	1
3_MACS_peak_17852_lociStitched	chr5	131826086	131835536	3	4904	4539.78	2076.165	281	1
3_MACS_peak_16928_lociStitched	chr5	1335771	1344632	3	4903	5264.3201	1774.8583	282	1
1_MACS_peak_13422_lociStitched	chr21	44581710	44586610	1	4901	5199.88	2017.82	283	1
3_MACS_peak_4454_lociStitched	chr11	118796473	118801515	3	4901	6140.6518	1342.1804	284	1
3_MACS_peak_7597_lociStitched	chr16	11797070	11805700	3	4901	4861.279	1921.901	285	1
3_MACS_peak_13760_lociStitched	chr22	39096436	39103438	3	4900	4526.793	1764.504	286	1
2_MACS_peak_20005_lociStitched	chr7	20255954	20261186	2	4890	8664.7152	1416.8256	287	1
3_MACS_peak_10573_lociStitched	chr2	10259801	10265101	3	4888	3999.38	1166	288	1
1_MACS_peak_10777_lociStitched	chr2	33700268	33705153	1	4886	5626.0545	1486.994	289	1
2_MACS_peak_10398_lociStitched	chr19	49375179	49380287	2	4882	4294.8064	1205.488	290	1
2_MACS_peak_6710_lociStitched	chr15	31637129	31646305	2	4878	5033.9536	1755.3688	291	1
3_MACS_peak_14866_lociStitched	chr3	125548935	125560009	3	4878	6039.7596	2562.5236	292	1
3_MACS_peak_21020_lociStitched	chr7	137666056	137673441	3	4872	4860.807	2174.8825	293	1
3_MACS_peak_18298_lociStitched	chr5	176726957	176732145	3	4871	4227.1824	1278.842	294	1
3_MACS_peak_19453_lociStitched	chr6	114175491	114180555	3	4865	3793.9488	1033.056	295	1
2_MACS_peak_22546_lociStitched	chr9	73028479	73036262	2	4859	5446.5434	1509.1237	296	1
5_MACS_peak_14305_lociStitched	chr3	46421772	46438295	5	4854	6374.5734	3334.3414	297	1
2_MACS_peak_3024_lociStitched	chr10	89620753	89625816	2	4851	4427.5935	1185.2483	298	1
3_MACS_peak_6645_lociStitched	chr15	23660769	23668853	3	4841	5655.5664	1724.3172	299	1
1_MACS_peak_234_lociStitched	chr1	24513779	24518614	1	4836	4421.6075	1536.563	300	1
3_MACS_peak_3638_lociStitched	chr11	22687779	22697014	3	4832	5485.59	1942.1205	301	1
2_MACS_peak_5457_lociStitched	chr12	92755706	92765242	2	4828	6025.7984	2061.6832	302	1
2_MACS_peak_12630_lociStitched	chr20	10650936	10655796	2	4827	3478.302	977.832	303	1
2_MACS_peak_16840_lociStitched	chr4	185454905	185460549	2	4824	4626.3868	1495.0956	304	1
4_MACS_peak_6987_lociStitched	chr15	59267365	59280537	4	4824	5475.6004	2367.0084	305	1
4_MACS_peak_4790_lociStitched	chr12	13242817	13255457	4	4822	6203.712	2314.384	306	1
3_MACS_peak_10216_lociStitched	chr19	39340023	39348735	3	4805	4740.1992	1545.5088	307	1
2_MACS_peak_13403_lociStitched	chr21	43647470	43655716	2	4804	7186.389	2758.287	308	1
4_MACS_peak_4157_lociStitched	chr11	78127568	78139797	4	4801	5411.3325	2382.2092	309	1
2_MACS_peak_22029_lociStitched	chr8	128746009	128751204	2	4800	2967.384	1063.4165	310	1
3_MACS_peak_11991_lociStitched	chr2	182169820	182179204	3	4798	6461.8224	2721.36	311	1
2_MACS_peak_10352_lociStitched	chr19	47287368	47292320	2	4797	3934.8592	1312.28	312	1
4_MACS_peak_5198_lociStitched	chr12	57022366	57031278	4	4793	5266.1008	1939.2512	313	1
1_MACS_peak_15354_lociStitched	chr3	182430831	182435618	1	4788	4391.5938	1824.3257	314	1
3_MACS_peak_18079_lociStitched	chr5	151128686	151138694	3	4787	4924.9368	1867.4928	315	1
2_MACS_peak_6025_lociStitched	chr13	77899178	77904907	2	4784	4836.4218	1360.0646	316	1
1_MACS_peak_15497_lociStitched	chr3	193817987	193822765	1	4779	7779.5396	2235.6262	317	1
2_MACS_peak_1965_lociStitched	chr1	211750616	211756654	2	4779	4547.8216	1735.925	318	1
2_MACS_peak_9818_lociStitched	chr19	2595141	2600139	2	4773	7969.311	2102.6586	319	1
2_MACS_peak_16073_lociStitched	chr4	78737997	78743572	2	4769	3412.4575	1113.885	320	1
4_MACS_peak_3369_lociStitched	chr10	125831282	125844805	4	4768	5363.2218	2551.7901	321	1
4_MACS_peak_3090_lociStitched	chr10	94831456	94840657	4	4766	4676.8683	1682.8629	322	1
3_MACS_peak_1909_lociStitched	chr1	207223024	207232834	3	4764	4897.152	2713.446	323	1
4_MACS_peak_22507_lociStitched	chr9	69259419	69270008	4	4762	4532.092	2099.7987	324	1
3_MACS_peak_7937_lociStitched	chr16	57570113	57578884	3	4756	6125.6664	1584.0426	325	1
4_MACS_peak_16475_lociStitched	chr4	129724378	129733922	4	4753	4570.6216	1707.4216	326	1
1_MACS_peak_1825_lociStitched	chr1	203255850	203260585	1	4736	7032.422	2145.902	327	1
4_MACS_peak_15013_lociStitched	chr3	141205849	141218410	4	4735	6732.696	2493.3585	328	1
2_MACS_peak_13307_lociStitched	chr21	36258062	36262913	2	4734	5018.8446	1359.2502	329	1
3_MACS_peak_3204_lociStitched	chr10	104531568	104542295	3	4732	6659.3216	2499.391	330	1
2_MACS_peak_7574_lociStitched	chr16	10970182	10976170	2	4727	4608.9636	1459.8744	331	1
1_MACS_peak_8596_lociStitched	chr17	36856734	36861459	1	4726	4987.2375	1292.76	332	1
2_MACS_peak_17593_lociStitched	chr5	98104591	98110801	2	4724	3636.576	1029.618	333	1
3_MACS_peak_11480_lociStitched	chr2	112456070	112464639	3	4712	6754.0858	2537.2809	334	1
1_MACS_peak_15374_lociStitched	chr3	183269591	183274298	1	4708	4783.7241	1918.5732	335	1
3_MACS_peak_20679_lociStitched	chr7	102080343	102086610	3	4706	4534.8012	1326.7239	336	1
2_MACS_peak_20700_lociStitched	chr7	104578913	104586469	2	4706	7941.356	2070.344	337	1
4_MACS_peak_5372_lociStitched	chr12	77453953	77464830	4	4704	7105.9441	2169.9615	338	1
3_MACS_peak_1938_lociStitched	chr1	209920729	209930864	3	4696	7303.281	2994.8925	339	1
4_MACS_peak_18257_lociStitched	chr5	173311178	173320414	4	4692	4956.9612	1877.6788	340	1
3_MACS_peak_16533_lociStitched	chr4	141071088	141078267	3	4691	4355.4993	1400.6229	341	1
3_MACS_peak_5140_lociStitched	chr12	53846129	53855857	3	4691	4830.9248	2034.1248	342	1
1_MACS_peak_13382_lociStitched	chr21	41384650	41389331	1	4682	5390.6396	1685.16	343	1
1_MACS_peak_22087_lociStitched	chr8	134509941	134514621	1	4681	4368.78	1361.412	344	1
3_MACS_peak_11166_lociStitched	chr2	70310355	70315768	3	4675	4692.5297	1496.1532	345	1
1_MACS_peak_7049_lociStitched	chr15	65183977	65188645	1	4669	4329.1032	1572.1824	346	1
2_MACS_peak_2370_lociStitched	chr10	3823887	3828620	2	4668	3842.2494	971.2116	347	1
1_MACS_peak_1125_lociStitched	chr1	149820954	149825620	1	4667	6126.458	1839.8038	348	1
1_MACS_peak_1127_lociStitched	chr1	149856118	149860776	1	4659	7107.1764	2131.9666	349	1
2_MACS_peak_8621_lociStitched	chr17	38019588	38024674	2	4651	4016.4142	1339.6524	350	1
1_MACS_peak_20571_lociStitched	chr7	92461169	92465817	1	4649	3646.8208	1033.2504	351	1
3_MACS_peak_22109_lociStitched	chr8	137189782	137200980	3	4649	6301.1146	2332.5434	352	1
1_MACS_peak_1217_lociStitched	chr1	154296743	154301386	1	4644	4557.5688	1592.549	353	1
2_MACS_peak_7317_lociStitched	chr15	89177533	89184158	2	4643	5474.9	1898.725	354	1
3_MACS_peak_2320_lociStitched	chr1	247373415	247380393	3	4631	5209.7748	2055.021	355	1
1_MACS_peak_18638_lociStitched	chr6	26156163	26160784	1	4622	4464.3481	1304.9704	356	1
4_MACS_peak_3511_lociStitched	chr11	9587286	9599875	4	4617	5434.6713	1911.0102	357	1
3_MACS_peak_6968_lociStitched	chr15	56656699	56664663	3	4614	6052.64	1783.1396	358	1
2_MACS_peak_1920_lociStitched	chr1	207995231	208000223	2	4612	5412.3264	1936.3968	359	1
3_MACS_peak_1035_lociStitched	chr1	143992211	144001163	3	4604	7380.0288	2246.952	360	1
2_MACS_peak_20809_lociStitched	chr7	116164613	116170761	2	4603	4674.3244	1631.0644	361	1
3_MACS_peak_3856_lociStitched	chr11	59324325	59334317	3	4588	4540.3648	1642.6848	362	1
3_MACS_peak_4289_lociStitched	chr11	96071070	96077029	3	4585	3567.6533	1390.2347	363	1
2_MACS_peak_18644_lociStitched	chr6	26215440	26224984	2	4579	4373.0608	1841.992	364	1
1_MACS_peak_14361_lociStitched	chr3	49055477	49060049	1	4573	3125.4192	1107.7956	365	1
3_MACS_peak_18617_lociStitched	chr6	25366826	25374571	3	4568	4161.3885	1758.115	366	1
1_MACS_peak_20344_lociStitched	chr7	55599527	55604084	1	4558	6491.4465	1616.8236	367	1
1_MACS_peak_4659_lociStitched	chr12	4224744	4229297	1	4554	7055.7841	1622.6892	368	1
2_MACS_peak_9785_lociStitched	chr19	1897268	1906196	2	4554	5572.8576	2267.712	369	1
2_MACS_peak_12211_lociStitched	chr2	204569663	204574227	2	4550	4789.0052	1465.044	370	1
3_MACS_peak_13851_lociStitched	chr22	42928764	42936076	3	4549	6380.4512	2068.5648	371	1
2_MACS_peak_9848_lociStitched	chr19	4398687	4403704	2	4545	3612.24	1456.4351	372	1
3_MACS_peak_18884_lociStitched	chr6	37136540	37144240	3	4543	4670.05	1359.05	373	1
2_MACS_peak_14754_lociStitched	chr3	113463625	113468528	2	4536	3773.8391	1146.8117	374	1
3_MACS_peak_13617_lociStitched	chr22	29214540	29225894	3	4534	5894.9968	2343.4656	375	1
3_MACS_peak_16834_lociStitched	chr4	185369481	185379820	3	4529	5278.0595	2459.6481	376	1
2_MACS_peak_21506_lociStitched	chr8	38239103	38244492	2	4528	3860.1407	1269.6484	377	1
1_MACS_peak_1634_lociStitched	chr1	183810578	183815104	1	4527	4983.5786	1642.0328	378	1
1_MACS_peak_3265_lociStitched	chr10	112217393	112221916	1	4524	4700.7539	1472.2365	379	1
2_MACS_peak_17850_lociStitched	chr5	131799238	131804082	2	4523	5962.964	1647.4444	380	1
2_MACS_peak_11311_lociStitched	chr2	88923160	88928322	2	4523	3828.6554	1304.4374	381	1
1_MACS_peak_20931_lociStitched	chr7	128577159	128581680	1	4522	4815.3171	1459.3788	382	1
3_MACS_peak_4544_lociStitched	chr11	126173322	126182570	3	4520	5743.008	2044.7328	383	1
3_MACS_peak_12327_lociStitched	chr2	219148889	219157640	3	4518	4207.4808	1834.2096	384	1
3_MACS_peak_3843_lociStitched	chr11	58864994	58875866	3	4518	4434.6888	2083.0752	385	1
2_MACS_peak_19540_lociStitched	chr6	126067693	126072303	2	4513	3374.52	1140.975	386	1
2_MACS_peak_5041_lociStitched	chr12	46776406	46782806	2	4512	3987.2	1301.76	387	1
1_MACS_peak_18869_lociStitched	chr6	36559554	36564064	1	4511	4031.038	1157.266	388	1
2_MACS_peak_18753_lociStitched	chr6	30649582	30655590	2	4497	3703.3312	1321.1592	389	1
3_MACS_peak_1862_lociStitched	chr1	205197438	205207887	3	4482	5458.5576	2865.1158	390	1
1_MACS_peak_1058_lociStitched	chr1	145208065	145212535	1	4471	5768.982	2274.336	391	1
2_MACS_peak_857_lociStitched	chr1	92948489	92953002	2	4471	3379.7857	943.6683	392	1
1_MACS_peak_18649_lociStitched	chr6	26270309	26274777	1	4469	4038.1784	1376.5908	393	1
2_MACS_peak_16866_lociStitched	chr4	186315648	186320759	2	4460	3789.2954	1355.4372	394	1
1_MACS_peak_2098_lociStitched	chr1	226128971	226133425	1	4455	5494.009	2097.3886	395	1
3_MACS_peak_8244_lociStitched	chr17	3814016	3820218	3	4447	4409.622	1690.6652	396	1
1_MACS_peak_9751_lociStitched	chr19	1036911	1041349	1	4439	5426.7864	1824.018	397	1
2_MACS_peak_14045_lociStitched	chr3	15835141	15840139	2	4437	3442.1226	1207.5168	398	1
2_MACS_peak_17940_lociStitched	chr5	139047171	139051702	2	4431	3864.4899	1192.1061	399	1
2_MACS_peak_14335_lociStitched	chr3	47821949	47831274	2	4420	4062.9025	1799.725	400	1
2_MACS_peak_9609_lociStitched	chr18	56806448	56811339	2	4414	3710.8017	1306.3861	401	1
3_MACS_peak_10186_lociStitched	chr19	36231055	36237047	3	4403	3487.9432	1343.4064	402	1
2_MACS_peak_21463_lociStitched	chr8	33420698	33425478	2	4399	4105.064	964.126	403	1
2_MACS_peak_13420_lociStitched	chr21	44527031	44531461	2	4397	3098.342	1332.987	404	1
3_MACS_peak_12307_lociStitched	chr2	217081412	217088265	3	4392	4642.2222	1878.4073	405	1
1_MACS_peak_8718_lociStitched	chr17	43302662	43307050	1	4389	4170.794	1148.7784	406	1
2_MACS_peak_7983_lociStitched	chr16	66583121	66587527	2	4389	2713.2148	997.0778	407	1
3_MACS_peak_3255_lociStitched	chr10	111966876	111972594	3	4380	3898.5324	1546.1472	408	1
3_MACS_peak_19354_lociStitched	chr6	106588489	106595246	3	4371	4432.592	1958.8543	409	1
1_MACS_peak_2095_lociStitched	chr1	226067317	226071684	1	4368	3630.2871	1306.6064	410	1
2_MACS_peak_18252_lociStitched	chr5	173169138	173174049	2	4366	3806.5161	1504.2393	411	1
3_MACS_peak_21776_lociStitched	chr8	81050547	81060109	3	4365	5671.2222	2213.603	412	1
2_MACS_peak_1293_lociStitched	chr1	156469814	156476039	2	4364	5991.5625	2149.4925	413	1
1_MACS_peak_11468_lociStitched	chr2	111876889	111881251	1	4363	3737.7978	867.1656	414	1
2_MACS_peak_2108_lociStitched	chr1	226308865	226316586	2	4360	6610.7202	2486.9341	415	1
1_MACS_peak_15225_lociStitched	chr3	169771811	169776167	1	4357	3673.4148	1541.1528	416	1
1_MACS_peak_4729_lociStitched	chr12	9799707	9804061	1	4355	3708.7372	974.8606	417	1
3_MACS_peak_16516_lociStitched	chr4	140128197	140136252	3	4350	4742.784	1635.165	418	1
3_MACS_peak_7164_lociStitched	chr15	74832366	74839370	3	4349	4994.5524	1780.4168	419	1
3_MACS_peak_11036_lociStitched	chr2	60776357	60783328	3	4344	4316.4432	1201.1033	420	1
2_MACS_peak_1752_lociStitched	chr1	197743411	197748319	2	4337	4626.7716	1776.2052	421	1
3_MACS_peak_13958_lociStitched	chr3	5018572	5029182	3	4326	4318.27	1806.883	422	1
1_MACS_peak_9820_lociStitched	chr19	2607475	2611795	1	4321	6651.936	1576.368	423	1
3_MACS_peak_6228_lociStitched	chr13	115070606	115081028	3	4321	4128.1542	1888.4664	424	1
3_MACS_peak_3628_lociStitched	chr11	21432246	21437794	3	4317	4623.7032	1253.848	425	1
3_MACS_peak_6802_lociStitched	chr15	40835078	40843537	3	4314	6774.8131	2079.2222	426	1
1_MACS_peak_1139_lociStitched	chr1	150335292	150339602	1	4311	4165.184	1589.528	427	1
3_MACS_peak_23005_lociStitched	chr9	127630537	127635589	3	4311	3085.2564	1233.6984	428	1
3_MACS_peak_19878_lociStitched	chr7	2438889	2447238	3	4311	5196.4176	1876.0203	429	1
3_MACS_peak_13581_lociStitched	chr22	24823123	24831259	3	4305	4906.8216	1662.9984	430	1
2_MACS_peak_1232_lociStitched	chr1	154756894	154765070	2	4297	7010.92	2827.2608	431	1
3_MACS_peak_8491_lociStitched	chr17	29640200	29649237	3	4297	4843.832	2021.5769	432	1
3_MACS_peak_322_lociStitched	chr1	28903292	28914166	3	4296	5533.7786	2332.473	433	1
1_MACS_peak_1716_lociStitched	chr1	192777165	192781459	1	4295	4566.669	1874.7604	434	1
2_MACS_peak_19512_lociStitched	chr6	119668313	119672682	2	4294	3285.488	1012.2973	435	1
2_MACS_peak_2880_lociStitched	chr10	72335212	72340117	2	4285	5201.262	1256.661	436	1
2_MACS_peak_11109_lociStitched	chr2	65215068	65219367	2	4283	3020.0475	855.9309	437	1
3_MACS_peak_22924_lociStitched	chr9	117349558	117355367	3	4281	3717.76	1509.7591	438	1
3_MACS_peak_18558_lociStitched	chr6	16759874	16766918	3	4277	3800.9424	1287.6432	439	1
2_MACS_peak_17237_lociStitched	chr5	55287372	55291646	2	4272	3432.4494	847.5342	440	1
2_MACS_peak_561_lociStitched	chr1	52336545	52345708	2	4267	5021.324	1575.1197	441	1
1_MACS_peak_7690_lociStitched	chr16	21528347	21532609	1	4263	4861.2372	1527.927	442	1
3_MACS_peak_2092_lociStitched	chr1	226035194	226044950	3	4262	5168.7288	2734.6068	443	1
3_MACS_peak_4450_lociStitched	chr11	118738781	118743876	3	4260	4503.98	1293.6205	444	1
2_MACS_peak_13441_lociStitched	chr21	45557579	45566085	2	4260	5114.6578	2180.0878	445	1
3_MACS_peak_18660_lociStitched	chr6	26532751	26538854	3	4255	4255.0116	1163.8421	446	1
1_MACS_peak_7713_lociStitched	chr16	23345286	23349536	1	4251	4841.175	1549.125	447	1
3_MACS_peak_20269_lociStitched	chr7	45034343	45041558	3	4242	4199.13	1513.707	448	1
3_MACS_peak_18871_lociStitched	chr6	36646133	36651317	3	4237	3811.2768	1170.5472	449	1
2_MACS_peak_15136_lociStitched	chr3	156805429	156811717	2	4226	6076.7232	2773.008	450	1
3_MACS_peak_1330_lociStitched	chr1	158979145	158986228	3	4221	5404.329	1925.8677	451	1
2_MACS_peak_13436_lociStitched	chr21	45201639	45210395	2	4220	5619.6008	2539.24	452	1
2_MACS_peak_20925_lociStitched	chr7	128165507	128172912	2	4218	3866.891	1713.517	453	1
1_MACS_peak_13398_lociStitched	chr21	43480999	43485205	1	4207	7832.4132	1979.7642	454	1
1_MACS_peak_17165_lociStitched	chr5	42991482	42995682	1	4201	4612.02	1193.22	455	1
1_MACS_peak_169_lociStitched	chr1	17065464	17069663	1	4200	8108.269	2330.0251	456	1
3_MACS_peak_11551_lociStitched	chr2	120763524	120771084	3	4196	3791.34	1282.932	457	1
3_MACS_peak_16974_lociStitched	chr5	7868576	7873957	3	4195	3434.6923	1170.3675	458	1
2_MACS_peak_18342_lociStitched	chr5	180644664	180651175	2	4193	4733.497	1591.9395	459	1
2_MACS_peak_13434_lociStitched	chr21	45135902	45140160	2	4192	3916.5084	1299.9674	460	1
3_MACS_peak_16854_lociStitched	chr4	186124445	186130984	3	4192	3185.1469	1399.346	461	1
3_MACS_peak_18494_lociStitched	chr6	12008317	12013830	3	4190	3408.6879	871.6053	462	1
3_MACS_peak_3835_lociStitched	chr11	58340780	58347651	3	4190	5367.6252	1964.4189	463	1
2_MACS_peak_3179_lociStitched	chr10	103574820	103579116	2	4188	2981.424	1011.2784	464	1
4_MACS_peak_12976_lociStitched	chr20	47883659	47895770	4	4187	5239.2186	2304.7233	465	1
3_MACS_peak_22967_lociStitched	chr9	123690444	123699330	3	4181	3657.4776	1987.7982	466	1
3_MACS_peak_7314_lociStitched	chr15	89164112	89171282	3	4174	3455.223	1325.733	467	1
2_MACS_peak_5308_lociStitched	chr12	69200868	69205104	2	4172	4441.446	1187.7744	468	1
3_MACS_peak_10000_lociStitched	chr19	12991467	13002571	3	4171	4983.4752	2024.2592	469	1
1_MACS_peak_20009_lociStitched	chr7	20368525	20372692	1	4168	3742.3827	931.7412	470	1
1_MACS_peak_17410_lociStitched	chr5	75697181	75701345	1	4165	3942.0588	1109.706	471	1
1_MACS_peak_15296_lociStitched	chr3	177075060	177079224	1	4165	7078.8	1579.8216	472	1
2_MACS_peak_13132_lociStitched	chr21	9963843	9969315	2	4165	6601.968	2569.104	473	1
1_MACS_peak_14679_lociStitched	chr3	105084985	105089144	1	4160	4369.0295	911.6528	474	1
3_MACS_peak_13407_lociStitched	chr21	43880519	43890066	3	4158	6194.0936	2796.3163	475	1
3_MACS_peak_5188_lociStitched	chr12	56726853	56733798	3	4154	3959.3445	1609.1565	476	1
1_MACS_peak_15558_lociStitched	chr3	197460771	197464922	1	4152	5295.4307	1593.984	477	1
3_MACS_peak_2372_lociStitched	chr10	3846810	3854309	3	4152	4935.8418	1701.5231	478	1
2_MACS_peak_20088_lociStitched	chr7	26236847	26242204	2	4150	3840.4333	1083.7211	479	1
2_MACS_peak_17415_lociStitched	chr5	76032592	76038027	2	4147	5597.5065	1458.2105	480	1
3_MACS_peak_160_lociStitched	chr1	16766732	16771159	3	4146	2756.2502	907.535	481	1
2_MACS_peak_7375_lociStitched	chr15	93346646	93354560	2	4139	4234.7814	1284.4422	482	1
1_MACS_peak_8297_lociStitched	chr17	6915280	6919417	1	4138	3900.3636	1301.9139	483	1
3_MACS_peak_1904_lociStitched	chr1	206997452	207007570	3	4133	4250.5718	2395.9424	484	1
1_MACS_peak_20793_lociStitched	chr7	113723538	113727667	1	4130	4305.7212	1462.4918	485	1
3_MACS_peak_17865_lociStitched	chr5	132386870	132400480	3	4127	4969.011	2393.999	486	1
1_MACS_peak_14296_lociStitched	chr3	46246576	46250699	1	4124	3860.3649	1350.6948	487	1
3_MACS_peak_18276_lociStitched	chr5	175079642	175086279	3	4122	4057.1981	1460.14	488	1
2_MACS_peak_11160_lociStitched	chr2	69869665	69876597	2	4121	4026.7988	1346.8876	489	1
3_MACS_peak_3981_lociStitched	chr11	65236124	65245807	3	4114	4952.8545	1841.7066	490	1
2_MACS_peak_15139_lociStitched	chr3	156872002	156879227	2	4113	6614.4875	2437.715	491	1
2_MACS_peak_22255_lociStitched	chr9	5626312	5630509	2	4112	4581.8649	1165.0872	492	1
3_MACS_peak_8616_lociStitched	chr17	37925947	37935139	3	4110	4635.5256	2282.3736	493	1
2_MACS_peak_9017_lociStitched	chr17	70593134	70601377	2	4103	4752.0895	1885.1741	494	1
2_MACS_peak_16164_lociStitched	chr4	87855300	87861935	2	4102	4587.439	1654.769	495	1
3_MACS_peak_3970_lociStitched	chr11	64851092	64864154	3	4096	5615.3538	2370.753	496	1
2_MACS_peak_4202_lociStitched	chr11	82866819	82874077	2	4095	4075.367	1608.3728	497	1
3_MACS_peak_11120_lociStitched	chr2	65657531	65664655	3	4094	4536.5632	1218.204	498	1
2_MACS_peak_1375_lociStitched	chr1	161122721	161130041	2	4094	4783.62	2108.16	499	1
2_MACS_peak_15244_lociStitched	chr3	171752699	171759189	2	4092	4238.619	1783.452	500	1
2_MACS_peak_1582_lociStitched	chr1	179846094	179853269	2	4087	8434.93	2778.8775	501	1
2_MACS_peak_198_lociStitched	chr1	21616842	21622176	2	4085	5228.9202	1437.513	502	1
2_MACS_peak_17839_lociStitched	chr5	131435549	131440722	2	4083	4578.105	1566.3844	503	1
1_MACS_peak_1756_lociStitched	chr1	198124980	198129056	1	4077	3435.2528	1588.4172	504	1
2_MACS_peak_203_lociStitched	chr1	22106095	22110621	2	4077	3172.726	1009.7506	505	1
3_MACS_peak_6135_lociStitched	chr13	100148067	100154392	3	4076	3729.8525	1308.01	506	1
3_MACS_peak_7119_lociStitched	chr15	70389572	70394451	3	4069	3353.3367	1161.6899	507	1
3_MACS_peak_10005_lociStitched	chr19	13044041	13053707	3	4069	4745.0394	1702.1826	508	1
3_MACS_peak_14297_lociStitched	chr3	46330747	46340099	3	4067	4930.3744	1969.5312	509	1
2_MACS_peak_9988_lociStitched	chr19	12721121	12725802	2	4066	5123.3545	1067.7361	510	1
3_MACS_peak_22901_lociStitched	chr9	116109861	116115256	3	4065	3409.64	1131.871	511	1
3_MACS_peak_22039_lociStitched	chr8	129279231	129287026	3	4065	4754.95	1665.7915	512	1
3_MACS_peak_3107_lociStitched	chr10	97050325	97055691	3	4061	3831.8606	1314.1334	513	1
2_MACS_peak_9110_lociStitched	chr17	75205024	75209501	2	4059	4719.6534	1505.6151	514	1
2_MACS_peak_16579_lociStitched	chr4	146402191	146409910	2	4056	3490.5318	1570.0446	515	1
2_MACS_peak_10840_lociStitched	chr2	38890415	38895306	2	4052	4324.6222	1235.9557	516	1
4_MACS_peak_13350_lociStitched	chr21	38737748	38743543	4	4051	3889.604	1172.3285	517	1
2_MACS_peak_3588_lociStitched	chr11	16980120	16986031	2	4045	3606.3011	1701.7769	518	1
3_MACS_peak_3415_lociStitched	chr10	135201589	135208401	3	4045	3222.7572	1262.9448	519	1
2_MACS_peak_22522_lociStitched	chr9	70849366	70857998	2	4041	4387.6456	1738.4848	520	1
2_MACS_peak_13794_lociStitched	chr22	39911043	39917634	2	4033	4093.011	1416.4059	521	1
2_MACS_peak_7027_lociStitched	chr15	63765098	63772806	2	4030	4540.012	1762.8196	522	1
4_MACS_peak_7988_lociStitched	chr16	66906666	66915122	4	4028	4012.372	1438.3656	523	1
4_MACS_peak_23464_lociStitched	chrX	75362823	75372067	4	4026	3739.198	930.8708	524	1
2_MACS_peak_12322_lociStitched	chr2	219081391	219085805	2	4025	2586.604	828.9492	525	1
3_MACS_peak_19236_lociStitched	chr6	88627900	88636431	3	4025	4929.2118	1890.4696	526	1
2_MACS_peak_11270_lociStitched	chr2	86220578	86227563	2	4022	4682.0455	1971.167	527	1
2_MACS_peak_7094_lociStitched	chr15	68569274	68573885	2	4019	3413.5233	1200.7044	528	1
2_MACS_peak_8023_lociStitched	chr16	68285145	68292661	2	4018	4120.2712	1766.26	529	1
