#32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_ROSE/32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam
#Using cutoff of 2419.1208 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X32_0EX8_0229Kronos_MM1S.No.Treatment.2_IRF4_hs_i48.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
2_MACS_peak_18700_lociStitched	chr6	27857939	27863753	2	5681	5047.7148	1746.5256	265	1
1_MACS_peak_20946_lociStitched	chr7	129588361	129593403	1	5043	5899.14	2025.8756	266	1
2_MACS_peak_4499_lociStitched	chr11	122930718	122941134	2	6162	5073.6336	2348.808	267	1
2_MACS_peak_14410_lociStitched	chr3	52738180	52745308	2	5652	4916.8944	1633.0248	268	1
3_MACS_peak_20676_lociStitched	chr7	102064340	102075199	3	5587	6200.489	2852.6593	269	1
2_MACS_peak_5457_lociStitched	chr12	92755706	92765242	2	4828	6025.7984	2061.6832	270	1
2_MACS_peak_22546_lociStitched	chr9	73028479	73036262	2	4859	5446.5434	1509.1237	271	1
3_MACS_peak_4560_lociStitched	chr11	128588055	128596443	3	5159	6062.8464	2369.61	272	1
3_MACS_peak_6645_lociStitched	chr15	23660769	23668853	3	4841	5655.5664	1724.3172	273	1
4_MACS_peak_2972_lociStitched	chr10	81003478	81015741	4	5967	5344.2154	2545.7988	274	1
3_MACS_peak_1307_lociStitched	chr1	157142726	157152914	3	5965	5851.9872	3057.4188	275	1
2_MACS_peak_15443_lociStitched	chr3	187455701	187464094	2	5432	5571.2734	2186.3765	276	1
3_MACS_peak_18767_lociStitched	chr6	31159985	31172603	3	4906	6117.2064	2283.858	277	1
3_MACS_peak_18338_lociStitched	chr5	180610843	180619359	3	5437	4981.86	1610.3756	278	1
4_MACS_peak_4790_lociStitched	chr12	13242817	13255457	4	4822	6203.712	2314.384	279	1
5_MACS_peak_5776_lociStitched	chr12	125398430	125406580	5	5242	4779.975	1240.43	280	1
2_MACS_peak_19357_lociStitched	chr6	106610634	106616284	2	5220	5407.05	1879.755	281	1
2_MACS_peak_10659_lociStitched	chr2	20406514	20414487	2	5027	5889.6551	2202.9399	282	1
3_MACS_peak_22109_lociStitched	chr8	137189782	137200980	3	4649	6301.1146	2332.5434	283	1
1_MACS_peak_15435_lociStitched	chr3	186779864	186785181	1	5318	5570.0892	2162.9556	284	1
2_MACS_peak_18755_lociStitched	chr6	30684441	30691040	2	5503	4780.3156	1555.3843	285	1
2_MACS_peak_1232_lociStitched	chr1	154756894	154765070	2	4297	7010.92	2827.2608	286	1
2_MACS_peak_4416_lociStitched	chr11	115367917	115376174	2	5647	4635.4798	1584.5183	287	1
2_MACS_peak_2108_lociStitched	chr1	226308865	226316586	2	4360	6610.7202	2486.9341	288	1
3_MACS_peak_2331_lociStitched	chr1	249112775	249121803	3	5077	6784.542	3204.94	289	1
4_MACS_peak_10724_lociStitched	chr2	27379680	27393334	4	4993	5983.1828	2360.7766	290	1
1_MACS_peak_20705_lociStitched	chr7	104651508	104656450	1	4943	5166.3668	1506.8158	291	1
3_MACS_peak_17491_lociStitched	chr5	86408719	86418902	3	5268	5454.0148	2087.515	292	1
4_MACS_peak_22904_lociStitched	chr9	116163059	116179122	4	5290	6142.4912	2823.8754	293	1
3_MACS_peak_11991_lociStitched	chr2	182169820	182179204	3	4798	6461.8224	2721.36	294	1
2_MACS_peak_1012_lociStitched	chr1	120833111	120840521	2	5657	4815.759	1898.442	295	1
2_MACS_peak_15139_lociStitched	chr3	156872002	156879227	2	4113	6614.4875	2437.715	296	1
2_MACS_peak_17415_lociStitched	chr5	76032592	76038027	2	4147	5597.5065	1458.2105	297	1
3_MACS_peak_8673_lociStitched	chr17	40827830	40834658	3	5888	4412.9364	1859.9472	298	1
3_MACS_peak_14624_lociStitched	chr3	98479756	98490729	3	5230	5780.5764	2483.1899	300	1
3_MACS_peak_18674_lociStitched	chr6	27094470	27107512	3	5463	5537.6332	2509.2808	301	1
1_MACS_peak_8596_lociStitched	chr17	36856734	36861459	1	4726	4987.2375	1292.76	302	1
3_MACS_peak_3495_lociStitched	chr11	8702962	8711196	3	5193	5118.2544	1840.299	303	1
3_MACS_peak_23110_lociStitched	chr9	134137417	134151263	3	5417	5653.3218	2608.5864	304	1
1_MACS_peak_13382_lociStitched	chr21	41384650	41389331	1	4682	5390.6396	1685.16	305	1
3_MACS_peak_11932_lociStitched	chr2	175457824	175463254	3	5106	4831.071	1479.132	306	1
2_MACS_peak_13307_lociStitched	chr21	36258062	36262913	2	4734	5018.8446	1359.2502	307	1
2_MACS_peak_13132_lociStitched	chr21	9963843	9969315	2	4165	6601.968	2569.104	308	1
3_MACS_peak_16928_lociStitched	chr5	1335771	1344632	3	4903	5264.3201	1774.8583	309	1
2_MACS_peak_2880_lociStitched	chr10	72335212	72340117	2	4285	5201.262	1256.661	310	1
3_MACS_peak_3638_lociStitched	chr11	22687779	22697014	3	4832	5485.59	1942.1205	311	1
3_MACS_peak_19389_lociStitched	chr6	108894473	108907567	3	5022	5919.7974	2546.783	312	1
3_MACS_peak_14866_lociStitched	chr3	125548935	125560009	3	4878	6039.7596	2562.5236	313	1
2_MACS_peak_9988_lociStitched	chr19	12721121	12725802	2	4066	5123.3545	1067.7361	314	1
1_MACS_peak_3924_lociStitched	chr11	62606444	62610387	1	3944	5508.371	1381.2329	315	1
2_MACS_peak_5202_lociStitched	chr12	57076677	57083693	2	5087	4996.0936	1719.6216	316	1
2_MACS_peak_1293_lociStitched	chr1	156469814	156476039	2	4364	5991.5625	2149.4925	317	1
2_MACS_peak_9749_lociStitched	chr19	1020217	1028811	2	5115	5639.3828	2408.0388	318	1
2_MACS_peak_15308_lociStitched	chr3	178231055	178238114	2	5116	5636.6115	2427.5901	319	1
3_MACS_peak_13594_lociStitched	chr22	26984311	26991705	3	5213	4929.5798	1824.8392	320	1
3_MACS_peak_4544_lociStitched	chr11	126173322	126182570	3	4520	5743.008	2044.7328	321	1
3_MACS_peak_7074_lociStitched	chr15	67373224	67384394	3	3338	6398.176	2011.717	322	1
2_MACS_peak_6025_lociStitched	chr13	77899178	77904907	2	4784	4836.4218	1360.0646	323	1
2_MACS_peak_21285_lociStitched	chr8	12443888	12450782	2	3566	6598.9368	2343.2706	325	1
2_MACS_peak_7317_lociStitched	chr15	89177533	89184158	2	4643	5474.9	1898.725	326	1
2_MACS_peak_9884_lociStitched	chr19	6765751	6773894	2	4984	5507.1109	2231.182	327	1
3_MACS_peak_21409_lociStitched	chr8	27935133	27942043	3	5415	4570.274	1736.483	328	1
3_MACS_peak_13597_lociStitched	chr22	27005841	27014412	3	3688	5919.1326	1746.7698	329	1
2_MACS_peak_1049_lociStitched	chr1	144962704	144967597	2	3968	5967.9921	1954.7535	330	1
3_MACS_peak_16819_lociStitched	chr4	185185014	185190550	3	4919	4953.6128	1661.9072	331	1
4_MACS_peak_3511_lociStitched	chr11	9587286	9599875	4	4617	5434.6713	1911.0102	332	1
2_MACS_peak_6710_lociStitched	chr15	31637129	31646305	2	4878	5033.9536	1755.3688	334	1
3_MACS_peak_13617_lociStitched	chr22	29214540	29225894	3	4534	5894.9968	2343.4656	335	1
1_MACS_peak_8396_lociStitched	chr17	18964510	18968263	1	3754	5152.1184	1097.7525	336	1
4_MACS_peak_5198_lociStitched	chr12	57022366	57031278	4	4793	5266.1008	1939.2512	337	1
2_MACS_peak_14948_lociStitched	chr3	133290952	133296709	2	5499	4021.2645	1433.493	338	1
2_MACS_peak_1920_lociStitched	chr1	207995231	208000223	2	4612	5412.3264	1936.3968	339	1
2_MACS_peak_17270_lociStitched	chr5	56467525	56472679	2	4981	4140.2082	985.4448	340	1
2_MACS_peak_13251_lociStitched	chr21	32926077	32932689	2	5254	4798.3284	1924.7532	341	1
1_MACS_peak_9751_lociStitched	chr19	1036911	1041349	1	4439	5426.7864	1824.018	342	1
2_MACS_peak_4434_lociStitched	chr11	117878362	117883357	2	3642	5201.2935	1112.3865	343	1
2_MACS_peak_3024_lociStitched	chr10	89620753	89625816	2	4851	4427.5935	1185.2483	344	1
1_MACS_peak_13422_lociStitched	chr21	44581710	44586610	1	4901	5199.88	2017.82	345	1
2_MACS_peak_1931_lociStitched	chr1	209276055	209282253	2	3943	6111.228	2224.4622	346	1
2_MACS_peak_198_lociStitched	chr1	21616842	21622176	2	4085	5228.9202	1437.513	347	1
1_MACS_peak_1058_lociStitched	chr1	145208065	145212535	1	4471	5768.982	2274.336	348	1
1_MACS_peak_21146_lociStitched	chr7	150101151	150104753	1	3603	5326.2774	1277.6294	349	1
3_MACS_peak_10216_lociStitched	chr19	39340023	39348735	3	4805	4740.1992	1545.5088	350	1
1_MACS_peak_15558_lociStitched	chr3	197460771	197464922	1	4152	5295.4307	1593.984	351	1
3_MACS_peak_13117_lociStitched	chr20	62359214	62368898	3	4003	5621.562	1841.8968	352	1
3_MACS_peak_10941_lociStitched	chr2	47209108	47214823	3	5280	4468.5585	1801.368	353	1
2_MACS_peak_10398_lociStitched	chr19	49375179	49380287	2	4882	4294.8064	1205.488	354	1
2_MACS_peak_13834_lociStitched	chr22	42142285	42149267	2	3717	5606.546	1667.3016	355	1
2_MACS_peak_16840_lociStitched	chr4	185454905	185460549	2	4824	4626.3868	1495.0956	356	1
3_MACS_peak_313_lociStitched	chr1	28571005	28576675	3	5348	4206.573	1648.269	358	1
3_MACS_peak_9606_lociStitched	chr18	56751351	56756922	3	5191	4397.1903	1658.4867	359	1
4_MACS_peak_6987_lociStitched	chr15	59267365	59280537	4	4824	5475.6004	2367.0084	360	1
3_MACS_peak_20679_lociStitched	chr7	102080343	102086610	3	4706	4534.8012	1326.7239	361	1
1_MACS_peak_20931_lociStitched	chr7	128577159	128581680	1	4522	4815.3171	1459.3788	362	1
2_MACS_peak_12211_lociStitched	chr2	204569663	204574227	2	4550	4789.0052	1465.044	364	1
1_MACS_peak_1634_lociStitched	chr1	183810578	183815104	1	4527	4983.5786	1642.0328	365	1
3_MACS_peak_19680_lociStitched	chr6	138187390	138193382	3	5313	4039.2072	1486.6152	366	1
1_MACS_peak_2098_lociStitched	chr1	226128971	226133425	1	4455	5494.009	2097.3886	367	1
3_MACS_peak_21776_lociStitched	chr8	81050547	81060109	3	4365	5671.2222	2213.603	369	1
5_MACS_peak_14305_lociStitched	chr3	46421772	46438295	5	4854	6374.5734	3334.3414	370	1
2_MACS_peak_9785_lociStitched	chr19	1897268	1906196	2	4554	5572.8576	2267.712	371	1
3_MACS_peak_15713_lociStitched	chr4	15779301	15787417	3	3981	5266.4724	1545.2864	372	1
3_MACS_peak_18884_lociStitched	chr6	37136540	37144240	3	4543	4670.05	1359.05	373	1
3_MACS_peak_11166_lociStitched	chr2	70310355	70315768	3	4675	4692.5297	1496.1532	374	1
2_MACS_peak_7574_lociStitched	chr16	10970182	10976170	2	4727	4608.9636	1459.8744	375	1
3_MACS_peak_18079_lociStitched	chr5	151128686	151138694	3	4787	4924.9368	1867.4928	376	1
1_MACS_peak_10274_lociStitched	chr19	42055132	42060046	1	4915	4303.6812	1375.4286	377	1
3_MACS_peak_7597_lociStitched	chr16	11797070	11805700	3	4901	4861.279	1921.901	378	1
2_MACS_peak_22782_lociStitched	chr9	102581295	102587353	2	5039	4069.1586	1280.6612	379	1
4_MACS_peak_4157_lociStitched	chr11	78127568	78139797	4	4801	5411.3325	2382.2092	380	1
3_MACS_peak_18298_lociStitched	chr5	176726957	176732145	3	4871	4227.1824	1278.842	382	1
3_MACS_peak_13071_lociStitched	chr20	56047958	56056867	3	4940	4889.2592	2010.7613	383	1
3_MACS_peak_2320_lociStitched	chr1	247373415	247380393	3	4631	5209.7748	2055.021	385	1
1_MACS_peak_18638_lociStitched	chr6	26156163	26160784	1	4622	4464.3481	1304.9704	386	1
2_MACS_peak_561_lociStitched	chr1	52336545	52345708	2	4267	5021.324	1575.1197	387	1
3_MACS_peak_1330_lociStitched	chr1	158979145	158986228	3	4221	5404.329	1925.8677	388	1
2_MACS_peak_20174_lociStitched	chr7	35764276	35770904	2	3842	5266.6088	1535.7076	389	1
1_MACS_peak_8401_lociStitched	chr17	19090489	19094430	1	3942	4875.017	1211.4634	390	1
3_MACS_peak_10848_lociStitched	chr2	39347849	39356737	3	3912	5580.7752	1900.2544	391	1
1_MACS_peak_3265_lociStitched	chr10	112217393	112221916	1	4524	4700.7539	1472.2365	392	1
4_MACS_peak_18257_lociStitched	chr5	173311178	173320414	4	4692	4956.9612	1877.6788	393	1
2_MACS_peak_7098_lociStitched	chr15	69109391	69114733	2	5244	3374.5414	892.6482	394	1
3_MACS_peak_13555_lociStitched	chr22	23479988	23488076	3	5025	4495.3104	1759.9488	395	1
4_MACS_peak_3090_lociStitched	chr10	94831456	94840657	4	4766	4676.8683	1682.8629	397	1
3_MACS_peak_3628_lociStitched	chr11	21432246	21437794	3	4317	4623.7032	1253.848	398	1
3_MACS_peak_10573_lociStitched	chr2	10259801	10265101	3	4888	3999.38	1166	399	1
1_MACS_peak_234_lociStitched	chr1	24513779	24518614	1	4836	4421.6075	1536.563	400	1
3_MACS_peak_4660_lociStitched	chr12	4251696	4261616	3	3534	5684.16	1828.256	401	1
1_MACS_peak_14679_lociStitched	chr3	105084985	105089144	1	4160	4369.0295	911.6528	402	1
1_MACS_peak_17165_lociStitched	chr5	42991482	42995682	1	4201	4612.02	1193.22	403	1
1_MACS_peak_22087_lociStitched	chr8	134509941	134514621	1	4681	4368.78	1361.412	405	1
3_MACS_peak_19878_lociStitched	chr7	2438889	2447238	3	4311	5196.4176	1876.0203	406	1
3_MACS_peak_3835_lociStitched	chr11	58340780	58347651	3	4190	5367.6252	1964.4189	408	1
3_MACS_peak_13760_lociStitched	chr22	39096436	39103438	3	4900	4526.793	1764.504	409	1
1_MACS_peak_7690_lociStitched	chr16	21528347	21532609	1	4263	4861.2372	1527.927	410	1
2_MACS_peak_20809_lociStitched	chr7	116164613	116170761	2	4603	4674.3244	1631.0644	411	1
3_MACS_peak_16533_lociStitched	chr4	141071088	141078267	3	4691	4355.4993	1400.6229	412	1
3_MACS_peak_13407_lociStitched	chr21	43880519	43890066	3	4158	6194.0936	2796.3163	413	1
3_MACS_peak_19453_lociStitched	chr6	114175491	114180555	3	4865	3793.9488	1033.056	414	1
2_MACS_peak_22255_lociStitched	chr9	5626312	5630509	2	4112	4581.8649	1165.0872	415	1
1_MACS_peak_990_lociStitched	chr1	118172079	118177000	1	4922	3620.3797	923.1796	416	1
4_MACS_peak_16475_lociStitched	chr4	129724378	129733922	4	4753	4570.6216	1707.4216	417	1
1_MACS_peak_1217_lociStitched	chr1	154296743	154301386	1	4644	4557.5688	1592.549	418	1
1_MACS_peak_7713_lociStitched	chr16	23345286	23349536	1	4251	4841.175	1549.125	420	1
3_MACS_peak_7164_lociStitched	chr15	74832366	74839370	3	4349	4994.5524	1780.4168	421	1
3_MACS_peak_13581_lociStitched	chr22	24823123	24831259	3	4305	4906.8216	1662.9984	422	1
2_MACS_peak_15136_lociStitched	chr3	156805429	156811717	2	4226	6076.7232	2773.008	423	1
2_MACS_peak_1965_lociStitched	chr1	211750616	211756654	2	4779	4547.8216	1735.925	424	1
4_MACS_peak_3369_lociStitched	chr10	125831282	125844805	4	4768	5363.2218	2551.7901	425	1
1_MACS_peak_15374_lociStitched	chr3	183269591	183274298	1	4708	4783.7241	1918.5732	426	1
2_MACS_peak_21463_lociStitched	chr8	33420698	33425478	2	4399	4105.064	964.126	427	1
3_MACS_peak_21020_lociStitched	chr7	137666056	137673441	3	4872	4860.807	2174.8825	429	1
3_MACS_peak_322_lociStitched	chr1	28903292	28914166	3	4296	5533.7786	2332.473	430	1
2_MACS_peak_2370_lociStitched	chr10	3823887	3828620	2	4668	3842.2494	971.2116	431	1
1_MACS_peak_14565_lociStitched	chr3	79065762	79069504	1	3743	4394.2306	815.0076	432	1
3_MACS_peak_4450_lociStitched	chr11	118738781	118743876	3	4260	4503.98	1293.6205	433	1
2_MACS_peak_1431_lociStitched	chr1	164685549	164691263	2	3767	5329.4478	1775.3398	434	1
3_MACS_peak_11120_lociStitched	chr2	65657531	65664655	3	4094	4536.5632	1218.204	435	1
3_MACS_peak_3856_lociStitched	chr11	59324325	59334317	3	4588	4540.3648	1642.6848	436	1
3_MACS_peak_5140_lociStitched	chr12	53846129	53855857	3	4691	4830.9248	2034.1248	437	1
2_MACS_peak_5308_lociStitched	chr12	69200868	69205104	2	4172	4441.446	1187.7744	438	1
3_MACS_peak_11036_lociStitched	chr2	60776357	60783328	3	4344	4316.4432	1201.1033	439	1
3_MACS_peak_16516_lociStitched	chr4	140128197	140136252	3	4350	4742.784	1635.165	440	1
3_MACS_peak_14900_lociStitched	chr3	128995111	129002444	3	3749	5164.6319	1631.5925	441	1
3_MACS_peak_2372_lociStitched	chr10	3846810	3854309	3	4152	4935.8418	1701.5231	442	1
2_MACS_peak_1286_lociStitched	chr1	156195048	156199110	2	3283	5216.8266	1443.2286	443	1
1_MACS_peak_8718_lociStitched	chr17	43302662	43307050	1	4389	4170.794	1148.7784	444	1
2_MACS_peak_10352_lociStitched	chr19	47287368	47292320	2	4797	3934.8592	1312.28	445	1
1_MACS_peak_7049_lociStitched	chr15	65183977	65188645	1	4669	4329.1032	1572.1824	446	1
2_MACS_peak_2214_lociStitched	chr1	234652435	234659951	2	3589	5876.7604	2276.5964	447	1
2_MACS_peak_2262_lociStitched	chr1	240075040	240078916	2	3438	4876.008	1189.1568	448	1
3_MACS_peak_3970_lociStitched	chr11	64851092	64864154	3	4096	5615.3538	2370.753	449	1
2_MACS_peak_10065_lociStitched	chr19	16476920	16483627	2	3725	4831.7228	1333.3516	451	1
3_MACS_peak_17852_lociStitched	chr5	131826086	131835536	3	4904	4539.78	2076.165	452	1
3_MACS_peak_5462_lociStitched	chr12	92855379	92865962	3	3787	5569.8329	2124.0081	454	1
1_MACS_peak_18869_lociStitched	chr6	36559554	36564064	1	4511	4031.038	1157.266	455	1
2_MACS_peak_1055_lociStitched	chr1	145153894	145160467	2	3363	6668.3085	2971.6533	456	1
3_MACS_peak_18660_lociStitched	chr6	26532751	26538854	3	4255	4255.0116	1163.8421	457	1
2_MACS_peak_18342_lociStitched	chr5	180644664	180651175	2	4193	4733.497	1591.9395	458	1
1_MACS_peak_15354_lociStitched	chr3	182430831	182435618	1	4788	4391.5938	1824.3257	459	1
3_MACS_peak_1242_lociStitched	chr1	154971145	154975000	3	3796	4772.49	1360.044	461	1
1_MACS_peak_11272_lociStitched	chr2	86262609	86266355	1	3747	4600.4626	1159.7616	463	1
3_MACS_peak_16834_lociStitched	chr4	185369481	185379820	3	4529	5278.0595	2459.6481	464	1
3_MACS_peak_20568_lociStitched	chr7	92438481	92445300	3	3798	5076.7455	1672.7007	465	1
2_MACS_peak_12630_lociStitched	chr20	10650936	10655796	2	4827	3478.302	977.832	466	1
2_MACS_peak_9110_lociStitched	chr17	75205024	75209501	2	4059	4719.6534	1505.6151	467	1
2_MACS_peak_17593_lociStitched	chr5	98104591	98110801	2	4724	3636.576	1029.618	468	1
2_MACS_peak_13436_lociStitched	chr21	45201639	45210395	2	4220	5619.6008	2539.24	469	1
2_MACS_peak_8621_lociStitched	chr17	38019588	38024674	2	4651	4016.4142	1339.6524	470	1
1_MACS_peak_8715_lociStitched	chr17	43224156	43228034	1	3879	4387.1814	1058.3062	471	1
1_MACS_peak_19267_lociStitched	chr6	90993670	90997162	1	3493	4660.4232	1084.9644	472	1
3_MACS_peak_21051_lociStitched	chr7	139909433	139914837	3	3969	5124.0728	1861.678	473	1
2_MACS_peak_1066_lociStitched	chr1	145501611	145508600	2	3682	5605.178	2166.59	474	1
3_MACS_peak_3981_lociStitched	chr11	65236124	65245807	3	4114	4952.8545	1841.7066	475	1
3_MACS_peak_4973_lociStitched	chr12	33049194	33060328	3	3564	5466.794	1972.9448	476	1
1_MACS_peak_20571_lociStitched	chr7	92461169	92465817	1	4649	3646.8208	1033.2504	477	1
1_MACS_peak_11468_lociStitched	chr2	111876889	111881251	1	4363	3737.7978	867.1656	479	1
4_MACS_peak_22507_lociStitched	chr9	69259419	69270008	4	4762	4532.092	2099.7987	481	1
2_MACS_peak_13441_lociStitched	chr21	45557579	45566085	2	4260	5114.6578	2180.0878	482	1
2_MACS_peak_16560_lociStitched	chr4	144277288	144280998	2	3621	4416.384	1010.975	483	1
3_MACS_peak_22039_lociStitched	chr8	129279231	129287026	3	4065	4754.95	1665.7915	484	1
1_MACS_peak_15203_lociStitched	chr3	167966099	167969892	1	3794	4481.8088	1194.795	485	1
2_MACS_peak_5041_lociStitched	chr12	46776406	46782806	2	4512	3987.2	1301.76	486	1
2_MACS_peak_1752_lociStitched	chr1	197743411	197748319	2	4337	4626.7716	1776.2052	487	1
2_MACS_peak_10840_lociStitched	chr2	38890415	38895306	2	4052	4324.6222	1235.9557	488	1
2_MACS_peak_2165_lociStitched	chr1	230240114	230246575	2	3837	5305.7732	2065.5817	489	1
3_MACS_peak_8244_lociStitched	chr17	3814016	3820218	3	4447	4409.622	1690.6652	491	1
2_MACS_peak_14754_lociStitched	chr3	113463625	113468528	2	4536	3773.8391	1146.8117	492	1
3_MACS_peak_12307_lociStitched	chr2	217081412	217088265	3	4392	4642.2222	1878.4073	493	1
3_MACS_peak_10000_lociStitched	chr19	12991467	13002571	3	4171	4983.4752	2024.2592	494	1
3_MACS_peak_10005_lociStitched	chr19	13044041	13053707	3	4069	4745.0394	1702.1826	495	1
3_MACS_peak_15608_lociStitched	chr4	3042714	3050169	3	3543	4853.205	1440.306	496	1
4_MACS_peak_12976_lociStitched	chr20	47883659	47895770	4	4187	5239.2186	2304.7233	497	1
2_MACS_peak_13311_lociStitched	chr21	36420395	36424191	2	3643	4631.4996	1292.538	498	1
1_MACS_peak_15371_lociStitched	chr3	183242894	183246450	1	3557	4976.2664	1586.6872	499	1
2_MACS_peak_17839_lociStitched	chr5	131435549	131440722	2	4083	4578.105	1566.3844	500	1
1_MACS_peak_18649_lociStitched	chr6	26270309	26274777	1	4469	4038.1784	1376.5908	501	1
3_MACS_peak_8491_lociStitched	chr17	29640200	29649237	3	4297	4843.832	2021.5769	502	1
2_MACS_peak_21506_lociStitched	chr8	38239103	38244492	2	4528	3860.1407	1269.6484	503	1
2_MACS_peak_18644_lociStitched	chr6	26215440	26224984	2	4579	4373.0608	1841.992	504	1
2_MACS_peak_7375_lociStitched	chr15	93346646	93354560	2	4139	4234.7814	1284.4422	505	1
3_MACS_peak_19236_lociStitched	chr6	88627900	88636431	3	4025	4929.2118	1890.4696	506	1
2_MACS_peak_17940_lociStitched	chr5	139047171	139051702	2	4431	3864.4899	1192.1061	508	1
1_MACS_peak_4729_lociStitched	chr12	9799707	9804061	1	4355	3708.7372	974.8606	509	1
2_MACS_peak_1134_lociStitched	chr1	150131702	150138931	2	3804	5752.8382	2574.2469	511	1
3_MACS_peak_1862_lociStitched	chr1	205197438	205207887	3	4482	5458.5576	2865.1158	512	1
2_MACS_peak_16164_lociStitched	chr4	87855300	87861935	2	4102	4587.439	1654.769	515	1
3_MACS_peak_14297_lociStitched	chr3	46330747	46340099	3	4067	4930.3744	1969.5312	516	1
2_MACS_peak_11311_lociStitched	chr2	88923160	88928322	2	4523	3828.6554	1304.4374	517	1
2_MACS_peak_5060_lociStitched	chr12	48201392	48208269	2	3999	4802.8968	1796.2724	518	1
2_MACS_peak_16828_lociStitched	chr4	185302746	185306696	2	3856	4699.71	1585.53	519	1
1_MACS_peak_17410_lociStitched	chr5	75697181	75701345	1	4165	3942.0588	1109.706	521	1
2_MACS_peak_15120_lociStitched	chr3	155570614	155578150	2	3901	4982.8032	1935.2448	522	1
2_MACS_peak_5495_lociStitched	chr12	94598149	94602901	2	3981	4365.6624	1381.8816	523	1
3_MACS_peak_22517_lociStitched	chr9	70489040	70497664	3	3872	4779.4208	1712.7264	524	1
2_MACS_peak_9893_lociStitched	chr19	7191878	7199015	2	3590	4651.1829	1387.4328	526	1
1_MACS_peak_20009_lociStitched	chr7	20368525	20372692	1	4168	3742.3827	931.7412	527	1
2_MACS_peak_9017_lociStitched	chr17	70593134	70601377	2	4103	4752.0895	1885.1741	528	1
1_MACS_peak_20793_lociStitched	chr7	113723538	113727667	1	4130	4305.7212	1462.4918	529	1
1_MACS_peak_1716_lociStitched	chr1	192777165	192781459	1	4295	4566.669	1874.7604	530	1
1_MACS_peak_1041_lociStitched	chr1	144518890	144522511	1	3622	4071.4524	842.2446	532	1
2_MACS_peak_13068_lociStitched	chr20	55967091	55974117	2	3713	4890.096	1726.2882	533	1
2_MACS_peak_16463_lociStitched	chr4	128696697	128704897	2	3731	4781.42	1641.64	534	1
3_MACS_peak_7512_lociStitched	chr16	3199978	3209509	3	3783	4572.9738	1477.305	535	1
2_MACS_peak_9642_lociStitched	chr18	60804894	60809777	2	3994	4366.3786	1441.4616	536	1
1_MACS_peak_20997_lociStitched	chr7	134853260	134857134	1	3875	4403.1884	1394.2526	537	1
3_MACS_peak_20269_lociStitched	chr7	45034343	45041558	3	4242	4199.13	1513.707	538	1
2_MACS_peak_20088_lociStitched	chr7	26236847	26242204	2	4150	3840.4333	1083.7211	539	1
2_MACS_peak_857_lociStitched	chr1	92948489	92953002	2	4471	3379.7857	943.6683	541	1
2_MACS_peak_16866_lociStitched	chr4	186315648	186320759	2	4460	3789.2954	1355.4372	543	1
2_MACS_peak_6215_lociStitched	chr13	114789732	114793858	2	3932	3720.8268	796.7306	544	1
1_MACS_peak_1139_lociStitched	chr1	150335292	150339602	1	4311	4165.184	1589.528	546	1
3_MACS_peak_18871_lociStitched	chr6	36646133	36651317	3	4237	3811.2768	1170.5472	548	1
1_MACS_peak_22681_lociStitched	chr9	93953292	93957056	1	3765	4242.4044	1205.6092	549	1
1_MACS_peak_13075_lociStitched	chr20	56192905	56196630	1	3726	4049.4475	991.595	550	1
2_MACS_peak_6706_lociStitched	chr15	31555249	31559617	2	3545	4628.7696	1446.2448	551	1
2_MACS_peak_17237_lociStitched	chr5	55287372	55291646	2	4272	3432.4494	847.5342	552	1
4_MACS_peak_23464_lociStitched	chrX	75362823	75372067	4	4026	3739.198	930.8708	553	1
2_MACS_peak_15238_lociStitched	chr3	170584522	170588837	2	3567	4511.3325	1354.047	554	1
3_MACS_peak_19354_lociStitched	chr6	106588489	106595246	3	4371	4432.592	1958.8543	555	1
2_MACS_peak_16051_lociStitched	chr4	77222227	77229285	2	3881	4249.6218	1329.0214	556	1
3_MACS_peak_13958_lociStitched	chr3	5018572	5029182	3	4326	4318.27	1806.883	558	1
2_MACS_peak_17504_lociStitched	chr5	87955128	87963382	2	3698	4601.605	1552.5774	559	1
2_MACS_peak_2499_lociStitched	chr10	14995172	15003010	2	3856	4572.6892	1645.98	560	1
2_MACS_peak_7027_lociStitched	chr15	63765098	63772806	2	4030	4540.012	1762.8196	562	1
2_MACS_peak_13434_lociStitched	chr21	45135902	45140160	2	4192	3916.5084	1299.9674	564	1
2_MACS_peak_14945_lociStitched	chr3	133192995	133199847	2	3582	5049.2388	1937.7456	565	1
2_MACS_peak_11160_lociStitched	chr2	69869665	69876597	2	4121	4026.7988	1346.8876	566	1
2_MACS_peak_17089_lociStitched	chr5	32582341	32586695	2	3760	4003.503	1025.367	568	1
