#RPMI8226 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226.H3K27ac_ROSE/RPMI8226_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226.jin.bam
#Using cutoff of 10610.632 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isStretch
3_MACS_peak_2942_lociStitched	chr10	104402060	104405877	3	3768	8251.2089	304	1
2_MACS_peak_1450_lociStitched	chr1	154297600	154301534	2	3763	9861.3578	305	1
3_MACS_peak_1951_lociStitched	chr1	206730081	206734127	3	3760	8306.438	306	1
3_MACS_peak_20793_lociStitched	chr7	156806630	156810803	3	3751	7652.4474	307	1
2_MACS_peak_21655_lociStitched	chr8	145014970	145018710	2	3740	9836.948	308	1
2_MACS_peak_6529_lociStitched	chr15	21082145	21085926	2	3735	9132.6274	309	1
7_MACS_peak_12365_lociStitched	chr2	89131539	89136498	7	3735	5825.8332	310	1
2_MACS_peak_13575_lociStitched	chr20	17852599	17856440	2	3732	6560.0439	311	1
1_MACS_peak_1333_lociStitched	chr1	149811708	149815434	1	3727	13971.3822	312	1
2_MACS_peak_2091_lociStitched	chr1	226127692	226131456	2	3717	8168.6328	313	1
2_MACS_peak_4974_lociStitched	chr12	57913243	57917167	2	3717	11227.3488	314	1
2_MACS_peak_13630_lociStitched	chr20	25289233	25292953	2	3709	12697.104	315	1
2_MACS_peak_11534_lociStitched	chr19	56151614	56155458	2	3701	9143.3384	316	1
3_MACS_peak_12016_lociStitched	chr2	47535476	47539369	3	3698	8208.0012	317	1
1_MACS_peak_18229_lociStitched	chr5	179245170	179248865	1	3696	12262.5965	318	1
3_MACS_peak_18881_lociStitched	chr6	43737482	43741731	3	3696	15719.1755	319	1
2_MACS_peak_16119_lociStitched	chr3	156805054	156808751	2	3694	12611.5761	320	1
2_MACS_peak_1338_lociStitched	chr1	149856696	149860601	2	3692	15141.6375	321	1
3_MACS_peak_6808_lociStitched	chr15	52310878	52314790	3	3690	11212.9656	322	1
5_MACS_peak_17383_lociStitched	chr5	55991921	55995904	5	3685	6598.6361	323	1
2_MACS_peak_8072_lociStitched	chr16	66554965	66558879	2	3681	6984.1416	324	1
6_MACS_peak_19363_lociStitched	chr6	158251123	158255619	6	3679	7107.2768	325	1
5_MACS_peak_12345_lociStitched	chr2	87816769	87821064	5	3676	5504.472	326	1
1_MACS_peak_7006_lociStitched	chr15	69958564	69962236	1	3673	8567.8776	327	1
3_MACS_peak_18504_lociStitched	chr6	26155709	26159704	3	3673	12621.803	328	1
1_MACS_peak_15182_lociStitched	chr3	13459633	13463301	1	3669	12642.8624	329	1
2_MACS_peak_13955_lociStitched	chr20	55964367	55968212	2	3669	7292.8115	330	1
5_MACS_peak_13393_lociStitched	chr2	241504745	241508810	5	3661	7128.7905	331	1
3_MACS_peak_9617_lociStitched	chr17	76776054	76779962	3	3658	10654.7712	332	1
1_MACS_peak_17083_lociStitched	chr5	188886	192538	1	3653	12809.39	333	1
2_MACS_peak_3969_lociStitched	chr11	72862288	72866011	2	3652	8868.5583	334	1
1_MACS_peak_15003_lociStitched	chr22	46464942	46468590	1	3649	15634.9632	335	1
4_MACS_peak_13401_lociStitched	chr2	241523022	241526845	4	3640	8847.5689	336	1
2_MACS_peak_1781_lociStitched	chr1	183737592	183741498	2	3640	9282.609	337	1
5_MACS_peak_12717_lociStitched	chr2	121642283	121646371	5	3633	5895.3048	338	1
2_MACS_peak_7821_lociStitched	chr16	29815980	29819752	2	3628	12567.9268	339	1
3_MACS_peak_14371_lociStitched	chr21	43651765	43655578	3	3628	12024.6768	340	1
2_MACS_peak_7019_lociStitched	chr15	70549556	70553307	2	3627	7218.0493	341	1
2_MACS_peak_573_lociStitched	chr1	31218239	31221860	2	3622	5892.4533	342	1
5_MACS_peak_2561_lociStitched	chr10	44888568	44893093	5	3616	7913.32	343	1
3_MACS_peak_11543_lociStitched	chr19	56340314	56344153	3	3615	8901.8732	344	1
5_MACS_peak_12627_lociStitched	chr2	112220434	112224648	5	3614	7226.5886	345	1
2_MACS_peak_2219_lociStitched	chr1	234859077	234862725	2	3611	11238.3936	346	1
3_MACS_peak_9837_lociStitched	chr18	9135609	9139340	3	3610	9029.02	347	1
3_MACS_peak_538_lociStitched	chr1	28573154	28577020	3	3604	9934.0736	348	1
3_MACS_peak_10796_lociStitched	chr19	16434926	16439227	3	3603	9026.9388	349	1
1_MACS_peak_21436_lociStitched	chr8	120885983	120889584	1	3602	8966.8501	350	1
1_MACS_peak_15356_lociStitched	chr3	39191886	39195487	1	3602	11013.2984	351	1
3_MACS_peak_10225_lociStitched	chr18	72920194	72924197	3	3599	11127.1391	352	1
2_MACS_peak_17530_lociStitched	chr5	75841957	75845661	2	3598	7340.2168	353	1
3_MACS_peak_2325_lociStitched	chr10	3824655	3828438	3	3592	11041.0638	354	1
3_MACS_peak_18501_lociStitched	chr6	26122580	26126400	3	3590	9969.054	355	1
3_MACS_peak_1355_lociStitched	chr1	150532988	150536810	3	3585	7403.5962	356	1
3_MACS_peak_6060_lociStitched	chr14	50466806	50470556	3	3581	6889.5	357	1
1_MACS_peak_14577_lociStitched	chr22	23478118	23481691	1	3574	8185.3857	358	1
1_MACS_peak_3968_lociStitched	chr11	72851747	72855316	1	3570	11789.1208	359	1
5_MACS_peak_8870_lociStitched	chr17	32703617	32708051	5	3567	6012.0606	360	1
5_MACS_peak_1361_lociStitched	chr1	150583004	150586843	5	3564	7137.8527	361	1
3_MACS_peak_6389_lociStitched	chr14	103569673	103573313	3	3563	9010.82	362	1
2_MACS_peak_7603_lociStitched	chr16	9055051	9058674	2	3554	14283.6775	363	1
4_MACS_peak_11713_lociStitched	chr2	10547595	10551769	4	3547	8027.0194	364	1
3_MACS_peak_17432_lociStitched	chr5	61943707	61947501	3	3545	6941.123	365	1
1_MACS_peak_16064_lociStitched	chr3	150125208	150128747	1	3540	12300.5023	366	1
3_MACS_peak_7753_lociStitched	chr16	23346266	23350041	3	3540	7291.4125	367	1
5_MACS_peak_1377_lociStitched	chr1	150977373	150981470	5	3539	5426.4765	368	1
4_MACS_peak_18745_lociStitched	chr6	34622859	34626683	4	3538	8405.5344	369	1
5_MACS_peak_2989_lociStitched	chr10	112217364	112221484	5	3534	6410.72	370	1
2_MACS_peak_22571_lociStitched	chr9	139587782	139591315	2	3530	8591.1961	371	1
2_MACS_peak_22038_lociStitched	chr9	93953166	93956764	2	3518	10419.4482	372	1
1_MACS_peak_15063_lociStitched	chr22	50353144	50356660	1	3517	11528.6124	373	1
1_MACS_peak_16121_lociStitched	chr3	156820734	156824247	1	3514	7785.1593	374	1
1_MACS_peak_22320_lociStitched	chr9	130538762	130542273	1	3512	9884.8694	375	1
2_MACS_peak_19642_lociStitched	chr7	23507706	23511572	2	3510	12755.0938	376	1
1_MACS_peak_22229_lociStitched	chr9	123637625	123641133	1	3509	13704.002	377	1
2_MACS_peak_1471_lociStitched	chr1	154830898	154834409	2	3509	15206.8432	378	1
2_MACS_peak_22718_lociStitched	chrX	11444026	11447962	2	3509	8520.6528	379	1
2_MACS_peak_3508_lociStitched	chr11	47414285	47417832	2	3507	8489.7445	380	1
3_MACS_peak_5297_lociStitched	chr12	116796502	116800074	3	3504	7405.4704	381	1
4_MACS_peak_19823_lociStitched	chr7	45440061	45444013	4	3501	5468.3824	382	1
1_MACS_peak_20389_lociStitched	chr7	102071907	102075406	1	3500	14151.7055	383	1
2_MACS_peak_22230_lociStitched	chr9	123653112	123656694	2	3499	11166.885	384	1
4_MACS_peak_15476_lociStitched	chr3	46587496	46591613	4	3496	6125.6843	385	1
2_MACS_peak_4582_lociStitched	chr12	12876169	12879802	2	3492	18044.3844	386	1
2_MACS_peak_10243_lociStitched	chr18	77153113	77156664	2	3486	8488.3104	387	1
5_MACS_peak_20727_lociStitched	chr7	150597758	150601841	5	3480	6209.0181	388	1
2_MACS_peak_18740_lociStitched	chr6	34203302	34206810	2	3472	11017.2248	389	1
5_MACS_peak_2369_lociStitched	chr10	7511768	7516055	5	3471	6064.3902	390	1
3_MACS_peak_9597_lociStitched	chr17	76247102	76250799	3	3467	8853.5756	391	1
3_MACS_peak_745_lociStitched	chr1	41981413	41985132	3	3467	7590.1071	392	1
4_MACS_peak_11293_lociStitched	chr19	47217204	47221422	4	3467	6809.5392	393	1
2_MACS_peak_16090_lociStitched	chr3	151984467	151988304	2	3463	12416.532	394	1
4_MACS_peak_1788_lociStitched	chr1	183879242	183882910	4	3455	7237.6976	395	1
1_MACS_peak_17390_lociStitched	chr5	56110007	56113460	1	3454	17746.0029	396	1
5_MACS_peak_21546_lociStitched	chr8	134510341	134514503	5	3454	7055.4224	397	1
4_MACS_peak_21619_lociStitched	chr8	144425037	144428889	4	3453	8267.5476	398	1
2_MACS_peak_9934_lociStitched	chr18	20713793	20717389	2	3448	13148.0548	399	1
6_MACS_peak_17748_lociStitched	chr5	121632692	121637523	6	3446	5497.678	400	1
5_MACS_peak_9846_lociStitched	chr18	10474259	10478657	5	3445	7247.904	401	1
1_MACS_peak_20866_lociStitched	chr8	11321755	11325196	1	3442	9380.5101	402	1
2_MACS_peak_6562_lociStitched	chr15	22093299	22096892	2	3440	10260.1708	403	1
2_MACS_peak_9425_lociStitched	chr17	70582699	70586335	2	3436	8394.0696	404	1
2_MACS_peak_17316_lociStitched	chr5	42991510	42995096	2	3434	9197.3728	405	1
5_MACS_peak_3736_lociStitched	chr11	65254265	65258085	5	3432	6756.816	406	1
2_MACS_peak_4787_lociStitched	chr12	50502923	50506697	2	3426	8178.258	407	1
2_MACS_peak_15154_lociStitched	chr3	10435216	10438984	2	3424	6821.2104	408	1
1_MACS_peak_22833_lociStitched	chrX	40033172	40036590	1	3419	10405.0756	409	1
3_MACS_peak_13108_lociStitched	chr2	201980531	201984150	3	3418	9952.25	410	1
1_MACS_peak_17982_lociStitched	chr5	142782071	142785487	1	3417	10041.332	411	1
3_MACS_peak_407_lociStitched	chr1	23854519	23858270	3	3413	9104.4272	412	1
4_MACS_peak_13045_lociStitched	chr2	191331664	191335449	4	3407	5782.3445	413	1
2_MACS_peak_9682_lociStitched	chr17	79479037	79482515	2	3402	15968.5414	414	1
3_MACS_peak_4359_lociStitched	chr11	130048327	130052132	3	3402	8214.995	415	1
3_MACS_peak_15119_lociStitched	chr3	5227716	5231233	3	3401	11283.2394	416	1
3_MACS_peak_21733_lociStitched	chr9	2014706	2018348	3	3400	6567.2544	417	1
1_MACS_peak_6520_lociStitched	chr15	20988554	20991948	1	3395	7471.891	418	1
3_MACS_peak_19755_lociStitched	chr7	39988242	39991723	3	3393	11520.3695	419	1
1_MACS_peak_1528_lociStitched	chr1	155947250	155950640	1	3391	7693.944	420	1
1_MACS_peak_12566_lociStitched	chr2	107457098	107460486	1	3389	8680.056	421	1
2_MACS_peak_18618_lociStitched	chr6	30582903	30586472	2	3389	7563.0679	422	1
3_MACS_peak_12444_lociStitched	chr2	96906148	96909813	3	3386	5519.8565	423	1
4_MACS_peak_827_lociStitched	chr1	46506134	46510249	4	3385	6078.2665	424	1
2_MACS_peak_8111_lociStitched	chr16	67580687	67584067	2	3380	11066.796	425	1
2_MACS_peak_5693_lociStitched	chr13	50697225	50700776	2	3379	13777.1698	426	1
3_MACS_peak_10788_lociStitched	chr19	16227676	16231190	3	3376	8381.5928	427	1
3_MACS_peak_15223_lociStitched	chr3	14930224	14933820	3	3362	7968.3764	428	1
4_MACS_peak_14414_lociStitched	chr21	45136237	45140251	4	3358	11520.5814	429	1
4_MACS_peak_12616_lociStitched	chr2	112193173	112197281	4	3358	5656.3052	430	1
3_MACS_peak_18115_lociStitched	chr5	173215681	173219136	3	3352	8913.209	431	1
1_MACS_peak_145_lociStitched	chr1	6660605	6663953	1	3349	11485.9836	432	1
4_MACS_peak_378_lociStitched	chr1	21618628	21622615	4	3342	6822.1557	433	1
2_MACS_peak_6477_lociStitched	chr14	106112375	106115723	2	3330	6755.2596	434	1
2_MACS_peak_17318_lociStitched	chr5	43007166	43010700	2	3327	8384.0616	435	1
1_MACS_peak_7464_lociStitched	chr16	2057351	2060676	1	3326	8309.5075	436	1
4_MACS_peak_7063_lociStitched	chr15	74691853	74695841	4	3322	6186.5844	437	1
3_MACS_peak_19887_lociStitched	chr7	51336330	51339861	3	3319	7180.9947	438	1
4_MACS_peak_17103_lociStitched	chr5	1006376	1010267	4	3318	8211.5664	439	1
4_MACS_peak_2120_lociStitched	chr1	227679757	227683332	4	3316	7374.51	440	1
2_MACS_peak_22311_lociStitched	chr9	130330306	130333671	2	3313	10201.6705	441	1
2_MACS_peak_5395_lociStitched	chr12	123542029	123545497	2	3310	6844.098	442	1
2_MACS_peak_16177_lociStitched	chr3	171817076	171820481	2	3309	5303.628	443	1
2_MACS_peak_667_lociStitched	chr1	36850543	36853891	2	3308	12022.3332	444	1
2_MACS_peak_7362_lociStitched	chr15	101469468	101472910	2	3306	5843.8276	445	1
1_MACS_peak_14404_lociStitched	chr21	44817481	44820779	1	3299	9931.927	446	1
5_MACS_peak_16902_lociStitched	chr4	140128297	140131948	5	3299	8433.81	447	1
2_MACS_peak_7832_lociStitched	chr16	30074953	30078289	2	3298	8713.632	448	1
2_MACS_peak_5397_lociStitched	chr12	123546140	123549718	2	3296	6948.1182	449	1
2_MACS_peak_6058_lociStitched	chr14	50436768	50440201	2	3291	6089.7987	450	1
1_MACS_peak_6861_lociStitched	chr15	56535084	56538369	1	3286	8821.2105	451	1
2_MACS_peak_3911_lociStitched	chr11	68606031	68609389	2	3286	7324.4696	452	1
4_MACS_peak_2978_lociStitched	chr10	112115353	112118946	4	3284	5908.6885	453	1
3_MACS_peak_17325_lociStitched	chr5	43039641	43043642	3	3280	10507.8263	454	1
1_MACS_peak_3890_lociStitched	chr11	67775226	67778504	1	3279	14647.743	455	1
2_MACS_peak_7313_lociStitched	chr15	93351240	93354537	2	3274	11508.8379	456	1
1_MACS_peak_2087_lociStitched	chr1	226084392	226087664	1	3273	9442.0104	457	1
6_MACS_peak_4197_lociStitched	chr11	113108217	113112807	6	3267	5431.347	458	1
4_MACS_peak_15372_lociStitched	chr3	39318809	39322885	4	3264	4705.3344	459	1
2_MACS_peak_3937_lociStitched	chr11	70505564	70508862	2	3262	9696.12	460	1
2_MACS_peak_17697_lociStitched	chr5	109256119	109259421	2	3257	9949.5864	461	1
5_MACS_peak_21015_lociStitched	chr8	29205542	29209832	5	3255	6731.868	462	1
1_MACS_peak_10284_lociStitched	chr19	923579	926829	1	3251	9626.175	463	1
3_MACS_peak_2366_lociStitched	chr10	7450362	7453738	3	3243	5858.7104	464	1
3_MACS_peak_7021_lociStitched	chr15	70554086	70557597	3	3240	7190.8791	465	1
1_MACS_peak_15953_lociStitched	chr3	129294438	129297674	1	3237	12892.8712	466	1
2_MACS_peak_14385_lociStitched	chr21	44526785	44530025	2	3237	9332.172	467	1
5_MACS_peak_20882_lociStitched	chr8	11388762	11392709	5	3237	5195.4361	468	1
4_MACS_peak_2278_lociStitched	chr1	246376007	246379714	4	3236	6654.065	469	1
2_MACS_peak_7560_lociStitched	chr16	4320827	4324113	2	3233	11368.9028	470	1
4_MACS_peak_5845_lociStitched	chr13	112624421	112628241	4	3229	5067.994	471	1
2_MACS_peak_3609_lociStitched	chr11	62223966	62227219	2	3225	6376.8559	472	1
2_MACS_peak_10584_lociStitched	chr19	10380327	10383721	2	3217	5554.281	473	1
3_MACS_peak_9526_lociStitched	chr17	74487186	74490568	3	3216	7636.2178	474	1
4_MACS_peak_14746_lociStitched	chr22	37255329	37259108	4	3216	7295.7374	475	1
3_MACS_peak_7535_lociStitched	chr16	3264655	3268137	3	3213	8161.808	476	1
4_MACS_peak_13174_lociStitched	chr2	207997664	208001183	4	3211	4539.1581	477	1
3_MACS_peak_20714_lociStitched	chr7	150101583	150104932	3	3209	10016.859	478	1
6_MACS_peak_5675_lociStitched	chr13	49549446	49553936	6	3208	6778.553	479	1
3_MACS_peak_13580_lociStitched	chr20	17947036	17950844	3	3207	14282.2848	480	1
4_MACS_peak_16418_lociStitched	chr4	1240592	1243862	4	3206	9504.582	481	1
3_MACS_peak_20085_lociStitched	chr7	68571162	68574410	3	3205	4785.2784	482	1
1_MACS_peak_6881_lociStitched	chr15	58588999	58592201	1	3203	8001.1576	483	1
3_MACS_peak_15912_lociStitched	chr3	126629440	126633121	3	3201	6065.1837	484	1
2_MACS_peak_22358_lociStitched	chr9	131445658	131448958	2	3199	5759.16	485	1
3_MACS_peak_9643_lociStitched	chr17	77810671	77814029	3	3199	7183.4336	486	1
3_MACS_peak_1783_lociStitched	chr1	183774109	183777775	3	3199	6355.7442	487	1
1_MACS_peak_15095_lociStitched	chr22	50967904	50971101	1	3198	15976.6878	488	1
3_MACS_peak_14797_lociStitched	chr22	38709691	38713387	3	3196	6687.1728	489	1
4_MACS_peak_8083_lociStitched	chr16	66911625	66915284	4	3194	7302.6322	490	1
1_MACS_peak_14762_lociStitched	chr22	37765003	37768191	1	3189	11891.8776	491	1
4_MACS_peak_8300_lociStitched	chr16	81841778	81845264	4	3187	5798.6124	492	1
4_MACS_peak_12359_lociStitched	chr2	89051785	89055501	4	3185	6438.3416	493	1
3_MACS_peak_23102_lociStitched	chrX	123093467	123096942	3	3179	8370.2325	494	1
4_MACS_peak_12582_lociStitched	chr2	109858329	109862011	4	3179	6008.6558	495	1
2_MACS_peak_12339_lociStitched	chr2	87795906	87799241	2	3178	7831.247	496	1
2_MACS_peak_18035_lociStitched	chr5	154133747	154137046	2	3172	12874.0176	497	1
3_MACS_peak_18147_lociStitched	chr5	175619461	175622808	3	3172	6032.6328	498	1
3_MACS_peak_4535_lociStitched	chr12	8471849	8475851	3	3169	5255.0262	499	1
2_MACS_peak_20542_lociStitched	chr7	129589620	129592831	2	3168	6014.8452	500	1
1_MACS_peak_22128_lociStitched	chr9	100744796	100747961	1	3166	14304.2175	501	1
3_MACS_peak_20790_lociStitched	chr7	156801523	156804894	3	3164	9035.9655	502	1
4_MACS_peak_14804_lociStitched	chr22	38792739	38796107	4	3161	6567.9368	503	1
3_MACS_peak_3831_lociStitched	chr11	66631033	66634206	3	3160	6843.5264	504	1
1_MACS_peak_15601_lociStitched	chr3	52258565	52261723	1	3159	8594.1812	505	1
1_MACS_peak_21300_lociStitched	chr8	95959604	95962760	1	3157	16321.8852	506	1
4_MACS_peak_19133_lociStitched	chr6	109053835	109057344	4	3154	5372.279	507	1
1_MACS_peak_2012_lociStitched	chr1	212780201	212783351	1	3151	11739.42	508	1
3_MACS_peak_9000_lociStitched	chr17	39675493	39679149	3	3151	4404.7488	509	1
5_MACS_peak_92_lociStitched	chr1	2477260	2481083	5	3145	5722.6487	510	1
3_MACS_peak_4819_lociStitched	chr12	52510708	52514190	3	3143	6819.497	511	1
2_MACS_peak_18927_lociStitched	chr6	52400224	52403545	2	3142	7411.8078	512	1
2_MACS_peak_22702_lociStitched	chrX	9431220	9434400	2	3133	6910.14	513	1
2_MACS_peak_228_lociStitched	chr1	11627408	11630612	2	3132	7795.6524	514	1
1_MACS_peak_22827_lociStitched	chrX	39964043	39967173	1	3131	8040.344	515	1
2_MACS_peak_8547_lociStitched	chr17	4850870	4854110	2	3129	7720.596	516	1
2_MACS_peak_16888_lociStitched	chr4	129730806	129733993	2	3128	6106.9294	517	1
4_MACS_peak_19846_lociStitched	chr7	46066086	46069479	4	3128	5484.7845	518	1
1_MACS_peak_14723_lociStitched	chr22	36726578	36729703	1	3126	9871.25	519	1
1_MACS_peak_16900_lociStitched	chr4	140097052	140100176	1	3125	7852.174	520	1
4_MACS_peak_19932_lociStitched	chr7	55622757	55626481	4	3123	5338.7264	521	1
1_MACS_peak_17635_lociStitched	chr5	92242660	92245770	1	3111	6364.926	522	1
1_MACS_peak_14572_lociStitched	chr22	23283022	23286132	1	3111	10666.989	523	1
2_MACS_peak_14999_lociStitched	chr22	46447858	46450974	2	3111	10946.1964	524	1
2_MACS_peak_13634_lociStitched	chr20	25297537	25300800	2	3109	6876.4462	525	1
5_MACS_peak_20380_lociStitched	chr7	101947248	101951034	5	3109	6968.5116	526	1
1_MACS_peak_21953_lociStitched	chr9	73033248	73036355	1	3108	9832.7229	527	1
2_MACS_peak_7872_lociStitched	chr16	30668276	30671611	2	3104	12440.5505	528	1
2_MACS_peak_7270_lociStitched	chr15	90732890	90736223	2	3102	7664.9001	529	1
2_MACS_peak_9725_lociStitched	chr17	80054642	80057763	2	3100	11441.2739	530	1
1_MACS_peak_1501_lociStitched	chr1	155162170	155165268	1	3099	9043.9914	531	1
1_MACS_peak_7316_lociStitched	chr15	93373861	93376956	1	3096	6676.534	532	1
1_MACS_peak_6523_lociStitched	chr15	21003715	21006809	1	3095	6513.1794	533	1
1_MACS_peak_17529_lociStitched	chr5	75697673	75700766	1	3094	12007.026	534	1
1_MACS_peak_19160_lociStitched	chr6	111803174	111806266	1	3093	10681.0048	535	1
3_MACS_peak_12491_lociStitched	chr2	99102842	99106070	3	3090	6455.6772	536	1
1_MACS_peak_1500_lociStitched	chr1	155156488	155159576	1	3089	11193.0736	537	1
1_MACS_peak_3893_lociStitched	chr11	67805511	67808593	1	3083	6599.1784	538	1
3_MACS_peak_7349_lociStitched	chr15	100868115	100871424	3	3079	5103.4707	539	1
3_MACS_peak_13543_lociStitched	chr20	10652439	10655676	3	3078	7236.6372	540	1
2_MACS_peak_12467_lociStitched	chr2	97559576	97562777	2	3076	6922.4826	541	1
6_MACS_peak_20075_lociStitched	chr7	68037632	68041224	6	3076	4292.44	542	1
3_MACS_peak_11640_lociStitched	chr2	2850320	2853837	3	3075	5076.0861	543	1
1_MACS_peak_24_lociStitched	chr1	1078390	1081463	1	3074	18183.8629	544	1
3_MACS_peak_22815_lociStitched	chrX	39053838	39057102	3	3074	7045.9968	545	1
3_MACS_peak_20724_lociStitched	chr7	150593182	150596294	3	3073	9703.216	546	1
2_MACS_peak_13801_lociStitched	chr20	40721123	40724304	2	3073	9089.3894	547	1
2_MACS_peak_20887_lociStitched	chr8	11393959	11397038	2	3071	4516.893	548	1
4_MACS_peak_20366_lociStitched	chr7	101457585	101460946	4	3070	6293.4725	549	1
3_MACS_peak_13973_lociStitched	chr20	56254402	56257799	3	3065	4895.077	550	1
3_MACS_peak_6832_lociStitched	chr15	52858368	52861485	3	3063	10460.3403	551	1
3_MACS_peak_10074_lociStitched	chr18	48677885	48680963	3	3062	8019.729	552	1
2_MACS_peak_14919_lociStitched	chr22	42227277	42230394	2	3062	12935.55	553	1
3_MACS_peak_10449_lociStitched	chr19	4064515	4067935	3	3060	8184.402	554	1
2_MACS_peak_19662_lociStitched	chr7	26239164	26242315	2	3058	12646.8536	555	1
3_MACS_peak_4482_lociStitched	chr12	6641346	6644679	3	3058	5737.7595	556	1
3_MACS_peak_4450_lociStitched	chr12	5539467	5542656	3	3053	5765.0742	557	1
6_MACS_peak_20870_lociStitched	chr8	11353708	11357299	6	3052	4759.1523	558	1
3_MACS_peak_15433_lociStitched	chr3	46138739	46142175	3	3048	6727.3444	559	1
1_MACS_peak_18094_lociStitched	chr5	172197119	172200165	1	3047	13279.037	560	1
1_MACS_peak_17849_lociStitched	chr5	133859669	133862715	1	3047	9955.851	561	1
4_MACS_peak_2124_lociStitched	chr1	227693479	227697014	4	3047	7331.2365	562	1
3_MACS_peak_1964_lociStitched	chr1	207094706	207097966	3	3046	5785.848	563	1
4_MACS_peak_17808_lociStitched	chr5	131830830	131834333	4	3046	4971.8079	564	1
3_MACS_peak_15264_lociStitched	chr3	16878417	16881591	3	3045	5082.8436	565	1
2_MACS_peak_19338_lociStitched	chr6	157097998	157101122	2	3042	10119.2608	566	1
2_MACS_peak_3679_lociStitched	chr11	64036436	64039539	2	3041	7258.2273	567	1
4_MACS_peak_8493_lociStitched	chr17	2302211	2305469	4	3033	6468.4332	568	1
2_MACS_peak_22561_lociStitched	chr9	139444238	139447492	2	3032	5751.445	569	1
2_MACS_peak_18579_lociStitched	chr6	27804279	27807432	2	3031	12391.29	570	1
4_MACS_peak_21361_lociStitched	chr8	103666437	103669953	4	3030	6991.566	571	1
2_MACS_peak_15462_lociStitched	chr3	46456597	46459778	2	3028	7015.6955	572	1
3_MACS_peak_7573_lociStitched	chr16	4663889	4667278	3	3028	11253.5134	573	1
4_MACS_peak_8605_lociStitched	chr17	7745064	7748681	4	3028	5237.0543	574	1
5_MACS_peak_13347_lociStitched	chr2	236408301	236412164	5	3024	5991.8993	575	1
2_MACS_peak_18497_lociStitched	chr6	26054464	26057530	2	3023	7777.5222	576	1
5_MACS_peak_1857_lociStitched	chr1	201851091	201854380	5	3020	4977.9015	577	1
3_MACS_peak_18166_lociStitched	chr5	176243391	176246595	3	3018	6821.9568	578	1
3_MACS_peak_11113_lociStitched	chr19	39340084	39343536	3	3018	8900.982	579	1
7_MACS_peak_15743_lociStitched	chr3	98488111	98491874	7	3017	5003.2848	580	1
5_MACS_peak_14192_lociStitched	chr21	30605408	30608838	5	3016	4269.321	581	1
1_MACS_peak_18401_lociStitched	chr6	12010511	12013524	1	3014	9444.2485	582	1
4_MACS_peak_15471_lociStitched	chr3	46578531	46582405	4	3014	6815.9156	583	1
2_MACS_peak_15037_lociStitched	chr22	48492137	48495423	2	3013	8589.2754	584	1
5_MACS_peak_3343_lociStitched	chr11	12695466	12699010	5	3012	4736.9104	585	1
3_MACS_peak_10055_lociStitched	chr18	46476350	46479614	3	3008	7047.9552	586	1
4_MACS_peak_14471_lociStitched	chr21	46529250	46532986	4	3008	6250.328	587	1
7_MACS_peak_5810_lociStitched	chr13	104789124	104793282	7	3001	4601.6586	588	1
2_MACS_peak_4190_lociStitched	chr11	112500373	112503446	2	2998	4721.9718	589	1
6_MACS_peak_16082_lociStitched	chr3	151915670	151919134	6	2998	4446.7368	590	1
2_MACS_peak_8338_lociStitched	chr16	85644662	85647726	2	2996	8130.9368	591	1
3_MACS_peak_19281_lociStitched	chr6	143265556	143268754	3	2994	6466.0362	592	1
4_MACS_peak_1122_lociStitched	chr1	111173585	111177055	4	2989	4190.372	593	1
1_MACS_peak_10216_lociStitched	chr18	70533894	70536881	1	2988	7542.175	594	1
2_MACS_peak_12884_lociStitched	chr2	157188634	157191642	2	2981	8152.5824	595	1
1_MACS_peak_19784_lociStitched	chr7	44135340	44138319	1	2980	9064.5012	596	1
1_MACS_peak_16298_lociStitched	chr3	185540859	185543835	1	2977	6650.1696	597	1
2_MACS_peak_21452_lociStitched	chr8	120944292	120947413	2	2976	10784.9276	598	1
1_MACS_peak_1323_lociStitched	chr1	149222050	149225024	1	2975	15490.9712	599	1
2_MACS_peak_22542_lociStitched	chr9	138999754	139003077	2	2975	16024.8352	600	1
2_MACS_peak_18560_lociStitched	chr6	27098904	27102005	2	2973	9212.4508	601	1
3_MACS_peak_13657_lociStitched	chr20	30308543	30311843	3	2969	7191.03	602	1
3_MACS_peak_7722_lociStitched	chr16	21333243	21336336	3	2967	5451.7218	603	1
4_MACS_peak_7469_lociStitched	chr16	2202799	2206354	4	2967	4941.0945	604	1
2_MACS_peak_21659_lociStitched	chr8	145050179	145053302	2	2966	6457.7394	605	1
1_MACS_peak_4035_lociStitched	chr11	78579998	78582960	1	2963	6365.0418	606	1
2_MACS_peak_8960_lociStitched	chr17	37909898	37912994	2	2959	10088.9352	607	1
4_MACS_peak_19924_lociStitched	chr7	55614383	55617942	4	2958	5818.2532	608	1
1_MACS_peak_12223_lociStitched	chr2	73337784	73340740	1	2957	7159.7276	609	1
2_MACS_peak_1985_lociStitched	chr1	209278986	209282020	2	2957	7514.0044	610	1
2_MACS_peak_3232_lociStitched	chr11	2709022	2712115	2	2957	4980.6579	611	1
