#RPMI8226 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/RPMI8226.H3K27ac_ROSE/RPMI8226_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by RPMI8226.jin.bam
#Using cutoff of 10610.632 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isSuper
2_MACS_peak_12953_lociStitched	chr2	174828097	174830792	2	2668	11296.6315	304	1
2_MACS_peak_17380_lociStitched	chr5	55981220	55985130	2	3889	11284.26	305	1
3_MACS_peak_15119_lociStitched	chr3	5227716	5231233	3	3401	11283.2394	306	1
4_MACS_peak_6815_lociStitched	chr15	52754616	52759344	4	4073	11278.644	307	1
3_MACS_peak_7573_lociStitched	chr16	4663889	4667278	3	3028	11253.5134	308	1
2_MACS_peak_2219_lociStitched	chr1	234859077	234862725	2	3611	11238.3936	309	1
1_MACS_peak_3715_lociStitched	chr11	64901190	64903370	1	2181	11227.436	310	1
2_MACS_peak_4974_lociStitched	chr12	57913243	57917167	2	3717	11227.3488	311	1
1_MACS_peak_6160_lociStitched	chr14	69258964	69262939	1	3976	11225.7975	312	1
5_MACS_peak_8666_lociStitched	chr17	16881294	16885638	5	4136	11216.6424	313	1
3_MACS_peak_6808_lociStitched	chr15	52310878	52314790	3	3690	11212.9656	314	1
4_MACS_peak_3874_lociStitched	chr11	67413571	67418612	4	4445	11212.6963	315	1
1_MACS_peak_3888_lociStitched	chr11	67769653	67772155	1	2503	11207.709	316	1
2_MACS_peak_7954_lociStitched	chr16	49888913	49893342	2	4349	11205.37	317	1
2_MACS_peak_3698_lociStitched	chr11	64616476	64620670	2	4113	11195.883	318	1
1_MACS_peak_1500_lociStitched	chr1	155156488	155159576	1	3089	11193.0736	319	1
1_MACS_peak_17681_lociStitched	chr5	107716323	107719097	1	2775	11178.9426	320	1
2_MACS_peak_22230_lociStitched	chr9	123653112	123656694	2	3499	11166.885	321	1
3_MACS_peak_10225_lociStitched	chr18	72920194	72924197	3	3599	11127.1391	322	1
1_MACS_peak_3651_lociStitched	chr11	62648215	62650854	1	2640	11116.7875	323	1
3_MACS_peak_19113_lociStitched	chr6	108878540	108883607	3	4540	11109.9042	324	1
5_MACS_peak_4948_lociStitched	chr12	57078373	57083004	5	4188	11073.6472	325	1
2_MACS_peak_8111_lociStitched	chr16	67580687	67584067	2	3380	11066.796	326	1
3_MACS_peak_15468_lociStitched	chr3	46542666	46548150	3	5126	11061.7764	327	1
2_MACS_peak_12608_lociStitched	chr2	111876541	111880892	2	4263	11057.6314	328	1
3_MACS_peak_20286_lociStitched	chr7	98475749	98478654	3	2842	11046.553	329	1
3_MACS_peak_2325_lociStitched	chr10	3824655	3828438	3	3592	11041.0638	330	1
2_MACS_peak_21697_lociStitched	chr8	145732348	145735259	2	2911	11037.0565	331	1
1_MACS_peak_9808_lociStitched	chr18	3447351	3451346	1	3996	11019.009	332	1
2_MACS_peak_18740_lociStitched	chr6	34203302	34206810	2	3472	11017.2248	333	1
1_MACS_peak_15356_lociStitched	chr3	39191886	39195487	1	3602	11013.2984	334	1
5_MACS_peak_6277_lociStitched	chr14	91829248	91835604	5	5286	11009.8632	335	1
1_MACS_peak_13907_lociStitched	chr20	48806946	48809814	1	2869	10989.6024	336	1
1_MACS_peak_15940_lociStitched	chr3	128901056	128903430	1	2375	10965.9808	337	1
2_MACS_peak_3502_lociStitched	chr11	47235538	47238087	2	2530	10954.5824	338	1
2_MACS_peak_14999_lociStitched	chr22	46447858	46450974	2	3111	10946.1964	339	1
2_MACS_peak_8281_lociStitched	chr16	79908110	79912303	2	3876	10903.4772	340	1
4_MACS_peak_12162_lociStitched	chr2	68514198	68519080	4	4486	10883.9308	341	1
2_MACS_peak_11869_lociStitched	chr2	29116847	29118788	2	1871	10881.6342	342	1
8_MACS_peak_10964_lociStitched	chr19	28953121	28960543	8	6739	10859.8704	343	1
1_MACS_peak_15998_lociStitched	chr3	135913680	135916474	1	2795	10848.2638	344	1
7_MACS_peak_12059_lociStitched	chr2	60776446	60782954	7	5512	10824.1056	345	1
2_MACS_peak_22429_lociStitched	chr9	134148405	134153319	2	4883	10822.5936	346	1
2_MACS_peak_8583_lociStitched	chr17	7209944	7212445	2	2323	10788.8138	347	1
2_MACS_peak_21452_lociStitched	chr8	120944292	120947413	2	2976	10784.9276	348	1
1_MACS_peak_15094_lociStitched	chr22	50963193	50965745	1	2553	10735.7536	349	1
7_MACS_peak_17861_lociStitched	chr5	135070478	135077599	7	6013	10728.4986	350	1
2_MACS_peak_22825_lociStitched	chrX	39955001	39959005	2	3991	10717.1064	351	1
2_MACS_peak_1684_lociStitched	chr1	167596653	167600588	2	3909	10694.1495	352	1
1_MACS_peak_19160_lociStitched	chr6	111803174	111806266	1	3093	10681.0048	353	1
1_MACS_peak_14572_lociStitched	chr22	23283022	23286132	1	3111	10666.989	354	1
7_MACS_peak_13139_lociStitched	chr2	204569076	204575815	7	5417	10657.7285	355	1
3_MACS_peak_9617_lociStitched	chr17	76776054	76779962	3	3658	10654.7712	356	1
4_MACS_peak_5214_lociStitched	chr12	109025907	109031418	4	4980	10614.7371	357	1
1_MACS_peak_13456_lociStitched	chr20	2082022	2084175	1	2154	10614.5053	358	1
