REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	RPMI8226.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_3221_lociStitched	chr11	1870853	1875194	2	4286	12384.4389	204	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.3526	204	1
4_MACS_peak_4715_lociStitched	chr12	46120602	46125598	4	4280	12291.6588	205	1	ARID2,LOC400027		ARID2	ARID2	0.1481	205	1
2_MACS_peak_12608_lociStitched	chr2	111876541	111880892	2	4263	11057.6314	207	1	BCL2L11		BCL2L11	BCL2L11	0.3012	207	1
1_MACS_peak_15062_lociStitched	chr22	50326829	50330934	1	4106	17188.456	208	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	1.3591	208	1
3_MACS_peak_18410_lociStitched	chr6	13523817	13528135	3	4229	11421.11	209	1		SIRT5,C6orf114,GFOD1	GFOD1	SIRT5	0.4366	209	1
1_MACS_peak_14433_lociStitched	chr21	45562230	45566285	1	4056	18150.18	213	1	C21orf33	PWP2	C21orf33	C21orf33	1.4395	213	1
1_MACS_peak_7842_lociStitched	chr16	30194061	30198207	1	4147	14292.9204	214	1	CORO1A		CORO1A	CORO1A	1.2463	214	1
2_MACS_peak_74_lociStitched	chr1	1837421	1841432	2	3938	21394.2729	216	1		CALML6,GNB1,TMEM52	CALML6	CALML6	0.6121	216	1
3_MACS_peak_2084_lociStitched	chr1	226066897	226071208	3	4182	11824.6419	217	1	TMEM63A	LEFTY1,PYCR2	TMEM63A	LEFTY1	0.8251	217	1
5_MACS_peak_4948_lociStitched	chr12	57078373	57083004	5	4188	11073.6472	218	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	0.5085	218	1
1_MACS_peak_16200_lociStitched	chr3	176913172	176917106	1	3935	20669.236	220	1	TBL1XR1		TBL1XR1	TBL1XR1	0.2691	220	1
4_MACS_peak_17415_lociStitched	chr5	60625400	60629937	4	4129	13502.5657	221	1	ZSWIM6		ZSWIM6	ZSWIM6	0.1636	221	1
3_MACS_peak_18581_lociStitched	chr6	27858807	27863468	3	4158	11416.6534	222	1	HIST1H2BO,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J,OR2B2	HIST1H2BO	HIST1H2BO	1.259	222	1
4_MACS_peak_4839_lociStitched	chr12	53264572	53269202	4	4150	11808.352	223	1		KRT79,KRT78,KRT8	KRT78	KRT8	0.2565	223	1
5_MACS_peak_8666_lociStitched	chr17	16881294	16885638	5	4136	11216.6424	225	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.2855	225	1
3_MACS_peak_9499_lociStitched	chr17	73871264	73875478	3	4052	15168.7144	226	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	TRIM47	1.362	226	1
2_MACS_peak_13301_lociStitched	chr2	232570923	232575150	2	4012	16325.0967	229	1	PTMA	MIR1244-1	PTMA	PTMA	1.2385	229	1
2_MACS_peak_11773_lociStitched	chr2	20421757	20425826	2	4056	14413.6187	230	1	SDC1		SDC1	SDC1	1.2639	230	1
3_MACS_peak_16202_lociStitched	chr3	177074975	177079022	3	4005	16384.6842	231	1			TBL1XR1	TBL1XR1	0.2691	231	1
2_MACS_peak_3698_lociStitched	chr11	64616476	64620670	2	4113	11195.883	232	1	EHD1	MAP4K2,MEN1,CDC42BPG,MIR192,MIR194-2	CDC42BPG	MEN1	0.2486	232	1
2_MACS_peak_6521_lociStitched	chr15	20992548	20997073	2	4092	12237.8625	233	1		BCL8	BCL8	BCL8	0.1014	233	1
3_MACS_peak_14960_lociStitched	chr22	44419446	44423574	3	4028	14941.7088	236	1	PARVB		PARVB	PARVB	0.17	236	1
3_MACS_peak_30_lociStitched	chr1	1140314	1144781	3	4058	13132.0866	237	1	TNFRSF18	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,TNFRSF4,SDF4,FAM132A	TNFRSF18	TNFRSF18	1.2584	237	1
4_MACS_peak_6815_lociStitched	chr15	52754616	52759344	4	4073	11278.644	241	1	MYO5A		MYO5A	MYO5A	0.3531	241	1
3_MACS_peak_1334_lociStitched	chr1	149821271	149825326	3	3989	14481.216	243	1	HIST2H2AA4,HIST2H3A,HIST2H2BC	HIST2H4B,HIST2H2AC,BOLA1,HIST2H2BF,HIST2H3D,HIST2H2BE,HIST2H2AB	HIST2H2BC	HIST2H2AC	1.5795	243	1
2_MACS_peak_21754_lociStitched	chr9	5625874	5630006	2	4027	12515.828	244	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.1539	244	1
1_MACS_peak_14616_lociStitched	chr22	24822486	24826453	1	3968	14353.3994	246	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	0.8223	246	1
2_MACS_peak_8114_lociStitched	chr16	67594902	67598807	2	3879	17590.0725	249	1	CTCF	FAM65A	CTCF	FAM65A	0.7086	249	1
3_MACS_peak_19036_lociStitched	chr6	90060706	90064991	3	3959	13605.3035	255	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.5409	255	1
1_MACS_peak_9808_lociStitched	chr18	3447351	3451346	1	3996	11019.009	259	1	TGIF1	TGIF1	TGIF1	TGIF1	0.3352	259	1
2_MACS_peak_22825_lociStitched	chrX	39955001	39959005	2	3991	10717.1064	262	1	BCOR		BCOR	BCOR	0.3639	262	1
1_MACS_peak_6160_lociStitched	chr14	69258964	69262939	1	3976	11225.7975	263	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.8463	263	1
1_MACS_peak_20388_lociStitched	chr7	102064039	102067934	1	3896	14753.8705	265	1	PRKRIP1	ORAI2,LRWD1,ALKBH4	ORAI2	ORAI2	1.0842	265	1
2_MACS_peak_11966_lociStitched	chr2	43451197	43455117	2	3898	13534.584	270	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.6334	270	1
2_MACS_peak_16100_lociStitched	chr3	152877508	152881365	2	3813	16569.2863	271	1	RAP2B		RAP2B	RAP2B	1.1428	271	1
2_MACS_peak_1684_lociStitched	chr1	167596653	167600588	2	3909	10694.1495	279	1	RCSD1		RCSD1	RCSD1	0.2661	279	1
2_MACS_peak_17380_lociStitched	chr5	55981220	55985130	2	3889	11284.26	280	1			MAP3K1	MAP3K1	0.3208	280	1
2_MACS_peak_7369_lociStitched	chr15	101738224	101742324	2	3867	11537.4	285	1	CHSY1		CHSY1	CHSY1	0.3464	285	1
2_MACS_peak_8281_lociStitched	chr16	79908110	79912303	2	3876	10903.4772	286	1			MAF	MAF	0.9557	286	1
2_MACS_peak_3647_lociStitched	chr11	62606227	62610233	2	3797	13358.4076	289	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.3062	289	1
1_MACS_peak_10283_lociStitched	chr19	917085	920881	1	3797	11637.0176	292	1	KISS1R	ARID3A,MED16,C19orf22	KISS1R	KISS1R	1.7116	292	1
3_MACS_peak_18881_lociStitched	chr6	43737482	43741731	3	3696	15719.1755	293	1	VEGFA		VEGFA	VEGFA	0.7044	293	1
1_MACS_peak_1333_lociStitched	chr1	149811708	149815434	1	3727	13971.3822	294	1	HIST2H3A,HIST2H2AA4	HIST2H4B,HIST2H2AC,HIST2H2BF,HIST2H3D,HIST2H2BC,HIST2H2BE,HIST2H2AB	HIST2H2AA4	HIST2H2AC	1.5795	294	1
2_MACS_peak_1338_lociStitched	chr1	149856696	149860601	2	3692	15141.6375	295	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	1.5795	295	1
3_MACS_peak_19840_lociStitched	chr7	46042892	46046852	3	3769	11812.284	296	1			IGFBP3	IGFBP3	NONE	296	1
1_MACS_peak_15003_lociStitched	chr22	46464942	46468590	1	3649	15634.9632	303	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	C22orf26	1.0575	303	1
2_MACS_peak_13630_lociStitched	chr20	25289233	25292953	2	3709	12697.104	305	1	ABHD12		PYGB	PYGB	0.7023	305	1
2_MACS_peak_16119_lociStitched	chr3	156805054	156808751	2	3694	12611.5761	308	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.2022	308	1
1_MACS_peak_18229_lociStitched	chr5	179245170	179248865	1	3696	12262.5965	310	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	MGAT4B	0.5003	310	1
2_MACS_peak_4974_lociStitched	chr12	57913243	57917167	2	3717	11227.3488	311	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	0.924	311	1
3_MACS_peak_18504_lociStitched	chr6	26155709	26159704	3	3673	12621.803	315	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BF	1.5014	315	1
1_MACS_peak_15182_lociStitched	chr3	13459633	13463301	1	3669	12642.8624	317	1	NUP210		NUP210	NUP210	0.2701	317	1
3_MACS_peak_6808_lociStitched	chr15	52310878	52314790	3	3690	11212.9656	320	1	MAPK6	LEO1	MAPK6	MAPK6	0.3407	320	1
1_MACS_peak_17083_lociStitched	chr5	188886	192538	1	3653	12809.39	321	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	1.1152	321	1
2_MACS_peak_4582_lociStitched	chr12	12876169	12879802	2	3492	18044.3844	322	1	APOLD1	CDKN1B,MIR613,GPR19	APOLD1	CDKN1B	2.5208	322	1
2_MACS_peak_7821_lociStitched	chr16	29815980	29819752	2	3628	12567.9268	326	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.1514	326	1
3_MACS_peak_9617_lociStitched	chr17	76776054	76779962	3	3658	10654.7712	328	1	CYTH1		CYTH1	CYTH1	0.3491	328	1
3_MACS_peak_14371_lociStitched	chr21	43651765	43655578	3	3628	12024.6768	330	1	ABCG1		ABCG1	ABCG1	0.3284	330	1
1_MACS_peak_17390_lociStitched	chr5	56110007	56113460	1	3454	17746.0029	332	1	MAP3K1		MAP3K1	MAP3K1	0.3208	332	1
2_MACS_peak_7603_lociStitched	chr16	9055051	9058674	2	3554	14283.6775	333	1	USP7		USP7	USP7	0.3043	333	1
2_MACS_peak_2219_lociStitched	chr1	234859077	234862725	2	3611	11238.3936	337	1			NCRNA00184	NCRNA00184	0.119	337	1
2_MACS_peak_1471_lociStitched	chr1	154830898	154834409	2	3509	15206.8432	341	1	KCNN3		KCNN3	KCNN3	0.343	341	1
1_MACS_peak_15356_lociStitched	chr3	39191886	39195487	1	3602	11013.2984	342	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	CSRNP1	0.751	342	1
3_MACS_peak_10225_lociStitched	chr18	72920194	72924197	3	3599	11127.1391	344	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.2195	344	1
3_MACS_peak_2325_lociStitched	chr10	3824655	3828438	3	3592	11041.0638	347	1	KLF6		KLF6	KLF6	0.6835	347	1
1_MACS_peak_3968_lociStitched	chr11	72851747	72855316	1	3570	11789.1208	348	1	FCHSD2		FCHSD2	FCHSD2	0.1277	348	1
1_MACS_peak_20389_lociStitched	chr7	102071907	102075406	1	3500	14151.7055	352	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	1.0842	352	1
1_MACS_peak_22229_lociStitched	chr9	123637625	123641133	1	3509	13704.002	354	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.6848	354	1
1_MACS_peak_16064_lociStitched	chr3	150125208	150128747	1	3540	12300.5023	356	1	TSC22D2		TSC22D2	TSC22D2	0.3129	356	1
2_MACS_peak_19642_lociStitched	chr7	23507706	23511572	2	3510	12755.0938	362	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.2208	362	1
1_MACS_peak_15063_lociStitched	chr22	50353144	50356660	1	3517	11528.6124	365	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.3591	365	1
2_MACS_peak_9682_lociStitched	chr17	79479037	79482515	2	3402	15968.5414	367	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	1.3736	367	1
2_MACS_peak_22230_lociStitched	chr9	123653112	123656694	2	3499	11166.885	372	1		LOC253039,PSMD5,PHF19,TRAF1	PHF19	PHF19	0.6848	372	1
2_MACS_peak_9934_lociStitched	chr18	20713793	20717389	2	3448	13148.0548	374	1	CABLES1	CABLES1	CABLES1	CABLES1	0.3696	374	1
2_MACS_peak_16090_lociStitched	chr3	151984467	151988304	2	3463	12416.532	376	1	MBNL1,LOC401093	MBNL1	MBNL1	MBNL1	0.2632	376	1
2_MACS_peak_18740_lociStitched	chr6	34203302	34206810	2	3472	11017.2248	383	1	HMGA1	C6orf1	HMGA1	HMGA1	0.7228	383	1
2_MACS_peak_5693_lociStitched	chr13	50697225	50700776	2	3379	13777.1698	389	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.2156	389	1
3_MACS_peak_15119_lociStitched	chr3	5227716	5231233	3	3401	11283.2394	399	1	EDEM1		EDEM1	EDEM1	0.5327	399	1
3_MACS_peak_19755_lociStitched	chr7	39988242	39991723	3	3393	11520.3695	400	1	CDK13		CDK13	CDK13	0.1481	400	1
2_MACS_peak_8111_lociStitched	chr16	67580687	67584067	2	3380	11066.796	411	1	FAM65A	CTCF	FAM65A	FAM65A	0.7086	411	1
1_MACS_peak_3890_lociStitched	chr11	67775226	67778504	1	3279	14647.743	415	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	ALDH3B1	1.0687	415	1
4_MACS_peak_14414_lociStitched	chr21	45136237	45140251	4	3358	11520.5814	416	1	PDXK		PDXK	PDXK	0.3372	416	1
1_MACS_peak_145_lociStitched	chr1	6660605	6663953	1	3349	11485.9836	419	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.7028	419	1
2_MACS_peak_667_lociStitched	chr1	36850543	36853891	2	3308	12022.3332	425	1	STK40	LSM10	STK40	STK40	0.4397	425	1
1_MACS_peak_15095_lociStitched	chr22	50967904	50971101	1	3198	15976.6878	426	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	TYMP	2.1113	426	1
1_MACS_peak_21300_lociStitched	chr8	95959604	95962760	1	3157	16321.8852	434	1	TP53INP1		TP53INP1	TP53INP1	0.6655	434	1
3_MACS_peak_13580_lociStitched	chr20	17947036	17950844	3	3207	14282.2848	437	1	C20orf72,SNX5	SNORD17	SNX5	SNX5	0.5839	437	1
1_MACS_peak_24_lociStitched	chr1	1078390	1081463	1	3074	18183.8629	438	1		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	MIR200B	MIR200B	0.3654	438	1
2_MACS_peak_7313_lociStitched	chr15	93351240	93354537	2	3274	11508.8379	439	1		ASB9P1	ASB9P1	ASB9P1	0.1354	439	1
1_MACS_peak_15953_lociStitched	chr3	129294438	129297674	1	3237	12892.8712	440	1	PLXND1	RHO,H1FOO	PLXND1	PLXND1	0.4118	440	1
1_MACS_peak_22128_lociStitched	chr9	100744796	100747961	1	3166	14304.2175	453	1	ANP32B	HEMGN	ANP32B	ANP32B	0.4069	453	1
2_MACS_peak_7560_lociStitched	chr16	4320827	4324113	2	3233	11368.9028	456	1	TFAP4	SRL	TFAP4	TFAP4	0.6015	456	1
2_MACS_peak_18035_lociStitched	chr5	154133747	154137046	2	3172	12874.0176	466	1	LARP1		LARP1	LARP1	0.2221	466	1
1_MACS_peak_14762_lociStitched	chr22	37765003	37768191	1	3189	11891.8776	467	1	ELFN2		ELFN2	ELFN2	0.7296	467	1
1_MACS_peak_2012_lociStitched	chr1	212780201	212783351	1	3151	11739.42	476	1	ATF3	FAM71A	ATF3	ATF3	0.3742	476	1
2_MACS_peak_7872_lociStitched	chr16	30668276	30671611	2	3104	12440.5505	486	1		PRR14,FBRS,SRCAP,ZNF689	FBRS	PRR14	1.1838	486	1
2_MACS_peak_22542_lociStitched	chr9	138999754	139003077	2	2975	16024.8352	494	1		NACC2,C9orf69	C9orf69	C9orf69	1.7467	494	1
1_MACS_peak_17529_lociStitched	chr5	75697673	75700766	1	3094	12007.026	496	1	IQGAP2		IQGAP2	IQGAP2	0.1769	496	1
2_MACS_peak_14919_lociStitched	chr22	42227277	42230394	2	3062	12935.55	501	1	SREBF2	CCDC134	SREBF2	SREBF2	0.2805	501	1
2_MACS_peak_9725_lociStitched	chr17	80054642	80057763	2	3100	11441.2739	502	1	FASN	GPS1,RFNG,DUS1L	FASN	FASN	0.4897	502	1
2_MACS_peak_14999_lociStitched	chr22	46447858	46450974	2	3111	10946.1964	503	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	LOC150381	LOC150381	0.9745	503	1
1_MACS_peak_18094_lociStitched	chr5	172197119	172200165	1	3047	13279.037	507	1	DUSP1		DUSP1	DUSP1	1.3805	507	1
1_MACS_peak_14572_lociStitched	chr22	23283022	23286132	1	3111	10666.989	509	1			IGLL5	IGLL5	0.0946	509	1
1_MACS_peak_1323_lociStitched	chr1	149222050	149225024	1	2975	15490.9712	511	1			LOC388692	LOC388692	NONE	511	1
2_MACS_peak_19662_lociStitched	chr7	26239164	26242315	2	3058	12646.8536	512	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.7243	512	1
1_MACS_peak_1500_lociStitched	chr1	155156488	155159576	1	3089	11193.0736	514	1	TRIM46,MUC1	SLC50A1,MIR92B,MTX1,DPM3,KRTCAP2,THBS3,GBAP1	MUC1	MUC1	1.601	514	1
1_MACS_peak_19160_lociStitched	chr6	111803174	111806266	1	3093	10681.0048	516	1	LOC643749,REV3L		LOC643749	LOC643749	0.1389	516	1
2_MACS_peak_18579_lociStitched	chr6	27804279	27807432	2	3031	12391.29	527	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H2AK	1.3157	527	1
1_MACS_peak_8007_lociStitched	chr16	56964156	56967054	1	2899	16422.6762	530	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.933	530	1
3_MACS_peak_7573_lociStitched	chr16	4663889	4667278	3	3028	11253.5134	540	1	FAM100A	MGRN1	FAM100A	FAM100A	0.8845	540	1
1_MACS_peak_1473_lociStitched	chr1	154908456	154911389	1	2934	14175.7756	549	1	PMVK	CKS1B,MIR4258,FLAD1,PBXIP1,PYGO2,SHC1	PMVK	MIR4258	0.9642	549	1
2_MACS_peak_7728_lociStitched	chr16	21529374	21532365	2	2946	13231.5858	554	1	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	1.3473	554	1
2_MACS_peak_22559_lociStitched	chr9	139439327	139442437	2	2950	12937.289	558	1	NOTCH1		NOTCH1	NOTCH1	0.438	558	1
1_MACS_peak_14287_lociStitched	chr21	38737864	38740659	1	2796	17135.586	561	1	DYRK1A		DYRK1A	DYRK1A	0.2179	561	1
2_MACS_peak_21452_lociStitched	chr8	120944292	120947413	2	2976	10784.9276	568	1	DEPDC6		DEPDC6	DEPDC6	0.4258	568	1
1_MACS_peak_22544_lociStitched	chr9	139008855	139011728	1	2874	14058.7382	577	1	C9orf69	NACC2	C9orf69	C9orf69	1.7467	577	1
2_MACS_peak_18255_lociStitched	chr6	256507	259448	2	2936	11578.717	582	1		DUSP22	DUSP22	DUSP22	2.0731	582	1
3_MACS_peak_1554_lociStitched	chr1	156468673	156471741	3	2896	12434.2972	594	1	MEF2D		MEF2D	MEF2D	0.6724	594	1
1_MACS_peak_12461_lociStitched	chr2	97201585	97204494	1	2910	11442.5515	599	1	ARID5A	NEURL3	ARID5A	ARID5A	0.7789	599	1
2_MACS_peak_21697_lociStitched	chr8	145732348	145735259	2	2911	11037.0565	604	1	GPT,MFSD3	KIFC2,PPP1R16A,LRRC14,CYHR1,FOXH1,RECQL4,LRRC24,MGC70857	MFSD3	RECQL4	1.1228	604	1
2_MACS_peak_19698_lociStitched	chr7	30323411	30326652	2	2881	11986.1903	607	1	ZNRF2	MIR550A1,MIR550B1	ZNRF2	MIR550A1	1.441	607	1
2_MACS_peak_1885_lociStitched	chr1	203273719	203276578	2	2853	12958.7034	608	1	BTG2,LOC730227	FMOD	BTG2	BTG2	1.2461	608	1
4_MACS_peak_16002_lociStitched	chr3	136469020	136472313	4	2883	11458.3228	612	1	STAG1		STAG1	STAG1	0.1053	612	1
3_MACS_peak_337_lociStitched	chr1	17230250	17233204	3	2759	14772.0678	627	1		CROCC	CROCC	CROCC	0.1506	627	1
1_MACS_peak_13907_lociStitched	chr20	48806946	48809814	1	2869	10989.6024	628	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	1.0225	628	1
2_MACS_peak_10868_lociStitched	chr19	18390561	18393697	2	2841	12042.24	629	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.1339	629	1
1_MACS_peak_7333_lociStitched	chr15	99190065	99192879	1	2815	12096.8232	645	1	IGF1R		IGF1R	IGF1R	0.1633	645	1
3_MACS_peak_20286_lociStitched	chr7	98475749	98478654	3	2842	11046.553	646	1	TRRAP	MIR3609,TMEM130	TRRAP	MIR3609	1.4336	646	1
1_MACS_peak_18465_lociStitched	chr6	20402022	20404811	1	2790	12237.8531	656	1	E2F3		E2F3	E2F3	0.2641	656	1
2_MACS_peak_21344_lociStitched	chr8	101962982	101965757	2	2774	12421.455	661	1	YWHAZ	YWHAZ	YWHAZ	YWHAZ	0.3701	661	1
1_MACS_peak_16073_lociStitched	chr3	150479535	150482297	1	2763	12771.7642	663	1	SIAH2		SIAH2	SIAH2	0.6808	663	1
2_MACS_peak_11537_lociStitched	chr19	56164868	56167646	2	2776	11757.3294	670	1	U2AF2	ZNF865,ZNF580,ZNF581,CCDC106,EPN1,ZNF784	U2AF2	CCDC106	1.3267	670	1
1_MACS_peak_7801_lociStitched	chr16	28833539	28836315	1	2777	11701.9504	671	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.6016	671	1
1_MACS_peak_15998_lociStitched	chr3	135913680	135916474	1	2795	10848.2638	672	1	MSL2	MSL2	MSL2	MSL2	0.2962	672	1
1_MACS_peak_17681_lociStitched	chr5	107716323	107719097	1	2775	11178.9426	675	1	FBXL17		FBXL17	FBXL17	0.0902	675	1
1_MACS_peak_7169_lociStitched	chr15	81292214	81294800	1	2587	16780.0368	676	1	MESDC1	MESDC2	MESDC1	MESDC1	1.4564	676	1
1_MACS_peak_18848_lociStitched	chr6	42749340	42751942	1	2603	15947.1376	688	1		KIAA0240,TBCC	TBCC	TBCC	0.4669	688	1
2_MACS_peak_2271_lociStitched	chr1	244996615	244999454	2	2661	13880.7227	696	1	FAM36A	NCRNA00201,HNRNPU	FAM36A	FAM36A	0.84	696	1
1_MACS_peak_8704_lociStitched	chr17	18085608	18088243	1	2636	12833.2405	729	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.4999	729	1
2_MACS_peak_12953_lociStitched	chr2	174828097	174830792	2	2668	11296.6315	738	1	SP3		SP3	SP3	0.2471	738	1
1_MACS_peak_20328_lociStitched	chr7	100025665	100028256	1	2592	13747.5869	741	1	MEPCE,ZCWPW1	C7orf47,C7orf61,TSC22D4	MEPCE	MEPCE	1.4303	741	1
1_MACS_peak_8685_lociStitched	chr17	17584292	17586935	1	2644	11843.5473	747	1	RAI1		RAI1	RAI1	0.292	747	1
1_MACS_peak_3651_lociStitched	chr11	62648215	62650854	1	2640	11116.7875	758	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	WDR74	1.3062	758	1
2_MACS_peak_6920_lociStitched	chr15	63795424	63798021	2	2568	12338.8664	787	1	USP3		USP3	USP3	0.2415	787	1
