REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM7_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
4_MACS_peak_4867_lociStitched	chr11	10323933	10344833	4	14228	16830.77	173	1	ADM	SBF2	ADM	ADM	0.8276	173	1
9_MACS_peak_28841_lociStitched	chr6	109392914	109418028	9	14647	15726.3868	174	1	CEP57L1,SESN1	CEP57L1	SESN1	SESN1	0.2683	174	1
5_MACS_peak_11226_lociStitched	chr16	11821422	11838065	5	14676	15516.2689	175	1	TXNDC11		TXNDC11	TXNDC11	0.4957	175	1
5_MACS_peak_15963_lociStitched	chr2	11883314	11897942	5	11292	22110.222	176	1	LPIN1		LPIN1	LPIN1	0.3541	176	1
4_MACS_peak_1726_lociStitched	chr1	145208210	145227204	4	13521	17955.0282	177	1	NOTCH2NL		NOTCH2NL	NOTCH2NL	0.5526	177	1
4_MACS_peak_24773_lociStitched	chr4	90210694	90224483	4	13010	18950.2227	178	1	GPRIN3		GPRIN3	GPRIN3	0.3531	178	1
7_MACS_peak_9774_lociStitched	chr15	40833831	40851697	7	14782	14676.919	179	1	C15orf57	RPUSD2,CASC5,MRPL42P5	C15orf57	C15orf57	1.0074	179	1
3_MACS_peak_23334_lociStitched	chr3	150315443	150328577	3	12764	19316.1738	180	1	SELT		SELT	SELT	0.6255	180	1
13_MACS_peak_27346_lociStitched	chr6	312125	339299	13	14765	14505.4812	181	1	DUSP22		DUSP22	DUSP22	0.5752	181	1
5_MACS_peak_2423_lociStitched	chr1	174127342	174143997	5	11722	20935.335	182	1	RABGAP1L		RABGAP1L	RABGAP1L	0.1512	182	1
7_MACS_peak_23876_lociStitched	chr3	186777015	186797894	7	12048	20252.63	183	1	ST6GAL1		ST6GAL1	ST6GAL1	0.5233	183	1
5_MACS_peak_10938_lociStitched	chr15	101458370	101475809	5	14316	15215.5275	184	1	LRRK1	ALDH1A3	LRRK1	LRRK1	0.297	184	1
6_MACS_peak_1867_lociStitched	chr1	151019689	151037578	6	12459	19243.1973	185	1	BNIPL,C1orf56,MLLT11,CDC42SE1	PRUNE,GABPB2,FAM63A	CDC42SE1	CDC42SE1	1.0258	185	1
5_MACS_peak_26428_lociStitched	chr5	109024114	109038767	5	13422	17124.9611	186	1	MAN2A1		MAN2A1	MAN2A1	0.2031	186	1
6_MACS_peak_3230_lociStitched	chr1	230255779	230270825	6	11748	20369.2748	187	1	GALNT2		GALNT2	GALNT2	0.4118	187	1
1_MACS_peak_10516_lociStitched	chr15	75742034	75749032	1	6999	25782.0316	188	1	SIN3A		SIN3A	SIN3A	0.4405	188	1
3_MACS_peak_21497_lociStitched	chr3	13049775	13064365	3	12285	19201.899	189	1	IQSEC1	IQSEC1	IQSEC1	IQSEC1	0.2407	189	1
8_MACS_peak_25710_lociStitched	chr5	32581062	32598566	8	13085	17537.2576	190	1	SUB1		SUB1	SUB1	0.7021	190	1
7_MACS_peak_16874_lociStitched	chr2	64497238	64517299	7	13248	17172.216	191	1			LOC150992	LOC150992	0.3883	191	1
3_MACS_peak_12286_lociStitched	chr17	2294683	2306095	3	8479	24333.8076	192	1	MNT	LOC284009	MNT	MNT	0.9834	192	1
3_MACS_peak_2738_lociStitched	chr1	197737473	197752722	3	11341	20627.3223	193	1	DENND1B		DENND1B	DENND1B	0.2543	193	1
9_MACS_peak_6882_lociStitched	chr12	51312021	51329165	9	14474	13718.6288	194	1	METTL7A	HIGD1C	METTL7A	METTL7A	0.7303	194	1
3_MACS_peak_18427_lociStitched	chr2	182168630	182179852	3	11163	20783.144	195	1			ITGA4	ITGA4	0.2728	195	1
3_MACS_peak_18598_lociStitched	chr2	191321669	191335497	3	13309	16640.6152	196	1	MFSD6		MFSD6	MFSD6	0.3605	196	1
2_MACS_peak_16452_lociStitched	chr2	43445228	43455464	2	10212	22059.6036	197	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	1.6115	197	1
8_MACS_peak_16890_lociStitched	chr2	64749568	64767371	8	10320	21726.7812	198	1	AFTPH		AFTPH	AFTPH	0.4683	198	1
2_MACS_peak_2926_lociStitched	chr1	206727858	206741025	2	12885	17130.267	199	1	RASSF5	LGTN	RASSF5	RASSF5	0.4397	199	1
4_MACS_peak_27897_lociStitched	chr6	31694563	31708756	4	10425	21354.7878	200	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	1.3496	200	1
1_MACS_peak_1709_lociStitched	chr1	144923431	144935827	1	12397	18044.8572	201	1	PDE4DIP		PDE4DIP	PDE4DIP	0.3956	201	1
1_MACS_peak_18133_lociStitched	chr2	165608795	165619979	1	11185	20154.6864	202	1	COBLL1		SNORA70F	SNORA70F	NONE	202	1
4_MACS_peak_15912_lociStitched	chr2	9683396	9697046	4	11117	20065.5	203	1	ADAM17		ADAM17	ADAM17	0.3881	203	1
5_MACS_peak_18268_lociStitched	chr2	173346142	173362231	5	13677	14772.9198	204	1	ITGA6		ITGA6	ITGA6	0.5514	204	1
1_MACS_peak_14286_lociStitched	chr18	60821211	60831467	1	10257	21294.5328	205	1	BCL2		BCL2	BCL2	0.4551	205	1
4_MACS_peak_659_lociStitched	chr1	36614150	36628839	4	10050	21199.1648	206	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	MAP7D1	0.7237	206	1
2_MACS_peak_27201_lociStitched	chr5	173310741	173324173	2	13362	15008.9168	207	1	CPEB4		CPEB4	CPEB4	0.4455	207	1
4_MACS_peak_9716_lociStitched	chr15	38844324	38857499	4	12532	16947.0025	208	1	RASGRP1		RASGRP1	RASGRP1	0.363	208	1
7_MACS_peak_2193_lociStitched	chr1	160640875	160659793	7	12125	17773.461	209	1	CD48	SLAMF7,SLAMF1	CD48	SLAMF7	0.709	209	1
9_MACS_peak_22522_lociStitched	chr3	98448378	98469632	9	13269	15062.7098	210	1	ST3GAL6		ST3GAL6	ST3GAL6	0.5919	210	1
4_MACS_peak_27360_lociStitched	chr6	389184	403840	4	13763	13659.392	211	1	IRF4		IRF4	IRF4	0.5936	211	1
4_MACS_peak_27093_lociStitched	chr5	156964816	156983060	4	13100	15370.57	212	1	ADAM19		ADAM19	ADAM19	0.4208	212	1
3_MACS_peak_30609_lociStitched	chr7	104649817	104659293	3	9425	21791.9572	213	1	MLL5,LOC100216545		LOC100216545	LOC100216545	1.6648	213	1
3_MACS_peak_24846_lociStitched	chr4	103741457	103750835	3	8712	22555.9656	214	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.6685	214	1
5_MACS_peak_1090_lociStitched	chr1	66736725	66750444	5	11780	18066.5511	215	1	PDE4B	PDE4B	PDE4B	PDE4B	0.1516	215	1
8_MACS_peak_12811_lociStitched	chr17	36570773	36587913	8	12665	16163.02	216	1	ARHGAP23	ARHGAP23	ARHGAP23	ARHGAP23	0.2391	216	1
8_MACS_peak_25617_lociStitched	chr5	14204926	14230479	8	13082	15147.8184	217	1	TRIO		TRIO	TRIO	0.1341	217	1
2_MACS_peak_3186_lociStitched	chr1	228268823	228279489	2	9631	21341.5994	218	1	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	ARF1	1.0764	218	1
5_MACS_peak_25271_lociStitched	chr4	153580649	153601886	5	12695	15961.7292	219	1	TMEM154		TMEM154	TMEM154	0.456	219	1
8_MACS_peak_6350_lociStitched	chr12	9865307	9886363	8	13629	13454.784	220	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	0.5841	220	1
6_MACS_peak_22083_lociStitched	chr3	50272820	50286913	6	11701	17743.087	221	1	GNAI2	GNAT1,SLC38A3,SEMA3B,C3orf45,IFRD2,NAT6,HYAL3	GNAI2	NAT6	0.9538	221	1
4_MACS_peak_1840_lociStitched	chr1	150572655	150587131	4	9898	20629.7476	222	1		MIR4257,MCL1,ENSA	ENSA	MCL1	1.5422	222	1
3_MACS_peak_25142_lociStitched	chr4	144272591	144284628	3	11886	17320.0393	223	1	GAB1		GAB1	GAB1	0.3754	223	1
6_MACS_peak_2072_lociStitched	chr1	156083115	156100307	6	11539	17917.5024	224	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	0.6081	224	1
3_MACS_peak_12376_lociStitched	chr17	6915012	6927211	3	8081	22610.8465	225	1	RNASEK,C17orf49,BCL6B,MIR195,MIR497	ALOX12,SLC16A13,SLC16A11	MIR195	MIR195	1.8119	225	1
3_MACS_peak_17003_lociStitched	chr2	68988899	69004218	3	11101	18497.6925	226	1	ARHGAP25		ARHGAP25	ARHGAP25	0.4084	226	1
4_MACS_peak_10236_lociStitched	chr15	64443306	64459889	4	13337	13559.9191	227	1	SNX22,PPIB,CSNK1G1		PPIB	PPIB	0.791	227	1
3_MACS_peak_10613_lociStitched	chr15	81583758	81597033	3	12930	14528.16	228	1	IL16	STARD5	IL16	STARD5	0.5143	228	1
1_MACS_peak_2827_lociStitched	chr1	203288254	203298538	1	10285	19699.002	229	1		BTG2,LOC730227,FMOD	BTG2	LOC730227	1.3845	229	1
2_MACS_peak_2108_lociStitched	chr1	156709433	156722914	2	11079	18397.5207	230	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	0.8835	230	1
4_MACS_peak_29429_lociStitched	chr6	159228533	159241014	4	11143	18045.0298	231	1	EZR	MIR3918,OSTCL	EZR	EZR	0.4887	231	1
4_MACS_peak_2880_lociStitched	chr1	205279979	205294715	4	11947	16445.376	232	1	NUAK2	KLHDC8A	NUAK2	NUAK2	0.6863	232	1
10_MACS_peak_16182_lociStitched	chr2	27374686	27393590	10	13247	13230.9096	233	1	TCF23	ABHD1,C2orf28,CAD,CGREF1,PREB,C2orf53,SLC5A6	TCF23	C2orf28	0.8608	233	1
7_MACS_peak_2935_lociStitched	chr1	206845675	206865995	7	11794	16715.232	234	1	MAPKAPK2	DYRK3	MAPKAPK2	MAPKAPK2	0.6046	234	1
9_MACS_peak_19661_lociStitched	chr20	34188948	34208159	9	12142	15891.3392	235	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.2098	235	1
2_MACS_peak_12347_lociStitched	chr17	4842526	4854434	2	9602	20293.6136	236	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.3864	236	1
3_MACS_peak_18966_lociStitched	chr2	220109404	220120629	3	10153	19441.7	237	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	DNAJB2	1.0742	237	1
9_MACS_peak_7079_lociStitched	chr12	58222449	58241261	9	12863	13964.1476	238	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	0.4354	238	1
4_MACS_peak_30303_lociStitched	chr7	78113067	78127871	4	13130	13188.8836	239	1	MAGI2		RPL13AP17	RPL13AP17	NONE	239	1
5_MACS_peak_2063_lociStitched	chr1	155937243	155953967	5	11920	16168.7632	240	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.6174	240	1
2_MACS_peak_2163_lociStitched	chr1	159887415	159896056	2	8192	21620.6461	241	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	TAGLN2	1.3415	241	1
4_MACS_peak_22760_lociStitched	chr3	113455486	113468819	4	9398	19995.5001	242	1	ATP6V1A,NAA50	KIAA2018	NAA50	NAA50	0.6404	242	1
4_MACS_peak_16385_lociStitched	chr2	39340776	39357336	4	9989	19098.648	243	1	SOS1		SOS1	SOS1	0.3858	243	1
4_MACS_peak_5844_lociStitched	chr11	102183412	102195707	4	11495	16271.203	244	1	BIRC3	BIRC2	BIRC3	BIRC3	0.6841	244	1
5_MACS_peak_15585_lociStitched	chr19	48824143	48837685	5	9075	20206.0182	245	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.3528	245	1
8_MACS_peak_21118_lociStitched	chr22	39850165	39873263	8	12644	13376.0518	246	1	MGAT3	MGAT3,SMCR7L,ATF4	MGAT3	ATF4	0.8789	246	1
4_MACS_peak_23421_lociStitched	chr3	156869488	156879523	4	8924	20204.469	247	1	CCNL1	LOC339894	CCNL1	CCNL1	0.991	247	1
3_MACS_peak_22778_lociStitched	chr3	114164775	114176226	3	11142	16719.6051	248	1	ZBTB20		ZBTB20	ZBTB20	0.1944	248	1
8_MACS_peak_26661_lociStitched	chr5	131821542	131834192	8	10977	17012.985	249	1	IRF1	IL5	IRF1	IRF1	0.7824	249	1
4_MACS_peak_29799_lociStitched	chr7	25998849	26011933	4	9837	18897.2212	250	1		MIR148A	MIR148A	MIR148A	1.1683	250	1
4_MACS_peak_23031_lociStitched	chr3	128994868	129006786	4	9119	19867.306	251	1	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	1.6019	251	1
3_MACS_peak_22724_lociStitched	chr3	112207705	112219884	3	11287	15915.5172	252	1	BTLA		BTLA	BTLA	0.7361	252	1
2_MACS_peak_33192_lociStitched	chr9	73026058	73036979	2	7884	21009.8198	253	1	KLF9		KLF9	KLF9	0.5196	253	1
1_MACS_peak_5364_lociStitched	chr11	65336000	65345598	1	9599	18811.1202	254	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	FAM89B	1.6483	254	1
2_MACS_peak_17320_lociStitched	chr2	96864079	96875374	2	10980	16383.3975	256	1	STARD7	LOC285033	STARD7	STARD7	0.6071	256	1
4_MACS_peak_27933_lociStitched	chr6	32152272	32164711	4	9884	18252.9886	257	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	PBX2	PBX2	0.9433	257	1
3_MACS_peak_23125_lociStitched	chr3	135906023	135917293	3	9083	19391.162	258	1	MSL2		MSL2	MSL2	0.5004	258	1
5_MACS_peak_16949_lociStitched	chr2	65609180	65624100	5	11058	16158.36	259	1	SPRED2	SPRED2	SPRED2	SPRED2	0.355	259	1
9_MACS_peak_19512_lociStitched	chr20	30292952	30311896	9	12503	12741.7344	260	1	BCL2L1	TPX2	BCL2L1	BCL2L1	0.4337	260	1
7_MACS_peak_21845_lociStitched	chr3	42098762	42114876	7	10791	16610.3112	261	1		TRAK1	TRAK1	TRAK1	0.222	261	1
4_MACS_peak_27697_lociStitched	chr6	26017512	26034739	4	9529	18689.5723	262	1	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.8057	262	1
9_MACS_peak_18433_lociStitched	chr2	182321126	182338991	9	12928	11326.41	263	1	ITGA4		ITGA4	ITGA4	0.2728	263	1
4_MACS_peak_20501_lociStitched	chr21	44771819	44783791	4	9572	18566.1776	264	1			SIK1	SIK1	0.8188	264	1
2_MACS_peak_22266_lociStitched	chr3	57577688	57585664	2	7959	20578.08	265	1	ARF4	PDE12,DNAH12	ARF4	ARF4	0.7677	265	1
5_MACS_peak_18332_lociStitched	chr2	175454459	175465652	5	9404	18728.1276	266	1	WIPF1		WIPF1	WIPF1	0.4155	266	1
1_MACS_peak_17813_lociStitched	chr2	136888874	136898441	1	9568	18437.5224	267	1		CXCR4	CXCR4	CXCR4	1.1498	267	1
3_MACS_peak_20754_lociStitched	chr22	24176383	24191059	3	10773	16384.2864	268	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	DERL3	0.7979	268	1
3_MACS_peak_8321_lociStitched	chr13	46268656	46282493	3	10277	17246.4368	269	1	SPERT		SPERT	SPERT	0.7272	269	1
3_MACS_peak_12895_lociStitched	chr17	38473823	38487194	3	9478	18425.238	270	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.4741	270	1
9_MACS_peak_26702_lociStitched	chr5	133871080	133892126	9	11441	14835.3254	271	1	PHF15		PHF15	PHF15	0.4932	271	1
1_MACS_peak_5174_lociStitched	chr11	58340053	58348134	1	8082	20181.4894	272	1	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.4341	272	1
6_MACS_peak_33799_lociStitched	chr9	127019785	127038130	6	12011	13272.6075	273	1	NEK6	NEK6	NEK6	NEK6	0.3514	273	1
4_MACS_peak_22203_lociStitched	chr3	53914809	53926873	4	8628	19432.6912	274	1	ACTR8,SELK	IL17RB,CHDH	ACTR8	ACTR8	0.2892	274	1
5_MACS_peak_1316_lociStitched	chr1	93415196	93428820	5	11008	15391.0328	275	1	FAM69A		FAM69A	FAM69A	0.2617	275	1
7_MACS_peak_6289_lociStitched	chr12	6889947	6909407	7	11314	14719.544	276	1	CD4	PTMS,LAG3,GPR162,LEPREL2,GNB3,MLF2	CD4	MLF2	0.5091	276	1
5_MACS_peak_13359_lociStitched	chr17	62195441	62209570	5	11133	15071.4043	277	1	ERN1	SNORD104,SNORA76	ERN1	SNORD104	0.4711	277	1
3_MACS_peak_2012_lociStitched	chr1	154908224	154917925	3	8649	19153.6544	278	1	PMVK,PBXIP1	CKS1B,MIR4258,FLAD1,LENEP,PYGO2,SHC1	PMVK	MIR4258	1.7861	278	1
6_MACS_peak_9302_lociStitched	chr14	91829160	91844370	6	12250	12215.151	279	1	CCDC88C		CCDC88C	CCDC88C	0.2882	279	1
5_MACS_peak_8690_lociStitched	chr13	114551038	114567587	5	11537	13934.258	280	1	GAS6	FLJ44054,GAS6	GAS6	GAS6	0.4025	280	1
2_MACS_peak_27343_lociStitched	chr6	290299	300348	2	9548	17738.4948	281	1	DUSP22		DUSP22	DUSP22	0.5752	281	1
3_MACS_peak_10657_lociStitched	chr15	83563421	83574750	3	10985	15136.6769	282	1	HOMER2		HOMER2	HOMER2	0.4064	282	1
5_MACS_peak_21305_lociStitched	chr22	47157418	47173729	5	11033	15030.5865	283	1	TBC1D22A	CERK	TBC1D22A	CERK	0.1642	283	1
6_MACS_peak_32009_lociStitched	chr8	98655190	98670575	6	11466	13957.272	284	1	MTDH		MTDH	MTDH	0.2524	284	1
3_MACS_peak_24261_lociStitched	chr4	15772471	15787548	3	12088	12314.8936	285	1	CD38		CD38	CD38	0.3344	285	1
1_MACS_peak_23771_lociStitched	chr3	184031821	184040895	1	9075	18322.2208	286	1	EIF4G1	ECE2,PSMD2,SNORD66,FAM131A,POLR2H,CLCN2	EIF4G1	EIF4G1	0.9727	286	1
2_MACS_peak_1974_lociStitched	chr1	154296822	154307828	2	7735	19971.4876	287	1	AQP10,ATP8B2		ATP8B2	ATP8B2	0.9992	287	1
2_MACS_peak_33206_lociStitched	chr9	74973418	74981313	2	6221	21444.399	288	1	ZFAND5		ZFAND5	ZFAND5	0.9946	288	1
2_MACS_peak_13920_lociStitched	chr18	13371411	13383397	2	11972	12556.5336	289	1	C18orf1		C18orf1	C18orf1	0.186	289	1
6_MACS_peak_28479_lociStitched	chr6	74224501	74234185	6	8773	18679.4676	290	1	EEF1A1		EEF1A1	EEF1A1	1.2676	290	1
1_MACS_peak_21816_lociStitched	chr3	39187029	39195771	1	8743	18705.2574	291	1	CSRNP1	TTC21A,GORASP1,XIRP1	CSRNP1	CSRNP1	0.9669	291	1
2_MACS_peak_27686_lociStitched	chr6	25404093	25415424	2	11186	14284.9917	292	1	LRRC16A		LRRC16A	LRRC16A	0.2172	292	1
2_MACS_peak_25427_lociStitched	chr4	185200529	185210856	2	9242	17839.8925	293	1			ENPP6	ENPP6	0.0593	293	1
3_MACS_peak_34783_lociStitched	chrX	106953566	106965030	3	10125	16360.2744	294	1	TSC22D3		TSC22D3	TSC22D3	1.2097	294	1
2_MACS_peak_7840_lociStitched	chr12	122236973	122244980	2	7859	19593.9297	295	1	SETD1B,LOC338799	RHOF	LOC338799	LOC338799	1.2083	295	1
3_MACS_peak_20082_lociStitched	chr20	58401016	58417537	3	11476	13489.3965	296	1	PHACTR3		SYCP2	SYCP2	NONE	296	1
3_MACS_peak_2633_lociStitched	chr1	184711387	184725312	3	10875	14827.34	297	1	EDEM3		EDEM3	EDEM3	0.3801	297	1
5_MACS_peak_2850_lociStitched	chr1	204481891	204495303	5	8740	18442.8412	298	1	MDM4	PIK3C2B	MDM4	MDM4	0.5003	298	1
3_MACS_peak_21344_lociStitched	chr22	50353220	50364824	3	9768	16865.2536	299	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.154	299	1
4_MACS_peak_2154_lociStitched	chr1	159035777	159048226	4	9227	17617.8248	300	1	AIM2		AIM2	AIM2	0.7983	300	1
6_MACS_peak_23824_lociStitched	chr3	185264122	185280162	6	10993	14307.68	303	1	LIPH	SENP2,TMEM41A	LIPH	LIPH	0.4187	303	1
6_MACS_peak_6451_lociStitched	chr12	15101254	15115876	6	11690	12570.5334	304	1	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.4939	304	1
10_MACS_peak_22711_lociStitched	chr3	112177032	112194583	10	11817	12196.1899	305	1	BTLA		BTLA	BTLA	0.7361	305	1
8_MACS_peak_19997_lociStitched	chr20	52196281	52215665	8	11320	13442.804	306	1	ZNF217		ZNF217	ZNF217	0.1817	306	1
2_MACS_peak_33970_lociStitched	chr9	132646131	132653345	2	6698	20497.8596	307	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.5849	307	1
3_MACS_peak_3518_lociStitched	chr10	15826458	15837780	3	10960	14147.9712	308	1	FAM188A		ITGA8	ITGA8	NONE	308	1
2_MACS_peak_19107_lociStitched	chr2	232570587	232579275	2	8243	18660.9552	309	1	PTMA,MIR1244-1		PTMA	PTMA	1.2993	309	1
3_MACS_peak_18685_lociStitched	chr2	198069665	198082325	3	10206	15560.406	310	1	ANKRD44		ANKRD44	ANKRD44	0.3682	310	1
1_MACS_peak_1245_lociStitched	chr1	87793223	87803647	1	10425	15066.8496	311	1	LMO4		LMO4	LMO4	0.578	311	1
3_MACS_peak_27573_lociStitched	chr6	15244757	15257538	3	10130	15600.4886	312	1	JARID2		JARID2	JARID2	0.1729	312	1
5_MACS_peak_23017_lociStitched	chr3	128892376	128908046	5	9096	17335.721	313	1	CNBP	ISY1	CNBP	CNBP	0.7316	313	1
10_MACS_peak_21238_lociStitched	chr22	43506325	43526426	10	11988	11154.0449	314	1	BIK	TSPO,TTLL1,MCAT	BIK	BIK	0.418	314	1
3_MACS_peak_28764_lociStitched	chr6	108878014	108888658	3	8818	17679.684	315	1	FOXO3		FOXO3	FOXO3	0.6417	315	1
5_MACS_peak_18610_lociStitched	chr2	191744206	191756967	5	8605	17930.4811	316	1	GLS		GLS	GLS	0.3479	316	1
8_MACS_peak_25444_lociStitched	chr4	185359064	185380191	8	11837	11370.5514	317	1	IRF2		IRF2	IRF2	0.5055	317	1
4_MACS_peak_13351_lociStitched	chr17	62158568	62173543	4	11738	11493.3125	319	1	ERN1	SNORD104	ERN1	SNORD104	0.4711	319	1
1_MACS_peak_32300_lociStitched	chr8	126441111	126449718	1	8608	17773.455	320	1	TRIB1		TRIB1	TRIB1	1.0734	320	1
2_MACS_peak_19206_lociStitched	chr2	241498360	241508943	2	9145	16903.1676	321	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	DUSP28	DUSP28	1.248	321	1
11_MACS_peak_17487_lociStitched	chr2	110337943	110358946	11	11723	11400.4284	322	1	SEPT10	ANKRD57	SEPT10	ANKRD57	0.7712	322	1
3_MACS_peak_2908_lociStitched	chr1	206282359	206294564	3	8584	17699.691	323	1	C1orf186	CTSE	C1orf186	C1orf186	0.4101	323	1
4_MACS_peak_81_lociStitched	chr1	2465724	2482084	4	10118	15136.272	324	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	LOC115110	1.2213	324	1
3_MACS_peak_27515_lociStitched	chr6	11722139	11736300	3	10180	14985.1702	325	1	C6orf105		C6orf105	C6orf105	0.3265	325	1
2_MACS_peak_16552_lociStitched	chr2	47203758	47215495	2	10358	14624.302	326	1	TTC7A	MCFD2	MCFD2	MCFD2	0.4788	326	1
4_MACS_peak_21128_lociStitched	chr22	39903934	39919330	4	10337	14600.0268	327	1	SMCR7L,ATF4	MGAT3,CACNA1I,RPS19BP1	ATF4	ATF4	0.8789	327	1
9_MACS_peak_445_lociStitched	chr1	27058997	27077524	9	11573	11579.375	328	1	ARID1A	PIGV	ARID1A	PIGV	0.4679	328	1
5_MACS_peak_12880_lociStitched	chr17	38251645	38265222	5	9693	15776.474	329	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.8199	329	1
2_MACS_peak_12386_lociStitched	chr17	7136886	7147336	2	8512	17573.765	330	1	DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,C17orf81,SLC2A4,DLG4,MIR324,CLDN7	PHF23	PHF23	1.2447	330	1
3_MACS_peak_18778_lociStitched	chr2	202120796	202130171	3	9342	16297.5	331	1	CASP8		CASP8	CASP8	0.5753	331	1
5_MACS_peak_20270_lociStitched	chr21	30667453	30680711	5	10521	13989.8416	332	1	BACH1		BACH1	BACH1	0.3632	332	1
7_MACS_peak_415_lociStitched	chr1	26436801	26453558	7	11002	12876.0788	333	1	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	PDIK1L	0.5719	333	1
4_MACS_peak_21442_lociStitched	chr3	9435833	9447155	4	8578	17387.1954	334	1	SETD5,LOC440944	THUMPD3	SETD5	SETD5	0.3506	334	1
4_MACS_peak_33847_lociStitched	chr9	129592268	129606348	4	9985	15010.688	335	1	ZBTB43	ZBTB34	ZBTB34	ZBTB34	0.2995	335	1
3_MACS_peak_15898_lociStitched	chr2	8653904	8667675	3	10510	13850.8718	336	1			ID2	ID2	NONE	336	1
3_MACS_peak_22207_lociStitched	chr3	55514781	55524193	3	9165	16358.9972	337	1	WNT5A		WNT5A	WNT5A	0.626	337	1
2_MACS_peak_8180_lociStitched	chr13	35515331	35526842	2	11292	11855.1789	338	1	NBEA		NBEA	NBEA	0.1631	338	1
1_MACS_peak_31534_lociStitched	chr8	38236849	38245041	1	8193	17726.6688	339	1	LETM2,WHSC1L1		WHSC1L1	WHSC1L1	0.4181	339	1
6_MACS_peak_14843_lociStitched	chr19	13043542	13057967	6	10524	13716.7325	340	1	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	CALR	0.816	340	1
3_MACS_peak_17292_lociStitched	chr2	89043946	89056441	3	9007	16490.901	341	1	RPIA	ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.4117	341	1
2_MACS_peak_4382_lociStitched	chr10	104153204	104160041	2	6158	19903.8744	342	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	1.1798	342	1
4_MACS_peak_2960_lociStitched	chr1	207918565	207929666	4	9881	14937.5056	344	1	CD46	MIR29C,MIR29B2	CD46	CD46	0.3897	344	1
4_MACS_peak_26621_lociStitched	chr5	130709795	130720532	4	9720	15217.5501	345	1	CDC42SE2		CDC42SE2	CDC42SE2	0.303	345	1
3_MACS_peak_18940_lociStitched	chr2	219147395	219157701	3	6828	19213.4758	346	1	PNKD,TMBIM1	GPBAR1,PNKD,AAMP	TMBIM1	TMBIM1	0.9218	346	1
7_MACS_peak_20850_lociStitched	chr22	29204970	29221230	7	11541	10910.46	347	1		CCDC117,XBP1	XBP1	XBP1	1.4639	347	1
4_MACS_peak_21656_lociStitched	chr3	25820831	25832788	4	9474	15633.7775	348	1	OXSM,NGLY1		NGLY1	NGLY1	0.2344	348	1
