GENE_ID	locusLine	bin_1_JJN3_jia.bam
NM_183419	chr8(.):101264287-101327327	0.9587
NM_003033	chr8(.):134462090-134589183	1.1058
NM_015117	chr8(.):144514824-144628620	2.1421
NR_029668	chr8(.):9755897-9765982	1.612
NR_024281	chr8(.):9752573-9765839	1.2955
NM_057158	chr8(.):29188616-29211322	1.2848
NM_001394	chr8(.):29188619-29213185	1.1923
NM_144652	chr8(.):38239019-38271061	1.023
NM_017778	chr8(.):38168934-38244790	0.4979
NM_018105	chr8(.):42686816-42703474	0.9402
NR_015374	chr8(.):65481865-65494820	7.5791
NM_152414	chr8(.):65487813-65501186	7.5166
NM_002603	chr8(.):66624904-66706321	0.0991
NM_057749	chr8(.):95887452-95912482	0.9771
NM_015435	chr8(.):101264287-101320487	0.4536
NM_001032282	chr8(.):103656004-103671168	2.793
NM_005655	chr8(.):103656004-103672983	2.5074
NM_148174	chr8(.):103833535-103881397	0.6706
NM_006265	chr8(.):117853172-117892105	0.9089
NR_033886	chr8(.):117881662-117894107	2.7447
NR_037404	chr8(.):117881966-117892039	3.2024
NM_194291	chr8(.):125318158-125389940	0.445
NM_025195	chr8(.):126437562-126455644	2.6041
NM_002467	chr8(.):128743314-128758680	2.9133
NR_031613	chr8(.):129157361-129167434	0.3955
NM_006096	chr8(.):134244413-134314547	1.1009
NM_032611	chr8(.):142427006-142446620	1.9933
NM_005293	chr8(.):142361586-142382365	0.1171
NM_001160354	chr8(.):143776528-143790584	0.0816
NM_015193	chr8(.):143687409-143700833	0.1041
NM_001077527	chr8(.):143733873-143756401	1.2808
NM_005672	chr8(.):143756873-143769145	0.0962
NR_033343	chr8(.):143746725-143769145	0.8757
NM_001166237	chr8(.):144630556-144650231	0.7814
NM_024736	chr8(.):144635476-144650231	0.8633
NM_001100878	chr8(.):144643362-144659928	0.4243
NM_145201	chr8(.):144651954-144665513	1.6759
NM_201378	chr8(.):144984320-145052697	0.804
NM_032789	chr8(.):145046319-145065635	2.2442
NM_000445	chr8(.):144984320-145055913	0.7835
NM_201381	chr8(.):144984320-145023905	0.471
NM_201382	chr8(.):144984320-145023110	0.4678
NM_201383	chr8(.):144984320-145021692	0.4626
NM_201379	chr8(.):144984320-145033088	0.7626
NM_001009184	chr8(.):145059225-145072583	2.0182
NM_201384	chr8(.):144984320-145018758	0.4867
NR_030383	chr8(.):145014358-145024447	1.3459
NM_201380	chr8(.):144984320-145030044	0.8053
NM_001129888	chr8(.):145684199-145696031	2.9335
NM_183057	chr8(.):145643999-145658927	1.7688
NM_032687	chr8(.):145684199-145695849	2.977
NM_017767	chr8(.):145632797-145646917	1.1646
NM_003923	chr8(.):145694114-145706718	2.0701
NM_032902	chr8(.):145717108-145732504	0.1396
NM_138496	chr8(.):145670314-145695418	1.669
NM_005309	chr8(.):145724464-145737555	3.2576
NM_130849	chr8(.):145632797-145647273	1.1387
NM_145754	chr8(.):145686737-145704499	3.27
NM_138431	chr8(.):145729551-145741589	3.535
NM_004260	chr8(.):145731666-145748210	3.8789
NM_013432	chr8(.):145649162-145674812	1.9999
NM_014665	chr8(.):145738362-145755559	2.3224
NM_025251	chr8(.):145749562-145843888	0.1585
NM_138367	chr8(.):145941293-145985970	0.2917
NM_030580	chr8(.):145993500-146017725	0.6898
NM_033301	chr8(.):146010153-146022729	1.7485
NM_000973	chr8(.):146010153-146022805	1.7396
NM_003416	chr8(.):146047902-146073606	0.5571
NM_213605	chr8(.):146019260-146039529	0.4355
NR_003529	chr9(.):21989789-22126093	0.2521
NM_001206	chr9(.):72994512-73034573	0.6481
NM_007203	chr9(.):112537576-112939791	0.1687
NM_001004065	chr9(.):112805877-112939791	0.335
NM_005047	chr9(.):123573331-123610206	0.2378
NM_013355	chr9(.):131459801-131488199	0.1432
NM_198679	chr9(.):134447156-134590229	0.1017
NM_005312	chr9(.):134447156-134617925	0.3108
NM_004936	chr9(.):21997901-22014312	0.2482
NR_024274	chr9(.):21962137-21972753	0.181
NM_058197	chr9(.):21962750-21979826	0.1274
NM_000077	chr9(.):21962750-21980132	0.1258
NM_058195	chr9(.):21962750-21999490	0.811
NM_001012993	chr9(.):112956845-112975413	0.0377
NM_001136562	chr9(.):112882780-112939791	0.4986
NM_005658	chr9(.):123659670-123694173	0.6061
NM_015651	chr9(.):123612930-123644606	1.0908
NM_001190945	chr9(.):123659670-123696451	0.6782
NM_001190947	chr9(.):123659670-123681850	0.1097
NM_001009936	chr9(.):123626852-123644606	1.9023
NR_024408	chr9(.):123600319-123621651	0.3805
NM_005489	chr9(.):130495595-130538621	0.2741
NM_001142532	chr9(.):130495595-130529697	0.1848
NM_001142533	chr9(.):130495595-130522583	0.2177
NM_001142531	chr9(.):130495595-130529719	0.1847
NM_001142534	chr9(.):130495595-130522561	0.2175
NM_170600	chr9(.):130495595-130546048	0.4823
NM_001085347	chr9(.):130488802-130502604	0.3741
NM_001018078	chr9(.):130560507-130581556	0.3401
NM_001261	chr9(.):130543304-130558052	0.9657
NM_004957	chr9(.):130560153-130581556	0.3358
NR_036055	chr9(.):130543196-130553286	1.3786
NM_001122821	chr9(.):131440933-131463675	1.1958
NM_052844	chr9(.):131390939-131424129	0.2468
NM_003011	chr9(.):131446508-131463675	1.2356
NM_032799	chr9(.):131478148-131491408	0.1794
NM_178536	chr9(.):139841767-139854949	0.4935
NM_153200	chr9(.):139752232-139765738	0.5713
NM_000606	chr9(.):139834697-139846426	1.7803
NM_021138	chr9(.):139775964-139826067	1.262
NM_018998	chr9(.):139829886-139844173	1.1316
NM_206920	chr9(.):139741818-139760251	0.9617
NM_014172	chr9(.):139738255-139750490	1.358
NM_001144026	chr9(.):140095118-140118813	0.505
NM_053045	chr9(.):140093534-140105090	0.8283
NM_000832	chr9(.):140028608-140068214	1.0836
NM_001128228	chr9(.):140081068-140100163	1.0229
NM_003731	chr9(.):140078053-140089822	0.982
NM_001013653	chr9(.):140058211-140069491	2.8412
NM_013366	chr9(.):140064235-140088057	0.9206
NM_031297	chr9(.):140109706-140120775	0.5323
NR_037416	chr9(.):140058637-140068722	3.1642
NM_001123384	chrX(.):39905498-40041582	0.4973
NM_005334	chrX(.):153208007-153241819	2.1537
NM_017745	chrX(.):39905498-39961719	0.4165
NM_000054	chrX(.):153165528-153177620	0.1545
NM_000425	chrX(.):153121970-153146399	0.0548
NM_003491	chrX(.):153190376-153205468	3.7505
NM_001666	chrX(.):153167829-153196714	1.9234
NM_002910	chrX(.):153195721-153215232	0.3875
NR_027419	chrX(.):153162984-153177620	0.1386
NM_001025243	chrX(.):153270956-153290342	0.7331
NM_003492	chrX(.):153232990-153253646	4.2748
NR_031757	chrX(.):153280370-153290440	1.3349
NR_036175	chrX(.):153241548-153251627	1.7299
NR_036174	chrX(.):153241547-153251628	1.7299
NM_001110556	chrX(.):153571899-153608006	1.2348
NM_000117	chrX(.):153602596-153614883	0.8234
NM_006730	chrX(.):153624578-153642575	0.9736
NM_001183	chrX(.):153651977-153669862	0.4107
NM_001009934	chrX(.):153624578-153645427	0.8496
NR_000011	chrX(.):153623621-153633756	1.0561
NM_000116	chrX(.):153634876-153655063	0.372
NR_026898	chrX(.):153621570-153635680	0.774
NM_172242	chr10(.):22629398-22711539	0.3205
NM_052997	chr10(.):37409784-37526495	0.3408
NR_033842	chr10(.):45301471-45460137	0.2635
NM_032023	chr10(.):45450218-45495172	1.3474
NM_000698	chr10(.):45864628-45946563	0.472
NM_020338	chr10(.):80823791-81081285	0.2441
NM_000314	chr10(.):89618194-89733532	0.4113
NM_032810	chr10(.):89507874-89582917	0.1481
NM_005180	chr10(.):22605005-22625414	3.1745
NM_012071	chr10(.):22600298-22614237	3.9859
NM_001123376	chr10(.):45401763-45435642	0.105
NM_007021	chr10(.):45466708-45479330	2.681
NM_001039380	chr10(.):45488145-45501470	1.1035
NM_006963	chr10(.):45491272-45505777	0.965
NM_019058	chr10(.):74028676-74040797	2.6172
NM_017626	chr10(.):74087587-74119907	0.4307
NR_028492	chr10(.):89573069-89610369	0.2614
NM_001126049	chr10(.):89613917-89628194	2.7972
NM_024326	chr10(.):104174570-104187893	0.7088
NM_002779	chr10(.):104157375-104183901	0.4552
NM_024040	chr10(.):104178001-104197423	0.7304
NM_002502	chr10(.):104150431-104167281	2.1589
NM_001077494	chr10(.):104149338-104167281	2.0298
NM_001077493	chr10(.):104149228-104167281	2.0177
NR_030169	chr10(.):104191268-104201341	0.4762
NM_030912	chr10(.):104399251-104423076	2.6899
NM_005962	chr10(.):111980761-112052123	0.1183
NM_001008541	chr10(.):111964988-112052123	0.425
NM_130439	chr10(.):111962362-112052123	0.4138
NM_016621	chr11(.):45945869-46147985	0.3389
NM_006819	chr11(.):63948586-63977020	0.838
NM_198498	chr11(.):111121706-111161972	0.0646
NM_001143830	chr11(.):22683159-22839547	0.3118
NM_177553	chr11(.):22684653-22839547	0.3139
NM_005256	chr11(.):22691318-22839547	0.0979
NM_004811	chr11(.):58289343-58348390	1.1865
NM_001143995	chr11(.):58289343-58350639	1.1538
NM_002032	chr11(.):61726756-61740132	2.7216
NM_004265	chr11(.):61590712-61639825	1.0972
NM_024060	chr11(.):62196015-62319332	1.0675
NM_005438	chr11(.):65654691-65672997	1.6043
NM_001077241	chr11(.):65137662-65155142	1.4385
NR_002819	chr11(.):65260232-65278939	2.941
NM_001876	chr11(.):68517350-68614399	0.4214
NM_001031847	chr11(.):68517087-68614399	0.4205
NM_014824	chr11(.):72542789-72858143	0.1722
NM_001166	chr11(.):102212965-102254401	0.2517
NM_015313	chr11(.):120202617-120365645	0.2574
NM_024556	chr11(.):126076618-126137879	0.1645
NM_002017	chr11(.):128558812-128688162	0.5525
NM_001167681	chr11(.):128557388-128688162	0.5473
NM_002939	chr11(.):489511-511821	1.3552
NM_203389	chr11(.):489511-512273	1.3291
NM_001130442	chr11(.):527241-540550	1.0487
NM_198075	chr11(.):532521-559916	0.5812
NM_022725	chr11(.):22639078-22652387	0.5241
NM_000614	chr11(.):58385145-58398205	0.0655
NR_024091	chr11(.):58341586-58398205	1.1621
NM_053023	chr11(.):58341586-58394023	1.2493
NM_013402	chr11(.):61562096-61589529	0.7978
NM_014206	chr11(.):61551601-61565085	1.1642
NM_004111	chr11(.):61555149-61569710	1.0998
NR_031729	chr11(.):61577632-61587712	2.0027
NR_030342	chr11(.):61554966-61565033	1.5392
NM_013401	chr11(.):61659772-61689997	0.1082
NM_001139443	chr11(.):61712355-61736066	1.4621
NM_003357	chr11(.):62181506-62195678	0.2056
NM_022830	chr11(.):62337516-62364109	0.7131
NM_004739	chr11(.):62355674-62374303	1.7237
NM_001404	chr11(.):62322072-62346460	1.1255
NM_001620	chr11(.):62278373-62319332	1.6492
NM_004470	chr11(.):64003412-64016607	2.0745
NM_000932	chr11(.):64013994-64041924	1.173
NM_005528	chr11(.):63992752-64006753	1.6355
NM_001160390	chr11(.):63986270-63998726	1.1923
NM_032344	chr11(.):63988737-64002488	1.5275
NM_004322	chr11(.):64032299-64057176	1.912
NM_178443	chr11(.):63969151-63996363	0.3748
NM_057092	chr11(.):64004587-64016607	2.269
NM_033310	chr11(.):64053792-64072503	0.4843
NM_003377	chr11(.):63997265-64011259	1.959
NM_020155	chr11(.):64048581-64061972	1.9159
NM_001135208	chr11(.):64003603-64016607	2.1019
NM_001039496	chr11(.):64062862-64077239	1.331
NM_001170726	chr11(.):64046810-64061972	1.7009
NM_001160393	chr11(.):63986270-63998341	1.1014
NM_001170881	chr11(.):64047284-64061972	1.752
NM_001177358	chr11(.):64047282-64061972	1.7518
NM_138689	chr11(.):64006950-64019413	2.3822
NM_000244	chr11(.):64565985-64583188	0.262
NM_130803	chr11(.):64565985-64583766	0.2565
NM_004579	chr11(.):64551608-64575713	0.1178
NM_017525	chr11(.):64586661-64617041	0.1205
NM_130800	chr11(.):64565985-64583035	0.2641
NM_130802	chr11(.):64565985-64583213	0.2616
NM_015104	chr11(.):64657003-64689722	0.1945
NR_029829	chr11(.):64653826-64663911	0.152
NM_006795	chr11(.):64615207-64651191	1.5732
NR_029578	chr11(.):64653608-64663718	0.1538
NM_006268	chr11(.):65096345-65125451	0.4489
NM_145719	chr11(.):65117281-65130082	0.3216
NR_028272	chr11(.):65185268-65199003	10.717
NR_030343	chr11(.):65206928-65217028	0.2707
NM_031904	chr11(.):65149040-65185995	1.6574
NM_032223	chr11(.):65378782-65409910	0.8538
NM_001098785	chr11(.):65334819-65346669	3.3367
NM_021070	chr11(.):65301029-65330699	0.7624
NM_033455	chr11(.):65355325-65368467	0.7654
NM_001099409	chr11(.):65338508-65365116	1.6413
NM_002419	chr11(.):65360225-65386720	0.9391
NM_001048218	chr11(.):65287547-65311182	0.8121
NM_006396	chr11(.):65332942-65344239	3.3511
NM_198897	chr11(.):65646210-65661010	1.5873
NM_001335	chr11(.):65642283-65656212	0.2644
NM_025128	chr11(.):65622871-65638914	2.1325
NM_005507	chr11(.):65617284-65630804	2.5115
NM_152760	chr11(.):65596409-65626172	0.6236
NM_016938	chr11(.):65628911-65645340	0.2649
NM_006848	chr11(.):65652874-65664106	2.2029
NM_006442	chr11(.):65681727-65694048	1.3456
NM_152762	chr11(.):65708114-65732434	0.3995
NM_001135635	chr11(.):65679282-65691531	1.3912
NM_001165	chr11(.):102183193-102213465	0.9663
NM_001136105	chr11(.):111164975-111184353	2.4873
NR_034154	chr11(.):111159113-111175539	2.8505
NM_006235	chr11(.):111217980-111255157	3.2147
NM_000190	chr11(.):118950586-118969259	1.2538
NM_002105	chr11(.):118959584-118971177	1.4247
NM_001024382	chr11(.):118953696-118969259	1.4885
NM_001130991	chr11(.):118909895-118932925	0.4572
NM_015517	chr11(.):118987287-119010765	0.253
NM_006389	chr11(.):118909895-118932916	0.4574
NM_014807	chr11(.):118973092-118992827	0.825
NM_021729	chr11(.):118933492-118957688	0.4732
NM_001382	chr11(.):118962212-118977785	1.9032
NM_001142505	chr11(.):119015298-119038374	0.0819
NM_022169	chr11(.):119014749-119038374	0.0805
NM_001198675	chr11(.):120190837-120209388	2.4986
NR_027288	chr11(.):122883273-122895319	0.0469
NM_006597	chr11(.):122923199-122937844	2.2905
NM_032795	chr11(.):126066988-126086587	0.679
NM_152641	chr12(.):46118619-46306819	0.2352
NM_020375	chr12(.):4425358-4474190	0.0912
NM_007273	chr12(.):7069516-7084891	0.5365
NM_001144831	chr12(.):7069514-7084916	0.5357
NM_006143	chr12(.):12808994-12854121	0.3183
NM_004570	chr12(.):18409473-18806352	0.0847
NM_006576	chr12(.):58186159-58214852	0.057
NM_001172697	chr12(.):58171527-58201639	0.1109
NM_005761	chr12(.):94537498-94704225	0.5549
NM_014706	chr12(.):108910990-108960165	0.5093
NM_001082959	chr12(.):125257173-125353519	0.1628
NR_028415	chr12(.):1604656-1618590	0.0374
NM_001759	chr12(.):4377901-4419522	1.0179
NM_001975	chr12(.):7018613-7037859	0.7361
NM_002831	chr12(.):7055433-7075479	1.2328
NR_029779	chr12(.):7067861-7077929	1.1434
NM_080548	chr12(.):7050739-7075479	1.1967
NM_001007026	chr12(.):7028625-7056484	0.9177
NM_006992	chr12(.):7008896-7028406	0.1109
NM_001940	chr12(.):7032479-7056484	1.0544
NR_003010	chr12(.):7071499-7081769	0.6998
NM_138425	chr12(.):7048202-7060165	0.471
NR_029682	chr12(.):7068259-7078354	0.8235
NM_005768	chr12(.):7080346-7130842	0.1107
NM_006331	chr12(.):7074943-7090165	0.4354
NR_036052	chr12(.):9387065-9397147	0.0387
NR_026672	chr12(.):9902163-9918497	0.3708
NM_172004	chr12(.):9870090-9890860	1.4932
NR_036052	chr12(.):12259885-12269967	0.0648
NM_004064	chr12(.):12865301-12880305	6.63
NR_030344	chr12(.):12912582-12922677	0.0453
NM_001130415	chr12(.):12873850-12949399	0.8086
NM_024730	chr12(.):18228802-18248114	0.0358
NM_030762	chr12(.):26267958-26283003	1.8857
NR_028408	chr12(.):46114502-46126704	2.976
NM_018976	chr12(.):46746970-46771645	0.9454
NM_001098532	chr12(.):48123452-48157181	0.207
NM_017842	chr12(.):48161966-48181536	0.294
NM_006105	chr12(.):48123452-48157244	0.2066
NM_001098531	chr12(.):48123452-48157889	0.2038
NM_001098416	chr12(.):48171506-48218763	1.003
NM_031479	chr12(.):57844095-57856791	2.5616
NM_001080157	chr12(.):57861037-57878424	0.0454
NM_001167609	chr12(.):57848933-57871047	1.1769
NM_001160045	chr12(.):57848917-57871047	1.1791
NM_001080156	chr12(.):57861037-57876728	0.0427
NM_032496	chr12(.):57861037-57878633	0.0455
NM_005538	chr12(.):57823542-57849609	0.8959
NM_004990	chr12(.):57876850-57915433	0.6134
NM_005730	chr12(.):58208709-58245747	0.8436
NR_029847	chr12(.):58213391-58223475	0.0895
NM_033276	chr12(.):58330444-58356052	0.2545
NM_014840	chr12(.):106452124-106538811	0.5274
NM_007076	chr12(.):108904050-108918380	0.2403
NM_213595	chr12(.):108951293-108968160	1.9091
NM_181724	chr12(.):108978621-108996894	0.0517
NM_003006	chr12(.):109010679-109032670	1.9844
NR_027345	chr12(.):116966226-116978326	2.1881
NM_001085481	chr12(.):116992185-117019425	0.6459
NR_027346	chr12(.):116966239-116979318	2.0705
NM_019034	chr12(.):122210659-122236594	0.2187
NR_002809	chr12(.):122228172-122246390	3.8994
NM_015048	chr12(.):122237637-122275562	1.8175
NM_021009	chr12(.):125391191-125404587	2.939
NR_002612	chr13(.):50551687-50704677	0.5463
NR_002605	chr13(.):50651413-50684433	0.4822
NR_002183	chr13(.):50741153-50752751	0.0476
NM_022060	chr14(.):23062146-23086265	0.3577
NM_183004	chr14(.):103796235-103816361	1.6823
NM_001969	chr14(.):103795492-103816361	1.6317
NM_133509	chr14(.):68281495-69067738	0.1975
NM_133510	chr14(.):68281495-68949810	0.2103
NM_002877	chr14(.):68281495-68969598	0.2059
NM_004296	chr14(.):72394785-73038238	0.1265
NM_006035	chr14(.):103393715-103528742	0.0547
NM_001128920	chr14(.):103846700-103975166	0.1604
NM_001344	chr14(.):23028806-23063143	0.4405
NM_207442	chr14(.):69256463-69268190	4.6908
NM_004926	chr14(.):69249374-69264785	3.7016
NM_024496	chr14(.):77485885-77500034	4.2647
NM_152592	chr14(.):95878830-95947173	0.0549
NR_003002	chr14(.):95994691-96004966	0.6932
NR_001459	chr14(.):95994248-96006209	0.605
NM_016417	chr14(.):95996322-96016055	0.3809
NM_006291	chr14(.):103587663-103608776	0.1344
NM_001077594	chr14(.):103561480-103581894	1.8674
NR_002964	chr14(.):103799185-103809311	2.5989
NM_025268	chr14(.):105987952-106001539	0.1138
NM_015492	chr15(.):75489220-75509510	2.7381
NM_002943	chr15(.):60775482-60924729	0.4297
NM_134262	chr15(.):60775482-60889707	0.5512
NM_134261	chr15(.):60775482-61526502	0.1127
NM_020908	chr15(.):70335542-70395256	0.5126
NM_015995	chr15(.):31614082-31675102	1.2933
NM_001003942	chr15(.):40375091-40403287	1.1977
NM_033503	chr15(.):40375091-40403639	1.1842
NM_001003940	chr15(.):40375091-40406075	1.1018
NR_030714	chr15(.):70366710-70376807	0.0659
NM_001127190	chr15(.):75069424-75100539	1.1662
NM_000761	chr15(.):75036183-75053941	0.0374
NM_000499	chr15(.):75006882-75022877	0.0706
NM_021819	chr15(.):75100193-75123099	0.0589
NM_001030005	chr15(.):75113950-75129136	0.0536
NM_021823	chr15(.):75310926-75348067	1.7029
NM_138967	chr15(.):75282875-75318836	0.3875
NM_198925	chr15(.):90739561-90777892	0.2524
NM_001013657	chr15(.):90772486-90790312	0.2054
NM_020210	chr15(.):90723151-90777892	0.6664
NM_006384	chr15(.):90768476-90782279	0.2534
NR_033769	chr15(.):93333713-93345338	0.0541
NM_003090	chr15(.):101816714-101840460	1.1737
NM_203472	chr15(.):101806213-101822700	0.9882
NM_014918	chr15(.):101710927-101797137	0.723
NM_022493	chr16(.):774768-795997	0.4797
NM_001172666	chr16(.):635076-684273	0.3625
NM_021168	chr16(.):635172-684273	0.3631
NM_001172663	chr16(.):634356-684273	0.3577
NM_001172664	chr16(.):634668-684273	0.3598
NM_000246	chr16(.):10966054-11023840	0.7097
NM_001079512	chr16(.):10855532-10917621	0.3012
NM_022166	chr16(.):17191180-17569738	0.2063
NM_000078	chr16(.):56990834-57022756	0.1114
NM_005796	chr16(.):67875818-67910219	1.6858
NM_020850	chr16(.):67752004-67845555	0.2245
NM_032259	chr16(.):729701-745400	1.403
NM_001031737	chr16(.):767581-781473	1.0306
NM_001040162	chr16(.):679428-691347	0.8387
NM_138418	chr16(.):686848-703474	1.754
NM_023933	chr16(.):766157-777590	0.9622
NM_032304	chr16(.):772265-784715	0.4549
NM_138769	chr16(.):713132-729171	0.4353
NM_005861	chr16(.):725114-737768	1.4265
NM_003961	chr16(.):721074-733267	0.9321
NM_053284	chr16(.):676011-689116	0.6528
NM_207112	chr16(.):771957-784715	0.4465
NM_145294	chr16(.):694362-722829	0.5849
NM_153350	chr16(.):737499-760825	0.6345
NM_001005920	chr16(.):726666-739439	1.3947
NM_024042	chr16(.):760172-772480	0.7841
NM_001130007	chr16(.):11956984-12015519	0.4006
NM_001130006	chr16(.):11956984-12014825	0.4045
NM_001192	chr16(.):12053963-12066925	3.0443
NM_032167	chr16(.):12065601-12152141	0.17
NR_024370	chr16(.):29870003-29884374	0.8046
NM_002383	chr16(.):29812854-29827504	7.4563
NR_015396	chr16(.):29870154-29884374	0.8124
NM_145239	chr16(.):29818408-29832202	5.2324
NM_007317	chr16(.):29797057-29821706	3.9835
NM_006319	chr16(.):29864677-29879578	0.7823
NM_024516	chr16(.):29822527-29838816	2.8569
NM_152338	chr16(.):29784560-29796840	0.0898
NM_005115	chr16(.):29826714-29864360	0.8791
NM_138447	chr16(.):30609699-30626682	1.0381
NM_024031	chr16(.):30657240-30672734	4.1627
NM_001105079	chr16(.):30670777-30687131	1.0984
NR_002966	chr16(.):30716857-30726986	0.0882
NM_006662	chr16(.):30705461-30756450	0.6699
NM_003414	chr16(.):31880078-31933627	0.6426
NM_001010989	chr16(.):56960747-56982793	1.7401
NM_018110	chr16(.):57500869-57525385	0.1737
NM_153837	chr16(.):57571600-57616100	0.227
NM_033212	chr16(.):57541089-57575477	0.7718
NM_001185057	chr16(.):67202764-67214643	1.2683
NM_003946	chr16(.):67202755-67214643	1.2674
NM_001040715	chr16(.):67204504-67222883	0.8796
NM_001950	chr16(.):67221067-67237821	0.2808
NM_024712	chr16(.):67228027-67242927	0.0704
NM_033309	chr16(.):67177004-67189902	0.1849
NM_025187	chr16(.):67138914-67187442	0.1602
NM_178516	chr16(.):67213281-67229107	0.7057
NM_003789	chr16(.):67183088-67198812	0.6676
NM_001538	chr16(.):67192287-67208848	1.3904
NM_001185058	chr16(.):67199404-67214643	1.0374
NM_018378	chr16(.):67188890-67203077	0.7158
NR_029887	chr16(.):67231223-67241298	0.0728
NM_014187	chr16(.):67256015-67268182	0.4515
NM_012163	chr16(.):67236041-67265721	0.2211
NM_001004055	chr16(.):67236041-67265901	0.22
NM_018430	chr16(.):67836009-67866971	0.2914
NM_025082	chr16(.):67857059-67886361	1.8709
NM_020457	chr16(.):67871212-67883098	4.1287
NM_198443	chr16(.):67913780-67925271	0.0892
NM_006742	chr16(.):67922174-67968581	0.2241
NM_014329	chr16(.):67901998-67923406	0.4625
NM_006927	chr16(.):70408337-70477991	1.0119
NM_145059	chr16(.):70483497-70519177	0.4364
NM_001031804	chr16(.):79622744-79639622	3.0907
NM_001184854	chr16(.):87736417-87804598	0.1646
NM_001142864	chr16(.):88776745-88856372	0.3706
NM_030928	chr16(.):88865185-88880666	1.0905
NM_000485	chr16(.):88870876-88883342	0.8335
NM_017575	chr17(.):1958132-2212069	0.4218
NM_001170957	chr17(.):1958132-2211813	0.4221
NM_003204	chr17(.):46120685-46143907	3.1491
NM_022066	chr17(.):74380612-74454288	0.2087
NM_006445	chr17(.):1548922-1593176	0.2979
NM_021947	chr17(.):2202247-2233553	0.4448
NM_005022	chr17(.):4843946-4856825	4.8048
NM_153357	chr17(.):6939948-6952242	0.0378
NM_020877	chr17(.):7618038-7742058	0.1859
NR_036488	chr17(.):70394462-70593943	0.1774
NM_004252	chr17(.):72739762-72770499	0.6809
NM_001113492	chr17(.):75278972-75501678	0.2841
NM_006640	chr17(.):75310596-75501678	0.3239
NM_001113491	chr17(.):75272491-75501678	0.2788
NM_001163075	chr17(.):76137433-76167364	0.8523
NM_001164407	chr17(.):1601083-1618662	0.082
NM_000934	chr17(.):1641129-1663559	0.067
NR_028505	chr17(.):1609797-1624566	1.4789
NM_001163811	chr17(.):1622833-1646893	0.7422
NM_001163809	chr17(.):1623124-1646893	0.7507
NM_001165920	chr17(.):1641319-1663559	0.0657
NM_002615	chr17(.):1660258-1685868	0.1974
NR_029494	chr17(.):1612196-1622281	2.1086
NM_152348	chr17(.):1614816-1646893	1.2079
NM_000080	chr17(.):4796063-4811369	0.7535
NM_001145536	chr17(.):4797947-4811227	0.8572
NM_001165417	chr17(.):4835425-4848462	1.3836
NM_000173	chr17(.):4830591-4843325	0.5633
NM_015528	chr17(.):4838629-4853517	4.2357
NM_006612	chr17(.):4896242-4936694	0.3018
NM_015099	chr17(.):4866286-4895960	0.8192
NM_001171168	chr17(.):4866286-4895665	0.8271
NM_053013	chr17(.):4849383-4865426	3.4739
NM_001167985	chr17(.):4886424-4905905	0.933
NM_004890	chr17(.):4857520-4876132	0.8313
NM_001004333	chr17(.):6910797-6922851	2.1724
NM_001142799	chr17(.):6913072-6925839	2.1659
NM_201566	chr17(.):6934393-6948440	0.2288
NR_029712	chr17(.):6915933-6926020	2.4799
NM_181844	chr17(.):6921368-6937961	0.1757
NM_000697	chr17(.):6894383-6919055	0.7987
NR_030178	chr17(.):6916229-6926341	2.3456
NM_001005273	chr17(.):7787168-7821075	0.8843
NM_001080424	chr17(.):7738234-7763118	2.2672
NM_144607	chr17(.):7756063-7770600	0.6745
NM_032356	chr17(.):7755002-7766172	0.8772
NM_001005271	chr17(.):7783122-7821075	0.8034
NM_203411	chr17(.):7753383-7764417	0.9324
NM_006041	chr17(.):14199505-14254492	0.5719
NR_026880	chr17(.):14202056-14214062	2.435
NM_012452	chr17(.):16837397-16880402	0.2827
NR_000010	chr17(.):27044599-27054671	1.8744
NR_000009	chr17(.):27045698-27055772	2.5897
NM_031934	chr17(.):27036298-27049908	0.8502
NM_001142625	chr17(.):27036298-27050286	0.8336
NM_000984	chr17(.):27041999-27056374	2.2134
NM_138463	chr17(.):27046365-27058230	2.6243
NR_000014	chr17(.):27045446-27055509	2.2644
NR_000013	chr17(.):27042567-27052634	1.1306
NM_004295	chr17(.):27066022-27082976	1.0846
NM_152465	chr17(.):27025533-27043872	0.1081
NR_024579	chr17(.):27036298-27050251	0.8354
NM_001160407	chr17(.):27046365-27058949	2.4777
NM_178170	chr17(.):27050831-27074784	1.6487
NM_002981	chr17(.):32682398-32695252	0.4954
NM_005408	chr17(.):32678470-32690629	0.1302
NM_005623	chr17(.):32641065-32653421	0.1094
NM_001017368	chr17(.):33331130-33395759	0.239
NM_057178	chr17(.):33331130-33421294	0.4817
NM_017559	chr17(.):33443630-33462751	0.2789
NM_001142571	chr17(.):33421810-33451888	0.1952
NM_001199417	chr17(.):36579719-36673628	0.1809
NM_020876	chr17(.):36608643-36673628	0.0703
NM_001130677	chr17(.):36822958-36836187	0.4815
NM_005937	chr17(.):36856872-36891056	1.4464
NM_007144	chr17(.):36885149-36909558	0.9947
NM_002795	chr17(.):36904001-36925478	0.8442
NM_001136498	chr17(.):36881509-36896858	0.3116
NM_001145301	chr17(.):38469472-38518895	0.774
NM_152219	chr17(.):38511904-38525945	0.0724
NM_000964	chr17(.):38460422-38518895	0.7094
NM_001024809	chr17(.):38493270-38518895	0.0624
NM_001254	chr17(.):38439145-38464413	0.1598
