GENE_ID	locusLine	bin_1_10_0EWW_0229Kronos_MM1S-KB-24hr-2_H3K18Ac_hs-dm_i19.bam
NM_001007075	chr4(.):39041450-39132853	0.1314
NM_001098634	chr4(.):40420271-40636883	0.2841
NM_004310	chr4(.):40193526-40251281	1.7038
NM_001130017	chr4(.):76927336-77038955	0.2703
NM_005327	chr4(.):108905869-108961331	0.6601
NM_024900	chr4(.):129725778-129790787	0.3361
NM_199320	chr4(.):129725778-129801379	0.2949
NM_002039	chr4(.):144252982-144400718	0.5747
NM_002199	chr4(.):185303875-185400726	2.3161
NR_031688	chr4(.):9552788-9562937	0.1654
NM_024943	chr4(.):38963440-39039041	0.5063
NM_017581	chr4(.):40332468-40361973	0.0408
NM_021114	chr4(.):57671033-57692893	0.2788
NM_001076	chr4(.):69398132-69439240	0.6381
NM_001077	chr4(.):69397902-69439245	0.6352
NM_001076	chr4(.):69507314-69541374	0.2758
NM_031889	chr4(.):71489460-71517536	0.1176
NM_144646	chr4(.):71516257-71537348	2.8648
NM_020368	chr4(.):71549195-71561268	1.0205
NM_014961	chr4(.):71582695-71664274	0.0965
NM_001130709	chr4(.):71565653-71660614	0.1697
NM_018115	chr4(.):76866067-76917113	0.0944
NM_002416	chr4(.):76917622-76933641	0.1382
NM_001565	chr4(.):76937270-76949650	1.1691
NM_001179	chr4(.):76990862-77038955	0.0619
NM_005409	chr4(.):76949839-76962350	0.0852
NM_004354	chr4(.):78073356-78096213	0.6733
NM_020236	chr4(.):78778804-78878944	0.1489
NM_015697	chr4(.):84179976-84211067	0.4561
NM_014395	chr4(.):100732980-100796346	0.4966
NM_021970	chr4(.):100794494-100820703	0.1906
NM_003998	chr4(.):103417485-103543459	0.4006
NM_025212	chr4(.):105388342-105417467	1.8016
NM_017700	chr4(.):106468776-106557837	0.2558
NM_005841	chr4(.):124315682-124329909	0.893
NM_199327	chr4(.):124312955-124329907	0.7597
NM_032623	chr4(.):140182316-140206492	0.3372
NM_152680	chr4(.):153542265-153606317	0.5116
NM_001104631	chr5(.):58259865-59194621	0.1867
NM_006203	chr5(.):58259865-58887324	0.1627
NM_001165899	chr5(.):58259865-59788925	0.1311
NM_001197218	chr5(.):58259865-59069438	0.2054
NM_002372	chr5(.):109020155-109208429	0.5825
NM_014979	chr5(.):75374304-75626416	0.1598
NM_015071	chr5(.):142145291-142613572	0.1927
NM_012304	chr5(.):15495304-15944900	0.0828
NM_016338	chr5(.):61703572-61929416	0.2865
NM_001134779	chr5(.):61709710-61929416	0.2872
NM_001131005	chr5(.):88009057-88204922	0.7369
NM_002397	chr5(.):88009057-88184283	0.72
NM_001193349	chr5(.):88009057-88124744	0.447
NM_001131055	chr5(.):175080039-175118245	0.4905
NM_001040446	chr5(.):32222110-32318114	0.2499
NM_024669	chr5(.):55390506-55534186	0.6069
NR_015436	chr5(.):87831596-87985620	0.3289
NM_152624	chr5(.):112307432-112361667	0.1612
NM_001077654	chr5(.):118599417-118735294	0.5877
NM_005460	chr5(.):121642819-121804794	0.1771
NM_001038702	chr5(.):130594701-130735382	0.3412
NM_003060	chr5(.):131700400-131736306	0.1863
NM_018924	chr5(.):140744961-140897546	0.1606
NM_018922	chr5(.):140724827-140897546	0.1479
NM_018915	chr5(.):140713353-140897546	0.142
NM_018916	chr5(.):140718600-140897546	0.1444
NM_018912	chr5(.):140705251-140897546	0.139
NM_003736	chr5(.):140762451-140897546	0.1703
NM_018923	chr5(.):140734702-140897546	0.1547
NM_001079812	chr5(.):140889587-141003622	0.2176
NM_018920	chr5(.):140757466-140897546	0.1683
NM_018918	chr5(.):140738897-140897546	0.1578
NM_018917	chr5(.):140729767-140897546	0.1512
NM_018919	chr5(.):140748650-140897546	0.1639
NM_001020825	chr5(.):142652495-142788254	0.3417
NM_001018076	chr5(.):142652495-142789045	0.3399
NM_001018075	chr5(.):142652495-142820077	0.3077
NM_015621	chr5(.):150555612-150608654	0.3998
NM_004045	chr5(.):151117382-151143210	0.7585
NM_198321	chr5(.):153565294-153805543	0.1905
NM_138379	chr5(.):156341292-156395266	0.7223
NM_005990	chr5(.):171464073-171620346	0.3183
NM_022455	chr5(.):176555832-176732214	0.196
NM_172349	chr5(.):176555079-176732214	0.1957
NM_002406	chr5(.):180212540-180235048	1.4115
NM_001114619	chr5(.):180212540-180235902	1.4034
NM_001114618	chr5(.):180212540-180241817	1.6212
NM_001114617	chr5(.):180212540-180242137	1.6058
NM_001193376	chr5(.):1248286-1300162	0.0553
NM_030782	chr5(.):1312999-1350002	2.2748
NM_001145161	chr5(.):6443735-6501834	1.4343
NM_001171805	chr5(.):6709717-6762161	0.2983
NM_001171806	chr5(.):6741100-6762161	0.0447
NM_006713	chr5(.):32580604-32609185	1.7429
NR_034127	chr5(.):43060288-43072073	1.6151
NM_001014279	chr5(.):43034181-43045447	2.0157
NR_034085	chr5(.):43011149-43023913	0.865
NR_015447	chr5(.):43037235-43050370	1.7172
NR_034086	chr5(.):43009830-43023913	1.1557
NM_002184	chr5(.):55225924-55295821	0.3901
NM_181506	chr5(.):61869561-61882275	0.4431
NM_020726	chr5(.):65013022-65130111	0.3522
NR_036243	chr5(.):86405695-86415771	1.7669
NR_024384	chr5(.):87955262-87974146	2.1985
NR_024383	chr5(.):87955262-87979262	1.7845
NR_030741	chr5(.):87957670-87967757	0.4926
NM_005668	chr5(.):100137638-100243987	0.5235
NM_175052	chr5(.):100216014-100243970	1.3895
NR_033175	chr5(.):109213882-109226200	0.0803
NM_005669	chr5(.):112207080-112263031	0.4734
NM_014350	chr5(.):118686595-118735294	0.1715
NM_000588	chr5(.):131391346-131403896	0.2216
NM_000758	chr5(.):131404484-131416859	0.2195
NR_037500	chr5(.):131696181-131706291	0.2923
NM_002198	chr5(.):131812300-131831465	1.2731
NM_001013717	chr5(.):131741672-131803059	3.4622
NM_005732	chr5(.):131887615-131985313	0.1532
NM_000879	chr5(.):131872135-131884214	0.051
NM_016480	chr5(.):138672518-138710409	0.1286
NM_194296	chr5(.):138727455-138744776	0.7264
NM_152686	chr5(.):138740891-138780214	0.4826
NM_152685	chr5(.):138697884-138724039	0.4715
NM_001033112	chr5(.):138673133-138710409	0.1304
NM_001161546	chr5(.):138722634-138735885	2.4687
NM_016459	chr5(.):138718256-138730605	3.0842
NM_032088	chr5(.):140766482-140897546	0.1733
NM_032406	chr5(.):140859740-140872356	0.0375
NM_032407	chr5(.):140863807-140876444	0.0496
NM_018925	chr5(.):140772694-140897546	0.1805
NM_032092	chr5(.):140795536-140897546	0.2075
NM_003735	chr5(.):140805157-140897546	0.2207
NM_018921	chr5(.):140777519-140897546	0.1868
NM_018929	chr5(.):140863807-140897546	0.5039
NM_018913	chr5(.):140787742-140897546	0.1984
NM_002588	chr5(.):140850568-140897546	0.3902
NM_018926	chr5(.):140782769-140897546	0.1931
NM_018928	chr5(.):140859740-140897546	0.4518
NM_018927	chr5(.):140792281-140897546	0.2052
NM_000024	chr5(.):148201155-148213197	2.4137
NM_006058	chr5(.):150404505-150465997	0.3255
NM_001155	chr5(.):150475266-150542443	0.7168
NM_001193544	chr5(.):150475266-150526216	0.5648
NM_000405	chr5(.):150627612-150654953	0.3548
NM_005754	chr5(.):151146475-151189915	0.3018
NR_002168	chr5(.):156272548-156284539	0.0819
NR_028472	chr5(.):156346099-156357013	1.1461
NM_001171183	chr5(.):171616175-171635458	0.0567
NM_004417	chr5(.):172190092-172203203	2.3928
NM_030627	chr5(.):173310330-173392313	0.7254
NM_022304	chr5(.):175103463-175116558	0.0662
NM_001031677	chr5(.):176723198-176735744	1.3437
NM_006480	chr5(.):176779843-176804599	0.4623
NM_006816	chr5(.):176753562-176783885	0.2371
NM_031300	chr5(.):176729205-176744292	0.996
NM_001142935	chr5(.):176727500-176744292	1.2289
NM_013237	chr5(.):176725834-176738950	1.3454
NR_027183	chr5(.):180251958-180267726	1.1514
NM_152283	chr5(.):180269610-180293286	0.3118
NR_027908	chr6(.):33548882-33566115	0.3028
NR_028361	chr6(.):33546475-33561803	0.6897
NM_181356	chr6(.):44791469-45350670	0.0737
NM_003599	chr6(.):44792449-45350575	0.0738
NM_012288	chr6(.):52357199-52446862	1.5423
NM_033515	chr6(.):129893239-130036370	0.4465
NM_000876	chr6(.):160385130-160532583	0.172
NM_001195286	chr6(.):386738-416443	0.8079
NM_001168344	chr6(.):7102829-7257213	0.348
NM_001003699	chr6(.):7103085-7257213	0.3486
NR_037616	chr6(.):7876482-8069647	1.161
NM_001080480	chr6(.):20095934-20217670	0.2696
NM_001173977	chr6(.):25274655-25625758	0.6708
NM_014641	chr6(.):30662583-30690458	0.5412
NM_172166	chr6(.):31702724-31735455	1.0618
NM_152735	chr6(.):33417355-33430320	0.1472
NM_004348	chr6(.):45384913-45523819	0.3401
NM_001024630	chr6(.):45291053-45523819	0.2527
NM_016021	chr6(.):90031343-90067619	1.4579
NM_001455	chr6(.):108877068-109010971	1.5284
NM_201559	chr6(.):108876025-109010971	1.5178
NM_032131	chr6(.):109164618-109300352	1.1754
NM_173674	chr6(.):117798819-117896020	0.5066
NM_001079823	chr6(.):129199285-129842710	0.1153
NM_153235	chr6(.):139556198-139618208	0.8707
NM_006734	chr6(.):143067603-143271338	0.3117
NM_024630	chr6(.):157797556-158099977	0.4224
NM_020185	chr6(.):287100-356355	2.4108
NM_001145549	chr6(.):7876482-7915310	3.2306
NM_030810	chr6(.):7876482-7916047	3.2497
NR_033910	chr6(.):10407550-10421402	0.6409
NM_001032280	chr6(.):10391915-10417607	0.435
NM_001042425	chr6(.):10391915-10424797	0.3977
NR_027793	chr6(.):10423017-10440055	0.2853
NM_003220	chr6(.):10391915-10420470	0.448
NM_032744	chr6(.):11708887-11784280	0.6985
NR_002174	chr6(.):25076294-25143051	0.3362
NR_027626	chr6(.):25103200-25143620	0.513
NM_005319	chr6(.):26050967-26061699	1.6267
NM_003537	chr6(.):26026816-26037288	1.5064
NM_003544	chr6(.):26022123-26032480	1.0718
NM_021062	chr6(.):26038454-26048885	1.3077
NM_003531	chr6(.):26040638-26051097	1.3101
NM_005325	chr6(.):26012259-26023040	0.7441
NM_003538	chr6(.):26016906-26027278	1.1686
NM_003513	chr6(.):26028319-26038796	1.1473
NM_003529	chr6(.):26015717-26026186	0.8605
NM_021065	chr6(.):26194011-26204471	2.2572
NM_003530	chr6(.):26192011-26204464	1.9167
NM_138720	chr6(.):26153348-26176576	1.0499
NM_003523	chr6(.):26179023-26189458	0.6288
NM_003539	chr6(.):26183937-26194304	0.7647
NM_003545	chr6(.):26199872-26210249	1.6785
NM_005321	chr6(.):26151558-26162343	1.4364
NM_003522	chr6(.):26194786-26205216	2.6229
NM_003518	chr6(.):26211427-26221872	0.9815
NM_021052	chr6(.):26212147-26222711	0.9671
NM_003532	chr6(.):26220382-26230844	0.7314
NM_003524	chr6(.):26246878-26257303	2.0041
NM_003547	chr6(.):26241838-26252205	1.8006
NM_003540	chr6(.):26235653-26246021	0.2198
NM_021018	chr6(.):26245369-26255835	1.9993
NM_005320	chr6(.):26229439-26240216	0.7212
NM_001145008	chr6(.):26397464-26420444	0.2313
NM_001197240	chr6(.):26378328-26400100	0.39
NM_001197247	chr6(.):26360397-26383540	1.0807
NM_001197238	chr6(.):26378323-26400100	0.39
NM_007047	chr6(.):26360397-26383548	1.0817
NM_001197237	chr6(.):26378438-26400100	0.3892
NM_001197248	chr6(.):26360469-26383540	1.0649
NM_001197246	chr6(.):26363405-26383540	0.4832
NM_021064	chr6(.):27095816-27106314	1.2475
NM_080593	chr6(.):27101071-27119637	1.1366
NM_080596	chr6(.):27109907-27120346	1.0444
NR_036096	chr6(.):27110404-27120467	1.0794
NM_021058	chr6(.):27095094-27105575	1.2329
NM_003495	chr6(.):27102087-27112457	0.7387
NM_021066	chr6(.):27777079-27787518	1.2595
NM_003536	chr6(.):27772841-27783314	1.7156
NM_003509	chr6(.):27770976-27781445	1.2386
NM_003519	chr6(.):27770256-27780709	1.2115
NM_003521	chr6(.):27777821-27788267	1.191
NM_003535	chr6(.):27853092-27863570	1.6586
NM_003527	chr6(.):27856202-27866669	1.7126
NM_003520	chr6(.):27801439-27811888	1.9261
NM_003511	chr6(.):27828106-27838576	0.673
NM_003533	chr6(.):27834622-27845099	0.3505
NM_003510	chr6(.):27800657-27811117	1.9314
NM_003541	chr6(.):27793951-27804305	0.7024
NM_005322	chr6(.):27829569-27840359	0.7276
NM_033057	chr6(.):27873962-27885174	0.0404
NM_021968	chr6(.):27786902-27797258	0.7405
NM_003514	chr6(.):27855476-27865963	1.706
NM_003546	chr6(.):27835925-27846289	0.2152
NM_003587	chr6(.):30615895-30645830	0.1002
NM_001161376	chr6(.):30609815-30625987	0.3129
NM_133471	chr6(.):30639165-30660672	1.2684
NM_001134870	chr6(.):30639165-30660093	1.3024
NM_007243	chr6(.):30650825-30663769	1.4836
NM_178014	chr6(.):30683156-30698195	0.9986
NM_021246	chr6(.):31678132-31690581	0.0649
NM_138275	chr6(.):31686160-31697851	0.7753
NR_033488	chr6(.):31649725-31675850	0.2547
NM_013974	chr6(.):31689816-31703039	1.0879
NM_025262	chr6(.):31639460-31653150	0.2065
NM_001288	chr6(.):31693357-31709341	2.8335
NM_001003693	chr6(.):31669683-31683372	0.4337
NM_021160	chr6(.):31649725-31676137	0.2522
NR_024541	chr6(.):31674752-31686842	0.0543
NM_025261	chr6(.):31681424-31694510	0.0668
NM_001039651	chr6(.):31725772-31737624	0.131
NM_025258	chr6(.):31728370-31750108	0.6259
NR_002742	chr6(.):31799852-31809916	1.0489
NM_000434	chr6(.):31821828-31835709	0.2834
NM_021177	chr6(.):31760173-31779743	0.8606
NR_002745	chr6(.):31798039-31808103	1.1528
NM_001178045	chr6(.):31825969-31850448	0.1823
NM_001040438	chr6(.):31797692-31812541	0.8214
NM_005345	chr6(.):31778290-31790719	0.8695
NM_005527	chr6(.):31772395-31787835	0.441
NM_001178044	chr6(.):31825969-31851823	0.1761
NM_006295	chr6(.):31740296-31768712	1.1732
NM_005346	chr6(.):31790511-31803031	1.4034
NM_022107	chr6(.):32153542-32168300	1.8487
NM_138717	chr6(.):32116300-32136452	0.1416
NM_001136	chr6(.):32143745-32157023	0.7071
NM_004557	chr6(.):32157619-32196844	0.6415
NM_032741	chr6(.):32130982-32150888	0.5076
NM_002586	chr6(.):32147509-32162963	1.2469
NM_006913	chr6(.):32141161-32153570	0.7869
NR_003129	chr6(.):32141231-32153567	0.7915
NM_030651	chr6(.):32111139-32124720	0.1874
NM_005155	chr6(.):32116621-32136452	0.143
NM_006411	chr6(.):32130982-32148916	0.5559
NR_037169	chr6(.):32115578-32127142	0.2092
NM_030652	chr6(.):32127404-32141062	0.0569
NM_002800	chr6(.):32816937-32832628	0.8778
NM_000544	chr6(.):32788186-32811547	0.2028
NM_018833	chr6(.):32784609-32811547	0.2031
NM_002120	chr6(.):32775539-32789825	0.2608
NM_000593	chr6(.):32807985-32826748	1.2467
NR_027771	chr6(.):32839254-32852851	0.0519
NM_004159	chr6(.):32803493-32817712	0.851
NM_148919	chr6(.):32803493-32816816	0.9019
NR_037178	chr6(.):32856952-32876535	0.2392
NR_037174	chr6(.):32806862-32819277	0.8236
NM_001164267	chr6(.):33241879-33262304	0.1663
NM_022551	chr6(.):33234851-33249281	0.5248
NM_172209	chr6(.):33262471-33287164	1.2357
NM_004761	chr6(.):33254430-33272176	0.8146
NM_172208	chr6(.):33266409-33287164	1.3275
NM_003782	chr6(.):33239916-33251602	0.2025
NR_024517	chr6(.):33281334-33295793	1.6979
NM_014260	chr6(.):33252377-33263711	0.2425
NM_005453	chr6(.):33277181-33290512	1.4892
NM_001145338	chr6(.):33277181-33290719	1.5323
NM_022553	chr6(.):33213048-33244662	0.3745
NM_001185181	chr6(.):33252411-33263709	0.2432
NM_006772	chr6(.):33382846-33426466	0.2797
NM_015921	chr6(.):33379318-33391065	0.4493
NR_001444	chr6(.):33327513-33339139	0.0593
NM_002263	chr6(.):33354312-33382699	0.3295
NM_002636	chr6(.):33373772-33389230	0.5401
NM_001188	chr6(.):33535322-33553070	0.9949
NM_002224	chr6(.):33584155-33669348	0.1851
NR_037152	chr6(.):36639236-36660116	0.6786
NM_078467	chr6(.):36639266-36660116	0.6794
NR_037150	chr6(.):36639313-36660116	0.6808
NM_000389	chr6(.):36641455-36660116	0.7497
NR_037151	chr6(.):36641486-36660116	0.7509
NM_000322	chr6(.):42659332-42695358	0.1191
NM_003192	chr6(.):42707233-42718884	0.8404
NR_037141	chr6(.):42690313-42700932	0.1834
NM_015349	chr6(.):42783793-42841296	0.0565
NM_018426	chr6(.):44090375-44128256	0.1941
NM_007058	chr6(.):44121547-44157139	0.0666
NM_032111	chr6(.):44076372-44100191	1.2137
NM_002388	chr6(.):52123811-52154582	0.176
NM_052872	chr6(.):52096483-52114298	0.0728
NM_014051	chr6(.):52530883-52556385	0.7459
NR_024403	chr6(.):52524198-52538951	2.0983
NM_001402	chr6(.):74220472-74235755	1.772
NM_000735	chr6(.):87790221-87809824	0.0542
NM_002043	chr6(.):89962238-90029967	0.35
NM_021244	chr6(.):90069334-90126995	0.4989
NM_182907	chr6(.):106541814-106562811	2.9845
NM_001198	chr6(.):106529194-106562814	3.1024
NM_020399	chr6(.):117876432-117928705	0.2284
NM_006290	chr6(.):138183580-138209449	1.8058
NM_006079	chr6(.):139688396-139700785	2.0002
NM_001168389	chr6(.):139688396-139700350	2.0719
NM_001168388	chr6(.):139688396-139700499	2.0468
NR_037463	chr6(.):157945163-157955232	0.0771
NM_004289	chr7(.):26186846-26231756	0.6568
NR_033664	chr7(.):34381123-34802884	0.1174
NM_001029835	chr7(.):45062232-45121069	0.4519
NM_001167935	chr7(.):45034786-45121069	0.4765
NR_030770	chr7(.):45034344-45121069	0.4869
NM_030796	chr7(.):55533305-55645200	1.9768
NM_012301	chr7(.):77641373-79087890	0.1138
NM_001913	chr7(.):101454291-101932250	0.1294
NM_181500	chr7(.):101454302-101932250	0.1294
NM_032549	chr7(.):110298109-111207347	0.1066
NM_001145354	chr7(.):130789854-131186398	0.3203
NM_001164458	chr7(.):149939300-150025758	0.3268
NM_130843	chr7(.):157326749-158385482	0.0884
NM_001136020	chr7(.):8148403-8306780	0.523
NM_138426	chr7(.):8003422-8133709	0.2585
NM_022307	chr7(.):8147814-8306682	0.522
NM_004968	chr7(.):8147814-8307185	0.5205
NM_182762	chr7(.):20169278-20262013	0.7932
NM_145321	chr7(.):24831163-25024760	0.3416
NR_036554	chr7(.):29720687-29787019	0.2005
NR_015356	chr7(.):34753473-34878943	0.2707
NM_207173	chr7(.):34692896-34922944	0.176
NM_207172	chr7(.):34692896-34894590	0.1942
NM_130442	chr7(.):36888960-37030721	0.138
NM_014800	chr7(.):36888960-37493511	0.13
NM_001039459	chr7(.):36888960-37029665	0.1383
NM_002541	chr7(.):44641120-44753669	0.4161
NM_001003941	chr7(.):44641120-44721195	0.5615
NM_022748	chr7(.):47309751-47584199	0.3282
NM_006060	chr7(.):50339377-50477798	0.3192
NM_012395	chr7(.):90333711-90844904	0.2573
NM_017621	chr7(.):102091666-102110321	0.4712
NM_182931	chr7(.):104649636-104759532	0.6049
NM_001099660	chr7(.):110726061-110770509	0.1673
NM_014705	chr7(.):111361163-111851462	0.1776
NM_024913	chr7(.):120623750-120942498	0.1366
NM_001105533	chr7(.):120624444-120906972	0.1392
NM_022444	chr7(.):122748587-122845025	0.3628
NM_014149	chr7(.):134863589-134901316	0.1861
NM_178563	chr7(.):134666258-134825530	0.2808
NM_194071	chr7(.):137554724-137691846	0.2764
NM_173680	chr7(.):150071405-150100719	2.173
NM_003751	chr7(.):2389473-2425377	0.6233
NM_018641	chr7(.):2438258-2479216	0.4628
NR_029597	chr7(.):25984538-25994606	2.8406
NM_031243	chr7(.):26224555-26245413	0.9905
NM_016587	chr7(.):26236323-26257976	0.9162
NM_007276	chr7(.):26236098-26257976	0.908
NR_036482	chr7(.):29719769-29732859	0.8456
NR_024278	chr7(.):29680537-29729754	0.6027
NR_027347	chr7(.):29719387-29730437	0.9985
NR_031604	chr7(.):36953961-36964037	0.0593
NM_018224	chr7(.):43673858-43774083	0.6124
NM_019082	chr7(.):44600402-44619137	0.1507
NM_182547	chr7(.):44613761-44626827	0.6467
NR_003697	chr7(.):45017626-45031259	0.2492
NR_002952	chr7(.):45019976-45030109	0.2978
NM_033054	chr7(.):44997259-45023704	0.1245
NM_001163636	chr7(.):74067029-74180022	0.2002
NM_017439	chr7(.):76935067-77050717	0.3558
NM_020979	chr7(.):101923404-101967178	0.9876
NR_036245	chr7(.):101931368-101941453	0.848
NM_032831	chr7(.):102068995-102102268	2.4034
NM_024653	chr7(.):102031803-102072129	1.5989
NM_006234	chr7(.):102108547-102124381	0.2244
NM_152892	chr7(.):102100389-102118612	0.3261
NR_027374	chr7(.):104530074-104572092	0.2944
NR_024586	chr7(.):104645988-104659588	4.2771
NM_002649	chr7(.):106500923-106552592	0.5849
NM_001166346	chr7(.):114557208-114568720	1.9225
NM_199072	chr7(.):114557208-114664970	0.9087
NM_019071	chr7(.):120585816-120620711	0.278
NM_018295	chr7(.):134827765-134855967	1.6016
NR_024185	chr7(.):134845531-134860532	1.9865
NM_005989	chr7(.):137756177-137808050	0.1033
NM_013400	chr7(.):150060878-150076133	4.7384
NM_014374	chr7(.):150063257-150076133	5.2833
NM_001142928	chr7(.):150015295-150040245	0.8425
NM_002889	chr7(.):150030406-150043763	0.0785
NM_138434	chr7(.):150021937-150034811	0.0899
NR_027237	chr7(.):150097839-150114558	2.7998
NM_175571	chr7(.):150142961-150181483	0.1107
NR_034033	chr7(.):150125741-150150228	1.8595
NM_080838	chr8(.):134198311-134245053	0.6857
NM_003882	chr8(.):134198311-134246571	0.8276
NM_004103	chr8(.):27163998-27321903	0.8872
NM_173176	chr8(.):27178053-27321903	0.9404
NM_173175	chr8(.):27178080-27321903	0.9405
NM_001002814	chr8(.):37711464-37762015	0.7672
NM_021623	chr8(.):38753752-38836430	1.1595
NM_015310	chr8(.):18379812-18876196	0.1079
NM_206909	chr8(.):18379812-18671405	0.1461
NM_018371	chr8(.):19256671-19545094	0.3537
NR_024040	chr8(.):19256671-19545261	0.3536
NM_001386	chr8(.):26430420-26520693	0.1931
NM_001197293	chr8(.):26366708-26520693	0.1886
NM_006228	chr8(.):28169648-28205868	0.8874
NM_001010906	chr8(.):27874480-27946388	0.6491
NM_024787	chr8(.):33400272-33429643	1.0692
NR_027638	chr8(.):38849504-38967779	0.094
NM_005079	chr8(.):80942104-81088836	0.8136
NM_001135733	chr8(.):95933199-95966615	0.446
NM_024094	chr8(.):120841180-120873170	0.1579
NM_022783	chr8(.):120880899-121068157	1.2033
NM_173685	chr8(.):126099082-126384367	0.3208
NM_003033	chr8(.):134462090-134589183	0.78
NM_001134374	chr8(.):145081581-145107015	0.0755
NM_003970	chr8(.):1988157-2098380	1.0198
NM_022071	chr8(.):19166080-19258729	0.4609
NM_001174159	chr8(.):19166486-19258729	0.4628
NM_171982	chr8(.):27137403-27173834	0.1612
NM_018091	chr8(.):27945583-28053669	0.0851
NM_018660	chr8(.):28198101-28248977	0.4972
NM_057158	chr8(.):29188616-29211322	1.2268
NM_001394	chr8(.):29188619-29213185	1.1421
NR_026765	chr8(.):29573775-29610625	0.8653
NM_025115	chr8(.):33351235-33375656	0.2929
NM_001102401	chr8(.):33351235-33375703	0.2925
NM_024025	chr8(.):33443853-33462439	0.1275
NM_018310	chr8(.):37696397-37712431	0.3155
NM_152413	chr8(.):37786799-37802647	0.0551
NR_003129	chr8(.):38452692-38463775	0.0494
NM_001024381	chr8(.):38841326-38859041	0.2613
NM_153692	chr8(.):38826667-38851181	0.0578
NR_034003	chr8(.):61873679-61885307	0.0722
NM_057749	chr8(.):95887452-95912482	0.1249
NM_152416	chr8(.):96032220-96075938	0.0822
NM_024410	chr8(.):103558847-103578245	0.0844
NM_001032282	chr8(.):103656004-103671168	0.6496
NM_005655	chr8(.):103656004-103672983	0.586
NM_148174	chr8(.):103833535-103881397	0.1066
NM_025195	chr8(.):126437562-126455644	1.0907
NM_014957	chr8(.):142133719-142210900	0.1744
NM_201378	chr8(.):144984320-145052697	0.6213
NM_032789	chr8(.):145046319-145065635	0.8159
NM_000445	chr8(.):144984320-145055913	0.6138
NM_201381	chr8(.):144984320-145023905	0.7796
NM_201382	chr8(.):144984320-145023110	0.7851
NM_201383	chr8(.):144984320-145021692	0.796
NM_201379	chr8(.):144984320-145033088	0.7348
NM_001009184	chr8(.):145059225-145072583	0.6762
NM_201384	chr8(.):144984320-145018758	0.8483
NR_030383	chr8(.):145014358-145024447	1.5241
NM_201380	chr8(.):144984320-145030044	0.7796
NM_017570	chr8(.):145101166-145120584	0.0855
NM_002839	chr9(.):8309245-10617723	0.0832
NM_001497	chr9(.):33105638-33172356	0.3147
NM_053016	chr9(.):112537576-112718756	0.4967
NM_001037293	chr9(.):112398067-112718756	0.302
NM_007203	chr9(.):112537576-112939791	0.5341
NM_001004065	chr9(.):112805877-112939791	0.6011
NM_005047	chr9(.):123573331-123610206	0.2451
NM_001006618	chr9(.):128278748-128474513	0.188
NM_001006617	chr9(.):128194672-128474513	0.1541
NM_198679	chr9(.):134447156-134590229	0.3255
NM_005312	chr9(.):134447156-134617925	0.4305
NM_005893	chr9(.):36164388-36176331	0.1254
NM_022343	chr9(.):36131741-36168903	0.4923
NM_007096	chr9(.):36185852-36217059	0.1783
NM_006705	chr9(.):92214926-92226469	0.2264
NM_005384	chr9(.):94166326-94191144	1.524
NM_001083603	chr9(.):98200263-98284247	0.6721
NM_001083606	chr9(.):98200263-98274699	0.7378
NM_001083607	chr9(.):98200263-98274481	0.7399
NM_001083605	chr9(.):98200263-98275322	0.7328
NM_000264	chr9(.):98200263-98275831	0.7286
NM_001012993	chr9(.):112956845-112975413	0.0751
NM_001136562	chr9(.):112882780-112939791	0.9294
NM_000608	chr9(.):117087068-117100536	0.0848
NM_030767	chr9(.):117091432-117161685	0.8597
NM_000607	chr9(.):117080302-117093759	0.0748
NM_004888	chr9(.):117344993-117366152	0.6454
NM_153045	chr9(.):117368705-117413703	0.5342
NM_001244	chr9(.):117660123-117697770	0.7842
NM_005658	chr9(.):123659670-123694173	1.1838
NM_015651	chr9(.):123612930-123644606	1.1961
NM_001190945	chr9(.):123659670-123696451	1.3106
NM_001190947	chr9(.):123659670-123681850	0.9304
NM_001009936	chr9(.):123626852-123644606	2.0492
NR_024408	chr9(.):123600319-123621651	0.3993
NM_173689	chr9(.):126113447-126146032	0.0546
NM_001145001	chr9(.):127015195-127119719	0.2945
NM_001166168	chr9(.):127015529-127119719	0.2951
NM_001166167	chr9(.):127014884-127119719	0.2938
NM_005489	chr9(.):130495595-130538621	0.3104
NM_001142532	chr9(.):130495595-130529697	0.2588
NM_001142533	chr9(.):130495595-130522583	0.3024
NM_001142531	chr9(.):130495595-130529719	0.2587
NM_001142534	chr9(.):130495595-130522561	0.3027
NM_170600	chr9(.):130495595-130546048	0.5637
NM_001085347	chr9(.):130488802-130502604	0.555
NM_001018078	chr9(.):130560507-130581556	0.3124
NM_001261	chr9(.):130543304-130558052	0.4825
NM_004957	chr9(.):130560153-130581556	0.3114
NR_036055	chr9(.):130543196-130553286	0.6604
NM_001035254	chr9(.):130697860-130747812	0.6428
NM_003863	chr9(.):130692373-130705763	0.2375
NM_203305	chr9(.):130697860-130717993	0.176
NM_001135219	chr9(.):130678807-130698076	0.6206
NM_173492	chr9(.):130678807-130694770	0.738
NR_024425	chr9(.):130885807-130897913	0.5916
NR_027812	chr9(.):130877971-130895712	0.4584
NM_001006641	chr9(.):130825478-130876524	0.8367
NM_197956	chr9(.):130818511-130834599	1.0385
NM_001006643	chr9(.):130855835-130876524	0.0843
NM_001006642	chr9(.):130849127-130876524	0.0879
