GENE_ID	locusLine	bin_1_40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
NM_004959	chr9(.):127238514-127274699	0.0919
NM_002316	chr9(.):129371721-129468311	0.097
NM_014064	chr9(.):132383434-132402879	0.1228
NM_017873	chr9(.):132391882-132409444	0.1147
NM_016307	chr9(.):132422919-132489951	0.0881
NM_016520	chr9(.):132584563-132602572	0.1192
NM_000113	chr9(.):132570220-132591441	0.1221
NM_006676	chr9(.):132592695-132649107	0.1055
NM_014506	chr9(.):132560431-132578560	0.135
NM_001008563	chr9(.):132592756-132649107	0.1056
NM_014286	chr9(.):132929856-133004583	0.0933
NM_001128826	chr9(.):132957871-133004583	0.0934
NM_000050	chr9(.):133315093-133381661	0.0834
NM_003934	chr9(.):133449959-133518739	0.1026
NM_021619	chr9(.):133534980-133563384	0.0897
NR_027440	chr9(.):133447736-133459881	0.1163
NM_014285	chr9(.):133564157-133585452	0.1265
NM_198180	chr9(.):133763814-133774225	0.0911
NM_032843	chr9(.):133772824-133819239	0.0753
NM_001145106	chr9(.):133772824-133819455	0.0752
NM_001185095	chr9(.):133966862-134003539	0.0958
NM_032536	chr9(.):135032333-135123220	0.0972
NM_001135031	chr9(.):135849097-135872084	0.095
NM_020469	chr9(.):136125562-136155630	0.0885
NM_014581	chr9(.):136075665-136089628	0.0844
NM_133640	chr9(.):136202754-136219972	0.1195
NR_002447	chr9(.):136211250-136221325	0.1403
NM_000972	chr9(.):136210068-136223280	0.1322
NM_003172	chr9(.):136213665-136228361	0.129
NR_000017	chr9(.):136211948-136222019	0.14
NM_017503	chr9(.):136218420-136233040	0.105
NR_000016	chr9(.):136212700-136222767	0.1437
NR_002448	chr9(.):136212310-136222382	0.1411
NM_020385	chr9(.):136266185-136288164	0.117
NM_006753	chr9(.):136192551-136208047	0.1022
NM_017586	chr9(.):136320086-136340909	0.0967
NM_001145099	chr9(.):136331215-136349276	0.0994
NM_001080515	chr9(.):136438536-136450368	0.0717
NM_001145320	chr9(.):136392285-136445641	0.07
NM_014694	chr9(.):136394974-136445641	0.0695
NM_001080483	chr9(.):136374707-136395068	0.0727
NM_000787	chr9(.):136496484-136529466	0.0671
NR_037460	chr9(.):137736020-137747490	0.0867
NR_037469	chr9(.):137736970-137747118	0.0936
NM_015837	chr9(.):137767657-137784366	0.0729
NM_002003	chr9(.):137796430-137814806	0.0753
NM_006334	chr9(.):137962102-137994952	0.0661
NM_014279	chr9(.):137962088-138018030	0.069
NM_014811	chr9(.):138366647-138385739	0.0945
NM_001048265	chr9(.):138382025-138396761	0.1162
NM_016034	chr9(.):138387482-138401519	0.1123
NM_002297	chr9(.):138408285-138423378	0.0906
NM_182974	chr9(.):138510501-138536386	0.0784
NM_001001676	chr9(.):138550167-138562755	0.0718
NM_001101677	chr9(.):138580254-138596374	0.0753
NM_016172	chr9(.):138819814-138858226	0.0921
NM_152833	chr9(.):139001426-139015731	0.1108
NM_178138	chr9(.):139083095-139101955	0.0607
NM_181701	chr9(.):139093181-139142687	0.0911
NM_014564	chr9(.):139083095-139100004	0.0652
NM_001145638	chr9(.):139216931-139259057	0.0801
NM_001080849	chr9(.):139251351-139263241	0.0897
NM_052813	chr9(.):139253407-139273133	0.0838
NM_001145639	chr9(.):139242508-139259057	0.0837
NR_026964	chr9(.):139211997-139226779	0.046
NM_015597	chr9(.):139216931-139241288	0.0779
NM_003086	chr9(.):139265028-139297889	0.0904
NM_017617	chr9(.):139383895-139445238	0.0877
NM_006412	chr9(.):139562594-139586911	0.069
NM_016215	chr9(.):139552381-139572130	0.0669
NR_029695	chr9(.):139560053-139570138	0.0653
NM_201446	chr9(.):139552376-139572130	0.0669
NM_178469	chr9(.):139643839-139657731	0.0895
NM_032928	chr9(.):139680776-139692769	0.1485
NM_203347	chr9(.):139649085-139663965	0.1206
NR_002958	chr9(.):139616198-139626331	0.1358
NR_024542	chr9(.):139614045-139627636	0.1237
NM_152421	chr9(.):139602023-139624170	0.1046
NM_198946	chr9(.):139633468-139647980	0.0847
NM_001001712	chr9(.):139627618-139642411	0.0909
NR_002975	chr9(.):139615555-139625689	0.1409
NM_001039374	chr9(.):139685789-139707193	0.1359
NR_024580	chr9(.):139693378-139708300	0.1295
NR_033913	chr9(.):139635612-139649363	0.0755
NM_178536	chr9(.):139841767-139854949	0.0878
NM_000606	chr9(.):139834697-139846426	0.1007
NM_018998	chr9(.):139829886-139844173	0.0973
NM_004669	chr9(.):139884059-139896024	0.0849
NM_015392	chr9(.):139928908-139945676	0.0894
NM_001246	chr9(.):139937552-139953505	0.091
NM_183241	chr9(.):139881869-139893428	0.0819
NR_027447	chr9(.):139974397-139986269	0.1345
NM_207511	chr9(.):139916915-139936234	0.1014
NM_000954	chr9(.):139866955-139881194	0.086
NM_001606	chr9(.):139896685-139927740	0.0847
NM_207309	chr9(.):139966952-139983990	0.124
NM_207510	chr9(.):139872444-139885210	0.0869
NM_004479	chr9(.):139919625-139932292	0.1215
NM_178448	chr9(.):139951578-139970028	0.1087
NM_212533	chr9(.):139896685-139928374	0.0853
NM_001144026	chr9(.):140095118-140118813	0.1219
NM_053045	chr9(.):140093534-140105090	0.137
NM_000832	chr9(.):140028608-140068214	0.0862
NM_001128228	chr9(.):140081068-140100163	0.1184
NM_003731	chr9(.):140078053-140089822	0.1129
NM_001013653	chr9(.):140058211-140069491	0.083
NM_013366	chr9(.):140064235-140088057	0.1038
NM_031297	chr9(.):140109706-140120775	0.1103
NM_013379	chr9(.):139999991-140014195	0.1164
NR_037416	chr9(.):140058637-140068722	0.083
NM_017723	chr9(.):140167279-140182093	0.0994
NM_001004353	chr9(.):140140729-140152934	0.1062
NM_001001710	chr9(.):140133036-140147222	0.1187
NM_199001	chr9(.):140114643-140125763	0.113
NM_015456	chr9(.):140144758-140173000	0.1038
NM_001004354	chr9(.):140189082-140201703	0.0663
NM_001178064	chr9(.):140337022-140358786	0.0865
NM_001033113	chr9(.):140323815-140340901	0.0908
NM_006647	chr9(.):140312846-140333858	0.0981
NM_021949	chrX(.):152796579-152853387	0.0542
NM_005629	chrX(.):152948751-152967048	0.0415
NM_001142806	chrX(.):152949965-152967048	0.0392
NM_001711	chrX(.):152755346-152780004	0.0426
NM_017518	chrX(.):152708122-152741603	0.0437
NM_080701	chrX(.):152705177-152716945	0.0397
NM_001039582	chrX(.):152930187-152944816	0.0368
NM_001395	chrX(.):152902896-152921781	0.0526
NM_152274	chrX(.):152848382-152869632	0.0533
NM_001135740	chrX(.):152930187-152943743	0.0369
NM_022124	chr10(.):73151690-73580704	0.0978
NM_052836	chr10(.):73151690-73412219	0.0935
NM_001171931	chr10(.):73151690-73472264	0.0942
NM_001171930	chr10(.):73151690-73497481	0.0951
NM_170744	chr10(.):72967297-73065749	0.0944
NM_001171932	chr10(.):73151690-73382362	0.0933
NM_001146274	chr10(.):114705008-114932436	0.0966
NM_001083914	chr10(.):126671417-126854624	0.0924
NM_001329	chr10(.):126671417-126854103	0.0924
NM_152643	chr10(.):134968970-135044916	0.0736
NM_145306	chr10(.):71385002-71398355	0.1037
NR_033413	chr10(.):73074009-73128147	0.0979
NM_003987	chr10(.):102500467-102594698	0.0991
NR_029380	chr10(.):102984350-103003616	0.0883
NM_006562	chr10(.):102981732-102993717	0.0836
NM_022802	chr10(.):126671417-126721453	0.0972
NR_036178	chr10(.):126716351-126726439	0.0694
NM_173572	chr10(.):134737688-134761089	0.0694
NM_001083909	chr10(.):134896408-134950179	0.0687
NM_014468	chr10(.):135046407-135060433	0.0789
NM_001109	chr10(.):135070919-135095407	0.1005
NM_003577	chr10(.):135038777-135050062	0.0573
NR_030170	chr10(.):135056014-135066124	0.0959
NM_020896	chr11(.):3103345-3191582	0.087
NM_003957	chr11(.):1406128-1488328	0.0632
NM_053005	chr11(.):1485684-1790501	0.0962
NM_181798	chr11(.):2477683-2875340	0.099
NM_000218	chr11(.):2461220-2875340	0.0992
NM_021926	chr11(.):44277277-44336716	0.0933
NM_004200	chr11(.):61277784-61353298	0.0912
NM_006133	chr11(.):61442904-61519474	0.0929
NM_015080	chr11(.):64368645-64495660	0.0957
NR_030691	chr11(.):69926515-70040652	0.0786
NM_018043	chr11(.):69919407-70040652	0.0781
NM_012309	chr11(.):70308960-70940808	0.0802
NM_018161	chr11(.):71159216-71217581	0.1025
NM_138329	chr11(.):273569-290304	0.0905
NM_006435	chr11(.):303106-314410	0.1047
NM_025092	chr11(.):284137-300688	0.087
NM_003641	chr11(.):308990-320272	0.1186
NM_178537	chr11(.):364794-387117	0.0614
NM_001025295	chr11(.):293202-304526	0.0996
NM_021034	chr11(.):314672-325914	0.1014
NM_021805	chr11(.):400715-422397	0.0733
NM_007183	chr11(.):389216-409908	0.0668
NM_001135054	chr11(.):400715-419999	0.0736
NM_001012302	chr11(.):412929-447011	0.0831
NR_002585	chr11(.):806680-816814	0.1329
NM_001025239	chr11(.):837823-872116	0.0894
NM_001025234	chr11(.):839080-872116	0.0875
NM_145886	chr11(.):794178-810250	0.1382
NM_021128	chr11(.):834720-847529	0.1084
NM_001142674	chr11(.):862858-915874	0.0965
NM_139029	chr11(.):827951-843835	0.1128
NM_173584	chr11(.):822584-836991	0.0983
NM_024698	chr11(.):785474-801263	0.1197
NM_001004	chr11(.):804935-817876	0.127
NM_001025237	chr11(.):839445-872116	0.0864
NM_020376	chr11(.):813900-830571	0.1163
NM_001191060	chr11(.):785474-802995	0.1203
NM_001191061	chr11(.):785474-803269	0.1188
NM_001025235	chr11(.):837940-872116	0.0892
NM_005961	chr11(.):1007823-1041706	0.097
NM_002457	chr11(.):1069874-1109417	0.0788
NM_002458	chr11(.):1239294-1288406	0.0857
NM_004420	chr11(.):1570280-1598150	0.0825
NM_001001480	chr11(.):1646032-1657159	0.11
NM_001004325	chr11(.):1613406-1624524	0.111
NM_001012709	chr11(.):1637187-1648368	0.1005
NR_021489	chr11(.):1588970-1625414	0.1094
NR_026643	chr11(.):1681828-1694086	0.0716
NM_001012708	chr11(.):1623794-1634693	0.1175
NM_001005922	chr11(.):1600571-1611513	0.1043
NM_001909	chr11(.):1768984-1790222	0.0816
NR_026642	chr11(.):1699499-1711859	0.0892
NM_001012416	chr11(.):1713424-1723985	0.0967
NM_001170820	chr11(.):1751029-1774349	0.0956
NM_138567	chr11(.):1850673-1863750	0.0799
NM_002339	chr11(.):1869199-1918493	0.0965
NM_001042782	chr11(.):1935798-1964936	0.0851
NM_001145829	chr11(.):1855718-1867910	0.0734
NM_001013253	chr11(.):1884902-1918493	0.08
NM_001145841	chr11(.):1856431-1867910	0.0735
NM_001013255	chr11(.):1887153-1918493	0.0797
NM_003282	chr11(.):1855232-1867910	0.0736
NM_001013254	chr11(.):1887098-1918493	0.08
NR_036185	chr11(.):1875693-1885766	0.1075
NR_030533	chr11(.):2012988-2023061	0.0767
NM_021134	chr11(.):1963501-1982839	0.0926
NR_024471	chr11(.):1999438-2016150	0.0772
NR_002196	chr11(.):2011405-2024065	0.0834
NM_001127598	chr11(.):2145346-2167341	0.0644
NM_199292	chr11(.):2180158-2198035	0.0595
NM_001185098	chr11(.):2176008-2187439	0.0541
NR_028044	chr11(.):2156757-2174896	0.0748
NR_003512	chr11(.):2145341-2187439	0.0699
NM_001042376	chr11(.):2162852-2187439	0.0745
NM_001007139	chr11(.):2145346-2175833	0.0754
NM_000612	chr11(.):2145346-2165204	0.0645
NR_030158	chr11(.):2150363-2160439	0.0638
NR_024621	chr11(.):2312506-2328143	0.0787
NM_005170	chr11(.):2284727-2297182	0.0806
NM_139022	chr11(.):2318242-2344430	0.0685
NM_004356	chr11(.):2393546-2423649	0.0874
NM_005706	chr11(.):2418522-2430106	0.092
NM_014555	chr11(.):2420745-2449275	0.0899
NR_027138	chr11(.):3234561-3249361	0.1053
NM_001164377	chr11(.):3234173-3245043	0.1085
NM_001039165	chr11(.):3244040-3258616	0.1088
NM_145017	chr11(.):61243584-61263400	0.0987
NM_001145077	chr11(.):61271271-61283490	0.0814
NR_002775	chr11(.):61377507-61411921	0.0984
NM_001127392	chr11(.):61515120-61560989	0.1061
NM_013402	chr11(.):61562096-61589529	0.1237
NM_013279	chr11(.):61517860-61560989	0.104
NM_014206	chr11(.):61551601-61565085	0.1498
NM_004111	chr11(.):61555149-61569710	0.1593
NR_031729	chr11(.):61577632-61587712	0.133
NR_026882	chr11(.):61516500-61530136	0.0894
NR_030342	chr11(.):61554966-61565033	0.1757
NM_032251	chr11(.):64102689-64130006	0.1061
NM_001006944	chr11(.):64121624-64144687	0.0902
NR_031602	chr11(.):64131073-64141175	0.0751
NM_018484	chr11(.):64318097-64343999	0.0991
NM_138734	chr11(.):64368645-64415787	0.0881
NM_144585	chr11(.):64353281-64374820	0.0837
NM_004630	chr11(.):64527075-64551316	0.1241
NM_001164716	chr11(.):64508860-64533187	0.1066
NM_001098671	chr11(.):64489382-64516630	0.0948
NM_001178030	chr11(.):64527075-64550938	0.1254
NM_001178031	chr11(.):64527075-64550232	0.1244
NM_001098670	chr11(.):64489382-64517329	0.0957
NM_153819	chr11(.):64489382-64517928	0.0961
NM_198923	chr11(.):68742489-68753455	0.0842
NM_001098515	chr11(.):68766861-68785850	0.0878
NM_139075	chr11(.):68811349-68863072	0.1043
NM_153451	chr11(.):69475331-69495165	0.1061
NM_002007	chr11(.):69582796-69595171	0.0783
NM_005117	chr11(.):69508005-69524106	0.0685
NM_005247	chr11(.):69619735-69639192	0.0753
NM_003824	chr11(.):70044268-70058508	0.104
NR_037437	chr11(.):70713374-70723473	0.0848
NM_001360	chr11(.):71140456-71164477	0.1134
NM_172364	chr12(.):1896122-2032870	0.0922
NM_001168320	chr12(.):3181520-3400730	0.09
NM_006897	chr12(.):54388876-54402120	0.101
NM_002332	chr12(.):57517281-57612125	0.1112
NM_001163926	chr12(.):1924432-1950918	0.0943
NR_026948	chr12(.):50297665-50310646	0.0997
NM_001652	chr12(.):50361619-50375922	0.1142
NM_001651	chr12(.):50350278-50364461	0.1147
NM_000486	chr12(.):50339523-50357664	0.0888
NM_001130015	chr12(.):52276792-52290505	0.0853
NM_001013690	chr12(.):52206675-52221208	0.0846
NM_181711	chr12(.):52395747-52414671	0.1114
NM_002135	chr12(.):52440190-52458287	0.1158
NM_021934	chr12(.):52458757-52476279	0.1149
NM_005556	chr12(.):52621953-52647709	0.0867
NR_027358	chr12(.):52599713-52622597	0.1018
NM_002281	chr12(.):52674696-52690299	0.0913
NM_182507	chr12(.):52557779-52590784	0.0889
NM_002283	chr12(.):52748789-52766309	0.1121
NM_002282	chr12(.):52703084-52720182	0.1043
NM_002284	chr12(.):52690648-52707947	0.0977
NM_014212	chr12(.):54361909-54375203	0.0964
NM_017409	chr12(.):54373945-54389062	0.112
NR_029617	chr12(.):54380521-54390631	0.1236
NM_173860	chr12(.):54343713-54355350	0.0862
NR_003716	chr12(.):54351095-54367515	0.0943
NM_017410	chr12(.):54327575-54345328	0.0863
NM_153693	chr12(.):54405641-54429607	0.0988
NM_018953	chr12(.):54421831-54434144	0.0964
NM_153633	chr12(.):54442660-54454814	0.1045
NR_026658	chr12(.):54467622-54480607	0.1109
NM_004503	chr12(.):54417193-54429607	0.0957
NM_022658	chr12(.):54397889-54411545	0.1144
NR_026655	chr12(.):54447037-54521018	0.1083
NR_003084	chr12(.):54405641-54434144	0.1002
NM_014620	chr12(.):54405641-54454814	0.0994
NR_030753	chr12(.):54422733-54432829	0.092
NM_001127322	chr12(.):54619730-54658329	0.1087
NM_001127321	chr12(.):54619730-54658370	0.109
NM_014311	chr12(.):54570251-54587757	0.1128
NM_020142	chr12(.):57623685-57639475	0.1541
NM_001166357	chr12(.):57619142-57633718	0.1468
NR_029416	chr12(.):57618827-57633718	0.1447
NR_029417	chr12(.):57618355-57633718	0.1426
NR_029415	chr12(.):57619110-57633718	0.1466
NM_007224	chr12(.):57605577-57625232	0.1365
NM_145064	chr12(.):57632241-57649969	0.1238
NR_031597	chr12(.):57583286-57593359	0.1084
NM_001112732	chr13(.):113617756-113757862	0.0836
NM_019616	chr13(.):113755104-113779995	0.0755
NM_024979	chr13(.):113628654-113757862	0.0836
NR_034002	chr13(.):113616797-113627952	0.0876
NM_000504	chr13(.):113772112-113808843	0.0956
NM_024719	chr13(.):113973504-114023463	0.0845
NM_138430	chr13(.):114071583-114112839	0.094
NM_199162	chr13(.):114071259-114108457	0.0955
NM_207379	chr14(.):105055419-105076097	0.0407
NM_001008404	chr14(.):105041055-105061183	0.0337
NM_025055	chr15(.):74523666-74633482	0.0909
NM_000057	chr15(.):91255578-91363686	0.1082
NR_036195	chr15(.):42153692-42163749	0.0863
NM_005090	chr15(.):42115282-42145346	0.1014
NM_001114633	chr15(.):42126010-42145346	0.0932
NM_016642	chr15(.):42135343-42191275	0.0906
NM_001130137	chr15(.):74416995-74434143	0.083
NM_001130138	chr15(.):74417589-74434143	0.084
NM_001130136	chr15(.):74416714-74434143	0.0827
NR_027073	chr15(.):74413713-74426619	0.0873
NM_020851	chr15(.):74417742-74434143	0.0837
NM_001142617	chr15(.):74466807-74506371	0.0969
NM_022369	chr15(.):74466807-74500220	0.0959
NM_001142618	chr15(.):74466807-74500556	0.096
NM_005545	chr15(.):74461086-74474212	0.0831
NM_201526	chr15(.):74461904-74474212	0.0866
NM_001142620	chr15(.):74481728-74506371	0.1001
NM_001199041	chr15(.):74466807-74505395	0.097
NM_001199040	chr15(.):74466807-74507046	0.0969
NM_000781	chr15(.):74625102-74665081	0.1069
NM_182791	chr15(.):74605899-74633482	0.1023
NM_001099773	chr15(.):74625102-74663553	0.1061
NR_027024	chr15(.):78201558-78224188	0.109
NR_036495	chr15(.):79039378-79050734	0.0926
NM_014272	chr15(.):79046544-79108773	0.0891
NM_001126131	chr15(.):89854535-89883026	0.1271
NR_029692	chr15(.):89906247-89916337	0.0697
NR_015411	chr15(.):89916272-89946718	0.1093
NR_002939	chr16(.):29297540-29390597	0.0861
NM_022493	chr16(.):774768-795997	0.1279
NM_022773	chr16(.):898634-1025984	0.0854
NR_033645	chr16(.):898634-1036318	0.0837
NM_001193388	chr16(.):1408205-1469705	0.0978
NM_014714	chr16(.):1555427-1667109	0.0913
NM_001009606	chr16(.):1956464-1973231	0.0842
NM_024507	chr16(.):3009216-3023381	0.1305
NM_001089	chr16(.):2320878-2395747	0.1021
NM_020764	chr16(.):2222183-2251465	0.0795
NM_001098514	chr16(.):5089122-5121111	0.0966
NM_032259	chr16(.):729701-745400	0.0944
NM_001031737	chr16(.):767581-781473	0.1155
NM_138418	chr16(.):686848-703474	0.1097
NM_023933	chr16(.):766157-777590	0.1239
NM_032304	chr16(.):772265-784715	0.1058
NM_138769	chr16(.):713132-729171	0.086
NM_005861	chr16(.):725114-737768	0.0912
NM_003961	chr16(.):721074-733267	0.0843
NM_207112	chr16(.):771957-784715	0.1058
NM_145294	chr16(.):694362-722829	0.0956
NM_153350	chr16(.):737499-760825	0.0703
NM_001005920	chr16(.):726666-739439	0.0944
NM_024042	chr16(.):760172-772480	0.1141
NM_005823	chr16(.):805764-823865	0.0596
NM_058192	chr16(.):829973-843383	0.0942
NM_022092	chr16(.):833621-853074	0.0887
NM_016541	chr16(.):843040-855733	0.0805
NM_013404	chr16(.):806072-823865	0.0571
NM_001013638	chr16(.):850442-868861	0.0898
NR_030384	chr16(.):815182-825277	0.0508
NM_001025190	chr16(.):814427-837926	0.0762
NM_001177355	chr16(.):805765-823865	0.0596
NR_036442	chr16(.):1020760-1036318	0.0774
NM_014587	chr16(.):1026807-1041979	0.0668
NR_027242	chr16(.):1109081-1133731	0.0662
NM_001053	chr16(.):1123780-1136454	0.0676
NM_207419	chr16(.):1133225-1151244	0.0723
NM_001172560	chr16(.):1117755-1136454	0.0645
NM_021098	chr16(.):1198240-1276772	0.0657
NM_024164	chr16(.):1273335-1285185	0.0864
NM_003294	chr16(.):1285677-1297555	0.089
NM_012467	chr16(.):1266650-1280254	0.0784
NM_012217	chr16(.):1301272-1313494	0.0822
NM_003345	chr16(.):1354637-1380390	0.1004
NM_194261	chr16(.):1354179-1380390	0.0993
NM_023076	chr16(.):1408205-1434684	0.1067
NM_194260	chr16(.):1354360-1380390	0.0996
NM_001199097	chr16(.):1378605-1404442	0.101
NM_003933	chr16(.):1379504-1404442	0.1003
NM_001199096	chr16(.):1381197-1404442	0.0998
NM_001287	chr16(.):1489934-1530085	0.0828
NM_016111	chr16(.):1538351-1565460	0.0826
NM_001143980	chr16(.):1479388-1499490	0.0732
NM_001010878	chr16(.):1464943-1484345	0.0922
NM_001013658	chr16(.):1530939-1543468	0.0868
NM_024600	chr16(.):1579230-1610243	0.0848
NM_152764	chr16(.):1878988-1927102	0.0958
NM_001163560	chr16(.):1878983-1927179	0.0963
NR_033914	chr16(.):1923285-1939232	0.0891
NM_002952	chr16(.):2007061-2019827	0.1314
NR_002327	chr16(.):2007334-2017467	0.1399
NR_002326	chr16(.):2007973-2018107	0.1408
NM_004548	chr16(.):2004516-2016976	0.1267
NM_016332	chr16(.):1983233-1998294	0.1092
NM_005061	chr16(.):1989579-2009679	0.0943
NM_006453	chr16(.):2017063-2033751	0.1246
NR_003142	chr16(.):2009996-2020505	0.139
NR_003020	chr16(.):2010184-2020311	0.1354
NM_174903	chr16(.):2011874-2023976	0.1582
NM_014353	chr16(.):2193650-2209141	0.115
NR_002736	chr16(.):2200023-2210106	0.1291
NM_000296	chr16(.):2133710-2190899	0.0903
NM_032271	chr16(.):2200798-2233130	0.086
NR_037467	chr16(.):2180977-2191130	0.1345
NM_022372	chr16(.):2250177-2264418	0.1293
NM_004424	chr16(.):2268566-2290743	0.1038
NM_001374	chr16(.):2281467-2293712	0.077
NM_182563	chr16(.):2254253-2266069	0.1341
NM_001919	chr16(.):2284872-2306602	0.105
NR_030636	chr16(.):2316747-2326841	0.1204
NM_001042371	chr16(.):2256602-2269822	0.1132
NM_001199174	chr16(.):2250731-2264418	0.1264
NR_037448	chr16(.):2315713-2325773	0.1232
NM_006711	chr16(.):2298099-2322858	0.1289
NM_080594	chr16(.):2298099-2323413	0.1292
NR_003574	chr16(.):2385922-2481700	0.0965
NM_007108	chr16(.):2816414-2832297	0.1253
NM_145252	chr16(.):2875172-2887285	0.078
NM_006799	chr16(.):2862163-2876718	0.0891
NM_152891	chr16(.):2828953-2841708	0.1016
NM_001135086	chr16(.):2843485-2860133	0.1033
NM_022119	chr16(.):2897727-2913171	0.097
NR_026864	chr16(.):2884573-2897752	0.1077
NM_001142499	chr16(.):2928195-2954383	0.1021
NM_001012634	chr16(.):3110638-3124668	0.0986
NM_001012632	chr16(.):3110662-3124668	0.0988
NM_020982	chr16(.):3057456-3069506	0.0867
NM_004221	chr16(.):3110312-3124668	0.0984
NM_001142350	chr16(.):3069031-3082756	0.1255
NM_032805	chr16(.):3133894-3147861	0.0977
NM_017885	chr16(.):3067625-3079287	0.1228
NM_152341	chr16(.):3014341-3028485	0.11
NM_001012636	chr16(.):3110784-3124668	0.0997
NM_001012635	chr16(.):3110611-3124668	0.0989
NM_001103175	chr16(.):3072867-3090542	0.1047
NM_016639	chr16(.):3065312-3077383	0.1085
NM_021195	chr16(.):3059712-3073188	0.0982
NM_022468	chr16(.):3091681-3115724	0.0941
NR_033861	chr16(.):3034054-3049510	0.083
NM_004203	chr16(.):3017791-3035540	0.1273
NM_014692	chr16(.):5003317-5074156	0.0949
NM_016256	chr16(.):5069844-5088942	0.0991
NM_019109	chr16(.):5116809-5142380	0.1053
NM_052874	chr16(.):30995576-31026829	0.0981
NM_014712	chr16(.):30963614-31000981	0.11
NM_001142778	chr16(.):30991518-31005473	0.0999
NM_004604	chr16(.):31039902-31056485	0.1213
NM_152288	chr16(.):30955404-30971259	0.1217
NM_001172670	chr16(.):31067163-31081409	0.0859
NM_198491	chr16(.):85126964-85151114	0.048
NR_033984	chr16(.):85165755-85188049	0.0414
NM_001127464	chr16(.):88488878-88512165	0.0406
NM_153813	chr16(.):88515013-88606574	0.0371
NM_021962	chr17(.):901758-1088131	0.1132
NM_001159746	chr17(.):901758-1095616	0.114
NM_025248	chr17(.):36681258-36767183	0.0993
NM_002055	chr17(.):42977992-42997914	0.1048
NM_153209	chr17(.):72317350-72356959	0.0792
NM_173628	chr17(.):76414777-76578476	0.0936
NM_020761	chr17(.):78513624-78945173	0.0992
NM_022463	chr17(.):697584-888010	0.0937
NM_001092	chr17(.):901758-1017324	0.1143
NM_001190413	chr17(.):57179-207633	0.0939
NM_015721	chr17(.):642660-660501	0.1298
NM_015085	chr17(.):2694731-2946035	0.0939
NM_001105538	chr17(.):4437190-4463681	0.1086
NM_153357	chr17(.):6939948-6952242	0.1277
NM_018081	chr17(.):7586666-7611820	0.1137
NM_001143991	chr17(.):7585757-7611820	0.1126
NM_020877	chr17(.):7618038-7742058	0.1066
NM_001143990	chr17(.):7584388-7611820	0.1139
NM_004382	chr17(.):43856645-43918194	0.1
NM_003110	chr17(.):45968515-46011323	0.1121
NM_002507	chr17(.):47567654-47597382	0.1016
NM_003786	chr17(.):48707217-48774063	0.1134
NM_022827	chr17(.):48619561-48638213	0.1146
NM_030779	chr17(.):61595694-61628602	0.0908
NM_032646	chr17(.):72204695-72263157	0.0875
NM_178128	chr17(.):72868472-72894705	0.1068
NM_181449	chr17(.):72601021-72624897	0.1007
NM_006456	chr17(.):74556460-74587145	0.0999
NM_024419	chr17(.):76369734-76425639	0.1115
NM_001082575	chr17(.):77080426-77483563	0.0873
NM_019020	chr17(.):77908818-78014647	0.0927
NR_029376	chr17(.):78320630-78393968	0.0975
NM_014740	chr17(.):78104012-78125982	0.1218
NM_001009811	chr17(.):79158392-79201751	0.0888
NM_017451	chr17(.):79003946-79096232	0.0856
NM_017450	chr17(.):79003946-79089312	0.0869
NM_178520	chr17(.):79280071-79309474	0.1012
NM_001080519	chr17(.):79368539-79438358	0.0752
NM_001009905	chr17(.):80896666-81014686	0.0951
NR_024120	chr17(.):650899-663576	0.1216
NM_016080	chr17(.):657548-690571	0.1011
NM_018146	chr17(.):680512-700741	0.118
NM_013337	chr17(.):895356-910390	0.1207
NR_036148	chr17(.):920715-930799	0.086
NM_001164405	chr17(.):1168857-1179565	0.0914
NM_172367	chr17(.):1177956-1209281	0.0895
NM_178568	chr17(.):1832970-1933178	0.0847
NM_001383	chr17(.):1928430-1951725	0.1152
NM_080822	chr17(.):1940276-1951725	0.1236
NM_001098202	chr17(.):1954603-1967981	0.0858
NR_029625	chr17(.):1948564-1958674	0.1176
NM_006497	chr17(.):1953392-1967981	0.0845
NR_029674	chr17(.):1948201-1958302	0.1177
NM_015229	chr17(.):2587679-2619927	0.0903
NR_031654	chr17(.):2646371-2656476	0.0957
NM_001122890	chr17(.):4455221-4468876	0.1288
NM_001140	chr17(.):4529213-4549960	0.1163
NM_001114974	chr17(.):4482833-4516614	0.0991
NM_198501	chr17(.):4482275-4516614	0.0981
NM_182906	chr17(.):6972855-6988600	0.0969
NM_080913	chr17(.):6999640-7023128	0.0893
NM_080914	chr17(.):6999640-7022629	0.0904
NM_001143775	chr17(.):7141905-7159995	0.1486
NM_015982	chr17(.):7186570-7202876	0.1138
NM_001185023	chr17(.):7158221-7171264	0.1087
NM_001185022	chr17(.):7158221-7171512	0.1079
NM_001128827	chr17(.):7088209-7125928	0.1083
NM_000018	chr17(.):7118152-7133585	0.1176
NM_004422	chr17(.):7123660-7142863	0.1257
NM_007278	chr17(.):7138737-7150753	0.143
NM_024297	chr17(.):7133346-7147825	0.1505
NM_001365	chr17(.):7088209-7128369	0.1071
NM_203415	chr17(.):7150371-7168259	0.1277
NM_015362	chr17(.):7150550-7168259	0.1282
NM_001042	chr17(.):7180053-7196367	0.1181
NM_015343	chr17(.):7141905-7160259	0.1479
NR_029896	chr17(.):7121615-7131698	0.1242
