GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_000884	chr3(.):49056761-49071875	0.1787
NM_018114	chr3(.):49047434-49063467	0.1763
NM_199070	chr3(.):49054073-49065926	0.1963
NM_001009996	chr3(.):49047434-49061017	0.1701
NR_029690	chr3(.):49053050-49063142	0.2029
NR_029948	chr3(.):49052580-49062667	0.1941
NM_006764	chr3(.):50320162-50335026	0.123
NM_153282	chr3(.):50332319-50346004	0.1193
NM_153281	chr3(.):50332319-50354812	0.1067
NM_007275	chr3(.):50357340-50370668	0.1541
NM_012191	chr3(.):50328832-50341712	0.1543
NM_003773	chr3(.):50350220-50365281	0.1302
NM_006545	chr3(.):50379918-50393486	0.1597
NM_007182	chr3(.):50362216-50383367	0.1445
NM_007022	chr3(.):50383296-50396496	0.1714
NM_007024	chr3(.):50387179-50401939	0.1659
NM_015896	chr3(.):50373536-50388156	0.1613
NM_170712	chr3(.):50362216-50380664	0.1501
NM_170713	chr3(.):50362216-50379895	0.1495
NM_001010983	chr3(.):52723503-52745048	0.1698
NM_206825	chr3(.):52714935-52733510	0.1559
NR_003687	chr3(.):52719753-52729846	0.1683
NM_014041	chr3(.):52734856-52747197	0.192
NR_003057	chr3(.):52721751-52731828	0.1481
NM_152932	chr3(.):52723503-52742622	0.158
NR_003047	chr3(.):52718255-52728331	0.17
NM_001193533	chr3(.):52739795-52809965	0.1319
NM_198195	chr3(.):69098880-69134524	0.1258
NM_006407	chr3(.):69129089-69160239	0.1529
NM_198271	chr3(.):69151038-69176746	0.1187
NR_036087	chr3(.):69093108-69103186	0.1566
NM_014415	chr3(.):101363282-101400988	0.1148
NR_002941	chr3(.):101426277-101437260	0.1065
NM_000986	chr3(.):101394933-101410563	0.1665
NR_024407	chr3(.):101390273-101403057	0.1531
NR_031687	chr3(.):125504246-125514395	0.1119
NR_024250	chr3(.):125630443-125653867	0.1542
NM_001015050	chr3(.):125643117-125660887	0.1209
NM_001127196	chr3(.):128881657-128907810	0.1415
NM_020701	chr3(.):128841258-128885073	0.1158
NM_020187	chr3(.):128992683-129029135	0.1486
NM_001006109	chr3(.):128992816-129029135	0.1488
NM_006026	chr3(.):129028613-129040120	0.2321
NR_026991	chr3(.):129030113-129048412	0.1985
NR_027898	chr3(.):129926662-129997649	0.1019
NM_000882	chr3(.):159701628-159718806	0.1958
NM_018657	chr3(.):169485852-169512504	0.1821
NM_032487	chr3(.):169479710-169492683	0.2525
NM_001172780	chr3(.):169508428-169535574	0.1793
NM_001080460	chr3(.):169534709-169560560	0.159
NR_001566	chr3(.):169477397-169487848	0.238
NM_001185119	chr3(.):169487052-169512504	0.1842
NM_014373	chr3(.):169750734-169808183	0.192
NM_003106	chr3(.):181424721-181437223	0.1553
NM_001004312	chr3(.):187411046-187425345	0.1278
NM_001706	chr3(.):187434164-187468513	0.1639
NM_001134738	chr3(.):187434164-187457695	0.1449
NM_001130845	chr3(.):187434164-187459285	0.1548
NR_003265	chr3(.):195379909-195420735	0.2073
NM_005781	chr3(.):195585235-195640880	0.1646
NM_001010938	chr3(.):195585235-195627432	0.1381
NM_198565	chr3(.):196361655-196393874	0.2027
NR_003266	chr3(.):197335897-197359752	0.1953
NR_030627	chr3(.):197396366-197406447	0.1954
NM_001130713	chr4(.):108963700-109095112	0.1205
NM_001166119	chr4(.):108963700-109092953	0.1192
NM_002111	chr4(.):3071407-3250687	0.1034
NM_020859	chr4(.):77351252-77709405	0.1302
NM_006527	chr4(.):1689526-1719030	0.1261
NM_001004056	chr4(.):2960342-3047474	0.1031
NM_002938	chr4(.):2465794-2522586	0.1269
NM_020972	chr4(.):2266323-2425370	0.1005
NM_001172657	chr4(.):2326979-2425370	0.1002
NM_001172660	chr4(.):2325305-2371604	0.0892
NM_001185009	chr4(.):2466179-2522586	0.1271
NM_001172658	chr4(.):2325305-2425370	0.1003
NM_147127	chr4(.):5559145-5715294	0.0982
NM_001166136	chr4(.):5559145-5716275	0.0985
NM_153717	chr4(.):5707923-5821031	0.1078
NM_004310	chr4(.):40193526-40251281	0.1638
NM_024900	chr4(.):129725778-129790787	0.1395
NM_199320	chr4(.):129725778-129801379	0.1373
NM_002199	chr4(.):185303875-185400726	0.1724
NM_001013622	chr4(.):1636607-1690718	0.0754
NM_001174070	chr4(.):1636607-1690988	0.0754
NM_001127266	chr4(.):1712678-1728084	0.1361
NM_006342	chr4(.):1718265-1751897	0.1108
NM_001193282	chr4(.):2415700-2469690	0.1124
NR_031688	chr4(.):9552788-9562937	0.1184
NM_017581	chr4(.):40332468-40361973	0.0961
NM_000938	chr4(.):57840108-57902334	0.1148
NM_032313	chr4(.):57824515-57848826	0.1416
NR_029374	chr4(.):109083680-109102586	0.1624
NR_029373	chr4(.):109088275-109102586	0.1525
NM_024019	chr4(.):113429671-113442328	0.1164
NM_001005217	chr4(.):190940522-190953412	0.1001
NM_001127388	chr4(.):191006865-191018476	0.116
NM_001127389	chr4(.):191003565-191015176	0.117
NM_001127389	chr4(.):191000272-191011883	0.118
NM_001127388	chr4(.):190987092-190998703	0.1245
NM_001127389	chr4(.):190993678-191005289	0.1194
NM_001127389	chr4(.):190990385-191001996	0.1169
NM_033178	chr4(.):191000266-191011883	0.118
NM_033178	chr4(.):191006859-191018476	0.1159
NM_001177376	chr4(.):190996978-191008583	0.1196
NM_012147	chr4(.):191006936-191018476	0.1165
NM_012147	chr4(.):191003636-191015176	0.1163
NM_012147	chr4(.):191000343-191011883	0.1185
NM_012147	chr4(.):190993749-191005289	0.1199
NM_012147	chr4(.):190990456-191001996	0.116
NM_012147	chr4(.):190983866-190995406	0.0995
NM_001131005	chr5(.):88009057-88204922	0.1455
NM_002397	chr5(.):88009057-88184283	0.15
NM_001131055	chr5(.):175080039-175118245	0.1292
NM_022913	chr5(.):56464774-56565506	0.1134
NM_001127235	chr5(.):56466274-56565506	0.1139
NM_152624	chr5(.):112307432-112361667	0.1272
NM_003060	chr5(.):131700400-131736306	0.13
NM_018924	chr5(.):140744961-140897546	0.1091
NM_018922	chr5(.):140724827-140897546	0.1072
NM_018915	chr5(.):140713353-140897546	0.1059
NM_018916	chr5(.):140718600-140897546	0.1065
NM_018912	chr5(.):140705251-140897546	0.1059
NM_003736	chr5(.):140762451-140897546	0.1077
NM_018923	chr5(.):140734702-140897546	0.1082
NM_018920	chr5(.):140757466-140897546	0.1078
NM_018918	chr5(.):140738897-140897546	0.1084
NM_018917	chr5(.):140729767-140897546	0.108
NM_018919	chr5(.):140748650-140897546	0.1088
NM_004045	chr5(.):151117382-151143210	0.1619
NM_005990	chr5(.):171464073-171620346	0.1177
NM_001031711	chr5(.):172256222-172384688	0.1148
NM_001167579	chr5(.):176806431-176822514	0.1233
NM_022455	chr5(.):176555832-176732214	0.1075
NM_172349	chr5(.):176555079-176732214	0.1079
NM_002406	chr5(.):180212540-180235048	0.1494
NM_001114619	chr5(.):180212540-180235902	0.1507
NM_001114618	chr5(.):180212540-180241817	0.1594
NM_001114617	chr5(.):180212540-180242137	0.1583
NM_006598	chr5(.):1045488-1117172	0.0853
NM_001193376	chr5(.):1248286-1300162	0.0928
NM_030782	chr5(.):1312999-1350002	0.2145
NM_001145161	chr5(.):6443735-6501834	0.1496
NM_006713	chr5(.):32580604-32609185	0.1591
NM_001190469	chr5(.):37807778-37840929	0.1178
NM_199231	chr5(.):37807778-37840593	0.1164
NM_000514	chr5(.):37807778-37844782	0.1241
NR_034127	chr5(.):43060288-43072073	0.1586
NM_001014279	chr5(.):43034181-43045447	0.1831
NR_034085	chr5(.):43011149-43023913	0.1681
NR_015447	chr5(.):43037235-43050370	0.1698
NM_001127236	chr5(.):56504900-56565506	0.1103
NR_033932	chr5(.):98100321-98113788	0.1585
NM_001012761	chr5(.):98099998-98137198	0.1179
NM_005669	chr5(.):112207080-112263031	0.1449
NR_036052	chr5(.):118305280-118315362	0.1138
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.2022
NM_000879	chr5(.):131872135-131884214	0.1082
NM_017665	chr5(.):132327677-132367240	0.0904
NM_002154	chr5(.):132382661-132445709	0.1223
NM_016480	chr5(.):138672518-138710409	0.1359
NM_194296	chr5(.):138727455-138744776	0.1757
NM_152686	chr5(.):138740891-138780214	0.1509
NM_152685	chr5(.):138697884-138724039	0.1367
NM_001033112	chr5(.):138673133-138710409	0.1352
NM_001161546	chr5(.):138722634-138735885	0.193
NM_016459	chr5(.):138718256-138730605	0.2202
NM_016463	chr5(.):139023300-139067680	0.1364
NM_032088	chr5(.):140766482-140897546	0.1087
NM_032406	chr5(.):140859740-140872356	0.1137
NM_032407	chr5(.):140863807-140876444	0.1172
NM_018925	chr5(.):140772694-140897546	0.109
NM_032092	chr5(.):140795536-140897546	0.1112
NM_003735	chr5(.):140805157-140897546	0.1086
NM_018921	chr5(.):140777519-140897546	0.1093
NM_018929	chr5(.):140863807-140897546	0.1276
NM_018913	chr5(.):140787742-140897546	0.1118
NM_002588	chr5(.):140850568-140897546	0.1237
NM_018926	chr5(.):140782769-140897546	0.1104
NM_018928	chr5(.):140859740-140897546	0.1247
NM_018927	chr5(.):140792281-140897546	0.1118
NR_033244	chr5(.):141270190-141281260	0.1021
NM_032420	chr5(.):141227672-141262944	0.1547
NM_002587	chr5(.):141237216-141262944	0.1654
NM_001142603	chr5(.):141298384-141326612	0.1474
NM_000024	chr5(.):148201155-148213197	0.1767
NM_001025071	chr5(.):149818791-149834319	0.1594
NM_001543	chr5(.):149882673-149942773	0.1006
NM_005754	chr5(.):151146475-151189915	0.1165
NM_001171183	chr5(.):171616175-171635458	0.0947
NM_004417	chr5(.):172190092-172203203	0.2084
NM_030627	chr5(.):173310330-173392313	0.1518
NM_022304	chr5(.):175103463-175116558	0.0985
NM_017675	chr5(.):175971342-176027769	0.1194
NM_014901	chr5(.):175948699-175969421	0.1239
NM_001171976	chr5(.):175964511-176027769	0.1271
NM_001031677	chr5(.):176723198-176735744	0.1889
NM_006480	chr5(.):176779843-176804599	0.1517
NM_006816	chr5(.):176753562-176783885	0.1147
NM_031300	chr5(.):176729205-176744292	0.1749
NM_001142935	chr5(.):176727500-176744292	0.1831
NM_013237	chr5(.):176725834-176738950	0.1928
NM_002082	chr5(.):176848686-176874850	0.1632
NM_203352	chr5(.):176905394-176929602	0.1328
NM_213636	chr5(.):176912246-176929602	0.1426
NM_030567	chr5(.):176868795-176888287	0.1518
NM_000505	chr5(.):176824138-176841577	0.1752
NM_080881	chr5(.):176878613-176904871	0.1228
NM_024872	chr5(.):176925750-176941858	0.1329
NM_016222	chr5(.):176933577-176948967	0.1306
NM_004395	chr5(.):176878613-176905694	0.1232
NM_001004105	chr5(.):176848686-176873354	0.1634
NM_001174102	chr5(.):176870325-176888283	0.1555
NM_001029886	chr5(.):176822107-176832637	0.1432
NM_001144876	chr5(.):176923905-176942427	0.1383
NR_027183	chr5(.):180251958-180267726	0.1433
NM_152283	chr5(.):180269610-180293286	0.1176
NM_206880	chr5(.):180576942-180587890	0.1063
NM_006098	chr5(.):180658927-180675906	0.1571
NM_033342	chr5(.):180625119-180637177	0.1424
NR_002591	chr5(.):180665313-180675376	0.184
NR_002592	chr5(.):180663817-180673889	0.1937
NM_032765	chr5(.):180678385-180693119	0.1314
NM_203297	chr5(.):180615923-180632930	0.1325
NM_203296	chr5(.):180615923-180636340	0.1469
NM_033549	chr5(.):180645305-180667808	0.1488
NR_027908	chr6(.):33548882-33566115	0.1427
NR_028361	chr6(.):33546475-33561803	0.1805
NM_004117	chr6(.):35536361-35661719	0.1057
NM_001145776	chr6(.):35536361-35661692	0.1056
NM_001145775	chr6(.):35536361-35701360	0.1103
NM_181356	chr6(.):44791469-45350670	0.1007
NM_003599	chr6(.):44792449-45350575	0.1006
NM_012288	chr6(.):52357199-52446862	0.1803
NM_001195286	chr6(.):386738-416443	0.1937
NM_001168344	chr6(.):7102829-7257213	0.1239
NM_001003699	chr6(.):7103085-7257213	0.1238
NM_001718	chr6(.):7722010-7886961	0.1352
NR_037616	chr6(.):7876482-8069647	0.1632
NM_004973	chr6(.):15241526-15527253	0.1117
NM_005124	chr6(.):17610268-17711818	0.1103
NM_001949	chr6(.):20397136-20498945	0.1116
NM_001173977	chr6(.):25274655-25625758	0.1309
NM_014641	chr6(.):30662583-30690458	0.1436
NM_172166	chr6(.):31702724-31735455	0.1464
NM_152735	chr6(.):33417355-33430320	0.1455
NM_004348	chr6(.):45384913-45523819	0.1335
NM_001024630	chr6(.):45291053-45523819	0.1205
NM_001123226	chr6(.):74166453-74216179	0.1142
NM_016021	chr6(.):90031343-90067619	0.1612
NM_001455	chr6(.):108877068-109010971	0.1653
NM_201559	chr6(.):108876025-109010971	0.1655
NM_020185	chr6(.):287100-356355	0.3198
NM_001195291	chr6(.):2943392-2977399	0.1309
NR_026855	chr6(.):2983200-2996405	0.1569
NM_004155	chr6(.):2882503-2908545	0.1008
NM_016588	chr6(.):5993232-6012633	0.1367
NM_001145549	chr6(.):7876482-7915310	0.2507
NM_030810	chr6(.):7876482-7916047	0.2531
NR_033910	chr6(.):10407550-10421402	0.1195
NM_001032280	chr6(.):10391915-10417607	0.1164
NM_001042425	chr6(.):10391915-10424797	0.1145
NR_027793	chr6(.):10423017-10440055	0.1157
NM_003220	chr6(.):10391915-10420470	0.1175
NM_003107	chr6(.):21588971-21603849	0.116
NM_005319	chr6(.):26050967-26061699	0.1788
NM_003537	chr6(.):26026816-26037288	0.1664
NM_003544	chr6(.):26022123-26032480	0.1635
NM_021062	chr6(.):26038454-26048885	0.2058
NM_003531	chr6(.):26040638-26051097	0.2019
NM_005325	chr6(.):26012259-26023040	0.1303
NM_003538	chr6(.):26016906-26027278	0.1675
NM_003513	chr6(.):26028319-26038796	0.1491
NM_003529	chr6(.):26015717-26026186	0.1494
NM_021065	chr6(.):26194011-26204471	0.1852
NM_003530	chr6(.):26192011-26204464	0.1762
NM_138720	chr6(.):26153348-26176576	0.1688
NM_003523	chr6(.):26179023-26189458	0.1661
NM_003539	chr6(.):26183937-26194304	0.175
NM_003545	chr6(.):26199872-26210249	0.1793
NM_005321	chr6(.):26151558-26162343	0.1986
NM_003522	chr6(.):26194786-26205216	0.2059
NM_003518	chr6(.):26211427-26221872	0.1613
NM_021052	chr6(.):26212147-26222711	0.1592
NM_003532	chr6(.):26220382-26230844	0.1327
NM_003524	chr6(.):26246878-26257303	0.1812
NM_003547	chr6(.):26241838-26252205	0.1567
NM_003540	chr6(.):26235653-26246021	0.1121
NM_021018	chr6(.):26245369-26255835	0.1772
NM_005320	chr6(.):26229439-26240216	0.1366
NM_001145008	chr6(.):26397464-26420444	0.1244
NM_001197240	chr6(.):26378328-26400100	0.1582
NM_001197247	chr6(.):26360397-26383540	0.175
NM_001197238	chr6(.):26378323-26400100	0.1582
NM_007047	chr6(.):26360397-26383548	0.175
NM_001197237	chr6(.):26378438-26400100	0.1573
NM_001197248	chr6(.):26360469-26383540	0.1753
NM_001197246	chr6(.):26363405-26383540	0.1539
NM_021064	chr6(.):27095816-27106314	0.1751
NM_080593	chr6(.):27101071-27119637	0.1781
NM_080596	chr6(.):27109907-27120346	0.171
NR_036096	chr6(.):27110404-27120467	0.176
NM_021058	chr6(.):27095094-27105575	0.1735
NM_003495	chr6(.):27102087-27112457	0.1651
NM_021066	chr6(.):27777079-27787518	0.1792
NM_003536	chr6(.):27772841-27783314	0.1966
NM_003509	chr6(.):27770976-27781445	0.1685
NM_003519	chr6(.):27770256-27780709	0.1639
NM_003521	chr6(.):27777821-27788267	0.1786
NM_003535	chr6(.):27853092-27863570	0.1717
NM_003527	chr6(.):27856202-27866669	0.1776
NM_003520	chr6(.):27801439-27811888	0.1721
NM_003511	chr6(.):27828106-27838576	0.1457
NM_003533	chr6(.):27834622-27845099	0.0989
NM_003510	chr6(.):27800657-27811117	0.167
NM_003541	chr6(.):27793951-27804305	0.109
NM_005322	chr6(.):27829569-27840359	0.1466
NM_033057	chr6(.):27873962-27885174	0.093
NM_021968	chr6(.):27786902-27797258	0.1368
NM_003514	chr6(.):27855476-27865963	0.1737
NM_003546	chr6(.):27835925-27846289	0.0865
NM_003587	chr6(.):30615895-30645830	0.1217
NM_001031722	chr6(.):30589662-30619598	0.1284
NR_033823	chr6(.):30589612-30619598	0.1286
NM_001161376	chr6(.):30609815-30625987	0.1355
NM_133471	chr6(.):30639165-30660672	0.1518
NM_001134870	chr6(.):30639165-30660093	0.1537
NM_007243	chr6(.):30650825-30663769	0.1554
NM_005803	chr6(.):30690510-30715453	0.1707
NM_003897	chr6(.):30705975-30717327	0.1648
NM_178014	chr6(.):30683156-30698195	0.2071
NM_007109	chr6(.):31121302-31136992	0.1436
NM_001173531	chr6(.):31127113-31139615	0.1329
NR_026791	chr6(.):31160536-31176745	0.1736
NM_019052	chr6(.):31105215-31131015	0.1134
NM_001105563	chr6(.):31105215-31130566	0.1128
NR_026816	chr6(.):31136511-31150676	0.112
NM_002701	chr6(.):31127113-31143451	0.1316
NM_004847	chr6(.):31577993-31589798	0.1563
NM_001623	chr6(.):31578032-31589798	0.1565
NM_032955	chr6(.):31578788-31589798	0.1593
NM_080702	chr6(.):31601804-31625477	0.1188
NM_001098534	chr6(.):31601804-31625170	0.1188
NM_021246	chr6(.):31678132-31690581	0.1201
NM_138275	chr6(.):31686160-31697851	0.1589
NR_033488	chr6(.):31649725-31675850	0.1109
NM_001320	chr6(.):31628656-31642843	0.1432
NM_013974	chr6(.):31689816-31703039	0.177
NM_025262	chr6(.):31639460-31653150	0.1261
NM_001288	chr6(.):31693357-31709341	0.2322
NM_019101	chr6(.):31618670-31630987	0.1443
NM_021184	chr6(.):31621074-31633549	0.1477
NM_001003693	chr6(.):31669683-31683372	0.1289
NM_021221	chr6(.):31633727-31645227	0.12
NM_021160	chr6(.):31649725-31676137	0.1115
NR_002971	chr6(.):31585855-31595987	0.1237
NR_024541	chr6(.):31674752-31686842	0.113
NM_080686	chr6(.):31583449-31610554	0.1088
NM_025261	chr6(.):31681424-31694510	0.1123
NM_033177	chr6(.):31624005-31638179	0.1527
NM_001199240	chr6(.):31624005-31638407	0.1514
NM_001199238	chr6(.):31624005-31638639	0.1506
NM_001199237	chr6(.):31624005-31639060	0.1511
NM_001039651	chr6(.):31725772-31737624	0.1179
NM_025258	chr6(.):31728370-31750108	0.1391
NR_002742	chr6(.):31799852-31809916	0.1702
NM_000434	chr6(.):31821828-31835709	0.1238
NM_021177	chr6(.):31760173-31779743	0.1308
NR_002745	chr6(.):31798039-31808103	0.1762
NM_001178045	chr6(.):31825969-31850448	0.124
NM_001040438	chr6(.):31797692-31812541	0.1642
NM_005345	chr6(.):31778290-31790719	0.1592
NM_005527	chr6(.):31772395-31787835	0.1491
NM_001178044	chr6(.):31825969-31851823	0.1216
NM_006295	chr6(.):31740296-31768712	0.1467
NM_005346	chr6(.):31790511-31803031	0.1919
NM_022107	chr6(.):32153542-32168300	0.1671
NM_138717	chr6(.):32116300-32136452	0.097
NM_001136	chr6(.):32143745-32157023	0.131
NM_004557	chr6(.):32157619-32196844	0.1255
NM_032741	chr6(.):32130982-32150888	0.1376
NM_002586	chr6(.):32147509-32162963	0.1226
NM_006913	chr6(.):32141161-32153570	0.1479
NR_003129	chr6(.):32141231-32153567	0.1485
NM_030651	chr6(.):32111139-32124720	0.1116
NM_005155	chr6(.):32116621-32136452	0.0975
NM_006411	chr6(.):32130982-32148916	0.1412
NR_037169	chr6(.):32115578-32127142	0.1041
NM_030652	chr6(.):32127404-32141062	0.099
NM_002800	chr6(.):32816937-32832628	0.1545
NM_000544	chr6(.):32788186-32811547	0.1371
NM_018833	chr6(.):32784609-32811547	0.1375
NM_002120	chr6(.):32775539-32789825	0.1238
NM_000593	chr6(.):32807985-32826748	0.1954
NR_027771	chr6(.):32839254-32852851	0.1154
NM_004159	chr6(.):32803493-32817712	0.1944
NM_148919	chr6(.):32803493-32816816	0.1988
NR_037178	chr6(.):32856952-32876535	0.1214
NR_037174	chr6(.):32806862-32819277	0.1915
NM_006120	chr6(.):32911390-32925899	0.1662
NM_002119	chr6(.):32966959-32982389	0.1131
NM_002118	chr6(.):32897405-32913847	0.1608
NM_005104	chr6(.):32931436-32954282	0.1802
NM_001113182	chr6(.):32933664-32954282	0.1871
NM_001199455	chr6(.):32934371-32954282	0.1892
NM_001199456	chr6(.):32935860-32954282	0.1906
NM_080679	chr6(.):33125468-33165245	0.1059
NM_001164267	chr6(.):33241879-33262304	0.1407
NM_022551	chr6(.):33234851-33249281	0.1424
NM_172209	chr6(.):33262471-33287164	0.1573
NM_004761	chr6(.):33254430-33272176	0.1743
NM_172208	chr6(.):33266409-33287164	0.1592
NM_006979	chr6(.):33163602-33177214	0.1768
NM_002931	chr6(.):33171285-33185499	0.1262
NM_003782	chr6(.):33239916-33251602	0.1226
NR_024517	chr6(.):33281334-33295793	0.1736
NM_014234	chr6(.):33167418-33179607	0.1679
NM_014260	chr6(.):33252377-33263711	0.1702
NM_021976	chr6(.):33156364-33173432	0.1458
NM_005453	chr6(.):33277181-33290512	0.1849
NM_001145338	chr6(.):33277181-33290719	0.1857
NM_022553	chr6(.):33213048-33244662	0.1376
NR_029633	chr6(.):33170611-33180721	0.1461
NM_001185181	chr6(.):33252411-33263709	0.1707
NM_006772	chr6(.):33382846-33426466	0.1377
NM_015921	chr6(.):33379318-33391065	0.153
NR_001444	chr6(.):33327513-33339139	0.1051
NM_002263	chr6(.):33354312-33382699	0.1496
NM_002636	chr6(.):33373772-33389230	0.1503
NM_001188	chr6(.):33535322-33553070	0.1711
NM_002224	chr6(.):33584155-33669348	0.1091
NR_027117	chr6(.):35689538-35709724	0.1361
NM_207409	chr6(.):35739391-35752329	0.0767
NM_001010886	chr6(.):35743830-35760841	0.1166
NM_145028	chr6(.):35699858-35721685	0.1261
NR_037152	chr6(.):36639236-36660116	0.1581
NM_078467	chr6(.):36639266-36660116	0.1582
NR_037150	chr6(.):36639313-36660116	0.1582
NM_000389	chr6(.):36641455-36660116	0.1611
NR_037151	chr6(.):36641486-36660116	0.1613
NM_020939	chr6(.):36703554-36812220	0.1182
NM_002648	chr6(.):37132921-37148204	0.1576
NM_001171629	chr6(.):43732945-43759223	0.1314
NM_001078177	chr6(.):44186362-44206888	0.1592
NM_178148	chr6(.):44216837-44230283	0.1578
NM_001078174	chr6(.):44182241-44206888	0.1501
NM_020745	chr6(.):44261462-44286063	0.1256
NM_182539	chr6(.):44242896-44270458	0.0957
NM_001137560	chr6(.):44233479-44252182	0.1048
NM_001078175	chr6(.):44186295-44206888	0.1591
NM_004556	chr6(.):44220902-44238525	0.169
NM_007355	chr6(.):44209848-44226614	0.1828
NM_001402	chr6(.):74220472-74235755	0.2081
NM_002043	chr6(.):89962238-90029967	0.1355
NM_182907	chr6(.):106541814-106562811	0.2256
NM_001134395	chr7(.):1031622-1182893	0.0825
NM_001033518	chr7(.):5224834-5278486	0.1225
NM_004289	chr7(.):26186846-26231756	0.1477
NR_003655	chr7(.):43975493-44063748	0.1332
NM_001029835	chr7(.):45062232-45121069	0.1247
NM_001167935	chr7(.):45034786-45121069	0.1295
NR_030770	chr7(.):45034344-45121069	0.1304
NM_030796	chr7(.):55533305-55645200	0.1661
NM_003496	chr7(.):98471112-98615864	0.1059
NM_001913	chr7(.):101454291-101932250	0.102
NM_181500	chr7(.):101454302-101932250	0.102
NR_033766	chr7(.):113721364-114338827	0.1403
NM_001145354	chr7(.):130789854-131186398	0.1677
NM_001164458	chr7(.):149939300-150025758	0.161
NM_001080495	chr7(.):5341422-5468177	0.097
NM_003088	chr7(.):5627453-5651286	0.0897
NM_006547	chr7(.):23344827-23514995	0.1065
NM_002541	chr7(.):44641120-44753669	0.1349
NM_001003941	chr7(.):44641120-44721195	0.1482
NM_022748	chr7(.):47309751-47584199	0.1201
NM_080744	chr7(.):76013645-76044012	0.1351
NM_001190996	chr7(.):98918495-98968885	0.1101
NM_017984	chr7(.):99993494-100031302	0.1501
NM_017621	chr7(.):102091666-102110321	0.1485
NM_006989	chr7(.):102215092-102262205	0.3173
NM_001098627	chr7(.):128575771-128595088	0.2219
NM_001098630	chr7(.):128572993-128595088	0.2293
NM_032643	chr7(.):128573270-128595088	0.2262
NM_003344	chr7(.):129467994-129597789	0.1858
NR_015431	chr7(.):130623918-130798562	0.1818
NR_024153	chr7(.):130623918-130796789	0.1809
NM_030647	chr7(.):139779545-139881741	0.1448
NM_007188	chr7(.):150720509-150749869	0.1678
NM_173680	chr7(.):150071405-150100719	0.2256
NM_017781	chr7(.):1017834-1034276	0.0714
NM_001031617	chr7(.):999485-1020235	0.0966
NM_138445	chr7(.):1092140-1103897	0.0618
NR_029898	chr7(.):1057568-1067662	0.1067
NM_182924	chr7(.):1468994-1504109	0.0831
NM_001080453	chr7(.):1504912-1549018	0.0841
NM_003751	chr7(.):2389473-2425377	0.1076
NM_018641	chr7(.):2438258-2479216	0.1204
NM_153247	chr7(.):5317560-5348704	0.0789
NM_001033520	chr7(.):5248899-5278486	0.1382
NM_024963	chr7(.):5510427-5558399	0.1027
NM_001101	chr7(.):5561778-5575232	0.1613
NR_026676	chr7(.):23525006-23536031	0.0889
NR_029597	chr7(.):25984538-25994606	0.198
NM_031243	chr7(.):26224555-26245413	0.1883
NM_016587	chr7(.):26236323-26257976	0.135
NM_007276	chr7(.):26236098-26257976	0.135
NM_013284	chr7(.):44106846-44127129	0.1259
NR_015401	chr7(.):44073697-44087082	0.1875
NM_175064	chr7(.):44035488-44054723	0.1388
NM_001014436	chr7(.):44079238-44106315	0.1221
NR_024116	chr7(.):44063485-44085222	0.1725
NM_000290	chr7(.):44097325-44110186	0.1134
NR_024416	chr7(.):44074066-44087082	0.1906
NM_019082	chr7(.):44600402-44619137	0.1289
NM_182547	chr7(.):44613761-44626827	0.1585
NR_003697	chr7(.):45017626-45031259	0.1338
NR_002952	chr7(.):45019976-45030109	0.143
NM_033054	chr7(.):44997259-45023704	0.1229
NM_004603	chr7(.):73108534-73139017	0.097
NR_036247	chr7(.):73120646-73130727	0.1041
NR_026912	chr7(.):73145426-73158190	0.165
NR_026910	chr7(.):73145426-73158184	0.165
NM_001145364	chr7(.):73145424-73158184	0.1649
NR_026690	chr7(.):73144398-73155330	0.1427
NM_001306	chr7(.):73178326-73189600	0.1212
NM_001163636	chr7(.):74067029-74180022	0.1124
NM_012479	chr7(.):75951107-75993342	0.1263
NM_007155	chr7(.):76021840-76076388	0.132
NM_001110354	chr7(.):76049271-76076388	0.1352
NM_001134450	chr7(.):98439110-98472673	0.0895
NR_037403	chr7(.):98474272-98484352	0.1709
NM_003910	chr7(.):99001600-99022239	0.1321
NM_014891	chr7(.):98987588-99011292	0.1311
NM_005720	chr7(.):98967328-98997404	0.1217
NM_152755	chr7(.):99712264-99728128	0.1546
NM_203397	chr7(.):99719319-99731121	0.1454
NM_032924	chr7(.):99662593-99684371	0.1407
NM_005641	chr7(.):99699692-99721995	0.1337
NM_001190415	chr7(.):99699692-99722481	0.1336
NM_182776	chr7(.):99685403-99703380	0.1628
NM_006833	chr7(.):99681582-99694822	0.1574
NM_005916	chr7(.):99685403-99704427	0.159
NM_004722	chr7(.):99694129-99709803	0.1388
NM_139315	chr7(.):99699692-99722021	0.1336
NR_029498	chr7(.):99686182-99696266	0.1503
NR_029510	chr7(.):99686390-99696470	0.1485
NR_029831	chr7(.):99686615-99696697	0.1447
NM_018275	chr7(.):99747042-99761302	0.1393
NR_028039	chr7(.):99793277-99874855	0.1279
NR_028038	chr7(.):99801558-99874855	0.1296
NM_024070	chr7(.):99811870-99824111	0.1921
NM_012447	chr7(.):99770537-99817010	0.1342
NM_152742	chr7(.):99762228-99779990	0.1287
