GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_014395	chr4(.):100732980-100796346	0.1323
NM_021970	chr4(.):100794494-100820703	0.1189
NM_003998	chr4(.):103417485-103543459	0.1305
NM_025212	chr4(.):105388342-105417467	0.1223
NM_018409	chr4(.):186280031-186305152	0.112
NM_181726	chr4(.):186312839-186326390	0.1523
NM_002372	chr5(.):109020155-109208429	0.1292
NM_015071	chr5(.):142145291-142613572	0.1216
NM_001131005	chr5(.):88009057-88204922	0.1265
NM_002397	chr5(.):88009057-88184283	0.1279
NM_001193349	chr5(.):88009057-88124744	0.1243
NM_001131055	chr5(.):175080039-175118245	0.1214
NM_001040446	chr5(.):32222110-32318114	0.1272
NM_024669	chr5(.):55390506-55534186	0.1281
NR_015436	chr5(.):87831596-87985620	0.1043
NM_152624	chr5(.):112307432-112361667	0.1197
NM_001077654	chr5(.):118599417-118735294	0.1279
NM_001038702	chr5(.):130594701-130735382	0.1134
NM_003060	chr5(.):131700400-131736306	0.1182
NM_018924	chr5(.):140744961-140897546	0.1054
NM_018922	chr5(.):140724827-140897546	0.1043
NM_018915	chr5(.):140713353-140897546	0.1041
NM_018916	chr5(.):140718600-140897546	0.1045
NM_018912	chr5(.):140705251-140897546	0.1047
NM_003736	chr5(.):140762451-140897546	0.1062
NM_018923	chr5(.):140734702-140897546	0.1051
NM_001079812	chr5(.):140889587-141003622	0.1241
NM_018920	chr5(.):140757466-140897546	0.1055
NM_018918	chr5(.):140738897-140897546	0.1048
NM_018917	chr5(.):140729767-140897546	0.1047
NM_018919	chr5(.):140748650-140897546	0.1055
NM_001020825	chr5(.):142652495-142788254	0.1242
NM_001018076	chr5(.):142652495-142789045	0.1241
NM_001018075	chr5(.):142652495-142820077	0.1227
NM_015621	chr5(.):150555612-150608654	0.1249
NM_004045	chr5(.):151117382-151143210	0.1421
NM_198321	chr5(.):153565294-153805543	0.1189
NM_005990	chr5(.):171464073-171620346	0.1115
NM_001167579	chr5(.):176806431-176822514	0.1423
NM_022455	chr5(.):176555832-176732214	0.1103
NM_172349	chr5(.):176555079-176732214	0.1102
NM_002406	chr5(.):180212540-180235048	0.1361
NM_001114619	chr5(.):180212540-180235902	0.1375
NM_001114618	chr5(.):180212540-180241817	0.1405
NM_001114617	chr5(.):180212540-180242137	0.14
NM_145265	chr5(.):199874-223297	0.1283
NM_001080478	chr5(.):186625-200468	0.1146
NM_004168	chr5(.):213355-261814	0.1258
NM_013232	chr5(.):266735-320089	0.1091
NM_001193376	chr5(.):1248286-1300162	0.0824
NM_030782	chr5(.):1312999-1350002	0.1877
NM_032286	chr5(.):6367038-6383639	0.1268
NM_001145161	chr5(.):6443735-6501834	0.1445
NM_001171805	chr5(.):6709717-6762161	0.1252
NM_001171806	chr5(.):6741100-6762161	0.1104
NM_006713	chr5(.):32580604-32609185	0.1581
NM_001190469	chr5(.):37807778-37840929	0.1153
NM_199231	chr5(.):37807778-37840593	0.1137
NM_000514	chr5(.):37807778-37844782	0.1148
NR_034127	chr5(.):43060288-43072073	0.1449
NM_001014279	chr5(.):43034181-43045447	0.1724
NR_034085	chr5(.):43011149-43023913	0.1451
NR_015447	chr5(.):43037235-43050370	0.1515
NR_034086	chr5(.):43009830-43023913	0.1508
NR_024384	chr5(.):87955262-87974146	0.1477
NR_024383	chr5(.):87955262-87979262	0.1383
NR_030741	chr5(.):87957670-87967757	0.1201
NR_033175	chr5(.):109213882-109226200	0.1015
NM_005669	chr5(.):112207080-112263031	0.1268
NM_014350	chr5(.):118686595-118735294	0.112
NM_000588	chr5(.):131391346-131403896	0.1342
NM_000758	chr5(.):131404484-131416859	0.105
NR_037500	chr5(.):131696181-131706291	0.1144
NM_002198	chr5(.):131812300-131831465	0.1378
NM_001013717	chr5(.):131741672-131803059	0.1681
NM_005732	chr5(.):131887615-131985313	0.1158
NM_000879	chr5(.):131872135-131884214	0.0992
NM_016480	chr5(.):138672518-138710409	0.1161
NM_194296	chr5(.):138727455-138744776	0.147
NM_152686	chr5(.):138740891-138780214	0.1296
NM_152685	chr5(.):138697884-138724039	0.116
NM_001033112	chr5(.):138673133-138710409	0.1164
NM_001161546	chr5(.):138722634-138735885	0.1905
NM_016459	chr5(.):138718256-138730605	0.2293
NM_032088	chr5(.):140766482-140897546	0.1067
NM_032406	chr5(.):140859740-140872356	0.0966
NM_032407	chr5(.):140863807-140876444	0.0993
NM_018925	chr5(.):140772694-140897546	0.106
NM_032092	chr5(.):140795536-140897546	0.1088
NM_003735	chr5(.):140805157-140897546	0.1061
NM_018921	chr5(.):140777519-140897546	0.107
NM_018929	chr5(.):140863807-140897546	0.1179
NM_018913	chr5(.):140787742-140897546	0.1086
NM_002588	chr5(.):140850568-140897546	0.12
NM_018926	chr5(.):140782769-140897546	0.1075
NM_018928	chr5(.):140859740-140897546	0.1163
NM_018927	chr5(.):140792281-140897546	0.1095
NM_000024	chr5(.):148201155-148213197	0.1802
NM_006058	chr5(.):150404505-150465997	0.1313
NM_001155	chr5(.):150475266-150542443	0.1404
NM_001193544	chr5(.):150475266-150526216	0.1349
NM_000405	chr5(.):150627612-150654953	0.1264
NM_005754	chr5(.):151146475-151189915	0.1345
NM_001171183	chr5(.):171616175-171635458	0.0994
NM_004417	chr5(.):172190092-172203203	0.1553
NM_030627	chr5(.):173310330-173392313	0.132
NM_022304	chr5(.):175103463-175116558	0.0944
NM_001031677	chr5(.):176723198-176735744	0.1923
NM_006480	chr5(.):176779843-176804599	0.1446
NM_006816	chr5(.):176753562-176783885	0.1171
NM_031300	chr5(.):176729205-176744292	0.1609
NM_001142935	chr5(.):176727500-176744292	0.1765
NM_013237	chr5(.):176725834-176738950	0.1971
NM_002082	chr5(.):176848686-176874850	0.1427
NM_030567	chr5(.):176868795-176888287	0.1297
NM_000505	chr5(.):176824138-176841577	0.1588
NM_080881	chr5(.):176878613-176904871	0.1245
NM_004395	chr5(.):176878613-176905694	0.1244
NM_001004105	chr5(.):176848686-176873354	0.1447
NM_001174102	chr5(.):176870325-176888283	0.1358
NM_001029886	chr5(.):176822107-176832637	0.1434
NR_027183	chr5(.):180251958-180267726	0.1418
NM_152283	chr5(.):180269610-180293286	0.1263
NR_027908	chr6(.):33548882-33566115	0.1276
NR_028361	chr6(.):33546475-33561803	0.1505
NM_181356	chr6(.):44791469-45350670	0.0986
NM_003599	chr6(.):44792449-45350575	0.0986
NM_012288	chr6(.):52357199-52446862	0.1651
NM_033515	chr6(.):129893239-130036370	0.1251
NM_001195286	chr6(.):386738-416443	0.1578
NM_001168344	chr6(.):7102829-7257213	0.1201
NM_001003699	chr6(.):7103085-7257213	0.1202
NR_037616	chr6(.):7876482-8069647	0.1417
NM_002114	chr6(.):12007723-12170232	0.1148
NM_004973	chr6(.):15241526-15527253	0.1134
NM_001949	chr6(.):20397136-20498945	0.1104
NM_001173977	chr6(.):25274655-25625758	0.1226
NM_014641	chr6(.):30662583-30690458	0.1339
NM_172166	chr6(.):31702724-31735455	0.1312
NM_152735	chr6(.):33417355-33430320	0.1552
NM_145316	chr6(.):37174953-37230413	0.1164
NM_001162900	chr6(.):37180417-37230931	0.1111
NM_183078	chr6(.):37316747-37367514	0.1163
NM_004348	chr6(.):45384913-45523819	0.1237
NM_001024630	chr6(.):45291053-45523819	0.1151
NM_016021	chr6(.):90031343-90067619	0.1338
NM_001455	chr6(.):108877068-109010971	0.1326
NM_201559	chr6(.):108876025-109010971	0.1324
NM_032131	chr6(.):109164618-109300352	0.1315
NM_173674	chr6(.):117798819-117896020	0.1251
NM_006734	chr6(.):143067603-143271338	0.0626
NM_024630	chr6(.):157797556-158099977	0.058
NM_020185	chr6(.):287100-356355	0.2836
NM_001145549	chr6(.):7876482-7915310	0.2032
NM_030810	chr6(.):7876482-7916047	0.2028
NR_033910	chr6(.):10407550-10421402	0.0938
NM_001032280	chr6(.):10391915-10417607	0.0991
NM_001042425	chr6(.):10391915-10424797	0.0923
NR_027793	chr6(.):10423017-10440055	0.1352
NM_003220	chr6(.):10391915-10420470	0.0961
NM_032744	chr6(.):11708887-11784280	0.1247
NM_005319	chr6(.):26050967-26061699	0.1674
NM_003537	chr6(.):26026816-26037288	0.1644
NM_003544	chr6(.):26022123-26032480	0.1577
NM_021062	chr6(.):26038454-26048885	0.1797
NM_003531	chr6(.):26040638-26051097	0.1803
NM_005325	chr6(.):26012259-26023040	0.1263
NM_003538	chr6(.):26016906-26027278	0.1766
NM_003513	chr6(.):26028319-26038796	0.1538
NM_003529	chr6(.):26015717-26026186	0.1541
NM_021065	chr6(.):26194011-26204471	0.164
NM_003530	chr6(.):26192011-26204464	0.1588
NM_138720	chr6(.):26153348-26176576	0.1649
NM_003523	chr6(.):26179023-26189458	0.1422
NM_003539	chr6(.):26183937-26194304	0.1576
NM_003545	chr6(.):26199872-26210249	0.15
NM_005321	chr6(.):26151558-26162343	0.1732
NM_003522	chr6(.):26194786-26205216	0.1777
NM_003518	chr6(.):26211427-26221872	0.1333
NM_021052	chr6(.):26212147-26222711	0.1358
NM_003532	chr6(.):26220382-26230844	0.1371
NM_003524	chr6(.):26246878-26257303	0.1686
NM_003547	chr6(.):26241838-26252205	0.1422
NM_003540	chr6(.):26235653-26246021	0.1159
NM_021018	chr6(.):26245369-26255835	0.1716
NM_005320	chr6(.):26229439-26240216	0.1388
NM_001145008	chr6(.):26397464-26420444	0.111
NM_001197240	chr6(.):26378328-26400100	0.1514
NM_001197247	chr6(.):26360397-26383540	0.1435
NM_001197238	chr6(.):26378323-26400100	0.1513
NM_007047	chr6(.):26360397-26383548	0.1435
NM_001197237	chr6(.):26378438-26400100	0.1515
NM_001197248	chr6(.):26360469-26383540	0.1426
NM_001197246	chr6(.):26363405-26383540	0.128
NM_021064	chr6(.):27095816-27106314	0.1529
NM_080593	chr6(.):27101071-27119637	0.1647
NM_080596	chr6(.):27109907-27120346	0.1609
NR_036096	chr6(.):27110404-27120467	0.1641
NM_021058	chr6(.):27095094-27105575	0.1506
NM_003495	chr6(.):27102087-27112457	0.1461
NM_021066	chr6(.):27777079-27787518	0.1515
NM_003536	chr6(.):27772841-27783314	0.1877
NM_003509	chr6(.):27770976-27781445	0.166
NM_003519	chr6(.):27770256-27780709	0.1608
NM_003521	chr6(.):27777821-27788267	0.155
NM_003535	chr6(.):27853092-27863570	0.1864
NM_003527	chr6(.):27856202-27866669	0.1953
NM_003520	chr6(.):27801439-27811888	0.1711
NM_003511	chr6(.):27828106-27838576	0.1376
NM_003533	chr6(.):27834622-27845099	0.1076
NM_003510	chr6(.):27800657-27811117	0.1731
NM_003541	chr6(.):27793951-27804305	0.1253
NM_005322	chr6(.):27829569-27840359	0.138
NM_033057	chr6(.):27873962-27885174	0.0909
NM_021968	chr6(.):27786902-27797258	0.1185
NM_003514	chr6(.):27855476-27865963	0.1939
NM_003546	chr6(.):27835925-27846289	0.0988
NM_003587	chr6(.):30615895-30645830	0.1177
NM_001161376	chr6(.):30609815-30625987	0.1244
NM_133471	chr6(.):30639165-30660672	0.1404
NM_001134870	chr6(.):30639165-30660093	0.14
NM_007243	chr6(.):30650825-30663769	0.1436
NM_178014	chr6(.):30683156-30698195	0.1837
NM_004847	chr6(.):31577993-31589798	0.157
NM_001623	chr6(.):31578032-31589798	0.1575
NM_032955	chr6(.):31578788-31589798	0.1628
NM_080702	chr6(.):31601804-31625477	0.123
NM_001098534	chr6(.):31601804-31625170	0.1239
NM_021246	chr6(.):31678132-31690581	0.0942
NM_138275	chr6(.):31686160-31697851	0.151
NR_033488	chr6(.):31649725-31675850	0.116
NM_001320	chr6(.):31628656-31642843	0.1492
NM_013974	chr6(.):31689816-31703039	0.1644
NM_025262	chr6(.):31639460-31653150	0.1174
NM_001288	chr6(.):31693357-31709341	0.1996
NM_019101	chr6(.):31618670-31630987	0.1582
NM_021184	chr6(.):31621074-31633549	0.1468
NM_001003693	chr6(.):31669683-31683372	0.1125
NM_021221	chr6(.):31633727-31645227	0.1265
NM_021160	chr6(.):31649725-31676137	0.116
NR_002971	chr6(.):31585855-31595987	0.1739
NR_024541	chr6(.):31674752-31686842	0.0985
NM_080686	chr6(.):31583449-31610554	0.1346
NM_025261	chr6(.):31681424-31694510	0.0934
NM_033177	chr6(.):31624005-31638179	0.1612
NM_001199240	chr6(.):31624005-31638407	0.1607
NM_001199238	chr6(.):31624005-31638639	0.1602
NM_001199237	chr6(.):31624005-31639060	0.1587
NM_001039651	chr6(.):31725772-31737624	0.1118
NM_025258	chr6(.):31728370-31750108	0.1071
NR_002742	chr6(.):31799852-31809916	0.1598
NM_000434	chr6(.):31821828-31835709	0.1439
NM_021177	chr6(.):31760173-31779743	0.1381
NR_002745	chr6(.):31798039-31808103	0.1594
NM_001178045	chr6(.):31825969-31850448	0.1277
NM_001040438	chr6(.):31797692-31812541	0.1492
NM_005345	chr6(.):31778290-31790719	0.141
NM_005527	chr6(.):31772395-31787835	0.1439
NM_001178044	chr6(.):31825969-31851823	0.1265
NM_006295	chr6(.):31740296-31768712	0.1248
NM_005346	chr6(.):31790511-31803031	0.1719
NM_002800	chr6(.):32816937-32832628	0.148
NM_000544	chr6(.):32788186-32811547	0.1341
NM_018833	chr6(.):32784609-32811547	0.1313
NM_002120	chr6(.):32775539-32789825	0.12
NM_000593	chr6(.):32807985-32826748	0.174
NR_027771	chr6(.):32839254-32852851	0.1167
NM_004159	chr6(.):32803493-32817712	0.1767
NM_148919	chr6(.):32803493-32816816	0.1826
NR_037178	chr6(.):32856952-32876535	0.1302
NR_037174	chr6(.):32806862-32819277	0.158
NM_001164267	chr6(.):33241879-33262304	0.1396
NM_022551	chr6(.):33234851-33249281	0.1528
NM_172209	chr6(.):33262471-33287164	0.1442
NM_004761	chr6(.):33254430-33272176	0.1511
NM_172208	chr6(.):33266409-33287164	0.1532
NM_003782	chr6(.):33239916-33251602	0.1378
NR_024517	chr6(.):33281334-33295793	0.1369
NM_014260	chr6(.):33252377-33263711	0.1464
NM_005453	chr6(.):33277181-33290512	0.156
NM_001145338	chr6(.):33277181-33290719	0.1562
NM_022553	chr6(.):33213048-33244662	0.1466
NM_001185181	chr6(.):33252411-33263709	0.1468
NM_006772	chr6(.):33382846-33426466	0.1339
NM_015921	chr6(.):33379318-33391065	0.1433
NR_001444	chr6(.):33327513-33339139	0.1006
NM_002263	chr6(.):33354312-33382699	0.1382
NM_002636	chr6(.):33373772-33389230	0.1613
NM_001188	chr6(.):33535322-33553070	0.1526
NM_002224	chr6(.):33584155-33669348	0.1084
NR_037152	chr6(.):36639236-36660116	0.1327
NM_078467	chr6(.):36639266-36660116	0.1327
NR_037150	chr6(.):36639313-36660116	0.1327
NM_000389	chr6(.):36641455-36660116	0.1351
NR_037151	chr6(.):36641486-36660116	0.135
NM_020939	chr6(.):36703554-36812220	0.1173
NM_002648	chr6(.):37132921-37148204	0.1305
NM_017772	chr6(.):37220547-37305746	0.1149
NM_000322	chr6(.):42659332-42695358	0.1035
NM_003192	chr6(.):42707233-42718884	0.1204
NR_037141	chr6(.):42690313-42700932	0.1026
NM_015349	chr6(.):42783793-42841296	0.1111
NM_014051	chr6(.):52530883-52556385	0.123
NR_024403	chr6(.):52524198-52538951	0.1658
NM_002043	chr6(.):89962238-90029967	0.1201
NM_182907	chr6(.):106541814-106562811	0.1873
NM_001198	chr6(.):106529194-106562814	0.1958
NR_033376	chr6(.):109067856-109096145	0.1416
NM_001145207	chr6(.):135351994-135381036	0.1386
NM_006620	chr6(.):135276516-135381036	0.1274
NR_037435	chr6(.):135295475-135305570	0.1234
NR_037463	chr6(.):157945163-157955232	0.0578
NM_001259	chr7(.):92229234-92468231	0.1201
NM_001145306	chr7(.):92229234-92470941	0.1199
NM_001029835	chr7(.):45062232-45121069	0.1229
NM_001167935	chr7(.):45034786-45121069	0.1275
NR_030770	chr7(.):45034344-45121069	0.1281
NM_030796	chr7(.):55533305-55645200	0.1567
NM_012301	chr7(.):77641373-79087890	0.0938
NM_001913	chr7(.):101454291-101932250	0.1023
NM_181500	chr7(.):101454302-101932250	0.1023
NM_181552	chr7(.):101455881-101898344	0.1013
NM_032549	chr7(.):110298109-111207347	0.1364
NM_021807	chr7(.):132932822-133755513	0.1457
NM_001145354	chr7(.):130789854-131186398	0.1602
NM_004717	chr7(.):137069384-137536609	0.1463
NM_001164458	chr7(.):149939300-150025758	0.1565
NM_182762	chr7(.):20169278-20262013	0.119
NR_036554	chr7(.):29720687-29787019	0.1022
NM_014800	chr7(.):36888960-37493511	0.1102
NM_002541	chr7(.):44641120-44753669	0.1214
NM_001003941	chr7(.):44641120-44721195	0.1323
NM_022748	chr7(.):47309751-47584199	0.1193
NM_006060	chr7(.):50339377-50477798	0.0861
NM_017621	chr7(.):102091666-102110321	0.117
NM_006989	chr7(.):102215092-102262205	0.3055
NM_182931	chr7(.):104649636-104759532	0.1199
NM_001099660	chr7(.):110726061-110770509	0.1597
NM_014705	chr7(.):111361163-111851462	0.1543
NM_024913	chr7(.):120623750-120942498	0.1542
NM_001105533	chr7(.):120624444-120906972	0.1515
NM_001098627	chr7(.):128575771-128595088	0.2078
NM_001098630	chr7(.):128572993-128595088	0.2157
NM_032643	chr7(.):128573270-128595088	0.2133
NR_015431	chr7(.):130623918-130798562	0.1868
NR_024153	chr7(.):130623918-130796789	0.1874
NM_014149	chr7(.):134863589-134901316	0.1643
NM_178563	chr7(.):134666258-134825530	0.1506
NM_194071	chr7(.):137554724-137691846	0.1764
NM_173680	chr7(.):150071405-150100719	0.2008
NM_053043	chr7(.):155432202-155579179	0.163
NM_003751	chr7(.):2389473-2425377	0.1094
NM_018641	chr7(.):2438258-2479216	0.1162
NM_207342	chr7(.):22454062-22544901	0.1268
NM_001164460	chr7(.):22473037-22544901	0.1306
NR_029597	chr7(.):25984538-25994606	0.1501
NR_036482	chr7(.):29719769-29732859	0.1232
NR_024278	chr7(.):29680537-29729754	0.1211
NR_027347	chr7(.):29719387-29730437	0.1277
NM_022373	chr7(.):35667269-35739772	0.1146
NM_019082	chr7(.):44600402-44619137	0.1489
NM_182547	chr7(.):44613761-44626827	0.1505
NR_003697	chr7(.):45017626-45031259	0.1292
NR_002952	chr7(.):45019976-45030109	0.1268
NM_033054	chr7(.):44997259-45023704	0.1142
NM_152559	chr7(.):73243920-73261855	0.1135
NM_001305	chr7(.):73240192-73252015	0.088
NM_182504	chr7(.):73270488-73285223	0.097
NM_001163636	chr7(.):74067029-74180022	0.1092
NM_020979	chr7(.):101923404-101967178	0.1287
NR_036245	chr7(.):101931368-101941453	0.1434
NM_032831	chr7(.):102068995-102102268	0.1338
NM_024653	chr7(.):102031803-102072129	0.1429
NM_006234	chr7(.):102108547-102124381	0.1641
NM_001097615	chr7(.):102173365-102218068	0.2624
NM_152892	chr7(.):102100389-102118612	0.1353
NM_001114403	chr7(.):102272471-102288238	0.2558
NR_027374	chr7(.):104530074-104572092	0.1251
NR_024586	chr7(.):104645988-104659588	0.1717
NM_002649	chr7(.):106500923-106552592	0.2005
NM_001166346	chr7(.):114557208-114568720	0.2019
NM_199072	chr7(.):114557208-114664970	0.1735
NM_019071	chr7(.):120585816-120620711	0.1613
NM_001024613	chr7(.):121936447-121949565	0.1607
NR_036484	chr7(.):121938711-121955131	0.1686
NM_199349	chr7(.):128525000-128555773	0.1613
NM_018295	chr7(.):134827765-134855967	0.204
NR_024185	chr7(.):134845531-134860532	0.1964
NM_013400	chr7(.):150060878-150076133	0.2434
NM_014374	chr7(.):150063257-150076133	0.256
NM_001142928	chr7(.):150015295-150040245	0.1717
NM_002889	chr7(.):150030406-150043763	0.1335
NM_138434	chr7(.):150021937-150034811	0.143
NR_027237	chr7(.):150097839-150114558	0.2409
NM_175571	chr7(.):150142961-150181483	0.1619
NR_034033	chr7(.):150125741-150150228	0.2152
NM_003844	chr8(.):23043969-23087680	0.1229
NM_004103	chr8(.):27163998-27321903	0.1431
NM_173176	chr8(.):27178053-27321903	0.141
NM_173175	chr8(.):27178080-27321903	0.141
NM_001002814	chr8(.):37711464-37762015	0.1256
NM_021623	chr8(.):38753752-38836430	0.1347
NM_001024678	chr8(.):145742760-145757416	0.1146
NM_001001795	chr8(.):145746602-145759458	0.0991
NM_001715	chr8(.):11346520-11427108	0.1246
NM_015310	chr8(.):18379812-18876196	0.0989
NM_206909	chr8(.):18379812-18671405	0.1017
NM_018371	chr8(.):19256671-19545094	0.1145
NR_024040	chr8(.):19256671-19545261	0.1145
NM_001386	chr8(.):26430420-26520693	0.1131
NM_001197293	chr8(.):26366708-26520693	0.1165
NM_006228	chr8(.):28169648-28205868	0.1281
NM_001010906	chr8(.):27874480-27946388	0.1328
NM_023034	chr8(.):38127560-38244790	0.1195
NM_001122824	chr8(.):38639721-38715546	0.1318
NM_001146216	chr8(.):38580703-38715546	0.1257
NR_027638	chr8(.):38849504-38967779	0.1161
NM_005079	chr8(.):80942104-81088836	0.1388
NM_022783	chr8(.):120880899-121068157	0.1264
NM_173685	chr8(.):126099082-126384367	0.1232
NM_003235	chr8(.):133874204-134152143	0.1064
NM_003033	chr8(.):134462090-134589183	0.1283
NM_001134374	chr8(.):145081581-145107015	0.099
NM_003970	chr8(.):1988157-2098380	0.1311
NM_152272	chr8(.):23096149-23124512	0.112
NR_033928	chr8(.):23077733-23093439	0.1201
NM_171982	chr8(.):27137403-27173834	0.1319
NM_018091	chr8(.):27945583-28053669	0.1053
NM_018660	chr8(.):28198101-28248977	0.1198
NM_018310	chr8(.):37696397-37712431	0.1208
NM_152413	chr8(.):37786799-37802647	0.1079
NM_144652	chr8(.):38239019-38271061	0.1302
NM_017778	chr8(.):38168934-38244790	0.1214
NM_001024381	chr8(.):38841326-38859041	0.1275
NM_153692	chr8(.):38826667-38851181	0.1053
NM_025195	chr8(.):126437562-126455644	0.1596
NM_014957	chr8(.):142133719-142210900	0.1139
NM_201378	chr8(.):144984320-145052697	0.1115
NM_032789	chr8(.):145046319-145065635	0.152
NM_000445	chr8(.):144984320-145055913	0.1145
NM_201381	chr8(.):144984320-145023905	0.1049
NM_201382	chr8(.):144984320-145023110	0.1053
NM_201383	chr8(.):144984320-145021692	0.1049
NM_201379	chr8(.):144984320-145033088	0.108
NM_001009184	chr8(.):145059225-145072583	0.1223
NM_201384	chr8(.):144984320-145018758	0.105
NR_030383	chr8(.):145014358-145024447	0.1232
NM_201380	chr8(.):144984320-145030044	0.1075
NM_001129888	chr8(.):145684199-145696031	0.132
NM_183057	chr8(.):145643999-145658927	0.0983
NM_032687	chr8(.):145684199-145695849	0.1329
NM_017767	chr8(.):145632797-145646917	0.1224
NM_003923	chr8(.):145694114-145706718	0.1094
NM_032902	chr8(.):145717108-145732504	0.1001
NM_138496	chr8(.):145670314-145695418	0.1191
NM_005309	chr8(.):145724464-145737555	0.1254
NM_130849	chr8(.):145632797-145647273	0.1231
NM_145754	chr8(.):145686737-145704499	0.1256
NM_138431	chr8(.):145729551-145741589	0.1232
NM_004260	chr8(.):145731666-145748210	0.1373
NM_013432	chr8(.):145649162-145674812	0.0983
NM_014665	chr8(.):145738362-145755559	0.1164
NM_025251	chr8(.):145749562-145843888	0.0842
NM_002839	chr9(.):8309245-10617723	0.0873
NM_006377	chr9(.):35156988-35410332	0.1058
NM_001206	chr9(.):72994512-73034573	0.0996
NM_001142287	chr9(.):91970705-92099611	0.119
NM_006378	chr9(.):91987151-92099611	0.1209
NM_053016	chr9(.):112537576-112718756	0.1151
NM_001037293	chr9(.):112398067-112718756	0.1087
NM_007203	chr9(.):112537576-112939791	0.1225
NM_001004065	chr9(.):112805877-112939791	0.1359
NM_017790	chr9(.):116221008-116309371	0.1131
NM_144488	chr9(.):116202010-116365018	0.1142
NM_017688	chr9(.):116106811-116138513	0.1196
NM_018249	chr9(.):123146146-123347437	0.1133
NM_005047	chr9(.):123573331-123610206	0.1223
NM_013355	chr9(.):131459801-131488199	0.1122
NM_015033	chr9(.):132644465-132810473	0.1115
NM_001170	chr9(.):33379947-33407517	0.1298
NM_139235	chr9(.):33456350-33478941	0.1293
NM_004925	chr9(.):33436159-33452590	0.128
NM_152850	chr9(.):35083687-35101579	0.143
NM_025182	chr9(.):35099117-35120893	0.1524
NM_013442	chr9(.):35094888-35108154	0.1779
NM_004629	chr9(.):35068834-35085013	0.1428
NM_032634	chr9(.):35083687-35101546	0.1432
NM_007126	chr9(.):35051064-35077739	0.1414
NM_003995	chr9(.):35787405-35814728	0.1261
NM_001042590	chr9(.):35824512-35859844	0.1471
NM_032593	chr9(.):35807956-35820042	0.1554
NM_001012446	chr9(.):35812013-35833744	0.1707
NM_001042589	chr9(.):35824228-35859844	0.1469
NM_016446	chr9(.):35824221-35852232	0.1606
NM_001004487	chr9(.):35864459-35875398	0.0908
NM_001039592	chr9(.):35804806-35817259	0.1484
NR_024006	chr9(.):35855270-35870515	0.0936
NM_005893	chr9(.):36164388-36176331	0.1122
NM_022343	chr9(.):36131741-36168903	0.1311
NM_007096	chr9(.):36185852-36217059	0.1194
NM_005384	chr9(.):94166326-94191144	0.1439
NM_015250	chr9(.):95468644-95532083	0.1458
NR_026868	chr9(.):95566892-95605739	0.1007
NM_001083603	chr9(.):98200263-98284247	0.1155
NM_001083606	chr9(.):98200263-98274699	0.1164
NM_001083607	chr9(.):98200263-98274481	0.1164
NM_001083605	chr9(.):98200263-98275322	0.1161
NM_000264	chr9(.):98200263-98275831	0.1158
NM_173200	chr9(.):102584008-102634173	0.1188
NM_006981	chr9(.):102579136-102634173	0.1197
NM_173199	chr9(.):102579136-102601341	0.1177
NM_001012993	chr9(.):112956845-112975413	0.113
NM_001136562	chr9(.):112882780-112939791	0.1464
NM_001012361	chr9(.):116072930-116107620	0.1208
NM_145051	chr9(.):116054372-116066320	0.1299
NM_000031	chr9(.):116143591-116168618	0.0977
NM_017443	chr9(.):116164517-116178029	0.1525
NM_031219	chr9(.):116130697-116143341	0.115
NR_027261	chr9(.):116164517-116177955	0.1527
NM_152786	chr9(.):116168021-116196879	0.1379
NM_001244	chr9(.):117660123-117697770	0.1402
NM_005658	chr9(.):123659670-123694173	0.1326
NM_015651	chr9(.):123612930-123644606	0.1408
NM_001190945	chr9(.):123659670-123696451	0.1386
NM_001190947	chr9(.):123659670-123681850	0.1295
NM_001009936	chr9(.):123626852-123644606	0.1575
NR_024408	chr9(.):123600319-123621651	0.1366
NM_173689	chr9(.):126113447-126146032	0.1007
NM_001045476	chr9(.):127610754-127625160	0.1243
NM_030978	chr9(.):127626483-127644696	0.1354
NM_007209	chr9(.):127615157-127629240	0.126
NM_005489	chr9(.):130495595-130538621	0.1193
NM_001142532	chr9(.):130495595-130529697	0.1088
NM_001142533	chr9(.):130495595-130522583	0.1103
NM_001142531	chr9(.):130495595-130529719	0.1087
NM_001142534	chr9(.):130495595-130522561	0.1103
NM_170600	chr9(.):130495595-130546048	0.1277
NM_001085347	chr9(.):130488802-130502604	0.1272
NM_001018078	chr9(.):130560507-130581556	0.1141
NM_001261	chr9(.):130543304-130558052	0.1355
NM_004957	chr9(.):130560153-130581556	0.1149
NR_036055	chr9(.):130543196-130553286	0.1486
NM_001035254	chr9(.):130697860-130747812	0.1406
NM_003863	chr9(.):130692373-130705763	0.1501
NM_203305	chr9(.):130697860-130717993	0.1358
NM_001135219	chr9(.):130678807-130698076	0.1679
NM_173492	chr9(.):130678807-130694770	0.1764
NR_024425	chr9(.):130885807-130897913	0.1747
NR_027812	chr9(.):130877971-130895712	0.1388
NM_001006641	chr9(.):130825478-130876524	0.1362
NM_197956	chr9(.):130818511-130834599	0.1443
NM_001006643	chr9(.):130855835-130876524	0.1213
NM_001006642	chr9(.):130849127-130876524	0.1204
NM_052901	chr9(.):130855816-130876524	0.1213
NM_025072	chr9(.):130877971-130895474	0.1388
