REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_12783_lociStitched	chr17	79477511	79487491	2	9045	45930.954	164	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	3.2909	164	1
1_MACS_peak_6653_lociStitched	chr12	89738122	89749044	1	10923	45686.726	165	1	DUSP6		DUSP6	DUSP6	3.1876	165	1
1_MACS_peak_1718_lociStitched	chr1	150580009	150588051	1	8043	45454.1882	166	1		MCL1,ENSA	ENSA	MCL1	3.0012	166	1
2_MACS_peak_13855_lociStitched	chr19	10609028	10615105	2	4161	45205.5876	167	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	KEAP1	1.7727	167	1
1_MACS_peak_2863_lociStitched	chr1	234741636	234748776	1	7141	45022.698	168	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.5395	168	1
1_MACS_peak_11689_lociStitched	chr17	21245465	21254397	1	8933	44926.1736	169	1		KCNJ12	KCNJ12	KCNJ12	0.1455	169	1
1_MACS_peak_30543_lociStitched	chrX	123093025	123097743	1	4719	44766.2712	170	1	STAG2		STAG2	STAG2	0.3459	170	1
1_MACS_peak_7163_lociStitched	chr12	125398282	125406607	1	8326	44547.9075	171	1	UBC	SCARB1	UBC	UBC	2.8169	171	1
1_MACS_peak_24548_lociStitched	chr6	42748691	42752192	1	3502	44507.8629	172	1		KIAA0240,TBCC	TBCC	TBCC	1.8491	172	1
1_MACS_peak_17846_lociStitched	chr20	42694967	42700822	1	5856	44424.227	173	1	TOX2		JPH2	JPH2	NONE	173	1
1_MACS_peak_22283_lociStitched	chr4	185392297	185398166	1	5870	44374.9221	174	1	IRF2		IRF2	IRF2	1.1919	174	1
5_MACS_peak_5746_lociStitched	chr11	126332922	126352970	5	11597	44269.9936	175	1	KIRREL3		ST3GAL4	ST3GAL4	0.5767	175	1
4_MACS_peak_944_lociStitched	chr1	45264736	45286658	4	11780	44221.0584	176	1	PLK3,BTBD19,TCTEX1D4,PTCH2	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	BTBD19	BTBD19	1.8819	176	1
2_MACS_peak_13584_lociStitched	chr19	2617239	2628466	2	8420	44198.4536	177	1	GNG7		GNG7	GNG7	0.6439	177	1
3_MACS_peak_9538_lociStitched	chr15	75329341	75341727	3	9146	44028.5142	178	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.6193	178	1
1_MACS_peak_6455_lociStitched	chr12	57075326	57084287	1	8962	43936.6791	179	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	PTGES3	1.3439	179	1
2_MACS_peak_7724_lociStitched	chr13	114827957	114835855	2	7734	43826.002	180	1	RASA3		RASA3	RASA3	0.6107	180	1
1_MACS_peak_2093_lociStitched	chr1	165796312	165799683	1	3372	43699.2843	181	1	UCK2		UCK2	UCK2	0.6614	181	1
8_MACS_peak_12610_lociStitched	chr17	74475312	74503367	8	16704	43698.468	182	1	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.1115	182	1
6_MACS_peak_23876_lociStitched	chr6	304025	331343	6	19987	43498.4514	183	1	DUSP22		DUSP22	DUSP22	1.2046	183	1
3_MACS_peak_23442_lociStitched	chr5	142778083	142785766	3	7292	43249.9119	184	1	NR3C1		NR3C1	NR3C1	0.3706	184	1
9_MACS_peak_25422_lociStitched	chr6	157976578	158000065	9	18918	43204.3365	185	1	ZDHHC14	MIR3692	MIR3692	MIR3692	0.2456	185	1
2_MACS_peak_17307_lociStitched	chr2	241498465	241509469	2	9713	43015.7364	186	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	1.564	186	1
2_MACS_peak_14054_lociStitched	chr19	16180752	16191673	2	6493	43010.1743	187	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	1.0065	187	1
2_MACS_peak_17856_lociStitched	chr20	43269941	43282280	2	12273	43001.415	188	1	ADA	LOC79015	ADA	ADA	1.1215	188	1
1_MACS_peak_22569_lociStitched	chr5	32530101	32545982	1	15882	42611.8992	189	1		SUB1	SUB1	SUB1	2.1622	189	1
2_MACS_peak_24167_lociStitched	chr6	26194843	26207281	2	10100	42571.5426	190	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	HIST1H2BF	3.4237	190	1
7_MACS_peak_19720_lociStitched	chr3	46129717	46154479	7	19995	42459.4014	191	1			XCR1	XCR1	NONE	191	1
8_MACS_peak_25133_lociStitched	chr6	119761870	119799087	8	22375	42423.6583	192	1			MAN1A1	MAN1A1	0.3096	192	1
5_MACS_peak_24788_lociStitched	chr6	79777570	79792549	5	14094	42357.6162	193	1	PHIP		PHIP	PHIP	0.3069	193	1
4_MACS_peak_12532_lociStitched	chr17	72732340	72756900	4	20401	42260.392	194	1	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	MIR3615	MIR3615	1.8551	194	1
3_MACS_peak_14548_lociStitched	chr19	42438644	42452117	3	9633	42041.1492	195	1		RABAC1,ATP1A3	RABAC1	RABAC1	0.4946	195	1
1_MACS_peak_13864_lociStitched	chr19	10762024	10767090	1	5067	41847.1864	196	1	ILF3,LOC147727	SLC44A2,QTRT1	LOC147727	LOC147727	3.5468	196	1
1_MACS_peak_25399_lociStitched	chr6	157097674	157104234	1	6561	41761.616	197	1	ARID1B		ARID1B	ARID1B	0.2028	197	1
4_MACS_peak_10242_lociStitched	chr16	11816956	11837832	4	18670	41720.686	198	1	TXNDC11		TXNDC11	TXNDC11	0.853	198	1
2_MACS_peak_16264_lociStitched	chr2	112455535	112465827	2	9662	41719.6512	199	1			ANAPC1	ANAPC1	NONE	199	1
5_MACS_peak_27559_lociStitched	chr8	42741579	42754098	5	11820	41633.1864	200	1	HOOK3,RNF170	THAP1	RNF170	RNF170	1.0249	200	1
1_MACS_peak_5378_lociStitched	chr11	95521895	95525292	1	3398	41440.6824	201	1	CEP57,FAM76B		CEP57	CEP57	0.8443	201	1
5_MACS_peak_3056_lociStitched	chr10	5930551	5949162	5	16634	41422.5027	202	1	FBXO18,ANKRD16		FBXO18	FBXO18	0.7845	202	1
1_MACS_peak_1874_lociStitched	chr1	155531198	155535097	1	3900	41343.0465	203	1	LOC645676,ASH1L	MSTO1	ASH1L	MSTO1	0.7547	203	1
2_MACS_peak_6244_lociStitched	chr12	48200687	48214840	2	12803	41298.454	204	1	HDAC7	SLC48A1,RAPGEF3	HDAC7	HDAC7	0.961	204	1
2_MACS_peak_13778_lociStitched	chr19	7980427	7991355	2	7285	41277.2416	205	1	LOC645781,SNAPC2,CTXN1	LRRC8E,MAP2K7,FLJ22184,LOC388499,TIMM44	SNAPC2	SNAPC2	3.2201	205	1
3_MACS_peak_10273_lociStitched	chr16	14486532	14503278	3	11641	41273.8662	206	1			MIR365-1	MIR365-1	2.5028	206	1
1_MACS_peak_1817_lociStitched	chr1	154191153	154194801	1	3649	41012.64	207	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	C1orf43	C1orf43	2.1096	207	1
1_MACS_peak_18057_lociStitched	chr20	55125699	55132495	1	6797	40931.6284	208	1		C20orf106,C20orf107,GCNT7	C20orf107	C20orf106	0.1018	208	1
3_MACS_peak_24234_lociStitched	chr6	27791013	27808178	3	9766	40914.494	209	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.8207	209	1
1_MACS_peak_26645_lociStitched	chr7	104650488	104656628	1	6141	40702.06	210	1	MLL5,LOC100216545		LOC100216545	LOC100216545	3.1072	210	1
1_MACS_peak_459_lociStitched	chr1	23850621	23858962	1	8342	40664.0432	211	1	E2F2	ASAP3,ID3	E2F2	ID3	1.833	211	1
4_MACS_peak_19045_lociStitched	chr22	39910942	39929084	4	9707	40587.2824	212	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	2.4247	212	1
3_MACS_peak_24152_lociStitched	chr6	26020597	26035008	3	9684	40321.978	213	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.6589	213	1
1_MACS_peak_18176_lociStitched	chr20	62256675	62260604	1	3930	40306.0394	214	1	GMEB2	RTEL1,STMN3	GMEB2	GMEB2	0.9399	214	1
1_MACS_peak_16750_lociStitched	chr2	182128575	182141377	1	12803	40301.9762	215	1			ITGA4	ITGA4	0.4407	215	1
2_MACS_peak_8476_lociStitched	chr14	91872825	91885864	2	13038	40281.3827	216	1	CCDC88C		CCDC88C	CCDC88C	1.6264	216	1
1_MACS_peak_14703_lociStitched	chr19	47613743	47617792	1	4050	40077.4069	217	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.7303	217	1
4_MACS_peak_10350_lociStitched	chr16	19115943	19131044	4	12708	39957.246	218	1	ITPRIPL2	COQ7,SYT17	ITPRIPL2	ITPRIPL2	2.0823	218	1
5_MACS_peak_19984_lociStitched	chr3	61545586	61562516	5	13663	39800.737	219	1	PTPRG		PTPRG	PTPRG	0.1155	219	1
1_MACS_peak_12098_lociStitched	chr17	43298298	43307888	1	9591	39764.935	220	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.3254	220	1
6_MACS_peak_14433_lociStitched	chr19	39159616	39178092	6	14976	39616.2392	221	1	ACTN4	EIF3K	ACTN4	ACTN4	0.8712	221	1
1_MACS_peak_10270_lociStitched	chr16	14394799	14405314	1	10516	39582.666	222	1	MIR193B,MIR365-1		MIR193B	MIR193B	3.3048	222	1
1_MACS_peak_3265_lociStitched	chr10	22624566	22635241	1	10676	39557.28	223	1	SPAG6	COMMD3,BMI1	SPAG6	COMMD3	3.5755	223	1
6_MACS_peak_30574_lociStitched	chrX	128901257	128921766	6	15806	39506.4867	224	1	XPNPEP2,SASH3		SASH3	SASH3	1.0364	224	1
3_MACS_peak_29593_lociStitched	chr9	132244317	132260191	3	9915	39497.6868	225	1			C9orf50	C9orf50	NONE	225	1
5_MACS_peak_24758_lociStitched	chr6	74220720	74234166	5	11111	39429.0504	226	1	EEF1A1	MTO1	EEF1A1	EEF1A1	2.6007	226	1
1_MACS_peak_1876_lociStitched	chr1	155657116	155660109	1	2994	39381.894	227	1	DAP3,YY1AP1	YY1AP1	YY1AP1	YY1AP1	1.1033	227	1
1_MACS_peak_5714_lociStitched	chr11	124939085	124945623	1	6539	39371.1822	228	1	SLC37A2	TMEM218	SLC37A2	SLC37A2	1.5773	228	1
5_MACS_peak_7111_lociStitched	chr12	123408631	123423786	5	13848	39333.287	229	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	2.5692	229	1
7_MACS_peak_27777_lociStitched	chr8	71502964	71521315	7	16253	39304.1718	230	1	TRAM1		TRAM1	TRAM1	0.9285	230	1
2_MACS_peak_26640_lociStitched	chr7	104576791	104587368	2	9846	39278.7472	231	1		LOC723809	LOC723809	LOC723809	0.2191	231	1
2_MACS_peak_17911_lociStitched	chr20	45980247	45989912	2	8078	39188.6755	232	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.4483	232	1
2_MACS_peak_25131_lociStitched	chr6	119666651	119674757	2	7566	39142.2528	233	1	MAN1A1		MAN1A1	MAN1A1	0.3096	233	1
2_MACS_peak_612_lociStitched	chr1	28195100	28205170	2	8030	39126.985	234	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	C1orf38	1.9913	234	1
2_MACS_peak_1900_lociStitched	chr1	156115751	156129609	2	13810	39098.9612	235	1	SEMA4A	LMNA,SLC25A44	SEMA4A	LMNA	1.5926	235	1
2_MACS_peak_5628_lociStitched	chr11	118886755	118901807	2	11487	39007.258	236	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	MIR3656	2.3993	236	1
5_MACS_peak_22673_lociStitched	chr5	53813352	53828340	5	11463	38986.7856	237	1	SNX18		SNX18	SNX18	1.0579	237	1
3_MACS_peak_1806_lociStitched	chr1	153929678	153941425	3	7813	38976.546	238	1	CREB3L4,CRTC2,SLC39A1	RPS27,GATAD2B,DENND4B,JTB,RAB13	CRTC2	CRTC2	2.3578	238	1
2_MACS_peak_14199_lociStitched	chr19	19771454	19780675	2	6796	38775.2271	239	1	ZNF101,ATP13A1	PBX4,LPAR2,GMIP	ATP13A1	ATP13A1	1.209	239	1
1_MACS_peak_1968_lociStitched	chr1	158978138	158986205	1	8068	38720.7933	240	1	IFI16		IFI16	IFI16	0.7864	240	1
1_MACS_peak_4387_lociStitched	chr11	1870542	1878165	1	7624	38720.2662	241	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	LSP1	0.8748	241	1
2_MACS_peak_7208_lociStitched	chr12	131354827	131366014	2	9248	38656.6785	242	1	RAN	STX2	RAN	RAN	2.7239	242	1
3_MACS_peak_12628_lociStitched	chr17	74775332	74788941	3	13233	38635.951	243	1	MFSD11	MIR636,SRSF2	MFSD11	MIR636	2.2085	243	1
4_MACS_peak_11069_lociStitched	chr16	81841348	81857501	4	14003	38447.3706	244	1	PLCG2		PLCG2	PLCG2	0.4036	244	1
2_MACS_peak_7024_lociStitched	chr12	120628246	120640337	2	12061	38436.0799	245	1	GCN1L1,RPLP0	PXN	GCN1L1	GCN1L1	0.4284	245	1
1_MACS_peak_13403_lociStitched	chr18	72919608	72924431	1	4824	38394.4561	246	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.4905	246	1
1_MACS_peak_18025_lociStitched	chr20	52267670	52278704	1	11035	38387.286	247	1			ZNF217	ZNF217	1.068	247	1
3_MACS_peak_512_lociStitched	chr1	25346954	25364599	3	12787	38155.548	248	1			RUNX3	RUNX3	NONE	248	1
2_MACS_peak_1842_lociStitched	chr1	154940895	154949188	2	7612	38150.2879	249	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2	SHC1	PBXIP1	3.9058	249	1
5_MACS_peak_30774_lociStitched	chrX	153266797	153287204	5	13543	37997.834	250	1	IRAK1,MIR718	TMEM187,MIR3202-1,HCFC1,MIR3202-2	IRAK1	TMEM187	4.4951	250	1
1_MACS_peak_14523_lociStitched	chr19	41768055	41772825	1	4771	37939.626	251	1	HNRNPUL1	AXL,CCDC97	HNRNPUL1	HNRNPUL1	0.8766	251	1
5_MACS_peak_17180_lociStitched	chr2	232534993	232552892	5	10428	37904.7123	252	1		PTMA,MIR1244-1	PTMA	PTMA	5.0731	252	1
5_MACS_peak_17549_lociStitched	chr20	25261601	25282713	5	15809	37725.0328	253	1	PYGB,ABHD12		PYGB	PYGB	0.7034	253	1
1_MACS_peak_20375_lociStitched	chr3	126626539	126637128	1	10590	37702.1345	254	1	CHCHD6		PLXNA1	PLXNA1	NONE	254	1
1_MACS_peak_13946_lociStitched	chr19	12899091	12905737	1	6647	37676.174	255	1	JUNB	BEST2,RNASEH2A,MAST1,HOOK2,PRDX2,RTBDN	JUNB	JUNB	3.2547	255	1
3_MACS_peak_11443_lociStitched	chr17	7475068	7488435	3	7619	37509.1387	256	1	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	SNORA67	2.0391	256	1
1_MACS_peak_21076_lociStitched	chr4	1239795	1244619	1	4825	37464.6312	257	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	CTBP1	0.9896	257	1
1_MACS_peak_1677_lociStitched	chr1	149222140	149225795	1	3656	37461.1915	258	1			LOC388692	LOC388692	NONE	258	1
2_MACS_peak_22556_lociStitched	chr5	32168742	32175859	2	6341	37377.0606	259	1	GOLPH3		GOLPH3	GOLPH3	0.7143	259	1
2_MACS_peak_13480_lociStitched	chr19	919601	928044	2	6325	37261.4919	260	1	KISS1R,ARID3A	MED16,C19orf22	ARID3A	C19orf22	0.9661	260	1
2_MACS_peak_1822_lociStitched	chr1	154370452	154381673	2	9092	37235.7664	261	1	IL6R		IL6R	IL6R	0.9219	261	1
3_MACS_peak_2017_lociStitched	chr1	161121411	161137602	3	8644	37159.9641	262	1	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	B4GALT3	2.8719	262	1
1_MACS_peak_8159_lociStitched	chr14	64968957	64973937	1	4981	37138.35	263	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	ZBTB1	1.3202	263	1
6_MACS_peak_1945_lociStitched	chr1	157474928	157494811	6	15033	37119.5727	264	1	FCRL5		FCRL5	FCRL5	0.8253	264	1
1_MACS_peak_28868_lociStitched	chr9	66454547	66458956	1	4410	37115.8438	265	1		LOC442421	LOC442421	LOC442421	1.0358	265	1
1_MACS_peak_9425_lociStitched	chr15	69109323	69114199	1	4877	37078.5668	266	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.7802	266	1
2_MACS_peak_28194_lociStitched	chr8	119573715	119582300	2	8432	37070.03	267	1	SAMD12		SAMD12	SAMD12	0.2571	267	1
1_MACS_peak_14832_lociStitched	chr19	50423657	50434346	1	10690	37045.9362	268	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	ATF5	2.0009	268	1
2_MACS_peak_21427_lociStitched	chr4	40191702	40209086	2	17199	37045.304	269	1	RHOH		RHOH	RHOH	0.7007	269	1
3_MACS_peak_14177_lociStitched	chr19	19050467	19061783	3	10372	37037.268	270	1	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.6428	270	1
2_MACS_peak_13486_lociStitched	chr19	1019410	1030590	2	7836	37030.396	271	1	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	CNN2	CNN2	2.0331	271	1
3_MACS_peak_11203_lociStitched	chr16	89032407	89046309	3	10461	36925.1022	272	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.4022	272	1
2_MACS_peak_24338_lociStitched	chr6	31755914	31764549	2	7608	36886.993	273	1	VARS	MSH5,C6orf26,HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,C6orf27,LSM2,HSPA1L	VARS	LSM2	1.8196	273	1
2_MACS_peak_18975_lociStitched	chr22	38636818	38649041	2	12062	36846.2335	274	1	TMEM184B	MAFF	TMEM184B	TMEM184B	1.2578	274	1
1_MACS_peak_6216_lociStitched	chr12	46119471	46126212	1	6742	36826.083	275	1	ARID2,LOC400027		ARID2	ARID2	0.2308	275	1
1_MACS_peak_1805_lociStitched	chr1	153916526	153919968	1	3443	36755.0528	276	1	DENND4B	CREB3L4,RPS27,GATAD2B,CRTC2,SLC39A1,JTB,RAB13	DENND4B	CREB3L4	2.8759	276	1
1_MACS_peak_27775_lociStitched	chr8	71313395	71317213	1	3819	36597.8208	277	1	NCOA2		NCOA2	NCOA2	0.2296	277	1
5_MACS_peak_4996_lociStitched	chr11	65261652	65278381	5	11075	36586.323	278	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	1.9754	278	1
2_MACS_peak_24335_lociStitched	chr6	31694685	31709230	2	11339	36576.3115	279	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.3017	279	1
1_MACS_peak_18000_lociStitched	chr20	50027158	50034782	1	7625	36576.14	280	1	NFATC2	MIR3194	MIR3194	MIR3194	0.173	280	1
1_MACS_peak_16672_lociStitched	chr2	174827744	174831128	1	3385	36521.1432	281	1	SP3		SP3	SP3	0.562	281	1
2_MACS_peak_12659_lociStitched	chr17	75432447	75442906	2	8851	36506.0936	282	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.4172	282	1
2_MACS_peak_26104_lociStitched	chr7	56163907	56179590	2	12309	36499.0459	283	1	CHCHD2	CCT6A,SNORA15,SUMF2,PSPH,PHKG1,LOC389493	CHCHD2	CHCHD2	2.3944	283	1
6_MACS_peak_19330_lociStitched	chr3	5222965	5242111	6	16006	36457.8132	284	1	EDEM1		EDEM1	EDEM1	0.8984	284	1
9_MACS_peak_16040_lociStitched	chr2	88899129	88928492	9	23395	36342.5851	285	1	EIF2AK3		EIF2AK3	EIF2AK3	0.4949	285	1
1_MACS_peak_1711_lociStitched	chr1	150335446	150338898	1	3453	36326.4316	286	1	RPRD2	PRPF3	RPRD2	RPRD2	0.3936	286	1
6_MACS_peak_4938_lociStitched	chr11	63992834	64019461	6	14710	36271.2994	287	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.9455	287	1
1_MACS_peak_2101_lociStitched	chr1	167188281	167192305	1	4025	36114.5952	288	1	POU2F1		POU2F1	POU2F1	0.2635	288	1
6_MACS_peak_9054_lociStitched	chr15	40336768	40362956	6	13843	36108.0144	289	1		SRP14,BMF	SRP14	BMF	1.8645	289	1
2_MACS_peak_17797_lociStitched	chr20	39630559	39643101	2	12543	36095.876	290	1		TOP1	TOP1	TOP1	0.2703	290	1
1_MACS_peak_18106_lociStitched	chr20	57463233	57468620	1	5388	36088.5904	291	1	GNAS	GNAS-AS	GNAS	GNAS	0.7438	291	1
6_MACS_peak_26085_lociStitched	chr7	55574578	55593227	6	15802	35988.8402	292	1	VOPP1		VOPP1	VOPP1	0.8111	292	1
2_MACS_peak_13217_lociStitched	chr18	46300019	46314584	2	12407	35920.203	293	1	KIAA0427		SMAD7	SMAD7	1.4427	293	1
1_MACS_peak_16753_lociStitched	chr2	182320552	182326424	1	5873	35878.5072	294	1	ITGA4		ITGA4	ITGA4	0.4407	294	1
4_MACS_peak_7211_lociStitched	chr12	131576499	131589949	4	12187	35747.41	295	1	GPR133		LOC116437	LOC116437	NONE	295	1
2_MACS_peak_11324_lociStitched	chr17	2294912	2306046	2	7170	35743.4802	296	1	MNT	LOC284009	MNT	MNT	1.38	296	1
2_MACS_peak_13883_lociStitched	chr19	11198997	11208442	2	9437	35739.88	297	1	LDLR		LDLR	LDLR	0.787	297	1
3_MACS_peak_11727_lociStitched	chr17	27043873	27056319	3	10400	35697.6172	298	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,RAB34,TLCD1	TRAF4,PROCA1	SNORD42A	SNORD42A	2.8934	298	1
4_MACS_peak_27370_lociStitched	chr8	27218761	27238665	4	16518	35658.016	299	1	PTK2B	TRIM35	PTK2B	PTK2B	0.4167	299	1
3_MACS_peak_11961_lociStitched	chr17	38467212	38483606	3	15127	35614.3256	300	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.6857	300	1
1_MACS_peak_11944_lociStitched	chr17	38016539	38025041	1	8503	35563.866	301	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.5401	301	1
3_MACS_peak_29405_lociStitched	chr9	123630429	123641243	3	7283	35479.6526	302	1	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	1.1783	302	1
1_MACS_peak_18394_lociStitched	chr21	38737677	38741373	1	3697	35435.0304	303	1	DYRK1A	DYRK1A	DYRK1A	DYRK1A	0.2616	303	1
3_MACS_peak_3622_lociStitched	chr10	73484846	73496517	3	7271	35377.1352	304	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	1.0771	304	1
2_MACS_peak_24619_lociStitched	chr6	45672735	45687421	2	14648	35168.5642	305	1			RUNX2	RUNX2	0.6037	305	1
1_MACS_peak_3786_lociStitched	chr10	89620856	89629533	1	8678	35152.2624	306	1	PTEN,KILLIN	CFLP1,ATAD1	PTEN	PTEN	0.3569	306	1
2_MACS_peak_3259_lociStitched	chr10	22539836	22548391	2	8125	35103.7315	307	1			COMMD3	COMMD3	3.5755	307	1
6_MACS_peak_8783_lociStitched	chr15	20545287	20563897	6	15028	35081.711	308	1			HERC2P3	HERC2P3	NONE	308	1
2_MACS_peak_17706_lociStitched	chr20	34328853	34332853	2	3968	35076.4	309	1	RBM39	ROMO1,PHF20,NFS1	RBM39	RBM39	0.9186	309	1
1_MACS_peak_5020_lociStitched	chr11	65624226	65629675	1	5450	35058.3211	310	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	MUS81	2.251	310	1
3_MACS_peak_17652_lociStitched	chr20	32439889	32453663	3	11833	34962.5442	311	1	CHMP4B		CHMP4B	CHMP4B	0.7694	311	1
3_MACS_peak_23687_lociStitched	chr5	171600601	171615955	3	12268	34948.7748	312	1	STK10	EFCAB9	STK10	STK10	0.3041	312	1
2_MACS_peak_8863_lociStitched	chr15	23608056	23619435	2	11005	34919.8752	313	1			GOLGA8E	GOLGA8E	NONE	313	1
1_MACS_peak_375_lociStitched	chr1	17230133	17233362	1	3230	34917.4373	314	1		CROCC	CROCC	CROCC	0.1347	314	1
3_MACS_peak_1733_lociStitched	chr1	150945370	150952437	3	6643	34769.64	315	1	LASS2	SETDB1,ANXA9,PRUNE,FAM63A	LASS2	LASS2	1.8654	315	1
3_MACS_peak_12640_lociStitched	chr17	75130861	75143707	3	12315	34703.469	316	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.2219	316	1
2_MACS_peak_29446_lociStitched	chr9	126098562	126107108	2	6415	34545.4958	317	1		CRB2	CRB2	CRB2	0.0811	317	1
4_MACS_peak_11590_lociStitched	chr17	17726150	17744487	4	11802	34466.2252	318	1	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	1.0688	318	1
3_MACS_peak_12576_lociStitched	chr17	73774622	73782620	3	5117	34461.7824	319	1	UNK,H3F3B	GALK1	UNK	GALK1	0.6342	319	1
2_MACS_peak_19256_lociStitched	chr22	50322741	50330996	2	6884	34425.8265	320	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	2.1298	320	1
1_MACS_peak_9444_lociStitched	chr15	70387539	70393840	1	6302	34349.9015	321	1	TLE3	MIR629	TLE3	TLE3	0.6698	321	1
1_MACS_peak_11167_lociStitched	chr16	87806798	87814948	1	8151	34271.565	322	1		KLHDC4	KLHDC4	KLHDC4	0.328	322	1
2_MACS_peak_26881_lociStitched	chr7	139466481	139478924	2	11831	34225.7158	323	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.2039	323	1
2_MACS_peak_29605_lociStitched	chr9	132646615	132656672	2	8085	34199.8342	324	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.458	324	1
6_MACS_peak_27185_lociStitched	chr8	11272972	11298369	6	14169	34197.0605	325	1	C8orf12,FAM167A		FAM167A	FAM167A	0.9687	325	1
1_MACS_peak_6845_lociStitched	chr12	109020345	109031641	1	11297	34128.6048	326	1	SELPLG	TMEM119	SELPLG	SELPLG	1.6303	326	1
1_MACS_peak_23004_lociStitched	chr5	90674393	90680854	1	6462	34053.3466	327	1	LOC100129716,ARRDC3		LOC100129716	LOC100129716	0.715	327	1
