REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_1884_lociStitched	chr1	155938365	155953773	3	12254	46456.6608	197	1	ARHGEF2	RXFP4,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	197	1
4_MACS_peak_7211_lociStitched	chr12	131576499	131589949	4	12187	35747.41	198	1	GPR133		LOC116437	198	1
2_MACS_peak_18182_lociStitched	chr20	62357580	62372428	2	12183	58517.4528	199	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	199	1
5_MACS_peak_16897_lociStitched	chr2	202047108	202060844	5	12164	14840.3744	200	1	CASP10	CASP8	CASP10	200	1
3_MACS_peak_21121_lociStitched	chr4	2787564	2804165	3	12163	31274.6239	201	1	SH3BP2	SH3BP2,ADD1,TNIP2	SH3BP2	201	1
7_MACS_peak_5296_lociStitched	chr11	82666347	82683836	7	12134	27819.7523	202	1			C11orf82	202	1
2_MACS_peak_573_lociStitched	chr1	27018591	27030908	2	12131	71574.087	203	1	ARID1A		ARID1A	203	1
7_MACS_peak_3086_lociStitched	chr10	7511502	7535998	7	12099	14413.4464	204	1			SFMBT2	204	1
2_MACS_peak_5664_lociStitched	chr11	120203272	120216662	2	12073	50066.549	205	1	TMEM136,ARHGEF12		ARHGEF12	205	1
2_MACS_peak_18975_lociStitched	chr22	38636818	38649041	2	12062	36846.2335	206	1	TMEM184B	MAFF	TMEM184B	206	1
2_MACS_peak_7024_lociStitched	chr12	120628246	120640337	2	12061	38436.0799	207	1	GCN1L1,RPLP0	PXN	GCN1L1	207	1
3_MACS_peak_22881_lociStitched	chr5	76005630	76018729	3	12053	53699.3505	208	1	NCRUPAR,F2R		F2R	208	1
6_MACS_peak_18930_lociStitched	chr22	37608261	37627844	6	12012	23427.1429	209	1	SSTR3,RAC2	C1QTNF6	SSTR3	209	1
5_MACS_peak_17921_lociStitched	chr20	46114740	46132169	5	11977	25021.0724	210	1	NCOA3		NCOA3	210	1
4_MACS_peak_17608_lociStitched	chr20	31252334	31270145	4	11938	31667.958	211	1		C20orf203	C20orf203	211	1
5_MACS_peak_12496_lociStitched	chr17	70582722	70602642	5	11928	21145.08	212	1	LOC100499467,FLJ26484		LOC100499467	212	1
3_MACS_peak_17652_lociStitched	chr20	32439889	32453663	3	11833	34962.5442	213	1	CHMP4B		CHMP4B	213	1
2_MACS_peak_1736_lociStitched	chr1	150967903	150982000	2	11833	30639.8295	214	1	ANXA9,PRUNE,FAM63A	BNIPL,C1orf56,LASS2	FAM63A	214	1
2_MACS_peak_26881_lociStitched	chr7	139466481	139478924	2	11831	34225.7158	215	1	TBXAS1,HIPK2		HIPK2	215	1
5_MACS_peak_27559_lociStitched	chr8	42741579	42754098	5	11820	41633.1864	216	1	HOOK3,RNF170	THAP1	RNF170	216	1
5_MACS_peak_29441_lociStitched	chr9	126079249	126091855	5	11812	21708.7926	217	1		CRB2,STRBP	CRB2	217	1
4_MACS_peak_11590_lociStitched	chr17	17726150	17744487	4	11802	34466.2252	218	1	SREBF1	SMCR5,MIR33B	SREBF1	218	1
4_MACS_peak_944_lociStitched	chr1	45264736	45286658	4	11780	44221.0584	219	1	PLK3,BTBD19,TCTEX1D4,PTCH2	RPS8,SNORD55,SNORD46,SNORD38A,SNORD38B,BEST4,PTCH2	BTBD19	219	1
4_MACS_peak_24615_lociStitched	chr6	45643278	45658036	4	11758	22303.7654	220	1			RUNX2	220	1
5_MACS_peak_30124_lociStitched	chrX	48768128	48782059	5	11707	24362.5328	221	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	221	1
4_MACS_peak_15199_lociStitched	chr2	11883411	11895869	4	11705	31293.2502	222	1	LPIN1		LPIN1	222	1
7_MACS_peak_4877_lociStitched	chr11	62306379	62328002	7	11686	20327.7823	223	1	AHNAK,EEF1G	TUT1,MTA2	AHNAK	223	1
3_MACS_peak_10273_lociStitched	chr16	14486532	14503278	3	11641	41273.8662	224	1			MIR365-1	224	1
5_MACS_peak_25835_lociStitched	chr7	29713120	29726370	5	11607	30159.65	225	1	DPY19L2P3,LOC646762,LOC100271874		LOC646762	225	1
5_MACS_peak_5746_lociStitched	chr11	126332922	126352970	5	11597	44269.9936	226	1	KIRREL3		ST3GAL4	226	1
3_MACS_peak_23058_lociStitched	chr5	100224893	100240681	3	11533	22388.9628	227	1	ST8SIA4		ST8SIA4	227	1
5_MACS_peak_18984_lociStitched	chr22	38783921	38797253	5	11532	16149.0516	228	1	LOC400927	KCNJ4	LOC400927	228	1
1_MACS_peak_28085_lociStitched	chr8	103817670	103829187	1	11518	85245.3789	229	1		AZIN1	AZIN1	229	1
2_MACS_peak_5628_lociStitched	chr11	118886755	118901807	2	11487	39007.258	230	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	230	1
5_MACS_peak_22673_lociStitched	chr5	53813352	53828340	5	11463	38986.7856	231	1	SNX18		SNX18	231	1
3_MACS_peak_15561_lociStitched	chr2	43444508	43456612	3	11428	53862.8	232	1	LOC100129726,ZFP36L2		ZFP36L2	232	1
1_MACS_peak_12604_lociStitched	chr17	74257479	74268902	1	11424	61906.9485	233	1	FAM100B	RNF157,QRICH2	FAM100B	233	1
7_MACS_peak_20211_lociStitched	chr3	112006910	112023838	7	11423	20476.1088	234	1	SLC9A10	CD200	SLC9A10	234	1
2_MACS_peak_23154_lociStitched	chr5	118668321	118680338	2	11377	21345.7971	235	1	TNFAIP8	TNFAIP8	TNFAIP8	235	1
2_MACS_peak_24335_lociStitched	chr6	31694685	31709230	2	11339	36576.3115	236	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	236	1
3_MACS_peak_12108_lociStitched	chr17	43516322	43531318	3	11324	20770.9596	237	1	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	237	1
3_MACS_peak_18320_lociStitched	chr21	34600895	34612595	3	11319	27198.99	238	1	IFNAR2	IL10RB	IFNAR2	238	1
1_MACS_peak_6845_lociStitched	chr12	109020345	109031641	1	11297	34128.6048	239	1	SELPLG	TMEM119	SELPLG	239	1
5_MACS_peak_26823_lociStitched	chr7	130903050	130921645	5	11287	20160.699	240	1	MKLN1		MKLN1	240	1
2_MACS_peak_12937_lociStitched	chr18	9060468	9074464	2	11224	24171.092	241	1		NDUFV2	NDUFV2	241	1
1_MACS_peak_19418_lociStitched	chr3	13050365	13061540	1	11176	24918.015	242	1	IQSEC1	IQSEC1	IQSEC1	242	1
6_MACS_peak_25476_lociStitched	chr6	160389470	160403956	6	11165	15724.553	243	1	IGF2R		IGF2R	243	1
4_MACS_peak_27858_lociStitched	chr8	81072964	81084485	4	11125	21649.1111	244	1	TPD52		TPD52	244	1
5_MACS_peak_24758_lociStitched	chr6	74220720	74234166	5	11111	39429.0504	245	1	EEF1A1	MTO1	EEF1A1	245	1
5_MACS_peak_13724_lociStitched	chr19	6766740	6783764	5	11101	18872.8064	246	1	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	246	1
6_MACS_peak_30055_lociStitched	chrX	45616524	45629730	6	11081	13450.311	247	1		MIR221,MIR222	MIR222	247	1
5_MACS_peak_4996_lociStitched	chr11	65261652	65278381	5	11075	36586.323	248	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	248	1
5_MACS_peak_18977_lociStitched	chr22	38654301	38672950	5	11072	20105.4869	249	1	TMEM184B	CSNK1E	TMEM184B	249	1
2_MACS_peak_8868_lociStitched	chr15	23658637	23670620	2	11070	49366.3651	250	1			MKRN3	250	1
3_MACS_peak_26594_lociStitched	chr7	101921170	101935590	3	11062	24485.16	251	1	CUX1,SH2B2	MIR4285	SH2B2	251	1
3_MACS_peak_19382_lociStitched	chr3	10229685	10241523	3	11052	17105.91	252	1	IRAK2	VHL,TATDN2	IRAK2	252	1
1_MACS_peak_18025_lociStitched	chr20	52267670	52278704	1	11035	38387.286	253	1			ZNF217	253	1
2_MACS_peak_10250_lociStitched	chr16	12056013	12071273	2	11025	31682.812	254	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	254	1
5_MACS_peak_30003_lociStitched	chrX	39712836	39730641	5	11013	21097.1445	255	1			BCOR	255	1
2_MACS_peak_8863_lociStitched	chr15	23608056	23619435	2	11005	34919.8752	256	1			GOLGA8E	256	1
6_MACS_peak_22602_lociStitched	chr5	37797006	37813467	6	10951	28484.1144	257	1	GDNF		GDNF	257	1
1_MACS_peak_6653_lociStitched	chr12	89738122	89749044	1	10923	45686.726	258	1	DUSP6		DUSP6	258	1
3_MACS_peak_8965_lociStitched	chr15	31546830	31562060	3	10868	54847.799	259	1			KLF13	259	1
3_MACS_peak_23781_lociStitched	chr5	176726465	176740684	3	10832	28703.8953	260	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	260	1
4_MACS_peak_28023_lociStitched	chr8	101440811	101455846	4	10773	25479.8145	261	1			ANKRD46	261	1
6_MACS_peak_8818_lociStitched	chr15	21985778	22001708	6	10764	17801.775	262	1		LOC646214,CXADRP2	CXADRP2	262	1
3_MACS_peak_10560_lociStitched	chr16	30193160	30212265	3	10754	61386.2755	263	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	263	1
8_MACS_peak_29838_lociStitched	chrX	7026726	7039975	8	10749	10895.9776	264	1	HDHD1		HDHD1	264	1
2_MACS_peak_16910_lociStitched	chr2	202115840	202126801	2	10732	33481.4706	265	1	CASP8		CASP8	265	1
2_MACS_peak_1444_lociStitched	chr1	112134811	112148941	2	10713	20896.857	266	1	LOC100129269	RAP1A,ADORA3	LOC100129269	266	1
1_MACS_peak_23789_lociStitched	chr5	176851833	176862541	1	10709	83412.1076	267	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	267	1
3_MACS_peak_14060_lociStitched	chr19	16244426	16261408	3	10700	22497.7536	268	1	RAB8A,HSH2D	FAM32A,AP1M1,CIB3	HSH2D	268	1
7_MACS_peak_23598_lociStitched	chr5	157023399	157039830	7	10698	15448.4262	269	1		ADAM19,SOX30	ADAM19	269	1
1_MACS_peak_14832_lociStitched	chr19	50423657	50434346	1	10690	37045.9362	270	1	ATF5,NUP62,IL4I1	TBC1D17,SIGLEC16,AKT1S1,IL4I1,SIGLEC11	ATF5	270	1
1_MACS_peak_3265_lociStitched	chr10	22624566	22635241	1	10676	39557.28	271	1	SPAG6	COMMD3,BMI1	SPAG6	271	1
2_MACS_peak_17899_lociStitched	chr20	45173080	45185016	2	10659	27011.168	272	1	C20orf123	ZNF334	C20orf123	272	1
2_MACS_peak_17441_lociStitched	chr20	9486547	9497500	2	10653	32337.6372	273	1	C20orf103		C20orf103	273	1
4_MACS_peak_5546_lociStitched	chr11	114029541	114044691	4	10632	15837.81	274	1	ZBTB16		ZBTB16	274	1
4_MACS_peak_14805_lociStitched	chr19	49989961	50005203	4	10598	32968.446	275	1	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	275	1
1_MACS_peak_20375_lociStitched	chr3	126626539	126637128	1	10590	37702.1345	276	1	CHCHD6		PLXNA1	276	1
4_MACS_peak_5654_lociStitched	chr11	119551257	119566635	4	10549	29198.2086	277	1	PVRL1		PVRL1	277	1
3_MACS_peak_7726_lociStitched	chr13	114863527	114877440	3	10543	22942.537	278	1	RASA3		RASA3	278	1
5_MACS_peak_1507_lociStitched	chr1	117045138	117060396	5	10519	19188.4608	279	1	CD58		CD58	279	1
1_MACS_peak_10270_lociStitched	chr16	14394799	14405314	1	10516	39582.666	280	1	MIR193B,MIR365-1		MIR193B	280	1
4_MACS_peak_27223_lociStitched	chr8	12366200	12382247	4	10484	24455.628	281	1			FAM86B2	281	1
3_MACS_peak_11203_lociStitched	chr16	89032407	89046309	3	10461	36925.1022	282	1	CBFA2T3	CBFA2T3	CBFA2T3	282	1
4_MACS_peak_1312_lociStitched	chr1	93416528	93428462	4	10456	19329.4998	283	1	FAM69A		FAM69A	283	1
7_MACS_peak_16659_lociStitched	chr2	173449204	173465910	7	10450	16607.4346	284	1	PDK1		PDK1	284	1
5_MACS_peak_17180_lociStitched	chr2	232534993	232552892	5	10428	37904.7123	285	1		PTMA,MIR1244-1	PTMA	285	1
4_MACS_peak_13064_lociStitched	chr18	20810033	20824098	4	10401	18609.4015	286	1	CABLES1		CABLES1	286	1
3_MACS_peak_11727_lociStitched	chr17	27043873	27056319	3	10400	35697.6172	287	1	RPL23A,SNORD42B,SNORD4A,SNORD42A,SNORD4B,NEK8,RAB34,TLCD1	TRAF4,PROCA1	SNORD42A	287	1
6_MACS_peak_7392_lociStitched	chr13	35736409	35749274	6	10378	10474.683	288	1	NBEA		NBEA	288	1
4_MACS_peak_1407_lociStitched	chr1	110331735	110350175	4	10373	30496.072	289	1		GSTM3,EPS8L3	EPS8L3	289	1
3_MACS_peak_14177_lociStitched	chr19	19050467	19061783	3	10372	37037.268	290	1	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	290	1
6_MACS_peak_9622_lociStitched	chr15	80301110	80319440	6	10367	16738.956	291	1		ZFAND6,BCL2A1	ZFAND6	291	1
5_MACS_peak_9841_lociStitched	chr15	93340603	93354706	5	10356	33622.9623	292	1		ASB9P1	ASB9P1	292	1
9_MACS_peak_10233_lociStitched	chr16	11782840	11800980	9	10318	10530.27	293	1	TXNDC11	SNN	SNN	293	1
5_MACS_peak_18153_lociStitched	chr20	61516238	61532307	5	10286	28131.9983	294	1	DIDO1	DPH3P1,C20orf11,TCFL5	TCFL5	294	1
3_MACS_peak_15049_lociStitched	chr19	58891384	58906384	3	10246	22152	295	1	RPS5,ZNF837	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497,ZNF132	RPS5	295	1
4_MACS_peak_27140_lociStitched	chr8	7998596	8014507	4	10228	23755.123	296	1			MIR548I3	296	1
2_MACS_peak_25749_lociStitched	chr7	23506708	23517115	2	10222	55630.6185	297	1	IGF2BP3	RPS2P32	IGF2BP3	297	1
4_MACS_peak_23885_lociStitched	chr6	388979	400531	4	10189	27948.9088	298	1	IRF4		IRF4	298	1
2_MACS_peak_1927_lociStitched	chr1	156709246	156722776	2	10170	61925.457	299	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	299	1
5_MACS_peak_19169_lociStitched	chr22	45621108	45637780	5	10152	18735.9936	300	1	C22orf9	UPK3A,MIR1249,C22orf9	C22orf9	300	1
1_MACS_peak_9922_lociStitched	chr15	101735425	101745562	1	10138	49190.8062	301	1	CHSY1		CHSY1	301	1
1_MACS_peak_27303_lociStitched	chr8	22296890	22307009	1	10120	64868.8614	302	1	PPP3CC		PPP3CC	302	1
4_MACS_peak_13245_lociStitched	chr18	47833033	47843480	4	10120	23173.5354	303	1		CCDC11,MBD1,CXXC1	CXXC1	303	1
4_MACS_peak_19893_lociStitched	chr3	52753774	52766000	4	10112	12557.3246	304	1	NEK4	GNL3,SNORD19,SNORD19B,SNORD69,SPCS1,ITIH1,PBRM1,GLT8D1	GLT8D1	304	1
4_MACS_peak_28230_lociStitched	chr8	123138905	123150129	4	10100	23141.6432	305	1			HAS2	305	1
2_MACS_peak_24167_lociStitched	chr6	26194843	26207281	2	10100	42571.5426	306	1	HIST1H2BF,HIST1H4E,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H2BF	306	1
5_MACS_peak_2683_lociStitched	chr1	224921983	224936151	5	10063	15900.7464	307	1	CNIH3		CNIH3	307	1
3_MACS_peak_26308_lociStitched	chr7	75193943	75206624	3	10033	19724.0274	308	1	HIP1	PMS2P3	PMS2P3	308	1
4_MACS_peak_13531_lociStitched	chr19	1847308	1865776	4	10031	69386.1228	309	1	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	309	1
2_MACS_peak_17769_lociStitched	chr20	36907226	36917292	2	10000	15659.6762	310	1		BPI,KIAA1755	BPI	310	1
3_MACS_peak_28071_lociStitched	chr8	103539763	103550453	3	10000	30743.371	311	1		ODF1	ODF1	311	1
4_MACS_peak_13419_lociStitched	chr18	74765883	74780647	4	9984	16540.1092	312	1	MBP	MBP	MBP	312	1
5_MACS_peak_9251_lociStitched	chr15	55568407	55582991	5	9982	22099.1352	313	1	RAB27A	PIGB,RAB27A	RAB27A	313	1
3_MACS_peak_29593_lociStitched	chr9	132244317	132260191	3	9915	39497.6868	314	1			C9orf50	314	1
3_MACS_peak_10173_lociStitched	chr16	9217229	9230165	3	9907	19246.1808	315	1		C16orf72	C16orf72	315	1
4_MACS_peak_10749_lociStitched	chr16	56891448	56905748	4	9901	21036.73	316	1	MIR138-2,SLC12A3		SLC12A3	316	1
2_MACS_peak_22375_lociStitched	chr5	1311262	1323847	2	9898	58233.312	317	1	CLPTM1L	TERT	TERT	317	1
4_MACS_peak_19350_lociStitched	chr3	8696335	8708541	4	9889	19396.5546	318	1		C3orf32	C3orf32	318	1
1_MACS_peak_8767_lociStitched	chr14	106654723	106664593	1	9871	27555.066	319	1			NCRNA00226	319	1
2_MACS_peak_26640_lociStitched	chr7	104576791	104587368	2	9846	39278.7472	320	1		LOC723809	LOC723809	320	1
3_MACS_peak_17121_lociStitched	chr2	227655121	227666191	3	9829	29699.703	321	1	IRS1	RHBDD1	IRS1	321	1
6_MACS_peak_553_lociStitched	chr1	26600839	26615414	6	9818	14827.1475	322	1	CCDC21,SH3BGRL3,UBXN11	CD52	SH3BGRL3	322	1
7_MACS_peak_2507_lociStitched	chr1	206970951	206982726	7	9805	18336.03	323	1	IL19	IL19,IL10	IL19	323	1
6_MACS_peak_19139_lociStitched	chr22	43652656	43670049	6	9784	20308.0668	324	1	SCUBE1		SCUBE1	324	1
4_MACS_peak_23284_lociStitched	chr5	132575565	132588254	4	9783	19845.596	325	1	FSTL4		MIR1289-2	325	1
3_MACS_peak_24234_lociStitched	chr6	27791013	27808178	3	9766	40914.494	326	1	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	326	1
1_MACS_peak_16425_lociStitched	chr2	133022250	133032002	1	9753	48071.5088	327	1		MIR663B,ANKRD30BL	ANKRD30BL	327	1
2_MACS_peak_9923_lociStitched	chr15	101782963	101793460	2	9748	31028.0823	328	1	CHSY1	SELS,SNRPA1	CHSY1	328	1
5_MACS_peak_2444_lociStitched	chr1	204475185	204491800	5	9746	27187.1245	329	1	MDM4	PIK3C2B	MDM4	329	1
3_MACS_peak_2806_lociStitched	chr1	230238969	230249345	3	9737	20514.3896	330	1	GALNT2		GALNT2	330	1
4_MACS_peak_4201_lociStitched	chr10	125151145	125163750	4	9733	26020.5015	331	1			BUB3	331	1
4_MACS_peak_753_lociStitched	chr1	36608608	36627203	4	9714	29683.1985	332	1	MAP7D1,TRAPPC3	COL8A2	TRAPPC3	332	1
2_MACS_peak_17307_lociStitched	chr2	241498465	241509469	2	9713	43015.7364	333	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	333	1
4_MACS_peak_8803_lociStitched	chr15	20979470	20995155	4	9710	16834.7105	334	1		BCL8	BCL8	334	1
4_MACS_peak_19045_lociStitched	chr22	39910942	39929084	4	9707	40587.2824	335	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	335	1
3_MACS_peak_5633_lociStitched	chr11	118963629	118979554	3	9704	48943.895	336	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	336	1
3_MACS_peak_24152_lociStitched	chr6	26020597	26035008	3	9684	40321.978	337	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	337	1
4_MACS_peak_11383_lociStitched	chr17	4842096	4854675	4	9665	50404.053	338	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	338	1
2_MACS_peak_16264_lociStitched	chr2	112455535	112465827	2	9662	41719.6512	339	1			ANAPC1	339	1
2_MACS_peak_29523_lociStitched	chr9	130538165	130552247	2	9648	28480.845	340	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	MIR2861	340	1
3_MACS_peak_14548_lociStitched	chr19	42438644	42452117	3	9633	42041.1492	341	1		RABAC1,ATP1A3	RABAC1	341	1
5_MACS_peak_14738_lociStitched	chr19	48823466	48837990	5	9614	27061.1168	342	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	342	1
2_MACS_peak_4078_lociStitched	chr10	112255124	112264741	2	9610	24005.9554	343	1	DUSP5		DUSP5	343	1
2_MACS_peak_7037_lociStitched	chr12	120966078	120979135	2	9601	26980.9848	344	1	RNF10,COQ5	DYNLL1,POP5	RNF10	344	1
5_MACS_peak_14507_lociStitched	chr19	41106855	41121195	5	9596	18455.58	345	1	LTBP4	SHKBP1	LTBP4	345	1
1_MACS_peak_12098_lociStitched	chr17	43298298	43307888	1	9591	39764.935	346	1	FMNL1	LOC100133991,C17orf46	FMNL1	346	1
4_MACS_peak_5812_lociStitched	chr11	130632187	130648665	4	9565	21268.1546	347	1			SNX19	347	1
2_MACS_peak_21097_lociStitched	chr4	1904340	1915550	2	9548	19589.475	348	1	WHSC1	LETM1	WHSC1	348	1
6_MACS_peak_13557_lociStitched	chr19	2254750	2274058	6	9532	24748.9944	349	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	349	1
4_MACS_peak_5150_lociStitched	chr11	68810877	68825326	4	9530	20403.4329	350	1	TPCN2	MRGPRF	TPCN2	350	1
2_MACS_peak_28727_lociStitched	chr9	33445462	33459192	2	9473	23032.075	351	1	AQP3	AQP7,NOL6	AQP3	351	1
2_MACS_peak_13883_lociStitched	chr19	11198997	11208442	2	9437	35739.88	352	1	LDLR		LDLR	352	1
3_MACS_peak_15136_lociStitched	chr2	8676842	8686601	3	9426	24937.1727	353	1			ID2	353	1
4_MACS_peak_527_lociStitched	chr1	25869805	25883338	4	9421	20470.0158	354	1	LDLRAP1		LDLRAP1	354	1
3_MACS_peak_27156_lociStitched	chr8	8558774	8571612	3	9404	13924.0948	355	1	CLDN23		CLDN23	355	1
1_MACS_peak_9790_lociStitched	chr15	90637228	90646622	1	9395	32508.8764	356	1	IDH2		IDH2	356	1
1_MACS_peak_3725_lociStitched	chr10	81001491	81010882	1	9392	47888.4654	357	1	ZMIZ1		PPIF	357	1
3_MACS_peak_11017_lociStitched	chr16	79629558	79641951	3	9371	33303.7089	358	1	MAF		MAF	358	1
2_MACS_peak_8765_lociStitched	chr14	106385251	106395714	2	9353	28084.7846	359	1	KIAA0125	ADAM6	KIAA0125	359	1
5_MACS_peak_24229_lociStitched	chr6	27774147	27784474	5	9342	21927.3191	360	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H3H	360	1
4_MACS_peak_6457_lociStitched	chr12	57106412	57119907	4	9331	18200.7065	361	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	361	1
3_MACS_peak_2491_lociStitched	chr1	206880394	206893613	3	9327	17059.1195	362	1	MAPKAPK2		MAPKAPK2	362	1
2_MACS_peak_23638_lociStitched	chr5	162737181	162747179	2	9322	19269.1454	363	1			CCNG1	363	1
2_MACS_peak_7208_lociStitched	chr12	131354827	131366014	2	9248	38656.6785	364	1	RAN	STX2	RAN	364	1
5_MACS_peak_11470_lociStitched	chr17	8053364	8067075	5	9187	27483.6995	365	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	365	1
2_MACS_peak_24973_lociStitched	chr6	106582533	106595506	2	9185	18718.7417	366	1		PRDM1	PRDM1	366	1
3_MACS_peak_24053_lociStitched	chr6	15244669	15257199	3	9158	23951.095	367	1	JARID2		JARID2	367	1
3_MACS_peak_9538_lociStitched	chr15	75329341	75341727	3	9146	44028.5142	368	1	PPCDC	SCAMP5	PPCDC	368	1
2_MACS_peak_2497_lociStitched	chr1	206908032	206917289	2	9141	13718.874	369	1		MAPKAPK2,IL10	IL10	369	1
6_MACS_peak_25871_lociStitched	chr7	32766571	32778758	6	9135	22023.1277	370	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	370	1
3_MACS_peak_10568_lociStitched	chr16	30352964	30367789	3	9123	22021.055	371	1	CD2BP2	MYLPF,ZNF48,LOC595101,TBC1D10B,SEPT1	CD2BP2	371	1
2_MACS_peak_1822_lociStitched	chr1	154370452	154381673	2	9092	37235.7664	372	1	IL6R		IL6R	372	1
1_MACS_peak_30017_lociStitched	chrX	40027999	40037072	1	9074	53271.2122	373	1	BCOR		BCOR	373	1
1_MACS_peak_24625_lociStitched	chr6	45774750	45783813	1	9064	13777.5726	374	1			CLIC5	374	1
4_MACS_peak_28030_lociStitched	chr8	101500983	101513259	4	9058	25228.4076	375	1			ANKRD46	375	1
3_MACS_peak_20952_lociStitched	chr3	193848486	193860653	3	9054	26654.2469	376	1	HES1		HES1	376	1
2_MACS_peak_12783_lociStitched	chr17	79477511	79487491	2	9045	45930.954	377	1	ACTG1	FSCN2,C17orf70	ACTG1	377	1
2_MACS_peak_10839_lociStitched	chr16	66906466	66915540	2	9037	14745.25	378	1	PDP2	CA7,NAE1,CDH16,RRAD	PDP2	378	1
3_MACS_peak_4676_lociStitched	chr11	35159822	35169356	3	9035	20101.4856	379	1	CD44		CD44	379	1
4_MACS_peak_16603_lociStitched	chr2	166049071	166059461	4	9006	11896.55	380	1	SCN3A	SCN2A	SCN3A	380	1
4_MACS_peak_12585_lociStitched	chr17	73890847	73910095	4	8993	27744.0672	381	1	TRIM65,MRPL38,FBF1	WBP2,TRIM47	MRPL38	381	1
3_MACS_peak_25181_lociStitched	chr6	130001529	130013424	3	8987	22662.354	382	1	ARHGAP18		ARHGAP18	382	1
1_MACS_peak_6455_lociStitched	chr12	57075326	57084287	1	8962	43936.6791	383	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	383	1
2_MACS_peak_1795_lociStitched	chr1	153761552	153770751	2	8961	22678.2947	384	1		SLC27A3	SLC27A3	384	1
6_MACS_peak_16252_lociStitched	chr2	112230175	112241605	6	8959	14226.921	385	1	LOC541471		LOC541471	385	1
2_MACS_peak_1954_lociStitched	chr1	157742527	157752932	2	8950	16121.507	386	1	FCRL2	FCRL1	FCRL2	386	1
3_MACS_peak_23985_lociStitched	chr6	7958761	7969252	3	8948	22153.8447	387	1	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	387	1
2_MACS_peak_19563_lociStitched	chr3	31488964	31497923	2	8937	10543.8471	388	1			STT3B	388	1
