#NCI-H929 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/NCI-H929.H3K27ac_ROSE/NCI-H929_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by NCI.H929.jin.bam
#Using cutoff of 21130.3898 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isStretch
4_MACS_peak_19893_lociStitched	chr3	52753774	52766000	4	10112	12557.3246	304	1
4_MACS_peak_28230_lociStitched	chr8	123138905	123150129	4	10100	23141.6432	305	1
2_MACS_peak_24167_lociStitched	chr6	26194843	26207281	2	10100	42571.5426	306	1
5_MACS_peak_2683_lociStitched	chr1	224921983	224936151	5	10063	15900.7464	307	1
3_MACS_peak_26308_lociStitched	chr7	75193943	75206624	3	10033	19724.0274	308	1
4_MACS_peak_13531_lociStitched	chr19	1847308	1865776	4	10031	69386.1228	309	1
2_MACS_peak_17769_lociStitched	chr20	36907226	36917292	2	10000	15659.6762	310	1
3_MACS_peak_28071_lociStitched	chr8	103539763	103550453	3	10000	30743.371	311	1
4_MACS_peak_13419_lociStitched	chr18	74765883	74780647	4	9984	16540.1092	312	1
5_MACS_peak_9251_lociStitched	chr15	55568407	55582991	5	9982	22099.1352	313	1
3_MACS_peak_29593_lociStitched	chr9	132244317	132260191	3	9915	39497.6868	314	1
3_MACS_peak_10173_lociStitched	chr16	9217229	9230165	3	9907	19246.1808	315	1
4_MACS_peak_10749_lociStitched	chr16	56891448	56905748	4	9901	21036.73	316	1
2_MACS_peak_22375_lociStitched	chr5	1311262	1323847	2	9898	58233.312	317	1
4_MACS_peak_19350_lociStitched	chr3	8696335	8708541	4	9889	19396.5546	318	1
1_MACS_peak_8767_lociStitched	chr14	106654723	106664593	1	9871	27555.066	319	1
2_MACS_peak_26640_lociStitched	chr7	104576791	104587368	2	9846	39278.7472	320	1
3_MACS_peak_17121_lociStitched	chr2	227655121	227666191	3	9829	29699.703	321	1
6_MACS_peak_553_lociStitched	chr1	26600839	26615414	6	9818	14827.1475	322	1
7_MACS_peak_2507_lociStitched	chr1	206970951	206982726	7	9805	18336.03	323	1
6_MACS_peak_19139_lociStitched	chr22	43652656	43670049	6	9784	20308.0668	324	1
4_MACS_peak_23284_lociStitched	chr5	132575565	132588254	4	9783	19845.596	325	1
3_MACS_peak_24234_lociStitched	chr6	27791013	27808178	3	9766	40914.494	326	1
1_MACS_peak_16425_lociStitched	chr2	133022250	133032002	1	9753	48071.5088	327	1
2_MACS_peak_9923_lociStitched	chr15	101782963	101793460	2	9748	31028.0823	328	1
5_MACS_peak_2444_lociStitched	chr1	204475185	204491800	5	9746	27187.1245	329	1
3_MACS_peak_2806_lociStitched	chr1	230238969	230249345	3	9737	20514.3896	330	1
4_MACS_peak_4201_lociStitched	chr10	125151145	125163750	4	9733	26020.5015	331	1
4_MACS_peak_753_lociStitched	chr1	36608608	36627203	4	9714	29683.1985	332	1
2_MACS_peak_17307_lociStitched	chr2	241498465	241509469	2	9713	43015.7364	333	1
4_MACS_peak_8803_lociStitched	chr15	20979470	20995155	4	9710	16834.7105	334	1
4_MACS_peak_19045_lociStitched	chr22	39910942	39929084	4	9707	40587.2824	335	1
3_MACS_peak_5633_lociStitched	chr11	118963629	118979554	3	9704	48943.895	336	1
3_MACS_peak_24152_lociStitched	chr6	26020597	26035008	3	9684	40321.978	337	1
4_MACS_peak_11383_lociStitched	chr17	4842096	4854675	4	9665	50404.053	338	1
2_MACS_peak_16264_lociStitched	chr2	112455535	112465827	2	9662	41719.6512	339	1
2_MACS_peak_29523_lociStitched	chr9	130538165	130552247	2	9648	28480.845	340	1
3_MACS_peak_14548_lociStitched	chr19	42438644	42452117	3	9633	42041.1492	341	1
5_MACS_peak_14738_lociStitched	chr19	48823466	48837990	5	9614	27061.1168	342	1
2_MACS_peak_4078_lociStitched	chr10	112255124	112264741	2	9610	24005.9554	343	1
2_MACS_peak_7037_lociStitched	chr12	120966078	120979135	2	9601	26980.9848	344	1
5_MACS_peak_14507_lociStitched	chr19	41106855	41121195	5	9596	18455.58	345	1
1_MACS_peak_12098_lociStitched	chr17	43298298	43307888	1	9591	39764.935	346	1
4_MACS_peak_5812_lociStitched	chr11	130632187	130648665	4	9565	21268.1546	347	1
2_MACS_peak_21097_lociStitched	chr4	1904340	1915550	2	9548	19589.475	348	1
6_MACS_peak_13557_lociStitched	chr19	2254750	2274058	6	9532	24748.9944	349	1
4_MACS_peak_5150_lociStitched	chr11	68810877	68825326	4	9530	20403.4329	350	1
2_MACS_peak_28727_lociStitched	chr9	33445462	33459192	2	9473	23032.075	351	1
2_MACS_peak_13883_lociStitched	chr19	11198997	11208442	2	9437	35739.88	352	1
3_MACS_peak_15136_lociStitched	chr2	8676842	8686601	3	9426	24937.1727	353	1
4_MACS_peak_527_lociStitched	chr1	25869805	25883338	4	9421	20470.0158	354	1
3_MACS_peak_27156_lociStitched	chr8	8558774	8571612	3	9404	13924.0948	355	1
1_MACS_peak_9790_lociStitched	chr15	90637228	90646622	1	9395	32508.8764	356	1
1_MACS_peak_3725_lociStitched	chr10	81001491	81010882	1	9392	47888.4654	357	1
3_MACS_peak_11017_lociStitched	chr16	79629558	79641951	3	9371	33303.7089	358	1
2_MACS_peak_8765_lociStitched	chr14	106385251	106395714	2	9353	28084.7846	359	1
5_MACS_peak_24229_lociStitched	chr6	27774147	27784474	5	9342	21927.3191	360	1
4_MACS_peak_6457_lociStitched	chr12	57106412	57119907	4	9331	18200.7065	361	1
3_MACS_peak_2491_lociStitched	chr1	206880394	206893613	3	9327	17059.1195	362	1
2_MACS_peak_23638_lociStitched	chr5	162737181	162747179	2	9322	19269.1454	363	1
2_MACS_peak_7208_lociStitched	chr12	131354827	131366014	2	9248	38656.6785	364	1
5_MACS_peak_11470_lociStitched	chr17	8053364	8067075	5	9187	27483.6995	365	1
2_MACS_peak_24973_lociStitched	chr6	106582533	106595506	2	9185	18718.7417	366	1
3_MACS_peak_24053_lociStitched	chr6	15244669	15257199	3	9158	23951.095	367	1
3_MACS_peak_9538_lociStitched	chr15	75329341	75341727	3	9146	44028.5142	368	1
2_MACS_peak_2497_lociStitched	chr1	206908032	206917289	2	9141	13718.874	369	1
6_MACS_peak_25871_lociStitched	chr7	32766571	32778758	6	9135	22023.1277	370	1
3_MACS_peak_10568_lociStitched	chr16	30352964	30367789	3	9123	22021.055	371	1
2_MACS_peak_1822_lociStitched	chr1	154370452	154381673	2	9092	37235.7664	372	1
1_MACS_peak_30017_lociStitched	chrX	40027999	40037072	1	9074	53271.2122	373	1
1_MACS_peak_24625_lociStitched	chr6	45774750	45783813	1	9064	13777.5726	374	1
4_MACS_peak_28030_lociStitched	chr8	101500983	101513259	4	9058	25228.4076	375	1
3_MACS_peak_20952_lociStitched	chr3	193848486	193860653	3	9054	26654.2469	376	1
2_MACS_peak_12783_lociStitched	chr17	79477511	79487491	2	9045	45930.954	377	1
2_MACS_peak_10839_lociStitched	chr16	66906466	66915540	2	9037	14745.25	378	1
3_MACS_peak_4676_lociStitched	chr11	35159822	35169356	3	9035	20101.4856	379	1
4_MACS_peak_16603_lociStitched	chr2	166049071	166059461	4	9006	11896.55	380	1
4_MACS_peak_12585_lociStitched	chr17	73890847	73910095	4	8993	27744.0672	381	1
3_MACS_peak_25181_lociStitched	chr6	130001529	130013424	3	8987	22662.354	382	1
1_MACS_peak_6455_lociStitched	chr12	57075326	57084287	1	8962	43936.6791	383	1
2_MACS_peak_1795_lociStitched	chr1	153761552	153770751	2	8961	22678.2947	384	1
6_MACS_peak_16252_lociStitched	chr2	112230175	112241605	6	8959	14226.921	385	1
2_MACS_peak_1954_lociStitched	chr1	157742527	157752932	2	8950	16121.507	386	1
3_MACS_peak_23985_lociStitched	chr6	7958761	7969252	3	8948	22153.8447	387	1
2_MACS_peak_19563_lociStitched	chr3	31488964	31497923	2	8937	10543.8471	388	1
1_MACS_peak_11689_lociStitched	chr17	21245465	21254397	1	8933	44926.1736	389	1
4_MACS_peak_30129_lociStitched	chrX	48791053	48803595	4	8926	27017.9764	390	1
4_MACS_peak_24961_lociStitched	chr6	106227506	106241437	4	8915	16054.0844	391	1
7_MACS_peak_12744_lociStitched	chr17	78227301	78238837	7	8914	20132.6272	392	1
1_MACS_peak_30771_lociStitched	chrX	153231478	153240357	1	8880	61823.5891	393	1
5_MACS_peak_30788_lociStitched	chrX	153595991	153609116	5	8876	30072	394	1
5_MACS_peak_5219_lociStitched	chr11	73074692	73089053	5	8854	17297.8245	395	1
2_MACS_peak_12659_lociStitched	chr17	75432447	75442906	2	8851	36506.0936	396	1
1_MACS_peak_1616_lociStitched	chr1	145448548	145457356	1	8809	24066.0984	397	1
3_MACS_peak_24304_lociStitched	chr6	30649163	30660125	3	8801	15847.7634	398	1
1_MACS_peak_27208_lociStitched	chr8	11731860	11740658	1	8799	20537.1714	399	1
4_MACS_peak_14644_lociStitched	chr19	45942608	45960088	4	8799	32002.384	400	1
3_MACS_peak_8353_lociStitched	chr14	77487572	77500822	3	8770	33592.725	401	1
5_MACS_peak_11477_lociStitched	chr17	8088645	8104273	5	8762	12477.3952	402	1
1_MACS_peak_2426_lociStitched	chr1	203288873	203297615	1	8743	29063.6532	403	1
4_MACS_peak_19508_lociStitched	chr3	20080649	20097387	4	8739	19389.2992	404	1
4_MACS_peak_5644_lociStitched	chr11	119226906	119242776	4	8724	17388.759	405	1
2_MACS_peak_2461_lociStitched	chr1	205248265	205258751	2	8717	27406.2096	406	1
5_MACS_peak_15212_lociStitched	chr2	12856122	12869683	5	8715	17834.0711	407	1
2_MACS_peak_23358_lociStitched	chr5	138720320	138730572	2	8702	50686.9132	408	1
1_MACS_peak_3786_lociStitched	chr10	89620856	89629533	1	8678	35152.2624	409	1
2_MACS_peak_12218_lociStitched	chr17	48225937	48238989	2	8678	17861.662	410	1
4_MACS_peak_22321_lociStitched	chr4	187741472	187754962	4	8672	23390.311	411	1
4_MACS_peak_14056_lociStitched	chr19	16221442	16231821	4	8649	24007.6649	412	1
3_MACS_peak_5354_lociStitched	chr11	93256477	93265357	3	8645	13848.36	413	1
3_MACS_peak_2017_lociStitched	chr1	161121411	161137602	3	8644	37159.9641	414	1
3_MACS_peak_5533_lociStitched	chr11	113147817	113160709	3	8637	16243.92	415	1
3_MACS_peak_11059_lociStitched	chr16	81680891	81692075	3	8622	30010.0272	416	1
3_MACS_peak_14988_lociStitched	chr19	56151779	56167989	3	8611	24141.553	417	1
6_MACS_peak_19576_lociStitched	chr3	32461664	32475764	6	8569	13001.61	418	1
2_MACS_peak_26445_lociStitched	chr7	92437216	92445770	2	8542	15622.1702	419	1
2_MACS_peak_14541_lociStitched	chr19	42051502	42060352	2	8538	18134.535	420	1
2_MACS_peak_17574_lociStitched	chr20	30153531	30162220	2	8537	20241.0255	421	1
2_MACS_peak_24441_lociStitched	chr6	35264620	35273736	2	8522	15763.3872	422	1
1_MACS_peak_11944_lociStitched	chr17	38016539	38025041	1	8503	35563.866	423	1
2_MACS_peak_2718_lociStitched	chr1	226839693	226852177	2	8502	17031.9212	424	1
3_MACS_peak_14072_lociStitched	chr19	16474976	16484537	3	8485	24013.4076	425	1
3_MACS_peak_8728_lociStitched	chr14	105526480	105537451	3	8484	19302.3774	426	1
2_MACS_peak_30760_lociStitched	chrX	152982460	152993906	2	8484	21056.0616	427	1
3_MACS_peak_29726_lociStitched	chr9	139293324	139306051	3	8470	18811.7787	428	1
3_MACS_peak_29095_lociStitched	chr9	93730964	93742019	3	8466	29008.32	429	1
3_MACS_peak_13167_lociStitched	chr18	42330334	42342741	3	8464	29940.5724	430	1
2_MACS_peak_29176_lociStitched	chr9	98267542	98279537	2	8453	30781.569	431	1
2_MACS_peak_28194_lociStitched	chr8	119573715	119582300	2	8432	37070.03	432	1
2_MACS_peak_13584_lociStitched	chr19	2617239	2628466	2	8420	44198.4536	433	1
2_MACS_peak_1882_lociStitched	chr1	155910588	155919051	2	8402	22416.7944	434	1
5_MACS_peak_13034_lociStitched	chr18	14924820	14942308	5	8384	16931.8816	435	1
2_MACS_peak_9509_lociStitched	chr15	74831825	74840236	2	8379	17600.8586	436	1
3_MACS_peak_15193_lociStitched	chr2	11637885	11648767	3	8379	19193.6716	437	1
2_MACS_peak_28374_lociStitched	chr8	134508804	134517368	2	8378	19548.1864	438	1
4_MACS_peak_30517_lociStitched	chrX	119433753	119443570	4	8377	11264.0258	439	1
3_MACS_peak_6317_lociStitched	chr12	51712605	51721977	3	8375	25994.1792	440	1
3_MACS_peak_9434_lociStitched	chr15	70046621	70055255	3	8373	11773.3224	441	1
4_MACS_peak_19707_lociStitched	chr3	45605691	45617856	4	8366	12595.641	442	1
2_MACS_peak_23874_lociStitched	chr6	291048	299418	2	8360	28811.214	443	1
2_MACS_peak_5005_lociStitched	chr11	65336371	65345658	2	8352	17414.0537	444	1
2_MACS_peak_17398_lociStitched	chr20	3819024	3828967	2	8348	16934.9176	445	1
1_MACS_peak_459_lociStitched	chr1	23850621	23858962	1	8342	40664.0432	446	1
1_MACS_peak_5561_lociStitched	chr11	115057918	115066253	1	8336	46324.263	447	1
2_MACS_peak_24477_lociStitched	chr6	36718508	36726897	2	8334	23420.4102	448	1
1_MACS_peak_7163_lociStitched	chr12	125398282	125406607	1	8326	44547.9075	449	1
2_MACS_peak_22563_lociStitched	chr5	32277094	32285474	2	8308	12549.05	450	1
2_MACS_peak_5817_lociStitched	chr11	130696164	130704722	2	8308	17095.4608	451	1
3_MACS_peak_18198_lociStitched	chr20	62686445	62699160	3	8290	20904.7315	452	1
4_MACS_peak_2663_lociStitched	chr1	223899684	223915520	4	8289	14358.5012	453	1
2_MACS_peak_19277_lociStitched	chr22	50743803	50755282	2	8287	21069.7045	454	1
1_MACS_peak_15987_lociStitched	chr2	86220458	86228742	1	8285	28459.682	455	1
2_MACS_peak_8870_lociStitched	chr15	23675863	23684409	2	8264	14057.3154	456	1
5_MACS_peak_14536_lociStitched	chr19	42035638	42046998	5	8236	10222.864	457	1
3_MACS_peak_2531_lociStitched	chr1	209276519	209284945	3	8234	22246.3252	458	1
4_MACS_peak_28055_lociStitched	chr8	102914293	102925638	4	8230	16517.1855	459	1
2_MACS_peak_1268_lociStitched	chr1	87793019	87801753	2	8224	18395.5508	460	1
3_MACS_peak_9846_lociStitched	chr15	93360248	93377113	3	8199	23233.224	461	1
2_MACS_peak_11351_lociStitched	chr17	3813372	3821569	2	8192	21271.215	462	1
4_MACS_peak_12846_lociStitched	chr17	80655236	80669022	4	8183	23550.6238	463	1
3_MACS_peak_23264_lociStitched	chr5	131824777	131836703	3	8178	16224.1304	464	1
5_MACS_peak_14928_lociStitched	chr19	54875909	54890814	5	8178	12876.4295	465	1
4_MACS_peak_4701_lociStitched	chr11	41806089	41814480	4	8177	14007.9354	466	1
4_MACS_peak_20977_lociStitched	chr3	195264382	195277821	4	8157	14190.2401	467	1
5_MACS_peak_3250_lociStitched	chr10	22283273	22294176	5	8155	21852.8829	468	1
2_MACS_peak_12065_lociStitched	chr17	42287359	42299823	2	8155	55406.2192	469	1
1_MACS_peak_27404_lociStitched	chr8	29082964	29091117	1	8154	26855.1667	470	1
3_MACS_peak_1830_lociStitched	chr1	154755679	154765971	3	8154	21450.5864	471	1
1_MACS_peak_11167_lociStitched	chr16	87806798	87814948	1	8151	34271.565	472	1
2_MACS_peak_12019_lociStitched	chr17	40825649	40833925	2	8132	25175.592	473	1
2_MACS_peak_5619_lociStitched	chr11	118560003	118568203	2	8127	13889.16	474	1
3_MACS_peak_27384_lociStitched	chr8	27930444	27942169	3	8127	15965.9325	475	1
2_MACS_peak_3259_lociStitched	chr10	22539836	22548391	2	8125	35103.7315	476	1
2_MACS_peak_1039_lociStitched	chr1	53096937	53105084	2	8115	32554.5973	477	1
3_MACS_peak_19728_lociStitched	chr3	46245752	46256959	3	8100	19319.7473	478	1
2_MACS_peak_5806_lociStitched	chr11	130500379	130508734	2	8096	16779.3465	479	1
3_MACS_peak_614_lociStitched	chr1	28211554	28221981	3	8094	9231.0231	480	1
2_MACS_peak_29605_lociStitched	chr9	132646615	132656672	2	8085	34199.8342	481	1
1_MACS_peak_17185_lociStitched	chr2	232569724	232577806	1	8083	74500.6842	482	1
2_MACS_peak_17911_lociStitched	chr20	45980247	45989912	2	8078	39188.6755	483	1
3_MACS_peak_4494_lociStitched	chr11	10323966	10332622	3	8072	13820.1696	484	1
1_MACS_peak_1968_lociStitched	chr1	158978138	158986205	1	8068	38720.7933	485	1
4_MACS_peak_10393_lociStitched	chr16	22195254	22212029	4	8063	16239.8775	486	1
1_MACS_peak_1425_lociStitched	chr1	111172659	111180715	1	8057	24906.7352	487	1
2_MACS_peak_2079_lociStitched	chr1	164685073	164695341	2	8052	15663.834	488	1
4_MACS_peak_12525_lociStitched	chr17	72458593	72475327	4	8051	15760.0812	489	1
1_MACS_peak_1718_lociStitched	chr1	150580009	150588051	1	8043	45454.1882	490	1
2_MACS_peak_4066_lociStitched	chr10	112112741	112124916	2	8040	58968.395	491	1
3_MACS_peak_17884_lociStitched	chr20	44509593	44521879	3	8039	29579.7736	492	1
3_MACS_peak_2048_lociStitched	chr1	161708155	161720879	3	8034	23871.4964	493	1
2_MACS_peak_612_lociStitched	chr1	28195100	28205170	2	8030	39126.985	494	1
3_MACS_peak_24425_lociStitched	chr6	34450998	34459586	3	8019	12806.4256	495	1
3_MACS_peak_17206_lociStitched	chr2	233943565	233952388	3	8003	10201.1526	496	1
2_MACS_peak_23809_lociStitched	chr5	177657827	177669524	2	7991	21722.4987	497	1
2_MACS_peak_4829_lociStitched	chr11	60604231	60612328	2	7982	14880.6666	498	1
3_MACS_peak_21028_lociStitched	chr3	197380657	197392760	3	7981	16814.6979	499	1
4_MACS_peak_23574_lociStitched	chr5	156494668	156505196	4	7961	16036.2496	500	1
4_MACS_peak_10031_lociStitched	chr16	2198157	2206666	4	7959	25076.023	501	1
3_MACS_peak_19258_lociStitched	chr22	50352651	50364888	3	7953	31159.0731	502	1
6_MACS_peak_22707_lociStitched	chr5	55437551	55452952	6	7951	11546.1297	503	1
3_MACS_peak_5402_lociStitched	chr11	98961844	98970636	3	7940	11456.8552	504	1
4_MACS_peak_5124_lociStitched	chr11	67761524	67778290	4	7932	11263.3988	505	1
2_MACS_peak_29408_lociStitched	chr9	123651469	123660380	2	7926	26302.5987	506	1
2_MACS_peak_2480_lociStitched	chr1	206729764	206738347	2	7905	21214.6011	507	1
5_MACS_peak_16018_lociStitched	chr2	87767645	87776925	5	7898	18284.384	508	1
3_MACS_peak_23719_lociStitched	chr5	173163539	173174183	3	7893	18029.8716	509	1
2_MACS_peak_16539_lociStitched	chr2	158293737	158301913	2	7879	23609.8352	510	1
1_MACS_peak_26597_lociStitched	chr7	101945070	101952942	1	7873	26824.6272	511	1
5_MACS_peak_23723_lociStitched	chr5	173208747	173222732	5	7869	11017.383	512	1
2_MACS_peak_27388_lociStitched	chr8	28195192	28207135	2	7856	20838.1464	513	1
4_MACS_peak_2134_lociStitched	chr1	169873524	169888480	4	7852	15533.3016	514	1
2_MACS_peak_88_lociStitched	chr1	2471090	2481272	2	7850	27648.2028	515	1
2_MACS_peak_13486_lociStitched	chr19	1019410	1030590	2	7836	37030.396	516	1
4_MACS_peak_3832_lociStitched	chr10	93847689	93863736	4	7836	15371.4213	517	1
4_MACS_peak_10755_lociStitched	chr16	56943491	56952858	4	7835	17447.9109	518	1
3_MACS_peak_2488_lociStitched	chr1	206857959	206867145	3	7826	14767.4136	519	1
5_MACS_peak_12826_lociStitched	chr17	80305004	80318565	5	7824	21391.1214	520	1
6_MACS_peak_28295_lociStitched	chr8	126340442	126355157	6	7821	11174.571	521	1
6_MACS_peak_15480_lociStitched	chr2	37872000	37883070	6	7815	10784.394	522	1
3_MACS_peak_26903_lociStitched	chr7	141250008	141263139	3	7815	21626.757	523	1
3_MACS_peak_1806_lociStitched	chr1	153929678	153941425	3	7813	38976.546	524	1
1_MACS_peak_26091_lociStitched	chr7	55597984	55605794	1	7811	33051.139	525	1
3_MACS_peak_20981_lociStitched	chr3	195351110	195363086	3	7808	16087.3608	526	1
4_MACS_peak_8961_lociStitched	chr15	31519725	31529945	4	7803	14568.61	527	1
3_MACS_peak_19426_lociStitched	chr3	13365431	13375990	3	7799	18224.834	528	1
3_MACS_peak_14616_lociStitched	chr19	45250283	45258973	3	7791	21892.717	529	1
2_MACS_peak_21051_lociStitched	chr4	49813	58788	2	7791	18008.3375	530	1
3_MACS_peak_14247_lociStitched	chr19	23940726	23951128	3	7786	22865.6764	531	1
3_MACS_peak_16370_lociStitched	chr2	127413262	127424173	3	7786	20894.565	532	1
5_MACS_peak_26974_lociStitched	chr7	150073054	150081426	5	7785	15606.2452	533	1
2_MACS_peak_17244_lociStitched	chr2	236401952	236412651	2	7779	23015.6888	534	1
4_MACS_peak_28125_lociStitched	chr8	107669225	107682514	4	7769	29199.9197	535	1
3_MACS_peak_26246_lociStitched	chr7	73255492	73266978	3	7768	17489.7322	536	1
2_MACS_peak_22884_lociStitched	chr5	76029943	76038389	2	7767	31789.0548	537	1
2_MACS_peak_11452_lociStitched	chr17	7737219	7748891	2	7760	25686.5704	538	1
2_MACS_peak_29148_lociStitched	chr9	95852910	95861473	2	7753	15202.7502	539	1
3_MACS_peak_29630_lociStitched	chr9	134143986	134153819	3	7745	15657.0859	540	1
4_MACS_peak_14341_lociStitched	chr19	35695416	35708085	4	7745	19780.1097	541	1
2_MACS_peak_7724_lociStitched	chr13	114827957	114835855	2	7734	43826.002	542	1
2_MACS_peak_14597_lociStitched	chr19	44281481	44289912	2	7729	19725.1676	543	1
3_MACS_peak_27228_lociStitched	chr8	12440928	12451381	3	7725	17119.9234	544	1
4_MACS_peak_17812_lociStitched	chr20	40720137	40727987	4	7721	21202.065	545	1
3_MACS_peak_3905_lociStitched	chr10	99166505	99179668	3	7716	15925.9137	546	1
2_MACS_peak_19901_lociStitched	chr3	53134825	53145322	2	7710	21621.7206	547	1
3_MACS_peak_13489_lociStitched	chr19	1066505	1078260	3	7710	27102.328	548	1
3_MACS_peak_10856_lociStitched	chr16	67269437	67283534	3	7710	14511.4518	549	1
2_MACS_peak_15618_lociStitched	chr2	47204843	47214526	2	7706	24012.8717	550	1
1_MACS_peak_28302_lociStitched	chr8	126441074	126448768	1	7695	20664.5452	551	1
2_MACS_peak_16682_lociStitched	chr2	175456574	175464427	2	7693	25096.6174	552	1
2_MACS_peak_11953_lociStitched	chr17	38251484	38260073	2	7691	13428.9015	553	1
3_MACS_peak_4219_lociStitched	chr10	125973346	125984967	3	7684	20097.3574	554	1
4_MACS_peak_20340_lociStitched	chr3	124859042	124874225	4	7681	12820.5252	555	1
3_MACS_peak_8001_lociStitched	chr14	50527010	50535046	3	7666	22136.7692	556	1
1_MACS_peak_1824_lociStitched	chr1	154386880	154394541	1	7662	19308.7844	557	1
5_MACS_peak_14496_lociStitched	chr19	40916759	40932570	5	7662	22642.9331	558	1
2_MACS_peak_11197_lociStitched	chr16	88846315	88857672	2	7656	29976.8015	559	1
5_MACS_peak_6161_lociStitched	chr12	33048268	33060503	5	7656	10764.353	560	1
5_MACS_peak_21359_lociStitched	chr4	25870938	25881317	5	7652	8423.5964	561	1
4_MACS_peak_19038_lociStitched	chr22	39823722	39835596	4	7646	11608.0224	562	1
4_MACS_peak_10934_lociStitched	chr16	70461521	70473925	4	7645	12082.7364	563	1
2_MACS_peak_18779_lociStitched	chr22	29594953	29602907	2	7643	15933.4528	564	1
4_MACS_peak_20412_lociStitched	chr3	129027222	129037227	4	7639	20597.2935	565	1
1_MACS_peak_18000_lociStitched	chr20	50027158	50034782	1	7625	36576.14	566	1
3_MACS_peak_464_lociStitched	chr1	23916537	23928891	3	7625	21441.6024	567	1
1_MACS_peak_4387_lociStitched	chr11	1870542	1878165	1	7624	38720.2662	568	1
1_MACS_peak_3110_lociStitched	chr10	11203169	11210789	1	7621	22375.368	569	1
3_MACS_peak_26056_lociStitched	chr7	50342944	50352408	3	7621	17680.6448	570	1
3_MACS_peak_11443_lociStitched	chr17	7475068	7488435	3	7619	37509.1387	571	1
4_MACS_peak_28187_lociStitched	chr8	119510992	119522416	4	7617	7644.9408	572	1
2_MACS_peak_1842_lociStitched	chr1	154940895	154949188	2	7612	38150.2879	573	1
2_MACS_peak_24338_lociStitched	chr6	31755914	31764549	2	7608	36886.993	574	1
3_MACS_peak_12823_lociStitched	chr17	80287621	80298052	3	7604	15339.8286	575	1
5_MACS_peak_23566_lociStitched	chr5	156354073	156363069	5	7597	11811.748	576	1
3_MACS_peak_5670_lociStitched	chr11	120572561	120586372	3	7593	18349.2946	577	1
3_MACS_peak_14181_lociStitched	chr19	19173157	19180887	3	7591	14848.557	578	1
3_MACS_peak_4912_lociStitched	chr11	63298432	63306290	3	7573	13753.8574	579	1
4_MACS_peak_5097_lociStitched	chr11	67168294	67178307	4	7573	20998.2623	580	1
3_MACS_peak_4051_lociStitched	chr10	111643957	111654727	3	7573	10313.352	581	1
1_MACS_peak_18684_lociStitched	chr22	23477730	23485298	1	7569	27025.328	582	1
2_MACS_peak_25131_lociStitched	chr6	119666651	119674757	2	7566	39142.2528	583	1
5_MACS_peak_18749_lociStitched	chr22	27003588	27014555	5	7559	12358.7123	584	1
2_MACS_peak_11097_lociStitched	chr16	84142489	84151843	2	7557	27115.3752	585	1
2_MACS_peak_13572_lociStitched	chr19	2468772	2480441	2	7556	19040.3073	586	1
2_MACS_peak_23866_lociStitched	chr5	180667506	180675280	2	7545	19504.966	587	1
2_MACS_peak_14779_lociStitched	chr19	49463934	49471951	2	7537	32415.1361	588	1
3_MACS_peak_17673_lociStitched	chr20	32988168	32996354	3	7531	14196.9798	589	1
1_MACS_peak_5921_lociStitched	chr12	4378006	4385531	1	7526	19168.4325	590	1
3_MACS_peak_24670_lociStitched	chr6	52392615	52403710	3	7526	12676.0375	591	1
3_MACS_peak_5751_lociStitched	chr11	126567024	126574995	3	7525	23482.566	592	1
3_MACS_peak_12636_lociStitched	chr17	75079706	75092727	3	7524	15834.8381	593	1
2_MACS_peak_14488_lociStitched	chr19	40647306	40655156	2	7519	12607.885	594	1
4_MACS_peak_21703_lociStitched	chr4	84130729	84143101	4	7516	9554.8956	595	1
2_MACS_peak_1175_lociStitched	chr1	68638685	68646650	2	7487	11663.1495	596	1
3_MACS_peak_3643_lociStitched	chr10	74055238	74064015	3	7483	24690.5787	597	1
2_MACS_peak_24968_lociStitched	chr6	106439540	106447296	2	7472	27315.8564	598	1
2_MACS_peak_22052_lociStitched	chr4	144277281	144284826	2	7469	15785.649	599	1
6_MACS_peak_12952_lociStitched	chr18	9701297	9717423	6	7468	14606.9308	600	1
4_MACS_peak_27198_lociStitched	chr8	11413318	11426460	4	7460	14038.2844	601	1
4_MACS_peak_8814_lociStitched	chr15	21967307	21981225	4	7450	11348.7372	602	1
5_MACS_peak_23734_lociStitched	chr5	173333772	173345539	5	7442	7252.0021	603	1
6_MACS_peak_16904_lociStitched	chr2	202083863	202101960	6	7428	12930.3065	604	1
2_MACS_peak_20611_lociStitched	chr3	150315579	150323085	2	7424	20220.4134	605	1
2_MACS_peak_22393_lociStitched	chr5	1791242	1802484	2	7422	25662.1134	606	1
2_MACS_peak_17928_lociStitched	chr20	46386524	46397932	2	7413	11447.928	607	1
5_MACS_peak_10413_lociStitched	chr16	23370387	23382913	5	7399	9845.436	608	1
2_MACS_peak_2384_lociStitched	chr1	200986420	200995225	2	7393	15971.3895	609	1
3_MACS_peak_26334_lociStitched	chr7	76015969	76027551	3	7390	20227.963	610	1
1_MACS_peak_9420_lociStitched	chr15	68496159	68503537	1	7379	13257.5282	611	1
