#NCI-H929 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/NCI-H929.H3K27ac_ROSE/NCI-H929_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by NCI.H929.jin.bam
#Using cutoff of 21130.3898 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	NCI.H929.jin.bam	enhancerRank	isSuperStretch
1_MACS_peak_26267_lociStitched	chr7	74070743	74077466	1	6724	46119.1077	316	1
2_MACS_peak_17899_lociStitched	chr20	45173080	45185016	2	10659	27011.168	319	1
1_MACS_peak_27430_lociStitched	chr8	29628862	29634789	1	5928	47661.9705	321	1
4_MACS_peak_28023_lociStitched	chr8	101440811	101455846	4	10773	25479.8145	322	1
1_MACS_peak_13162_lociStitched	chr18	42258023	42264444	1	6422	46089.938	324	1
3_MACS_peak_28071_lociStitched	chr8	103539763	103550453	3	10000	30743.371	325	1
4_MACS_peak_27858_lociStitched	chr8	81072964	81084485	4	11125	21649.1111	326	1
3_MACS_peak_23442_lociStitched	chr5	142778083	142785766	3	7292	43249.9119	327	1
5_MACS_peak_18153_lociStitched	chr20	61516238	61532307	5	10286	28131.9983	329	1
2_MACS_peak_12659_lociStitched	chr17	75432447	75442906	2	8851	36506.0936	330	1
3_MACS_peak_2017_lociStitched	chr1	161121411	161137602	3	8644	37159.9641	331	1
3_MACS_peak_11017_lociStitched	chr16	79629558	79641951	3	9371	33303.7089	333	1
2_MACS_peak_9923_lociStitched	chr15	101782963	101793460	2	9748	31028.0823	334	1
4_MACS_peak_23885_lociStitched	chr6	388979	400531	4	10189	27948.9088	335	1
2_MACS_peak_17911_lociStitched	chr20	45980247	45989912	2	8078	39188.6755	337	1
1_MACS_peak_9790_lociStitched	chr15	90637228	90646622	1	9395	32508.8764	338	1
2_MACS_peak_612_lociStitched	chr1	28195100	28205170	2	8030	39126.985	339	1
3_MACS_peak_17121_lociStitched	chr2	227655121	227666191	3	9829	29699.703	341	1
1_MACS_peak_1968_lociStitched	chr1	158978138	158986205	1	8068	38720.7933	342	1
2_MACS_peak_28194_lociStitched	chr8	119573715	119582300	2	8432	37070.03	343	1
4_MACS_peak_27223_lociStitched	chr8	12366200	12382247	4	10484	24455.628	344	1
3_MACS_peak_14060_lociStitched	chr19	16244426	16261408	3	10700	22497.7536	345	1
4_MACS_peak_753_lociStitched	chr1	36608608	36627203	4	9714	29683.1985	346	1
2_MACS_peak_13778_lociStitched	chr19	7980427	7991355	2	7285	41277.2416	347	1
3_MACS_peak_7726_lociStitched	chr13	114863527	114877440	3	10543	22942.537	348	1
1_MACS_peak_3786_lociStitched	chr10	89620856	89629533	1	8678	35152.2624	349	1
3_MACS_peak_1806_lociStitched	chr1	153929678	153941425	3	7813	38976.546	350	1
1_MACS_peak_11944_lociStitched	chr17	38016539	38025041	1	8503	35563.866	355	1
1_MACS_peak_8767_lociStitched	chr14	106654723	106664593	1	9871	27555.066	356	1
2_MACS_peak_14054_lociStitched	chr19	16180752	16191673	2	6493	43010.1743	357	1
2_MACS_peak_25131_lociStitched	chr6	119666651	119674757	2	7566	39142.2528	358	1
2_MACS_peak_29523_lociStitched	chr9	130538165	130552247	2	9648	28480.845	359	1
3_MACS_peak_8353_lociStitched	chr14	77487572	77500822	3	8770	33592.725	360	1
1_MACS_peak_4387_lociStitched	chr11	1870542	1878165	1	7624	38720.2662	361	1
1_MACS_peak_17846_lociStitched	chr20	42694967	42700822	1	5856	44424.227	362	1
1_MACS_peak_22283_lociStitched	chr4	185392297	185398166	1	5870	44374.9221	363	1
4_MACS_peak_27140_lociStitched	chr8	7998596	8014507	4	10228	23755.123	364	1
5_MACS_peak_2444_lociStitched	chr1	204475185	204491800	5	9746	27187.1245	365	1
2_MACS_peak_1842_lociStitched	chr1	154940895	154949188	2	7612	38150.2879	368	1
1_MACS_peak_25399_lociStitched	chr6	157097674	157104234	1	6561	41761.616	369	1
1_MACS_peak_18057_lociStitched	chr20	55125699	55132495	1	6797	40931.6284	370	1
2_MACS_peak_13486_lociStitched	chr19	1019410	1030590	2	7836	37030.396	371	1
3_MACS_peak_15049_lociStitched	chr19	58891384	58906384	3	10246	22152	372	1
4_MACS_peak_13245_lociStitched	chr18	47833033	47843480	4	10120	23173.5354	373	1
5_MACS_peak_14738_lociStitched	chr19	48823466	48837990	5	9614	27061.1168	374	1
4_MACS_peak_28230_lociStitched	chr8	123138905	123150129	4	10100	23141.6432	376	1
4_MACS_peak_14644_lociStitched	chr19	45942608	45960088	4	8799	32002.384	378	1
2_MACS_peak_7037_lociStitched	chr12	120966078	120979135	2	9601	26980.9848	379	1
4_MACS_peak_4201_lociStitched	chr10	125151145	125163750	4	9733	26020.5015	380	1
3_MACS_peak_11443_lociStitched	chr17	7475068	7488435	3	7619	37509.1387	381	1
2_MACS_peak_3259_lociStitched	chr10	22539836	22548391	2	8125	35103.7315	383	1
2_MACS_peak_8765_lociStitched	chr14	106385251	106395714	2	9353	28084.7846	384	1
2_MACS_peak_24338_lociStitched	chr6	31755914	31764549	2	7608	36886.993	386	1
1_MACS_peak_11167_lociStitched	chr16	87806798	87814948	1	8151	34271.565	389	1
1_MACS_peak_18000_lociStitched	chr20	50027158	50034782	1	7625	36576.14	390	1
5_MACS_peak_9251_lociStitched	chr15	55568407	55582991	5	9982	22099.1352	391	1
5_MACS_peak_30788_lociStitched	chrX	153595991	153609116	5	8876	30072	392	1
2_MACS_peak_29605_lociStitched	chr9	132646615	132656672	2	8085	34199.8342	393	1
5_MACS_peak_11470_lociStitched	chr17	8053364	8067075	5	9187	27483.6995	396	1
6_MACS_peak_13557_lociStitched	chr19	2254750	2274058	6	9532	24748.9944	397	1
2_MACS_peak_14199_lociStitched	chr19	19771454	19780675	2	6796	38775.2271	398	1
2_MACS_peak_4078_lociStitched	chr10	112255124	112264741	2	9610	24005.9554	401	1
1_MACS_peak_26645_lociStitched	chr7	104650488	104656628	1	6141	40702.06	402	1
1_MACS_peak_5714_lociStitched	chr11	124939085	124945623	1	6539	39371.1822	404	1
3_MACS_peak_15136_lociStitched	chr2	8676842	8686601	3	9426	24937.1727	407	1
3_MACS_peak_11059_lociStitched	chr16	81680891	81692075	3	8622	30010.0272	409	1
4_MACS_peak_12585_lociStitched	chr17	73890847	73910095	4	8993	27744.0672	410	1
2_MACS_peak_1039_lociStitched	chr1	53096937	53105084	2	8115	32554.5973	411	1
2_MACS_peak_29176_lociStitched	chr9	98267542	98279537	2	8453	30781.569	412	1
1_MACS_peak_2426_lociStitched	chr1	203288873	203297615	1	8743	29063.6532	413	1
3_MACS_peak_20952_lociStitched	chr3	193848486	193860653	3	9054	26654.2469	414	1
3_MACS_peak_13167_lociStitched	chr18	42330334	42342741	3	8464	29940.5724	417	1
2_MACS_peak_28727_lociStitched	chr9	33445462	33459192	2	9473	23032.075	419	1
4_MACS_peak_30129_lociStitched	chrX	48791053	48803595	4	8926	27017.9764	420	1
3_MACS_peak_29405_lociStitched	chr9	123630429	123641243	3	7283	35479.6526	421	1
1_MACS_peak_26091_lociStitched	chr7	55597984	55605794	1	7811	33051.139	423	1
3_MACS_peak_3622_lociStitched	chr10	73484846	73496517	3	7271	35377.1352	424	1
2_MACS_peak_11324_lociStitched	chr17	2294912	2306046	2	7170	35743.4802	425	1
1_MACS_peak_13946_lociStitched	chr19	12899091	12905737	1	6647	37676.174	427	1
4_MACS_peak_5812_lociStitched	chr11	130632187	130648665	4	9565	21268.1546	428	1
4_MACS_peak_28030_lociStitched	chr8	101500983	101513259	4	9058	25228.4076	429	1
3_MACS_peak_29095_lociStitched	chr9	93730964	93742019	3	8466	29008.32	431	1
2_MACS_peak_2461_lociStitched	chr1	205248265	205258751	2	8717	27406.2096	432	1
1_MACS_peak_6216_lociStitched	chr12	46119471	46126212	1	6742	36826.083	434	1
3_MACS_peak_24053_lociStitched	chr6	15244669	15257199	3	9158	23951.095	438	1
3_MACS_peak_19258_lociStitched	chr22	50352651	50364888	3	7953	31159.0731	441	1
2_MACS_peak_23874_lociStitched	chr6	291048	299418	2	8360	28811.214	444	1
5_MACS_peak_24229_lociStitched	chr6	27774147	27784474	5	9342	21927.3191	445	1
2_MACS_peak_22884_lociStitched	chr5	76029943	76038389	2	7767	31789.0548	446	1
2_MACS_peak_22556_lociStitched	chr5	32168742	32175859	2	6341	37377.0606	448	1
2_MACS_peak_13480_lociStitched	chr19	919601	928044	2	6325	37261.4919	451	1
2_MACS_peak_14779_lociStitched	chr19	49463934	49471951	2	7537	32415.1361	452	1
1_MACS_peak_15987_lociStitched	chr2	86220458	86228742	1	8285	28459.682	453	1
3_MACS_peak_17884_lociStitched	chr20	44509593	44521879	3	8039	29579.7736	456	1
6_MACS_peak_25871_lociStitched	chr7	32766571	32778758	6	9135	22023.1277	457	1
3_MACS_peak_10568_lociStitched	chr16	30352964	30367789	3	9123	22021.055	458	1
2_MACS_peak_19256_lociStitched	chr22	50322741	50330996	2	6884	34425.8265	461	1
1_MACS_peak_1616_lociStitched	chr1	145448548	145457356	1	8809	24066.0984	462	1
3_MACS_peak_25181_lociStitched	chr6	130001529	130013424	3	8987	22662.354	463	1
2_MACS_peak_30772_lociStitched	chrX	153245066	153253004	2	7372	32236.218	464	1
2_MACS_peak_1795_lociStitched	chr1	153761552	153770751	2	8961	22678.2947	465	1
1_MACS_peak_10942_lociStitched	chr16	70553587	70560800	1	7214	32770.8229	466	1
3_MACS_peak_13546_lociStitched	chr19	2049502	2062686	3	7219	32414.1824	468	1
3_MACS_peak_1733_lociStitched	chr1	150945370	150952437	3	6643	34769.64	469	1
3_MACS_peak_23985_lociStitched	chr6	7958761	7969252	3	8948	22153.8447	470	1
3_MACS_peak_6317_lociStitched	chr12	51712605	51721977	3	8375	25994.1792	471	1
4_MACS_peak_14056_lociStitched	chr19	16221442	16231821	4	8649	24007.6649	472	1
2_MACS_peak_11197_lociStitched	chr16	88846315	88857672	2	7656	29976.8015	474	1
3_MACS_peak_14988_lociStitched	chr19	56151779	56167989	3	8611	24141.553	475	1
4_MACS_peak_28125_lociStitched	chr8	107669225	107682514	4	7769	29199.9197	476	1
1_MACS_peak_27404_lociStitched	chr8	29082964	29091117	1	8154	26855.1667	477	1
4_MACS_peak_22321_lociStitched	chr4	187741472	187754962	4	8672	23390.311	478	1
3_MACS_peak_8747_lociStitched	chr14	105946837	105958281	3	6894	32671.4756	482	1
2_MACS_peak_29446_lociStitched	chr9	126098562	126107108	2	6415	34545.4958	483	1
3_MACS_peak_14072_lociStitched	chr19	16474976	16484537	3	8485	24013.4076	484	1
2_MACS_peak_88_lociStitched	chr1	2471090	2481272	2	7850	27648.2028	486	1
1_MACS_peak_23004_lociStitched	chr5	90674393	90680854	1	6462	34053.3466	487	1
1_MACS_peak_16753_lociStitched	chr2	182320552	182326424	1	5873	35878.5072	489	1
1_MACS_peak_9444_lociStitched	chr15	70387539	70393840	1	6302	34349.9015	490	1
1_MACS_peak_18997_lociStitched	chr22	39146124	39153391	1	7268	30243.8006	491	1
1_MACS_peak_26597_lociStitched	chr7	101945070	101952942	1	7873	26824.6272	494	1
2_MACS_peak_12019_lociStitched	chr17	40825649	40833925	2	8132	25175.592	495	1
2_MACS_peak_29408_lociStitched	chr9	123651469	123660380	2	7926	26302.5987	498	1
2_MACS_peak_11300_lociStitched	chr17	1618206	1628962	2	7282	29754.3228	499	1
2_MACS_peak_6562_lociStitched	chr12	69200178	69206860	2	6667	32366.9398	501	1
2_MACS_peak_24477_lociStitched	chr6	36718508	36726897	2	8334	23420.4102	502	1
1_MACS_peak_17830_lociStitched	chr20	42307042	42313402	1	6361	33398.904	505	1
3_MACS_peak_13489_lociStitched	chr19	1066505	1078260	3	7710	27102.328	506	1
1_MACS_peak_1425_lociStitched	chr1	111172659	111180715	1	8057	24906.7352	507	1
2_MACS_peak_1882_lociStitched	chr1	155910588	155919051	2	8402	22416.7944	508	1
4_MACS_peak_10031_lociStitched	chr16	2198157	2206666	4	7959	25076.023	511	1
4_MACS_peak_12846_lociStitched	chr17	80655236	80669022	4	8183	23550.6238	512	1
3_MACS_peak_9846_lociStitched	chr15	93360248	93377113	3	8199	23233.224	514	1
2_MACS_peak_11097_lociStitched	chr16	84142489	84151843	2	7557	27115.3752	516	1
1_MACS_peak_18684_lociStitched	chr22	23477730	23485298	1	7569	27025.328	518	1
2_MACS_peak_11452_lociStitched	chr17	7737219	7748891	2	7760	25686.5704	522	1
2_MACS_peak_24968_lociStitched	chr6	106439540	106447296	2	7472	27315.8564	523	1
3_MACS_peak_2048_lociStitched	chr1	161708155	161720879	3	8034	23871.4964	525	1
2_MACS_peak_22428_lociStitched	chr5	6708109	6715232	2	7063	29331.8017	526	1
3_MACS_peak_2531_lociStitched	chr1	209276519	209284945	3	8234	22246.3252	529	1
3_MACS_peak_24109_lociStitched	chr6	20401063	20410939	3	6160	32847.576	532	1
2_MACS_peak_19269_lociStitched	chr22	50623333	50631207	2	7231	27986.5582	535	1
5_MACS_peak_29098_lociStitched	chr9	93791287	93801695	5	7353	27188.8184	539	1
2_MACS_peak_16682_lociStitched	chr2	175456574	175464427	2	7693	25096.6174	541	1
5_MACS_peak_3250_lociStitched	chr10	22283273	22294176	5	8155	21852.8829	544	1
3_MACS_peak_13622_lociStitched	chr19	3358773	3370142	3	6881	29301.3237	546	1
2_MACS_peak_16539_lociStitched	chr2	158293737	158301913	2	7879	23609.8352	548	1
3_MACS_peak_1859_lociStitched	chr1	155156942	155165910	3	6911	28986.3696	549	1
2_MACS_peak_11351_lociStitched	chr17	3813372	3821569	2	8192	21271.215	550	1
3_MACS_peak_1830_lociStitched	chr1	154755679	154765971	3	8154	21450.5864	551	1
3_MACS_peak_27515_lociStitched	chr8	38238107	38244895	3	6716	29516.9392	555	1
1_MACS_peak_3993_lociStitched	chr10	104401760	104407775	1	6016	32259.0465	558	1
2_MACS_peak_2169_lociStitched	chr1	173831278	173838804	2	6611	29837.5796	559	1
2_MACS_peak_15618_lociStitched	chr2	47204843	47214526	2	7706	24012.8717	560	1
2_MACS_peak_22393_lociStitched	chr5	1791242	1802484	2	7422	25662.1134	562	1
2_MACS_peak_2009_lociStitched	chr1	161007666	161018156	2	6484	30236.376	563	1
2_MACS_peak_23809_lociStitched	chr5	177657827	177669524	2	7991	21722.4987	565	1
1_MACS_peak_17999_lociStitched	chr20	50015885	50022529	1	6645	29401.6932	566	1
2_MACS_peak_17244_lociStitched	chr2	236401952	236412651	2	7779	23015.6888	567	1
3_MACS_peak_12776_lociStitched	chr17	79366747	79374222	3	7152	26735.8325	568	1
3_MACS_peak_14247_lociStitched	chr19	23940726	23951128	3	7786	22865.6764	569	1
3_MACS_peak_183_lociStitched	chr1	8933070	8940280	3	6775	28571.788	570	1
3_MACS_peak_29586_lociStitched	chr9	132167890	132177629	3	6861	28111.6235	573	1
1_MACS_peak_15108_lociStitched	chr2	5834766	5842002	1	7237	26125.578	574	1
3_MACS_peak_3643_lociStitched	chr10	74055238	74064015	3	7483	24690.5787	575	1
1_MACS_peak_24975_lociStitched	chr6	106610736	106617851	1	7116	26741.7275	576	1
2_MACS_peak_2480_lociStitched	chr1	206729764	206738347	2	7905	21214.6011	582	1
1_MACS_peak_18028_lociStitched	chr20	52351701	52358980	1	7280	25185.34	584	1
3_MACS_peak_9971_lociStitched	chr16	685114	700576	3	7316	24972.6762	585	1
2_MACS_peak_20785_lociStitched	chr3	176913028	176920417	2	5993	31217.0472	586	1
3_MACS_peak_14616_lociStitched	chr19	45250283	45258973	3	7791	21892.717	587	1
3_MACS_peak_26903_lociStitched	chr7	141250008	141263139	3	7815	21626.757	591	1
5_MACS_peak_14496_lociStitched	chr19	40916759	40932570	5	7662	22642.9331	592	1
3_MACS_peak_5751_lociStitched	chr11	126567024	126574995	3	7525	23482.566	595	1
5_MACS_peak_12826_lociStitched	chr17	80305004	80318565	5	7824	21391.1214	596	1
2_MACS_peak_22275_lociStitched	chr4	185301710	185307855	2	6143	30359.3725	598	1
1_MACS_peak_26979_lociStitched	chr7	150100492	150106410	1	5919	31232.8368	599	1
4_MACS_peak_13956_lociStitched	chr19	13043248	13057778	4	6764	27588.111	600	1
3_MACS_peak_13526_lociStitched	chr19	1660533	1672873	3	6581	28443.7	601	1
2_MACS_peak_26536_lociStitched	chr7	100025257	100035078	2	5892	31308.3659	602	1
1_MACS_peak_24238_lociStitched	chr6	27857391	27863733	1	6343	29357.118	606	1
3_MACS_peak_8001_lociStitched	chr14	50527010	50535046	3	7666	22136.7692	607	1
1_MACS_peak_5215_lociStitched	chr11	72979522	72986629	1	7108	25553.9292	608	1
1_MACS_peak_3110_lociStitched	chr10	11203169	11210789	1	7621	22375.368	609	1
2_MACS_peak_28079_lociStitched	chr8	103661870	103670395	2	7098	25562.2125	610	1
2_MACS_peak_23847_lociStitched	chr5	180228887	180238878	2	6204	29793.162	611	1
2_MACS_peak_19901_lociStitched	chr3	53134825	53145322	2	7710	21621.7206	612	1
1_MACS_peak_60_lociStitched	chr1	1707738	1714775	1	7038	25588.6431	615	1
1_MACS_peak_3080_lociStitched	chr10	6965806	6972630	1	6825	26704.3592	616	1
4_MACS_peak_17812_lociStitched	chr20	40720137	40727987	4	7721	21202.065	617	1
2_MACS_peak_6745_lociStitched	chr12	98908227	98914375	2	5714	31415.6652	618	1
3_MACS_peak_13510_lociStitched	chr19	1400571	1413738	3	5564	31823.3223	621	1
2_MACS_peak_17990_lociStitched	chr20	49569354	49576253	2	6888	26130.6524	622	1
3_MACS_peak_464_lociStitched	chr1	23916537	23928891	3	7625	21441.6024	625	1
1_MACS_peak_21245_lociStitched	chr4	10093874	10101217	1	7344	23256.0153	627	1
3_MACS_peak_17052_lociStitched	chr2	219260089	219272483	3	7217	23838.6196	629	1
2_MACS_peak_4994_lociStitched	chr11	65238020	65246128	2	5705	30812.0216	631	1
1_MACS_peak_22612_lociStitched	chr5	39073093	39078908	1	5816	30265.3305	633	1
4_MACS_peak_16093_lociStitched	chr2	97192195	97205229	4	6943	24914.491	639	1
2_MACS_peak_17309_lociStitched	chr2	241517659	241527211	2	7285	22693.6416	644	1
1_MACS_peak_18093_lociStitched	chr20	56252951	56258800	1	5850	29798.3154	646	1
2_MACS_peak_28947_lociStitched	chr9	73027041	73036351	2	5892	29521.079	648	1
1_MACS_peak_11909_lociStitched	chr17	36857283	36862955	1	5673	30351.4392	649	1
1_MACS_peak_5155_lociStitched	chr11	69061330	69067331	1	6002	29054.4416	650	1
1_MACS_peak_24308_lociStitched	chr6	30683765	30690583	1	6819	25082.7402	655	1
3_MACS_peak_13578_lociStitched	chr19	2541578	2553392	3	7114	23323.1988	657	1
1_MACS_peak_14050_lociStitched	chr19	15574175	15581221	1	7047	23687.9474	659	1
2_MACS_peak_24472_lociStitched	chr6	36559062	36565472	2	6018	28774.49	660	1
2_MACS_peak_2209_lociStitched	chr1	179049365	179058340	2	5754	29764.69	661	1
3_MACS_peak_12820_lociStitched	chr17	80249983	80259428	3	5611	30198.4985	666	1
3_MACS_peak_9795_lociStitched	chr15	90721475	90736137	3	7290	21897.697	667	1
2_MACS_peak_4076_lociStitched	chr10	112216804	112225898	2	7070	22899.6014	677	1
2_MACS_peak_25010_lociStitched	chr6	108878329	108887002	2	6882	23970.4374	679	1
2_MACS_peak_14751_lociStitched	chr19	48946429	48954098	2	7302	21191.7477	681	1
2_MACS_peak_29557_lociStitched	chr9	131445509	131453054	2	7135	22269.0675	682	1
4_MACS_peak_4835_lociStitched	chr11	60672844	60683888	4	7224	21344.7388	690	1
1_MACS_peak_8222_lociStitched	chr14	69257934	69263484	1	5551	29630.895	691	1
2_MACS_peak_12199_lociStitched	chr17	47463310	47472668	2	6146	27140.0716	694	1
1_MACS_peak_1615_lociStitched	chr1	145434366	145441081	1	6716	24239.1355	695	1
1_MACS_peak_13933_lociStitched	chr19	12720822	12726382	1	5561	29264.504	702	1
1_MACS_peak_8385_lociStitched	chr14	81421100	81427769	1	6670	24111.7695	705	1
3_MACS_peak_4474_lociStitched	chr11	8703231	8711189	3	6620	24265.5336	706	1
4_MACS_peak_30800_lociStitched	chrX	153706537	153720078	4	6862	22754.2964	709	1
2_MACS_peak_5544_lociStitched	chr11	113947805	113958626	2	7069	21426.6621	711	1
2_MACS_peak_22270_lociStitched	chr4	185201639	185209985	2	6094	26677.1544	713	1
2_MACS_peak_2809_lociStitched	chr1	230255596	230262851	2	7056	21313.739	714	1
3_MACS_peak_28664_lociStitched	chr9	21986889	21996897	3	5791	27632.088	720	1
3_MACS_peak_13859_lociStitched	chr19	10675406	10683358	3	5996	26238.4192	727	1
1_MACS_peak_2703_lociStitched	chr1	226127477	226133874	1	6398	24227.9978	728	1
2_MACS_peak_13496_lociStitched	chr19	1167157	1174984	2	5818	26975.7555	729	1
2_MACS_peak_22559_lociStitched	chr5	32206004	32212507	2	6422	24005.1742	730	1
1_MACS_peak_3111_lociStitched	chr10	11216999	11223314	1	6316	24430.209	734	1
1_MACS_peak_1303_lociStitched	chr1	92947882	92954312	1	6431	23819.292	735	1
3_MACS_peak_2765_lociStitched	chr1	228666560	228676665	3	6415	23889.2305	737	1
2_MACS_peak_9553_lociStitched	chr15	75491537	75497347	2	5779	26450.606	752	1
2_MACS_peak_62_lociStitched	chr1	1820976	1829553	2	6345	23155.3269	762	1
3_MACS_peak_10759_lociStitched	chr16	56964242	56974051	3	6108	23973.196	772	1
2_MACS_peak_9561_lociStitched	chr15	75742625	75748946	2	6254	22742.3259	787	1
2_MACS_peak_43_lociStitched	chr1	1439837	1450038	2	5865	24723.1436	788	1
2_MACS_peak_13895_lociStitched	chr19	11484488	11493847	2	5617	25770.9424	791	1
1_MACS_peak_16304_lociStitched	chr2	114643378	114649458	1	6081	23304.64	803	1
1_MACS_peak_13230_lociStitched	chr18	46474335	46479943	1	5609	25412.0912	808	1
2_MACS_peak_13608_lociStitched	chr19	3060862	3067092	2	6030	23090.872	817	1
1_MACS_peak_14693_lociStitched	chr19	47216766	47222971	1	6206	21838.4975	826	1
2_MACS_peak_8721_lociStitched	chr14	105390488	105400656	2	6229	21303.9936	834	1
3_MACS_peak_23767_lociStitched	chr5	175962292	175971375	3	6054	22100.7556	838	1
1_MACS_peak_10834_lociStitched	chr16	66581981	66587893	1	5913	22395.2472	855	1
1_MACS_peak_28377_lociStitched	chr8	134579592	134585710	1	6119	21252.7084	856	1
2_MACS_peak_18250_lociStitched	chr21	19186638	19192628	2	5904	22280.404	861	1
2_MACS_peak_7147_lociStitched	chr12	124936817	124943278	2	5792	22360.2288	877	1
2_MACS_peak_8548_lociStitched	chr14	94474392	94481423	2	5756	22440.8427	882	1
3_MACS_peak_24376_lociStitched	chr6	33167273	33176891	3	5601	23184.189	884	1
1_MACS_peak_24162_lociStitched	chr6	26155295	26160995	1	5701	22101.18	909	1
2_MACS_peak_4367_lociStitched	chr11	804409	812093	2	5589	21950.8828	936	1
3_MACS_peak_18830_lociStitched	chr22	31884788	31893413	3	5658	21496.95	940	1
