GENE_ID	locusLine	bin_1_LP-1.jin.bam
NM_005803	chr6(.):30690510-30715453	0.245
NM_003897	chr6(.):30705975-30717327	0.2991
NM_178014	chr6(.):30683156-30698195	0.8561
NM_021246	chr6(.):31678132-31690581	0.1073
NM_138275	chr6(.):31686160-31697851	0.2029
NR_033488	chr6(.):31649725-31675850	0.2147
NM_013974	chr6(.):31689816-31703039	0.3811
NM_001288	chr6(.):31693357-31709341	1.1302
NM_001003693	chr6(.):31669683-31683372	0.3201
NM_021160	chr6(.):31649725-31676137	0.2139
NR_024541	chr6(.):31674752-31686842	0.1077
NM_025261	chr6(.):31681424-31694510	0.1033
NM_001039651	chr6(.):31725772-31737624	0.1487
NM_025258	chr6(.):31728370-31750108	0.2942
NM_019111	chr6(.):32402618-32417826	0.6165
NM_006120	chr6(.):32911390-32925899	0.4078
NM_002119	chr6(.):32966959-32982389	0.1388
NM_002118	chr6(.):32897405-32913847	0.3586
NM_005104	chr6(.):32931436-32954282	1.0391
NM_001113182	chr6(.):32933664-32954282	1.1374
NM_001199455	chr6(.):32934371-32954282	1.1679
NM_001199456	chr6(.):32935860-32954282	1.1872
NR_027117	chr6(.):35689538-35709724	0.7083
NM_207409	chr6(.):35739391-35752329	0.0802
NM_001010886	chr6(.):35743830-35760841	0.1032
NM_145028	chr6(.):35699858-35721685	0.2358
NM_001171629	chr6(.):43732945-43759223	0.6021
NR_030313	chr6(.):45160410-45170507	0.5881
NM_001402	chr6(.):74220472-74235755	0.9905
NM_002043	chr6(.):89962238-90029967	0.1156
NM_182907	chr6(.):106541814-106562811	0.7783
NM_001198	chr6(.):106529194-106562814	0.7868
NM_014034	chr6(.):119210240-119235335	0.4777
NM_153255	chr6(.):119226761-119261327	0.1327
NM_001145207	chr6(.):135351994-135381036	0.1606
NM_006620	chr6(.):135276516-135381036	0.3139
NR_037435	chr6(.):135295475-135305570	0.0595
NM_001259	chr7(.):92229234-92468231	0.4065
NM_001145306	chr7(.):92229234-92470941	0.4031
NM_004289	chr7(.):26186846-26231756	0.2783
NM_001017440	chr7(.):71239475-71807208	0.2182
NM_031468	chr7(.):71239475-71882360	0.2084
NM_012301	chr7(.):77641373-79087890	0.0944
NM_003496	chr7(.):98471112-98615864	0.1822
NM_001913	chr7(.):101454291-101932250	0.2328
NM_181500	chr7(.):101454302-101932250	0.2328
NM_181552	chr7(.):101455881-101898344	0.2047
NM_001145354	chr7(.):130789854-131186398	0.1486
NM_001164458	chr7(.):149939300-150025758	0.1774
NR_036554	chr7(.):29720687-29787019	0.1659
NR_003502	chr7(.):32762561-32774595	0.6156
NR_036680	chr7(.):32615552-32763780	0.0706
NM_022748	chr7(.):47309751-47584199	0.1504
NM_006060	chr7(.):50339377-50477798	0.165
NR_003580	chr7(.):72564011-72626336	0.1689
NR_002206	chr7(.):72564025-72626336	0.169
NR_027777	chr7(.):74301893-74341166	0.3516
NM_001010932	chr7(.):81326443-81404452	0.1267
NM_147185	chr7(.):91565188-91744987	0.1649
NM_017621	chr7(.):102091666-102110321	0.3071
NM_199000	chr7(.):103964103-104554003	0.1095
NM_182931	chr7(.):104649636-104759532	0.2952
NM_003344	chr7(.):129467994-129597789	0.2123
NR_015431	chr7(.):130623918-130798562	0.1984
NR_024153	chr7(.):130623918-130796789	0.1989
NM_017812	chr7(.):132464622-132771828	0.1337
NM_030647	chr7(.):139779545-139881741	0.1696
NM_018238	chr7(.):141246077-141359209	0.392
NM_173680	chr7(.):150071405-150100719	0.4793
NM_003382	chr7(.):158815865-158942649	0.2415
NM_003751	chr7(.):2389473-2425377	0.2504
NM_018641	chr7(.):2438258-2479216	0.3209
NM_031243	chr7(.):26224555-26245413	0.4898
NM_016587	chr7(.):26236323-26257976	0.4686
NM_007276	chr7(.):26236098-26257976	0.4654
NR_036482	chr7(.):29719769-29732859	0.5876
NR_024278	chr7(.):29680537-29729754	0.4031
NR_027347	chr7(.):29719387-29730437	0.707
NR_036501	chr7(.):32792897-32807536	0.1851
NR_030320	chr7(.):32767592-32777689	0.6691
NM_032317	chr7(.):73090247-73102781	0.8201
NM_004603	chr7(.):73108534-73139017	0.1536
NM_017528	chr7(.):73092897-73117542	0.4691
NM_001077621	chr7(.):73077173-73091440	0.1943
NR_036247	chr7(.):73120646-73130727	0.1302
NM_001163636	chr7(.):74067029-74180022	0.2499
NM_001025202	chr7(.):74294282-74311731	0.5053
NM_001145063	chr7(.):74374082-74443803	0.1185
NR_003580	chr7(.):74596103-74658459	0.1758
NR_002206	chr7(.):74596103-74658445	0.1758
NM_015395	chr7(.):97841046-97886468	0.2327
NM_015379	chr7(.):97905978-97925839	0.736
NM_001159491	chr7(.):97905978-97927275	0.6961
NM_001134450	chr7(.):98439110-98472673	0.1063
NR_037403	chr7(.):98474272-98484352	1.0748
NR_028039	chr7(.):99793277-99874855	0.136
NR_003613	chr7(.):99913262-99938930	0.2741
NR_036569	chr7(.):99928687-99970454	0.3156
NM_001004351	chr7(.):99900324-99924819	0.1159
NM_020979	chr7(.):101923404-101967178	0.9412
NR_036245	chr7(.):101931368-101941453	1.0256
NM_032831	chr7(.):102068995-102102268	0.516
NM_024653	chr7(.):102031803-102072129	0.6868
NM_001146210	chr7(.):101981191-102001889	0.1552
NM_006234	chr7(.):102108547-102124381	0.3453
NM_152892	chr7(.):102100389-102118612	0.321
NR_027374	chr7(.):104530074-104572092	0.4056
NR_024586	chr7(.):104645988-104659588	1.4436
NM_001166346	chr7(.):114557208-114568720	0.8242
NM_199072	chr7(.):114557208-114664970	0.2716
NR_002144	chr7(.):128761324-128773050	0.9426
NM_178562	chr7(.):128779711-128814534	0.219
NR_024451	chr7(.):139872060-139884440	0.6634
NM_013400	chr7(.):150060878-150076133	1.21
NM_014374	chr7(.):150063257-150076133	1.3886
NM_001142928	chr7(.):150015295-150040245	0.3866
NM_002889	chr7(.):150030406-150043763	0.1131
NM_138434	chr7(.):150021937-150034811	0.1284
NR_027237	chr7(.):150097839-150114558	1.745
NM_175571	chr7(.):150142961-150181483	0.1061
NR_034033	chr7(.):150125741-150150228	0.1796
NR_024394	chr7(.):158796044-158823929	0.165
NM_152564	chr8(.):100020493-100894808	0.1472
NM_004103	chr8(.):27163998-27321903	0.4112
NM_173176	chr8(.):27178053-27321903	0.4252
NM_172366	chr8(.):28280928-28352784	0.2092
NM_173175	chr8(.):27178080-27321903	0.4252
NM_001040627	chr8(.):102693769-103141562	0.285
NM_001040630	chr8(.):102693769-103142135	0.2848
NM_001101676	chr8(.):119196694-119639184	0.2358
NM_207506	chr8(.):119385226-119639184	0.3
NR_003367	chr8(.):128801778-129118499	0.2762
NM_001715	chr8(.):11346520-11427108	0.4605
NM_001386	chr8(.):26430420-26520693	0.2781
NM_001197293	chr8(.):26366708-26520693	0.2355
NM_001144755	chr8(.):67469409-67530480	0.2442
NM_024790	chr8(.):67971602-68113849	0.1355
NM_172060	chr8(.):72104667-72273979	0.1188
NM_000503	chr8(.):72104667-72279467	0.1311
NM_005079	chr8(.):80942104-81088836	0.3225
NM_173848	chr8(.):85090585-85839078	0.1563
NM_001100391	chr8(.):85092099-85839078	0.1565
NM_001100393	chr8(.):85090452-85839078	0.1563
NM_001135733	chr8(.):95933199-95966615	0.9305
NM_183419	chr8(.):101264287-101327327	0.6175
NM_015902	chr8(.):103260568-103429495	0.2622
NM_013437	chr8(.):105496458-105606252	0.2183
NM_022783	chr8(.):120880899-121068157	0.3952
NM_058229	chr8(.):124510357-124558446	0.3735
NM_148177	chr8(.):124510357-124549383	0.3046
NM_173685	chr8(.):126099082-126384367	0.4855
NM_003235	chr8(.):133874204-134152143	0.1165
NM_003033	chr8(.):134462090-134589183	0.2679
NM_003970	chr8(.):1988157-2098380	0.2484
NM_005605	chr8(.):22293595-22403637	0.2214
NM_017412	chr8(.):28346772-28426961	0.1585
NR_036250	chr8(.):28357632-28367699	0.067
NR_026765	chr8(.):29573775-29610625	0.15
NM_152765	chr8(.):67400490-67435759	0.7644
NM_006837	chr8(.):67950314-67979562	0.3444
NM_001013626	chr8(.):67895366-67945786	0.0751
NM_001040708	chr8(.):80671244-80685098	0.4584
NM_001025252	chr8(.):80942104-80998010	0.1821
NM_057749	chr8(.):95887452-95912482	0.3294
NM_004374	chr8(.):100885222-100911242	0.3528
NM_015435	chr8(.):101264287-101320487	0.4353
NM_001042510	chr8(.):102204265-102222960	0.6853
NM_001042511	chr8(.):102204265-102222873	0.6881
NM_015713	chr8(.):103211728-103256346	0.2776
NM_001172477	chr8(.):103211728-103256059	0.2785
NM_001032282	chr8(.):103656004-103671168	1.0481
NM_005655	chr8(.):103656004-103672983	0.9661
NM_148174	chr8(.):103833535-103881397	0.3122
NM_025195	chr8(.):126437562-126455644	1.1541
NM_002467	chr8(.):128743314-128758680	0.6327
NR_031610	chr8(.):128967878-128977941	0.2681
NR_031611	chr8(.):129016143-129026202	0.5115
NM_015158	chr9(.):499702-751103	0.198
NM_001135920	chr9(.):5624326-5774454	0.1409
NM_020829	chr9(.):5651582-5781556	0.1143
NM_000170	chr9(.):6527463-6650692	0.1816
NM_080546	chr9(.):108001928-108158682	0.1781
NM_007203	chr9(.):112537576-112939791	0.185
NM_001004065	chr9(.):112805877-112939791	0.3541
NM_015033	chr9(.):132644465-132810473	0.2153
NM_198679	chr9(.):134447156-134590229	0.1549
NM_005312	chr9(.):134447156-134617925	0.2164
NM_153186	chr9(.):701895-751103	0.348
NM_024617	chr9(.):88897647-88974402	0.1727
NR_033912	chr9(.):93820575-93842414	0.1641
NM_005384	chr9(.):94166326-94191144	0.4123
NM_001083603	chr9(.):98200263-98284247	0.2613
NM_001083606	chr9(.):98200263-98274699	0.2672
NM_001083607	chr9(.):98200263-98274481	0.2676
NM_001083605	chr9(.):98200263-98275322	0.2657
NM_000264	chr9(.):98200263-98275831	0.2646
NM_001012993	chr9(.):112956845-112975413	0.1281
NM_001136562	chr9(.):112882780-112939791	0.474
NM_005489	chr9(.):130495595-130538621	0.2028
NM_001142532	chr9(.):130495595-130529697	0.1315
NM_001142533	chr9(.):130495595-130522583	0.1376
NM_001142531	chr9(.):130495595-130529719	0.1315
NM_001142534	chr9(.):130495595-130522561	0.1376
NM_170600	chr9(.):130495595-130546048	0.3416
NM_001085347	chr9(.):130488802-130502604	0.1788
NM_001018078	chr9(.):130560507-130581556	0.2392
NM_001261	chr9(.):130543304-130558052	0.386
NM_004957	chr9(.):130560153-130581556	0.2386
NR_036055	chr9(.):130543196-130553286	0.4726
NM_203434	chr9(.):131932830-131945540	0.6507
NM_016520	chr9(.):132584563-132602572	0.2224
NM_006676	chr9(.):132592695-132649107	0.1843
NM_001008563	chr9(.):132592756-132649107	0.1843
NM_178536	chr9(.):139841767-139854949	0.181
NM_153200	chr9(.):139752232-139765738	0.2407
NM_000606	chr9(.):139834697-139846426	0.4281
NM_021138	chr9(.):139775964-139826067	0.4302
NM_018998	chr9(.):139829886-139844173	0.2815
NM_206920	chr9(.):139741818-139760251	0.3348
NM_014172	chr9(.):139738255-139750490	0.4497
NM_001123384	chrX(.):39905498-40041582	0.245
NM_144495	chrX(.):48750194-48765420	0.2315
NM_001167990	chrX(.):48750212-48765420	0.2311
NM_001032384	chrX(.):48750538-48765420	0.2311
NM_001167992	chrX(.):48750774-48765420	0.2341
NM_001104544	chrX(.):119387504-119450391	0.1499
NM_015129	chrX(.):118745908-118832333	0.339
NM_145800	chrX(.):118744687-118832333	0.3362
NR_027141	chrX(.):129623914-129636421	0.0487
NM_005334	chrX(.):153208007-153241819	0.4364
NM_017745	chrX(.):39905498-39961719	0.1866
NM_001193416	chrX(.):41187650-41214524	0.2919
NM_001167947	chrX(.):48745729-48760426	0.2817
NM_001042498	chrX(.):48755888-48774235	0.2896
NM_001136158	chrX(.):48774302-48819893	0.518
NM_001136159	chrX(.):48774302-48820648	0.5108
NM_006875	chrX(.):48765458-48781413	0.7022
NM_004979	chrX(.):48813638-48833251	0.1599
NM_005660	chrX(.):48755458-48773917	0.2808
NM_001032289	chrX(.):48755889-48773933	0.2718
NM_181777	chrX(.):118709297-118723379	0.0653
NM_181762	chrX(.):118703498-118723379	0.1059
NM_017544	chrX(.):118717299-118744846	0.1386
NM_001173488	chrX(.):118717299-118732113	0.0582
NR_030413	chrX(.):118775700-118785811	0.2263
NM_003491	chrX(.):153190376-153205468	0.6167
NM_001666	chrX(.):153167829-153196714	0.293
NM_002910	chrX(.):153195721-153215232	0.2796
NM_001025243	chrX(.):153270956-153290342	0.4532
NM_003492	chrX(.):153232990-153253646	0.8872
NR_031757	chrX(.):153280370-153290440	0.7194
NR_036175	chrX(.):153241548-153251627	0.6614
NR_036174	chrX(.):153241547-153251628	0.6613
NM_015892	chr10(.):125762181-125856930	0.3813
NM_014863	chr10(.):125774168-125856930	0.4158
NM_001098500	chr10(.):23978674-24841772	0.0971
NM_022124	chr10(.):73151690-73580704	0.1272
NM_001171930	chr10(.):73151690-73497481	0.116
NR_024431	chr10(.):80698082-80832205	0.1776
NM_018363	chr10(.):90028620-90348082	0.1809
NM_001031709	chr10(.):90038858-90348082	0.1609
NM_001083591	chr10(.):11201992-11383672	0.4277
NM_001025077	chr10(.):11042258-11383672	0.3195
NM_006561	chr10(.):11054892-11383672	0.3275
NM_012247	chr10(.):13354437-13395298	0.4058
NM_024948	chr10(.):15815174-15907519	0.2832
NM_172242	chr10(.):22629398-22711539	0.1636
NM_005028	chr10(.):22818765-23008503	0.2414
NM_019590	chr10(.):24492719-24841772	0.1385
NM_019043	chr10(.):26722265-26861732	0.1719
NR_033842	chr10(.):45301471-45460137	0.2338
NM_032023	chr10(.):45450218-45495172	0.5612
NM_000698	chr10(.):45864628-45946563	0.2165
NM_032199	chr10(.):63656012-63861707	0.1944
NM_001035260	chr10(.):70878907-70937616	0.1345
NM_022153	chr10(.):73502313-73538337	0.2903
NM_001198798	chr10(.):73851273-73980751	0.1082
NM_001198799	chr10(.):73851273-73981183	0.1084
NM_020338	chr10(.):80823791-81081285	0.1836
NM_000314	chr10(.):89618194-89733532	0.251
NM_032810	chr10(.):89507874-89582917	0.1155
NM_014912	chr10(.):93803396-94055875	0.2303
NM_001178137	chr10(.):93803396-94008036	0.237
NM_004311	chr10(.):104428487-104479190	0.1586
NM_019903	chr10(.):111760725-111900323	0.2383
NM_016824	chr10(.):111762710-111900323	0.2401
NM_005308	chr10(.):120962196-121220131	0.145
NR_027653	chr10(.):3813187-3832473	1.0212
NM_178150	chr10(.):5927213-5984556	0.651
NM_032807	chr10(.):5931348-5984556	0.6513
NM_019046	chr10(.):5898688-5936860	0.4236
NM_001009941	chr10(.):5915049-5936860	0.6476
NM_006214	chr10(.):13314795-13347130	0.2736
NM_001037537	chr10(.):13314795-13346746	0.2753
NM_004412	chr10(.):17179981-17249070	0.1505
NM_003380	chr10(.):17265257-17284592	0.6024
NM_005180	chr10(.):22605005-22625414	1.2614
NM_012071	chr10(.):22600298-22614237	1.6232
NR_036533	chr10(.):22719353-22731858	0.3119
NM_001145373	chr10(.):23723197-23736310	0.9311
NM_001098207	chr10(.):43876064-43897794	0.3468
NM_004966	chr10(.):43876064-43909656	0.5628
NM_173160	chr10(.):43862091-43876783	0.0873
NM_001098204	chr10(.):43876064-43909696	0.5624
NM_001098208	chr10(.):43876064-43897279	0.3516
NM_001098205	chr10(.):43876064-43909332	0.5664
NM_001098206	chr10(.):43876064-43908299	0.5809
NR_026693	chr10(.):43927573-43983007	0.2134
NM_001123376	chr10(.):45401763-45435642	0.1779
NM_007021	chr10(.):45466708-45479330	0.8316
NM_001039380	chr10(.):45488145-45501470	0.6404
NM_006963	chr10(.):45491272-45505777	0.4659
NR_036430	chr10(.):70842827-70869567	0.3841
NM_001164375	chr10(.):73466457-73484578	0.2011
NM_001168390	chr10(.):73466457-73502581	0.4283
NM_173473	chr10(.):73970805-74000618	0.1935
NM_019058	chr10(.):74028676-74040797	0.7889
NM_017626	chr10(.):74087587-74119907	0.5718
NM_032772	chr10(.):77152602-77166513	0.6982
NR_024421	chr10(.):77156285-77173740	0.6058
NR_024422	chr10(.):77158513-77173740	0.6834
NR_028492	chr10(.):89573069-89610369	0.1491
NM_001126049	chr10(.):89613917-89628194	1.1134
NM_182639	chr10(.):100183902-100211704	0.2753
NR_031619	chr10(.):100149974-100160064	0.2373
NM_032709	chr10(.):100138321-100179978	0.5146
NM_030912	chr10(.):104399251-104423076	0.6888
NM_178858	chr10(.):104469297-104503946	0.2188
NM_001083913	chr10(.):104498726-104581021	0.5605
NM_017787	chr10(.):104530887-104581021	0.5961
NR_024552	chr10(.):105201542-105217162	0.129
NM_001129742	chr10(.):105227560-105243997	0.4988
NM_001001412	chr10(.):105208143-105223648	0.1595
NM_004210	chr10(.):105248734-105357309	0.2563
NM_005962	chr10(.):111980761-112052123	0.1349
NM_001008541	chr10(.):111964988-112052123	0.3059
NM_130439	chr10(.):111962362-112052123	0.3005
NM_145341	chr10(.):112626595-112664764	0.1894
NR_026932	chr10(.):112623647-112635662	0.4121
NM_003750	chr10(.):120789540-120845334	0.27
NM_213649	chr10(.):120895424-120930204	0.4051
NR_027141	chr10(.):120858628-120902376	0.385
NM_014098	chr10(.):120922214-120943345	0.6244
NM_207009	chr10(.):120858610-120902223	0.3862
NM_207426	chr10(.):129530537-129544450	0.2675
NM_001098517	chr11(.):115039344-115380241	0.2291
NM_181798	chr11(.):2477683-2875340	0.1184
NM_000218	chr11(.):2461220-2875340	0.1179
NM_030962	chr11(.):9795213-10320754	0.0891
NM_175058	chr11(.):16804206-17040963	0.3111
NM_001143830	chr11(.):22683159-22839547	0.2186
NM_177553	chr11(.):22684653-22839547	0.2133
NM_005256	chr11(.):22691318-22839547	0.1066
NM_001012662	chr11(.):62618483-62661355	0.4879
NM_001013251	chr11(.):62643343-62661355	0.5478
NM_001012661	chr11(.):62618517-62661353	0.4882
NM_024060	chr11(.):62196015-62319332	0.4805
NR_037193	chr11(.):62644170-62661355	0.567
NM_005438	chr11(.):65654691-65672997	0.5281
NM_018026	chr11(.):65832823-66017213	0.1931
NM_001077241	chr11(.):65137662-65155142	0.6128
NR_002819	chr11(.):65260232-65278939	1.2804
NM_153614	chr11(.):73656363-73686332	0.1324
NM_015313	chr11(.):120202617-120365645	0.1829
NM_002017	chr11(.):128558812-128688162	0.3273
NM_001167681	chr11(.):128557388-128688162	0.3252
NM_012239	chr11(.):210029-241362	0.202
NM_002817	chr11(.):231807-257984	0.2027
NM_138329	chr11(.):273569-290304	0.2751
NM_006435	chr11(.):303106-314410	0.0941
NM_025092	chr11(.):284137-300688	0.3171
NM_003641	chr11(.):308990-320272	0.0893
NM_001025295	chr11(.):293202-304526	0.1636
NM_021034	chr11(.):314672-325914	0.0832
NM_004356	chr11(.):2393546-2423649	0.438
NM_005706	chr11(.):2418522-2430106	0.4402
NM_014555	chr11(.):2420745-2449275	0.203
NM_001124	chr11(.):10321641-10333923	1.3424
NM_022725	chr11(.):22639078-22652387	0.3231
NM_003357	chr11(.):62181506-62195678	0.2321
NM_022830	chr11(.):62337516-62364109	0.3978
NM_004739	chr11(.):62355674-62374303	0.4993
NM_001404	chr11(.):62322072-62346460	0.6748
NM_001620	chr11(.):62278373-62319332	0.5107
NR_002565	chr11(.):62618036-62628103	0.8752
NM_003164	chr11(.):62569368-62604560	0.3088
NM_018093	chr11(.):62595382-62612628	0.8305
NR_003098	chr11(.):62614459-62628360	0.6768
NR_002561	chr11(.):62616134-62626204	0.8689
NR_002560	chr11(.):62615797-62625865	0.8639
NR_002559	chr11(.):62616375-62626440	0.8713
NR_000008	chr11(.):62615381-62625507	0.8504
NR_002564	chr11(.):62617763-62627838	0.8767
NR_002563	chr11(.):62617483-62627555	0.8768
NR_002562	chr11(.):62617092-62627167	0.8745
NM_001081491	chr11(.):62554597-62577964	0.4791
NM_001080501	chr11(.):62552786-62564486	0.7779
NM_145719	chr11(.):65117281-65130082	0.1617
NR_028272	chr11(.):65185268-65199003	2.1532
NR_030343	chr11(.):65206928-65217028	0.4238
NM_031904	chr11(.):65149040-65185995	0.6198
NM_032223	chr11(.):65378782-65409910	0.3371
NM_001098785	chr11(.):65334819-65346669	1.3335
NM_021070	chr11(.):65301029-65330699	0.3003
NM_033455	chr11(.):65355325-65368467	0.4822
NM_001099409	chr11(.):65338508-65365116	0.9258
NM_002419	chr11(.):65360225-65386720	0.3494
NM_001048218	chr11(.):65287547-65311182	0.3149
NM_006396	chr11(.):65332942-65344239	1.1666
NM_198897	chr11(.):65646210-65661010	0.5827
NM_001335	chr11(.):65642283-65656212	0.2095
NM_025128	chr11(.):65622871-65638914	0.916
NM_005507	chr11(.):65617284-65630804	1.0746
NM_152760	chr11(.):65596409-65626172	0.3256
NM_016938	chr11(.):65628911-65645340	0.1852
NM_006848	chr11(.):65652874-65664106	0.7651
NM_005146	chr11(.):65724159-65752607	0.2443
NM_001143985	chr11(.):65764549-65776617	0.8718
NM_001323	chr11(.):65774461-65785976	0.2626
NM_053054	chr11(.):65779222-65798988	0.2097
NM_032325	chr11(.):65759016-65774578	0.6128
NM_006842	chr11(.):65814815-65841382	0.6782
NM_033036	chr11(.):65803235-65821651	0.5383
NM_003355	chr11(.):73680715-73698889	0.6497
NM_003356	chr11(.):73706325-73725282	0.1195
NM_006235	chr11(.):111217980-111255157	0.6559
NM_001198675	chr11(.):120190837-120209388	0.8224
NR_027288	chr11(.):122883273-122895319	0.0835
NM_006597	chr11(.):122923199-122937844	0.7563
NM_152641	chr12(.):46118619-46306819	0.1435
NM_178169	chr12(.):64999292-65094192	0.2504
NM_006836	chr12(.):120560013-120637513	0.4997
NM_020375	chr12(.):4425358-4474190	0.0634
NR_036693	chr12(.):9817307-9857151	0.0606
NM_001197317	chr12(.):9817330-9857151	0.0606
NM_001004419	chr12(.):9817308-9857151	0.0606
NM_006143	chr12(.):12808994-12854121	0.1099
NM_005164	chr12(.):39940021-40018843	0.1863
NM_001031748	chr12(.):40014971-40120720	0.0989
NM_001077484	chr12(.):46571840-46668208	0.3706
NM_023071	chr12(.):49755687-49926207	0.1546
NM_000966	chr12(.):53599352-53631036	0.5561
NM_001042728	chr12(.):53599352-53619150	0.6962
NM_013449	chr12(.):56984379-57035163	0.2471
NM_006400	chr12(.):57919093-57945978	0.1683
NM_003805	chr12(.):94066150-94249531	0.1933
NM_020698	chr12(.):94955899-95049324	0.2405
NM_005761	chr12(.):94537498-94704225	0.2739
NM_003299	chr12(.):104319188-104346703	0.4831
NM_014706	chr12(.):108910990-108960165	0.4193
NM_001082959	chr12(.):125257173-125353519	0.1379
NM_144669	chr12(.):129333080-129474509	0.1385
NM_001759	chr12(.):4377901-4419522	0.3845
NR_036052	chr12(.):9387065-9397147	0.0293
NR_026672	chr12(.):9902163-9918497	0.0589
NM_172004	chr12(.):9870090-9890860	0.8691
NM_005127	chr12(.):9999967-10027458	0.2509
NM_001190765	chr12(.):10029087-10053432	0.0388
NM_016523	chr12(.):9975076-10002603	0.0366
NR_036052	chr12(.):12259885-12269967	0.0532
NM_004064	chr12(.):12865301-12880305	1.3334
NR_030344	chr12(.):12912582-12922677	0.0449
NM_001130415	chr12(.):12873850-12949399	0.2025
NR_028408	chr12(.):46114502-46126704	1.0348
NM_001098532	chr12(.):48123452-48157181	0.2253
NM_017842	chr12(.):48161966-48181536	0.2426
NM_006105	chr12(.):48123452-48157244	0.2249
NM_001098531	chr12(.):48123452-48157889	0.2231
NM_001098416	chr12(.):48171506-48218763	0.5369
NM_024902	chr12(.):49736040-49750685	0.1017
NR_033267	chr12(.):49777956-49791116	0.1008
NM_001100620	chr12(.):49711970-49723171	0.3499
NM_001008223	chr12(.):49721199-49735971	0.102
NM_001004304	chr12(.):53569534-53589654	0.4304
NM_000889	chr12(.):53580106-53606000	0.8731
NM_015989	chr12(.):53546446-53579430	0.2586
NM_001170790	chr12(.):53640369-53653190	0.2971
NM_032889	chr12(.):53640875-53653190	0.3042
NR_003046	chr12(.):57032463-57042538	0.5039
NM_001686	chr12(.):57026958-57044852	0.5411
NM_005594	chr12(.):57101210-57124066	0.3104
NR_002737	chr12(.):57033810-57043885	0.5038
NM_001113203	chr12(.):57101210-57124326	0.3078
NM_006601	chr12(.):57052124-57087078	0.4901
NM_001080157	chr12(.):57861037-57878424	0.1053
NM_001195056	chr12(.):57905370-57919300	0.8897
NM_052897	chr12(.):57911658-57928931	0.7486
NM_001080156	chr12(.):57861037-57876728	0.1033
NM_032496	chr12(.):57861037-57878633	0.1058
NM_004990	chr12(.):57876850-57915433	0.3045
NM_004984	chr12(.):57938846-57983554	0.1194
NM_005730	chr12(.):58208709-58245747	0.3028
NM_033276	chr12(.):58330444-58356052	0.21
NR_030347	chr12(.):65011288-65021385	0.0925
NR_037515	chr12(.):65011288-65021385	0.0925
NM_003877	chr12(.):93958597-93974978	0.9242
NR_030171	chr12(.):95223173-95233289	0.5262
NR_036685	chr12(.):95223229-95233804	0.5074
NR_027249	chr12(.):104232526-104328989	0.2534
NR_037425	chr12(.):104319202-104329333	1.1139
NM_003211	chr12(.):104354592-104387656	0.202
NM_001135570	chr12(.):104338980-104355993	0.2568
NM_007076	chr12(.):108904050-108918380	0.2557
NM_213595	chr12(.):108951293-108968160	0.9938
NM_181724	chr12(.):108978621-108996894	0.1152
NM_003006	chr12(.):109010679-109032670	0.9923
NM_001173976	chr12(.):111046831-111091935	0.2305
NM_001173975	chr12(.):111046911-111091935	0.2305
NM_032369	chr12(.):111081490-111131946	0.606
NM_001040107	chr12(.):111081490-111132617	0.6028
NM_005475	chr12(.):111838751-111894427	0.5222
NR_027345	chr12(.):116966226-116978326	0.8623
NM_001085481	chr12(.):116992185-117019425	0.3766
NR_027346	chr12(.):116966239-116979318	0.8209
NM_006861	chr12(.):120527898-120559643	0.4604
NM_001002	chr12(.):120629502-120644014	1.0748
NR_033956	chr12(.):121565630-121629354	0.2593
NR_033953	chr12(.):121565621-121629354	0.2593
NM_172226	chr12(.):121670494-121739556	0.6291
NM_172214	chr12(.):121676390-121741111	0.6502
NM_006549	chr12(.):121670494-121741111	0.6197
NM_002560	chr12(.):121642663-121676909	0.3767
NM_019034	chr12(.):122210659-122236594	0.328
NR_002809	chr12(.):122228172-122246390	1.4865
NM_015048	chr12(.):122237637-122275562	0.6815
NM_024667	chr12(.):123344874-123385712	0.7871
NM_021009	chr12(.):125391191-125404587	1.1524
NR_033878	chr12(.):127210246-127261808	0.2356
NM_145648	chr12(.):129272738-129313541	0.3489
NM_001142641	chr12(.):133062156-133166773	0.1465
NM_004466	chr13(.):92045934-93524487	0.0375
NM_001146070	chr13(.):60966426-61153013	0.0738
NM_001146071	chr13(.):60965590-61153013	0.0737
NM_007368	chr13(.):114742193-114903095	0.0907
NM_032949	chr13(.):53413108-53427774	0.2732
NR_027349	chr13(.):91995073-92011829	0.5009
NR_029488	chr13(.):91998004-92008075	0.5378
NR_029508	chr13(.):91998567-92008645	0.4921
NR_029492	chr13(.):91998318-92008389	0.5136
NR_029490	chr13(.):91998445-92008532	0.5025
NR_029489	chr13(.):91998144-92008226	0.5258
NR_029487	chr13(.):91997858-92007942	0.5573
NM_022060	chr14(.):23062146-23086265	0.1607
NM_015604	chr14(.):73388039-73431357	0.226
NM_183004	chr14(.):103796235-103816361	0.5319
NM_001969	chr14(.):103795492-103816361	0.5187
NM_016350	chr14(.):51187545-51302839	0.1602
NM_020921	chr14(.):51181480-51302839	0.1556
NM_182944	chr14(.):51188950-51302839	0.1613
NM_001012706	chr14(.):50443429-50479238	0.3082
NM_001042481	chr14(.):51950854-52202444	0.1362
NM_152330	chr14(.):52113575-52202444	0.1237
NM_022137	chr14(.):70341142-70504083	0.0934
NM_004296	chr14(.):72394785-73038238	0.0967
NM_012074	chr14(.):73131659-73365809	0.1539
NM_005197	chr14(.):89617515-89888454	0.1276
