GENE_ID	locusLine	bin_1_37_0EXP_0229Kronos_MM1S-KB-1hr-1_Input_hs_i80.bam
NM_201381	chr8(.):144984320-145023905	0.1049
NM_201382	chr8(.):144984320-145023110	0.1053
NM_201383	chr8(.):144984320-145021692	0.1049
NM_201379	chr8(.):144984320-145033088	0.108
NM_001009184	chr8(.):145059225-145072583	0.1223
NM_201384	chr8(.):144984320-145018758	0.105
NR_030383	chr8(.):145014358-145024447	0.1232
NM_201380	chr8(.):144984320-145030044	0.1075
NM_001129888	chr8(.):145684199-145696031	0.132
NM_032687	chr8(.):145684199-145695849	0.1329
NM_003923	chr8(.):145694114-145706718	0.1094
NM_032902	chr8(.):145717108-145732504	0.1001
NM_138496	chr8(.):145670314-145695418	0.1191
NM_005309	chr8(.):145724464-145737555	0.1254
NM_145754	chr8(.):145686737-145704499	0.1256
NM_138431	chr8(.):145729551-145741589	0.1232
NM_004260	chr8(.):145731666-145748210	0.1373
NM_014665	chr8(.):145738362-145755559	0.1164
NM_025251	chr8(.):145749562-145843888	0.0842
NM_007203	chr9(.):112537576-112939791	0.1225
NM_001004065	chr9(.):112805877-112939791	0.1359
NM_015033	chr9(.):132644465-132810473	0.1115
NM_152850	chr9(.):35083687-35101579	0.143
NM_001040411	chr9(.):35036101-35050988	0.1164
NM_025182	chr9(.):35099117-35120893	0.1524
NM_013442	chr9(.):35094888-35108154	0.1779
NM_004629	chr9(.):35068834-35085013	0.1428
NM_001040410	chr9(.):35037222-35050988	0.1185
NM_032634	chr9(.):35083687-35101546	0.1432
NM_007126	chr9(.):35051064-35077739	0.1414
NM_005384	chr9(.):94166326-94191144	0.1439
NM_001012993	chr9(.):112956845-112975413	0.113
NM_001136562	chr9(.):112882780-112939791	0.1464
NM_001045476	chr9(.):127610754-127625160	0.1243
NM_030978	chr9(.):127626483-127644696	0.1354
NM_007209	chr9(.):127615157-127629240	0.126
NM_005489	chr9(.):130495595-130538621	0.1193
NM_001142532	chr9(.):130495595-130529697	0.1088
NM_001142533	chr9(.):130495595-130522583	0.1103
NM_001142531	chr9(.):130495595-130529719	0.1087
NM_001142534	chr9(.):130495595-130522561	0.1103
NM_170600	chr9(.):130495595-130546048	0.1277
NM_001085347	chr9(.):130488802-130502604	0.1272
NM_001018078	chr9(.):130560507-130581556	0.1141
NM_001261	chr9(.):130543304-130558052	0.1355
NM_004957	chr9(.):130560153-130581556	0.1149
NR_036055	chr9(.):130543196-130553286	0.1486
NM_001035254	chr9(.):130697860-130747812	0.1406
NM_003863	chr9(.):130692373-130705763	0.1501
NM_203305	chr9(.):130697860-130717993	0.1358
NM_001135219	chr9(.):130678807-130698076	0.1679
NM_173492	chr9(.):130678807-130694770	0.1764
NR_024425	chr9(.):130885807-130897913	0.1747
NR_027812	chr9(.):130877971-130895712	0.1388
NM_001006641	chr9(.):130825478-130876524	0.1362
NM_197956	chr9(.):130818511-130834599	0.1443
NM_001006643	chr9(.):130855835-130876524	0.1213
NM_001006642	chr9(.):130849127-130876524	0.1204
NM_052901	chr9(.):130855816-130876524	0.1213
NM_025072	chr9(.):130877971-130895474	0.1388
NR_033374	chr9(.):130868449-130886013	0.1086
NM_016520	chr9(.):132584563-132602572	0.1169
NM_006676	chr9(.):132592695-132649107	0.1104
NM_001008563	chr9(.):132592756-132649107	0.1105
NM_032728	chr9(.):134160080-134189649	0.0957
NM_033387	chr9(.):134128464-134156906	0.1531
NM_001123384	chrX(.):39905498-40041582	0.0586
NM_144495	chrX(.):48750194-48765420	0.0797
NM_001167990	chrX(.):48750212-48765420	0.0798
NM_001032384	chrX(.):48750538-48765420	0.0799
NM_001167992	chrX(.):48750774-48765420	0.0812
NM_005334	chrX(.):153208007-153241819	0.0683
NM_017745	chrX(.):39905498-39961719	0.0659
NM_001167947	chrX(.):48745729-48760426	0.0819
NM_001042498	chrX(.):48755888-48774235	0.0938
NM_001136158	chrX(.):48774302-48819893	0.0861
NM_001136159	chrX(.):48774302-48820648	0.0855
NM_006875	chrX(.):48765458-48781413	0.1037
NM_004979	chrX(.):48813638-48833251	0.0645
NM_005660	chrX(.):48755458-48773917	0.0943
NM_001032289	chrX(.):48755889-48773933	0.0936
NM_016500	chrX(.):75387770-75403033	0.0629
NM_003399	chrX(.):128867945-128908525	0.0692
NM_018990	chrX(.):128908891-128934176	0.0769
NM_000054	chrX(.):153165528-153177620	0.0583
NM_000425	chrX(.):153121970-153146399	0.0557
NM_003491	chrX(.):153190376-153205468	0.0818
NM_001666	chrX(.):153167829-153196714	0.0636
NM_002910	chrX(.):153195721-153215232	0.0656
NR_027419	chrX(.):153162984-153177620	0.0639
NM_001025243	chrX(.):153270956-153290342	0.0809
NM_003492	chrX(.):153232990-153253646	0.0811
NR_031757	chrX(.):153280370-153290440	0.0718
NR_036175	chrX(.):153241548-153251627	0.0891
NR_036174	chrX(.):153241547-153251628	0.0891
NM_015892	chr10(.):125762181-125856930	0.1348
NM_014863	chr10(.):125774168-125856930	0.1408
NM_001083591	chr10(.):11201992-11383672	0.153
NM_001025077	chr10(.):11042258-11383672	0.133
NM_006561	chr10(.):11054892-11383672	0.1341
NM_032199	chr10(.):63656012-63861707	0.117
NM_001198798	chr10(.):73851273-73980751	0.104
NM_001198799	chr10(.):73851273-73981183	0.1039
NM_020338	chr10(.):80823791-81081285	0.1112
NM_145868	chr10(.):81909879-81970328	0.1259
NM_007373	chr10(.):112674300-112778425	0.1063
NM_001098207	chr10(.):43876064-43897794	0.1312
NM_004966	chr10(.):43876064-43909656	0.1308
NM_173160	chr10(.):43862091-43876783	0.0795
NM_001098204	chr10(.):43876064-43909696	0.1307
NM_001098208	chr10(.):43876064-43897279	0.1323
NM_001098205	chr10(.):43876064-43909332	0.1309
NM_001098206	chr10(.):43876064-43908299	0.132
NR_026693	chr10(.):43927573-43983007	0.1055
NM_173473	chr10(.):73970805-74000618	0.1191
NM_019058	chr10(.):74028676-74040797	0.1269
NM_030912	chr10(.):104399251-104423076	0.131
NM_001083913	chr10(.):104498726-104581021	0.1407
NM_017787	chr10(.):104530887-104581021	0.1364
NM_004419	chr10(.):112252624-112276302	0.1755
NM_145341	chr10(.):112626595-112664764	0.1232
NM_001195307	chr10(.):112653487-112684124	0.1312
NM_001195306	chr10(.):112653487-112683694	0.1314
NR_026932	chr10(.):112623647-112635662	0.1565
NR_024469	chr11(.):67080309-67164158	0.1303
NM_001111018	chr11(.):19367270-20148147	0.113
NM_006819	chr11(.):63948586-63977020	0.1495
NM_001098517	chr11(.):115039344-115380241	0.1207
NM_030962	chr11(.):9795213-10320754	0.1017
NM_001143830	chr11(.):22683159-22839547	0.1148
NM_177553	chr11(.):22684653-22839547	0.1147
NM_005256	chr11(.):22691318-22839547	0.1126
NM_004811	chr11(.):58289343-58348390	0.1361
NM_001143995	chr11(.):58289343-58350639	0.1365
NM_024092	chr11(.):60676370-60695915	0.177
NM_001012662	chr11(.):62618483-62661355	0.1445
NM_001013251	chr11(.):62643343-62661355	0.137
NM_001012661	chr11(.):62618517-62661353	0.1446
NR_037193	chr11(.):62644170-62661355	0.139
NM_003273	chr11(.):64874340-64888707	0.1607
NM_001077241	chr11(.):65137662-65155142	0.1382
NR_002819	chr11(.):65260232-65278939	0.205
NM_030930	chr11(.):67753574-67776593	0.1531
NM_014824	chr11(.):72542789-72858143	0.114
NM_014488	chr11(.):82687477-82787884	0.1359
NR_033839	chr11(.):126206611-126230482	0.1073
NM_002017	chr11(.):128558812-128688162	0.1399
NM_001167681	chr11(.):128557388-128688162	0.1398
NM_182612	chr11(.):762222-782487	0.1156
NM_006755	chr11(.):742431-770024	0.1158
NR_002585	chr11(.):806680-816814	0.1494
NM_001025239	chr11(.):837823-872116	0.0992
NM_001025234	chr11(.):839080-872116	0.101
NM_145886	chr11(.):794178-810250	0.1269
NM_016564	chr11(.):782109-795126	0.1084
NM_021128	chr11(.):834720-847529	0.1075
NM_139029	chr11(.):827951-843835	0.128
NM_173584	chr11(.):822584-836991	0.1312
NM_024698	chr11(.):785474-801263	0.1137
NM_001004	chr11(.):804935-817876	0.1405
NM_001025237	chr11(.):839445-872116	0.1011
NM_020376	chr11(.):813900-830571	0.1223
NM_001191060	chr11(.):785474-802995	0.1137
NM_001191061	chr11(.):785474-803269	0.1128
NM_001025235	chr11(.):837940-872116	0.0991
NM_001124	chr11(.):10321641-10333923	0.1722
NM_022725	chr11(.):22639078-22652387	0.1451
NM_000610	chr11(.):35155416-35258949	0.1373
NM_000614	chr11(.):58385145-58398205	0.1114
NR_024091	chr11(.):58341586-58398205	0.1386
NM_053023	chr11(.):58341586-58394023	0.1406
NM_004778	chr11(.):60613397-60628444	0.0975
NM_207341	chr11(.):60630014-60648164	0.1376
NM_014502	chr11(.):60653019-60679061	0.1587
NM_016582	chr11(.):60699554-60724257	0.1214
NM_178031	chr11(.):60686912-60709631	0.1154
NR_002565	chr11(.):62618036-62628103	0.1909
NM_199337	chr11(.):62549873-62562872	0.1677
NM_003164	chr11(.):62569368-62604560	0.1303
NM_018093	chr11(.):62595382-62612628	0.1836
NR_003098	chr11(.):62614459-62628360	0.1805
NR_002561	chr11(.):62616134-62626204	0.2075
NR_002560	chr11(.):62615797-62625865	0.2084
NR_002559	chr11(.):62616375-62626440	0.2088
NR_000008	chr11(.):62615381-62625507	0.2119
NR_002564	chr11(.):62617763-62627838	0.1917
NR_002563	chr11(.):62617483-62627555	0.195
NR_002562	chr11(.):62617092-62627167	0.2002
NM_001081491	chr11(.):62554597-62577964	0.1556
NM_001080501	chr11(.):62552786-62564486	0.1698
NM_004470	chr11(.):64003412-64016607	0.1689
NM_000932	chr11(.):64013994-64041924	0.1179
NM_005528	chr11(.):63992752-64006753	0.1657
NM_001160390	chr11(.):63986270-63998726	0.1553
NM_032344	chr11(.):63988737-64002488	0.1528
NM_004322	chr11(.):64032299-64057176	0.1183
NM_178443	chr11(.):63969151-63996363	0.1294
NM_057092	chr11(.):64004587-64016607	0.1762
NM_033310	chr11(.):64053792-64072503	0.1205
NM_003377	chr11(.):63997265-64011259	0.1716
NM_020155	chr11(.):64048581-64061972	0.1189
NM_001135208	chr11(.):64003603-64016607	0.1695
NM_001039496	chr11(.):64062862-64077239	0.1465
NM_001170726	chr11(.):64046810-64061972	0.1163
NM_001160393	chr11(.):63986270-63998341	0.153
NM_001170881	chr11(.):64047284-64061972	0.1162
NM_001177358	chr11(.):64047282-64061972	0.1162
NM_138689	chr11(.):64006950-64019413	0.1595
NM_013299	chr11(.):64803375-64817300	0.1193
NM_005468	chr11(.):64807294-64831009	0.1303
NM_080668	chr11(.):64839926-64856615	0.1377
NM_006782	chr11(.):64846693-64860874	0.1475
NM_013265	chr11(.):64858682-64884180	0.1294
NR_037567	chr11(.):64884654-64899841	0.1626
NM_172230	chr11(.):64889750-64907003	0.1762
NM_001997	chr11(.):64883098-64894672	0.1924
NM_004927	chr11(.):64884715-64899841	0.1622
NM_014205	chr11(.):64878874-64890170	0.1837
NR_028272	chr11(.):65185268-65199003	0.2706
NR_030343	chr11(.):65206928-65217028	0.1489
NM_031904	chr11(.):65149040-65185995	0.1239
NM_021070	chr11(.):65301029-65330699	0.1329
NM_001048218	chr11(.):65287547-65311182	0.1387
NM_207354	chr11(.):67051761-67074955	0.1204
NM_017857	chr11(.):67065918-67085078	0.1234
NR_030767	chr11(.):67051815-67074955	0.1206
NM_001619	chr11(.):67028904-67059029	0.16
NM_001161473	chr11(.):67771047-67801743	0.1371
NM_006053	chr11(.):67805446-67823366	0.0993
NM_006019	chr11(.):67801482-67823366	0.0991
NM_002496	chr11(.):67793083-67809114	0.1339
NM_000694	chr11(.):67772789-67801743	0.1368
NR_033347	chr11(.):82747505-82757640	0.1264
NM_006235	chr11(.):111217980-111255157	0.1487
NM_000190	chr11(.):118950586-118969259	0.1413
NM_002105	chr11(.):118959584-118971177	0.1559
NM_001024382	chr11(.):118953696-118969259	0.1478
NM_001130991	chr11(.):118909895-118932925	0.1368
NM_015517	chr11(.):118987287-119010765	0.1365
NM_006389	chr11(.):118909895-118932916	0.1368
NM_014807	chr11(.):118973092-118992827	0.1483
NM_021729	chr11(.):118933492-118957688	0.1241
NM_001382	chr11(.):118962212-118977785	0.173
NM_001142505	chr11(.):119015298-119038374	0.1175
NM_022169	chr11(.):119014749-119038374	0.1187
NR_027288	chr11(.):122883273-122895319	0.1105
NM_006597	chr11(.):122923199-122937844	0.1793
NM_017547	chr11(.):126134054-126153027	0.1371
NM_014026	chr11(.):126168646-126220644	0.1294
NM_148910	chr11(.):126147981-126168071	0.1288
NM_001177842	chr11(.):126127813-126143877	0.1414
NM_006278	chr11(.):126221095-126289533	0.1028
NM_014325	chr12(.):109033886-109130295	0.1306
NM_152641	chr12(.):46118619-46306819	0.1075
NM_002392	chr12(.):69196970-69244212	0.1233
NM_020375	chr12(.):4425358-4474190	0.1045
NM_007273	chr12(.):7069516-7084891	0.1692
NM_001144831	chr12(.):7069514-7084916	0.1696
NM_006143	chr12(.):12808994-12854121	0.1037
NM_001033873	chr12(.):51634132-51668994	0.1205
NM_001031628	chr12(.):51634132-51669202	0.1204
NM_001128914	chr12(.):53840885-53879946	0.1724
NM_000966	chr12(.):53599352-53631036	0.1231
NM_001042728	chr12(.):53599352-53619150	0.1378
NM_013449	chr12(.):56984379-57035163	0.1257
NM_014706	chr12(.):108910990-108960165	0.1451
NM_018984	chr12(.):109171465-109256359	0.1307
NM_001082959	chr12(.):125257173-125353519	0.0531
NM_001759	chr12(.):4377901-4419522	0.1487
NM_001975	chr12(.):7018613-7037859	0.1543
NM_002831	chr12(.):7055433-7075479	0.174
NR_029779	chr12(.):7067861-7077929	0.1592
NM_080548	chr12(.):7050739-7075479	0.1837
NM_001007026	chr12(.):7028625-7056484	0.1613
NM_006992	chr12(.):7008896-7028406	0.1234
NM_001940	chr12(.):7032479-7056484	0.1492
NR_003010	chr12(.):7071499-7081769	0.1584
NM_138425	chr12(.):7048202-7060165	0.1973
NR_029682	chr12(.):7068259-7078354	0.155
NM_005768	chr12(.):7080346-7130842	0.1172
NM_006331	chr12(.):7074943-7090165	0.1605
NR_036052	chr12(.):9387065-9397147	0.1117
NR_036052	chr12(.):12259885-12269967	0.0917
NM_004064	chr12(.):12865301-12880305	0.1859
NR_030344	chr12(.):12912582-12922677	0.1091
NM_001130415	chr12(.):12873850-12949399	0.1242
NM_030762	chr12(.):26267958-26283003	0.1738
NR_028408	chr12(.):46114502-46126704	0.1353
NM_001098532	chr12(.):48123452-48157181	0.128
NM_017842	chr12(.):48161966-48181536	0.111
NM_006105	chr12(.):48123452-48157244	0.1282
NM_001098531	chr12(.):48123452-48157889	0.1284
NM_001098416	chr12(.):48171506-48218763	0.1325
NM_001971	chr12(.):51717226-51745463	0.1344
NM_016293	chr12(.):51669821-51722938	0.1263
NM_001004304	chr12(.):53569534-53589654	0.1567
NM_000889	chr12(.):53580106-53606000	0.1971
NM_015989	chr12(.):53546446-53579430	0.1277
NM_001170790	chr12(.):53640369-53653190	0.1269
NM_032889	chr12(.):53640875-53653190	0.1282
NM_001164691	chr12(.):53812638-53830318	0.1169
NM_001005354	chr12(.):53830432-53845427	0.1314
NM_134324	chr12(.):53890376-53905215	0.158
NM_006301	chr12(.):53869275-53898444	0.1624
NM_134323	chr12(.):53889704-53905215	0.1537
NM_003717	chr12(.):53895473-53906422	0.1191
NM_001127460	chr12(.):56705006-56732533	0.1527
NM_014255	chr12(.):56699212-56715128	0.1222
NM_005419	chr12(.):56730381-56759037	0.1366
NM_014871	chr12(.):56705006-56732837	0.1532
NM_004077	chr12(.):56660482-56699175	0.1255
NM_016584	chr12(.):56727662-56739194	0.1463
NM_001638	chr12(.):56749354-56761583	0.1434
NR_003046	chr12(.):57032463-57042538	0.1648
NM_001686	chr12(.):57026958-57044852	0.1678
NM_005594	chr12(.):57101210-57124066	0.1437
NR_002737	chr12(.):57033810-57043885	0.1644
NM_001113203	chr12(.):57101210-57124326	0.1438
NM_006601	chr12(.):57052124-57087078	0.138
NM_001946	chr12(.):89736836-89751296	0.1745
NM_001111283	chr12(.):102784644-102879378	0.108
NM_001111284	chr12(.):102784644-102877429	0.1064
NM_001111285	chr12(.):102806453-102879378	0.1138
NM_007076	chr12(.):108904050-108918380	0.134
NM_213595	chr12(.):108951293-108968160	0.2132
NM_181724	chr12(.):108978621-108996894	0.1093
NM_003006	chr12(.):109010679-109032670	0.2036
NM_001161331	chr12(.):109180694-109226327	0.1164
NM_019034	chr12(.):122210659-122236594	0.0712
NR_002809	chr12(.):122228172-122246390	0.0761
NM_015048	chr12(.):122237637-122275562	0.049
NM_024667	chr12(.):123344874-123385712	0.0805
NM_021009	chr12(.):125391191-125404587	0.1166
NM_032436	chr13(.):115074964-115097803	0.1318
NM_000820	chr13(.):114518521-114572046	0.1478
NM_001143945	chr13(.):114518521-114544017	0.1025
NM_001143946	chr13(.):114518521-114541714	0.1027
NR_024609	chr13(.):114581609-114631485	0.1294
NM_023011	chr13(.):115042077-115076283	0.1392
NM_003903	chr13(.):114995361-115043150	0.1381
NM_001012706	chr14(.):50443429-50479238	0.0646
NM_001080414	chr14(.):91732666-91889133	0.0824
NM_024496	chr14(.):77485885-77500034	0.0806
NM_005065	chr14(.):81934238-82005205	0.0783
NM_152592	chr14(.):95878830-95947173	0.0615
NR_003002	chr14(.):95994691-96004966	0.0846
NR_001459	chr14(.):95994248-96006209	0.0803
NM_016417	chr14(.):95996322-96016055	0.0644
NM_025268	chr14(.):105987952-106001539	0.0961
NM_144508	chr15(.):40881446-40959881	0.1086
NM_001211	chr15(.):40448209-40518337	0.119
NM_001004439	chr15(.):68589041-68729492	0.0993
NM_001142443	chr15(.):74917898-74993386	0.1277
NM_006465	chr15(.):74828547-74895472	0.1287
NM_172217	chr15(.):81512639-81610104	0.1228
NM_001172128	chr15(.):81484218-81610104	0.1178
NM_007011	chr15(.):89626380-89750591	0.1266
NM_015995	chr15(.):31614082-31675102	0.1495
NM_001003942	chr15(.):40375091-40403287	0.1589
NM_033503	chr15(.):40375091-40403639	0.159
NM_001003940	chr15(.):40375091-40406075	0.1572
NM_001080791	chr15(.):40840297-40862252	0.1673
NM_152260	chr15(.):40856536-40871661	0.1499
NR_002208	chr15(.):40819082-40829749	0.0873
NM_198524	chr15(.):56652643-56743072	0.1192
NM_017882	chr15(.):68494329-68527080	0.1348
NM_015322	chr15(.):68565140-68588640	0.1703
NM_003992	chr15(.):74895712-74927542	0.1605
NM_001130028	chr15(.):74902334-74927542	0.172
NM_001127190	chr15(.):75069424-75100539	0.1602
NM_000761	chr15(.):75036183-75053941	0.1016
NM_000499	chr15(.):75006882-75022877	0.1184
NM_021819	chr15(.):75100193-75123099	0.1228
NM_001030005	chr15(.):75113950-75129136	0.1039
NM_004513	chr15(.):81584253-81610104	0.1682
NM_181900	chr15(.):81600006-81621524	0.1568
NM_022767	chr15(.):89159526-89180512	0.1522
NR_029606	chr15(.):89150055-89160165	0.1066
NM_002201	chr15(.):89177038-89203879	0.1374
NR_031590	chr15(.):89146337-89156428	0.0967
NM_002168	chr15(.):90622211-90650708	0.1446
NR_033769	chr15(.):93333713-93345338	0.107
NM_015914	chr16(.):11767942-11841648	0.1815
NM_013302	chr16(.):22212591-22305066	0.1105
NM_000078	chr16(.):56990834-57022756	0.1305
NM_012320	chr16(.):68274246-68299961	0.157
NM_002661	chr16(.):81807929-81996899	0.0615
NM_175931	chr16(.):88936262-89012608	0.0411
NM_005187	chr16(.):88936262-89048504	0.0481
NM_003498	chr16(.):11757288-11778015	0.1475
NM_014153	chr16(.):11839441-11896114	0.1166
NM_001130007	chr16(.):11956984-12015519	0.1145
NM_001130006	chr16(.):11956984-12014825	0.1139
NM_001192	chr16(.):12053963-12066925	0.2049
NM_032167	chr16(.):12065601-12152141	0.1182
NM_001039182	chr16(.):29459913-29471285	0.1982
NM_001017389	chr16(.):29462126-29481280	0.1927
NM_003166	chr16(.):29462126-29481301	0.1931
NM_178044	chr16(.):29460821-29474545	0.1998
NR_002454	chr16(.):29455665-29466236	0.1854
NR_037608	chr16(.):29461411-29481301	0.1913
NM_001017390	chr16(.):29466206-29481301	0.1725
NR_024370	chr16(.):29870003-29884374	0.1158
NM_002383	chr16(.):29812854-29827504	0.1291
NR_015396	chr16(.):29870154-29884374	0.1159
NM_145239	chr16(.):29818408-29832202	0.1581
NM_007317	chr16(.):29797057-29821706	0.1341
NM_006319	chr16(.):29864677-29879578	0.124
NM_024516	chr16(.):29822527-29838816	0.1669
NM_152338	chr16(.):29784560-29796840	0.1286
NM_005115	chr16(.):29826714-29864360	0.1364
NM_001039182	chr16(.):30199255-30210627	0.2126
NM_178044	chr16(.):30200163-30213887	0.2206
NM_003166	chr16(.):30201468-30220650	0.2101
NM_001017389	chr16(.):30201468-30220620	0.2095
NM_001193333	chr16(.):30189730-30205396	0.1746
NR_002454	chr16(.):30195004-30205575	0.2135
NR_037608	chr16(.):30200753-30220650	0.2095
NR_002555	chr16(.):30229349-30261932	0.1412
NM_001017390	chr16(.):30205548-30220650	0.1924
NM_138447	chr16(.):30609699-30626682	0.1279
NM_024031	chr16(.):30657240-30672734	0.1597
NM_001105079	chr16(.):30670777-30687131	0.0959
NR_002966	chr16(.):30716857-30726986	0.1113
NM_006662	chr16(.):30705461-30756450	0.1233
NM_001126108	chr16(.):56894118-56954762	0.1436
NM_001010989	chr16(.):56960747-56982793	0.1945
NM_032206	chr16(.):57018409-57122436	0.1128
NM_001172643	chr16(.):66536905-66589194	0.15
NM_001172644	chr16(.):66536905-66589315	0.1499
NM_052999	chr16(.):66595349-66618038	0.1078
NM_181641	chr16(.):66581471-66604971	0.149
NM_181271	chr16(.):66595293-66618038	0.1077
NM_001040138	chr16(.):66581465-66605154	0.1489
NM_024939	chr16(.):68257449-68275136	0.1345
NM_001184824	chr16(.):68339876-68396169	0.121
NM_003983	chr16(.):68293422-68340722	0.1424
NM_032178	chr16(.):68329517-68349868	0.1224
NM_021962	chr17(.):901758-1088131	0.1156
NM_001159746	chr17(.):901758-1095616	0.1158
NM_003342	chr17(.):4167511-4274969	0.109
NM_020889	chr17(.):27234161-27283508	0.1481
NM_020761	chr17(.):78513624-78945173	0.1009
NM_001092	chr17(.):901758-1017324	0.1187
NM_005022	chr17(.):4843946-4856825	0.1642
NM_153357	chr17(.):6939948-6952242	0.1132
NM_015670	chr17(.):7460318-7480287	0.158
NM_020877	chr17(.):7618038-7742058	0.1094
NM_018182	chr17(.):27077995-27174841	0.1186
NM_183232	chr17(.):37916198-38025441	0.144
NM_017763	chr17(.):56426037-56499931	0.1134
NM_001433	chr17(.):62115389-62212502	0.1624
NR_036488	chr17(.):70394462-70593943	0.1163
NM_004252	chr17(.):72739762-72770499	0.1433
NM_001081461	chr17(.):74703913-74727881	0.1438
NM_001163075	chr17(.):76137433-76167364	0.1417
NM_017456	chr17(.):76665129-76783376	0.1439
NM_024648	chr17(.):80342085-80381513	0.1224
NM_020310	chr17(.):2282353-2309258	0.1299
NR_028335	chr17(.):2305274-2323730	0.1137
NM_000080	chr17(.):4796063-4811369	0.0913
NM_001145536	chr17(.):4797947-4811227	0.0944
NM_001165417	chr17(.):4835425-4848462	0.1516
NM_000173	chr17(.):4830591-4843325	0.1135
NM_015528	chr17(.):4838629-4853517	0.1687
NM_006612	chr17(.):4896242-4936694	0.1078
NM_015099	chr17(.):4866286-4895960	0.1315
NM_001171168	chr17(.):4866286-4895665	0.1319
NM_053013	chr17(.):4849383-4865426	0.1206
NM_001167985	chr17(.):4886424-4905905	0.129
NM_004890	chr17(.):4857520-4876132	0.1102
NM_001004333	chr17(.):6910797-6922851	0.1796
NM_001142799	chr17(.):6913072-6925839	0.1745
NM_201566	chr17(.):6934393-6948440	0.1127
NR_029712	chr17(.):6915933-6926020	0.1605
NM_181844	chr17(.):6921368-6937961	0.1134
NM_000697	chr17(.):6894383-6919055	0.1358
NR_030178	chr17(.):6916229-6926341	0.1637
NM_003809	chr17(.):7447374-7466207	0.1403
NM_001198623	chr17(.):7456608-7469925	0.1522
NM_001040059	chr17(.):7477805-7490429	0.1966
NM_001146281	chr17(.):7528452-7541700	0.1409
NM_006942	chr17(.):7486497-7498488	0.1383
NR_002918	chr17(.):7473030-7483165	0.191
NM_133491	chr17(.):7524555-7536194	0.1366
NR_002604	chr17(.):7475128-7485276	0.1995
NM_001251	chr17(.):7477804-7490429	0.1966
NM_004860	chr17(.):7489547-7523215	0.1022
NR_002912	chr17(.):7476272-7486409	0.1826
NM_001416	chr17(.):7471056-7487324	0.1796
NR_027463	chr17(.):7512381-7541700	0.1246
NR_027462	chr17(.):7526286-7541700	0.1356
NR_024603	chr17(.):7481964-7496527	0.1542
NR_003000	chr17(.):7804440-7814578	0.1064
NM_001005273	chr17(.):7787168-7821075	0.1124
NM_001080424	chr17(.):7738234-7763118	0.1537
NM_144607	chr17(.):7756063-7770600	0.1369
NM_032356	chr17(.):7755002-7766172	0.156
NM_001005271	chr17(.):7783122-7821075	0.1155
NM_203411	chr17(.):7753383-7764417	0.1575
NM_012452	chr17(.):16837397-16880402	0.1539
NR_000010	chr17(.):27044599-27054671	0.1838
NR_000009	chr17(.):27045698-27055772	0.208
NM_031934	chr17(.):27036298-27049908	0.1441
NM_001142625	chr17(.):27036298-27050286	0.1452
NM_000984	chr17(.):27041999-27056374	0.1857
NM_138463	chr17(.):27046365-27058230	0.201
NR_000014	chr17(.):27045446-27055509	0.2036
NR_000013	chr17(.):27042567-27052634	0.1624
NM_004295	chr17(.):27066022-27082976	0.1263
NM_152465	chr17(.):27025533-27043872	0.1064
NR_024579	chr17(.):27036298-27050251	0.1448
NM_001160407	chr17(.):27046365-27058949	0.1928
NM_178170	chr17(.):27050831-27074784	0.1384
NR_029970	chr17(.):27183386-27193458	0.0972
NM_005702	chr17(.):27177042-27193072	0.1203
NM_004475	chr17(.):27201356-27229715	0.1349
NM_144683	chr17(.):27219798-27235089	0.1677
NR_029685	chr17(.):27183550-27193636	0.0956
NM_002981	chr17(.):32682398-32695252	0.1594
NM_005408	chr17(.):32678470-32690629	0.1324
NM_005623	chr17(.):32641065-32653421	0.109
NM_002983	chr17(.):34410602-34422506	0.2216
NM_002988	chr17(.):34386642-34403841	0.1119
NM_002984	chr17(.):34426219-34438014	0.189
NM_021006	chr17(.):34517267-34529156	0.2414
NM_001001418	chr17(.):34576084-34597027	0.2706
NM_001001435	chr17(.):34533467-34545274	0.256
NM_001001437	chr17(.):34517267-34529147	0.2414
NM_001001417	chr17(.):34488060-34508988	0.2515
NM_021006	chr17(.):34618841-34630730	0.2506
NM_001001437	chr17(.):34618841-34630721	0.2506
NM_001001435	chr17(.):34635033-34646840	0.2358
NM_001001418	chr17(.):34741118-34813091	0.2049
NM_001130677	chr17(.):36822958-36836187	0.1298
NM_005937	chr17(.):36856872-36891056	0.1203
NM_007144	chr17(.):36885149-36909558	0.1344
NM_002795	chr17(.):36904001-36925478	0.1341
NM_001136498	chr17(.):36881509-36896858	0.122
NM_005310	chr17(.):37889186-37908538	0.1179
NM_001030002	chr17(.):37889589-37908538	0.1183
NM_032339	chr17(.):37880408-37891788	0.1123
NM_018530	chr17(.):38055847-38078793	0.1064
NM_001042471	chr17(.):38055847-38079903	0.1057
NM_198844	chr17(.):38019454-38039149	0.1518
NM_001145301	chr17(.):38469472-38518895	0.1321
NM_152219	chr17(.):38511904-38525945	0.115
NM_000964	chr17(.):38460422-38518895	0.134
NM_001024809	chr17(.):38493270-38518895	0.1036
NM_001254	chr17(.):38439145-38464413	0.1466
NM_152343	chr17(.):43326759-43344479	0.0972
NM_005892	chr17(.):43294291-43329683	0.161
NR_024434	chr17(.):43320302-43350997	0.1177
NR_024435	chr17(.):43334557-43350997	0.1041
NM_000250	chr17(.):56342216-56363296	0.105
