GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_7325_lociStitched	chr11(.):70090076-70090445	0.0679
6_MACS_peak_7326_lociStitched	chr11(.):70094505-70098850	0.0764
1_MACS_peak_7332_lociStitched	chr11(.):70101366-70101800	0.089
1_MACS_peak_7333_lociStitched	chr11(.):70108935-70109298	0.1766
1_MACS_peak_7334_lociStitched	chr11(.):70242340-70242752	0.0823
4_MACS_peak_7335_lociStitched	chr11(.):70245165-70248709	0.0869
1_MACS_peak_7339_lociStitched	chr11(.):70261834-70262153	0.0296
1_MACS_peak_7340_lociStitched	chr11(.):70284336-70284694	0.0453
2_MACS_peak_7341_lociStitched	chr11(.):70288358-70290054	0.0949
1_MACS_peak_7343_lociStitched	chr11(.):70312475-70313105	0.1069
2_MACS_peak_7344_lociStitched	chr11(.):70317830-70320340	0.0621
3_MACS_peak_7346_lociStitched	chr11(.):70327014-70328916	0.0739
4_MACS_peak_7349_lociStitched	chr11(.):70330599-70333939	0.046
1_MACS_peak_7353_lociStitched	chr11(.):70337691-70338123	0.0329
1_MACS_peak_7354_lociStitched	chr11(.):70340761-70341444	0.1245
1_MACS_peak_7355_lociStitched	chr11(.):70343047-70343379	0.0141
3_MACS_peak_7356_lociStitched	chr11(.):70345040-70347229	0.0816
1_MACS_peak_7359_lociStitched	chr11(.):70349034-70349718	0.0747
1_MACS_peak_7360_lociStitched	chr11(.):70352052-70352399	0.0219
4_MACS_peak_7361_lociStitched	chr11(.):70367106-70371369	0.0998
1_MACS_peak_7365_lociStitched	chr11(.):70375410-70375811	0.0777
2_MACS_peak_7366_lociStitched	chr11(.):70385684-70387489	0.072
1_MACS_peak_7368_lociStitched	chr11(.):70390398-70391433	0.0677
3_MACS_peak_7369_lociStitched	chr11(.):70393236-70395769	0.0413
1_MACS_peak_7372_lociStitched	chr11(.):70404384-70404849	0.0326
1_MACS_peak_7373_lociStitched	chr11(.):70405943-70406434	0.1435
1_MACS_peak_7374_lociStitched	chr11(.):70414105-70414689	0.0437
1_MACS_peak_7375_lociStitched	chr11(.):70449259-70449959	0.0965
2_MACS_peak_7376_lociStitched	chr11(.):70454675-70455834	0.0952
1_MACS_peak_7378_lociStitched	chr11(.):70465635-70465977	0.0912
1_MACS_peak_7379_lociStitched	chr11(.):70471124-70471425	0.0654
1_MACS_peak_7380_lociStitched	chr11(.):70477923-70478340	0.0
1_MACS_peak_7381_lociStitched	chr11(.):70488283-70488862	0.0144
1_MACS_peak_7382_lociStitched	chr11(.):70490549-70491004	0.0435
1_MACS_peak_7383_lociStitched	chr11(.):70507603-70508298	0.0396
1_MACS_peak_7384_lociStitched	chr11(.):70510559-70511039	0.0781
3_MACS_peak_7385_lociStitched	chr11(.):70514751-70516743	0.0447
4_MACS_peak_7388_lociStitched	chr11(.):70525046-70528707	0.0632
1_MACS_peak_7392_lociStitched	chr11(.):70544925-70545335	0.0812
2_MACS_peak_7393_lociStitched	chr11(.):70556199-70557868	0.0606
1_MACS_peak_7395_lociStitched	chr11(.):70559925-70560277	0.0333
1_MACS_peak_7396_lociStitched	chr11(.):70562212-70562916	0.0349
1_MACS_peak_7397_lociStitched	chr11(.):70563984-70564350	0.0273
1_MACS_peak_7398_lociStitched	chr11(.):70576003-70576471	0.0704
1_MACS_peak_7399_lociStitched	chr11(.):70583931-70584697	0.0324
1_MACS_peak_7400_lociStitched	chr11(.):70590842-70591369	0.1648
4_MACS_peak_7401_lociStitched	chr11(.):70602050-70605952	0.0727
1_MACS_peak_7405_lociStitched	chr11(.):70628627-70629021	0.0588
1_MACS_peak_7406_lociStitched	chr11(.):70643574-70643940	0.0652
4_MACS_peak_7407_lociStitched	chr11(.):70652696-70656403	0.07
3_MACS_peak_7411_lociStitched	chr11(.):70664909-70667586	0.0539
1_MACS_peak_7414_lociStitched	chr11(.):70669530-70669837	0.0733
7_MACS_peak_7415_lociStitched	chr11(.):70670956-70677751	0.0604
1_MACS_peak_7422_lociStitched	chr11(.):70678866-70679199	0.0672
1_MACS_peak_7423_lociStitched	chr11(.):70683508-70683834	0.0
3_MACS_peak_7424_lociStitched	chr11(.):70691504-70693165	0.0549
1_MACS_peak_7427_lociStitched	chr11(.):70694391-70694706	0.0232
1_MACS_peak_7428_lociStitched	chr11(.):70709032-70709391	0.0278
1_MACS_peak_7429_lociStitched	chr11(.):70713834-70714162	0.0504
1_MACS_peak_7430_lociStitched	chr11(.):70715797-70716185	0.0
1_MACS_peak_7431_lociStitched	chr11(.):70717206-70717733	0.0645
2_MACS_peak_7432_lociStitched	chr11(.):70723975-70725083	0.0895
1_MACS_peak_7434_lociStitched	chr11(.):70729793-70730213	0.0622
1_MACS_peak_7435_lociStitched	chr11(.):70731253-70731649	0.015
2_MACS_peak_7436_lociStitched	chr11(.):70748016-70748802	0.0213
1_MACS_peak_7438_lociStitched	chr11(.):70752637-70752981	0.024
1_MACS_peak_7439_lociStitched	chr11(.):70781983-70782301	0.0717
1_MACS_peak_7440_lociStitched	chr11(.):70806309-70806687	0.0624
2_MACS_peak_7441_lociStitched	chr11(.):70811592-70812925	0.0656
1_MACS_peak_7443_lociStitched	chr11(.):70815178-70815568	0.0
4_MACS_peak_7444_lociStitched	chr11(.):70817226-70820941	0.0801
2_MACS_peak_7448_lociStitched	chr11(.):70822022-70823930	0.0925
4_MACS_peak_7450_lociStitched	chr11(.):70839758-70842824	0.0416
2_MACS_peak_7454_lociStitched	chr11(.):70849973-70850929	0.0601
2_MACS_peak_7456_lociStitched	chr11(.):70856950-70858436	0.0349
2_MACS_peak_7458_lociStitched	chr11(.):70862835-70865259	0.0464
2_MACS_peak_7460_lociStitched	chr11(.):70875625-70877238	0.0621
1_MACS_peak_7462_lociStitched	chr11(.):70891390-70892252	0.0363
1_MACS_peak_7463_lociStitched	chr11(.):70894110-70894540	0.0612
2_MACS_peak_7464_lociStitched	chr11(.):70904745-70905804	0.0555
1_MACS_peak_7466_lociStitched	chr11(.):70908476-70908799	0.0263
2_MACS_peak_7467_lociStitched	chr11(.):70915629-70916606	0.0681
1_MACS_peak_7469_lociStitched	chr11(.):70925945-70926271	0.0522
1_MACS_peak_7470_lociStitched	chr11(.):70929768-70930119	0.0326
2_MACS_peak_7471_lociStitched	chr11(.):70946848-70948164	0.0561
1_MACS_peak_7473_lociStitched	chr11(.):70953263-70953570	0.0685
2_MACS_peak_7474_lociStitched	chr11(.):70956621-70957571	0.0533
4_MACS_peak_7476_lociStitched	chr11(.):70959248-70963205	0.055
2_MACS_peak_7480_lociStitched	chr11(.):70964884-70966751	0.0731
1_MACS_peak_7482_lociStitched	chr11(.):70971524-70971886	0.0694
1_MACS_peak_7483_lociStitched	chr11(.):70976098-70976439	0.0358
1_MACS_peak_7484_lociStitched	chr11(.):70981472-70981788	0.031
1_MACS_peak_7485_lociStitched	chr11(.):70996777-70997103	0.0639
2_MACS_peak_7486_lociStitched	chr11(.):71010396-71011796	0.0859
2_MACS_peak_7488_lociStitched	chr11(.):71013129-71014207	0.0563
1_MACS_peak_7490_lociStitched	chr11(.):71016392-71016690	0.0324
2_MACS_peak_7491_lociStitched	chr11(.):71034317-71035280	0.0798
1_MACS_peak_7493_lociStitched	chr11(.):71036464-71037387	0.0655
1_MACS_peak_7494_lociStitched	chr11(.):71038767-71039204	0.0
1_MACS_peak_7495_lociStitched	chr11(.):71048594-71048906	0.0019
5_MACS_peak_7496_lociStitched	chr11(.):71050209-71055149	0.0681
1_MACS_peak_7501_lociStitched	chr11(.):71056267-71056773	0.1062
3_MACS_peak_7502_lociStitched	chr11(.):71078708-71080950	0.0617
1_MACS_peak_7505_lociStitched	chr11(.):71092742-71093440	0.1499
8_MACS_peak_7506_lociStitched	chr11(.):71095366-71105282	0.0876
4_MACS_peak_7514_lociStitched	chr11(.):71106572-71109240	0.0564
3_MACS_peak_7518_lociStitched	chr11(.):71111010-71112455	0.0715
1_MACS_peak_7521_lociStitched	chr11(.):71114359-71114824	0.0391
2_MACS_peak_7522_lociStitched	chr11(.):71130196-71131692	0.0792
1_MACS_peak_7524_lociStitched	chr11(.):71136007-71136305	0.0214
1_MACS_peak_7525_lociStitched	chr11(.):71230480-71230867	0.0262
3_MACS_peak_7526_lociStitched	chr11(.):71236954-71238982	0.1025
1_MACS_peak_7529_lociStitched	chr11(.):71249770-71250230	0.1038
1_MACS_peak_7530_lociStitched	chr11(.):71251616-71251943	0.0862
1_MACS_peak_7531_lociStitched	chr11(.):71254077-71254695	0.0804
1_MACS_peak_7532_lociStitched	chr11(.):71258545-71259412	0.0773
1_MACS_peak_7533_lociStitched	chr11(.):71277029-71277580	0.0577
2_MACS_peak_7534_lociStitched	chr11(.):71279588-71281189	0.0927
1_MACS_peak_7536_lociStitched	chr11(.):71282276-71282728	0.0955
1_MACS_peak_7537_lociStitched	chr11(.):71288039-71288503	0.1067
3_MACS_peak_7538_lociStitched	chr11(.):71289524-71291099	0.0995
3_MACS_peak_7541_lociStitched	chr11(.):71292270-71295254	0.0982
2_MACS_peak_7544_lociStitched	chr11(.):71950033-71953433	0.1097
1_MACS_peak_7546_lociStitched	chr11(.):71955404-71956618	0.0859
4_MACS_peak_7547_lociStitched	chr11(.):72289935-72296734	0.088
2_MACS_peak_7551_lociStitched	chr11(.):72300618-72302309	0.0937
12_MACS_peak_7553_lociStitched	chr11(.):72305952-72319051	0.0944
2_MACS_peak_7565_lociStitched	chr11(.):72323659-72330017	0.1145
2_MACS_peak_7567_lociStitched	chr11(.):72345017-72347680	0.1298
2_MACS_peak_7569_lociStitched	chr11(.):72349896-72353524	0.0931
2_MACS_peak_7571_lociStitched	chr11(.):72365453-72366443	0.094
1_MACS_peak_7573_lociStitched	chr11(.):72370059-72370376	0.0594
2_MACS_peak_7574_lociStitched	chr11(.):72371978-72374691	0.0931
1_MACS_peak_7576_lociStitched	chr11(.):72379006-72379397	0.1261
3_MACS_peak_7577_lociStitched	chr11(.):72384205-72391094	0.1196
1_MACS_peak_7580_lociStitched	chr11(.):73019247-73020330	0.1274
2_MACS_peak_7581_lociStitched	chr11(.):74441662-74443372	0.0738
2_MACS_peak_7583_lociStitched	chr11(.):74946575-74948539	0.055
2_MACS_peak_7585_lociStitched	chr11(.):74950039-74952047	0.0722
2_MACS_peak_7587_lociStitched	chr11(.):74953843-74955461	0.1235
1_MACS_peak_7589_lociStitched	chr11(.):74988833-74989729	0.1097
1_MACS_peak_7590_lociStitched	chr11(.):74991172-74992106	0.1501
1_MACS_peak_7591_lociStitched	chr11(.):74994213-74994574	0.0221
1_MACS_peak_7592_lociStitched	chr11(.):75000546-75000863	0.0487
4_MACS_peak_7593_lociStitched	chr11(.):75061658-75063711	0.1019
1_MACS_peak_7597_lociStitched	chr11(.):75098048-75098721	0.1084
4_MACS_peak_7598_lociStitched	chr11(.):75141624-75154552	0.0924
2_MACS_peak_7602_lociStitched	chr11(.):75159142-75163035	0.0887
2_MACS_peak_7604_lociStitched	chr11(.):75167096-75169173	0.0998
3_MACS_peak_7606_lociStitched	chr11(.):75234982-75242785	0.1189
2_MACS_peak_7609_lociStitched	chr11(.):75272042-75273829	0.155
2_MACS_peak_7611_lociStitched	chr11(.):75378030-75381375	0.052
2_MACS_peak_7613_lociStitched	chr11(.):75388907-75390954	0.0992
2_MACS_peak_7615_lociStitched	chr11(.):75883120-75884333	0.1213
1_MACS_peak_7617_lociStitched	chr11(.):75904017-75904597	0.1168
1_MACS_peak_7618_lociStitched	chr11(.):75911757-75912098	0.0369
2_MACS_peak_7619_lociStitched	chr11(.):75914198-75918153	0.1356
1_MACS_peak_7621_lociStitched	chr11(.):75920131-75923062	0.0956
4_MACS_peak_7622_lociStitched	chr11(.):75950686-75955317	0.0987
2_MACS_peak_7626_lociStitched	chr11(.):75962642-75964890	0.0598
1_MACS_peak_7628_lociStitched	chr11(.):75990985-75991381	0.0359
3_MACS_peak_7629_lociStitched	chr11(.):76369870-76372054	0.0939
2_MACS_peak_7632_lociStitched	chr11(.):76380526-76383181	0.1026
3_MACS_peak_7634_lociStitched	chr11(.):76779964-76781993	0.0572
2_MACS_peak_7637_lociStitched	chr11(.):76813770-76815091	0.1006
1_MACS_peak_7639_lociStitched	chr11(.):76816773-76817103	0.0679
2_MACS_peak_7640_lociStitched	chr11(.):76818279-76819738	0.0879
1_MACS_peak_7642_lociStitched	chr11(.):78736859-78737617	0.0529
2_MACS_peak_7643_lociStitched	chr11(.):79147865-79151052	0.1563
1_MACS_peak_7645_lociStitched	chr11(.):95077419-95078176	0.0953
1_MACS_peak_7646_lociStitched	chr11(.):95241734-95242101	0.0743
2_MACS_peak_7647_lociStitched	chr11(.):102428586-102429764	0.1281
4_MACS_peak_7649_lociStitched	chr11(.):102432026-102437637	0.1248
1_MACS_peak_7653_lociStitched	chr11(.):110967824-110968437	0.0847
2_MACS_peak_7654_lociStitched	chr11(.):113930532-113932461	0.1849
1_MACS_peak_7656_lociStitched	chr11(.):116453450-116453847	0.0972
3_MACS_peak_7657_lociStitched	chr11(.):117306981-117310835	0.0668
1_MACS_peak_7660_lociStitched	chr11(.):117313954-117314286	0.056
2_MACS_peak_7661_lociStitched	chr11(.):117328030-117330076	0.102
1_MACS_peak_7663_lociStitched	chr11(.):117347540-117347989	0.0971
1_MACS_peak_7664_lociStitched	chr11(.):117350932-117351440	0.028
2_MACS_peak_7665_lociStitched	chr11(.):117352961-117354255	0.0854
2_MACS_peak_7667_lociStitched	chr11(.):117361023-117362504	0.1132
1_MACS_peak_7669_lociStitched	chr11(.):117368672-117369745	0.09
2_MACS_peak_7670_lociStitched	chr11(.):117372094-117373864	0.1313
3_MACS_peak_7672_lociStitched	chr11(.):117375170-117380398	0.0809
1_MACS_peak_7675_lociStitched	chr11(.):117381717-117382119	0.0702
1_MACS_peak_7676_lociStitched	chr11(.):117383769-117384128	0.0184
1_MACS_peak_7677_lociStitched	chr11(.):117386405-117387044	0.0442
1_MACS_peak_7678_lociStitched	chr11(.):117395789-117396093	0.0758
3_MACS_peak_7679_lociStitched	chr11(.):117404125-117407236	0.0982
1_MACS_peak_7682_lociStitched	chr11(.):117416068-117416533	0.1343
1_MACS_peak_7683_lociStitched	chr11(.):117418344-117418684	0.0637
1_MACS_peak_7684_lociStitched	chr11(.):117425233-117425590	0.0117
3_MACS_peak_7685_lociStitched	chr11(.):117428092-117430699	0.0647
2_MACS_peak_7688_lociStitched	chr11(.):117459124-117460167	0.0319
2_MACS_peak_7690_lociStitched	chr11(.):117498683-117500390	0.1002
1_MACS_peak_7692_lociStitched	chr11(.):117505435-117505871	0.0562
1_MACS_peak_7693_lociStitched	chr11(.):117513221-117513649	0.0603
1_MACS_peak_7694_lociStitched	chr11(.):117515475-117516011	0.0236
1_MACS_peak_7695_lociStitched	chr11(.):117520085-117520398	0.0171
1_MACS_peak_7696_lociStitched	chr11(.):117522908-117523455	0.148
1_MACS_peak_7697_lociStitched	chr11(.):117525316-117525836	0.1189
2_MACS_peak_7698_lociStitched	chr11(.):117536826-117539283	0.128
4_MACS_peak_7700_lociStitched	chr11(.):117540352-117544225	0.0715
4_MACS_peak_7704_lociStitched	chr11(.):117546385-117550054	0.0643
1_MACS_peak_7708_lociStitched	chr11(.):117551541-117551980	0.0494
1_MACS_peak_7709_lociStitched	chr11(.):117556893-117557241	0.092
1_MACS_peak_7710_lociStitched	chr11(.):117571075-117571423	0.0279
1_MACS_peak_7711_lociStitched	chr11(.):117613784-117614148	0.1207
1_MACS_peak_7712_lociStitched	chr11(.):117617430-117618021	0.0875
1_MACS_peak_7713_lociStitched	chr11(.):117647735-117649067	0.0897
1_MACS_peak_7714_lociStitched	chr11(.):117650932-117651834	0.1157
1_MACS_peak_7715_lociStitched	chr11(.):117654943-117655284	0.0071
6_MACS_peak_7716_lociStitched	chr11(.):117663834-117668149	0.0669
2_MACS_peak_7722_lociStitched	chr11(.):117692937-117696951	0.0819
1_MACS_peak_7724_lociStitched	chr11(.):117700749-117701108	0.046
3_MACS_peak_7725_lociStitched	chr11(.):117708151-117710810	0.0715
2_MACS_peak_7728_lociStitched	chr11(.):117741431-117743079	0.0811
3_MACS_peak_7730_lociStitched	chr11(.):117744481-117749214	0.0992
1_MACS_peak_7733_lociStitched	chr11(.):117950360-117950678	0.0267
1_MACS_peak_7734_lociStitched	chr11(.):118004764-118005203	0.1345
1_MACS_peak_7735_lociStitched	chr11(.):118008395-118009231	0.137
2_MACS_peak_7736_lociStitched	chr11(.):118013609-118015983	0.1336
3_MACS_peak_7738_lociStitched	chr11(.):118019653-118031362	0.117
3_MACS_peak_7741_lociStitched	chr11(.):118032928-118042120	0.0919
1_MACS_peak_7744_lociStitched	chr11(.):118043123-118043806	0.1392
1_MACS_peak_7745_lociStitched	chr11(.):118046369-118047192	0.1075
3_MACS_peak_7746_lociStitched	chr11(.):118082099-118089214	0.1444
2_MACS_peak_7749_lociStitched	chr11(.):118400665-118402839	0.1226
1_MACS_peak_7751_lociStitched	chr11(.):118478241-118481862	0.0886
2_MACS_peak_7752_lociStitched	chr11(.):118491882-118493301	0.0771
1_MACS_peak_7754_lociStitched	chr11(.):118497929-118500356	0.1198
3_MACS_peak_7755_lociStitched	chr11(.):118502623-118505271	0.0928
1_MACS_peak_7758_lociStitched	chr11(.):118530891-118531215	0.1054
1_MACS_peak_7759_lociStitched	chr11(.):119013999-119014365	0.0434
3_MACS_peak_7760_lociStitched	chr11(.):119018596-119022815	0.1312
3_MACS_peak_7763_lociStitched	chr11(.):119024784-119028042	0.1493
1_MACS_peak_7766_lociStitched	chr11(.):119029355-119029750	0.112
2_MACS_peak_7767_lociStitched	chr11(.):119056262-119059694	0.1043
2_MACS_peak_7769_lociStitched	chr11(.):119186277-119190507	0.1724
5_MACS_peak_7771_lociStitched	chr11(.):119210386-119224767	0.1121
1_MACS_peak_7776_lociStitched	chr11(.):119226018-119226729	0.0927
3_MACS_peak_7777_lociStitched	chr11(.):119232532-119236483	0.1112
2_MACS_peak_7780_lociStitched	chr11(.):119238715-119239812	0.0597
1_MACS_peak_7782_lociStitched	chr11(.):119242796-119243878	0.1265
1_MACS_peak_7783_lociStitched	chr11(.):119248930-119249380	0.0986
3_MACS_peak_7784_lociStitched	chr11(.):119290792-119293838	0.0846
2_MACS_peak_7787_lociStitched	chr11(.):119352455-119354578	0.0902
3_MACS_peak_7789_lociStitched	chr11(.):119360534-119362799	0.0748
1_MACS_peak_7792_lociStitched	chr11(.):119365612-119365939	0.0445
2_MACS_peak_7793_lociStitched	chr11(.):119367204-119369542	0.0688
1_MACS_peak_7795_lociStitched	chr11(.):119381697-119382682	0.0631
1_MACS_peak_7796_lociStitched	chr11(.):119383958-119385106	0.1485
1_MACS_peak_7797_lociStitched	chr11(.):119386874-119387497	0.0844
4_MACS_peak_7798_lociStitched	chr11(.):119392126-119395721	0.0939
1_MACS_peak_7802_lociStitched	chr11(.):119398894-119399191	0.0618
1_MACS_peak_7803_lociStitched	chr11(.):119401029-119401651	0.0841
1_MACS_peak_7804_lociStitched	chr11(.):119403832-119404353	0.0163
4_MACS_peak_7805_lociStitched	chr11(.):119453910-119456409	0.0864
3_MACS_peak_7809_lociStitched	chr11(.):119473569-119476043	0.0924
1_MACS_peak_7812_lociStitched	chr11(.):119483408-119483855	0.0377
2_MACS_peak_7813_lociStitched	chr11(.):119487024-119488884	0.0628
4_MACS_peak_7815_lociStitched	chr11(.):119494307-119498757	0.0769
2_MACS_peak_7819_lociStitched	chr11(.):119500141-119501531	0.0709
1_MACS_peak_7821_lociStitched	chr11(.):119504971-119507412	0.0905
3_MACS_peak_7822_lociStitched	chr11(.):119513988-119515297	0.0458
2_MACS_peak_7825_lociStitched	chr11(.):119516486-119517562	0.0585
1_MACS_peak_7827_lociStitched	chr11(.):119522703-119523174	0.0361
1_MACS_peak_7828_lociStitched	chr11(.):119623241-119623717	0.1044
1_MACS_peak_7829_lociStitched	chr11(.):119625324-119625688	0.0295
1_MACS_peak_7830_lociStitched	chr11(.):119629733-119630015	0.0455
1_MACS_peak_7831_lociStitched	chr11(.):119646766-119647077	0.0408
1_MACS_peak_7832_lociStitched	chr11(.):119650707-119651152	0.0479
1_MACS_peak_7833_lociStitched	chr11(.):119670587-119670984	0.0528
1_MACS_peak_7834_lociStitched	chr11(.):119678845-119679218	0.0244
1_MACS_peak_7835_lociStitched	chr11(.):119736160-119736510	0.0627
2_MACS_peak_7836_lociStitched	chr11(.):119744709-119745846	0.0701
2_MACS_peak_7838_lociStitched	chr11(.):119790482-119791944	0.0523
2_MACS_peak_7840_lociStitched	chr11(.):119896493-119898437	0.0577
1_MACS_peak_7842_lociStitched	chr11(.):119933228-119933838	0.0682
1_MACS_peak_7843_lociStitched	chr11(.):119955900-119956232	0.0533
3_MACS_peak_7844_lociStitched	chr11(.):119968394-119969950	0.0782
1_MACS_peak_7847_lociStitched	chr11(.):119972078-119972437	0.0931
4_MACS_peak_7848_lociStitched	chr11(.):119975402-119977286	0.0799
6_MACS_peak_7852_lociStitched	chr11(.):119982266-119988774	0.1055
2_MACS_peak_7858_lociStitched	chr11(.):119998705-120000158	0.0465
2_MACS_peak_7860_lociStitched	chr11(.):120001514-120002493	0.0561
1_MACS_peak_7862_lociStitched	chr11(.):120006282-120006602	0.0399
1_MACS_peak_7863_lociStitched	chr11(.):120039984-120040432	0.102
1_MACS_peak_7864_lociStitched	chr11(.):120042436-120043192	0.2337
1_MACS_peak_7865_lociStitched	chr11(.):121106651-121107780	0.1646
4_MACS_peak_7866_lociStitched	chr11(.):122848026-122852651	0.0994
1_MACS_peak_7870_lociStitched	chr11(.):123301686-123302148	0.1494
1_MACS_peak_7871_lociStitched	chr11(.):123453034-123453357	0.1126
4_MACS_peak_7872_lociStitched	chr11(.):124708050-124715989	0.127
3_MACS_peak_7876_lociStitched	chr11(.):124733941-124739125	0.0973
1_MACS_peak_7879_lociStitched	chr11(.):124740293-124740684	0.0981
1_MACS_peak_7880_lociStitched	chr11(.):124743929-124744343	0.0897
1_MACS_peak_7881_lociStitched	chr11(.):125035532-125036764	0.1153
3_MACS_peak_7882_lociStitched	chr11(.):125274605-125277672	0.0991
1_MACS_peak_7885_lociStitched	chr11(.):125279902-125280643	0.0568
1_MACS_peak_7886_lociStitched	chr11(.):125365136-125365468	0.0582
1_MACS_peak_7887_lociStitched	chr11(.):126869630-126870052	0.0867
1_MACS_peak_7888_lociStitched	chr11(.):128556630-128556990	0.1339
3_MACS_peak_7889_lociStitched	chr11(.):130295353-130300732	0.1136
1_MACS_peak_7892_lociStitched	chr11(.):133793395-133793789	0.0552
2_MACS_peak_7893_lociStitched	chr11(.):133794885-133796436	0.0323
2_MACS_peak_7895_lociStitched	chr11(.):133799284-133800707	0.0616
4_MACS_peak_7897_lociStitched	chr11(.):133805465-133808295	0.0931
1_MACS_peak_7901_lociStitched	chr11(.):133813652-133813978	0.1007
1_MACS_peak_7902_lociStitched	chr11(.):133821340-133821879	0.0831
2_MACS_peak_7903_lociStitched	chr11(.):133823886-133825578	0.0761
2_MACS_peak_7905_lociStitched	chr11(.):133857837-133859196	0.07
1_MACS_peak_7907_lociStitched	chr11(.):133889821-133890133	0.0394
1_MACS_peak_7908_lociStitched	chr11(.):133895440-133895746	0.055
3_MACS_peak_7909_lociStitched	chr11(.):133901022-133903714	0.0549
1_MACS_peak_7912_lociStitched	chr11(.):133909522-133909837	0.0134
2_MACS_peak_7913_lociStitched	chr11(.):133915251-133916954	0.0905
1_MACS_peak_7915_lociStitched	chr11(.):134212562-134213931	0.0914
1_MACS_peak_7916_lociStitched	chr11(.):134231140-134231721	0.046
1_MACS_peak_7917_lociStitched	chr11(.):134233062-134234128	0.0856
2_MACS_peak_7918_lociStitched	chr11(.):134240557-134241967	0.0465
1_MACS_peak_7920_lociStitched	chr11(.):134243467-134244069	0.0287
1_MACS_peak_7921_lociStitched	chr11(.):134306229-134306550	0.1039
1_MACS_peak_7922_lociStitched	chr11(.):134314613-134314919	0.0719
1_MACS_peak_7923_lociStitched	chr11(.):134340941-134341283	0.0
1_MACS_peak_7924_lociStitched	chr11(.):134398215-134398633	0.0872
1_MACS_peak_7925_lociStitched	chr11(.):134405319-134405883	0.1001
1_MACS_peak_7926_lociStitched	chr11(.):134655886-134656158	0.0439
2_MACS_peak_7927_lociStitched	chr11(.):134709328-134710266	0.0301
1_MACS_peak_7929_lociStitched	chr11(.):134712934-134713291	0.0981
1_MACS_peak_7930_lociStitched	chr11(.):134776645-134776999	0.054
1_MACS_peak_7931_lociStitched	chr11(.):134825547-134825882	0.0411
2_MACS_peak_7932_lociStitched	chr12(.):60022-61873	0.1411
2_MACS_peak_7934_lociStitched	chr12(.):64958-73215	0.2137
1_MACS_peak_7936_lociStitched	chr12(.):83849-84421	0.2318
3_MACS_peak_7937_lociStitched	chr12(.):145770-153008	0.1483
6_MACS_peak_7940_lociStitched	chr12(.):154251-169951	0.2694
2_MACS_peak_7946_lociStitched	chr12(.):173267-176599	0.1859
5_MACS_peak_7948_lociStitched	chr12(.):179630-188249	0.1174
2_MACS_peak_7953_lociStitched	chr12(.):189968-191257	0.0999
3_MACS_peak_7955_lociStitched	chr12(.):207875-210407	0.0907
1_MACS_peak_7958_lociStitched	chr12(.):233902-234403	0.0875
1_MACS_peak_7959_lociStitched	chr12(.):237533-237867	0.0101
4_MACS_peak_7960_lociStitched	chr12(.):247976-251000	0.0969
2_MACS_peak_7964_lociStitched	chr12(.):268492-269787	0.0694
2_MACS_peak_7966_lociStitched	chr12(.):281333-282463	0.0752
5_MACS_peak_7968_lociStitched	chr12(.):299826-304998	0.1179
1_MACS_peak_7973_lociStitched	chr12(.):330784-331268	0.0986
3_MACS_peak_7974_lociStitched	chr12(.):336846-339007	0.0843
1_MACS_peak_7977_lociStitched	chr12(.):343338-343667	0.0724
3_MACS_peak_7978_lociStitched	chr12(.):569681-571442	0.0815
1_MACS_peak_7981_lociStitched	chr12(.):649506-649880	0.0428
3_MACS_peak_7982_lociStitched	chr12(.):651147-657414	0.1074
1_MACS_peak_7985_lociStitched	chr12(.):660447-660891	0.0822
1_MACS_peak_7986_lociStitched	chr12(.):662843-663280	0.0535
1_MACS_peak_7987_lociStitched	chr12(.):668835-669551	0.1925
1_MACS_peak_7988_lociStitched	chr12(.):1906231-1906869	0.0875
1_MACS_peak_7989_lociStitched	chr12(.):1920243-1920830	0.0967
4_MACS_peak_7990_lociStitched	chr12(.):1922834-1932800	0.0847
3_MACS_peak_7994_lociStitched	chr12(.):1933841-1939602	0.0484
9_MACS_peak_7997_lociStitched	chr12(.):1940946-1952384	0.0714
2_MACS_peak_8006_lociStitched	chr12(.):1953390-1956198	0.0571
1_MACS_peak_8008_lociStitched	chr12(.):1992716-1993035	0.0617
1_MACS_peak_8009_lociStitched	chr12(.):2163319-2164187	0.0372
1_MACS_peak_8010_lociStitched	chr12(.):2749397-2749714	0.0508
2_MACS_peak_8011_lociStitched	chr12(.):2759202-2760557	0.0665
4_MACS_peak_8013_lociStitched	chr12(.):2787293-2790757	0.0809
1_MACS_peak_8017_lociStitched	chr12(.):3186858-3187731	0.0759
1_MACS_peak_8018_lociStitched	chr12(.):3194072-3194415	0.0743
1_MACS_peak_8019_lociStitched	chr12(.):3201198-3201532	0.1499
2_MACS_peak_8020_lociStitched	chr12(.):3206680-3207948	0.0801
1_MACS_peak_8022_lociStitched	chr12(.):3209319-3209733	0.0841
6_MACS_peak_8023_lociStitched	chr12(.):3225073-3229907	0.1016
1_MACS_peak_8029_lociStitched	chr12(.):3231464-3231821	0.1188
7_MACS_peak_8030_lociStitched	chr12(.):3235727-3252101	0.0877
4_MACS_peak_8037_lociStitched	chr12(.):3253226-3257137	0.0758
2_MACS_peak_8041_lociStitched	chr12(.):3259067-3260664	0.0644
