REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM5.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_34157_lociStitched	chrX	48789963	48804087	5	11076	24961.3452	207	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	207	1
11_MACS_peak_27466_lociStitched	chr6	31779670	31804880	11	11161	24045.298	208	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,HSPA1L	C6orf26,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	208	1
6_MACS_peak_30084_lociStitched	chr7	101936269	101952362	6	11531	19927.9619	209	1	SH2B2,MIR4285	SPDYE6	MIR4285	209	1
5_MACS_peak_2981_lociStitched	chr1	203264843	203278502	5	10118	31844.5926	210	1	BTG2,LOC730227	FMOD	LOC730227	210	1
11_MACS_peak_20635_lociStitched	chr22	23197161	23214541	11	11783	16288.536	211	1		MIR650,IGLL5	IGLL5	211	1
7_MACS_peak_34150_lociStitched	chrX	48768913	48785974	7	11155	23484.4665	212	1	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	212	1
4_MACS_peak_32577_lociStitched	chr9	33152690	33168669	4	10663	27293.7299	213	1	B4GALT1		B4GALT1	213	1
9_MACS_peak_11071_lociStitched	chr15	81584122	81599976	9	11512	18818.698	214	1	IL16	STARD5	IL16	214	1
9_MACS_peak_7356_lociStitched	chr12	57105502	57120175	9	11434	19388.9022	215	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	215	1
2_MACS_peak_32142_lociStitched	chr8	141597944	141609629	2	9992	31690.8885	216	1	EIF2C2		EIF2C2	216	1
4_MACS_peak_26012_lociStitched	chr5	109024170	109040972	4	10767	25416.3854	217	1	MAN2A1		MAN2A1	217	1
6_MACS_peak_32231_lociStitched	chr8	145012716	145027974	6	10766	25390.8378	218	1	PLEC,MIR661	GRINA,PARP10	MIR661	218	1
8_MACS_peak_25908_lociStitched	chr5	95661718	95680455	8	11289	19400.2898	219	1			PCSK1	219	1
7_MACS_peak_21741_lociStitched	chr3	31986238	32002865	7	11401	17952.1719	220	1	OSBPL10	ZNF860	ZNF860	220	1
6_MACS_peak_19636_lociStitched	chr20	35933574	35946146	6	10927	23151.338	221	1	MANBAL	SRC,GHRH	MANBAL	221	1
5_MACS_peak_29537_lociStitched	chr7	45013646	45027076	5	11037	21641.102	222	1	MYO1G,C7orf40,SNORA9	CCM2	MYO1G	222	1
4_MACS_peak_22134_lociStitched	chr3	50637072	50649974	4	11003	21044.4522	223	1	CISH	HEMK1,MAPKAPK3,C3orf18	CISH	223	1
4_MACS_peak_1966_lociStitched	chr1	144923401	144936232	4	11069	20058.7023	224	1	PDE4DIP		PDE4DIP	224	1
4_MACS_peak_16888_lociStitched	chr2	43394883	43407226	4	9714	31048.8165	225	1		LOC100129726,ZFP36L2	ZFP36L2	225	1
8_MACS_peak_5287_lociStitched	chr11	14344295	14361948	8	11315	15834.741	226	1	RRAS2		RRAS2	226	1
8_MACS_peak_11613_lociStitched	chr16	11665304	11681837	8	10776	22164.1398	227	1	LITAF		LITAF	227	1
2_MACS_peak_33634_lociStitched	chr9	134542848	134555905	2	9717	30494.6235	228	1	RAPGEF1		RAPGEF1	228	1
3_MACS_peak_25894_lociStitched	chr5	95288784	95298790	3	9122	33916.3376	229	1	ELL2		ELL2	229	1
7_MACS_peak_10307_lociStitched	chr15	31515297	31531556	7	10778	21705.765	230	1			KLF13	230	1
3_MACS_peak_30986_lociStitched	chr8	27217145	27228622	3	10977	19508.6046	231	1	PTK2B	TRIM35	PTK2B	231	1
7_MACS_peak_30214_lociStitched	chr7	114561632	114576643	7	10782	21543.7872	232	1	MDFIC		MDFIC	232	1
2_MACS_peak_18551_lociStitched	chr2	182168624	182179668	2	10357	25369.1724	233	1			ITGA4	233	1
5_MACS_peak_18628_lociStitched	chr2	191320155	191335551	5	10588	23010.8616	234	1	MFSD6		MFSD6	234	1
1_MACS_peak_2986_lociStitched	chr1	203288638	203298316	1	9679	29878.8894	235	1		BTG2,LOC730227,FMOD	BTG2	235	1
8_MACS_peak_3345_lociStitched	chr1	226308815	226322830	8	9920	28184.165	236	1			ACBD3	236	1
11_MACS_peak_18791_lociStitched	chr2	202116786	202133060	11	10260	25516.0046	237	1	CASP8		CASP8	237	1
4_MACS_peak_18344_lociStitched	chr2	165608941	165619933	4	10504	23400.8688	238	1	COBLL1		SNORA70F	238	1
8_MACS_peak_18554_lociStitched	chr2	182321024	182338905	8	10859	19606.5165	239	1	ITGA4		ITGA4	239	1
7_MACS_peak_20961_lociStitched	chr22	37762383	37775476	7	9260	32102.7267	240	1	ELFN2		ELFN2	240	1
4_MACS_peak_17091_lociStitched	chr2	58103902	58115848	4	10825	19223.5032	241	1			VRK2	241	1
2_MACS_peak_3665_lociStitched	chr10	3823387	3829089	2	5449	46348.1368	242	1	KLF6		KLF6	242	1
8_MACS_peak_25090_lociStitched	chr4	185326383	185343647	8	10866	18658.9312	243	1	IRF2		IRF2	243	1
7_MACS_peak_13906_lociStitched	chr17	74257751	74269648	7	9306	31216.5383	244	1	FAM100B	RNF157,QRICH2	FAM100B	244	1
6_MACS_peak_3845_lociStitched	chr10	11710888	11730764	6	10486	22221.368	245	1			ECHDC3	245	1
4_MACS_peak_2400_lociStitched	chr1	159036102	159048223	4	9812	27536.4878	246	1	AIM2		AIM2	246	1
11_MACS_peak_19802_lociStitched	chr20	46115233	46135301	11	10403	22434.0172	247	1	NCOA3		NCOA3	247	1
6_MACS_peak_8356_lociStitched	chr12	125023436	125039770	6	10684	19458.6942	248	1	NCOR2		NCOR2	248	1
7_MACS_peak_11663_lociStitched	chr16	12052436	12071319	7	10718	19060.5002	249	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	249	1
9_MACS_peak_34544_lociStitched	chrX	128902957	128921983	9	10480	21546.945	250	1	XPNPEP2,SASH3		SASH3	250	1
10_MACS_peak_16936_lociStitched	chr2	46783834	46802910	10	10871	16975.7324	251	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	251	1
5_MACS_peak_9927_lociStitched	chr14	91808699	91824952	5	10878	16604.0648	252	1	CCDC88C		CCDC88C	252	1
4_MACS_peak_24778_lociStitched	chr4	141671692	141683476	4	8685	33648.0336	253	1	TBC1D9		TBC1D9	253	1
7_MACS_peak_3387_lociStitched	chr1	226910468	226927317	7	10630	19069.6982	254	1	ITPKB		ITPKB	254	1
9_MACS_peak_15822_lociStitched	chr19	40909500	40932536	9	10120	23996.6012	255	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	PRX	255	1
8_MACS_peak_18453_lociStitched	chr2	173410585	173424251	8	10406	21361.3246	256	1	PDK1		PDK1	256	1
2_MACS_peak_25074_lociStitched	chr4	185200746	185210664	2	9335	29653.8282	257	1			ENPP6	257	1
2_MACS_peak_34061_lociStitched	chrX	40026224	40036946	2	10481	20009.3964	258	1	BCOR		BCOR	258	1
4_MACS_peak_22774_lociStitched	chr3	124859988	124874228	4	10449	19792.176	259	1	SLC12A8		SLC12A8	259	1
10_MACS_peak_20912_lociStitched	chr22	36765467	36784834	10	10643	17536.8185	260	1	MYH9		MYH9	260	1
5_MACS_peak_26319_lociStitched	chr5	133975409	133986427	5	9777	25487.9394	261	1	SEC24A	SAR1B	SEC24A	261	1
2_MACS_peak_13311_lociStitched	chr17	43298405	43309198	2	9866	24354.4045	262	1	FMNL1	LOC100133991,C17orf46	FMNL1	262	1
6_MACS_peak_26829_lociStitched	chr5	180226463	180239038	6	10347	19649.695	263	1	MGAT1	LOC729678,ZFP62	MGAT1	263	1
3_MACS_peak_23303_lociStitched	chr3	176911589	176920306	3	8689	31928.6276	264	1	TBL1XR1		TBL1XR1	264	1
4_MACS_peak_5262_lociStitched	chr11	10323920	10339776	4	10302	19669.368	265	1	ADM	SBF2	ADM	265	1
1_MACS_peak_1874_lociStitched	chr1	118294951	118304517	1	9567	26154.4006	266	1			FAM46C	266	1
7_MACS_peak_28493_lociStitched	chr6	119656258	119674820	7	9263	28282.9194	267	1	MAN1A1		MAN1A1	267	1
4_MACS_peak_15678_lociStitched	chr19	35695004	35707882	4	8944	29804.8432	268	1		FXYD5,LSR,FAM187B	FAM187B	268	1
6_MACS_peak_18109_lociStitched	chr2	136730688	136744340	6	9478	25800.9148	269	1	DARS		DARS	269	1
11_MACS_peak_22417_lociStitched	chr3	98477660	98498084	11	10426	16757.892	270	1	ST3GAL6		ST3GAL6	270	1
4_MACS_peak_31721_lociStitched	chr8	103815948	103828638	4	9905	22142.781	271	1		AZIN1	AZIN1	271	1
7_MACS_peak_26132_lociStitched	chr5	122847124	122860484	7	9998	21235.72	272	1	CSNK1G3		CSNK1G3	272	1
6_MACS_peak_23961_lociStitched	chr4	38062019	38080899	6	10279	17937.888	273	1	TBC1D1		PTTG2	273	1
1_MACS_peak_24658_lociStitched	chr4	121987341	121996250	1	8910	29153.8116	274	1	C4orf31		C4orf31	274	1
5_MACS_peak_3376_lociStitched	chr1	226840031	226852459	5	10448	15187.016	275	1	ITPKB		ITPKB	275	1
5_MACS_peak_3450_lociStitched	chr1	230275736	230287612	5	9634	23626.1144	276	1	GALNT2		GALNT2	276	1
7_MACS_peak_3042_lociStitched	chr1	204672045	204685958	7	10127	18625.3331	277	1		LRRN2	LRRN2	277	1
7_MACS_peak_20115_lociStitched	chr21	19153088	19169188	7	10127	18244.52	278	1	C21orf91		C21orf91	278	1
2_MACS_peak_19029_lociStitched	chr2	227655474	227666616	2	9800	21494.0322	279	1	IRS1	RHBDD1	IRS1	279	1
6_MACS_peak_31046_lociStitched	chr8	29081913	29096814	6	9752	21736.0887	280	1	KIF13B		KIF13B	280	1
5_MACS_peak_5142_lociStitched	chr11	1865850	1878732	5	9196	25590.093	281	1	LSP1	SYT8,TNNI2,LSP1,MIR4298	LSP1	281	1
8_MACS_peak_5855_lociStitched	chr11	67030400	67048047	8	9627	21929.9269	283	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	283	1
6_MACS_peak_24939_lociStitched	chr4	153554140	153566654	6	10133	16642.3686	284	1	TMEM154		TMEM154	284	1
5_MACS_peak_14830_lociStitched	chr19	1239663	1254614	5	9666	21403.8516	285	1	ATP5D,MIDN	STK11,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	MIDN	285	1
5_MACS_peak_9088_lociStitched	chr13	114779515	114794416	5	9937	18463.8291	286	1	RASA3		RASA3	286	1
3_MACS_peak_31841_lociStitched	chr8	119571147	119580717	3	8894	27204.639	287	1	SAMD12		SAMD12	287	1
5_MACS_peak_18985_lociStitched	chr2	220109488	220120208	5	9743	20271.52	288	1	STK16,TUBA4B,GLB1L,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	288	1
3_MACS_peak_15236_lociStitched	chr19	11196109	11207836	3	8948	26627.3262	289	1	LDLR		LDLR	289	1
7_MACS_peak_25850_lociStitched	chr5	95143694	95160607	7	9781	19723.9406	290	1	GLRX	C5orf27	GLRX	290	1
4_MACS_peak_7999_lociStitched	chr12	108953450	108964384	4	10049	16606.5592	291	1	ISCU,SART3	FICD,TMEM119	ISCU	291	1
4_MACS_peak_31953_lociStitched	chr8	126236461	126250103	4	9755	19834.1038	292	1	NSMCE2		NSMCE2	292	1
6_MACS_peak_11841_lociStitched	chr16	22195184	22212022	6	9252	24192.8384	293	1		EEF2K	EEF2K	293	1
3_MACS_peak_7958_lociStitched	chr12	106637373	106645845	3	7771	32960.316	294	1	CKAP4		CKAP4	294	1
1_MACS_peak_30395_lociStitched	chr7	130789110	130797019	1	7910	32180.9301	295	1	MKLN1,FLJ43663		FLJ43663	295	1
3_MACS_peak_3439_lociStitched	chr1	230239052	230249540	3	9648	20281.6944	296	1	GALNT2		GALNT2	296	1
4_MACS_peak_9512_lociStitched	chr14	61937720	61952310	4	8483	28857.561	297	1	PRKCH		PRKCH	297	1
3_MACS_peak_7629_lociStitched	chr12	89738215	89749023	3	9399	21885.1192	298	1	DUSP6		DUSP6	298	1
4_MACS_peak_13982_lociStitched	chr17	75455178	75469942	4	9662	19405.8016	299	1	SEPT9	SEPT9	SEPT9	299	1
7_MACS_peak_1310_lociStitched	chr1	68206952	68226204	7	10040	14679.65	300	1	GNG12		GADD45A	300	1
11_MACS_peak_493_lociStitched	chr1	26436978	26453797	11	9815	17363.9356	301	1	PDIK1L	GRRP1,ZNF593,TRIM63	PDIK1L	301	1
5_MACS_peak_13566_lociStitched	chr17	55729767	55744360	5	9998	14922.8018	302	1	MSI2		MRPS23	302	1
8_MACS_peak_15105_lociStitched	chr19	7399942	7415447	8	9361	21150.3705	303	1		ARHGEF18	ARHGEF18	303	1
3_MACS_peak_929_lociStitched	chr1	44296514	44305832	3	9013	23897.8746	304	1	ST3GAL3		ARTN	304	1
2_MACS_peak_25220_lociStitched	chr5	6479048	6488495	2	9237	22038.9063	305	1	UBE2QL1		UBE2QL1	305	1
5_MACS_peak_2348_lociStitched	chr1	156709897	156722534	5	9783	16416.7267	306	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	306	1
5_MACS_peak_11238_lociStitched	chr15	90633389	90646403	5	9851	15480.153	307	1	IDH2		IDH2	307	1
6_MACS_peak_19597_lociStitched	chr20	35088934	35101913	6	9694	17276.3469	308	1	DLGAP4		DLGAP4	308	1
3_MACS_peak_29859_lociStitched	chr7	81413231	81425558	3	9245	21637.5831	309	1		HGF	HGF	309	1
3_MACS_peak_10979_lociStitched	chr15	75331413	75342008	3	9184	22131.8955	310	1	PPCDC	SCAMP5	PPCDC	310	1
2_MACS_peak_21062_lociStitched	chr22	39540036	39548719	2	8490	27175.1851	311	1	CBX7	APOBEC3H	CBX7	311	1
3_MACS_peak_2690_lociStitched	chr1	178308404	178320028	3	9770	16198.044	312	1	RASAL2		RASAL2	312	1
4_MACS_peak_24924_lociStitched	chr4	153452187	153461154	4	8730	25339.8453	313	1	DKFZP434I0714,FBXW7	MIR3140	FBXW7	313	1
3_MACS_peak_28273_lociStitched	chr6	106609699	106618105	3	8217	28617.3864	314	1			PRDM1	314	1
8_MACS_peak_28533_lociStitched	chr6	126127070	126141945	8	9783	15353.975	315	1	NCOA7		NCOA7	315	1
2_MACS_peak_2298_lociStitched	chr1	155944811	155954242	2	9325	20155.9332	316	1	ARHGEF2	RXFP4,SCARNA4,KIAA0907,SSR2	ARHGEF2	316	1
3_MACS_peak_1385_lociStitched	chr1	81696958	81706861	3	9297	20220.9357	317	1			LPHN2	317	1
3_MACS_peak_10613_lociStitched	chr15	52965183	52976651	3	8689	25015.1484	318	1	KIAA1370		KIAA1370	318	1
2_MACS_peak_12164_lociStitched	chr16	66549488	66559749	2	9040	22061.15	319	1	TK2	CKLF,CMTM1	TK2	319	1
12_MACS_peak_17867_lociStitched	chr2	112230471	112244494	12	9639	15513.6449	320	1	LOC541471		LOC541471	320	1
5_MACS_peak_27494_lociStitched	chr6	32152661	32165007	5	8723	24142.603	321	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	PBX2	321	1
5_MACS_peak_527_lociStitched	chr1	27018505	27028435	5	9039	21305.808	322	1	ARID1A		ARID1A	322	1
11_MACS_peak_21748_lociStitched	chr3	32008643	32024415	11	9621	14909.2716	323	1	ZNF860,OSBPL10		ZNF860	323	1
8_MACS_peak_22300_lociStitched	chr3	69128604	69144182	8	9439	16797.7574	324	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	324	1
9_MACS_peak_31619_lociStitched	chr8	98654777	98670608	9	8754	23064.1839	325	1	MTDH		MTDH	325	1
4_MACS_peak_33573_lociStitched	chr9	132646198	132657044	4	9034	20587.8772	326	1	FNBP1	USP20,C9orf78	USP20	326	1
4_MACS_peak_30418_lociStitched	chr7	134670688	134682311	4	9043	20471.5899	327	1	AGBL3		AGBL3	327	1
7_MACS_peak_1575_lociStitched	chr1	93415393	93428604	7	9348	17334.1531	328	1	FAM69A		FAM69A	328	1
2_MACS_peak_13589_lociStitched	chr17	56407774	56417551	2	8851	21856.4835	329	1	MIR142	MPO,BZRAP1,SUPT4H1	MIR142	329	1
5_MACS_peak_8942_lociStitched	chr13	78484396	78495177	5	9379	16373.1047	331	1	EDNRB		EDNRB	331	1
4_MACS_peak_21311_lociStitched	chr22	50352607	50364797	4	9199	18031.448	333	1	PIM3	CRELD2,ALG12	PIM3	333	1
7_MACS_peak_7197_lociStitched	chr12	51312071	51325678	7	9355	16015.439	334	1	METTL7A	HIGD1C	METTL7A	334	1
6_MACS_peak_20267_lociStitched	chr21	36593839	36608037	6	9170	17527.431	336	1			RUNX1	336	1
1_MACS_peak_25835_lociStitched	chr5	90673854	90680786	1	6933	32249.0504	337	1	LOC100129716,ARRDC3		LOC100129716	337	1
4_MACS_peak_3098_lociStitched	chr1	206729716	206740839	4	9288	16171.7297	338	1	RASSF5	LGTN	RASSF5	338	1
6_MACS_peak_31966_lociStitched	chr8	126340242	126355947	6	9338	15263.6895	340	1	NSMCE2		TRIB1	340	1
4_MACS_peak_30656_lociStitched	chr7	150100681	150113597	4	8971	19109.222	341	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	341	1
4_MACS_peak_28269_lociStitched	chr6	106585622	106596661	4	8701	21213.6463	342	1		PRDM1	PRDM1	342	1
2_MACS_peak_33469_lociStitched	chr9	130538315	130549161	2	8464	23048.8346	343	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	343	1
4_MACS_peak_20249_lociStitched	chr21	36254901	36263517	4	8283	24204.0672	345	1	RUNX1		RUNX1	345	1
5_MACS_peak_12916_lociStitched	chr17	27214962	27230060	5	8666	21011.8866	346	1	FLOT2,DHRS13	ERAL1,C17orf63,MIR451,MIR144,PHF12	FLOT2	346	1
1_MACS_peak_17541_lociStitched	chr2	87781724	87790556	1	8833	19368.576	347	1	NCRNA00152		NCRNA00152	347	1
5_MACS_peak_10715_lociStitched	chr15	63788705	63798740	5	6955	31173.7275	348	1	USP3		USP3	348	1
1_MACS_peak_4246_lociStitched	chr10	63658603	63665577	1	6975	30854.3708	349	1	ARID5B		ARID5B	349	1
8_MACS_peak_33234_lociStitched	chr9	112861050	112875969	8	9139	15350.1591	350	1	PALM2-AKAP2,AKAP2	AKAP2	AKAP2	350	1
5_MACS_peak_5764_lociStitched	chr11	65336059	65348515	5	9118	15297.2136	351	1	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	EHBP1L1	351	1
4_MACS_peak_823_lociStitched	chr1	40236292	40247724	4	8530	20985.7224	352	1	BMP8B,OXCT2	PPIE	OXCT2	352	1
2_MACS_peak_6939_lociStitched	chr12	31736422	31745093	2	8378	22104.9803	353	1	DENND5B		DENND5B	353	1
4_MACS_peak_10532_lociStitched	chr15	45011444	45023167	4	8302	22366.3117	354	1		B2M,TRIM69,PATL2	TRIM69	354	1
5_MACS_peak_14886_lociStitched	chr19	2047646	2062628	5	8761	18450.333	355	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	355	1
4_MACS_peak_19156_lociStitched	chr2	240174857	240190440	4	8206	22863.3776	356	1	HDAC4	MIR4269	MIR4269	356	1
6_MACS_peak_16930_lociStitched	chr2	46768492	46779935	6	8669	19027.4204	357	1	RHOQ	ATP6V1E2	RHOQ	357	1
4_MACS_peak_16806_lociStitched	chr2	39345886	39357567	4	8183	22966.0141	358	1	SOS1		SOS1	358	1
4_MACS_peak_1756_lociStitched	chr1	111173000	111182235	4	8824	17430.139	359	1		KCNA2,KCNA3	KCNA2	359	1
1_MACS_peak_10635_lociStitched	chr15	56656834	56665864	1	9031	14879.634	360	1	TEX9		TEX9	360	1
5_MACS_peak_3018_lociStitched	chr1	204481827	204494287	5	8373	21285.418	361	1	MDM4	PIK3C2B	MDM4	361	1
1_MACS_peak_7862_lociStitched	chr12	102870781	102879237	1	8457	20463.52	362	1	IGF1		IGF1	362	1
4_MACS_peak_20378_lociStitched	chr21	44580298	44589180	4	8559	19518.195	363	1	CRYAA		CRYAA	363	1
4_MACS_peak_23065_lociStitched	chr3	151910863	151923614	4	8951	15145.6378	365	1			MBNL1	365	1
5_MACS_peak_11319_lociStitched	chr15	93443077	93452036	5	8617	18391.0352	366	1	CHD2,MIR3175	LOC100507217	MIR3175	366	1
3_MACS_peak_9830_lociStitched	chr14	81990464	82000324	3	8004	23325.802	367	1	SEL1L		SEL1L	367	1
6_MACS_peak_20708_lociStitched	chr22	24176729	24190885	6	8598	18426.8652	368	1	DERL3	SMARCB1,SLC2A11,MIF	DERL3	368	1
2_MACS_peak_3753_lociStitched	chr10	6816840	6824754	2	7815	24471.6708	369	1			LOC439949	369	1
7_MACS_peak_31445_lociStitched	chr8	81068608	81084480	7	8735	16960.8192	370	1	TPD52		TPD52	370	1
4_MACS_peak_30141_lociStitched	chr7	104576754	104587280	4	7415	26856.0364	371	1		LOC723809	LOC723809	371	1
4_MACS_peak_15004_lociStitched	chr19	4058084	4068424	4	8528	18968.73	372	1	ZBTB7A		ZBTB7A	372	1
6_MACS_peak_14070_lociStitched	chr17	78226431	78238395	6	8306	20728.8264	373	1	SLC26A11,RNF213	SGSH	RNF213	373	1
2_MACS_peak_15435_lociStitched	chr19	16434482	16442501	2	8013	22899.8583	374	1	KLF2		KLF2	374	1
4_MACS_peak_6296_lociStitched	chr11	111284398	111294615	4	8048	22598.9823	375	1		POU2AF1	POU2AF1	375	1
2_MACS_peak_25108_lociStitched	chr4	185390767	185397838	2	7042	28590.1743	376	1	IRF2		IRF2	376	1
1_MACS_peak_30146_lociStitched	chr7	104651252	104656483	1	5232	35623.6331	377	1	MLL5,LOC100216545		LOC100216545	377	1
2_MACS_peak_17632_lociStitched	chr2	96923630	96932704	2	7767	24393.6342	378	1	CIAO1,TMEM127	LOC285033,STARD7,SNRNP200	TMEM127	378	1
3_MACS_peak_5748_lociStitched	chr11	65236475	65246436	3	6747	29859.0936	379	1		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	379	1
3_MACS_peak_32056_lociStitched	chr8	129277999	129287275	3	8455	19047.3384	380	1			MIR1208	380	1
4_MACS_peak_25285_lociStitched	chr5	32272792	32283917	4	8316	20065.05	382	1	MTMR12		MTMR12	382	1
1_MACS_peak_8829_lociStitched	chr13	50649519	50657419	1	7901	23199.14	383	1	DLEU1,DLEU2	MIR16-1,MIR15A	DLEU1	383	1
3_MACS_peak_31878_lociStitched	chr8	124044376	124055298	3	8362	19428.0536	384	1	DERL1	WDR67	DERL1	384	1
4_MACS_peak_30602_lociStitched	chr7	144044989	144053860	4	8209	20690.7204	385	1	ARHGEF5	OR2A42,NOBOX	ARHGEF5	385	1
6_MACS_peak_19730_lociStitched	chr20	43270615	43282025	6	8695	15921.514	386	1	ADA	LOC79015	ADA	386	1
3_MACS_peak_13320_lociStitched	chr17	43384705	43395651	3	8713	15469.9818	387	1	MAP3K14	LOC100133991,C17orf46	MAP3K14	387	1
2_MACS_peak_6846_lociStitched	chr12	26306222	26316724	2	8331	19241.7644	388	1		SSPN,BHLHE41	BHLHE41	388	1
5_MACS_peak_5582_lociStitched	chr11	60671834	60684663	5	8704	15501.2807	389	1	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	389	1
2_MACS_peak_21260_lociStitched	chr22	46446725	46455290	2	8236	20036.1045	390	1	LOC150381,C22orf26	LOC730668,LOC400931,MIR3619,LOC100271722	C22orf26	390	1
4_MACS_peak_10338_lociStitched	chr15	31726351	31737701	4	8238	19991.89	391	1			KLF13	391	1
1_MACS_peak_8601_lociStitched	chr13	35515488	35524045	1	8558	17026.7186	392	1	NBEA		NBEA	392	1
1_MACS_peak_29305_lociStitched	chr7	25985070	25992349	1	7280	26424.9537	393	1	MIR148A		MIR148A	393	1
4_MACS_peak_15960_lociStitched	chr19	44280694	44289631	4	8743	14845.2507	394	1	KCNN4	ZNF283,C19orf61,LYPD5	KCNN4	394	1
7_MACS_peak_21013_lociStitched	chr22	38699274	38714403	7	8443	17936.9424	395	1	CSNK1E	TMEM184B	CSNK1E	395	1
3_MACS_peak_24032_lociStitched	chr4	40302640	40312178	3	8696	15226.4632	396	1		CHRNA9	CHRNA9	396	1
1_MACS_peak_17325_lociStitched	chr2	70310859	70317464	1	6606	29626.7275	397	1	PCBP1,LOC400960	LOC100133985	LOC400960	397	1
6_MACS_peak_31858_lociStitched	chr8	120944403	120959379	6	7757	23179.8528	398	1	DEPDC6		DEPDC6	398	1
4_MACS_peak_1276_lociStitched	chr1	66836080	66848653	4	8667	14831.1108	399	1	PDE4B		PDE4B	399	1
6_MACS_peak_20675_lociStitched	chr22	23478185	23488661	6	8392	17749.4868	400	1	RAB36,RTDR1	BCR	RTDR1	400	1
4_MACS_peak_2661_lociStitched	chr1	175151736	175162880	4	8208	19356.0136	401	1	KIAA0040		KIAA0040	401	1
3_MACS_peak_26392_lociStitched	chr5	139013189	139023264	3	7552	24139.7	403	1		CXXC5	CXXC5	403	1
5_MACS_peak_8292_lociStitched	chr12	123410493	123423127	5	8595	15355.3636	404	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	404	1
9_MACS_peak_3830_lociStitched	chr10	11644735	11657625	9	8230	18976.658	405	1	USP6NL		USP6NL	405	1
2_MACS_peak_24945_lociStitched	chr4	153581027	153589301	2	8117	19826.1588	406	1	TMEM154		TMEM154	406	1
3_MACS_peak_17780_lociStitched	chr2	109221932	109231245	3	7819	21980.5426	407	1	LIMS1	LIMS1	LIMS1	407	1
4_MACS_peak_33578_lociStitched	chr9	132749271	132761828	4	8362	17405.2577	408	1	FNBP1		FNBP1	408	1
1_MACS_peak_30370_lociStitched	chr7	129586856	129593019	1	6164	30844.5824	409	1	UBE2H		UBE2H	409	1
4_MACS_peak_31986_lociStitched	chr8	126613204	126622644	4	8513	15755.36	410	1			TRIB1	410	1
4_MACS_peak_31998_lociStitched	chr8	128219044	128228638	4	8166	18945.2718	411	1			POU5F1B	411	1
2_MACS_peak_33431_lociStitched	chr9	127630377	127638370	2	7156	25862.9501	412	1	ARPC5L	WDR38,RPL35	ARPC5L	412	1
4_MACS_peak_28249_lociStitched	chr6	105927922	105938450	4	8274	17811.2704	413	1			PREP	413	1
5_MACS_peak_14747_lociStitched	chr18	77152919	77166384	5	8187	18465.901	415	1	NFATC1		NFATC1	415	1
10_MACS_peak_31788_lociStitched	chr8	107667867	107682873	10	8251	17870.6454	416	1	OXR1		OXR1	416	1
1_MACS_peak_3142_lociStitched	chr1	207993994	208000991	1	6998	26345.8041	418	1	LOC148696	MIR29C,MIR29B2	LOC148696	418	1
5_MACS_peak_1489_lociStitched	chr1	87793169	87803095	5	7841	20817.7998	419	1	LMO4		LMO4	419	1
4_MACS_peak_31762_lociStitched	chr8	106329547	106338654	4	8027	19254.0194	420	1	ZFPM2		ZFPM2	420	1
4_MACS_peak_9563_lociStitched	chr14	64967143	64975274	4	7682	21799.211	421	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB1	421	1
3_MACS_peak_32151_lociStitched	chr8	142123642	142132358	3	7439	23371.0824	422	1		DENND3	DENND3	422	1
6_MACS_peak_10877_lociStitched	chr15	70385642	70395925	6	7511	22884.8165	423	1	TLE3	MIR629	TLE3	423	1
3_MACS_peak_2363_lociStitched	chr1	157489412	157497848	3	8193	17476.8612	424	1	FCRL5		FCRL5	424	1
