GENE_ID	locusLine	bin_1_EJM.jin.bam
NM_033342	chr5(.):180625119-180637177	0.2848
NR_002591	chr5(.):180665313-180675376	1.9772
NR_002592	chr5(.):180663817-180673889	1.7811
NM_032765	chr5(.):180678385-180693119	1.0851
NM_203297	chr5(.):180615923-180632930	0.5029
NM_203296	chr5(.):180615923-180636340	0.5237
NM_033549	chr5(.):180645305-180667808	0.7277
NM_022758	chr6(.):34550065-34669625	0.7013
NM_012288	chr6(.):52357199-52446862	0.9557
NM_005907	chr6(.):119494266-119675926	0.1789
NR_037616	chr6(.):7876482-8069647	0.6351
NM_145655	chr6(.):10580992-10634601	0.8909
NM_001491	chr6(.):10550948-10634601	0.6421
NM_145649	chr6(.):10516567-10634601	0.6269
NM_002114	chr6(.):12007723-12170232	0.4458
NM_030948	chr6(.):12712832-13292528	0.1085
NM_018988	chr6(.):13358818-13492787	0.3007
NM_004973	chr6(.):15241526-15527253	0.239
NM_000332	chr6(.):16294342-16766721	0.0754
NM_005124	chr6(.):17610268-17711818	0.3004
NM_014641	chr6(.):30662583-30690458	1.251
NM_001090	chr6(.):30534169-30564309	0.4575
NM_172166	chr6(.):31702724-31735455	1.3643
NM_004197	chr6(.):31976517-31986961	1.6383
NM_177435	chr6(.):35305334-35398173	0.1839
NM_003427	chr6(.):35222509-35268760	0.5729
NM_003017	chr6(.):36557089-36577244	1.5162
NR_036610	chr6(.):36557089-36577243	1.5161
NM_001193343	chr6(.):43633933-43660549	0.4208
NM_016021	chr6(.):90031343-90067619	0.8092
NM_003800	chr6(.):89314988-89678348	0.1392
NM_001455	chr6(.):108877068-109010971	0.5907
NM_201559	chr6(.):108876025-109010971	0.5874
NM_153235	chr6(.):139556198-139618208	0.2026
NM_020185	chr6(.):287100-356355	2.6229
NM_001145549	chr6(.):7876482-7915310	1.8311
NM_030810	chr6(.):7876482-7916047	1.8432
NM_032744	chr6(.):11708887-11784280	0.8197
NM_033069	chr6(.):13464508-13491415	0.5852
NM_001193267	chr6(.):13569791-13619785	0.6495
NM_012241	chr6(.):13569874-13619785	0.6506
NM_005319	chr6(.):26050967-26061699	2.0007
NM_003537	chr6(.):26026816-26037288	3.0611
NM_003544	chr6(.):26022123-26032480	2.7713
NM_021062	chr6(.):26038454-26048885	0.5514
NM_003531	chr6(.):26040638-26051097	0.5573
NM_005325	chr6(.):26012259-26023040	1.883
NM_003538	chr6(.):26016906-26027278	2.9335
NM_003513	chr6(.):26028319-26038796	2.2289
NM_003529	chr6(.):26015717-26026186	2.1921
NM_003526	chr6(.):26118694-26129132	2.8425
NM_139006	chr6(.):26082508-26100469	0.254
NM_021065	chr6(.):26194011-26204471	3.5889
NM_003530	chr6(.):26192011-26204464	3.0478
NM_138720	chr6(.):26153348-26176576	1.6545
NM_003523	chr6(.):26179023-26189458	1.0147
NM_003539	chr6(.):26183937-26194304	1.1654
NM_003545	chr6(.):26199872-26210249	2.6985
NM_021063	chr6(.):26153348-26163871	2.3019
NM_005321	chr6(.):26151558-26162343	2.2355
NM_003512	chr6(.):26119372-26129918	2.8178
NM_003542	chr6(.):26099175-26109565	1.0109
NM_005323	chr6(.):26102639-26113364	0.9524
NM_003522	chr6(.):26194786-26205216	4.1305
NM_003518	chr6(.):26211427-26221872	1.7914
NM_021052	chr6(.):26212147-26222711	1.7819
NM_003543	chr6(.):26280353-26290727	2.1823
NM_003532	chr6(.):26220382-26230844	0.4642
NM_003524	chr6(.):26246878-26257303	2.572
NM_003534	chr6(.):26266145-26276612	2.5425
NM_003547	chr6(.):26241838-26252205	2.1538
NM_003540	chr6(.):26235653-26246021	0.6612
NM_021018	chr6(.):26245369-26255835	2.5417
NM_005320	chr6(.):26229439-26240216	1.6177
NM_003525	chr6(.):26268203-26278640	2.5619
NM_001145008	chr6(.):26397464-26420444	0.3939
NM_001197240	chr6(.):26378328-26400100	0.4907
NM_001197247	chr6(.):26360397-26383540	0.9372
NM_001197238	chr6(.):26378323-26400100	0.4906
NM_001197237	chr6(.):26378438-26400100	0.4916
NM_001197248	chr6(.):26360469-26383540	0.9316
NM_001197246	chr6(.):26363405-26383540	0.7089
NR_026790	chr6(.):26516933-26532612	1.2263
NM_001732	chr6(.):26496494-26515652	0.1474
NM_006353	chr6(.):26533571-26552164	1.696
NM_021064	chr6(.):27095816-27106314	4.2196
NM_080593	chr6(.):27101071-27119637	2.5953
NM_080596	chr6(.):27109907-27120346	2.2226
NR_036096	chr6(.):27110404-27120467	2.1954
NM_021058	chr6(.):27095094-27105575	4.3089
NM_003495	chr6(.):27102087-27112457	2.1063
NM_021066	chr6(.):27777079-27787518	1.4786
NM_003536	chr6(.):27772841-27783314	1.7393
NM_003509	chr6(.):27770976-27781445	1.2684
NM_003519	chr6(.):27770256-27780709	1.2096
NM_003521	chr6(.):27777821-27788267	1.4438
NM_003535	chr6(.):27853092-27863570	3.2977
NM_003527	chr6(.):27856202-27866669	3.5064
NM_003520	chr6(.):27801439-27811888	2.9599
NM_003511	chr6(.):27828106-27838576	2.0468
NM_003533	chr6(.):27834622-27845099	1.1094
NM_003510	chr6(.):27800657-27811117	2.9598
NM_003541	chr6(.):27793951-27804305	1.644
NM_005322	chr6(.):27829569-27840359	2.2187
NM_033057	chr6(.):27873962-27885174	0.0955
NM_021968	chr6(.):27786902-27797258	1.247
NM_003514	chr6(.):27855476-27865963	3.5009
NM_003546	chr6(.):27835925-27846289	0.6081
NM_003587	chr6(.):30615895-30645830	0.323
NM_001031722	chr6(.):30589662-30619598	0.5024
NR_033823	chr6(.):30589612-30619598	0.5017
NM_001161376	chr6(.):30609815-30625987	0.7141
NM_002714	chr6(.):30563181-30590020	0.9798
NM_014046	chr6(.):30580485-30599174	1.4045
NM_133471	chr6(.):30639165-30660672	1.544
NM_001134870	chr6(.):30639165-30660093	1.5839
NM_007243	chr6(.):30650825-30663769	1.609
NR_030615	chr6(.):30547108-30557194	0.1202
NM_005803	chr6(.):30690510-30715453	0.4841
NM_003897	chr6(.):30705975-30717327	0.6174
NM_178014	chr6(.):30683156-30698195	2.0683
NM_006674	chr6(.):31425956-31438586	0.3267
NR_002812	chr6(.):31434005-31445185	0.2393
NM_080598	chr6(.):31492995-31515225	0.9927
NM_138282	chr6(.):31507239-31519627	1.824
NM_001144961	chr6(.):31510352-31531606	0.5129
NM_001144963	chr6(.):31509627-31531606	0.7576
NR_003065	chr6(.):31503877-31513955	1.8294
NM_005931	chr6(.):31460854-31483901	0.8908
NR_003140	chr6(.):31499150-31509226	0.4662
NM_001011700	chr6(.):31491738-31503008	0.185
NM_021246	chr6(.):31678132-31690581	0.2724
NM_138275	chr6(.):31686160-31697851	0.941
NR_033488	chr6(.):31649725-31675850	0.4862
NM_013974	chr6(.):31689816-31703039	1.1988
NM_001288	chr6(.):31693357-31709341	3.3498
NM_001003693	chr6(.):31669683-31683372	0.7653
NM_021160	chr6(.):31649725-31676137	0.4809
NR_024541	chr6(.):31674752-31686842	0.2618
NM_025261	chr6(.):31681424-31694510	0.2581
NM_001039651	chr6(.):31725772-31737624	0.2848
NM_025258	chr6(.):31728370-31750108	0.5785
NR_002742	chr6(.):31799852-31809916	1.7209
NM_000434	chr6(.):31821828-31835709	0.6776
NM_021177	chr6(.):31760173-31779743	1.3127
NR_002745	chr6(.):31798039-31808103	1.9299
NM_001178045	chr6(.):31825969-31850448	0.5011
NM_001040438	chr6(.):31797692-31812541	1.3932
NM_005345	chr6(.):31778290-31790719	1.2814
NM_005527	chr6(.):31772395-31787835	1.0548
NM_001178044	chr6(.):31825969-31851823	0.4858
NM_006295	chr6(.):31740296-31768712	1.2855
NM_005346	chr6(.):31790511-31803031	2.1347
NR_001284	chr6(.):31971196-31985800	1.1934
NR_026717	chr6(.):31933951-31954223	1.8134
NM_005510	chr6(.):31932587-31945032	1.5204
NM_001002029	chr6(.):31944833-31975458	0.7683
NM_032470	chr6(.):31971196-31986050	1.1944
NM_006929	chr6(.):31921580-31942532	1.2262
NM_000500	chr6(.):31968347-31981684	0.2613
NM_007293	chr6(.):31944833-31975457	0.7684
NM_002904	chr6(.):31914863-31931864	0.491
NM_004197	chr6(.):31934645-31954223	1.8718
NR_031601	chr6(.):31919615-31929717	0.7111
NM_001710	chr6(.):31908720-31924861	0.1951
NM_001002029	chr6(.):31977571-32008195	0.7267
NM_001136153	chr6(.):32078044-32101017	0.6508
NM_000500	chr6(.):32001081-32014419	0.2187
NM_022110	chr6(.):32091483-32103067	1.1328
NM_019105	chr6(.):32003931-32082151	0.1651
NM_032470	chr6(.):32003931-32018905	0.2189
NM_007293	chr6(.):31977571-32008194	0.7267
NM_022107	chr6(.):32153542-32168300	2.0852
NM_138717	chr6(.):32116300-32136452	0.2723
NM_001136	chr6(.):32143745-32157023	1.1372
NM_004557	chr6(.):32157619-32196844	0.8095
NM_032741	chr6(.):32130982-32150888	0.8345
NM_002586	chr6(.):32147509-32162963	1.4281
NM_006913	chr6(.):32141161-32153570	1.2766
NR_003129	chr6(.):32141231-32153567	1.2833
NM_030651	chr6(.):32111139-32124720	0.3351
NM_005155	chr6(.):32116621-32136452	0.2753
NM_006411	chr6(.):32130982-32148916	0.8878
NR_037169	chr6(.):32115578-32127142	0.37
NM_030652	chr6(.):32127404-32141062	0.1557
NM_006120	chr6(.):32911390-32925899	0.3789
NM_002119	chr6(.):32966959-32982389	0.156
NM_002118	chr6(.):32897405-32913847	0.2843
NM_005104	chr6(.):32931436-32954282	2.6044
NM_001113182	chr6(.):32933664-32954282	2.8639
NM_001199455	chr6(.):32934371-32954282	2.9567
NM_001199456	chr6(.):32935860-32954282	3.0758
NM_022047	chr6(.):35260594-35294548	0.8578
NM_007271	chr6(.):36456668-36520247	0.2518
NR_037491	chr6(.):36585212-36595289	0.2336
NM_020939	chr6(.):36703554-36812220	0.4024
NM_173558	chr6(.):36968422-37001845	0.3971
NM_002648	chr6(.):37132921-37148204	2.2009
NM_000322	chr6(.):42659332-42695358	0.1431
NM_003192	chr6(.):42707233-42718884	1.2901
NR_037141	chr6(.):42690313-42700932	0.2654
NM_015089	chr6(.):43144921-43197325	0.1449
NM_003131	chr6(.):43133919-43154244	0.8281
NM_001171629	chr6(.):43732945-43759223	0.6012
NM_001402	chr6(.):74220472-74235755	1.3223
NM_002043	chr6(.):89962238-90029967	0.1422
NM_182907	chr6(.):106541814-106562811	1.1124
NM_001198	chr6(.):106529194-106562814	1.2402
NM_006290	chr6(.):138183580-138209449	1.2699
NM_006079	chr6(.):139688396-139700785	0.9865
NM_001168389	chr6(.):139688396-139700350	1.02
NM_001168388	chr6(.):139688396-139700499	1.0075
NM_001259	chr7(.):92229234-92468231	0.4757
NM_001145306	chr7(.):92229234-92470941	0.4711
NM_004289	chr7(.):26186846-26231756	0.4437
NR_033664	chr7(.):34381123-34802884	0.1431
NM_001029835	chr7(.):45062232-45121069	0.3199
NM_001167935	chr7(.):45034786-45121069	0.39
NR_030770	chr7(.):45034344-45121069	0.4019
NM_030796	chr7(.):55533305-55645200	0.8828
NM_003496	chr7(.):98471112-98615864	0.3126
NR_033766	chr7(.):113721364-114338827	0.0942
NM_001145354	chr7(.):130789854-131186398	0.2547
NM_022740	chr7(.):139241315-139482693	0.3757
NM_006547	chr7(.):23344827-23514995	0.1965
NR_015356	chr7(.):34753473-34878943	0.3746
NM_207173	chr7(.):34692896-34922944	0.2448
NM_207172	chr7(.):34692896-34894590	0.2683
NM_003718	chr7(.):39984958-40141733	0.1351
NM_022748	chr7(.):47309751-47584199	0.3988
NM_006060	chr7(.):50339377-50477798	0.2854
NM_012395	chr7(.):90333711-90844904	0.2111
NM_017621	chr7(.):102091666-102110321	0.9514
NM_006989	chr7(.):102215092-102262205	0.828
NM_182931	chr7(.):104649636-104759532	0.6168
NM_001098627	chr7(.):128575771-128595088	1.3008
NM_001098630	chr7(.):128572993-128595088	1.5546
NM_032643	chr7(.):128573270-128595088	1.512
NM_003344	chr7(.):129467994-129597789	0.3208
NR_015431	chr7(.):130623918-130798562	0.4546
NR_024153	chr7(.):130623918-130796789	0.4564
NM_194071	chr7(.):137554724-137691846	0.3883
NM_016019	chr7(.):139039633-139113200	0.5335
NM_001166254	chr7(.):139473046-139725125	0.7087
NM_030647	chr7(.):139779545-139881741	0.2309
NR_029394	chr7(.):139523951-139725125	0.5885
NM_173680	chr7(.):150071405-150100719	0.7458
NM_053043	chr7(.):155432202-155579179	0.4879
NM_024963	chr7(.):5510427-5558399	0.1387
NM_001101	chr7(.):5561778-5575232	0.9296
NR_030318	chr7(.):5530449-5540548	0.067
NR_026676	chr7(.):23525006-23536031	0.2299
NR_029597	chr7(.):25984538-25994606	1.8465
NM_031243	chr7(.):26224555-26245413	0.7679
NM_016587	chr7(.):26236323-26257976	0.7189
NM_007276	chr7(.):26236098-26257976	0.7147
NM_175887	chr7(.):29598426-29611911	1.5081
NM_174929	chr7(.):44790786-44814479	0.3118
NM_031449	chr7(.):44783529-44814479	0.5715
NM_021130	chr7(.):44831240-44847716	1.0323
NR_003697	chr7(.):45017626-45031259	0.8027
NR_002952	chr7(.):45019976-45030109	1.0373
NM_033054	chr7(.):44997259-45023704	0.2056
NM_001123065	chr7(.):47689841-47706246	0.2144
NM_001134450	chr7(.):98439110-98472673	0.1155
NR_037403	chr7(.):98474272-98484352	2.2258
NM_003910	chr7(.):99001600-99022239	0.8369
NM_014891	chr7(.):98987588-99011292	1.116
NM_005720	chr7(.):98967328-98997404	2.0933
NM_020979	chr7(.):101923404-101967178	1.3228
NR_036245	chr7(.):101931368-101941453	1.0364
NM_032831	chr7(.):102068995-102102268	3.1657
NM_024653	chr7(.):102031803-102072129	1.9092
NM_001146210	chr7(.):101981191-102001889	0.1101
NM_006234	chr7(.):102108547-102124381	0.735
NM_001031618	chr7(.):102186678-102207757	0.1297
NM_001097615	chr7(.):102173365-102218068	0.3923
NM_152892	chr7(.):102100389-102118612	0.859
NM_001114403	chr7(.):102272471-102288238	0.2269
NM_001031618	chr7(.):102285771-102306847	0.1245
NR_027374	chr7(.):104530074-104572092	0.231
NR_024586	chr7(.):104645988-104659588	3.6307
NM_001024613	chr7(.):121936447-121949565	1.9267
NR_036484	chr7(.):121938711-121955131	2.3155
NM_199349	chr7(.):128525000-128555773	0.2647
NM_197964	chr7(.):139020896-139035541	1.4688
NR_024451	chr7(.):139872060-139884440	1.0528
NM_004911	chr7(.):148695153-148730782	1.1173
NM_013400	chr7(.):150060878-150076133	1.9047
NM_014374	chr7(.):150063257-150076133	2.1967
NM_002889	chr7(.):150030406-150043763	0.1118
NM_138434	chr7(.):150021937-150034811	0.1502
NR_027237	chr7(.):150097839-150114558	1.9482
NM_175571	chr7(.):150142961-150181483	0.0617
NR_034033	chr7(.):150125741-150150228	0.1899
NM_001101676	chr8(.):119196694-119639184	0.1761
NM_207506	chr8(.):119385226-119639184	0.2638
NM_021021	chr8(.):121542984-121829309	0.0846
NM_001386	chr8(.):26430420-26520693	0.2271
NM_001197293	chr8(.):26366708-26520693	0.1903
NM_005079	chr8(.):80942104-81088836	0.443
NM_001083588	chr8(.):86084618-86131753	0.5561
NM_001083589	chr8(.):86094909-86131753	0.5499
NM_001135733	chr8(.):95933199-95966615	1.5717
NM_183419	chr8(.):101264287-101327327	0.4871
NM_024094	chr8(.):120841180-120873170	0.3
NM_022783	chr8(.):120880899-121068157	0.7014
NM_001145088	chr8(.):124079919-124169392	0.1625
NM_173685	chr8(.):126099082-126384367	0.2344
NM_003033	chr8(.):134462090-134589183	0.6036
NM_015117	chr8(.):144514824-144628620	0.5551
NM_057158	chr8(.):29188616-29211322	0.4587
NM_001394	chr8(.):29188619-29213185	0.4285
NR_026765	chr8(.):29573775-29610625	0.116
NR_003129	chr8(.):38452692-38463775	0.0661
NM_032237	chr8(.):42943656-42983323	0.3095
NM_002027	chr8(.):42906441-42945932	0.3261
NM_152419	chr8(.):42990591-43062970	0.1105
NM_052937	chr8(.):52725139-52816735	0.3451
NM_001025252	chr8(.):80942104-80998010	0.147
NM_001099670	chr8(.):86121287-86137643	0.3164
NM_057749	chr8(.):95887452-95912482	1.3005
NM_152416	chr8(.):96032220-96075938	0.2967
NM_053001	chr8(.):99951630-99969326	0.8183
NM_015435	chr8(.):101264287-101320487	0.3071
NM_001042510	chr8(.):102204265-102222960	0.9081
NM_001042511	chr8(.):102204265-102222873	0.9124
NM_024410	chr8(.):103558847-103578245	0.1415
NM_001032282	chr8(.):103656004-103671168	0.9236
NM_005655	chr8(.):103656004-103672983	0.8454
NM_003184	chr8(.):120738013-120850074	0.0964
NM_024295	chr8(.):124020567-124059648	0.7721
NM_025195	chr8(.):126437562-126455644	1.2908
NM_002467	chr8(.):128743314-128758680	1.3916
NR_031613	chr8(.):129157361-129167434	0.1535
NM_032611	chr8(.):142427006-142446620	0.4977
NM_005293	chr8(.):142361586-142382365	0.0732
NM_001166237	chr8(.):144630556-144650231	0.6434
NM_024736	chr8(.):144635476-144650231	0.4727
NM_001100878	chr8(.):144643362-144659928	0.2729
NM_145201	chr8(.):144651954-144665513	0.3956
NM_003070	chr9(.):2010341-2198623	0.2377
NR_003529	chr9(.):21989789-22126093	0.5624
NM_001135920	chr9(.):5624326-5774454	0.3231
NM_020829	chr9(.):5651582-5781556	0.1053
NM_147133	chr9(.):33285417-33370168	0.4049
NM_002504	chr9(.):33285417-33376155	0.3875
NM_147134	chr9(.):33285417-33353721	0.4765
NM_022490	chr9(.):37480944-37508693	0.3349
NM_012383	chr9(.):77698397-77767114	0.4449
NM_007005	chr9(.):82181877-82346656	0.1782
NM_001174168	chr9(.):93559206-93665842	0.4936
NM_001135052	chr9(.):93559011-93665842	0.4934
NM_004560	chr9(.):94479883-94717444	0.5024
NM_006648	chr9(.):95942211-96087854	0.4195
NM_007001	chr9(.):99077987-99150992	0.052
NM_014282	chr9(.):99207413-99258618	0.0836
NM_144488	chr9(.):116202010-116365018	0.4063
NM_015404	chr9(.):117159359-117272736	0.752
NM_001083885	chr9(.):117159359-117270495	0.7632
NM_001171137	chr9(.):125878907-126035855	0.251
NM_018387	chr9(.):125878907-126035843	0.251
NM_013355	chr9(.):131459801-131488199	0.3403
NM_015033	chr9(.):132644465-132810473	0.4536
NM_198679	chr9(.):134447156-134590229	0.4076
NM_005312	chr9(.):134447156-134617925	0.4477
NM_004936	chr9(.):21997901-22014312	0.6639
NR_024274	chr9(.):21962137-21972753	0.5522
NM_058197	chr9(.):21962750-21979826	1.0407
NM_000077	chr9(.):21962750-21980132	1.0255
NM_058195	chr9(.):21962750-21999490	1.4838
NM_001172415	chr9(.):33247469-33269759	0.6571
NM_001195536	chr9(.):33259876-33287067	0.4192
NM_012166	chr9(.):37505888-37581250	0.5823
NR_027294	chr9(.):38616084-38628277	0.1942
NM_147195	chr9(.):38566360-38625360	0.0907
NM_001127603	chr9(.):77671115-77708133	0.7825
NM_053067	chr9(.):86269877-86328168	0.4949
NM_024617	chr9(.):88897647-88974402	0.3111
NM_001174167	chr9(.):93584704-93665842	0.3428
NR_033912	chr9(.):93820575-93842414	0.2113
NM_005384	chr9(.):94166326-94191144	0.8949
NM_032310	chr9(.):95853449-95880565	0.7786
NM_145006	chr9(.):95815988-95852415	0.64
NM_001083603	chr9(.):98200263-98284247	0.3357
NM_001083606	chr9(.):98200263-98274699	0.3587
NM_001083607	chr9(.):98200263-98274481	0.3593
NM_001083605	chr9(.):98200263-98275322	0.3568
NM_000264	chr9(.):98200263-98275831	0.3544
NM_153695	chr9(.):99143224-99185669	0.4186
NM_006401	chr9(.):100740488-100783224	0.7787
NM_197978	chr9(.):100684072-100705526	0.6183
NM_018437	chr9(.):100684072-100712134	0.4902
NM_130795	chr9(.):116258706-116365018	0.5167
NM_021106	chr9(.):116337939-116365018	0.5063
NM_134427	chr9(.):116322360-116365018	0.5534
NM_144489	chr9(.):116351199-116365018	0.1547
NM_030767	chr9(.):117091432-117161685	0.7449
NM_001045476	chr9(.):127610754-127625160	0.9433
NM_030978	chr9(.):127626483-127644696	1.2517
NM_007209	chr9(.):127615157-127629240	0.935
NM_005489	chr9(.):130495595-130538621	0.4494
NM_001142532	chr9(.):130495595-130529697	0.2984
NM_001142533	chr9(.):130495595-130522583	0.332
NM_001142531	chr9(.):130495595-130529719	0.2985
NM_001142534	chr9(.):130495595-130522561	0.3322
NM_170600	chr9(.):130495595-130546048	0.7427
NM_001085347	chr9(.):130488802-130502604	0.4701
NM_001018078	chr9(.):130560507-130581556	0.476
NM_001261	chr9(.):130543304-130558052	0.6989
NM_004957	chr9(.):130560153-130581556	0.4689
NR_036055	chr9(.):130543196-130553286	0.9426
NM_001122821	chr9(.):131440933-131463675	1.0237
NM_052844	chr9(.):131390939-131424129	0.3406
NM_003011	chr9(.):131446508-131463675	1.0379
NM_032799	chr9(.):131478148-131491408	0.5189
NM_020145	chr9(.):131765312-131795579	0.8788
NM_032809	chr9(.):131794252-131839351	0.2297
NM_016520	chr9(.):132584563-132602572	0.6966
NM_006676	chr9(.):132592695-132649107	0.3689
NM_001008563	chr9(.):132592756-132649107	0.3693
NM_014582	chr9(.):138432984-138446815	0.167
NM_002571	chr9(.):138448603-138463622	0.4782
NM_182974	chr9(.):138510501-138536386	0.0523
NR_034016	chr9(.):138461770-138483958	1.0235
NM_178536	chr9(.):139841767-139854949	0.3866
NM_153200	chr9(.):139752232-139765738	0.4246
NM_000606	chr9(.):139834697-139846426	0.6641
NM_021138	chr9(.):139775964-139826067	0.9526
NM_018998	chr9(.):139829886-139844173	0.3579
NM_206920	chr9(.):139741818-139760251	0.482
NM_014172	chr9(.):139738255-139750490	0.6335
NM_144495	chrX(.):48750194-48765420	0.3179
NM_001167990	chrX(.):48750212-48765420	0.3153
NM_001032384	chrX(.):48750538-48765420	0.3203
NM_001167992	chrX(.):48750774-48765420	0.3255
NM_001104544	chrX(.):119387504-119450391	0.3956
NM_001042750	chrX(.):123090555-123241505	0.1422
NM_001042749	chrX(.):123089474-123241505	0.1414
NM_001170704	chrX(.):131498342-131628996	0.1636
NM_005334	chrX(.):153208007-153241819	0.8626
NM_001167947	chrX(.):48745729-48760426	0.3601
NM_001042498	chrX(.):48755888-48774235	0.3398
NM_001136158	chrX(.):48774302-48819893	0.9202
NM_001136159	chrX(.):48774302-48820648	0.908
NM_006875	chrX(.):48765458-48781413	0.955
NM_004979	chrX(.):48813638-48833251	0.3799
NM_005660	chrX(.):48755458-48773917	0.3442
NM_001032289	chrX(.):48755889-48773933	0.3158
NM_018388	chrX(.):131498342-131578718	0.0329
NM_004065	chrX(.):139860424-139871723	0.0175
NM_003828	chrX(.):149856868-149938575	0.208
NM_000054	chrX(.):153165528-153177620	0.277
NM_000425	chrX(.):153121970-153146399	0.0473
NM_003491	chrX(.):153190376-153205468	1.8516
NM_001666	chrX(.):153167829-153196714	1.0315
NM_002910	chrX(.):153195721-153215232	0.4483
NR_027419	chrX(.):153162984-153177620	0.2465
NM_001025243	chrX(.):153270956-153290342	0.6157
NM_003492	chrX(.):153232990-153253646	1.779
NR_031757	chrX(.):153280370-153290440	0.8247
NR_036175	chrX(.):153241548-153251627	1.1473
NR_036174	chrX(.):153241547-153251628	1.1474
NM_001029880	chr10(.):7195585-7458448	0.1138
NM_001018039	chr10(.):7195585-7456303	0.1144
NM_022124	chr10(.):73151690-73580704	0.1303
NM_001171930	chr10(.):73151690-73497481	0.1038
NM_018363	chr10(.):90028620-90348082	0.1568
NM_001031709	chr10(.):90038858-90348082	0.1447
NM_004523	chr10(.):94347824-94420152	0.2317
NM_024948	chr10(.):15815174-15907519	0.5547
NR_033842	chr10(.):45301471-45460137	0.2866
NM_147156	chr10(.):52060344-52388737	0.0881
NM_022153	chr10(.):73502313-73538337	0.3946
NM_001198798	chr10(.):73851273-73980751	0.0827
NM_001198799	chr10(.):73851273-73981183	0.083
NM_000314	chr10(.):89618194-89733532	0.1934
NM_032810	chr10(.):89507874-89582917	0.1524
NM_004969	chr10(.):94206440-94338852	0.1399
NM_004311	chr10(.):104428487-104479190	0.264
NR_027653	chr10(.):3813187-3832473	1.0079
NM_178150	chr10(.):5927213-5984556	0.6381
NM_032807	chr10(.):5931348-5984556	0.6319
NM_019046	chr10(.):5898688-5936860	0.4689
NM_001009941	chr10(.):5915049-5936860	0.7452
NM_001098207	chr10(.):43876064-43897794	0.3732
NM_004966	chr10(.):43876064-43909656	0.6754
NM_173160	chr10(.):43862091-43876783	0.0575
NM_001098204	chr10(.):43876064-43909696	0.6746
NM_001098208	chr10(.):43876064-43897279	0.3773
NM_001098205	chr10(.):43876064-43909332	0.682
NM_001098206	chr10(.):43876064-43908299	0.7021
NR_026693	chr10(.):43927573-43983007	0.2388
NM_001123376	chr10(.):45401763-45435642	0.2338
NM_001164375	chr10(.):73466457-73484578	0.1446
NM_001168390	chr10(.):73466457-73502581	0.4664
NM_173473	chr10(.):73970805-74000618	0.1955
NM_019058	chr10(.):74028676-74040797	0.63
NR_028492	chr10(.):89573069-89610369	0.2942
NM_001126049	chr10(.):89613917-89628194	1.1483
NM_001114094	chr10(.):97946454-98036333	0.2485
NM_001017520	chr10(.):98059084-98103321	0.0655
NM_178858	chr10(.):104469297-104503946	0.4059
NM_001083913	chr10(.):104498726-104581021	0.4649
NM_005871	chr10(.):112047797-112069707	0.2286
NR_024469	chr11(.):67080309-67164158	0.4096
NM_001111018	chr11(.):19367270-20148147	0.1248
NM_016621	chr11(.):45945869-46147985	0.1757
NM_002335	chr11(.):68075107-68221743	0.3718
NM_175566	chr11(.):98886870-100232473	0.0621
NM_001098517	chr11(.):115039344-115380241	0.3831
NM_181798	chr11(.):2477683-2875340	0.1176
NM_000218	chr11(.):2461220-2875340	0.12
NM_001143830	chr11(.):22683159-22839547	0.1597
NM_177553	chr11(.):22684653-22839547	0.1607
NM_005256	chr11(.):22691318-22839547	0.0879
NM_005734	chr11(.):33274167-33380939	0.2769
NM_004811	chr11(.):58289343-58348390	0.5283
NM_001143995	chr11(.):58289343-58350639	0.5207
NM_001012662	chr11(.):62618483-62661355	0.8255
NM_001013251	chr11(.):62643343-62661355	0.8119
NM_001012661	chr11(.):62618517-62661353	0.8259
NM_024060	chr11(.):62196015-62319332	2.0351
NM_024784	chr11(.):62513434-62526656	0.5593
NR_037193	chr11(.):62644170-62661355	0.845
NM_003273	chr11(.):64874340-64888707	0.8692
NM_005438	chr11(.):65654691-65672997	0.9518
NM_001077241	chr11(.):65137662-65155142	1.3777
NR_002819	chr11(.):65260232-65278939	1.7621
NM_012308	chr11(.):66881739-67030550	0.3167
NM_030930	chr11(.):67753574-67776593	1.5925
NM_001876	chr11(.):68517350-68614399	0.3062
NM_001031847	chr11(.):68517087-68614399	0.3057
NM_012309	chr11(.):70308960-70940808	0.1205
NM_014824	chr11(.):72542789-72858143	0.1682
NM_153614	chr11(.):73656363-73686332	0.221
NM_006656	chr11(.):74694949-74723743	0.2429
NM_182969	chr11(.):74546954-74665232	0.2513
NM_014488	chr11(.):82687477-82787884	0.4856
NM_001166	chr11(.):102212965-102254401	0.2896
NM_000051	chr11(.):108088558-108244826	0.1715
NM_004397	chr11(.):118613472-118666972	0.7104
NM_002017	chr11(.):128558812-128688162	0.7867
NM_001167681	chr11(.):128557388-128688162	0.7796
NM_001143820	chr11(.):128323655-128462453	0.417
NM_014555	chr11(.):2420745-2449275	0.3183
NM_022725	chr11(.):22639078-22652387	0.309
NM_000614	chr11(.):58385145-58398205	0.1085
NR_024091	chr11(.):58341586-58398205	0.5579
NM_053023	chr11(.):58341586-58394023	0.5909
NM_004778	chr11(.):60613397-60628444	0.1939
NM_207341	chr11(.):60630014-60648164	0.3887
NM_024098	chr11(.):60604428-60623561	1.4958
NM_003357	chr11(.):62181506-62195678	0.6957
NM_022830	chr11(.):62337516-62364109	0.8085
NM_004739	chr11(.):62355674-62374303	1.3221
