#13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_ROSE/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam
#Using cutoff of 19648.3232 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isSuperStretch
1_MACS_peak_2604_lociStitched	chr10	14982882	14985610	1	2729	4930.0416	521.8664	5757	0
1_MACS_peak_5669_lociStitched	chr12	89432741	89435436	1	2696	5470.0415	439.0155	5758	0
1_MACS_peak_12497_lociStitched	chr2	32581251	32583818	1	2568	7455.8515	565.5101	5759	0
1_MACS_peak_23314_lociStitched	chr8	74902748	74905307	1	2560	7455.9024	473.9268	5760	0
1_MACS_peak_25550_lociStitched	chrX	134653697	134656491	1	2795	3002.7118	315.4426	5761	0
1_MACS_peak_3221_lociStitched	chr10	96161613	96164333	1	2721	5049.408	507.28	5762	0
2_MACS_peak_8497_lociStitched	chr16	10368952	10375169	2	2802	3229.1098	827.4827	5763	0
1_MACS_peak_10751_lociStitched	chr18	11979968	11982695	1	2728	4838.7888	458.136	5764	0
1_MACS_peak_10849_lociStitched	chr18	29521725	29524328	1	2604	6881.5511	489.1037	5765	0
1_MACS_peak_18868_lociStitched	chr5	43555648	43557964	1	2317	9763.5612	419.8908	5766	0
2_MACS_peak_19959_lociStitched	chr6	2940165	2948690	2	2794	4204.53	1555.8125	5767	0
1_MACS_peak_16142_lociStitched	chr3	37216586	37219206	1	2621	6560.218	410.292	5768	0
1_MACS_peak_1545_lociStitched	chr1	159036694	159039334	1	2641	6464.304	611.16	5769	0
1_MACS_peak_954_lociStitched	chr1	86712223	86714836	1	2614	6782.3028	546.6396	5770	0
2_MACS_peak_1786_lociStitched	chr1	181118183	181123043	2	2819	3036.042	1544.508	5771	0
1_MACS_peak_18220_lociStitched	chr4	119680296	119683049	1	2754	4420.2168	661.2706	5772	0
1_MACS_peak_17148_lociStitched	chr3	161487089	161489681	1	2593	7235.568	725.2416	5773	0
2_MACS_peak_8600_lociStitched	chr16	17368895	17377330	2	2818	2592.0755	1079.68	5774	0
1_MACS_peak_8318_lociStitched	chr15	101833800	101836241	1	2442	8663.109	460.1285	5775	0
2_MACS_peak_3816_lociStitched	chr11	22599388	22604101	2	2798	3025.2747	600.9075	5776	0
1_MACS_peak_24341_lociStitched	chr9	97135997	97138754	1	2758	4083.9441	452.9751	5777	0
1_MACS_peak_14496_lociStitched	chr20	30793900	30796612	1	2713	5029.404	417.1056	5778	0
1_MACS_peak_7863_lociStitched	chr15	65476057	65478597	1	2541	7516.368	376.682	5779	0
1_MACS_peak_8393_lociStitched	chr16	2300023	2302690	1	2668	5794.8576	400.05	5780	0
2_MACS_peak_5645_lociStitched	chr12	80580561	80586365	2	2820	1929.2496	655.852	5781	0
1_MACS_peak_1183_lociStitched	chr1	117601063	117603824	1	2762	3841.3793	344.8489	5782	0
1_MACS_peak_12669_lociStitched	chr2	54013053	54015705	1	2653	6080.5056	467.2824	5783	0
1_MACS_peak_13416_lociStitched	chr2	134778002	134780753	1	2752	4240.3914	518.0133	5784	0
1_MACS_peak_5896_lociStitched	chr12	110717853	110720508	1	2656	5748.8715	187.7085	5785	0
1_MACS_peak_6604_lociStitched	chr13	111805070	111807580	1	2511	7981.047	529.861	5786	0
2_MACS_peak_8423_lociStitched	chr16	3155828	3163286	2	2817	2331.3708	987.4392	5787	0
1_MACS_peak_11062_lociStitched	chr18	60920133	60922808	1	2676	5792.98	575.3925	5788	0
1_MACS_peak_5622_lociStitched	chr12	77156765	77159189	1	2425	8765.4264	440.6832	5789	0
1_MACS_peak_12827_lociStitched	chr2	68613905	68616658	1	2754	4101.6947	469.9371	5790	0
1_MACS_peak_12874_lociStitched	chr2	70779519	70782287	1	2769	3684.208	454.7824	5791	0
1_MACS_peak_17335_lociStitched	chr3	184428298	184430713	1	2416	9026.5455	623.553	5792	0
1_MACS_peak_19285_lociStitched	chr5	110588560	110591370	1	2811	2112.558	511.982	5793	0
1_MACS_peak_16191_lociStitched	chr3	42640961	42643530	1	2570	7116.6438	394.8553	5794	0
1_MACS_peak_11153_lociStitched	chr19	631915	634668	1	2754	4234.9399	638.4207	5795	0
1_MACS_peak_21583_lociStitched	chr7	17978493	17981025	1	2533	7640.8164	484.3716	5796	0
1_MACS_peak_16552_lociStitched	chr3	75483210	75485914	1	2705	5259.8208	617.3232	5797	0
1_MACS_peak_2447_lociStitched	chr1	249166398	249169110	1	2713	5557.1592	1076.1216	5798	0
1_MACS_peak_2926_lociStitched	chr10	65388163	65390931	1	2769	3781.3648	628.6128	5799	0
1_MACS_peak_9677_lociStitched	chr17	26987967	26990248	1	2282	9952.4592	419.4759	5800	0
1_MACS_peak_23774_lociStitched	chr8	145652205	145654750	1	2546	7396.788	412.799	5801	0
2_MACS_peak_19756_lociStitched	chr5	162598964	162603610	2	2808	2349.9468	740.5724	5802	0
2_MACS_peak_10925_lociStitched	chr18	46065205	46068199	2	2804	2287.7154	464.07	5803	0
1_MACS_peak_18361_lociStitched	chr4	146018305	146020738	1	2434	8683.6203	493.6557	5804	0
1_MACS_peak_12802_lociStitched	chr2	65355725	65358402	1	2678	5610.7243	526.0305	5805	0
1_MACS_peak_5105_lociStitched	chr12	25149505	25152210	1	2706	5061.8665	499.0725	5806	0
1_MACS_peak_4697_lociStitched	chr11	119075559	119078312	1	2754	3828.3218	370.2785	5807	0
1_MACS_peak_19876_lociStitched	chr5	176880878	176883637	1	2760	3830.0438	534.4183	5808	0
1_MACS_peak_22577_lociStitched	chr7	134831590	134834179	1	2590	7162.2096	783.9492	5809	0
1_MACS_peak_25075_lociStitched	chrX	41780944	41783746	1	2803	1930.2978	245.4552	5810	0
1_MACS_peak_11136_lociStitched	chr18	76827952	76830553	1	2602	6587.5527	382.6071	5811	0
1_MACS_peak_14224_lociStitched	chr20	304579	307341	1	2763	3492.2728	326.4684	5812	0
2_MACS_peak_2842_lociStitched	chr10	51498139	51504310	2	2789	3379.8567	1092.8841	5813	0
1_MACS_peak_1947_lociStitched	chr1	202975413	202977840	1	2428	8798.3604	600.6825	5814	0
1_MACS_peak_7434_lociStitched	chr15	31282576	31284961	1	2386	9038.9115	447.1875	5815	0
2_MACS_peak_16741_lociStitched	chr3	117347002	117350036	2	2782	3102.265	558.5594	5816	0
2_MACS_peak_8274_lociStitched	chr15	96596480	96602713	2	2792	2933.2498	784.1114	5817	0
1_MACS_peak_22751_lociStitched	chr7	156741325	156743939	1	2615	6541.2736	536.1314	5818	0
1_MACS_peak_7584_lociStitched	chr15	41575206	41577540	1	2335	9491.6778	463.299	5819	0
1_MACS_peak_3136_lociStitched	chr10	88280160	88282611	1	2452	8323.8411	382.1109	5820	0
1_MACS_peak_11204_lociStitched	chr19	1874566	1877144	1	2579	7176.8942	703.5362	5821	0
1_MACS_peak_12675_lociStitched	chr2	54341883	54343621	1	1739	13066.4578	371.932	5822	0
1_MACS_peak_21070_lociStitched	chr6	123109750	123112483	1	2734	4407.2358	580.4892	5823	0
1_MACS_peak_10074_lociStitched	chr17	45906847	45909635	1	2789	2665.328	553.1392	5824	0
1_MACS_peak_18199_lociStitched	chr4	113151546	113154114	1	2569	7054.296	484.068	5825	0
1_MACS_peak_4027_lociStitched	chr11	59381873	59384527	1	2655	5887.6336	559.994	5826	0
2_MACS_peak_22644_lociStitched	chr7	142167636	142172581	2	2771	4071.713	1303.0075	5827	0
1_MACS_peak_18903_lociStitched	chr5	54602278	54604798	1	2521	7823.34	670.068	5828	0
1_MACS_peak_10293_lociStitched	chr17	62096879	62099255	1	2377	9249.768	627.0264	5829	0
2_MACS_peak_21185_lociStitched	chr6	137081751	137085402	2	2809	1470.2577	766.71	5830	0
1_MACS_peak_24157_lociStitched	chr9	71393786	71396319	1	2534	7584.0553	595.7616	5831	0
1_MACS_peak_18568_lociStitched	chr4	185653392	185656070	1	2679	5431.2518	536.6712	5832	0
1_MACS_peak_3401_lociStitched	chr10	112287113	112289860	1	2748	3979.5789	571.6507	5833	0
1_MACS_peak_17323_lociStitched	chr3	183851613	183854204	1	2592	7211.7894	965.6657	5834	0
1_MACS_peak_25099_lociStitched	chrX	47003189	47005837	1	2649	5726.8296	333.9128	5835	0
1_MACS_peak_24622_lociStitched	chr9	128581753	128584459	1	2707	4864.035	523.0698	5836	0
1_MACS_peak_19888_lociStitched	chr5	177630550	177633150	1	2601	6581.38	473.2	5837	0
1_MACS_peak_7257_lociStitched	chr14	100703954	100706693	1	2740	3780.9156	193.9212	5838	0
1_MACS_peak_3419_lociStitched	chr10	115438633	115441164	1	2532	7509.2239	513.5399	5839	0
1_MACS_peak_17261_lociStitched	chr3	179039875	179042519	1	2645	6171.3604	724.456	5840	0
1_MACS_peak_9936_lociStitched	chr17	40117318	40120013	1	2696	5050.6995	503.426	5841	0
1_MACS_peak_16507_lociStitched	chr3	69152448	69155211	1	2764	3262.5504	379.9125	5842	0
1_MACS_peak_5772_lociStitched	chr12	98986514	98989052	1	2539	7313.5008	416.7396	5843	0
1_MACS_peak_16336_lociStitched	chr3	49710262	49712782	1	2521	7460.712	355.32	5844	0
1_MACS_peak_12027_lociStitched	chr19	47776415	47778849	1	2435	8509.7508	485.3396	5845	0
1_MACS_peak_5632_lociStitched	chr12	79256818	79259516	1	2699	4916.0258	479.9742	5846	0
1_MACS_peak_19128_lociStitched	chr5	81266510	81268900	1	2391	8792.332	352.525	5847	0
2_MACS_peak_1941_lociStitched	chr1	202776802	202781038	2	2797	2268.378	890.8308	5848	0
2_MACS_peak_6650_lociStitched	chr13	115098994	115106184	2	2796	2638.011	1195.697	5849	0
1_MACS_peak_1380_lociStitched	chr1	151170038	151172676	1	2639	6342.5434	857.6138	5850	0
2_MACS_peak_16148_lociStitched	chr3	38034973	38040897	2	2764	3828.6812	1048.548	5851	0
1_MACS_peak_15327_lociStitched	chr22	20861460	20864066	1	2607	6606.21	650.197	5852	0
1_MACS_peak_17266_lociStitched	chr3	179369978	179372591	1	2614	6478.4109	627.3813	5853	0
1_MACS_peak_2375_lociStitched	chr1	239792003	239794755	1	2753	3664.0128	555.904	5854	0
2_MACS_peak_7111_lociStitched	chr14	81635797	81644342	2	2727	4497.2335	712.653	5855	0
2_MACS_peak_7142_lociStitched	chr14	89882265	89885055	2	2711	4328.127	186.93	5856	0
1_MACS_peak_18986_lociStitched	chr5	64919222	64921849	1	2628	6226.2527	599.7441	5857	0
1_MACS_peak_14764_lociStitched	chr20	47662054	47664534	1	2481	8156.72	658.44	5858	0
1_MACS_peak_12844_lociStitched	chr2	69134425	69136976	1	2552	7259.1256	591.5769	5859	0
1_MACS_peak_7701_lociStitched	chr15	49570562	49573227	1	2666	5625.5485	640.3995	5860	0
1_MACS_peak_7417_lociStitched	chr15	29561050	29563457	1	2408	8709.9702	468.6429	5861	0
1_MACS_peak_14573_lociStitched	chr20	34251304	34253670	1	2367	9248.4574	625.3338	5862	0
1_MACS_peak_24585_lociStitched	chr9	126083872	126086239	1	2368	9076.0248	466.5357	5863	0
1_MACS_peak_24792_lociStitched	chr9	139009165	139011680	1	2516	7367.1895	273.8835	5864	0
1_MACS_peak_11844_lociStitched	chr19	40168757	40171499	1	2743	3967.674	648.483	5865	0
2_MACS_peak_23719_lociStitched	chr8	142248376	142256404	2	2761	3835.7784	1051.668	5866	0
1_MACS_peak_13656_lociStitched	chr2	175472259	175475030	1	2772	2963.5845	570.5489	5867	0
1_MACS_peak_17179_lociStitched	chr3	169683292	169685777	1	2486	8130.423	704.4975	5868	0
2_MACS_peak_4978_lociStitched	chr12	9655182	9663867	2	2781	3190.869	1213.2945	5869	0
1_MACS_peak_20843_lociStitched	chr6	90538238	90540751	1	2514	7576.695	475.7109	5870	0
1_MACS_peak_5811_lociStitched	chr12	104358387	104360865	1	2479	8067.129	580.0998	5871	0
2_MACS_peak_3617_lociStitched	chr11	2951185	2955720	2	2768	3152.2785	721.065	5872	0
1_MACS_peak_12869_lociStitched	chr2	70519503	70521660	1	2158	10825.7673	590.8023	5873	0
1_MACS_peak_4861_lociStitched	chr12	1662058	1664700	1	2643	5894.302	591.808	5874	0
1_MACS_peak_20892_lociStitched	chr6	99872314	99874455	1	2142	10801.9873	457.9599	5875	0
1_MACS_peak_493_lociStitched	chr1	36233759	36236284	1	2526	7346.235	418.14	5876	0
1_MACS_peak_25240_lociStitched	chrX	64916587	64919327	1	2741	3544.738	271.534	5877	0
1_MACS_peak_19398_lociStitched	chr5	128795846	128798612	1	2767	2875.257	430.113	5878	0
1_MACS_peak_14050_lociStitched	chr2	227636632	227639356	1	2725	4171.5336	499.0368	5879	0
2_MACS_peak_17741_lociStitched	chr4	38068513	38071343	2	2779	2400.406	493.552	5880	0
1_MACS_peak_18801_lociStitched	chr5	33439922	33442491	1	2570	7026.4719	681.0419	5881	0
1_MACS_peak_13121_lociStitched	chr2	101178126	101180616	1	2491	7726.719	425.79	5882	0
1_MACS_peak_20352_lociStitched	chr6	31669636	31672033	1	2398	8694.6381	436.254	5883	0
1_MACS_peak_22249_lociStitched	chr7	100302428	100304848	1	2421	8604.31	570.394	5884	0
1_MACS_peak_10067_lociStitched	chr17	45607641	45610300	1	2660	5378.3593	428.099	5885	0
1_MACS_peak_20483_lociStitched	chr6	37284002	37286466	1	2465	8021.552	449.4336	5886	0
2_MACS_peak_23619_lociStitched	chr8	126657737	126661040	2	2778	2451.8169	626.9094	5887	0
1_MACS_peak_23762_lociStitched	chr8	145201715	145204447	1	2733	3600.776	215.0084	5888	0
1_MACS_peak_16899_lociStitched	chr3	130464751	130467456	1	2706	4514.645	485.277	5889	0
1_MACS_peak_17559_lociStitched	chr4	4345459	4348116	1	2658	5464.6519	502.9701	5890	0
2_MACS_peak_4422_lociStitched	chr11	78163646	78168666	2	2771	2840.818	740.952	5891	0
1_MACS_peak_487_lociStitched	chr1	36021954	36024355	1	2402	8624.8722	426.4176	5892	0
1_MACS_peak_16125_lociStitched	chr3	33154685	33157371	1	2687	4829.9652	422.7764	5893	0
1_MACS_peak_2856_lociStitched	chr10	53458408	53460466	1	2059	11348.2236	510.384	5894	0
1_MACS_peak_20300_lociStitched	chr6	29931967	29934366	1	2400	8622.7257	416.7063	5895	0
1_MACS_peak_9749_lociStitched	chr17	30676179	30678555	1	2377	9003.852	581.8824	5896	0
1_MACS_peak_4379_lociStitched	chr11	75110187	75112659	1	2473	7882.9608	433.3416	5897	0
2_MACS_peak_23121_lociStitched	chr8	41907892	41910641	2	2676	4980.0884	386.5094	5898	0
2_MACS_peak_16421_lociStitched	chr3	53877378	53880906	2	2745	3330.432	367.2648	5899	0
1_MACS_peak_17701_lociStitched	chr4	25160980	25163620	1	2641	5971.944	760.056	5900	0
2_MACS_peak_25620_lociStitched	chrX	152599328	152602417	2	2768	2452.666	320.9471	5901	0
2_MACS_peak_11097_lociStitched	chr18	70510402	70516677	2	2784	2061.965	808.22	5902	0
1_MACS_peak_19376_lociStitched	chr5	125949310	125952039	1	2730	3757.833	409.0771	5903	0
1_MACS_peak_2050_lociStitched	chr1	208360067	208362750	1	2684	5077.8458	680.6771	5904	0
1_MACS_peak_10464_lociStitched	chr17	74067017	74069570	1	2554	7072.0653	612.72	5905	0
1_MACS_peak_6282_lociStitched	chr13	34115672	34118210	1	2539	6891.1776	244.1556	5906	0
2_MACS_peak_19080_lociStitched	chr5	75860172	75864726	2	2779	2120.7978	658.053	5907	0
1_MACS_peak_19150_lociStitched	chr5	86562622	86565208	1	2587	6502.497	500.9082	5908	0
1_MACS_peak_17200_lociStitched	chr3	171756726	171759198	1	2473	7932.648	516.648	5909	0
1_MACS_peak_1024_lociStitched	chr1	93715713	93718461	1	2749	2976.3588	228.9084	5910	0
2_MACS_peak_19527_lociStitched	chr5	139554025	139561149	2	2762	3266.354	997.36	5911	0
2_MACS_peak_17087_lociStitched	chr3	153339314	153347259	2	2767	3514.868	1456.3185	5912	0
1_MACS_peak_8596_lociStitched	chr16	16402879	16405638	1	2760	2796.5224	450.5447	5913	0
1_MACS_peak_19267_lociStitched	chr5	108364009	108366787	1	2779	1847.6478	423.3672	5914	0
1_MACS_peak_9899_lociStitched	chr17	38135955	38138568	1	2614	6068.9538	473.9982	5915	0
1_MACS_peak_19249_lociStitched	chr5	102593768	102596319	1	2552	6806.068	338.0075	5916	0
1_MACS_peak_14045_lociStitched	chr2	225905183	225907799	1	2617	5984.8848	437.9184	5917	0
2_MACS_peak_2277_lociStitched	chr1	228940022	228947718	2	2779	2842.1328	1429.9168	5918	0
1_MACS_peak_4845_lociStitched	chr12	73233	75421	1	2189	10821.4104	901.6748	5919	0
1_MACS_peak_3133_lociStitched	chr10	88159240	88161795	1	2556	6849.1885	439.7155	5920	0
1_MACS_peak_8851_lociStitched	chr16	33330495	33333250	1	2756	3364.406	897.579	5921	0
1_MACS_peak_21797_lociStitched	chr7	42970501	42973063	1	2563	6791.0934	483.1932	5922	0
2_MACS_peak_21115_lociStitched	chr6	130339118	130342108	2	2774	1926.158	273.286	5923	0
2_MACS_peak_22955_lociStitched	chr8	24151020	24156738	2	2763	2880.7284	732.4758	5924	0
1_MACS_peak_1976_lociStitched	chr1	204462266	204464919	1	2654	5592.7893	691.3718	5925	0
1_MACS_peak_17477_lociStitched	chr3	196466217	196468735	1	2519	7533.1006	689.1766	5926	0
1_MACS_peak_18936_lociStitched	chr5	56204517	56207072	1	2556	6950.622	583.3065	5927	0
1_MACS_peak_1989_lociStitched	chr1	205179542	205181916	1	2375	9140.1374	781.7582	5928	0
1_MACS_peak_3095_lociStitched	chr10	81106343	81108923	1	2581	6436.842	422.604	5929	0
1_MACS_peak_19477_lociStitched	chr5	134733331	134735729	1	2399	8446.7152	325.1688	5930	0
1_MACS_peak_3988_lociStitched	chr11	57091987	57094571	1	2585	6374.9864	421.7088	5931	0
1_MACS_peak_23310_lociStitched	chr8	74789686	74792335	1	2650	5442.6354	519.204	5932	0
1_MACS_peak_1378_lociStitched	chr1	151137231	151139881	1	2651	5844.575	941.81	5933	0
1_MACS_peak_3764_lociStitched	chr11	16759204	16761432	1	2229	10064.99	485.2584	5934	0
1_MACS_peak_3440_lociStitched	chr10	118607277	118610010	1	2734	3553.9932	513.2574	5935	0
1_MACS_peak_4878_lociStitched	chr12	2985052	2987546	1	2495	7389.4726	292.7956	5936	0
2_MACS_peak_5962_lociStitched	chr12	117359226	117363228	2	2760	2496.4476	367.3836	5937	0
2_MACS_peak_3388_lociStitched	chr10	111981102	111986593	2	2776	2167.8468	899.9749	5938	0
1_MACS_peak_10116_lociStitched	chr17	47268754	47271206	1	2453	8085.9604	530.6128	5939	0
1_MACS_peak_3315_lociStitched	chr10	103911086	103913709	1	2624	5941.8819	604.8638	5940	0
1_MACS_peak_10232_lociStitched	chr17	57182896	57185499	1	2604	6121.4751	473.2254	5941	0
2_MACS_peak_21801_lociStitched	chr7	43149934	43153526	2	2739	3513.3352	656.9768	5942	0
1_MACS_peak_7442_lociStitched	chr15	31507201	31509615	1	2415	8338.9216	408.2074	5943	0
1_MACS_peak_19307_lociStitched	chr5	112628445	112631166	1	2722	3830.0796	513.9969	5944	0
1_MACS_peak_19318_lociStitched	chr5	114878329	114880912	1	2584	6425.7291	506.7846	5945	0
1_MACS_peak_12146_lociStitched	chr19	54959167	54961600	1	2434	8268.0639	535.5033	5946	0
1_MACS_peak_22817_lociStitched	chr8	9910830	9913470	1	2641	5466.384	452.496	5947	0
1_MACS_peak_13045_lociStitched	chr2	91727668	91730393	1	2726	4165.7075	983.725	5948	0
1_MACS_peak_13110_lociStitched	chr2	99223907	99226308	1	2402	8550.9214	504.21	5949	0
1_MACS_peak_17675_lociStitched	chr4	18248140	18250895	1	2756	2661.881	503.3385	5950	0
2_MACS_peak_3008_lociStitched	chr10	74320998	74323974	2	2769	2026.9536	534.7872	5951	0
1_MACS_peak_15600_lociStitched	chr22	37308882	37311505	1	2624	5860.0443	572.8632	5952	0
2_MACS_peak_9724_lociStitched	chr17	29232557	29236348	2	2720	4045.7552	721.8064	5953	0
1_MACS_peak_5891_lociStitched	chr12	110485499	110488155	1	2657	5076.1472	373.9648	5954	0
2_MACS_peak_23281_lociStitched	chr8	71125343	71130310	2	2738	3449.5815	678.9889	5955	0
1_MACS_peak_24130_lociStitched	chr9	68725325	68727857	1	2533	7316.9736	743.142	5956	0
1_MACS_peak_5746_lociStitched	chr12	95866456	95869102	1	2647	5352.858	494.5374	5957	0
1_MACS_peak_11084_lociStitched	chr18	67861000	67863663	1	2664	5036.2656	501.9755	5958	0
1_MACS_peak_13976_lociStitched	chr2	218474036	218476630	1	2595	6542.5868	845.3846	5959	0
1_MACS_peak_8544_lociStitched	chr16	11875853	11878558	1	2706	4025.04	409.537	5960	0
1_MACS_peak_17461_lociStitched	chr3	195715683	195718110	1	2428	8794.9626	1047.2505	5961	0
1_MACS_peak_14215_lociStitched	chr2	242800545	242803171	1	2627	5432.4062	260.4992	5962	0
1_MACS_peak_9434_lociStitched	chr17	5388472	5390808	1	2337	9147.0752	543.12	5963	0
1_MACS_peak_1884_lociStitched	chr1	197113961	197116685	1	2725	3728.0664	673.9176	5964	0
1_MACS_peak_23111_lociStitched	chr8	38853069	38855688	1	2620	5774.3712	503.6337	5965	0
1_MACS_peak_4077_lociStitched	chr11	62358086	62360650	1	2565	6692.04	599.4632	5966	0
1_MACS_peak_20979_lociStitched	chr6	109329658	109332369	1	2712	3969.1751	565.5146	5967	0
2_MACS_peak_1211_lociStitched	chr1	120659694	120665914	2	2753	3481.334	1439.93	5968	0
1_MACS_peak_18789_lociStitched	chr5	32311495	32314175	1	2681	4778.172	650.436	5969	0
1_MACS_peak_18804_lociStitched	chr5	34007007	34009553	1	2547	6843.9026	519.8932	5970	0
1_MACS_peak_7476_lociStitched	chr15	33359523	33362030	1	2508	7529.7745	712.9908	5971	0
1_MACS_peak_7748_lociStitched	chr15	53000605	53003327	1	2723	3753.9102	696.0154	5972	0
1_MACS_peak_16477_lociStitched	chr3	63848392	63850990	1	2599	5959.812	388.9206	5973	0
2_MACS_peak_5892_lociStitched	chr12	110510701	110518397	2	2726	3528.616	572.5824	5974	0
1_MACS_peak_9083_lociStitched	chr16	69372477	69375052	1	2576	6410.4625	506.76	5975	0
2_MACS_peak_23436_lociStitched	chr8	101157446	101163592	2	2741	2888.62	452.9602	5976	0
1_MACS_peak_6531_lociStitched	chr13	98110979	98113684	1	2706	4001.777	508.2695	5977	0
1_MACS_peak_11005_lociStitched	chr18	53663643	53666314	1	2672	4877.7802	613.5287	5978	0
2_MACS_peak_19788_lociStitched	chr5	169757493	169760884	2	2760	2218.3922	664.2969	5979	0
1_MACS_peak_6873_lociStitched	chr14	53618023	53620748	1	2726	3072.71	172.22	5980	0
1_MACS_peak_23085_lociStitched	chr8	37887229	37889867	1	2639	5269.6688	397.8104	5981	0
1_MACS_peak_5158_lociStitched	chr12	29532734	29535058	1	2325	9234.6464	577.514	5982	0
1_MACS_peak_6403_lociStitched	chr13	51483467	51486118	1	2652	4810.5046	197.2344	5983	0
1_MACS_peak_19103_lociStitched	chr5	78279434	78282052	1	2619	5533.4048	336.9366	5984	0
1_MACS_peak_8790_lociStitched	chr16	30345160	30347797	1	2638	5358.384	488.8998	5985	0
1_MACS_peak_7002_lociStitched	chr14	69617942	69620685	1	2744	2401.2222	183.2324	5986	0
1_MACS_peak_11254_lociStitched	chr19	3184715	3187308	1	2594	6285.432	703.4809	5987	0
1_MACS_peak_8110_lociStitched	chr15	83418281	83420864	1	2584	6401.1906	669.5136	5988	0
1_MACS_peak_12944_lociStitched	chr2	80756002	80758692	1	2691	4264.995	496.305	5989	0
1_MACS_peak_2846_lociStitched	chr10	51621984	51624663	1	2680	4554.0321	536.6037	5990	0
1_MACS_peak_2745_lociStitched	chr10	32734246	32736665	1	2420	8176.22	451.6273	5991	0
1_MACS_peak_15591_lociStitched	chr22	36876666	36878596	1	1931	11881.08	493.694	5992	0
2_MACS_peak_21420_lociStitched	chr6	170122584	170125434	2	2748	2149.755	184.11	5993	0
2_MACS_peak_20916_lociStitched	chr6	106227832	106235916	2	2757	2596.5808	1123.676	5994	0
1_MACS_peak_21872_lociStitched	chr7	49371825	49374488	1	2664	4681.0214	350.1845	5995	0
1_MACS_peak_3776_lociStitched	chr11	17098045	17100502	1	2458	7859.4516	549.6309	5996	0
1_MACS_peak_11731_lociStitched	chr19	32895371	32897821	1	2451	7765.765	387.345	5997	0
1_MACS_peak_5370_lociStitched	chr12	52443806	52446347	1	2542	6646.4937	367.9368	5998	0
1_MACS_peak_2310_lociStitched	chr1	231663523	231665462	1	1940	11863.1898	540.5932	5999	0
2_MACS_peak_5288_lociStitched	chr12	48261802	48264688	2	2740	2845.596	632.8998	6000	0
1_MACS_peak_9720_lociStitched	chr17	29057514	29060078	1	2565	6344.8744	397.42	6001	0
2_MACS_peak_88_lociStitched	chr1	8013993	8022661	2	2682	5049.9768	1156.3112	6002	0
2_MACS_peak_15605_lociStitched	chr22	37589553	37595925	2	2711	4270.5144	1107.4536	6003	0
1_MACS_peak_21433_lociStitched	chr7	915350	918017	1	2668	4481.8935	287.2359	6004	0
1_MACS_peak_4233_lociStitched	chr11	66609551	66612018	1	2468	7576.6504	415.6895	6005	0
1_MACS_peak_15456_lociStitched	chr22	28314025	28316520	1	2496	7355.5095	523.2015	6006	0
1_MACS_peak_19328_lociStitched	chr5	118405624	118408153	1	2530	6886.7199	479.4984	6007	0
2_MACS_peak_25230_lociStitched	chrX	62973762	62982318	2	2713	3856.1892	785.4408	6008	0
1_MACS_peak_18966_lociStitched	chr5	61601161	61603821	1	2661	4756.346	451.402	6009	0
1_MACS_peak_1291_lociStitched	chr1	147012048	147014666	1	2619	5739.1796	661.5686	6010	0
1_MACS_peak_11140_lociStitched	chr18	77438358	77440787	1	2430	7829.8815	268.4045	6011	0
1_MACS_peak_1208_lociStitched	chr1	120610673	120613267	1	2595	6333.251	866.396	6012	0
1_MACS_peak_23128_lociStitched	chr8	42248362	42250782	1	2421	8299.39	645.656	6013	0
1_MACS_peak_3098_lociStitched	chr10	81584864	81587535	1	2672	4280.8117	221.4259	6014	0
1_MACS_peak_6081_lociStitched	chr12	123848047	123850731	1	2685	4002.1124	247.1964	6015	0
2_MACS_peak_15161_lociStitched	chr21	42210989	42214555	2	2744	2711.2298	871.887	6016	0
1_MACS_peak_8448_lociStitched	chr16	3928996	3931719	1	2724	2876.5772	239.8963	6017	0
1_MACS_peak_4046_lociStitched	chr11	60827404	60829944	1	2541	6723.888	512.318	6018	0
1_MACS_peak_143_lociStitched	chr1	11843144	11845862	1	2719	3256.4358	480.2706	6019	0
1_MACS_peak_17977_lociStitched	chr4	77870032	77872743	1	2712	3368.6886	382.7932	6020	0
1_MACS_peak_11310_lociStitched	chr19	6392176	6394597	1	2422	8341.3134	737.1945	6021	0
1_MACS_peak_6795_lociStitched	chr14	36323865	36326555	1	2691	3826.256	281.912	6022	0
1_MACS_peak_8219_lociStitched	chr15	90930569	90933165	1	2597	5914.986	545.9388	6023	0
2_MACS_peak_3615_lociStitched	chr11	2919534	2924308	2	2733	2849.6006	626.3488	6024	0
