REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
2_MACS_peak_13864_lociStitched	chr2	202116267	202128333	2	9983	41028.0198	2438.5386	189	CASP8		CASP8	189	1
1_MACS_peak_14722_lociStitched	chr20	44598354	44601858	1	3505	39202.0512	738.6432	190	ZNF335	PCIF1,MMP9,SLC12A5	ZNF335	190	1
2_MACS_peak_24717_lociStitched	chr9	132646207	132657804	2	7744	40287.978	2025.9959	191	FNBP1	USP20,C9orf78	USP20	191	1
3_MACS_peak_7984_lociStitched	chr15	75065426	75083737	3	16951	41435.9619	3211.7494	192	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	192	1
5_MACS_peak_11199_lociStitched	chr19	1846894	1865637	5	11248	41440.773	3448.712	193	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	193	1
1_MACS_peak_12986_lociStitched	chr2	86261911	86267286	1	5376	39052.0625	1183.575	194	POLR1A	LOC90784	LOC90784	194	1
4_MACS_peak_2018_lociStitched	chr1	206728010	206754312	4	17951	43629.7576	5881.1272	195	RASSF5	LGTN	RASSF5	195	1
2_MACS_peak_2787_lociStitched	chr10	43890646	43905966	2	11955	39874.896	2137.14	196	HNRNPF	FXYD4,ZNF487P	HNRNPF	196	1
2_MACS_peak_22777_lociStitched	chr8	1991089	2000453	2	7022	39499.2248	1889.6552	197	MYOM2		MYOM2	197	1
2_MACS_peak_21826_lociStitched	chr7	44661740	44680120	2	14644	41003.942	3473.82	198	OGDH	DDX56,TMED4	OGDH	198	1
4_MACS_peak_12048_lociStitched	chr19	48880260	48902374	4	11053	40592.4584	3308.2544	199	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	199	1
2_MACS_peak_2228_lociStitched	chr1	226308590	226316850	2	5657	39523.274	2435.874	200			ACBD3	200	1
6_MACS_peak_18553_lociStitched	chr4	185317566	185350027	6	18005	41903.9049	4846.4273	201	IRF2		IRF2	201	1
2_MACS_peak_16249_lociStitched	chr3	46245943	46257076	2	8729	39174.8004	2185.4079	202	CCR1	CCR3	CCR1	202	1
4_MACS_peak_15702_lociStitched	chr22	39910181	39929555	4	13027	40774.5204	3799.2414	203	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	203	1
2_MACS_peak_15154_lociStitched	chr21	41296031	41309042	2	7426	40119.4185	3185.0928	204	PCP4		PCP4	204	1
3_MACS_peak_16354_lociStitched	chr3	50357715	50376585	3	8338	39743.994	3187.143	205	HYAL2,TUSC2,RASSF1	C3orf45,CYB561D2,IFRD2,NAT6,HYAL3,HYAL1,ZMYND10,NPRL2,TMEM115	TUSC2	205	1
5_MACS_peak_19156_lociStitched	chr5	87954655	87976781	5	10699	39722.8078	3186.144	206	LOC645323,MIR9-2		MIR9-2	206	1
3_MACS_peak_18796_lociStitched	chr5	32581076	32592508	3	10830	38583	2066.9056	207	SUB1		SUB1	207	1
1_MACS_peak_1482_lociStitched	chr1	155656795	155659770	1	2976	37579.9025	1151.325	208	DAP3,YY1AP1	YY1AP1	YY1AP1	208	1
2_MACS_peak_7382_lociStitched	chr15	23660125	23669370	2	7379	38798.4915	2413.8695	209			MKRN3	209	1
4_MACS_peak_10496_lociStitched	chr17	75079033	75093072	4	12596	39282.5259	2973.4602	210	C17orf86,SCARNA16	SEC14L1	SCARNA16	210	1
4_MACS_peak_21341_lociStitched	chr6	157976669	157999819	4	13318	38301.675	1995.53	211	ZDHHC14	MIR3692	MIR3692	211	1
5_MACS_peak_17202_lociStitched	chr3	171802350	171826957	5	16045	42058.2844	5804.7913	212	FNDC3B		FNDC3B	212	1
1_MACS_peak_2413_lociStitched	chr1	244996354	245001259	1	4906	37611.0495	1449.918	213	FAM36A	NCRNA00201,HNRNPU	FAM36A	213	1
4_MACS_peak_19864_lociStitched	chr5	176717220	176740598	4	14313	40378.4816	4219.729	214	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	214	1
3_MACS_peak_20526_lociStitched	chr6	42737792	42752255	3	8261	38245.9572	2118.8295	215		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	215	1
1_MACS_peak_15649_lociStitched	chr22	38900206	38903746	1	3541	36630.504	776.676	216	DDX17	KDELR3,KCNJ4,DDX17	DDX17	216	1
1_MACS_peak_10357_lociStitched	chr17	66230163	66236314	1	6152	36968.7402	1164.9994	217		LOC440461,AMZ2,ARSG	AMZ2	217	1
2_MACS_peak_10321_lociStitched	chr17	62980062	62986061	2	5636	36932.2436	1138.6102	218		AMZ2P1	AMZ2P1	218	1
8_MACS_peak_10405_lociStitched	chr17	72733645	72773559	8	22806	41690.173	6027.014	219	RAB37,SLC9A3R1,MIR3615,TMEM104,NAT9	CD300LF	SLC9A3R1	219	1
2_MACS_peak_19493_lociStitched	chr5	137666455	137675176	2	3821	36937.7955	1472.1048	220	FAM53C,CDC25C	KDM3B	FAM53C	220	1
1_MACS_peak_8002_lociStitched	chr15	75334341	75340926	1	6586	37193.397	1749.6345	221	PPCDC	SCAMP5	PPCDC	221	1
3_MACS_peak_19910_lociStitched	chr5	180228372	180249198	3	14163	38703.0384	3382.1424	222	MGAT1	LOC729678,ZFP62	MGAT1	222	1
4_MACS_peak_12637_lociStitched	chr2	47193826	47214988	4	11765	38671.4388	3368.9904	223	TTC7A	MCFD2	MCFD2	223	1
1_MACS_peak_15468_lociStitched	chr22	29662627	29666404	1	3778	35969.8818	725.5617	224	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	224	1
2_MACS_peak_10245_lociStitched	chr17	57695472	57700569	2	4372	35978.7036	778.8216	225	CLTC		CLTC	225	1
1_MACS_peak_12530_lociStitched	chr2	37600995	37606322	1	5328	36130.3775	1114.4084	226		QPCT	QPCT	226	1
4_MACS_peak_11891_lociStitched	chr19	42037829	42062041	4	16957	38998.2684	3982.874	227		CEACAM21	CEACAM21	227	1
1_MACS_peak_9561_lociStitched	chr17	17139316	17141802	1	2487	35510.7698	541.2022	228	FLCN	PLD6,COPS3	FLCN	228	1
1_MACS_peak_2416_lociStitched	chr1	245132417	245136299	1	3883	35894.1366	1004.6616	229	EFCAB2		EFCAB2	229	1
1_MACS_peak_22274_lociStitched	chr7	101946322	101951955	1	5634	35916.5713	1090.5488	230	SH2B2	MIR4285,SPDYE6	MIR4285	230	1
4_MACS_peak_3089_lociStitched	chr10	81001235	81020435	4	13837	37895.04	3100.8	231	ZMIZ1		PPIF	231	1
2_MACS_peak_15461_lociStitched	chr22	29207173	29221444	2	10986	37445.6769	2674.3854	232		CCDC117,XBP1	XBP1	232	1
3_MACS_peak_21899_lociStitched	chr7	55569592	55585987	3	14485	37498.644	2739.6045	233	VOPP1		VOPP1	233	1
1_MACS_peak_11806_lociStitched	chr19	38536998	38541113	1	4116	35642.484	890.486	234	SIPA1L3		SIPA1L3	234	1
1_MACS_peak_2617_lociStitched	chr10	15826565	15832629	1	6065	35987.4144	1237.6624	235	FAM188A		ITGA8	235	1
3_MACS_peak_10638_lociStitched	chr17	80405898	80423974	3	8099	37540.2368	2879.5068	236	NARF,C17orf62	HEXDC,C17orf101	NARF	236	1
3_MACS_peak_10545_lociStitched	chr17	76711063	76733667	3	18418	38476.5288	3835.8988	237	CYTH1		CYTH1	237	1
1_MACS_peak_19190_lociStitched	chr5	90674308	90681056	1	6749	35923.6528	1284.8192	238	LOC100129716,ARRDC3		ARRDC3	238	1
2_MACS_peak_17517_lociStitched	chr4	1712289	1725141	2	8032	36521.5284	1990.7748	239	TACC3,SLBP,TMEM129	FAM53A	TMEM129	239	1
2_MACS_peak_11193_lociStitched	chr19	1647490	1654067	2	6531	35696.6675	1189.7793	240	TCF3	UQCR11	TCF3	240	1
1_MACS_peak_12985_lociStitched	chr2	86220361	86228260	1	7900	36007.5915	1503.9696	241		LOC90784	LOC90784	241	1
3_MACS_peak_25142_lociStitched	chrX	48790442	48805700	3	10757	36079.0668	1580.7288	242	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	242	1
2_MACS_peak_8566_lociStitched	chr16	14492083	14501813	2	5219	36113.868	1616.153	243			MIR365-1	243	1
1_MACS_peak_5728_lociStitched	chr12	94597061	94603672	1	6612	35760.8823	1340.7108	244	PLXNC1		PLXNC1	244	1
2_MACS_peak_20225_lociStitched	chr6	26358037	26367294	2	8610	36205.9784	1788.4524	245	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	245	1
1_MACS_peak_10728_lociStitched	chr18	9132645	9152419	1	19775	38090.6562	3705.6476	246	NDUFV2,ANKRD12		ANKRD12	246	1
3_MACS_peak_5285_lociStitched	chr12	48201012	48218841	3	14008	37362.4524	3014.8839	247	HDAC7	SLC48A1,RAPGEF3	HDAC7	247	1
3_MACS_peak_12097_lociStitched	chr19	50369429	50382083	3	7316	36749.7468	2561.1696	248	TBC1D17,PNKP,AKT1S1	MED25,PTOV1,ATF5,IL4I1	AKT1S1	248	1
1_MACS_peak_20982_lociStitched	chr6	109701857	109705177	1	3321	34974.208	819.376	249	CD164		CD164	249	1
3_MACS_peak_14865_lociStitched	chr20	55957911	55975427	3	13298	37037.582	2890.14	250	RBM38	RAE1,MTRNR2L3	RBM38	250	1
1_MACS_peak_2292_lociStitched	chr1	230256735	230261480	1	4746	35540.5245	1405.9435	251	GALNT2		GALNT2	251	1
2_MACS_peak_9383_lociStitched	chr17	3459579	3466879	2	4742	35461.21	1387	252	TRPV3	TRPV1	TRPV3	252	1
1_MACS_peak_5809_lociStitched	chr12	104321054	104325863	1	4810	35072.9988	1040.1867	253	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	253	1
3_MACS_peak_25632_lociStitched	chrX	153233107	153252438	3	10620	35592.2372	1594.8075	254	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	254	1
1_MACS_peak_17459_lociStitched	chr3	195632082	195637459	1	5378	35708.1193	1724.4039	255	TNK2	TNK2	TNK2	255	1
1_MACS_peak_350_lociStitched	chr1	27018358	27030692	1	12335	36224.958	2276.8564	256	ARID1A		ARID1A	256	1
2_MACS_peak_6833_lociStitched	chr14	50465589	50476689	2	7632	35019.39	1074.48	257	C14orf182		C14orf182	257	1
2_MACS_peak_15653_lociStitched	chr22	39095581	39103813	2	6797	35484.036	1709.7864	258	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	GTPBP1	258	1
1_MACS_peak_20316_lociStitched	chr6	30581988	30587026	1	5039	35203.5288	1441.3718	259	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	259	1
5_MACS_peak_8663_lociStitched	chr16	22195063	22219356	5	14831	38232.3234	4581.6598	260	EEF2K		EEF2K	260	1
1_MACS_peak_17142_lociStitched	chr3	160116055	160123751	1	7697	35511.6528	2023.2784	261	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	261	1
2_MACS_peak_16819_lociStitched	chr3	124502034	124511783	2	8332	35164.643	1727.5228	262	ITGB5		UMPS	262	1
2_MACS_peak_5397_lociStitched	chr12	53845345	53873423	2	28003	38393.8572	5121.4272	263	PCBP2	AMHR2,PRR13,TARBP2,MAP3K12,NPFF	PCBP2	263	1
3_MACS_peak_842_lociStitched	chr1	66736839	66750273	3	9946	35958.7878	2712.3246	264	PDE4B	PDE4B	PDE4B	264	1
2_MACS_peak_11563_lociStitched	chr19	16221476	16231698	2	8966	35171.8576	1975.9126	265	RAB8A	TPM4,HSH2D	RAB8A	265	1
2_MACS_peak_2524_lociStitched	chr10	6961825	6972474	2	6211	34525.1229	1628.2321	266			LOC439949	266	1
3_MACS_peak_22981_lociStitched	chr8	27216572	27239155	3	17497	36649.9507	3834.5934	267	PTK2B	TRIM35	PTK2B	267	1
2_MACS_peak_15200_lociStitched	chr21	44726080	44734274	2	6407	34562.292	1854.3022	268			SIK1	268	1
4_MACS_peak_5866_lociStitched	chr12	109161825	109181101	4	9469	36402.726	3768.458	269	SSH1	CORO1C,SSH1	CORO1C	269	1
2_MACS_peak_13515_lociStitched	chr2	157188346	157200666	2	7614	34107.92	1641.024	270	NR4A2		NR4A2	270	1
1_MACS_peak_19509_lociStitched	chr5	138720017	138730458	1	10442	34997.1879	2593.5444	271	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	271	1
1_MACS_peak_14668_lociStitched	chr20	42308534	42312336	1	3803	33437.8296	1062.659	272	MYBL2	GTSF1L	MYBL2	272	1
1_MACS_peak_8208_lociStitched	chr15	90637765	90646555	1	8791	34096.41	1777.338	273	IDH2		IDH2	273	1
1_MACS_peak_5462_lociStitched	chr12	57076408	57083701	1	7294	33465.3891	1319.3037	274	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	274	1
5_MACS_peak_8763_lociStitched	chr16	29815535	29833707	5	12249	34890.24	2809.3912	275	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	PRRT2	275	1
2_MACS_peak_14692_lociStitched	chr20	43270442	43282146	2	11079	34451.8944	2434.432	276	ADA	LOC79015	ADA	276	1
2_MACS_peak_10457_lociStitched	chr17	73868323	73875654	2	6332	33412.4987	1409.0182	277	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	277	1
2_MACS_peak_1431_lociStitched	chr1	154296943	154308046	2	6916	34645.8012	2805.7281	278	AQP10,ATP8B2		ATP8B2	278	1
5_MACS_peak_13999_lociStitched	chr2	219743435	219763122	5	12975	35186.5751	3388.1327	279	WNT10A	WNT6,PRKAG3	WNT10A	279	1
4_MACS_peak_11177_lociStitched	chr19	1258420	1277494	4	9900	35513.8806	3717.5226	280	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	280	1
1_MACS_peak_24586_lociStitched	chr9	126099994	126103640	1	3647	32655.399	879.7798	281		CRB2	CRB2	281	1
2_MACS_peak_17473_lociStitched	chr3	196357891	196371241	2	8629	34835.49	3066.495	282	LRRC33		LRRC33	282	1
2_MACS_peak_11520_lociStitched	chr19	13949172	13959283	2	8083	33058.9256	1363.9739	283		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	283	1
1_MACS_peak_11879_lociStitched	chr19	41767722	41772410	1	4689	32746.1488	1184.6576	284	HNRNPUL1	AXL,CCDC97	HNRNPUL1	284	1
2_MACS_peak_1580_lociStitched	chr1	161007661	161018177	2	6210	34536.6472	2981.286	285	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	285	1
1_MACS_peak_14396_lociStitched	chr20	17945958	17952721	1	6764	32805.9604	1473.6577	286	C20orf72,SNX5	SNORD17	SNX5	286	1
1_MACS_peak_12008_lociStitched	chr19	47103239	47105604	1	2366	31637.7875	425.4635	287	CALM3	PTGIR,GNG8	CALM3	287	1
1_MACS_peak_14084_lociStitched	chr2	231729314	231739611	1	10298	32171.9468	1127.5215	288	ITM2C		ITM2C	288	1
1_MACS_peak_9507_lociStitched	chr17	8149321	8153819	1	4499	31811.2054	810.5396	289	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	289	1
1_MACS_peak_4157_lociStitched	chr11	64898607	64903527	1	4921	32406.564	1426.308	290	SYVN1	ZFPL1,C11orf2,TM7SF2,MRPL49,SPDYC,CAPN1,CDCA5,ZNHIT2,FAU	SYVN1	290	1
2_MACS_peak_22974_lociStitched	chr8	26428275	26437509	2	7818	32810.2488	1886.5062	291	DPYSL2		DPYSL2	291	1
2_MACS_peak_15376_lociStitched	chr22	23190160	23209826	2	15786	32789.1218	1905.6354	292		MIR650,IGLL5	IGLL5	292	1
1_MACS_peak_15083_lociStitched	chr21	34913084	34916843	1	3760	32025.1764	1199.4969	293	SON,GART	DNAJC28,DONSON	GART	293	1
1_MACS_peak_19498_lociStitched	chr5	137909617	137912235	1	2619	31362.331	575.1746	294	HSPA9	ETF1,SNORD63	HSPA9	294	1
1_MACS_peak_17191_lociStitched	chr3	170072494	170076676	1	4183	31760.199	998.6616	295	SKIL	SKIL	SKIL	295	1
3_MACS_peak_4271_lociStitched	chr11	67647287	67659715	3	7061	32647.1132	1892.7844	296			LOC645332	296	1
1_MACS_peak_20177_lociStitched	chr6	24718879	24722509	1	3631	31451.772	765.93	297	C6orf62		C6orf62	297	1
2_MACS_peak_10489_lociStitched	chr17	74721324	74734962	2	8099	32950.7718	2415.2898	298	C17orf95,MFSD11,JMJD6,SRSF2,MIR636	MXRA7	MIR636	298	1
1_MACS_peak_4057_lociStitched	chr11	61559080	61561711	1	2632	31236.2844	713.001	299	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	299	1
1_MACS_peak_4351_lociStitched	chr11	72980392	72984729	1	4338	31345.2338	877.8088	300	P2RY6	ARHGEF17	P2RY6	300	1
1_MACS_peak_19166_lociStitched	chr5	88175087	88186724	1	11638	32429.9916	2003.8914	301	MEF2C		MEF2C	301	1
2_MACS_peak_3804_lociStitched	chr11	19451291	19465782	2	11444	33253.9468	2843.1342	302	NAV2		NAV2	302	1
1_MACS_peak_22087_lociStitched	chr7	78114289	78128228	1	13940	32739.9232	2331.9947	303	MAGI2		RPL13AP17	303	1
1_MACS_peak_15309_lociStitched	chr22	19464992	19468274	1	3283	31139.9442	738.45	304	CDC45,UFD1L	MRPL40,HIRA,C22orf39,CLDN5	UFD1L	304	1
2_MACS_peak_9609_lociStitched	chr17	18964192	18974444	2	5485	31948.3076	1643.3956	305		GRAP	GRAP	305	1
3_MACS_peak_11560_lociStitched	chr19	16180409	16198069	3	9324	33006.54	2717.874	306	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	306	1
2_MACS_peak_13708_lociStitched	chr2	182168462	182180112	2	11469	32057.305	1901.28	307			ITGA4	307	1
1_MACS_peak_2743_lociStitched	chr10	32634482	32637139	1	2658	30633.3501	498.7189	308	EPC1		EPC1	308	1
4_MACS_peak_8168_lociStitched	chr15	89163778	89184306	4	14042	33536.5936	3419.9648	309	AEN,ISG20	MIR1179,MIR7-2	ISG20	309	1
1_MACS_peak_14739_lociStitched	chr20	45978901	45987268	1	8368	31720.9704	1613.9943	310	ZMYND8	LOC100131496	ZMYND8	310	1
1_MACS_peak_1232_lociStitched	chr1	143741993	143746101	1	4109	31530.954	1475.1828	311	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	311	1
3_MACS_peak_4599_lociStitched	chr11	111237885	111251256	3	11881	32270.9085	2240.9796	312	POU2AF1		POU2AF1	312	1
1_MACS_peak_17435_lociStitched	chr3	194022842	194026471	1	3630	31076.5786	1107.2079	313	LOC100131551	CPN2	LOC100131551	313	1
2_MACS_peak_1912_lociStitched	chr1	200856760	200863357	2	5377	31683.4119	1736.9901	314	C1orf106	GPR25,C1orf106	C1orf106	314	1
4_MACS_peak_3105_lociStitched	chr10	81946560	81966089	4	12382	33062.597	3196.8973	315	ANXA11		ANXA11	315	1
1_MACS_peak_8311_lociStitched	chr15	101738001	101744256	1	6256	30994.776	1219.725	316	CHSY1		CHSY1	316	1
2_MACS_peak_9280_lociStitched	chr16	89033538	89046089	2	8780	30679.6644	1025.4167	317	CBFA2T3	CBFA2T3	CBFA2T3	317	1
1_MACS_peak_22313_lociStitched	chr7	104621840	104625924	1	4085	30651.6452	1018.5496	318		MLL5,LOC100216545	LOC100216545	318	1
1_MACS_peak_1810_lociStitched	chr1	183809860	183815666	1	5807	31319.8864	1759.218	319	RGL1		APOBEC4	319	1
2_MACS_peak_23987_lociStitched	chr9	33289110	33298674	2	6128	31422.522	2018.004	320	NFX1	SPINK4,CHMP5,BAG1	NFX1	320	1
1_MACS_peak_24069_lociStitched	chr9	37527837	37532958	1	5122	30684.5199	1305.855	321	FBXO10	POLR1E	POLR1E	321	1
2_MACS_peak_15385_lociStitched	chr22	23477811	23488610	2	9320	31461.8066	2093.9261	322	RAB36,RTDR1	BCR	RTDR1	322	1
5_MACS_peak_11222_lociStitched	chr19	2254612	2274678	5	13195	33947.6588	4589.0942	323	OAZ1,JSRP1,C19orf35	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,LINGO3	OAZ1	323	1
4_MACS_peak_7118_lociStitched	chr14	81930709	81955830	4	17223	31833.3312	2499.5395	324	SEL1L		SEL1L	324	1
6_MACS_peak_24647_lociStitched	chr9	130532101	130566578	6	16273	34725.2344	5399.0982	325	CDK9,MIR2861,FPGS,SH2D3C	TOR2A,SH2D3C	CDK9	325	1
3_MACS_peak_8255_lociStitched	chr15	93346279	93364476	3	9399	32205.0506	2895.1427	326		ASB9P1	ASB9P1	326	1
2_MACS_peak_23535_lociStitched	chr8	118450402	118457440	2	6554	30737.0574	1480.0914	327			MED30	327	1
1_MACS_peak_13039_lociStitched	chr2	89049846	89056039	1	6194	30626.2429	1400.8566	328	RPIA	ANKRD36BP2	ANKRD36BP2	328	1
1_MACS_peak_14873_lociStitched	chr20	56192225	56197133	1	4909	30240.1512	1159.7604	329	ZBP1		ZBP1	329	1
1_MACS_peak_15994_lociStitched	chr3	14161119	14168313	1	7195	30530.6166	1502.8266	330	TMEM43,CHCHD4		CHCHD4	330	1
1_MACS_peak_24811_lociStitched	chr9	139792200	139798083	1	5884	30251.5626	1264.2567	331	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	331	1
1_MACS_peak_1696_lociStitched	chr1	169861673	169864394	1	2722	29670.0561	730.5885	332	SCYL3		SCYL3	332	1
2_MACS_peak_1443_lociStitched	chr1	154755979	154765611	2	6751	31625.7088	2686.3648	333	KCNN3		KCNN3	333	1
1_MACS_peak_18590_lociStitched	chr4	186345703	186347924	1	2222	29605.4858	677.1829	334	UFSP2	ANKRD37,C4orf47,LRP2BP,CCDC110	UFSP2	334	1
1_MACS_peak_1750_lociStitched	chr1	178546404	178551858	1	5455	30647.1168	1762.1874	335		C1orf220	C1orf220	335	1
4_MACS_peak_18921_lociStitched	chr5	55437276	55453510	4	12685	31771.5614	2896.1456	336	ANKRD55		ANKRD55	336	1
2_MACS_peak_10516_lociStitched	chr17	75434588	75442814	2	6641	30139.2414	1270.917	337	SEPT9	SEPT9,MIR4316	SEPT9	337	1
1_MACS_peak_2812_lociStitched	chr10	45913840	45918162	1	4323	29750.487	957.7552	338	ALOX5		ALOX5	338	1
1_MACS_peak_24288_lociStitched	chr9	93795669	93799364	1	3696	29795.741	1004.301	339		LOC100129316	LOC100129316	339	1
1_MACS_peak_23679_lociStitched	chr8	134245209	134248661	1	3453	29651.6444	931.6948	340		WISP1	WISP1	340	1
4_MACS_peak_20210_lociStitched	chr6	26183523	26207228	4	13172	32938.0975	4219.49	341	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	341	1
1_MACS_peak_9895_lociStitched	chr17	38016513	38025005	1	8493	30501.5656	1786.7168	342	ZPBP2,IKZF3	GSDMB	IKZF3	342	1
4_MACS_peak_21162_lociStitched	chr6	135322961	135343927	4	9885	31822.1948	3226.6674	343	HBS1L	MIR3662,HBS1L	MIR3662	343	1
4_MACS_peak_2528_lociStitched	chr10	7511883	7535425	4	10899	32353.7706	3766.72	344			SFMBT2	344	1
3_MACS_peak_1452_lociStitched	chr1	154942382	154957750	3	9680	32889.0568	4321.4816	345	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	345	1
3_MACS_peak_17172_lociStitched	chr3	169481470	169492522	3	6451	30627.3024	2082.1968	346	MYNN,TERC,ARPM1	LRRIQ4,LRRC34	ARPM1	346	1
2_MACS_peak_4096_lociStitched	chr11	62597895	62610407	2	7535	31033.5136	2513.6608	347	STX5,WDR74	TMEM179B,SLC3A2,TMEM223,NXF1,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	347	1
1_MACS_peak_11035_lociStitched	chr18	56806262	56811812	1	5551	29657.535	1137.75	348	SEC11C		SEC11C	348	1
1_MACS_peak_4345_lociStitched	chr11	72850800	72855864	1	5065	29370.1872	936.84	349	FCHSD2		FCHSD2	349	1
1_MACS_peak_18624_lociStitched	chr5	9874	12115	1	2242	33360.4224	4979.2779	350			PLEKHG4B	350	1
1_MACS_peak_10556_lociStitched	chr17	76884656	76889332	1	4677	29613.5756	1251.7652	351	TIMP2	USP36	TIMP2	351	1
1_MACS_peak_15159_lociStitched	chr21	41383128	41389805	1	6678	30350.3035	2050.5067	352	DSCAM		PCP4	352	1
2_MACS_peak_1527_lociStitched	chr1	156709547	156722889	2	11397	31907.393	3625.0214	353	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	353	1
1_MACS_peak_13447_lociStitched	chr2	137138041	137141536	1	3496	29167.5225	945.048	354			CXCR4	354	1
2_MACS_peak_37_lociStitched	chr1	1668924	1678983	2	5435	29913.4542	1710.03	355	SLC35E2	SLC35E2B,CDK11B,CDK11A,NADK	SLC35E2	355	1
3_MACS_peak_20263_lociStitched	chr6	27791197	27807989	3	8700	30932.5432	2797.5472	356	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	356	1
1_MACS_peak_1733_lociStitched	chr1	174967133	174970723	1	3591	29347.173	1221.318	357	CACYBP	MRPS14	CACYBP	357	1
3_MACS_peak_4278_lociStitched	chr11	67760567	67778426	3	9845	31230.0333	3128.8968	358	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	358	1
2_MACS_peak_15183_lociStitched	chr21	43647289	43655876	2	6219	30422.0236	2419.8166	359	ABCG1		ABCG1	359	1
2_MACS_peak_9372_lociStitched	chr17	2294420	2306324	2	7777	29788.5696	1793.9328	360	MNT	LOC284009	MNT	360	1
1_MACS_peak_19424_lociStitched	chr5	131435525	131441241	1	5717	29354.518	1376.9844	361		IL3,CSF2	CSF2	361	1
1_MACS_peak_19816_lociStitched	chr5	172461048	172464725	1	3678	28832.8278	895.7172	362	ATP6V0E1	SNORA74B,C5orf41	SNORA74B	362	1
4_MACS_peak_13786_lociStitched	chr2	197024512	197048511	4	14720	32048.2646	4168.6263	363	STK17B		STK17B	363	1
1_MACS_peak_3005_lociStitched	chr10	74078338	74083080	1	4743	28490.4102	640.17	364		DDIT4,DNAJB12	DNAJB12	364	1
1_MACS_peak_241_lociStitched	chr1	21615704	21622605	1	6902	29376.1768	1592.0607	365	ECE1	ECE1	ECE1	365	1
2_MACS_peak_1590_lociStitched	chr1	161144536	161157147	2	9443	31096.2038	3362.0926	366	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	366	1
2_MACS_peak_693_lociStitched	chr1	46597298	46601333	2	3727	28500.819	767.457	367	PIK3R3	TSPAN1	PIK3R3	367	1
