#13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_ROSE/13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam
#Using cutoff of 19648.3232 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	isStretch
3_MACS_peak_3332_lociStitched	chr10	104531400	104543105	3	10208	54327.587	2452.1975	260	1
2_MACS_peak_23699_lociStitched	chr8	137189395	137201481	2	10205	23907.3166	2229.867	261	1
4_MACS_peak_20023_lociStitched	chr6	7135099	7147790	4	10177	21393.2187	2025.4836	262	1
5_MACS_peak_18784_lociStitched	chr5	32276146	32296269	5	10145	14663.6301	3430.9715	263	1
2_MACS_peak_18689_lociStitched	chr5	6475744	6487176	2	10115	76361.1872	2207.5192	264	1
2_MACS_peak_2011_lociStitched	chr1	206282060	206295357	2	10094	61097.0556	3595.5088	265	1
3_MACS_peak_20200_lociStitched	chr6	26020286	26034716	3	10038	19320.327	2725.827	266	1
5_MACS_peak_18693_lociStitched	chr5	6711530	6738311	5	10029	24708.1506	3679.7094	267	1
1_MACS_peak_7766_lociStitched	chr15	56656325	56666336	1	10012	43592.8995	1926.1164	268	1
2_MACS_peak_13864_lociStitched	chr2	202116267	202128333	2	9983	41028.0198	2438.5386	269	1
4_MACS_peak_9501_lociStitched	chr17	8088558	8104274	4	9975	16226.77	2907.46	270	1
3_MACS_peak_4692_lociStitched	chr11	118963071	118979644	3	9947	25330.1732	2890.3312	271	1
3_MACS_peak_842_lociStitched	chr1	66736839	66750273	3	9946	35958.7878	2712.3246	272	1
2_MACS_peak_16401_lociStitched	chr3	52730059	52745545	2	9940	26820.2034	2548.9956	273	1
3_MACS_peak_398_lociStitched	chr1	28827242	28846256	3	9937	25752.5616	3287.5206	274	1
4_MACS_peak_21374_lociStitched	chr6	160389261	160405177	4	9932	15809.3628	1047.2728	275	1
3_MACS_peak_14582_lociStitched	chr20	34677631	34690217	3	9926	17250.3716	2182.4124	276	1
4_MACS_peak_11177_lociStitched	chr19	1258420	1277494	4	9900	35513.8806	3717.5226	277	1
2_MACS_peak_5672_lociStitched	chr12	89737980	89749502	2	9890	25497.0338	2162.6794	278	1
2_MACS_peak_5350_lociStitched	chr12	51312288	51322740	2	9888	12352.1736	1829.1	279	1
4_MACS_peak_21162_lociStitched	chr6	135322961	135343927	4	9885	31822.1948	3226.6674	280	1
3_MACS_peak_14549_lociStitched	chr20	32990584	33005732	3	9859	21152.6672	2458.5204	281	1
3_MACS_peak_4448_lociStitched	chr11	82765130	82784480	3	9856	30364.02	3566.205	282	1
2_MACS_peak_8998_lociStitched	chr16	66549388	66560111	2	9847	59094.453	2406.2412	283	1
3_MACS_peak_4278_lociStitched	chr11	67760567	67778426	3	9845	31230.0333	3128.8968	284	1
3_MACS_peak_11490_lociStitched	chr19	12898943	12918351	3	9840	21971.7968	2818.0416	285	1
3_MACS_peak_16317_lociStitched	chr3	49054547	49067614	3	9832	28620.6501	2439.6089	286	1
4_MACS_peak_23780_lociStitched	chr8	145732598	145754760	4	9821	28513.6292	2856.6818	287	1
1_MACS_peak_967_lociStitched	chr1	87792956	87802770	1	9815	17641.6464	1526.077	288	1
2_MACS_peak_2264_lociStitched	chr1	228268824	228279724	2	9790	26932.81	2912.48	289	1
3_MACS_peak_15370_lociStitched	chr22	23088040	23101796	3	9790	17895.1804	2143.1848	290	1
2_MACS_peak_6109_lociStitched	chr12	125398257	125412791	2	9770	27517.2222	1648.1556	291	1
1_MACS_peak_18143_lociStitched	chr4	105407622	105417324	1	9703	23958.1188	1651.2804	292	1
4_MACS_peak_18909_lociStitched	chr5	55272778	55291837	4	9702	21593.847	3308.6424	293	1
4_MACS_peak_355_lociStitched	chr1	27147234	27167217	4	9686	18066.6303	2987.4585	294	1
3_MACS_peak_20715_lociStitched	chr6	74220373	74234358	3	9681	28873.431	2894.895	295	1
3_MACS_peak_1452_lociStitched	chr1	154942382	154957750	3	9680	32889.0568	4321.4816	296	1
3_MACS_peak_12576_lociStitched	chr2	42323395	42334457	3	9645	49470.3702	1917.0446	297	1
4_MACS_peak_17430_lociStitched	chr3	193848163	193860391	4	9631	22084.9908	2665.704	298	1
2_MACS_peak_5258_lociStitched	chr12	46119631	46132482	2	9631	21935.3719	1785.0039	299	1
3_MACS_peak_14673_lociStitched	chr20	42569383	42585391	3	9608	24221.7048	2788.5936	300	1
4_MACS_peak_8085_lociStitched	chr15	81608845	81624205	4	9603	14295.552	2651.136	301	1
4_MACS_peak_12629_lociStitched	chr2	46788704	46804550	4	9590	22320.6756	2974.2942	302	1
1_MACS_peak_19841_lociStitched	chr5	175077003	175086585	1	9583	14146.8648	1932.6894	303	1
1_MACS_peak_1958_lociStitched	chr1	203288485	203298039	1	9555	53710.6772	3077.3434	304	1
2_MACS_peak_13250_lociStitched	chr2	112455763	112465461	2	9553	79705.9224	2253.8152	305	1
2_MACS_peak_7445_lociStitched	chr15	31546748	31560731	2	9552	57535.8501	2602.2363	306	1
2_MACS_peak_7976_lociStitched	chr15	74831595	74846091	2	9544	26806.0032	2449.824	307	1
3_MACS_peak_20247_lociStitched	chr6	27098392	27116001	3	9510	27549.2805	3241.8169	308	1
3_MACS_peak_16638_lociStitched	chr3	101495539	101512809	3	9500	24167.638	2813.283	309	1
4_MACS_peak_5866_lociStitched	chr12	109161825	109181101	4	9469	36402.726	3768.458	310	1
2_MACS_peak_1590_lociStitched	chr1	161144536	161157147	2	9443	31096.2038	3362.0926	311	1
2_MACS_peak_516_lociStitched	chr1	37933712	37946276	2	9434	17139.8088	2101.9572	312	1
3_MACS_peak_4772_lociStitched	chr11	126173028	126189632	3	9406	23776.928	3021.928	313	1
4_MACS_peak_7634_lociStitched	chr15	44579522	44602778	4	9405	15951.2904	2934.9072	314	1
3_MACS_peak_8255_lociStitched	chr15	93346279	93364476	3	9399	32205.0506	2895.1427	315	1
4_MACS_peak_6044_lociStitched	chr12	122227649	122243728	4	9389	28582.0304	1358.6755	316	1
4_MACS_peak_8906_lociStitched	chr16	50714263	50732580	4	9363	12076.3981	2910.5713	317	1
3_MACS_peak_19657_lociStitched	chr5	150459375	150475918	3	9357	21649.8241	3047.2206	318	1
3_MACS_peak_11560_lociStitched	chr19	16180409	16198069	3	9324	33006.54	2717.874	319	1
2_MACS_peak_5437_lociStitched	chr12	56509157	56524047	2	9323	21888.3	3170.081	320	1
4_MACS_peak_4238_lociStitched	chr11	66867258	66889839	4	9321	15486.0498	3016.8216	321	1
2_MACS_peak_15385_lociStitched	chr22	23477811	23488610	2	9320	31461.8066	2093.9261	322	1
2_MACS_peak_14869_lociStitched	chr20	56047722	56058254	2	9300	41433.9412	1933.6752	323	1
2_MACS_peak_8529_lociStitched	chr16	11668966	11681716	2	9275	14495.475	2417.4	324	1
1_MACS_peak_4182_lociStitched	chr11	65336144	65345385	1	9242	19330.3238	1813.0842	325	1
3_MACS_peak_1823_lociStitched	chr1	184711528	184725688	3	9241	26043.072	3603.72	326	1
1_MACS_peak_20580_lociStitched	chr6	45386711	45395949	1	9239	40607.4766	1551.984	327	1
4_MACS_peak_12043_lociStitched	chr19	48824364	48837996	4	9226	23058.528	2741.3952	328	1
5_MACS_peak_16488_lociStitched	chr3	66533098	66551765	5	9216	11019.1301	2452.8438	329	1
4_MACS_peak_20151_lociStitched	chr6	20201853	20214237	4	9214	13697.9424	1887.3216	330	1
3_MACS_peak_2214_lociStitched	chr1	226034697	226045332	3	9179	17235.081	2651.3055	331	1
5_MACS_peak_11836_lociStitched	chr19	39920999	39939583	5	9172	19119.2192	3194.5896	332	1
2_MACS_peak_9402_lociStitched	chr17	4267919	4281053	2	9169	25020.27	1950.399	333	1
2_MACS_peak_14051_lociStitched	chr2	227655656	227666585	2	9155	11715.888	1524.5955	334	1
2_MACS_peak_14935_lociStitched	chr20	62358232	62370993	2	9137	23863.07	2053.2449	335	1
1_MACS_peak_18650_lociStitched	chr5	1311756	1320878	1	9123	170351.5256	2357.1248	336	1
1_MACS_peak_11057_lociStitched	chr18	60822027	60831149	1	9123	77734.9474	2219.3826	337	1
1_MACS_peak_15388_lociStitched	chr22	23517431	23526552	1	9122	18318.6164	1808.6943	338	1
3_MACS_peak_10037_lociStitched	chr17	43516988	43531611	3	9107	20532.1543	2383.549	339	1
2_MACS_peak_15680_lociStitched	chr22	39539766	39549648	2	9088	13980.0654	1604.8368	340	1
3_MACS_peak_3000_lociStitched	chr10	74006951	74024322	3	9088	24208.2256	2685.5566	341	1
3_MACS_peak_2189_lociStitched	chr1	223899477	223915546	3	9087	18257.5978	3287.7174	342	1
4_MACS_peak_17062_lociStitched	chr3	151985429	152000138	4	9071	19930.695	2437.2813	343	1
2_MACS_peak_10527_lociStitched	chr17	76116631	76129683	2	9065	24797.4948	2043.9432	344	1
4_MACS_peak_4150_lociStitched	chr11	64845549	64864869	4	9035	23145.36	3062.22	345	1
2_MACS_peak_5598_lociStitched	chr12	72079012	72088951	2	8994	13903.6671	1661.8008	346	1
3_MACS_peak_5836_lociStitched	chr12	106529505	106543830	3	8977	15826.26	2387.9775	347	1
2_MACS_peak_11563_lociStitched	chr19	16221476	16231698	2	8966	35171.8576	1975.9126	348	1
4_MACS_peak_20408_lociStitched	chr6	33537830	33558570	4	8946	26914.298	3353.658	349	1
1_MACS_peak_3400_lociStitched	chr10	112255943	112264880	1	8938	27284.661	1824.9354	350	1
3_MACS_peak_9479_lociStitched	chr17	7474960	7488347	3	8932	23968.0848	2796.5443	351	1
2_MACS_peak_5360_lociStitched	chr12	51712206	51721841	2	8916	25240.8095	1971.321	352	1
1_MACS_peak_1267_lociStitched	chr1	145449065	145457962	1	8898	25987.2473	2726.0408	353	1
2_MACS_peak_17985_lociStitched	chr4	78736146	78749260	2	8888	17812.7462	2069.3892	354	1
4_MACS_peak_11580_lociStitched	chr19	16545268	16561738	4	8844	25734.375	2727.432	355	1
4_MACS_peak_15882_lociStitched	chr22	50962333	50979083	4	8819	24754.825	2147.35	356	1
4_MACS_peak_23785_lociStitched	chr8	146010630	146030932	4	8807	14838.7318	2897.0954	357	1
1_MACS_peak_17238_lociStitched	chr3	176912079	176920879	1	8801	26589.2	2368.96	358	1
2_MACS_peak_4736_lociStitched	chr11	122928929	122941505	2	8799	29319.6864	2361.7728	359	1
1_MACS_peak_8208_lociStitched	chr15	90637765	90646555	1	8791	34096.41	1777.338	360	1
4_MACS_peak_13241_lociStitched	chr2	112231711	112242496	4	8789	12673.4535	1611.279	361	1
2_MACS_peak_9280_lociStitched	chr16	89033538	89046089	2	8780	30679.6644	1025.4167	362	1
1_MACS_peak_18351_lociStitched	chr4	144273200	144281964	1	8765	26174.5624	1565.2504	363	1
3_MACS_peak_13984_lociStitched	chr2	219148534	219160751	3	8760	18077.4949	2313.8998	364	1
3_MACS_peak_16832_lociStitched	chr3	125548584	125560650	3	8742	28141.5318	2145.3348	365	1
1_MACS_peak_19549_lociStitched	chr5	140886049	140894783	1	8735	10032.7458	1440.2366	366	1
4_MACS_peak_14478_lociStitched	chr20	30146937	30162157	4	8734	15419.382	2899.41	367	1
2_MACS_peak_16249_lociStitched	chr3	46245943	46257076	2	8729	39174.8004	2185.4079	368	1
3_MACS_peak_14821_lociStitched	chr20	52268005	52278606	3	8724	14880.6237	1543.5056	369	1
2_MACS_peak_6247_lociStitched	chr13	30943819	30957734	2	8709	13948.396	1474.99	370	1
2_MACS_peak_17908_lociStitched	chr4	71542207	71555201	2	8702	25238.2462	2195.986	371	1
3_MACS_peak_20263_lociStitched	chr6	27791197	27807989	3	8700	30932.5432	2797.5472	372	1
4_MACS_peak_8202_lociStitched	chr15	90573950	90591503	4	8697	17489.8092	2638.2159	373	1
3_MACS_peak_9685_lociStitched	chr17	27219464	27230932	3	8688	23168.8004	2159.4244	374	1
3_MACS_peak_8793_lociStitched	chr16	30379283	30394752	3	8682	18055.4168	2657.5742	375	1
5_MACS_peak_21688_lociStitched	chr7	29706412	29726090	5	8677	13552.2386	2573.8824	376	1
4_MACS_peak_14834_lociStitched	chr20	52546035	52566646	4	8677	13444.5553	3524.481	377	1
3_MACS_peak_11655_lociStitched	chr19	19050213	19061473	3	8676	21779.092	1890.554	378	1
1_MACS_peak_3891_lociStitched	chr11	35159853	35168519	1	8667	21937.1124	2147.4348	379	1
4_MACS_peak_6942_lociStitched	chr14	63937244	63951898	4	8666	9064.9644	1107.8424	380	1
4_MACS_peak_5497_lociStitched	chr12	58135053	58150785	4	8665	14951.6928	2663.4276	381	1
3_MACS_peak_7488_lociStitched	chr15	34619535	34635775	3	8647	15796.648	2505.832	382	1
2_MACS_peak_15583_lociStitched	chr22	36772555	36785162	2	8634	25364.0233	2117.976	383	1
4_MACS_peak_5041_lociStitched	chr12	13242439	13255796	4	8633	16451.8169	2346.8249	384	1
2_MACS_peak_17473_lociStitched	chr3	196357891	196371241	2	8629	34835.49	3066.495	385	1
2_MACS_peak_20320_lociStitched	chr6	30649179	30659438	2	8618	19033.5227	1586.0414	386	1
2_MACS_peak_20225_lociStitched	chr6	26358037	26367294	2	8610	36205.9784	1788.4524	387	1
2_MACS_peak_3327_lociStitched	chr10	104401144	104413157	2	8610	24345.5458	1810.3591	388	1
2_MACS_peak_20078_lociStitched	chr6	11827924	11836630	2	8593	55808.9424	1907.4846	389	1
1_MACS_peak_1888_lociStitched	chr1	197740121	197748710	1	8590	26068.4739	2410.0734	390	1
2_MACS_peak_22272_lociStitched	chr7	101921669	101935854	2	8585	24435.081	2258.252	391	1
1_MACS_peak_4038_lociStitched	chr11	60604752	60613311	1	8560	19443.4803	1742.6124	392	1
2_MACS_peak_24659_lociStitched	chr9	130731764	130744446	2	8551	25465.456	2058.2886	393	1
5_MACS_peak_1467_lociStitched	chr1	155210149	155233082	5	8548	16720.4503	5015.4471	394	1
4_MACS_peak_4418_lociStitched	chr11	78127282	78139741	4	8547	13603.9821	2019.6039	395	1
1_MACS_peak_13972_lociStitched	chr2	217080385	217088929	1	8545	29438.352	1903.6032	396	1
1_MACS_peak_17899_lociStitched	chr4	69434653	69443196	1	8544	22670.5591	1494.1707	397	1
2_MACS_peak_23406_lociStitched	chr8	95953266	95962938	2	8532	10193.3208	849.2016	398	1
3_MACS_peak_15877_lociStitched	chr22	50906951	50921057	3	8525	16212.0258	1846.4754	399	1
3_MACS_peak_20398_lociStitched	chr6	33279593	33292534	3	8515	20048.1972	2211.6169	400	1
4_MACS_peak_24746_lociStitched	chr9	134595137	134615306	4	8515	18329.5872	2710.7136	401	1
3_MACS_peak_24318_lociStitched	chr9	95514494	95529051	3	8508	16928.3353	2559.1206	402	1
2_MACS_peak_17818_lociStitched	chr4	48194822	48206514	2	8502	20921.6648	1917.488	403	1
5_MACS_peak_20331_lociStitched	chr6	31147843	31172912	5	8496	20140.4346	3462.0289	404	1
1_MACS_peak_9895_lociStitched	chr17	38016513	38025005	1	8493	30501.5656	1786.7168	405	1
1_MACS_peak_21854_lociStitched	chr7	47514089	47522571	1	8483	19493.3324	1831.2638	406	1
1_MACS_peak_262_lociStitched	chr1	23850389	23858871	1	8483	43415.117	1893.1824	407	1
2_MACS_peak_15062_lociStitched	chr21	34600923	34612755	2	8483	19541.7312	2806.5504	408	1
2_MACS_peak_10005_lociStitched	chr17	42287130	42299704	2	8482	20901.7602	1801.8542	409	1
4_MACS_peak_4140_lociStitched	chr11	64611230	64634270	4	8482	21846.528	3303.936	410	1
6_MACS_peak_8334_lociStitched	chr16	430743	452846	6	8480	11369.7832	2440.1712	411	1
3_MACS_peak_6596_lociStitched	chr13	111350910	111369156	3	8474	16211.571	2663.916	412	1
2_MACS_peak_402_lociStitched	chr1	28903219	28914459	2	8471	16130.524	1705.108	413	1
2_MACS_peak_17385_lociStitched	chr3	186779923	186792356	2	8467	51010.1124	3753.5227	414	1
3_MACS_peak_7674_lociStitched	chr15	46994714	47008512	3	8446	20065.0516	2347.0398	415	1
4_MACS_peak_522_lociStitched	chr1	38140979	38158825	4	8443	14076.9248	2878.5598	416	1
3_MACS_peak_500_lociStitched	chr1	36614008	36627403	3	8433	23165.313	2356.1805	417	1
3_MACS_peak_4975_lociStitched	chr12	9587662	9601923	3	8423	21328.7516	2645.4155	418	1
2_MACS_peak_18545_lociStitched	chr4	185201325	185210918	2	8413	52650.2212	1992.4661	419	1
4_MACS_peak_10529_lociStitched	chr17	76137636	76152380	4	8410	29337.6112	2372.3096	420	1
3_MACS_peak_9461_lociStitched	chr17	7136593	7147273	3	8405	20520.552	2187.264	421	1
5_MACS_peak_10641_lociStitched	chr17	80447723	80465500	5	8389	11898.1461	2577.665	422	1
2_MACS_peak_10128_lociStitched	chr17	47816237	47827472	2	8384	17240.1075	2248.1235	423	1
4_MACS_peak_9016_lociStitched	chr16	67191577	67209071	4	8383	17506.2458	2678.3314	424	1
2_MACS_peak_24605_lociStitched	chr9	127622634	127635769	2	8374	27230.1685	2080.584	425	1
5_MACS_peak_9117_lociStitched	chr16	70827155	70850346	5	8371	14545.3952	3903.0453	426	1
1_MACS_peak_14739_lociStitched	chr20	45978901	45987268	1	8368	31720.9704	1613.9943	427	1
1_MACS_peak_20962_lociStitched	chr6	108987700	108996057	1	8358	15652.661	1501.7529	428	1
4_MACS_peak_9031_lociStitched	chr16	67571127	67587406	4	8355	16306.6743	2505.3381	429	1
2_MACS_peak_24555_lociStitched	chr9	123630372	123641243	2	8352	19399.2995	1995.9156	430	1
2_MACS_peak_19835_lociStitched	chr5	173696772	173709818	2	8346	27771.0202	1985.6012	431	1
3_MACS_peak_16354_lociStitched	chr3	50357715	50376585	3	8338	39743.994	3187.143	432	1
2_MACS_peak_16819_lociStitched	chr3	124502034	124511783	2	8332	35164.643	1727.5228	433	1
3_MACS_peak_23990_lociStitched	chr9	33445301	33459252	3	8331	15767.4202	2537.6869	434	1
4_MACS_peak_19563_lociStitched	chr5	141386396	141396824	4	8313	14104.9128	1948.9932	435	1
3_MACS_peak_15420_lociStitched	chr22	24819692	24831728	3	8294	24573.9012	1937.796	436	1
4_MACS_peak_3509_lociStitched	chr10	126407528	126424046	4	8289	15355.1328	2603.2368	437	1
3_MACS_peak_6063_lociStitched	chr12	123355303	123364639	3	8277	12340.3248	931.7328	438	1
4_MACS_peak_12987_lociStitched	chr2	86290550	86308573	4	8263	13603.7604	2934.1444	439	1
3_MACS_peak_20526_lociStitched	chr6	42737792	42752255	3	8261	38245.9572	2118.8295	440	1
4_MACS_peak_10607_lociStitched	chr17	79868191	79886673	4	8258	13482.619	2275.1342	441	1
3_MACS_peak_22744_lociStitched	chr7	155532718	155547261	3	8247	19701.4021	3250.3605	442	1
1_MACS_peak_1116_lociStitched	chr1	111172893	111181137	1	8245	25315.6752	1056.0564	443	1
3_MACS_peak_2091_lociStitched	chr1	211744774	211756298	3	8230	17470.384	2791.1128	444	1
2_MACS_peak_6646_lociStitched	chr13	115039552	115048735	2	8222	43137.1425	1753.953	445	1
3_MACS_peak_17176_lociStitched	chr3	169656802	169668077	3	8217	23433.96	2773.65	446	1
4_MACS_peak_20403_lociStitched	chr6	33376759	33395935	4	8200	15195.0624	2966.5272	447	1
4_MACS_peak_5504_lociStitched	chr12	58224912	58241137	4	8180	14729.055	2448.3525	448	1
2_MACS_peak_12857_lociStitched	chr2	70310168	70323291	2	8161	79314.0997	2372.6384	449	1
4_MACS_peak_12920_lociStitched	chr2	74681616	74700760	4	8142	20612.3448	2967.32	450	1
2_MACS_peak_11437_lociStitched	chr19	11199493	11208007	2	8141	20481.2784	1559.7648	451	1
2_MACS_peak_17745_lociStitched	chr4	38124315	38135930	2	8131	23911.8005	1857.2385	452	1
3_MACS_peak_15070_lociStitched	chr21	34696024	34712399	3	8125	29686.2375	3931.6375	453	1
4_MACS_peak_9107_lociStitched	chr16	70461297	70474010	4	8123	11716.3008	2096.3737	454	1
2_MACS_peak_2058_lociStitched	chr1	209275666	209284400	2	8118	46705.9384	2511.8984	455	1
3_MACS_peak_14306_lociStitched	chr20	5092499	5109097	3	8105	23444.675	3092.2074	456	1
3_MACS_peak_22999_lociStitched	chr8	28195149	28207140	3	8100	18178.356	1960.5285	457	1
2_MACS_peak_10489_lociStitched	chr17	74721324	74734962	2	8099	32950.7718	2415.2898	458	1
3_MACS_peak_10638_lociStitched	chr17	80405898	80423974	3	8099	37540.2368	2879.5068	459	1
3_MACS_peak_5266_lociStitched	chr12	46776242	46785465	3	8098	16612.4676	1615.8696	460	1
1_MACS_peak_14347_lociStitched	chr20	9489974	9498069	1	8096	19846.5115	1430.3865	461	1
1_MACS_peak_21204_lociStitched	chr6	138186995	138195081	1	8087	21078.5848	1563.8324	462	1
2_MACS_peak_11520_lociStitched	chr19	13949172	13959283	2	8083	33058.9256	1363.9739	463	1
2_MACS_peak_18023_lociStitched	chr4	84132867	84144080	2	8083	17116.6445	2027.3104	464	1
3_MACS_peak_13034_lociStitched	chr2	88899118	88916569	3	8079	10065.7368	2898.6111	465	1
3_MACS_peak_20922_lociStitched	chr6	106585558	106595552	3	8063	28646.8016	2056.7652	466	1
2_MACS_peak_23339_lociStitched	chr8	81073689	81084539	2	8053	11536.805	1908.515	467	1
2_MACS_peak_22397_lociStitched	chr7	114561744	114573695	2	8040	46414.0987	3021.2128	468	1
2_MACS_peak_17517_lociStitched	chr4	1712289	1725141	2	8032	36521.5284	1990.7748	469	1
3_MACS_peak_25458_lociStitched	chrX	118815375	118827827	3	8027	12950.08	1043.4776	470	1
3_MACS_peak_9131_lociStitched	chr16	71876755	71888624	3	8026	16459.9292	2106.7475	471	1
1_MACS_peak_4005_lociStitched	chr11	58340008	58348032	1	8025	56165.5928	1815.0288	472	1
5_MACS_peak_16261_lociStitched	chr3	46421756	46438671	5	8025	10806.9935	2615.059	473	1
3_MACS_peak_7172_lociStitched	chr14	91814910	91823525	3	8019	11846.4865	914.0515	474	1
1_MACS_peak_12814_lociStitched	chr2	66659930	66667943	1	8014	16377.7707	1238.8098	475	1
2_MACS_peak_14198_lociStitched	chr2	241499433	241509460	2	8014	18678.2956	866.3328	476	1
1_MACS_peak_16722_lociStitched	chr3	113460828	113468840	1	8013	19886.5852	1737.8028	477	1
3_MACS_peak_14745_lociStitched	chr20	46114697	46132272	3	8008	14520.465	2483.3475	478	1
5_MACS_peak_6003_lociStitched	chr12	120966115	120978032	5	8004	9493.0822	1259.6269	479	1
4_MACS_peak_11896_lociStitched	chr19	42363194	42380155	4	7990	17398.5938	2749.3781	480	1
3_MACS_peak_18658_lociStitched	chr5	1511664	1525124	3	7965	16748.278	1573.474	481	1
2_MACS_peak_11235_lociStitched	chr19	2468806	2480315	2	7964	24942.3048	2970.4729	482	1
2_MACS_peak_25471_lociStitched	chrX	119435100	119444384	2	7952	12560.3236	925.6148	483	1
2_MACS_peak_22157_lociStitched	chr7	92437405	92445659	2	7950	12697.1282	1498.101	484	1
2_MACS_peak_3892_lociStitched	chr11	35183568	35196161	2	7948	12231.5809	2081.6229	485	1
2_MACS_peak_4244_lociStitched	chr11	67033958	67046609	2	7944	26009.1909	2158.2606	486	1
3_MACS_peak_12084_lociStitched	chr19	49989994	50004860	3	7942	15670.2506	2803.7276	487	1
2_MACS_peak_14536_lociStitched	chr20	32462000	32473666	2	7917	49590.9994	2218.8732	488	1
4_MACS_peak_11386_lociStitched	chr19	9928807	9947041	4	7916	15839.8758	2370.42	489	1
2_MACS_peak_9679_lociStitched	chr17	27046165	27056533	2	7907	29711.5776	2254.0032	490	1
1_MACS_peak_12985_lociStitched	chr2	86220361	86228260	1	7900	36007.5915	1503.9696	491	1
3_MACS_peak_15664_lociStitched	chr22	39409219	39421991	3	7899	17059.5604	2104.8256	492	1
2_MACS_peak_3395_lociStitched	chr10	112172822	112185039	2	7894	17186.8756	2123.3146	493	1
3_MACS_peak_24015_lociStitched	chr9	35066485	35080704	3	7892	22322.4081	2506.8097	494	1
2_MACS_peak_7746_lociStitched	chr15	52968269	52977019	2	7880	15154.125	1499.75	495	1
3_MACS_peak_1756_lociStitched	chr1	179049028	179062004	3	7878	45691.0912	3433.4496	496	1
2_MACS_peak_21602_lociStitched	chr7	20476807	20489858	2	7871	19311.5647	1981.1418	497	1
2_MACS_peak_4639_lociStitched	chr11	115091018	115102238	2	7854	65061.414	1914.132	498	1
3_MACS_peak_13184_lociStitched	chr2	109829468	109842813	3	7851	24730.954	2495.515	499	1
3_MACS_peak_4040_lociStitched	chr11	60672574	60683996	3	7848	24567.5798	2515.1244	500	1
3_MACS_peak_21039_lociStitched	chr6	117859204	117871483	3	7848	14786.3718	1895.8776	501	1
4_MACS_peak_7823_lociStitched	chr15	63765765	63780082	4	7846	11051.2923	2353.7148	502	1
1_MACS_peak_2910_lociStitched	chr10	63804436	63812276	1	7841	25107.6	1420.608	503	1
3_MACS_peak_22307_lociStitched	chr7	104576334	104586744	3	7840	56042.235	2367.234	504	1
1_MACS_peak_12161_lociStitched	chr19	55764285	55772117	1	7833	21705.6048	1471.6328	505	1
2_MACS_peak_4804_lociStitched	chr11	129238110	129248584	2	7823	15140.167	1804.6702	506	1
2_MACS_peak_22974_lociStitched	chr8	26428275	26437509	2	7818	32810.2488	1886.5062	507	1
3_MACS_peak_18290_lociStitched	chr4	129724281	129741290	3	7812	22118.5036	2279.206	508	1
3_MACS_peak_20817_lociStitched	chr6	88626944	88637018	3	7809	22137.615	1947.3042	509	1
2_MACS_peak_5799_lociStitched	chr12	102871256	102879237	2	7800	26904.7491	1672.8176	510	1
3_MACS_peak_1532_lociStitched	chr1	157142582	157152862	3	7800	12423.38	2436.36	511	1
2_MACS_peak_11760_lociStitched	chr19	35695435	35706014	2	7799	45445.2682	2135.9001	512	1
3_MACS_peak_1802_lociStitched	chr1	183438762	183451036	3	7793	30454.2488	3187.5578	513	1
3_MACS_peak_315_lociStitched	chr1	25869684	25879329	3	7790	27973.3935	1890.42	514	1
3_MACS_peak_20348_lociStitched	chr6	31619032	31634908	3	7781	28402.164	2675.106	515	1
3_MACS_peak_24532_lociStitched	chr9	117369418	117380216	3	7778	15921.651	1967.3956	516	1
2_MACS_peak_9372_lociStitched	chr17	2294420	2306324	2	7777	29788.5696	1793.9328	517	1
1_MACS_peak_10190_lociStitched	chr17	54984796	54992570	1	7775	13519.7634	1505.0464	518	1
3_MACS_peak_17615_lociStitched	chr4	9599173	9610913	3	7771	23626.75	2276.386	519	1
1_MACS_peak_10033_lociStitched	chr17	43387875	43395636	1	7762	15974.4663	1733.8074	520	1
1_MACS_peak_2906_lociStitched	chr10	63656565	63664308	1	7744	16356.3132	1177.7103	521	1
2_MACS_peak_24717_lociStitched	chr9	132646207	132657804	2	7744	40287.978	2025.9959	522	1
1_MACS_peak_23095_lociStitched	chr8	38237232	38244971	1	7740	21584.8449	1470.41	523	1
3_MACS_peak_1155_lociStitched	chr1	115236770	115251154	3	7735	12724.0864	1042.84	524	1
1_MACS_peak_23616_lociStitched	chr8	126441276	126448993	1	7718	20365.163	1570.4095	525	1
2_MACS_peak_858_lociStitched	chr1	67389643	67400543	2	7714	13130.14	1639.36	526	1
2_MACS_peak_24356_lociStitched	chr9	98267403	98279396	2	7711	11915.0455	1394.7859	527	1
