REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X13_0EWZ_0229Kronos_MM1S.KB.1hr.1_H3K27Ac_hs.dm_i22.bam	X37_0EXP_0229Kronos_MM1S.KB.1hr.1_Input_hs_i80.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
3_MACS_peak_4599_lociStitched	chr11	111237885	111251256	3	11881	32270.9085	2240.9796	181	POU2AF1		POU2AF1	181	1
3_MACS_peak_7979_lociStitched	chr15	74906293	74924376	3	11853	29404.7663	3412.2621	182	CLK3,EDC3		CLK3	182	1
5_MACS_peak_7358_lociStitched	chr15	21976594	22002433	5	11830	21474.7929	3826.7559	183		LOC646214,CXADRP2	CXADRP2	183	1
1_MACS_peak_19940_lociStitched	chr6	389080	400889	1	11810	25179.1498	2352.3528	184	IRF4		IRF4	184	1
3_MACS_peak_14978_lociStitched	chr21	19152066	19167696	3	11801	25033.008	2904.054	185	C21orf91		C21orf91	185	1
3_MACS_peak_14914_lociStitched	chr20	61272865	61291141	3	11782	47565.1176	2591.5368	186	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	186	1
2_MACS_peak_19431_lociStitched	chr5	131789742	131804200	2	11780	30468.7892	3199.5554	187	C5orf56	IRF1	IRF1	187	1
2_MACS_peak_15399_lociStitched	chr22	24178223	24192227	2	11770	116960.0076	3148.0992	188	DERL3	SMARCB1,SLC2A11,MIF	DERL3	188	1
4_MACS_peak_12637_lociStitched	chr2	47193826	47214988	4	11765	38671.4388	3368.9904	189	TTC7A	MCFD2	MCFD2	189	1
3_MACS_peak_2339_lociStitched	chr1	234734133	234749810	3	11734	85599.5554	4110.5094	190	IRF2BP2	NCRNA00184	IRF2BP2	190	1
2_MACS_peak_10723_lociStitched	chr18	9060649	9074455	2	11664	68026.3038	2969.6706	191		NDUFV2	NDUFV2	191	1
1_MACS_peak_6628_lociStitched	chr13	114556480	114568124	1	11645	87603.634	2993.6724	192	GAS6	FLJ44054,GAS6	GAS6	192	1
1_MACS_peak_19166_lociStitched	chr5	88175087	88186724	1	11638	32429.9916	2003.8914	193	MEF2C		MEF2C	193	1
1_MACS_peak_10823_lociStitched	chr18	22929365	22940893	1	11529	15034.8176	1383.36	194	ZNF521		ZNF521	194	1
5_MACS_peak_5456_lociStitched	chr12	57021996	57040861	5	11528	23422.784	3429.657	195	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	195	1
3_MACS_peak_15441_lociStitched	chr22	26974889	26992126	3	11527	28177.3239	2968.2114	196	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	196	1
3_MACS_peak_9887_lociStitched	chr17	37925160	37937797	3	11502	22358.6441	2109.1153	197	IKZF3	GRB7,C17orf37	GRB7	197	1
3_MACS_peak_17381_lociStitched	chr3	186703368	186719704	3	11471	42754.5792	4008.8544	198	ST6GAL1	ST6GAL1	ST6GAL1	198	1
2_MACS_peak_13708_lociStitched	chr2	182168462	182180112	2	11469	32057.305	1901.28	199			ITGA4	199	1
2_MACS_peak_3804_lociStitched	chr11	19451291	19465782	2	11444	33253.9468	2843.1342	200	NAV2		NAV2	200	1
2_MACS_peak_1527_lociStitched	chr1	156709547	156722889	2	11397	31907.393	3625.0214	201	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	201	1
2_MACS_peak_24297_lociStitched	chr9	94181153	94192698	2	11341	29287.356	2247.8115	202	NFIL3		NFIL3	202	1
5_MACS_peak_7349_lociStitched	chr15	20969759	20995770	5	11341	23167.9977	3602.5235	203		BCL8	BCL8	203	1
5_MACS_peak_22994_lociStitched	chr8	27934656	27951513	5	11336	18780.3837	2877.4899	204	ELP3,C8orf80		C8orf80	204	1
3_MACS_peak_1601_lociStitched	chr1	161423962	161442209	3	11321	8990.2969	7703.8834	205		FCGR2A	FCGR2A	205	1
4_MACS_peak_1977_lociStitched	chr1	204474826	204491869	4	11318	53114.5095	4345.965	206	MDM4	PIK3C2B	MDM4	206	1
5_MACS_peak_8747_lociStitched	chr16	29463987	29487939	5	11310	19482.5568	4699.3824	207	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	207	1
5_MACS_peak_11199_lociStitched	chr19	1846894	1865637	5	11248	41440.773	3448.712	208	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	208	1
3_MACS_peak_19801_lociStitched	chr5	171601117	171616132	3	11226	27492.465	2663.661	209	STK10	EFCAB9	STK10	209	1
2_MACS_peak_17906_lociStitched	chr4	71523472	71535015	2	11153	18469.9543	1864.1945	210	IGJ	ENAM,UTP3,RUFY3	IGJ	210	1
4_MACS_peak_12174_lociStitched	chr19	56145597	56167976	4	11136	29155.3612	3793.2405	211	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	211	1
1_MACS_peak_19585_lociStitched	chr5	142774844	142785961	1	11118	29589.0072	2100.0013	212	NR3C1		NR3C1	212	1
5_MACS_peak_1013_lociStitched	chr1	93409295	93428316	5	11105	14547.2608	1767.0509	213	FAM69A		FAM69A	213	1
4_MACS_peak_10533_lociStitched	chr17	76163980	76183620	4	11105	26364.736	2832.088	214	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	214	1
2_MACS_peak_11163_lociStitched	chr19	1015176	1029446	2	11096	28293.129	2938.193	215	CNN2,C19orf6	WDR18,GRIN3B,ABCA7,HMHA1	C19orf6	215	1
2_MACS_peak_14692_lociStitched	chr20	43270442	43282146	2	11079	34451.8944	2434.432	216	ADA	LOC79015	ADA	216	1
3_MACS_peak_18792_lociStitched	chr5	32530538	32543811	3	11070	26972.0633	2722.2923	217		SUB1	SUB1	217	1
4_MACS_peak_12048_lociStitched	chr19	48880260	48902374	4	11053	40592.4584	3308.2544	218	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	218	1
5_MACS_peak_12435_lociStitched	chr2	27293426	27310761	5	11012	20718.792	2600.25	219	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	219	1
2_MACS_peak_15461_lociStitched	chr22	29207173	29221444	2	10986	37445.6769	2674.3854	220		CCDC117,XBP1	XBP1	220	1
2_MACS_peak_9173_lociStitched	chr16	79628835	79640526	2	10919	14658.1758	922.4199	221	MAF		MAF	221	1
4_MACS_peak_15216_lociStitched	chr21	45194872	45210727	4	10909	29147.832	3473.8305	222	RRP1,CSTB	LOC284837	CSTB	222	1
4_MACS_peak_2528_lociStitched	chr10	7511883	7535425	4	10899	32353.7706	3766.72	223			SFMBT2	223	1
4_MACS_peak_12579_lociStitched	chr2	42344386	42360935	4	10878	20545.5835	2520.4127	224		EML4	EML4	224	1
1_MACS_peak_8084_lociStitched	chr15	81585017	81595853	1	10837	29348.2224	2432.682	225	IL16	STARD5	IL16	225	1
3_MACS_peak_18796_lociStitched	chr5	32581076	32592508	3	10830	38583	2066.9056	226	SUB1		SUB1	226	1
4_MACS_peak_4934_lociStitched	chr12	7022794	7038294	4	10812	20590.2	2557.5	227	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	227	1
2_MACS_peak_19824_lociStitched	chr5	173310354	173322060	2	10767	20246.6976	2407.9242	228	CPEB4		CPEB4	228	1
3_MACS_peak_25142_lociStitched	chrX	48790442	48805700	3	10757	36079.0668	1580.7288	229	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	229	1
1_MACS_peak_19625_lociStitched	chr5	148204916	148215654	1	10739	26189.982	2341.9578	230	ADRB2		ADRB2	230	1
4_MACS_peak_13855_lociStitched	chr2	202040287	202059980	4	10721	13840.2404	3365.5337	231	CASP10	CASP8	CASP10	231	1
4_MACS_peak_11499_lociStitched	chr19	13043353	13057880	4	10719	21117.8999	2837.1231	232	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	232	1
4_MACS_peak_16054_lociStitched	chr3	20080532	20098100	4	10702	20122.3872	2782.7712	233	KAT2B	C3orf48	KAT2B	233	1
5_MACS_peak_19156_lociStitched	chr5	87954655	87976781	5	10699	39722.8078	3186.144	234	LOC645323,MIR9-2		MIR9-2	234	1
4_MACS_peak_17111_lociStitched	chr3	156804766	156824441	4	10668	45569.2675	5373.2425	235	LOC100498859,LOC339894		LOC100498859	235	1
1_MACS_peak_19332_lociStitched	chr5	118667964	118678595	1	10632	23626.3344	2092.1808	236	TNFAIP8	TNFAIP8	TNFAIP8	236	1
3_MACS_peak_25632_lociStitched	chrX	153233107	153252438	3	10620	35592.2372	1594.8075	237	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	237	1
4_MACS_peak_21252_lociStitched	chr6	143162961	143179767	4	10585	20412.5676	1430.1906	238	HIVEP2		HIVEP2	238	1
5_MACS_peak_3349_lociStitched	chr10	105249859	105268148	5	10556	20269.6987	3162.1681	239	NEURL	CALHM2,CALHM1,CALHM3	NEURL	239	1
3_MACS_peak_17777_lociStitched	chr4	40302742	40319752	3	10531	18705.897	2976.75	240		CHRNA9	CHRNA9	240	1
3_MACS_peak_23749_lociStitched	chr8	145001947	145018649	3	10512	24934.4158	2104.452	241	PLEC	GRINA,MIR661,PARP10	PLEC	241	1
2_MACS_peak_25140_lociStitched	chrX	48768089	48778699	2	10511	17035.416	1361.263	242	SLC35A2,PIM2	PQBP1,TIMM17B,OTUD5,KCND1	PIM2	242	1
3_MACS_peak_4318_lociStitched	chr11	71413877	71426819	3	10506	53609.6466	2404.6236	243			FAM86C	243	1
3_MACS_peak_8782_lociStitched	chr16	30193725	30212211	3	10500	27342.6426	3798.873	244	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	244	1
1_MACS_peak_19509_lociStitched	chr5	138720017	138730458	1	10442	34997.1879	2593.5444	245	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	245	1
1_MACS_peak_4893_lociStitched	chr12	4377636	4388077	1	10442	46016.6193	1869.9831	246	CCND2	C12orf5	CCND2	246	1
5_MACS_peak_4071_lociStitched	chr11	62308134	62325956	5	10435	18230.1238	3147.3652	247	AHNAK	EEF1G,TUT1,MTA2	AHNAK	247	1
5_MACS_peak_5004_lociStitched	chr12	11901611	11919992	5	10376	20614.2915	2806.7787	248	ETV6		ETV6	248	1
3_MACS_peak_17749_lociStitched	chr4	38307236	38322198	3	10373	25525.172	2528.578	249			KLF3	249	1
5_MACS_peak_11409_lociStitched	chr19	10522066	10539551	5	10347	14521.2925	2918.2465	250	PDE4A	PDE4A,TYK2,MIR1181,CDC37	PDE4A	250	1
4_MACS_peak_3587_lociStitched	chr11	789105	811133	4	10334	23922.408	2713.8496	251	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	251	1
1_MACS_peak_10029_lociStitched	chr17	43298145	43308471	1	10327	91117.6566	2379.1104	252	FMNL1	LOC100133991,C17orf46	FMNL1	252	1
3_MACS_peak_9204_lociStitched	chr16	81841536	81857683	3	10301	23531.0231	1432.2389	253	PLCG2		PLCG2	253	1
1_MACS_peak_14084_lociStitched	chr2	231729314	231739611	1	10298	32171.9468	1127.5215	254	ITM2C		ITM2C	254	1
1_MACS_peak_19270_lociStitched	chr5	109023993	109034260	1	10268	20498.0655	2071.8806	255	MAN2A1		MAN2A1	255	1
5_MACS_peak_11326_lociStitched	chr19	6765483	6789433	5	10252	17919.39	5125.3	256	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	256	1
3_MACS_peak_22015_lociStitched	chr7	74057219	74076938	3	10238	26545.7178	3050.5293	257	GTF2I		GTF2I	257	1
5_MACS_peak_15670_lociStitched	chr22	39459232	39474255	5	10235	24801.4707	2707.1446	258	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	258	1
2_MACS_peak_9421_lociStitched	chr17	4842072	4854526	2	10221	43195.4536	2279.082	259	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	259	1
3_MACS_peak_3332_lociStitched	chr10	104531400	104543105	3	10208	54327.587	2452.1975	260	C10orf26		C10orf26	260	1
2_MACS_peak_23699_lociStitched	chr8	137189395	137201481	2	10205	23907.3166	2229.867	261			KHDRBS3	261	1
4_MACS_peak_20023_lociStitched	chr6	7135099	7147790	4	10177	21393.2187	2025.4836	262	RREB1		RREB1	262	1
5_MACS_peak_18784_lociStitched	chr5	32276146	32296269	5	10145	14663.6301	3430.9715	263	MTMR12		MTMR12	263	1
2_MACS_peak_18689_lociStitched	chr5	6475744	6487176	2	10115	76361.1872	2207.5192	264	UBE2QL1		UBE2QL1	264	1
2_MACS_peak_2011_lociStitched	chr1	206282060	206295357	2	10094	61097.0556	3595.5088	265	C1orf186	CTSE	C1orf186	265	1
3_MACS_peak_20200_lociStitched	chr6	26020286	26034716	3	10038	19320.327	2725.827	266	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	266	1
5_MACS_peak_18693_lociStitched	chr5	6711530	6738311	5	10029	24708.1506	3679.7094	267	PAPD7	PAPD7	PAPD7	267	1
1_MACS_peak_7766_lociStitched	chr15	56656325	56666336	1	10012	43592.8995	1926.1164	268	TEX9		TEX9	268	1
2_MACS_peak_13864_lociStitched	chr2	202116267	202128333	2	9983	41028.0198	2438.5386	269	CASP8		CASP8	269	1
4_MACS_peak_9501_lociStitched	chr17	8088558	8104274	4	9975	16226.77	2907.46	270	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	270	1
3_MACS_peak_4692_lociStitched	chr11	118963071	118979644	3	9947	25330.1732	2890.3312	271	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	DPAGT1	271	1
3_MACS_peak_842_lociStitched	chr1	66736839	66750273	3	9946	35958.7878	2712.3246	272	PDE4B	PDE4B	PDE4B	272	1
2_MACS_peak_16401_lociStitched	chr3	52730059	52745545	2	9940	26820.2034	2548.9956	273	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	273	1
3_MACS_peak_398_lociStitched	chr1	28827242	28846256	3	9937	25752.5616	3287.5206	274	RCC1,SNHG3	TRNAU1AP	RCC1	274	1
4_MACS_peak_21374_lociStitched	chr6	160389261	160405177	4	9932	15809.3628	1047.2728	275	IGF2R		IGF2R	275	1
3_MACS_peak_14582_lociStitched	chr20	34677631	34690217	3	9926	17250.3716	2182.4124	276		EPB41L1,LOC647979	EPB41L1	276	1
4_MACS_peak_11177_lociStitched	chr19	1258420	1277494	4	9900	35513.8806	3717.5226	277	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	277	1
2_MACS_peak_5672_lociStitched	chr12	89737980	89749502	2	9890	25497.0338	2162.6794	278	DUSP6		DUSP6	278	1
2_MACS_peak_5350_lociStitched	chr12	51312288	51322740	2	9888	12352.1736	1829.1	279	METTL7A	HIGD1C	METTL7A	279	1
4_MACS_peak_21162_lociStitched	chr6	135322961	135343927	4	9885	31822.1948	3226.6674	280	HBS1L	MIR3662,HBS1L	MIR3662	280	1
3_MACS_peak_14549_lociStitched	chr20	32990584	33005732	3	9859	21152.6672	2458.5204	281	ITCH	MIR644	ITCH	281	1
3_MACS_peak_4448_lociStitched	chr11	82765130	82784480	3	9856	30364.02	3566.205	282	RAB30	SNORA70E	RAB30	282	1
2_MACS_peak_8998_lociStitched	chr16	66549388	66560111	2	9847	59094.453	2406.2412	283	TK2	CKLF,CMTM1	TK2	283	1
3_MACS_peak_4278_lociStitched	chr11	67760567	67778426	3	9845	31230.0333	3128.8968	284	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	284	1
3_MACS_peak_11490_lociStitched	chr19	12898943	12918351	3	9840	21971.7968	2818.0416	285	JUNB,RNASEH2A,PRDX2	BEST2,MAST1,HOOK2,RTBDN	PRDX2	285	1
3_MACS_peak_16317_lociStitched	chr3	49054547	49067614	3	9832	28620.6501	2439.6089	286	NDUFAF3,DALRD3,MIR425,MIR191,IMPDH2,QRICH1	P4HTM,WDR6	NDUFAF3	286	1
4_MACS_peak_23780_lociStitched	chr8	145732598	145754760	4	9821	28513.6292	2856.6818	287	MFSD3,LRRC14,RECQL4,LRRC24,MGC70857,ARHGAP39	KIFC2,PPP1R16A,GPT,CYHR1,FOXH1	LRRC14	287	1
1_MACS_peak_967_lociStitched	chr1	87792956	87802770	1	9815	17641.6464	1526.077	288	LMO4		LMO4	288	1
2_MACS_peak_2264_lociStitched	chr1	228268824	228279724	2	9790	26932.81	2912.48	289	ARF1	MIR3620,GUK1,C1orf35,MRPL55	ARF1	289	1
3_MACS_peak_15370_lociStitched	chr22	23088040	23101796	3	9790	17895.1804	2143.1848	290			MIR650	290	1
2_MACS_peak_6109_lociStitched	chr12	125398257	125412791	2	9770	27517.2222	1648.1556	291	UBC	SCARB1	UBC	291	1
1_MACS_peak_18143_lociStitched	chr4	105407622	105417324	1	9703	23958.1188	1651.2804	292	CXXC4		CXXC4	292	1
4_MACS_peak_18909_lociStitched	chr5	55272778	55291837	4	9702	21593.847	3308.6424	293	IL6ST		IL6ST	293	1
4_MACS_peak_355_lociStitched	chr1	27147234	27167217	4	9686	18066.6303	2987.4585	294	ZDHHC18	PIGV,SFN,GPN2	ZDHHC18	294	1
3_MACS_peak_20715_lociStitched	chr6	74220373	74234358	3	9681	28873.431	2894.895	295	EEF1A1	MTO1	EEF1A1	295	1
3_MACS_peak_1452_lociStitched	chr1	154942382	154957750	3	9680	32889.0568	4321.4816	296	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,DCST2	MIR4258	296	1
3_MACS_peak_12576_lociStitched	chr2	42323395	42334457	3	9645	49470.3702	1917.0446	297		PKDCC	PKDCC	297	1
4_MACS_peak_17430_lociStitched	chr3	193848163	193860391	4	9631	22084.9908	2665.704	298	HES1		HES1	298	1
2_MACS_peak_5258_lociStitched	chr12	46119631	46132482	2	9631	21935.3719	1785.0039	299	ARID2,LOC400027		ARID2	299	1
3_MACS_peak_14673_lociStitched	chr20	42569383	42585391	3	9608	24221.7048	2788.5936	300	TOX2		TOX2	300	1
4_MACS_peak_8085_lociStitched	chr15	81608845	81624205	4	9603	14295.552	2651.136	301	STARD5	IL16,TMC3	STARD5	301	1
4_MACS_peak_12629_lociStitched	chr2	46788704	46804550	4	9590	22320.6756	2974.2942	302	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	302	1
1_MACS_peak_19841_lociStitched	chr5	175077003	175086585	1	9583	14146.8648	1932.6894	303	HRH2	HRH2	HRH2	303	1
1_MACS_peak_1958_lociStitched	chr1	203288485	203298039	1	9555	53710.6772	3077.3434	304		BTG2,LOC730227,FMOD	BTG2	304	1
2_MACS_peak_13250_lociStitched	chr2	112455763	112465461	2	9553	79705.9224	2253.8152	305			ANAPC1	305	1
2_MACS_peak_7445_lociStitched	chr15	31546748	31560731	2	9552	57535.8501	2602.2363	306			KLF13	306	1
2_MACS_peak_7976_lociStitched	chr15	74831595	74846091	2	9544	26806.0032	2449.824	307	ARID3B		ARID3B	307	1
3_MACS_peak_20247_lociStitched	chr6	27098392	27116001	3	9510	27549.2805	3241.8169	308	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	308	1
3_MACS_peak_16638_lociStitched	chr3	101495539	101512809	3	9500	24167.638	2813.283	309	FAM55C	NFKBIZ	FAM55C	309	1
4_MACS_peak_5866_lociStitched	chr12	109161825	109181101	4	9469	36402.726	3768.458	310	SSH1	CORO1C,SSH1	CORO1C	310	1
2_MACS_peak_1590_lociStitched	chr1	161144536	161157147	2	9443	31096.2038	3362.0926	311	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	311	1
2_MACS_peak_516_lociStitched	chr1	37933712	37946276	2	9434	17139.8088	2101.9572	312	ZC3H12A	MEAF6	ZC3H12A	312	1
3_MACS_peak_4772_lociStitched	chr11	126173028	126189632	3	9406	23776.928	3021.928	313	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	313	1
4_MACS_peak_7634_lociStitched	chr15	44579522	44602778	4	9405	15951.2904	2934.9072	314	CASC4		CASC4	314	1
3_MACS_peak_8255_lociStitched	chr15	93346279	93364476	3	9399	32205.0506	2895.1427	315		ASB9P1	ASB9P1	315	1
4_MACS_peak_6044_lociStitched	chr12	122227649	122243728	4	9389	28582.0304	1358.6755	316	SETD1B,RHOF,LOC338799		RHOF	316	1
4_MACS_peak_8906_lociStitched	chr16	50714263	50732580	4	9363	12076.3981	2910.5713	317	NOD2,SNX20	CYLD	NOD2	317	1
3_MACS_peak_19657_lociStitched	chr5	150459375	150475918	3	9357	21649.8241	3047.2206	318	TNIP1	ANXA6	TNIP1	318	1
3_MACS_peak_11560_lociStitched	chr19	16180409	16198069	3	9324	33006.54	2717.874	319	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	319	1
2_MACS_peak_5437_lociStitched	chr12	56509157	56524047	2	9323	21888.3	3170.081	320	RPL41,ZC3H10,ESYT1	ERBB3,PA2G4,MYL6B,MYL6	ZC3H10	320	1
4_MACS_peak_4238_lociStitched	chr11	66867258	66889839	4	9321	15486.0498	3016.8216	321	KDM2A	RHOD	KDM2A	321	1
2_MACS_peak_15385_lociStitched	chr22	23477811	23488610	2	9320	31461.8066	2093.9261	322	RAB36,RTDR1	BCR	RTDR1	322	1
2_MACS_peak_14869_lociStitched	chr20	56047722	56058254	2	9300	41433.9412	1933.6752	323		CTCFL	CTCFL	323	1
2_MACS_peak_8529_lociStitched	chr16	11668966	11681716	2	9275	14495.475	2417.4	324	LITAF		LITAF	324	1
1_MACS_peak_4182_lociStitched	chr11	65336144	65345385	1	9242	19330.3238	1813.0842	325	SSSCA1,FAM89B,EHBP1L1	SCYL1,PCNXL3,LTBP3,KCNK7,MAP3K11	FAM89B	325	1
3_MACS_peak_1823_lociStitched	chr1	184711528	184725688	3	9241	26043.072	3603.72	326	EDEM3		EDEM3	326	1
1_MACS_peak_20580_lociStitched	chr6	45386711	45395949	1	9239	40607.4766	1551.984	327	RUNX2	SUPT3H	RUNX2	327	1
4_MACS_peak_12043_lociStitched	chr19	48824364	48837996	4	9226	23058.528	2741.3952	328	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	328	1
5_MACS_peak_16488_lociStitched	chr3	66533098	66551765	5	9216	11019.1301	2452.8438	329	LRIG1		LRIG1	329	1
4_MACS_peak_20151_lociStitched	chr6	20201853	20214237	4	9214	13697.9424	1887.3216	330	MBOAT1		MBOAT1	330	1
3_MACS_peak_2214_lociStitched	chr1	226034697	226045332	3	9179	17235.081	2651.3055	331	TMEM63A	EPHX1,LEFTY1	EPHX1	331	1
5_MACS_peak_11836_lociStitched	chr19	39920999	39939583	5	9172	19119.2192	3194.5896	332	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	332	1
2_MACS_peak_9402_lociStitched	chr17	4267919	4281053	2	9169	25020.27	1950.399	333	UBE2G1		UBE2G1	333	1
2_MACS_peak_14051_lociStitched	chr2	227655656	227666585	2	9155	11715.888	1524.5955	334	IRS1	RHBDD1	IRS1	334	1
2_MACS_peak_14935_lociStitched	chr20	62358232	62370993	2	9137	23863.07	2053.2449	335	ZGPAT,LIME1	TNFRSF6B,SLC2A4RG,ARFRP1	LIME1	335	1
1_MACS_peak_18650_lociStitched	chr5	1311756	1320878	1	9123	170351.5256	2357.1248	336	CLPTM1L	TERT	TERT	336	1
1_MACS_peak_11057_lociStitched	chr18	60822027	60831149	1	9123	77734.9474	2219.3826	337	BCL2		BCL2	337	1
1_MACS_peak_15388_lociStitched	chr22	23517431	23526552	1	9122	18318.6164	1808.6943	338	BCR	RAB36,RTDR1	BCR	338	1
3_MACS_peak_10037_lociStitched	chr17	43516988	43531611	3	9107	20532.1543	2383.549	339	PLEKHM1	ARHGAP27,SH3D20,MIR4315-1	SH3D20	339	1
2_MACS_peak_15680_lociStitched	chr22	39539766	39549648	2	9088	13980.0654	1604.8368	340	CBX7	APOBEC3H	CBX7	340	1
3_MACS_peak_3000_lociStitched	chr10	74006951	74024322	3	9088	24208.2256	2685.5566	341		ANAPC16,DDIT4,ASCC1	DDIT4	341	1
3_MACS_peak_2189_lociStitched	chr1	223899477	223915546	3	9087	18257.5978	3287.7174	342	CAPN2	CAPN8	CAPN2	342	1
4_MACS_peak_17062_lociStitched	chr3	151985429	152000138	4	9071	19930.695	2437.2813	343	MBNL1,LOC401093	MBNL1	LOC401093	343	1
2_MACS_peak_10527_lociStitched	chr17	76116631	76129683	2	9065	24797.4948	2043.9432	344	TMC8,TMC6	C17orf99,SYNGR2	TMC6	344	1
4_MACS_peak_4150_lociStitched	chr11	64845549	64864869	4	9035	23145.36	3062.22	345	ZFPL1,C11orf2,CDCA5	SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	ZFPL1	345	1
2_MACS_peak_5598_lociStitched	chr12	72079012	72088951	2	8994	13903.6671	1661.8008	346	TMEM19	THAP2,ZFC3H1	TMEM19	346	1
3_MACS_peak_5836_lociStitched	chr12	106529505	106543830	3	8977	15826.26	2387.9775	347	NUAK1		NUAK1	347	1
2_MACS_peak_11563_lociStitched	chr19	16221476	16231698	2	8966	35171.8576	1975.9126	348	RAB8A	TPM4,HSH2D	RAB8A	348	1
4_MACS_peak_20408_lociStitched	chr6	33537830	33558570	4	8946	26914.298	3353.658	349	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	349	1
1_MACS_peak_3400_lociStitched	chr10	112255943	112264880	1	8938	27284.661	1824.9354	350	DUSP5		DUSP5	350	1
3_MACS_peak_9479_lociStitched	chr17	7474960	7488347	3	8932	23968.0848	2796.5443	351	SENP3,EIF4A1,SNORA48,SNORD10,SNORA67,CD68,MPDU1	TNFSF12,TNFSF13,SHBG,SOX15,FXR2,SAT2	SNORA67	351	1
2_MACS_peak_5360_lociStitched	chr12	51712206	51721841	2	8916	25240.8095	1971.321	352	BIN2	SMAGP,CELA1	BIN2	352	1
1_MACS_peak_1267_lociStitched	chr1	145449065	145457962	1	8898	25987.2473	2726.0408	353	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	353	1
2_MACS_peak_17985_lociStitched	chr4	78736146	78749260	2	8888	17812.7462	2069.3892	354	CNOT6L	MRPL1	CNOT6L	354	1
4_MACS_peak_11580_lociStitched	chr19	16545268	16561738	4	8844	25734.375	2727.432	355	EPS15L1	C19orf44,CALR3	EPS15L1	355	1
4_MACS_peak_15882_lociStitched	chr22	50962333	50979083	4	8819	24754.825	2147.35	356	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	356	1
