GENE_ID	locusLine	bin_1_JJN3_jia.bam
NM_003530	chr6(.):26192011-26204464	2.5141
NM_138720	chr6(.):26153348-26176576	1.4917
NM_003523	chr6(.):26179023-26189458	0.6627
NM_003539	chr6(.):26183937-26194304	0.7824
NM_003545	chr6(.):26199872-26210249	2.0306
NM_005321	chr6(.):26151558-26162343	1.8845
NM_003522	chr6(.):26194786-26205216	3.3345
NM_003518	chr6(.):26211427-26221872	1.3415
NM_021052	chr6(.):26212147-26222711	1.3351
NM_003532	chr6(.):26220382-26230844	0.3939
NM_003524	chr6(.):26246878-26257303	1.7013
NM_003547	chr6(.):26241838-26252205	1.5176
NM_003540	chr6(.):26235653-26246021	0.152
NM_021018	chr6(.):26245369-26255835	1.6921
NM_005320	chr6(.):26229439-26240216	1.095
NM_021064	chr6(.):27095816-27106314	2.7005
NM_080593	chr6(.):27101071-27119637	1.8119
NM_080596	chr6(.):27109907-27120346	1.6572
NR_036096	chr6(.):27110404-27120467	1.7086
NM_021058	chr6(.):27095094-27105575	2.8401
NM_003495	chr6(.):27102087-27112457	1.0506
NM_021066	chr6(.):27777079-27787518	1.5063
NM_003536	chr6(.):27772841-27783314	2.3775
NM_003509	chr6(.):27770976-27781445	1.8995
NM_003519	chr6(.):27770256-27780709	1.8811
NM_003521	chr6(.):27777821-27788267	1.3849
NM_003535	chr6(.):27853092-27863570	2.4405
NM_003527	chr6(.):27856202-27866669	2.5268
NM_003520	chr6(.):27801439-27811888	2.4268
NM_003511	chr6(.):27828106-27838576	2.4059
NM_003533	chr6(.):27834622-27845099	0.7732
NM_003510	chr6(.):27800657-27811117	2.4289
NM_003541	chr6(.):27793951-27804305	1.041
NM_005322	chr6(.):27829569-27840359	2.3325
NM_033057	chr6(.):27873962-27885174	0.0559
NM_021968	chr6(.):27786902-27797258	0.9674
NM_003514	chr6(.):27855476-27865963	2.5209
NM_003546	chr6(.):27835925-27846289	0.0683
NM_003587	chr6(.):30615895-30645830	0.1695
NM_001031722	chr6(.):30589662-30619598	0.5004
NR_033823	chr6(.):30589612-30619598	0.4998
NM_001161376	chr6(.):30609815-30625987	0.8008
NM_002714	chr6(.):30563181-30590020	1.2402
NM_014046	chr6(.):30580485-30599174	1.7899
NM_133471	chr6(.):30639165-30660672	2.0311
NM_001134870	chr6(.):30639165-30660093	2.0849
NM_007243	chr6(.):30650825-30663769	2.746
NR_030615	chr6(.):30547108-30557194	0.0737
NM_005803	chr6(.):30690510-30715453	0.3005
NM_003897	chr6(.):30705975-30717327	0.5023
NM_178014	chr6(.):30683156-30698195	2.316
NM_004847	chr6(.):31577993-31589798	1.4167
NM_001623	chr6(.):31578032-31589798	1.4214
NM_032955	chr6(.):31578788-31589798	1.5125
NM_080702	chr6(.):31601804-31625477	0.879
NM_001098534	chr6(.):31601804-31625170	0.8889
NM_021246	chr6(.):31678132-31690581	0.1176
NM_138275	chr6(.):31686160-31697851	0.4062
NR_033488	chr6(.):31649725-31675850	0.7403
NM_001320	chr6(.):31628656-31642843	1.6009
NM_013974	chr6(.):31689816-31703039	0.885
NM_025262	chr6(.):31639460-31653150	0.3547
NM_001288	chr6(.):31693357-31709341	5.0971
NM_019101	chr6(.):31618670-31630987	2.0923
NM_021184	chr6(.):31621074-31633549	1.4672
NM_001003693	chr6(.):31669683-31683372	1.2779
NM_021221	chr6(.):31633727-31645227	0.7708
NM_021160	chr6(.):31649725-31676137	0.7332
NR_002971	chr6(.):31585855-31595987	1.6692
NR_024541	chr6(.):31674752-31686842	0.1298
NM_080686	chr6(.):31583449-31610554	0.682
NM_025261	chr6(.):31681424-31694510	0.1033
NM_033177	chr6(.):31624005-31638179	1.9189
NM_001199240	chr6(.):31624005-31638407	1.8911
NM_001199238	chr6(.):31624005-31638639	1.8642
NM_001199237	chr6(.):31624005-31639060	1.8158
NM_001039651	chr6(.):31725772-31737624	0.1378
NM_025258	chr6(.):31728370-31750108	0.5564
NR_002742	chr6(.):31799852-31809916	3.2927
NM_000434	chr6(.):31821828-31835709	1.2556
NM_021177	chr6(.):31760173-31779743	2.9613
NR_002745	chr6(.):31798039-31808103	3.5961
NM_001178045	chr6(.):31825969-31850448	0.7818
NM_001040438	chr6(.):31797692-31812541	2.4999
NM_005345	chr6(.):31778290-31790719	2.3555
NM_005527	chr6(.):31772395-31787835	1.2415
NM_001178044	chr6(.):31825969-31851823	0.7486
NM_006295	chr6(.):31740296-31768712	2.2735
NM_005346	chr6(.):31790511-31803031	3.7962
NR_001284	chr6(.):31971196-31985800	1.1221
NR_026717	chr6(.):31933951-31954223	2.1723
NM_005510	chr6(.):31932587-31945032	2.2804
NM_001002029	chr6(.):31944833-31975458	0.628
NM_032470	chr6(.):31971196-31986050	1.1059
NM_006929	chr6(.):31921580-31942532	1.6953
NM_000500	chr6(.):31968347-31981684	0.1801
NM_002904	chr6(.):31914863-31931864	0.4866
NM_004197	chr6(.):31934645-31954223	2.2445
NR_031601	chr6(.):31919615-31929717	0.7333
NM_000063	chr6(.):31890265-31918449	0.13
NM_001710	chr6(.):31908720-31924861	0.1333
NM_001002029	chr6(.):31977571-32008195	0.6173
NM_000500	chr6(.):32001081-32014419	0.1463
NM_032470	chr6(.):32003931-32018905	0.1473
NM_002800	chr6(.):32816937-32832628	2.056
NM_000544	chr6(.):32788186-32811547	0.5423
NM_018833	chr6(.):32784609-32811547	0.4779
NM_002120	chr6(.):32775539-32789825	0.0604
NM_000593	chr6(.):32807985-32826748	2.9256
NR_027771	chr6(.):32839254-32852851	0.0589
NM_004159	chr6(.):32803493-32817712	2.2712
NM_148919	chr6(.):32803493-32816816	2.4181
NR_037178	chr6(.):32856952-32876535	0.2389
NR_037174	chr6(.):32806862-32819277	1.8984
NM_006120	chr6(.):32911390-32925899	0.3499
NM_002119	chr6(.):32966959-32982389	0.0844
NM_002118	chr6(.):32897405-32913847	0.3629
NM_005104	chr6(.):32931436-32954282	4.5352
NM_001113182	chr6(.):32933664-32954282	5.0158
NM_001199455	chr6(.):32934371-32954282	5.1884
NM_001199456	chr6(.):32935860-32954282	5.4022
NM_080679	chr6(.):33125468-33165245	0.0735
NM_001164267	chr6(.):33241879-33262304	0.3325
NM_022551	chr6(.):33234851-33249281	0.7431
NM_172209	chr6(.):33262471-33287164	1.7743
NM_004761	chr6(.):33254430-33272176	1.074
NM_172208	chr6(.):33266409-33287164	1.9756
NM_006979	chr6(.):33163602-33177214	2.3926
NM_002931	chr6(.):33171285-33185499	1.2849
NM_003782	chr6(.):33239916-33251602	0.2621
NR_024517	chr6(.):33281334-33295793	2.2002
NM_014234	chr6(.):33167418-33179607	2.642
NM_014260	chr6(.):33252377-33263711	0.5254
NM_021976	chr6(.):33156364-33173432	1.1253
NM_005453	chr6(.):33277181-33290512	2.3965
NM_001145338	chr6(.):33277181-33290719	2.5008
NM_022553	chr6(.):33213048-33244662	0.5693
NR_029633	chr6(.):33170611-33180721	1.7836
NM_001185181	chr6(.):33252411-33263709	0.5267
NM_006772	chr6(.):33382846-33426466	0.7047
NM_015921	chr6(.):33379318-33391065	1.1451
NR_001444	chr6(.):33327513-33339139	0.053
NM_002263	chr6(.):33354312-33382699	0.6881
NM_002636	chr6(.):33373772-33389230	1.6023
NR_027117	chr6(.):35689538-35709724	1.803
NM_207409	chr6(.):35739391-35752329	0.048
NM_001010886	chr6(.):35743830-35760841	0.0749
NM_145028	chr6(.):35699858-35721685	0.2669
NM_003192	chr6(.):42707233-42718884	1.8988
NM_015349	chr6(.):42783793-42841296	0.0599
NM_019096	chr6(.):43583217-43601936	1.5944
NM_001003690	chr6(.):43592278-43613688	1.7301
NM_014628	chr6(.):43598576-43613688	0.6113
NM_006502	chr6(.):43538877-43593260	0.2182
NM_001193341	chr6(.):43607766-43643748	0.2019
NM_001171629	chr6(.):43732945-43759223	2.1292
NM_001078177	chr6(.):44186362-44206888	1.0004
NM_178148	chr6(.):44216837-44230283	1.0429
NM_001078174	chr6(.):44182241-44206888	0.9038
NM_020745	chr6(.):44261462-44286063	0.1837
NM_182539	chr6(.):44242896-44270458	0.0513
NM_001137560	chr6(.):44233479-44252182	0.0947
NM_001078175	chr6(.):44186295-44206888	1.0055
NM_004556	chr6(.):44220902-44238525	2.8223
NM_007355	chr6(.):44209848-44226614	1.8895
NM_002388	chr6(.):52123811-52154582	0.775
NM_052872	chr6(.):52096483-52114298	0.1671
NM_001402	chr6(.):74220472-74235755	2.489
NM_002043	chr6(.):89962238-90029967	0.1149
NM_182907	chr6(.):106541814-106562811	1.8339
NM_001198	chr6(.):106529194-106562814	1.7537
NM_006290	chr6(.):138183580-138209449	1.7525
NM_001259	chr7(.):92229234-92468231	0.4647
NM_001145306	chr7(.):92229234-92470941	0.4607
NM_004289	chr7(.):26186846-26231756	2.2352
NM_030796	chr7(.):55533305-55645200	0.9252
NM_001017440	chr7(.):71239475-71807208	0.1452
NM_031468	chr7(.):71239475-71882360	0.2004
NM_012301	chr7(.):77641373-79087890	0.0878
NM_003496	chr7(.):98471112-98615864	0.2488
NR_033766	chr7(.):113721364-114338827	0.0977
NM_001145354	chr7(.):130789854-131186398	0.2027
NM_001164459	chr7(.):149939300-150005069	0.0723
NM_001164458	chr7(.):149939300-150025758	0.4931
NM_001100390	chr7(.):2593631-2659368	0.5317
NM_001080495	chr7(.):5341422-5468177	1.5444
NM_000535	chr7(.):6007869-6053737	0.4164
NM_138426	chr7(.):8003422-8133709	0.5991
NM_182762	chr7(.):20169278-20262013	0.7003
NM_002214	chr7(.):20365724-20460382	0.553
NM_006547	chr7(.):23344827-23514995	0.5508
NM_145321	chr7(.):24831163-25024760	0.3102
NM_175061	chr7(.):27865192-28225437	0.3104
NR_036554	chr7(.):29720687-29787019	0.6935
NM_002047	chr7(.):30629180-30678648	0.8831
NR_003502	chr7(.):32762561-32774595	2.0628
NR_036680	chr7(.):32615552-32763780	0.0785
NM_003718	chr7(.):39984958-40141733	0.4032
NM_002541	chr7(.):44641120-44753669	0.4907
NM_001003941	chr7(.):44641120-44721195	0.6539
NM_022748	chr7(.):47309751-47584199	0.3574
NM_080744	chr7(.):76013645-76044012	0.5257
NM_001010932	chr7(.):81326443-81404452	0.8687
NM_001010934	chr7(.):81375215-81404452	2.086
NM_001010931	chr7(.):81367006-81404452	1.6579
NM_017984	chr7(.):99993494-100031302	0.8608
NM_017621	chr7(.):102091666-102110321	0.4153
NM_182931	chr7(.):104649636-104759532	0.5558
NM_001098627	chr7(.):128575771-128595088	2.0877
NM_001098630	chr7(.):128572993-128595088	2.1209
NM_032643	chr7(.):128573270-128595088	2.0658
NR_015431	chr7(.):130623918-130798562	0.3552
NR_024153	chr7(.):130623918-130796789	0.3579
NM_173680	chr7(.):150071405-150100719	0.7761
NR_028090	chr7(.):154790142-154802413	2.8755
NM_013321	chr7(.):2286404-2359099	0.2272
NM_003751	chr7(.):2389473-2425377	1.2671
NM_018641	chr7(.):2438258-2479216	0.5404
NM_002304	chr7(.):2552496-2573063	0.1196
NM_152743	chr7(.):2572443-2600392	1.1299
NM_001166355	chr7(.):2547162-2573063	0.1467
NM_001040168	chr7(.):2554478-2573810	0.1194
NM_024963	chr7(.):5510427-5558399	0.2516
NM_001101	chr7(.):5561778-5575232	2.1986
NR_030318	chr7(.):5530449-5540548	0.1087
NM_006303	chr7(.):6043881-6068465	1.0987
NM_014413	chr7(.):6056877-6103860	0.2435
NM_152898	chr7(.):19179404-19190044	0.1103
NM_000474	chr7(.):19150090-19162295	1.7179
NM_207342	chr7(.):22454062-22544901	0.5182
NM_001164460	chr7(.):22473037-22544901	0.6252
NR_026676	chr7(.):23525006-23536031	0.0855
NR_029597	chr7(.):25984538-25994606	7.2065
NM_031243	chr7(.):26224555-26245413	3.6398
NM_016587	chr7(.):26236323-26257976	3.4521
NM_007276	chr7(.):26236098-26257976	3.4209
NR_034097	chr7(.):28215075-28285996	0.5941
NR_036482	chr7(.):29719769-29732859	3.134
NR_024278	chr7(.):29680537-29729754	1.2635
NR_027347	chr7(.):29719387-29730437	3.7231
NM_147128	chr7(.):30318922-30412308	0.8189
NR_030319	chr7(.):30324409-30334506	4.1029
NR_037513	chr7(.):30324409-30334506	4.1029
NR_036501	chr7(.):32792897-32807536	0.1353
NR_030320	chr7(.):32767592-32777689	2.2731
NM_015483	chr7(.):32902777-32936468	1.5945
NR_003500	chr7(.):32951426-32987782	0.3042
NM_182547	chr7(.):44613761-44626827	1.2218
NM_174929	chr7(.):44790786-44814479	0.54
NM_031449	chr7(.):44783529-44814479	1.8537
NM_021130	chr7(.):44831240-44847716	1.8049
NM_012412	chr7(.):44868212-44892725	0.8503
NM_001163636	chr7(.):74067029-74180022	0.5521
NM_012479	chr7(.):75951107-75993342	0.9421
NM_007155	chr7(.):76021840-76076388	0.4041
NM_001134450	chr7(.):98439110-98472673	0.0571
NR_037403	chr7(.):98474272-98484352	2.757
NM_173564	chr7(.):100076549-100097422	0.2364
NM_030935	chr7(.):100059141-100081902	0.4127
NM_145030	chr7(.):100027911-100039094	1.3843
NM_019606	chr7(.):100022253-100036749	2.9852
NM_001194992	chr7(.):100021412-100036749	2.8233
NM_001004323	chr7(.):100049237-100066894	0.0662
NM_020979	chr7(.):101923404-101967178	1.3221
NR_036245	chr7(.):101931368-101941453	1.8512
NM_032831	chr7(.):102068995-102102268	0.4484
NM_024653	chr7(.):102031803-102072129	1.4127
NM_006234	chr7(.):102108547-102124381	0.498
NM_152892	chr7(.):102100389-102118612	0.4465
NR_024586	chr7(.):104645988-104659588	3.9498
NM_199349	chr7(.):128525000-128555773	0.0767
NM_003592	chr7(.):148390932-148503202	0.3501
NM_013400	chr7(.):150060878-150076133	3.7213
NM_014374	chr7(.):150063257-150076133	4.3776
NM_001142928	chr7(.):150015295-150040245	1.4441
NM_002889	chr7(.):150030406-150043763	0.0725
NM_138434	chr7(.):150021937-150034811	0.093
NR_027237	chr7(.):150097839-150114558	2.1478
NM_175571	chr7(.):150142961-150181483	0.0647
NR_034033	chr7(.):150125741-150150228	0.2631
NM_033015	chr7(.):150768707-150782951	1.364
NM_004769	chr7(.):150740604-150754843	0.1216
NM_031434	chr7(.):150773171-150785413	3.0503
NM_004935	chr7(.):150745898-150760052	1.5651
NM_031946	chr7(.):150778825-150846523	0.4999
NM_001136044	chr7(.):150773171-150785620	3.011
NM_003040	chr7(.):150751656-150778614	1.1766
NM_001042535	chr7(.):150778825-150825725	0.6899
NM_005614	chr7(.):151158097-151222010	0.8069
NM_007349	chr7(.):154730399-154799682	0.5703
NM_198337	chr7(.):155084485-155106945	1.7057
NM_005515	chr7(.):156792546-156808347	1.4615
NM_001165255	chr7(.):156792546-156807129	1.5375
NM_080838	chr8(.):134198311-134245053	0.726
NM_006540	chr8(.):71019266-71321020	0.289
NM_002998	chr8(.):97500881-97629037	0.5802
NM_052900	chr8(.):113230158-114454242	0.0791
NM_198124	chr8(.):113230158-114394382	0.0544
NM_021021	chr8(.):121542984-121829309	0.2158
NM_012154	chr8(.):141536263-141650646	0.4484
NM_001024678	chr8(.):145742760-145757416	2.6034
NM_001001795	chr8(.):145746602-145759458	2.2942
NM_173683	chr8(.):10748656-11063875	0.2888
NM_015310	chr8(.):18379812-18876196	0.1266
NM_206909	chr8(.):18379812-18671405	0.1387
NM_001386	chr8(.):26430420-26520693	0.4414
NM_001197293	chr8(.):26366708-26520693	0.3663
NM_023034	chr8(.):38127560-38244790	0.3551
NM_032410	chr8(.):42747032-42890682	0.2687
NM_001160224	chr8(.):42699779-42756866	0.6836
NM_006749	chr8(.):42268992-42402068	0.3176
NM_001160225	chr8(.):42703437-42756866	0.7237
NM_006756	chr8(.):54874115-54940008	0.4923
NM_017780	chr8(.):61586338-61784465	0.2845
NM_002604	chr8(.):66629051-66758755	0.396
NM_001135733	chr8(.):95933199-95966615	0.9401
NM_016134	chr8(.):97652498-98160722	0.1374
NM_183419	chr8(.):101264287-101327327	0.9587
NM_015902	chr8(.):103260568-103429495	0.2849
NM_013437	chr8(.):105496458-105606252	0.3229
NM_016623	chr8(.):130848715-130957000	0.3556
NM_003033	chr8(.):134462090-134589183	1.1058
NM_001174157	chr8(.):135485030-135730292	0.2616
NM_001167583	chr8(.):135485030-135713801	0.1483
NM_015117	chr8(.):144514824-144628620	2.1421
NM_001134374	chr8(.):145081581-145107015	0.1175
NM_032450	chr8(.):145197918-145321843	0.1442
NR_029668	chr8(.):9755897-9765982	1.612
NR_024281	chr8(.):9752573-9765839	1.2955
NR_030328	chr8(.):10887715-10897812	0.0716
NM_057158	chr8(.):29188616-29211322	1.2848
NM_001394	chr8(.):29188619-29213185	1.1923
NM_144652	chr8(.):38239019-38271061	1.023
NM_017778	chr8(.):38168934-38244790	0.4979
NM_001135676	chr8(.):42391297-42413140	1.4427
NM_138436	chr8(.):42391717-42413140	1.469
NM_001135674	chr8(.):42391764-42413140	1.4722
NM_001135675	chr8(.):42391938-42413140	1.4837
NM_018105	chr8(.):42686816-42703474	0.9402
NM_052937	chr8(.):52725139-52816735	0.4332
NR_015374	chr8(.):65481865-65494820	7.5791
NM_152414	chr8(.):65487813-65501186	7.5166
NM_002603	chr8(.):66624904-66706321	0.0991
NR_034020	chr8(.):74148563-74176737	0.0565
NM_172037	chr8(.):74202264-74242516	0.7301
NM_000971	chr8(.):74197873-74210869	2.1206
NM_057749	chr8(.):95887452-95912482	0.9771
NM_015435	chr8(.):101264287-101320487	0.4536
NM_002568	chr8(.):101710143-101739315	1.3817
NM_001135699	chr8(.):101925803-101970221	1.4949
NM_001135700	chr8(.):101925803-101968560	1.5481
NM_145690	chr8(.):101925803-101969357	1.5222
NM_003406	chr8(.):101925803-101970623	1.4824
NM_001135702	chr8(.):101925803-101967799	1.5736
NM_001042510	chr8(.):102204265-102222960	2.1883
NM_001042511	chr8(.):102204265-102222873	2.1983
NM_001032282	chr8(.):103656004-103671168	2.793
NM_005655	chr8(.):103656004-103672983	2.5074
NM_148174	chr8(.):103833535-103881397	0.6706
NM_006265	chr8(.):117853172-117892105	0.9089
NR_033886	chr8(.):117881662-117894107	2.7447
NR_037404	chr8(.):117881966-117892039	3.2024
NM_194291	chr8(.):125318158-125389940	0.445
NM_025195	chr8(.):126437562-126455644	2.6041
NM_002467	chr8(.):128743314-128758680	2.9133
NR_031613	chr8(.):129157361-129167434	0.3955
NM_006096	chr8(.):134244413-134314547	1.1009
NM_017444	chr8(.):141516400-141532252	2.0032
NR_023360	chr8(.):141516414-141532252	2.0049
NM_032611	chr8(.):142427006-142446620	1.9933
NM_005293	chr8(.):142361586-142382365	0.1171
NM_001160354	chr8(.):143776528-143790584	0.0816
NM_015193	chr8(.):143687409-143700833	0.1041
NM_001077527	chr8(.):143733873-143756401	1.2808
NM_005672	chr8(.):143756873-143769145	0.0962
NR_033343	chr8(.):143746725-143769145	0.8757
NM_001130055	chr8(.):144656866-144684845	2.0674
NM_001130057	chr8(.):144656866-144684558	2.0867
NM_003313	chr8(.):144689787-144704732	1.7574
NM_001166237	chr8(.):144630556-144650231	0.7814
NM_024736	chr8(.):144635476-144650231	0.8633
NM_032862	chr8(.):144675073-144687485	2.8279
NM_001100878	chr8(.):144643362-144659928	0.4243
NM_145201	chr8(.):144651954-144665513	1.6759
NM_023078	chr8(.):144681082-144696784	0.5702
NM_001082480	chr8(.):144713372-144740900	0.4703
NM_201378	chr8(.):144984320-145052697	0.804
NM_032789	chr8(.):145046319-145065635	2.2442
NM_000445	chr8(.):144984320-145055913	0.7835
NM_201381	chr8(.):144984320-145023905	0.471
NM_201382	chr8(.):144984320-145023110	0.4678
NM_201383	chr8(.):144984320-145021692	0.4626
NM_201379	chr8(.):144984320-145033088	0.7626
NM_001009184	chr8(.):145059225-145072583	2.0182
NM_201384	chr8(.):144984320-145018758	0.4867
NR_030383	chr8(.):145014358-145024447	1.3459
NM_201380	chr8(.):144984320-145030044	0.8053
NM_001916	chr8(.):145144959-145157428	1.4526
NM_019037	chr8(.):145128521-145140551	2.1932
NM_030974	chr8(.):145148535-145164140	2.8389
NM_032272	chr8(.):145154304-145167515	2.0835
NM_017570	chr8(.):145101166-145120584	0.1326
NR_024207	chr8(.):145157628-145178218	1.3493
NM_003801	chr8(.):145132523-145146119	1.92
NM_016458	chr8(.):145187671-145200620	0.6613
NM_016458	chr8(.):145432879-145445828	0.6687
NM_001129888	chr8(.):145684199-145696031	2.9335
NM_183057	chr8(.):145643999-145658927	1.7688
NM_032687	chr8(.):145684199-145695849	2.977
NM_017767	chr8(.):145632797-145646917	1.1646
NM_003923	chr8(.):145694114-145706718	2.0701
NM_032902	chr8(.):145717108-145732504	0.1396
NM_138496	chr8(.):145670314-145695418	1.669
NM_005309	chr8(.):145724464-145737555	3.2576
NM_130849	chr8(.):145632797-145647273	1.1387
NM_145754	chr8(.):145686737-145704499	3.27
NM_138431	chr8(.):145729551-145741589	3.535
NM_004260	chr8(.):145731666-145748210	3.8789
NM_013432	chr8(.):145649162-145674812	1.9999
NM_014665	chr8(.):145738362-145755559	2.3224
NM_025251	chr8(.):145749562-145843888	0.1585
NM_138367	chr8(.):145941293-145985970	0.2917
NM_030580	chr8(.):145993500-146017725	0.6898
NM_033301	chr8(.):146010153-146022729	1.7485
NM_000973	chr8(.):146010153-146022805	1.7396
NM_003416	chr8(.):146047902-146073606	0.5571
NM_213605	chr8(.):146019260-146039529	0.4355
NR_003529	chr9(.):21989789-22126093	0.2521
NM_001206	chr9(.):72994512-73034573	0.6481
NM_007203	chr9(.):112537576-112939791	0.1687
NM_001004065	chr9(.):112805877-112939791	0.335
NM_005047	chr9(.):123573331-123610206	0.2378
NM_013355	chr9(.):131459801-131488199	0.1432
NM_198679	chr9(.):134447156-134590229	0.1017
NM_005312	chr9(.):134447156-134617925	0.3108
NM_004936	chr9(.):21997901-22014312	0.2482
NR_024274	chr9(.):21962137-21972753	0.181
NM_058197	chr9(.):21962750-21979826	0.1274
NM_000077	chr9(.):21962750-21980132	0.1258
NM_058195	chr9(.):21962750-21999490	0.811
NM_006401	chr9(.):100740488-100783224	0.9731
NM_197978	chr9(.):100684072-100705526	0.2855
NM_018437	chr9(.):100684072-100712134	0.2264
NM_001012993	chr9(.):112956845-112975413	0.0377
NM_001136562	chr9(.):112882780-112939791	0.4986
NM_005658	chr9(.):123659670-123694173	0.6061
NM_015651	chr9(.):123612930-123644606	1.0908
NM_001190945	chr9(.):123659670-123696451	0.6782
NM_001190947	chr9(.):123659670-123681850	0.1097
NM_001009936	chr9(.):123626852-123644606	1.9023
NR_024408	chr9(.):123600319-123621651	0.3805
NM_005489	chr9(.):130495595-130538621	0.2741
NM_001142532	chr9(.):130495595-130529697	0.1848
NM_001142533	chr9(.):130495595-130522583	0.2177
NM_001142531	chr9(.):130495595-130529719	0.1847
NM_001142534	chr9(.):130495595-130522561	0.2175
NM_170600	chr9(.):130495595-130546048	0.4823
NM_001085347	chr9(.):130488802-130502604	0.3741
NM_001018078	chr9(.):130560507-130581556	0.3401
NM_001261	chr9(.):130543304-130558052	0.9657
NM_004957	chr9(.):130560153-130581556	0.3358
NR_036055	chr9(.):130543196-130553286	1.3786
NM_001122821	chr9(.):131440933-131463675	1.1958
NM_052844	chr9(.):131390939-131424129	0.2468
NM_003011	chr9(.):131446508-131463675	1.2356
NM_032799	chr9(.):131478148-131491408	0.1794
NM_178536	chr9(.):139841767-139854949	0.4935
NM_153200	chr9(.):139752232-139765738	0.5713
NM_000606	chr9(.):139834697-139846426	1.7803
NM_021138	chr9(.):139775964-139826067	1.262
NM_018998	chr9(.):139829886-139844173	1.1316
NM_206920	chr9(.):139741818-139760251	0.9617
NM_014172	chr9(.):139738255-139750490	1.358
NM_001080482	chr9(.):139733866-139746797	1.4104
NM_001144026	chr9(.):140095118-140118813	0.505
NM_053045	chr9(.):140093534-140105090	0.8283
NM_000832	chr9(.):140028608-140068214	1.0836
NM_001128228	chr9(.):140081068-140100163	1.0229
NM_003731	chr9(.):140078053-140089822	0.982
NM_001013653	chr9(.):140058211-140069491	2.8412
NM_013366	chr9(.):140064235-140088057	0.9206
NM_031297	chr9(.):140109706-140120775	0.5323
NR_037416	chr9(.):140058637-140068722	3.1642
NM_001123384	chrX(.):39905498-40041582	0.4973
NM_005334	chrX(.):153208007-153241819	2.1537
NM_017745	chrX(.):39905498-39961719	0.4165
NM_000054	chrX(.):153165528-153177620	0.1545
NM_000425	chrX(.):153121970-153146399	0.0548
NM_003491	chrX(.):153190376-153205468	3.7505
NM_001666	chrX(.):153167829-153196714	1.9234
NM_002910	chrX(.):153195721-153215232	0.3875
NR_027419	chrX(.):153162984-153177620	0.1386
NM_001025243	chrX(.):153270956-153290342	0.7331
NM_003492	chrX(.):153232990-153253646	4.2748
NR_031757	chrX(.):153280370-153290440	1.3349
NR_036175	chrX(.):153241548-153251627	1.7299
NR_036174	chrX(.):153241547-153251628	1.7299
NM_001110556	chrX(.):153571899-153608006	1.2348
NM_000117	chrX(.):153602596-153614883	0.8234
NM_006730	chrX(.):153624578-153642575	0.9736
NM_001183	chrX(.):153651977-153669862	0.4107
NM_001009934	chrX(.):153624578-153645427	0.8496
NR_000011	chrX(.):153623621-153633756	1.0561
NM_000116	chrX(.):153634876-153655063	0.372
NR_026898	chrX(.):153621570-153635680	0.774
NM_172242	chr10(.):22629398-22711539	0.3205
NM_052997	chr10(.):37409784-37526495	0.3408
NR_033842	chr10(.):45301471-45460137	0.2635
NM_032023	chr10(.):45450218-45495172	1.3474
NM_000698	chr10(.):45864628-45946563	0.472
NM_020338	chr10(.):80823791-81081285	0.2441
NM_000314	chr10(.):89618194-89733532	0.4113
NM_032810	chr10(.):89507874-89582917	0.1481
NR_027653	chr10(.):3813187-3832473	2.1132
NM_005180	chr10(.):22605005-22625414	3.1745
NM_012071	chr10(.):22600298-22614237	3.9859
NM_001123376	chr10(.):45401763-45435642	0.105
NM_007021	chr10(.):45466708-45479330	2.681
NM_001039380	chr10(.):45488145-45501470	1.1035
NM_006963	chr10(.):45491272-45505777	0.965
NM_019058	chr10(.):74028676-74040797	2.6172
NM_017626	chr10(.):74087587-74119907	0.4307
NR_028492	chr10(.):89573069-89610369	0.2614
NM_001126049	chr10(.):89613917-89628194	2.7972
NM_024326	chr10(.):104174570-104187893	0.7088
NM_002779	chr10(.):104157375-104183901	0.4552
NM_024040	chr10(.):104178001-104197423	0.7304
NM_002502	chr10(.):104150431-104167281	2.1589
NM_001077494	chr10(.):104149338-104167281	2.0298
NM_001077493	chr10(.):104149228-104167281	2.0177
NR_030169	chr10(.):104191268-104201341	0.4762
NM_030912	chr10(.):104399251-104423076	2.6899
NM_005962	chr10(.):111980761-112052123	0.1183
NM_001008541	chr10(.):111964988-112052123	0.425
NM_130439	chr10(.):111962362-112052123	0.4138
NR_024469	chr11(.):67080309-67164158	0.3342
NM_016621	chr11(.):45945869-46147985	0.3389
NM_006819	chr11(.):63948586-63977020	0.838
NM_198498	chr11(.):111121706-111161972	0.0646
NM_001143830	chr11(.):22683159-22839547	0.3118
NM_177553	chr11(.):22684653-22839547	0.3139
NM_005256	chr11(.):22691318-22839547	0.0979
NM_004811	chr11(.):58289343-58348390	1.1865
NM_001143995	chr11(.):58289343-58350639	1.1538
NM_002032	chr11(.):61726756-61740132	2.7216
NM_004265	chr11(.):61590712-61639825	1.0972
NM_001012662	chr11(.):62618483-62661355	1.4026
NM_001013251	chr11(.):62643343-62661355	2.2021
NM_001012661	chr11(.):62618517-62661353	1.4038
NM_024060	chr11(.):62196015-62319332	1.0675
NM_024784	chr11(.):62513434-62526656	0.644
NR_037193	chr11(.):62644170-62661355	2.3031
NM_005438	chr11(.):65654691-65672997	1.6043
NM_001077241	chr11(.):65137662-65155142	1.4385
NR_002819	chr11(.):65260232-65278939	2.941
NM_001876	chr11(.):68517350-68614399	0.4214
