GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_9151_lociStitched	chr15(.):52374336-52375831	0.1754
2_MACS_peak_9152_lociStitched	chr15(.):52392549-52394632	0.0957
1_MACS_peak_9154_lociStitched	chr15(.):52470790-52473295	0.1587
2_MACS_peak_9155_lociStitched	chr15(.):52548366-52555698	0.149
1_MACS_peak_9157_lociStitched	chr15(.):52585169-52588710	0.1943
2_MACS_peak_9158_lociStitched	chr15(.):52623121-52625713	0.1538
1_MACS_peak_9160_lociStitched	chr15(.):52669993-52676549	0.1685
1_MACS_peak_9161_lociStitched	chr15(.):52700558-52702189	0.2015
1_MACS_peak_9162_lociStitched	chr15(.):52754314-52759661	0.2257
2_MACS_peak_9163_lociStitched	chr15(.):52771540-52780395	0.1597
2_MACS_peak_9165_lociStitched	chr15(.):52795816-52800351	0.1454
2_MACS_peak_9167_lociStitched	chr15(.):52812184-52822520	0.1588
1_MACS_peak_9169_lociStitched	chr15(.):52858744-52861883	0.2474
2_MACS_peak_9170_lociStitched	chr15(.):52968393-52977069	0.1907
1_MACS_peak_9172_lociStitched	chr15(.):53000073-53003292	0.2122
1_MACS_peak_9173_lociStitched	chr15(.):53019724-53025122	0.1841
1_MACS_peak_9174_lociStitched	chr15(.):53082027-53083144	0.0882
1_MACS_peak_9175_lociStitched	chr15(.):54185159-54186383	0.1726
1_MACS_peak_9176_lociStitched	chr15(.):54810496-54813437	0.1748
1_MACS_peak_9177_lociStitched	chr15(.):54873021-54877940	0.1712
1_MACS_peak_9178_lociStitched	chr15(.):54989054-54990124	0.1392
1_MACS_peak_9179_lociStitched	chr15(.):55094729-55097041	0.2665
1_MACS_peak_9180_lociStitched	chr15(.):55131514-55132559	0.1584
1_MACS_peak_9181_lociStitched	chr15(.):55488247-55490121	0.2376
3_MACS_peak_9182_lociStitched	chr15(.):55569122-55583221	0.1596
1_MACS_peak_9185_lociStitched	chr15(.):55610492-55612232	0.213
1_MACS_peak_9186_lociStitched	chr15(.):55664245-55665728	0.1649
2_MACS_peak_9187_lociStitched	chr15(.):55694170-55701516	0.1641
1_MACS_peak_9189_lociStitched	chr15(.):55879444-55881072	0.0637
1_MACS_peak_9190_lociStitched	chr15(.):56121892-56123148	0.2504
1_MACS_peak_9191_lociStitched	chr15(.):56284847-56286567	0.154
1_MACS_peak_9192_lociStitched	chr15(.):56534681-56538720	0.138
2_MACS_peak_9193_lociStitched	chr15(.):56648155-56666319	0.1575
1_MACS_peak_9195_lociStitched	chr15(.):57024415-57026343	0.1303
1_MACS_peak_9196_lociStitched	chr15(.):57178584-57180542	0.1854
1_MACS_peak_9197_lociStitched	chr15(.):57209553-57212609	0.226
1_MACS_peak_9198_lociStitched	chr15(.):57998083-58000072	0.1693
1_MACS_peak_9199_lociStitched	chr15(.):58068414-58070487	0.1018
1_MACS_peak_9200_lociStitched	chr15(.):58089093-58090923	0.124
1_MACS_peak_9201_lociStitched	chr15(.):58561062-58563430	0.1645
2_MACS_peak_9202_lociStitched	chr15(.):58582590-58595844	0.167
1_MACS_peak_9204_lociStitched	chr15(.):58622916-58626201	0.1697
1_MACS_peak_9205_lociStitched	chr15(.):58698849-58700323	0.161
2_MACS_peak_9206_lociStitched	chr15(.):58749392-58757891	0.1277
1_MACS_peak_9208_lociStitched	chr15(.):58795461-58798803	0.135
1_MACS_peak_9209_lociStitched	chr15(.):58809201-58810870	0.1532
1_MACS_peak_9210_lociStitched	chr15(.):58920272-58921500	0.1709
1_MACS_peak_9211_lociStitched	chr15(.):59039746-59043055	0.2188
1_MACS_peak_9212_lociStitched	chr15(.):59062525-59064817	0.2461
1_MACS_peak_9213_lociStitched	chr15(.):59224704-59227126	0.1748
4_MACS_peak_9214_lociStitched	chr15(.):59266952-59281058	0.1638
1_MACS_peak_9218_lociStitched	chr15(.):59396548-59398556	0.1962
1_MACS_peak_9219_lociStitched	chr15(.):59457320-59459005	0.1279
1_MACS_peak_9220_lociStitched	chr15(.):59528553-59530962	0.188
1_MACS_peak_9221_lociStitched	chr15(.):59592043-59593518	0.1758
1_MACS_peak_9222_lociStitched	chr15(.):59730350-59731202	0.1105
1_MACS_peak_9223_lociStitched	chr15(.):59808388-59810156	0.162
1_MACS_peak_9224_lociStitched	chr15(.):59835220-59837182	0.1988
1_MACS_peak_9225_lociStitched	chr15(.):59907041-59907896	0.1197
1_MACS_peak_9226_lociStitched	chr15(.):59948735-59950073	0.1737
1_MACS_peak_9227_lociStitched	chr15(.):59979986-59982805	0.1788
1_MACS_peak_9228_lociStitched	chr15(.):60095380-60096423	0.1382
1_MACS_peak_9229_lociStitched	chr15(.):60211009-60212774	0.1667
1_MACS_peak_9230_lociStitched	chr15(.):60288671-60290380	0.1936
1_MACS_peak_9231_lociStitched	chr15(.):60297695-60299847	0.1324
1_MACS_peak_9232_lociStitched	chr15(.):60309425-60310977	0.1737
2_MACS_peak_9233_lociStitched	chr15(.):60413403-60420874	0.1366
1_MACS_peak_9235_lociStitched	chr15(.):60520958-60521897	0.1167
1_MACS_peak_9236_lociStitched	chr15(.):60547753-60548678	0.2025
1_MACS_peak_9237_lociStitched	chr15(.):60612067-60613431	0.2334
1_MACS_peak_9238_lociStitched	chr15(.):60688518-60691497	0.1797
1_MACS_peak_9239_lociStitched	chr15(.):60700198-60701549	0.1732
1_MACS_peak_9240_lociStitched	chr15(.):60769743-60773006	0.2218
1_MACS_peak_9241_lociStitched	chr15(.):60799634-60800801	0.1561
2_MACS_peak_9242_lociStitched	chr15(.):60875677-60885666	0.122
1_MACS_peak_9244_lociStitched	chr15(.):60941374-60942922	0.1358
1_MACS_peak_9245_lociStitched	chr15(.):60952337-60953319	0.1959
1_MACS_peak_9246_lociStitched	chr15(.):61461690-61462720	0.1432
1_MACS_peak_9247_lociStitched	chr15(.):61992705-61993731	0.1589
1_MACS_peak_9248_lociStitched	chr15(.):62338169-62339050	0.1661
1_MACS_peak_9249_lociStitched	chr15(.):62351457-62353748	0.1796
1_MACS_peak_9250_lociStitched	chr15(.):62360371-62361272	0.1264
1_MACS_peak_9251_lociStitched	chr15(.):62681986-62684350	0.1166
2_MACS_peak_9252_lociStitched	chr15(.):63227378-63233650	0.1244
1_MACS_peak_9254_lociStitched	chr15(.):63339969-63341745	0.1688
1_MACS_peak_9255_lociStitched	chr15(.):63413395-63414967	0.2058
1_MACS_peak_9256_lociStitched	chr15(.):63448145-63450686	0.1856
2_MACS_peak_9257_lociStitched	chr15(.):63480657-63487053	0.2009
1_MACS_peak_9259_lociStitched	chr15(.):63568833-63569639	0.2207
1_MACS_peak_9260_lociStitched	chr15(.):63728552-63729994	0.152
3_MACS_peak_9261_lociStitched	chr15(.):63765669-63780122	0.1561
2_MACS_peak_9264_lociStitched	chr15(.):63788644-63798593	0.1529
1_MACS_peak_9266_lociStitched	chr15(.):63891203-63894678	0.1691
1_MACS_peak_9267_lociStitched	chr15(.):63960152-63961673	0.126
1_MACS_peak_9268_lociStitched	chr15(.):64125002-64127169	0.1678
1_MACS_peak_9269_lociStitched	chr15(.):64188157-64189957	0.2196
1_MACS_peak_9270_lociStitched	chr15(.):64261904-64264850	0.1735
1_MACS_peak_9271_lociStitched	chr15(.):64337977-64339311	0.1335
3_MACS_peak_9272_lociStitched	chr15(.):64381888-64389084	0.2197
1_MACS_peak_9275_lociStitched	chr15(.):64443036-64446211	0.158
1_MACS_peak_9276_lociStitched	chr15(.):64453637-64456411	0.1854
1_MACS_peak_9277_lociStitched	chr15(.):64647415-64649059	0.2546
2_MACS_peak_9278_lociStitched	chr15(.):64672829-64680607	0.1336
2_MACS_peak_9280_lociStitched	chr15(.):64752075-64757889	0.1417
1_MACS_peak_9282_lociStitched	chr15(.):64863691-64865071	0.1915
1_MACS_peak_9283_lociStitched	chr15(.):64888656-64890128	0.269
2_MACS_peak_9284_lociStitched	chr15(.):64939818-64944777	0.1438
1_MACS_peak_9286_lociStitched	chr15(.):64994510-64996148	0.231
1_MACS_peak_9287_lociStitched	chr15(.):65116945-65118715	0.2454
1_MACS_peak_9288_lociStitched	chr15(.):65132967-65136208	0.1932
3_MACS_peak_9289_lociStitched	chr15(.):65169183-65189700	0.1584
1_MACS_peak_9292_lociStitched	chr15(.):65203289-65204914	0.1675
1_MACS_peak_9293_lociStitched	chr15(.):65219990-65223918	0.2068
2_MACS_peak_9294_lociStitched	chr15(.):65281286-65286022	0.1481
1_MACS_peak_9296_lociStitched	chr15(.):65320954-65322328	0.0933
1_MACS_peak_9297_lociStitched	chr15(.):65344029-65346196	0.1888
1_MACS_peak_9298_lociStitched	chr15(.):65424478-65426807	0.1684
1_MACS_peak_9299_lociStitched	chr15(.):65476149-65478629	0.2028
1_MACS_peak_9300_lociStitched	chr15(.):65577989-65580007	0.1443
3_MACS_peak_9301_lociStitched	chr15(.):65587540-65597874	0.1563
1_MACS_peak_9304_lociStitched	chr15(.):65676961-65678005	0.1385
1_MACS_peak_9305_lociStitched	chr15(.):65808804-65810607	0.1722
1_MACS_peak_9306_lociStitched	chr15(.):65821883-65823763	0.1728
1_MACS_peak_9307_lociStitched	chr15(.):65902713-65904467	0.2318
1_MACS_peak_9308_lociStitched	chr15(.):66083039-66086230	0.2128
1_MACS_peak_9309_lociStitched	chr15(.):66124563-66126477	0.1887
1_MACS_peak_9310_lociStitched	chr15(.):66161089-66163134	0.2099
1_MACS_peak_9311_lociStitched	chr15(.):66585039-66587586	0.1561
1_MACS_peak_9312_lociStitched	chr15(.):66648033-66649953	0.1861
1_MACS_peak_9313_lociStitched	chr15(.):66661896-66663135	0.1651
1_MACS_peak_9314_lociStitched	chr15(.):66678436-66680656	0.1535
2_MACS_peak_9315_lociStitched	chr15(.):66789017-66798390	0.1709
1_MACS_peak_9317_lociStitched	chr15(.):66930054-66931367	0.1988
1_MACS_peak_9318_lociStitched	chr15(.):66992671-66995256	0.1408
1_MACS_peak_9319_lociStitched	chr15(.):67006522-67007425	0.19
1_MACS_peak_9320_lociStitched	chr15(.):67357314-67359451	0.1065
3_MACS_peak_9321_lociStitched	chr15(.):67372716-67384081	0.1587
1_MACS_peak_9324_lociStitched	chr15(.):67392699-67395483	0.2151
1_MACS_peak_9325_lociStitched	chr15(.):67408852-67409956	0.151
2_MACS_peak_9326_lociStitched	chr15(.):67425940-67430613	0.1942
1_MACS_peak_9328_lociStitched	chr15(.):67532463-67534597	0.2388
2_MACS_peak_9329_lociStitched	chr15(.):67542051-67547955	0.16
1_MACS_peak_9331_lociStitched	chr15(.):67812470-67814800	0.1709
1_MACS_peak_9332_lociStitched	chr15(.):67833395-67835788	0.1512
1_MACS_peak_9333_lociStitched	chr15(.):68074386-68078402	0.2324
1_MACS_peak_9334_lociStitched	chr15(.):68131402-68134040	0.2183
1_MACS_peak_9335_lociStitched	chr15(.):68203467-68204496	0.1683
1_MACS_peak_9336_lociStitched	chr15(.):68238342-68240119	0.1737
1_MACS_peak_9337_lociStitched	chr15(.):68345824-68348121	0.1498
1_MACS_peak_9338_lociStitched	chr15(.):68390219-68391271	0.1248
1_MACS_peak_9339_lociStitched	chr15(.):68478830-68483908	0.2054
2_MACS_peak_9340_lociStitched	chr15(.):68494326-68503418	0.115
2_MACS_peak_9342_lociStitched	chr15(.):68516514-68523133	0.1948
1_MACS_peak_9344_lociStitched	chr15(.):68529984-68531569	0.1351
1_MACS_peak_9345_lociStitched	chr15(.):68548412-68550351	0.1507
4_MACS_peak_9346_lociStitched	chr15(.):68568582-68599491	0.1795
1_MACS_peak_9350_lociStitched	chr15(.):69083430-69085023	0.1571
1_MACS_peak_9351_lociStitched	chr15(.):69108941-69114883	0.1579
1_MACS_peak_9352_lociStitched	chr15(.):69125888-69127324	0.1796
1_MACS_peak_9353_lociStitched	chr15(.):69222539-69223665	0.1608
1_MACS_peak_9354_lociStitched	chr15(.):69451863-69454278	0.1792
1_MACS_peak_9355_lociStitched	chr15(.):69706182-69707732	0.1439
1_MACS_peak_9356_lociStitched	chr15(.):69743934-69746582	0.243
1_MACS_peak_9357_lociStitched	chr15(.):69754347-69755962	0.2406
1_MACS_peak_9358_lociStitched	chr15(.):69958178-69962693	0.162
1_MACS_peak_9359_lociStitched	chr15(.):70005934-70007570	0.16
2_MACS_peak_9360_lociStitched	chr15(.):70046393-70054435	0.2205
1_MACS_peak_9362_lociStitched	chr15(.):70172692-70174585	0.1862
1_MACS_peak_9363_lociStitched	chr15(.):70270965-70274805	0.2374
1_MACS_peak_9364_lociStitched	chr15(.):70281650-70282617	0.1436
2_MACS_peak_9365_lociStitched	chr15(.):70306349-70316622	0.1833
1_MACS_peak_9367_lociStitched	chr15(.):70326611-70330287	0.182
2_MACS_peak_9368_lociStitched	chr15(.):70387100-70396564	0.1733
1_MACS_peak_9370_lociStitched	chr15(.):70444029-70445117	0.1547
1_MACS_peak_9371_lociStitched	chr15(.):70487801-70490661	0.1815
1_MACS_peak_9372_lociStitched	chr15(.):70550099-70551115	0.0801
1_MACS_peak_9373_lociStitched	chr15(.):70591701-70594883	0.2096
3_MACS_peak_9374_lociStitched	chr15(.):70610563-70621365	0.1296
1_MACS_peak_9377_lociStitched	chr15(.):70701966-70703241	0.1148
1_MACS_peak_9378_lociStitched	chr15(.):70726341-70729681	0.214
1_MACS_peak_9379_lociStitched	chr15(.):70751736-70753372	0.1398
1_MACS_peak_9380_lociStitched	chr15(.):70769252-70773107	0.1436
1_MACS_peak_9381_lociStitched	chr15(.):70783029-70786557	0.1988
1_MACS_peak_9382_lociStitched	chr15(.):70794900-70798905	0.1896
1_MACS_peak_9383_lociStitched	chr15(.):70960813-70961981	0.1883
1_MACS_peak_9384_lociStitched	chr15(.):71054600-71056670	0.1539
1_MACS_peak_9385_lociStitched	chr15(.):71184135-71185703	0.189
1_MACS_peak_9386_lociStitched	chr15(.):71407972-71408896	0.0985
1_MACS_peak_9387_lociStitched	chr15(.):71560048-71561279	0.1391
1_MACS_peak_9388_lociStitched	chr15(.):71968477-71970769	0.1796
1_MACS_peak_9389_lociStitched	chr15(.):72409142-72411553	0.1887
2_MACS_peak_9390_lociStitched	chr15(.):72521865-72530711	0.1579
1_MACS_peak_9392_lociStitched	chr15(.):72563854-72566031	0.21
1_MACS_peak_9393_lociStitched	chr15(.):72612332-72613387	0.2183
1_MACS_peak_9394_lociStitched	chr15(.):72667456-72669573	0.1924
1_MACS_peak_9395_lociStitched	chr15(.):72753874-72755096	0.2186
1_MACS_peak_9396_lociStitched	chr15(.):72765359-72768363	0.2171
1_MACS_peak_9397_lociStitched	chr15(.):72907431-72909153	0.2104
1_MACS_peak_9398_lociStitched	chr15(.):72928708-72930218	0.1527
1_MACS_peak_9399_lociStitched	chr15(.):72977505-72979413	0.2785
2_MACS_peak_9400_lociStitched	chr15(.):73029590-73033824	0.1822
1_MACS_peak_9402_lociStitched	chr15(.):73074604-73077444	0.1994
1_MACS_peak_9403_lociStitched	chr15(.):73088601-73089935	0.1392
1_MACS_peak_9404_lociStitched	chr15(.):73118984-73120501	0.183
1_MACS_peak_9405_lociStitched	chr15(.):73130336-73131306	0.1538
2_MACS_peak_9406_lociStitched	chr15(.):73343414-73345942	0.1076
1_MACS_peak_9408_lociStitched	chr15(.):73718438-73719865	0.1296
1_MACS_peak_9409_lociStitched	chr15(.):73739769-73741475	0.1319
1_MACS_peak_9410_lociStitched	chr15(.):73924518-73926609	0.2058
1_MACS_peak_9411_lociStitched	chr15(.):73975878-73977617	0.1143
1_MACS_peak_9412_lociStitched	chr15(.):73988812-73989845	0.1615
2_MACS_peak_9413_lociStitched	chr15(.):74251058-74258226	0.1354
2_MACS_peak_9415_lociStitched	chr15(.):74283490-74288397	0.2015
1_MACS_peak_9417_lociStitched	chr15(.):74357863-74358939	0.2149
1_MACS_peak_9418_lociStitched	chr15(.):74391629-74393326	0.1903
1_MACS_peak_9419_lociStitched	chr15(.):74658109-74658782	0.1236
2_MACS_peak_9420_lociStitched	chr15(.):74665527-74679217	0.1834
2_MACS_peak_9422_lociStitched	chr15(.):74688938-74696653	0.1597
1_MACS_peak_9424_lociStitched	chr15(.):74725445-74727398	0.15
2_MACS_peak_9425_lociStitched	chr15(.):74745853-74754396	0.1446
1_MACS_peak_9427_lociStitched	chr15(.):74803286-74805668	0.157
2_MACS_peak_9428_lociStitched	chr15(.):74831994-74839472	0.1981
1_MACS_peak_9430_lociStitched	chr15(.):74889877-74891698	0.2071
1_MACS_peak_9431_lociStitched	chr15(.):74906342-74909842	0.1879
1_MACS_peak_9432_lociStitched	chr15(.):74917805-74921474	0.2098
1_MACS_peak_9433_lociStitched	chr15(.):74987485-74989037	0.1874
1_MACS_peak_9434_lociStitched	chr15(.):75018049-75019508	0.1172
4_MACS_peak_9435_lociStitched	chr15(.):75063079-75083986	0.1883
1_MACS_peak_9439_lociStitched	chr15(.):75091565-75092957	0.27
1_MACS_peak_9440_lociStitched	chr15(.):75110439-75111786	0.1641
1_MACS_peak_9441_lociStitched	chr15(.):75134739-75136307	0.1556
2_MACS_peak_9442_lociStitched	chr15(.):75162018-75166434	0.1742
3_MACS_peak_9444_lociStitched	chr15(.):75175450-75186838	0.1415
1_MACS_peak_9447_lociStitched	chr15(.):75197958-75199994	0.1732
1_MACS_peak_9448_lociStitched	chr15(.):75229240-75231441	0.188
1_MACS_peak_9449_lociStitched	chr15(.):75248226-75250102	0.1832
1_MACS_peak_9450_lociStitched	chr15(.):75275697-75277215	0.1881
1_MACS_peak_9451_lociStitched	chr15(.):75287622-75289414	0.142
1_MACS_peak_9452_lociStitched	chr15(.):75299524-75304435	0.1787
3_MACS_peak_9453_lociStitched	chr15(.):75315304-75324881	0.1861
1_MACS_peak_9456_lociStitched	chr15(.):75334199-75341536	0.2402
3_MACS_peak_9457_lociStitched	chr15(.):75352742-75370977	0.1502
2_MACS_peak_9460_lociStitched	chr15(.):75396710-75407680	0.1648
2_MACS_peak_9462_lociStitched	chr15(.):75416426-75424471	0.1528
1_MACS_peak_9464_lociStitched	chr15(.):75469417-75471856	0.1613
1_MACS_peak_9465_lociStitched	chr15(.):75491030-75497576	0.1924
1_MACS_peak_9466_lociStitched	chr15(.):75511291-75512662	0.1439
1_MACS_peak_9467_lociStitched	chr15(.):75591088-75592129	0.2498
2_MACS_peak_9468_lociStitched	chr15(.):75625499-75629445	0.16
1_MACS_peak_9470_lociStitched	chr15(.):75638760-75641000	0.168
1_MACS_peak_9471_lociStitched	chr15(.):75660001-75662013	0.2432
2_MACS_peak_9472_lociStitched	chr15(.):75742538-75749147	0.1987
1_MACS_peak_9474_lociStitched	chr15(.):75870114-75872348	0.1603
1_MACS_peak_9475_lociStitched	chr15(.):75916782-75919153	0.2051
2_MACS_peak_9476_lociStitched	chr15(.):75931386-75940523	0.147
1_MACS_peak_9478_lociStitched	chr15(.):76015957-76017112	0.2173
1_MACS_peak_9479_lociStitched	chr15(.):76030254-76032185	0.1183
1_MACS_peak_9480_lociStitched	chr15(.):76050159-76051840	0.1417
1_MACS_peak_9481_lociStitched	chr15(.):76109168-76110119	0.1344
1_MACS_peak_9482_lociStitched	chr15(.):76134727-76137164	0.1386
1_MACS_peak_9483_lociStitched	chr15(.):76195153-76197279	0.23
3_MACS_peak_9484_lociStitched	chr15(.):76348820-76352998	0.181
1_MACS_peak_9487_lociStitched	chr15(.):76442601-76443576	0.1841
1_MACS_peak_9488_lociStitched	chr15(.):76602733-76604634	0.1602
3_MACS_peak_9489_lociStitched	chr15(.):76628012-76639220	0.0943
2_MACS_peak_9492_lociStitched	chr15(.):76719617-76727177	0.1067
1_MACS_peak_9494_lociStitched	chr15(.):77196645-77198478	0.238
1_MACS_peak_9495_lociStitched	chr15(.):77223125-77224955	0.2456
1_MACS_peak_9496_lociStitched	chr15(.):77313450-77315605	0.1869
1_MACS_peak_9497_lociStitched	chr15(.):77351989-77353004	0.1496
1_MACS_peak_9498_lociStitched	chr15(.):77362226-77364096	0.1525
2_MACS_peak_9499_lociStitched	chr15(.):77473155-77481281	0.1738
1_MACS_peak_9501_lociStitched	chr15(.):77535744-77537302	0.2119
1_MACS_peak_9502_lociStitched	chr15(.):77701455-77703315	0.2269
1_MACS_peak_9503_lociStitched	chr15(.):77711282-77714329	0.1679
1_MACS_peak_9504_lociStitched	chr15(.):77749175-77751011	0.1846
2_MACS_peak_9505_lociStitched	chr15(.):77829684-77836492	0.1229
1_MACS_peak_9507_lociStitched	chr15(.):78088735-78090738	0.1587
1_MACS_peak_9508_lociStitched	chr15(.):78202554-78203608	0.1973
1_MACS_peak_9509_lociStitched	chr15(.):78326611-78328583	0.2377
4_MACS_peak_9510_lociStitched	chr15(.):78348500-78361625	0.1534
2_MACS_peak_9514_lociStitched	chr15(.):78368904-78377231	0.1081
1_MACS_peak_9516_lociStitched	chr15(.):78423295-78424799	0.1126
1_MACS_peak_9517_lociStitched	chr15(.):78440657-78443003	0.1995
2_MACS_peak_9518_lociStitched	chr15(.):78462984-78467811	0.2121
1_MACS_peak_9520_lociStitched	chr15(.):78591299-78592789	0.2349
1_MACS_peak_9521_lociStitched	chr15(.):78729222-78731633	0.1627
1_MACS_peak_9522_lociStitched	chr15(.):78799025-78800782	0.2252
1_MACS_peak_9523_lociStitched	chr15(.):78831961-78834194	0.2036
1_MACS_peak_9524_lociStitched	chr15(.):78843350-78845084	0.1014
1_MACS_peak_9525_lociStitched	chr15(.):78857155-78859045	0.2244
1_MACS_peak_9526_lociStitched	chr15(.):78995167-78996783	0.1671
1_MACS_peak_9527_lociStitched	chr15(.):79011754-79012933	0.1623
1_MACS_peak_9528_lociStitched	chr15(.):79103887-79104763	0.1266
1_MACS_peak_9529_lociStitched	chr15(.):79152068-79152746	0.1188
1_MACS_peak_9530_lociStitched	chr15(.):79164845-79166723	0.149
1_MACS_peak_9531_lociStitched	chr15(.):79231277-79232485	0.1504
1_MACS_peak_9532_lociStitched	chr15(.):79268834-79270569	0.1669
1_MACS_peak_9533_lociStitched	chr15(.):79449469-79450955	0.2236
1_MACS_peak_9534_lociStitched	chr15(.):79484593-79485999	0.2064
1_MACS_peak_9535_lociStitched	chr15(.):79603159-79604692	0.1916
1_MACS_peak_9536_lociStitched	chr15(.):80188192-80190384	0.1786
1_MACS_peak_9537_lociStitched	chr15(.):80214878-80216931	0.1805
1_MACS_peak_9538_lociStitched	chr15(.):80309402-80311261	0.1534
2_MACS_peak_9539_lociStitched	chr15(.):80318523-80326872	0.142
1_MACS_peak_9541_lociStitched	chr15(.):80351102-80353504	0.2017
2_MACS_peak_9542_lociStitched	chr15(.):80445066-80453985	0.154
1_MACS_peak_9544_lociStitched	chr15(.):80667776-80669574	0.1931
1_MACS_peak_9545_lociStitched	chr15(.):80695829-80697294	0.0667
1_MACS_peak_9546_lociStitched	chr15(.):80965775-80966949	0.1324
2_MACS_peak_9547_lociStitched	chr15(.):80986506-80989343	0.1445
1_MACS_peak_9549_lociStitched	chr15(.):81280756-81283083	0.1713
1_MACS_peak_9550_lociStitched	chr15(.):81291397-81295320	0.1682
1_MACS_peak_9551_lociStitched	chr15(.):81314888-81317157	0.1811
1_MACS_peak_9552_lociStitched	chr15(.):81387441-81389787	0.2237
1_MACS_peak_9553_lociStitched	chr15(.):81403044-81404806	0.1502
1_MACS_peak_9554_lociStitched	chr15(.):81426130-81426816	0.0891
1_MACS_peak_9555_lociStitched	chr15(.):81433642-81434911	0.1172
1_MACS_peak_9556_lociStitched	chr15(.):81557131-81559315	0.1819
2_MACS_peak_9557_lociStitched	chr15(.):81576228-81595949	0.1876
4_MACS_peak_9559_lociStitched	chr15(.):81608697-81624586	0.1796
2_MACS_peak_9563_lociStitched	chr15(.):81745351-81751911	0.1064
1_MACS_peak_9565_lociStitched	chr15(.):81934880-81935562	0.0815
1_MACS_peak_9566_lociStitched	chr15(.):82081070-82082896	0.1884
1_MACS_peak_9567_lociStitched	chr15(.):82135100-82136103	0.1317
1_MACS_peak_9568_lociStitched	chr15(.):82151424-82153236	0.1573
1_MACS_peak_9569_lociStitched	chr15(.):82240545-82242045	0.1124
2_MACS_peak_9570_lociStitched	chr15(.):82331775-82340569	0.1178
1_MACS_peak_9572_lociStitched	chr15(.):82553857-82555731	0.2038
1_MACS_peak_9573_lociStitched	chr15(.):82646389-82648171	0.1533
2_MACS_peak_9574_lociStitched	chr15(.):82732410-82738700	0.0587
1_MACS_peak_9576_lociStitched	chr15(.):82797396-82799267	0.1368
1_MACS_peak_9577_lociStitched	chr15(.):82823680-82825895	0.1086
1_MACS_peak_9578_lociStitched	chr15(.):82944005-82945573	0.1275
2_MACS_peak_9579_lociStitched	chr15(.):83001260-83007759	0.1246
1_MACS_peak_9581_lociStitched	chr15(.):83022875-83024724	0.1904
1_MACS_peak_9582_lociStitched	chr15(.):83113804-83115251	0.1054
1_MACS_peak_9583_lociStitched	chr15(.):83182090-83183717	0.1012
1_MACS_peak_9584_lociStitched	chr15(.):83208137-83210363	0.133
1_MACS_peak_9585_lociStitched	chr15(.):83348935-83350189	0.1514
1_MACS_peak_9586_lociStitched	chr15(.):83377943-83379280	0.1325
1_MACS_peak_9587_lociStitched	chr15(.):83418326-83420551	0.2764
2_MACS_peak_9588_lociStitched	chr15(.):83474268-83480155	0.1864
1_MACS_peak_9590_lociStitched	chr15(.):83618416-83620516	0.2331
1_MACS_peak_9591_lociStitched	chr15(.):83653954-83655700	0.2371
1_MACS_peak_9592_lociStitched	chr15(.):83679364-83681130	0.2499
1_MACS_peak_9593_lociStitched	chr15(.):83734890-83736595	0.0951
2_MACS_peak_9594_lociStitched	chr15(.):83867981-83877124	0.1239
1_MACS_peak_9596_lociStitched	chr15(.):84596600-84598117	0.1713
1_MACS_peak_9597_lociStitched	chr15(.):84624035-84625172	0.2421
2_MACS_peak_9598_lociStitched	chr15(.):84652232-84662322	0.1107
1_MACS_peak_9600_lociStitched	chr15(.):84748385-84749950	0.1929
1_MACS_peak_9601_lociStitched	chr15(.):84765021-84766950	0.2075
2_MACS_peak_9602_lociStitched	chr15(.):84835959-84842741	0.1396
1_MACS_peak_9604_lociStitched	chr15(.):84897771-84899894	0.1599
1_MACS_peak_9605_lociStitched	chr15(.):84914881-84915991	0.1224
2_MACS_peak_9606_lociStitched	chr15(.):84975782-84982298	0.1188
2_MACS_peak_9608_lociStitched	chr15(.):85042942-85049615	0.1228
1_MACS_peak_9610_lociStitched	chr15(.):85076986-85078911	0.1325
1_MACS_peak_9611_lociStitched	chr15(.):85091126-85092132	0.0773
1_MACS_peak_9612_lociStitched	chr15(.):85112711-85114939	0.1854
1_MACS_peak_9613_lociStitched	chr15(.):85143522-85144860	0.1221
2_MACS_peak_9614_lociStitched	chr15(.):85173613-85177876	0.1956
3_MACS_peak_9616_lociStitched	chr15(.):85196507-85204250	0.156
1_MACS_peak_9619_lociStitched	chr15(.):85258328-85260738	0.2118
1_MACS_peak_9620_lociStitched	chr15(.):85267801-85269080	0.2399
1_MACS_peak_9621_lociStitched	chr15(.):85277167-85280582	0.259
1_MACS_peak_9622_lociStitched	chr15(.):85290068-85293325	0.1376
1_MACS_peak_9623_lociStitched	chr15(.):85458117-85459142	0.1808
1_MACS_peak_9624_lociStitched	chr15(.):85470987-85471857	0.1487
1_MACS_peak_9625_lociStitched	chr15(.):85523280-85525760	0.1199
1_MACS_peak_9626_lociStitched	chr15(.):85777141-85778852	0.1447
1_MACS_peak_9627_lociStitched	chr15(.):85872213-85875262	0.2249
1_MACS_peak_9628_lociStitched	chr15(.):85922405-85924828	0.1526
1_MACS_peak_9629_lociStitched	chr15(.):85956036-85957731	0.2017
1_MACS_peak_9630_lociStitched	chr15(.):86231715-86237393	0.2206
1_MACS_peak_9631_lociStitched	chr15(.):86249577-86251549	0.1678
1_MACS_peak_9632_lociStitched	chr15(.):86337331-86338281	0.1581
