GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
NM_144495	chrX(.):48750194-48765420	0.0695
NM_001167990	chrX(.):48750212-48765420	0.0695
NM_001032384	chrX(.):48750538-48765420	0.0699
NM_001167992	chrX(.):48750774-48765420	0.0711
NM_001167947	chrX(.):48745729-48760426	0.0881
NM_001042498	chrX(.):48755888-48774235	0.0982
NM_001136158	chrX(.):48774302-48819893	0.1091
NM_001136159	chrX(.):48774302-48820648	0.1081
NM_006875	chrX(.):48765458-48781413	0.1383
NM_004979	chrX(.):48813638-48833251	0.078
NM_005660	chrX(.):48755458-48773917	0.099
NM_001032289	chrX(.):48755889-48773933	0.0977
NM_015892	chr10(.):125762181-125856930	0.148
NM_014863	chr10(.):125774168-125856930	0.1544
NM_018363	chr10(.):90028620-90348082	0.1194
NM_001031709	chr10(.):90038858-90348082	0.1172
NM_014974	chr10(.):315129-740608	0.0978
NM_001083591	chr10(.):11201992-11383672	0.166
NM_001025077	chr10(.):11042258-11383672	0.1422
NM_006561	chr10(.):11054892-11383672	0.1437
NM_024948	chr10(.):15815174-15907519	0.1404
NM_005028	chr10(.):22818765-23008503	0.1074
NM_000698	chr10(.):45864628-45946563	0.1279
NM_032199	chr10(.):63656012-63861707	0.1303
NM_199452	chr10(.):64275206-64436771	0.1248
NM_199451	chr10(.):64128915-64436771	0.1181
NM_199450	chr10(.):64128915-64245048	0.1119
NM_020338	chr10(.):80823791-81081285	0.1142
NM_145868	chr10(.):81909879-81970328	0.1372
NM_001549	chr10(.):91082601-91105725	0.1389
NM_001031683	chr10(.):91087238-91105725	0.1479
NR_027151	chr10(.):690887-703595	0.1039
NR_027152	chr10(.):691016-716109	0.1102
NR_027653	chr10(.):3813187-3832473	0.1622
NM_005041	chr10(.):72352103-72367531	0.0985
NM_019058	chr10(.):74028676-74040797	0.1831
NM_017626	chr10(.):74087587-74119907	0.1408
NM_001547	chr10(.):91056705-91074033	0.1195
NM_001010987	chr10(.):91132812-91149962	0.1066
NM_057157	chr10(.):94828231-94842641	0.1532
NM_183374	chr10(.):94816020-94833454	0.1095
NM_000783	chr10(.):94828646-94842641	0.1553
NM_001083913	chr10(.):104498726-104581021	0.1524
NM_017787	chr10(.):104530887-104581021	0.1548
NR_024552	chr10(.):105201542-105217162	0.128
NM_001129742	chr10(.):105227560-105243997	0.1575
NM_001001412	chr10(.):105208143-105223648	0.1312
NM_004210	chr10(.):105248734-105357309	0.1404
NM_005871	chr10(.):112047797-112069707	0.1198
NM_004419	chr10(.):112252624-112276302	0.2011
NM_006157	chr11(.):20686116-21602229	0.0938
NM_001111018	chr11(.):19367270-20148147	0.1144
NM_001098517	chr11(.):115039344-115380241	0.1244
NM_181798	chr11(.):2477683-2875340	0.1039
NM_000218	chr11(.):2461220-2875340	0.1042
NM_030962	chr11(.):9795213-10320754	0.0999
NM_001143830	chr11(.):22683159-22839547	0.1225
NM_177553	chr11(.):22684653-22839547	0.122
NM_005256	chr11(.):22691318-22839547	0.1193
NM_001098503	chr11(.):47997109-48159266	0.094
NM_002843	chr11(.):47997109-48197394	0.0926
NM_004811	chr11(.):58289343-58348390	0.1397
NM_001143995	chr11(.):58289343-58350639	0.1402
NM_024092	chr11(.):60676370-60695915	0.1928
NM_001012662	chr11(.):62618483-62661355	0.157
NM_001013251	chr11(.):62643343-62661355	0.1702
NM_001012661	chr11(.):62618517-62661353	0.157
NM_024060	chr11(.):62196015-62319332	0.1273
NR_037193	chr11(.):62644170-62661355	0.1738
NM_001077241	chr11(.):65137662-65155142	0.1507
NR_002819	chr11(.):65260232-65278939	0.2383
NM_014824	chr11(.):72542789-72858143	0.1205
NM_176796	chr11(.):72970569-73013850	0.156
NM_176798	chr11(.):72975938-73013850	0.1595
NM_004154	chr11(.):72978246-73014664	0.1604
NM_001166	chr11(.):102212965-102254401	0.1127
NM_024556	chr11(.):126076618-126137879	0.1122
NM_002017	chr11(.):128558812-128688162	0.1513
NM_001167681	chr11(.):128557388-128688162	0.1509
NM_012239	chr11(.):210029-241362	0.1281
NM_002817	chr11(.):231807-257984	0.1319
NM_138329	chr11(.):273569-290304	0.09
NM_006435	chr11(.):303106-314410	0.114
NM_025092	chr11(.):284137-300688	0.0908
NM_003641	chr11(.):308990-320272	0.1091
NM_001025295	chr11(.):293202-304526	0.0942
NM_001124	chr11(.):10321641-10333923	0.2203
NM_022725	chr11(.):22639078-22652387	0.14
NM_000614	chr11(.):58385145-58398205	0.1186
NR_024091	chr11(.):58341586-58398205	0.1302
NM_053023	chr11(.):58341586-58394023	0.1311
NM_015177	chr11(.):58934811-58981060	0.1286
NM_001039396	chr11(.):58970982-58985494	0.1452
NM_004778	chr11(.):60613397-60628444	0.1185
NM_207341	chr11(.):60630014-60648164	0.1597
NM_024098	chr11(.):60604428-60623561	0.1867
NM_014502	chr11(.):60653019-60679061	0.1658
NM_016582	chr11(.):60699554-60724257	0.107
NM_178031	chr11(.):60686912-60709631	0.1245
NM_022830	chr11(.):62337516-62364109	0.158
NM_004739	chr11(.):62355674-62374303	0.1708
NM_001404	chr11(.):62322072-62346460	0.1627
NR_002565	chr11(.):62618036-62628103	0.1834
NM_003164	chr11(.):62569368-62604560	0.1347
NM_018093	chr11(.):62595382-62612628	0.1771
NR_003098	chr11(.):62614459-62628360	0.179
NR_002561	chr11(.):62616134-62626204	0.1953
NR_002560	chr11(.):62615797-62625865	0.199
NR_002559	chr11(.):62616375-62626440	0.1948
NR_000008	chr11(.):62615381-62625507	0.1978
NR_002564	chr11(.):62617763-62627838	0.1858
NR_002563	chr11(.):62617483-62627555	0.1876
NR_002562	chr11(.):62617092-62627167	0.1907
NM_001081491	chr11(.):62554597-62577964	0.1574
NM_001080501	chr11(.):62552786-62564486	0.173
NR_028272	chr11(.):65185268-65199003	0.3209
NR_030343	chr11(.):65206928-65217028	0.1663
NM_031904	chr11(.):65149040-65185995	0.1428
NM_001048218	chr11(.):65287547-65311182	0.1381
NM_138768	chr11(.):69056621-69069754	0.1711
NM_002564	chr11(.):72924343-72952395	0.1466
NM_176071	chr11(.):72924501-72952395	0.1464
NM_001165	chr11(.):102183193-102213465	0.1458
NM_006235	chr11(.):111217980-111255157	0.1736
NR_026691	chr11(.):117852105-117877199	0.1721
NM_032966	chr11(.):118759100-118771971	0.1118
NM_001716	chr11(.):118749540-118771971	0.1197
NM_182557	chr11(.):118761850-118786613	0.0995
NM_005103	chr11(.):125310640-125371206	0.1058
NM_032795	chr11(.):126066988-126086587	0.1401
NM_003658	chr11(.):129240880-129327174	0.146
NM_002392	chr12(.):69196970-69244212	0.1437
NR_027946	chr12(.):1095403-1610099	0.1129
NM_007273	chr12(.):7069516-7084891	0.1813
NM_001144831	chr12(.):7069514-7084916	0.1818
NM_001077484	chr12(.):46571840-46668208	0.1341
NM_001128914	chr12(.):53840885-53879946	0.1879
NM_000966	chr12(.):53599352-53631036	0.1504
NM_001042728	chr12(.):53599352-53619150	0.1633
NM_005761	chr12(.):94537498-94704225	0.1489
NM_020244	chr12(.):102086416-102127846	0.1226
NM_003299	chr12(.):104319188-104346703	0.1444
NM_014706	chr12(.):108910990-108960165	0.1463
NM_001975	chr12(.):7018613-7037859	0.1725
NM_002831	chr12(.):7055433-7075479	0.2143
NR_029779	chr12(.):7067861-7077929	0.1814
NM_080548	chr12(.):7050739-7075479	0.2168
NM_001007026	chr12(.):7028625-7056484	0.1966
NM_006992	chr12(.):7008896-7028406	0.1279
NM_001940	chr12(.):7032479-7056484	0.181
NR_003010	chr12(.):7071499-7081769	0.1871
NM_138425	chr12(.):7048202-7060165	0.2133
NR_029682	chr12(.):7068259-7078354	0.1766
NM_006331	chr12(.):7074943-7090165	0.1707
NR_026672	chr12(.):9902163-9918497	0.1378
NM_172004	chr12(.):9870090-9890860	0.1379
NM_030762	chr12(.):26267958-26283003	0.2101
NM_005086	chr12(.):26343505-26392708	0.1093
NM_001135823	chr12(.):26343268-26392708	0.1091
NM_001004304	chr12(.):53569534-53589654	0.188
NM_000889	chr12(.):53580106-53606000	0.2504
NM_015989	chr12(.):53546446-53579430	0.1233
NM_001170790	chr12(.):53640369-53653190	0.127
NM_032889	chr12(.):53640875-53653190	0.1282
NM_001164691	chr12(.):53812638-53830318	0.1288
NM_001005354	chr12(.):53830432-53845427	0.1349
NM_134324	chr12(.):53890376-53905215	0.1549
NM_006301	chr12(.):53869275-53898444	0.1575
NM_134323	chr12(.):53889704-53905215	0.1507
NM_003717	chr12(.):53895473-53906422	0.1173
NM_017440	chr12(.):68683345-68731161	0.1245
NM_001025233	chr12(.):92812734-92829730	0.1524
NR_027933	chr12(.):92810306-92829778	0.1542
NM_001025232	chr12(.):92808869-92826924	0.1511
NM_153694	chr12(.):102117425-102138250	0.1541
NM_001111283	chr12(.):102784644-102879378	0.1197
NM_001111284	chr12(.):102784644-102877429	0.1174
NM_001111285	chr12(.):102806453-102879378	0.1262
NR_027249	chr12(.):104232526-104328989	0.1387
NR_037425	chr12(.):104319202-104329333	0.1924
NM_003211	chr12(.):104354592-104387656	0.1125
NM_001135570	chr12(.):104338980-104355993	0.1321
NM_007076	chr12(.):108904050-108918380	0.1418
NM_213595	chr12(.):108951293-108968160	0.2425
NM_181724	chr12(.):108978621-108996894	0.1197
NM_003006	chr12(.):109010679-109032670	0.2333
NM_024667	chr12(.):123344874-123385712	0.1089
NM_021009	chr12(.):125391191-125404587	0.1233
NM_015011	chr13(.):109243499-109865355	0.0942
NM_001198950	chr13(.):109276570-109865355	0.0944
NM_007368	chr13(.):114742193-114903095	0.1238
NM_023011	chr13(.):115042077-115076283	0.1342
NM_003903	chr13(.):114995361-115043150	0.1453
NM_022060	chr14(.):23062146-23086265	0.0962
NR_027004	chr14(.):94366075-94397718	0.0527
NM_001080414	chr14(.):91732666-91889133	0.0929
NM_023112	chr14(.):94487723-94520276	0.0646
NM_001344	chr14(.):23028806-23063143	0.0832
NM_207442	chr14(.):69256463-69268190	0.0845
NM_004926	chr14(.):69249374-69264785	0.089
NM_016150	chr14(.):94395512-94428767	0.0625
NR_024182	chr14(.):94458615-94478898	0.0803
NR_024183	chr14(.):94458641-94483041	0.0866
NM_025268	chr14(.):105987952-106001539	0.0989
NM_001080534	chr15(.):54300100-54925806	0.0926
NM_007200	chr15(.):85918870-86297586	0.1146
NM_002420	chr15(.):31288550-31398924	0.1393
NM_001103184	chr15(.):33052746-33365085	0.1183
NR_027410	chr15(.):34812483-34880771	0.1077
NM_007223	chr15(.):40087930-40218093	0.1059
NM_001013703	chr15(.):40221346-40332797	0.1163
NM_152647	chr15(.):49615591-49918118	0.1031
NM_024776	chr15(.):77395470-77582333	0.1148
NM_172217	chr15(.):81512639-81610104	0.1468
NM_001172128	chr15(.):81484218-81610104	0.1325
NM_014630	chr15(.):85286817-85354663	0.1157
NM_007011	chr15(.):89626380-89750591	0.1399
NR_028067	chr15(.):22408461-22419395	0.1395
NR_029624	chr15(.):31352234-31362344	0.1215
NM_001003942	chr15(.):40375091-40403287	0.1855
NM_033503	chr15(.):40375091-40403639	0.186
NM_001003940	chr15(.):40375091-40406075	0.1817
NM_001145112	chr15(.):44952929-44974086	0.1768
NM_182985	chr15(.):45023559-45065025	0.1051
NM_004048	chr15(.):44998684-45015357	0.1632
NM_002009	chr15(.):49710374-49784523	0.1071
NM_198524	chr15(.):56652643-56743072	0.1276
NR_030714	chr15(.):70366710-70376807	0.1265
NM_021823	chr15(.):75310926-75348067	0.1661
NM_138967	chr15(.):75282875-75318836	0.154
NR_026813	chr15(.):77511249-77522746	0.0917
NM_004513	chr15(.):81584253-81610104	0.2024
NM_181900	chr15(.):81600006-81621524	0.1733
NM_014300	chr15(.):85207774-85264674	0.109
NM_002168	chr15(.):90622211-90650708	0.1662
NM_014918	chr15(.):101710927-101797137	0.1359
NM_000246	chr16(.):10966054-11023840	0.1253
NM_015226	chr16(.):11033344-11281046	0.1167
NM_015914	chr16(.):11767942-11841648	0.209
NM_000336	chr16(.):23308590-23397620	0.1514
NM_000078	chr16(.):56990834-57022756	0.1231
NM_004360	chr16(.):68766194-68874444	0.1041
NR_003226	chr16(.):90033987-90068028	0.0592
NR_003228	chr16(.):90033987-90072195	0.0577
NM_014015	chr16(.):11017747-11041257	0.1291
NM_003498	chr16(.):11757288-11778015	0.1896
NM_001130007	chr16(.):11956984-12015519	0.1234
NM_001130006	chr16(.):11956984-12014825	0.1237
NM_001192	chr16(.):12053963-12066925	0.2141
NM_032167	chr16(.):12065601-12152141	0.1281
NM_003414	chr16(.):31880078-31933627	0.1151
NR_033866	chr16(.):32295867-32306302	0.1598
NR_033866	chr16(.):33293267-33303702	0.1697
NM_153337	chr16(.):50695210-50720264	0.1424
NM_022162	chr16(.):50726049-50771987	0.1132
NM_001126108	chr16(.):56894118-56954762	0.1544
NM_001010989	chr16(.):56960747-56982793	0.2415
NM_001172643	chr16(.):66536905-66589194	0.1616
NM_001172644	chr16(.):66536905-66589315	0.1618
NM_052999	chr16(.):66595349-66618038	0.1084
NM_181641	chr16(.):66581471-66604971	0.1452
NM_181271	chr16(.):66595293-66618038	0.1087
NM_001040138	chr16(.):66581465-66605154	0.1445
NM_017702	chr16(.):90010150-90030774	0.0532
NM_145039	chr16(.):90031200-90043942	0.0581
NM_207514	chr16(.):90010182-90039467	0.0539
NM_001214	chr16(.):90090315-90101309	0.0436
NM_024043	chr16(.):90066278-90081529	0.0565
NR_023348	chr16(.):90084007-90116352	0.0485
NM_001042610	chr16(.):90066278-90090937	0.0558
NM_003342	chr17(.):4167511-4274969	0.1111
NM_004853	chr17(.):9148787-9484275	0.0846
NM_002558	chr17(.):3794884-3824960	0.1543
NM_201433	chr17(.):9808925-10106868	0.0925
NM_201432	chr17(.):9808925-9945064	0.0945
NM_001130831	chr17(.):9808925-9934623	0.0949
NM_183232	chr17(.):37916198-38025441	0.1613
NM_001070	chr17(.):40756357-40772256	0.1905
NM_003726	chr17(.):46205801-46512594	0.1165
NM_003647	chr17(.):54906459-54951036	0.1346
NM_198393	chr17(.):56629038-56774416	0.1251
NM_001433	chr17(.):62115389-62212502	0.1915
NM_014960	chr17(.):66250322-66422000	0.1036
NR_036488	chr17(.):70394462-70593943	0.1193
NM_001113492	chr17(.):75278972-75501678	0.1185
NM_006640	chr17(.):75310596-75501678	0.1224
NM_001113491	chr17(.):75272491-75501678	0.118
NM_001163075	chr17(.):76137433-76167364	0.1654
NM_017456	chr17(.):76665129-76783376	0.1602
NM_080705	chr17(.):3463739-3504125	0.0922
NM_145068	chr17(.):3411485-3466289	0.112
NM_080704	chr17(.):3463739-3517705	0.0969
NM_080706	chr17(.):3463739-3501171	0.0945
NM_018727	chr17(.):3463739-3505336	0.092
NM_172206	chr17(.):3758616-3799037	0.1102
NM_172207	chr17(.):3763450-3801337	0.1165
NM_174957	chr17(.):3822168-3872736	0.1191
NM_012452	chr17(.):16837397-16880402	0.1656
NM_006613	chr17(.):18918989-18955336	0.1195
NM_001102664	chr17(.):19135689-19245028	0.1245
NR_031591	chr17(.):19242818-19252887	0.091
NM_002981	chr17(.):32682398-32695252	0.1865
NM_005408	chr17(.):32678470-32690629	0.1463
NM_005623	chr17(.):32641065-32653421	0.0994
NM_002983	chr17(.):34410602-34422506	0.2652
NM_002988	chr17(.):34386642-34403841	0.1276
NM_002984	chr17(.):34426219-34438014	0.2293
NM_021006	chr17(.):34517267-34529156	0.3163
NM_001001418	chr17(.):34576084-34597027	0.2759
NM_001001435	chr17(.):34533467-34545274	0.286
NM_001001437	chr17(.):34517267-34529147	0.3159
NM_001001417	chr17(.):34488060-34508988	0.259
NM_021006	chr17(.):34618841-34630730	0.304
NM_001001437	chr17(.):34618841-34630721	0.3041
NM_001001435	chr17(.):34635033-34646840	0.3117
NM_001001418	chr17(.):34741118-34813091	0.2094
NM_005310	chr17(.):37889186-37908538	0.1073
NM_001030002	chr17(.):37889589-37908538	0.1074
NM_032339	chr17(.):37880408-37891788	0.1312
NM_018530	chr17(.):38055847-38078793	0.1112
NM_198844	chr17(.):38019454-38039149	0.1347
NM_001145301	chr17(.):38469472-38518895	0.142
NM_152219	chr17(.):38511904-38525945	0.1
NM_000964	chr17(.):38460422-38518895	0.1459
NM_001024809	chr17(.):38493270-38518895	0.1068
NM_001254	chr17(.):38439145-38464413	0.1563
NM_001042531	chr17(.):40709091-40723295	0.1529
NR_026697	chr17(.):40726525-40766445	0.1447
NM_198204	chr17(.):40714077-40730221	0.1563
NM_013290	chr17(.):40719328-40734747	0.1583
NM_000413	chr17(.):40698983-40712232	0.1301
NM_000263	chr17(.):40682950-40701466	0.1425
NM_152343	chr17(.):43326759-43344479	0.1012
NM_005892	chr17(.):43294291-43329683	0.1599
NR_024434	chr17(.):43320302-43350997	0.11
NR_024435	chr17(.):43334557-43350997	0.093
NM_002144	chr17(.):46601806-46613272	0.1022
NM_002145	chr17(.):46615018-46627393	0.0906
NM_001085430	chr17(.):54864273-54898250	0.1294
NM_004758	chr17(.):56373593-56411152	0.1596
NM_003168	chr17(.):56417538-56434563	0.1872
NR_029683	chr17(.):56403592-56413679	0.262
NR_027283	chr17(.):66189800-66201443	0.1058
NM_016627	chr17(.):66239144-66258305	0.1618
NR_027058	chr17(.):75079724-75096068	0.2093
NR_003013	chr17(.):75080388-75090575	0.2171
NM_001143998	chr17(.):75132004-75218181	0.1595
NM_001144001	chr17(.):75176294-75218181	0.1596
NM_001113495	chr17(.):75466324-75501678	0.1072
NM_001113493	chr17(.):75364271-75501678	0.1162
NM_001113496	chr17(.):75441612-75501678	0.1101
NM_001113494	chr17(.):75367164-75501678	0.1148
NR_036200	chr17(.):75388065-75398136	0.1196
NM_152468	chr17(.):76121858-76144049	0.1784
NM_007267	chr17(.):76103998-76133488	0.1522
NM_001127198	chr17(.):76103998-76129861	0.1461
NM_001010982	chr17(.):76178436-76208782	0.1022
NM_003258	chr17(.):76165159-76188285	0.1796
NM_004710	chr17(.):76159670-76174009	0.2058
NM_001145526	chr17(.):76178442-76208782	0.1022
NR_027083	chr17(.):76178397-76198641	0.1147
NM_181482	chr18(.):13213785-13657753	0.0908
NM_004338	chr18(.):13615866-13657753	0.0859
NM_001003675	chr18(.):13606664-13657753	0.1004
NM_000633	chr18(.):60785578-60991613	0.1393
NM_004746	chr18(.):3493836-3885135	0.0928
NM_001003809	chr18(.):3493836-3850296	0.093
NM_022068	chr18(.):10665243-11153761	0.0892
NM_001130110	chr18(.):42255137-42462379	0.1372
NM_015559	chr18(.):42255862-42653475	0.1263
NM_017653	chr18(.):46565171-46992079	0.1039
NM_003199	chr18(.):52884561-53260860	0.1046
NR_024101	chr18(.):3589111-3602377	0.1282
NM_021074	chr18(.):9097627-9139343	0.1882
NM_001100619	chr18(.):20710726-20845434	0.1358
NR_023359	chr18(.):20709527-20845434	0.1354
NM_138375	chr18(.):20730788-20845434	0.1342
NM_016626	chr18(.):48695919-48729051	0.1265
NR_002970	chr18(.):51743653-51753782	0.1287
NM_015832	chr18(.):51724046-51756158	0.1201
NM_003927	chr18(.):51675574-51756158	0.1164
NR_024021	chr18(.):56697970-56725446	0.1062
NM_001039846	chr19(.):2091867-2104583	0.2155
NM_003331	chr19(.):10456203-10496248	0.1013
NM_001164605	chr19(.):35640844-35665788	0.1252
NR_027381	chr19(.):55550691-55579585	0.108
NM_138412	chr19(.):55550691-55585914	0.1279
NM_052847	chr19(.):2506217-2707746	0.1747
NM_032855	chr19(.):16239837-16274377	0.1982
NM_021235	chr19(.):16467407-16587762	0.1335
NM_006387	chr19(.):16623699-16658263	0.1105
NM_015073	chr19(.):38392867-38704008	0.0983
NM_017572	chr19(.):2032469-2056243	0.1963
NM_130807	chr19(.):2066034-2101269	0.2728
NM_004152	chr19(.):2264519-2278487	0.2119
NM_018049	chr19(.):2228154-2241328	0.2228
NM_000479	chr19(.):2244112-2257072	0.1709
NM_198532	chr19(.):2269630-2287181	0.1671
NR_031596	chr19(.):2229060-2239148	0.2215
NM_007165	chr19(.):2231815-2253678	0.189
NM_144616	chr19(.):2247249-2261422	0.2237
NM_001101391	chr19(.):2284773-2313156	0.139
NR_036207	chr19(.):2245637-2255717	0.143
NM_032737	chr19(.):2423163-2461958	0.1796
NM_012458	chr19(.):2420621-2432875	0.1726
NM_015675	chr19(.):2471122-2483257	0.2154
NM_007065	chr19(.):10496808-10519271	0.1163
NM_001111307	chr19(.):10526332-10585307	0.1235
NM_001111309	chr19(.):10538110-10585307	0.1101
NM_001111308	chr19(.):10536520-10585307	0.1105
NR_031592	chr19(.):10509133-10519214	0.1252
NM_006202	chr19(.):10558632-10585307	0.0965
NM_001195800	chr19(.):11195037-11249505	0.1382
NR_029613	chr19(.):13980512-13990622	0.1047
NR_036515	chr19(.):13940329-13952103	0.1274
NM_001098622	chr19(.):13982949-13996571	0.1379
NR_030179	chr19(.):13980688-13990825	0.1043
NR_029497	chr19(.):13942100-13952173	0.1365
NR_029495	chr19(.):13942400-13952473	0.1372
NR_029501	chr19(.):13942253-13952331	0.1371
NM_005370	chr19(.):16217489-16249445	0.1706
NM_032493	chr19(.):16303664-16351156	0.1017
NM_054113	chr19(.):16267178-16289286	0.1527
NM_014077	chr19(.):16291234-16307857	0.1419
NM_016270	chr19(.):16430650-16443339	0.1771
NM_024881	chr19(.):16655647-16688193	0.1221
NM_004831	chr19(.):16680717-16744015	0.1552
NM_015925	chr19(.):35734558-35763867	0.1211
NM_152481	chr19(.):35710703-35724628	0.1078
NM_003407	chr19(.):39892486-39905045	0.2152
NM_003169	chr19(.):39931287-39972308	0.1227
NM_001130825	chr19(.):39931185-39972308	0.1227
NM_019088	chr19(.):39871269-39886679	0.1511
NM_017592	chr19(.):39876962-39896203	0.1884
NM_001020	chr19(.):39918846-39931618	0.1748
NM_022835	chr19(.):39898749-39924055	0.142
NM_001098506	chr19(.):42077530-42098197	0.1345
NM_001083899	chr19(.):55520074-55554632	0.102
NM_133180	chr19(.):55582220-55604291	0.1198
NM_017729	chr19(.):55586759-55604291	0.109
NM_017607	chr19(.):55597280-55633927	0.1045
NM_007050	chr20(.):40696391-41823557	0.0846
NM_015600	chr20(.):25270378-25376477	0.1392
NM_001191	chr20(.):30247260-30315656	0.2008
NM_031483	chr20(.):32946061-33104197	0.1251
NM_177996	chr20(.):34695347-34825721	0.1177
NM_015568	chr20(.):37429347-37556667	0.1427
NM_032883	chr20(.):42539781-42703254	0.1389
NM_002466	chr20(.):42290708-42350122	0.1329
NM_001098798	chr20(.):42569535-42703254	0.1392
NM_001098797	chr20(.):42538491-42703254	0.1394
NM_000022	chr20(.):43243162-43285376	0.1413
NM_001161841	chr20(.):46281149-46420360	0.1255
NM_018837	chr20(.):46281149-46419808	0.1255
NM_183425	chr20(.):55961462-55989386	0.1377
NM_080618	chr20(.):56067223-56105154	0.1183
NM_199170	chr20(.):56218451-56290625	0.1123
NM_020182	chr20(.):56218451-56290031	0.1126
NM_199171	chr20(.):56218451-56291541	0.1124
NM_002862	chr20(.):25223705-25283648	0.1338
NM_012112	chr20(.):30321903-30394603	0.1174
NM_176812	chr20(.):32394109-32447173	0.1925
NR_030374	chr20(.):33049129-33059223	0.1113
NM_012156	chr20(.):34737661-34825721	0.1116
NM_030919	chr20(.):37549954-37586703	0.1208
NM_001008901	chr20(.):42349800-42360642	0.1238
NR_034104	chr20(.):43280091-43305380	0.1192
NM_001015885	chr20(.):55921617-55958519	0.1224
NM_003610	chr20(.):55921144-55958519	0.1226
NM_001190472	chr20(.):55928495-55939878	0.1188
NM_001160419	chr20(.):56182946-56200632	0.1493
NM_001160418	chr20(.):56173901-56200632	0.1316
NM_175573	chr20(.):60873026-60888918	0.104
NM_005560	chr20(.):60879120-60947368	0.1019
NM_001024	chr20(.):60957120-60968576	0.1463
NR_024470	chr20(.):61289378-61302973	0.1075
NM_016354	chr20(.):61268796-61308647	0.1294
NM_001083113	chr20(.):62333793-62372494	0.1378
NM_181485	chr20(.):62334379-62372494	0.1383
NM_017806	chr20(.):62362977-62375460	0.1272
NM_003224	chr20(.):62324994-62344355	0.1203
NM_032945	chr20(.):62321287-62335035	0.098
NM_020062	chr20(.):62366210-62380403	0.1043
NM_003823	chr20(.):62323020-62335035	0.1002
NM_001389	chr21(.):41379342-42224039	0.1466
NM_001033515	chr21(.):9902193-9973585	0.2568
NM_001754	chr21(.):36155097-36426595	0.1744
NM_001001890	chr21(.):36155097-36265987	0.1854
NM_001146078	chr21(.):37827919-37919898	0.1592
NM_001146077	chr21(.):37827919-37953867	0.1534
NM_016818	chr21(.):43634266-43722354	0.1782
NM_173568	chr21(.):43486425-43568105	0.182
NM_080860	chr21(.):43887596-43921401	0.1987
NM_207174	chr21(.):43635007-43722354	0.1785
NM_207629	chr21(.):43631186-43722354	0.1778
NM_207627	chr21(.):43614798-43722354	0.1772
NM_207628	chr21(.):43614921-43722354	0.1772
NM_001199527	chr21(.):43478067-43568105	0.2008
NM_003683	chr21(.):45204417-45228983	0.1736
NM_001100421	chr21(.):19156283-19196703	0.1512
NR_024027	chr21(.):26753132-26809013	0.0974
NM_001122607	chr21(.):36188573-36265987	0.1944
NR_026812	chr21(.):36405232-36416723	0.1363
NR_027273	chr21(.):43437112-43450060	0.1713
NR_027243	chr21(.):43517243-43533644	0.1977
NM_018964	chr21(.):43914741-44006550	0.1771
NM_000394	chr21(.):44584140-44597913	0.2426
NM_003681	chr21(.):45133977-45187188	0.1533
NM_000100	chr21(.):45188830-45201259	0.2145
NR_026961	chr21(.):45220638-45237448	0.1364
NM_005049	chr21(.):45522207-45556063	0.1724
NM_198155	chr21(.):45548493-45570605	0.2369
NM_001887	chr22(.):26990361-27018991	0.1689
NM_007194	chr22(.):29078730-29142822	0.1037
NM_133642	chr22(.):33664061-34321416	0.0976
NM_002133	chr22(.):35772059-35795207	0.1452
NR_030755	chr22(.):23160269-23170365	0.1112
NM_001178126	chr22(.):23224959-23243013	0.1924
NM_001024938	chr22(.):24194058-24232725	0.1175
NM_002415	chr22(.):24231564-24242409	0.1546
NM_001024939	chr22(.):24195040-24232725	0.1185
NM_001002862	chr22(.):24171689-24186199	0.1537
NM_000675	chr22(.):24818529-24843325	0.1577
NR_028484	chr22(.):24820177-24895783	0.1373
NM_001008566	chr22(.):26916713-26966370	0.1358
NM_003595	chr22(.):26916713-26991089	0.1463
NR_003491	chr22(.):27048445-27077440	0.1722
NM_001886	chr22(.):27012927-27031636	0.1354
NM_172002	chr22(.):29133042-29158496	0.1246
NM_173510	chr22(.):29163661-29190283	0.1397
NM_001079539	chr22(.):29185547-29201560	0.1971
NM_005488	chr22(.):35690796-35748987	0.1364
NM_001135729	chr22(.):35690267-35748987	0.136
NR_037471	chr22(.):35726632-35736751	0.0831
NM_006739	chr22(.):35791115-35825495	0.1109
NR_002821	chr22(.):38735669-38799931	0.148
NM_004981	chr22(.):38817332-38845033	0.0985
NM_004900	chr22(.):39373404-39393783	0.1499
NM_001193289	chr22(.):39348526-39393783	0.1495
NM_152426	chr22(.):39412117-39434256	0.1414
NM_014508	chr22(.):39405264-39419825	0.1613
NM_006116	chr22(.):39790758-39832887	0.1415
NM_002409	chr22(.):39848324-39893199	0.142
NM_001098270	chr22(.):39878228-39893199	0.1475
NM_015703	chr22(.):42899340-42920829	0.1604
NR_027786	chr22(.):42891584-42913566	0.1328
NM_014509	chr22(.):42944924-42975388	0.1456
NR_002184	chr22(.):42964265-42983017	0.1124
