GENE_ID	locusLine	bin_1_H929_jia.bam
NM_013388	chr2(.):27348624-27362542	0.4846
NM_006488	chr2(.):27304610-27328619	0.3772
NM_001035507	chr2(.):27269490-27287403	0.4947
NM_021831	chr2(.):27269490-27298490	0.5881
NM_001166241	chr2(.):27317220-27338970	0.0708
NM_032604	chr2(.):27341656-27358680	0.4244
NM_001134693	chr2(.):27288341-27299567	0.7621
NM_005253	chr2(.):28610778-28642516	0.7033
NM_015376	chr2(.):33733941-33794798	0.0626
NM_001139488	chr2(.):33696320-33794798	0.3483
NM_174931	chr2(.):37306593-37328738	0.5613
NM_024775	chr2(.):39000326-39014106	0.1517
NM_001031684	chr2(.):38965740-38983636	0.8542
NM_001195446	chr2(.):38965742-38983636	0.8543
NM_006887	chr2(.):43444540-43458745	3.281
NR_027251	chr2(.):43449349-43460994	2.4343
NM_080653	chr2(.):46733985-46752096	0.0482
NM_173074	chr2(.):46803412-46849251	0.1856
NM_014171	chr2(.):46839324-46857881	0.2547
NM_002354	chr2(.):47591286-47619167	0.0468
NM_022055	chr2(.):47742914-47802470	0.5552
NR_002229	chr2(.):54751358-54761978	0.1814
NM_006196	chr2(.):70309584-70321334	3.0959
NR_024444	chr2(.):70346167-70357448	0.6457
NM_006636	chr2(.):74420689-74447424	0.8522
NM_212552	chr2(.):74357527-74380039	0.1199
NM_018221	chr2(.):74378210-74410995	0.2518
NM_053050	chr2(.):74694108-74704927	0.414
NM_032779	chr2(.):74694958-74715357	0.5942
NM_001146158	chr2(.):74683183-74697537	0.8241
NM_001015056	chr2(.):74647987-74672710	0.1415
NM_012477	chr2(.):74680576-74693010	1.0264
NM_001145054	chr2(.):74636302-74649844	0.1705
NM_001015055	chr2(.):74647987-74674060	0.1369
NM_031288	chr2(.):74677198-74690087	0.6888
NM_032118	chr2(.):74643884-74657882	0.1696
NM_016170	chr2(.):74736595-74749275	0.0407
NM_001009812	chr2(.):74719643-74735443	0.4601
NM_032673	chr2(.):74727169-74739821	0.5784
NR_024606	chr2(.):74724743-74737192	0.5859
NM_021103	chr2(.):85127762-85138799	0.8066
NM_020122	chr2(.):85193230-85291595	0.2186
NM_015425	chr2(.):86248450-86338278	0.534
NR_026984	chr2(.):86242338-86255991	0.0736
NM_001198951	chr2(.):86825515-86856000	0.7513
NM_001198952	chr2(.):86838539-86856000	1.271
NR_015424	chr2(.):89060418-89111109	0.091
NR_026875	chr2(.):97158382-97178846	0.0664
NM_212481	chr2(.):97197463-97223371	0.6244
NM_001004720	chr2(.):106463203-106515730	0.0584
NR_029193	chr2(.):109738783-109751575	1.0476
NR_036223	chr2(.):109752945-109763044	0.2139
NR_027063	chr2(.):110964105-110985517	0.4216
NM_172003	chr2(.):114190267-114258781	0.1863
NM_002101	chr2(.):127408683-127459246	0.7195
NM_004288	chr2(.):158266130-158305604	0.8596
NM_006922	chr2(.):165939029-166065577	0.3695
NM_002610	chr2(.):173415778-173468862	1.2378
NM_003387	chr2(.):175419301-175504307	0.643
NM_000885	chr2(.):182316618-182407468	0.4407
NM_002156	chr2(.):198346307-198369640	0.7803
NM_001100819	chr2(.):198375770-198422515	0.2019
NM_025147	chr2(.):198313230-198344851	0.2262
NM_199482	chr2(.):198375319-198422515	0.2007
NM_002157	chr2(.):198359720-198373187	1.2799
NM_199440	chr2(.):198346307-198369998	0.7692
NM_002491	chr2(.):201931461-201955473	0.4468
NM_001127183	chr2(.):201978386-202033841	1.5062
NM_032974	chr2(.):202042620-202099110	1.2798
NM_001230	chr2(.):202042620-202091383	1.1821
NM_033356	chr2(.):202120222-202157434	0.9054
NM_001080125	chr2(.):202117753-202157434	0.9015
NM_003352	chr2(.):203065902-203108322	0.2291
NR_003031	chr2(.):203152773-203162857	0.0714
NR_003694	chr2(.):203151039-203161151	0.0666
NR_003058	chr2(.):203136153-203146241	0.1474
NM_006139	chr2(.):204566197-204607557	0.5561
NM_001142310	chr2(.):216941588-216972506	0.297
NM_152862	chr2(.):219076873-219124071	0.9625
NM_000634	chr2(.):219022567-219036716	0.0279
NM_001077194	chr2(.):219120737-219133582	0.2116
NM_005731	chr2(.):219077119-219124071	0.9671
NM_001087	chr2(.):219123851-219139893	0.3934
NM_182642	chr2(.):219259813-219274148	1.4989
NM_198559	chr2(.):219216578-219237817	0.1628
NM_021198	chr2(.):219259477-219275664	1.3367
NM_000578	chr2(.):219241751-219266617	0.5691
NR_029500	chr2(.):219262368-219272445	1.7202
NM_007127	chr2(.):219278837-219319248	0.0669
NM_005544	chr2(.):227591032-227668506	0.8963
NM_001099285	chr2(.):232568234-232583250	2.7102
NR_036052	chr2(.):232573023-232583105	2.1824
NM_023083	chr2(.):241521132-241543526	0.854
NM_001033575	chr2(.):241494470-241508431	3.2363
NM_018226	chr2(.):241503103-241523143	2.0428
NM_203346	chr2(.):242161678-242217301	0.2383
NM_001008492	chr2(.):242250280-242298441	0.5436
NM_001008491	chr2(.):242249722-242298441	0.5482
NM_014674	chr3(.):5224358-5266650	1.0684
NM_001195099	chr3(.):15703743-15803058	0.0655
NM_001195098	chr3(.):15703743-15844691	0.3282
NM_015199	chr3(.):15703743-15906053	0.3475
NM_004947	chr3(.):50707671-51426629	0.0521
NM_002841	chr3(.):61542242-62285573	0.1413
NM_002941	chr3(.):78641387-79822059	0.1038
NM_181780	chr3(.):112177812-112223408	0.9455
NM_015642	chr3(.):114051946-114871127	0.0627
NM_016128	chr3(.):128963452-129001616	0.7033
NM_003571	chr3(.):133113789-133199056	0.681
NM_207294	chr3(.):152012193-152188569	0.3955
NM_021038	chr3(.):151980828-152188568	0.5224
NM_024947	chr3(.):169800367-169904537	0.3974
NM_001135095	chr3(.):171753343-172123492	0.3754
NM_022763	chr3(.):171752417-172123492	0.3753
NM_181361	chr3(.):178249223-178567217	0.1431
NM_001134382	chr3(.):12933718-13119617	0.1958
NM_024923	chr3(.):13352736-13466809	0.4207
NM_014869	chr3(.):12933718-13013960	0.0453
NM_003884	chr3(.):20076523-20200896	0.1594
NM_182666	chr3(.):23842438-23937807	0.2487
NM_001145293	chr3(.):25755434-25829989	0.233
NM_001145294	chr3(.):25755434-25836530	0.2903
NM_001024847	chr3(.):30642993-30740633	0.4268
NM_001039111	chr3(.):32854509-32938771	0.2538
NM_014831	chr3(.):36863307-36991548	0.126
NM_014016	chr3(.):45725753-45791900	0.1858
NR_024046	chr3(.):47048031-47059957	0.0462
NM_001174051	chr3(.):50395230-50545892	0.0717
NM_006254	chr3(.):53190222-53231733	0.4538
NM_181042	chr3(.):52574367-52718739	0.0432
NM_018313	chr3(.):52574367-52724866	0.1032
NM_178504	chr3(.):57322726-57535071	0.0318
NM_017771	chr3(.):58313616-58415878	0.2878
NM_007114	chr3(.):69063977-69106484	0.1807
NM_018130	chr3(.):72793427-72902598	0.1596
NM_024548	chr3(.):101438493-101491181	0.5367
NM_001004196	chr3(.):112046915-112086658	0.0767
NM_183061	chr3(.):111854751-112018074	0.3579
NM_001009899	chr3(.):113362232-113420493	0.1731
NM_001690	chr3(.):113460865-113535905	0.2312
NM_199420	chr3(.):121145272-121269853	0.1164
NM_001023571	chr3(.):121483609-121558926	0.7918
NM_053026	chr3(.):123326142-123608149	0.1622
NM_002213	chr3(.):124476794-124611144	0.4251
NM_024628	chr3(.):124796479-124936609	0.2784
NM_001195483	chr3(.):124796481-124935243	0.2808
NM_032343	chr3(.):126418117-126684244	0.1547
NM_001134422	chr3(.):133287433-133314118	1.2547
NM_001134423	chr3(.):133288300-133314118	1.2954
NM_006506	chr3(.):141200925-141336197	0.1959
NM_001080412	chr3(.):141038054-141173632	2.2337
NM_016275	chr3(.):150316065-150353234	0.8116
NM_005067	chr3(.):150453909-150486263	0.7153
NM_001193283	chr3(.):156539147-156648045	0.0773
NM_001004316	chr3(.):156539095-156768918	0.0619
NM_016625	chr3(.):157822891-158267576	0.0914
NM_001190242	chr3(.):159969773-160106554	0.0416
NM_001190241	chr3(.):159969773-160122320	0.1604
NM_002740	chr3(.):169935219-170028770	0.1875
NM_024665	chr3(.):176733541-176920048	0.1795
NM_005832	chr3(.):178271617-178567217	0.1442
NM_130446	chr3(.):183200318-183278499	0.4655
NM_178496	chr3(.):192509604-192640950	0.2679
NM_005524	chr3(.):193848933-193861396	0.6279
NM_001647	chr3(.):195290572-195316076	0.0815
NM_004087	chr3(.):196764430-197030447	0.1297
NM_003670	chr3(.):5016096-5031865	1.1867
NR_027694	chr3(.):20016452-20058765	0.0311
NR_034055	chr3(.):25895022-25920186	0.664
NR_026937	chr3(.):25826562-25841025	0.5978
NM_181472	chr3(.):32428162-32501333	0.4125
NM_014240	chr3(.):45631322-45727755	0.4913
NR_033947	chr3(.):45714656-45735374	0.4076
NM_001295	chr3(.):46238199-46254832	1.2129
NM_001837	chr3(.):46278871-46313197	0.0599
NM_015175	chr3(.):47016172-47056193	0.3485
NM_144716	chr3(.):46958219-47023270	0.1798
NM_199074	chr3(.):49052907-49065926	1.0006
NM_199073	chr3(.):49053617-49065926	1.0583
NM_017730	chr3(.):49062141-49136504	0.1996
NM_177939	chr3(.):49022340-49049581	0.437
NM_018031	chr3(.):49039636-49058386	0.5422
NM_000884	chr3(.):49056761-49071875	0.9565
NM_018114	chr3(.):49047434-49063467	0.7791
NM_199070	chr3(.):49054073-49065926	1.0958
NM_001009996	chr3(.):49047434-49061017	0.8979
NR_029690	chr3(.):49053050-49063142	1.2115
NR_029948	chr3(.):49052580-49062667	1.2044
NM_153282	chr3(.):50332319-50346004	0.2877
NM_153281	chr3(.):50332319-50354812	0.1919
NM_007275	chr3(.):50357340-50370668	0.4936
NM_003773	chr3(.):50350220-50365281	0.3556
NM_006545	chr3(.):50379918-50393486	0.4179
NM_007182	chr3(.):50362216-50383367	0.5831
NM_007022	chr3(.):50383296-50396496	0.549
NM_007024	chr3(.):50387179-50401939	0.5946
NM_015896	chr3(.):50373536-50388156	0.7747
NM_170712	chr3(.):50362216-50380664	0.657
NM_170713	chr3(.):50362216-50379895	0.6834
NM_016173	chr3(.):50601908-50627421	0.1966
NM_001171743	chr3(.):50590455-50610223	0.2257
NM_013324	chr3(.):50638884-50654262	0.2438
NM_001171741	chr3(.):50590455-50613458	0.2096
NM_004635	chr3(.):50649600-50691719	0.2049
NM_006010	chr3(.):51417691-51431828	0.9602
NM_013286	chr3(.):51423730-51440336	0.3911
NM_001010983	chr3(.):52723503-52745048	1.5837
NM_206825	chr3(.):52714935-52733510	0.8658
NR_003687	chr3(.):52719753-52729846	0.8142
NM_014041	chr3(.):52734856-52747197	2.2962
NR_003057	chr3(.):52721751-52731828	0.7013
NM_152932	chr3(.):52723503-52742622	1.4269
NR_003047	chr3(.):52718255-52728331	1.0438
NM_001193533	chr3(.):52739795-52809965	0.4979
NM_052859	chr3(.):53117500-53169470	0.551
NM_177966	chr3(.):57536980-57552768	0.3703
NM_001660	chr3(.):57552089-57588215	0.5541
NM_001173468	chr3(.):58408356-58424579	0.5349
NR_033384	chr3(.):58408356-58424566	0.5353
NM_198195	chr3(.):69098880-69134524	0.389
NM_006407	chr3(.):69129089-69160239	0.3829
NM_198271	chr3(.):69151038-69176746	0.0712
NR_036087	chr3(.):69093108-69103186	0.5771
NM_006100	chr3(.):98446571-98518236	3.1691
NM_014415	chr3(.):101363282-101400988	0.204
NR_002941	chr3(.):101426277-101437260	0.1426
NM_000986	chr3(.):101394933-101410563	0.9048
NR_024407	chr3(.):101390273-101403057	0.6057
NM_145037	chr3(.):101493028-101552075	0.522
NM_001134456	chr3(.):101493285-101552075	0.5241
NM_001005474	chr3(.):101541833-101584869	0.3602
NM_001042575	chr3(.):111753464-111805116	0.0952
NM_001190259	chr3(.):111834687-111857152	0.2324
NM_024616	chr3(.):111800181-111842044	0.6055
NR_030292	chr3(.):111826647-111836745	0.153
NM_001171747	chr3(.):111800181-111842073	0.6054
NM_025146	chr3(.):113432840-113470096	0.4431
NM_001012659	chr3(.):121281777-121314469	0.1752
NM_016298	chr3(.):121307169-121354139	0.1452
NM_004487	chr3(.):121377047-121473602	0.1985
NM_018456	chr3(.):121549033-121610373	0.3052
NM_001127196	chr3(.):128881657-128907810	0.592
NM_020701	chr3(.):128841258-128885073	0.2495
NM_020187	chr3(.):128992683-129029135	0.662
NM_001006109	chr3(.):128992816-129029135	0.6639
NM_006026	chr3(.):129028613-129040120	1.7197
NR_026991	chr3(.):129030113-129048412	1.2383
NM_001145417	chr3(.):135862759-135918310	0.5434
NM_018133	chr3(.):135862759-135919688	0.5314
NM_001178014	chr3(.):135964166-136054013	0.2062
NM_001184721	chr3(.):148704194-148750456	0.3368
NM_014779	chr3(.):150121787-150182615	0.2769
NR_027037	chr3(.):151975404-151992415	1.2122
NM_001123228	chr3(.):152052486-152063779	0.7494
NM_173657	chr3(.):155475400-155529055	0.072
NM_001190992	chr3(.):155539300-155577248	0.3088
NM_003875	chr3(.):155583324-155660520	0.1255
NM_007107	chr3(.):156252928-156277973	0.6868
NR_027954	chr3(.):156385959-156398502	1.1805
NM_001184718	chr3(.):156389452-156429557	0.4727
NM_001184717	chr3(.):156387714-156429557	0.4591
NM_015508	chr3(.):156387204-156429557	0.4551
NR_003284	chr3(.):156522059-156534810	0.1618
NR_034007	chr3(.):156794455-156845791	0.4301
NM_020307	chr3(.):156860585-156883482	0.7128
NM_173084	chr3(.):160148290-160172626	0.1456
NR_029663	chr3(.):160117375-160127473	1.7233
NM_005496	chr3(.):160113346-160157741	0.5051
NM_001002800	chr3(.):160112429-160157741	0.4962
NR_029525	chr3(.):160117532-160127613	1.6585
NM_014373	chr3(.):169750734-169808183	0.5302
NM_004593	chr3(.):185627357-185660924	0.5878
NR_033752	chr3(.):185681266-185702578	0.0596
NM_006241	chr3(.):195236220-195275224	0.674
NM_001145248	chr3(.):197874236-197912728	0.3389
NM_001145853	chr4(.):6266576-6309992	0.3488
NM_003215	chr4(.):48132799-48276814	0.1824
NM_020859	chr4(.):77351252-77709405	0.1483
NM_144571	chr4(.):78629540-78745544	0.1837
NM_198281	chr4(.):90160428-90234161	1.4515
NM_001039127	chr4(.):48276-161490	0.258
NM_001042424	chr4(.):1868122-1988934	0.3625
NM_006527	chr4(.):1689526-1719030	0.4059
NM_133330	chr4(.):1889508-1988930	0.3654
NM_133335	chr4(.):1889508-1988934	0.3654
NM_012318	chr4(.):1808205-1862974	0.1047
NM_014189	chr4(.):2840583-2936789	0.1628
NM_024309	chr4(.):2738386-2763103	0.2034
NM_001161527	chr4(.):2738386-2762752	0.1988
NM_005112	chr4(.):10070962-10123573	1.0434
NM_001098634	chr4(.):40420271-40636883	0.2591
NM_004310	chr4(.):40193526-40251281	0.8911
NM_001136570	chr4(.):77167852-77209929	0.0565
NM_016211	chr4(.):83734813-83817412	0.1234
NM_001191049	chr4(.):83734813-83817335	0.1235
NM_014933	chr4(.):83734813-83817419	0.1234
NM_005935	chr4(.):87923152-88067191	0.1699
NM_001166693	chr4(.):87851153-88067206	0.2827
NM_005327	chr4(.):108905869-108961331	0.3461
NM_002039	chr4(.):144252982-144400718	0.3875
NM_001003688	chr4(.):146398956-146485325	0.3042
NM_005900	chr4(.):146397950-146485325	0.3013
NM_033632	chr4(.):153237409-153461172	0.1951
NM_001130686	chr4(.):156582861-156637533	0.3149
NM_001130682	chr4(.):156582861-156658501	0.2362
NM_001130684	chr4(.):156583814-156658501	0.2388
NM_001130683	chr4(.):156583148-156663214	0.2244
NM_001130685	chr4(.):156583148-156658501	0.2369
NM_001130687	chr4(.):156582861-156648385	0.267
NM_002199	chr4(.):185303875-185400726	0.9866
NM_152775	chr4(.):186361337-186397913	0.1686
NM_031953	chr4(.):186126283-186290120	0.1806
NM_182524	chr4(.):48226-93099	0.5492
NM_001013622	chr4(.):1636607-1690718	0.0389
NM_001174070	chr4(.):1636607-1690988	0.0389
NM_001127266	chr4(.):1712678-1728084	1.216
NM_006342	chr4(.):1718265-1751897	0.2997
NM_007331	chr4(.):1889508-1949302	0.5415
NM_133334	chr4(.):1897352-1955545	0.5624
NR_003004	chr4(.):1971362-1981487	0.0767
NM_001145856	chr4(.):2814911-2847823	0.3394
NM_001145855	chr4(.):2808945-2847823	0.4361
NM_001122681	chr4(.):2789749-2847823	1.0677
NM_003023	chr4(.):2815540-2847823	0.3419
NR_036090	chr4(.):10075234-10085316	0.0558
NM_017581	chr4(.):40332468-40361973	0.0371
NM_031889	chr4(.):71489460-71517536	0.3046
NM_144646	chr4(.):71516257-71537348	3.9781
NM_020368	chr4(.):71549195-71561268	0.9989
NM_014961	chr4(.):71582695-71664274	0.158
NM_001130709	chr4(.):71565653-71660614	0.2808
NM_003943	chr4(.):77222676-77237283	1.1156
NM_020236	chr4(.):78778804-78878944	0.0739
NM_024672	chr4(.):83816836-83846284	0.2446
NR_034075	chr4(.):83809604-83827069	0.7082
NM_144645	chr4(.):87792357-87818575	0.0756
NM_183049	chr4(.):91754641-91765269	0.0551
NM_024873	chr4(.):122047563-122090476	0.3084
NM_001128843	chr4(.):122047563-122142655	0.1768
NR_033797	chr4(.):153452415-153465415	1.5604
NR_036092	chr4(.):153405478-153415568	0.161
NM_152680	chr4(.):153542265-153606317	0.6594
NR_037459	chr4(.):160044953-160055046	0.0502
NR_028085	chr4(.):186315693-186352139	0.2489
NM_001114357	chr4(.):186345544-186375821	0.1631
NM_001005217	chr4(.):190940522-190953412	0.646
NM_001127388	chr4(.):191006865-191018476	1.1173
NM_001127389	chr4(.):191003565-191015176	1.6241
NM_001127389	chr4(.):191000272-191011883	1.8284
NM_001127388	chr4(.):190987092-190998703	1.8037
NM_001127389	chr4(.):190993678-191005289	1.8393
NM_001127389	chr4(.):190990385-191001996	1.7829
NM_033178	chr4(.):191000266-191011883	1.829
NM_033178	chr4(.):191006859-191018476	1.1171
NM_001177376	chr4(.):190996978-191008583	1.8193
NM_012147	chr4(.):191006936-191018476	1.1179
NM_012147	chr4(.):191003636-191015176	1.614
NM_012147	chr4(.):191000343-191011883	1.8314
NM_012147	chr4(.):190993749-191005289	1.8427
NM_012147	chr4(.):190990456-191001996	1.7736
NM_012147	chr4(.):190983866-190995406	1.359
NM_002372	chr5(.):109020155-109208429	0.3269
NM_015071	chr5(.):142145291-142613572	0.1575
NM_020928	chr5(.):60623099-60846999	0.107
NM_001131005	chr5(.):88009057-88204922	0.7378
NM_002397	chr5(.):88009057-88184283	0.7619
NM_001193349	chr5(.):88009057-88124744	0.5237
NM_005509	chr5(.):118402083-118589822	0.241
NM_001044	chr5(.):1387904-1450543	0.0383
NM_024091	chr5(.):7854271-7874150	0.9713
NM_001164440	chr5(.):10559434-10662928	0.3646
NM_016279	chr5(.):26875708-27043689	0.4443
NM_001040446	chr5(.):32222110-32318114	0.4454
NM_174914	chr5(.):36030118-36072023	0.1459
NM_152756	chr5(.):38933021-39079501	0.2834
NM_024669	chr5(.):55390506-55534186	0.1674
NM_015084	chr5(.):71510235-71621084	0.1505
NM_001992	chr5(.):76006867-76036595	1.4199
NR_015436	chr5(.):87831596-87985620	0.1819
NR_027435	chr5(.):90671163-90721532	0.5609
NM_012081	chr5(.):95215801-95302775	0.7074
NM_173666	chr5(.):118167568-118329240	0.0627
NM_001077654	chr5(.):118599417-118735294	0.8277
NM_001038702	chr5(.):130594701-130735382	0.1956
NM_003060	chr5(.):131700400-131736306	0.2218
NM_001033503	chr5(.):133931838-133973533	0.134
NM_000358	chr5(.):135359583-135404507	0.193
NM_001945	chr5(.):139707427-139731188	0.8806
NM_001020825	chr5(.):142652495-142788254	0.38
NM_001018076	chr5(.):142652495-142789045	0.3782
NM_001018075	chr5(.):142652495-142820077	0.3183
NM_004045	chr5(.):151117382-151143210	0.5238
NM_138379	chr5(.):156341292-156395266	0.3646
NM_025153	chr5(.):159985126-160284219	0.1504
NM_005990	chr5(.):171464073-171620346	0.4358
NM_001167579	chr5(.):176806431-176822514	0.0791
NM_022455	chr5(.):176555832-176732214	0.1851
NM_172349	chr5(.):176555079-176732214	0.1855
NM_173465	chr5(.):177659616-178022556	0.0569
NM_002406	chr5(.):180212540-180235048	1.1022
NM_001114619	chr5(.):180212540-180235902	1.1244
NM_001114618	chr5(.):180212540-180241817	1.3253
NM_001114617	chr5(.):180212540-180242137	1.3116
NM_145265	chr5(.):199874-223297	0.7777
NM_001080478	chr5(.):186625-200468	1.1959
NM_004168	chr5(.):213355-261814	0.4615
NM_013232	chr5(.):266735-320089	0.1232
NM_001193376	chr5(.):1248286-1300162	0.0591
NM_030782	chr5(.):1312999-1350002	1.9568
NM_024830	chr5(.):1456541-1529076	0.5205
NM_032479	chr5(.):1793498-1804956	1.2284
NM_004553	chr5(.):1796495-1821167	0.4814
NM_001145161	chr5(.):6443735-6501834	0.8285
NM_001171805	chr5(.):6709717-6762161	0.9914
NM_001171806	chr5(.):6741100-6762161	0.0766
NM_001089584	chr5(.):7826510-7856264	0.0388
NM_024010	chr5(.):7864216-7906235	0.5618
NM_022130	chr5(.):32119823-32179425	0.759
NM_006713	chr5(.):32580604-32609185	2.3433
NM_001102575	chr5(.):53808592-53847416	1.0814
NM_001145427	chr5(.):53808588-53847416	1.0813
NM_052870	chr5(.):53808592-53821834	2.6767
NM_024754	chr5(.):71611199-71660180	0.1233
NR_028375	chr5(.):76002762-76013686	1.8985
NM_152405	chr5(.):78526924-78628038	0.2124
NR_036243	chr5(.):86405695-86415771	0.3535
NR_024384	chr5(.):87955262-87974146	1.0973
NR_024383	chr5(.):87955262-87979262	0.9235
NR_030741	chr5(.):87957670-87967757	0.3032
NM_020801	chr5(.):90659540-90684149	1.0965
NM_005668	chr5(.):100137638-100243987	0.7837
NM_175052	chr5(.):100216014-100243970	1.9448
NM_014819	chr5(.):108665409-108750675	0.2532
NR_036052	chr5(.):118305280-118315362	0.0689
NM_014350	chr5(.):118686595-118735294	0.4063
NM_000588	chr5(.):131391346-131403896	0.1993
NM_000758	chr5(.):131404484-131416859	0.641
NR_037500	chr5(.):131696181-131706291	0.3351
NM_002198	chr5(.):131812300-131831465	1.5064
NM_001013717	chr5(.):131741672-131803059	2.7825
NM_005732	chr5(.):131887615-131985313	0.0971
NM_000879	chr5(.):131872135-131884214	0.0504
NM_017665	chr5(.):132327677-132367240	0.103
NM_002154	chr5(.):132382661-132445709	0.2658
NM_021982	chr5(.):133979478-134068601	0.2121
NR_030583	chr5(.):135411186-135421286	0.1833
NM_004730	chr5(.):137836783-137883932	0.36
NM_004134	chr5(.):137885570-137916318	0.9427
NR_002913	chr5(.):137891731-137901799	0.9141
NM_001194955	chr5(.):138624438-138672366	0.2848
NM_018834	chr5(.):138624332-138672366	0.2846
NM_001194954	chr5(.):138604440-138672366	0.3301
NR_002915	chr5(.):138609468-138619668	0.6486
NR_003141	chr5(.):138604440-138620317	0.526
NR_036536	chr5(.):138604440-138623873	0.4474
NM_016480	chr5(.):138672518-138710409	0.1853
NM_194296	chr5(.):138727455-138744776	1.1954
NM_152686	chr5(.):138740891-138780214	0.2636
NM_152685	chr5(.):138697884-138724039	0.2398
NM_001033112	chr5(.):138673133-138710409	0.1879
NM_001161546	chr5(.):138722634-138735885	3.2475
NM_016459	chr5(.):138718256-138730605	3.6088
NM_002622	chr5(.):139619634-139687689	0.1425
NM_031467	chr5(.):139734786-139759722	0.081
NM_001035235	chr5(.):139924652-139942678	0.3276
NM_133173	chr5(.):139932852-139949189	0.7596
NM_080670	chr5(.):139939419-139953683	0.6013
NM_003732	chr5(.):139922250-139934163	0.0813
NM_030964	chr5(.):141684991-141709620	0.6322
NM_000800	chr5(.):141966742-142070653	0.0431
NM_033136	chr5(.):141966742-142071052	0.0432
NM_001144934	chr5(.):141966742-142082635	0.044
NM_001012301	chr5(.):149670908-149687525	0.1033
NM_015981	chr5(.):149594053-149674403	0.067
NM_001008657	chr5(.):149732201-149769195	0.1281
NM_005754	chr5(.):151146475-151189915	0.4076
NR_028472	chr5(.):156346099-156357013	0.3338
NM_001171183	chr5(.):171616175-171635458	0.0414
NM_030627	chr5(.):173310330-173392313	1.0092
NM_015980	chr5(.):173467723-173541182	0.6051
NM_017675	chr5(.):175971342-176027769	0.1656
NM_014901	chr5(.):175948699-175969421	0.8677
NM_001171976	chr5(.):175964511-176027769	0.3583
NM_001031677	chr5(.):176723198-176735744	1.0839
NM_006480	chr5(.):176779843-176804599	0.6596
NM_006816	chr5(.):176753562-176783885	0.252
NM_031300	chr5(.):176729205-176744292	1.2728
NM_001142935	chr5(.):176727500-176744292	1.2945
NM_013237	chr5(.):176725834-176738950	1.3866
NM_002082	chr5(.):176848686-176874850	3.4237
NM_203352	chr5(.):176905394-176929602	0.1706
NM_030567	chr5(.):176868795-176888287	1.3593
NM_000505	chr5(.):176824138-176841577	1.4288
NM_080881	chr5(.):176878613-176904871	0.3682
NM_004395	chr5(.):176878613-176905694	0.3678
NM_001004105	chr5(.):176848686-176873354	3.3427
NM_001174102	chr5(.):176870325-176888283	1.4381
NM_001029886	chr5(.):176822107-176832637	1.6965
NM_153373	chr5(.):177630539-177664803	0.6384
NR_003281	chr5(.):177606510-177619433	0.0488
NM_004499	chr5(.):177626507-177643184	0.5669
NR_027183	chr5(.):180251958-180267726	1.0047
NM_152283	chr5(.):180269610-180293286	0.2988
NM_206880	chr5(.):180576942-180587890	0.347
NM_006098	chr5(.):180658927-180675906	1.5751
NM_033342	chr5(.):180625119-180637177	0.3655
NR_002591	chr5(.):180665313-180675376	2.5303
NR_002592	chr5(.):180663817-180673889	2.2227
NM_032765	chr5(.):180678385-180693119	0.8676
NM_203297	chr5(.):180615923-180632930	0.7317
NM_203296	chr5(.):180615923-180636340	0.7559
NM_033549	chr5(.):180645305-180667808	0.5981
NR_027908	chr6(.):33548882-33566115	0.234
NR_028361	chr6(.):33546475-33561803	0.7876
NM_181356	chr6(.):44791469-45350670	0.1622
NM_003599	chr6(.):44792449-45350575	0.1624
NM_012288	chr6(.):52357199-52446862	0.5929
NM_017934	chr6(.):79639135-79793011	0.5097
NM_005907	chr6(.):119494266-119675926	0.23
NM_020732	chr6(.):157094063-157536913	0.1855
NM_000876	chr6(.):160385130-160532583	0.1865
NM_001195286	chr6(.):386738-416443	2.0095
NM_001718	chr6(.):7722010-7886961	0.1496
NR_037616	chr6(.):7876482-8069647	1.7676
NM_004973	chr6(.):15241526-15527253	0.1831
NM_000332	chr6(.):16294342-16766721	0.1948
NM_001949	chr6(.):20397136-20498945	0.3243
NM_001173977	chr6(.):25274655-25625758	0.1491
NM_014641	chr6(.):30662583-30690458	0.9778
NM_172166	chr6(.):31702724-31735455	1.0266
NM_152735	chr6(.):33417355-33430320	0.2722
NM_177435	chr6(.):35305334-35398173	0.078
NM_003427	chr6(.):35222509-35268760	0.4595
NM_015695	chr6(.):36159549-36205567	0.2537
NM_003017	chr6(.):36557089-36577244	1.2807
NR_036610	chr6(.):36557089-36577243	1.2808
NM_020750	chr6(.):43485067-43548812	0.2036
NM_004348	chr6(.):45384913-45523819	1.6141
NM_001024630	chr6(.):45291053-45523819	1.0923
NM_001123226	chr6(.):74166453-74216179	0.3056
NM_001122769	chr6(.):80189707-80252147	0.1685
NM_031469	chr6(.):80335999-80418369	0.2465
NM_016021	chr6(.):90031343-90067619	2.7238
NM_002042	chr6(.):89882222-89932496	0.1169
NM_001455	chr6(.):108877068-109010971	0.4651
NM_201559	chr6(.):108876025-109010971	0.4623
NM_007214	chr6(.):108183959-108284482	0.2317
NM_032131	chr6(.):109164618-109300352	1.2227
NM_014454	chr6(.):109302644-109420277	0.2503
NM_001083535	chr6(.):109411355-109490115	0.1737
NM_001100411	chr6(.):119275995-119475358	0.1439
NM_000288	chr6(.):137138701-137240072	0.0572
NM_005923	chr6(.):136873186-137118656	0.2217
NM_015278	chr6(.):148658728-148878184	0.1797
NM_015440	chr6(.):151181690-151428023	0.1199
