GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
1_MACS_peak_6511_lociStitched	chr12(.):90692754-90693811	0.172
1_MACS_peak_6512_lociStitched	chr12(.):91083099-91084434	0.1869
2_MACS_peak_6513_lociStitched	chr12(.):91967873-91972220	0.1212
1_MACS_peak_6515_lociStitched	chr12(.):92011098-92012707	0.1209
2_MACS_peak_6516_lociStitched	chr12(.):92167490-92173823	0.1664
1_MACS_peak_6518_lociStitched	chr12(.):92427610-92430105	0.183
1_MACS_peak_6519_lociStitched	chr12(.):92439925-92441528	0.1783
1_MACS_peak_6520_lociStitched	chr12(.):92451807-92454644	0.1788
1_MACS_peak_6521_lociStitched	chr12(.):92473359-92475053	0.2203
1_MACS_peak_6522_lociStitched	chr12(.):92487998-92489129	0.1049
1_MACS_peak_6523_lociStitched	chr12(.):92533148-92541347	0.1821
1_MACS_peak_6524_lociStitched	chr12(.):92565082-92567375	0.114
2_MACS_peak_6525_lociStitched	chr12(.):92578058-92586099	0.1584
1_MACS_peak_6527_lociStitched	chr12(.):92600907-92605097	0.2413
1_MACS_peak_6528_lociStitched	chr12(.):92754779-92760359	0.2553
1_MACS_peak_6529_lociStitched	chr12(.):92768486-92769756	0.1095
1_MACS_peak_6530_lociStitched	chr12(.):92796283-92799001	0.2307
1_MACS_peak_6531_lociStitched	chr12(.):92825887-92827611	0.2455
1_MACS_peak_6532_lociStitched	chr12(.):92838512-92840683	0.2128
3_MACS_peak_6533_lociStitched	chr12(.):92854384-92866226	0.1795
4_MACS_peak_6536_lociStitched	chr12(.):92885610-92900024	0.1571
2_MACS_peak_6540_lociStitched	chr12(.):92930958-92939035	0.2025
2_MACS_peak_6542_lociStitched	chr12(.):92944921-92950964	0.1807
1_MACS_peak_6544_lociStitched	chr12(.):92963366-92964608	0.2124
1_MACS_peak_6545_lociStitched	chr12(.):93095220-93098011	0.2015
1_MACS_peak_6546_lociStitched	chr12(.):93321741-93324301	0.1426
1_MACS_peak_6547_lociStitched	chr12(.):93366904-93368113	0.0902
1_MACS_peak_6548_lociStitched	chr12(.):93380911-93383056	0.194
1_MACS_peak_6549_lociStitched	chr12(.):93488474-93489893	0.1232
1_MACS_peak_6550_lociStitched	chr12(.):93528583-93529692	0.1345
1_MACS_peak_6551_lociStitched	chr12(.):93560367-93562426	0.198
3_MACS_peak_6552_lociStitched	chr12(.):93637030-93643942	0.1304
1_MACS_peak_6555_lociStitched	chr12(.):93771144-93775643	0.2245
2_MACS_peak_6556_lociStitched	chr12(.):93788117-93793773	0.1629
1_MACS_peak_6558_lociStitched	chr12(.):93808871-93810943	0.1561
3_MACS_peak_6559_lociStitched	chr12(.):93827745-93836844	0.1552
1_MACS_peak_6562_lociStitched	chr12(.):93860966-93862412	0.1927
1_MACS_peak_6563_lociStitched	chr12(.):93929966-93931321	0.1269
1_MACS_peak_6564_lociStitched	chr12(.):93962999-93966483	0.1591
1_MACS_peak_6565_lociStitched	chr12(.):93984706-93985916	0.202
1_MACS_peak_6566_lociStitched	chr12(.):94035098-94035502	0.0791
1_MACS_peak_6567_lociStitched	chr12(.):94070150-94072570	0.2833
1_MACS_peak_6568_lociStitched	chr12(.):94135120-94137146	0.1597
1_MACS_peak_6569_lociStitched	chr12(.):94494956-94496610	0.2794
2_MACS_peak_6570_lociStitched	chr12(.):94541081-94553004	0.1728
1_MACS_peak_6572_lociStitched	chr12(.):94563404-94569492	0.2012
1_MACS_peak_6573_lociStitched	chr12(.):94582365-94588550	0.2339
1_MACS_peak_6574_lociStitched	chr12(.):94595856-94603913	0.2465
1_MACS_peak_6575_lociStitched	chr12(.):94633217-94634799	0.1936
1_MACS_peak_6576_lociStitched	chr12(.):94650792-94653061	0.1617
1_MACS_peak_6577_lociStitched	chr12(.):94701776-94703355	0.1593
1_MACS_peak_6578_lociStitched	chr12(.):94711353-94712985	0.1714
1_MACS_peak_6579_lociStitched	chr12(.):94765904-94767224	0.1701
1_MACS_peak_6580_lociStitched	chr12(.):94798488-94800592	0.1494
1_MACS_peak_6581_lociStitched	chr12(.):94828882-94830124	0.1621
2_MACS_peak_6582_lociStitched	chr12(.):94852690-94859771	0.1602
1_MACS_peak_6584_lociStitched	chr12(.):94953680-94957172	0.2108
1_MACS_peak_6585_lociStitched	chr12(.):95014690-95016479	0.1874
2_MACS_peak_6586_lociStitched	chr12(.):95031876-95035461	0.1881
1_MACS_peak_6588_lociStitched	chr12(.):95042791-95044769	0.1312
1_MACS_peak_6589_lociStitched	chr12(.):95155885-95156973	0.1906
1_MACS_peak_6590_lociStitched	chr12(.):95210440-95213444	0.1436
1_MACS_peak_6591_lociStitched	chr12(.):95223010-95226342	0.1907
1_MACS_peak_6592_lociStitched	chr12(.):95266471-95268001	0.0984
1_MACS_peak_6593_lociStitched	chr12(.):95396238-95398291	0.1597
1_MACS_peak_6594_lociStitched	chr12(.):95466161-95467805	0.1803
1_MACS_peak_6595_lociStitched	chr12(.):95481661-95482864	0.1171
1_MACS_peak_6596_lociStitched	chr12(.):95509639-95511695	0.229
1_MACS_peak_6597_lociStitched	chr12(.):95610268-95613123	0.2137
1_MACS_peak_6598_lociStitched	chr12(.):95821807-95823004	0.2165
1_MACS_peak_6599_lociStitched	chr12(.):95866402-95869094	0.1857
1_MACS_peak_6600_lociStitched	chr12(.):96252241-96253622	0.2462
1_MACS_peak_6601_lociStitched	chr12(.):96335898-96337824	0.1665
1_MACS_peak_6602_lociStitched	chr12(.):96366369-96367536	0.1591
1_MACS_peak_6603_lociStitched	chr12(.):96413678-96415634	0.1512
1_MACS_peak_6604_lociStitched	chr12(.):96428266-96430403	0.2475
1_MACS_peak_6605_lociStitched	chr12(.):96440696-96442204	0.1506
1_MACS_peak_6606_lociStitched	chr12(.):96570126-96571799	0.228
2_MACS_peak_6607_lociStitched	chr12(.):96586846-96593772	0.1406
2_MACS_peak_6609_lociStitched	chr12(.):96605221-96609657	0.1522
1_MACS_peak_6611_lociStitched	chr12(.):96708974-96710610	0.1315
2_MACS_peak_6612_lociStitched	chr12(.):96791923-96802721	0.1549
1_MACS_peak_6614_lociStitched	chr12(.):96814427-96815465	0.1853
5_MACS_peak_6615_lociStitched	chr12(.):96878548-96901413	0.1529
1_MACS_peak_6620_lociStitched	chr12(.):96909715-96910895	0.2005
1_MACS_peak_6621_lociStitched	chr12(.):96943753-96945240	0.1544
1_MACS_peak_6622_lociStitched	chr12(.):97113298-97115007	0.2345
1_MACS_peak_6623_lociStitched	chr12(.):97300158-97302425	0.1748
1_MACS_peak_6624_lociStitched	chr12(.):97845967-97847026	0.2296
2_MACS_peak_6625_lociStitched	chr12(.):98149480-98152467	0.1693
1_MACS_peak_6627_lociStitched	chr12(.):98618282-98619412	0.1527
1_MACS_peak_6628_lociStitched	chr12(.):98668035-98669379	0.1783
1_MACS_peak_6629_lociStitched	chr12(.):98790873-98791835	0.1963
1_MACS_peak_6630_lociStitched	chr12(.):98884550-98885602	0.1725
1_MACS_peak_6631_lociStitched	chr12(.):98896337-98899118	0.2611
1_MACS_peak_6632_lociStitched	chr12(.):98907922-98912485	0.1697
1_MACS_peak_6633_lociStitched	chr12(.):98986321-98989037	0.1796
1_MACS_peak_6634_lociStitched	chr12(.):99037389-99039830	0.1662
1_MACS_peak_6635_lociStitched	chr12(.):99377034-99379055	0.1725
1_MACS_peak_6636_lociStitched	chr12(.):99993627-99994863	0.1376
1_MACS_peak_6637_lociStitched	chr12(.):100378597-100379501	0.1257
1_MACS_peak_6638_lociStitched	chr12(.):100535094-100537489	0.1628
1_MACS_peak_6639_lociStitched	chr12(.):100592727-100595410	0.2209
1_MACS_peak_6640_lociStitched	chr12(.):100660051-100662439	0.1999
1_MACS_peak_6641_lociStitched	chr12(.):100722855-100724485	0.2078
1_MACS_peak_6642_lociStitched	chr12(.):100966943-100968484	0.2251
1_MACS_peak_6643_lociStitched	chr12(.):101188564-101190238	0.1648
1_MACS_peak_6644_lociStitched	chr12(.):101381582-101382637	0.323
2_MACS_peak_6645_lociStitched	chr12(.):101629154-101639986	0.136
1_MACS_peak_6647_lociStitched	chr12(.):101672829-101674812	0.2192
1_MACS_peak_6648_lociStitched	chr12(.):101680574-101681957	0.1659
1_MACS_peak_6649_lociStitched	chr12(.):101738542-101740483	0.1993
1_MACS_peak_6650_lociStitched	chr12(.):101800202-101802698	0.2504
1_MACS_peak_6651_lociStitched	chr12(.):102090157-102093055	0.167
2_MACS_peak_6652_lociStitched	chr12(.):102129293-102140240	0.1637
2_MACS_peak_6654_lociStitched	chr12(.):102164975-102172275	0.1804
2_MACS_peak_6656_lociStitched	chr12(.):102217265-102225486	0.1672
1_MACS_peak_6658_lociStitched	chr12(.):102253549-102254377	0.0643
1_MACS_peak_6659_lociStitched	chr12(.):102270469-102272504	0.1781
2_MACS_peak_6660_lociStitched	chr12(.):102324464-102331257	0.1811
1_MACS_peak_6662_lociStitched	chr12(.):102437260-102438779	0.1462
1_MACS_peak_6663_lociStitched	chr12(.):102454513-102456217	0.1817
1_MACS_peak_6664_lociStitched	chr12(.):102489774-102491444	0.1567
1_MACS_peak_6665_lociStitched	chr12(.):102512918-102515430	0.2175
1_MACS_peak_6666_lociStitched	chr12(.):102870738-102879574	0.2166
1_MACS_peak_6667_lociStitched	chr12(.):103128643-103129842	0.157
1_MACS_peak_6668_lociStitched	chr12(.):103495799-103496905	0.1976
1_MACS_peak_6669_lociStitched	chr12(.):103507962-103509295	0.1693
1_MACS_peak_6670_lociStitched	chr12(.):103667210-103668289	0.1516
1_MACS_peak_6671_lociStitched	chr12(.):103827523-103828801	0.1361
1_MACS_peak_6672_lociStitched	chr12(.):103834381-103836470	0.2602
1_MACS_peak_6673_lociStitched	chr12(.):103982393-103984244	0.1748
1_MACS_peak_6674_lociStitched	chr12(.):104234120-104236358	0.1566
1_MACS_peak_6675_lociStitched	chr12(.):104273686-104275690	0.1611
1_MACS_peak_6676_lociStitched	chr12(.):104294464-104296756	0.2435
2_MACS_peak_6677_lociStitched	chr12(.):104318516-104326589	0.2152
1_MACS_peak_6679_lociStitched	chr12(.):104349773-104351729	0.1524
1_MACS_peak_6680_lociStitched	chr12(.):104358536-104360872	0.2086
1_MACS_peak_6681_lociStitched	chr12(.):104424318-104424964	0.0968
1_MACS_peak_6682_lociStitched	chr12(.):104456840-104459796	0.2328
1_MACS_peak_6683_lociStitched	chr12(.):104530298-104532696	0.1358
1_MACS_peak_6684_lociStitched	chr12(.):104609171-104610163	0.144
1_MACS_peak_6685_lociStitched	chr12(.):104679380-104683622	0.1995
2_MACS_peak_6686_lociStitched	chr12(.):104849636-104857678	0.1901
1_MACS_peak_6688_lociStitched	chr12(.):104871239-104873358	0.2236
1_MACS_peak_6689_lociStitched	chr12(.):104887833-104889367	0.1734
1_MACS_peak_6690_lociStitched	chr12(.):104916503-104918122	0.1564
1_MACS_peak_6691_lociStitched	chr12(.):104975885-104976963	0.125
1_MACS_peak_6692_lociStitched	chr12(.):104997883-104998808	0.1026
1_MACS_peak_6693_lociStitched	chr12(.):105065089-105066273	0.1875
1_MACS_peak_6694_lociStitched	chr12(.):105113628-105115560	0.1481
1_MACS_peak_6695_lociStitched	chr12(.):105351085-105353366	0.1871
1_MACS_peak_6696_lociStitched	chr12(.):105367844-105369021	0.1623
1_MACS_peak_6697_lociStitched	chr12(.):105379078-105380879	0.2227
1_MACS_peak_6698_lociStitched	chr12(.):105424158-105426326	0.182
1_MACS_peak_6699_lociStitched	chr12(.):105476598-105478697	0.1604
1_MACS_peak_6700_lociStitched	chr12(.):105500503-105504220	0.2006
3_MACS_peak_6701_lociStitched	chr12(.):105618775-105630850	0.1713
1_MACS_peak_6704_lociStitched	chr12(.):105723464-105726238	0.1637
1_MACS_peak_6705_lociStitched	chr12(.):105750272-105752167	0.2385
1_MACS_peak_6706_lociStitched	chr12(.):105869704-105871091	0.1764
1_MACS_peak_6707_lociStitched	chr12(.):106176459-106179699	0.2142
1_MACS_peak_6708_lociStitched	chr12(.):106506408-106508362	0.1361
3_MACS_peak_6709_lociStitched	chr12(.):106529017-106543986	0.1526
1_MACS_peak_6712_lociStitched	chr12(.):106640300-106644400	0.1775
1_MACS_peak_6713_lociStitched	chr12(.):106694921-106697753	0.1802
1_MACS_peak_6714_lociStitched	chr12(.):106704491-106705840	0.1391
1_MACS_peak_6715_lociStitched	chr12(.):106750841-106752950	0.2874
2_MACS_peak_6716_lociStitched	chr12(.):107146938-107155090	0.1472
1_MACS_peak_6718_lociStitched	chr12(.):107167200-107169401	0.2737
1_MACS_peak_6719_lociStitched	chr12(.):107308288-107309280	0.1586
1_MACS_peak_6720_lociStitched	chr12(.):107349060-107351295	0.1544
1_MACS_peak_6721_lociStitched	chr12(.):107380024-107381363	0.1881
1_MACS_peak_6722_lociStitched	chr12(.):107486418-107488469	0.243
1_MACS_peak_6723_lociStitched	chr12(.):108063985-108065467	0.1961
1_MACS_peak_6724_lociStitched	chr12(.):108078791-108080613	0.2451
1_MACS_peak_6725_lociStitched	chr12(.):108152716-108155722	0.1766
1_MACS_peak_6726_lociStitched	chr12(.):108729027-108730262	0.1646
1_MACS_peak_6727_lociStitched	chr12(.):108908263-108910469	0.2036
1_MACS_peak_6728_lociStitched	chr12(.):108934217-108936416	0.2519
3_MACS_peak_6729_lociStitched	chr12(.):108952816-108970703	0.2038
5_MACS_peak_6732_lociStitched	chr12(.):109009416-109036336	0.1968
1_MACS_peak_6737_lociStitched	chr12(.):109056455-109061946	0.226
1_MACS_peak_6738_lociStitched	chr12(.):109072252-109074748	0.2027
1_MACS_peak_6739_lociStitched	chr12(.):109082735-109088007	0.2389
1_MACS_peak_6740_lociStitched	chr12(.):109123151-109126649	0.147
4_MACS_peak_6741_lociStitched	chr12(.):109161749-109181204	0.1704
3_MACS_peak_6745_lociStitched	chr12(.):109218995-109234037	0.1392
1_MACS_peak_6748_lociStitched	chr12(.):109249900-109252383	0.1228
1_MACS_peak_6749_lociStitched	chr12(.):109489493-109492788	0.2673
2_MACS_peak_6750_lociStitched	chr12(.):109530478-109537077	0.1699
2_MACS_peak_6752_lociStitched	chr12(.):109548005-109553820	0.1587
1_MACS_peak_6754_lociStitched	chr12(.):109568728-109570332	0.1934
1_MACS_peak_6755_lociStitched	chr12(.):109591657-109593744	0.1491
1_MACS_peak_6756_lociStitched	chr12(.):109747505-109748964	0.1362
1_MACS_peak_6757_lociStitched	chr12(.):109914400-109916360	0.1466
1_MACS_peak_6758_lociStitched	chr12(.):110010601-110012167	0.0897
1_MACS_peak_6759_lociStitched	chr12(.):110151730-110152454	0.0441
2_MACS_peak_6760_lociStitched	chr12(.):110312919-110319155	0.0932
1_MACS_peak_6762_lociStitched	chr12(.):110330240-110331487	0.1102
1_MACS_peak_6763_lociStitched	chr12(.):110337189-110339390	0.0706
1_MACS_peak_6764_lociStitched	chr12(.):110410807-110411691	0.0513
4_MACS_peak_6765_lociStitched	chr12(.):110431757-110449792	0.0796
1_MACS_peak_6769_lociStitched	chr12(.):110485537-110488477	0.119
2_MACS_peak_6770_lociStitched	chr12(.):110510581-110518291	0.0826
1_MACS_peak_6772_lociStitched	chr12(.):110537739-110538822	0.0894
1_MACS_peak_6773_lociStitched	chr12(.):110562059-110562991	0.0636
1_MACS_peak_6774_lociStitched	chr12(.):110636764-110637914	0.1056
1_MACS_peak_6775_lociStitched	chr12(.):110717758-110720674	0.0856
1_MACS_peak_6776_lociStitched	chr12(.):110840645-110842464	0.0718
1_MACS_peak_6777_lociStitched	chr12(.):110869195-110869813	0.071
1_MACS_peak_6778_lociStitched	chr12(.):110887013-110888851	0.096
1_MACS_peak_6779_lociStitched	chr12(.):110905365-110907733	0.079
1_MACS_peak_6780_lociStitched	chr12(.):110938529-110940646	0.0867
1_MACS_peak_6781_lociStitched	chr12(.):110969523-110970489	0.1211
2_MACS_peak_6782_lociStitched	chr12(.):110980912-110988549	0.0696
1_MACS_peak_6784_lociStitched	chr12(.):111019722-111021527	0.0789
1_MACS_peak_6785_lociStitched	chr12(.):111028013-111029624	0.1553
1_MACS_peak_6786_lociStitched	chr12(.):111042927-111044661	0.1171
2_MACS_peak_6787_lociStitched	chr12(.):111051307-111058591	0.069
1_MACS_peak_6789_lociStitched	chr12(.):111064639-111066533	0.0828
1_MACS_peak_6790_lociStitched	chr12(.):111077054-111078971	0.1037
1_MACS_peak_6791_lociStitched	chr12(.):111084497-111086480	0.1229
3_MACS_peak_6792_lociStitched	chr12(.):111106368-111116043	0.0861
1_MACS_peak_6795_lociStitched	chr12(.):111135576-111136562	0.1272
1_MACS_peak_6796_lociStitched	chr12(.):111179317-111181380	0.0577
1_MACS_peak_6797_lociStitched	chr12(.):111213674-111215232	0.1385
1_MACS_peak_6798_lociStitched	chr12(.):111350578-111352267	0.1284
1_MACS_peak_6799_lociStitched	chr12(.):111806149-111807246	0.0443
2_MACS_peak_6800_lociStitched	chr12(.):111840463-111844870	0.079
2_MACS_peak_6802_lociStitched	chr12(.):111867834-111873582	0.0749
1_MACS_peak_6804_lociStitched	chr12(.):111881644-111884184	0.1105
1_MACS_peak_6805_lociStitched	chr12(.):112034905-112038452	0.0698
1_MACS_peak_6806_lociStitched	chr12(.):112122821-112124747	0.1491
1_MACS_peak_6807_lociStitched	chr12(.):112278955-112281078	0.1295
1_MACS_peak_6808_lociStitched	chr12(.):112431212-112433419	0.1495
1_MACS_peak_6809_lociStitched	chr12(.):112449897-112453587	0.0964
1_MACS_peak_6810_lociStitched	chr12(.):112545497-112548635	0.112
2_MACS_peak_6811_lociStitched	chr12(.):112562862-112569043	0.0802
2_MACS_peak_6813_lociStitched	chr12(.):112818709-112825966	0.0707
1_MACS_peak_6815_lociStitched	chr12(.):112846410-112847868	0.0967
1_MACS_peak_6816_lociStitched	chr12(.):112855845-112857809	0.0689
2_MACS_peak_6817_lociStitched	chr12(.):113339790-113346587	0.0642
1_MACS_peak_6819_lociStitched	chr12(.):113363552-113365087	0.1334
2_MACS_peak_6820_lociStitched	chr12(.):113375931-113378271	0.0895
1_MACS_peak_6822_lociStitched	chr12(.):113415033-113417689	0.1298
1_MACS_peak_6823_lociStitched	chr12(.):113621970-113624243	0.1114
1_MACS_peak_6824_lociStitched	chr12(.):113645228-113647354	0.1273
2_MACS_peak_6825_lociStitched	chr12(.):113658881-113669023	0.0748
1_MACS_peak_6827_lociStitched	chr12(.):113772150-113773334	0.0677
1_MACS_peak_6828_lociStitched	chr12(.):113795816-113797097	0.1183
1_MACS_peak_6829_lociStitched	chr12(.):113859316-113861140	0.1204
1_MACS_peak_6830_lociStitched	chr12(.):114403612-114404303	0.1079
1_MACS_peak_6831_lociStitched	chr12(.):115311936-115312584	0.0592
2_MACS_peak_6832_lociStitched	chr12(.):115435712-115439003	0.1005
1_MACS_peak_6834_lociStitched	chr12(.):115812628-115813857	0.1379
1_MACS_peak_6835_lociStitched	chr12(.):116486359-116487294	0.0958
1_MACS_peak_6836_lociStitched	chr12(.):116609885-116610859	0.0771
1_MACS_peak_6837_lociStitched	chr12(.):116632304-116633904	0.1034
2_MACS_peak_6838_lociStitched	chr12(.):116713286-116721157	0.0637
1_MACS_peak_6840_lociStitched	chr12(.):116761458-116763887	0.1569
1_MACS_peak_6841_lociStitched	chr12(.):116786033-116788189	0.0505
2_MACS_peak_6842_lociStitched	chr12(.):116796227-116800349	0.1294
2_MACS_peak_6844_lociStitched	chr12(.):116970858-116977665	0.0997
1_MACS_peak_6846_lociStitched	chr12(.):116995832-116998794	0.1128
2_MACS_peak_6847_lociStitched	chr12(.):117144829-117148990	0.0933
1_MACS_peak_6849_lociStitched	chr12(.):117158902-117159863	0.0722
1_MACS_peak_6850_lociStitched	chr12(.):117175150-117176795	0.1156
1_MACS_peak_6851_lociStitched	chr12(.):117256493-117257792	0.0783
1_MACS_peak_6852_lociStitched	chr12(.):117348382-117349509	0.065
2_MACS_peak_6853_lociStitched	chr12(.):117359398-117363159	0.0919
2_MACS_peak_6855_lociStitched	chr12(.):117397442-117400730	0.0622
1_MACS_peak_6857_lociStitched	chr12(.):117415007-117416664	0.0865
1_MACS_peak_6858_lociStitched	chr12(.):117462242-117464550	0.1499
1_MACS_peak_6859_lociStitched	chr12(.):117536275-117537601	0.054
1_MACS_peak_6860_lociStitched	chr12(.):117556165-117558042	0.089
1_MACS_peak_6861_lociStitched	chr12(.):117571365-117572989	0.1094
2_MACS_peak_6862_lociStitched	chr12(.):117598925-117604500	0.0921
1_MACS_peak_6864_lociStitched	chr12(.):117627443-117628643	0.1158
1_MACS_peak_6865_lociStitched	chr12(.):118406173-118407833	0.1041
1_MACS_peak_6866_lociStitched	chr12(.):118454132-118455437	0.0916
1_MACS_peak_6867_lociStitched	chr12(.):118498893-118499736	0.0263
1_MACS_peak_6868_lociStitched	chr12(.):118573300-118575022	0.0927
1_MACS_peak_6869_lociStitched	chr12(.):118604351-118605269	0.1192
2_MACS_peak_6870_lociStitched	chr12(.):118810089-118816037	0.0894
1_MACS_peak_6872_lociStitched	chr12(.):120104905-120106751	0.1085
1_MACS_peak_6873_lociStitched	chr12(.):120314292-120316018	0.0819
1_MACS_peak_6874_lociStitched	chr12(.):120425957-120427297	0.1266
1_MACS_peak_6875_lociStitched	chr12(.):120516185-120517770	0.0921
1_MACS_peak_6876_lociStitched	chr12(.):120524262-120526231	0.1685
1_MACS_peak_6877_lociStitched	chr12(.):120538412-120540158	0.0603
3_MACS_peak_6878_lociStitched	chr12(.):120553981-120560408	0.0917
1_MACS_peak_6881_lociStitched	chr12(.):120569962-120571775	0.11
2_MACS_peak_6882_lociStitched	chr12(.):120631598-120640269	0.074
1_MACS_peak_6884_lociStitched	chr12(.):120661888-120664523	0.082
1_MACS_peak_6885_lociStitched	chr12(.):120702833-120703594	0.0308
1_MACS_peak_6886_lociStitched	chr12(.):120728364-120731716	0.1369
1_MACS_peak_6887_lociStitched	chr12(.):120739978-120740689	0.129
1_MACS_peak_6888_lociStitched	chr12(.):120754591-120755785	0.1286
1_MACS_peak_6889_lociStitched	chr12(.):120875157-120876688	0.0802
1_MACS_peak_6890_lociStitched	chr12(.):120883375-120885133	0.1049
1_MACS_peak_6891_lociStitched	chr12(.):120905824-120908175	0.0994
1_MACS_peak_6892_lociStitched	chr12(.):120933431-120935125	0.1113
3_MACS_peak_6893_lociStitched	chr12(.):120966182-120978024	0.0902
1_MACS_peak_6896_lociStitched	chr12(.):121018280-121020063	0.1401
2_MACS_peak_6897_lociStitched	chr12(.):121121794-121126078	0.1069
1_MACS_peak_6899_lociStitched	chr12(.):121147906-121149310	0.0534
1_MACS_peak_6900_lociStitched	chr12(.):121163182-121164198	0.0349
1_MACS_peak_6901_lociStitched	chr12(.):121235464-121236907	0.0352
2_MACS_peak_6902_lociStitched	chr12(.):121266262-121273017	0.0747
2_MACS_peak_6904_lociStitched	chr12(.):121284875-121290057	0.0834
1_MACS_peak_6906_lociStitched	chr12(.):121340826-121342714	0.1124
1_MACS_peak_6907_lociStitched	chr12(.):121453585-121454604	0.1082
1_MACS_peak_6908_lociStitched	chr12(.):121476403-121477431	0.0862
1_MACS_peak_6909_lociStitched	chr12(.):121497018-121499189	0.1113
2_MACS_peak_6910_lociStitched	chr12(.):121566137-121571941	0.1114
2_MACS_peak_6912_lociStitched	chr12(.):121647351-121653262	0.078
1_MACS_peak_6914_lociStitched	chr12(.):121664388-121666075	0.0951
2_MACS_peak_6915_lociStitched	chr12(.):121729719-121735979	0.0514
1_MACS_peak_6917_lociStitched	chr12(.):121761175-121763018	0.1125
1_MACS_peak_6918_lociStitched	chr12(.):121789335-121791173	0.1559
1_MACS_peak_6919_lociStitched	chr12(.):121829296-121830453	0.1282
1_MACS_peak_6920_lociStitched	chr12(.):121836930-121839173	0.145
1_MACS_peak_6921_lociStitched	chr12(.):121904611-121905168	0.0
1_MACS_peak_6922_lociStitched	chr12(.):121973454-121976906	0.1078
1_MACS_peak_6923_lociStitched	chr12(.):122016859-122018956	0.0468
1_MACS_peak_6924_lociStitched	chr12(.):122027483-122029615	0.0937
1_MACS_peak_6925_lociStitched	chr12(.):122063640-122065843	0.0698
1_MACS_peak_6926_lociStitched	chr12(.):122101613-122102880	0.1239
1_MACS_peak_6927_lociStitched	chr12(.):122109832-122111144	0.1039
1_MACS_peak_6928_lociStitched	chr12(.):122124702-122125832	0.1072
1_MACS_peak_6929_lociStitched	chr12(.):122149856-122151477	0.0664
4_MACS_peak_6930_lociStitched	chr12(.):122227262-122243869	0.0726
1_MACS_peak_6934_lociStitched	chr12(.):122249372-122250115	0.0685
1_MACS_peak_6935_lociStitched	chr12(.):122277418-122278208	0.1306
2_MACS_peak_6936_lociStitched	chr12(.):122326141-122332673	0.105
1_MACS_peak_6938_lociStitched	chr12(.):122491986-122492722	0.0666
1_MACS_peak_6939_lociStitched	chr12(.):122505490-122506822	0.0833
1_MACS_peak_6940_lociStitched	chr12(.):122515962-122522055	0.0927
1_MACS_peak_6941_lociStitched	chr12(.):122680969-122682224	0.0542
1_MACS_peak_6942_lociStitched	chr12(.):122709498-122710965	0.0878
1_MACS_peak_6943_lociStitched	chr12(.):122750086-122752077	0.076
1_MACS_peak_6944_lociStitched	chr12(.):122905758-122908012	0.098
1_MACS_peak_6945_lociStitched	chr12(.):122937373-122938316	0.0837
1_MACS_peak_6946_lociStitched	chr12(.):122983844-122986405	0.0982
1_MACS_peak_6947_lociStitched	chr12(.):123010601-123012899	0.1413
1_MACS_peak_6948_lociStitched	chr12(.):123236714-123238324	0.1061
1_MACS_peak_6949_lociStitched	chr12(.):123319955-123321836	0.0927
2_MACS_peak_6950_lociStitched	chr12(.):123355169-123364716	0.1033
2_MACS_peak_6952_lociStitched	chr12(.):123371202-123387432	0.1156
1_MACS_peak_6954_lociStitched	chr12(.):123410435-123412602	0.0798
2_MACS_peak_6955_lociStitched	chr12(.):123418499-123423319	0.0809
1_MACS_peak_6957_lociStitched	chr12(.):123450293-123451083	0.0819
2_MACS_peak_6958_lociStitched	chr12(.):123458379-123466267	0.0687
1_MACS_peak_6960_lociStitched	chr12(.):123546794-123548571	0.0763
1_MACS_peak_6961_lociStitched	chr12(.):123567841-123569429	0.096
1_MACS_peak_6962_lociStitched	chr12(.):123591067-123592203	0.085
1_MACS_peak_6963_lociStitched	chr12(.):123604308-123606126	0.151
1_MACS_peak_6964_lociStitched	chr12(.):123615724-123617430	0.1523
1_MACS_peak_6965_lociStitched	chr12(.):123716594-123719038	0.1192
1_MACS_peak_6966_lociStitched	chr12(.):123848070-123851081	0.0709
2_MACS_peak_6967_lociStitched	chr12(.):123867709-123873491	0.0836
2_MACS_peak_6969_lociStitched	chr12(.):123920412-123926771	0.0667
1_MACS_peak_6971_lociStitched	chr12(.):123942146-123943939	0.1223
1_MACS_peak_6972_lociStitched	chr12(.):124067965-124069958	0.1196
1_MACS_peak_6973_lociStitched	chr12(.):124085861-124087623	0.0813
1_MACS_peak_6974_lociStitched	chr12(.):124117565-124119254	0.0702
1_MACS_peak_6975_lociStitched	chr12(.):124196190-124197711	0.0698
2_MACS_peak_6976_lociStitched	chr12(.):124456032-124459055	0.0522
1_MACS_peak_6978_lociStitched	chr12(.):124490357-124491815	0.0681
1_MACS_peak_6979_lociStitched	chr12(.):124511090-124512444	0.0927
1_MACS_peak_6980_lociStitched	chr12(.):124614813-124616788	0.0918
2_MACS_peak_6981_lociStitched	chr12(.):124872851-124877029	0.0969
2_MACS_peak_6983_lociStitched	chr12(.):124936984-124943131	0.0762
1_MACS_peak_6985_lociStitched	chr12(.):124964532-124965382	0.0806
1_MACS_peak_6986_lociStitched	chr12(.):125029426-125031218	0.0951
1_MACS_peak_6987_lociStitched	chr12(.):125050401-125053662	0.0651
