GENE_ID	locusLine	bin_1_38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_7457_lociStitched	chr15(.):34894535-34896430	0.2055
1_MACS_peak_7458_lociStitched	chr15(.):34957441-34958845	0.1282
1_MACS_peak_7459_lociStitched	chr15(.):35120313-35121929	0.2289
1_MACS_peak_7460_lociStitched	chr15(.):35245572-35247110	0.1835
1_MACS_peak_7461_lociStitched	chr15(.):35260915-35262823	0.1818
1_MACS_peak_7462_lociStitched	chr15(.):35279123-35281550	0.2613
1_MACS_peak_7463_lociStitched	chr15(.):35349881-35352037	0.1519
1_MACS_peak_7464_lociStitched	chr15(.):35837463-35839363	0.1762
1_MACS_peak_7465_lociStitched	chr15(.):36870666-36872610	0.2217
1_MACS_peak_7466_lociStitched	chr15(.):37169380-37170891	0.1003
1_MACS_peak_7467_lociStitched	chr15(.):37326123-37328106	0.1712
1_MACS_peak_7468_lociStitched	chr15(.):37390447-37394400	0.1194
1_MACS_peak_7469_lociStitched	chr15(.):37772878-37773858	0.1978
2_MACS_peak_7470_lociStitched	chr15(.):38361051-38366432	0.1795
1_MACS_peak_7472_lociStitched	chr15(.):38376049-38380451	0.2074
1_MACS_peak_7473_lociStitched	chr15(.):38402406-38403953	0.1831
1_MACS_peak_7474_lociStitched	chr15(.):38411491-38412898	0.153
1_MACS_peak_7475_lociStitched	chr15(.):38421650-38423265	0.2308
1_MACS_peak_7476_lociStitched	chr15(.):38468011-38469776	0.1716
2_MACS_peak_7477_lociStitched	chr15(.):38477852-38484278	0.1857
1_MACS_peak_7479_lociStitched	chr15(.):38529818-38531131	0.1668
1_MACS_peak_7480_lociStitched	chr15(.):38543352-38547435	0.1754
1_MACS_peak_7481_lociStitched	chr15(.):38715850-38717460	0.1775
1_MACS_peak_7482_lociStitched	chr15(.):38745881-38747782	0.2189
1_MACS_peak_7483_lociStitched	chr15(.):38856015-38857131	0.1074
1_MACS_peak_7484_lociStitched	chr15(.):38987987-38989647	0.2377
1_MACS_peak_7485_lociStitched	chr15(.):39793659-39794980	0.1885
2_MACS_peak_7486_lociStitched	chr15(.):39914653-39922119	0.1943
5_MACS_peak_7488_lociStitched	chr15(.):40063076-40081094	0.1531
1_MACS_peak_7493_lociStitched	chr15(.):40212572-40213927	0.1985
2_MACS_peak_7494_lociStitched	chr15(.):40225223-40232789	0.1533
1_MACS_peak_7496_lociStitched	chr15(.):40329820-40332261	0.2144
2_MACS_peak_7497_lociStitched	chr15(.):40345884-40358093	0.1701
3_MACS_peak_7499_lociStitched	chr15(.):40386980-40408975	0.1908
1_MACS_peak_7502_lociStitched	chr15(.):40452522-40454558	0.3111
1_MACS_peak_7503_lociStitched	chr15(.):40544498-40545775	0.1259
2_MACS_peak_7504_lociStitched	chr15(.):40615025-40622082	0.1608
1_MACS_peak_7506_lociStitched	chr15(.):40674679-40676189	0.2272
2_MACS_peak_7507_lociStitched	chr15(.):40697515-40702349	0.1818
2_MACS_peak_7509_lociStitched	chr15(.):40732097-40734691	0.1262
1_MACS_peak_7511_lociStitched	chr15(.):40762989-40764441	0.146
1_MACS_peak_7512_lociStitched	chr15(.):40803460-40804731	0.2446
4_MACS_peak_7513_lociStitched	chr15(.):40834140-40862699	0.1775
1_MACS_peak_7517_lociStitched	chr15(.):40885544-40887757	0.2242
1_MACS_peak_7518_lociStitched	chr15(.):40985556-40988695	0.2473
1_MACS_peak_7519_lociStitched	chr15(.):41023804-41024672	0.1421
1_MACS_peak_7520_lociStitched	chr15(.):41034441-41037608	0.2266
1_MACS_peak_7521_lociStitched	chr15(.):41046094-41048534	0.2302
1_MACS_peak_7522_lociStitched	chr15(.):41055556-41057148	0.1933
1_MACS_peak_7523_lociStitched	chr15(.):41098583-41101016	0.3691
2_MACS_peak_7524_lociStitched	chr15(.):41135731-41140339	0.2124
1_MACS_peak_7526_lociStitched	chr15(.):41185774-41188214	0.1585
1_MACS_peak_7527_lociStitched	chr15(.):41197775-41199420	0.2004
1_MACS_peak_7528_lociStitched	chr15(.):41221168-41222440	0.1322
3_MACS_peak_7529_lociStitched	chr15(.):41233247-41246490	0.1594
2_MACS_peak_7532_lociStitched	chr15(.):41305103-41310773	0.1583
1_MACS_peak_7534_lociStitched	chr15(.):41407053-41409716	0.1874
1_MACS_peak_7535_lociStitched	chr15(.):41522789-41524308	0.2299
1_MACS_peak_7536_lociStitched	chr15(.):41555381-41556957	0.144
1_MACS_peak_7537_lociStitched	chr15(.):41575193-41577341	0.2161
1_MACS_peak_7538_lociStitched	chr15(.):41623588-41627086	0.2338
2_MACS_peak_7539_lociStitched	chr15(.):41687735-41695626	0.1338
3_MACS_peak_7541_lociStitched	chr15(.):41708282-41722970	0.1524
1_MACS_peak_7544_lociStitched	chr15(.):41784705-41786356	0.1201
1_MACS_peak_7545_lociStitched	chr15(.):41835665-41837021	0.2329
1_MACS_peak_7546_lociStitched	chr15(.):41849625-41852408	0.1487
1_MACS_peak_7547_lociStitched	chr15(.):41951867-41954958	0.2342
1_MACS_peak_7548_lociStitched	chr15(.):42065501-42067862	0.349
1_MACS_peak_7549_lociStitched	chr15(.):42119490-42121051	0.2034
1_MACS_peak_7550_lociStitched	chr15(.):42262923-42265745	0.2557
1_MACS_peak_7551_lociStitched	chr15(.):42302491-42304874	0.1908
1_MACS_peak_7552_lociStitched	chr15(.):42499529-42501239	0.2287
1_MACS_peak_7553_lociStitched	chr15(.):42564421-42567404	0.2209
2_MACS_peak_7554_lociStitched	chr15(.):42782309-42788686	0.1662
2_MACS_peak_7556_lociStitched	chr15(.):42839764-42843871	0.214
3_MACS_peak_7558_lociStitched	chr15(.):42866944-42874220	0.1744
1_MACS_peak_7561_lociStitched	chr15(.):42895560-42901684	0.1971
1_MACS_peak_7562_lociStitched	chr15(.):42911667-42912666	0.1697
1_MACS_peak_7563_lociStitched	chr15(.):43028114-43030125	0.1364
1_MACS_peak_7564_lociStitched	chr15(.):43212036-43213920	0.2295
1_MACS_peak_7565_lociStitched	chr15(.):43397269-43399235	0.2179
1_MACS_peak_7566_lociStitched	chr15(.):43424994-43427301	0.2406
1_MACS_peak_7567_lociStitched	chr15(.):43476955-43479007	0.1936
1_MACS_peak_7568_lociStitched	chr15(.):43545459-43546830	0.2201
1_MACS_peak_7569_lociStitched	chr15(.):43621486-43623562	0.2109
1_MACS_peak_7570_lociStitched	chr15(.):43662273-43664255	0.2171
1_MACS_peak_7571_lociStitched	chr15(.):43732644-43734156	0.1537
1_MACS_peak_7572_lociStitched	chr15(.):43784408-43786085	0.1888
1_MACS_peak_7573_lociStitched	chr15(.):43802356-43803490	0.2721
1_MACS_peak_7574_lociStitched	chr15(.):43881461-43882798	0.173
1_MACS_peak_7575_lociStitched	chr15(.):43941118-43941869	0.1155
1_MACS_peak_7576_lociStitched	chr15(.):43981256-43982602	0.0852
1_MACS_peak_7577_lociStitched	chr15(.):44037732-44039599	0.1795
2_MACS_peak_7578_lociStitched	chr15(.):44083660-44093852	0.1616
2_MACS_peak_7580_lociStitched	chr15(.):44116231-44120623	0.2135
1_MACS_peak_7582_lociStitched	chr15(.):44240825-44241800	0.1957
2_MACS_peak_7583_lociStitched	chr15(.):44579541-44589843	0.1421
1_MACS_peak_7585_lociStitched	chr15(.):44599436-44602633	0.1913
1_MACS_peak_7586_lociStitched	chr15(.):44617361-44618293	0.1109
1_MACS_peak_7587_lociStitched	chr15(.):44676548-44678392	0.1016
1_MACS_peak_7588_lociStitched	chr15(.):44718382-44721292	0.2184
1_MACS_peak_7589_lociStitched	chr15(.):44827684-44830886	0.2335
1_MACS_peak_7590_lociStitched	chr15(.):44837901-44839286	0.2023
1_MACS_peak_7591_lociStitched	chr15(.):44887754-44888872	0.1902
2_MACS_peak_7592_lociStitched	chr15(.):44954509-44959853	0.1906
1_MACS_peak_7594_lociStitched	chr15(.):44974756-44976280	0.204
1_MACS_peak_7595_lociStitched	chr15(.):45001949-45005654	0.2188
2_MACS_peak_7596_lociStitched	chr15(.):45016027-45029231	0.1665
1_MACS_peak_7598_lociStitched	chr15(.):45076256-45077549	0.2109
1_MACS_peak_7599_lociStitched	chr15(.):45314492-45316121	0.236
2_MACS_peak_7600_lociStitched	chr15(.):45337451-45341531	0.0862
1_MACS_peak_7602_lociStitched	chr15(.):45356191-45357356	0.1627
1_MACS_peak_7603_lociStitched	chr15(.):45458299-45460160	0.1392
1_MACS_peak_7604_lociStitched	chr15(.):45490295-45494015	0.2655
1_MACS_peak_7605_lociStitched	chr15(.):45570624-45572406	0.2093
1_MACS_peak_7606_lociStitched	chr15(.):45669987-45671788	0.1696
1_MACS_peak_7607_lociStitched	chr15(.):45683773-45685219	0.2371
1_MACS_peak_7608_lociStitched	chr15(.):45693391-45696202	0.2589
1_MACS_peak_7609_lociStitched	chr15(.):45746406-45748032	0.1874
1_MACS_peak_7610_lociStitched	chr15(.):45813616-45815638	0.1361
1_MACS_peak_7611_lociStitched	chr15(.):45840393-45842240	0.1845
1_MACS_peak_7612_lociStitched	chr15(.):45878343-45881123	0.2743
2_MACS_peak_7613_lociStitched	chr15(.):45926387-45930796	0.2211
1_MACS_peak_7615_lociStitched	chr15(.):45940288-45941841	0.1871
1_MACS_peak_7616_lociStitched	chr15(.):46412168-46413401	0.1813
1_MACS_peak_7617_lociStitched	chr15(.):46588900-46591186	0.1599
1_MACS_peak_7618_lociStitched	chr15(.):46636544-46637670	0.2212
1_MACS_peak_7619_lociStitched	chr15(.):46704482-46705269	0.0955
3_MACS_peak_7620_lociStitched	chr15(.):46994695-47008559	0.1451
1_MACS_peak_7623_lociStitched	chr15(.):47026587-47028202	0.1754
1_MACS_peak_7624_lociStitched	chr15(.):47224997-47228006	0.1395
1_MACS_peak_7625_lociStitched	chr15(.):47238411-47240474	0.2198
1_MACS_peak_7626_lociStitched	chr15(.):47475899-47477850	0.0899
1_MACS_peak_7627_lociStitched	chr15(.):47592833-47594697	0.1664
1_MACS_peak_7628_lociStitched	chr15(.):47626491-47628053	0.2363
1_MACS_peak_7629_lociStitched	chr15(.):48252648-48255122	0.2155
1_MACS_peak_7630_lociStitched	chr15(.):48293610-48294772	0.216
1_MACS_peak_7631_lociStitched	chr15(.):48469516-48470863	0.163
1_MACS_peak_7632_lociStitched	chr15(.):48622551-48625868	0.1616
1_MACS_peak_7633_lociStitched	chr15(.):48937105-48938769	0.0902
1_MACS_peak_7634_lociStitched	chr15(.):49086600-49087675	0.1477
1_MACS_peak_7635_lociStitched	chr15(.):49102218-49103848	0.2296
1_MACS_peak_7636_lociStitched	chr15(.):49169519-49171335	0.1776
1_MACS_peak_7637_lociStitched	chr15(.):49315020-49317887	0.1628
1_MACS_peak_7638_lociStitched	chr15(.):49337380-49339537	0.1618
1_MACS_peak_7639_lociStitched	chr15(.):49446660-49449183	0.2048
1_MACS_peak_7640_lociStitched	chr15(.):49461563-49463596	0.2247
1_MACS_peak_7641_lociStitched	chr15(.):49527264-49528767	0.1021
1_MACS_peak_7642_lociStitched	chr15(.):49545394-49546098	0.022
1_MACS_peak_7643_lociStitched	chr15(.):49557812-49559432	0.1337
1_MACS_peak_7644_lociStitched	chr15(.):49570448-49573333	0.182
1_MACS_peak_7645_lociStitched	chr15(.):49597506-49598641	0.1557
1_MACS_peak_7646_lociStitched	chr15(.):49763365-49764952	0.131
1_MACS_peak_7647_lociStitched	chr15(.):49912188-49914384	0.1657
1_MACS_peak_7648_lociStitched	chr15(.):50474048-50475636	0.1607
1_MACS_peak_7649_lociStitched	chr15(.):50539751-50540880	0.319
1_MACS_peak_7650_lociStitched	chr15(.):50645288-50648837	0.2022
1_MACS_peak_7651_lociStitched	chr15(.):50715674-50717642	0.1754
1_MACS_peak_7652_lociStitched	chr15(.):50977574-50979923	0.2194
1_MACS_peak_7653_lociStitched	chr15(.):51056386-51058484	0.198
2_MACS_peak_7654_lociStitched	chr15(.):51172257-51178442	0.1715
1_MACS_peak_7656_lociStitched	chr15(.):51198887-51201728	0.2264
1_MACS_peak_7657_lociStitched	chr15(.):51262365-51263516	0.1635
1_MACS_peak_7658_lociStitched	chr15(.):51369000-51370330	0.1768
1_MACS_peak_7659_lociStitched	chr15(.):51455135-51456144	0.1272
1_MACS_peak_7660_lociStitched	chr15(.):51534945-51537644	0.2043
1_MACS_peak_7661_lociStitched	chr15(.):51913958-51915635	0.2284
1_MACS_peak_7662_lociStitched	chr15(.):52023437-52024680	0.2195
1_MACS_peak_7663_lociStitched	chr15(.):52121376-52123320	0.1517
1_MACS_peak_7664_lociStitched	chr15(.):52262915-52265559	0.2043
1_MACS_peak_7665_lociStitched	chr15(.):52273806-52274958	0.1628
1_MACS_peak_7666_lociStitched	chr15(.):52298168-52299592	0.2122
1_MACS_peak_7667_lociStitched	chr15(.):52310696-52314487	0.1849
2_MACS_peak_7668_lociStitched	chr15(.):52331710-52339331	0.1606
1_MACS_peak_7670_lociStitched	chr15(.):52374000-52375751	0.1763
1_MACS_peak_7671_lociStitched	chr15(.):52392677-52393382	0.0935
1_MACS_peak_7672_lociStitched	chr15(.):52470649-52473284	0.1816
2_MACS_peak_7673_lociStitched	chr15(.):52548790-52555479	0.1782
1_MACS_peak_7675_lociStitched	chr15(.):52585822-52588564	0.1568
1_MACS_peak_7676_lociStitched	chr15(.):52662619-52663314	0.0956
2_MACS_peak_7677_lociStitched	chr15(.):52670716-52676318	0.1681
1_MACS_peak_7679_lociStitched	chr15(.):52700701-52702117	0.1881
1_MACS_peak_7680_lociStitched	chr15(.):52754568-52759441	0.212
2_MACS_peak_7681_lociStitched	chr15(.):52771533-52780385	0.1608
2_MACS_peak_7683_lociStitched	chr15(.):52795801-52800536	0.1905
1_MACS_peak_7685_lociStitched	chr15(.):52819654-52822655	0.2202
1_MACS_peak_7686_lociStitched	chr15(.):52859282-52861859	0.2284
1_MACS_peak_7687_lociStitched	chr15(.):52889226-52889663	0.1015
1_MACS_peak_7688_lociStitched	chr15(.):52950622-52952039	0.2015
2_MACS_peak_7689_lociStitched	chr15(.):52968913-52977041	0.1649
1_MACS_peak_7691_lociStitched	chr15(.):53000229-53003443	0.2762
1_MACS_peak_7692_lociStitched	chr15(.):53020657-53025129	0.1714
1_MACS_peak_7693_lociStitched	chr15(.):54811083-54812832	0.1438
1_MACS_peak_7694_lociStitched	chr15(.):54873640-54877743	0.1968
1_MACS_peak_7695_lociStitched	chr15(.):55094830-55096890	0.2433
1_MACS_peak_7696_lociStitched	chr15(.):55488101-55490404	0.2153
1_MACS_peak_7697_lociStitched	chr15(.):55568730-55573481	0.1505
1_MACS_peak_7698_lociStitched	chr15(.):55580700-55583261	0.1626
1_MACS_peak_7699_lociStitched	chr15(.):55610405-55612320	0.1709
1_MACS_peak_7700_lociStitched	chr15(.):55664242-55665833	0.1255
2_MACS_peak_7701_lociStitched	chr15(.):55694306-55701598	0.1526
1_MACS_peak_7703_lociStitched	chr15(.):55789928-55791369	0.2163
1_MACS_peak_7704_lociStitched	chr15(.):55879474-55881025	0.0808
1_MACS_peak_7705_lociStitched	chr15(.):56122073-56123047	0.1154
1_MACS_peak_7706_lociStitched	chr15(.):56284890-56286609	0.1864
1_MACS_peak_7707_lociStitched	chr15(.):56534481-56538798	0.156
2_MACS_peak_7708_lociStitched	chr15(.):56648184-56666188	0.1552
1_MACS_peak_7710_lociStitched	chr15(.):57024419-57026227	0.1883
1_MACS_peak_7711_lociStitched	chr15(.):57178637-57180558	0.2334
1_MACS_peak_7712_lociStitched	chr15(.):57209746-57212481	0.166
1_MACS_peak_7713_lociStitched	chr15(.):57998185-58000008	0.2112
1_MACS_peak_7714_lociStitched	chr15(.):58068758-58070113	0.1456
1_MACS_peak_7715_lociStitched	chr15(.):58561131-58562773	0.1622
2_MACS_peak_7716_lociStitched	chr15(.):58583827-58591200	0.1956
1_MACS_peak_7718_lociStitched	chr15(.):58623204-58625726	0.1968
1_MACS_peak_7719_lociStitched	chr15(.):58698815-58700042	0.148
1_MACS_peak_7720_lociStitched	chr15(.):58755306-58757405	0.207
1_MACS_peak_7721_lociStitched	chr15(.):58795872-58797794	0.1472
1_MACS_peak_7722_lociStitched	chr15(.):58920355-58921703	0.1267
1_MACS_peak_7723_lociStitched	chr15(.):59039942-59043230	0.1599
2_MACS_peak_7724_lociStitched	chr15(.):59062574-59070016	0.1344
1_MACS_peak_7726_lociStitched	chr15(.):59224209-59227425	0.1647
3_MACS_peak_7727_lociStitched	chr15(.):59267005-59281109	0.1791
1_MACS_peak_7730_lociStitched	chr15(.):59396515-59398520	0.1998
1_MACS_peak_7731_lociStitched	chr15(.):59528504-59531148	0.1482
1_MACS_peak_7732_lociStitched	chr15(.):59808538-59810166	0.2428
1_MACS_peak_7733_lociStitched	chr15(.):59835456-59836994	0.1629
1_MACS_peak_7734_lociStitched	chr15(.):59948762-59950128	0.2437
2_MACS_peak_7735_lociStitched	chr15(.):59977898-59982758	0.2011
1_MACS_peak_7737_lociStitched	chr15(.):60211129-60212238	0.1692
1_MACS_peak_7738_lociStitched	chr15(.):60250214-60251048	0.1312
1_MACS_peak_7739_lociStitched	chr15(.):60268130-60269656	0.233
1_MACS_peak_7740_lociStitched	chr15(.):60288915-60290401	0.118
1_MACS_peak_7741_lociStitched	chr15(.):60297933-60299795	0.1397
2_MACS_peak_7742_lociStitched	chr15(.):60413428-60420777	0.142
1_MACS_peak_7744_lociStitched	chr15(.):60612196-60613423	0.2542
1_MACS_peak_7745_lociStitched	chr15(.):60688515-60691544	0.1601
1_MACS_peak_7746_lociStitched	chr15(.):60769727-60772990	0.2541
2_MACS_peak_7747_lociStitched	chr15(.):60876084-60885559	0.137
1_MACS_peak_7749_lociStitched	chr15(.):60941489-60943143	0.1967
1_MACS_peak_7750_lociStitched	chr15(.):60952422-60953281	0.1613
1_MACS_peak_7751_lociStitched	chr15(.):61992608-61993694	0.146
1_MACS_peak_7752_lociStitched	chr15(.):62338068-62339149	0.1062
2_MACS_peak_7753_lociStitched	chr15(.):62351356-62361273	0.1374
1_MACS_peak_7755_lociStitched	chr15(.):62375470-62376520	0.1523
1_MACS_peak_7756_lociStitched	chr15(.):62681736-62683950	0.09
1_MACS_peak_7757_lociStitched	chr15(.):63339887-63341785	0.1707
1_MACS_peak_7758_lociStitched	chr15(.):63413457-63415111	0.1675
1_MACS_peak_7759_lociStitched	chr15(.):63448420-63450765	0.1861
2_MACS_peak_7760_lociStitched	chr15(.):63480759-63486744	0.1851
1_MACS_peak_7762_lociStitched	chr15(.):63568871-63569684	0.1393
4_MACS_peak_7763_lociStitched	chr15(.):63765788-63780115	0.1396
1_MACS_peak_7767_lociStitched	chr15(.):63794794-63798641	0.2023
1_MACS_peak_7768_lociStitched	chr15(.):63890990-63894709	0.1864
1_MACS_peak_7769_lociStitched	chr15(.):63902286-63903583	0.1704
1_MACS_peak_7770_lociStitched	chr15(.):63918795-63920054	0.1281
1_MACS_peak_7771_lociStitched	chr15(.):63960411-63961859	0.1629
1_MACS_peak_7772_lociStitched	chr15(.):64004777-64005931	0.1437
1_MACS_peak_7773_lociStitched	chr15(.):64124947-64127155	0.1805
1_MACS_peak_7774_lociStitched	chr15(.):64262130-64264646	0.2546
3_MACS_peak_7775_lociStitched	chr15(.):64381797-64389328	0.2114
2_MACS_peak_7778_lociStitched	chr15(.):64443043-64456552	0.1604
1_MACS_peak_7780_lociStitched	chr15(.):64538620-64539518	0.1012
1_MACS_peak_7781_lociStitched	chr15(.):64647259-64649280	0.1542
2_MACS_peak_7782_lociStitched	chr15(.):64672569-64680717	0.1772
2_MACS_peak_7784_lociStitched	chr15(.):64752183-64757736	0.152
1_MACS_peak_7786_lociStitched	chr15(.):64863706-64865071	0.1579
1_MACS_peak_7787_lociStitched	chr15(.):64888324-64890278	0.2192
2_MACS_peak_7788_lociStitched	chr15(.):64939149-64944924	0.1228
1_MACS_peak_7790_lociStitched	chr15(.):64994440-64996084	0.1784
1_MACS_peak_7791_lociStitched	chr15(.):65117042-65118579	0.2075
1_MACS_peak_7792_lociStitched	chr15(.):65132948-65136183	0.207
2_MACS_peak_7793_lociStitched	chr15(.):65173631-65189389	0.1671
1_MACS_peak_7795_lociStitched	chr15(.):65203214-65205024	0.214
1_MACS_peak_7796_lociStitched	chr15(.):65220047-65223653	0.2246
1_MACS_peak_7797_lociStitched	chr15(.):65281121-65283238	0.1248
1_MACS_peak_7798_lociStitched	chr15(.):65320980-65322254	0.1259
1_MACS_peak_7799_lociStitched	chr15(.):65344642-65345984	0.2104
1_MACS_peak_7800_lociStitched	chr15(.):65424418-65426974	0.1403
1_MACS_peak_7801_lociStitched	chr15(.):65475801-65478737	0.2334
1_MACS_peak_7802_lociStitched	chr15(.):65577955-65579958	0.2326
3_MACS_peak_7803_lociStitched	chr15(.):65587541-65598302	0.1736
1_MACS_peak_7806_lociStitched	chr15(.):65676960-65678272	0.195
1_MACS_peak_7807_lociStitched	chr15(.):65808727-65810678	0.2384
1_MACS_peak_7808_lociStitched	chr15(.):65822050-65823930	0.173
1_MACS_peak_7809_lociStitched	chr15(.):65902432-65904427	0.2069
1_MACS_peak_7810_lociStitched	chr15(.):66083038-66086189	0.1929
1_MACS_peak_7811_lociStitched	chr15(.):66124659-66126209	0.2006
1_MACS_peak_7812_lociStitched	chr15(.):66161202-66163583	0.246
1_MACS_peak_7813_lociStitched	chr15(.):66585052-66587446	0.2144
1_MACS_peak_7814_lociStitched	chr15(.):66647707-66649801	0.1955
2_MACS_peak_7815_lociStitched	chr15(.):66678417-66683771	0.1844
2_MACS_peak_7817_lociStitched	chr15(.):66788810-66798611	0.1913
1_MACS_peak_7819_lociStitched	chr15(.):66992751-66994518	0.1267
1_MACS_peak_7820_lociStitched	chr15(.):67357750-67359398	0.1186
2_MACS_peak_7821_lociStitched	chr15(.):67372837-67379202	0.1497
1_MACS_peak_7823_lociStitched	chr15(.):67392661-67395505	0.2328
1_MACS_peak_7824_lociStitched	chr15(.):67425930-67427931	0.1903
1_MACS_peak_7825_lociStitched	chr15(.):67532496-67534606	0.1401
2_MACS_peak_7826_lociStitched	chr15(.):67542031-67547838	0.1527
1_MACS_peak_7828_lociStitched	chr15(.):67812361-67815027	0.1563
1_MACS_peak_7829_lociStitched	chr15(.):67833696-67835764	0.2355
1_MACS_peak_7830_lociStitched	chr15(.):68074519-68078040	0.2423
1_MACS_peak_7831_lociStitched	chr15(.):68131414-68133716	0.2229
1_MACS_peak_7832_lociStitched	chr15(.):68238366-68240186	0.1987
1_MACS_peak_7833_lociStitched	chr15(.):68345855-68348280	0.1445
1_MACS_peak_7834_lociStitched	chr15(.):68390179-68391611	0.1381
1_MACS_peak_7835_lociStitched	chr15(.):68478759-68484592	0.1857
3_MACS_peak_7836_lociStitched	chr15(.):68493335-68503781	0.1282
2_MACS_peak_7839_lociStitched	chr15(.):68516629-68523141	0.1796
1_MACS_peak_7841_lociStitched	chr15(.):68530230-68531648	0.1148
1_MACS_peak_7842_lociStitched	chr15(.):68548670-68550181	0.2345
5_MACS_peak_7843_lociStitched	chr15(.):68568808-68599511	0.182
1_MACS_peak_7848_lociStitched	chr15(.):69083429-69085598	0.1984
1_MACS_peak_7849_lociStitched	chr15(.):69109033-69114911	0.1682
1_MACS_peak_7850_lociStitched	chr15(.):69125879-69126999	0.1695
1_MACS_peak_7851_lociStitched	chr15(.):69222533-69223790	0.1095
1_MACS_peak_7852_lociStitched	chr15(.):69451865-69454405	0.1727
1_MACS_peak_7853_lociStitched	chr15(.):69706172-69707656	0.2077
1_MACS_peak_7854_lociStitched	chr15(.):69743810-69746760	0.2603
2_MACS_peak_7855_lociStitched	chr15(.):69754540-69761434	0.1533
1_MACS_peak_7857_lociStitched	chr15(.):69958380-69962488	0.2069
2_MACS_peak_7858_lociStitched	chr15(.):70046661-70054168	0.2288
1_MACS_peak_7860_lociStitched	chr15(.):70172637-70174664	0.1293
1_MACS_peak_7861_lociStitched	chr15(.):70271072-70274015	0.2267
2_MACS_peak_7862_lociStitched	chr15(.):70306602-70312332	0.2411
1_MACS_peak_7864_lociStitched	chr15(.):70327268-70330233	0.2574
1_MACS_peak_7865_lociStitched	chr15(.):70386739-70394383	0.1631
1_MACS_peak_7866_lociStitched	chr15(.):70488185-70490324	0.2326
1_MACS_peak_7867_lociStitched	chr15(.):70549667-70551047	0.1595
1_MACS_peak_7868_lociStitched	chr15(.):70591548-70594732	0.2791
2_MACS_peak_7869_lociStitched	chr15(.):70610929-70621225	0.1445
1_MACS_peak_7871_lociStitched	chr15(.):70726590-70729645	0.2278
1_MACS_peak_7872_lociStitched	chr15(.):70751845-70753404	0.2185
1_MACS_peak_7873_lociStitched	chr15(.):70770227-70772333	0.1949
1_MACS_peak_7874_lociStitched	chr15(.):70783819-70786219	0.2173
1_MACS_peak_7875_lociStitched	chr15(.):70795350-70798588	0.1924
1_MACS_peak_7876_lociStitched	chr15(.):70960966-70962107	0.1991
1_MACS_peak_7877_lociStitched	chr15(.):71054727-71056443	0.1617
1_MACS_peak_7878_lociStitched	chr15(.):71184053-71185694	0.2755
1_MACS_peak_7879_lociStitched	chr15(.):71408094-71408864	0.1278
1_MACS_peak_7880_lociStitched	chr15(.):71968695-71970319	0.2264
1_MACS_peak_7881_lociStitched	chr15(.):72409257-72411646	0.2004
1_MACS_peak_7882_lociStitched	chr15(.):72493211-72494597	0.1384
2_MACS_peak_7883_lociStitched	chr15(.):72521728-72530476	0.1725
1_MACS_peak_7885_lociStitched	chr15(.):72563823-72566132	0.1994
1_MACS_peak_7886_lociStitched	chr15(.):72612385-72613542	0.2598
1_MACS_peak_7887_lociStitched	chr15(.):72667595-72669534	0.282
1_MACS_peak_7888_lociStitched	chr15(.):72753793-72755219	0.1693
1_MACS_peak_7889_lociStitched	chr15(.):72765148-72768677	0.1931
1_MACS_peak_7890_lociStitched	chr15(.):72907587-72908993	0.2241
1_MACS_peak_7891_lociStitched	chr15(.):72928634-72930158	0.1745
1_MACS_peak_7892_lociStitched	chr15(.):72977528-72979530	0.1959
2_MACS_peak_7893_lociStitched	chr15(.):73029848-73033774	0.1513
1_MACS_peak_7895_lociStitched	chr15(.):73074754-73077524	0.2464
1_MACS_peak_7896_lociStitched	chr15(.):73088624-73089944	0.138
1_MACS_peak_7897_lociStitched	chr15(.):73119198-73120264	0.132
1_MACS_peak_7898_lociStitched	chr15(.):73130330-73131587	0.1539
1_MACS_peak_7899_lociStitched	chr15(.):73343312-73345966	0.1296
1_MACS_peak_7900_lociStitched	chr15(.):73924000-73926705	0.1729
1_MACS_peak_7901_lociStitched	chr15(.):73976174-73977768	0.0814
1_MACS_peak_7902_lociStitched	chr15(.):73988857-73989962	0.2001
1_MACS_peak_7903_lociStitched	chr15(.):74251334-74252393	0.1543
3_MACS_peak_7904_lociStitched	chr15(.):74283346-74290181	0.2128
1_MACS_peak_7907_lociStitched	chr15(.):74391719-74393242	0.184
2_MACS_peak_7908_lociStitched	chr15(.):74665537-74678736	0.1885
1_MACS_peak_7910_lociStitched	chr15(.):74692241-74696407	0.2315
1_MACS_peak_7911_lociStitched	chr15(.):74725325-74726866	0.1372
2_MACS_peak_7912_lociStitched	chr15(.):74745847-74754550	0.1355
1_MACS_peak_7914_lociStitched	chr15(.):74803526-74805808	0.1816
3_MACS_peak_7915_lociStitched	chr15(.):74827407-74846018	0.1671
1_MACS_peak_7918_lociStitched	chr15(.):74889936-74891594	0.1777
3_MACS_peak_7919_lociStitched	chr15(.):74906533-74924294	0.1887
1_MACS_peak_7922_lociStitched	chr15(.):74987446-74989145	0.2105
1_MACS_peak_7923_lociStitched	chr15(.):75018016-75019248	0.1601
5_MACS_peak_7924_lociStitched	chr15(.):75065457-75093155	0.1785
1_MACS_peak_7929_lociStitched	chr15(.):75134414-75136422	0.2449
