GENE_ID	locusLine	bin_1_04_0EWQ_0229Kronos_MM1S-KB-1hr-2_H3K18Ac_hs-dm_i06.bam
NM_004636	chr3(.):50300039-50319572	0.1209
NM_000172	chr3(.):50224042-50240129	0.0906
NM_153282	chr3(.):50332319-50346004	0.2895
NM_153281	chr3(.):50332319-50354812	0.2143
NM_007275	chr3(.):50357340-50370668	1.1044
NM_012191	chr3(.):50328832-50341712	0.5827
NM_003773	chr3(.):50350220-50365281	0.9223
NM_006545	chr3(.):50379918-50393486	0.3554
NM_007182	chr3(.):50362216-50383367	0.5446
NM_007022	chr3(.):50383296-50396496	0.3695
NM_007024	chr3(.):50387179-50401939	0.4518
NM_015896	chr3(.):50373536-50388156	0.7287
NM_170712	chr3(.):50362216-50380664	0.593
NM_170713	chr3(.):50362216-50379895	0.6157
NM_017442	chr3(.):52250097-52265179	0.1753
NM_199166	chr3(.):52227115-52253343	0.1389
NM_007284	chr3(.):52257625-52278183	0.3598
NM_144641	chr3(.):52275224-52289615	0.2937
NM_000688	chr3(.):52227143-52253343	0.1389
NR_026699	chr3(.):52316835-52334272	0.5271
NR_029677	chr3(.):52323234-52333324	0.0788
NR_029660	chr3(.):52297293-52307377	0.1204
NM_001010983	chr3(.):52723503-52745048	0.6681
NM_206825	chr3(.):52714935-52733510	0.3977
NR_003687	chr3(.):52719753-52729846	0.4363
NM_014041	chr3(.):52734856-52747197	1.0602
NR_003057	chr3(.):52721751-52731828	0.1745
NM_152932	chr3(.):52723503-52742622	0.6649
NR_003047	chr3(.):52718255-52728331	0.5357
NM_001193533	chr3(.):52739795-52809965	0.2791
NM_052859	chr3(.):53117500-53169470	0.1715
NM_198195	chr3(.):69098880-69134524	0.2547
NM_006407	chr3(.):69129089-69160239	0.5244
NM_198271	chr3(.):69151038-69176746	0.1815
NR_036087	chr3(.):69093108-69103186	0.3386
NM_001124759	chr3(.):75708486-75721368	0.2343
NR_031714	chr3(.):75674913-75685009	0.3654
NM_006100	chr3(.):98446571-98518236	0.5714
NM_001042575	chr3(.):111753464-111805116	0.1758
NM_001190259	chr3(.):111834687-111857152	0.2839
NM_024616	chr3(.):111800181-111842044	0.2778
NR_030292	chr3(.):111826647-111836745	0.1569
NM_001171747	chr3(.):111800181-111842073	0.2782
NM_022135	chr3(.):119355907-119384404	0.733
NM_005694	chr3(.):119383371-119401243	0.375
NM_015900	chr3(.):119311721-119353658	0.1394
NR_033434	chr3(.):124444212-124473119	0.1573
NR_031687	chr3(.):125504246-125514395	0.1099
NM_020187	chr3(.):128992683-129029135	0.5819
NM_001006109	chr3(.):128992816-129029135	0.584
NM_006026	chr3(.):129028613-129040120	2.2061
NR_026991	chr3(.):129030113-129048412	1.009
NR_027898	chr3(.):129926662-129997649	0.0747
NR_027954	chr3(.):156385959-156398502	0.6992
NM_001184718	chr3(.):156389452-156429557	0.4169
NM_001184717	chr3(.):156387714-156429557	0.4061
NM_015508	chr3(.):156387204-156429557	0.4033
NM_173084	chr3(.):160148290-160172626	0.2256
NR_029663	chr3(.):160117375-160127473	1.6928
NM_005496	chr3(.):160113346-160157741	0.5416
NM_001002800	chr3(.):160112429-160157741	0.5315
NR_029525	chr3(.):160117532-160127613	1.5603
NR_027622	chr3(.):169656771-169689522	0.7728
NM_182610	chr3(.):169624481-169661948	0.4001
NM_003262	chr3(.):169679579-169721161	0.2512
NM_014373	chr3(.):169750734-169808183	0.4522
NM_005781	chr3(.):195585235-195640880	0.5619
NM_001010938	chr3(.):195585235-195627432	0.1757
NM_198565	chr3(.):196361655-196393874	0.5383
NM_003215	chr4(.):48132799-48276814	0.2377
NM_201431	chr4(.):74433861-74491340	0.3091
NM_177532	chr4(.):74433861-74491134	0.3102
NM_020859	chr4(.):77351252-77709405	0.1636
NM_198281	chr4(.):90160428-90234161	0.77
NM_001034845	chr4(.):172729574-173966558	0.0782
NM_144720	chr4(.):6050481-6207318	0.2099
NM_001099433	chr4(.):6022925-6207318	0.2023
NM_016531	chr4(.):38660789-38708129	0.3457
NM_015173	chr4(.):37887719-38145794	0.2513
NR_026804	chr4(.):38609321-38671249	0.2363
NM_004310	chr4(.):40193526-40251281	0.6933
NM_002039	chr4(.):144252982-144400718	0.2632
NM_002199	chr4(.):185303875-185400726	0.8909
NM_031953	chr4(.):186126283-186290120	0.2865
NR_031688	chr4(.):9552788-9562937	0.0994
NM_001775	chr4(.):15774930-15855706	0.1804
NM_017581	chr4(.):40332468-40361973	0.0818
NM_001076	chr4(.):69398132-69439240	0.181
NM_001077	chr4(.):69397902-69439245	0.18
NM_001076	chr4(.):69507314-69541374	0.0979
NM_031889	chr4(.):71489460-71517536	0.0788
NM_144646	chr4(.):71516257-71537348	0.6088
NM_020368	chr4(.):71549195-71561268	0.3413
NM_014961	chr4(.):71582695-71664274	0.0832
NM_001130709	chr4(.):71565653-71660614	0.1125
NM_152545	chr4(.):82343218-82398061	0.2061
NM_015697	chr4(.):84179976-84211067	0.184
NM_003998	chr4(.):103417485-103543459	0.2327
NM_025212	chr4(.):105388342-105417467	0.4779
NM_152680	chr4(.):153542265-153606317	0.2657
NM_018409	chr4(.):186280031-186305152	0.1866
NM_181726	chr4(.):186312839-186326390	0.7316
NM_002372	chr5(.):109020155-109208429	0.2024
NM_014979	chr5(.):75374304-75626416	0.1315
NM_001131005	chr5(.):88009057-88204922	0.2584
NM_002397	chr5(.):88009057-88184283	0.2568
NM_001193349	chr5(.):88009057-88124744	0.2021
NM_001131055	chr5(.):175080039-175118245	0.258
NM_001040446	chr5(.):32222110-32318114	0.2088
NM_024669	chr5(.):55390506-55534186	0.2903
NR_015436	chr5(.):87831596-87985620	0.2089
NM_152624	chr5(.):112307432-112361667	0.135
NM_001077654	chr5(.):118599417-118735294	0.2516
NM_001038702	chr5(.):130594701-130735382	0.1807
NM_003060	chr5(.):131700400-131736306	0.1737
NM_018924	chr5(.):140744961-140897546	0.1124
NM_018922	chr5(.):140724827-140897546	0.1053
NM_018915	chr5(.):140713353-140897546	0.1025
NM_018916	chr5(.):140718600-140897546	0.104
NM_018912	chr5(.):140705251-140897546	0.1021
NM_003736	chr5(.):140762451-140897546	0.1162
NM_018923	chr5(.):140734702-140897546	0.1078
NM_018920	chr5(.):140757466-140897546	0.1155
NM_018918	chr5(.):140738897-140897546	0.1095
NM_018917	chr5(.):140729767-140897546	0.1064
NM_018919	chr5(.):140748650-140897546	0.1137
NM_001020825	chr5(.):142652495-142788254	0.2283
NM_001018076	chr5(.):142652495-142789045	0.2271
NM_001018075	chr5(.):142652495-142820077	0.2027
NM_015621	chr5(.):150555612-150608654	0.2263
NM_004045	chr5(.):151117382-151143210	0.3926
NM_198321	chr5(.):153565294-153805543	0.1761
NM_005990	chr5(.):171464073-171620346	0.1872
NM_001167579	chr5(.):176806431-176822514	0.1021
NM_022455	chr5(.):176555832-176732214	0.2012
NM_172349	chr5(.):176555079-176732214	0.2009
NM_002406	chr5(.):180212540-180235048	0.501
NM_001114619	chr5(.):180212540-180235902	0.4945
NM_001114618	chr5(.):180212540-180241817	0.6824
NM_001114617	chr5(.):180212540-180242137	0.6769
NM_145265	chr5(.):199874-223297	0.3983
NM_001080478	chr5(.):186625-200468	1.0709
NM_004168	chr5(.):213355-261814	0.2433
NM_013232	chr5(.):266735-320089	0.122
NM_001193376	chr5(.):1248286-1300162	0.1278
NM_030782	chr5(.):1312999-1350002	3.9558
NM_032286	chr5(.):6367038-6383639	0.3367
NM_001145161	chr5(.):6443735-6501834	1.3227
NM_001171805	chr5(.):6709717-6762161	0.3322
NM_001171806	chr5(.):6741100-6762161	0.0632
NM_006713	chr5(.):32580604-32609185	0.9477
NM_001190469	chr5(.):37807778-37840929	0.3872
NM_199231	chr5(.):37807778-37840593	0.3771
NM_000514	chr5(.):37807778-37844782	0.3597
NR_034127	chr5(.):43060288-43072073	0.7115
NM_001014279	chr5(.):43034181-43045447	1.1307
NR_034085	chr5(.):43011149-43023913	0.4192
NR_015447	chr5(.):43037235-43050370	0.9684
NR_034086	chr5(.):43009830-43023913	0.4477
NR_024384	chr5(.):87955262-87974146	1.1749
NR_024383	chr5(.):87955262-87979262	0.9623
NR_030741	chr5(.):87957670-87967757	0.2386
NM_005668	chr5(.):100137638-100243987	0.1727
NM_175052	chr5(.):100216014-100243970	0.3466
NR_033175	chr5(.):109213882-109226200	0.0979
NM_005669	chr5(.):112207080-112263031	0.205
NR_036052	chr5(.):118305280-118315362	0.0714
NM_014350	chr5(.):118686595-118735294	0.1194
NM_000588	chr5(.):131391346-131403896	0.201
NM_000758	chr5(.):131404484-131416859	0.2671
NR_037500	chr5(.):131696181-131706291	0.2753
NM_002198	chr5(.):131812300-131831465	0.4112
NM_001013717	chr5(.):131741672-131803059	1.0619
NM_000879	chr5(.):131872135-131884214	0.0748
NM_016480	chr5(.):138672518-138710409	0.1155
NM_194296	chr5(.):138727455-138744776	0.6403
NM_152686	chr5(.):138740891-138780214	0.3605
NM_152685	chr5(.):138697884-138724039	0.2202
NM_001033112	chr5(.):138673133-138710409	0.1166
NM_001161546	chr5(.):138722634-138735885	1.9397
NM_016459	chr5(.):138718256-138730605	2.2267
NM_032088	chr5(.):140766482-140897546	0.1167
NM_032406	chr5(.):140859740-140872356	0.0573
NM_032407	chr5(.):140863807-140876444	0.0823
NM_018925	chr5(.):140772694-140897546	0.1188
NM_032092	chr5(.):140795536-140897546	0.13
NM_003735	chr5(.):140805157-140897546	0.1328
NM_018921	chr5(.):140777519-140897546	0.1219
NM_018929	chr5(.):140863807-140897546	0.2608
NM_018913	chr5(.):140787742-140897546	0.1275
NM_002588	chr5(.):140850568-140897546	0.2019
NM_018926	chr5(.):140782769-140897546	0.1242
NM_018928	chr5(.):140859740-140897546	0.2357
NM_018927	chr5(.):140792281-140897546	0.1302
NM_183401	chr5(.):141343732-141373754	0.2619
NM_005471	chr5(.):141375233-141397620	0.4223
NM_183400	chr5(.):141343621-141373754	0.2612
NM_183399	chr5(.):141341436-141373754	0.2491
NM_000024	chr5(.):148201155-148213197	0.6874
NM_006058	chr5(.):150404505-150465997	0.2512
NM_001155	chr5(.):150475266-150542443	0.3287
NM_001193544	chr5(.):150475266-150526216	0.2626
NM_000405	chr5(.):150627612-150654953	0.2127
NM_005754	chr5(.):151146475-151189915	0.2745
NM_001171183	chr5(.):171616175-171635458	0.0616
NM_030627	chr5(.):173310330-173392313	0.3291
NM_022304	chr5(.):175103463-175116558	0.0923
NM_001031677	chr5(.):176723198-176735744	1.2904
NM_006480	chr5(.):176779843-176804599	0.2693
NM_006816	chr5(.):176753562-176783885	0.2737
NM_031300	chr5(.):176729205-176744292	1.0197
NM_001142935	chr5(.):176727500-176744292	1.1918
NM_013237	chr5(.):176725834-176738950	1.2777
NM_002082	chr5(.):176848686-176874850	0.6888
NM_030567	chr5(.):176868795-176888287	0.3669
NM_000505	chr5(.):176824138-176841577	0.5084
NM_080881	chr5(.):176878613-176904871	0.179
NM_004395	chr5(.):176878613-176905694	0.1791
NM_001004105	chr5(.):176848686-176873354	0.6704
NM_001174102	chr5(.):176870325-176888283	0.3863
NM_001029886	chr5(.):176822107-176832637	0.3333
NR_027183	chr5(.):180251958-180267726	0.8239
NM_152283	chr5(.):180269610-180293286	0.2684
NM_206880	chr5(.):180576942-180587890	0.1927
NM_033342	chr5(.):180625119-180637177	0.1662
NR_002592	chr5(.):180663817-180673889	0.9758
NM_203297	chr5(.):180615923-180632930	0.2584
NM_203296	chr5(.):180615923-180636340	0.2731
NM_033549	chr5(.):180645305-180667808	0.4127
NR_027908	chr6(.):33548882-33566115	0.3494
NR_028361	chr6(.):33546475-33561803	0.6892
NM_181356	chr6(.):44791469-45350670	0.0914
NM_003599	chr6(.):44792449-45350575	0.0914
NM_012288	chr6(.):52357199-52446862	0.7291
NM_033515	chr6(.):129893239-130036370	0.2806
NM_000876	chr6(.):160385130-160532583	0.1255
NM_001195286	chr6(.):386738-416443	0.5735
NM_001168344	chr6(.):7102829-7257213	0.2465
NM_001003699	chr6(.):7103085-7257213	0.2468
NR_037616	chr6(.):7876482-8069647	1.0208
NM_002114	chr6(.):12007723-12170232	0.2507
NM_001173977	chr6(.):25274655-25625758	0.3445
NM_014641	chr6(.):30662583-30690458	0.6281
NM_172166	chr6(.):31702724-31735455	0.6889
NM_177435	chr6(.):35305334-35398173	0.1076
NM_003427	chr6(.):35222509-35268760	0.3297
NM_004348	chr6(.):45384913-45523819	0.2985
NM_001024630	chr6(.):45291053-45523819	0.2281
NM_001123226	chr6(.):74166453-74216179	0.191
NM_016021	chr6(.):90031343-90067619	0.6766
NM_001170794	chr6(.):90631246-91011627	0.159
NM_021813	chr6(.):90631246-91011562	0.159
NM_001455	chr6(.):108877068-109010971	0.4427
NM_201559	chr6(.):108876025-109010971	0.4403
NM_032131	chr6(.):109164618-109300352	0.3068
NM_173674	chr6(.):117798819-117896020	0.2665
NM_001143676	chr6(.):134485383-134644196	0.2027
NM_001130173	chr6(.):135497452-135545311	0.1902
NM_153235	chr6(.):139556198-139618208	0.2104
NM_006734	chr6(.):143067603-143271338	0.1985
NM_024630	chr6(.):157797556-158099977	0.1754
NM_020185	chr6(.):287100-356355	1.6575
NR_027712	chr6(.):7981334-7995577	0.2219
NM_001145549	chr6(.):7876482-7915310	3.4315
NM_030810	chr6(.):7876482-7916047	3.3982
NR_033910	chr6(.):10407550-10421402	0.4821
NM_001032280	chr6(.):10391915-10417607	0.3463
NM_001042425	chr6(.):10391915-10424797	0.303
NR_027793	chr6(.):10423017-10440055	0.2087
NM_003220	chr6(.):10391915-10420470	0.3402
NM_032744	chr6(.):11708887-11784280	0.3915
NM_005319	chr6(.):26050967-26061699	0.6176
NM_003537	chr6(.):26026816-26037288	0.4976
NM_003544	chr6(.):26022123-26032480	0.4975
NM_021062	chr6(.):26038454-26048885	0.4409
NM_003531	chr6(.):26040638-26051097	0.4313
NM_005325	chr6(.):26012259-26023040	0.4734
NM_003538	chr6(.):26016906-26027278	0.6897
NM_003513	chr6(.):26028319-26038796	0.3521
NM_003529	chr6(.):26015717-26026186	0.5204
NM_139006	chr6(.):26082508-26100469	0.0969
NM_021065	chr6(.):26194011-26204471	0.8837
NM_003530	chr6(.):26192011-26204464	0.7535
NM_138720	chr6(.):26153348-26176576	0.5209
NM_003523	chr6(.):26179023-26189458	0.3579
NM_003539	chr6(.):26183937-26194304	0.3748
NM_003545	chr6(.):26199872-26210249	0.5514
NM_005321	chr6(.):26151558-26162343	0.6976
NM_003542	chr6(.):26099175-26109565	0.1865
NM_005323	chr6(.):26102639-26113364	0.19
NM_003522	chr6(.):26194786-26205216	1.023
NM_003518	chr6(.):26211427-26221872	0.344
NM_021052	chr6(.):26212147-26222711	0.3456
NM_003543	chr6(.):26280353-26290727	0.6796
NM_003532	chr6(.):26220382-26230844	0.25
NM_003524	chr6(.):26246878-26257303	0.6802
NM_003534	chr6(.):26266145-26276612	0.8214
NM_003547	chr6(.):26241838-26252205	0.5969
NM_003540	chr6(.):26235653-26246021	0.1425
NM_021018	chr6(.):26245369-26255835	0.67
NM_005320	chr6(.):26229439-26240216	0.4383
NM_003525	chr6(.):26268203-26278640	0.8213
NM_001145008	chr6(.):26397464-26420444	0.161
NM_001197240	chr6(.):26378328-26400100	0.2943
NM_001197247	chr6(.):26360397-26383540	0.8261
NM_001197238	chr6(.):26378323-26400100	0.2944
NM_007047	chr6(.):26360397-26383548	0.8262
NM_001197237	chr6(.):26378438-26400100	0.2935
NM_001197248	chr6(.):26360469-26383540	0.8128
NM_001197246	chr6(.):26363405-26383540	0.369
NM_021064	chr6(.):27095816-27106314	0.5485
NM_080593	chr6(.):27101071-27119637	0.5142
NM_080596	chr6(.):27109907-27120346	0.4781
NR_036096	chr6(.):27110404-27120467	0.4891
NM_021058	chr6(.):27095094-27105575	0.5483
NM_003495	chr6(.):27102087-27112457	0.3004
NM_021066	chr6(.):27777079-27787518	0.4144
NM_003536	chr6(.):27772841-27783314	0.5992
NM_003509	chr6(.):27770976-27781445	0.4449
NM_003519	chr6(.):27770256-27780709	0.4389
NM_003521	chr6(.):27777821-27788267	0.3999
NM_003535	chr6(.):27853092-27863570	0.7546
NM_003527	chr6(.):27856202-27866669	0.7709
NM_003520	chr6(.):27801439-27811888	0.995
NM_003511	chr6(.):27828106-27838576	0.2906
NM_003533	chr6(.):27834622-27845099	0.1587
NM_003510	chr6(.):27800657-27811117	0.9894
NM_003541	chr6(.):27793951-27804305	0.3505
NM_005322	chr6(.):27829569-27840359	0.3239
NM_033057	chr6(.):27873962-27885174	0.0568
NM_021968	chr6(.):27786902-27797258	0.2913
NM_003514	chr6(.):27855476-27865963	0.7699
NM_003546	chr6(.):27835925-27846289	0.1156
NM_003587	chr6(.):30615895-30645830	0.1146
NM_001031722	chr6(.):30589662-30619598	0.2202
NR_033823	chr6(.):30589612-30619598	0.2202
NM_001161376	chr6(.):30609815-30625987	0.3266
NM_133471	chr6(.):30639165-30660672	0.5843
NM_001134870	chr6(.):30639165-30660093	0.5994
NM_007243	chr6(.):30650825-30663769	0.6067
NM_178014	chr6(.):30683156-30698195	1.1237
NM_004847	chr6(.):31577993-31589798	0.6427
NM_001623	chr6(.):31578032-31589798	0.6448
NM_032955	chr6(.):31578788-31589798	0.6819
NM_080702	chr6(.):31601804-31625477	0.3782
NM_001098534	chr6(.):31601804-31625170	0.3829
NM_021246	chr6(.):31678132-31690581	0.1259
NM_138275	chr6(.):31686160-31697851	0.5101
NR_033488	chr6(.):31649725-31675850	0.2691
NM_001320	chr6(.):31628656-31642843	0.5291
NM_013974	chr6(.):31689816-31703039	0.7282
NM_025262	chr6(.):31639460-31653150	0.1572
NM_001288	chr6(.):31693357-31709341	1.7828
NM_019101	chr6(.):31618670-31630987	0.7852
NM_021184	chr6(.):31621074-31633549	0.5645
NM_001003693	chr6(.):31669683-31683372	0.4779
NM_021221	chr6(.):31633727-31645227	0.1738
NM_021160	chr6(.):31649725-31676137	0.2666
NR_002971	chr6(.):31585855-31595987	0.693
NR_024541	chr6(.):31674752-31686842	0.1118
NM_080686	chr6(.):31583449-31610554	0.3108
NM_025261	chr6(.):31681424-31694510	0.1042
NM_033177	chr6(.):31624005-31638179	0.5908
NM_001199240	chr6(.):31624005-31638407	0.5848
NM_001199238	chr6(.):31624005-31638639	0.5776
NM_001199237	chr6(.):31624005-31639060	0.5631
NM_001039651	chr6(.):31725772-31737624	0.1143
NM_025258	chr6(.):31728370-31750108	0.3912
NR_002742	chr6(.):31799852-31809916	0.9043
NM_000434	chr6(.):31821828-31835709	0.2981
NM_021177	chr6(.):31760173-31779743	0.7138
NR_002745	chr6(.):31798039-31808103	0.9144
NM_001178045	chr6(.):31825969-31850448	0.2152
NM_001040438	chr6(.):31797692-31812541	0.66
NM_005345	chr6(.):31778290-31790719	0.395
NM_005527	chr6(.):31772395-31787835	0.2731
NM_001178044	chr6(.):31825969-31851823	0.2079
NM_006295	chr6(.):31740296-31768712	0.8108
NM_005346	chr6(.):31790511-31803031	0.8832
NM_002800	chr6(.):32816937-32832628	0.4375
NM_000544	chr6(.):32788186-32811547	0.1273
NM_018833	chr6(.):32784609-32811547	0.1315
NM_002120	chr6(.):32775539-32789825	0.1831
NM_000593	chr6(.):32807985-32826748	0.6472
NR_027771	chr6(.):32839254-32852851	0.0707
NM_004159	chr6(.):32803493-32817712	0.4837
NM_148919	chr6(.):32803493-32816816	0.5118
NR_037178	chr6(.):32856952-32876535	0.1628
NR_037174	chr6(.):32806862-32819277	0.486
NM_006120	chr6(.):32911390-32925899	0.2477
NM_002119	chr6(.):32966959-32982389	0.084
NM_002118	chr6(.):32897405-32913847	0.216
NM_005104	chr6(.):32931436-32954282	1.7732
NM_001113182	chr6(.):32933664-32954282	1.9544
NM_001199455	chr6(.):32934371-32954282	2.0219
NM_001199456	chr6(.):32935860-32954282	2.1381
NM_001164267	chr6(.):33241879-33262304	0.1547
NM_022551	chr6(.):33234851-33249281	0.5287
NM_172209	chr6(.):33262471-33287164	0.4388
NM_004761	chr6(.):33254430-33272176	0.4006
NM_172208	chr6(.):33266409-33287164	0.472
NM_003782	chr6(.):33239916-33251602	0.2401
NR_024517	chr6(.):33281334-33295793	0.5851
NM_014260	chr6(.):33252377-33263711	0.2123
NM_005453	chr6(.):33277181-33290512	0.5029
NM_001145338	chr6(.):33277181-33290719	0.5237
NM_022553	chr6(.):33213048-33244662	0.375
NM_001185181	chr6(.):33252411-33263709	0.213
NR_001444	chr6(.):33327513-33339139	0.0719
NM_001188	chr6(.):33535322-33553070	0.8508
NM_002224	chr6(.):33584155-33669348	0.1731
NM_022047	chr6(.):35260594-35294548	0.4403
NR_037152	chr6(.):36639236-36660116	0.9236
NM_078467	chr6(.):36639266-36660116	0.9248
NR_037150	chr6(.):36639313-36660116	0.9267
NM_000389	chr6(.):36641455-36660116	1.0092
NR_037151	chr6(.):36641486-36660116	1.0106
NR_037491	chr6(.):36585212-36595289	0.1706
NM_020939	chr6(.):36703554-36812220	0.2433
NM_173558	chr6(.):36968422-37001845	0.1972
NM_002648	chr6(.):37132921-37148204	0.7449
NM_000322	chr6(.):42659332-42695358	0.1189
NM_003192	chr6(.):42707233-42718884	0.5555
NR_037141	chr6(.):42690313-42700932	0.1778
NM_015349	chr6(.):42783793-42841296	0.0605
NM_018426	chr6(.):44090375-44128256	0.1324
NM_007058	chr6(.):44121547-44157139	0.1039
NM_032111	chr6(.):44076372-44100191	0.4523
NM_001078177	chr6(.):44186362-44206888	0.3799
NM_178148	chr6(.):44216837-44230283	0.317
NM_001078174	chr6(.):44182241-44206888	0.348
NM_020745	chr6(.):44261462-44286063	0.1358
NM_182539	chr6(.):44242896-44270458	0.0746
NM_001137560	chr6(.):44233479-44252182	0.1235
NM_001078175	chr6(.):44186295-44206888	0.3822
NM_004556	chr6(.):44220902-44238525	0.5902
NM_007355	chr6(.):44209848-44226614	0.4999
NM_138441	chr6(.):74129855-74167043	0.2725
NM_001402	chr6(.):74220472-74235755	1.0069
NM_002043	chr6(.):89962238-90029967	0.2682
NM_182907	chr6(.):106541814-106562811	1.9374
NM_001198	chr6(.):106529194-106562814	1.8882
NM_001145207	chr6(.):135351994-135381036	0.1865
NM_006620	chr6(.):135276516-135381036	0.2905
NR_037435	chr6(.):135295475-135305570	0.0639
NM_006079	chr6(.):139688396-139700785	0.7223
NM_001168389	chr6(.):139688396-139700350	0.7406
NM_001168388	chr6(.):139688396-139700499	0.7346
NR_037463	chr6(.):157945163-157955232	0.0822
NM_001259	chr7(.):92229234-92468231	0.1718
NM_001145306	chr7(.):92229234-92470941	0.1704
NM_001029835	chr7(.):45062232-45121069	0.1932
NM_001167935	chr7(.):45034786-45121069	0.2637
NR_030770	chr7(.):45034344-45121069	0.274
NM_030796	chr7(.):55533305-55645200	1.0531
NM_012301	chr7(.):77641373-79087890	0.0811
NM_001913	chr7(.):101454291-101932250	0.1332
NM_181500	chr7(.):101454302-101932250	0.1332
NM_181552	chr7(.):101455881-101898344	0.1032
NM_032549	chr7(.):110298109-111207347	0.1163
NM_021807	chr7(.):132932822-133755513	0.1137
NM_001145354	chr7(.):130789854-131186398	0.1984
NM_004717	chr7(.):137069384-137536609	0.1412
NM_001164458	chr7(.):149939300-150025758	0.2305
NM_001080495	chr7(.):5341422-5468177	0.1441
NM_182762	chr7(.):20169278-20262013	0.3444
NM_002541	chr7(.):44641120-44753669	0.3804
NM_001003941	chr7(.):44641120-44721195	0.5078
NM_022748	chr7(.):47309751-47584199	0.1519
NM_006060	chr7(.):50339377-50477798	0.1277
NM_012395	chr7(.):90333711-90844904	0.1185
NM_017621	chr7(.):102091666-102110321	0.4548
NM_182931	chr7(.):104649636-104759532	0.4817
NM_001099660	chr7(.):110726061-110770509	0.1394
NM_014705	chr7(.):111361163-111851462	0.1565
NM_024913	chr7(.):120623750-120942498	0.1353
NM_001105533	chr7(.):120624444-120906972	0.1323
NM_001098627	chr7(.):128575771-128595088	0.9081
NM_001098630	chr7(.):128572993-128595088	0.9185
NM_032643	chr7(.):128573270-128595088	0.8874
NR_015431	chr7(.):130623918-130798562	0.2668
NR_024153	chr7(.):130623918-130796789	0.2675
NM_014149	chr7(.):134863589-134901316	0.1693
NM_178563	chr7(.):134666258-134825530	0.1796
NM_194071	chr7(.):137554724-137691846	0.2448
NM_173680	chr7(.):150071405-150100719	1.4074
NM_053043	chr7(.):155432202-155579179	0.256
NM_003751	chr7(.):2389473-2425377	1.1521
NM_018641	chr7(.):2438258-2479216	0.4164
NM_207342	chr7(.):22454062-22544901	0.2769
NM_001164460	chr7(.):22473037-22544901	0.3141
NR_029597	chr7(.):25984538-25994606	1.695
NM_022373	chr7(.):35667269-35739772	0.1716
NM_019082	chr7(.):44600402-44619137	0.2048
NM_182547	chr7(.):44613761-44626827	0.4972
NR_003697	chr7(.):45017626-45031259	0.3569
NR_002952	chr7(.):45019976-45030109	0.4127
NM_033054	chr7(.):44997259-45023704	0.191
NM_001163636	chr7(.):74067029-74180022	0.1838
NM_020979	chr7(.):101923404-101967178	1.0169
NR_036245	chr7(.):101931368-101941453	0.7902
NM_032831	chr7(.):102068995-102102268	1.3812
NM_024653	chr7(.):102031803-102072129	0.9436
NM_006234	chr7(.):102108547-102124381	0.2249
NM_001031618	chr7(.):102186678-102207757	0.1429
NM_152892	chr7(.):102100389-102118612	0.3021
NM_001031618	chr7(.):102285771-102306847	0.1353
NR_027374	chr7(.):104530074-104572092	0.3482
NR_024586	chr7(.):104645988-104659588	3.2825
NM_002649	chr7(.):106500923-106552592	0.4075
NM_001166346	chr7(.):114557208-114568720	1.1335
NM_199072	chr7(.):114557208-114664970	0.4435
NM_019071	chr7(.):120585816-120620711	0.3264
NM_001024613	chr7(.):121936447-121949565	0.521
NR_036484	chr7(.):121938711-121955131	0.9443
NM_199349	chr7(.):128525000-128555773	0.1824
NM_018295	chr7(.):134827765-134855967	0.7752
NR_024185	chr7(.):134845531-134860532	1.0407
NM_005989	chr7(.):137756177-137808050	0.1299
NM_013400	chr7(.):150060878-150076133	3.0427
NM_014374	chr7(.):150063257-150076133	3.5206
NM_001142928	chr7(.):150015295-150040245	0.4984
NM_002889	chr7(.):150030406-150043763	0.1169
NM_138434	chr7(.):150021937-150034811	0.0931
NR_027237	chr7(.):150097839-150114558	1.9387
NM_175571	chr7(.):150142961-150181483	0.1313
NR_034033	chr7(.):150125741-150150228	0.7283
NM_004103	chr8(.):27163998-27321903	0.3746
NM_173176	chr8(.):27178053-27321903	0.3722
NM_173175	chr8(.):27178080-27321903	0.3723
NM_001002814	chr8(.):37711464-37762015	0.3776
NM_021623	chr8(.):38753752-38836430	0.5392
NM_001024678	chr8(.):145742760-145757416	0.5285
NM_001001795	chr8(.):145746602-145759458	0.4204
NM_001715	chr8(.):11346520-11427108	0.3198
NM_018371	chr8(.):19256671-19545094	0.1696
NR_024040	chr8(.):19256671-19545261	0.1695
NM_001386	chr8(.):26430420-26520693	0.2782
NM_001197293	chr8(.):26366708-26520693	0.2423
NM_006228	chr8(.):28169648-28205868	0.3732
NM_001010906	chr8(.):27874480-27946388	0.2926
NM_024787	chr8(.):33400272-33429643	1.0027
NM_023034	chr8(.):38127560-38244790	0.2773
NM_001122824	chr8(.):38639721-38715546	0.1946
NM_001146216	chr8(.):38580703-38715546	0.234
NR_027638	chr8(.):38849504-38967779	0.1001
NM_005079	chr8(.):80942104-81088836	0.249
NM_001135733	chr8(.):95933199-95966615	0.209
NM_022783	chr8(.):120880899-121068157	0.3344
NM_173685	chr8(.):126099082-126384367	0.2867
NM_003235	chr8(.):133874204-134152143	0.156
NM_003033	chr8(.):134462090-134589183	0.405
NM_001134374	chr8(.):145081581-145107015	0.1085
NM_003970	chr8(.):1988157-2098380	1.3495
NM_171982	chr8(.):27137403-27173834	0.1978
