REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
5_MACS_peak_22301_lociStitched	chr3	52718440	52745771	5	18740	44052.1058	192	1	GNL3,SNORD19,SNORD19B,SNORD69,SPCS1,PBRM1,GLT8D1,NEK4	PBRM1	SNORD69	192	1
3_MACS_peak_30430_lociStitched	chr7	92436890	92466931	3	18293	46677.7058	193	1	CDK6		CDK6	193	1
5_MACS_peak_17384_lociStitched	chr2	38870718	38896551	5	18340	44784.0888	194	1	GALM	HNRPLL	GALM	194	1
3_MACS_peak_1885_lociStitched	chr1	150580797	150603482	3	15501	59033.1755	195	1	ENSA	MCL1	ENSA	195	1
2_MACS_peak_1986_lociStitched	chr1	154296395	154308364	2	9607	76042.6477	196	1	AQP10,ATP8B2		ATP8B2	196	1
7_MACS_peak_29761_lociStitched	chr7	32766500	32798525	7	20342	27522.285	197	1	LOC441208,MIR550A2,LOC401321	DPY19L1P1	MIR550A2	197	1
1_MACS_peak_29630_lociStitched	chr7	23502361	23518688	1	16328	55062.8075	198	1	IGF2BP3	RPS2P32	IGF2BP3	198	1
7_MACS_peak_3136_lociStitched	chr1	228659384	228693958	7	16474	54364.1576	199	1	RNF187	HIST3H2BB,HIST3H3,HIST3H2A	RNF187	199	1
2_MACS_peak_20687_lociStitched	chr21	34599509	34617303	2	16398	54693.4178	200	1	IFNAR2	IL10RB	IFNAR2	200	1
5_MACS_peak_22112_lociStitched	chr3	46129539	46153831	5	18988	39073.682	201	1			XCR1	201	1
6_MACS_peak_27915_lociStitched	chr6	31773395	31806616	6	19050	38403.476	202	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52,LSM2,HSPA1L	C6orf26,C6orf27,VARS,NEU1,SLC44A4	HSPA1B	202	1
3_MACS_peak_13144_lociStitched	chr17	7736622	7762869	3	17662	47360.0868	203	1	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	203	1
6_MACS_peak_13549_lociStitched	chr17	32688752	32719097	6	20105	27155.7405	204	1	CCL1	CCL8,CCL13	CCL1	204	1
1_MACS_peak_21108_lociStitched	chr22	24819312	24833582	1	14271	61572.196	205	1	ADORA2A,C22orf45		ADORA2A	205	1
2_MACS_peak_6666_lociStitched	chr11	126172954	126189685	2	14495	60449.103	206	1	DCPS	FOXRED1,TIRAP,ST3GAL4,SRPR,FLJ39051	DCPS	206	1
3_MACS_peak_20180_lociStitched	chr20	45171951	45192246	3	18439	39209.94	207	1	C20orf123,SLC13A3	ZNF334	C20orf123	207	1
6_MACS_peak_34894_lociStitched	chrX	48790623	48816964	6	19029	34419.7847	208	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1,GRIPAP1	OTUD5	208	1
1_MACS_peak_25728_lociStitched	chr5	32529864	32544536	1	14673	58707.0736	209	1		SUB1	SUB1	209	1
5_MACS_peak_2385_lociStitched	chr1	174165627	174196455	5	18624	36876.4536	210	1	RABGAP1L		RABGAP1L	210	1
2_MACS_peak_13697_lociStitched	chr17	38466936	38484604	2	17614	43558.6872	211	1	RARA	CDC6,RARA,GJD3	RARA	211	1
3_MACS_peak_10313_lociStitched	chr15	21975928	22002064	3	18977	32894.7696	212	1		LOC646214,CXADRP2	CXADRP2	212	1
3_MACS_peak_33270_lociStitched	chr9	33444437	33462874	3	14885	56822.834	213	1	AQP3,NOL6	AQP7,SUGT1P1	AQP3	213	1
1_MACS_peak_535_lociStitched	chr1	27018306	27033704	1	15399	54487.3628	214	1	ARID1A		ARID1A	214	1
4_MACS_peak_12172_lociStitched	chr16	29815039	29837710	4	16784	47683.9143	215	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	215	1
3_MACS_peak_3474_lociStitched	chr10	5929705	5950179	3	16828	46635.6772	216	1	FBXO18,ANKRD16		FBXO18	216	1
2_MACS_peak_27194_lociStitched	chr5	171599905	171616308	2	15095	55035.3456	217	1	STK10	EFCAB9	STK10	217	1
4_MACS_peak_6540_lociStitched	chr11	118954903	118980525	4	15033	55194.9124	218	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	218	1
2_MACS_peak_18859_lociStitched	chr2	182128538	182147051	2	18346	35980.0155	219	1			ITGA4	219	1
4_MACS_peak_3716_lociStitched	chr10	24735154	24756561	4	18303	35963.76	220	1	KIAA1217		MIR603	220	1
1_MACS_peak_25680_lociStitched	chr5	26750146	26769589	1	19444	24214.3122	221	1			CDH9	221	1
5_MACS_peak_35028_lociStitched	chrX	64905295	64927044	5	19182	26794.768	222	1	MSN		MSN	222	1
3_MACS_peak_2176_lociStitched	chr1	160633864	160656721	3	18063	36194.0595	223	1	CD48	SLAMF1	SLAMF1	223	1
6_MACS_peak_10362_lociStitched	chr15	23603456	23631966	6	16421	46585.34	224	1			GOLGA8E	224	1
5_MACS_peak_21534_lociStitched	chr22	45622006	45647749	5	17432	40089.5739	225	1	C22orf9	UPK3A,MIR1249,C22orf9	C22orf9	225	1
2_MACS_peak_20462_lociStitched	chr20	61272674	61291033	2	16122	47610.3947	226	1	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	226	1
4_MACS_peak_1530_lociStitched	chr1	110331260	110350602	4	15605	50153.806	227	1		GSTM3,EPS8L3	EPS8L3	227	1
4_MACS_peak_11118_lociStitched	chr15	75063110	75083753	4	15808	49124.1471	228	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	228	1
3_MACS_peak_1555_lociStitched	chr1	111170742	111191081	3	13312	59436.6597	229	1		KCNA2,KCNA3	KCNA2	229	1
4_MACS_peak_7683_lociStitched	chr12	69195273	69216459	4	17773	37092.4488	230	1	MDM2		MDM2	230	1
3_MACS_peak_10305_lociStitched	chr15	20969690	20995406	3	18440	31216.6524	231	1		BCL8	BCL8	231	1
5_MACS_peak_3500_lociStitched	chr10	7510926	7535653	5	17961	34622.7454	232	1			SFMBT2	232	1
6_MACS_peak_22707_lociStitched	chr3	101393699	101427079	6	18194	32128.25	233	1	LOC100009676,ZBTB11,RPL24	LOC285359,CEP97	RPL24	233	1
1_MACS_peak_4265_lociStitched	chr10	81000776	81011208	1	10433	66884.768	234	1	ZMIZ1		PPIF	234	1
6_MACS_peak_28036_lociStitched	chr6	36081143	36116280	6	15691	48035.7927	235	1	MAPK13	BRPF3	MAPK13	235	1
4_MACS_peak_18776_lociStitched	chr2	175442756	175468323	4	16918	40516.0249	236	1	WIPF1		WIPF1	236	1
1_MACS_peak_23317_lociStitched	chr3	151985367	152002782	1	17416	36984.2355	237	1	MBNL1,LOC401093	MBNL1	LOC401093	237	1
2_MACS_peak_11867_lociStitched	chr16	12055510	12072507	2	14166	54206.8324	238	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	238	1
4_MACS_peak_13983_lociStitched	chr17	48223371	48249184	4	15261	49367.3625	239	1	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	239	1
3_MACS_peak_1396_lociStitched	chr1	93408722	93428770	3	18130	30657.4016	240	1	FAM69A		FAM69A	240	1
4_MACS_peak_5849_lociStitched	chr11	65811966	65839746	4	16359	43411.806	241	1	SF3B2,PACS1,GAL3ST3	BANF1,CST6,EIF1AD,CATSPER1	SF3B2	241	1
1_MACS_peak_7823_lociStitched	chr12	89737514	89749223	1	11710	62476.8822	242	1	DUSP6		DUSP6	242	1
3_MACS_peak_22406_lociStitched	chr3	61545604	61563159	3	15754	46325.8895	243	1	PTPRG		PTPRG	243	1
4_MACS_peak_21631_lociStitched	chr22	50962220	50984713	4	15217	48827.8044	244	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	244	1
2_MACS_peak_21092_lociStitched	chr22	24176492	24192289	2	14549	51780.9863	245	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	245	1
4_MACS_peak_25710_lociStitched	chr5	32153587	32175873	4	16434	41556.7042	246	1	GOLPH3		GOLPH3	246	1
7_MACS_peak_20735_lociStitched	chr21	36577795	36608850	7	18184	27949.5	247	1			RUNX1	247	1
5_MACS_peak_34494_lociStitched	chr9	141090494	141121955	5	18165	27647.9268	248	1	FAM157B	TUBBP5	FAM157B	248	1
4_MACS_peak_27242_lociStitched	chr5	173483980	173508784	4	16808	38533.014	249	1	HMP19		HMP19	249	1
2_MACS_peak_34296_lociStitched	chr9	132244341	132261098	2	13015	56300.1686	250	1			C9orf50	250	1
1_MACS_peak_2316_lociStitched	chr1	167595854	167603740	1	7887	69380.2394	251	1	RCSD1		RCSD1	251	1
3_MACS_peak_34574_lociStitched	chrX	10064966	10091932	3	16781	37226.563	252	1	WWC3	CLCN4	CLCN4	252	1
2_MACS_peak_15040_lociStitched	chr18	47832786	47849222	2	14310	50611.3748	253	1		CCDC11,MBD1,CXXC1	CXXC1	253	1
2_MACS_peak_31493_lociStitched	chr8	22296702	22315412	2	13255	54825.913	254	1	PPP3CC		PPP3CC	254	1
3_MACS_peak_35672_lociStitched	chrX	153232131	153253061	3	13707	53053.364	255	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	255	1
2_MACS_peak_6749_lociStitched	chr11	132214548	132232622	2	14247	50795.1696	256	1			NTM	256	1
2_MACS_peak_2286_lociStitched	chr1	165720960	165740266	2	13318	54452.573	257	1	TMCO1		TMCO1	257	1
5_MACS_peak_18195_lociStitched	chr2	112219215	112242290	5	17776	28421.4775	258	1	LOC541471		LOC541471	258	1
5_MACS_peak_10088_lociStitched	chr14	95965655	95991866	5	17091	33094.0086	259	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	259	1
6_MACS_peak_5752_lociStitched	chr11	63992473	64020494	6	16261	38666.1779	260	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	260	1
2_MACS_peak_19072_lociStitched	chr2	202040755	202061639	2	15562	41928.8068	261	1	CASP10	CASP8	CASP10	261	1
2_MACS_peak_10813_lociStitched	chr15	55567938	55583472	2	15397	42699.8592	262	1	RAB27A	PIGB,RAB27A	RAB27A	262	1
3_MACS_peak_11362_lociStitched	chr15	89158368	89185049	3	16558	35144.2132	263	1	AEN,ISG20	MIR1179,MIR7-2	AEN	263	1
3_MACS_peak_23319_lociStitched	chr3	152037821	152055509	3	16097	37305.7608	264	1	MBNL1	TMEM14E	TMEM14E	264	1
3_MACS_peak_13072_lociStitched	chr17	4836965	4855625	3	13834	49217.616	265	1	GP1BA,RNF167,ENO3,SLC25A11,PFN1	C17orf107,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	RNF167	265	1
1_MACS_peak_13498_lociStitched	chr17	29634456	29649500	1	15045	43319.198	266	1	NF1,EVI2B,EVI2A	OMG	EVI2B	266	1
6_MACS_peak_15407_lociStitched	chr19	2031843	2062880	6	15011	43262.4743	267	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	267	1
6_MACS_peak_4974_lociStitched	chr10	135477833	135495958	6	16676	32364	268	1	DUX4L6,DUX4,DUX4L2,DUX2	DUX4L7,FRG2B	DUX4L7	268	1
1_MACS_peak_6993_lociStitched	chr12	12865963	12880702	1	14740	44441.0328	269	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	269	1
5_MACS_peak_21414_lociStitched	chr22	39823152	39847600	5	15753	38398.0288	270	1	TAB1	MGAT3	MGAT3	270	1
2_MACS_peak_11884_lociStitched	chr16	14394763	14408710	2	11940	55398.8787	271	1	MIR193B,MIR365-1		MIR365-1	271	1
5_MACS_peak_7539_lociStitched	chr12	57071245	57095015	5	13649	48875.874	272	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	272	1
2_MACS_peak_8333_lociStitched	chr12	123409247	123423417	2	13936	47425.573	273	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	273	1
5_MACS_peak_23367_lociStitched	chr3	156381000	156405461	5	17170	26072.9799	274	1	TIPARP,LOC100287227		LOC100287227	274	1
2_MACS_peak_32512_lociStitched	chr8	107668561	107683286	2	14335	45385.395	275	1	OXR1		OXR1	275	1
2_MACS_peak_17493_lociStitched	chr2	46788557	46805197	2	16478	32131.84	276	1	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	276	1
6_MACS_peak_12573_lociStitched	chr16	67998507	68028402	6	16790	29377.8165	277	1	SLC12A4,DPEP3,DPEP2	DUS2L,CTRL,PSMB10,LCAT,SLC12A4,DDX28	DPEP3	277	1
3_MACS_peak_20195_lociStitched	chr20	45976853	45990285	3	12712	52199.4384	278	1	ZMYND8	LOC100131496	ZMYND8	278	1
4_MACS_peak_491_lociStitched	chr1	25869408	25889701	4	15246	39729.6354	279	1	LDLRAP1		LDLRAP1	279	1
4_MACS_peak_31596_lociStitched	chr8	27929718	27951783	4	14014	45297.2385	281	1	ELP3,C8orf80		C8orf80	281	1
1_MACS_peak_14391_lociStitched	chr17	74257428	74269412	1	11985	53516.9488	282	1	FAM100B	RNF157,QRICH2	FAM100B	282	1
6_MACS_peak_13745_lociStitched	chr17	40705928	40740290	6	15539	36337.815	283	1	HSD17B1,COASY,MLX,PSMC3IP,FAM134C	NAGLU,TUBG1	MLX	283	1
3_MACS_peak_1892_lociStitched	chr1	150846491	150863914	3	14126	44317.1428	284	1	ARNT	SETDB1	ARNT	284	1
2_MACS_peak_799_lociStitched	chr1	40239261	40257023	2	12998	49246.9212	285	1	BMP8B	PPIE,OXCT2	BMP8B	285	1
4_MACS_peak_27869_lociStitched	chr6	30639901	30660127	4	14039	44559.9006	286	1	DHX16,KIAA1949,NRM	ATAT1,C6orf136,TUBB,MDC1	KIAA1949	286	1
5_MACS_peak_22902_lociStitched	chr3	121526461	121557997	5	15893	33361.9344	287	1	EAF2,IQCB1		IQCB1	287	1
3_MACS_peak_16604_lociStitched	chr19	48822905	48838328	3	14520	41762.3994	288	1	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	288	1
4_MACS_peak_4694_lociStitched	chr10	112201541	112226806	4	14420	41816.1015	289	1		DUSP5	DUSP5	289	1
4_MACS_peak_6805_lociStitched	chr12	1097713	1117661	4	15031	38172.4928	290	1	ERC1	RAD52	ERC1	290	1
1_MACS_peak_16017_lociStitched	chr19	19049227	19062774	1	13548	45615.4584	291	1	HOMER3	DDX49,GDF1,COPE	HOMER3	291	1
4_MACS_peak_5085_lociStitched	chr11	3874122	3893304	4	14741	39278.9814	292	1	STIM1	PGAP2,RHOG	STIM1	292	1
5_MACS_peak_5894_lociStitched	chr11	66862129	66889924	5	14419	41028.1995	293	1	KDM2A	RHOD	KDM2A	293	1
1_MACS_peak_32460_lociStitched	chr8	103817563	103828978	1	11416	53478.1335	294	1		AZIN1	AZIN1	294	1
1_MACS_peak_22737_lociStitched	chr3	104228133	104243190	1	15058	36773.7111	295	1			MIR548A3	295	1
4_MACS_peak_1961_lociStitched	chr1	153747480	153770455	4	12869	47932.7425	296	1	SLC27A3	INTS3	SLC27A3	296	1
4_MACS_peak_10017_lociStitched	chr14	91782037	91802384	4	16062	29271.1942	297	1	CCDC88C		GPR68	297	1
2_MACS_peak_19521_lociStitched	chr2	241498215	241510712	2	12057	50892.7828	298	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	298	1
7_MACS_peak_5255_lociStitched	chr11	16957028	16995563	7	16151	28165.2315	299	1	PLEKHA7		PLEKHA7	299	1
2_MACS_peak_415_lociStitched	chr1	23849062	23866764	2	13290	45711.8746	300	1	E2F2	ASAP3,ID3	E2F2	300	1
6_MACS_peak_23845_lociStitched	chr3	197863333	197895129	6	16573	23316.0068	301	1	FAM157A		FAM157A	301	1
4_MACS_peak_27713_lociStitched	chr6	26183983	26207457	4	14503	39269.6546	302	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	302	1
2_MACS_peak_6021_lociStitched	chr11	72850484	72869475	2	13029	46598.2167	303	1	FCHSD2		FCHSD2	303	1
1_MACS_peak_7396_lociStitched	chr12	51711781	51724503	1	12723	47595.5464	304	1	BIN2,CELA1	SMAGP	BIN2	304	1
1_MACS_peak_19685_lociStitched	chr20	9486447	9500537	1	14091	40949.767	305	1	C20orf103		C20orf103	305	1
3_MACS_peak_25372_lociStitched	chr4	185328378	185350020	3	15070	35001.6066	306	1	IRF2		IRF2	306	1
8_MACS_peak_20867_lociStitched	chr21	45552272	45577944	8	15966	27918.3	307	1	C21orf33	PWP2	C21orf33	307	1
3_MACS_peak_444_lociStitched	chr1	24511870	24531650	3	14320	39229.674	308	1	LOC284632,IL28RA	IL22RA1	LOC284632	308	1
3_MACS_peak_14407_lociStitched	chr17	74774652	74790491	3	14322	38398.4877	309	1	MFSD11	MIR636,SRSF2	MFSD11	309	1
2_MACS_peak_4698_lociStitched	chr10	112252651	112272801	2	14185	39115.18	310	1	DUSP5		DUSP5	310	1
4_MACS_peak_12548_lociStitched	chr16	67259883	67283999	4	14705	35858.0804	311	1	TMEM208,SLC9A5,LRRC29,FHOD1	E2F4,ELMO3,PLEKHG4,KIAA0895L,EXOC3L,MIR328	FHOD1	311	1
3_MACS_peak_13293_lociStitched	chr17	17722338	17744801	3	15240	32171.5086	312	1	SREBF1	SMCR5,MIR33B	SREBF1	312	1
4_MACS_peak_29316_lociStitched	chr6	160389236	160410827	4	16285	22739.6412	313	1	IGF2R		IGF2R	313	1
2_MACS_peak_27340_lociStitched	chr5	180226617	180244586	2	14107	39199.3735	314	1	MGAT1	LOC729678,ZFP62	MGAT1	314	1
4_MACS_peak_15429_lociStitched	chr19	2454762	2480523	4	12551	46547.5509	315	1	GADD45B,LMNB2	TIMM13	GADD45B	315	1
7_MACS_peak_27063_lociStitched	chr5	156333603	156361722	7	15756	27475.0749	316	1	LOC100286948,TIMD4		LOC100286948	316	1
1_MACS_peak_17444_lociStitched	chr2	43444405	43456937	1	12533	46451.1112	317	1	LOC100129726,ZFP36L2		ZFP36L2	317	1
2_MACS_peak_11554_lociStitched	chr15	101735300	101751191	2	11631	49800.8049	318	1	CHSY1		CHSY1	318	1
5_MACS_peak_18118_lociStitched	chr2	106404220	106430230	5	14203	37891.368	319	1	NCK2	NCK2	NCK2	319	1
1_MACS_peak_13756_lociStitched	chr17	40824961	40834781	1	9821	55245.356	320	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	320	1
2_MACS_peak_20113_lociStitched	chr20	42569395	42586198	2	14048	38510.7957	321	1	TOX2		TOX2	321	1
2_MACS_peak_34781_lociStitched	chrX	39952990	39969694	2	14391	36438.1056	322	1	BCOR		BCOR	322	1
4_MACS_peak_19075_lociStitched	chr2	202084395	202102226	4	14980	31789.1068	323	1	CASP10,CASP8	CASP8	CASP8	323	1
3_MACS_peak_34227_lociStitched	chr9	130531969	130551314	3	12994	43201.254	324	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	324	1
1_MACS_peak_20381_lociStitched	chr20	55963937	55975750	1	11814	47871.0012	325	1	RBM38	RAE1,MTRNR2L3	RBM38	325	1
1_MACS_peak_9689_lociStitched	chr14	63936413	63951994	1	15582	25711.7662	326	1	PPP2R5E		PPP2R5E	326	1
3_MACS_peak_12191_lociStitched	chr16	30193186	30212734	3	12238	45853.7436	327	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	327	1
3_MACS_peak_19079_lociStitched	chr2	202116380	202133334	3	14282	35462.6818	328	1	CASP8		CASP8	328	1
3_MACS_peak_2069_lociStitched	chr1	156181841	156198984	3	9477	54974.1724	329	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	329	1
2_MACS_peak_20314_lociStitched	chr20	52224973	52241571	2	11307	49301.0394	330	1		ZNF217	ZNF217	330	1
2_MACS_peak_19244_lociStitched	chr2	219080861	219096867	2	13203	41167.432	331	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	331	1
1_MACS_peak_27949_lociStitched	chr6	32934343	32944528	1	10186	52655.4315	332	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	332	1
2_MACS_peak_20386_lociStitched	chr20	56047343	56058462	2	10652	50888.3273	333	1		CTCFL	CTCFL	333	1
5_MACS_peak_14774_lociStitched	chr18	14924550	14950725	5	15896	20133.81	334	1			MIR3156-2	334	1
3_MACS_peak_13913_lociStitched	chr17	46123687	46138315	3	13385	39325.9152	335	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	335	1
2_MACS_peak_19930_lociStitched	chr20	32988409	33006300	2	13658	37839.465	336	1	ITCH	MIR644	ITCH	336	1
4_MACS_peak_17572_lociStitched	chr2	54784422	54808368	4	14814	30286.9008	337	1	SPTBN1	RPL23AP32	SPTBN1	337	1
2_MACS_peak_26441_lociStitched	chr5	109023767	109037631	2	13426	38971.704	338	1	MAN2A1		MAN2A1	338	1
6_MACS_peak_12030_lociStitched	chr16	22195001	22219614	6	15119	27630.5538	339	1	EEF2K		EEF2K	339	1
3_MACS_peak_20142_lociStitched	chr20	43586908	43608642	3	13064	40746.9032	340	1	STK4,TOMM34	PABPC1L	STK4	340	1
1_MACS_peak_3091_lociStitched	chr1	226839165	226852732	1	13568	37843.7898	341	1	ITPKB		ITPKB	341	1
3_MACS_peak_28318_lociStitched	chr6	56621254	56638598	3	15295	25525.1648	342	1			DST	342	1
2_MACS_peak_25906_lociStitched	chr5	53813285	53828393	2	13257	39209.7924	343	1	SNX18		SNX18	343	1
2_MACS_peak_6536_lociStitched	chr11	118886527	118901749	2	13362	38172.2094	344	1	TRAPPC4,MIR3656,RPS25,SLC37A4	FOXR1,CCDC84,VPS11,RPL23AP64,HYOU1	MIR3656	344	1
3_MACS_peak_34168_lociStitched	chr9	127615015	127637384	3	12413	42261.7517	345	1	WDR38,ARPC5L,RPL35		RPL35	345	1
1_MACS_peak_8046_lociStitched	chr12	109020354	109031867	1	11514	46002.4941	346	1	SELPLG	TMEM119	SELPLG	346	1
1_MACS_peak_28700_lociStitched	chr6	106609830	106619320	1	9491	52656.214	347	1			PRDM1	347	1
2_MACS_peak_12520_lociStitched	chr16	66549120	66561479	2	11647	45410.6737	348	1	TK2	CKLF,CMTM1	TK2	348	1
4_MACS_peak_17511_lociStitched	chr2	47713004	47737410	4	14950	26168.1132	349	1			KCNK12	349	1
4_MACS_peak_12874_lociStitched	chr16	87795063	87815338	4	13609	35742.7975	350	1	KLHDC4		KLHDC4	350	1
4_MACS_peak_32703_lociStitched	chr8	126339352	126355626	4	13348	36974.528	351	1	NSMCE2		TRIB1	351	1
4_MACS_peak_17016_lociStitched	chr2	8651000	8666862	4	14787	27155.744	352	1			ID2	352	1
4_MACS_peak_9256_lociStitched	chr13	114863781	114877933	4	12594	40750.684	353	1	RASA3		RASA3	353	1
3_MACS_peak_18865_lociStitched	chr2	182319607	182338299	3	13781	34096.0772	354	1	ITGA4		ITGA4	354	1
2_MACS_peak_20291_lociStitched	chr20	50015832	50033864	2	12556	40665.7664	355	1	NFATC2	MIR3194	MIR3194	355	1
1_MACS_peak_25494_lociStitched	chr5	1310909	1320417	1	9509	51911.7784	356	1	CLPTM1L	TERT	TERT	356	1
3_MACS_peak_7536_lociStitched	chr12	57022008	57040853	3	13132	37693.769	357	1	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	357	1
4_MACS_peak_12783_lociStitched	chr16	81841151	81857557	4	14143	30895.7792	358	1	PLCG2		PLCG2	358	1
4_MACS_peak_3029_lociStitched	chr1	223899545	223923154	4	13488	35045.1996	359	1	CAPN2	CAPN8	CAPN2	359	1
3_MACS_peak_2072_lociStitched	chr1	156209060	156231437	3	12845	38401.1697	360	1	PMF1,BGLAP,PAQR6,SMG5	SLC25A44,TMEM79,C1orf85,VHLL	PAQR6	360	1
5_MACS_peak_27229_lociStitched	chr5	173205015	173226394	5	14118	30366.7316	361	1			CPEB4	361	1
1_MACS_peak_20317_lociStitched	chr20	52267562	52278985	1	11424	44532.5655	362	1			ZNF217	362	1
3_MACS_peak_14245_lociStitched	chr17	66448705	66459744	3	10798	46559.1903	363	1	WIPI1	PRKAR1A,MIR635	WIPI1	363	1
6_MACS_peak_10606_lociStitched	chr15	40834078	40863005	6	15111	20208.4022	364	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	364	1
2_MACS_peak_25715_lociStitched	chr5	32205235	32219731	2	11858	42077.5392	365	1		GOLPH3	GOLPH3	365	1
1_MACS_peak_20034_lociStitched	chr20	36906753	36917912	1	11160	44832.3984	366	1		BPI,KIAA1755	BPI	366	1
1_MACS_peak_18671_lociStitched	chr2	166047116	166060922	1	13807	31133.9106	367	1	SCN3A	SCN2A	SCN3A	367	1
1_MACS_peak_2143_lociStitched	chr1	158977966	158987395	1	9430	50287.6857	368	1	IFI16		IFI16	368	1
6_MACS_peak_12448_lociStitched	chr16	57823826	57851095	6	13975	29074.2078	370	1	KIFC3		KIFC3	370	1
4_MACS_peak_23055_lociStitched	chr3	129026692	129048580	4	14334	25762.176	371	1	C3orf47,H1FX	C3orf37	H1FX	371	1
1_MACS_peak_26895_lociStitched	chr5	142774073	142786167	1	12095	39575.1962	372	1	NR3C1		NR3C1	372	1
1_MACS_peak_4583_lociStitched	chr10	104401072	104411633	1	10562	45831.5717	373	1	TRIM8		TRIM8	373	1
3_MACS_peak_6460_lociStitched	chr11	114029464	114046708	3	13896	28762.992	374	1	ZBTB16		ZBTB16	374	1
4_MACS_peak_11887_lociStitched	chr16	14486442	14508493	4	13484	31199.9599	375	1			MIR365-1	375	1
5_MACS_peak_12413_lociStitched	chr16	56885566	56905804	5	12882	34694.0034	376	1	MIR138-2,SLC12A3		MIR138-2	376	1
1_MACS_peak_17936_lociStitched	chr2	86220182	86229246	1	9065	49815.744	377	1		LOC90784	LOC90784	377	1
3_MACS_peak_27700_lociStitched	chr6	26020382	26035532	3	13061	33264.855	378	1	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	378	1
4_MACS_peak_28696_lociStitched	chr6	106576971	106595943	4	11429	41431.0536	379	1		PRDM1	PRDM1	379	1
3_MACS_peak_76_lociStitched	chr1	2470749	2489202	3	12378	36647.658	381	1	TNFRSF14,LOC115110	C1orf93,PANK4,HES5	LOC115110	381	1
3_MACS_peak_19961_lociStitched	chr20	34192758	34208231	3	13505	29694.2343	382	1	SPAG4,FER1L4	CPNE1	SPAG4	382	1
3_MACS_peak_30636_lociStitched	chr7	104571617	104587331	3	12181	37460.6046	383	1		LOC723809	LOC723809	383	1
2_MACS_peak_17507_lociStitched	chr2	47534046	47550878	2	12063	37959.5264	384	1		EPCAM	EPCAM	384	1
1_MACS_peak_16558_lociStitched	chr19	47215270	47223592	1	8323	51129.5358	385	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	385	1
4_MACS_peak_12197_lociStitched	chr16	30344764	30368073	4	13099	31814.4541	387	1	LOC595101,CD2BP2	MYLPF,ZNF48,TBC1D10B,SEPT1	LOC595101	387	1
