REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
12_MACS_peak_26617_lociStitched	chr5	131400399	131453714	12	30393	55751.4955	167	1	CSF2	IL3	CSF2	CSF2	0.641	167	1
2_MACS_peak_11884_lociStitched	chr16	14394763	14408710	2	11940	55398.8787	168	1	MIR193B,MIR365-1		MIR365-1	MIR365-1	3.8662	168	1
1_MACS_peak_13756_lociStitched	chr17	40824961	40834781	1	9821	55245.356	169	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	2.9484	169	1
4_MACS_peak_6540_lociStitched	chr11	118954903	118980525	4	15033	55194.9124	170	1	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	H2AFX	1.6817	170	1
1_MACS_peak_29630_lociStitched	chr7	23502361	23518688	1	16328	55062.8075	171	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.3571	171	1
2_MACS_peak_27194_lociStitched	chr5	171599905	171616308	2	15095	55035.3456	172	1	STK10	EFCAB9	STK10	STK10	0.4358	172	1
3_MACS_peak_2069_lociStitched	chr1	156181841	156198984	3	9477	54974.1724	173	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	BGLAP	2.9902	173	1
2_MACS_peak_31493_lociStitched	chr8	22296702	22315412	2	13255	54825.913	174	1	PPP3CC		PPP3CC	PPP3CC	0.5813	174	1
1_MACS_peak_1864_lociStitched	chr1	149855039	149861719	1	6681	54725.9	175	1	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2BC	5.677	175	1
2_MACS_peak_20687_lociStitched	chr21	34599509	34617303	2	16398	54693.4178	176	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	1.3558	176	1
4_MACS_peak_21810_lociStitched	chr3	15828346	15861008	4	28457	54672.9218	177	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.3282	177	1
1_MACS_peak_535_lociStitched	chr1	27018306	27033704	1	15399	54487.3628	178	1	ARID1A		ARID1A	ARID1A	0.9857	178	1
2_MACS_peak_2286_lociStitched	chr1	165720960	165740266	2	13318	54452.573	179	1	TMCO1		TMCO1	TMCO1	1.5027	179	1
7_MACS_peak_3136_lociStitched	chr1	228659384	228693958	7	16474	54364.1576	180	1	RNF187	HIST3H2BB,HIST3H3,HIST3H2A	RNF187	RNF187	2.202	180	1
6_MACS_peak_13843_lociStitched	chr17	43504778	43531949	6	19851	54211.5792	181	1	SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	1.7865	181	1
2_MACS_peak_11867_lociStitched	chr16	12055510	12072507	2	14166	54206.8324	182	1	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	3.8642	182	1
1_MACS_peak_26379_lociStitched	chr5	100223360	100241612	1	18253	53567.7948	183	1	ST8SIA4		ST8SIA4	ST8SIA4	0.7837	183	1
5_MACS_peak_5267_lociStitched	chr11	17161834	17192630	5	24170	53545.0052	184	1	PIK3C2A		PIK3C2A	PIK3C2A	0.6365	184	1
1_MACS_peak_14391_lociStitched	chr17	74257428	74269412	1	11985	53516.9488	185	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	3.3624	185	1
1_MACS_peak_32460_lociStitched	chr8	103817563	103828978	1	11416	53478.1335	186	1		AZIN1	AZIN1	AZIN1	0.4152	186	1
3_MACS_peak_35672_lociStitched	chrX	153232131	153253061	3	13707	53053.364	187	1	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	2.252	187	1
4_MACS_peak_24033_lociStitched	chr4	10093088	10120228	4	18109	52838.866	188	1	WDR1	MIR3138	WDR1	WDR1	1.0434	188	1
6_MACS_peak_2492_lociStitched	chr1	182568033	182602700	6	23806	52693.84	189	1	LOC284648,RGS16	RNASEL,RGS8	LOC284648	LOC284648	1.6569	189	1
1_MACS_peak_28700_lociStitched	chr6	106609830	106619320	1	9491	52656.214	190	1			PRDM1	PRDM1	4.0965	190	1
1_MACS_peak_27949_lociStitched	chr6	32934343	32944528	1	10186	52655.4315	191	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	2.3601	191	1
5_MACS_peak_25558_lociStitched	chr5	6708218	6739056	5	24193	52202.5664	192	1	PAPD7	PAPD7	PAPD7	PAPD7	0.9914	192	1
3_MACS_peak_20195_lociStitched	chr20	45976853	45990285	3	12712	52199.4384	193	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.5084	193	1
1_MACS_peak_25494_lociStitched	chr5	1310909	1320417	1	9509	51911.7784	194	1	CLPTM1L	TERT	TERT	TERT	0.0591	194	1
3_MACS_peak_5814_lociStitched	chr11	65254110	65278935	3	20709	51807.2925	195	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	MALAT1	2.6177	195	1
2_MACS_peak_21092_lociStitched	chr22	24176492	24192289	2	14549	51780.9863	196	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	DERL3	1.0524	196	1
6_MACS_peak_34079_lociStitched	chr9	123630121	123667134	6	19018	51644.2389	197	1	PHF19,TRAF1	LOC253039,PSMD5	PHF19	PHF19	0.9667	197	1
6_MACS_peak_16661_lociStitched	chr19	49945554	49978433	6	19683	51495.0898	198	1	ALDH16A1,FLT3LG,PIH1D1	LOC645971,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,FCGRT,PTH2,SLC17A7,MIR150	ALDH16A1	ALDH16A1	1.7248	198	1
4_MACS_peak_6961_lociStitched	chr12	9872107	9897378	4	23175	51413.8495	199	1	CLECL1	CLEC2D,CD69	CLECL1	CLECL1	1.9972	199	1
1_MACS_peak_16558_lociStitched	chr19	47215270	47223592	1	8323	51129.5358	200	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	1.061	200	1
6_MACS_peak_27789_lociStitched	chr6	27773254	27808644	6	24087	51064.231	201	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H2AK	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,HIST1H3J	HIST1H4J	HIST1H3J	2.1041	201	1
2_MACS_peak_19521_lociStitched	chr2	241498215	241510712	2	12057	50892.7828	202	1	DUSP28,RNPEPL1	CAPN10,GPR35,ANKMY1	RNPEPL1	RNPEPL1	2.0428	202	1
2_MACS_peak_20386_lociStitched	chr20	56047343	56058462	2	10652	50888.3273	203	1		CTCFL	CTCFL	CTCFL	0.147	203	1
2_MACS_peak_6749_lociStitched	chr11	132214548	132232622	2	14247	50795.1696	204	1			NTM	NTM	NONE	204	1
5_MACS_peak_19794_lociStitched	chr20	25261452	25293004	5	20548	50663.0464	205	1	PYGB,ABHD12		PYGB	PYGB	0.7605	205	1
2_MACS_peak_15040_lociStitched	chr18	47832786	47849222	2	14310	50611.3748	206	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	1.1372	206	1
1_MACS_peak_9255_lociStitched	chr13	114827878	114836242	1	8365	50332.8792	207	1	RASA3		RASA3	RASA3	0.8175	207	1
1_MACS_peak_2143_lociStitched	chr1	158977966	158987395	1	9430	50287.6857	208	1	IFI16		IFI16	IFI16	1.0757	208	1
4_MACS_peak_1530_lociStitched	chr1	110331260	110350602	4	15605	50153.806	209	1		GSTM3,EPS8L3	EPS8L3	GSTM3	0.0583	209	1
1_MACS_peak_17936_lociStitched	chr2	86220182	86229246	1	9065	49815.744	210	1		LOC90784	LOC90784	LOC90784	0.0736	210	1
2_MACS_peak_11554_lociStitched	chr15	101735300	101751191	2	11631	49800.8049	211	1	CHSY1		CHSY1	CHSY1	0.988	211	1
8_MACS_peak_10580_lociStitched	chr15	40328095	40362984	8	18410	49800.5586	212	1	SRP14	BMF	SRP14	BMF	2.6031	212	1
6_MACS_peak_13008_lociStitched	chr17	2140071	2172158	6	17879	49407.5626	213	1	SMG6	SRR	SMG6	SMG6	0.3838	213	1
1_MACS_peak_15389_lociStitched	chr19	1646622	1653976	1	7355	49377.6976	214	1	TCF3	UQCR11	TCF3	TCF3	1.2227	214	1
4_MACS_peak_13983_lociStitched	chr17	48223371	48249184	4	15261	49367.3625	215	1	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.2375	215	1
2_MACS_peak_20314_lociStitched	chr20	52224973	52241571	2	11307	49301.0394	216	1		ZNF217	ZNF217	ZNF217	1.9378	216	1
2_MACS_peak_799_lociStitched	chr1	40239261	40257023	2	12998	49246.9212	217	1	BMP8B	PPIE,OXCT2	BMP8B	BMP8B	1.2942	217	1
3_MACS_peak_13072_lociStitched	chr17	4836965	4855625	3	13834	49217.616	218	1	GP1BA,RNF167,ENO3,SLC25A11,PFN1	C17orf107,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	RNF167	RNF167	2.7025	218	1
4_MACS_peak_11118_lociStitched	chr15	75063110	75083753	4	15808	49124.1471	219	1	CSK	CYP1A2,LMAN1L,CPLX3,CYP1A1	CSK	CSK	1.5687	219	1
5_MACS_peak_7539_lociStitched	chr12	57071245	57095015	5	13649	48875.874	220	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	NACA	3.6427	220	1
1_MACS_peak_24292_lociStitched	chr4	40191734	40210642	1	18909	48837.4732	221	1	RHOH		RHOH	RHOH	0.8911	221	1
4_MACS_peak_21631_lociStitched	chr22	50962220	50984713	4	15217	48827.8044	222	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.6272	222	1
6_MACS_peak_28036_lociStitched	chr6	36081143	36116280	6	15691	48035.7927	223	1	MAPK13	BRPF3	MAPK13	MAPK13	2.2057	223	1
4_MACS_peak_1961_lociStitched	chr1	153747480	153770455	4	12869	47932.7425	224	1	SLC27A3	INTS3	SLC27A3	SLC27A3	1.1827	224	1
1_MACS_peak_20381_lociStitched	chr20	55963937	55975750	1	11814	47871.0012	225	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	1.7745	225	1
4_MACS_peak_12172_lociStitched	chr16	29815039	29837710	4	16784	47683.9143	226	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.3227	226	1
2_MACS_peak_20462_lociStitched	chr20	61272674	61291033	2	16122	47610.3947	227	1	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	SLCO4A1	1.2499	227	1
1_MACS_peak_7396_lociStitched	chr12	51711781	51724503	1	12723	47595.5464	228	1	BIN2,CELA1	SMAGP	BIN2	BIN2	0.9351	228	1
7_MACS_peak_2111_lociStitched	chr1	157455878	157496280	7	20420	47484.4706	229	1	FCRL5		FCRL5	FCRL5	0.8561	229	1
2_MACS_peak_8333_lociStitched	chr12	123409247	123423417	2	13936	47425.573	230	1	ABCB9	OGFOD2,ARL6IP4,VPS37B	ABCB9	VPS37B	3.3443	230	1
3_MACS_peak_13144_lociStitched	chr17	7736622	7762869	3	17662	47360.0868	231	1	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	1.8101	231	1
3_MACS_peak_30430_lociStitched	chr7	92436890	92466931	3	18293	46677.7058	232	1	CDK6		CDK6	CDK6	0.4133	232	1
3_MACS_peak_3474_lociStitched	chr10	5929705	5950179	3	16828	46635.6772	233	1	FBXO18,ANKRD16		FBXO18	FBXO18	0.8665	233	1
2_MACS_peak_6021_lociStitched	chr11	72850484	72869475	2	13029	46598.2167	234	1	FCHSD2		FCHSD2	FCHSD2	0.142	234	1
6_MACS_peak_10362_lociStitched	chr15	23603456	23631966	6	16421	46585.34	235	1			GOLGA8E	GOLGA8E	NONE	235	1
3_MACS_peak_14245_lociStitched	chr17	66448705	66459744	3	10798	46559.1903	236	1	WIPI1	PRKAR1A,MIR635	WIPI1	WIPI1	1.2482	236	1
4_MACS_peak_15429_lociStitched	chr19	2454762	2480523	4	12551	46547.5509	237	1	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	2.7884	237	1
1_MACS_peak_17444_lociStitched	chr2	43444405	43456937	1	12533	46451.1112	238	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	3.281	238	1
5_MACS_peak_27874_lociStitched	chr6	30683392	30712962	5	18943	46389.416	239	1	TUBB,MDC1,FLOT1,IER3	DHX16,KIAA1949,NRM	TUBB	NRM	2.4181	239	1
3_MACS_peak_22406_lociStitched	chr3	61545604	61563159	3	15754	46325.8895	240	1	PTPRG		PTPRG	PTPRG	0.1413	240	1
1_MACS_peak_8046_lociStitched	chr12	109020354	109031867	1	11514	46002.4941	241	1	SELPLG	TMEM119	SELPLG	SELPLG	2.1672	241	1
2_MACS_peak_21679_lociStitched	chr3	5222741	5242392	2	19053	45926.3521	242	1	EDEM1		EDEM1	EDEM1	1.0684	242	1
3_MACS_peak_12191_lociStitched	chr16	30193186	30212734	3	12238	45853.7436	243	1	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B	LOC613037	CORO1A	CORO1A	2.4659	243	1
1_MACS_peak_4583_lociStitched	chr10	104401072	104411633	1	10562	45831.5717	244	1	TRIM8		TRIM8	TRIM8	2.2569	244	1
2_MACS_peak_415_lociStitched	chr1	23849062	23866764	2	13290	45711.8746	245	1	E2F2	ASAP3,ID3	E2F2	E2F2	1.3463	245	1
1_MACS_peak_16017_lociStitched	chr19	19049227	19062774	1	13548	45615.4584	246	1	HOMER3	DDX49,GDF1,COPE	HOMER3	HOMER3	0.9227	246	1
2_MACS_peak_12520_lociStitched	chr16	66549120	66561479	2	11647	45410.6737	247	1	TK2	CKLF,CMTM1	TK2	TK2	1.2214	247	1
2_MACS_peak_32512_lociStitched	chr8	107668561	107683286	2	14335	45385.395	248	1	OXR1		OXR1	OXR1	0.2435	248	1
1_MACS_peak_13678_lociStitched	chr17	38015854	38025212	1	9359	45320.794	249	1	ZPBP2,IKZF3	GSDMB	IKZF3	IKZF3	0.8873	249	1
2_MACS_peak_16641_lociStitched	chr19	49457349	49472288	2	10053	45299.5297	250	1	BAX,FTL,GYS1	DHDH,RUVBL2,LHB	FTL	FTL	3.4289	250	1
4_MACS_peak_31596_lociStitched	chr8	27929718	27951783	4	14014	45297.2385	251	1	ELP3,C8orf80		C8orf80	C8orf80	0.5953	251	1
1_MACS_peak_20034_lociStitched	chr20	36906753	36917912	1	11160	44832.3984	252	1		BPI,KIAA1755	BPI	BPI	0.3283	252	1
5_MACS_peak_17384_lociStitched	chr2	38870718	38896551	5	18340	44784.0888	253	1	GALM	HNRPLL	GALM	HNRPLL	1.3893	253	1
3_MACS_peak_34829_lociStitched	chrX	45608859	45641991	3	27485	44764.6452	254	1		MIR221,MIR222	MIR222	MIR222	0.2816	254	1
4_MACS_peak_27869_lociStitched	chr6	30639901	30660127	4	14039	44559.9006	255	1	DHX16,KIAA1949,NRM	ATAT1,C6orf136,TUBB,MDC1	KIAA1949	KIAA1949	2.135	255	1
1_MACS_peak_20317_lociStitched	chr20	52267562	52278985	1	11424	44532.5655	256	1			ZNF217	ZNF217	1.9378	256	1
1_MACS_peak_6993_lociStitched	chr12	12865963	12880702	1	14740	44441.0328	257	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	2.9587	257	1
1_MACS_peak_26763_lociStitched	chr5	138720237	138730669	1	10433	44341.216	258	1	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	3.6088	258	1
3_MACS_peak_1892_lociStitched	chr1	150846491	150863914	3	14126	44317.1428	259	1	ARNT	SETDB1	ARNT	ARNT	0.3873	259	1
1_MACS_peak_32603_lociStitched	chr8	119572819	119582196	1	9378	44242.5614	260	1	SAMD12		SAMD12	SAMD12	0.2732	260	1
5_MACS_peak_22301_lociStitched	chr3	52718440	52745771	5	18740	44052.1058	261	1	GNL3,SNORD19,SNORD19B,SNORD69,SPCS1,PBRM1,GLT8D1,NEK4	PBRM1	SNORD69	SNORD69	0.7013	261	1
2_MACS_peak_13697_lociStitched	chr17	38466936	38484604	2	17614	43558.6872	262	1	RARA	CDC6,RARA,GJD3	RARA	RARA	0.817	262	1
4_MACS_peak_5849_lociStitched	chr11	65811966	65839746	4	16359	43411.806	263	1	SF3B2,PACS1,GAL3ST3	BANF1,CST6,EIF1AD,CATSPER1	SF3B2	SF3B2	1.5897	263	1
1_MACS_peak_13498_lociStitched	chr17	29634456	29649500	1	15045	43319.198	264	1	NF1,EVI2B,EVI2A	OMG	EVI2B	EVI2B	1.6704	264	1
6_MACS_peak_15407_lociStitched	chr19	2031843	2062880	6	15011	43262.4743	265	1	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	2.0809	265	1
2_MACS_peak_8645_lociStitched	chr13	35730664	35754947	2	22187	43243.1664	266	1	NBEA		NBEA	NBEA	0.1335	266	1
3_MACS_peak_34227_lociStitched	chr9	130531969	130551314	3	12994	43201.254	267	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.4139	267	1
5_MACS_peak_5855_lociStitched	chr11	65902145	65936958	5	19731	43140.2696	268	1	PACS1		PACS1	PACS1	0.4611	268	1
7_MACS_peak_25460_lociStitched	chr4	190991213	191014057	7	21694	43047.2336	269	1	DUX4L6,DUX4L5,DUX2,DUX4L4,DUX4	DUX4L2,FRG2	DUX4L4	DUX4L4	1.8193	269	1
2_MACS_peak_10813_lociStitched	chr15	55567938	55583472	2	15397	42699.8592	270	1	RAB27A	PIGB,RAB27A	RAB27A	RAB27A	0.5329	270	1
1_MACS_peak_28060_lociStitched	chr6	36718343	36727318	1	8976	42334.1775	271	1	CPNE5		CDKN1A	CDKN1A	NONE	271	1
1_MACS_peak_11142_lociStitched	chr15	75334006	75341410	1	7405	42301.2732	272	1	PPCDC	SCAMP5	PPCDC	PPCDC	1.3677	272	1
1_MACS_peak_2820_lociStitched	chr1	206729585	206739669	1	10085	42267.086	273	1	RASSF5	LGTN	RASSF5	RASSF5	0.5472	273	1
3_MACS_peak_34168_lociStitched	chr9	127615015	127637384	3	12413	42261.7517	274	1	WDR38,ARPC5L,RPL35		RPL35	RPL35	0.5938	274	1
2_MACS_peak_25715_lociStitched	chr5	32205235	32219731	2	11858	42077.5392	275	1		GOLPH3	GOLPH3	GOLPH3	0.759	275	1
2_MACS_peak_19072_lociStitched	chr2	202040755	202061639	2	15562	41928.8068	276	1	CASP10	CASP8	CASP10	CASP10	1.2798	276	1
7_MACS_peak_14915_lociStitched	chr18	34998665	35031415	7	21621	41923.275	277	1	CELF4		CELF4	CELF4	0.225	277	1
1_MACS_peak_34309_lociStitched	chr9	132646065	132655819	1	9755	41817.3488	278	1	FNBP1	USP20,C9orf78	USP20	C9orf78	0.6139	278	1
4_MACS_peak_4694_lociStitched	chr10	112201541	112226806	4	14420	41816.1015	279	1		DUSP5	DUSP5	DUSP5	1.6681	279	1
3_MACS_peak_16604_lociStitched	chr19	48822905	48838328	3	14520	41762.3994	280	1	EMP3,CCDC114,TMEM143	ZNF114,SYNGR4	EMP3	EMP3	2.7359	280	1
1_MACS_peak_16343_lociStitched	chr19	40645274	40655381	1	10108	41700.4713	281	1		MAP3K10,ZNF780A	MAP3K10	MAP3K10	0.2667	281	1
4_MACS_peak_25710_lociStitched	chr5	32153587	32175873	4	16434	41556.7042	282	1	GOLPH3		GOLPH3	GOLPH3	0.759	282	1
4_MACS_peak_28696_lociStitched	chr6	106576971	106595943	4	11429	41431.0536	283	1		PRDM1	PRDM1	PRDM1	4.0965	283	1
1_MACS_peak_6475_lociStitched	chr11	115057591	115066709	1	9119	41349.2182	284	1	CADM1		CADM1	CADM1	0.5115	284	1
5_MACS_peak_2211_lociStitched	chr1	161409357	161442030	5	22386	41265.999	285	1		FCGR2A	FCGR2A	FCGR2A	0.3069	285	1
3_MACS_peak_10070_lociStitched	chr14	94421496	94447142	3	20541	41233.6388	286	1	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	C14orf48	0.5975	286	1
4_MACS_peak_6220_lociStitched	chr11	93253551	93277491	4	21047	41224.68	287	1	C11orf75		C11orf75	C11orf75	0.6098	287	1
2_MACS_peak_19244_lociStitched	chr2	219080861	219096867	2	13203	41167.432	288	1	ARPC2	GPBAR1,PNKD,CXCR1,AAMP	ARPC2	ARPC2	0.9625	288	1
3_MACS_peak_8428_lociStitched	chr12	131576296	131590216	3	10114	41150.304	289	1	GPR133		LOC116437	LOC116437	NONE	289	1
5_MACS_peak_5894_lociStitched	chr11	66862129	66889924	5	14419	41028.1995	290	1	KDM2A	RHOD	KDM2A	KDM2A	0.2843	290	1
1_MACS_peak_10943_lociStitched	chr15	65182584	65190267	1	7684	41001.0978	291	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.4783	291	1
1_MACS_peak_19685_lociStitched	chr20	9486447	9500537	1	14091	40949.767	292	1	C20orf103		C20orf103	C20orf103	1.1208	292	1
3_MACS_peak_7557_lociStitched	chr12	57621753	57638273	3	11025	40787.88	293	1	SHMT2,NDUFA4L2,STAC3	MIR1228,NXPH4	NDUFA4L2	NDUFA4L2	2.0958	293	1
4_MACS_peak_9256_lociStitched	chr13	114863781	114877933	4	12594	40750.684	294	1	RASA3		RASA3	RASA3	0.8175	294	1
3_MACS_peak_20142_lociStitched	chr20	43586908	43608642	3	13064	40746.9032	295	1	STK4,TOMM34	PABPC1L	STK4	STK4	0.4632	295	1
2_MACS_peak_20291_lociStitched	chr20	50015832	50033864	2	12556	40665.7664	296	1	NFATC2	MIR3194	MIR3194	MIR3194	0.0742	296	1
4_MACS_peak_26257_lociStitched	chr5	88100545	88127380	4	22982	40595.988	297	1	MEF2C		MEF2C	MEF2C	0.7378	297	1
4_MACS_peak_18776_lociStitched	chr2	175442756	175468323	4	16918	40516.0249	298	1	WIPF1		WIPF1	WIPF1	0.427	298	1
3_MACS_peak_19408_lociStitched	chr2	232569587	232583011	3	10893	40501.5504	299	1	PTMA,MIR1244-1		MIR1244-1	MIR1244-1	0.0492	299	1
2_MACS_peak_27910_lociStitched	chr6	31696457	31709330	2	10821	40117.4172	300	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.5316	300	1
5_MACS_peak_21534_lociStitched	chr22	45622006	45647749	5	17432	40089.5739	301	1	C22orf9	UPK3A,MIR1249,C22orf9	C22orf9	C22orf9	0.5818	301	1
1_MACS_peak_1878_lociStitched	chr1	150335249	150340362	1	5114	39909.0102	302	1	RPRD2	PRPF3	RPRD2	RPRD2	0.4484	302	1
1_MACS_peak_16562_lociStitched	chr19	47285221	47292626	1	7406	39778.179	303	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.7371	303	1
4_MACS_peak_491_lociStitched	chr1	25869408	25889701	4	15246	39729.6354	304	1	LDLRAP1		LDLRAP1	LDLRAP1	1.1597	304	1
1_MACS_peak_1774_lociStitched	chr1	145434373	145442808	1	8436	39685.8315	305	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.8958	305	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	306	1			PPARGC1A	PPARGC1A	NONE	306	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	307	1	DENND3		DENND3	DENND3	0.2421	307	1
1_MACS_peak_26895_lociStitched	chr5	142774073	142786167	1	12095	39575.1962	308	1	NR3C1		NR3C1	NR3C1	0.38	308	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	309	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	2.5021	309	1
1_MACS_peak_5964_lociStitched	chr11	69060739	69067488	1	6750	39353.419	310	1	MYEOV		MYEOV	MYEOV	3.0718	310	1
3_MACS_peak_13913_lociStitched	chr17	46123687	46138315	3	13385	39325.9152	311	1	NFE2L1	SNX11,MIR152,COPZ2,CBX1	NFE2L1	NFE2L1	1.735	311	1
4_MACS_peak_5085_lociStitched	chr11	3874122	3893304	4	14741	39278.9814	312	1	STIM1	PGAP2,RHOG	STIM1	RHOG	0.3538	312	1
4_MACS_peak_27713_lociStitched	chr6	26183983	26207457	4	14503	39269.6546	313	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	2.0426	313	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	314	1	INHBE,GLI1	INHBC,MARS,ARHGAP9	INHBE	INHBE	3.1069	314	1
3_MACS_peak_444_lociStitched	chr1	24511870	24531650	3	14320	39229.674	315	1	LOC284632,IL28RA	IL22RA1	LOC284632	LOC284632	0.4637	315	1
3_MACS_peak_20180_lociStitched	chr20	45171951	45192246	3	18439	39209.94	316	1	C20orf123,SLC13A3	ZNF334	C20orf123	C20orf123	1.4649	316	1
2_MACS_peak_25906_lociStitched	chr5	53813285	53828393	2	13257	39209.7924	317	1	SNX18		SNX18	SNX18	1.0814	317	1
2_MACS_peak_27340_lociStitched	chr5	180226617	180244586	2	14107	39199.3735	318	1	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.1022	318	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	319	1	SLC37A1	RSPH1	SLC37A1	SLC37A1	0.5096	319	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	320	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	1.2254	320	1
2_MACS_peak_4698_lociStitched	chr10	112252651	112272801	2	14185	39115.18	321	1	DUSP5		DUSP5	DUSP5	1.6681	321	1
5_MACS_peak_22112_lociStitched	chr3	46129539	46153831	5	18988	39073.682	322	1			XCR1	XCR1	NONE	322	1
2_MACS_peak_26441_lociStitched	chr5	109023767	109037631	2	13426	38971.704	323	1	MAN2A1		MAN2A1	MAN2A1	0.3269	323	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	324	1		SMNDC1	SMNDC1	SMNDC1	0.419	324	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	325	1		MIR148A	MIR148A	MIR148A	3.1791	325	1
6_MACS_peak_5752_lociStitched	chr11	63992473	64020494	6	16261	38666.1779	326	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	1.509	326	1
4_MACS_peak_27242_lociStitched	chr5	173483980	173508784	4	16808	38533.014	327	1	HMP19		HMP19	HMP19	0.6051	327	1
2_MACS_peak_20113_lociStitched	chr20	42569395	42586198	2	14048	38510.7957	328	1	TOX2		TOX2	TOX2	0.5858	328	1
