#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuperStretch
1_MACS_peak_19685_lociStitched	chr20	9486447	9500537	1	14091	40949.767	305	1
3_MACS_peak_25372_lociStitched	chr4	185328378	185350020	3	15070	35001.6066	306	1
8_MACS_peak_20867_lociStitched	chr21	45552272	45577944	8	15966	27918.3	307	1
3_MACS_peak_444_lociStitched	chr1	24511870	24531650	3	14320	39229.674	308	1
3_MACS_peak_14407_lociStitched	chr17	74774652	74790491	3	14322	38398.4877	309	1
2_MACS_peak_4698_lociStitched	chr10	112252651	112272801	2	14185	39115.18	310	1
4_MACS_peak_12548_lociStitched	chr16	67259883	67283999	4	14705	35858.0804	311	1
3_MACS_peak_13293_lociStitched	chr17	17722338	17744801	3	15240	32171.5086	312	1
4_MACS_peak_29316_lociStitched	chr6	160389236	160410827	4	16285	22739.6412	313	1
2_MACS_peak_27340_lociStitched	chr5	180226617	180244586	2	14107	39199.3735	314	1
4_MACS_peak_15429_lociStitched	chr19	2454762	2480523	4	12551	46547.5509	315	1
7_MACS_peak_27063_lociStitched	chr5	156333603	156361722	7	15756	27475.0749	316	1
1_MACS_peak_17444_lociStitched	chr2	43444405	43456937	1	12533	46451.1112	317	1
2_MACS_peak_11554_lociStitched	chr15	101735300	101751191	2	11631	49800.8049	318	1
5_MACS_peak_18118_lociStitched	chr2	106404220	106430230	5	14203	37891.368	319	1
1_MACS_peak_13756_lociStitched	chr17	40824961	40834781	1	9821	55245.356	320	1
2_MACS_peak_20113_lociStitched	chr20	42569395	42586198	2	14048	38510.7957	321	1
2_MACS_peak_34781_lociStitched	chrX	39952990	39969694	2	14391	36438.1056	322	1
4_MACS_peak_19075_lociStitched	chr2	202084395	202102226	4	14980	31789.1068	323	1
3_MACS_peak_34227_lociStitched	chr9	130531969	130551314	3	12994	43201.254	324	1
1_MACS_peak_20381_lociStitched	chr20	55963937	55975750	1	11814	47871.0012	325	1
1_MACS_peak_9689_lociStitched	chr14	63936413	63951994	1	15582	25711.7662	326	1
3_MACS_peak_12191_lociStitched	chr16	30193186	30212734	3	12238	45853.7436	327	1
3_MACS_peak_19079_lociStitched	chr2	202116380	202133334	3	14282	35462.6818	328	1
3_MACS_peak_2069_lociStitched	chr1	156181841	156198984	3	9477	54974.1724	329	1
2_MACS_peak_20314_lociStitched	chr20	52224973	52241571	2	11307	49301.0394	330	1
2_MACS_peak_19244_lociStitched	chr2	219080861	219096867	2	13203	41167.432	331	1
1_MACS_peak_27949_lociStitched	chr6	32934343	32944528	1	10186	52655.4315	332	1
2_MACS_peak_20386_lociStitched	chr20	56047343	56058462	2	10652	50888.3273	333	1
5_MACS_peak_14774_lociStitched	chr18	14924550	14950725	5	15896	20133.81	334	1
3_MACS_peak_13913_lociStitched	chr17	46123687	46138315	3	13385	39325.9152	335	1
2_MACS_peak_19930_lociStitched	chr20	32988409	33006300	2	13658	37839.465	336	1
4_MACS_peak_17572_lociStitched	chr2	54784422	54808368	4	14814	30286.9008	337	1
2_MACS_peak_26441_lociStitched	chr5	109023767	109037631	2	13426	38971.704	338	1
6_MACS_peak_12030_lociStitched	chr16	22195001	22219614	6	15119	27630.5538	339	1
3_MACS_peak_20142_lociStitched	chr20	43586908	43608642	3	13064	40746.9032	340	1
1_MACS_peak_3091_lociStitched	chr1	226839165	226852732	1	13568	37843.7898	341	1
3_MACS_peak_28318_lociStitched	chr6	56621254	56638598	3	15295	25525.1648	342	1
2_MACS_peak_25906_lociStitched	chr5	53813285	53828393	2	13257	39209.7924	343	1
2_MACS_peak_6536_lociStitched	chr11	118886527	118901749	2	13362	38172.2094	344	1
3_MACS_peak_34168_lociStitched	chr9	127615015	127637384	3	12413	42261.7517	345	1
1_MACS_peak_8046_lociStitched	chr12	109020354	109031867	1	11514	46002.4941	346	1
1_MACS_peak_28700_lociStitched	chr6	106609830	106619320	1	9491	52656.214	347	1
2_MACS_peak_12520_lociStitched	chr16	66549120	66561479	2	11647	45410.6737	348	1
4_MACS_peak_17511_lociStitched	chr2	47713004	47737410	4	14950	26168.1132	349	1
4_MACS_peak_12874_lociStitched	chr16	87795063	87815338	4	13609	35742.7975	350	1
4_MACS_peak_32703_lociStitched	chr8	126339352	126355626	4	13348	36974.528	351	1
4_MACS_peak_17016_lociStitched	chr2	8651000	8666862	4	14787	27155.744	352	1
4_MACS_peak_9256_lociStitched	chr13	114863781	114877933	4	12594	40750.684	353	1
3_MACS_peak_18865_lociStitched	chr2	182319607	182338299	3	13781	34096.0772	354	1
2_MACS_peak_20291_lociStitched	chr20	50015832	50033864	2	12556	40665.7664	355	1
1_MACS_peak_25494_lociStitched	chr5	1310909	1320417	1	9509	51911.7784	356	1
3_MACS_peak_7536_lociStitched	chr12	57022008	57040853	3	13132	37693.769	357	1
4_MACS_peak_12783_lociStitched	chr16	81841151	81857557	4	14143	30895.7792	358	1
4_MACS_peak_3029_lociStitched	chr1	223899545	223923154	4	13488	35045.1996	359	1
3_MACS_peak_2072_lociStitched	chr1	156209060	156231437	3	12845	38401.1697	360	1
5_MACS_peak_27229_lociStitched	chr5	173205015	173226394	5	14118	30366.7316	361	1
1_MACS_peak_20317_lociStitched	chr20	52267562	52278985	1	11424	44532.5655	362	1
3_MACS_peak_14245_lociStitched	chr17	66448705	66459744	3	10798	46559.1903	363	1
6_MACS_peak_10606_lociStitched	chr15	40834078	40863005	6	15111	20208.4022	364	1
2_MACS_peak_25715_lociStitched	chr5	32205235	32219731	2	11858	42077.5392	365	1
1_MACS_peak_20034_lociStitched	chr20	36906753	36917912	1	11160	44832.3984	366	1
1_MACS_peak_18671_lociStitched	chr2	166047116	166060922	1	13807	31133.9106	367	1
1_MACS_peak_2143_lociStitched	chr1	158977966	158987395	1	9430	50287.6857	368	1
6_MACS_peak_12448_lociStitched	chr16	57823826	57851095	6	13975	29074.2078	370	1
4_MACS_peak_23055_lociStitched	chr3	129026692	129048580	4	14334	25762.176	371	1
1_MACS_peak_26895_lociStitched	chr5	142774073	142786167	1	12095	39575.1962	372	1
1_MACS_peak_4583_lociStitched	chr10	104401072	104411633	1	10562	45831.5717	373	1
3_MACS_peak_6460_lociStitched	chr11	114029464	114046708	3	13896	28762.992	374	1
4_MACS_peak_11887_lociStitched	chr16	14486442	14508493	4	13484	31199.9599	375	1
5_MACS_peak_12413_lociStitched	chr16	56885566	56905804	5	12882	34694.0034	376	1
1_MACS_peak_17936_lociStitched	chr2	86220182	86229246	1	9065	49815.744	377	1
3_MACS_peak_27700_lociStitched	chr6	26020382	26035532	3	13061	33264.855	378	1
4_MACS_peak_28696_lociStitched	chr6	106576971	106595943	4	11429	41431.0536	379	1
3_MACS_peak_76_lociStitched	chr1	2470749	2489202	3	12378	36647.658	381	1
3_MACS_peak_19961_lociStitched	chr20	34192758	34208231	3	13505	29694.2343	382	1
3_MACS_peak_30636_lociStitched	chr7	104571617	104587331	3	12181	37460.6046	383	1
2_MACS_peak_17507_lociStitched	chr2	47534046	47550878	2	12063	37959.5264	384	1
1_MACS_peak_16558_lociStitched	chr19	47215270	47223592	1	8323	51129.5358	385	1
4_MACS_peak_12197_lociStitched	chr16	30344764	30368073	4	13099	31814.4541	387	1
3_MACS_peak_32912_lociStitched	chr8	145009350	145028231	3	13682	27653.1126	388	1
3_MACS_peak_16673_lociStitched	chr19	50165632	50184776	3	12633	34464.9432	389	1
1_MACS_peak_26763_lociStitched	chr5	138720237	138730669	1	10433	44341.216	390	1
6_MACS_peak_34154_lociStitched	chr9	126959468	126986257	6	13845	26004.0823	391	1
3_MACS_peak_537_lociStitched	chr1	27058416	27075148	3	14297	21579.2604	392	1
4_MACS_peak_15396_lociStitched	chr19	1847067	1865779	4	11772	38413.8648	393	1
2_MACS_peak_16641_lociStitched	chr19	49457349	49472288	2	10053	45299.5297	394	1
1_MACS_peak_9255_lociStitched	chr13	114827878	114836242	1	8365	50332.8792	395	1
3_MACS_peak_33743_lociStitched	chr9	94180181	94195888	3	13666	26543.2593	396	1
3_MACS_peak_12421_lociStitched	chr16	56964565	56979684	3	13154	30156.3574	397	1
2_MACS_peak_21363_lociStitched	chr22	38782765	38797487	2	14358	19752.5074	398	1
2_MACS_peak_35619_lociStitched	chrX	150036445	150050356	2	13824	24956.334	399	1
4_MACS_peak_25151_lociStitched	chr4	153554201	153573028	4	13987	22942.5822	400	1
3_MACS_peak_7557_lociStitched	chr12	57621753	57638273	3	11025	40787.88	401	1
4_MACS_peak_19871_lociStitched	chr20	31254593	31270248	4	11554	38226.379	402	1
3_MACS_peak_584_lociStitched	chr1	28558651	28577946	3	12418	33498.0495	403	1
3_MACS_peak_17966_lociStitched	chr2	87808809	87822951	3	13610	25264.683	404	1
1_MACS_peak_20571_lociStitched	chr21	19182743	19194842	1	12100	35097.9891	405	1
1_MACS_peak_18584_lociStitched	chr2	158289297	158302041	1	12745	31206.2328	406	1
3_MACS_peak_19408_lociStitched	chr2	232569587	232583011	3	10893	40501.5504	407	1
1_MACS_peak_34893_lociStitched	chrX	48767962	48781077	1	13116	28161.8395	408	1
5_MACS_peak_15419_lociStitched	chr19	2253865	2274444	5	11568	37182.1372	409	1
2_MACS_peak_17078_lociStitched	chr2	11883249	11895436	2	11644	36643.8716	410	1
4_MACS_peak_5021_lociStitched	chr11	788976	812222	4	12739	30324.407	411	1
1_MACS_peak_13672_lociStitched	chr17	37924733	37937774	1	13042	28227.2445	412	1
5_MACS_peak_14382_lociStitched	chr17	74168719	74190676	5	13993	19734.9516	413	1
2_MACS_peak_27910_lociStitched	chr6	31696457	31709330	2	10821	40117.4172	414	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	415	1
1_MACS_peak_13678_lociStitched	chr17	38015854	38025212	1	9359	45320.794	417	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	418	1
2_MACS_peak_13055_lociStitched	chr17	4267887	4281897	2	11866	34838.667	419	1
5_MACS_peak_8789_lociStitched	chr13	49134130	49162084	5	13531	23484.1554	420	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	421	1
1_MACS_peak_2820_lociStitched	chr1	206729585	206739669	1	10085	42267.086	422	1
2_MACS_peak_13376_lociStitched	chr17	20935460	20948278	2	12451	30852.926	423	1
2_MACS_peak_23118_lociStitched	chr3	133290036	133305403	2	12227	32024.828	424	1
1_MACS_peak_16343_lociStitched	chr19	40645274	40655381	1	10108	41700.4713	425	1
1_MACS_peak_32603_lociStitched	chr8	119572819	119582196	1	9378	44242.5614	426	1
2_MACS_peak_26332_lociStitched	chr5	95251665	95268288	2	11687	34359.741	427	1
1_MACS_peak_16687_lociStitched	chr19	50423759	50434953	1	11195	36700.6484	428	1
3_MACS_peak_8428_lociStitched	chr12	131576296	131590216	3	10114	41150.304	429	1
1_MACS_peak_15389_lociStitched	chr19	1646622	1653976	1	7355	49377.6976	430	1
4_MACS_peak_11413_lociStitched	chr15	90721017	90736588	4	11381	35394.4401	431	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	432	1
3_MACS_peak_18191_lociStitched	chr2	112184542	112199078	3	13405	21600.496	433	1
1_MACS_peak_35662_lociStitched	chrX	152981374	152993558	1	12185	30792.6232	434	1
5_MACS_peak_23623_lociStitched	chr3	183220774	183246743	5	13001	25026.3253	435	1
5_MACS_peak_21619_lociStitched	chr22	50741012	50756551	5	12056	31317.3006	436	1
4_MACS_peak_2443_lociStitched	chr1	179048297	179061721	4	11276	35522.5888	437	1
3_MACS_peak_32149_lociStitched	chr8	80996341	81018137	3	11962	31828.6988	438	1
5_MACS_peak_7848_lociStitched	chr12	92578092	92605412	5	12254	29970.04	439	1
1_MACS_peak_34309_lociStitched	chr9	132646065	132655819	1	9755	41817.3488	440	1
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	441	1
2_MACS_peak_2769_lociStitched	chr1	203721064	203738385	2	11455	34279.9911	442	1
2_MACS_peak_16457_lociStitched	chr19	44256886	44272473	2	11185	35586.6797	443	1
1_MACS_peak_4344_lociStitched	chr10	89619845	89631094	1	11250	35165.4989	444	1
4_MACS_peak_16846_lociStitched	chr19	56145639	56170418	4	13456	19647.2691	445	1
2_MACS_peak_28223_lociStitched	chr6	45671642	45684986	2	12373	28505.4528	446	1
3_MACS_peak_11335_lociStitched	chr15	86231598	86251644	3	12598	26755.3962	447	1
3_MACS_peak_2153_lociStitched	chr1	159878921	159896599	3	11715	32138.604	449	1
4_MACS_peak_31374_lociStitched	chr8	11717569	11740331	4	12384	27680.8682	450	1
2_MACS_peak_8044_lociStitched	chr12	108953242	108970574	2	12916	23112.222	451	1
2_MACS_peak_30037_lociStitched	chr7	55574288	55588871	2	13088	21483.6756	452	1
2_MACS_peak_14405_lociStitched	chr17	74720673	74735953	2	11361	33282.896	453	1
4_MACS_peak_21420_lociStitched	chr22	39911215	39929543	4	12324	27328.8808	454	1
5_MACS_peak_5176_lociStitched	chr11	10323879	10344968	5	13073	21202.8806	455	1
3_MACS_peak_23779_lociStitched	chr3	195258300	195273937	3	12700	24382.7741	456	1
3_MACS_peak_18154_lociStitched	chr2	109828846	109843799	3	12576	25360.288	457	1
4_MACS_peak_8873_lociStitched	chr13	53424015	53447112	4	11978	29166.8916	458	1
3_MACS_peak_9842_lociStitched	chr14	74223135	74241907	3	13153	19780.0564	459	1
6_MACS_peak_13585_lociStitched	chr17	34409157	34431729	6	12364	26467.9272	460	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	461	1
1_MACS_peak_11556_lociStitched	chr15	101782165	101793918	1	11754	30221.6642	463	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	464	1
1_MACS_peak_8239_lociStitched	chr12	120628210	120640531	1	12322	26355.8511	465	1
1_MACS_peak_28060_lociStitched	chr6	36718343	36727318	1	8976	42334.1775	466	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	467	1
4_MACS_peak_14418_lociStitched	chr17	75130795	75144409	4	11995	28123.8012	468	1
2_MACS_peak_17073_lociStitched	chr2	11637129	11648970	2	11785	29364.4959	469	1
5_MACS_peak_12581_lociStitched	chr16	68270682	68300035	5	12532	23993.1422	470	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	471	1
5_MACS_peak_2032_lociStitched	chr1	155210097	155233089	5	11367	31717.464	472	1
1_MACS_peak_6475_lociStitched	chr11	115057591	115066709	1	9119	41349.2182	473	1
4_MACS_peak_29591_lociStitched	chr7	22474085	22489121	4	12983	18966.4104	474	1
4_MACS_peak_5912_lociStitched	chr11	67187482	67212956	4	11364	30887.225	475	1
3_MACS_peak_27710_lociStitched	chr6	26155173	26174669	3	11712	28781.9448	476	1
5_MACS_peak_32947_lociStitched	chr8	145732057	145755146	5	12157	25455.6225	477	1
2_MACS_peak_28874_lociStitched	chr6	119661715	119674217	2	12200	25046.5068	478	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	479	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	480	1
1_MACS_peak_27138_lociStitched	chr5	162736731	162747829	1	11099	31857.9188	481	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	482	1
2_MACS_peak_28016_lociStitched	chr6	35264723	35280160	2	11259	30735.067	483	1
3_MACS_peak_20684_lociStitched	chr21	34574199	34591797	3	11622	28547.4756	484	1
4_MACS_peak_27637_lociStitched	chr6	20400923	20417341	4	11645	28312.841	485	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	486	1
4_MACS_peak_6485_lociStitched	chr11	115629877	115650409	4	12638	20353.3716	487	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	488	1
2_MACS_peak_7980_lociStitched	chr12	104318560	104330477	2	11833	26356.8289	489	1
3_MACS_peak_31554_lociStitched	chr8	26148180	26170682	3	11656	27510.9452	490	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	491	1
1_MACS_peak_23853_lociStitched	chr4	47823	60139	1	12317	22475.4684	492	1
3_MACS_peak_21771_lociStitched	chr3	13366605	13378297	3	11451	28611.4932	493	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	494	1
3_MACS_peak_21315_lociStitched	chr22	37610891	37629014	3	12043	24268.5093	495	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	496	1
3_MACS_peak_18941_lociStitched	chr2	191321840	191335479	3	11527	27812.6488	497	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	498	1
3_MACS_peak_20731_lociStitched	chr21	36414498	36431166	3	12200	22731.8184	499	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	500	1
1_MACS_peak_1342_lociStitched	chr1	87791639	87803642	1	12004	24085.2198	501	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	502	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	503	1
5_MACS_peak_17239_lociStitched	chr2	27292747	27310989	5	12433	19334.6958	505	1
2_MACS_peak_32386_lociStitched	chr8	101309495	101323752	2	11364	27551.6525	506	1
3_MACS_peak_22969_lociStitched	chr3	124858067	124874722	3	11915	23570.156	507	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	508	1
4_MACS_peak_26249_lociStitched	chr5	87954832	87976718	4	12033	22288.7024	509	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	511	1
5_MACS_peak_14457_lociStitched	chr17	76337092	76357311	5	11894	23239.7186	512	1
5_MACS_peak_20892_lociStitched	chr21	46512549	46533384	5	11830	23676.894	513	1
3_MACS_peak_1900_lociStitched	chr1	150967720	150982980	3	11070	28649.124	514	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	515	1
4_MACS_peak_13951_lociStitched	chr17	47433854	47455523	4	11861	22592.0994	516	1
2_MACS_peak_17363_lociStitched	chr2	37872038	37884723	2	11729	23564.9245	517	1
1_MACS_peak_23003_lociStitched	chr3	126626567	126637924	1	11358	26165.3923	518	1
5_MACS_peak_11094_lociStitched	chr15	74273785	74290192	5	12114	20103.4971	519	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	520	1
1_MACS_peak_1774_lociStitched	chr1	145434373	145442808	1	8436	39685.8315	521	1
2_MACS_peak_12632_lociStitched	chr16	70461269	70474364	2	11479	25168.59	522	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	523	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	524	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	525	1
1_MACS_peak_11142_lociStitched	chr15	75334006	75341410	1	7405	42301.2732	526	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	527	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	528	1
5_MACS_peak_17392_lociStitched	chr2	38927809	38953565	5	11857	21220.3684	529	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	530	1
4_MACS_peak_20205_lociStitched	chr20	46114386	46132928	4	11201	26068.1978	531	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	532	1
2_MACS_peak_27280_lociStitched	chr5	176726429	176740750	2	11684	22323.5748	533	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	534	1
4_MACS_peak_14285_lociStitched	chr17	70583788	70602251	4	11796	21021.9718	535	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	536	1
1_MACS_peak_10943_lociStitched	chr15	65182584	65190267	1	7684	41001.0978	537	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	538	1
5_MACS_peak_21384_lociStitched	chr22	39409278	39426582	5	11274	24929.8728	539	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	540	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	541	1
1_MACS_peak_10272_lociStitched	chr14	106385262	106397195	1	11934	19121.4392	542	1
3_MACS_peak_2535_lociStitched	chr1	184451086	184465982	3	11444	23215.416	544	1
2_MACS_peak_33971_lociStitched	chr9	112862241	112874163	2	11495	22680.4128	545	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	546	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	547	1
3_MACS_peak_24549_lociStitched	chr4	77609187	77624790	3	11500	22234.275	548	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	549	1
6_MACS_peak_31349_lociStitched	chr8	11271222	11298658	6	11251	23981.8076	550	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	551	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	553	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	555	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	556	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	557	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	558	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	559	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	560	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	561	1
5_MACS_peak_14589_lociStitched	chr17	80654835	80675757	5	11469	21202.3548	562	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	563	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	564	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	565	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	566	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	567	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	568	1
5_MACS_peak_27969_lociStitched	chr6	33537838	33565546	5	11068	23590.5912	570	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	571	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	572	1
2_MACS_peak_7825_lociStitched	chr12	89854835	89870494	2	11406	20546.1739	574	1
1_MACS_peak_16562_lociStitched	chr19	47285221	47292626	1	7406	39778.179	575	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	576	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	577	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	578	1
3_MACS_peak_745_lociStitched	chr1	38140540	38159458	3	11172	21524.9004	580	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	581	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	582	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	583	1
4_MACS_peak_917_lociStitched	chr1	45264717	45286598	4	11347	19423.7637	584	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	585	1
2_MACS_peak_17752_lociStitched	chr2	70310659	70323230	2	8091	36811.6593	586	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	587	1
3_MACS_peak_27965_lociStitched	chr6	33377167	33396547	3	11024	21951.726	588	1
2_MACS_peak_3490_lociStitched	chr10	6961624	6973562	2	9187	32523.8872	589	1
1_MACS_peak_1984_lociStitched	chr1	154189810	154197431	1	7622	38265.041	590	1
2_MACS_peak_18745_lociStitched	chr2	173414571	173428254	2	10021	28316.9685	591	1
1_MACS_peak_2102_lociStitched	chr1	157100872	157109458	1	8587	34783.6032	592	1
3_MACS_peak_13751_lociStitched	chr17	40758675	40773056	3	9690	29916.7943	593	1
2_MACS_peak_7845_lociStitched	chr12	92530789	92541847	2	10853	22843.6164	594	1
5_MACS_peak_16353_lociStitched	chr19	40916840	40940630	5	10665	24173.019	595	1
1_MACS_peak_1775_lociStitched	chr1	145449215	145458075	1	8861	33535.1	596	1
1_MACS_peak_34784_lociStitched	chrX	40028060	40037185	1	9126	32410.175	597	1
3_MACS_peak_32885_lociStitched	chr8	144099093	144110476	3	9417	31052.824	598	1
2_MACS_peak_6027_lociStitched	chr11	72979596	72992061	2	9103	32411.493	599	1
5_MACS_peak_15838_lociStitched	chr19	13943896	13961882	5	11129	20281.0136	600	1
2_MACS_peak_22119_lociStitched	chr3	46245786	46257611	2	10234	26583.7825	602	1
1_MACS_peak_30000_lociStitched	chr7	50343019	50353340	1	10322	26012.0163	603	1
1_MACS_peak_8787_lociStitched	chr13	49100162	49108385	1	8224	35743.7364	604	1
4_MACS_peak_22717_lociStitched	chr3	101495636	101513261	4	11021	21001.95	605	1
2_MACS_peak_3121_lociStitched	chr1	228268519	228279144	2	10612	24007.1875	606	1
1_MACS_peak_10483_lociStitched	chr15	31615602	31624011	1	8410	34952.0085	607	1
3_MACS_peak_35610_lociStitched	chrX	149736218	149747303	3	10687	23230.8345	608	1
4_MACS_peak_21069_lociStitched	chr22	23470126	23485006	4	9725	29059.152	609	1
2_MACS_peak_26745_lociStitched	chr5	137898322	137912304	2	10205	26252.6032	610	1
1_MACS_peak_11408_lociStitched	chr15	90637499	90646721	1	9223	31370.4774	611	1
3_MACS_peak_5648_lociStitched	chr11	60671808	60684881	3	10955	20984.7796	612	1
5_MACS_peak_33326_lociStitched	chr9	35825923	35849959	5	11234	18267.36	613	1
1_MACS_peak_5437_lociStitched	chr11	35159968	35169401	1	9434	30096.9298	614	1
1_MACS_peak_16459_lociStitched	chr19	44280968	44289925	1	8958	32188.7709	615	1
3_MACS_peak_20104_lociStitched	chr20	42306952	42320982	3	9060	31616.605	616	1
3_MACS_peak_5900_lociStitched	chr11	67029868	67047150	3	9494	29557.4046	617	1
3_MACS_peak_32397_lociStitched	chr8	101500748	101513209	3	10977	19973.7369	619	1
2_MACS_peak_6147_lociStitched	chr11	82771565	82785073	2	9670	28492.4244	620	1
1_MACS_peak_25679_lociStitched	chr5	26718555	26729561	1	11007	19478.4188	622	1
3_MACS_peak_14569_lociStitched	chr17	80307480	80321548	3	10945	20013.1368	623	1
2_MACS_peak_5837_lociStitched	chr11	65654648	65668504	2	9785	27627.4784	625	1
2_MACS_peak_33501_lociStitched	chr9	70486750	70498369	2	9856	27086.2128	626	1
4_MACS_peak_14619_lociStitched	chr18	791131	813808	4	10896	19894.5321	628	1
4_MACS_peak_2540_lociStitched	chr1	184524996	184538491	4	10594	21851.104	630	1
2_MACS_peak_13297_lociStitched	chr17	17793999	17805533	2	9936	26193.714	631	1
3_MACS_peak_18090_lociStitched	chr2	102436459	102448743	3	10733	20735.392	632	1
