#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isStretch
2_MACS_peak_27340_lociStitched	chr5	180226617	180244586	2	14107	39199.3735	304	1
1_MACS_peak_19685_lociStitched	chr20	9486447	9500537	1	14091	40949.767	305	1
1_MACS_peak_12903_lociStitched	chr16	89032202	89046263	1	14062	66422.7579	306	1
2_MACS_peak_20113_lociStitched	chr20	42569395	42586198	2	14048	38510.7957	307	1
4_MACS_peak_27869_lociStitched	chr6	30639901	30660127	4	14039	44559.9006	308	1
4_MACS_peak_31596_lociStitched	chr8	27929718	27951783	4	14014	45297.2385	309	1
5_MACS_peak_14382_lociStitched	chr17	74168719	74190676	5	13993	19734.9516	310	1
4_MACS_peak_25151_lociStitched	chr4	153554201	153573028	4	13987	22942.5822	311	1
6_MACS_peak_12448_lociStitched	chr16	57823826	57851095	6	13975	29074.2078	312	1
2_MACS_peak_8333_lociStitched	chr12	123409247	123423417	2	13936	47425.573	313	1
3_MACS_peak_6460_lociStitched	chr11	114029464	114046708	3	13896	28762.992	314	1
6_MACS_peak_34154_lociStitched	chr9	126959468	126986257	6	13845	26004.0823	315	1
3_MACS_peak_13072_lociStitched	chr17	4836965	4855625	3	13834	49217.616	316	1
2_MACS_peak_35619_lociStitched	chrX	150036445	150050356	2	13824	24956.334	317	1
1_MACS_peak_18671_lociStitched	chr2	166047116	166060922	1	13807	31133.9106	318	1
3_MACS_peak_18865_lociStitched	chr2	182319607	182338299	3	13781	34096.0772	319	1
3_MACS_peak_35672_lociStitched	chrX	153232131	153253061	3	13707	53053.364	320	1
3_MACS_peak_32912_lociStitched	chr8	145009350	145028231	3	13682	27653.1126	321	1
6_MACS_peak_7173_lociStitched	chr12	33037344	33060642	6	13673	16611.474	322	1
3_MACS_peak_33743_lociStitched	chr9	94180181	94195888	3	13666	26543.2593	323	1
2_MACS_peak_19930_lociStitched	chr20	32988409	33006300	2	13658	37839.465	324	1
5_MACS_peak_7539_lociStitched	chr12	57071245	57095015	5	13649	48875.874	325	1
3_MACS_peak_17966_lociStitched	chr2	87808809	87822951	3	13610	25264.683	326	1
4_MACS_peak_12874_lociStitched	chr16	87795063	87815338	4	13609	35742.7975	327	1
1_MACS_peak_30352_lociStitched	chr7	83988701	84002288	1	13588	13930.7511	328	1
1_MACS_peak_3091_lociStitched	chr1	226839165	226852732	1	13568	37843.7898	329	1
1_MACS_peak_16017_lociStitched	chr19	19049227	19062774	1	13548	45615.4584	330	1
5_MACS_peak_8789_lociStitched	chr13	49134130	49162084	5	13531	23484.1554	331	1
3_MACS_peak_19961_lociStitched	chr20	34192758	34208231	3	13505	29694.2343	332	1
4_MACS_peak_3029_lociStitched	chr1	223899545	223923154	4	13488	35045.1996	333	1
4_MACS_peak_11887_lociStitched	chr16	14486442	14508493	4	13484	31199.9599	334	1
4_MACS_peak_16846_lociStitched	chr19	56145639	56170418	4	13456	19647.2691	335	1
2_MACS_peak_26441_lociStitched	chr5	109023767	109037631	2	13426	38971.704	336	1
3_MACS_peak_18191_lociStitched	chr2	112184542	112199078	3	13405	21600.496	337	1
3_MACS_peak_13913_lociStitched	chr17	46123687	46138315	3	13385	39325.9152	338	1
1_MACS_peak_20135_lociStitched	chr20	43269222	43282603	1	13382	80841.3115	339	1
2_MACS_peak_6536_lociStitched	chr11	118886527	118901749	2	13362	38172.2094	340	1
4_MACS_peak_32703_lociStitched	chr8	126339352	126355626	4	13348	36974.528	341	1
2_MACS_peak_2286_lociStitched	chr1	165720960	165740266	2	13318	54452.573	342	1
3_MACS_peak_1555_lociStitched	chr1	111170742	111191081	3	13312	59436.6597	343	1
2_MACS_peak_415_lociStitched	chr1	23849062	23866764	2	13290	45711.8746	344	1
2_MACS_peak_25906_lociStitched	chr5	53813285	53828393	2	13257	39209.7924	345	1
2_MACS_peak_31493_lociStitched	chr8	22296702	22315412	2	13255	54825.913	346	1
2_MACS_peak_19244_lociStitched	chr2	219080861	219096867	2	13203	41167.432	347	1
3_MACS_peak_12421_lociStitched	chr16	56964565	56979684	3	13154	30156.3574	348	1
3_MACS_peak_9842_lociStitched	chr14	74223135	74241907	3	13153	19780.0564	349	1
3_MACS_peak_7536_lociStitched	chr12	57022008	57040853	3	13132	37693.769	350	1
1_MACS_peak_34893_lociStitched	chrX	48767962	48781077	1	13116	28161.8395	351	1
4_MACS_peak_12197_lociStitched	chr16	30344764	30368073	4	13099	31814.4541	352	1
2_MACS_peak_30037_lociStitched	chr7	55574288	55588871	2	13088	21483.6756	353	1
5_MACS_peak_5176_lociStitched	chr11	10323879	10344968	5	13073	21202.8806	354	1
3_MACS_peak_20142_lociStitched	chr20	43586908	43608642	3	13064	40746.9032	355	1
3_MACS_peak_27700_lociStitched	chr6	26020382	26035532	3	13061	33264.855	356	1
1_MACS_peak_13672_lociStitched	chr17	37924733	37937774	1	13042	28227.2445	357	1
2_MACS_peak_6021_lociStitched	chr11	72850484	72869475	2	13029	46598.2167	358	1
2_MACS_peak_34296_lociStitched	chr9	132244341	132261098	2	13015	56300.1686	359	1
5_MACS_peak_23623_lociStitched	chr3	183220774	183246743	5	13001	25026.3253	360	1
2_MACS_peak_799_lociStitched	chr1	40239261	40257023	2	12998	49246.9212	361	1
3_MACS_peak_34227_lociStitched	chr9	130531969	130551314	3	12994	43201.254	362	1
4_MACS_peak_29591_lociStitched	chr7	22474085	22489121	4	12983	18966.4104	363	1
2_MACS_peak_8044_lociStitched	chr12	108953242	108970574	2	12916	23112.222	364	1
5_MACS_peak_12413_lociStitched	chr16	56885566	56905804	5	12882	34694.0034	365	1
4_MACS_peak_1961_lociStitched	chr1	153747480	153770455	4	12869	47932.7425	366	1
3_MACS_peak_2072_lociStitched	chr1	156209060	156231437	3	12845	38401.1697	367	1
5_MACS_peak_2129_lociStitched	chr1	157798740	157827270	5	12751	14732.892	368	1
1_MACS_peak_13835_lociStitched	chr17	43296399	43309147	1	12749	73038.3912	369	1
1_MACS_peak_18584_lociStitched	chr2	158289297	158302041	1	12745	31206.2328	370	1
4_MACS_peak_5021_lociStitched	chr11	788976	812222	4	12739	30324.407	371	1
1_MACS_peak_7396_lociStitched	chr12	51711781	51724503	1	12723	47595.5464	372	1
3_MACS_peak_20195_lociStitched	chr20	45976853	45990285	3	12712	52199.4384	373	1
3_MACS_peak_23779_lociStitched	chr3	195258300	195273937	3	12700	24382.7741	374	1
4_MACS_peak_6485_lociStitched	chr11	115629877	115650409	4	12638	20353.3716	375	1
3_MACS_peak_16673_lociStitched	chr19	50165632	50184776	3	12633	34464.9432	376	1
3_MACS_peak_23364_lociStitched	chr3	156263952	156287168	3	12623	17398.0704	377	1
3_MACS_peak_11335_lociStitched	chr15	86231598	86251644	3	12598	26755.3962	378	1
4_MACS_peak_9256_lociStitched	chr13	114863781	114877933	4	12594	40750.684	379	1
3_MACS_peak_18154_lociStitched	chr2	109828846	109843799	3	12576	25360.288	380	1
2_MACS_peak_20291_lociStitched	chr20	50015832	50033864	2	12556	40665.7664	381	1
4_MACS_peak_15429_lociStitched	chr19	2454762	2480523	4	12551	46547.5509	382	1
1_MACS_peak_17444_lociStitched	chr2	43444405	43456937	1	12533	46451.1112	383	1
5_MACS_peak_12581_lociStitched	chr16	68270682	68300035	5	12532	23993.1422	384	1
2_MACS_peak_13376_lociStitched	chr17	20935460	20948278	2	12451	30852.926	385	1
5_MACS_peak_17239_lociStitched	chr2	27292747	27310989	5	12433	19334.6958	386	1
3_MACS_peak_584_lociStitched	chr1	28558651	28577946	3	12418	33498.0495	387	1
3_MACS_peak_34168_lociStitched	chr9	127615015	127637384	3	12413	42261.7517	388	1
4_MACS_peak_31374_lociStitched	chr8	11717569	11740331	4	12384	27680.8682	389	1
3_MACS_peak_76_lociStitched	chr1	2470749	2489202	3	12378	36647.658	390	1
2_MACS_peak_28223_lociStitched	chr6	45671642	45684986	2	12373	28505.4528	391	1
6_MACS_peak_13585_lociStitched	chr17	34409157	34431729	6	12364	26467.9272	392	1
4_MACS_peak_21420_lociStitched	chr22	39911215	39929543	4	12324	27328.8808	393	1
1_MACS_peak_8239_lociStitched	chr12	120628210	120640531	1	12322	26355.8511	394	1
1_MACS_peak_23853_lociStitched	chr4	47823	60139	1	12317	22475.4684	395	1
5_MACS_peak_7848_lociStitched	chr12	92578092	92605412	5	12254	29970.04	396	1
3_MACS_peak_12191_lociStitched	chr16	30193186	30212734	3	12238	45853.7436	397	1
2_MACS_peak_23118_lociStitched	chr3	133290036	133305403	2	12227	32024.828	398	1
2_MACS_peak_28874_lociStitched	chr6	119661715	119674217	2	12200	25046.5068	399	1
3_MACS_peak_20731_lociStitched	chr21	36414498	36431166	3	12200	22731.8184	400	1
1_MACS_peak_30353_lociStitched	chr7	84008971	84021156	1	12186	14888.8515	401	1
1_MACS_peak_35662_lociStitched	chrX	152981374	152993558	1	12185	30792.6232	402	1
3_MACS_peak_30636_lociStitched	chr7	104571617	104587331	3	12181	37460.6046	403	1
5_MACS_peak_32947_lociStitched	chr8	145732057	145755146	5	12157	25455.6225	404	1
1_MACS_peak_5323_lociStitched	chr11	23587513	23599662	1	12150	10818.6845	405	1
5_MACS_peak_11094_lociStitched	chr15	74273785	74290192	5	12114	20103.4971	406	1
1_MACS_peak_20571_lociStitched	chr21	19182743	19194842	1	12100	35097.9891	407	1
1_MACS_peak_26895_lociStitched	chr5	142774073	142786167	1	12095	39575.1962	408	1
2_MACS_peak_17507_lociStitched	chr2	47534046	47550878	2	12063	37959.5264	409	1
2_MACS_peak_19521_lociStitched	chr2	241498215	241510712	2	12057	50892.7828	410	1
5_MACS_peak_9116_lociStitched	chr13	99127880	99145272	5	12057	17805.9296	411	1
5_MACS_peak_21619_lociStitched	chr22	50741012	50756551	5	12056	31317.3006	412	1
3_MACS_peak_21315_lociStitched	chr22	37610891	37629014	3	12043	24268.5093	413	1
4_MACS_peak_26249_lociStitched	chr5	87954832	87976718	4	12033	22288.7024	414	1
4_MACS_peak_1016_lociStitched	chr1	52561516	52584834	4	12026	14119.049	415	1
5_MACS_peak_9894_lociStitched	chr14	77487130	77507508	5	12025	16575.4652	416	1
1_MACS_peak_1342_lociStitched	chr1	87791639	87803642	1	12004	24085.2198	417	1
4_MACS_peak_14418_lociStitched	chr17	75130795	75144409	4	11995	28123.8012	418	1
1_MACS_peak_14391_lociStitched	chr17	74257428	74269412	1	11985	53516.9488	419	1
4_MACS_peak_8873_lociStitched	chr13	53424015	53447112	4	11978	29166.8916	420	1
3_MACS_peak_32149_lociStitched	chr8	80996341	81018137	3	11962	31828.6988	421	1
2_MACS_peak_11884_lociStitched	chr16	14394763	14408710	2	11940	55398.8787	422	1
1_MACS_peak_10272_lociStitched	chr14	106385262	106397195	1	11934	19121.4392	423	1
3_MACS_peak_22969_lociStitched	chr3	124858067	124874722	3	11915	23570.156	424	1
5_MACS_peak_14457_lociStitched	chr17	76337092	76357311	5	11894	23239.7186	425	1
2_MACS_peak_13055_lociStitched	chr17	4267887	4281897	2	11866	34838.667	426	1
2_MACS_peak_3929_lociStitched	chr10	43889978	43906035	2	11861	16774.7479	427	1
4_MACS_peak_13951_lociStitched	chr17	47433854	47455523	4	11861	22592.0994	428	1
2_MACS_peak_25715_lociStitched	chr5	32205235	32219731	2	11858	42077.5392	429	1
5_MACS_peak_17392_lociStitched	chr2	38927809	38953565	5	11857	21220.3684	430	1
2_MACS_peak_7980_lociStitched	chr12	104318560	104330477	2	11833	26356.8289	431	1
5_MACS_peak_20892_lociStitched	chr21	46512549	46533384	5	11830	23676.894	432	1
1_MACS_peak_20381_lociStitched	chr20	55963937	55975750	1	11814	47871.0012	433	1
4_MACS_peak_14285_lociStitched	chr17	70583788	70602251	4	11796	21021.9718	434	1
2_MACS_peak_17073_lociStitched	chr2	11637129	11648970	2	11785	29364.4959	435	1
4_MACS_peak_15396_lociStitched	chr19	1847067	1865779	4	11772	38413.8648	436	1
1_MACS_peak_11556_lociStitched	chr15	101782165	101793918	1	11754	30221.6642	437	1
2_MACS_peak_17363_lociStitched	chr2	37872038	37884723	2	11729	23564.9245	438	1
3_MACS_peak_2153_lociStitched	chr1	159878921	159896599	3	11715	32138.604	439	1
3_MACS_peak_27710_lociStitched	chr6	26155173	26174669	3	11712	28781.9448	440	1
1_MACS_peak_7823_lociStitched	chr12	89737514	89749223	1	11710	62476.8822	441	1
2_MACS_peak_26332_lociStitched	chr5	95251665	95268288	2	11687	34359.741	442	1
2_MACS_peak_27280_lociStitched	chr5	176726429	176740750	2	11684	22323.5748	443	1
3_MACS_peak_31554_lociStitched	chr8	26148180	26170682	3	11656	27510.9452	444	1
2_MACS_peak_12520_lociStitched	chr16	66549120	66561479	2	11647	45410.6737	445	1
4_MACS_peak_27637_lociStitched	chr6	20400923	20417341	4	11645	28312.841	446	1
2_MACS_peak_17078_lociStitched	chr2	11883249	11895436	2	11644	36643.8716	447	1
2_MACS_peak_11554_lociStitched	chr15	101735300	101751191	2	11631	49800.8049	448	1
3_MACS_peak_20684_lociStitched	chr21	34574199	34591797	3	11622	28547.4756	449	1
5_MACS_peak_15419_lociStitched	chr19	2253865	2274444	5	11568	37182.1372	450	1
4_MACS_peak_19871_lociStitched	chr20	31254593	31270248	4	11554	38226.379	451	1
3_MACS_peak_18941_lociStitched	chr2	191321840	191335479	3	11527	27812.6488	452	1
3_MACS_peak_29515_lociStitched	chr7	7999246	8016736	3	11525	16477.329	453	1
1_MACS_peak_8046_lociStitched	chr12	109020354	109031867	1	11514	46002.4941	454	1
3_MACS_peak_13892_lociStitched	chr17	45679853	45693960	3	11504	13315.5973	455	1
3_MACS_peak_24549_lociStitched	chr4	77609187	77624790	3	11500	22234.275	456	1
2_MACS_peak_33971_lociStitched	chr9	112862241	112874163	2	11495	22680.4128	457	1
2_MACS_peak_12632_lociStitched	chr16	70461269	70474364	2	11479	25168.59	458	1
14_MACS_peak_24984_lociStitched	chr4	132643009	132683680	14	11471	7328.9142	459	1
5_MACS_peak_14589_lociStitched	chr17	80654835	80675757	5	11469	21202.3548	460	1
2_MACS_peak_2769_lociStitched	chr1	203721064	203738385	2	11455	34279.9911	461	1
3_MACS_peak_21771_lociStitched	chr3	13366605	13378297	3	11451	28611.4932	462	1
3_MACS_peak_2535_lociStitched	chr1	184451086	184465982	3	11444	23215.416	463	1
4_MACS_peak_28696_lociStitched	chr6	106576971	106595943	4	11429	41431.0536	464	1
1_MACS_peak_20317_lociStitched	chr20	52267562	52278985	1	11424	44532.5655	465	1
1_MACS_peak_32460_lociStitched	chr8	103817563	103828978	1	11416	53478.1335	466	1
2_MACS_peak_7825_lociStitched	chr12	89854835	89870494	2	11406	20546.1739	467	1
6_MACS_peak_9717_lociStitched	chr14	65660557	65678771	6	11406	11254.4306	468	1
4_MACS_peak_11413_lociStitched	chr15	90721017	90736588	4	11381	35394.4401	469	1
5_MACS_peak_2032_lociStitched	chr1	155210097	155233089	5	11367	31717.464	470	1
2_MACS_peak_32386_lociStitched	chr8	101309495	101323752	2	11364	27551.6525	471	1
4_MACS_peak_5912_lociStitched	chr11	67187482	67212956	4	11364	30887.225	472	1
2_MACS_peak_14405_lociStitched	chr17	74720673	74735953	2	11361	33282.896	473	1
1_MACS_peak_23003_lociStitched	chr3	126626567	126637924	1	11358	26165.3923	474	1
4_MACS_peak_20332_lociStitched	chr20	52545735	52566781	4	11352	16184.374	475	1
4_MACS_peak_917_lociStitched	chr1	45264717	45286598	4	11347	19423.7637	476	1
2_MACS_peak_20314_lociStitched	chr20	52224973	52241571	2	11307	49301.0394	477	1
5_MACS_peak_21892_lociStitched	chr3	25895905	25915148	5	11302	16042.8891	478	1
4_MACS_peak_2443_lociStitched	chr1	179048297	179061721	4	11276	35522.5888	479	1
5_MACS_peak_21384_lociStitched	chr22	39409278	39426582	5	11274	24929.8728	480	1
2_MACS_peak_28016_lociStitched	chr6	35264723	35280160	2	11259	30735.067	481	1
6_MACS_peak_31349_lociStitched	chr8	11271222	11298658	6	11251	23981.8076	482	1
1_MACS_peak_4344_lociStitched	chr10	89619845	89631094	1	11250	35165.4989	483	1
2_MACS_peak_2126_lociStitched	chr1	157741349	157752940	2	11236	13548.7199	484	1
5_MACS_peak_33326_lociStitched	chr9	35825923	35849959	5	11234	18267.36	485	1
5_MACS_peak_4482_lociStitched	chr10	99159348	99189033	5	11221	14521.902	486	1
3_MACS_peak_28688_lociStitched	chr6	106227841	106242765	3	11218	17783.4384	487	1
5_MACS_peak_25938_lociStitched	chr5	55437130	55453064	5	11217	14323.0726	488	1
4_MACS_peak_20205_lociStitched	chr20	46114386	46132928	4	11201	26068.1978	489	1
1_MACS_peak_16687_lociStitched	chr19	50423759	50434953	1	11195	36700.6484	490	1
2_MACS_peak_16457_lociStitched	chr19	44256886	44272473	2	11185	35586.6797	491	1
3_MACS_peak_745_lociStitched	chr1	38140540	38159458	3	11172	21524.9004	492	1
1_MACS_peak_20034_lociStitched	chr20	36906753	36917912	1	11160	44832.3984	493	1
5_MACS_peak_15838_lociStitched	chr19	13943896	13961882	5	11129	20281.0136	494	1
3_MACS_peak_14912_lociStitched	chr18	34966004	34984363	3	11109	15998.0326	495	1
1_MACS_peak_27138_lociStitched	chr5	162736731	162747829	1	11099	31857.9188	496	1
3_MACS_peak_1900_lociStitched	chr1	150967720	150982980	3	11070	28649.124	497	1
5_MACS_peak_27969_lociStitched	chr6	33537838	33565546	5	11068	23590.5912	498	1
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	499	1
2_MACS_peak_19048_lociStitched	chr2	201237092	201249298	2	11039	14726.539	500	1
3_MACS_peak_7557_lociStitched	chr12	57621753	57638273	3	11025	40787.88	501	1
3_MACS_peak_27965_lociStitched	chr6	33377167	33396547	3	11024	21951.726	502	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	503	1
2_MACS_peak_23500_lociStitched	chr3	171752898	171765169	2	11021	24567.7691	504	1
4_MACS_peak_22717_lociStitched	chr3	101495636	101513261	4	11021	21001.95	505	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	506	1
1_MACS_peak_25679_lociStitched	chr5	26718555	26729561	1	11007	19478.4188	507	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	508	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	509	1
2_MACS_peak_8423_lociStitched	chr12	131354552	131365703	2	10987	24858.9243	510	1
3_MACS_peak_26153_lociStitched	chr5	76005399	76018541	3	10987	24550.5702	511	1
3_MACS_peak_32397_lociStitched	chr8	101500748	101513209	3	10977	19973.7369	512	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	513	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	514	1
3_MACS_peak_5648_lociStitched	chr11	60671808	60684881	3	10955	20984.7796	515	1
3_MACS_peak_14569_lociStitched	chr17	80307480	80321548	3	10945	20013.1368	516	1
3_MACS_peak_21626_lociStitched	chr22	50906602	50921679	3	10943	26160.1027	517	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	518	1
4_MACS_peak_14619_lociStitched	chr18	791131	813808	4	10896	19894.5321	519	1
2_MACS_peak_27796_lociStitched	chr6	27857127	27871817	2	10894	25977.796	520	1
3_MACS_peak_19408_lociStitched	chr2	232569587	232583011	3	10893	40501.5504	521	1
3_MACS_peak_8783_lociStitched	chr13	49060747	49071683	3	10885	26377.632	522	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	523	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	524	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	525	1
2_MACS_peak_7845_lociStitched	chr12	92530789	92541847	2	10853	22843.6164	526	1
1_MACS_peak_6279_lociStitched	chr11	98959948	98970796	1	10849	16415.1936	527	1
6_MACS_peak_13107_lociStitched	chr17	6914645	6940338	6	10836	23388.3379	528	1
4_MACS_peak_16365_lociStitched	chr19	41106856	41121456	4	10834	13887.52	529	1
2_MACS_peak_27910_lociStitched	chr6	31696457	31709330	2	10821	40117.4172	530	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	531	1
3_MACS_peak_14245_lociStitched	chr17	66448705	66459744	3	10798	46559.1903	532	1
5_MACS_peak_16789_lociStitched	chr19	54870687	54882886	5	10794	14093.5047	533	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	534	1
4_MACS_peak_34907_lociStitched	chrX	49011973	49030664	4	10738	18347.0856	535	1
3_MACS_peak_18090_lociStitched	chr2	102436459	102448743	3	10733	20735.392	536	1
4_MACS_peak_29015_lociStitched	chr6	135322552	135343663	4	10713	16443.3579	537	1
2_MACS_peak_33642_lociStitched	chr9	86313021	86324179	2	10706	18913.9258	538	1
1_MACS_peak_8640_lociStitched	chr13	35514897	35525598	1	10702	20456.0316	539	1
3_MACS_peak_35610_lociStitched	chrX	149736218	149747303	3	10687	23230.8345	540	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	541	1
4_MACS_peak_10477_lociStitched	chr15	31518178	31538240	4	10678	26112.6992	542	1
4_MACS_peak_14691_lociStitched	chr18	9060844	9074465	4	10672	20033.7668	543	1
3_MACS_peak_3070_lociStitched	chr1	226172766	226188626	3	10666	17366.7	544	1
5_MACS_peak_16353_lociStitched	chr19	40916840	40940630	5	10665	24173.019	545	1
4_MACS_peak_6320_lociStitched	chr11	103766361	103782251	4	10662	17677.625	546	1
2_MACS_peak_9304_lociStitched	chr14	21565915	21578784	2	10658	17545.5946	547	1
2_MACS_peak_20386_lociStitched	chr20	56047343	56058462	2	10652	50888.3273	548	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	549	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	550	1
4_MACS_peak_28523_lociStitched	chr6	86378223	86396338	4	10644	18312.4535	551	1
2_MACS_peak_16917_lociStitched	chr19	58891262	58904712	2	10640	15334.345	552	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	553	1
2_MACS_peak_3121_lociStitched	chr1	228268519	228279144	2	10612	24007.1875	554	1
4_MACS_peak_2540_lociStitched	chr1	184524996	184538491	4	10594	21851.104	555	1
3_MACS_peak_8861_lociStitched	chr13	53022018	53036273	3	10591	21726.0455	556	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	557	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	558	1
3_MACS_peak_19826_lociStitched	chr20	30147202	30162243	3	10568	18574.1309	559	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	560	1
5_MACS_peak_5007_lociStitched	chr11	554014	579698	5	10564	18389.744	561	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	562	1
1_MACS_peak_4583_lociStitched	chr10	104401072	104411633	1	10562	45831.5717	563	1
4_MACS_peak_1193_lociStitched	chr1	68638293	68655116	4	10559	13495.4106	564	1
3_MACS_peak_15364_lociStitched	chr19	1237078	1251006	3	10543	19387.776	565	1
4_MACS_peak_16803_lociStitched	chr19	55029720	55047199	4	10537	16362.0919	566	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	567	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	568	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	569	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	570	1
5_MACS_peak_13135_lociStitched	chr17	7474540	7490757	5	10490	21474.5514	571	1
3_MACS_peak_29811_lociStitched	chr7	37240558	37254043	3	10479	19199.943	572	1
1_MACS_peak_2017_lociStitched	chr1	154969641	154980094	1	10454	101842.5337	573	1
1_MACS_peak_26763_lociStitched	chr5	138720237	138730669	1	10433	44341.216	574	1
1_MACS_peak_4265_lociStitched	chr10	81000776	81011208	1	10433	66884.768	575	1
2_MACS_peak_23738_lociStitched	chr3	192606483	192618608	2	10423	15415.725	576	1
5_MACS_peak_12292_lociStitched	chr16	46645373	46667776	5	10422	20270.2344	577	1
2_MACS_peak_25648_lociStitched	chr5	19280688	19291438	2	10412	19410.2	578	1
1_MACS_peak_6741_lociStitched	chr11	130695551	130705961	1	10411	26323.767	579	1
1_MACS_peak_11795_lociStitched	chr16	9183936	9194342	1	10407	22210.5664	580	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	581	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	582	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	583	1
4_MACS_peak_19124_lociStitched	chr2	204568581	204584020	4	10378	19226.1867	584	1
2_MACS_peak_4664_lociStitched	chr10	111826867	111838648	2	10373	22447.5174	585	1
4_MACS_peak_8962_lociStitched	chr13	74630947	74651627	4	10361	14504.952	586	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	587	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	588	1
3_MACS_peak_17490_lociStitched	chr2	46761688	46777616	3	10348	19277.6584	589	1
4_MACS_peak_27282_lociStitched	chr5	176776736	176797166	4	10341	21175.695	590	1
1_MACS_peak_30000_lociStitched	chr7	50343019	50353340	1	10322	26012.0163	591	1
5_MACS_peak_22476_lociStitched	chr3	69128274	69145260	5	10292	11766.2022	592	1
4_MACS_peak_6604_lociStitched	chr11	122587186	122603474	4	10271	23254.3776	593	1
3_MACS_peak_21847_lociStitched	chr3	20080646	20097504	3	10265	15846.52	594	1
4_MACS_peak_2340_lociStitched	chr1	169873378	169889125	4	10260	22248.9363	595	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	596	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	597	1
3_MACS_peak_16726_lociStitched	chr19	52096882	52111756	3	10254	22437.429	598	1
2_MACS_peak_22119_lociStitched	chr3	46245786	46257611	2	10234	26583.7825	599	1
2_MACS_peak_26745_lociStitched	chr5	137898322	137912304	2	10205	26252.6032	600	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	601	1
3_MACS_peak_23673_lociStitched	chr3	185646323	185661689	3	10197	18755.7396	602	1
1_MACS_peak_6225_lociStitched	chr11	93466114	93476300	1	10187	24337.4098	603	1
1_MACS_peak_27949_lociStitched	chr6	32934343	32944528	1	10186	52655.4315	604	1
2_MACS_peak_13968_lociStitched	chr17	47815875	47827568	2	10178	23041.0565	605	1
3_MACS_peak_22372_lociStitched	chr3	57568200	57585719	3	10174	18538.6058	606	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	607	1
2_MACS_peak_23557_lociStitched	chr3	178229738	178240767	2	10139	21797.7156	608	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	609	1
3_MACS_peak_35087_lociStitched	chrX	70751337	70762442	3	10126	12577.523	610	1
3_MACS_peak_8428_lociStitched	chr12	131576296	131590216	3	10114	41150.304	611	1
