REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam
2_MACS_peak_16721_lociStitched	chr19	51868617	51872016	2	3368	4060.7853000000005
1_MACS_peak_23336_lociStitched	chr3	153201340	153204739	1	3400	4893.5403
1_MACS_peak_30122_lociStitched	chr7	66323206	66326605	1	3400	7200.441599999999
1_MACS_peak_4081_lociStitched	chr10	70090715	70094113	1	3399	7309.097999999999
1_MACS_peak_24790_lociStitched	chr4	108639139	108642537	1	3399	4794.9178
1_MACS_peak_17584_lociStitched	chr2	55458424	55461821	1	3398	7563.7602
1_MACS_peak_32245_lociStitched	chr8	90994303	90997699	1	3397	8280.1272
1_MACS_peak_20448_lociStitched	chr20	59906434	59909829	1	3396	10396.848
1_MACS_peak_12165_lociStitched	chr16	29672319	29675713	1	3395	8939.1172
1_MACS_peak_5401_lociStitched	chr11	34125939	34129332	1	3394	5960.4830999999995
1_MACS_peak_7842_lociStitched	chr12	92452087	92455480	1	3394	3887.3601
2_MACS_peak_15035_lociStitched	chr18	47792189	47795582	2	3374	4329.1287
1_MACS_peak_4888_lociStitched	chr10	127510663	127514055	1	3393	6361.0176
2_MACS_peak_20060_lociStitched	chr20	37554951	37558343	2	3257	4142.3104
1_MACS_peak_28687_lociStitched	chr6	106204182	106207574	1	3393	4359.0592
1_MACS_peak_9277_lociStitched	chr14	19922958	19926349	1	3392	5610.409500000001
1_MACS_peak_18372_lociStitched	chr2	128641800	128645191	1	3392	8015.3067
1_MACS_peak_20008_lociStitched	chr20	35722137	35725528	1	3392	10374.4254
2_MACS_peak_22393_lociStitched	chr3	59371335	59374726	2	2432	1646.3305
2_MACS_peak_22073_lociStitched	chr3	44225082	44228472	2	2118	1661.4389999999999
1_MACS_peak_35085_lociStitched	chrX	70502409	70505799	1	3391	4052.745
1_MACS_peak_22749_lociStitched	chr3	107807338	107810727	1	3390	5794.8511
1_MACS_peak_28836_lociStitched	chr6	116986838	116990226	1	3389	3101.3752
1_MACS_peak_7986_lociStitched	chr12	104456709	104460096	1	3388	9196.0437
1_MACS_peak_12742_lociStitched	chr16	79831782	79835169	1	3388	6200.9196
1_MACS_peak_14786_lociStitched	chr18	19178384	19181771	1	3388	8189.088600000001
1_MACS_peak_32550_lociStitched	chr8	114681205	114684592	1	3388	5253.575699999999
2_MACS_peak_11275_lociStitched	chr15	83315821	83319207	2	2558	1580.9234
2_MACS_peak_14585_lociStitched	chr17	80509346	80512731	2	2175	1201.3365
2_MACS_peak_16831_lociStitched	chr19	55849856	55853241	2	3223	5622.8235
1_MACS_peak_32626_lociStitched	chr8	120992703	120996088	1	3386	4035.9354999999996
2_MACS_peak_12611_lociStitched	chr16	69554088	69557472	2	3299	3894.984
2_MACS_peak_19180_lociStitched	chr2	209799902	209803286	2	2567	1492.6824
1_MACS_peak_11420_lociStitched	chr15	90807535	90810917	1	3383	8005.532200000001
1_MACS_peak_12310_lociStitched	chr16	47493783	47497165	1	3383	7842.519800000001
1_MACS_peak_32173_lociStitched	chr8	82642259	82645641	1	3383	7762.7046
2_MACS_peak_21290_lociStitched	chr22	36812956	36816337	2	2785	2097.5724
1_MACS_peak_21353_lociStitched	chr22	38608954	38612335	1	3382	7622.8026
1_MACS_peak_15596_lociStitched	chr19	7271367	7274746	1	3380	9435.1817
1_MACS_peak_15856_lociStitched	chr19	14200053	14203432	1	3380	7945.042700000001
1_MACS_peak_18944_lociStitched	chr2	191398028	191401407	1	3380	7141.1786
2_MACS_peak_29343_lociStitched	chr6	165200986	165204365	2	1716	939.0241
1_MACS_peak_6665_lociStitched	chr11	126152377	126155755	1	3379	5156.517
1_MACS_peak_7157_lociStitched	chr12	32259025	32262403	1	3379	5910.1488
2_MACS_peak_29046_lociStitched	chr6	138187048	138190426	2	3339	5671.9998000000005
1_MACS_peak_33856_lociStitched	chr9	100806878	100810256	1	3379	3971.8523999999998
1_MACS_peak_9067_lociStitched	chr13	91273972	91277349	1	3378	5552.463400000001
1_MACS_peak_35541_lociStitched	chrX	135578000	135581377	1	3378	6348.422299999999
2_MACS_peak_12534_lociStitched	chr16	66981420	66984795	2	1652	890.3249999999999
2_MACS_peak_29382_lociStitched	chr6	170861238	170864613	2	3156	3325.3875
2_MACS_peak_10447_lociStitched	chr15	30384902	30388276	2	3346	1509.865
3_MACS_peak_20542_lociStitched	chr21	15083618	15086992	3	1405	1015.9114
1_MACS_peak_10521_lociStitched	chr15	34329697	34333070	1	3374	8661.189400000001
1_MACS_peak_26111_lociStitched	chr5	72793470	72796842	1	3373	6353.859600000001
1_MACS_peak_2030_lociStitched	chr1	155176613	155179984	1	3372	8957.4212
1_MACS_peak_13344_lociStitched	chr17	19013723	19017094	1	3372	8571.1046
2_MACS_peak_22273_lociStitched	chr3	51785489	51788860	2	2041	1206.818
1_MACS_peak_16528_lociStitched	chr19	46194286	46197656	1	3371	7047.007
1_MACS_peak_17323_lociStitched	chr2	33821975	33825345	1	3371	4027.487
1_MACS_peak_22599_lociStitched	chr3	88106463	88109833	1	3371	7342.893
1_MACS_peak_26077_lociStitched	chr5	70583891	70587261	1	3371	5707.095
1_MACS_peak_992_lociStitched	chr1	51678913	51682282	1	3370	4189.3515
2_MACS_peak_17723_lociStitched	chr2	68991562	68994931	2	3042	2211.7484999999997
1_MACS_peak_23638_lociStitched	chr3	183872455	183875824	1	3370	6376.5063
1_MACS_peak_25190_lociStitched	chr4	159591522	159594890	1	3369	5996.0504
1_MACS_peak_27189_lociStitched	chr5	171431701	171435069	1	3369	7687.7968
2_MACS_peak_20906_lociStitched	chr21	47009810	47013177	2	3115	3872.3866999999996
1_MACS_peak_26845_lociStitched	chr5	141347628	141350995	1	3368	7758.241399999999
1_MACS_peak_31217_lociStitched	chr7	158620284	158623651	1	3368	7877.4331999999995
2_MACS_peak_6532_lociStitched	chr11	118783697	118787063	2	2246	1286.1486
1_MACS_peak_24067_lociStitched	chr4	12760914	12764280	1	3367	3858.4458000000004
1_MACS_peak_26061_lociStitched	chr5	69138854	69142220	1	3367	5421.9528
1_MACS_peak_27904_lociStitched	chr6	31587082	31590448	1	3367	8102.971800000001
1_MACS_peak_32689_lociStitched	chr8	126130224	126133590	1	3367	6542.1576
1_MACS_peak_30791_lociStitched	chr7	121034019	121037384	1	3366	6224.577
1_MACS_peak_9655_lociStitched	chr14	60714253	60717617	1	3365	5153.648
1_MACS_peak_8552_lociStitched	chr13	26420213	26423576	1	3364	4290.1791
1_MACS_peak_25609_lociStitched	chr5	14142624	14145986	1	3363	5039.974200000001
1_MACS_peak_20716_lociStitched	chr21	35915579	35918940	1	3362	9700.1821
1_MACS_peak_28423_lociStitched	chr6	74362070	74365431	1	3362	5979.5551
1_MACS_peak_24563_lociStitched	chr4	77995029	77998389	1	3361	7169.904
1_MACS_peak_29718_lociStitched	chr7	29601923	29605283	1	3361	8070.048000000001
2_MACS_peak_2873_lociStitched	chr1	209823799	209827158	2	2680	1359.7232
1_MACS_peak_5854_lociStitched	chr11	65881718	65885077	1	3360	6308.8738
1_MACS_peak_11679_lociStitched	chr16	3017820	3021179	1	3360	5518.1652
1_MACS_peak_15180_lociStitched	chr18	60765210	60768569	1	3360	3743.6055
2_MACS_peak_16772_lociStitched	chr19	54382753	54386112	2	1779	1081.9339
1_MACS_peak_20172_lociStitched	chr20	44715921	44719279	1	3359	7106.5354
2_MACS_peak_33389_lociStitched	chr9	41905397	41908755	2	2427	1710.5651999999998
1_MACS_peak_12693_lociStitched	chr16	74732098	74735455	1	3358	4963.660199999999
2_MACS_peak_15547_lociStitched	chr19	5902383	5905740	2	3321	7500.5451
1_MACS_peak_15993_lociStitched	chr19	18413349	18416706	1	3358	9308.6253
1_MACS_peak_31774_lociStitched	chr8	42248319	42251676	1	3358	6787.5183
1_MACS_peak_31875_lociStitched	chr8	56840454	56843810	1	3357	3376.4716
1_MACS_peak_4351_lociStitched	chr10	89849997	89853352	1	3356	4980.833
1_MACS_peak_11863_lociStitched	chr16	11889530	11892885	1	3356	10261.603000000001
1_MACS_peak_14346_lociStitched	chr17	73245159	73248514	1	3356	6554.328
1_MACS_peak_25708_lociStitched	chr5	31769276	31772631	1	3356	2477.6675
1_MACS_peak_18253_lociStitched	chr2	114512195	114515549	1	3355	7909.4028
1_MACS_peak_20465_lociStitched	chr20	61370138	61373492	1	3355	13504.881000000001
2_MACS_peak_27180_lociStitched	chr5	169757621	169760975	2	3352	2471.898
2_MACS_peak_9143_lociStitched	chr13	100509750	100513101	2	3312	3596.9633999999996
1_MACS_peak_23637_lociStitched	chr3	183851518	183854869	1	3352	5355.568200000001
1_MACS_peak_5601_lociStitched	chr11	57280796	57284146	1	3351	7550.565
1_MACS_peak_33825_lociStitched	chr9	99314737	99318087	1	3351	3866.5699999999997
1_MACS_peak_34433_lociStitched	chr9	139375767	139379117	1	3351	8494.26
1_MACS_peak_4465_lociStitched	chr10	98344797	98348146	1	3350	8010.138199999999
1_MACS_peak_23642_lociStitched	chr3	183965154	183968503	1	3350	6423.382
1_MACS_peak_24152_lociStitched	chr4	23348848	23352197	1	3350	4871.1205
1_MACS_peak_32377_lociStitched	chr8	100903118	100906466	1	3349	7708.4352
1_MACS_peak_34870_lociStitched	chrX	48113714	48117062	1	3349	3791.9448
1_MACS_peak_9050_lociStitched	chr13	88322613	88325960	1	3348	6001.5057
1_MACS_peak_11783_lociStitched	chr16	8960506	8963853	1	3348	6921.5960000000005
1_MACS_peak_33895_lociStitched	chr9	104159569	104162916	1	3348	5509.161999999999
1_MACS_peak_2668_lociStitched	chr1	197113416	197116762	1	3347	4236.7052
1_MACS_peak_8124_lociStitched	chr12	111881480	111884826	1	3347	6221.5524
1_MACS_peak_8082_lociStitched	chr12	110485109	110488454	1	3346	5138.9235
2_MACS_peak_12481_lociStitched	chr16	61180136	61183481	2	2468	1253.037
1_MACS_peak_28587_lociStitched	chr6	91003952	91007297	1	3346	8285.8995
1_MACS_peak_28779_lociStitched	chr6	111135085	111138429	1	3345	6485.688
1_MACS_peak_2031_lociStitched	chr1	155195263	155198606	1	3344	10636.0888
1_MACS_peak_8059_lociStitched	chr12	109489348	109492691	1	3344	6018.7372
1_MACS_peak_28080_lociStitched	chr6	37785776	37789119	1	3344	12042.1546
1_MACS_peak_10688_lociStitched	chr15	44827910	44831252	1	3343	8531.7918
1_MACS_peak_22097_lociStitched	chr3	45593968	45597310	1	3343	6017.6052
1_MACS_peak_23415_lociStitched	chr3	160281509	160284851	1	3343	7094.0634
1_MACS_peak_8366_lociStitched	chr12	125029018	125032359	1	3342	7881.753100000001
1_MACS_peak_18214_lociStitched	chr2	112811239	112814580	1	3342	5019.5184
2_MACS_peak_22250_lociStitched	chr3	50604507	50607848	2	3180	3608.9482000000003
1_MACS_peak_31550_lociStitched	chr8	26070374	26073715	1	3342	6532.3232
1_MACS_peak_31885_lociStitched	chr8	57903911	57907252	1	3342	4673.7249
1_MACS_peak_17687_lociStitched	chr2	65257619	65260958	1	3340	4715.001899999999
1_MACS_peak_3844_lociStitched	chr10	32342939	32346277	1	3339	8740.8868
2_MACS_peak_9641_lociStitched	chr14	59654405	59657743	2	3330	3016.8844000000004
1_MACS_peak_5562_lociStitched	chr11	47572073	47575410	1	3338	6437.073
1_MACS_peak_9737_lociStitched	chr14	67115260	67118597	1	3338	3851.5653999999995
2_MACS_peak_31741_lociStitched	chr8	38852765	38856102	2	3307	9002.5586
1_MACS_peak_18117_lociStitched	chr2	106360476	106363812	1	3337	5930.7408000000005
2_MACS_peak_25346_lociStitched	chr4	183744707	183748043	2	2352	1398.7848000000001
1_MACS_peak_35298_lociStitched	chrX	109024812	109028148	1	3337	6511.5383999999995
2_MACS_peak_9565_lociStitched	chr14	52074076	52077411	2	2361	1287.9769999999999
1_MACS_peak_25721_lociStitched	chr5	32310961	32314296	1	3336	7580.121499999999
1_MACS_peak_10117_lociStitched	chr14	97366427	97369760	1	3334	6226.044000000001
1_MACS_peak_17848_lociStitched	chr2	75060459	75063792	1	3334	3746.6253
1_MACS_peak_32801_lociStitched	chr8	134245716	134249049	1	3334	7871.2128
1_MACS_peak_12618_lociStitched	chr16	69867319	69870651	1	3333	4035.7184
1_MACS_peak_16586_lociStitched	chr19	48062867	48066199	1	3333	5870.3176
1_MACS_peak_4480_lociStitched	chr10	99077542	99080873	1	3332	6312.5781
1_MACS_peak_7983_lociStitched	chr12	104357977	104361308	1	3332	7222.9404
1_MACS_peak_19401_lociStitched	chr2	232476672	232480003	1	3332	9163.581
1_MACS_peak_25408_lociStitched	chr4	186252461	186255792	1	3332	4559.8059
1_MACS_peak_35117_lociStitched	chrX	73510234	73513565	1	3332	5190.6973
1_MACS_peak_10312_lociStitched	chr15	21965448	21968778	1	3331	2975.355
1_MACS_peak_16012_lociStitched	chr19	18942059	18945389	1	3331	4905.423000000001
1_MACS_peak_2672_lociStitched	chr1	197775447	197778776	1	3330	5468.5483
1_MACS_peak_7384_lociStitched	chr12	51156650	51159979	1	3330	9029.2467
1_MACS_peak_6376_lociStitched	chr11	108535002	108538330	1	3329	3524.0191999999997
1_MACS_peak_14836_lociStitched	chr18	23805692	23809019	1	3328	4551.6687
1_MACS_peak_3748_lociStitched	chr10	27086687	27090013	1	3327	5456.9682
1_MACS_peak_19216_lociStitched	chr2	216175324	216178650	1	3327	6526.2771999999995
1_MACS_peak_26275_lociStitched	chr5	89768137	89771463	1	3327	6005.4256000000005
1_MACS_peak_29402_lociStitched	chr7	962054	965379	1	3326	7278.7575
1_MACS_peak_30877_lociStitched	chr7	128761077	128764402	1	3326	11979.31
1_MACS_peak_27762_lociStitched	chr6	26922844	26926167	1	3324	6119.969099999999
2_MACS_peak_35295_lociStitched	chrX	108949939	108953262	2	2773	1621.2917
1_MACS_peak_6649_lociStitched	chr11	125494321	125497643	1	3323	12298.7084
1_MACS_peak_10175_lociStitched	chr14	102551615	102554937	1	3323	6181.5776
1_MACS_peak_20765_lociStitched	chr21	38443870	38447192	1	3323	8545.1806
3_MACS_peak_10450_lociStitched	chr15	30437116	30440437	3	2809	1323.7506
1_MACS_peak_13891_lociStitched	chr17	45607753	45611074	1	3322	8798.3253
2_MACS_peak_21566_lociStitched	chr22	46957180	46960501	2	2556	2244.3318
1_MACS_peak_24908_lociStitched	chr4	122742585	122745906	1	3322	3582.6947999999998
1_MACS_peak_2440_lociStitched	chr1	178941460	178944780	1	3321	5352.504
1_MACS_peak_9646_lociStitched	chr14	59825991	59829311	1	3321	4268.192
1_MACS_peak_19348_lociStitched	chr2	228027437	228030756	1	3320	10420.6643
1_MACS_peak_13382_lociStitched	chr17	21115736	21119054	1	3319	8345.7654
2_MACS_peak_7902_lociStitched	chr12	95155895	95159212	2	3222	1742.4201
1_MACS_peak_13362_lociStitched	chr17	19878950	19882267	1	3318	9279.9709
1_MACS_peak_17544_lociStitched	chr2	51822042	51825359	1	3318	4171.1275000000005
2_MACS_peak_402_lociStitched	chr1	22820400	22823716	2	2039	1561.836
1_MACS_peak_4706_lociStitched	chr10	112483321	112486637	1	3317	2720.4464000000003
1_MACS_peak_6664_lociStitched	chr11	126136765	126140081	1	3317	10338.6248
1_MACS_peak_9389_lociStitched	chr14	24898236	24901552	1	3317	5419.3388
1_MACS_peak_13381_lociStitched	chr17	21073003	21076319	1	3317	6750.3812
1_MACS_peak_17343_lociStitched	chr2	36582538	36585854	1	3317	3684.076
1_MACS_peak_27210_lociStitched	chr5	172410046	172413362	1	3317	5982.3956
1_MACS_peak_5032_lociStitched	chr11	1283068	1286383	1	3316	4012.8075
1_MACS_peak_14018_lociStitched	chr17	49335916	49339231	1	3316	7325.155500000001
2_MACS_peak_14338_lociStitched	chr17	73061298	73064613	2	2669	1778.4975
1_MACS_peak_15989_lociStitched	chr19	18313484	18316799	1	3316	5159.7975
1_MACS_peak_20083_lociStitched	chr20	39784228	39787543	1	3316	7699.0875
2_MACS_peak_22793_lociStitched	chr3	111850965	111854280	2	2566	1223.5665
1_MACS_peak_32048_lociStitched	chr8	70744537	70747852	1	3316	4399.9995
1_MACS_peak_22152_lociStitched	chr3	47203999	47207313	1	3315	6825.183
3_MACS_peak_10502_lociStitched	chr15	32895496	32898809	3	2429	1366.2812
1_MACS_peak_11658_lociStitched	chr16	2477849	2481162	1	3314	6524.9535000000005
1_MACS_peak_12600_lociStitched	chr16	69165002	69168315	1	3314	6408.998500000001
1_MACS_peak_29988_lociStitched	chr7	49371451	49374764	1	3314	5978.3085
1_MACS_peak_31321_lociStitched	chr8	9006949	9010262	1	3314	8332.195
2_MACS_peak_32213_lociStitched	chr8	87353790	87357102	2	3285	6217.9488
1_MACS_peak_5019_lociStitched	chr11	746237	749548	1	3312	6913.036899999999
1_MACS_peak_20237_lociStitched	chr20	47781864	47785175	1	3312	2711.3779
1_MACS_peak_176_lociStitched	chr1	8916607	8919917	1	3311	5652.156
1_MACS_peak_12308_lociStitched	chr16	47175602	47178912	1	3311	5761.3859999999995
1_MACS_peak_13465_lociStitched	chr17	28255478	28258788	1	3311	7420.026999999999
1_MACS_peak_17560_lociStitched	chr2	54195969	54199279	1	3311	6115.224999999999
1_MACS_peak_33293_lociStitched	chr9	34635620	34638930	1	3311	6109.929
1_MACS_peak_14220_lociStitched	chr17	65360211	65363520	1	3310	4940.6679
1_MACS_peak_15388_lociStitched	chr19	1603960	1607269	1	3310	8838.008100000001
1_MACS_peak_26979_lociStitched	chr5	149826620	149829929	1	3310	7208.6565
1_MACS_peak_31812_lociStitched	chr8	49833461	49836770	1	3310	2609.1465
2_MACS_peak_11564_lociStitched	chr15	102097912	102101220	2	2802	2076.1008
1_MACS_peak_20808_lociStitched	chr21	43428691	43431999	1	3309	8542.91
1_MACS_peak_21590_lociStitched	chr22	50153088	50156396	1	3309	8833.6832
2_MACS_peak_23881_lociStitched	chr4	1580353	1583661	2	2892	3574.6248
1_MACS_peak_30149_lociStitched	chr7	70906196	70909504	1	3309	7100.2912
2_MACS_peak_31109_lociStitched	chr7	150074359	150077667	2	3309	6948.7848
1_MACS_peak_27326_lociStitched	chr5	179158615	179161921	1	3307	6657.622799999999
2_MACS_peak_33576_lociStitched	chr9	78904910	78908215	2	1589	850.0459999999999
1_MACS_peak_33590_lociStitched	chr9	79791684	79794989	1	3306	4494.8
1_MACS_peak_139_lociStitched	chr1	6880248	6883552	1	3305	2311.8088
1_MACS_peak_3556_lociStitched	chr10	12373491	12376795	1	3305	6313.2832
1_MACS_peak_25022_lociStitched	chr4	140097003	140100306	1	3304	5867.1189
1_MACS_peak_30884_lociStitched	chr7	129250260	129253563	1	3304	7515.976500000001
2_MACS_peak_34806_lociStitched	chrX	41780374	41783677	2	3257	3199.2858
1_MACS_peak_17339_lociStitched	chr2	35687014	35690316	1	3303	2772.6894
1_MACS_peak_35651_lociStitched	chrX	152556925	152560227	1	3303	6259.9316
1_MACS_peak_580_lociStitched	chr1	28412806	28416107	1	3302	4211.4158
2_MACS_peak_22017_lociStitched	chr3	39325659	39328960	2	1507	871.7941
1_MACS_peak_9105_lociStitched	chr13	97873781	97877081	1	3301	3718.77
1_MACS_peak_20722_lociStitched	chr21	36216715	36220015	1	3301	6546.87
1_MACS_peak_2235_lociStitched	chr1	161774812	161778111	1	3300	3437.8879
1_MACS_peak_13486_lociStitched	chr17	29057532	29060831	1	3300	8203.2934
2_MACS_peak_33435_lociStitched	chr9	46762242	46765541	2	2837	1392.1779999999999
1_MACS_peak_26301_lociStitched	chr5	92242590	92245888	1	3299	6526.742
1_MACS_peak_3825_lociStitched	chr10	31070277	31073574	1	3298	8443.9467
1_MACS_peak_13171_lociStitched	chr17	8111879	8115176	1	3298	5258.715
1_MACS_peak_16105_lociStitched	chr19	28282751	28286046	1	3296	5180.7285
1_MACS_peak_17690_lociStitched	chr2	65355282	65358577	1	3296	8198.2895
1_MACS_peak_25588_lociStitched	chr5	10352481	10355776	1	3296	8658.9305
1_MACS_peak_25735_lociStitched	chr5	33439394	33442688	1	3295	8937.2808
1_MACS_peak_20296_lociStitched	chr20	50156893	50160186	1	3294	9812.8107
1_MACS_peak_6650_lociStitched	chr11	125755654	125758946	1	3293	15590.911999999998
2_MACS_peak_20987_lociStitched	chr22	20103651	20106943	2	3263	5634.9164
1_MACS_peak_33367_lociStitched	chr9	37463865	37467157	1	3293	5394.9296
2_MACS_peak_13398_lociStitched	chr17	21824742	21828031	2	1819	1014.6564999999999
1_MACS_peak_23527_lociStitched	chr3	174866470	174869759	1	3290	6254.6912999999995
2_MACS_peak_30237_lociStitched	chr7	74650956	74654245	2	2683	2950.233
1_MACS_peak_21449_lociStitched	chr22	41416109	41419397	1	3289	9072.2496
1_MACS_peak_26677_lociStitched	chr5	133338274	133341562	1	3289	6901.1832
1_MACS_peak_19329_lociStitched	chr2	225448203	225451489	1	3287	6412.9576
1_MACS_peak_25613_lociStitched	chr5	14663260	14666546	1	3287	7349.7962
1_MACS_peak_24119_lociStitched	chr4	18057365	18060650	1	3286	6545.691
1_MACS_peak_22465_lociStitched	chr3	67079984	67083268	1	3285	8397.5164
1_MACS_peak_14348_lociStitched	chr17	73265856	73269139	1	3284	9504.9416
2_MACS_peak_15972_lociStitched	chr19	17969803	17973086	2	3262	4940.5867
1_MACS_peak_3810_lociStitched	chr10	30635759	30639041	1	3283	4519.9704
1_MACS_peak_34271_lociStitched	chr9	131642839	131646121	1	3283	6760.2636
1_MACS_peak_4940_lociStitched	chr10	134233576	134236857	1	3282	11744.3395
1_MACS_peak_25218_lociStitched	chr4	162583648	162586929	1	3282	2813.1294000000003
1_MACS_peak_19675_lociStitched	chr20	8194149	8197429	1	3281	2014.9039999999998
1_MACS_peak_2805_lociStitched	chr1	205598846	205602125	1	3280	8360.7942
1_MACS_peak_13798_lociStitched	chr17	42198975	42202253	1	3279	8726.363800000001
1_MACS_peak_2356_lociStitched	chr1	171709668	171712944	1	3277	13853.2212
1_MACS_peak_22202_lociStitched	chr3	49129625	49132901	1	3277	7954.4556
1_MACS_peak_23752_lociStitched	chr3	194022894	194026170	1	3277	6236.1936
1_MACS_peak_33886_lociStitched	chr9	102870922	102874198	1	3277	1485.9936
1_MACS_peak_8703_lociStitched	chr13	41884858	41888133	1	3276	3589.0725
1_MACS_peak_9165_lociStitched	chr13	101440670	101443945	1	3276	4742.5275
2_MACS_peak_11085_lociStitched	chr15	73923368	73926643	2	3239	4165.8
1_MACS_peak_16952_lociStitched	chr2	1659868	1663143	1	3276	7733.912499999999
1_MACS_peak_1608_lociStitched	chr1	113931687	113934961	1	3275	5512.7612
2_MACS_peak_6975_lociStitched	chr12	10873573	10876847	2	3263	3520.2048
1_MACS_peak_13629_lociStitched	chr17	36410771	36414045	1	3275	7521.3602
2_MACS_peak_33231_lociStitched	chr9	29319756	29323030	2	1344	998.8974
1_MACS_peak_903_lociStitched	chr1	44494863	44498136	1	3274	9516.5748
1_MACS_peak_6988_lociStitched	chr12	12509145	12512418	1	3274	4009.7523
1_MACS_peak_12542_lociStitched	chr16	67192272	67195544	1	3273	5329.4336
2_MACS_peak_16479_lociStitched	chr19	45192375	45195647	2	1432	765.648
1_MACS_peak_19974_lociStitched	chr20	34636316	34639588	1	3273	7737.9528
1_MACS_peak_28316_lociStitched	chr6	56457231	56460503	1	3273	2347.6600000000003
1_MACS_peak_33814_lociStitched	chr9	98636566	98639838	1	3273	8951.2104
1_MACS_peak_3905_lociStitched	chr10	38144281	38147552	1	3272	5907.426
1_MACS_peak_7947_lociStitched	chr12	98986760	98990031	1	3272	5943.407
1_MACS_peak_31736_lociStitched	chr8	38643834	38647104	1	3271	7239.126
1_MACS_peak_4006_lociStitched	chr10	54016033	54019302	1	3270	2641.3520000000003
1_MACS_peak_15101_lociStitched	chr18	53254577	53257846	1	3270	6652.0881
2_MACS_peak_20839_lociStitched	chr21	44393543	44396812	2	3148	9479.4462
1_MACS_peak_21476_lociStitched	chr22	42340547	42343816	1	3270	4034.9267
1_MACS_peak_21320_lociStitched	chr22	37678254	37681522	1	3269	1992.1728
2_MACS_peak_23900_lociStitched	chr4	2261920	2265188	2	3266	8737.3248
2_MACS_peak_34637_lociStitched	chrX	16886363	16889631	2	3159	4213.1056
1_MACS_peak_3105_lociStitched	chr1	227126125	227129392	1	3268	9303.4359
1_MACS_peak_1939_lociStitched	chr1	152140532	152143798	1	3267	1984.7482
1_MACS_peak_3316_lociStitched	chr1	241801419	241804685	1	3267	5090.061
1_MACS_peak_6705_lociStitched	chr11	128625752	128629018	1	3267	5554.812800000001
1_MACS_peak_21019_lociStitched	chr22	21354353	21357619	1	3267	7910.5786
1_MACS_peak_2572_lociStitched	chr1	185528187	185531452	1	3266	6292.308
1_MACS_peak_25484_lociStitched	chr5	891105	894370	1	3266	5573.0285
2_MACS_peak_27503_lociStitched	chr6	10297725	10300990	2	2208	978.194
2_MACS_peak_28339_lociStitched	chr6	57811078	57814343	2	1675	1056.554
2_MACS_peak_17917_lociStitched	chr2	85644957	85648221	2	3173	7169.0496
1_MACS_peak_24184_lociStitched	chr4	24382094	24385358	1	3265	6013.2672
1_MACS_peak_33908_lociStitched	chr9	106855019	106858283	1	3265	6901.728
1_MACS_peak_1985_lociStitched	chr1	154243732	154246994	1	3263	13407.472399999999
1_MACS_peak_8745_lociStitched	chr13	45913525	45916786	1	3262	6700.702800000001
1_MACS_peak_11405_lociStitched	chr15	90600971	90604232	1	3262	7188.222299999999
1_MACS_peak_12626_lociStitched	chr16	70321234	70324495	1	3262	10697.0583
1_MACS_peak_15086_lociStitched	chr18	51748578	51751839	1	3262	8731.9797
1_MACS_peak_10381_lociStitched	chr15	25682126	25685386	1	3261	7809.982000000001
2_MACS_peak_21305_lociStitched	chr22	37308980	37312240	2	3236	3671.7380000000003
1_MACS_peak_23935_lociStitched	chr4	4094707	4097967	1	3261	4352.099999999999
2_MACS_peak_2682_lociStitched	chr1	198888394	198891653	2	2515	1462.9651000000001
1_MACS_peak_6228_lociStitched	chr11	93860637	93863896	1	3260	10106.159
1_MACS_peak_10939_lociStitched	chr15	65115463	65118722	1	3260	4208.672600000001
2_MACS_peak_12273_lociStitched	chr16	33428541	33431800	2	1822	924.9042
1_MACS_peak_15595_lociStitched	chr19	7241213	7244472	1	3260	8290.570099999999
1_MACS_peak_7420_lociStitched	chr12	52672259	52675516	1	3258	3005.5596
1_MACS_peak_17287_lociStitched	chr2	29116783	29120040	1	3258	4409.0009
1_MACS_peak_14043_lociStitched	chr17	53948585	53951841	1	3257	7250.4608
1_MACS_peak_23211_lociStitched	chr3	141456364	141459619	1	3256	4986.3345
2_MACS_peak_34515_lociStitched	chrX	1585437	1588692	2	3124	2837.058
1_MACS_peak_5596_lociStitched	chr11	57091079	57094333	1	3255	8145.087399999999
2_MACS_peak_11529_lociStitched	chr15	100466145	100469399	2	3143	1585.3488
1_MACS_peak_16170_lociStitched	chr19	34285600	34288853	1	3254	12489.242900000001
2_MACS_peak_26967_lociStitched	chr5	149399102	149402355	2	2666	1462.5488
1_MACS_peak_28661_lociStitched	chr6	101327108	101330361	1	3254	4847.6206
1_MACS_peak_8871_lociStitched	chr13	53225403	53228654	1	3252	5841.3967999999995
2_MACS_peak_10390_lociStitched	chr15	27831925	27835176	2	2857	1843.6421000000003
1_MACS_peak_33321_lociStitched	chr9	35730620	35733871	1	3252	6573.8471
1_MACS_peak_14770_lociStitched	chr18	14850791	14854041	1	3251	3864.25
1_MACS_peak_31196_lociStitched	chr7	157128794	157132044	1	3251	4969.575
1_MACS_peak_33273_lociStitched	chr9	33471791	33475041	1	3251	2379.325
1_MACS_peak_971_lociStitched	chr1	47798149	47801398	1	3250	8103.3309
2_MACS_peak_10189_lociStitched	chr14	103057347	103060595	2	3248	6240.0576
1_MACS_peak_21591_lociStitched	chr22	50219010	50222258	1	3249	6490.8032
