#H929_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/H929_H3K27ac_ROSE/H929_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by H929_jia.bam
#Using cutoff of 17919.36 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	H929_jia.bam	enhancerRank	isSuper
4_MACS_peak_491_lociStitched	chr1	25869408	25889701	4	15246	39729.6354	304	1
1_MACS_peak_1774_lociStitched	chr1	145434373	145442808	1	8436	39685.8315	305	1
1_MACS_peak_24164_lociStitched	chr4	24115844	24125545	1	9702	39653.8076	306	1
2_MACS_peak_32859_lociStitched	chr8	142125923	142141838	2	10874	39642.6735	307	1
1_MACS_peak_26895_lociStitched	chr5	142774073	142786167	1	12095	39575.1962	308	1
3_MACS_peak_35666_lociStitched	chrX	153188268	153202542	3	10857	39517.569	309	1
1_MACS_peak_5964_lociStitched	chr11	69060739	69067488	1	6750	39353.419	310	1
3_MACS_peak_13913_lociStitched	chr17	46123687	46138315	3	13385	39325.9152	311	1
4_MACS_peak_5085_lociStitched	chr11	3874122	3893304	4	14741	39278.9814	312	1
4_MACS_peak_27713_lociStitched	chr6	26183983	26207457	4	14503	39269.6546	313	1
2_MACS_peak_7561_lociStitched	chr12	57845685	57856875	2	11016	39267.948	314	1
3_MACS_peak_444_lociStitched	chr1	24511870	24531650	3	14320	39229.674	315	1
3_MACS_peak_20180_lociStitched	chr20	45171951	45192246	3	18439	39209.94	316	1
2_MACS_peak_25906_lociStitched	chr5	53813285	53828393	2	13257	39209.7924	317	1
2_MACS_peak_27340_lociStitched	chr5	180226617	180244586	2	14107	39199.3735	318	1
2_MACS_peak_20829_lociStitched	chr21	43933247	43949695	2	10533	39185.7152	319	1
2_MACS_peak_4136_lociStitched	chr10	73484221	73497032	2	8986	39144.0105	320	1
2_MACS_peak_4698_lociStitched	chr10	112252651	112272801	2	14185	39115.18	321	1
5_MACS_peak_22112_lociStitched	chr3	46129539	46153831	5	18988	39073.682	322	1
2_MACS_peak_26441_lociStitched	chr5	109023767	109037631	2	13426	38971.704	323	1
3_MACS_peak_4678_lociStitched	chr10	112103880	112119839	3	10033	38860.165	324	1
1_MACS_peak_29665_lociStitched	chr7	26002255	26011722	1	9468	38702.9894	325	1
6_MACS_peak_5752_lociStitched	chr11	63992473	64020494	6	16261	38666.1779	326	1
4_MACS_peak_27242_lociStitched	chr5	173483980	173508784	4	16808	38533.014	327	1
2_MACS_peak_20113_lociStitched	chr20	42569395	42586198	2	14048	38510.7957	328	1
4_MACS_peak_15396_lociStitched	chr19	1847067	1865779	4	11772	38413.8648	329	1
6_MACS_peak_27915_lociStitched	chr6	31773395	31806616	6	19050	38403.476	330	1
3_MACS_peak_2072_lociStitched	chr1	156209060	156231437	3	12845	38401.1697	331	1
3_MACS_peak_14407_lociStitched	chr17	74774652	74790491	3	14322	38398.4877	332	1
5_MACS_peak_21414_lociStitched	chr22	39823152	39847600	5	15753	38398.0288	333	1
2_MACS_peak_1933_lociStitched	chr1	152000977	152010253	2	6366	38362.7532	334	1
1_MACS_peak_1984_lociStitched	chr1	154189810	154197431	1	7622	38265.041	335	1
4_MACS_peak_19871_lociStitched	chr20	31254593	31270248	4	11554	38226.379	336	1
4_MACS_peak_6805_lociStitched	chr12	1097713	1117661	4	15031	38172.4928	337	1
2_MACS_peak_6536_lociStitched	chr11	118886527	118901749	2	13362	38172.2094	338	1
2_MACS_peak_17507_lociStitched	chr2	47534046	47550878	2	12063	37959.5264	339	1
1_MACS_peak_14952_lociStitched	chr18	42258282	42266807	1	8526	37901.2975	340	1
5_MACS_peak_18118_lociStitched	chr2	106404220	106430230	5	14203	37891.368	341	1
1_MACS_peak_3091_lociStitched	chr1	226839165	226852732	1	13568	37843.7898	342	1
2_MACS_peak_19930_lociStitched	chr20	32988409	33006300	2	13658	37839.465	343	1
1_MACS_peak_6865_lociStitched	chr12	4377835	4388088	1	10254	37744.3689	344	1
3_MACS_peak_7536_lociStitched	chr12	57022008	57040853	3	13132	37693.769	345	1
3_MACS_peak_30636_lociStitched	chr7	104571617	104587331	3	12181	37460.6046	346	1
1_MACS_peak_33736_lociStitched	chr9	93921983	93928941	1	6959	37358.8936	347	1
3_MACS_peak_23319_lociStitched	chr3	152037821	152055509	3	16097	37305.7608	348	1
3_MACS_peak_34574_lociStitched	chrX	10064966	10091932	3	16781	37226.563	349	1
7_MACS_peak_18747_lociStitched	chr2	173443423	173473095	7	21656	37184.9504	350	1
5_MACS_peak_15419_lociStitched	chr19	2253865	2274444	5	11568	37182.1372	351	1
2_MACS_peak_32710_lociStitched	chr8	126438701	126450305	2	10256	37150.206	352	1
4_MACS_peak_7683_lociStitched	chr12	69195273	69216459	4	17773	37092.4488	353	1
1_MACS_peak_31616_lociStitched	chr8	29083339	29091950	1	8612	36994.5782	354	1
1_MACS_peak_23317_lociStitched	chr3	151985367	152002782	1	17416	36984.2355	355	1
4_MACS_peak_32703_lociStitched	chr8	126339352	126355626	4	13348	36974.528	356	1
5_MACS_peak_2385_lociStitched	chr1	174165627	174196455	5	18624	36876.4536	357	1
2_MACS_peak_17752_lociStitched	chr2	70310659	70323230	2	8091	36811.6593	358	1
1_MACS_peak_22737_lociStitched	chr3	104228133	104243190	1	15058	36773.7111	359	1
1_MACS_peak_16687_lociStitched	chr19	50423759	50434953	1	11195	36700.6484	360	1
3_MACS_peak_76_lociStitched	chr1	2470749	2489202	3	12378	36647.658	361	1
2_MACS_peak_17078_lociStitched	chr2	11883249	11895436	2	11644	36643.8716	362	1
2_MACS_peak_13803_lociStitched	chr17	42287012	42300121	2	9386	36533.4721	363	1
1_MACS_peak_1633_lociStitched	chr1	115291472	115301630	1	10159	36483.4728	364	1
4_MACS_peak_34386_lociStitched	chr9	137282269	137300004	4	11049	36456.066	365	1
2_MACS_peak_34781_lociStitched	chrX	39952990	39969694	2	14391	36438.1056	366	1
2_MACS_peak_890_lociStitched	chr1	44296001	44305769	2	9700	36391.6608	367	1
6_MACS_peak_13745_lociStitched	chr17	40705928	40740290	6	15539	36337.815	368	1
7_MACS_peak_28876_lociStitched	chr6	119762712	119798646	7	26686	36329.274	369	1
1_MACS_peak_30641_lociStitched	chr7	104650031	104659260	1	9230	36210.9044	370	1
3_MACS_peak_2176_lociStitched	chr1	160633864	160656721	3	18063	36194.0595	371	1
2_MACS_peak_18859_lociStitched	chr2	182128538	182147051	2	18346	35980.0155	372	1
4_MACS_peak_3716_lociStitched	chr10	24735154	24756561	4	18303	35963.76	373	1
2_MACS_peak_6579_lociStitched	chr11	120571564	120582697	2	8837	35946.2304	374	1
4_MACS_peak_12548_lociStitched	chr16	67259883	67283999	4	14705	35858.0804	375	1
1_MACS_peak_19851_lociStitched	chr20	30790147	30797609	1	7463	35785.5134	376	1
1_MACS_peak_8787_lociStitched	chr13	49100162	49108385	1	8224	35743.7364	377	1
4_MACS_peak_12874_lociStitched	chr16	87795063	87815338	4	13609	35742.7975	378	1
1_MACS_peak_20390_lociStitched	chr20	56190973	56198429	1	7457	35644.1536	379	1
2_MACS_peak_16457_lociStitched	chr19	44256886	44272473	2	11185	35586.6797	380	1
1_MACS_peak_18864_lociStitched	chr2	182235837	182264523	1	28687	35570.64	381	1
4_MACS_peak_2443_lociStitched	chr1	179048297	179061721	4	11276	35522.5888	382	1
3_MACS_peak_19079_lociStitched	chr2	202116380	202133334	3	14282	35462.6818	383	1
4_MACS_peak_11413_lociStitched	chr15	90721017	90736588	4	11381	35394.4401	384	1
2_MACS_peak_10481_lociStitched	chr15	31546899	31561073	2	9418	35374.0518	385	1
3_MACS_peak_15006_lociStitched	chr18	46300959	46318271	3	10397	35349.3728	386	1
1_MACS_peak_34264_lociStitched	chr9	131445219	131454100	1	8882	35251.3533	387	1
2_MACS_peak_20408_lociStitched	chr20	57460782	57471328	2	9531	35218.367	388	1
1_MACS_peak_4344_lociStitched	chr10	89619845	89631094	1	11250	35165.4989	389	1
3_MACS_peak_11362_lociStitched	chr15	89158368	89185049	3	16558	35144.2132	390	1
1_MACS_peak_20571_lociStitched	chr21	19182743	19194842	1	12100	35097.9891	391	1
4_MACS_peak_3029_lociStitched	chr1	223899545	223923154	4	13488	35045.1996	392	1
3_MACS_peak_25372_lociStitched	chr4	185328378	185350020	3	15070	35001.6066	393	1
1_MACS_peak_10483_lociStitched	chr15	31615602	31624011	1	8410	34952.0085	394	1
1_MACS_peak_28562_lociStitched	chr6	89975768	89984461	1	8694	34931.0819	395	1
2_MACS_peak_13055_lociStitched	chr17	4267887	4281897	2	11866	34838.667	396	1
2_MACS_peak_20467_lociStitched	chr20	61424571	61439854	2	9426	34836.0702	397	1
1_MACS_peak_26775_lociStitched	chr5	139046550	139052711	1	6162	34789.9348	398	1
1_MACS_peak_2102_lociStitched	chr1	157100872	157109458	1	8587	34783.6032	399	1
5_MACS_peak_12413_lociStitched	chr16	56885566	56905804	5	12882	34694.0034	400	1
1_MACS_peak_7273_lociStitched	chr12	46117547	46127902	1	10356	34632.2975	401	1
5_MACS_peak_3500_lociStitched	chr10	7510926	7535653	5	17961	34622.7454	402	1
3_MACS_peak_29662_lociStitched	chr7	25979844	25994224	3	9064	34516.314	403	1
3_MACS_peak_16673_lociStitched	chr19	50165632	50184776	3	12633	34464.9432	404	1
6_MACS_peak_34894_lociStitched	chrX	48790623	48816964	6	19029	34419.7847	405	1
2_MACS_peak_26332_lociStitched	chr5	95251665	95268288	2	11687	34359.741	406	1
2_MACS_peak_2769_lociStitched	chr1	203721064	203738385	2	11455	34279.9911	407	1
3_MACS_peak_18351_lociStitched	chr2	127413032	127424820	3	10626	34122.7236	408	1
3_MACS_peak_18865_lociStitched	chr2	182319607	182338299	3	13781	34096.0772	409	1
3_MACS_peak_1897_lociStitched	chr1	150944010	150955453	3	10385	34020.039	410	1
1_MACS_peak_6675_lociStitched	chr11	126333545	126338765	1	5221	33841.26	411	1
1_MACS_peak_1775_lociStitched	chr1	145449215	145458075	1	8861	33535.1	412	1
3_MACS_peak_584_lociStitched	chr1	28558651	28577946	3	12418	33498.0495	413	1
3_MACS_peak_1841_lociStitched	chr1	149214586	149226029	3	6214	33439.8789	414	1
5_MACS_peak_22902_lociStitched	chr3	121526461	121557997	5	15893	33361.9344	415	1
4_MACS_peak_27943_lociStitched	chr6	32804884	32823723	4	10568	33314.8876	416	1
2_MACS_peak_14405_lociStitched	chr17	74720673	74735953	2	11361	33282.896	417	1
3_MACS_peak_27700_lociStitched	chr6	26020382	26035532	3	13061	33264.855	418	1
1_MACS_peak_28737_lociStitched	chr6	108878188	108888697	1	10510	33230.5089	419	1
5_MACS_peak_10088_lociStitched	chr14	95965655	95991866	5	17091	33094.0086	420	1
3_MACS_peak_10313_lociStitched	chr15	21975928	22002064	3	18977	32894.7696	421	1
1_MACS_peak_25371_lociStitched	chr4	185301079	185308446	1	7368	32728.6342	422	1
3_MACS_peak_32982_lociStitched	chr9	613534	629993	3	9797	32634.9052	423	1
2_MACS_peak_3490_lociStitched	chr10	6961624	6973562	2	9187	32523.8872	424	1
2_MACS_peak_6027_lociStitched	chr11	72979596	72992061	2	9103	32411.493	425	1
1_MACS_peak_34784_lociStitched	chrX	40028060	40037185	1	9126	32410.175	426	1
1_MACS_peak_2289_lociStitched	chr1	165794992	165799787	1	4796	32391.6635	427	1
6_MACS_peak_4974_lociStitched	chr10	135477833	135495958	6	16676	32364	428	1
1_MACS_peak_27481_lociStitched	chr6	7958385	7968037	1	9653	32189.42	429	1
1_MACS_peak_16459_lociStitched	chr19	44280968	44289925	1	8958	32188.7709	430	1
1_MACS_peak_3691_lociStitched	chr10	22624452	22635229	1	10778	32187.6659	431	1
2_MACS_peak_34280_lociStitched	chr9	131935799	131949173	2	7900	32172.4944	432	1
3_MACS_peak_13293_lociStitched	chr17	17722338	17744801	3	15240	32171.5086	433	1
3_MACS_peak_2153_lociStitched	chr1	159878921	159896599	3	11715	32138.604	434	1
1_MACS_peak_25806_lociStitched	chr5	39071507	39080992	1	9486	32133.283	435	1
2_MACS_peak_17493_lociStitched	chr2	46788557	46805197	2	16478	32131.84	436	1
1_MACS_peak_17937_lociStitched	chr2	86261171	86268226	1	7056	32129.881	437	1
6_MACS_peak_22707_lociStitched	chr3	101393699	101427079	6	18194	32128.25	438	1
2_MACS_peak_2025_lociStitched	chr1	155106136	155113572	2	7323	32064.032	439	1
1_MACS_peak_5042_lociStitched	chr11	1870538	1877704	1	7167	32033.4532	440	1
2_MACS_peak_23118_lociStitched	chr3	133290036	133305403	2	12227	32024.828	441	1
2_MACS_peak_33806_lociStitched	chr9	98267208	98279759	2	9363	32017.601	442	1
2_MACS_peak_15345_lociStitched	chr19	921380	928307	2	6377	31986.1152	443	1
3_MACS_peak_15353_lociStitched	chr19	1066221	1078082	3	7651	31893.0429	444	1
3_MACS_peak_16636_lociStitched	chr19	49361915	49381207	3	8284	31858.8088	445	1
1_MACS_peak_27138_lociStitched	chr5	162736731	162747829	1	11099	31857.9188	446	1
3_MACS_peak_32149_lociStitched	chr8	80996341	81018137	3	11962	31828.6988	447	1
4_MACS_peak_12197_lociStitched	chr16	30344764	30368073	4	13099	31814.4541	448	1
4_MACS_peak_19075_lociStitched	chr2	202084395	202102226	4	14980	31789.1068	449	1
4_MACS_peak_15367_lociStitched	chr19	1258309	1277338	4	11023	31763.2068	450	1
5_MACS_peak_2032_lociStitched	chr1	155210097	155233089	5	11367	31717.464	451	1
2_MACS_peak_3066_lociStitched	chr1	226123660	226133714	2	7483	31667.0838	452	1
2_MACS_peak_2144_lociStitched	chr1	159035377	159048675	2	8386	31633.2824	453	1
3_MACS_peak_20104_lociStitched	chr20	42306952	42320982	3	9060	31616.605	454	1
1_MACS_peak_11408_lociStitched	chr15	90637499	90646721	1	9223	31370.4774	455	1
5_MACS_peak_21619_lociStitched	chr22	50741012	50756551	5	12056	31317.3006	456	1
2_MACS_peak_12898_lociStitched	chr16	88846166	88857651	2	7635	31310.407	457	1
1_MACS_peak_11017_lociStitched	chr15	69108850	69115100	1	6251	31252.5	458	1
1_MACS_peak_20359_lociStitched	chr20	55125239	55131730	1	6492	31252.2177	459	1
1_MACS_peak_13642_lociStitched	chr17	36857470	36863747	1	6278	31245.6506	460	1
3_MACS_peak_10305_lociStitched	chr15	20969690	20995406	3	18440	31216.6524	461	1
1_MACS_peak_18584_lociStitched	chr2	158289297	158302041	1	12745	31206.2328	462	1
4_MACS_peak_11887_lociStitched	chr16	14486442	14508493	4	13484	31199.9599	463	1
1_MACS_peak_18671_lociStitched	chr2	166047116	166060922	1	13807	31133.9106	464	1
3_MACS_peak_32885_lociStitched	chr8	144099093	144110476	3	9417	31052.824	465	1
1_MACS_peak_28164_lociStitched	chr6	43737128	43743853	1	6726	31028.4775	466	1
1_MACS_peak_2045_lociStitched	chr1	155529389	155535337	1	5949	31023.5784	467	1
1_MACS_peak_8797_lociStitched	chr13	49548842	49558467	1	9626	31022.3375	468	1
1_MACS_peak_27914_lociStitched	chr6	31756118	31764731	1	8614	30995.6031	469	1
1_MACS_peak_20321_lociStitched	chr20	52350935	52359138	1	8204	30899.0604	470	1
4_MACS_peak_12783_lociStitched	chr16	81841151	81857557	4	14143	30895.7792	471	1
4_MACS_peak_5912_lociStitched	chr11	67187482	67212956	4	11364	30887.225	472	1
2_MACS_peak_13376_lociStitched	chr17	20935460	20948278	2	12451	30852.926	473	1
1_MACS_peak_2381_lociStitched	chr1	173831430	173839764	1	8335	30811.6314	474	1
1_MACS_peak_35662_lociStitched	chrX	152981374	152993558	1	12185	30792.6232	475	1
2_MACS_peak_28016_lociStitched	chr6	35264723	35280160	2	11259	30735.067	476	1
1_MACS_peak_14065_lociStitched	chr17	55430607	55438293	1	7687	30668.6772	477	1
1_MACS_peak_26506_lociStitched	chr5	118405168	118415572	1	10405	30665.79	478	1
3_MACS_peak_1396_lociStitched	chr1	93408722	93428770	3	18130	30657.4016	479	1
2_MACS_peak_32455_lociStitched	chr8	103661201	103675390	2	10568	30642.5644	480	1
3_MACS_peak_22511_lociStitched	chr3	72211336	72228689	3	10563	30560.3683	481	1
2_MACS_peak_13047_lociStitched	chr17	3813825	3822396	2	8362	30433.9068	482	1
1_MACS_peak_8305_lociStitched	chr12	122515405	122522657	1	7253	30427.2164	483	1
5_MACS_peak_27229_lociStitched	chr5	173205015	173226394	5	14118	30366.7316	484	1
1_MACS_peak_7895_lociStitched	chr12	94597321	94603784	1	6464	30359.2962	485	1
2_MACS_peak_16097_lociStitched	chr19	23940037	23951563	2	10650	30357.1788	486	1
1_MACS_peak_1743_lociStitched	chr1	143911486	143920044	1	8559	30332.9752	487	1
4_MACS_peak_5021_lociStitched	chr11	788976	812222	4	12739	30324.407	488	1
4_MACS_peak_17572_lociStitched	chr2	54784422	54808368	4	14814	30286.9008	489	1
1_MACS_peak_2185_lociStitched	chr1	160763943	160771528	1	7586	30267.9425	490	1
1_MACS_peak_11556_lociStitched	chr15	101782165	101793918	1	11754	30221.6642	491	1
3_MACS_peak_12421_lociStitched	chr16	56964565	56979684	3	13154	30156.3574	492	1
1_MACS_peak_5437_lociStitched	chr11	35159968	35169401	1	9434	30096.9298	493	1
1_MACS_peak_23303_lociStitched	chr3	150314973	150325881	1	10909	30092.9904	494	1
2_MACS_peak_15444_lociStitched	chr19	2696391	2703560	2	7160	30066.786	495	1
3_MACS_peak_1778_lociStitched	chr1	145500561	145517763	3	8667	30007.1688	496	1
1_MACS_peak_17502_lociStitched	chr2	47208637	47215353	1	6717	30003.0584	497	1
5_MACS_peak_7848_lociStitched	chr12	92578092	92605412	5	12254	29970.04	498	1
1_MACS_peak_15078_lociStitched	chr18	49917364	49924743	1	7380	29921.845	499	1
3_MACS_peak_13751_lociStitched	chr17	40758675	40773056	3	9690	29916.7943	500	1
2_MACS_peak_2190_lociStitched	chr1	161007255	161017424	2	6380	29904.9952	501	1
1_MACS_peak_3076_lociStitched	chr1	226308520	226317334	1	8815	29743.7244	502	1
3_MACS_peak_19961_lociStitched	chr20	34192758	34208231	3	13505	29694.2343	503	1
2_MACS_peak_32347_lociStitched	chr8	98606797	98616131	2	9114	29627.0494	504	1
1_MACS_peak_3628_lociStitched	chr10	17268315	17275644	1	7330	29610.6258	505	1
3_MACS_peak_5900_lociStitched	chr11	67029868	67047150	3	9494	29557.4046	506	1
1_MACS_peak_16574_lociStitched	chr19	47728516	47736494	1	7979	29442.0112	507	1
6_MACS_peak_12573_lociStitched	chr16	67998507	68028402	6	16790	29377.8165	508	1
2_MACS_peak_17073_lociStitched	chr2	11637129	11648970	2	11785	29364.4959	509	1
1_MACS_peak_12733_lociStitched	chr16	79628497	79637116	1	8620	29361.4854	510	1
1_MACS_peak_20392_lociStitched	chr20	56252783	56259307	1	6525	29356.0428	511	1
3_MACS_peak_27905_lociStitched	chr6	31618957	31634985	3	10996	29336.0484	512	1
2_MACS_peak_25363_lociStitched	chr4	185201124	185210090	2	8211	29291.0254	513	1
3_MACS_peak_19966_lociStitched	chr20	34323450	34333059	3	7720	29290.1538	514	1
4_MACS_peak_10017_lociStitched	chr14	91782037	91802384	4	16062	29271.1942	515	1
4_MACS_peak_8873_lociStitched	chr13	53424015	53447112	4	11978	29166.8916	516	1
1_MACS_peak_35412_lociStitched	chrX	123092685	123098920	1	6236	29166.083	517	1
6_MACS_peak_12448_lociStitched	chr16	57823826	57851095	6	13975	29074.2078	518	1
4_MACS_peak_21069_lociStitched	chr22	23470126	23485006	4	9725	29059.152	519	1
1_MACS_peak_25377_lociStitched	chr4	185391583	185398452	1	6870	28975.5027	520	1
1_MACS_peak_2815_lociStitched	chr1	206131564	206140124	1	8561	28960.192	521	1
2_MACS_peak_23894_lociStitched	chr4	1901158	1928142	2	24979	28959.2288	522	1
1_MACS_peak_16484_lociStitched	chr19	45249869	45259198	1	9330	28939.4909	523	1
1_MACS_peak_29254_lociStitched	chr6	157097690	157105861	1	8172	28898.3757	524	1
1_MACS_peak_34327_lociStitched	chr9	134126600	134133762	1	7163	28871.4544	525	1
2_MACS_peak_15059_lociStitched	chr18	48718583	48725588	2	6991	28850.793	526	1
3_MACS_peak_31624_lociStitched	chr8	29197241	29214049	3	10200	28847.5704	527	1
2_MACS_peak_15439_lociStitched	chr19	2609627	2623551	2	8228	28837.9964	528	1
3_MACS_peak_15728_lociStitched	chr19	11198578	11210984	3	10681	28796.8072	529	1
3_MACS_peak_27710_lociStitched	chr6	26155173	26174669	3	11712	28781.9448	530	1
3_MACS_peak_6460_lociStitched	chr11	114029464	114046708	3	13896	28762.992	531	1
1_MACS_peak_34328_lociStitched	chr9	134147266	134153899	1	6634	28716.9102	532	1
3_MACS_peak_1900_lociStitched	chr1	150967720	150982980	3	11070	28649.124	533	1
1_MACS_peak_2703_lociStitched	chr1	200853021	200863158	1	10138	28640.0661	534	1
3_MACS_peak_21771_lociStitched	chr3	13366605	13378297	3	11451	28611.4932	535	1
3_MACS_peak_20684_lociStitched	chr21	34574199	34591797	3	11622	28547.4756	536	1
2_MACS_peak_28223_lociStitched	chr6	45671642	45684986	2	12373	28505.4528	537	1
2_MACS_peak_6147_lociStitched	chr11	82771565	82785073	2	9670	28492.4244	538	1
5_MACS_peak_18195_lociStitched	chr2	112219215	112242290	5	17776	28421.4775	539	1
6_MACS_peak_22121_lociStitched	chr3	46317590	46341863	6	21036	28399.41	540	1
2_MACS_peak_30870_lociStitched	chr7	128572420	128582395	2	7210	28369.8975	541	1
1_MACS_peak_6702_lociStitched	chr11	128561816	128567775	1	5960	28362.4564	542	1
2_MACS_peak_18745_lociStitched	chr2	173414571	173428254	2	10021	28316.9685	543	1
1_MACS_peak_28421_lociStitched	chr6	74223996	74234498	1	10503	28315.4924	544	1
4_MACS_peak_27637_lociStitched	chr6	20400923	20417341	4	11645	28312.841	545	1
1_MACS_peak_2323_lociStitched	chr1	167902905	167908292	1	5388	28293.0627	546	1
1_MACS_peak_13672_lociStitched	chr17	37924733	37937774	1	13042	28227.2445	547	1
2_MACS_peak_15012_lociStitched	chr18	46354220	46362646	2	6158	28226.2574	548	1
7_MACS_peak_5255_lociStitched	chr11	16957028	16995563	7	16151	28165.2315	549	1
1_MACS_peak_34893_lociStitched	chrX	48767962	48781077	1	13116	28161.8395	550	1
1_MACS_peak_15051_lociStitched	chr18	48403931	48410266	1	6336	28143.2375	551	1
1_MACS_peak_22674_lociStitched	chr3	99821084	99827757	1	6674	28134.0353	552	1
4_MACS_peak_14418_lociStitched	chr17	75130795	75144409	4	11995	28123.8012	553	1
2_MACS_peak_31564_lociStitched	chr8	26428255	26438001	2	8593	28075.3022	554	1
2_MACS_peak_8252_lociStitched	chr12	120965903	120979411	2	10508	27977.7696	555	1
2_MACS_peak_34416_lociStitched	chr9	139000575	139011919	2	6181	27967.4976	556	1
3_MACS_peak_19894_lociStitched	chr20	32250392	32263192	3	9407	27959.04	557	1
7_MACS_peak_20735_lociStitched	chr21	36577795	36608850	7	18184	27949.5	558	1
8_MACS_peak_20867_lociStitched	chr21	45552272	45577944	8	15966	27918.3	559	1
1_MACS_peak_32404_lociStitched	chr8	101961195	101966649	1	5455	27914.1174	560	1
1_MACS_peak_2702_lociStitched	chr1	200833766	200841891	1	8126	27912.625	561	1
1_MACS_peak_15155_lociStitched	chr18	56806379	56813189	1	6811	27839.28	562	1
3_MACS_peak_18941_lociStitched	chr2	191321840	191335479	3	11527	27812.6488	563	1
2_MACS_peak_6053_lociStitched	chr11	74659112	74669465	2	10351	27743.9694	564	1
1_MACS_peak_1742_lociStitched	chr1	143741194	143745778	1	4585	27697.4448	565	1
9_MACS_peak_28211_lociStitched	chr6	45506022	45530435	9	22025	27689.2246	566	1
4_MACS_peak_31374_lociStitched	chr8	11717569	11740331	4	12384	27680.8682	567	1
3_MACS_peak_32912_lociStitched	chr8	145009350	145028231	3	13682	27653.1126	568	1
5_MACS_peak_34494_lociStitched	chr9	141090494	141121955	5	18165	27647.9268	569	1
4_MACS_peak_2793_lociStitched	chr1	205242649	205264237	4	9228	27632.64	570	1
6_MACS_peak_12030_lociStitched	chr16	22195001	22219614	6	15119	27630.5538	571	1
2_MACS_peak_5837_lociStitched	chr11	65654648	65668504	2	9785	27627.4784	572	1
5_MACS_peak_722_lociStitched	chr1	36848691	36868070	5	10878	27558.8759	573	1
2_MACS_peak_32386_lociStitched	chr8	101309495	101323752	2	11364	27551.6525	574	1
7_MACS_peak_29761_lociStitched	chr7	32766500	32798525	7	20342	27522.285	575	1
3_MACS_peak_31554_lociStitched	chr8	26148180	26170682	3	11656	27510.9452	576	1
2_MACS_peak_33419_lociStitched	chr9	44989210	44997491	2	6433	27506.9977	577	1
2_MACS_peak_5945_lociStitched	chr11	68032252	68041694	2	7850	27476.22	578	1
7_MACS_peak_27063_lociStitched	chr5	156333603	156361722	7	15756	27475.0749	579	1
4_MACS_peak_15579_lociStitched	chr19	6765919	6783371	4	11005	27471.1932	580	1
3_MACS_peak_21942_lociStitched	chr3	31473437	31504054	3	21882	27451.2022	581	1
2_MACS_peak_16301_lociStitched	chr19	39338198	39348938	2	7979	27423.516	582	1
2_MACS_peak_14449_lociStitched	chr17	76163902	76173444	2	8972	27393.1736	583	1
1_MACS_peak_30889_lociStitched	chr7	129587995	129593140	1	5146	27377.574	584	1
2_MACS_peak_35168_lociStitched	chrX	81333360	81359550	2	20918	27358.074	585	1
3_MACS_peak_2192_lociStitched	chr1	161029128	161041371	3	9114	27344.7405	586	1
4_MACS_peak_21420_lociStitched	chr22	39911215	39929543	4	12324	27328.8808	587	1
2_MACS_peak_3177_lociStitched	chr1	230238595	230249364	2	10568	27314.4916	588	1
1_MACS_peak_2671_lociStitched	chr1	197739999	197748602	1	8604	27305.922	589	1
1_MACS_peak_15264_lociStitched	chr18	72918681	72924772	1	6092	27255.3977	590	1
1_MACS_peak_32376_lociStitched	chr8	100870922	100881881	1	10960	27236.4027	591	1
1_MACS_peak_30644_lociStitched	chr7	104765636	104773343	1	7708	27201.0858	592	1
4_MACS_peak_17016_lociStitched	chr2	8651000	8666862	4	14787	27155.744	593	1
6_MACS_peak_13549_lociStitched	chr17	32688752	32719097	6	20105	27155.7405	594	1
2_MACS_peak_15350_lociStitched	chr19	1018228	1029843	2	8017	27130.317	595	1
1_MACS_peak_1770_lociStitched	chr1	145207544	145213839	1	6296	27108.1585	596	1
1_MACS_peak_33675_lociStitched	chr9	88961732	88970445	1	8714	27104.4004	597	1
2_MACS_peak_17515_lociStitched	chr2	47744550	47755356	2	10646	27093.8838	598	1
3_MACS_peak_27225_lociStitched	chr5	173163295	173177972	3	9755	27092.2743	599	1
2_MACS_peak_33501_lociStitched	chr9	70486750	70498369	2	9856	27086.2128	600	1
1_MACS_peak_15599_lociStitched	chr19	7399437	7406961	1	7525	26968.2732	601	1
2_MACS_peak_5714_lociStitched	chr11	62597804	62610798	2	8987	26914.4722	602	1
1_MACS_peak_7355_lociStitched	chr12	49758970	49765961	1	6992	26913.2527	603	1
3_MACS_peak_19912_lociStitched	chr20	32460670	32473988	3	8349	26874.3922	604	1
5_MACS_peak_35028_lociStitched	chrX	64905295	64927044	5	19182	26794.768	605	1
1_MACS_peak_30055_lociStitched	chr7	56164115	56175085	1	10971	26788.74	606	1
1_MACS_peak_23142_lociStitched	chr3	135909126	135917400	1	8275	26773.8366	607	1
3_MACS_peak_11335_lociStitched	chr15	86231598	86251644	3	12598	26755.3962	608	1
2_MACS_peak_5438_lociStitched	chr11	35183770	35196461	2	9068	26637.1399	609	1
1_MACS_peak_13436_lociStitched	chr17	27045829	27056643	1	10815	26606.7656	610	1
2_MACS_peak_22119_lociStitched	chr3	46245786	46257611	2	10234	26583.7825	611	1
