GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
1_MACS_peak_4760_lociStitched	chr11(.):65569749-65571156	0.1857
1_MACS_peak_4761_lociStitched	chr11(.):65584555-65585961	0.1541
1_MACS_peak_4762_lociStitched	chr11(.):65600941-65601730	0.3424
1_MACS_peak_4763_lociStitched	chr11(.):65623990-65629326	0.2751
2_MACS_peak_4764_lociStitched	chr11(.):65640452-65646719	0.1623
2_MACS_peak_4766_lociStitched	chr11(.):65654752-65662279	0.2082
1_MACS_peak_4768_lociStitched	chr11(.):65676157-65677335	0.2833
1_MACS_peak_4769_lociStitched	chr11(.):65685411-65688207	0.2161
1_MACS_peak_4770_lociStitched	chr11(.):65694532-65697149	0.2243
2_MACS_peak_4771_lociStitched	chr11(.):65723562-65729940	0.1695
1_MACS_peak_4773_lociStitched	chr11(.):65768662-65770841	0.2259
1_MACS_peak_4774_lociStitched	chr11(.):65818486-65822149	0.1673
1_MACS_peak_4775_lociStitched	chr11(.):65835607-65838843	0.192
1_MACS_peak_4776_lociStitched	chr11(.):65847857-65850076	0.3048
1_MACS_peak_4777_lociStitched	chr11(.):65988774-65990696	0.2304
1_MACS_peak_4778_lociStitched	chr11(.):66023909-66026732	0.229
1_MACS_peak_4779_lociStitched	chr11(.):66034420-66037321	0.2249
1_MACS_peak_4780_lociStitched	chr11(.):66055774-66057486	0.2375
3_MACS_peak_4781_lociStitched	chr11(.):66111907-66115871	0.1779
1_MACS_peak_4784_lociStitched	chr11(.):66205519-66207023	0.3392
1_MACS_peak_4785_lociStitched	chr11(.):66234421-66235483	0.0733
1_MACS_peak_4786_lociStitched	chr11(.):66246363-66249001	0.2982
1_MACS_peak_4787_lociStitched	chr11(.):66277506-66278680	0.2333
1_MACS_peak_4788_lociStitched	chr11(.):66312704-66314438	0.1411
1_MACS_peak_4789_lociStitched	chr11(.):66359883-66361415	0.2615
2_MACS_peak_4790_lociStitched	chr11(.):66383085-66387441	0.2301
1_MACS_peak_4792_lociStitched	chr11(.):66405226-66407174	0.2964
1_MACS_peak_4793_lociStitched	chr11(.):66444672-66446524	0.2773
1_MACS_peak_4794_lociStitched	chr11(.):66494493-66495653	0.1452
1_MACS_peak_4795_lociStitched	chr11(.):66511346-66513625	0.1882
2_MACS_peak_4796_lociStitched	chr11(.):66566601-66576688	0.1435
1_MACS_peak_4798_lociStitched	chr11(.):66609655-66611869	0.2097
1_MACS_peak_4799_lociStitched	chr11(.):66622801-66624235	0.255
1_MACS_peak_4800_lociStitched	chr11(.):66635684-66637405	0.2218
1_MACS_peak_4801_lociStitched	chr11(.):66823406-66825001	0.1663
1_MACS_peak_4802_lociStitched	chr11(.):66849037-66850797	0.2342
6_MACS_peak_4803_lociStitched	chr11(.):66861881-66889281	0.1369
1_MACS_peak_4809_lociStitched	chr11(.):66980046-66981119	0.2554
1_MACS_peak_4810_lociStitched	chr11(.):67006011-67010042	0.233
2_MACS_peak_4811_lociStitched	chr11(.):67033942-67046705	0.1564
1_MACS_peak_4813_lociStitched	chr11(.):67054770-67058054	0.2115
1_MACS_peak_4814_lociStitched	chr11(.):67084007-67086229	0.3505
2_MACS_peak_4815_lociStitched	chr11(.):67118363-67124860	0.2158
1_MACS_peak_4817_lociStitched	chr11(.):67139829-67142170	0.1209
1_MACS_peak_4818_lociStitched	chr11(.):67148642-67149630	0.1014
1_MACS_peak_4819_lociStitched	chr11(.):67158350-67160374	0.2555
2_MACS_peak_4820_lociStitched	chr11(.):67167862-67178052	0.1249
3_MACS_peak_4822_lociStitched	chr11(.):67185898-67196835	0.1444
2_MACS_peak_4825_lociStitched	chr11(.):67210450-67217882	0.1116
3_MACS_peak_4827_lociStitched	chr11(.):67226780-67237529	0.1475
1_MACS_peak_4830_lociStitched	chr11(.):67249542-67251362	0.2656
1_MACS_peak_4831_lociStitched	chr11(.):67274663-67276884	0.2499
2_MACS_peak_4832_lociStitched	chr11(.):67349973-67357026	0.1678
3_MACS_peak_4834_lociStitched	chr11(.):67367331-67383036	0.1614
1_MACS_peak_4837_lociStitched	chr11(.):67395699-67398993	0.2371
3_MACS_peak_4838_lociStitched	chr11(.):67415796-67424688	0.1148
1_MACS_peak_4841_lociStitched	chr11(.):67480898-67482972	0.224
1_MACS_peak_4842_lociStitched	chr11(.):67568574-67574292	0.2114
1_MACS_peak_4843_lociStitched	chr11(.):67644698-67655696	0.2233
1_MACS_peak_4844_lociStitched	chr11(.):67709223-67711411	0.1925
2_MACS_peak_4845_lociStitched	chr11(.):67721915-67727481	0.1557
5_MACS_peak_4847_lociStitched	chr11(.):67760439-67789241	0.1656
2_MACS_peak_4852_lociStitched	chr11(.):67796743-67809309	0.1681
1_MACS_peak_4854_lociStitched	chr11(.):67888609-67890118	0.1574
1_MACS_peak_4855_lociStitched	chr11(.):67908701-67910600	0.1757
1_MACS_peak_4856_lociStitched	chr11(.):67979663-67982460	0.1556
1_MACS_peak_4857_lociStitched	chr11(.):68024708-68025806	0.2639
2_MACS_peak_4858_lociStitched	chr11(.):68032235-68042146	0.2149
1_MACS_peak_4860_lociStitched	chr11(.):68048730-68050752	0.1534
1_MACS_peak_4861_lociStitched	chr11(.):68079957-68081801	0.0964
1_MACS_peak_4862_lociStitched	chr11(.):68136934-68139868	0.2382
1_MACS_peak_4863_lociStitched	chr11(.):68226998-68229309	0.2106
1_MACS_peak_4864_lociStitched	chr11(.):68518289-68519320	0.1429
1_MACS_peak_4865_lociStitched	chr11(.):68529881-68531773	0.1813
1_MACS_peak_4866_lociStitched	chr11(.):68592840-68593993	0.1814
1_MACS_peak_4867_lociStitched	chr11(.):68605758-68612305	0.2051
1_MACS_peak_4868_lociStitched	chr11(.):68670692-68672531	0.1529
2_MACS_peak_4869_lociStitched	chr11(.):68815963-68824793	0.1363
1_MACS_peak_4871_lociStitched	chr11(.):68933218-68935297	0.225
1_MACS_peak_4872_lociStitched	chr11(.):69044500-69045582	0.1647
1_MACS_peak_4873_lociStitched	chr11(.):69061168-69067367	0.2116
1_MACS_peak_4874_lociStitched	chr11(.):69151276-69153047	0.2356
1_MACS_peak_4875_lociStitched	chr11(.):69196309-69197970	0.1692
1_MACS_peak_4876_lociStitched	chr11(.):69456782-69458007	0.0829
1_MACS_peak_4877_lociStitched	chr11(.):69489248-69490566	0.217
1_MACS_peak_4878_lociStitched	chr11(.):70048644-70050883	0.2341
2_MACS_peak_4879_lociStitched	chr11(.):70115623-70117816	0.2045
3_MACS_peak_4881_lociStitched	chr11(.):71158579-71165355	0.1742
1_MACS_peak_4884_lociStitched	chr11(.):71314360-71317193	0.1993
2_MACS_peak_4885_lociStitched	chr11(.):71346253-71351814	0.1369
1_MACS_peak_4887_lociStitched	chr11(.):71362495-71365343	0.2622
1_MACS_peak_4888_lociStitched	chr11(.):71397739-71399631	0.1658
2_MACS_peak_4889_lociStitched	chr11(.):71413957-71427678	0.2414
1_MACS_peak_4891_lociStitched	chr11(.):71496902-71501925	0.2255
1_MACS_peak_4892_lociStitched	chr11(.):71524151-71525316	0.1337
1_MACS_peak_4893_lociStitched	chr11(.):71624157-71625054	0.0875
1_MACS_peak_4894_lociStitched	chr11(.):71638609-71640723	0.332
1_MACS_peak_4895_lociStitched	chr11(.):71673022-71674165	0.2281
1_MACS_peak_4896_lociStitched	chr11(.):71751060-71753812	0.1985
1_MACS_peak_4897_lociStitched	chr11(.):71780037-71781790	0.2387
1_MACS_peak_4898_lociStitched	chr11(.):71789971-71792743	0.1601
1_MACS_peak_4899_lociStitched	chr11(.):71813034-71815221	0.2936
1_MACS_peak_4900_lociStitched	chr11(.):71822323-71824770	0.3075
1_MACS_peak_4901_lociStitched	chr11(.):71933310-71937269	0.1632
1_MACS_peak_4902_lociStitched	chr11(.):71964477-71967883	0.2223
1_MACS_peak_4903_lociStitched	chr11(.):71980672-71982162	0.1806
1_MACS_peak_4904_lociStitched	chr11(.):72129788-72131015	0.2067
1_MACS_peak_4905_lociStitched	chr11(.):72144630-72146011	0.3818
1_MACS_peak_4906_lociStitched	chr11(.):72302804-72303874	0.1365
1_MACS_peak_4907_lociStitched	chr11(.):72429781-72434539	0.2656
1_MACS_peak_4908_lociStitched	chr11(.):72462396-72464242	0.2017
1_MACS_peak_4909_lociStitched	chr11(.):72504414-72506005	0.3371
1_MACS_peak_4910_lociStitched	chr11(.):72523414-72527951	0.2717
1_MACS_peak_4911_lociStitched	chr11(.):72537749-72540964	0.1694
1_MACS_peak_4912_lociStitched	chr11(.):72758429-72760138	0.245
1_MACS_peak_4913_lociStitched	chr11(.):72783628-72785015	0.2589
1_MACS_peak_4914_lociStitched	chr11(.):72850745-72871854	0.2261
1_MACS_peak_4915_lociStitched	chr11(.):72886203-72889892	0.197
1_MACS_peak_4916_lociStitched	chr11(.):72928826-72929931	0.1527
2_MACS_peak_4917_lociStitched	chr11(.):72953231-72961806	0.1564
1_MACS_peak_4919_lociStitched	chr11(.):72980390-72984902	0.2136
1_MACS_peak_4920_lociStitched	chr11(.):72999228-73001392	0.2008
1_MACS_peak_4921_lociStitched	chr11(.):73018740-73019567	0.1292
5_MACS_peak_4922_lociStitched	chr11(.):73069948-73089025	0.1476
1_MACS_peak_4927_lociStitched	chr11(.):73249045-73250506	0.2332
1_MACS_peak_4928_lociStitched	chr11(.):73308022-73310431	0.2399
1_MACS_peak_4929_lociStitched	chr11(.):73358319-73359511	0.2391
1_MACS_peak_4930_lociStitched	chr11(.):73470809-73473152	0.2397
1_MACS_peak_4931_lociStitched	chr11(.):73489849-73491581	0.3417
1_MACS_peak_4932_lociStitched	chr11(.):73498188-73500281	0.2514
1_MACS_peak_4933_lociStitched	chr11(.):73587151-73588752	0.3246
2_MACS_peak_4934_lociStitched	chr11(.):73684344-73695264	0.1843
1_MACS_peak_4936_lociStitched	chr11(.):73725392-73726790	0.1993
1_MACS_peak_4937_lociStitched	chr11(.):73741001-73742622	0.178
1_MACS_peak_4938_lociStitched	chr11(.):73881122-73883001	0.398
1_MACS_peak_4939_lociStitched	chr11(.):74108573-74110362	0.2893
1_MACS_peak_4940_lociStitched	chr11(.):74203619-74205404	0.2575
1_MACS_peak_4941_lociStitched	chr11(.):74245349-74246809	0.1928
1_MACS_peak_4942_lociStitched	chr11(.):74303142-74304812	0.2983
1_MACS_peak_4943_lociStitched	chr11(.):74458910-74461212	0.2847
1_MACS_peak_4944_lociStitched	chr11(.):74618994-74622465	0.2247
3_MACS_peak_4945_lociStitched	chr11(.):74659430-74665904	0.2296
1_MACS_peak_4948_lociStitched	chr11(.):74699240-74700849	0.1997
1_MACS_peak_4949_lociStitched	chr11(.):74759553-74761809	0.1752
1_MACS_peak_4950_lociStitched	chr11(.):74815909-74817326	0.2428
1_MACS_peak_4951_lociStitched	chr11(.):74983458-74984535	0.1661
1_MACS_peak_4952_lociStitched	chr11(.):75110204-75112578	0.2766
1_MACS_peak_4953_lociStitched	chr11(.):75272983-75274072	0.1066
1_MACS_peak_4954_lociStitched	chr11(.):75293779-75295147	0.1209
1_MACS_peak_4955_lociStitched	chr11(.):75433514-75434707	0.1352
2_MACS_peak_4956_lociStitched	chr11(.):75478800-75485545	0.1663
1_MACS_peak_4958_lociStitched	chr11(.):75525065-75527615	0.2237
1_MACS_peak_4959_lociStitched	chr11(.):75534197-75536563	0.1597
2_MACS_peak_4960_lociStitched	chr11(.):75630056-75634153	0.1456
1_MACS_peak_4962_lociStitched	chr11(.):75656834-75658593	0.1681
1_MACS_peak_4963_lociStitched	chr11(.):75692002-75693817	0.1378
2_MACS_peak_4964_lociStitched	chr11(.):75733418-75746055	0.1742
1_MACS_peak_4966_lociStitched	chr11(.):75835461-75836906	0.0692
1_MACS_peak_4967_lociStitched	chr11(.):75862787-75864917	0.2106
1_MACS_peak_4968_lociStitched	chr11(.):75918877-75920771	0.1235
2_MACS_peak_4969_lociStitched	chr11(.):75942503-75947507	0.2321
1_MACS_peak_4971_lociStitched	chr11(.):76090862-76093293	0.2838
1_MACS_peak_4972_lociStitched	chr11(.):76154676-76157239	0.2808
1_MACS_peak_4973_lociStitched	chr11(.):76478714-76482931	0.2095
1_MACS_peak_4974_lociStitched	chr11(.):76493040-76495048	0.1775
1_MACS_peak_4975_lociStitched	chr11(.):76571220-76573121	0.2078
1_MACS_peak_4976_lociStitched	chr11(.):76776856-76778568	0.1802
1_MACS_peak_4977_lociStitched	chr11(.):76837730-76840216	0.3493
1_MACS_peak_4978_lociStitched	chr11(.):77122050-77123860	0.2483
6_MACS_peak_4979_lociStitched	chr11(.):77146893-77171554	0.1515
2_MACS_peak_4985_lociStitched	chr11(.):77180857-77185984	0.1795
1_MACS_peak_4987_lociStitched	chr11(.):77300123-77301720	0.2504
1_MACS_peak_4988_lociStitched	chr11(.):77348178-77349714	0.227
1_MACS_peak_4989_lociStitched	chr11(.):77435483-77437651	0.1506
1_MACS_peak_4990_lociStitched	chr11(.):77530191-77532059	0.2745
1_MACS_peak_4991_lociStitched	chr11(.):77705051-77706884	0.3071
1_MACS_peak_4992_lociStitched	chr11(.):77750685-77751716	0.1381
1_MACS_peak_4993_lociStitched	chr11(.):77789981-77791584	0.2404
1_MACS_peak_4994_lociStitched	chr11(.):77849901-77851562	0.2371
1_MACS_peak_4995_lociStitched	chr11(.):77898425-77900724	0.2645
1_MACS_peak_4996_lociStitched	chr11(.):78060741-78061899	0.237
2_MACS_peak_4997_lociStitched	chr11(.):78127124-78141838	0.1794
1_MACS_peak_4999_lociStitched	chr11(.):78149053-78150835	0.171
2_MACS_peak_5000_lociStitched	chr11(.):78162408-78178702	0.159
1_MACS_peak_5002_lociStitched	chr11(.):78243870-78245149	0.1762
1_MACS_peak_5003_lociStitched	chr11(.):78284872-78286758	0.2686
1_MACS_peak_5004_lociStitched	chr11(.):78620778-78622729	0.2516
1_MACS_peak_5005_lociStitched	chr11(.):78651758-78653224	0.1534
1_MACS_peak_5006_lociStitched	chr11(.):79014943-79016867	0.2224
1_MACS_peak_5007_lociStitched	chr11(.):79100986-79102180	0.2045
1_MACS_peak_5008_lociStitched	chr11(.):79636331-79637632	0.2233
1_MACS_peak_5009_lociStitched	chr11(.):80059604-80061197	0.2154
1_MACS_peak_5010_lociStitched	chr11(.):80075930-80076904	0.1644
1_MACS_peak_5011_lociStitched	chr11(.):80134681-80136746	0.2097
1_MACS_peak_5012_lociStitched	chr11(.):80161025-80163206	0.1875
1_MACS_peak_5013_lociStitched	chr11(.):80294775-80296643	0.2486
1_MACS_peak_5014_lociStitched	chr11(.):80526319-80528560	0.2188
1_MACS_peak_5015_lociStitched	chr11(.):80610777-80611936	0.2432
1_MACS_peak_5016_lociStitched	chr11(.):81104377-81107408	0.1362
2_MACS_peak_5017_lociStitched	chr11(.):81579959-81587140	0.211
1_MACS_peak_5019_lociStitched	chr11(.):81661531-81663093	0.1736
1_MACS_peak_5020_lociStitched	chr11(.):82467650-82469180	0.2803
1_MACS_peak_5021_lociStitched	chr11(.):82501533-82503064	0.272
1_MACS_peak_5022_lociStitched	chr11(.):82512948-82514843	0.1816
1_MACS_peak_5023_lociStitched	chr11(.):82610704-82613134	0.4031
3_MACS_peak_5024_lociStitched	chr11(.):82629686-82642183	0.1504
4_MACS_peak_5027_lociStitched	chr11(.):82666265-82689965	0.1514
1_MACS_peak_5031_lociStitched	chr11(.):82704288-82710565	0.2275
1_MACS_peak_5032_lociStitched	chr11(.):82717060-82719977	0.2041
1_MACS_peak_5033_lociStitched	chr11(.):82743932-82746923	0.196
3_MACS_peak_5034_lociStitched	chr11(.):82764457-82784622	0.2081
1_MACS_peak_5037_lociStitched	chr11(.):82827423-82830161	0.209
1_MACS_peak_5038_lociStitched	chr11(.):82851513-82853060	0.1928
1_MACS_peak_5039_lociStitched	chr11(.):82866354-82870131	0.2619
1_MACS_peak_5040_lociStitched	chr11(.):82883996-82885584	0.1819
1_MACS_peak_5041_lociStitched	chr11(.):82903728-82906300	0.3033
2_MACS_peak_5042_lociStitched	chr11(.):82995930-83001493	0.2237
1_MACS_peak_5044_lociStitched	chr11(.):83391840-83393230	0.2093
1_MACS_peak_5045_lociStitched	chr11(.):83902306-83903250	0.103
2_MACS_peak_5046_lociStitched	chr11(.):84425235-84433360	0.1254
1_MACS_peak_5048_lociStitched	chr11(.):84787067-84788501	0.2542
1_MACS_peak_5049_lociStitched	chr11(.):84807914-84808865	0.1426
1_MACS_peak_5050_lociStitched	chr11(.):84819680-84822576	0.2122
1_MACS_peak_5051_lociStitched	chr11(.):84834215-84835947	0.1729
1_MACS_peak_5052_lociStitched	chr11(.):84865040-84865855	0.1205
1_MACS_peak_5053_lociStitched	chr11(.):85027218-85029133	0.1714
1_MACS_peak_5054_lociStitched	chr11(.):85338031-85340276	0.2912
1_MACS_peak_5055_lociStitched	chr11(.):85358311-85359665	0.2057
1_MACS_peak_5056_lociStitched	chr11(.):85374345-85377023	0.2452
1_MACS_peak_5057_lociStitched	chr11(.):85410429-85412190	0.1495
1_MACS_peak_5058_lociStitched	chr11(.):85484907-85486702	0.1596
1_MACS_peak_5059_lociStitched	chr11(.):85511115-85512499	0.1999
1_MACS_peak_5060_lociStitched	chr11(.):85534240-85535999	0.164
1_MACS_peak_5061_lociStitched	chr11(.):85565250-85566771	0.2126
1_MACS_peak_5062_lociStitched	chr11(.):85777681-85782126	0.2214
1_MACS_peak_5063_lociStitched	chr11(.):85826446-85828632	0.2049
1_MACS_peak_5064_lociStitched	chr11(.):85849523-85850680	0.1638
1_MACS_peak_5065_lociStitched	chr11(.):85861870-85864060	0.265
1_MACS_peak_5066_lociStitched	chr11(.):85893519-85896354	0.214
1_MACS_peak_5067_lociStitched	chr11(.):85903244-85905415	0.246
1_MACS_peak_5068_lociStitched	chr11(.):85912886-85914559	0.2347
1_MACS_peak_5069_lociStitched	chr11(.):85954847-85957063	0.3097
1_MACS_peak_5070_lociStitched	chr11(.):86012836-86014343	0.3805
1_MACS_peak_5071_lociStitched	chr11(.):86262071-86263340	0.199
1_MACS_peak_5072_lociStitched	chr11(.):86382331-86383752	0.1801
1_MACS_peak_5073_lociStitched	chr11(.):86451715-86452640	0.1594
1_MACS_peak_5074_lociStitched	chr11(.):86511354-86512242	0.1309
2_MACS_peak_5075_lociStitched	chr11(.):86665827-86667982	0.1788
1_MACS_peak_5077_lociStitched	chr11(.):86747896-86749932	0.2643
1_MACS_peak_5078_lociStitched	chr11(.):86792129-86793434	0.1674
2_MACS_peak_5079_lociStitched	chr11(.):87063444-87071461	0.1705
1_MACS_peak_5081_lociStitched	chr11(.):87164024-87166804	0.1456
1_MACS_peak_5082_lociStitched	chr11(.):87429991-87431141	0.1256
1_MACS_peak_5083_lociStitched	chr11(.):88069533-88072175	0.2239
1_MACS_peak_5084_lociStitched	chr11(.):89060779-89062274	0.2178
1_MACS_peak_5085_lociStitched	chr11(.):89955345-89957220	0.321
1_MACS_peak_5086_lociStitched	chr11(.):91214868-91215344	0.1187
1_MACS_peak_5087_lociStitched	chr11(.):91318092-91319138	0.1548
1_MACS_peak_5088_lociStitched	chr11(.):92562944-92564721	0.2308
1_MACS_peak_5089_lociStitched	chr11(.):92929568-92931883	0.2356
1_MACS_peak_5090_lociStitched	chr11(.):93256838-93258208	0.1265
1_MACS_peak_5091_lociStitched	chr11(.):93275434-93276418	0.1142
1_MACS_peak_5092_lociStitched	chr11(.):93393964-93396053	0.1977
1_MACS_peak_5093_lociStitched	chr11(.):93450734-93452261	0.2462
1_MACS_peak_5094_lociStitched	chr11(.):93471255-93476125	0.2704
1_MACS_peak_5095_lociStitched	chr11(.):93516602-93518638	0.2458
1_MACS_peak_5096_lociStitched	chr11(.):93861035-93863548	0.308
1_MACS_peak_5097_lociStitched	chr11(.):94205955-94207801	0.2507
1_MACS_peak_5098_lociStitched	chr11(.):94226196-94227987	0.3038
1_MACS_peak_5099_lociStitched	chr11(.):94276328-94277969	0.1604
1_MACS_peak_5100_lociStitched	chr11(.):94500581-94503029	0.1563
1_MACS_peak_5101_lociStitched	chr11(.):94705993-94707539	0.2157
1_MACS_peak_5102_lociStitched	chr11(.):94799689-94802246	0.3192
1_MACS_peak_5103_lociStitched	chr11(.):94821584-94823982	0.2174
2_MACS_peak_5104_lociStitched	chr11(.):94883390-94887338	0.2466
1_MACS_peak_5106_lociStitched	chr11(.):94962364-94966559	0.2864
1_MACS_peak_5107_lociStitched	chr11(.):95069999-95071626	0.2581
1_MACS_peak_5108_lociStitched	chr11(.):95289149-95290441	0.1669
1_MACS_peak_5109_lociStitched	chr11(.):95412865-95414552	0.1954
1_MACS_peak_5110_lociStitched	chr11(.):95432190-95435004	0.1924
1_MACS_peak_5111_lociStitched	chr11(.):95448282-95449940	0.2228
1_MACS_peak_5112_lociStitched	chr11(.):95521660-95525095	0.2754
1_MACS_peak_5113_lociStitched	chr11(.):95656469-95658297	0.2051
1_MACS_peak_5114_lociStitched	chr11(.):95732208-95734410	0.2373
1_MACS_peak_5115_lociStitched	chr11(.):95761970-95764443	0.1403
2_MACS_peak_5116_lociStitched	chr11(.):95778176-95786379	0.1727
1_MACS_peak_5118_lociStitched	chr11(.):95917736-95919815	0.2047
1_MACS_peak_5119_lociStitched	chr11(.):95930508-95932184	0.2441
2_MACS_peak_5120_lociStitched	chr11(.):95940118-95950722	0.1932
1_MACS_peak_5122_lociStitched	chr11(.):95986206-95993849	0.1727
1_MACS_peak_5123_lociStitched	chr11(.):95999850-96002206	0.2491
1_MACS_peak_5124_lociStitched	chr11(.):96070343-96077205	0.2681
1_MACS_peak_5125_lociStitched	chr11(.):96122200-96124030	0.315
1_MACS_peak_5126_lociStitched	chr11(.):97234467-97236296	0.1428
1_MACS_peak_5127_lociStitched	chr11(.):97444663-97446898	0.1894
1_MACS_peak_5128_lociStitched	chr11(.):97613050-97615382	0.1117
1_MACS_peak_5129_lociStitched	chr11(.):97742386-97743370	0.1618
1_MACS_peak_5130_lociStitched	chr11(.):97750467-97751455	0.1833
1_MACS_peak_5131_lociStitched	chr11(.):98471392-98472666	0.157
1_MACS_peak_5132_lociStitched	chr11(.):98890649-98892586	0.2731
1_MACS_peak_5133_lociStitched	chr11(.):98938365-98942485	0.2266
1_MACS_peak_5134_lociStitched	chr11(.):98967355-98970920	0.1942
1_MACS_peak_5135_lociStitched	chr11(.):99032887-99034362	0.1771
1_MACS_peak_5136_lociStitched	chr11(.):99099762-99100738	0.137
2_MACS_peak_5137_lociStitched	chr11(.):100551446-100558707	0.1513
1_MACS_peak_5139_lociStitched	chr11(.):100605231-100606386	0.1808
1_MACS_peak_5140_lociStitched	chr11(.):100733502-100735018	0.1878
1_MACS_peak_5141_lociStitched	chr11(.):100747021-100748787	0.2111
1_MACS_peak_5142_lociStitched	chr11(.):100778825-100783122	0.2499
1_MACS_peak_5143_lociStitched	chr11(.):100997324-100998641	0.1414
1_MACS_peak_5144_lociStitched	chr11(.):101124370-101125560	0.2149
1_MACS_peak_5145_lociStitched	chr11(.):101785073-101787529	0.2504
1_MACS_peak_5146_lociStitched	chr11(.):101874253-101876562	0.1814
1_MACS_peak_5147_lociStitched	chr11(.):101980200-101982216	0.163
1_MACS_peak_5148_lociStitched	chr11(.):102164304-102165204	0.2611
3_MACS_peak_5149_lociStitched	chr11(.):102183171-102193781	0.1826
1_MACS_peak_5152_lociStitched	chr11(.):102216652-102219569	0.2605
1_MACS_peak_5153_lociStitched	chr11(.):102321685-102324779	0.2211
2_MACS_peak_5154_lociStitched	chr11(.):102344352-102348384	0.2
1_MACS_peak_5156_lociStitched	chr11(.):102851891-102853136	0.1744
1_MACS_peak_5157_lociStitched	chr11(.):102961999-102963689	0.1879
1_MACS_peak_5158_lociStitched	chr11(.):102979406-102980978	0.2548
1_MACS_peak_5159_lociStitched	chr11(.):103609296-103610644	0.1805
1_MACS_peak_5160_lociStitched	chr11(.):103694088-103695788	0.2001
2_MACS_peak_5161_lociStitched	chr11(.):103767009-103775682	0.1646
1_MACS_peak_5163_lociStitched	chr11(.):103828748-103831025	0.1954
1_MACS_peak_5164_lociStitched	chr11(.):104427201-104428724	0.1699
2_MACS_peak_5165_lociStitched	chr11(.):104570975-104578204	0.1913
1_MACS_peak_5167_lociStitched	chr11(.):104668742-104670818	0.2167
2_MACS_peak_5168_lociStitched	chr11(.):104747155-104752756	0.1428
1_MACS_peak_5170_lociStitched	chr11(.):104788234-104789785	0.2135
1_MACS_peak_5171_lociStitched	chr11(.):104804739-104806532	0.1855
1_MACS_peak_5172_lociStitched	chr11(.):104838180-104840256	0.2624
1_MACS_peak_5173_lociStitched	chr11(.):104904616-104906653	0.254
1_MACS_peak_5174_lociStitched	chr11(.):104914762-104916424	0.235
1_MACS_peak_5175_lociStitched	chr11(.):104941256-104942911	0.2826
1_MACS_peak_5176_lociStitched	chr11(.):104971141-104972779	0.2113
1_MACS_peak_5177_lociStitched	chr11(.):105113914-105116870	0.167
1_MACS_peak_5178_lociStitched	chr11(.):105892264-105893852	0.2673
1_MACS_peak_5179_lociStitched	chr11(.):105946699-105949428	0.2544
1_MACS_peak_5180_lociStitched	chr11(.):106887928-106889021	0.0827
1_MACS_peak_5181_lociStitched	chr11(.):107327959-107329221	0.328
1_MACS_peak_5182_lociStitched	chr11(.):107435328-107437314	0.2588
1_MACS_peak_5183_lociStitched	chr11(.):107461187-107462791	0.1872
1_MACS_peak_5184_lociStitched	chr11(.):107546380-107547643	0.2601
1_MACS_peak_5185_lociStitched	chr11(.):107602217-107605247	0.2211
1_MACS_peak_5186_lociStitched	chr11(.):107728430-107731420	0.2144
1_MACS_peak_5187_lociStitched	chr11(.):107799041-107799966	0.0847
1_MACS_peak_5188_lociStitched	chr11(.):107879197-107881085	0.2963
1_MACS_peak_5189_lociStitched	chr11(.):107991459-107993034	0.2458
1_MACS_peak_5190_lociStitched	chr11(.):108031218-108032493	0.2357
1_MACS_peak_5191_lociStitched	chr11(.):108044663-108046494	0.1766
1_MACS_peak_5192_lociStitched	chr11(.):108091851-108095437	0.3183
1_MACS_peak_5193_lociStitched	chr11(.):108336668-108339375	0.2473
1_MACS_peak_5194_lociStitched	chr11(.):108367901-108369836	0.1598
2_MACS_peak_5195_lociStitched	chr11(.):108463191-108465349	0.2034
1_MACS_peak_5197_lociStitched	chr11(.):108492067-108493249	0.1618
1_MACS_peak_5198_lociStitched	chr11(.):108723891-108726454	0.2803
1_MACS_peak_5199_lociStitched	chr11(.):108814367-108816930	0.164
1_MACS_peak_5200_lociStitched	chr11(.):109397644-109399232	0.2144
2_MACS_peak_5201_lociStitched	chr11(.):109653900-109657049	0.1745
2_MACS_peak_5203_lociStitched	chr11(.):109816168-109829253	0.1729
1_MACS_peak_5205_lociStitched	chr11(.):109840428-109845019	0.239
1_MACS_peak_5206_lociStitched	chr11(.):109853058-109856953	0.1932
1_MACS_peak_5207_lociStitched	chr11(.):109892583-109894190	0.1776
1_MACS_peak_5208_lociStitched	chr11(.):109902691-109904010	0.2309
2_MACS_peak_5209_lociStitched	chr11(.):109958719-109965331	0.1176
1_MACS_peak_5211_lociStitched	chr11(.):110166018-110168384	0.1761
1_MACS_peak_5212_lociStitched	chr11(.):110300174-110302236	0.202
1_MACS_peak_5213_lociStitched	chr11(.):110582186-110584167	0.1304
1_MACS_peak_5214_lociStitched	chr11(.):110648448-110649949	0.1755
1_MACS_peak_5215_lociStitched	chr11(.):110789462-110791226	0.1967
1_MACS_peak_5216_lociStitched	chr11(.):111046357-111051079	0.2135
1_MACS_peak_5217_lociStitched	chr11(.):111100710-111102327	0.1945
1_MACS_peak_5218_lociStitched	chr11(.):111142299-111144297	0.1895
4_MACS_peak_5219_lociStitched	chr11(.):111231784-111251784	0.2009
1_MACS_peak_5223_lociStitched	chr11(.):111258756-111260560	0.1939
