GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
1_MACS_peak_2741_lociStitched	chr11(.):128763242-128764550	0.9356
1_MACS_peak_2742_lociStitched	chr11(.):129149314-129150452	0.5473
1_MACS_peak_2743_lociStitched	chr11(.):129222297-129223307	1.1202
3_MACS_peak_2744_lociStitched	chr11(.):129238184-129247267	0.4778
1_MACS_peak_2747_lociStitched	chr11(.):129263684-129265167	0.712
1_MACS_peak_2748_lociStitched	chr11(.):129286886-129288983	2.5587
1_MACS_peak_2749_lociStitched	chr11(.):129397336-129398976	2.0121
1_MACS_peak_2750_lociStitched	chr11(.):129716659-129717533	0.7869
1_MACS_peak_2751_lociStitched	chr11(.):129871900-129874151	0.7896
1_MACS_peak_2752_lociStitched	chr11(.):130015778-130017378	1.0963
3_MACS_peak_2753_lociStitched	chr11(.):130045453-130052302	0.653
1_MACS_peak_2756_lociStitched	chr11(.):130170231-130171141	0.4481
1_MACS_peak_2757_lociStitched	chr11(.):130184861-130186088	0.4428
1_MACS_peak_2758_lociStitched	chr11(.):130522110-130523202	1.1922
1_MACS_peak_2759_lociStitched	chr11(.):130635260-130637975	1.5927
3_MACS_peak_2760_lociStitched	chr11(.):130670702-130677655	0.7413
1_MACS_peak_2763_lociStitched	chr11(.):130687150-130688245	0.8072
2_MACS_peak_2764_lociStitched	chr11(.):130701057-130705451	0.8096
1_MACS_peak_2766_lociStitched	chr11(.):130716057-130719280	1.0503
1_MACS_peak_2767_lociStitched	chr11(.):131056233-131057115	0.4866
1_MACS_peak_2768_lociStitched	chr11(.):131248434-131249652	0.7301
1_MACS_peak_2769_lociStitched	chr11(.):132159250-132160242	0.765
1_MACS_peak_2770_lociStitched	chr11(.):132227100-132229313	1.6087
1_MACS_peak_2771_lociStitched	chr11(.):132278603-132279388	0.5713
2_MACS_peak_2772_lociStitched	chr11(.):132588700-132592097	0.606
1_MACS_peak_2774_lociStitched	chr11(.):133138818-133139729	0.7899
2_MACS_peak_2775_lociStitched	chr11(.):133172764-133176761	0.5601
1_MACS_peak_2777_lociStitched	chr11(.):134093616-134094803	0.7172
3_MACS_peak_2778_lociStitched	chr11(.):134453042-134458927	0.3974
1_MACS_peak_2781_lociStitched	chr11(.):134508637-134509693	0.752
1_MACS_peak_2782_lociStitched	chr11(.):134531928-134532969	0.663
1_MACS_peak_2783_lociStitched	chr12(.):94963-95861	1.6371
1_MACS_peak_2784_lociStitched	chr12(.):497617-499027	0.6683
1_MACS_peak_2785_lociStitched	chr12(.):751487-752121	0.5786
1_MACS_peak_2786_lociStitched	chr12(.):783226-784396	0.6183
1_MACS_peak_2787_lociStitched	chr12(.):1099157-1100359	0.7112
1_MACS_peak_2788_lociStitched	chr12(.):1294176-1295645	0.5562
1_MACS_peak_2789_lociStitched	chr12(.):1531471-1533756	1.9972
1_MACS_peak_2790_lociStitched	chr12(.):1642185-1644527	0.8707
1_MACS_peak_2791_lociStitched	chr12(.):1662882-1664789	1.2687
1_MACS_peak_2792_lociStitched	chr12(.):1692305-1693093	0.5159
1_MACS_peak_2793_lociStitched	chr12(.):1799623-1800633	0.5079
1_MACS_peak_2794_lociStitched	chr12(.):2113093-2114173	0.6475
1_MACS_peak_2795_lociStitched	chr12(.):2260984-2262016	0.5999
1_MACS_peak_2796_lociStitched	chr12(.):2357718-2359048	0.8347
1_MACS_peak_2797_lociStitched	chr12(.):2406511-2407567	0.5905
1_MACS_peak_2798_lociStitched	chr12(.):2445121-2446352	1.5858
1_MACS_peak_2799_lociStitched	chr12(.):2487488-2488609	0.7522
1_MACS_peak_2800_lociStitched	chr12(.):2800424-2801600	0.5353
1_MACS_peak_2801_lociStitched	chr12(.):2921281-2922554	0.7872
1_MACS_peak_2802_lociStitched	chr12(.):3978860-3979709	0.7589
1_MACS_peak_2803_lociStitched	chr12(.):4178020-4179532	0.7151
1_MACS_peak_2804_lociStitched	chr12(.):4224863-4229261	2.5766
3_MACS_peak_2805_lociStitched	chr12(.):4251612-4261565	0.4573
1_MACS_peak_2808_lociStitched	chr12(.):4354312-4355904	0.8847
1_MACS_peak_2809_lociStitched	chr12(.):4378275-4383501	0.8554
1_MACS_peak_2810_lociStitched	chr12(.):4421174-4422104	0.6553
2_MACS_peak_2811_lociStitched	chr12(.):4614260-4616704	0.5831
2_MACS_peak_2813_lociStitched	chr12(.):4643934-4648587	0.4844
1_MACS_peak_2815_lociStitched	chr12(.):6319176-6320227	0.8361
1_MACS_peak_2816_lociStitched	chr12(.):6344198-6345050	0.528
1_MACS_peak_2817_lociStitched	chr12(.):6469034-6470873	1.1597
1_MACS_peak_2818_lociStitched	chr12(.):6476585-6477449	0.4476
1_MACS_peak_2819_lociStitched	chr12(.):6535986-6536810	0.465
1_MACS_peak_2820_lociStitched	chr12(.):6560149-6562203	0.8396
1_MACS_peak_2821_lociStitched	chr12(.):6569612-6571785	1.0019
1_MACS_peak_2822_lociStitched	chr12(.):6641237-6645126	0.9313
1_MACS_peak_2823_lociStitched	chr12(.):6832596-6834227	0.8755
1_MACS_peak_2824_lociStitched	chr12(.):6861856-6863322	0.6307
1_MACS_peak_2825_lociStitched	chr12(.):6999686-7001016	1.0723
1_MACS_peak_2826_lociStitched	chr12(.):7030785-7032694	0.9509
4_MACS_peak_2827_lociStitched	chr12(.):7052118-7069295	0.6756
1_MACS_peak_2831_lociStitched	chr12(.):7079311-7080669	0.6093
1_MACS_peak_2832_lociStitched	chr12(.):8178623-8180118	0.807
1_MACS_peak_2833_lociStitched	chr12(.):8218531-8219490	0.7241
1_MACS_peak_2834_lociStitched	chr12(.):8286347-8287156	0.8778
1_MACS_peak_2835_lociStitched	chr12(.):8350434-8351152	0.3748
2_MACS_peak_2836_lociStitched	chr12(.):8468258-8473976	0.6298
1_MACS_peak_2838_lociStitched	chr12(.):8495351-8496401	0.5394
1_MACS_peak_2839_lociStitched	chr12(.):8645377-8646386	0.9417
1_MACS_peak_2840_lociStitched	chr12(.):8781694-8782647	0.5352
1_MACS_peak_2841_lociStitched	chr12(.):8796737-8798000	0.7326
1_MACS_peak_2842_lociStitched	chr12(.):9435876-9437534	0.5342
1_MACS_peak_2843_lociStitched	chr12(.):9457790-9458780	0.6231
1_MACS_peak_2844_lociStitched	chr12(.):9573929-9575185	0.713
1_MACS_peak_2845_lociStitched	chr12(.):9597925-9601684	0.7106
1_MACS_peak_2846_lociStitched	chr12(.):9655197-9656144	0.8346
1_MACS_peak_2847_lociStitched	chr12(.):9716583-9717864	1.4331
1_MACS_peak_2848_lociStitched	chr12(.):9767599-9768993	0.8315
2_MACS_peak_2849_lociStitched	chr12(.):9800397-9804150	0.8611
1_MACS_peak_2851_lociStitched	chr12(.):9858454-9859438	0.5127
1_MACS_peak_2852_lociStitched	chr12(.):9873979-9875090	0.7559
1_MACS_peak_2853_lociStitched	chr12(.):9893880-9896169	1.4106
1_MACS_peak_2854_lociStitched	chr12(.):9916897-9918508	2.2236
1_MACS_peak_2855_lociStitched	chr12(.):10110222-10111284	0.6598
1_MACS_peak_2856_lociStitched	chr12(.):10194151-10196444	1.0224
1_MACS_peak_2857_lociStitched	chr12(.):10217489-10218389	0.531
1_MACS_peak_2858_lociStitched	chr12(.):10242069-10243340	0.9271
1_MACS_peak_2859_lociStitched	chr12(.):10281948-10283383	1.5596
1_MACS_peak_2860_lociStitched	chr12(.):10300077-10301754	1.1341
1_MACS_peak_2861_lociStitched	chr12(.):10364542-10366373	0.6452
1_MACS_peak_2862_lociStitched	chr12(.):10396082-10397108	0.9422
1_MACS_peak_2863_lociStitched	chr12(.):10526329-10527217	0.6104
1_MACS_peak_2864_lociStitched	chr12(.):11323370-11324827	0.4643
1_MACS_peak_2865_lociStitched	chr12(.):11721470-11722424	0.5794
1_MACS_peak_2866_lociStitched	chr12(.):11801328-11802520	0.6876
1_MACS_peak_2867_lociStitched	chr12(.):11884541-11885697	0.5868
4_MACS_peak_2868_lociStitched	chr12(.):11902447-11912649	0.5379
1_MACS_peak_2872_lociStitched	chr12(.):11918289-11919708	0.6583
1_MACS_peak_2873_lociStitched	chr12(.):11933332-11934634	1.1064
2_MACS_peak_2874_lociStitched	chr12(.):11959561-11966171	0.3757
1_MACS_peak_2876_lociStitched	chr12(.):11974756-11975858	0.608
1_MACS_peak_2877_lociStitched	chr12(.):11988831-11990386	1.4832
1_MACS_peak_2878_lociStitched	chr12(.):12047525-12048617	0.9199
1_MACS_peak_2879_lociStitched	chr12(.):12133007-12134842	0.9189
1_MACS_peak_2880_lociStitched	chr12(.):12162802-12164186	0.9785
1_MACS_peak_2881_lociStitched	chr12(.):12177432-12178915	1.5683
1_MACS_peak_2882_lociStitched	chr12(.):12509243-12510700	0.7517
1_MACS_peak_2883_lociStitched	chr12(.):12560873-12561819	0.7274
1_MACS_peak_2884_lociStitched	chr12(.):12713902-12714892	0.5395
1_MACS_peak_2885_lociStitched	chr12(.):12848834-12850479	0.8295
3_MACS_peak_2886_lociStitched	chr12(.):12866626-12880283	0.691
1_MACS_peak_2889_lociStitched	chr12(.):12939447-12940749	0.5425
1_MACS_peak_2890_lociStitched	chr12(.):12950156-12951267	0.6687
1_MACS_peak_2891_lociStitched	chr12(.):12960567-12961917	0.7571
1_MACS_peak_2892_lociStitched	chr12(.):13104862-13105784	0.5833
1_MACS_peak_2893_lociStitched	chr12(.):13223959-13225379	0.6687
3_MACS_peak_2894_lociStitched	chr12(.):13246841-13255251	0.5899
1_MACS_peak_2897_lociStitched	chr12(.):13318063-13319253	0.9654
1_MACS_peak_2898_lociStitched	chr12(.):13331869-13333669	0.7792
1_MACS_peak_2899_lociStitched	chr12(.):13535731-13537057	0.7239
1_MACS_peak_2900_lociStitched	chr12(.):13625526-13626268	0.6259
1_MACS_peak_2901_lociStitched	chr12(.):14104743-14105706	0.4913
1_MACS_peak_2902_lociStitched	chr12(.):14373813-14374571	0.5067
1_MACS_peak_2903_lociStitched	chr12(.):14410069-14411437	1.2457
2_MACS_peak_2904_lociStitched	chr12(.):14518015-14520731	0.6544
1_MACS_peak_2906_lociStitched	chr12(.):14547135-14548183	0.6332
1_MACS_peak_2907_lociStitched	chr12(.):14922321-14924587	1.1357
1_MACS_peak_2908_lociStitched	chr12(.):15037172-15038173	0.5735
2_MACS_peak_2909_lociStitched	chr12(.):15104947-15107833	0.7653
1_MACS_peak_2911_lociStitched	chr12(.):15113632-15115226	0.7291
1_MACS_peak_2912_lociStitched	chr12(.):15441782-15442880	0.8878
1_MACS_peak_2913_lociStitched	chr12(.):16351542-16352523	0.4948
1_MACS_peak_2914_lociStitched	chr12(.):16919407-16920344	0.7255
1_MACS_peak_2915_lociStitched	chr12(.):16942152-16943021	0.6829
1_MACS_peak_2916_lociStitched	chr12(.):16985989-16986900	0.7033
1_MACS_peak_2917_lociStitched	chr12(.):17010058-17011114	0.7593
1_MACS_peak_2918_lociStitched	chr12(.):18406108-18406888	0.4606
1_MACS_peak_2919_lociStitched	chr12(.):18620384-18621454	0.7156
1_MACS_peak_2920_lociStitched	chr12(.):20046844-20048531	1.287
1_MACS_peak_2921_lociStitched	chr12(.):20952878-20953746	0.5296
1_MACS_peak_2922_lociStitched	chr12(.):21809567-21811417	0.6187
1_MACS_peak_2923_lociStitched	chr12(.):22408776-22409793	0.6725
1_MACS_peak_2924_lociStitched	chr12(.):22583752-22584742	0.4533
1_MACS_peak_2925_lociStitched	chr12(.):22696292-22698205	0.7227
1_MACS_peak_2926_lociStitched	chr12(.):22840147-22841322	1.2334
1_MACS_peak_2927_lociStitched	chr12(.):22847671-22848761	0.5905
1_MACS_peak_2928_lociStitched	chr12(.):23178287-23179221	0.4911
1_MACS_peak_2929_lociStitched	chr12(.):23375435-23376472	0.7609
1_MACS_peak_2930_lociStitched	chr12(.):23713200-23714258	0.8348
1_MACS_peak_2931_lociStitched	chr12(.):24201972-24202730	0.5643
2_MACS_peak_2932_lociStitched	chr12(.):24324666-24331590	0.3668
1_MACS_peak_2934_lociStitched	chr12(.):24858278-24859365	1.3056
1_MACS_peak_2935_lociStitched	chr12(.):24966695-24968355	0.6572
1_MACS_peak_2936_lociStitched	chr12(.):25102955-25104119	0.8045
1_MACS_peak_2937_lociStitched	chr12(.):25150178-25151917	1.2134
1_MACS_peak_2938_lociStitched	chr12(.):25173052-25174250	0.89
1_MACS_peak_2939_lociStitched	chr12(.):25204339-25206014	0.8997
1_MACS_peak_2940_lociStitched	chr12(.):25347462-25348929	0.7262
2_MACS_peak_2941_lociStitched	chr12(.):25402454-25404799	0.8742
2_MACS_peak_2943_lociStitched	chr12(.):25484829-25487597	1.0106
1_MACS_peak_2945_lociStitched	chr12(.):25537986-25540852	1.0985
1_MACS_peak_2946_lociStitched	chr12(.):26110901-26111541	0.3809
2_MACS_peak_2947_lociStitched	chr12(.):26241387-26246256	0.5826
4_MACS_peak_2949_lociStitched	chr12(.):26265969-26279997	0.748
2_MACS_peak_2953_lociStitched	chr12(.):26306164-26311193	0.9604
1_MACS_peak_2955_lociStitched	chr12(.):26427265-26428343	0.7353
1_MACS_peak_2956_lociStitched	chr12(.):26451211-26452750	1.4269
1_MACS_peak_2957_lociStitched	chr12(.):26921679-26922797	0.7652
1_MACS_peak_2958_lociStitched	chr12(.):26950787-26951598	0.3968
1_MACS_peak_2959_lociStitched	chr12(.):26984939-26987419	0.6021
2_MACS_peak_2960_lociStitched	chr12(.):27019704-27024698	0.5166
1_MACS_peak_2962_lociStitched	chr12(.):27059403-27060408	0.7197
1_MACS_peak_2963_lociStitched	chr12(.):27166712-27168284	0.889
1_MACS_peak_2964_lociStitched	chr12(.):27316985-27318358	0.9108
2_MACS_peak_2965_lociStitched	chr12(.):27331108-27339671	0.8739
1_MACS_peak_2967_lociStitched	chr12(.):27373459-27375450	1.3563
1_MACS_peak_2968_lociStitched	chr12(.):27390411-27391765	0.7305
1_MACS_peak_2969_lociStitched	chr12(.):27583628-27585012	0.7429
1_MACS_peak_2970_lociStitched	chr12(.):27820045-27821157	0.9613
1_MACS_peak_2971_lociStitched	chr12(.):27915684-27916461	0.8884
1_MACS_peak_2972_lociStitched	chr12(.):28014415-28015507	0.9513
1_MACS_peak_2973_lociStitched	chr12(.):28122363-28123309	1.0939
1_MACS_peak_2974_lociStitched	chr12(.):28239150-28240038	0.6047
1_MACS_peak_2975_lociStitched	chr12(.):28342560-28344443	0.7167
1_MACS_peak_2976_lociStitched	chr12(.):28695742-28697331	0.5205
1_MACS_peak_2977_lociStitched	chr12(.):28930303-28931574	1.1756
1_MACS_peak_2978_lociStitched	chr12(.):28949512-28950320	0.7142
1_MACS_peak_2979_lociStitched	chr12(.):29256108-29257215	1.0369
1_MACS_peak_2980_lociStitched	chr12(.):29263428-29264362	0.5445
1_MACS_peak_2981_lociStitched	chr12(.):29301707-29302700	0.4704
1_MACS_peak_2982_lociStitched	chr12(.):29317216-29318557	1.0378
1_MACS_peak_2983_lociStitched	chr12(.):29533095-29534857	0.7238
1_MACS_peak_2984_lociStitched	chr12(.):29669125-29670015	0.6029
1_MACS_peak_2985_lociStitched	chr12(.):29697255-29698709	0.769
1_MACS_peak_2986_lociStitched	chr12(.):29903229-29904275	0.899
1_MACS_peak_2987_lociStitched	chr12(.):29934767-29936258	0.7943
1_MACS_peak_2988_lociStitched	chr12(.):30907499-30908783	0.7198
1_MACS_peak_2989_lociStitched	chr12(.):31003976-31004965	0.9014
1_MACS_peak_2990_lociStitched	chr12(.):31092058-31092880	0.5723
1_MACS_peak_2991_lociStitched	chr12(.):31225999-31228119	0.8789
2_MACS_peak_2992_lociStitched	chr12(.):31248393-31254301	0.6196
1_MACS_peak_2994_lociStitched	chr12(.):31278398-31279468	0.5058
1_MACS_peak_2995_lociStitched	chr12(.):31335682-31336826	0.7577
1_MACS_peak_2996_lociStitched	chr12(.):31514841-31516792	0.8562
1_MACS_peak_2997_lociStitched	chr12(.):31555813-31556687	0.5341
1_MACS_peak_2998_lociStitched	chr12(.):31755965-31757218	0.8433
1_MACS_peak_2999_lociStitched	chr12(.):31788979-31790183	0.7396
2_MACS_peak_3000_lociStitched	chr12(.):31901694-31906064	0.656
1_MACS_peak_3002_lociStitched	chr12(.):32039664-32040898	0.9765
1_MACS_peak_3003_lociStitched	chr12(.):32048828-32050769	1.939
1_MACS_peak_3004_lociStitched	chr12(.):32111612-32113110	0.591
1_MACS_peak_3005_lociStitched	chr12(.):32259380-32260325	0.5213
3_MACS_peak_3006_lociStitched	chr12(.):32286871-32298072	0.3428
1_MACS_peak_3009_lociStitched	chr12(.):32417717-32418698	0.5268
1_MACS_peak_3010_lociStitched	chr12(.):32425002-32426756	0.6225
2_MACS_peak_3011_lociStitched	chr12(.):32615337-32622058	0.422
1_MACS_peak_3013_lociStitched	chr12(.):32634330-32637292	1.0621
1_MACS_peak_3014_lociStitched	chr12(.):32664667-32665863	0.6905
2_MACS_peak_3015_lociStitched	chr12(.):32673908-32677252	0.7314
1_MACS_peak_3017_lociStitched	chr12(.):32711373-32712989	0.8483
1_MACS_peak_3018_lociStitched	chr12(.):33030349-33031217	0.4242
1_MACS_peak_3019_lociStitched	chr12(.):33038036-33039699	1.2854
2_MACS_peak_3020_lociStitched	chr12(.):33054889-33060440	0.5328
1_MACS_peak_3022_lociStitched	chr12(.):33740745-33741956	0.662
1_MACS_peak_3023_lociStitched	chr12(.):33786925-33788253	1.2129
1_MACS_peak_3024_lociStitched	chr12(.):34174872-34175794	0.5648
1_MACS_peak_3025_lociStitched	chr12(.):38858782-38859662	0.5391
2_MACS_peak_3026_lociStitched	chr12(.):38931804-38938873	0.5161
1_MACS_peak_3028_lociStitched	chr12(.):39168978-39169973	1.0467
1_MACS_peak_3029_lociStitched	chr12(.):39599453-39600341	0.5436
1_MACS_peak_3030_lociStitched	chr12(.):39836660-39837757	0.5584
1_MACS_peak_3031_lociStitched	chr12(.):40012547-40015861	0.8942
1_MACS_peak_3032_lociStitched	chr12(.):40146205-40147239	0.7351
1_MACS_peak_3033_lociStitched	chr12(.):40442824-40443736	0.5371
1_MACS_peak_3034_lociStitched	chr12(.):40511427-40512296	0.5546
1_MACS_peak_3035_lociStitched	chr12(.):40530776-40531703	0.5959
1_MACS_peak_3036_lociStitched	chr12(.):40562403-40563302	0.6571
1_MACS_peak_3037_lociStitched	chr12(.):40656202-40657137	0.5415
1_MACS_peak_3038_lociStitched	chr12(.):41164199-41165166	0.6912
1_MACS_peak_3039_lociStitched	chr12(.):41870035-41870954	0.4746
1_MACS_peak_3040_lociStitched	chr12(.):42163300-42164324	0.7385
1_MACS_peak_3041_lociStitched	chr12(.):42693063-42694349	0.5748
1_MACS_peak_3042_lociStitched	chr12(.):42754137-42755269	0.8289
1_MACS_peak_3043_lociStitched	chr12(.):42861816-42863775	0.8012
1_MACS_peak_3044_lociStitched	chr12(.):43072872-43073774	0.4433
1_MACS_peak_3045_lociStitched	chr12(.):43261855-43262750	0.6183
1_MACS_peak_3046_lociStitched	chr12(.):43671946-43672763	0.6069
1_MACS_peak_3047_lociStitched	chr12(.):44688096-44689146	0.5542
1_MACS_peak_3048_lociStitched	chr12(.):44701066-44702343	0.5802
1_MACS_peak_3049_lociStitched	chr12(.):45598862-45599856	0.8619
2_MACS_peak_3050_lociStitched	chr12(.):46062562-46064967	0.7882
1_MACS_peak_3052_lociStitched	chr12(.):46120508-46123229	1.0275
1_MACS_peak_3053_lociStitched	chr12(.):46131087-46132069	0.782
1_MACS_peak_3054_lociStitched	chr12(.):46383318-46386058	0.7766
1_MACS_peak_3055_lociStitched	chr12(.):46502069-46503294	1.3406
2_MACS_peak_3056_lociStitched	chr12(.):46608205-46612640	1.1789
2_MACS_peak_3058_lociStitched	chr12(.):46660107-46663381	0.8116
1_MACS_peak_3060_lociStitched	chr12(.):46754327-46755298	0.6147
1_MACS_peak_3061_lociStitched	chr12(.):46764748-46768065	0.7508
3_MACS_peak_3062_lociStitched	chr12(.):46776428-46785253	0.5576
2_MACS_peak_3065_lociStitched	chr12(.):46792984-46798540	0.3801
1_MACS_peak_3067_lociStitched	chr12(.):46863454-46864590	0.6728
1_MACS_peak_3068_lociStitched	chr12(.):46893206-46895016	1.6198
2_MACS_peak_3069_lociStitched	chr12(.):46910132-46918577	0.5435
1_MACS_peak_3071_lociStitched	chr12(.):46942929-46944586	1.9445
1_MACS_peak_3072_lociStitched	chr12(.):46954387-46955448	0.7082
1_MACS_peak_3073_lociStitched	chr12(.):46979346-46980339	0.6197
1_MACS_peak_3074_lociStitched	chr12(.):47058437-47059420	0.7726
1_MACS_peak_3075_lociStitched	chr12(.):47609129-47611192	0.8028
1_MACS_peak_3076_lociStitched	chr12(.):47757487-47758459	0.636
1_MACS_peak_3077_lociStitched	chr12(.):47935127-47936161	0.6184
2_MACS_peak_3078_lociStitched	chr12(.):48201353-48208351	0.6079
1_MACS_peak_3080_lociStitched	chr12(.):48261994-48262971	0.8128
1_MACS_peak_3081_lociStitched	chr12(.):48287399-48288642	1.0558
1_MACS_peak_3082_lociStitched	chr12(.):48498819-48500605	0.8009
1_MACS_peak_3083_lociStitched	chr12(.):48590995-48592702	0.793
1_MACS_peak_3084_lociStitched	chr12(.):48906332-48907369	0.5718
1_MACS_peak_3085_lociStitched	chr12(.):49109906-49111640	1.0369
1_MACS_peak_3086_lociStitched	chr12(.):49137646-49138846	0.966
1_MACS_peak_3087_lociStitched	chr12(.):49245322-49246559	0.7008
1_MACS_peak_3088_lociStitched	chr12(.):49454096-49455229	0.6653
1_MACS_peak_3089_lociStitched	chr12(.):49523580-49525303	0.6833
1_MACS_peak_3090_lociStitched	chr12(.):49627991-49629447	0.551
1_MACS_peak_3091_lociStitched	chr12(.):49762917-49764950	0.8058
1_MACS_peak_3092_lociStitched	chr12(.):49822617-49823855	0.7458
1_MACS_peak_3093_lociStitched	chr12(.):50016073-50017430	0.6865
2_MACS_peak_3094_lociStitched	chr12(.):50056371-50059394	0.9053
1_MACS_peak_3096_lociStitched	chr12(.):50082695-50083724	0.5324
1_MACS_peak_3097_lociStitched	chr12(.):50134764-50136390	0.7998
1_MACS_peak_3098_lociStitched	chr12(.):50503444-50505279	0.6226
1_MACS_peak_3099_lociStitched	chr12(.):50898261-50899586	0.5719
1_MACS_peak_3100_lociStitched	chr12(.):51157086-51158567	0.5861
2_MACS_peak_3101_lociStitched	chr12(.):51312338-51319256	0.4872
1_MACS_peak_3103_lociStitched	chr12(.):51372871-51373986	0.7188
3_MACS_peak_3104_lociStitched	chr12(.):51714260-51721300	0.6494
1_MACS_peak_3107_lociStitched	chr12(.):51762285-51763355	1.2217
1_MACS_peak_3108_lociStitched	chr12(.):51785358-51786787	0.5188
2_MACS_peak_3109_lociStitched	chr12(.):52426295-52431273	0.4996
1_MACS_peak_3111_lociStitched	chr12(.):52444041-52446005	1.2646
1_MACS_peak_3112_lociStitched	chr12(.):52462905-52464334	0.8527
1_MACS_peak_3113_lociStitched	chr12(.):52498072-52499154	0.6395
1_MACS_peak_3114_lociStitched	chr12(.):52511787-52513008	0.9578
1_MACS_peak_3115_lociStitched	chr12(.):53399445-53401038	0.6429
4_MACS_peak_3116_lociStitched	chr12(.):53582336-53601450	0.8309
1_MACS_peak_3120_lociStitched	chr12(.):53846085-53847360	0.5122
4_MACS_peak_3121_lociStitched	chr12(.):53853952-53869625	0.6575
1_MACS_peak_3125_lociStitched	chr12(.):53945623-53946771	0.5141
1_MACS_peak_3126_lociStitched	chr12(.):54673103-54675266	0.8016
1_MACS_peak_3127_lociStitched	chr12(.):55142830-55144012	0.622
1_MACS_peak_3128_lociStitched	chr12(.):55352822-55354188	0.7007
1_MACS_peak_3129_lociStitched	chr12(.):56122481-56123434	0.4553
1_MACS_peak_3130_lociStitched	chr12(.):56222676-56223983	0.6169
1_MACS_peak_3131_lociStitched	chr12(.):56320183-56322297	0.695
1_MACS_peak_3132_lociStitched	chr12(.):56389683-56390491	0.653
1_MACS_peak_3133_lociStitched	chr12(.):56511248-56512583	0.7654
1_MACS_peak_3134_lociStitched	chr12(.):56545289-56546895	0.6958
1_MACS_peak_3135_lociStitched	chr12(.):56583694-56584755	0.7529
1_MACS_peak_3136_lociStitched	chr12(.):56651741-56652657	0.5891
3_MACS_peak_3137_lociStitched	chr12(.):56726916-56733181	0.6075
1_MACS_peak_3140_lociStitched	chr12(.):56752129-56754903	0.8279
2_MACS_peak_3141_lociStitched	chr12(.):57022321-57029450	0.4192
2_MACS_peak_3143_lociStitched	chr12(.):57076717-57083258	0.7135
1_MACS_peak_3145_lociStitched	chr12(.):57094008-57095012	0.5977
1_MACS_peak_3146_lociStitched	chr12(.):57106704-57108997	1.0046
1_MACS_peak_3147_lociStitched	chr12(.):57118345-57119982	0.7709
1_MACS_peak_3148_lociStitched	chr12(.):57145290-57146617	0.6868
1_MACS_peak_3149_lociStitched	chr12(.):57457578-57458536	0.7583
1_MACS_peak_3150_lociStitched	chr12(.):57504832-57506677	0.6977
1_MACS_peak_3151_lociStitched	chr12(.):57824475-57825510	0.6
1_MACS_peak_3152_lociStitched	chr12(.):57881215-57882688	0.6042
1_MACS_peak_3153_lociStitched	chr12(.):57913494-57916572	0.9333
1_MACS_peak_3154_lociStitched	chr12(.):58230037-58231116	0.7212
1_MACS_peak_3155_lociStitched	chr12(.):58239989-58241353	0.5909
2_MACS_peak_3156_lociStitched	chr12(.):58291908-58299719	0.4626
2_MACS_peak_3158_lociStitched	chr12(.):58329468-58335786	0.3728
1_MACS_peak_3160_lociStitched	chr12(.):58558144-58559167	0.906
1_MACS_peak_3161_lociStitched	chr12(.):58818225-58820393	0.8055
2_MACS_peak_3162_lociStitched	chr12(.):59575764-59579878	0.5088
1_MACS_peak_3164_lociStitched	chr12(.):59865928-59866709	0.4703
1_MACS_peak_3165_lociStitched	chr12(.):59893184-59894300	0.7931
1_MACS_peak_3166_lociStitched	chr12(.):61169327-61170079	0.6705
1_MACS_peak_3167_lociStitched	chr12(.):62264489-62265351	0.573
1_MACS_peak_3168_lociStitched	chr12(.):62652991-62655083	0.655
1_MACS_peak_3169_lociStitched	chr12(.):62995531-62997869	0.842
1_MACS_peak_3170_lociStitched	chr12(.):64057736-64058969	0.7313
1_MACS_peak_3171_lociStitched	chr12(.):64173598-64174676	0.4839
1_MACS_peak_3172_lociStitched	chr12(.):64798200-64799483	0.6914
1_MACS_peak_3173_lociStitched	chr12(.):65058916-65060676	0.6482
1_MACS_peak_3174_lociStitched	chr12(.):65131008-65132122	0.9796
1_MACS_peak_3175_lociStitched	chr12(.):65549868-65550723	0.5313
1_MACS_peak_3176_lociStitched	chr12(.):65562419-65563619	0.6313
1_MACS_peak_3177_lociStitched	chr12(.):65598898-65600383	0.5288
1_MACS_peak_3178_lociStitched	chr12(.):66562772-66564330	0.7518
1_MACS_peak_3179_lociStitched	chr12(.):66597396-66598234	0.5736
1_MACS_peak_3180_lociStitched	chr12(.):66625753-66626756	0.9373
1_MACS_peak_3181_lociStitched	chr12(.):66696177-66697973	0.6797
1_MACS_peak_3182_lociStitched	chr12(.):66894210-66895364	1.1007
1_MACS_peak_3183_lociStitched	chr12(.):67090746-67091844	0.5736
1_MACS_peak_3184_lociStitched	chr12(.):67294623-67295791	0.8479
1_MACS_peak_3185_lociStitched	chr12(.):67500678-67501693	0.6011
1_MACS_peak_3186_lociStitched	chr12(.):67661906-67664547	0.8364
1_MACS_peak_3187_lociStitched	chr12(.):67714379-67715380	0.7594
2_MACS_peak_3188_lociStitched	chr12(.):67842899-67846807	0.7646
1_MACS_peak_3190_lociStitched	chr12(.):67909077-67910410	0.9246
1_MACS_peak_3191_lociStitched	chr12(.):68024297-68025117	0.4645
1_MACS_peak_3192_lociStitched	chr12(.):68092236-68093304	0.9781
2_MACS_peak_3193_lociStitched	chr12(.):68151595-68159452	0.376
