GENE_ID	locusLine	bin_1_35_0EXN_0229Kronos_MM1S-No-Treatment-1_Input_hs_i77.bam
11_MACS_peak_10430_lociStitched	chr15(.):77904907-77920295	0.0901
7_MACS_peak_10441_lociStitched	chr15(.):77921317-77937848	0.0996
1_MACS_peak_10448_lociStitched	chr15(.):77939729-77940110	0.1252
5_MACS_peak_10449_lociStitched	chr15(.):77945018-77955964	0.0893
1_MACS_peak_10454_lociStitched	chr15(.):77957347-77957707	0.1112
1_MACS_peak_10455_lociStitched	chr15(.):77959659-77960077	0.0891
6_MACS_peak_10456_lociStitched	chr15(.):77961712-77969508	0.0933
2_MACS_peak_10462_lociStitched	chr15(.):77973101-77974915	0.0944
5_MACS_peak_10464_lociStitched	chr15(.):77978410-77984001	0.0827
1_MACS_peak_10469_lociStitched	chr15(.):77986070-77986466	0.065
1_MACS_peak_10470_lociStitched	chr15(.):77987639-77991065	0.0819
1_MACS_peak_10471_lociStitched	chr15(.):77997133-77997605	0.0646
2_MACS_peak_10472_lociStitched	chr15(.):77999217-78000538	0.0687
1_MACS_peak_10474_lociStitched	chr15(.):78001968-78004907	0.0878
1_MACS_peak_10475_lociStitched	chr15(.):78006345-78007261	0.0845
2_MACS_peak_10476_lociStitched	chr15(.):78008657-78014832	0.0869
2_MACS_peak_10478_lociStitched	chr15(.):78016224-78018188	0.0837
4_MACS_peak_10480_lociStitched	chr15(.):78020496-78028185	0.0797
2_MACS_peak_10484_lociStitched	chr15(.):78030658-78035063	0.0973
8_MACS_peak_10486_lociStitched	chr15(.):78037714-78045318	0.094
2_MACS_peak_10494_lociStitched	chr15(.):78048333-78049575	0.0934
1_MACS_peak_10496_lociStitched	chr15(.):78052320-78052669	0.075
1_MACS_peak_10497_lociStitched	chr15(.):78065498-78065891	0.0999
2_MACS_peak_10498_lociStitched	chr15(.):78067014-78068260	0.0789
2_MACS_peak_10500_lociStitched	chr15(.):78074250-78078463	0.1024
1_MACS_peak_10502_lociStitched	chr15(.):78098664-78099451	0.0942
5_MACS_peak_10503_lociStitched	chr15(.):78108208-78115622	0.0878
1_MACS_peak_10508_lociStitched	chr15(.):78116999-78117392	0.1029
1_MACS_peak_10509_lociStitched	chr15(.):78123610-78123951	0.0216
1_MACS_peak_10510_lociStitched	chr15(.):78125914-78126283	0.0337
5_MACS_peak_10511_lociStitched	chr15(.):78127961-78133961	0.0993
3_MACS_peak_10516_lociStitched	chr15(.):78144028-78145563	0.0814
10_MACS_peak_10519_lociStitched	chr15(.):78152308-78174770	0.0942
3_MACS_peak_10529_lociStitched	chr15(.):78180220-78202062	0.1012
2_MACS_peak_10532_lociStitched	chr15(.):78208454-78215433	0.1332
1_MACS_peak_10534_lociStitched	chr15(.):78226481-78226790	0.0058
3_MACS_peak_10535_lociStitched	chr15(.):78231437-78233943	0.117
7_MACS_peak_10538_lociStitched	chr15(.):78266368-78280466	0.1003
1_MACS_peak_10545_lociStitched	chr15(.):78496995-78497624	0.1191
1_MACS_peak_10546_lociStitched	chr15(.):78522537-78522916	0.0676
6_MACS_peak_10547_lociStitched	chr15(.):78523970-78530518	0.0934
1_MACS_peak_10553_lociStitched	chr15(.):78557170-78557888	0.0533
2_MACS_peak_10554_lociStitched	chr15(.):78629903-78635149	0.0981
1_MACS_peak_10556_lociStitched	chr15(.):78911184-78913327	0.0881
1_MACS_peak_10557_lociStitched	chr15(.):79027203-79027704	0.0884
7_MACS_peak_10558_lociStitched	chr15(.):79054229-79072985	0.0833
1_MACS_peak_10565_lociStitched	chr15(.):79082169-79082561	0.0301
1_MACS_peak_10566_lociStitched	chr15(.):79087805-79088228	0.0763
1_MACS_peak_10567_lociStitched	chr15(.):79101645-79103837	0.0892
1_MACS_peak_10568_lociStitched	chr15(.):79236312-79237331	0.1702
2_MACS_peak_10569_lociStitched	chr15(.):79381455-79384190	0.0795
1_MACS_peak_10571_lociStitched	chr15(.):81071564-81072791	0.0964
1_MACS_peak_10572_lociStitched	chr15(.):82577273-82578172	0.1435
1_MACS_peak_10573_lociStitched	chr15(.):82579208-82580044	0.2234
11_MACS_peak_10574_lociStitched	chr15(.):82607955-82622505	0.0572
2_MACS_peak_10585_lociStitched	chr15(.):82626303-82627261	0.053
1_MACS_peak_10587_lociStitched	chr15(.):82636704-82637223	0.036
2_MACS_peak_10588_lociStitched	chr15(.):82807956-82809267	0.1099
1_MACS_peak_10590_lociStitched	chr15(.):82888933-82889246	0.0224
1_MACS_peak_10591_lociStitched	chr15(.):82890956-82891281	0.0536
3_MACS_peak_10592_lociStitched	chr15(.):82904928-82907737	0.0353
6_MACS_peak_10595_lociStitched	chr15(.):82908942-82918448	0.0573
2_MACS_peak_10601_lociStitched	chr15(.):82920078-82921103	0.0744
2_MACS_peak_10603_lociStitched	chr15(.):82924426-82925633	0.0411
2_MACS_peak_10605_lociStitched	chr15(.):82934237-82935119	0.0927
1_MACS_peak_10607_lociStitched	chr15(.):83013159-83013854	0.0915
1_MACS_peak_10608_lociStitched	chr15(.):83131115-83131373	0.0492
1_MACS_peak_10609_lociStitched	chr15(.):83192783-83193565	0.0929
2_MACS_peak_10610_lociStitched	chr15(.):84908858-84910051	0.1106
1_MACS_peak_10612_lociStitched	chr15(.):84955952-84956376	0.1763
1_MACS_peak_10613_lociStitched	chr15(.):85055079-85056088	0.1588
1_MACS_peak_10614_lociStitched	chr15(.):85737548-85737954	0.0593
1_MACS_peak_10615_lociStitched	chr15(.):85741682-85742144	0.0944
1_MACS_peak_10616_lociStitched	chr15(.):85788436-85788740	0.0472
1_MACS_peak_10617_lociStitched	chr15(.):85799320-85799752	0.1185
10_MACS_peak_10618_lociStitched	chr15(.):85804088-85814022	0.0692
2_MACS_peak_10628_lociStitched	chr15(.):88797825-88799187	0.127
2_MACS_peak_10630_lociStitched	chr15(.):89147721-89148791	0.0602
2_MACS_peak_10632_lociStitched	chr15(.):89345524-89348030	0.115
2_MACS_peak_10634_lociStitched	chr15(.):89399425-89401504	0.0964
2_MACS_peak_10636_lociStitched	chr15(.):89415675-89416621	0.128
1_MACS_peak_10638_lociStitched	chr15(.):89437777-89438482	0.1984
3_MACS_peak_10639_lociStitched	chr15(.):89896824-89916617	0.1178
4_MACS_peak_10642_lociStitched	chr15(.):89919928-89925108	0.0907
1_MACS_peak_10646_lociStitched	chr15(.):89933685-89934110	0.1801
1_MACS_peak_10647_lociStitched	chr15(.):90017760-90018474	0.1834
4_MACS_peak_10648_lociStitched	chr15(.):90036483-90040368	0.1072
9_MACS_peak_10652_lociStitched	chr15(.):91192556-91215838	0.1455
1_MACS_peak_10661_lociStitched	chr15(.):91217177-91217596	0.0914
2_MACS_peak_10662_lociStitched	chr15(.):91432294-91434611	0.075
2_MACS_peak_10664_lociStitched	chr15(.):93592440-93594321	0.0486
1_MACS_peak_10666_lociStitched	chr15(.):93614276-93616302	0.0641
1_MACS_peak_10667_lociStitched	chr15(.):96894850-96896419	0.0846
2_MACS_peak_10668_lociStitched	chr15(.):96897647-96899980	0.1569
1_MACS_peak_10670_lociStitched	chr15(.):96902909-96903664	0.0139
1_MACS_peak_10671_lociStitched	chr15(.):96904731-96905074	0.0513
1_MACS_peak_10672_lociStitched	chr15(.):96908975-96909619	0.0792
1_MACS_peak_10673_lociStitched	chr15(.):100598447-100598747	0.0338
1_MACS_peak_10674_lociStitched	chr15(.):101419047-101419524	0.0835
1_MACS_peak_10675_lociStitched	chr15(.):101853152-101853498	0.0741
7_MACS_peak_10676_lociStitched	chr15(.):101858616-101870212	0.097
1_MACS_peak_10683_lociStitched	chr15(.):101974554-101974920	0.0998
1_MACS_peak_10684_lociStitched	chr15(.):102036324-102036739	0.0941
2_MACS_peak_10685_lociStitched	chr15(.):102070311-102071928	0.0602
4_MACS_peak_10687_lociStitched	chr15(.):102074642-102077465	0.0631
1_MACS_peak_10691_lociStitched	chr15(.):102091854-102093105	0.0701
3_MACS_peak_10692_lociStitched	chr15(.):102490625-102492427	0.156
3_MACS_peak_10695_lociStitched	chr15(.):102494064-102500992	0.1808
3_MACS_peak_10698_lociStitched	chr16(.):111595-113934	0.086
2_MACS_peak_10701_lociStitched	chr16(.):116611-119479	0.1351
1_MACS_peak_10703_lociStitched	chr16(.):120935-122446	0.1016
1_MACS_peak_10704_lociStitched	chr16(.):124076-124632	0.0656
1_MACS_peak_10705_lociStitched	chr16(.):193469-193817	0.0472
13_MACS_peak_10706_lociStitched	chr16(.):195659-223381	0.0917
2_MACS_peak_10719_lociStitched	chr16(.):226785-231164	0.1021
8_MACS_peak_10721_lociStitched	chr16(.):318177-334353	0.0793
1_MACS_peak_10729_lociStitched	chr16(.):404622-405084	0.0239
1_MACS_peak_10730_lociStitched	chr16(.):406437-406817	0.0842
5_MACS_peak_10731_lociStitched	chr16(.):408298-414119	0.104
2_MACS_peak_10736_lociStitched	chr16(.):470367-471754	0.1054
1_MACS_peak_10738_lociStitched	chr16(.):473878-474503	0.124
2_MACS_peak_10739_lociStitched	chr16(.):605941-615478	0.0765
1_MACS_peak_10741_lociStitched	chr16(.):726232-726740	0.0332
4_MACS_peak_10742_lociStitched	chr16(.):740958-762061	0.0712
1_MACS_peak_10746_lociStitched	chr16(.):765543-768582	0.0805
8_MACS_peak_10747_lociStitched	chr16(.):792064-834275	0.0864
2_MACS_peak_10755_lociStitched	chr16(.):848738-853494	0.0787
7_MACS_peak_10757_lociStitched	chr16(.):859916-886201	0.0752
10_MACS_peak_10764_lociStitched	chr16(.):888722-907494	0.08
4_MACS_peak_10774_lociStitched	chr16(.):910344-912827	0.0505
7_MACS_peak_10778_lociStitched	chr16(.):915670-933567	0.0861
3_MACS_peak_10785_lociStitched	chr16(.):934651-942606	0.0662
3_MACS_peak_10788_lociStitched	chr16(.):944977-953813	0.0722
4_MACS_peak_10791_lociStitched	chr16(.):955938-961493	0.0668
1_MACS_peak_10795_lociStitched	chr16(.):962938-963465	0.1009
11_MACS_peak_10796_lociStitched	chr16(.):964815-991761	0.0625
1_MACS_peak_10807_lociStitched	chr16(.):994213-994784	0.026
1_MACS_peak_10808_lociStitched	chr16(.):996159-996641	0.0134
2_MACS_peak_10809_lociStitched	chr16(.):1002413-1003561	0.0442
9_MACS_peak_10811_lociStitched	chr16(.):1006976-1018276	0.0862
5_MACS_peak_10820_lociStitched	chr16(.):1021159-1031049	0.0701
2_MACS_peak_10825_lociStitched	chr16(.):1032134-1043168	0.0509
13_MACS_peak_10827_lociStitched	chr16(.):1044960-1082861	0.0692
16_MACS_peak_10840_lociStitched	chr16(.):1085006-1141488	0.0615
14_MACS_peak_10856_lociStitched	chr16(.):1144065-1202535	0.0678
25_MACS_peak_10870_lociStitched	chr16(.):1204233-1342471	0.0822
1_MACS_peak_10895_lociStitched	chr16(.):1381910-1391926	0.0916
1_MACS_peak_10896_lociStitched	chr16(.):1393808-1395242	0.1125
4_MACS_peak_10897_lociStitched	chr16(.):1475710-1493696	0.0793
4_MACS_peak_10901_lociStitched	chr16(.):1531649-1541619	0.0708
3_MACS_peak_10905_lociStitched	chr16(.):1567682-1590535	0.0976
1_MACS_peak_10908_lociStitched	chr16(.):1939816-1940526	0.1593
7_MACS_peak_10909_lociStitched	chr16(.):1954852-1976311	0.1031
3_MACS_peak_10916_lociStitched	chr16(.):1980653-1983581	0.0838
3_MACS_peak_10919_lociStitched	chr16(.):1995343-1998613	0.0775
3_MACS_peak_10922_lociStitched	chr16(.):2000330-2006102	0.0985
1_MACS_peak_10925_lociStitched	chr16(.):2007370-2007728	0.1513
1_MACS_peak_10926_lociStitched	chr16(.):2029464-2034060	0.1234
2_MACS_peak_10927_lociStitched	chr16(.):2040373-2042222	0.1458
5_MACS_peak_10929_lociStitched	chr16(.):2066644-2088230	0.0966
2_MACS_peak_10934_lociStitched	chr16(.):2192554-2195721	0.1032
1_MACS_peak_10936_lociStitched	chr16(.):2197517-2198066	0.0668
1_MACS_peak_10937_lociStitched	chr16(.):2199433-2199884	0.0602
5_MACS_peak_10938_lociStitched	chr16(.):2233455-2253172	0.0903
1_MACS_peak_10943_lociStitched	chr16(.):2287527-2288159	0.028
1_MACS_peak_10944_lociStitched	chr16(.):2324984-2341972	0.0936
9_MACS_peak_10945_lociStitched	chr16(.):2343210-2361832	0.0919
1_MACS_peak_10954_lociStitched	chr16(.):2363857-2365152	0.075
1_MACS_peak_10955_lociStitched	chr16(.):2366529-2371596	0.0969
1_MACS_peak_10956_lociStitched	chr16(.):2374295-2377478	0.093
3_MACS_peak_10957_lociStitched	chr16(.):2380433-2382757	0.1211
1_MACS_peak_10960_lociStitched	chr16(.):2388912-2390383	0.076
1_MACS_peak_10961_lociStitched	chr16(.):2460654-2461043	0.0686
1_MACS_peak_10962_lociStitched	chr16(.):2517215-2523927	0.0951
3_MACS_peak_10963_lociStitched	chr16(.):2763444-2769643	0.0958
1_MACS_peak_10966_lociStitched	chr16(.):2774554-2775792	0.106
1_MACS_peak_10967_lociStitched	chr16(.):2782234-2782666	0.1136
3_MACS_peak_10968_lociStitched	chr16(.):2793587-2796319	0.0976
1_MACS_peak_10971_lociStitched	chr16(.):2830874-2831267	0.0617
4_MACS_peak_10972_lociStitched	chr16(.):2832515-2843302	0.1067
1_MACS_peak_10976_lociStitched	chr16(.):2845532-2846155	0.1401
1_MACS_peak_10977_lociStitched	chr16(.):2849093-2849849	0.0893
2_MACS_peak_10978_lociStitched	chr16(.):2854881-2859207	0.091
1_MACS_peak_10980_lociStitched	chr16(.):2860308-2884226	0.1153
1_MACS_peak_10981_lociStitched	chr16(.):2885404-2892205	0.1086
1_MACS_peak_10982_lociStitched	chr16(.):2898398-2902586	0.0981
1_MACS_peak_10983_lociStitched	chr16(.):2903718-2904483	0.073
8_MACS_peak_10984_lociStitched	chr16(.):2906701-2916745	0.0903
2_MACS_peak_10992_lociStitched	chr16(.):2919380-2922572	0.1416
3_MACS_peak_10994_lociStitched	chr16(.):2927270-2930542	0.119
1_MACS_peak_10997_lociStitched	chr16(.):2958561-2960035	0.0728
6_MACS_peak_10998_lociStitched	chr16(.):3004600-3015214	0.1081
1_MACS_peak_11004_lociStitched	chr16(.):3033881-3052573	0.1097
1_MACS_peak_11005_lociStitched	chr16(.):3055671-3069113	0.1037
1_MACS_peak_11006_lociStitched	chr16(.):3070434-3072255	0.1452
1_MACS_peak_11007_lociStitched	chr16(.):3073340-3073965	0.1218
16_MACS_peak_11008_lociStitched	chr16(.):3075037-3126011	0.1135
1_MACS_peak_11024_lociStitched	chr16(.):3127890-3128494	0.1154
2_MACS_peak_11025_lociStitched	chr16(.):3130554-3132317	0.106
1_MACS_peak_11027_lociStitched	chr16(.):3133327-3133798	0.0691
5_MACS_peak_11028_lociStitched	chr16(.):3135023-3144021	0.0797
2_MACS_peak_11033_lociStitched	chr16(.):3146911-3149873	0.1251
1_MACS_peak_11035_lociStitched	chr16(.):3152224-3152618	0.0908
2_MACS_peak_11036_lociStitched	chr16(.):3162326-3164184	0.1345
2_MACS_peak_11038_lociStitched	chr16(.):3193234-3197695	0.1089
1_MACS_peak_11040_lociStitched	chr16(.):3206661-3208768	0.14
2_MACS_peak_11041_lociStitched	chr16(.):3213230-3215172	0.1277
3_MACS_peak_11043_lociStitched	chr16(.):3216349-3222367	0.1084
1_MACS_peak_11046_lociStitched	chr16(.):3225384-3226011	0.0511
3_MACS_peak_11047_lociStitched	chr16(.):3227801-3234358	0.1062
6_MACS_peak_11050_lociStitched	chr16(.):3235996-3242741	0.0842
2_MACS_peak_11056_lociStitched	chr16(.):3246433-3248401	0.0911
1_MACS_peak_11058_lociStitched	chr16(.):3266363-3266780	0.0891
2_MACS_peak_11059_lociStitched	chr16(.):3291277-3294223	0.0992
1_MACS_peak_11061_lociStitched	chr16(.):3295907-3297018	0.1045
1_MACS_peak_11062_lociStitched	chr16(.):3298445-3299732	0.0831
2_MACS_peak_11063_lociStitched	chr16(.):3303612-3306588	0.0978
1_MACS_peak_11065_lociStitched	chr16(.):3310088-3310484	0.0694
1_MACS_peak_11066_lociStitched	chr16(.):3612808-3614147	0.0791
2_MACS_peak_11067_lociStitched	chr16(.):3960131-3961432	0.1138
1_MACS_peak_11069_lociStitched	chr16(.):3962729-3963491	0.1259
2_MACS_peak_11070_lociStitched	chr16(.):3970949-3972747	0.0883
1_MACS_peak_11072_lociStitched	chr16(.):3996310-3996727	0.0858
1_MACS_peak_11073_lociStitched	chr16(.):3998816-3999129	0.0762
2_MACS_peak_11074_lociStitched	chr16(.):4002670-4004010	0.0493
2_MACS_peak_11076_lociStitched	chr16(.):4007142-4009128	0.0674
3_MACS_peak_11078_lociStitched	chr16(.):4013743-4016037	0.0338
1_MACS_peak_11081_lociStitched	chr16(.):4020948-4021886	0.1594
4_MACS_peak_11082_lociStitched	chr16(.):4026986-4034784	0.0868
1_MACS_peak_11086_lociStitched	chr16(.):4035841-4036157	0.0333
1_MACS_peak_11087_lociStitched	chr16(.):4037634-4038173	0.081
1_MACS_peak_11088_lociStitched	chr16(.):4043736-4044210	0.0675
1_MACS_peak_11089_lociStitched	chr16(.):4047791-4048190	0.0
3_MACS_peak_11090_lociStitched	chr16(.):4054801-4056967	0.0942
1_MACS_peak_11093_lociStitched	chr16(.):4060337-4061779	0.0737
1_MACS_peak_11094_lociStitched	chr16(.):4101788-4102464	0.0284
2_MACS_peak_11095_lociStitched	chr16(.):4172358-4173460	0.0452
1_MACS_peak_11097_lociStitched	chr16(.):4174763-4175875	0.0998
2_MACS_peak_11098_lociStitched	chr16(.):4229277-4230427	0.0706
1_MACS_peak_11100_lociStitched	chr16(.):4237004-4237440	0.1425
3_MACS_peak_11101_lociStitched	chr16(.):4238774-4242397	0.0927
2_MACS_peak_11104_lociStitched	chr16(.):4254383-4259571	0.0798
2_MACS_peak_11106_lociStitched	chr16(.):4262668-4264011	0.0639
6_MACS_peak_11108_lociStitched	chr16(.):4266753-4270701	0.0865
1_MACS_peak_11114_lociStitched	chr16(.):4272462-4273007	0.1956
5_MACS_peak_11115_lociStitched	chr16(.):4279567-4285601	0.0918
3_MACS_peak_11120_lociStitched	chr16(.):4287265-4292592	0.0596
1_MACS_peak_11123_lociStitched	chr16(.):4336192-4336635	0.1155
5_MACS_peak_11124_lociStitched	chr16(.):4341151-4347378	0.1024
1_MACS_peak_11129_lociStitched	chr16(.):4349479-4349788	0.0291
1_MACS_peak_11130_lociStitched	chr16(.):4355598-4356000	0.0263
1_MACS_peak_11131_lociStitched	chr16(.):4361750-4362161	0.0791
9_MACS_peak_11132_lociStitched	chr16(.):4363711-4385196	0.094
3_MACS_peak_11141_lociStitched	chr16(.):4643902-4653436	0.1024
1_MACS_peak_11144_lociStitched	chr16(.):4825031-4825726	0.1661
1_MACS_peak_11145_lociStitched	chr16(.):4840648-4841143	0.1538
4_MACS_peak_11146_lociStitched	chr16(.):4947932-4957059	0.0873
1_MACS_peak_11150_lociStitched	chr16(.):4971535-4971858	0.0474
1_MACS_peak_11151_lociStitched	chr16(.):4974719-4975165	0.0648
5_MACS_peak_11152_lociStitched	chr16(.):4980163-4988591	0.0786
3_MACS_peak_11157_lociStitched	chr16(.):4992194-4994840	0.0946
1_MACS_peak_11160_lociStitched	chr16(.):4998730-4999461	0.1001
2_MACS_peak_11161_lociStitched	chr16(.):5000800-5004762	0.1117
1_MACS_peak_11163_lociStitched	chr16(.):5009103-5011112	0.1131
2_MACS_peak_11164_lociStitched	chr16(.):5015945-5017297	0.0873
1_MACS_peak_11166_lociStitched	chr16(.):5021565-5021864	0.0689
2_MACS_peak_11167_lociStitched	chr16(.):5028403-5032709	0.0934
1_MACS_peak_11169_lociStitched	chr16(.):5037071-5038106	0.0675
2_MACS_peak_11170_lociStitched	chr16(.):5039173-5040648	0.0724
1_MACS_peak_11172_lociStitched	chr16(.):5041682-5042173	0.0666
2_MACS_peak_11173_lociStitched	chr16(.):5044825-5048223	0.0723
10_MACS_peak_11175_lociStitched	chr16(.):5049866-5073998	0.0945
1_MACS_peak_11185_lociStitched	chr16(.):5089057-5089874	0.0621
1_MACS_peak_11186_lociStitched	chr16(.):5103287-5103708	0.0387
1_MACS_peak_11187_lociStitched	chr16(.):5108258-5108764	0.0653
3_MACS_peak_11188_lociStitched	chr16(.):5110225-5116964	0.076
1_MACS_peak_11191_lociStitched	chr16(.):5235398-5235718	0.056
4_MACS_peak_11192_lociStitched	chr16(.):5288763-5291768	0.1245
1_MACS_peak_11196_lociStitched	chr16(.):10275728-10277736	0.106
2_MACS_peak_11197_lociStitched	chr16(.):10675935-10677494	0.0625
2_MACS_peak_11199_lociStitched	chr16(.):10870830-10873090	0.1137
1_MACS_peak_11201_lociStitched	chr16(.):11304106-11306185	0.128
1_MACS_peak_11202_lociStitched	chr16(.):11319904-11320454	0.1539
1_MACS_peak_11203_lociStitched	chr16(.):11364075-11364436	0.0572
3_MACS_peak_11204_lociStitched	chr16(.):11365680-11368206	0.0809
1_MACS_peak_11207_lociStitched	chr16(.):11390556-11391552	0.2196
1_MACS_peak_11208_lociStitched	chr16(.):11454500-11454871	0.0653
2_MACS_peak_11209_lociStitched	chr16(.):11492503-11493578	0.0538
2_MACS_peak_11211_lociStitched	chr16(.):12995974-12997316	0.0781
1_MACS_peak_11213_lociStitched	chr16(.):14826670-14826985	0.0374
1_MACS_peak_11214_lociStitched	chr16(.):15950826-15951441	0.078
1_MACS_peak_11215_lociStitched	chr16(.):16724411-16724564	0.0516
3_MACS_peak_11216_lociStitched	chr16(.):19179637-19181715	0.0322
1_MACS_peak_11219_lociStitched	chr16(.):19894670-19895351	0.0838
1_MACS_peak_11220_lociStitched	chr16(.):21366499-21366760	0.0558
2_MACS_peak_11221_lociStitched	chr16(.):21536412-21540419	0.1818
2_MACS_peak_11223_lociStitched	chr16(.):23846694-23848539	0.09
2_MACS_peak_11225_lociStitched	chr16(.):25027612-25028812	0.0731
2_MACS_peak_11227_lociStitched	chr16(.):25031529-25033855	0.1187
2_MACS_peak_11229_lociStitched	chr16(.):25035919-25037965	0.1035
1_MACS_peak_11231_lociStitched	chr16(.):25078453-25079350	0.1702
1_MACS_peak_11232_lociStitched	chr16(.):25702463-25702758	0.0513
1_MACS_peak_11233_lociStitched	chr16(.):25704077-25704997	0.0588
1_MACS_peak_11234_lociStitched	chr16(.):27796904-27797198	0.0281
1_MACS_peak_11235_lociStitched	chr16(.):27810394-27810681	0.0122
4_MACS_peak_11236_lociStitched	chr16(.):27812480-27814791	0.0872
1_MACS_peak_11240_lociStitched	chr16(.):27829216-27830188	0.0853
3_MACS_peak_11241_lociStitched	chr16(.):27831207-27832874	0.0297
2_MACS_peak_11244_lociStitched	chr16(.):27913182-27915499	0.0169
1_MACS_peak_11246_lociStitched	chr16(.):27916632-27917192	0.059
1_MACS_peak_11247_lociStitched	chr16(.):27946554-27946995	0.0113
1_MACS_peak_11248_lociStitched	chr16(.):27974879-27975212	0.1255
1_MACS_peak_11249_lociStitched	chr16(.):27985994-27986303	0.0711
2_MACS_peak_11250_lociStitched	chr16(.):28020025-28022653	0.0705
1_MACS_peak_11252_lociStitched	chr16(.):28035744-28036080	0.0274
6_MACS_peak_11253_lociStitched	chr16(.):28068291-28079906	0.089
3_MACS_peak_11259_lociStitched	chr16(.):28285899-28289441	0.1396
2_MACS_peak_11262_lociStitched	chr16(.):28293063-28295391	0.1097
2_MACS_peak_11264_lociStitched	chr16(.):28303905-28308674	0.0983
4_MACS_peak_11266_lociStitched	chr16(.):28309748-28314706	0.1013
2_MACS_peak_11270_lociStitched	chr16(.):28316571-28318006	0.0518
5_MACS_peak_11272_lociStitched	chr16(.):28319310-28331186	0.1247
1_MACS_peak_11277_lociStitched	chr16(.):28509487-28509956	0.0785
3_MACS_peak_11278_lociStitched	chr16(.):28514611-28518456	0.1012
1_MACS_peak_11281_lociStitched	chr16(.):28624866-28625325	0.0203
1_MACS_peak_11282_lociStitched	chr16(.):28945310-28945647	0.0287
3_MACS_peak_11283_lociStitched	chr16(.):28949512-28951496	0.0572
1_MACS_peak_11286_lociStitched	chr16(.):29118631-29118952	0.0361
2_MACS_peak_11287_lociStitched	chr16(.):29139718-29141502	0.0662
1_MACS_peak_11289_lociStitched	chr16(.):29142895-29143447	0.0631
1_MACS_peak_11290_lociStitched	chr16(.):29149859-29150512	0.0587
1_MACS_peak_11291_lociStitched	chr16(.):29155144-29155535	0.0311
1_MACS_peak_11292_lociStitched	chr16(.):29157029-29157385	0.0577
2_MACS_peak_11293_lociStitched	chr16(.):29158564-29161102	0.0823
3_MACS_peak_11295_lociStitched	chr16(.):29163382-29165793	0.0698
3_MACS_peak_11298_lociStitched	chr16(.):29166892-29169376	0.0785
1_MACS_peak_11301_lociStitched	chr16(.):29177511-29177900	0.0575
12_MACS_peak_11302_lociStitched	chr16(.):29186710-29204660	0.0784
4_MACS_peak_11314_lociStitched	chr16(.):29213083-29215382	0.0758
1_MACS_peak_11318_lociStitched	chr16(.):29232314-29232860	0.0456
1_MACS_peak_11319_lociStitched	chr16(.):29234109-29234543	0.0163
7_MACS_peak_11320_lociStitched	chr16(.):29240455-29250328	0.0826
1_MACS_peak_11327_lociStitched	chr16(.):29259056-29259582	0.0157
9_MACS_peak_11328_lociStitched	chr16(.):29262111-29280455	0.063
6_MACS_peak_11337_lociStitched	chr16(.):29296678-29308989	0.0793
5_MACS_peak_11343_lociStitched	chr16(.):29317286-29328816	0.0878
2_MACS_peak_11348_lociStitched	chr16(.):29336658-29338398	0.0561
4_MACS_peak_11350_lociStitched	chr16(.):29344967-29348217	0.0576
1_MACS_peak_11354_lociStitched	chr16(.):29352415-29352852	0.0934
1_MACS_peak_11355_lociStitched	chr16(.):29478073-29479184	0.1244
3_MACS_peak_11356_lociStitched	chr16(.):29876819-29879979	0.1084
5_MACS_peak_11359_lociStitched	chr16(.):29883164-29889503	0.1215
2_MACS_peak_11364_lociStitched	chr16(.):29891384-29892714	0.1061
6_MACS_peak_11366_lociStitched	chr16(.):29896775-29900892	0.1001
1_MACS_peak_11372_lociStitched	chr16(.):29903156-29904140	0.1141
7_MACS_peak_11373_lociStitched	chr16(.):29906011-29915461	0.1102
5_MACS_peak_11380_lociStitched	chr16(.):30018070-30026081	0.1053
3_MACS_peak_11385_lociStitched	chr16(.):30030205-30043866	0.1233
2_MACS_peak_11388_lociStitched	chr16(.):30045201-30046107	0.0776
1_MACS_peak_11390_lociStitched	chr16(.):30217212-30218487	0.19
6_MACS_peak_11391_lociStitched	chr16(.):31007923-31026668	0.1009
4_MACS_peak_11397_lociStitched	chr16(.):31109761-31114162	0.097
5_MACS_peak_11401_lociStitched	chr16(.):31155535-31162098	0.0866
2_MACS_peak_11406_lociStitched	chr16(.):31172444-31173866	0.1007
1_MACS_peak_11408_lociStitched	chr16(.):31179983-31180474	0.1258
3_MACS_peak_11409_lociStitched	chr16(.):31181604-31184037	0.0615
1_MACS_peak_11412_lociStitched	chr16(.):31185465-31186281	0.2121
1_MACS_peak_11413_lociStitched	chr16(.):31187610-31188969	0.1131
1_MACS_peak_11414_lociStitched	chr16(.):31226216-31228240	0.081
1_MACS_peak_11415_lociStitched	chr16(.):31239226-31239619	0.0265
3_MACS_peak_11416_lociStitched	chr16(.):31340967-31342730	0.1021
4_MACS_peak_11419_lociStitched	chr16(.):31346197-31350506	0.1187
4_MACS_peak_11423_lociStitched	chr16(.):31357504-31364792	0.0907
1_MACS_peak_11427_lociStitched	chr16(.):31366333-31367094	0.0592
2_MACS_peak_11428_lociStitched	chr16(.):31371386-31373248	0.0865
3_MACS_peak_11430_lociStitched	chr16(.):31381388-31386556	0.0926
1_MACS_peak_11433_lociStitched	chr16(.):31407567-31407979	0.0955
4_MACS_peak_11434_lociStitched	chr16(.):31420187-31424331	0.1041
1_MACS_peak_11438_lociStitched	chr16(.):31425760-31426275	0.0883
