GENE_ID	locusLine	bin_1_05_0EWR_0229Kronos_MM1S-KB-3hr-1_H3K18Ac_hs-dm_i07.bam
1_MACS_peak_5467_lociStitched	chr11(.):104751354-104752631	0.7172
1_MACS_peak_5468_lociStitched	chr11(.):104788264-104789482	0.7383
1_MACS_peak_5469_lociStitched	chr11(.):104804928-104805871	0.5341
1_MACS_peak_5470_lociStitched	chr11(.):104838337-104840061	1.4247
1_MACS_peak_5471_lociStitched	chr11(.):104904613-104906458	1.4409
1_MACS_peak_5472_lociStitched	chr11(.):104914785-104916686	1.1438
1_MACS_peak_5473_lociStitched	chr11(.):104941349-104942825	1.0187
1_MACS_peak_5474_lociStitched	chr11(.):104971576-104972599	0.8261
1_MACS_peak_5475_lociStitched	chr11(.):105114380-105116846	1.2295
1_MACS_peak_5476_lociStitched	chr11(.):105568971-105570923	0.7497
1_MACS_peak_5477_lociStitched	chr11(.):105892249-105893957	0.8445
1_MACS_peak_5478_lociStitched	chr11(.):105946797-105949437	2.2543
1_MACS_peak_5479_lociStitched	chr11(.):106887736-106889246	0.7602
1_MACS_peak_5480_lociStitched	chr11(.):106913452-106915327	0.6286
1_MACS_peak_5481_lociStitched	chr11(.):107327925-107329197	0.6382
1_MACS_peak_5482_lociStitched	chr11(.):107435447-107437245	2.3493
2_MACS_peak_5483_lociStitched	chr11(.):107453910-107462797	0.2943
1_MACS_peak_5485_lociStitched	chr11(.):107546514-107547615	0.6785
1_MACS_peak_5486_lociStitched	chr11(.):107602348-107604900	1.6596
1_MACS_peak_5487_lociStitched	chr11(.):107728576-107731147	1.2322
1_MACS_peak_5488_lociStitched	chr11(.):107798361-107799977	0.6282
1_MACS_peak_5489_lociStitched	chr11(.):107827706-107828583	0.4678
1_MACS_peak_5490_lociStitched	chr11(.):107879169-107880970	2.9091
1_MACS_peak_5491_lociStitched	chr11(.):107991515-107993164	1.3941
1_MACS_peak_5492_lociStitched	chr11(.):108044881-108046136	0.5719
1_MACS_peak_5493_lociStitched	chr11(.):108092231-108095281	2.0786
1_MACS_peak_5494_lociStitched	chr11(.):108336787-108339279	1.9051
1_MACS_peak_5495_lociStitched	chr11(.):108367867-108369958	2.2893
1_MACS_peak_5496_lociStitched	chr11(.):108463114-108465228	1.3497
1_MACS_peak_5497_lociStitched	chr11(.):108492172-108493044	0.5831
1_MACS_peak_5498_lociStitched	chr11(.):108534991-108536531	0.5892
1_MACS_peak_5499_lociStitched	chr11(.):108723960-108726175	1.3288
1_MACS_peak_5500_lociStitched	chr11(.):108814288-108816893	1.487
1_MACS_peak_5501_lociStitched	chr11(.):108828874-108830694	0.8954
1_MACS_peak_5502_lociStitched	chr11(.):108956175-108957479	0.6501
1_MACS_peak_5503_lociStitched	chr11(.):108973858-108974514	0.4555
1_MACS_peak_5504_lociStitched	chr11(.):109397313-109398669	0.5414
2_MACS_peak_5505_lociStitched	chr11(.):109654101-109657034	0.6247
1_MACS_peak_5507_lociStitched	chr11(.):109816154-109818012	1.2893
1_MACS_peak_5508_lociStitched	chr11(.):109824873-109828641	1.6138
1_MACS_peak_5509_lociStitched	chr11(.):109840601-109844579	1.1085
1_MACS_peak_5510_lociStitched	chr11(.):109854611-109856746	1.0817
1_MACS_peak_5511_lociStitched	chr11(.):109892731-109894117	0.5775
1_MACS_peak_5512_lociStitched	chr11(.):109902649-109903710	0.5439
1_MACS_peak_5513_lociStitched	chr11(.):109962954-109965157	1.7
1_MACS_peak_5514_lociStitched	chr11(.):110165993-110168225	2.6628
1_MACS_peak_5515_lociStitched	chr11(.):110219815-110220683	0.5318
1_MACS_peak_5516_lociStitched	chr11(.):110243464-110244303	0.4594
1_MACS_peak_5517_lociStitched	chr11(.):110300016-110302615	2.6347
1_MACS_peak_5518_lociStitched	chr11(.):110581991-110584058	0.8859
1_MACS_peak_5519_lociStitched	chr11(.):110789710-110790999	0.772
1_MACS_peak_5520_lociStitched	chr11(.):111046723-111050329	1.1316
1_MACS_peak_5521_lociStitched	chr11(.):111064950-111066345	0.7259
1_MACS_peak_5522_lociStitched	chr11(.):111142049-111144304	1.0123
4_MACS_peak_5523_lociStitched	chr11(.):111230436-111251654	2.056
1_MACS_peak_5527_lociStitched	chr11(.):111258920-111260725	0.9836
3_MACS_peak_5528_lociStitched	chr11(.):111279991-111294295	1.4432
2_MACS_peak_5531_lociStitched	chr11(.):111306644-111315131	1.0115
1_MACS_peak_5533_lociStitched	chr11(.):111382901-111383979	0.8395
2_MACS_peak_5534_lociStitched	chr11(.):111396720-111404246	0.8453
2_MACS_peak_5536_lociStitched	chr11(.):111468009-111474464	0.6969
1_MACS_peak_5538_lociStitched	chr11(.):111635979-111637983	1.27
2_MACS_peak_5539_lociStitched	chr11(.):111741114-111750955	0.7841
1_MACS_peak_5541_lociStitched	chr11(.):111796840-111798569	0.8678
1_MACS_peak_5542_lociStitched	chr11(.):111806168-111808561	0.8606
1_MACS_peak_5543_lociStitched	chr11(.):111842766-111844217	0.5178
1_MACS_peak_5544_lociStitched	chr11(.):111894510-111897026	3.0755
1_MACS_peak_5545_lociStitched	chr11(.):111944255-111945895	1.9419
1_MACS_peak_5546_lociStitched	chr11(.):111956370-111958479	1.8438
1_MACS_peak_5547_lociStitched	chr11(.):111988582-111989369	0.5152
1_MACS_peak_5548_lociStitched	chr11(.):112001753-112004410	1.1173
1_MACS_peak_5549_lociStitched	chr11(.):112096257-112098217	3.1027
1_MACS_peak_5550_lociStitched	chr11(.):112419148-112420604	0.5728
1_MACS_peak_5551_lociStitched	chr11(.):112453367-112454856	0.6006
1_MACS_peak_5552_lociStitched	chr11(.):113057421-113060516	1.4159
1_MACS_peak_5553_lociStitched	chr11(.):113184554-113186240	1.3221
1_MACS_peak_5554_lociStitched	chr11(.):113204375-113205940	0.5955
1_MACS_peak_5555_lociStitched	chr11(.):113643671-113645213	1.5307
1_MACS_peak_5556_lociStitched	chr11(.):113718526-113719479	0.6207
1_MACS_peak_5557_lociStitched	chr11(.):113745606-113747346	1.3442
2_MACS_peak_5558_lociStitched	chr11(.):113948034-113952379	0.9447
3_MACS_peak_5560_lociStitched	chr11(.):114029897-114044574	0.3303
1_MACS_peak_5563_lociStitched	chr11(.):114057331-114058762	0.925
1_MACS_peak_5564_lociStitched	chr11(.):114210845-114212574	1.0089
1_MACS_peak_5565_lociStitched	chr11(.):114270042-114272401	3.7705
1_MACS_peak_5566_lociStitched	chr11(.):114309800-114311471	1.4876
1_MACS_peak_5567_lociStitched	chr11(.):114643934-114645410	0.6031
1_MACS_peak_5568_lociStitched	chr11(.):114691797-114692658	0.4887
1_MACS_peak_5569_lociStitched	chr11(.):115064290-115066355	1.3966
2_MACS_peak_5570_lociStitched	chr11(.):115089774-115102523	3.5841
2_MACS_peak_5572_lociStitched	chr11(.):115125344-115136890	1.7547
1_MACS_peak_5574_lociStitched	chr11(.):115170316-115172732	0.6699
1_MACS_peak_5575_lociStitched	chr11(.):115339461-115341070	0.5056
2_MACS_peak_5576_lociStitched	chr11(.):115367493-115376169	0.8795
3_MACS_peak_5578_lociStitched	chr11(.):115795050-115802994	0.9035
1_MACS_peak_5581_lociStitched	chr11(.):115809606-115811263	1.0023
1_MACS_peak_5582_lociStitched	chr11(.):115866900-115868066	0.6547
1_MACS_peak_5583_lociStitched	chr11(.):116147065-116147848	1.3203
1_MACS_peak_5584_lociStitched	chr11(.):116642683-116644702	2.6315
1_MACS_peak_5585_lociStitched	chr11(.):116657944-116659550	1.0771
1_MACS_peak_5586_lociStitched	chr11(.):116722772-116725521	1.0622
3_MACS_peak_5587_lociStitched	chr11(.):116794792-116802431	1.2204
1_MACS_peak_5590_lociStitched	chr11(.):116933190-116935541	0.9922
1_MACS_peak_5591_lociStitched	chr11(.):116966718-116970205	1.5149
1_MACS_peak_5592_lociStitched	chr11(.):117014081-117016587	1.3439
1_MACS_peak_5593_lociStitched	chr11(.):117048759-117050869	0.8417
1_MACS_peak_5594_lociStitched	chr11(.):117101996-117104174	1.0804
1_MACS_peak_5595_lociStitched	chr11(.):117198078-117199530	1.1987
2_MACS_peak_5596_lociStitched	chr11(.):117684879-117689815	1.6714
1_MACS_peak_5598_lociStitched	chr11(.):117856240-117859433	4.1589
1_MACS_peak_5599_lociStitched	chr11(.):117877298-117884275	3.4026
1_MACS_peak_5600_lociStitched	chr11(.):118016039-118016992	0.5654
1_MACS_peak_5601_lociStitched	chr11(.):118122238-118123856	2.6427
1_MACS_peak_5602_lociStitched	chr11(.):118134011-118135643	1.1716
1_MACS_peak_5603_lociStitched	chr11(.):118186846-118188304	0.7225
1_MACS_peak_5604_lociStitched	chr11(.):118229599-118230969	0.8782
2_MACS_peak_5605_lociStitched	chr11(.):118269469-118273301	2.184
1_MACS_peak_5607_lociStitched	chr11(.):118305288-118309815	1.2338
2_MACS_peak_5608_lociStitched	chr11(.):118436249-118444369	0.6256
1_MACS_peak_5610_lociStitched	chr11(.):118481084-118482103	0.5495
3_MACS_peak_5611_lociStitched	chr11(.):118560254-118568182	0.9072
1_MACS_peak_5614_lociStitched	chr11(.):118659644-118663805	4.444
1_MACS_peak_5615_lociStitched	chr11(.):118689358-118693215	4.124
3_MACS_peak_5616_lociStitched	chr11(.):118708910-118723463	0.3238
2_MACS_peak_5619_lociStitched	chr11(.):118738624-118744365	2.6055
1_MACS_peak_5621_lociStitched	chr11(.):118762533-118764239	0.6823
2_MACS_peak_5622_lociStitched	chr11(.):118795215-118801788	1.3328
2_MACS_peak_5624_lociStitched	chr11(.):118860374-118869667	0.6996
3_MACS_peak_5626_lociStitched	chr11(.):118888197-118901944	0.9927
1_MACS_peak_5629_lociStitched	chr11(.):118926580-118928919	1.7361
1_MACS_peak_5630_lociStitched	chr11(.):118937320-118939191	0.8999
1_MACS_peak_5631_lociStitched	chr11(.):118954947-118956935	1.2442
3_MACS_peak_5632_lociStitched	chr11(.):118964300-118979482	1.2866
1_MACS_peak_5635_lociStitched	chr11(.):118991245-118993195	1.2823
1_MACS_peak_5636_lociStitched	chr11(.):119039028-119040514	2.5989
1_MACS_peak_5637_lociStitched	chr11(.):119075550-119078181	1.1945
2_MACS_peak_5638_lociStitched	chr11(.):119107561-119111902	0.7151
2_MACS_peak_5640_lociStitched	chr11(.):119185447-119193217	0.8168
1_MACS_peak_5642_lociStitched	chr11(.):119204239-119206248	1.6493
1_MACS_peak_5643_lociStitched	chr11(.):119226967-119227804	0.6086
1_MACS_peak_5644_lociStitched	chr11(.):119543333-119546277	1.8434
1_MACS_peak_5645_lociStitched	chr11(.):119553741-119556468	1.8957
1_MACS_peak_5646_lociStitched	chr11(.):119563053-119566338	1.045
2_MACS_peak_5647_lociStitched	chr11(.):119592017-119600586	0.7627
1_MACS_peak_5649_lociStitched	chr11(.):120080664-120082643	1.1831
5_MACS_peak_5650_lociStitched	chr11(.):120195463-120216701	0.6488
4_MACS_peak_5655_lociStitched	chr11(.):120368045-120383209	1.4908
1_MACS_peak_5659_lociStitched	chr11(.):120425244-120426956	1.1195
1_MACS_peak_5660_lociStitched	chr11(.):120483227-120484381	0.5718
1_MACS_peak_5661_lociStitched	chr11(.):120492716-120494090	0.6583
1_MACS_peak_5662_lociStitched	chr11(.):120527799-120530333	0.7902
1_MACS_peak_5663_lociStitched	chr11(.):120572682-120576069	1.1359
1_MACS_peak_5664_lociStitched	chr11(.):120585363-120586488	0.6796
1_MACS_peak_5665_lociStitched	chr11(.):120795924-120796794	0.5798
1_MACS_peak_5666_lociStitched	chr11(.):120856406-120857076	0.5822
1_MACS_peak_5667_lociStitched	chr11(.):120894397-120895676	1.1958
1_MACS_peak_5668_lociStitched	chr11(.):120937958-120940064	0.9081
1_MACS_peak_5669_lociStitched	chr11(.):121162347-121164424	1.4799
1_MACS_peak_5670_lociStitched	chr11(.):121322279-121323286	0.6368
1_MACS_peak_5671_lociStitched	chr11(.):121352302-121354198	1.1676
1_MACS_peak_5672_lociStitched	chr11(.):121364889-121366385	0.6197
2_MACS_peak_5673_lociStitched	chr11(.):121521407-121527273	0.5321
2_MACS_peak_5675_lociStitched	chr11(.):122426666-122434910	0.2143
1_MACS_peak_5677_lociStitched	chr11(.):122451318-122452351	1.0194
1_MACS_peak_5678_lociStitched	chr11(.):122526023-122527843	0.8573
1_MACS_peak_5679_lociStitched	chr11(.):122536185-122537729	0.8272
1_MACS_peak_5680_lociStitched	chr11(.):122596506-122599152	1.8022
2_MACS_peak_5681_lociStitched	chr11(.):122614016-122621320	0.8661
1_MACS_peak_5683_lociStitched	chr11(.):122744633-122746229	0.5957
1_MACS_peak_5684_lociStitched	chr11(.):122752969-122754752	2.5886
2_MACS_peak_5685_lociStitched	chr11(.):122930577-122941648	2.2175
1_MACS_peak_5687_lociStitched	chr11(.):122957963-122959295	0.6559
1_MACS_peak_5688_lociStitched	chr11(.):123103714-123104924	0.7653
2_MACS_peak_5689_lociStitched	chr11(.):123131722-123135885	0.8159
1_MACS_peak_5691_lociStitched	chr11(.):123300907-123301907	0.5436
1_MACS_peak_5692_lociStitched	chr11(.):123524652-123525950	0.6747
1_MACS_peak_5693_lociStitched	chr11(.):123611393-123613086	1.2339
1_MACS_peak_5694_lociStitched	chr11(.):123941526-123942462	0.7212
1_MACS_peak_5695_lociStitched	chr11(.):123985516-123986866	0.7015
1_MACS_peak_5696_lociStitched	chr11(.):124351002-124352164	0.6355
1_MACS_peak_5697_lociStitched	chr11(.):124491930-124493577	1.4809
2_MACS_peak_5698_lociStitched	chr11(.):124540205-124544461	0.5686
2_MACS_peak_5700_lociStitched	chr11(.):124609571-124617650	0.4913
2_MACS_peak_5702_lociStitched	chr11(.):124629647-124634469	0.763
1_MACS_peak_5704_lociStitched	chr11(.):124668837-124671101	1.8886
1_MACS_peak_5705_lociStitched	chr11(.):124705946-124707464	1.0628
1_MACS_peak_5706_lociStitched	chr11(.):124745725-124747175	1.0809
1_MACS_peak_5707_lociStitched	chr11(.):124784437-124786896	0.8731
1_MACS_peak_5708_lociStitched	chr11(.):124800131-124801615	0.5755
1_MACS_peak_5709_lociStitched	chr11(.):124823266-124825216	2.4968
1_MACS_peak_5710_lociStitched	chr11(.):124905765-124908125	1.4151
2_MACS_peak_5711_lociStitched	chr11(.):124932196-124943947	1.3144
1_MACS_peak_5713_lociStitched	chr11(.):124980396-124982604	1.5896
1_MACS_peak_5714_lociStitched	chr11(.):124993431-124994851	0.7949
1_MACS_peak_5715_lociStitched	chr11(.):125170586-125171624	0.6262
1_MACS_peak_5716_lociStitched	chr11(.):125365575-125366469	0.4998
1_MACS_peak_5717_lociStitched	chr11(.):125383414-125385448	0.8839
1_MACS_peak_5718_lociStitched	chr11(.):125438454-125440716	2.085
1_MACS_peak_5719_lociStitched	chr11(.):125461233-125463894	2.5563
1_MACS_peak_5720_lociStitched	chr11(.):125494734-125497320	3.4872
1_MACS_peak_5721_lociStitched	chr11(.):125741312-125743078	0.975
1_MACS_peak_5722_lociStitched	chr11(.):125756116-125758732	4.5712
1_MACS_peak_5723_lociStitched	chr11(.):125772322-125773395	0.6874
1_MACS_peak_5724_lociStitched	chr11(.):125811472-125812790	0.6519
1_MACS_peak_5725_lociStitched	chr11(.):125827368-125828344	0.5482
1_MACS_peak_5726_lociStitched	chr11(.):125850537-125853866	1.6747
1_MACS_peak_5727_lociStitched	chr11(.):125931571-125933665	4.7513
1_MACS_peak_5728_lociStitched	chr11(.):125953868-125954686	0.4845
1_MACS_peak_5729_lociStitched	chr11(.):126042468-126044090	0.9246
2_MACS_peak_5730_lociStitched	chr11(.):126056485-126068944	3.1788
1_MACS_peak_5732_lociStitched	chr11(.):126080913-126082467	0.8197
1_MACS_peak_5733_lociStitched	chr11(.):126137704-126139885	1.6
1_MACS_peak_5734_lociStitched	chr11(.):126152147-126154242	3.0153
3_MACS_peak_5735_lociStitched	chr11(.):126173021-126189804	1.0921
1_MACS_peak_5738_lociStitched	chr11(.):126224502-126226095	1.1472
1_MACS_peak_5739_lociStitched	chr11(.):126333892-126337765	2.766
1_MACS_peak_5740_lociStitched	chr11(.):126349851-126351451	1.4254
1_MACS_peak_5741_lociStitched	chr11(.):126569477-126572893	2.1091
1_MACS_peak_5742_lociStitched	chr11(.):126602344-126603999	0.7438
1_MACS_peak_5743_lociStitched	chr11(.):126838959-126840239	0.6379
1_MACS_peak_5744_lociStitched	chr11(.):126872773-126873662	0.5789
1_MACS_peak_5745_lociStitched	chr11(.):126942623-126945475	2.1404
1_MACS_peak_5746_lociStitched	chr11(.):127121224-127123468	1.2802
1_MACS_peak_5747_lociStitched	chr11(.):127510313-127511861	0.7888
1_MACS_peak_5748_lociStitched	chr11(.):127924024-127925173	0.6888
1_MACS_peak_5749_lociStitched	chr11(.):128159776-128161695	1.9396
1_MACS_peak_5750_lociStitched	chr11(.):128211975-128213545	0.8638
3_MACS_peak_5751_lociStitched	chr11(.):128274303-128286644	1.5118
1_MACS_peak_5754_lociStitched	chr11(.):128323318-128324815	0.542
2_MACS_peak_5755_lociStitched	chr11(.):128336996-128342920	1.4783
1_MACS_peak_5757_lociStitched	chr11(.):128362680-128363729	0.6593
1_MACS_peak_5758_lociStitched	chr11(.):128391075-128393583	1.9727
1_MACS_peak_5759_lociStitched	chr11(.):128418168-128419095	0.4672
1_MACS_peak_5760_lociStitched	chr11(.):128479364-128482382	3.4586
2_MACS_peak_5761_lociStitched	chr11(.):128493570-128501410	0.6142
1_MACS_peak_5763_lociStitched	chr11(.):128562506-128566801	2.6118
3_MACS_peak_5764_lociStitched	chr11(.):128585354-128609979	1.9616
1_MACS_peak_5767_lociStitched	chr11(.):128616806-128618394	0.5953
1_MACS_peak_5768_lociStitched	chr11(.):128626428-128630096	2.4671
1_MACS_peak_5769_lociStitched	chr11(.):128699686-128702783	0.951
1_MACS_peak_5770_lociStitched	chr11(.):128754280-128755168	0.5913
1_MACS_peak_5771_lociStitched	chr11(.):128762901-128764320	0.893
1_MACS_peak_5772_lociStitched	chr11(.):129149195-129150473	0.6993
2_MACS_peak_5773_lociStitched	chr11(.):129213870-129224429	0.4531
3_MACS_peak_5775_lociStitched	chr11(.):129233581-129249305	1.3332
1_MACS_peak_5778_lociStitched	chr11(.):129263319-129265781	1.0402
1_MACS_peak_5779_lociStitched	chr11(.):129285381-129290131	1.6695
1_MACS_peak_5780_lociStitched	chr11(.):129304198-129307189	1.0331
1_MACS_peak_5781_lociStitched	chr11(.):129396998-129399603	1.5241
1_MACS_peak_5782_lociStitched	chr11(.):129550444-129552325	0.5966
1_MACS_peak_5783_lociStitched	chr11(.):129565234-129566462	1.6827
1_MACS_peak_5784_lociStitched	chr11(.):129620192-129621178	0.5631
1_MACS_peak_5785_lociStitched	chr11(.):129764638-129766198	0.9398
1_MACS_peak_5786_lociStitched	chr11(.):129871179-129874570	7.2036
2_MACS_peak_5787_lociStitched	chr11(.):129938519-129940825	0.9295
1_MACS_peak_5789_lociStitched	chr11(.):130015430-130017716	0.9391
1_MACS_peak_5790_lociStitched	chr11(.):130029337-130032890	1.3318
1_MACS_peak_5791_lociStitched	chr11(.):130047990-130053074	2.4527
2_MACS_peak_5792_lociStitched	chr11(.):130183573-130186103	2.0267
2_MACS_peak_5794_lociStitched	chr11(.):130304234-130309846	0.4963
1_MACS_peak_5796_lociStitched	chr11(.):130317866-130319212	0.741
1_MACS_peak_5797_lociStitched	chr11(.):130522399-130523188	0.5952
1_MACS_peak_5798_lociStitched	chr11(.):130634802-130637964	1.978
1_MACS_peak_5799_lociStitched	chr11(.):130647183-130648398	0.5782
2_MACS_peak_5800_lociStitched	chr11(.):130670630-130677827	1.2569
2_MACS_peak_5802_lociStitched	chr11(.):130696938-130705902	1.9082
1_MACS_peak_5804_lociStitched	chr11(.):130715325-130719839	3.5797
1_MACS_peak_5805_lociStitched	chr11(.):130785665-130787005	1.5825
1_MACS_peak_5806_lociStitched	chr11(.):131996092-131997119	0.7648
2_MACS_peak_5807_lociStitched	chr11(.):132218163-132231680	1.4559
2_MACS_peak_5809_lociStitched	chr11(.):132588387-132591703	0.6529
1_MACS_peak_5811_lociStitched	chr11(.):132826641-132827613	0.4913
1_MACS_peak_5812_lociStitched	chr11(.):133138420-133140213	0.8669
1_MACS_peak_5813_lociStitched	chr11(.):133172442-133174223	0.67
1_MACS_peak_5814_lociStitched	chr11(.):134092864-134096095	1.9353
2_MACS_peak_5815_lociStitched	chr11(.):134118267-134124248	0.426
1_MACS_peak_5817_lociStitched	chr11(.):134145128-134146732	1.3835
1_MACS_peak_5818_lociStitched	chr11(.):134453270-134454782	0.6451
1_MACS_peak_5819_lociStitched	chr11(.):134508293-134510739	0.7507
1_MACS_peak_5820_lociStitched	chr12(.):73369-75452	4.3379
1_MACS_peak_5821_lociStitched	chr12(.):220333-221807	0.5271
1_MACS_peak_5822_lociStitched	chr12(.):275049-276453	0.5837
1_MACS_peak_5823_lociStitched	chr12(.):497492-499527	1.2933
1_MACS_peak_5824_lociStitched	chr12(.):510202-511458	0.7077
1_MACS_peak_5825_lociStitched	chr12(.):662807-663548	0.4539
1_MACS_peak_5826_lociStitched	chr12(.):739158-740757	1.1676
1_MACS_peak_5827_lociStitched	chr12(.):751286-753439	3.212
2_MACS_peak_5828_lociStitched	chr12(.):776398-784631	0.3658
1_MACS_peak_5830_lociStitched	chr12(.):821152-822129	0.4542
1_MACS_peak_5831_lociStitched	chr12(.):831432-832359	0.5354
1_MACS_peak_5832_lociStitched	chr12(.):859461-863762	1.6117
1_MACS_peak_5833_lociStitched	chr12(.):1057679-1059942	1.7734
2_MACS_peak_5834_lociStitched	chr12(.):1098887-1108316	0.7512
1_MACS_peak_5836_lociStitched	chr12(.):1189427-1191036	0.7158
1_MACS_peak_5837_lociStitched	chr12(.):1282725-1284263	0.7052
1_MACS_peak_5838_lociStitched	chr12(.):1294521-1295330	0.4246
1_MACS_peak_5839_lociStitched	chr12(.):1313510-1314518	0.6427
1_MACS_peak_5840_lociStitched	chr12(.):1530797-1534226	2.3838
1_MACS_peak_5841_lociStitched	chr12(.):1638663-1645183	1.9586
1_MACS_peak_5842_lociStitched	chr12(.):1662196-1664982	1.7486
2_MACS_peak_5843_lociStitched	chr12(.):1701604-1711770	0.6322
1_MACS_peak_5845_lociStitched	chr12(.):1771056-1772490	0.7034
1_MACS_peak_5846_lociStitched	chr12(.):1799442-1801091	0.9269
2_MACS_peak_5847_lociStitched	chr12(.):1904739-1914633	0.6346
1_MACS_peak_5849_lociStitched	chr12(.):1921490-1922680	0.6431
1_MACS_peak_5850_lociStitched	chr12(.):2112547-2114478	2.1499
1_MACS_peak_5851_lociStitched	chr12(.):2162099-2162615	0.509
1_MACS_peak_5852_lociStitched	chr12(.):2172647-2174358	1.5723
1_MACS_peak_5853_lociStitched	chr12(.):2260687-2262148	0.5461
1_MACS_peak_5854_lociStitched	chr12(.):2357570-2359334	0.9037
1_MACS_peak_5855_lociStitched	chr12(.):2405925-2407792	0.6838
1_MACS_peak_5856_lociStitched	chr12(.):2443825-2447672	1.246
1_MACS_peak_5857_lociStitched	chr12(.):2466796-2468481	0.5966
1_MACS_peak_5858_lociStitched	chr12(.):2486844-2489003	0.8773
1_MACS_peak_5859_lociStitched	chr12(.):2628437-2630751	2.3834
1_MACS_peak_5860_lociStitched	chr12(.):2799785-2801847	1.9798
1_MACS_peak_5861_lociStitched	chr12(.):2903298-2905679	0.8627
1_MACS_peak_5862_lociStitched	chr12(.):2920974-2923112	2.4318
1_MACS_peak_5863_lociStitched	chr12(.):2984999-2987542	2.9682
1_MACS_peak_5864_lociStitched	chr12(.):2999252-3001098	1.1519
1_MACS_peak_5865_lociStitched	chr12(.):3053702-3054506	0.4221
1_MACS_peak_5866_lociStitched	chr12(.):3068521-3069323	0.456
1_MACS_peak_5867_lociStitched	chr12(.):3185692-3186815	0.6662
1_MACS_peak_5868_lociStitched	chr12(.):3409020-3410006	0.9143
1_MACS_peak_5869_lociStitched	chr12(.):3540904-3542027	0.5261
1_MACS_peak_5870_lociStitched	chr12(.):3860953-3863412	1.4692
1_MACS_peak_5871_lociStitched	chr12(.):3981542-3983036	1.3525
1_MACS_peak_5872_lociStitched	chr12(.):4097206-4099088	1.533
1_MACS_peak_5873_lociStitched	chr12(.):4177420-4179906	2.0357
3_MACS_peak_5874_lociStitched	chr12(.):4216221-4231172	4.5145
4_MACS_peak_5877_lociStitched	chr12(.):4248130-4264412	1.0229
1_MACS_peak_5881_lociStitched	chr12(.):4273612-4274770	0.5235
1_MACS_peak_5882_lociStitched	chr12(.):4353444-4356352	1.3654
1_MACS_peak_5883_lociStitched	chr12(.):4377424-4387646	3.1433
1_MACS_peak_5884_lociStitched	chr12(.):4429371-4431306	1.1715
1_MACS_peak_5885_lociStitched	chr12(.):4646981-4648956	2.7299
1_MACS_peak_5886_lociStitched	chr12(.):4673580-4674776	0.639
1_MACS_peak_5887_lociStitched	chr12(.):4713643-4714817	1.1347
1_MACS_peak_5888_lociStitched	chr12(.):4756855-4759079	2.0462
1_MACS_peak_5889_lociStitched	chr12(.):4938134-4938805	0.5911
1_MACS_peak_5890_lociStitched	chr12(.):5160641-5162056	0.5592
1_MACS_peak_5891_lociStitched	chr12(.):6022033-6023547	1.031
1_MACS_peak_5892_lociStitched	chr12(.):6183738-6185017	0.7029
1_MACS_peak_5893_lociStitched	chr12(.):6275813-6277949	1.4134
1_MACS_peak_5894_lociStitched	chr12(.):6308651-6311133	1.344
2_MACS_peak_5895_lociStitched	chr12(.):6318712-6328406	0.4532
1_MACS_peak_5897_lociStitched	chr12(.):6343879-6345715	0.7739
1_MACS_peak_5898_lociStitched	chr12(.):6371015-6372471	0.6723
2_MACS_peak_5899_lociStitched	chr12(.):6381183-6388548	1.1827
4_MACS_peak_5901_lociStitched	chr12(.):6432237-6452043	0.8421
3_MACS_peak_5905_lociStitched	chr12(.):6468453-6477653	1.9961
2_MACS_peak_5908_lociStitched	chr12(.):6532541-6537511	0.6029
4_MACS_peak_5910_lociStitched	chr12(.):6551937-6571985	1.4309
1_MACS_peak_5914_lociStitched	chr12(.):6578865-6580962	1.2807
1_MACS_peak_5915_lociStitched	chr12(.):6601644-6604376	3.0023
1_MACS_peak_5916_lociStitched	chr12(.):6640889-6646058	3.6929
1_MACS_peak_5917_lociStitched	chr12(.):6664418-6665533	0.5298
1_MACS_peak_5918_lociStitched	chr12(.):6676604-6678264	0.8867
3_MACS_peak_5919_lociStitched	chr12(.):6712042-6723800	0.6487
1_MACS_peak_5922_lociStitched	chr12(.):6736163-6737609	0.6015
1_MACS_peak_5923_lociStitched	chr12(.):6771721-6773228	0.8648
1_MACS_peak_5924_lociStitched	chr12(.):6797309-6799648	3.0125
1_MACS_peak_5925_lociStitched	chr12(.):6832414-6834422	1.699
2_MACS_peak_5926_lociStitched	chr12(.):6854716-6863209	0.6321
2_MACS_peak_5928_lociStitched	chr12(.):6872782-6876934	0.6607
2_MACS_peak_5930_lociStitched	chr12(.):6887236-6893580	0.3708
1_MACS_peak_5932_lociStitched	chr12(.):6948877-6949943	0.4952
1_MACS_peak_5933_lociStitched	chr12(.):6959509-6963077	2.1336
2_MACS_peak_5934_lociStitched	chr12(.):6975964-6983514	1.1032
1_MACS_peak_5936_lociStitched	chr12(.):6999297-7001419	2.8329
1_MACS_peak_5937_lociStitched	chr12(.):7013114-7014817	0.7455
4_MACS_peak_5938_lociStitched	chr12(.):7022765-7038376	1.1945
6_MACS_peak_5942_lociStitched	chr12(.):7045833-7085599	1.2623
1_MACS_peak_5948_lociStitched	chr12(.):7125104-7126617	1.2518
1_MACS_peak_5949_lociStitched	chr12(.):7244407-7245596	0.7758
1_MACS_peak_5950_lociStitched	chr12(.):7260233-7262194	1.8328
1_MACS_peak_5951_lociStitched	chr12(.):7282177-7284206	1.2237
1_MACS_peak_5952_lociStitched	chr12(.):7340964-7343167	1.2941
