#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
4_MACS_peak_5624_lociStitched	chr12	57021834	57040972	4	14451	38578.3804	4064.9112	268	1
2_MACS_peak_5862_lociStitched	chr12	89738068	89749896	2	11283	89306.1312	3055.1724	269	1
2_MACS_peak_15949_lociStitched	chr22	38700521	38715060	2	14367	39287.2858	2903.4383	270	1
2_MACS_peak_13093_lociStitched	chr2	70309986	70323519	2	9653	102406.9176	2893.3554	271	1
4_MACS_peak_21938_lociStitched	chr6	143162794	143180079	4	13857	49357.3175	1778.6265	272	1
5_MACS_peak_23730_lociStitched	chr8	27930209	27951718	5	13854	50683.8076	4269.5365	274	1
3_MACS_peak_8155_lociStitched	chr15	65169291	65189775	3	11385	87339.6792	4127.526	275	1
3_MACS_peak_17388_lociStitched	chr3	151985287	152002058	3	14200	36342.757	3422.9611	276	1
5_MACS_peak_19860_lociStitched	chr5	109251426	109282541	5	13625	52450.5555	5270.881	277	1
4_MACS_peak_3210_lociStitched	chr10	81946426	81966401	4	14105	38262.1125	3667.41	278	1
4_MACS_peak_5137_lociStitched	chr12	11901547	11920307	4	13645	50068.564	3573.78	279	1
3_MACS_peak_25274_lociStitched	chr9	112668636	112683371	3	9878	97728.414	3095.8235	280	1
4_MACS_peak_20872_lociStitched	chr6	27094335	27116230	4	13602	51321.88	4241.0615	281	1
1_MACS_peak_17599_lociStitched	chr3	176911382	176920779	1	9398	100868.3377	2837.894	282	1
2_MACS_peak_12740_lociStitched	chr2	37598586	37606878	2	7526	111679.1436	2071.3416	283	1
5_MACS_peak_25879_lociStitched	chrX	37634673	37662297	5	13591	48087.8592	2552.4576	284	1
5_MACS_peak_12996_lociStitched	chr2	64430219	64456404	5	12541	68340.2315	4399.08	285	1
2_MACS_peak_15756_lociStitched	chr22	26974593	26992207	2	12867	62006.5642	3593.256	286	1
5_MACS_peak_20309_lociStitched	chr5	156339280	156362373	5	13557	47613.1474	3921.1914	287	1
5_MACS_peak_1793_lociStitched	chr1	174922908	174942206	5	13906	37330.0512	4508.0128	288	1
3_MACS_peak_12615_lociStitched	chr2	25623707	25645815	3	11383	81346.386	4231.4712	289	1
3_MACS_peak_21909_lociStitched	chr6	139632252	139649309	3	11551	77735.5718	3046.3802	290	1
5_MACS_peak_19715_lociStitched	chr5	87954420	87976842	5	12095	71288.5068	3930.5766	292	1
1_MACS_peak_18580_lociStitched	chr4	105407105	105417888	1	10784	84714.4829	2276.2913	293	1
2_MACS_peak_23313_lociStitched	chr7	136035133	136047346	2	10946	84325.8798	3781.1448	294	1
2_MACS_peak_14827_lociStitched	chr20	32461691	32473798	2	9125	98957.7752	2829.4059	296	1
5_MACS_peak_24539_lociStitched	chr8	145002065	145027678	5	13793	35015.5323	3257.9736	297	1
2_MACS_peak_22608_lociStitched	chr7	50343662	50357820	2	13127	51772.9744	3495.6102	298	1
1_MACS_peak_14380_lociStitched	chr2	231729239	231739755	1	10517	84795.766	1152.5536	299	1
1_MACS_peak_19155_lociStitched	chr5	1311631	1321336	1	9706	92592.4935	2152.569	300	1
2_MACS_peak_18200_lociStitched	chr4	48191282	48206654	2	12548	60625.6308	2968.3332	301	1
3_MACS_peak_12653_lociStitched	chr2	27374579	27389816	3	12149	67007.7549	3183.0093	302	1
2_MACS_peak_24483_lociStitched	chr8	137189040	137201732	2	11761	70408.87	2969.928	304	1
2_MACS_peak_20449_lociStitched	chr5	173696510	173710048	2	9648	92170.7654	2981.0676	305	1
2_MACS_peak_8974_lociStitched	chr16	23404346	23419511	2	9708	90911.142	2638.71	306	1
4_MACS_peak_7691_lociStitched	chr15	23660154	23682946	4	13141	43831.2952	3398.2872	307	1
3_MACS_peak_19702_lociStitched	chr5	86408335	86420695	3	10283	85028.148	3010.896	308	1
1_MACS_peak_14985_lociStitched	chr20	43270176	43282274	1	12099	62608.3598	2862.3868	309	1
2_MACS_peak_20976_lociStitched	chr6	31694622	31709348	2	12086	62639.9862	3475.336	311	1
4_MACS_peak_11480_lociStitched	chr19	2254580	2274271	4	12951	46655.8554	4418.6604	313	1
3_MACS_peak_14470_lociStitched	chr2	238599815	238613509	3	13227	35629.0492	1532.3586	314	1
3_MACS_peak_21197_lociStitched	chr6	45386613	45402561	3	12678	50097.4524	2800.4688	315	1
4_MACS_peak_16969_lociStitched	chr3	101487542	101513511	4	12874	47507.6886	4484.8463	316	1
3_MACS_peak_9481_lociStitched	chr16	81841386	81857723	3	12246	57065.141	1767.6634	317	1
2_MACS_peak_13745_lociStitched	chr2	158323615	158337705	2	7832	102506.159	3285.788	318	1
2_MACS_peak_15168_lociStitched	chr20	56047553	56058612	2	10606	78571.9832	2404.2266	319	1
3_MACS_peak_4549_lociStitched	chr11	82764750	82784604	3	12047	61235.6922	3893.3694	320	1
2_MACS_peak_6315_lociStitched	chr12	125396935	125412969	2	11775	63409.6598	1980.199	321	1
1_MACS_peak_2814_lociStitched	chr10	30989001	30997029	1	8029	98927.4384	1836.8064	323	1
3_MACS_peak_14966_lociStitched	chr20	42569085	42585622	3	11924	61051.2966	3175.104	324	1
3_MACS_peak_9728_lociStitched	chr17	7136566	7156779	3	12675	47646.0836	3717.1707	325	1
2_MACS_peak_1656_lociStitched	chr1	161144354	161157829	2	10690	77416.57	3996.685	326	1
1_MACS_peak_20224_lociStitched	chr5	148204554	148215943	1	11390	68134.6925	3400.7554	327	1
1_MACS_peak_6022_lociStitched	chr12	102870256	102879497	1	9242	88958.4865	2185.4965	328	1
4_MACS_peak_19241_lociStitched	chr5	15427116	15449346	4	11981	58004.739	3374.514	330	1
2_MACS_peak_22586_lociStitched	chr7	47512912	47524601	2	11259	68063.8781	3174.7324	331	1
2_MACS_peak_17760_lociStitched	chr3	186779764	186792478	2	9796	84682.8684	3951.5112	332	1
3_MACS_peak_26558_lociStitched	chrX	153232653	153252663	3	12659	41198.589	1930.965	333	1
3_MACS_peak_17577_lociStitched	chr3	175052673	175070751	3	11738	57750.171	4767.1686	336	1
2_MACS_peak_19823_lociStitched	chr5	100224196	100241805	2	11509	60205.171	3502.4301	337	1
4_MACS_peak_4383_lociStitched	chr11	67760568	67781616	4	12312	45377.3832	3845.4696	338	1
1_MACS_peak_21595_lociStitched	chr6	108986011	108997870	1	11860	52176.0423	2037.3762	340	1
4_MACS_peak_5039_lociStitched	chr12	6554836	6580997	4	11198	64866.1995	5035.9925	343	1
1_MACS_peak_343_lociStitched	chr1	27018203	27030532	1	12330	40991.4592	3072.3868	345	1
2_MACS_peak_15120_lociStitched	chr20	52345290	52358918	2	9676	79746.9676	3045.858	346	1
2_MACS_peak_15702_lociStitched	chr22	23477628	23488799	2	9964	76125.8966	2374.9546	348	1
2_MACS_peak_3520_lociStitched	chr10	112255957	112273511	2	11604	55035.3008	3540.6418	349	1
3_MACS_peak_21187_lociStitched	chr6	44213322	44233980	3	11951	48889.2228	4201.8372	350	1
2_MACS_peak_17607_lociStitched	chr3	177068584	177079984	2	8902	86347.02	3630.9	351	1
1_MACS_peak_18826_lociStitched	chr4	144272668	144282942	1	10275	71678.6158	2235.6224	352	1
4_MACS_peak_15999_lociStitched	chr22	39910581	39929460	4	12254	40489.7913	3424.6506	353	1
1_MACS_peak_5526_lociStitched	chr12	51312238	51323565	1	11328	57328.2124	2289.1867	354	1
3_MACS_peak_9182_lociStitched	chr16	50714079	50732964	3	12299	38379.9855	3042.3735	355	1
1_MACS_peak_21005_lociStitched	chr6	32934680	32943111	1	8432	88285.2165	2302.5061	356	1
1_MACS_peak_2094_lociStitched	chr1	206727877	206738182	1	10306	71963.937	3509.883	357	1
4_MACS_peak_1205_lociStitched	chr1	115236430	115260350	4	12257	37812.736	2021.24	358	1
4_MACS_peak_3103_lociStitched	chr10	74006550	74024566	4	11507	54806.4736	3450.064	359	1
1_MACS_peak_15031_lociStitched	chr20	45978156	45987322	1	9167	82019.2012	2483.986	360	1
2_MACS_peak_3002_lociStitched	chr10	63802808	63814731	2	11589	52192.9325	2807.8665	361	1
3_MACS_peak_15206_lociStitched	chr20	61273047	61291163	3	11740	48971.1712	2724.6464	362	1
3_MACS_peak_20767_lociStitched	chr6	20197417	20214421	3	12343	34429.6992	2739.3444	363	1
3_MACS_peak_20415_lociStitched	chr5	171600982	171616222	3	11645	50738.532	3168.396	364	1
2_MACS_peak_1550_lociStitched	chr1	155902773	155919670	2	12255	35515.8043	3882.9306	365	1
2_MACS_peak_10364_lociStitched	chr17	47816032	47828229	2	10771	62736.4892	2684.5597	366	1
1_MACS_peak_10273_lociStitched	chr17	43298244	43308318	1	10075	69983.0706	2619.24	368	1
2_MACS_peak_19858_lociStitched	chr5	109187747	109202267	2	10237	67795.332	2462.592	369	1
2_MACS_peak_23846_lociStitched	chr8	38811483	38824509	2	11075	56455.9866	2637.765	370	1
1_MACS_peak_1846_lociStitched	chr1	181095487	181105600	1	10114	69843.4119	3244.2504	371	1
3_MACS_peak_8556_lociStitched	chr15	93346319	93364573	3	10997	58117.0852	3418.9742	372	1
3_MACS_peak_15530_lociStitched	chr21	45194768	45210632	3	11605	47482.5384	3826.3968	373	1
2_MACS_peak_16721_lociStitched	chr3	52729947	52746035	2	10911	56119.7704	2931.2336	376	1
2_MACS_peak_15128_lociStitched	chr20	52481342	52491029	2	9189	75893.7702	2015.8647	378	1
3_MACS_peak_206_lociStitched	chr1	17221331	17241608	3	8917	82409.7834	6265.593	379	1
2_MACS_peak_3285_lociStitched	chr10	91804879	91813415	2	8498	81529.8968	1863.4088	380	1
3_MACS_peak_25083_lociStitched	chr9	93670970	93688804	3	9089	77431.6612	3195.8528	382	1
1_MACS_peak_26008_lociStitched	chrX	48767974	48779483	1	11510	42682.2774	1648.0888	383	1
5_MACS_peak_11452_lociStitched	chr19	1647638	1672791	5	11686	41580.4243	4686.0039	384	1
3_MACS_peak_15976_lociStitched	chr22	39459038	39474523	3	11594	41213.3275	2855.434	387	1
2_MACS_peak_6727_lociStitched	chr13	77898824	77914488	2	9662	71335.4224	3485.24	389	1
2_MACS_peak_15683_lociStitched	chr22	23087983	23101804	2	11509	41458.8537	2128.434	391	1
2_MACS_peak_1583_lociStitched	chr1	156708959	156723348	2	11397	45575.7186	3857.6909	392	1
1_MACS_peak_9449_lociStitched	chr16	79629249	79640763	1	11515	40214.9478	1294.1736	394	1
3_MACS_peak_20632_lociStitched	chr6	7134863	7148015	3	11673	37976.4	3090.72	395	1
1_MACS_peak_1161_lociStitched	chr1	111172761	111181675	1	8915	75470.381	1222.1094	397	1
4_MACS_peak_11490_lociStitched	chr19	2455354	2480305	4	11738	37406.5392	5426.8425	398	1
2_MACS_peak_9217_lociStitched	chr16	56943350	56952830	2	8452	80303.184	2313.12	399	1
3_MACS_peak_21687_lociStitched	chr6	117858931	117877433	3	11429	41239.1078	2952.9192	400	1
2_MACS_peak_2874_lociStitched	chr10	43890709	43906065	2	11653	35661.2388	2992.8844	401	1
3_MACS_peak_1637_lociStitched	chr1	160695289	160714944	3	10979	52433.6435	5719.605	403	1
2_MACS_peak_18127_lociStitched	chr4	38124213	38136548	2	9819	65752.951	2335.0155	404	1
1_MACS_peak_4116_lociStitched	chr11	58339970	58348471	1	8502	78374.1194	2165.2047	407	1
4_MACS_peak_20823_lociStitched	chr6	26017552	26035000	4	11524	37286.376	3165.0672	408	1
2_MACS_peak_19885_lociStitched	chr5	112256144	112267045	2	9118	72853.5632	2459.2656	409	1
3_MACS_peak_9068_lociStitched	chr16	30193734	30212221	3	10898	50950.172	4000.5868	411	1
2_MACS_peak_16302_lociStitched	chr3	14726968	14741414	2	9513	68554.9376	2578.611	412	1
2_MACS_peak_21346_lociStitched	chr6	74220422	74234489	2	11411	38824.92	2779.6392	413	1
2_MACS_peak_9690_lociStitched	chr17	4842016	4854610	2	10876	48843.3102	2278.2546	415	1
3_MACS_peak_12540_lociStitched	chr2	13681166	13701563	3	11505	36088.4121	3218.6466	416	1
3_MACS_peak_25457_lociStitched	chr9	130531875	130550232	3	11421	37317.9453	3181.2681	417	1
3_MACS_peak_20680_lociStitched	chr6	11713960	11733628	3	11112	44256.9336	3255.054	418	1
1_MACS_peak_14635_lociStitched	chr20	9489742	9499724	1	9983	60900.182	2099.2146	419	1
3_MACS_peak_8307_lociStitched	chr15	75352755	75370698	3	10243	58300.3956	3279.9804	420	1
4_MACS_peak_14060_lociStitched	chr2	197088738	197107818	4	10914	46944.432	3048.984	421	1
4_MACS_peak_23634_lociStitched	chr8	19519305	19540569	4	10562	53529.9936	3621.2592	422	1
3_MACS_peak_638_lociStitched	chr1	44289647	44305903	3	10993	45385.1264	3299.968	423	1
2_MACS_peak_5444_lociStitched	chr12	46776137	46787411	2	10811	47707.0584	2245.7808	425	1
3_MACS_peak_1163_lociStitched	chr1	111323375	111338279	3	9578	64762.3512	1687.1328	427	1
5_MACS_peak_11457_lociStitched	chr19	1847041	1865859	5	10902	46676.1672	3547.193	428	1
3_MACS_peak_5172_lociStitched	chr12	13242245	13256112	3	10854	46376.7948	2654.1438	429	1
2_MACS_peak_13730_lociStitched	chr2	153914376	153929173	2	10709	48621.4623	2882.4556	431	1
2_MACS_peak_4860_lociStitched	chr11	122928218	122941926	2	10550	51413.2248	2949.9616	432	1
1_MACS_peak_22314_lociStitched	chr7	20254638	20262469	1	7832	80826.8834	2253.7618	433	1
2_MACS_peak_6581_lociStitched	chr13	46269201	46280864	2	10297	53228.7657	1197.7901	435	1
2_MACS_peak_7124_lociStitched	chr14	50465180	50476819	2	8725	71788.1881	1250.0286	436	1
2_MACS_peak_15758_lociStitched	chr22	27004823	27015217	2	9458	64883.5056	2198.331	437	1
2_MACS_peak_14031_lociStitched	chr2	192530817	192546117	2	9718	62509.68	2959.02	438	1
2_MACS_peak_10807_lociStitched	chr17	78873538	78887136	2	8242	76700.8788	2583.62	439	1
3_MACS_peak_20889_lociStitched	chr6	27791055	27808257	3	10272	53085.372	3192.6912	440	1
1_MACS_peak_21875_lociStitched	chr6	138186830	138196065	1	9236	66217.7205	2706.7785	441	1
2_MACS_peak_8049_lociStitched	chr15	52965205	52977190	2	10772	42977.0115	2459.322	442	1
3_MACS_peak_1179_lociStitched	chr1	112134450	112148409	3	10639	44349.1389	1599.7014	443	1
1_MACS_peak_19856_lociStitched	chr5	109023851	109034318	1	10468	47343.2877	2409.5034	445	1
2_MACS_peak_1680_lociStitched	chr1	161768391	161779851	2	11046	34933.518	2732.064	447	1
3_MACS_peak_21145_lociStitched	chr6	42737932	42752476	3	10415	47777.04	2441.9376	448	1
1_MACS_peak_1636_lociStitched	chr1	160675012	160685135	1	10124	53606.3465	4018.831	451	1
1_MACS_peak_24325_lociStitched	chr8	118450132	118457770	1	7639	78038.2098	1979.7696	452	1
3_MACS_peak_17978_lociStitched	chr4	9598992	9610963	3	9440	60738.4598	2257.7306	453	1
4_MACS_peak_25364_lociStitched	chr9	123630362	123646100	4	10474	45242.0286	2733.6906	454	1
3_MACS_peak_23038_lociStitched	chr7	104576235	104586811	3	8536	70133.6864	2115.2	455	1
2_MACS_peak_26374_lociStitched	chrX	119434760	119445702	2	10436	43910.246	1596.4378	457	1
2_MACS_peak_21651_lociStitched	chr6	113946573	113957051	2	9044	64539.241	2346.0242	458	1
2_MACS_peak_17151_lociStitched	chr3	124501756	124512126	2	10300	46256.422	2053.26	462	1
2_MACS_peak_3515_lociStitched	chr10	112172819	112186198	2	10366	44416.9421	2424.2748	463	1
1_MACS_peak_979_lociStitched	chr1	87792695	87803352	1	10658	36843.3804	2102.6261	467	1
3_MACS_peak_5357_lociStitched	chr12	32608278	32622777	3	9780	53505.6597	2708.4132	468	1
3_MACS_peak_4377_lociStitched	chr11	67644780	67655769	3	8699	66620.8125	2537.3601	469	1
4_MACS_peak_10756_lociStitched	chr17	76137451	76152508	4	10623	37767.4731	2406.1086	470	1
1_MACS_peak_5941_lociStitched	chr12	94596151	94604246	1	8096	71546.848	1960.609	472	1
1_MACS_peak_5016_lociStitched	chr12	4377570	4388147	1	10578	37736.6206	2140.7848	473	1
1_MACS_peak_20108_lociStitched	chr5	138719879	138730339	1	10461	40859.898	2745.75	474	1
2_MACS_peak_22622_lociStitched	chr7	52774324	52788702	2	9335	58384.7446	2221.401	475	1
3_MACS_peak_7790_lociStitched	chr15	34619236	34635719	3	9824	52157.1569	2924.0842	476	1
1_MACS_peak_25328_lociStitched	chr9	117127065	117137426	1	10362	41113.4841	2062.8751	477	1
2_MACS_peak_20019_lociStitched	chr5	131435099	131443950	2	7508	75644.1864	2061.3979	478	1
3_MACS_peak_20833_lociStitched	chr6	26155204	26173998	3	10552	37629.3468	3664.83	481	1
1_MACS_peak_13891_lociStitched	chr2	175457090	175464597	1	7508	74750.9525	1809.187	482	1
4_MACS_peak_13311_lociStitched	chr2	96889897	96912659	4	10490	37768.9866	4033.4264	483	1
2_MACS_peak_24468_lociStitched	chr8	134576769	134585942	2	9117	58246.7154	2137.309	485	1
1_MACS_peak_254_lociStitched	chr1	23849119	23858680	1	9562	52541.5194	2455.2648	486	1
1_MACS_peak_1961_lociStitched	chr1	197740011	197748849	1	8839	62238.0798	2883.8394	488	1
4_MACS_peak_11438_lociStitched	chr19	1258443	1277313	4	10163	43823.688	3924.96	489	1
1_MACS_peak_17381_lociStitched	chr3	150315177	150324549	1	9373	54188.904	1971.8688	491	1
2_MACS_peak_14349_lociStitched	chr2	227769069	227782881	2	9380	54379.2252	2567.6508	493	1
5_MACS_peak_13068_lociStitched	chr2	68937490	68963506	5	10414	37236.7008	3962.2368	494	1
2_MACS_peak_4006_lociStitched	chr11	35183548	35197012	2	10142	41762.6352	2707.6104	495	1
3_MACS_peak_11651_lociStitched	chr19	10329567	10348057	3	9957	45380.007	3143.3	497	1
2_MACS_peak_11810_lociStitched	chr19	16221465	16232004	2	9689	48934.6848	2261.6694	498	1
2_MACS_peak_1814_lociStitched	chr1	178544226	178552358	2	7922	70089.708	2827.4964	500	1
3_MACS_peak_25368_lociStitched	chr9	123653148	123667713	3	9407	52972.905	2614.4175	501	1
1_MACS_peak_5775_lociStitched	chr12	72078902	72089191	1	10290	36727.6144	2206.9905	502	1
2_MACS_peak_9554_lociStitched	chr16	89033283	89046135	2	9437	49996.8504	1334.0376	504	1
2_MACS_peak_3946_lociStitched	chr11	26126338	26135984	2	8400	63491.9012	2083.536	505	1
2_MACS_peak_20010_lociStitched	chr5	130708637	130719115	2	9944	41862.7534	2303.0644	508	1
2_MACS_peak_17827_lociStitched	chr3	195621160	195637487	2	10214	37085.1478	4245.02	512	1
1_MACS_peak_10734_lociStitched	chr17	75203319	75210948	1	7630	69379.6518	1836.3003	515	1
2_MACS_peak_5535_lociStitched	chr12	51712046	51722139	2	10005	38613.7994	2337.5388	517	1
3_MACS_peak_21014_lociStitched	chr6	33279479	33292759	3	9501	47705.744	2448.832	519	1
2_MACS_peak_19047_lociStitched	chr4	185263728	185277289	2	8454	62006.3164	2957.6541	520	1
2_MACS_peak_12742_lociStitched	chr2	37615039	37625007	2	9496	47395.8464	2484.0256	522	1
3_MACS_peak_7973_lociStitched	chr15	46994587	47008829	3	9934	38262.5572	2584.923	526	1
1_MACS_peak_20851_lociStitched	chr6	26358016	26367546	1	9531	45204.602	2126.143	527	1
2_MACS_peak_15476_lociStitched	chr21	41295811	41309211	2	8415	62001.8	3903.42	528	1
2_MACS_peak_15381_lociStitched	chr21	34600848	34613171	2	9960	36742.2568	3178.1017	532	1
2_MACS_peak_25371_lociStitched	chr9	123688904	123699444	2	9692	40911.01	2099.568	535	1
2_MACS_peak_18163_lociStitched	chr4	40622274	40634264	2	9786	39148.549	2203.762	536	1
2_MACS_peak_10754_lociStitched	chr17	76116451	76129404	2	9185	49335.3864	2350.9695	537	1
2_MACS_peak_21912_lociStitched	chr6	139683841	139698081	2	9910	36697.904	2879.328	538	1
1_MACS_peak_12379_lociStitched	chr19	55762473	55772308	1	9836	37546.096	2115.5085	539	1
1_MACS_peak_15705_lociStitched	chr22	23517087	23526752	1	9666	39779.207	1989.057	543	1
3_MACS_peak_694_lociStitched	chr1	46789957	46807243	3	9035	50428.4478	2890.2192	546	1
3_MACS_peak_25852_lociStitched	chrX	30578897	30597310	3	9777	35787.5068	1867.0782	548	1
2_MACS_peak_2296_lociStitched	chr1	226062619	226071704	2	8752	53515.1925	2596.493	549	1
2_MACS_peak_5434_lociStitched	chr12	46119395	46132114	2	9741	36144.8542	2595.9479	550	1
3_MACS_peak_11766_lociStitched	chr19	13944032	13959226	3	8973	49884.9408	2722.7648	552	1
1_MACS_peak_8514_lociStitched	chr15	90637460	90646586	1	9127	45329.7546	1899.1206	560	1
3_MACS_peak_4519_lociStitched	chr11	78163340	78178608	3	7982	60424.6368	2395.5492	561	1
2_MACS_peak_15265_lociStitched	chr21	16047018	16061066	2	8709	51734.5696	2832.0768	562	1
2_MACS_peak_23802_lociStitched	chr8	33410059	33425564	2	9443	39612.174	2696.3195	563	1
2_MACS_peak_24685_lociStitched	chr9	9605147	9615452	2	8911	47046.447	2111.4945	571	1
2_MACS_peak_517_lociStitched	chr1	37933629	37946492	2	9533	35795.1564	2375.7961	573	1
2_MACS_peak_15996_lociStitched	chr22	39860466	39870570	2	9518	35850.0024	2141.0376	574	1
2_MACS_peak_4895_lociStitched	chr11	126056763	126069113	2	7905	59200.96	2250.17	578	1
4_MACS_peak_12371_lociStitched	chr19	55462081	55486204	4	9509	35571.7758	3025.0242	581	1
3_MACS_peak_19486_lociStitched	chr5	58852777	58866250	3	8278	54685.5597	2439.9603	584	1
2_MACS_peak_15889_lociStitched	chr22	36772541	36785263	2	9406	36884.8946	2326.8538	585	1
1_MACS_peak_12094_lociStitched	chr19	40645240	40654538	1	9299	38330.0752	1945.1416	587	1
2_MACS_peak_2903_lociStitched	chr10	45949786	45961207	2	8612	49538.5875	2394.9837	589	1
2_MACS_peak_2309_lociStitched	chr1	226308628	226317147	2	8253	54298.4022	2497.7708	590	1
2_MACS_peak_1862_lociStitched	chr1	183438747	183451406	2	9174	41934.2034	3902.7697	591	1
3_MACS_peak_21781_lociStitched	chr6	130833429	130847788	3	9261	38935.8644	2850.2615	594	1
2_MACS_peak_23735_lociStitched	chr8	28195026	28207587	2	8841	45969.4917	2690.5662	595	1
2_MACS_peak_21243_lociStitched	chr6	52527651	52536726	2	8907	44529.21	2507.4225	598	1
2_MACS_peak_287_lociStitched	chr1	24710077	24720767	2	9183	39755.041	2578.428	599	1
2_MACS_peak_3440_lociStitched	chr10	104401004	104412977	2	9147	39955.0983	2284.4484	602	1
1_MACS_peak_10134_lociStitched	chr17	38016356	38025002	1	8647	47799.411	1957.4544	603	1
2_MACS_peak_6260_lociStitched	chr12	122232194	122244370	2	8638	46781.4096	1078.7936	605	1
2_MACS_peak_8614_lociStitched	chr15	101737750	101751613	2	8126	54681.2172	2384.436	606	1
2_MACS_peak_23245_lociStitched	chr7	128572630	128582691	2	7531	62085.4249	3417.7217	607	1
2_MACS_peak_24426_lociStitched	chr8	129665147	129673602	2	7805	57007.8375	1888.847	613	1
1_MACS_peak_4005_lociStitched	chr11	35159813	35168746	1	8934	41726.9363	2128.7339	615	1
2_MACS_peak_18567_lociStitched	chr4	103532436	103543019	2	9304	34424.3824	2165.2818	616	1
2_MACS_peak_17386_lociStitched	chr3	151910914	151920132	2	8753	44038.995	1963.434	618	1
2_MACS_peak_17842_lociStitched	chr3	196357755	196371146	2	8851	43171.2449	3669.134	622	1
2_MACS_peak_1508_lociStitched	chr1	154755528	154765869	2	7959	55267.4745	3236.733	623	1
2_MACS_peak_7774_lociStitched	chr15	33296363	33309939	2	8176	51757.1424	2511.56	625	1
3_MACS_peak_11807_lociStitched	chr19	16180350	16197976	3	9078	37869.461	2897.7144	627	1
2_MACS_peak_20947_lociStitched	chr6	30649082	30659476	2	9033	36460.0732	2249.2616	634	1
4_MACS_peak_8091_lociStitched	chr15	59266791	59281204	4	8953	38685.9333	2904.2195	635	1
1_MACS_peak_13048_lociStitched	chr2	66659605	66668124	1	8520	44331.1722	1346.8539	637	1
2_MACS_peak_23302_lociStitched	chr7	134843434	134857606	2	8014	53221.5288	3401.28	638	1
3_MACS_peak_15023_lociStitched	chr20	45172829	45191663	3	8995	36050.1594	3030.3906	644	1
2_MACS_peak_19373_lociStitched	chr5	43007058	43021305	2	8595	43196.904	2942.0055	645	1
3_MACS_peak_15970_lociStitched	chr22	39408961	39422005	3	8702	40583.7972	2270.9604	647	1
3_MACS_peak_16476_lociStitched	chr3	39248011	39263919	3	8582	42841.8348	3113.1956	650	1
1_MACS_peak_24745_lociStitched	chr9	22237029	22245627	1	8599	39666.0132	1086.7872	656	1
2_MACS_peak_7338_lociStitched	chr14	72980329	72990025	2	8838	35373.9168	1378.7712	660	1
3_MACS_peak_15389_lociStitched	chr21	34695964	34712433	3	8817	38357.9479	4244.0613	661	1
1_MACS_peak_13659_lociStitched	chr2	135162619	135170860	1	8242	44314.3293	1826.2056	666	1
1_MACS_peak_10105_lociStitched	chr17	36856214	36863768	1	7555	52647.603	1889.2554	667	1
2_MACS_peak_381_lociStitched	chr1	28352199	28364272	2	8652	37105.1582	2339.7474	669	1
2_MACS_peak_12167_lociStitched	chr19	44256982	44271668	2	8597	38353.9576	2634.6684	670	1
2_MACS_peak_8756_lociStitched	chr16	4554204	4568807	2	8734	34920.1539	2355.4639	675	1
2_MACS_peak_25526_lociStitched	chr9	132646072	132657615	2	7841	48915.7711	2526.7627	676	1
3_MACS_peak_17166_lociStitched	chr3	125548772	125560388	3	8461	39170.3136	2390.5728	679	1
3_MACS_peak_12317_lociStitched	chr19	50369559	50381988	3	8220	42384.1329	2675.9637	687	1
2_MACS_peak_16986_lociStitched	chr3	104237548	104247017	2	8176	42095.3864	1853.0833	689	1
2_MACS_peak_1821_lociStitched	chr1	179048370	179059034	2	8264	40943.3616	2872.8816	693	1
2_MACS_peak_10743_lociStitched	chr17	75434489	75443089	2	7615	47629.38	1629.7	712	1
1_MACS_peak_21557_lociStitched	chr6	106439300	106447044	1	7745	45563.3728	1456.6464	713	1
2_MACS_peak_1607_lociStitched	chr1	159035898	159048423	2	7443	51615.525	3713.6625	714	1
1_MACS_peak_5629_lociStitched	chr12	57076323	57083886	1	7564	47804.2104	1858.2291	718	1
1_MACS_peak_11239_lociStitched	chr18	52930399	52938305	1	7907	42172.9758	1677.6532	723	1
1_MACS_peak_5762_lociStitched	chr12	69200023	69207905	1	7883	41835.2914	1586.6466	732	1
3_MACS_peak_1653_lociStitched	chr1	161122613	161137594	3	8002	41512.351	4037.3795	736	1
2_MACS_peak_5616_lociStitched	chr12	56726468	56734724	2	8143	36533.6256	1907.9616	738	1
2_MACS_peak_23079_lociStitched	chr7	106504236	106513522	2	7886	41481.4906	2994.735	741	1
1_MACS_peak_5808_lociStitched	chr12	77452942	77460781	1	7840	41028.5421	1900.1736	742	1
2_MACS_peak_11303_lociStitched	chr18	60798273	60811612	2	8115	36982.3775	2626.4491	744	1
