REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_20836_lociStitched	chr6	26183577	26207533	4	14606	66180.8456	4637.8816	184	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	184	1
2_MACS_peak_3913_lociStitched	chr11	19449794	19466107	2	14590	159453.0498	4285.4251	185	NAV2		NAV2	185	1
4_MACS_peak_20476_lociStitched	chr5	176717350	176740673	4	14572	35404.314	4394.0532	186	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	186	1
3_MACS_peak_19927_lociStitched	chr5	118657914	118678883	3	14563	77629.3349	4451.7187	187	TNFAIP8	TNFAIP8	TNFAIP8	187	1
4_MACS_peak_4720_lociStitched	chr11	111234271	111251600	4	14504	65436.0369	3472.7316	188	POU2AF1		POU2AF1	188	1
3_MACS_peak_14927_lociStitched	chr20	37486601	37506394	3	14484	190947.0296	4053.6064	189	PPP1R16B	FAM83D	FAM83D	189	1
4_MACS_peak_5624_lociStitched	chr12	57021834	57040972	4	14451	38578.3804	4064.9112	190	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	190	1
4_MACS_peak_3194_lociStitched	chr10	81001091	81020601	4	14400	48109.709	3831.764	191	ZMIZ1		PPIF	191	1
4_MACS_peak_18367_lociStitched	chr4	77117699	77136613	4	14387	50462.552	3790.3656	192	SCARB2	FAM47E,NUP54	SCARB2	192	1
2_MACS_peak_15949_lociStitched	chr22	38700521	38715060	2	14367	39287.2858	2903.4383	193	CSNK1E	TMEM184B	CSNK1E	193	1
6_MACS_peak_9048_lociStitched	chr16	29815334	29837314	6	14359	43612.716	4017.944	194	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	194	1
2_MACS_peak_20184_lociStitched	chr5	142771392	142786022	2	14353	50027.285	2718.254	195	NR3C1		NR3C1	195	1
4_MACS_peak_1921_lociStitched	chr1	192498561	192521260	4	14274	93692.3924	6076.5223	196		RGS1	RGS1	196	1
5_MACS_peak_7948_lociStitched	chr15	45001775	45029368	5	14237	53486.2712	5201.2805	197	B2M,TRIM69	SPG11,PATL2	B2M	197	1
3_MACS_peak_17388_lociStitched	chr3	151985287	152002058	3	14200	36342.757	3422.9611	198	MBNL1,LOC401093	MBNL1	LOC401093	198	1
3_MACS_peak_10724_lociStitched	chr17	75078927	75093390	3	14148	53364.1311	3297.564	199	C17orf86,SCARNA16	SEC14L1	SCARNA16	199	1
3_MACS_peak_12792_lociStitched	chr2	42343529	42361062	3	14146	93468.423	3699.463	200		EML4	EML4	200	1
3_MACS_peak_10776_lociStitched	chr17	76763206	76779828	3	14136	61117.4318	3465.687	201	CYTH1		CYTH1	201	1
4_MACS_peak_15992_lociStitched	chr22	39823009	39846185	4	14132	129966.3728	4320.0064	202	TAB1	MGAT3	MGAT3	202	1
4_MACS_peak_3210_lociStitched	chr10	81946426	81966401	4	14105	38262.1125	3667.41	203	ANXA11		ANXA11	203	1
2_MACS_peak_8392_lociStitched	chr15	81576053	81596581	2	14095	95761.0672	4645.4864	204	IL16	STARD5	IL16	204	1
4_MACS_peak_22302_lociStitched	chr7	18533966	18561347	4	14072	29426.3607	4851.9132	205	HDAC9		HDAC9	205	1
1_MACS_peak_15772_lociStitched	chr22	29185678	29199746	1	14069	74162.2756	3107.6212	206	XBP1	HSCB,CCDC117,CHEK2	XBP1	206	1
2_MACS_peak_5269_lociStitched	chr12	26265849	26280486	2	14063	61605.6693	3558.2547	207	BHLHE41		BHLHE41	207	1
3_MACS_peak_10621_lociStitched	chr17	70581976	70601752	3	14058	59426.88	3634.8288	208	LOC100499467,FLJ26484		LOC100499467	208	1
1_MACS_peak_10536_lociStitched	chr17	62196577	62210621	1	14045	57732.0752	3554.5364	209	ERN1	SNORD104,SNORA76	ERN1	209	1
4_MACS_peak_15422_lociStitched	chr21	36236220	36263110	4	13966	87642.577	6391.753	210	RUNX1		RUNX1	210	1
5_MACS_peak_10681_lociStitched	chr17	73850456	73875798	5	13917	63086.3748	3925.4758	211	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	211	1
5_MACS_peak_1793_lociStitched	chr1	174922908	174942206	5	13906	37330.0512	4508.0128	212	RABGAP1L	CACYBP	CACYBP	212	1
4_MACS_peak_12859_lociStitched	chr2	47193727	47215120	4	13879	54888.0201	3820.7898	213	TTC7A	MCFD2	MCFD2	213	1
5_MACS_peak_16806_lociStitched	chr3	66530763	66552464	5	13875	27594.9916	3409.2271	214	LRIG1		LRIG1	214	1
4_MACS_peak_10709_lociStitched	chr17	74475767	74498407	4	13873	64723.232	4070.672	215	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	215	1
1_MACS_peak_10128_lociStitched	chr17	37924690	37938549	1	13860	66085.2556	3085.0134	216	IKZF3	GRB7,C17orf37	GRB7	216	1
3_MACS_peak_17218_lociStitched	chr3	129026511	129048368	3	13860	33819.3361	3912.403	217	C3orf47,H1FX	C3orf37	H1FX	217	1
4_MACS_peak_21938_lociStitched	chr6	143162794	143180079	4	13857	49357.3175	1778.6265	218	HIVEP2		HIVEP2	218	1
5_MACS_peak_23730_lociStitched	chr8	27930209	27951718	5	13854	50683.8076	4269.5365	219	ELP3,C8orf80		C8orf80	219	1
5_MACS_peak_24539_lociStitched	chr8	145002065	145027678	5	13793	35015.5323	3257.9736	220	PLEC,MIR661	GRINA,PARP10	PLEC	220	1
3_MACS_peak_25100_lociStitched	chr9	94180837	94196026	3	13756	62870.3088	3624.0954	221	NFIL3		NFIL3	221	1
2_MACS_peak_14842_lociStitched	chr20	32988531	33006027	2	13714	60824.844	3054.8016	222	ITCH	MIR644	ITCH	222	1
2_MACS_peak_21447_lociStitched	chr6	88625386	88640403	2	13699	79713.2394	2991.3864	223			SPACA1	223	1
3_MACS_peak_18328_lociStitched	chr4	74453902	74475579	3	13691	89330.917	3680.7546	224	RASSF6		RASSF6	224	1
4_MACS_peak_5137_lociStitched	chr12	11901547	11920307	4	13645	50068.564	3573.78	225	ETV6		ETV6	225	1
4_MACS_peak_5369_lociStitched	chr12	33037605	33060628	4	13640	23925.5016	3766.5628	226	PKP2		PKP2	226	1
5_MACS_peak_19860_lociStitched	chr5	109251426	109282541	5	13625	52450.5555	5270.881	227		LOC100289673	LOC100289673	227	1
4_MACS_peak_20872_lociStitched	chr6	27094335	27116230	4	13602	51321.88	4241.0615	228	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	228	1
5_MACS_peak_16323_lociStitched	chr3	15834668	15859330	5	13600	68064.6538	4086.4934	229	ANKRD28	ANKRD28	ANKRD28	229	1
5_MACS_peak_25879_lociStitched	chrX	37634673	37662297	5	13591	48087.8592	2552.4576	230	CYBB	DYNLT3	CYBB	230	1
5_MACS_peak_20309_lociStitched	chr5	156339280	156362373	5	13557	47613.1474	3921.1914	231	LOC100286948,TIMD4		LOC100286948	231	1
6_MACS_peak_13095_lociStitched	chr2	70334917	70360974	6	13468	64566.6403	4536.5237	232	LOC100133985	PCBP1,LOC400960	LOC100133985	232	1
2_MACS_peak_18131_lociStitched	chr4	38307000	38322417	2	13230	96262.2063	3419.4906	233			KLF3	233	1
3_MACS_peak_14470_lociStitched	chr2	238599815	238613509	3	13227	35629.0492	1532.3586	234	LRRFIP1		LRRFIP1	234	1
4_MACS_peak_7691_lociStitched	chr15	23660154	23682946	4	13141	43831.2952	3398.2872	235			MKRN3	235	1
2_MACS_peak_22608_lociStitched	chr7	50343662	50357820	2	13127	51772.9744	3495.6102	236	IKZF1		IKZF1	236	1
3_MACS_peak_15773_lociStitched	chr22	29207109	29225784	3	13115	79125.975	3636.0225	237		CCDC117,XBP1	XBP1	237	1
4_MACS_peak_12851_lociStitched	chr2	46788581	46804228	4	13089	33605.0619	3051.165	238	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	238	1
5_MACS_peak_13283_lociStitched	chr2	89039070	89066787	5	13080	91080.8337	4764.5523	239	RPIA,ANKRD36BP2		ANKRD36BP2	239	1
3_MACS_peak_17755_lociStitched	chr3	186703101	186720138	3	13062	106232.5098	5358.1365	240	ST6GAL1	ST6GAL1	ST6GAL1	240	1
3_MACS_peak_14121_lociStitched	chr2	202039846	202060080	3	13042	27763.0714	3656.2838	241	CASP10	CASP8	CASP10	241	1
4_MACS_peak_11057_lociStitched	chr18	23746073	23772102	4	12978	102236.7062	4466.5764	242	PSMA8	TAF4B	PSMA8	242	1
4_MACS_peak_11480_lociStitched	chr19	2254580	2274271	4	12951	46655.8554	4418.6604	243	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	243	1
2_MACS_peak_19299_lociStitched	chr5	32530227	32544142	2	12932	71325.507	3374.3875	244		SUB1	SUB1	244	1
1_MACS_peak_20816_lociStitched	chr6	25402633	25415553	1	12921	179197.816	3824.32	245	LRRC16A		LRRC16A	245	1
6_MACS_peak_4228_lociStitched	chr11	63992548	64019923	6	12908	27919.7625	4300.6125	246	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	246	1
4_MACS_peak_17445_lociStitched	chr3	156804714	156824685	4	12892	83285.0613	5863.4856	247	LOC100498859,LOC339894		LOC100498859	247	1
4_MACS_peak_16969_lociStitched	chr3	101487542	101513511	4	12874	47507.6886	4484.8463	248	FAM55C	CEP97,NFKBIZ	FAM55C	248	1
2_MACS_peak_15756_lociStitched	chr22	26974593	26992207	2	12867	62006.5642	3593.256	249	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	249	1
1_MACS_peak_12804_lociStitched	chr2	43444121	43456980	1	12860	117879.7389	3177.4589	250	LOC100129726,ZFP36L2		ZFP36L2	250	1
4_MACS_peak_15163_lociStitched	chr20	55957870	55975354	4	12838	32759.7708	2897.0988	251	RBM38	RAE1,MTRNR2L3	RBM38	251	1
2_MACS_peak_18156_lociStitched	chr4	40301970	40319897	2	12830	76754.4505	3963.6597	252		CHRNA9	CHRNA9	252	1
3_MACS_peak_2167_lociStitched	chr1	211743481	211756535	3	12815	30059.4458	3845.7084	253	SLC30A1		SLC30A1	253	1
2_MACS_peak_2326_lociStitched	chr1	226839675	226852478	2	12703	85206.5256	3912.5968	254	ITPKB		ITPKB	254	1
3_MACS_peak_25909_lociStitched	chrX	39953149	39969491	3	12689	31185.4386	1371.0938	255	BCOR		BCOR	255	1
1_MACS_peak_557_lociStitched	chr1	40030236	40042914	1	12679	29684.2692	2713.092	256	PABPC4,SNORA55	PPIEL	SNORA55	256	1
3_MACS_peak_21197_lociStitched	chr6	45386613	45402561	3	12678	50097.4524	2800.4688	257	RUNX2	SUPT3H	RUNX2	257	1
3_MACS_peak_8970_lociStitched	chr16	23343191	23363483	3	12677	163628.6004	4161.8892	258	SCNN1B		SCNN1B	258	1
3_MACS_peak_9728_lociStitched	chr17	7136566	7156779	3	12675	47646.0836	3717.1707	259	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	259	1
3_MACS_peak_26558_lociStitched	chrX	153232653	153252663	3	12659	41198.589	1930.965	260	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	260	1
2_MACS_peak_18200_lociStitched	chr4	48191282	48206654	2	12548	60625.6308	2968.3332	261	TEC		TXK	261	1
5_MACS_peak_12996_lociStitched	chr2	64430219	64456404	5	12541	68340.2315	4399.08	262	LOC150992		LOC150992	262	1
1_MACS_peak_13948_lociStitched	chr2	182168182	182180648	1	12467	197930.1616	3026.7448	263			ITGA4	263	1
3_MACS_peak_11832_lociStitched	chr19	16693870	16711778	3	12452	97747.2364	3891.4084	264	MED26	CHERP,SLC35E1	SLC35E1	264	1
2_MACS_peak_14129_lociStitched	chr2	202115939	202129594	2	12409	116235.4565	3204.8285	265	CASP8		CASP8	265	1
3_MACS_peak_20767_lociStitched	chr6	20197417	20214421	3	12343	34429.6992	2739.3444	266	MBOAT1		MBOAT1	266	1
1_MACS_peak_343_lociStitched	chr1	27018203	27030532	1	12330	40991.4592	3072.3868	267	ARID1A		ARID1A	267	1
4_MACS_peak_4383_lociStitched	chr11	67760568	67781616	4	12312	45377.3832	3845.4696	268	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	268	1
5_MACS_peak_19290_lociStitched	chr5	32275950	32296087	5	12311	17674.2449	3197.7556	269	MTMR12		MTMR12	269	1
3_MACS_peak_9182_lociStitched	chr16	50714079	50732964	3	12299	38379.9855	3042.3735	270	NOD2,SNX20	CYLD	NOD2	270	1
3_MACS_peak_2422_lociStitched	chr1	234734114	234750141	3	12287	93112.0619	4726.3623	271	IRF2BP2	NCRNA00184	IRF2BP2	271	1
4_MACS_peak_1205_lociStitched	chr1	115236430	115260350	4	12257	37812.736	2021.24	272	AMPD1,NRAS,CSDE1	DENND2C	AMPD1	272	1
2_MACS_peak_1550_lociStitched	chr1	155902773	155919670	2	12255	35515.8043	3882.9306	273	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	273	1
4_MACS_peak_15999_lociStitched	chr22	39910581	39929460	4	12254	40489.7913	3424.6506	274	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	274	1
3_MACS_peak_9481_lociStitched	chr16	81841386	81857723	3	12246	57065.141	1767.6634	275	PLCG2		PLCG2	275	1
4_MACS_peak_7813_lociStitched	chr15	38360773	38380748	4	12224	129058.475	3731.33	276			TMCO5A	276	1
4_MACS_peak_12647_lociStitched	chr2	27293204	27310933	4	12222	18603.0397	3088.3918	277	AGBL5,EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	277	1
6_MACS_peak_1926_lociStitched	chr1	192561232	192579598	6	12220	18391.7124	4455.5916	278		RGS1,RGS13	RGS1	278	1
1_MACS_peak_11054_lociStitched	chr18	22928899	22941062	1	12164	29089.0308	1988.6505	279	ZNF521		ZNF521	279	1
3_MACS_peak_12653_lociStitched	chr2	27374579	27389816	3	12149	67007.7549	3183.0093	280	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	280	1
4_MACS_peak_4814_lociStitched	chr11	118954907	118979863	4	12143	33583.2892	4629.338	281	HMBS,C2CD2L,H2AFX,DPAGT1	VPS11,HINFP,ABCG4,HYOU1	H2AFX	281	1
4_MACS_peak_8394_lociStitched	chr15	81608503	81624554	4	12108	29614.095	3219.8306	282	STARD5	IL16,TMC3	STARD5	282	1
5_MACS_peak_16585_lociStitched	chr3	46419706	46438838	5	12101	27205.704	3244.7872	283		CCR2,CCR5,CCRL2	CCR5	283	1
1_MACS_peak_14985_lociStitched	chr20	43270176	43282274	1	12099	62608.3598	2862.3868	284	ADA	LOC79015	ADA	284	1
1_MACS_peak_15117_lociStitched	chr20	52267588	52279683	1	12096	109361.7805	2672.995	285			ZNF217	285	1
5_MACS_peak_19715_lociStitched	chr5	87954420	87976842	5	12095	71288.5068	3930.5766	286	LOC645323,MIR9-2		MIR9-2	286	1
2_MACS_peak_20976_lociStitched	chr6	31694622	31709348	2	12086	62639.9862	3475.336	287	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	287	1
1_MACS_peak_6894_lociStitched	chr13	114555983	114568057	1	12075	124973.1444	3363.8164	288	GAS6	FLJ44054,GAS6	GAS6	288	1
3_MACS_peak_4549_lociStitched	chr11	82764750	82784604	3	12047	61235.6922	3893.3694	289	RAB30	SNORA70E	RAB30	289	1
3_MACS_peak_4420_lociStitched	chr11	71414068	71427090	3	12021	93951.1256	3094.0272	290			FAM86C	290	1
4_MACS_peak_19241_lociStitched	chr5	15427116	15449346	4	11981	58004.739	3374.514	291			FBXL7	291	1
4_MACS_peak_12392_lociStitched	chr19	56145526	56168444	4	11972	33171.5132	3490.4114	292	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	292	1
3_MACS_peak_21187_lociStitched	chr6	44213322	44233980	3	11951	48889.2228	4201.8372	293	HSP90AB1,SLC35B2,NFKBIE	SLC29A1,TMEM151B,TCTE1,AARS2	SLC35B2	293	1
3_MACS_peak_14966_lociStitched	chr20	42569085	42585622	3	11924	61051.2966	3175.104	294	TOX2		TOX2	294	1
3_MACS_peak_6961_lociStitched	chr14	23023765	23040243	3	11914	31387.2944	1595.0704	295	DAD1	ABHD4	DAD1	295	1
2_MACS_peak_5899_lociStitched	chr12	92853915	92866388	2	11905	112955.488	2957.3483	296		CLLU1,CLLU1OS	CLLU1OS	296	1
3_MACS_peak_5061_lociStitched	chr12	7022750	7038357	3	11889	23243.5051	2584.5192	297	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	297	1
3_MACS_peak_1198_lociStitched	chr1	114470613	114491212	3	11889	26107.1726	1827.1313	298	HIPK1	DCLRE1B,HIPK1,OLFML3,BCL2L15,AP4B1	HIPK1	298	1
1_MACS_peak_12791_lociStitched	chr2	42322986	42334853	1	11868	110520.9311	3289.5324	299		PKDCC	PKDCC	299	1
1_MACS_peak_21595_lociStitched	chr6	108986011	108997870	1	11860	52176.0423	2037.3762	300	FOXO3		NCRNA00222	300	1
3_MACS_peak_16358_lociStitched	chr3	20080037	20098089	3	11829	27967.9636	2899.1512	301	KAT2B	C3orf48	KAT2B	301	1
2_MACS_peak_9274_lociStitched	chr16	66548991	66560966	2	11784	186384.8875	3094.34	302	TK2	CKLF,CMTM1	TK2	302	1
2_MACS_peak_6315_lociStitched	chr12	125396935	125412969	2	11775	63409.6598	1980.199	303	UBC	SCARB1	UBC	303	1
2_MACS_peak_24483_lociStitched	chr8	137189040	137201732	2	11761	70408.87	2969.928	304			KHDRBS3	304	1
2_MACS_peak_23125_lociStitched	chr7	114561537	114574564	2	11753	91599.3505	3568.0953	305	MDFIC		MDFIC	305	1
3_MACS_peak_15206_lociStitched	chr20	61273047	61291163	3	11740	48971.1712	2724.6464	306	SLCO4A1	NTSR1,LOC100127888	SLCO4A1	306	1
3_MACS_peak_17577_lociStitched	chr3	175052673	175070751	3	11738	57750.171	4767.1686	307	NAALADL2		NAALADL2	307	1
4_MACS_peak_11490_lociStitched	chr19	2455354	2480305	4	11738	37406.5392	5426.8425	308	GADD45B,LMNB2	TIMM13	GADD45B	308	1
4_MACS_peak_19056_lociStitched	chr4	185366524	185381656	4	11716	31159.8144	2911.3968	309	IRF2		IRF2	309	1
4_MACS_peak_10760_lociStitched	chr17	76163773	76184034	4	11699	32662.7581	3268.0993	310	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	SYNGR2	310	1
5_MACS_peak_11452_lociStitched	chr19	1647638	1672791	5	11686	41580.4243	4686.0039	311	TCF3	UQCR11	TCF3	311	1
3_MACS_peak_20632_lociStitched	chr6	7134863	7148015	3	11673	37976.4	3090.72	312	RREB1		RREB1	312	1
2_MACS_peak_2874_lociStitched	chr10	43890709	43906065	2	11653	35661.2388	2992.8844	313	HNRNPF	FXYD4,ZNF487P	HNRNPF	313	1
6_MACS_peak_2740_lociStitched	chr10	22604337	22633614	6	11653	28738.3032	4130.9847	314	COMMD3,BMI1	SPAG6	BMI1	314	1
3_MACS_peak_20415_lociStitched	chr5	171600982	171616222	3	11645	50738.532	3168.396	315	STK10	EFCAB9	STK10	315	1
2_MACS_peak_13743_lociStitched	chr2	158293531	158311394	2	11632	88052.0859	3570.8137	316	CYTIP		CYTIP	316	1
3_MACS_peak_15530_lociStitched	chr21	45194768	45210632	3	11605	47482.5384	3826.3968	317	RRP1,CSTB	LOC284837	CSTB	317	1
2_MACS_peak_3520_lociStitched	chr10	112255957	112273511	2	11604	55035.3008	3540.6418	318	DUSP5		DUSP5	318	1
3_MACS_peak_15976_lociStitched	chr22	39459038	39474523	3	11594	41213.3275	2855.434	319	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	319	1
2_MACS_peak_3002_lociStitched	chr10	63802808	63814731	2	11589	52192.9325	2807.8665	320	ARID5B		ARID5B	320	1
3_MACS_peak_21909_lociStitched	chr6	139632252	139649309	3	11551	77735.5718	3046.3802	321		TXLNB,CITED2	TXLNB	321	1
1_MACS_peak_20548_lociStitched	chr6	389194	400740	1	11547	28445.8802	2430.433	322	IRF4		IRF4	322	1
1_MACS_peak_17618_lociStitched	chr3	178230013	178241559	1	11547	113877.0434	3395.6786	323		KCNMB2	KCNMB2	323	1
4_MACS_peak_20823_lociStitched	chr6	26017552	26035000	4	11524	37286.376	3165.0672	324	HIST1H3A,HIST1H4A,HIST1H1A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H2BB,HIST1H1C	HIST1H4B	324	1
1_MACS_peak_9449_lociStitched	chr16	79629249	79640763	1	11515	40214.9478	1294.1736	325	MAF		MAF	325	1
1_MACS_peak_26008_lociStitched	chrX	48767974	48779483	1	11510	42682.2774	1648.0888	326	SLC35A2,PIM2,OTUD5	PQBP1,TIMM17B,KCND1	PIM2	326	1
2_MACS_peak_15683_lociStitched	chr22	23087983	23101804	2	11509	41458.8537	2128.434	327			MIR650	327	1
2_MACS_peak_19823_lociStitched	chr5	100224196	100241805	2	11509	60205.171	3502.4301	328	ST8SIA4		ST8SIA4	328	1
4_MACS_peak_3103_lociStitched	chr10	74006550	74024566	4	11507	54806.4736	3450.064	329		ANAPC16,DDIT4,ASCC1	DDIT4	329	1
3_MACS_peak_12540_lociStitched	chr2	13681166	13701563	3	11505	36088.4121	3218.6466	330			MIR3125	330	1
4_MACS_peak_11746_lociStitched	chr19	13043172	13057954	4	11449	19501.8926	2681.4548	331	CALR,RAD23A,FARSA	GCDH,DAND5,NFIX,KLF1,SYCE2,GADD45GIP1	CALR	331	1
3_MACS_peak_21687_lociStitched	chr6	117858931	117877433	3	11429	41239.1078	2952.9192	332	DCBLD1	GOPC	GOPC	332	1
3_MACS_peak_25457_lociStitched	chr9	130531875	130550232	3	11421	37317.9453	3181.2681	333	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	333	1
2_MACS_peak_21346_lociStitched	chr6	74220422	74234489	2	11411	38824.92	2779.6392	334	EEF1A1	MTO1	EEF1A1	334	1
2_MACS_peak_1583_lociStitched	chr1	156708959	156723348	2	11397	45575.7186	3857.6909	335	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	335	1
1_MACS_peak_20224_lociStitched	chr5	148204554	148215943	1	11390	68134.6925	3400.7554	336	ADRB2		ADRB2	336	1
3_MACS_peak_8155_lociStitched	chr15	65169291	65189775	3	11385	87339.6792	4127.526	337		PLEKHO2,ANKDD1A	ANKDD1A	337	1
3_MACS_peak_12615_lociStitched	chr2	25623707	25645815	3	11383	81346.386	4231.4712	338	DTNB		DNMT3A	338	1
2_MACS_peak_19188_lociStitched	chr5	6475221	6487616	2	11376	93903.2805	2400.9115	339	UBE2QL1		UBE2QL1	339	1
3_MACS_peak_16594_lociStitched	chr3	46578011	46591887	3	11353	117571.348	2610.0756	340	LRRC2	RTP3,TDGF1	LRRC2	340	1
1_MACS_peak_5526_lociStitched	chr12	51312238	51323565	1	11328	57328.2124	2289.1867	341	METTL7A	HIGD1C	METTL7A	341	1
3_MACS_peak_17031_lociStitched	chr3	111838362	111854550	3	11307	20846.9064	3096.7644	342	GCET2	C3orf52,MIR567	GCET2	342	1
5_MACS_peak_14773_lociStitched	chr20	30147392	30162153	5	11298	20201.9046	2499.0373	343	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	343	1
2_MACS_peak_5862_lociStitched	chr12	89738068	89749896	2	11283	89306.1312	3055.1724	344	DUSP6		DUSP6	344	1
2_MACS_peak_22586_lociStitched	chr7	47512912	47524601	2	11259	68063.8781	3174.7324	345	TNS3		TNS3	345	1
2_MACS_peak_16571_lociStitched	chr3	46245378	46257468	2	11223	151481.655	3604.029	346	CCR1	CCR3	CCR1	346	1
4_MACS_peak_5039_lociStitched	chr12	6554836	6580997	4	11198	64866.1995	5035.9925	347	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	347	1
5_MACS_peak_16709_lociStitched	chr3	52286537	52313612	5	11188	23181.615	4139.7675	348	WDR82,MIRLET7G	PPM1M,GLYCTK,DNAH1,TLR9,TWF2,MIR135A1	MIRLET7G	348	1
2_MACS_peak_24111_lociStitched	chr8	81073191	81084601	2	11170	31158.428	2114.273	349	TPD52		TPD52	349	1
3_MACS_peak_20680_lociStitched	chr6	11713960	11733628	3	11112	44256.9336	3255.054	350	C6orf105		C6orf105	350	1
2_MACS_peak_18292_lociStitched	chr4	69431880	69443780	2	11090	101505.81	2357.39	351	UGT2B15,UGT2B17		UGT2B17	351	1
2_MACS_peak_23846_lociStitched	chr8	38811483	38824509	2	11075	56455.9866	2637.765	352	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	352	1
2_MACS_peak_1680_lociStitched	chr1	161768391	161779851	2	11046	34933.518	2732.064	353	ATF6	DUSP12	ATF6	353	1
3_MACS_peak_15729_lociStitched	chr22	24535935	24554032	3	11034	27159.9776	2817.7029	354	CABIN1	SUSD2	SUSD2	354	1
3_MACS_peak_8556_lociStitched	chr15	93346319	93364573	3	10997	58117.0852	3418.9742	355		ASB9P1	ASB9P1	355	1
3_MACS_peak_638_lociStitched	chr1	44289647	44305903	3	10993	45385.1264	3299.968	356	ST3GAL3		ARTN	356	1
3_MACS_peak_1637_lociStitched	chr1	160695289	160714944	3	10979	52433.6435	5719.605	357	SLAMF7	CD48	SLAMF7	357	1
2_MACS_peak_23313_lociStitched	chr7	136035133	136047346	2	10946	84325.8798	3781.1448	358			LUZP6	358	1
4_MACS_peak_13229_lociStitched	chr2	86290391	86308382	4	10921	26865.9603	3184.407	359	POLR1A	PTCD3,LOC90784	POLR1A	359	1
4_MACS_peak_12308_lociStitched	chr19	50165956	50184453	4	10915	32036.804	3109.3457	360	BCL2L12,PRMT1,IRF3	SCAF1,C19orf76,CPT1C,RRAS	PRMT1	360	1
4_MACS_peak_14060_lociStitched	chr2	197088738	197107818	4	10914	46944.432	3048.984	361	HECW2		STK17B	361	1
2_MACS_peak_16721_lociStitched	chr3	52729947	52746035	2	10911	56119.7704	2931.2336	362	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	362	1
5_MACS_peak_11457_lociStitched	chr19	1847041	1865859	5	10902	46676.1672	3547.193	363	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	363	1
