#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuper
5_MACS_peak_7393_lociStitched	chr14	77487948	77510576	5	18174	72647.194	2172.288	260	1
2_MACS_peak_19885_lociStitched	chr5	112256144	112267045	2	9118	72853.5632	2459.2656	261	1
6_MACS_peak_15132_lociStitched	chr20	52530721	52566871	6	18722	76066.83	5798.46	262	1
1_MACS_peak_5941_lociStitched	chr12	94596151	94604246	1	8096	71546.848	1960.609	263	1
5_MACS_peak_10055_lociStitched	chr17	34408835	34432682	5	19198	74595.8007	5091.3345	264	1
1_MACS_peak_18826_lociStitched	chr4	144272668	144282942	1	10275	71678.6158	2235.6224	265	1
6_MACS_peak_10333_lociStitched	chr17	46528044	46571109	6	26304	76289.6475	7605.279	266	1
2_MACS_peak_1646_lociStitched	chr1	161007626	161018253	2	6878	71831.0811	3261.4263	267	1
1_MACS_peak_2094_lociStitched	chr1	206727877	206738182	1	10306	71963.937	3509.883	268	1
1_MACS_peak_14974_lociStitched	chr20	42695514	42700474	1	4961	69364.608	1179.488	269	1
1_MACS_peak_5743_lociStitched	chr12	68380770	68387492	1	6723	69859.7294	1683.1888	270	1
3_MACS_peak_23038_lociStitched	chr7	104576235	104586811	3	8536	70133.6864	2115.2	271	1
2_MACS_peak_19299_lociStitched	chr5	32530227	32544142	2	12932	71325.507	3374.3875	272	1
2_MACS_peak_6727_lociStitched	chr13	77898824	77914488	2	9662	71335.4224	3485.24	273	1
7_MACS_peak_13475_lociStitched	chr2	112186541	112224502	7	24038	73682.301	5952.2848	274	1
1_MACS_peak_10734_lociStitched	chr17	75203319	75210948	1	7630	69379.6518	1836.3003	275	1
1_MACS_peak_25091_lociStitched	chr9	93795163	93799824	1	4662	68664.9198	1125.6315	276	1
2_MACS_peak_24483_lociStitched	chr8	137189040	137201732	2	11761	70408.87	2969.928	277	1
1_MACS_peak_10273_lociStitched	chr17	43298244	43308318	1	10075	69983.0706	2619.24	278	1
5_MACS_peak_19715_lociStitched	chr5	87954420	87976842	5	12095	71288.5068	3930.5766	279	1
2_MACS_peak_1814_lociStitched	chr1	178544226	178552358	2	7922	70089.708	2827.4964	280	1
5_MACS_peak_13011_lociStitched	chr2	64862611	64896045	5	18963	73437.781	6185.29	281	1
1_MACS_peak_19723_lociStitched	chr5	88110330	88130795	1	20466	71566.105	4704.9035	282	1
1_MACS_peak_1846_lociStitched	chr1	181095487	181105600	1	10114	69843.4119	3244.2504	283	1
1_MACS_peak_21908_lociStitched	chr6	139610754	139615100	1	4347	67690.6884	1312.492	284	1
2_MACS_peak_16302_lociStitched	chr3	14726968	14741414	2	9513	68554.9376	2578.611	285	1
2_MACS_peak_25286_lociStitched	chr9	112903311	112925394	2	21612	70707.5577	4878.1347	286	1
1_MACS_peak_8302_lociStitched	chr15	75298550	75304275	1	5726	66733.4625	1146.145	287	1
1_MACS_peak_14930_lociStitched	chr20	37518032	37523591	1	5560	66822.5154	1386.4146	288	1
2_MACS_peak_19858_lociStitched	chr5	109187747	109202267	2	10237	67795.332	2462.592	289	1
2_MACS_peak_22586_lociStitched	chr7	47512912	47524601	2	11259	68063.8781	3174.7324	290	1
1_MACS_peak_13030_lociStitched	chr2	65254830	65261352	1	6523	66166.9944	1309.6176	291	1
1_MACS_peak_20224_lociStitched	chr5	148204554	148215943	1	11390	68134.6925	3400.7554	292	1
1_MACS_peak_19759_lociStitched	chr5	90674232	90681193	1	6962	66595.887	1950.4722	293	1
1_MACS_peak_10437_lociStitched	chr17	55431165	55436792	1	5628	66007.5235	1502.9717	294	1
5_MACS_peak_25540_lociStitched	chr9	134127059	134153374	5	15643	69074.2435	4884.064	295	1
3_MACS_peak_4377_lociStitched	chr11	67644780	67655769	3	8699	66620.8125	2537.3601	296	1
5_MACS_peak_16323_lociStitched	chr3	15834668	15859330	5	13600	68064.6538	4086.4934	297	1
1_MACS_peak_13981_lociStitched	chr2	187810630	187817768	1	7139	65801.653	1840.8902	298	1
3_MACS_peak_1574_lociStitched	chr1	156450347	156476054	3	19873	70789.3659	6838.062	299	1
5_MACS_peak_12996_lociStitched	chr2	64430219	64456404	5	12541	68340.2315	4399.08	300	1
2_MACS_peak_23431_lociStitched	chr7	150100725	150113921	2	7168	67120.1344	3190.7928	301	1
3_MACS_peak_12653_lociStitched	chr2	27374579	27389816	3	12149	67007.7549	3183.0093	302	1
1_MACS_peak_21875_lociStitched	chr6	138186830	138196065	1	9236	66217.7205	2706.7785	303	1
2_MACS_peak_18127_lociStitched	chr4	38124213	38136548	2	9819	65752.951	2335.0155	304	1
3_MACS_peak_1163_lociStitched	chr1	111323375	111338279	3	9578	64762.3512	1687.1328	305	1
1_MACS_peak_10128_lociStitched	chr17	37924690	37938549	1	13860	66085.2556	3085.0134	306	1
2_MACS_peak_2112_lociStitched	chr1	207093708	207104826	2	5860	66144.3174	3289.8162	307	1
2_MACS_peak_15758_lociStitched	chr22	27004823	27015217	2	9458	64883.5056	2198.331	308	1
2_MACS_peak_21651_lociStitched	chr6	113946573	113957051	2	9044	64539.241	2346.0242	309	1
2_MACS_peak_6076_lociStitched	chr12	108952775	108970705	2	14896	66366.102	4197.413	310	1
4_MACS_peak_4720_lociStitched	chr11	111234271	111251600	4	14504	65436.0369	3472.7316	311	1
4_MACS_peak_20836_lociStitched	chr6	26183577	26207533	4	14606	66180.8456	4637.8816	312	1
1_MACS_peak_23262_lociStitched	chr7	129587712	129593334	1	5623	63367.8108	1853.0112	313	1
2_MACS_peak_6315_lociStitched	chr12	125396935	125412969	2	11775	63409.6598	1980.199	314	1
2_MACS_peak_3946_lociStitched	chr11	26126338	26135984	2	8400	63491.9012	2083.536	315	1
1_MACS_peak_7643_lociStitched	chr14	106323785	106329593	1	5809	61753.56	693.4752	316	1
1_MACS_peak_21562_lociStitched	chr6	106610025	106617357	1	7333	62804.4456	1804.4052	317	1
2_MACS_peak_12708_lociStitched	chr2	33699669	33710211	2	6966	63041.16	2365.6248	318	1
4_MACS_peak_10709_lociStitched	chr17	74475767	74498407	4	13873	64723.232	4070.672	319	1
2_MACS_peak_10364_lociStitched	chr17	47816032	47828229	2	10771	62736.4892	2684.5597	320	1
6_MACS_peak_13095_lociStitched	chr2	70334917	70360974	6	13468	64566.6403	4536.5237	321	1
4_MACS_peak_5039_lociStitched	chr12	6554836	6580997	4	11198	64866.1995	5035.9925	322	1
1_MACS_peak_2378_lociStitched	chr1	230256751	230261686	1	4936	61657.89	1889.6115	323	1
1_MACS_peak_14985_lociStitched	chr20	43270176	43282274	1	12099	62608.3598	2862.3868	324	1
2_MACS_peak_14031_lociStitched	chr2	192530817	192546117	2	9718	62509.68	2959.02	325	1
1_MACS_peak_25086_lociStitched	chr9	93702626	93707623	1	4998	60811.4912	1362.1822	326	1
1_MACS_peak_2495_lociStitched	chr1	245132415	245136270	1	3856	60879.702	1496.8965	327	1
2_MACS_peak_580_lociStitched	chr1	40838998	40858502	2	14959	63415.3056	4050.9808	328	1
1_MACS_peak_1961_lociStitched	chr1	197740011	197748849	1	8839	62238.0798	2883.8394	329	1
3_MACS_peak_25100_lociStitched	chr9	94180837	94196026	3	13756	62870.3088	3624.0954	330	1
2_MACS_peak_20976_lociStitched	chr6	31694622	31709348	2	12086	62639.9862	3475.336	331	1
5_MACS_peak_10681_lociStitched	chr17	73850456	73875798	5	13917	63086.3748	3925.4758	332	1
2_MACS_peak_902_lociStitched	chr1	75595719	75612811	2	16504	61681.6096	2594.5656	333	1
2_MACS_peak_19047_lociStitched	chr4	185263728	185277289	2	8454	62006.3164	2957.6541	334	1
5_MACS_peak_25711_lociStitched	chrX	10064867	10091049	5	15846	61446.5358	2437.5442	335	1
2_MACS_peak_1379_lociStitched	chr1	149214089	149225581	2	6003	63342.7548	4533.594	336	1
1_MACS_peak_14635_lociStitched	chr20	9489742	9499724	1	9983	60900.182	2099.2146	337	1
1_MACS_peak_2703_lociStitched	chr10	15826361	15833117	1	6757	60345.2676	1607.2524	338	1
2_MACS_peak_23245_lociStitched	chr7	128572630	128582691	2	7531	62085.4249	3417.7217	339	1
2_MACS_peak_9722_lociStitched	chr17	6914868	6926144	2	7070	60672.7732	2101.8464	340	1
3_MACS_peak_17978_lociStitched	chr4	9598992	9610963	3	9440	60738.4598	2257.7306	341	1
2_MACS_peak_15756_lociStitched	chr22	26974593	26992207	2	12867	62006.5642	3593.256	342	1
2_MACS_peak_15476_lociStitched	chr21	41295811	41309211	2	8415	62001.8	3903.42	343	1
1_MACS_peak_12539_lociStitched	chr2	13661748	13666252	1	4505	59287.0528	1200.316	344	1
2_MACS_peak_5269_lociStitched	chr12	26265849	26280486	2	14063	61605.6693	3558.2547	345	1
5_MACS_peak_17479_lociStitched	chr3	160116024	160140920	5	19444	64107.2	6072.1344	346	1
3_MACS_peak_4519_lociStitched	chr11	78163340	78178608	3	7982	60424.6368	2395.5492	347	1
1_MACS_peak_1512_lociStitched	chr1	154830589	154834867	1	4279	59716.602	1699.2216	348	1
3_MACS_peak_14966_lociStitched	chr20	42569085	42585622	3	11924	61051.2966	3175.104	349	1
2_MACS_peak_14842_lociStitched	chr20	32988531	33006027	2	13714	60824.844	3054.8016	350	1
2_MACS_peak_18200_lociStitched	chr4	48191282	48206654	2	12548	60625.6308	2968.3332	351	1
3_MACS_peak_10776_lociStitched	chr17	76763206	76779828	3	14136	61117.4318	3465.687	352	1
3_MACS_peak_4549_lociStitched	chr11	82764750	82784604	3	12047	61235.6922	3893.3694	353	1
1_MACS_peak_20437_lociStitched	chr5	173168698	173174618	1	5921	58689.104	1436.192	354	1
2_MACS_peak_4895_lociStitched	chr11	126056763	126069113	2	7905	59200.96	2250.17	355	1
1_MACS_peak_10580_lociStitched	chr17	65642490	65649144	1	6655	58056.15	1300.857	356	1
2_MACS_peak_19823_lociStitched	chr5	100224196	100241805	2	11509	60205.171	3502.4301	357	1
2_MACS_peak_25474_lociStitched	chr9	130828864	130846618	2	16663	60182.5092	3685.7304	358	1
1_MACS_peak_1397_lociStitched	chr1	149855574	149861382	1	5809	59170.7424	2765.7696	359	1
2_MACS_peak_25088_lociStitched	chr9	93733002	93742409	2	5982	57936.7723	1699.8449	360	1
2_MACS_peak_22622_lociStitched	chr7	52774324	52788702	2	9335	58384.7446	2221.401	361	1
2_MACS_peak_24468_lociStitched	chr8	134576769	134585942	2	9117	58246.7154	2137.309	362	1
1_MACS_peak_5197_lociStitched	chr12	15100865	15116577	1	15713	59441.6384	3565.0528	363	1
3_MACS_peak_10621_lociStitched	chr17	70581976	70601752	3	14058	59426.88	3634.8288	364	1
1_MACS_peak_24467_lociStitched	chr8	134508118	134515419	1	7302	57816.619	2063.2626	365	1
1_MACS_peak_15172_lociStitched	chr20	56192082	56197530	1	5449	56728.9344	1302.6168	366	1
5_MACS_peak_26406_lociStitched	chrX	128902273	128921528	5	15069	57485.8025	2131.5285	367	1
3_MACS_peak_9481_lociStitched	chr16	81841386	81857723	3	12246	57065.141	1767.6634	368	1
2_MACS_peak_24426_lociStitched	chr8	129665147	129673602	2	7805	57007.8375	1888.847	369	1
1_MACS_peak_5526_lociStitched	chr12	51312238	51323565	1	11328	57328.2124	2289.1867	370	1
3_MACS_peak_8307_lociStitched	chr15	75352755	75370698	3	10243	58300.3956	3279.9804	371	1
1_MACS_peak_6900_lociStitched	chr13	114789067	114794472	1	5406	56103.3595	1334.4945	372	1
3_MACS_peak_8556_lociStitched	chr15	93346319	93364573	3	10997	58117.0852	3418.9742	373	1
4_MACS_peak_19241_lociStitched	chr5	15427116	15449346	4	11981	58004.739	3374.514	374	1
1_MACS_peak_25615_lociStitched	chr9	139792064	139798667	1	6604	55846.1931	1496.2398	375	1
1_MACS_peak_1282_lociStitched	chr1	143741501	143746178	1	4678	56185.2687	1878.2832	376	1
1_MACS_peak_7123_lociStitched	chr14	50436317	50440843	1	4527	54911.695	660.796	377	1
1_MACS_peak_10536_lociStitched	chr17	62196577	62210621	1	14045	57732.0752	3554.5364	378	1
2_MACS_peak_23846_lociStitched	chr8	38811483	38824509	2	11075	56455.9866	2637.765	379	1
2_MACS_peak_16760_lociStitched	chr3	56948379	56957007	2	6980	55715.31	1997.382	380	1
1_MACS_peak_6084_lociStitched	chr12	109082549	109088237	1	5689	54980.7768	1591.5024	381	1
2_MACS_peak_23433_lociStitched	chr7	150125030	150134074	2	7174	56245.5404	3037.8796	382	1
2_MACS_peak_16721_lociStitched	chr3	52729947	52746035	2	10911	56119.7704	2931.2336	383	1
1_MACS_peak_5564_lociStitched	chr12	53845207	53874844	1	29638	59697.8091	6594.2325	384	1
3_MACS_peak_17577_lociStitched	chr3	175052673	175070751	3	11738	57750.171	4767.1686	385	1
2_MACS_peak_8614_lociStitched	chr15	101737750	101751613	2	8126	54681.2172	2384.436	386	1
3_MACS_peak_19486_lociStitched	chr5	58852777	58866250	3	8278	54685.5597	2439.9603	387	1
1_MACS_peak_17381_lociStitched	chr3	150315177	150324549	1	9373	54188.904	1971.8688	388	1
2_MACS_peak_6581_lociStitched	chr13	46269201	46280864	2	10297	53228.7657	1197.7901	389	1
2_MACS_peak_1508_lociStitched	chr1	154755528	154765869	2	7959	55267.4745	3236.733	390	1
2_MACS_peak_14349_lociStitched	chr2	227769069	227782881	2	9380	54379.2252	2567.6508	391	1
2_MACS_peak_2309_lociStitched	chr1	226308628	226317147	2	8253	54298.4022	2497.7708	392	1
2_MACS_peak_3520_lociStitched	chr10	112255957	112273511	2	11604	55035.3008	3540.6418	393	1
4_MACS_peak_3103_lociStitched	chr10	74006550	74024566	4	11507	54806.4736	3450.064	394	1
3_MACS_peak_14593_lociStitched	chr20	5567123	5592251	3	20764	56178.6696	5018.0616	395	1
4_MACS_peak_12859_lociStitched	chr2	47193727	47215120	4	13879	54888.0201	3820.7898	396	1
5_MACS_peak_10636_lociStitched	chr17	72733353	72756911	5	18944	55457.8878	4400.6344	397	1
2_MACS_peak_2296_lociStitched	chr1	226062619	226071704	2	8752	53515.1925	2596.493	398	1
3_MACS_peak_5357_lociStitched	chr12	32608278	32622777	3	9780	53505.6597	2708.4132	399	1
1_MACS_peak_10105_lociStitched	chr17	36856214	36863768	1	7555	52647.603	1889.2554	400	1
3_MACS_peak_25368_lociStitched	chr9	123653148	123667713	3	9407	52972.905	2614.4175	401	1
1_MACS_peak_21595_lociStitched	chr6	108986011	108997870	1	11860	52176.0423	2037.3762	402	1
1_MACS_peak_254_lociStitched	chr1	23849119	23858680	1	9562	52541.5194	2455.2648	403	1
3_MACS_peak_10724_lociStitched	chr17	75078927	75093390	3	14148	53364.1311	3297.564	404	1
2_MACS_peak_3081_lociStitched	chr10	72333677	72340535	2	6737	51644.169	1689.1254	405	1
4_MACS_peak_23634_lociStitched	chr8	19519305	19540569	4	10562	53529.9936	3621.2592	406	1
3_MACS_peak_20889_lociStitched	chr6	27791055	27808257	3	10272	53085.372	3192.6912	407	1
1_MACS_peak_11586_lociStitched	chr19	6799129	6804242	1	5114	51643.8565	1794.663	408	1
2_MACS_peak_23302_lociStitched	chr7	134843434	134857606	2	8014	53221.5288	3401.28	409	1
1_MACS_peak_5890_lociStitched	chr12	92600682	92605243	1	4562	50754.3519	1002.9639	410	1
1_MACS_peak_1636_lociStitched	chr1	160675012	160685135	1	10124	53606.3465	4018.831	411	1
1_MACS_peak_24337_lociStitched	chr8	120885153	120890842	1	5690	51157.7636	1584.9554	412	1
1_MACS_peak_19680_lociStitched	chr5	81145821	81152203	1	6383	51007.4968	1534.2328	413	1
2_MACS_peak_3002_lociStitched	chr10	63802808	63814731	2	11589	52192.9325	2807.8665	414	1
2_MACS_peak_7774_lociStitched	chr15	33296363	33309939	2	8176	51757.1424	2511.56	415	1
3_MACS_peak_7790_lociStitched	chr15	34619236	34635719	3	9824	52157.1569	2924.0842	416	1
1_MACS_peak_15952_lociStitched	chr22	38782121	38797313	1	15193	51988.5432	2922.9408	417	1
1_MACS_peak_9343_lociStitched	chr16	68502004	68506142	1	4139	50210.492	1174.3644	418	1
2_MACS_peak_15265_lociStitched	chr21	16047018	16061066	2	8709	51734.5696	2832.0768	419	1
2_MACS_peak_9554_lociStitched	chr16	89033283	89046135	2	9437	49996.8504	1334.0376	420	1
1_MACS_peak_13024_lociStitched	chr2	65139837	65147056	1	7220	50387.1762	1871.8867	421	1
2_MACS_peak_4860_lociStitched	chr11	122928218	122941926	2	10550	51413.2248	2949.9616	422	1
2_MACS_peak_10553_lociStitched	chr17	62979805	62986152	2	6076	50032.7663	1718.1329	423	1
5_MACS_peak_7948_lociStitched	chr15	45001775	45029368	5	14237	53486.2712	5201.2805	424	1
2_MACS_peak_22608_lociStitched	chr7	50343662	50357820	2	13127	51772.9744	3495.6102	425	1
1_MACS_peak_5108_lociStitched	chr12	9799535	9804851	1	5317	49546.7148	1434.2568	426	1
2_MACS_peak_22595_lociStitched	chr7	47708175	47712476	2	4271	49251.1811	1300.6224	427	1
2_MACS_peak_1607_lociStitched	chr1	159035898	159048423	2	7443	51615.525	3713.6625	428	1
7_MACS_peak_7546_lociStitched	chr14	95945672	95986076	7	24572	51131.262	3462.6228	429	1
4_MACS_peak_14989_lociStitched	chr20	43583227	43609440	4	15418	52703.8578	5064.3516	430	1
4_MACS_peak_21938_lociStitched	chr6	143162794	143180079	4	13857	49357.3175	1778.6265	431	1
3_MACS_peak_20415_lociStitched	chr5	171600982	171616222	3	11645	50738.532	3168.396	432	1
3_MACS_peak_694_lociStitched	chr1	46789957	46807243	3	9035	50428.4478	2890.2192	433	1
1_MACS_peak_15113_lociStitched	chr20	52224820	52230181	1	5362	48881.0619	1360.0857	434	1
1_MACS_peak_24462_lociStitched	chr8	134245001	134249236	1	4236	48357.3475	974.897	435	1
2_MACS_peak_20184_lociStitched	chr5	142771392	142786022	2	14353	50027.285	2718.254	436	1
3_MACS_peak_21197_lociStitched	chr6	45386613	45402561	3	12678	50097.4524	2800.4688	437	1
2_MACS_peak_23844_lociStitched	chr8	38792640	38802259	2	6700	49066.519	1820.8767	438	1
5_MACS_peak_19860_lociStitched	chr5	109251426	109282541	5	13625	52450.5555	5270.881	439	1
3_MACS_peak_11766_lociStitched	chr19	13944032	13959226	3	8973	49884.9408	2722.7648	440	1
2_MACS_peak_2903_lociStitched	chr10	45949786	45961207	2	8612	49538.5875	2394.9837	441	1
4_MACS_peak_20872_lociStitched	chr6	27094335	27116230	4	13602	51321.88	4241.0615	442	1
1_MACS_peak_15961_lociStitched	chr22	39146008	39153057	1	7050	48715.639	1711.4972	443	1
2_MACS_peak_10754_lociStitched	chr17	76116451	76129404	2	9185	49335.3864	2350.9695	444	1
4_MACS_peak_11422_lociStitched	chr19	1015214	1041760	4	16813	52991.1252	6028.5966	445	1
3_MACS_peak_9068_lociStitched	chr16	30193734	30212221	3	10898	50950.172	4000.5868	446	1
3_MACS_peak_1637_lociStitched	chr1	160695289	160714944	3	10979	52433.6435	5719.605	447	1
2_MACS_peak_11810_lociStitched	chr19	16221465	16232004	2	9689	48934.6848	2261.6694	448	1
4_MACS_peak_18367_lociStitched	chr4	77117699	77136613	4	14387	50462.552	3790.3656	449	1
2_MACS_peak_16582_lociStitched	chr3	46389457	46396496	2	6137	48057.3647	1462.7042	450	1
2_MACS_peak_9690_lociStitched	chr17	4842016	4854610	2	10876	48843.3102	2278.2546	451	1
4_MACS_peak_20981_lociStitched	chr6	31773542	31805529	4	20503	51668.6011	5172.2979	452	1
4_MACS_peak_5137_lociStitched	chr12	11901547	11920307	4	13645	50068.564	3573.78	453	1
1_MACS_peak_13985_lociStitched	chr2	187914353	187918832	1	4480	47562.9489	1099.5945	454	1
1_MACS_peak_11211_lociStitched	chr18	48677476	48681786	1	4311	47574.642	1119.738	455	1
5_MACS_peak_23730_lociStitched	chr8	27930209	27951718	5	13854	50683.8076	4269.5365	456	1
2_MACS_peak_25526_lociStitched	chr9	132646072	132657615	2	7841	48915.7711	2526.7627	457	1
1_MACS_peak_22532_lociStitched	chr7	43685303	43691034	1	5732	47729.4873	1373.1476	458	1
1_MACS_peak_2492_lociStitched	chr1	244996244	245001821	1	5578	48143.4525	1831.4868	459	1
3_MACS_peak_15206_lociStitched	chr20	61273047	61291163	3	11740	48971.1712	2724.6464	460	1
1_MACS_peak_553_lociStitched	chr1	39972751	39977498	1	4748	47038.9724	951.7735	461	1
2_MACS_peak_10743_lociStitched	chr17	75434489	75443089	2	7615	47629.38	1629.7	462	1
1_MACS_peak_5629_lociStitched	chr12	57076323	57083886	1	7564	47804.2104	1858.2291	463	1
1_MACS_peak_5938_lociStitched	chr12	94563432	94570445	1	7014	47309.698	1449.5871	464	1
1_MACS_peak_2220_lociStitched	chr1	218335963	218340173	1	4211	47421.44	1579.171	465	1
1_MACS_peak_10134_lociStitched	chr17	38016356	38025002	1	8647	47799.411	1957.4544	466	1
4_MACS_peak_20261_lociStitched	chr5	150513056	150537863	4	16238	50765.0448	4998.6105	467	1
2_MACS_peak_13730_lociStitched	chr2	153914376	153929173	2	10709	48621.4623	2882.4556	468	1
2_MACS_peak_6260_lociStitched	chr12	122232194	122244370	2	8638	46781.4096	1078.7936	469	1
5_MACS_peak_14124_lociStitched	chr2	202072799	202102140	5	17823	51346.75	5692.154	470	1
5_MACS_peak_25879_lociStitched	chrX	37634673	37662297	5	13591	48087.8592	2552.4576	471	1
2_MACS_peak_5444_lociStitched	chr12	46776137	46787411	2	10811	47707.0584	2245.7808	472	1
3_MACS_peak_21145_lociStitched	chr6	42737932	42752476	3	10415	47777.04	2441.9376	473	1
1_MACS_peak_25098_lociStitched	chr9	93952612	93957537	1	4926	46501.85	1220.9075	474	1
3_MACS_peak_21014_lociStitched	chr6	33279479	33292759	3	9501	47705.744	2448.832	475	1
1_MACS_peak_2047_lociStitched	chr1	203732211	203736559	1	4349	46444.0316	1496.5816	476	1
2_MACS_peak_24685_lociStitched	chr9	9605147	9615452	2	8911	47046.447	2111.4945	477	1
1_MACS_peak_19856_lociStitched	chr5	109023851	109034318	1	10468	47343.2877	2409.5034	478	1
2_MACS_peak_12742_lociStitched	chr2	37615039	37625007	2	9496	47395.8464	2484.0256	479	1
1_MACS_peak_23275_lociStitched	chr7	130790767	130796778	1	6012	46706.6722	1805.1033	480	1
4_MACS_peak_2889_lociStitched	chr10	45453748	45475305	4	14946	49098.2232	4257.5075	481	1
1_MACS_peak_3352_lociStitched	chr10	98028917	98034529	1	5613	46207.5244	1480.4456	482	1
1_MACS_peak_19060_lociStitched	chr4	185391830	185397289	1	5460	45843.5902	1129.4671	483	1
3_MACS_peak_21187_lociStitched	chr6	44213322	44233980	3	11951	48889.2228	4201.8372	484	1
1_MACS_peak_15493_lociStitched	chr21	43449916	43453949	1	4034	46216.9701	1562.3842	485	1
4_MACS_peak_3194_lociStitched	chr10	81001091	81020601	4	14400	48109.709	3831.764	486	1
2_MACS_peak_17151_lociStitched	chr3	124501756	124512126	2	10300	46256.422	2053.26	487	1
1_MACS_peak_21557_lociStitched	chr6	106439300	106447044	1	7745	45563.3728	1456.6464	488	1
1_MACS_peak_21778_lociStitched	chr6	130579615	130584203	1	4589	45094.5344	1048.8168	489	1
3_MACS_peak_9728_lociStitched	chr17	7136566	7156779	3	12675	47646.0836	3717.1707	490	1
4_MACS_peak_14060_lociStitched	chr2	197088738	197107818	4	10914	46944.432	3048.984	491	1
3_MACS_peak_5172_lociStitched	chr12	13242245	13256112	3	10854	46376.7948	2654.1438	492	1
5_MACS_peak_20309_lociStitched	chr5	156339280	156362373	5	13557	47613.1474	3921.1914	493	1
1_MACS_peak_5271_lociStitched	chr12	26306098	26312260	1	6163	45160.6818	1483.1934	494	1
3_MACS_peak_15530_lociStitched	chr21	45194768	45210632	3	11605	47482.5384	3826.3968	495	1
2_MACS_peak_15882_lociStitched	chr22	36648425	36656793	2	6066	45616.4784	1963.1328	496	1
1_MACS_peak_6738_lociStitched	chr13	78689339	78696233	1	6895	45130.1922	1480.8312	497	1
1_MACS_peak_17664_lociStitched	chr3	182429192	182436066	1	6875	46213.902	2598.372	498	1
2_MACS_peak_15114_lociStitched	chr20	52236814	52244710	2	5827	44786.112	1350.216	499	1
1_MACS_peak_8514_lociStitched	chr15	90637460	90646586	1	9127	45329.7546	1899.1206	500	1
5_MACS_peak_8954_lociStitched	chr16	22194935	22219362	5	17370	48680.5683	5332.4141	501	1
2_MACS_peak_23735_lociStitched	chr8	28195026	28207587	2	8841	45969.4917	2690.5662	502	1
5_MACS_peak_11457_lociStitched	chr19	1847041	1865859	5	10902	46676.1672	3547.193	503	1
1_MACS_peak_20851_lociStitched	chr6	26358016	26367546	1	9531	45204.602	2126.143	504	1
4_MACS_peak_16969_lociStitched	chr3	101487542	101513511	4	12874	47507.6886	4484.8463	505	1
1_MACS_peak_13048_lociStitched	chr2	66659605	66668124	1	8520	44331.1722	1346.8539	506	1
2_MACS_peak_17922_lociStitched	chr4	4029688	4037519	2	6590	44776.0918	1830.1047	507	1
1_MACS_peak_21486_lociStitched	chr6	90992766	90997257	1	4492	44025.7221	1181.5821	508	1
1_MACS_peak_10332_lociStitched	chr17	46516144	46520950	1	4807	44025.363	1240.4286	509	1
1_MACS_peak_26469_lociStitched	chrX	135110497	135116172	1	5676	43433.6125	659.435	510	1
3_MACS_peak_1179_lociStitched	chr1	112134450	112148409	3	10639	44349.1389	1599.7014	511	1
2_MACS_peak_14072_lociStitched	chr2	198072614	198083069	2	7110	45037.0035	2289.645	512	1
1_MACS_peak_3616_lociStitched	chr10	125863359	125867628	1	4270	43669.7355	1079.6301	513	1
1_MACS_peak_20706_lociStitched	chr6	13354232	13358411	1	4180	43471.6296	957.4089	514	1
4_MACS_peak_25364_lociStitched	chr9	123630362	123646100	4	10474	45242.0286	2733.6906	515	1
1_MACS_peak_13659_lociStitched	chr2	135162619	135170860	1	8242	44314.3293	1826.2056	516	1
2_MACS_peak_5888_lociStitched	chr12	92577905	92586158	2	6002	44004.996	1587.0519	517	1
2_MACS_peak_26374_lociStitched	chrX	119434760	119445702	2	10436	43910.246	1596.4378	518	1
1_MACS_peak_15104_lociStitched	chr20	51616639	51620303	1	3665	43035.512	797.2864	519	1
4_MACS_peak_11480_lociStitched	chr19	2254580	2274271	4	12951	46655.8554	4418.6604	520	1
3_MACS_peak_11651_lociStitched	chr19	10329567	10348057	3	9957	45380.007	3143.3	521	1
1_MACS_peak_21766_lociStitched	chr6	130003844	130010772	1	6929	43766.2544	1630.8512	522	1
3_MACS_peak_638_lociStitched	chr1	44289647	44305903	3	10993	45385.1264	3299.968	523	1
2_MACS_peak_17386_lociStitched	chr3	151910914	151920132	2	8753	44038.995	1963.434	524	1
2_MACS_peak_204_lociStitched	chr1	17065725	17075607	2	3917	45707.2146	3662.2692	525	1
2_MACS_peak_21243_lociStitched	chr6	52527651	52536726	2	8907	44529.21	2507.4225	526	1
2_MACS_peak_2562_lociStitched	chr10	3846120	3854494	2	6830	44078.2238	2080.1016	527	1
