REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_6894_lociStitched	chr13	114555983	114568057	1	12075	124973.1444	3363.8164	164	GAS6	FLJ44054,GAS6	GAS6	GAS6	2.3467	164	1
1_MACS_peak_12804_lociStitched	chr2	43444121	43456980	1	12860	117879.7389	3177.4589	165	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	8.0541	165	1
2_MACS_peak_26009_lociStitched	chrX	48790023	48805954	2	14978	94529.7747	1704.617	166	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	2.8667000000000002	166	1
5_MACS_peak_14165_lociStitched	chr2	204548204	204574195	5	15379	91516.9101	5328.155	167	CD28		CD28	CD28	2.2722	167	1
1_MACS_peak_12530_lociStitched	chr2	11883573	11898271	1	14699	98304.6334	3568.6744	168	LPIN1		LPIN1	LPIN1	1.0416999999999998	168	1
2_MACS_peak_24109_lociStitched	chr8	81046393	81062875	2	16163	77315.4138	3416.7186	169	TPD52		TPD52	TPD52	0.9065	169	1
3_MACS_peak_16408_lociStitched	chr3	30682803	30703435	3	17578	45883.5048	3975.7864	170	TGFBR2		TGFBR2	TGFBR2	0.4764999999999999	170	1
5_MACS_peak_8954_lociStitched	chr16	22194935	22219362	5	17370	48680.5683	5332.4141	171	EEF2K		EEF2K	EEF2K	0.04619999999999999	171	1
5_MACS_peak_5905_lociStitched	chr12	92930595	92951282	5	15770	81097.1774	4464.2546	172			CLLU1OS	CLLU1OS	0.1612	172	1
4_MACS_peak_14995_lociStitched	chr20	43672187	43693644	4	15448	85160.6873	4085.4128	173	STK4	KCNS1	KCNS1	KCNS1	0.02550000000000001	173	1
2_MACS_peak_14129_lociStitched	chr2	202115939	202129594	2	12409	116235.4565	3204.8285	174	CASP8		CASP8	CASP8	2.0625	174	1
1_MACS_peak_13493_lociStitched	chr2	112455509	112465893	1	10385	130529.9952	2913.7504	175			ANAPC1	ANAPC1	NONE	175	1
2_MACS_peak_25474_lociStitched	chr9	130828864	130846618	2	16663	60182.5092	3685.7304	176	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	SLC25A25	1.1123	176	1
4_MACS_peak_1037_lociStitched	chr1	93408780	93428773	4	17340	39282.2464	2081.2713	177	FAM69A		FAM69A	FAM69A	0.42600000000000005	177	1
2_MACS_peak_902_lociStitched	chr1	75595719	75612811	2	16504	61681.6096	2594.5656	178	LHX8		LHX8	LHX8	1.3498999999999999	178	1
2_MACS_peak_22383_lociStitched	chr7	26002229	26011888	2	9566	133221.7575	2375.1481	179		MIR148A	MIR148A	MIR148A	2.833	179	1
1_MACS_peak_4282_lociStitched	chr11	65263416	65278834	1	15419	80170.5164	4024.098	180	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	4.0728	180	1
4_MACS_peak_11422_lociStitched	chr19	1015214	1041760	4	16813	52991.1252	6028.5966	181	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	CNN2	1.7634999999999998	181	1
3_MACS_peak_20521_lociStitched	chr5	180228169	180249328	3	15241	80347.0707	3903.8355	182	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.7770000000000001	182	1
2_MACS_peak_8392_lociStitched	chr15	81576053	81596581	2	14095	95761.0672	4645.4864	183	IL16	STARD5	IL16	STARD5	1.1385	183	1
3_MACS_peak_12792_lociStitched	chr2	42343529	42361062	3	14146	93468.423	3699.463	184		EML4	EML4	EML4	0.053099999999999994	184	1
4_MACS_peak_1921_lociStitched	chr1	192498561	192521260	4	14274	93692.3924	6076.5223	185		RGS1	RGS1	RGS1	2.2384999999999997	185	1
3_MACS_peak_17755_lociStitched	chr3	186703101	186720138	3	13062	106232.5098	5358.1365	186	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	1.2357	186	1
7_MACS_peak_24390_lociStitched	chr8	126285190	126316037	7	16934	40801.3269	5379.7168	187	NSMCE2		TRIB1	TRIB1	NONE	187	1
3_MACS_peak_16594_lociStitched	chr3	46578011	46591887	3	11353	117571.348	2610.0756	188	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	1.9061	188	1
2_MACS_peak_19732_lociStitched	chr5	88634755	88651621	2	10396	124998.9858	3562.0992	189			MEF2C	MEF2C	1.0005	189	1
2_MACS_peak_5899_lociStitched	chr12	92853915	92866388	2	11905	112955.488	2957.3483	190		CLLU1,CLLU1OS	CLLU1OS	CLLU1	0.18769999999999998	190	1
5_MACS_peak_25540_lociStitched	chr9	134127059	134153374	5	15643	69074.2435	4884.064	191	FAM78A	PPAPDC3	FAM78A	FAM78A	1.9552999999999998	191	1
5_MACS_peak_25711_lociStitched	chrX	10064867	10091049	5	15846	61446.5358	2437.5442	192	WWC3	CLCN4	CLCN4	NONE	NONE	192	1
1_MACS_peak_15117_lociStitched	chr20	52267588	52279683	1	12096	109361.7805	2672.995	193			ZNF217	ZNF217	1.7121	193	1
4_MACS_peak_11057_lociStitched	chr18	23746073	23772102	4	12978	102236.7062	4466.5764	194	PSMA8	TAF4B	PSMA8	PSMA8	1.3756	194	1
1_MACS_peak_17618_lociStitched	chr3	178230013	178241559	1	11547	113877.0434	3395.6786	195		KCNMB2	KCNMB2	KCNMB2	0.011899999999999994	195	1
2_MACS_peak_3518_lociStitched	chr10	112215886	112226255	2	9896	124483.9926	2527.9622	196		DUSP5	DUSP5	DUSP5	2.1774999999999998	196	1
4_MACS_peak_20261_lociStitched	chr5	150513056	150537863	4	16238	50765.0448	4998.6105	197	ANXA6		ANXA6	ANXA6	0.6889	197	1
1_MACS_peak_12791_lociStitched	chr2	42322986	42334853	1	11868	110520.9311	3289.5324	198		PKDCC	PKDCC	NONE	NONE	198	1
5_MACS_peak_7671_lociStitched	chr15	21976574	22002723	5	16594	38295.2105	4126.3122	199		LOC646214,CXADRP2	CXADRP2	LOC646214	0.0892	199	1
3_MACS_peak_2610_lociStitched	chr10	6953963	6973260	3	9538	127539.6621	3874.8376	200			LOC439949	LOC439949	NONE	200	1
1_MACS_peak_5197_lociStitched	chr12	15100865	15116577	1	15713	59441.6384	3565.0528	201	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	1.8814	201	1
2_MACS_peak_18131_lociStitched	chr4	38307000	38322417	2	13230	96262.2063	3419.4906	202			KLF3	KLF3	NONE	202	1
5_MACS_peak_13261_lociStitched	chr2	87794919	87821485	5	16181	45560.69	4407.2994	204	NCRNA00152		NCRNA00152	NCRNA00152	1.1033000000000002	204	1
3_MACS_peak_18328_lociStitched	chr4	74453902	74475579	3	13691	89330.917	3680.7546	205	RASSF6		RASSF6	RASSF6	1.5431000000000001	205	1
3_MACS_peak_19927_lociStitched	chr5	118657914	118678883	3	14563	77629.3349	4451.7187	206	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.5959	206	1
3_MACS_peak_22555_lociStitched	chr7	44656623	44680161	3	16084	46303.9536	4361.5914	207	OGDH	DDX56,TMED4	OGDH	TMED4	0.8594000000000002	207	1
5_MACS_peak_7663_lociStitched	chr15	20969796	20996055	5	16223	41350.0473	3972.9867	208		BCL8	BCL8	NONE	NONE	208	1
4_MACS_peak_15422_lociStitched	chr21	36236220	36263110	4	13966	87642.577	6391.753	209	RUNX1		RUNX1	RUNX1	0.28769999999999996	209	1
5_MACS_peak_7860_lociStitched	chr15	40834166	40862701	5	16264	37728.977	4825.2685	210	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.9023	210	1
3_MACS_peak_5891_lociStitched	chr12	92753964	92770172	3	9973	119999.1696	3392.3344	211		CLLU1	CLLU1	CLLU1	0.18769999999999998	211	1
2_MACS_peak_6076_lociStitched	chr12	108952775	108970705	2	14896	66366.102	4197.413	212	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	3.6041999999999996	212	1
3_MACS_peak_11832_lociStitched	chr19	16693870	16711778	3	12452	97747.2364	3891.4084	213	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.1261	213	1
2_MACS_peak_580_lociStitched	chr1	40838998	40858502	2	14959	63415.3056	4050.9808	214	SMAP2	SMAP2	SMAP2	SMAP2	0.9588000000000001	214	1
1_MACS_peak_2136_lociStitched	chr1	209275158	209284390	1	9233	121499.5824	2932.0832	215			LOC642587	LOC642587	NONE	215	1
5_MACS_peak_13283_lociStitched	chr2	89039070	89066787	5	13080	91080.8337	4764.5523	216	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	216	1
4_MACS_peak_14989_lociStitched	chr20	43583227	43609440	4	15418	52703.8578	5064.3516	217	STK4,TOMM34	PABPC1L	STK4	STK4	1.162	217	1
5_MACS_peak_26406_lociStitched	chrX	128902273	128921528	5	15069	57485.8025	2131.5285	218	XPNPEP2,SASH3		SASH3	SASH3	1.348	218	1
2_MACS_peak_21447_lociStitched	chr6	88625386	88640403	2	13699	79713.2394	2991.3864	219			SPACA1	SPACA1	NONE	219	1
1_MACS_peak_15772_lociStitched	chr22	29185678	29199746	1	14069	74162.2756	3107.6212	220	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	4.4441	220	1
1_MACS_peak_13227_lociStitched	chr2	86219938	86229203	1	9266	118596.6325	2105.008	221		LOC90784	LOC90784	NONE	NONE	221	1
4_MACS_peak_20836_lociStitched	chr6	26183577	26207533	4	14606	66180.8456	4637.8816	222	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	3.0118	222	1
2_MACS_peak_7748_lociStitched	chr15	31546373	31561148	2	10748	109301.0175	3058.425	223			KLF13	KLF13	1.9747	223	1
1_MACS_peak_15952_lociStitched	chr22	38782121	38797313	1	15193	51988.5432	2922.9408	224	LOC400927	KCNJ4	LOC400927	LOC400927	0.8881000000000001	224	1
4_MACS_peak_4720_lociStitched	chr11	111234271	111251600	4	14504	65436.0369	3472.7316	226	POU2AF1		POU2AF1	POU2AF1	1.6789	226	1
2_MACS_peak_17524_lociStitched	chr3	169656512	169668467	2	10897	106025.3085	3557.808	228	SAMD7,LOC100128164	SEC62	LOC100128164	LOC100128164	3.5671	228	1
2_MACS_peak_18440_lociStitched	chr4	84132237	84144686	2	10474	107839.4625	2756.2086	229			COQ2	COQ2	NONE	229	1
3_MACS_peak_2422_lociStitched	chr1	234734114	234750141	3	12287	93112.0619	4726.3623	230	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	5.7273	230	1
3_MACS_peak_4420_lociStitched	chr11	71414068	71427090	3	12021	93951.1256	3094.0272	231			FAM86C	FAM86C	NONE	231	1
2_MACS_peak_18292_lociStitched	chr4	69431880	69443780	2	11090	101505.81	2357.39	232	UGT2B15,UGT2B17		UGT2B17	UGT2B17	0.7575	232	1
3_MACS_peak_8477_lociStitched	chr15	89163980	89185490	3	15282	39236.391	3863.196	233	AEN,ISG20	MIR1179,MIR7-2	ISG20	ISG20	0.9133	233	1
4_MACS_peak_2889_lociStitched	chr10	45453748	45475305	4	14946	49098.2232	4257.5075	234	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	RASSF4	1.0277	234	1
2_MACS_peak_2326_lociStitched	chr1	226839675	226852478	2	12703	85206.5256	3912.5968	235	ITPKB		ITPKB	ITPKB	0.8883	235	1
3_MACS_peak_15773_lociStitched	chr22	29207109	29225784	3	13115	79125.975	3636.0225	236		CCDC117,XBP1	XBP1	XBP1	4.4441	236	1
4_MACS_peak_17445_lociStitched	chr3	156804714	156824685	4	12892	83285.0613	5863.4856	237	LOC100498859,LOC339894		LOC100498859	LOC100498859	3.6164	237	1
1_MACS_peak_10128_lociStitched	chr17	37924690	37938549	1	13860	66085.2556	3085.0134	238	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2418	238	1
3_MACS_peak_10776_lociStitched	chr17	76763206	76779828	3	14136	61117.4318	3465.687	239	CYTH1		CYTH1	CYTH1	1.3151000000000002	239	1
1_MACS_peak_20684_lociStitched	chr6	11827542	11836945	1	9404	111229.9676	2331.944	240		C6orf105	C6orf105	C6orf105	0.5307	240	1
2_MACS_peak_5269_lociStitched	chr12	26265849	26280486	2	14063	61605.6693	3558.2547	241	BHLHE41		BHLHE41	BHLHE41	3.1458	241	1
4_MACS_peak_10709_lociStitched	chr17	74475767	74498407	4	13873	64723.232	4070.672	242	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.4981	242	1
5_MACS_peak_10681_lociStitched	chr17	73850456	73875798	5	13917	63086.3748	3925.4758	243	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	2.4888	243	1
2_MACS_peak_23125_lociStitched	chr7	114561537	114574564	2	11753	91599.3505	3568.0953	244	MDFIC		MDFIC	MDFIC	2.1306000000000003	244	1
2_MACS_peak_19188_lociStitched	chr5	6475221	6487616	2	11376	93903.2805	2400.9115	245	UBE2QL1		UBE2QL1	UBE2QL1	1.8068	245	1
5_MACS_peak_16323_lociStitched	chr3	15834668	15859330	5	13600	68064.6538	4086.4934	246	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.3282	246	1
3_MACS_peak_10621_lociStitched	chr17	70581976	70601752	3	14058	59426.88	3634.8288	247	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.3763	247	1
1_MACS_peak_10536_lociStitched	chr17	62196577	62210621	1	14045	57732.0752	3554.5364	248	ERN1	SNORD104,SNORA76	ERN1	ERN1	2.1203	248	1
4_MACS_peak_18367_lociStitched	chr4	77117699	77136613	4	14387	50462.552	3790.3656	249	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.6911	249	1
2_MACS_peak_20184_lociStitched	chr5	142771392	142786022	2	14353	50027.285	2718.254	250	NR3C1		NR3C1	NR3C1	0.31179999999999997	250	1
3_MACS_peak_25100_lociStitched	chr9	94180837	94196026	3	13756	62870.3088	3624.0954	251	NFIL3		NFIL3	NFIL3	1.7611999999999999	251	1
2_MACS_peak_18156_lociStitched	chr4	40301970	40319897	2	12830	76754.4505	3963.6597	252		CHRNA9	CHRNA9	NONE	NONE	252	1
5_MACS_peak_7948_lociStitched	chr15	45001775	45029368	5	14237	53486.2712	5201.2805	253	B2M,TRIM69	SPG11,PATL2	B2M	B2M	1.4444	253	1
4_MACS_peak_3194_lociStitched	chr10	81001091	81020601	4	14400	48109.709	3831.764	254	ZMIZ1		PPIF	PPIF	NONE	254	1
3_MACS_peak_10724_lociStitched	chr17	75078927	75093390	3	14148	53364.1311	3297.564	255	C17orf86,SCARNA16	SEC14L1	SCARNA16	SCARNA16	3.4876	255	1
2_MACS_peak_14842_lociStitched	chr20	32988531	33006027	2	13714	60824.844	3054.8016	256	ITCH	MIR644	ITCH	ITCH	0.41859999999999997	256	1
2_MACS_peak_4756_lociStitched	chr11	115090140	115102598	2	10554	98211.3972	2704.6318	257	CADM1		CADM1	CADM1	0.3957	257	1
2_MACS_peak_18379_lociStitched	chr4	77608412	77624763	2	14619	36693.2791	3021.6648	259	SHROOM3		ANKRD56	ANKRD56	NONE	259	1
6_MACS_peak_13095_lociStitched	chr2	70334917	70360974	6	13468	64566.6403	4536.5237	260	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	8.0594	260	1
2_MACS_peak_13743_lociStitched	chr2	158293531	158311394	2	11632	88052.0859	3570.8137	261	CYTIP		CYTIP	CYTIP	1.9215	261	1
2_MACS_peak_19299_lociStitched	chr5	32530227	32544142	2	12932	71325.507	3374.3875	262		SUB1	SUB1	SUB1	2.4319	262	1
4_MACS_peak_12859_lociStitched	chr2	47193727	47215120	4	13879	54888.0201	3820.7898	263	TTC7A	MCFD2	MCFD2	MCFD2	0.486	263	1
6_MACS_peak_9048_lociStitched	chr16	29815334	29837314	6	14359	43612.716	4017.944	264	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.2825	264	1
3_MACS_peak_5747_lociStitched	chr12	68751865	68770484	3	10880	94815.3956	3748.0047	265		MDM1	MDM1	NONE	NONE	265	1
2_MACS_peak_11997_lociStitched	chr19	35695224	35706386	2	9405	105179.526	2876.4474	266		FXYD5,LSR,FAM187B	FAM187B	LSR	0.8084	266	1
4_MACS_peak_5624_lociStitched	chr12	57021834	57040972	4	14451	38578.3804	4064.9112	268	BAZ2A,ATP5B,SNORD59B,SNORD59A	PTGES3	BAZ2A	PTGES3	1.3022	268	1
2_MACS_peak_5862_lociStitched	chr12	89738068	89749896	2	11283	89306.1312	3055.1724	269	DUSP6		DUSP6	DUSP6	5.964	269	1
2_MACS_peak_15949_lociStitched	chr22	38700521	38715060	2	14367	39287.2858	2903.4383	270	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.9841	270	1
2_MACS_peak_13093_lociStitched	chr2	70309986	70323519	2	9653	102406.9176	2893.3554	271	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	8.0594	271	1
4_MACS_peak_21938_lociStitched	chr6	143162794	143180079	4	13857	49357.3175	1778.6265	272	HIVEP2		HIVEP2	HIVEP2	0.3222	272	1
5_MACS_peak_23730_lociStitched	chr8	27930209	27951718	5	13854	50683.8076	4269.5365	274	ELP3,C8orf80		C8orf80	C8orf80	0.7607	274	1
3_MACS_peak_8155_lociStitched	chr15	65169291	65189775	3	11385	87339.6792	4127.526	275		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.1534	275	1
3_MACS_peak_17388_lociStitched	chr3	151985287	152002058	3	14200	36342.757	3422.9611	276	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.3854	276	1
5_MACS_peak_19860_lociStitched	chr5	109251426	109282541	5	13625	52450.5555	5270.881	277		LOC100289673	LOC100289673	NONE	NONE	277	1
4_MACS_peak_3210_lociStitched	chr10	81946426	81966401	4	14105	38262.1125	3667.41	278	ANXA11		ANXA11	ANXA11	0.5514	278	1
4_MACS_peak_5137_lociStitched	chr12	11901547	11920307	4	13645	50068.564	3573.78	279	ETV6		ETV6	ETV6	0.3286	279	1
3_MACS_peak_25274_lociStitched	chr9	112668636	112683371	3	9878	97728.414	3095.8235	280	PALM2,PALM2-AKAP2		PALM2	PALM2	0.47850000000000004	280	1
4_MACS_peak_20872_lociStitched	chr6	27094335	27116230	4	13602	51321.88	4241.0615	281	HIST1H2AG,HIST1H4I,HIST1H2AH,MIR3143,HIST1H2BJ,HIST1H2BK		HIST1H4I	HIST1H4I	0.9286	281	1
1_MACS_peak_17599_lociStitched	chr3	176911382	176920779	1	9398	100868.3377	2837.894	282	TBL1XR1		TBL1XR1	TBL1XR1	0.6291	282	1
2_MACS_peak_12740_lociStitched	chr2	37598586	37606878	2	7526	111679.1436	2071.3416	283	QPCT		QPCT	QPCT	7.4785	283	1
5_MACS_peak_25879_lociStitched	chrX	37634673	37662297	5	13591	48087.8592	2552.4576	284	CYBB	DYNLT3	CYBB	CYBB	1.158	284	1
5_MACS_peak_12996_lociStitched	chr2	64430219	64456404	5	12541	68340.2315	4399.08	285	LOC150992		LOC150992	LOC150992	0.44689999999999996	285	1
2_MACS_peak_15756_lociStitched	chr22	26974593	26992207	2	12867	62006.5642	3593.256	286	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	2.3906	286	1
5_MACS_peak_20309_lociStitched	chr5	156339280	156362373	5	13557	47613.1474	3921.1914	287	LOC100286948,TIMD4		LOC100286948	LOC100286948	0.5641	287	1
5_MACS_peak_1793_lociStitched	chr1	174922908	174942206	5	13906	37330.0512	4508.0128	288	RABGAP1L	CACYBP	CACYBP	CACYBP	1.4037	288	1
3_MACS_peak_12615_lociStitched	chr2	25623707	25645815	3	11383	81346.386	4231.4712	289	DTNB		DNMT3A	DNMT3A	NONE	289	1
3_MACS_peak_21909_lociStitched	chr6	139632252	139649309	3	11551	77735.5718	3046.3802	290		TXLNB,CITED2	TXLNB	CITED2	2.7266999999999997	290	1
5_MACS_peak_19715_lociStitched	chr5	87954420	87976842	5	12095	71288.5068	3930.5766	292	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.4341999999999999	292	1
1_MACS_peak_18580_lociStitched	chr4	105407105	105417888	1	10784	84714.4829	2276.2913	293	CXXC4		CXXC4	CXXC4	2.7922000000000002	293	1
2_MACS_peak_23313_lociStitched	chr7	136035133	136047346	2	10946	84325.8798	3781.1448	294			LUZP6	LUZP6	NONE	294	1
2_MACS_peak_14827_lociStitched	chr20	32461691	32473798	2	9125	98957.7752	2829.4059	296			CHMP4B	CHMP4B	2.6654	296	1
5_MACS_peak_24539_lociStitched	chr8	145002065	145027678	5	13793	35015.5323	3257.9736	297	PLEC,MIR661	GRINA,PARP10	PLEC	PARP10	0.6951999999999999	297	1
2_MACS_peak_22608_lociStitched	chr7	50343662	50357820	2	13127	51772.9744	3495.6102	298	IKZF1		IKZF1	IKZF1	0.3331	298	1
1_MACS_peak_14380_lociStitched	chr2	231729239	231739755	1	10517	84795.766	1152.5536	299	ITM2C		ITM2C	ITM2C	3.4495	299	1
1_MACS_peak_19155_lociStitched	chr5	1311631	1321336	1	9706	92592.4935	2152.569	300	CLPTM1L	TERT	TERT	NONE	NONE	300	1
2_MACS_peak_18200_lociStitched	chr4	48191282	48206654	2	12548	60625.6308	2968.3332	301	TEC		TXK	TXK	NONE	301	1
3_MACS_peak_12653_lociStitched	chr2	27374579	27389816	3	12149	67007.7549	3183.0093	302	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.5326	302	1
2_MACS_peak_24483_lociStitched	chr8	137189040	137201732	2	11761	70408.87	2969.928	304			KHDRBS3	KHDRBS3	NONE	304	1
2_MACS_peak_20449_lociStitched	chr5	173696510	173710048	2	9648	92170.7654	2981.0676	305			HMP19	HMP19	NONE	305	1
2_MACS_peak_8974_lociStitched	chr16	23404346	23419511	2	9708	90911.142	2638.71	306	COG7		COG7	COG7	1.2236	306	1
4_MACS_peak_7691_lociStitched	chr15	23660154	23682946	4	13141	43831.2952	3398.2872	307			MKRN3	MKRN3	NONE	307	1
3_MACS_peak_19702_lociStitched	chr5	86408335	86420695	3	10283	85028.148	3010.896	308	MIR4280		MIR4280	MIR4280	0.8792000000000001	308	1
1_MACS_peak_14985_lociStitched	chr20	43270176	43282274	1	12099	62608.3598	2862.3868	309	ADA	LOC79015	ADA	ADA	1.4093	309	1
2_MACS_peak_20976_lociStitched	chr6	31694622	31709348	2	12086	62639.9862	3475.336	311	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	3.7023	311	1
4_MACS_peak_11480_lociStitched	chr19	2254580	2274271	4	12951	46655.8554	4418.6604	313	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.4583	313	1
3_MACS_peak_14470_lociStitched	chr2	238599815	238613509	3	13227	35629.0492	1532.3586	314	LRRFIP1		LRRFIP1	LRRFIP1	0.21810000000000002	314	1
3_MACS_peak_21197_lociStitched	chr6	45386613	45402561	3	12678	50097.4524	2800.4688	315	RUNX2	SUPT3H	RUNX2	RUNX2	0.2026	315	1
4_MACS_peak_16969_lociStitched	chr3	101487542	101513511	4	12874	47507.6886	4484.8463	316	FAM55C	CEP97,NFKBIZ	FAM55C	FAM55C	0.8195	316	1
3_MACS_peak_9481_lociStitched	chr16	81841386	81857723	3	12246	57065.141	1767.6634	317	PLCG2		PLCG2	PLCG2	0.33849999999999997	317	1
2_MACS_peak_13745_lociStitched	chr2	158323615	158337705	2	7832	102506.159	3285.788	318		CYTIP	CYTIP	CYTIP	1.9215	318	1
2_MACS_peak_15168_lociStitched	chr20	56047553	56058612	2	10606	78571.9832	2404.2266	319		CTCFL	CTCFL	NONE	NONE	319	1
3_MACS_peak_4549_lociStitched	chr11	82764750	82784604	3	12047	61235.6922	3893.3694	320	RAB30	SNORA70E	RAB30	RAB30	0.9319999999999999	320	1
2_MACS_peak_6315_lociStitched	chr12	125396935	125412969	2	11775	63409.6598	1980.199	321	UBC	SCARB1	UBC	UBC	3.5953	321	1
1_MACS_peak_2814_lociStitched	chr10	30989001	30997029	1	8029	98927.4384	1836.8064	323			LYZL2	LYZL2	NONE	323	1
3_MACS_peak_14966_lociStitched	chr20	42569085	42585622	3	11924	61051.2966	3175.104	324	TOX2		TOX2	TOX2	0.8309	324	1
3_MACS_peak_9728_lociStitched	chr17	7136566	7156779	3	12675	47646.0836	3717.1707	325	C17orf81,DVL2,PHF23,GABARAP,CTDNEP1	ACADVL,SLC2A4,DLG4,MIR324,CLDN7,YBX2	GABARAP	GABARAP	2.0657	325	1
2_MACS_peak_1656_lociStitched	chr1	161144354	161157829	2	10690	77416.57	3996.685	326	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	ADAMTS4	2.6375	326	1
1_MACS_peak_20224_lociStitched	chr5	148204554	148215943	1	11390	68134.6925	3400.7554	327	ADRB2		ADRB2	ADRB2	3.5934	327	1
1_MACS_peak_6022_lociStitched	chr12	102870256	102879497	1	9242	88958.4865	2185.4965	328	IGF1		IGF1	IGF1	0.8716	328	1
4_MACS_peak_19241_lociStitched	chr5	15427116	15449346	4	11981	58004.739	3374.514	330			FBXL7	FBXL7	NONE	330	1
2_MACS_peak_22586_lociStitched	chr7	47512912	47524601	2	11259	68063.8781	3174.7324	331	TNS3		TNS3	TNS3	0.2737	331	1
2_MACS_peak_17760_lociStitched	chr3	186779764	186792478	2	9796	84682.8684	3951.5112	332	ST6GAL1		ST6GAL1	ST6GAL1	1.2357	332	1
3_MACS_peak_26558_lociStitched	chrX	153232653	153252663	3	12659	41198.589	1930.965	333	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	2.4488999999999996	333	1
3_MACS_peak_17577_lociStitched	chr3	175052673	175070751	3	11738	57750.171	4767.1686	336	NAALADL2		NAALADL2	NAALADL2	0.14650000000000002	336	1
2_MACS_peak_19823_lociStitched	chr5	100224196	100241805	2	11509	60205.171	3502.4301	337	ST8SIA4		ST8SIA4	ST8SIA4	0.6456	337	1
4_MACS_peak_4383_lociStitched	chr11	67760568	67781616	4	12312	45377.3832	3845.4696	338	ALDH3B1,UNC93B1	NDUFS8,TCIRG1	UNC93B1	UNC93B1	1.2623	338	1
1_MACS_peak_21595_lociStitched	chr6	108986011	108997870	1	11860	52176.0423	2037.3762	340	FOXO3		NCRNA00222	NCRNA00222	NONE	340	1
4_MACS_peak_5039_lociStitched	chr12	6554836	6580997	4	11198	64866.1995	5035.9925	343	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	2.6164	343	1
1_MACS_peak_343_lociStitched	chr1	27018203	27030532	1	12330	40991.4592	3072.3868	345	ARID1A		ARID1A	ARID1A	0.6606	345	1
2_MACS_peak_15120_lociStitched	chr20	52345290	52358918	2	9676	79746.9676	3045.858	346			SUMO1P1	SUMO1P1	3.3182	346	1
