REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_19188_lociStitched	chr5	6475221	6487616	2	11376	93903.2805	2400.9115	165	UBE2QL1		UBE2QL1	UBE2QL1	1.8068	165	1
2_MACS_peak_8392_lociStitched	chr15	81576053	81596581	2	14095	95761.0672	4645.4864	166	IL16	STARD5	IL16	STARD5	1.1385	166	1
3_MACS_peak_5747_lociStitched	chr12	68751865	68770484	3	10880	94815.3956	3748.0047	167		MDM1	MDM1	NONE	NONE	167	1
3_MACS_peak_4420_lociStitched	chr11	71414068	71427090	3	12021	93951.1256	3094.0272	168			FAM86C	FAM86C	NONE	168	1
1_MACS_peak_19155_lociStitched	chr5	1311631	1321336	1	9706	92592.4935	2152.569	169	CLPTM1L	TERT	TERT	NONE	NONE	169	1
3_MACS_peak_2638_lociStitched	chr10	11278933	11313242	3	26635	96600.4204	6583.8971	170	CELF2		CELF2	CELF2	0.9719999999999999	170	1
3_MACS_peak_12792_lociStitched	chr2	42343529	42361062	3	14146	93468.423	3699.463	171		EML4	EML4	EML4	0.053099999999999994	171	1
2_MACS_peak_20449_lociStitched	chr5	173696510	173710048	2	9648	92170.7654	2981.0676	172			HMP19	HMP19	NONE	172	1
3_MACS_peak_2422_lociStitched	chr1	234734114	234750141	3	12287	93112.0619	4726.3623	173	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	5.7273	173	1
2_MACS_peak_8974_lociStitched	chr16	23404346	23419511	2	9708	90911.142	2638.71	174	COG7		COG7	COG7	1.2236	174	1
2_MACS_peak_23125_lociStitched	chr7	114561537	114574564	2	11753	91599.3505	3568.0953	175	MDFIC		MDFIC	MDFIC	2.1306000000000003	175	1
1_MACS_peak_3279_lociStitched	chr10	91645360	91651231	1	5872	89317.8714	1445.4402	176			KIF20B	KIF20B	NONE	176	1
2_MACS_peak_1552_lociStitched	chr1	155931001	155952170	2	15505	93010.2353	5300.7176	177	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	2.6827	177	1
4_MACS_peak_1921_lociStitched	chr1	192498561	192521260	4	14274	93692.3924	6076.5223	178		RGS1	RGS1	RGS1	2.2384999999999997	178	1
7_MACS_peak_5064_lociStitched	chr12	7045436	7085640	7	25685	94953.8072	7502.0664	179	ATN1,C12orf57,PTPN6,MIR200C,MIR141,EMG1,PHB2,SCARNA12,LPCAT3	LRRC23,ENO2	PTPN6	PTPN6	3.0206	179	1
1_MACS_peak_6022_lociStitched	chr12	102870256	102879497	1	9242	88958.4865	2185.4965	180	IGF1		IGF1	IGF1	0.8716	180	1
5_MACS_peak_8486_lociStitched	chr15	89646577	89675159	5	16909	91836.8242	5281.9536	181	ABHD2		ABHD2	ABHD2	0.7293000000000001	181	1
5_MACS_peak_13283_lociStitched	chr2	89039070	89066787	5	13080	91080.8337	4764.5523	182	RPIA,ANKRD36BP2		ANKRD36BP2	NONE	NONE	182	1
2_MACS_peak_5862_lociStitched	chr12	89738068	89749896	2	11283	89306.1312	3055.1724	183	DUSP6		DUSP6	DUSP6	5.964	183	1
5_MACS_peak_14165_lociStitched	chr2	204548204	204574195	5	15379	91516.9101	5328.155	184	CD28		CD28	CD28	2.2722	184	1
1_MACS_peak_21005_lociStitched	chr6	32934680	32943111	1	8432	88285.2165	2302.5061	185	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	3.7701	185	1
3_MACS_peak_18328_lociStitched	chr4	74453902	74475579	3	13691	89330.917	3680.7546	186	RASSF6		RASSF6	RASSF6	1.5431000000000001	186	1
5_MACS_peak_13324_lociStitched	chr2	97190536	97220555	5	18660	91524.9291	5907.7392	187	ARID5A	NEURL3	ARID5A	ARID5A	1.9982000000000002	187	1
3_MACS_peak_16567_lociStitched	chr3	46130315	46153674	3	15839	89485.9931	4456.8972	188			XCR1	XCR1	NONE	188	1
2_MACS_peak_13743_lociStitched	chr2	158293531	158311394	2	11632	88052.0859	3570.8137	189	CYTIP		CYTIP	CYTIP	1.9215	189	1
2_MACS_peak_3944_lociStitched	chr11	26099025	26111104	2	7209	86420.4134	2436.3343	190			ANO3	ANO3	NONE	190	1
2_MACS_peak_15280_lociStitched	chr21	19151751	19169545	2	16039	87615.8766	3747.4164	191	C21orf91		C21orf91	C21orf91	1.6888999999999998	191	1
1_MACS_peak_14380_lociStitched	chr2	231729239	231739755	1	10517	84795.766	1152.5536	192	ITM2C		ITM2C	ITM2C	3.4495	192	1
3_MACS_peak_8155_lociStitched	chr15	65169291	65189775	3	11385	87339.6792	4127.526	193		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.1534	193	1
1_MACS_peak_10127_lociStitched	chr17	37909418	37916574	1	7157	84867.2976	1734.6144	194		GRB7,C17orf37	GRB7	C17orf37	0.2418	194	1
2_MACS_peak_17607_lociStitched	chr3	177068584	177079984	2	8902	86347.02	3630.9	195			TBL1XR1	TBL1XR1	0.6291	195	1
1_MACS_peak_19521_lociStitched	chr5	61984579	61991466	1	6888	84232.1422	1665.2766	196			LRRC70	LRRC70	NONE	196	1
1_MACS_peak_18580_lociStitched	chr4	105407105	105417888	1	10784	84714.4829	2276.2913	197	CXXC4		CXXC4	CXXC4	2.7922000000000002	197	1
6_MACS_peak_8608_lociStitched	chr15	101661389	101692432	6	18611	87882.733	5680.869	198			CHSY1	CHSY1	0.6617999999999999	198	1
3_MACS_peak_19702_lociStitched	chr5	86408335	86420695	3	10283	85028.148	3010.896	199	MIR4280		MIR4280	MIR4280	0.8792000000000001	199	1
2_MACS_peak_2326_lociStitched	chr1	226839675	226852478	2	12703	85206.5256	3912.5968	200	ITPKB		ITPKB	ITPKB	0.8883	200	1
3_MACS_peak_9219_lociStitched	chr16	56963199	56986159	3	21240	86414.552	5140.744	201	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	3.5946	201	1
4_MACS_peak_15422_lociStitched	chr21	36236220	36263110	4	13966	87642.577	6391.753	202	RUNX1		RUNX1	RUNX1	0.28769999999999996	202	1
4_MACS_peak_14995_lociStitched	chr20	43672187	43693644	4	15448	85160.6873	4085.4128	203	STK4	KCNS1	KCNS1	KCNS1	0.02550000000000001	203	1
1_MACS_peak_23044_lociStitched	chr7	104651363	104658221	1	6859	82953.6822	2074.545	204	MLL5,LOC100216545		MLL5	MLL5	0.7147	204	1
2_MACS_peak_17760_lociStitched	chr3	186779764	186792478	2	9796	84682.8684	3951.5112	205	ST6GAL1		ST6GAL1	ST6GAL1	1.2357	205	1
2_MACS_peak_23313_lociStitched	chr7	136035133	136047346	2	10946	84325.8798	3781.1448	206			LUZP6	LUZP6	NONE	206	1
1_MACS_peak_21827_lociStitched	chr6	135190273	135196204	1	5932	81779.0004	1550.3634	207			ALDH8A1	ALDH8A1	NONE	207	1
5_MACS_peak_10770_lociStitched	chr17	76710836	76746757	5	26107	86986.2936	7004.595	208	CYTH1		CYTH1	CYTH1	1.3151000000000002	208	1
2_MACS_peak_3285_lociStitched	chr10	91804879	91813415	2	8498	81529.8968	1863.4088	209			KIF20B	KIF20B	NONE	209	1
1_MACS_peak_19727_lociStitched	chr5	88565210	88570364	1	5155	81062.6274	1419.4116	210			MEF2C	MEF2C	1.0005	210	1
1_MACS_peak_15031_lociStitched	chr20	45978156	45987322	1	9167	82019.2012	2483.986	211	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.5089	211	1
1_MACS_peak_11953_lociStitched	chr19	29120432	29126418	1	5987	80916.9522	1706.01	212			LOC148145	LOC148145	NONE	212	1
1_MACS_peak_22314_lociStitched	chr7	20254638	20262469	1	7832	80826.8834	2253.7618	213	MACC1		MACC1	MACC1	0.9179000000000002	213	1
2_MACS_peak_9217_lociStitched	chr16	56943350	56952830	2	8452	80303.184	2313.12	214	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	3.5946	214	1
3_MACS_peak_19449_lociStitched	chr5	55436890	55453730	3	16654	81148.592	3357.896	215	ANKRD55		ANKRD55	ANKRD55	0.5502	215	1
4_MACS_peak_17445_lociStitched	chr3	156804714	156824685	4	12892	83285.0613	5863.4856	216	LOC100498859,LOC339894		LOC100498859	LOC100498859	3.6164	216	1
2_MACS_peak_5010_lociStitched	chr12	4216281	4229725	2	7335	80190.7712	2836.684	217			CCND2	CCND2	0.8632	217	1
3_MACS_peak_12615_lociStitched	chr2	25623707	25645815	3	11383	81346.386	4231.4712	218	DTNB		DNMT3A	DNMT3A	NONE	218	1
2_MACS_peak_21447_lociStitched	chr6	88625386	88640403	2	13699	79713.2394	2991.3864	219			SPACA1	SPACA1	NONE	219	1
2_MACS_peak_15120_lociStitched	chr20	52345290	52358918	2	9676	79746.9676	3045.858	220			SUMO1P1	SUMO1P1	3.3182	220	1
5_MACS_peak_5905_lociStitched	chr12	92930595	92951282	5	15770	81097.1774	4464.2546	221			CLLU1OS	CLLU1OS	0.1612	221	1
3_MACS_peak_20521_lociStitched	chr5	180228169	180249328	3	15241	80347.0707	3903.8355	222	MGAT1	LOC729678,ZFP62	MGAT1	MGAT1	1.7770000000000001	222	1
1_MACS_peak_4116_lociStitched	chr11	58339970	58348471	1	8502	78374.1194	2165.2047	223	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	1.3174	223	1
2_MACS_peak_15168_lociStitched	chr20	56047553	56058612	2	10606	78571.9832	2404.2266	224		CTCFL	CTCFL	NONE	NONE	224	1
1_MACS_peak_4282_lociStitched	chr11	65263416	65278834	1	15419	80170.5164	4024.098	225	MALAT1	SCYL1,LTBP3	MALAT1	MALAT1	4.0728	225	1
3_MACS_peak_206_lociStitched	chr1	17221331	17241608	3	8917	82409.7834	6265.593	226		CROCC	CROCC	NONE	NONE	226	1
1_MACS_peak_24325_lociStitched	chr8	118450132	118457770	1	7639	78038.2098	1979.7696	227			MED30	MED30	NONE	227	1
6_MACS_peak_7841_lociStitched	chr15	40329818	40358692	6	16738	80971.3582	5012.5264	228	SRP14	BMF	SRP14	BMF	4.8102	228	1
3_MACS_peak_15773_lociStitched	chr22	29207109	29225784	3	13115	79125.975	3636.0225	229		CCDC117,XBP1	XBP1	XBP1	4.4441	229	1
1_MACS_peak_23761_lociStitched	chr8	29409717	29416708	1	6992	77472.1647	2014.1071	230			C8orf75	C8orf75	0.5615	230	1
4_MACS_peak_11812_lociStitched	chr19	16243489	16272511	4	21291	80832.0744	5485.158	231	RAB8A,HSH2D,CIB3	FAM32A,AP1M1	HSH2D	HSH2D	2.1858	231	1
4_MACS_peak_6911_lociStitched	chr13	115023317	115048805	4	18176	79453.7424	4536.864	232	CDC16,UPF3A	ZNF828	UPF3A	UPF3A	1.1865	232	1
1_MACS_peak_22639_lociStitched	chr7	55569172	55586521	1	17350	78363.6981	3448.9812	233	VOPP1		VOPP1	VOPP1	2.5744	233	1
3_MACS_peak_21909_lociStitched	chr6	139632252	139649309	3	11551	77735.5718	3046.3802	234		TXLNB,CITED2	TXLNB	CITED2	2.7266999999999997	234	1
7_MACS_peak_9303_lociStitched	chr16	67554806	67601645	7	22181	82071.2958	7484.8722	235	FAM65A,CTCF	ATP6V0D1,AGRP	FAM65A	FAM65A	1.2813999999999999	235	1
3_MACS_peak_14285_lociStitched	chr2	219742937	219763407	3	16598	78318.22	3764.433	236	WNT10A	WNT6,PRKAG3	WNT10A	WNT10A	3.1946999999999997	236	1
6_MACS_peak_20440_lociStitched	chr5	173309959	173357171	6	36520	81978.9168	7728.6044	237	CPEB4		CPEB4	CPEB4	0.9138	237	1
1_MACS_peak_1161_lociStitched	chr1	111172761	111181675	1	8915	75470.381	1222.1094	238		KCNA2,KCNA3	KCNA2	KCNA3	0.9490999999999999	238	1
3_MACS_peak_25083_lociStitched	chr9	93670970	93688804	3	9089	77431.6612	3195.8528	239			SYK	SYK	NONE	239	1
2_MACS_peak_10807_lociStitched	chr17	78873538	78887136	2	8242	76700.8788	2583.62	240	RPTOR		CHMP6	CHMP6	NONE	240	1
2_MACS_peak_24109_lociStitched	chr8	81046393	81062875	2	16163	77315.4138	3416.7186	241	TPD52		TPD52	TPD52	0.9065	241	1
2_MACS_peak_15128_lociStitched	chr20	52481342	52491029	2	9189	75893.7702	2015.8647	242		SUMO1P1	SUMO1P1	SUMO1P1	3.3182	242	1
2_MACS_peak_15702_lociStitched	chr22	23477628	23488799	2	9964	76125.8966	2374.9546	243	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.7617999999999999	243	1
2_MACS_peak_20019_lociStitched	chr5	131435099	131443950	2	7508	75644.1864	2061.3979	244		IL3,CSF2	CSF2	NONE	NONE	244	1
2_MACS_peak_1656_lociStitched	chr1	161144354	161157829	2	10690	77416.57	3996.685	245	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	ADAMTS4	2.6375	245	1
1_MACS_peak_8306_lociStitched	chr15	75334186	75341231	1	7046	75114.4945	1871.152	246	PPCDC	SCAMP5	PPCDC	PPCDC	2.3482	246	1
3_MACS_peak_19927_lociStitched	chr5	118657914	118678883	3	14563	77629.3349	4451.7187	247	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.5959	247	1
4_MACS_peak_6274_lociStitched	chr12	123354935	123387441	4	24673	76580.8854	3461.889	248	VPS37B	HIP1R	VPS37B	VPS37B	1.6155000000000002	248	1
1_MACS_peak_13891_lociStitched	chr2	175457090	175464597	1	7508	74750.9525	1809.187	249	WIPF1		WIPF1	WIPF1	0.6928	249	1
2_MACS_peak_18156_lociStitched	chr4	40301970	40319897	2	12830	76754.4505	3963.6597	250		CHRNA9	CHRNA9	NONE	NONE	250	1
3_MACS_peak_22642_lociStitched	chr7	55616042	55643205	3	26896	77990.4056	5562.9824	251	VOPP1		VOPP1	VOPP1	2.5744	251	1
2_MACS_peak_16821_lociStitched	chr3	69128287	69155119	2	20387	77031.9888	4684.8672	252	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	2.2919	252	1
1_MACS_peak_25797_lociStitched	chrX	19470040	19470811	1	772	72464.8251	138.9342	253	MAP3K15		MAP3K15	MAP3K15	0.422	253	1
1_MACS_peak_15772_lociStitched	chr22	29185678	29199746	1	14069	74162.2756	3107.6212	254	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	4.4441	254	1
1_MACS_peak_18348_lociStitched	chr4	76023206	76030159	1	6954	72758.9732	1705.5709	255			PARM1	PARM1	NONE	255	1
1_MACS_peak_19043_lociStitched	chr4	185184575	185191395	1	6821	72915.348	1994.85	256		ENPP6	ENPP6	NONE	NONE	256	1
3_MACS_peak_20813_lociStitched	chr6	25365943	25390452	3	18787	76122.5031	5313.5512	257	LRRC16A		LRRC16A	LRRC16A	0.7093	257	1
1_MACS_peak_3685_lociStitched	chr11	267342	270902	1	3561	71784.196	1031.332	258		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5	NLRP6	PSMD13	0.2092	258	1
2_MACS_peak_7124_lociStitched	chr14	50465180	50476819	2	8725	71788.1881	1250.0286	259	C14orf182		C14orf182	C14orf182	1.9565000000000001	259	1
5_MACS_peak_7393_lociStitched	chr14	77487948	77510576	5	18174	72647.194	2172.288	260	C14orf4		C14orf4	C14orf4	2.9139000000000004	260	1
2_MACS_peak_19885_lociStitched	chr5	112256144	112267045	2	9118	72853.5632	2459.2656	261	REEP5	DCP2	REEP5	REEP5	0.509	261	1
6_MACS_peak_15132_lociStitched	chr20	52530721	52566871	6	18722	76066.83	5798.46	262	BCAS1	SUMO1P1	SUMO1P1	SUMO1P1	3.3182	262	1
1_MACS_peak_5941_lociStitched	chr12	94596151	94604246	1	8096	71546.848	1960.609	263	PLXNC1		PLXNC1	PLXNC1	1.0030000000000001	263	1
5_MACS_peak_10055_lociStitched	chr17	34408835	34432682	5	19198	74595.8007	5091.3345	264	CCL4,CCL3	CCL18	CCL3	CCL3	3.2183	264	1
1_MACS_peak_18826_lociStitched	chr4	144272668	144282942	1	10275	71678.6158	2235.6224	265	GAB1		GAB1	GAB1	0.6712	265	1
6_MACS_peak_10333_lociStitched	chr17	46528044	46571109	6	26304	76289.6475	7605.279	266		SKAP1,HOXB1	SKAP1	NONE	NONE	266	1
2_MACS_peak_1646_lociStitched	chr1	161007626	161018253	2	6878	71831.0811	3261.4263	267	TSTD1,USF1,ARHGAP30	KLHDC9,F11R,PVRL4	USF1	USF1	4.0996	267	1
1_MACS_peak_2094_lociStitched	chr1	206727877	206738182	1	10306	71963.937	3509.883	268	RASSF5	LGTN	RASSF5	RASSF5	0.7789	268	1
1_MACS_peak_14974_lociStitched	chr20	42695514	42700474	1	4961	69364.608	1179.488	269	TOX2		JPH2	JPH2	NONE	269	1
1_MACS_peak_5743_lociStitched	chr12	68380770	68387492	1	6723	69859.7294	1683.1888	270			IFNG	IFNG	NONE	270	1
3_MACS_peak_23038_lociStitched	chr7	104576235	104586811	3	8536	70133.6864	2115.2	271		LOC723809	LOC723809	LOC723809	0.09040000000000001	271	1
2_MACS_peak_19299_lociStitched	chr5	32530227	32544142	2	12932	71325.507	3374.3875	272		SUB1	SUB1	SUB1	2.4319	272	1
2_MACS_peak_6727_lociStitched	chr13	77898824	77914488	2	9662	71335.4224	3485.24	273	MYCBP2		MYCBP2	MYCBP2	0.1312	273	1
7_MACS_peak_13475_lociStitched	chr2	112186541	112224502	7	24038	73682.301	5952.2848	274	LOC541471		LOC541471	LOC541471	0.8320000000000001	274	1
1_MACS_peak_10734_lociStitched	chr17	75203319	75210948	1	7630	69379.6518	1836.3003	275	SEC14L1		SEC14L1	SEC14L1	2.3765	275	1
1_MACS_peak_25091_lociStitched	chr9	93795163	93799824	1	4662	68664.9198	1125.6315	276		LOC100129316	LOC100129316	NONE	NONE	276	1
2_MACS_peak_24483_lociStitched	chr8	137189040	137201732	2	11761	70408.87	2969.928	277			KHDRBS3	KHDRBS3	NONE	277	1
1_MACS_peak_10273_lociStitched	chr17	43298244	43308318	1	10075	69983.0706	2619.24	278	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.1273	278	1
5_MACS_peak_19715_lociStitched	chr5	87954420	87976842	5	12095	71288.5068	3930.5766	279	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.4341999999999999	279	1
2_MACS_peak_1814_lociStitched	chr1	178544226	178552358	2	7922	70089.708	2827.4964	280		C1orf220	C1orf220	C1orf220	0.3275	280	1
5_MACS_peak_13011_lociStitched	chr2	64862611	64896045	5	18963	73437.781	6185.29	281	SERTAD2	LOC339807	SERTAD2	SERTAD2	1.6935	281	1
1_MACS_peak_19723_lociStitched	chr5	88110330	88130795	1	20466	71566.105	4704.9035	282	MEF2C		MEF2C	MEF2C	1.0005	282	1
1_MACS_peak_1846_lociStitched	chr1	181095487	181105600	1	10114	69843.4119	3244.2504	283		IER5	IER5	IER5	1.1476000000000002	283	1
1_MACS_peak_21908_lociStitched	chr6	139610754	139615100	1	4347	67690.6884	1312.492	284	TXLNB		TXLNB	TXLNB	1.0671	284	1
2_MACS_peak_16302_lociStitched	chr3	14726968	14741414	2	9513	68554.9376	2578.611	285	C3orf20	C3orf19	C3orf20	C3orf20	0.842	285	1
2_MACS_peak_25286_lociStitched	chr9	112903311	112925394	2	21612	70707.5577	4878.1347	286	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.6141	286	1
1_MACS_peak_8302_lociStitched	chr15	75298550	75304275	1	5726	66733.4625	1146.145	287	SCAMP5	PPCDC,RPP25	SCAMP5	PPCDC	2.3482	287	1
1_MACS_peak_14930_lociStitched	chr20	37518032	37523591	1	5560	66822.5154	1386.4146	288	PPP1R16B	FAM83D	FAM83D	FAM83D	0.018699999999999994	288	1
2_MACS_peak_19858_lociStitched	chr5	109187747	109202267	2	10237	67795.332	2462.592	289	MAN2A1	LOC100289673	LOC100289673	NONE	NONE	289	1
2_MACS_peak_22586_lociStitched	chr7	47512912	47524601	2	11259	68063.8781	3174.7324	290	TNS3		TNS3	TNS3	0.2737	290	1
1_MACS_peak_13030_lociStitched	chr2	65254830	65261352	1	6523	66166.9944	1309.6176	291		SLC1A4,CEP68	CEP68	SLC1A4	0.44660000000000005	291	1
1_MACS_peak_20224_lociStitched	chr5	148204554	148215943	1	11390	68134.6925	3400.7554	292	ADRB2		ADRB2	ADRB2	3.5934	292	1
1_MACS_peak_19759_lociStitched	chr5	90674232	90681193	1	6962	66595.887	1950.4722	293	LOC100129716,ARRDC3		ARRDC3	ARRDC3	2.6130999999999998	293	1
1_MACS_peak_10437_lociStitched	chr17	55431165	55436792	1	5628	66007.5235	1502.9717	294	MSI2		MSI2	MSI2	0.1957	294	1
5_MACS_peak_25540_lociStitched	chr9	134127059	134153374	5	15643	69074.2435	4884.064	295	FAM78A	PPAPDC3	FAM78A	FAM78A	1.9552999999999998	295	1
3_MACS_peak_4377_lociStitched	chr11	67644780	67655769	3	8699	66620.8125	2537.3601	296			LOC645332	LOC645332	NONE	296	1
5_MACS_peak_16323_lociStitched	chr3	15834668	15859330	5	13600	68064.6538	4086.4934	297	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.3282	297	1
1_MACS_peak_13981_lociStitched	chr2	187810630	187817768	1	7139	65801.653	1840.8902	298			ZSWIM2	ZSWIM2	NONE	298	1
3_MACS_peak_1574_lociStitched	chr1	156450347	156476054	3	19873	70789.3659	6838.062	299	MEF2D		MEF2D	MEF2D	1.3296000000000001	299	1
5_MACS_peak_12996_lociStitched	chr2	64430219	64456404	5	12541	68340.2315	4399.08	300	LOC150992		LOC150992	LOC150992	0.44689999999999996	300	1
2_MACS_peak_23431_lociStitched	chr7	150100725	150113921	2	7168	67120.1344	3190.7928	301	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	6.4479999999999995	301	1
3_MACS_peak_12653_lociStitched	chr2	27374579	27389816	3	12149	67007.7549	3183.0093	302	TCF23	ABHD1,C2orf28,CGREF1,PREB,C2orf53,SLC5A6	TCF23	TCF23	1.5326	302	1
1_MACS_peak_21875_lociStitched	chr6	138186830	138196065	1	9236	66217.7205	2706.7785	303	TNFAIP3		TNFAIP3	TNFAIP3	2.5065	303	1
2_MACS_peak_18127_lociStitched	chr4	38124213	38136548	2	9819	65752.951	2335.0155	304	TBC1D1		PTTG2	PTTG2	NONE	304	1
3_MACS_peak_1163_lociStitched	chr1	111323375	111338279	3	9578	64762.3512	1687.1328	305			CD53	CD53	NONE	305	1
1_MACS_peak_10128_lociStitched	chr17	37924690	37938549	1	13860	66085.2556	3085.0134	306	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.2418	306	1
2_MACS_peak_2112_lociStitched	chr1	207093708	207104826	2	5860	66144.3174	3289.8162	307	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	2.1292	307	1
2_MACS_peak_15758_lociStitched	chr22	27004823	27015217	2	9458	64883.5056	2198.331	308	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	2.3906	308	1
2_MACS_peak_21651_lociStitched	chr6	113946573	113957051	2	9044	64539.241	2346.0242	309			MARCKS	MARCKS	1.9542000000000002	309	1
2_MACS_peak_6076_lociStitched	chr12	108952775	108970705	2	14896	66366.102	4197.413	310	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	3.6041999999999996	310	1
4_MACS_peak_4720_lociStitched	chr11	111234271	111251600	4	14504	65436.0369	3472.7316	311	POU2AF1		POU2AF1	POU2AF1	1.6789	311	1
4_MACS_peak_20836_lociStitched	chr6	26183577	26207533	4	14606	66180.8456	4637.8816	312	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H2BH	3.0118	312	1
1_MACS_peak_23262_lociStitched	chr7	129587712	129593334	1	5623	63367.8108	1853.0112	313	UBE2H		UBE2H	UBE2H	0.4263	313	1
2_MACS_peak_6315_lociStitched	chr12	125396935	125412969	2	11775	63409.6598	1980.199	314	UBC	SCARB1	UBC	UBC	3.5953	314	1
2_MACS_peak_3946_lociStitched	chr11	26126338	26135984	2	8400	63491.9012	2083.536	315			ANO3	ANO3	NONE	315	1
1_MACS_peak_7643_lociStitched	chr14	106323785	106329593	1	5809	61753.56	693.4752	316			KIAA0125	KIAA0125	NONE	316	1
1_MACS_peak_21562_lociStitched	chr6	106610025	106617357	1	7333	62804.4456	1804.4052	317			PRDM1	PRDM1	5.0478000000000005	317	1
2_MACS_peak_12708_lociStitched	chr2	33699669	33710211	2	6966	63041.16	2365.6248	318	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.8159000000000001	318	1
4_MACS_peak_10709_lociStitched	chr17	74475767	74498407	4	13873	64723.232	4070.672	319	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	1.4981	319	1
2_MACS_peak_10364_lociStitched	chr17	47816032	47828229	2	10771	62736.4892	2684.5597	320	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	1.0649	320	1
6_MACS_peak_13095_lociStitched	chr2	70334917	70360974	6	13468	64566.6403	4536.5237	321	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	8.0594	321	1
4_MACS_peak_5039_lociStitched	chr12	6554836	6580997	4	11198	64866.1995	5035.9925	322	CD27,TAPBPL,LOC678655,VAMP1	NCAPD2,SCARNA10,MRPL51	TAPBPL	TAPBPL	2.6164	322	1
1_MACS_peak_2378_lociStitched	chr1	230256751	230261686	1	4936	61657.89	1889.6115	323	GALNT2		GALNT2	GALNT2	0.5697	323	1
1_MACS_peak_14985_lociStitched	chr20	43270176	43282274	1	12099	62608.3598	2862.3868	324	ADA	LOC79015	ADA	ADA	1.4093	324	1
2_MACS_peak_14031_lociStitched	chr2	192530817	192546117	2	9718	62509.68	2959.02	325	OBFC2A		OBFC2A	OBFC2A	2.8118	325	1
1_MACS_peak_25086_lociStitched	chr9	93702626	93707623	1	4998	60811.4912	1362.1822	326			SYK	SYK	NONE	326	1
1_MACS_peak_2495_lociStitched	chr1	245132415	245136270	1	3856	60879.702	1496.8965	327	EFCAB2		EFCAB2	EFCAB2	0.39110000000000006	327	1
2_MACS_peak_580_lociStitched	chr1	40838998	40858502	2	14959	63415.3056	4050.9808	328	SMAP2	SMAP2	SMAP2	SMAP2	0.9588000000000001	328	1
1_MACS_peak_1961_lociStitched	chr1	197740011	197748849	1	8839	62238.0798	2883.8394	329	DENND1B		DENND1B	DENND1B	0.194	329	1
3_MACS_peak_25100_lociStitched	chr9	94180837	94196026	3	13756	62870.3088	3624.0954	330	NFIL3		NFIL3	NFIL3	1.7611999999999999	330	1
2_MACS_peak_20976_lociStitched	chr6	31694622	31709348	2	12086	62639.9862	3475.336	331	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	3.7023	331	1
5_MACS_peak_10681_lociStitched	chr17	73850456	73875798	5	13917	63086.3748	3925.4758	332	WBP2,TRIM47	UNC13D,TRIM65,MRPL38	TRIM47	TRIM47	2.4888	332	1
