#19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_ROSE/19_0EX5_0229Kronos_MM1S-KB-24hr-1_H3K27Ac_hs-dm_i39_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam
#Using cutoff of 31149.3378 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X19_0EX5_0229Kronos_MM1S.KB.24hr.1_H3K27Ac_hs.dm_i39.bam	X43_0EXV_0229Kronos_MM1S.KB.24hr.1_Input_hs_i87.bam	enhancerRank	isSuperStretch
1_MACS_peak_5548_lociStitched	chr12	53573032	53575879	1	2848	13135.7733	685.8423	5259	0
2_MACS_peak_14506_lociStitched	chr2	242295298	242298528	2	3177	1932.832	303.943	5260	0
1_MACS_peak_23558_lociStitched	chr8	10822276	10825408	1	3133	5617.5552	746.982	5261	0
1_MACS_peak_11410_lociStitched	chr19	530683	533813	1	3131	5554.185	634.764	5262	0
1_MACS_peak_4169_lociStitched	chr11	61582061	61585224	1	3164	3585.8931	738.2442	5263	0
1_MACS_peak_7895_lociStitched	chr15	41951826	41954933	1	3108	6666.3792	753.4475	5264	0
1_MACS_peak_17856_lociStitched	chr3	197280795	197283795	1	3001	10182.3	975	5265	0
1_MACS_peak_1399_lociStitched	chr1	149898620	149901269	1	2650	16323.9327	947.0175	5266	0
1_MACS_peak_9828_lociStitched	chr17	17139310	17141835	1	2526	17505.5725	604.2325	5267	0
1_MACS_peak_12975_lociStitched	chr2	62422286	62425413	1	3128	5489.1358	593.1919	5268	0
1_MACS_peak_26483_lociStitched	chrX	135746259	135749254	1	2996	9611.554	344.7245	5269	0
1_MACS_peak_10824_lociStitched	chr17	79817076	79820191	1	3116	6083.9065	650.1005	5270	0
1_MACS_peak_14074_lociStitched	chr2	198103185	198106212	1	3028	9014.406	594.8055	5271	0
1_MACS_peak_17222_lociStitched	chr3	129157606	129160664	1	3059	8261.7986	765.4174	5272	0
1_MACS_peak_22633_lociStitched	chr7	54771409	54774369	1	2961	10656	589.928	5273	0
1_MACS_peak_16951_lociStitched	chr3	100118411	100121522	1	3112	6345.1956	801.3936	5274	0
1_MACS_peak_24041_lociStitched	chr8	70744632	70747796	1	3165	2934.9264	723.2904	5275	0
1_MACS_peak_6978_lociStitched	chr14	23355210	23358311	1	3102	6170.99	284.6718	5276	0
1_MACS_peak_11980_lociStitched	chr19	34662206	34665111	1	2906	11915.4385	741.0655	5277	0
2_MACS_peak_11570_lociStitched	chr19	6515855	6519220	2	3163	3429.2715	1143.427	5278	0
2_MACS_peak_18417_lociStitched	chr4	82412697	82416085	2	3165	2511.8632	544.4516	5279	0
1_MACS_peak_6471_lociStitched	chr13	31734279	31737435	1	3157	3098.8764	343.0572	5280	0
1_MACS_peak_277_lociStitched	chr1	24304781	24307852	1	3072	7584.1416	643.6816	5281	0
1_MACS_peak_6555_lociStitched	chr13	43565219	43568025	1	2807	13329.0612	381.8966	5282	0
1_MACS_peak_17134_lociStitched	chr3	122511932	122514999	1	3068	7757.6698	690.075	5283	0
1_MACS_peak_7184_lociStitched	chr14	55568392	55571437	1	3046	8212.0605	452.7915	5284	0
1_MACS_peak_17126_lociStitched	chr3	122133455	122136304	1	2850	12929.9016	732.4779	5285	0
1_MACS_peak_10850_lociStitched	chr17	80307590	80310517	1	2928	11576.8704	894.7839	5286	0
2_MACS_peak_4929_lociStitched	chr11	129213924	129223577	2	3159	3770.4618	1296.3979	5287	0
1_MACS_peak_5713_lociStitched	chr12	65562110	65565198	1	3089	7124.6336	834.3776	5288	0
2_MACS_peak_4003_lociStitched	chr11	35139858	35148553	2	3157	3847.5375	1205.9965	5289	0
1_MACS_peak_2008_lociStitched	chr1	202111838	202114952	1	3115	6117.453	919.8756	5290	0
1_MACS_peak_14323_lociStitched	chr2	225448633	225451761	1	3129	4980.0888	492.66	5291	0
1_MACS_peak_23697_lociStitched	chr8	25314639	25317730	1	3092	7022.752	922.6635	5292	0
2_MACS_peak_11076_lociStitched	chr18	29077755	29081211	2	3151	3633.984	798.6816	5293	0
1_MACS_peak_11538_lociStitched	chr19	4470528	4473636	1	3109	6379.7916	1077.5436	5294	0
2_MACS_peak_23540_lociStitched	chr8	8215815	8221389	2	3162	2383.9998	768.0972	5295	0
1_MACS_peak_10385_lociStitched	chr17	48904793	48907782	1	2990	9971.9018	819.2849	5296	0
2_MACS_peak_7366_lociStitched	chr14	75301961	75305746	2	3162	1850.865	338.379	5297	0
1_MACS_peak_2682_lociStitched	chr10	14700543	14703360	1	2818	13245.2523	593.8236	5298	0
2_MACS_peak_23212_lociStitched	chr7	126086585	126091407	2	3102	6757.0686	1187.6586	5299	0
1_MACS_peak_14565_lociStitched	chr20	3868553	3871638	1	3086	6944.335	741.017	5300	0
2_MACS_peak_21990_lociStitched	chr6	150066794	150071745	2	3154	3020.6051	585.7033	5301	0
2_MACS_peak_10291_lociStitched	chr17	44336879	44345353	2	3144	4147.1756	932.14	5302	0
2_MACS_peak_20963_lociStitched	chr6	31430068	31434477	2	3160	2293.1209	784.802	5303	0
1_MACS_peak_17054_lociStitched	chr3	113250038	113253132	1	3095	6696.0348	917.371	5304	0
2_MACS_peak_26527_lociStitched	chrX	148620402	148623645	2	3114	5300.3592	367.7562	5305	0
2_MACS_peak_12904_lociStitched	chr2	54682081	54685440	2	3160	1891.4529	524.004	5306	0
1_MACS_peak_18236_lociStitched	chr4	56411207	56414203	1	2997	9495.2228	617.7752	5307	0
2_MACS_peak_15783_lociStitched	chr22	29807059	29811720	2	3144	3926.8925	865.5477	5308	0
1_MACS_peak_4427_lociStitched	chr11	71750923	71753972	1	3050	7964.9027	626.2646	5309	0
2_MACS_peak_2105_lociStitched	chr1	206956873	206965838	2	3149	4599.045	2000.988	5310	0
2_MACS_peak_53_lociStitched	chr1	3540511	3547486	2	3158	2361.0375	823.05	5311	0
1_MACS_peak_1314_lociStitched	chr1	145208115	145211017	1	2903	12944.6612	1949.8538	5312	0
1_MACS_peak_10316_lociStitched	chr17	45972069	45974995	1	2927	11353.1726	859.6588	5313	0
1_MACS_peak_16791_lociStitched	chr3	61653290	61656420	1	3131	4497.184	654.17	5314	0
1_MACS_peak_4933_lociStitched	chr11	129262714	129265784	1	3071	7095.998	528.04	5315	0
1_MACS_peak_24775_lociStitched	chr9	33219683	33222641	1	2959	10452.6846	711.399	5316	0
1_MACS_peak_16274_lociStitched	chr3	12688059	12691096	1	3038	8221.4627	581.5855	5317	0
1_MACS_peak_24869_lociStitched	chr9	37902458	37905481	1	3024	8692.0319	642.6898	5318	0
1_MACS_peak_18936_lociStitched	chr4	159729779	159732843	1	3065	7451.648	698.592	5319	0
2_MACS_peak_17173_lociStitched	chr3	126074336	126077608	2	3152	2512.5688	542.1704	5320	0
1_MACS_peak_23382_lociStitched	chr7	143317010	143320087	1	3078	7302.3364	1042.1799	5321	0
1_MACS_peak_18838_lociStitched	chr4	146018187	146021296	1	3110	5667.3961	802.122	5322	0
2_MACS_peak_5674_lociStitched	chr12	58290005	58293721	2	3137	3760.592	508.3488	5323	0
1_MACS_peak_10782_lociStitched	chr17	76918380	76921476	1	3097	5931.936	492.8832	5324	0
1_MACS_peak_6073_lociStitched	chr12	108152736	108155879	1	3144	3252.3764	606.9133	5325	0
2_MACS_peak_20104_lociStitched	chr5	138603453	138610762	2	3155	2411.97	1159.9383	5326	0
3_MACS_peak_14428_lociStitched	chr2	234149198	234161107	3	3151	2729.5428	888.4114	5327	0
3_MACS_peak_6103_lociStitched	chr12	110312996	110319063	3	3150	2554.8137	649.169	5328	0
1_MACS_peak_3113_lociStitched	chr10	74320972	74324116	1	3145	3042.7632	585.4128	5329	0
2_MACS_peak_20594_lociStitched	chr6	4775233	4778417	2	3145	2602.6016	297.704	5330	0
1_MACS_peak_4319_lociStitched	chr11	66034364	66037446	1	3083	6659.8938	764.9524	5331	0
1_MACS_peak_7359_lociStitched	chr14	74550372	74553495	1	3124	4343.4684	458.1441	5332	0
1_MACS_peak_20222_lociStitched	chr5	148110255	148113383	1	3129	4424.8688	891.48	5333	0
2_MACS_peak_17960_lociStitched	chr4	7009047	7016970	2	3147	3027.3783	1145.6658	5334	0
1_MACS_peak_15397_lociStitched	chr21	34805411	34808528	1	3118	5061.0729	890.8386	5335	0
1_MACS_peak_7961_lociStitched	chr15	45693234	45696255	1	3022	8782.6512	876.6942	5336	0
1_MACS_peak_8176_lociStitched	chr15	66584852	66587844	1	2993	9159.7088	456.5792	5337	0
2_MACS_peak_12761_lociStitched	chr2	38904274	38910983	2	3120	5175.9935	1153.948	5338	0
1_MACS_peak_16984_lociStitched	chr3	104009705	104012803	1	3099	5748.339	665.7602	5339	0
1_MACS_peak_13608_lociStitched	chr2	130938240	130941305	1	3066	7005.0575	572.2355	5340	0
1_MACS_peak_8189_lociStitched	chr15	67392470	67395466	1	2997	9283.7052	721.1372	5341	0
2_MACS_peak_8643_lociStitched	chr16	576245	579344	2	3083	6147.4863	409.6878	5342	0
1_MACS_peak_18359_lociStitched	chr4	76596920	76599919	1	3000	9247.4165	788.737	5343	0
1_MACS_peak_6063_lociStitched	chr12	106694984	106697941	1	2958	10074.499	550.2977	5344	0
2_MACS_peak_10596_lociStitched	chr17	66487048	66495297	2	3127	4579.8448	1205.1789	5345	0
1_MACS_peak_22473_lociStitched	chr7	36428728	36431865	1	3138	3151.7439	702.0606	5346	0
1_MACS_peak_14193_lociStitched	chr2	207022953	207025987	1	3035	8009.76	610.1374	5347	0
1_MACS_peak_8522_lociStitched	chr15	90807359	90810286	1	2928	10896.3429	720.6274	5348	0
2_MACS_peak_8572_lociStitched	chr15	96406611	96413895	2	3101	5736.15	895.2036	5349	0
2_MACS_peak_15824_lociStitched	chr22	31948319	31952062	2	3131	3706.3186	702.1868	5350	0
1_MACS_peak_3976_lociStitched	chr11	32913356	32916459	1	3104	5224.2108	547.6795	5351	0
2_MACS_peak_21411_lociStitched	chr6	84569026	84573163	2	3131	3766.7385	811.2657	5352	0
1_MACS_peak_23780_lociStitched	chr8	30012564	30015671	1	3108	5301.4741	883.0094	5353	0
1_MACS_peak_20842_lociStitched	chr6	26233311	26236254	1	2944	10391.733	615.9699	5354	0
1_MACS_peak_18251_lociStitched	chr4	57773512	57776588	1	3077	6273.502	432.7932	5355	0
1_MACS_peak_24478_lociStitched	chr8	135842970	135846044	1	3075	6445.2558	533.0316	5356	0
2_MACS_peak_10852_lociStitched	chr17	80358240	80361874	2	3126	3893.831	633.0428	5357	0
1_MACS_peak_2193_lociStitched	chr1	212925601	212928715	1	3115	4940.0496	954.7524	5358	0
1_MACS_peak_21452_lociStitched	chr6	88887126	88890256	1	3131	3394.798	546.498	5359	0
2_MACS_peak_18677_lociStitched	chr4	119505070	119513807	2	3132	4175.4123	1466.0686	5360	0
1_MACS_peak_5815_lociStitched	chr12	79256671	79259695	1	3025	8376.7824	782.9136	5361	0
2_MACS_peak_2576_lociStitched	chr10	4849123	4857979	2	3130	4099.4424	1324.8576	5362	0
1_MACS_peak_6648_lociStitched	chr13	52897864	52900652	1	2789	13088.266	340.4148	5363	0
1_MACS_peak_17900_lociStitched	chr4	2469341	2472412	1	3072	6570.4045	675.62	5364	0
2_MACS_peak_5725_lociStitched	chr12	67088399	67092201	2	3134	2788.0066	618.9656	5365	0
2_MACS_peak_1400_lociStitched	chr1	149908818	149912053	2	3121	4065.748	778.0175	5366	0
2_MACS_peak_14661_lociStitched	chr20	13372266	13377377	2	3106	5015.9354	809.5824	5367	0
1_MACS_peak_7415_lociStitched	chr14	81424480	81427559	1	3080	5744.4903	270.952	5368	0
1_MACS_peak_2202_lociStitched	chr1	213254609	213257471	1	2863	12162.069	812.808	5369	0
1_MACS_peak_6804_lociStitched	chr13	99738050	99741130	1	3081	5950.868	540.54	5370	0
1_MACS_peak_13340_lociStitched	chr2	97777806	97780803	1	2998	9079.1118	855.3438	5371	0
1_MACS_peak_5856_lociStitched	chr12	89432565	89435566	1	3002	8785.4275	710.6368	5372	0
2_MACS_peak_26176_lociStitched	chrX	72972095	72979381	2	3123	3400.3762	531.878	5373	0
1_MACS_peak_18914_lociStitched	chr4	156559796	156562649	1	2854	12138.0885	679.014	5374	0
1_MACS_peak_10171_lociStitched	chr17	39843859	39846842	1	2984	9518.4547	972.1597	5375	0
1_MACS_peak_15029_lociStitched	chr20	45889871	45892969	1	3099	4954.0118	553.6126	5376	0
2_MACS_peak_4857_lociStitched	chr11	122616051	122620640	2	3132	2862.1593	1010.0389	5377	0
2_MACS_peak_10275_lociStitched	chr17	43372528	43381015	2	3132	3024.7668	1218.7332	5378	0
2_MACS_peak_10923_lociStitched	chr18	5974573	5980972	2	3130	3051.0432	1025.7597	5379	0
1_MACS_peak_9350_lociStitched	chr16	69219693	69222724	1	3032	7801.794	701.0703	5380	0
2_MACS_peak_14652_lociStitched	chr20	12033231	12038301	2	3101	5154.669	963.807	5381	0
1_MACS_peak_16016_lociStitched	chr22	40831078	40834073	1	2996	8920.308	776.6035	5382	0
1_MACS_peak_15227_lociStitched	chr20	62494553	62497612	1	3060	6757.6369	721.0063	5383	0
1_MACS_peak_20613_lociStitched	chr6	6330872	6333841	1	2970	9432.513	614.2861	5384	0
2_MACS_peak_17407_lociStitched	chr3	153030850	153038732	2	3125	3334.086	1047.5178	5385	0
1_MACS_peak_19961_lociStitched	chr5	124269773	124272596	1	2824	12666.2364	726.6402	5386	0
2_MACS_peak_25776_lociStitched	chrX	16730238	16738761	2	3124	3115.1565	752.5809	5387	0
1_MACS_peak_23407_lociStitched	chr7	148723829	148726926	1	3098	5208.5346	1043.3793	5388	0
2_MACS_peak_25815_lociStitched	chrX	20533332	20542884	2	3121	3300.216	793.7712	5389	0
1_MACS_peak_6036_lociStitched	chr12	104456738	104459767	1	3030	7741.2153	730.5948	5390	0
1_MACS_peak_26224_lociStitched	chrX	80063305	80066414	1	3110	3651.2096	282.2972	5391	0
1_MACS_peak_9152_lociStitched	chr16	47493975	47496719	1	2745	14021.5656	789.7232	5392	0
2_MACS_peak_15284_lociStitched	chr21	19524993	19528925	2	3106	4394.4032	819.822	5393	0
1_MACS_peak_5841_lociStitched	chr12	83079279	83082295	1	3017	8145.0096	767.572	5394	0
1_MACS_peak_20922_lociStitched	chr6	28889929	28892898	1	2970	9393.6191	694.4491	5395	0
1_MACS_peak_15374_lociStitched	chr21	34098626	34101672	1	3047	7268.6698	943.0416	5396	0
2_MACS_peak_22366_lociStitched	chr7	24911254	24918710	2	3101	4953.7664	1147.4784	5397	0
2_MACS_peak_13214_lociStitched	chr2	85864373	85870632	2	3127	2447.8949	1040.8717	5398	0
1_MACS_peak_4505_lociStitched	chr11	77529980	77533050	1	3071	6122.194	811.708	5399	0
1_MACS_peak_5644_lociStitched	chr12	57503805	57506668	1	2864	11927.5443	862.9082	5400	0
2_MACS_peak_20298_lociStitched	chr5	154316878	154321548	2	3112	3922.333	994.243	5401	0
1_MACS_peak_15677_lociStitched	chr22	23008861	23011835	1	2975	9076.0532	571.008	5402	0
2_MACS_peak_25928_lociStitched	chrX	41415717	41421616	2	3112	3514.0343	642.4011	5403	0
1_MACS_peak_14742_lociStitched	chr20	24539778	24542813	1	3036	7093.0985	478.0125	5404	0
1_MACS_peak_8918_lociStitched	chr16	18936123	18939014	1	2892	11194.5302	745.0107	5405	0
1_MACS_peak_14976_lociStitched	chr20	42838044	42841054	1	3011	8323.854	899.689	5406	0
2_MACS_peak_8901_lociStitched	chr16	17502377	17511662	2	3107	4376.0205	1219.1205	5407	0
1_MACS_peak_15352_lociStitched	chr21	30670483	30673566	1	3084	5122.4045	587.0032	5408	0
1_MACS_peak_18635_lociStitched	chr4	110309642	110312534	1	2893	11104.7016	706.2264	5409	0
1_MACS_peak_8081_lociStitched	chr15	58622954	58625941	1	2988	8710.6894	634.1401	5410	0
1_MACS_peak_6771_lociStitched	chr13	91998839	92001952	1	3114	2691.8111	229.7394	5411	0
1_MACS_peak_24232_lociStitched	chr8	101732411	101735508	1	3098	4047.1596	362.0393	5412	0
1_MACS_peak_10035_lociStitched	chr17	33414409	33417372	1	2964	9359.8207	679.7122	5413	0
2_MACS_peak_17015_lociStitched	chr3	110451324	110456182	2	3113	3086.2874	706.3532	5414	0
1_MACS_peak_22236_lociStitched	chr7	7800193	7803153	1	2961	9356.56	616.568	5415	0
1_MACS_peak_9636_lociStitched	chr17	2238629	2241726	1	3098	4105.6929	559.3182	5416	0
1_MACS_peak_22293_lociStitched	chr7	16683864	16686930	1	3067	5922.2856	707.6328	5417	0
1_MACS_peak_164_lociStitched	chr1	14292345	14295454	1	3110	3201.6482	655.3772	5418	0
2_MACS_peak_4322_lociStitched	chr11	66111757	66115983	2	3106	3602.2424	734.4788	5419	0
1_MACS_peak_2714_lociStitched	chr10	17241681	17244475	1	2795	12814.681	610.489	5420	0
1_MACS_peak_5515_lociStitched	chr12	50478036	50481095	1	3060	5998.699	539.9135	5421	0
1_MACS_peak_11553_lociStitched	chr19	5826270	5829366	1	3097	4164.12	662.8536	5422	0
1_MACS_peak_6669_lociStitched	chr13	60969865	60972913	1	3049	6374.5872	504.1392	5423	0
1_MACS_peak_607_lociStitched	chr1	42356077	42358974	1	2898	10978.4712	825.3553	5424	0
2_MACS_peak_8382_lociStitched	chr15	80445056	80453975	2	3085	5591.3211	1446.6618	5425	0
1_MACS_peak_20868_lociStitched	chr6	26672914	26675954	1	3041	7135.792	990.736	5426	0
1_MACS_peak_10660_lociStitched	chr17	73399785	73402875	1	3091	4381.929	616.764	5427	0
2_MACS_peak_15012_lociStitched	chr20	44519176	44522312	2	3102	3548.384	587.0592	5428	0
2_MACS_peak_21218_lociStitched	chr6	50245054	50254211	2	3103	3897.2192	1071.369	5429	0
1_MACS_peak_11541_lociStitched	chr19	4722448	4725531	1	3084	4960.2387	872.489	5430	0
1_MACS_peak_5092_lociStitched	chr12	9101005	9103960	1	2956	9580.9965	882.363	5431	0
1_MACS_peak_13587_lociStitched	chr2	128282763	128285682	1	2920	10479.5019	908.3928	5432	0
1_MACS_peak_828_lociStitched	chr1	65430867	65433954	1	3088	4246.4772	501.6375	5433	0
1_MACS_peak_20050_lociStitched	chr5	133338723	133341765	1	3043	6701.8302	789.0948	5434	0
1_MACS_peak_17451_lociStitched	chr3	156891402	156894182	1	2781	13351.228	1027.766	5435	0
1_MACS_peak_8229_lociStitched	chr15	70327248	70330289	1	3042	6568.2559	631.6157	5436	0
1_MACS_peak_19186_lociStitched	chr5	6402003	6404982	1	2980	8735.3217	752.4954	5437	0
1_MACS_peak_7867_lociStitched	chr15	40985535	40988497	1	2963	9191.9746	744.943	5438	0
1_MACS_peak_1878_lociStitched	chr1	184019403	184022091	1	2689	14720.5632	937.5744	5439	0
2_MACS_peak_15434_lociStitched	chr21	37441846	37450501	2	3105	3918.984	1712.8245	5440	0
2_MACS_peak_26496_lociStitched	chrX	137766763	137772812	2	3104	2751.6901	445.2064	5441	0
2_MACS_peak_5309_lociStitched	chr12	29301137	29308676	2	3103	3308.8671	928.0509	5442	0
1_MACS_peak_24649_lociStitched	chr9	5436619	5439537	1	2919	10210.9574	704.4052	5443	0
1_MACS_peak_24464_lociStitched	chr8	134308727	134311450	1	2724	13903.0934	685.3791	5444	0
2_MACS_peak_20852_lociStitched	chr6	26378305	26384926	2	3039	6965.9541	1024.2687	5445	0
2_MACS_peak_3248_lociStitched	chr10	88512173	88517363	2	3106	2718.522	881.262	5446	0
1_MACS_peak_5308_lociStitched	chr12	29255258	29258285	1	3028	6979.6566	656.5563	5447	0
2_MACS_peak_2649_lociStitched	chr10	12110046	12117886	2	3102	3324.944	1051.344	5448	0
1_MACS_peak_7152_lociStitched	chr14	52117131	52120198	1	3068	4871.0094	262.8419	5449	0
1_MACS_peak_24490_lociStitched	chr8	138486288	138489095	1	2808	12318.5195	576.2771	5450	0
1_MACS_peak_12283_lociStitched	chr19	49313219	49316304	1	3086	4058.3175	628.106	5451	0
1_MACS_peak_7784_lociStitched	chr15	34329978	34333001	1	3024	6980.7116	599.7632	5452	0
1_MACS_peak_4659_lociStitched	chr11	102321667	102324692	1	3026	6960.2225	669.13	5453	0
2_MACS_peak_10574_lociStitched	chr17	65253492	65257538	2	3081	4438.0574	721.8064	5454	0
2_MACS_peak_23915_lociStitched	chr8	53245025	53250579	2	3085	4184.3836	754.7886	5455	0
1_MACS_peak_20724_lociStitched	chr6	14635210	14638287	1	3078	4346.8779	477.2427	5456	0
1_MACS_peak_7353_lociStitched	chr14	74236640	74239646	1	3007	7487.946	562.122	5457	0
2_MACS_peak_8398_lociStitched	chr15	81745129	81751930	2	3093	3686.8221	911.334	5458	0
1_MACS_peak_10802_lociStitched	chr17	78709994	78712889	1	2896	10576.014	667.587	5459	0
1_MACS_peak_24261_lociStitched	chr8	103874599	103877661	1	3063	5020.149	356.4168	5460	0
1_MACS_peak_23494_lociStitched	chr7	158495908	158498847	1	2940	9625.225	775.0143	5461	0
1_MACS_peak_3300_lociStitched	chr10	93168543	93171290	1	2748	13274.0534	551.3229	5462	0
1_MACS_peak_913_lociStitched	chr1	78469418	78472475	1	3058	5668.5951	832.1154	5463	0
1_MACS_peak_13845_lociStitched	chr2	171784726	171787784	1	3059	5562.502	803.6424	5464	0
1_MACS_peak_9715_lociStitched	chr17	6542471	6545333	1	2863	11261.3976	697.1832	5465	0
1_MACS_peak_1081_lociStitched	chr1	100816344	100819423	1	3080	3930.0356	393.4962	5466	0
1_MACS_peak_2427_lociStitched	chr1	235097387	235100340	1	2954	9377.2515	981.5772	5467	0
1_MACS_peak_745_lociStitched	chr1	52868167	52871217	1	3051	5899.005	861.625	5468	0
1_MACS_peak_6989_lociStitched	chr14	23769459	23772504	1	3046	5716.9875	480.8055	5469	0
2_MACS_peak_7553_lociStitched	chr14	95999416	96002508	2	3093	2607.1744	328.6796	5470	0
1_MACS_peak_18145_lociStitched	chr4	39365237	39368315	1	3079	4087.8918	664.5402	5471	0
2_MACS_peak_6937_lociStitched	chr14	21131005	21137160	2	3093	2889.157	649.968	5472	0
1_MACS_peak_21140_lociStitched	chr6	42418535	42421557	1	3023	6699.4718	559.9766	5473	0
1_MACS_peak_20511_lociStitched	chr5	179124547	179127480	1	2934	9459.8049	610.064	5474	0
1_MACS_peak_212_lociStitched	chr1	17763537	17766595	1	3059	4845.401	325.0654	5475	0
1_MACS_peak_13520_lociStitched	chr2	113752300	113755266	1	2967	8740.2088	823.9548	5476	0
1_MACS_peak_8047_lociStitched	chr15	52858927	52861919	1	2993	7988.3408	863.7904	5477	0
1_MACS_peak_5955_lociStitched	chr12	95210491	95213516	1	3026	6567.5775	661.5675	5478	0
1_MACS_peak_7621_lociStitched	chr14	105529891	105532907	1	3017	6514.56	288.028	5479	0
1_MACS_peak_23475_lociStitched	chr7	155532771	155535850	1	3080	3869.9951	829.7905	5480	0
1_MACS_peak_25490_lociStitched	chr9	131417823	131420114	1	2292	18846.9115	581.4558	5481	0
2_MACS_peak_3187_lociStitched	chr10	80732823	80741965	2	3078	4239.1454	1134.5222	5482	0
1_MACS_peak_13919_lociStitched	chr2	178976766	178979809	1	3044	5767.3979	743.4049	5483	0
1_MACS_peak_24387_lociStitched	chr8	126199551	126202626	1	3076	3797.9325	612.2325	5484	0
1_MACS_peak_14389_lociStitched	chr2	232025107	232028136	1	3030	6025.2868	400.1309	5485	0
1_MACS_peak_399_lociStitched	chr1	28878245	28881183	1	2939	9449.7832	889.6264	5486	0
2_MACS_peak_8146_lociStitched	chr15	64752164	64757663	2	3092	2423.9592	853.9947	5487	0
1_MACS_peak_22953_lociStitched	chr7	99697372	99700370	1	2999	7346.2992	577.7146	5488	0
2_MACS_peak_19654_lociStitched	chr5	78120236	78124803	2	3086	2773.5391	553.0637	5489	0
1_MACS_peak_18297_lociStitched	chr4	70186045	70188968	1	2924	9490.1041	573.4926	5490	0
1_MACS_peak_16788_lociStitched	chr3	61545383	61548298	1	2916	9497.9445	391.776	5491	0
1_MACS_peak_138_lociStitched	chr1	11842983	11845997	1	3015	6674.2016	524.7374	5492	0
1_MACS_peak_8737_lociStitched	chr16	3507075	3510121	1	3047	5369.4888	628.6944	5493	0
1_MACS_peak_5795_lociStitched	chr12	76337167	76339964	1	2798	12207.7862	629.325	5494	0
1_MACS_peak_22907_lociStitched	chr7	95128603	95131643	1	3041	5484.768	485.792	5495	0
1_MACS_peak_1879_lociStitched	chr1	184354965	184358026	1	3062	4661.2908	824.0212	5496	0
1_MACS_peak_7106_lociStitched	chr14	45720684	45723686	1	3003	6872.4786	382.1546	5497	0
1_MACS_peak_22702_lociStitched	chr7	70227781	70230729	1	2949	8700.4324	543.906	5498	0
1_MACS_peak_13233_lociStitched	chr2	86331893	86334889	1	2997	7433.076	771.47	5499	0
2_MACS_peak_11568_lociStitched	chr19	6480826	6490316	2	3079	4019.964	1577.238	5500	0
1_MACS_peak_6534_lociStitched	chr13	41591159	41594127	1	2969	7856.8896	337.1648	5501	0
1_MACS_peak_7000_lociStitched	chr14	24582353	24585223	1	2871	10505.348	496.797	5502	0
1_MACS_peak_23496_lociStitched	chr7	158620523	158623527	1	3005	7025.4548	718.8572	5503	0
1_MACS_peak_20593_lociStitched	chr6	4134296	4137341	1	3046	5224.3065	672.6405	5504	0
1_MACS_peak_9430_lociStitched	chr16	75680723	75683750	1	3028	5711.3436	331.4565	5505	0
1_MACS_peak_22937_lociStitched	chr7	99004920	99007769	1	2850	11078.6214	633.6176	5506	0
1_MACS_peak_21743_lociStitched	chr6	127662765	127665828	1	3064	4192.3281	725.6247	5507	0
2_MACS_peak_24511_lociStitched	chr8	142248507	142256512	2	3070	3953.6695	1042.251	5508	0
1_MACS_peak_23816_lociStitched	chr8	37593323	37596237	1	2915	9673.8972	750.355	5509	0
1_MACS_peak_14698_lociStitched	chr20	18487067	18489581	1	2515	16459.6608	768.027	5510	0
1_MACS_peak_8510_lociStitched	chr15	90588852	90591612	1	2761	12711.732	613.272	5511	0
1_MACS_peak_9199_lociStitched	chr16	53535750	53538784	1	3035	5565.873	620.7564	5512	0
1_MACS_peak_8163_lociStitched	chr15	65475754	65478637	1	2884	10355.736	717.2904	5513	0
2_MACS_peak_11166_lociStitched	chr18	46064937	46068178	2	3082	1989.974	561.9894	5514	0
1_MACS_peak_7092_lociStitched	chr14	39899852	39902855	1	3004	6479.5731	279.279	5515	0
2_MACS_peak_19423_lociStitched	chr5	54190420	54199560	2	3073	3705.356	1203.738	5516	0
2_MACS_peak_20550_lociStitched	chr6	684503	693830	2	3074	3550.7889	1225.5678	5517	0
1_MACS_peak_15818_lociStitched	chr22	31741342	31744301	1	2960	8030.1342	419.5862	5518	0
2_MACS_peak_697_lociStitched	chr1	46859574	46865749	2	3066	3914.95	944.1575	5519	0
1_MACS_peak_7985_lociStitched	chr15	48622548	48625394	1	2847	11042.7646	645.1882	5520	0
1_MACS_peak_2298_lociStitched	chr1	226083926	226086772	1	2847	11436.0818	1045.6204	5521	0
1_MACS_peak_1587_lociStitched	chr1	157106470	157109465	1	2996	7260.479	855.0725	5522	0
2_MACS_peak_8652_lociStitched	chr16	709932	719194	2	3073	3296.3458	1033.6392	5523	0
2_MACS_peak_296_lociStitched	chr1	25048491	25055006	2	3055	4723.375	1039.794	5524	0
1_MACS_peak_15812_lociStitched	chr22	31606473	31609542	1	3070	3183.4737	655.2315	5525	0
1_MACS_peak_20433_lociStitched	chr5	172482487	172485531	1	3045	4896.8828	641.9796	5526	0
