GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
NM_002582	chr16(.):14524557-14729124	0.5452
NM_145080	chr16(.):27231314-27285113	1.1705
NM_002613	chr16(.):2582969-2658189	0.3784
NM_015914	chr16(.):11767942-11841648	0.7193
NM_000336	chr16(.):23308590-23397620	0.5283
NM_000078	chr16(.):56990834-57022756	0.1485
NM_018667	chr16(.):68387229-68487409	0.2477
NM_002661	chr16(.):81807929-81996899	0.5522
NM_025108	chr16(.):2505114-2519964	0.4036
NM_001199107	chr16(.):2520146-2560734	1.1622
NM_006181	chr16(.):2516499-2529146	0.8356
NM_015944	chr16(.):2565362-2584732	0.9547
NM_001048212	chr16(.):2575035-2586409	1.3041
NR_036139	chr16(.):2576922-2587006	1.4826
NM_001198569	chr16(.):2558726-2575224	3.048
NM_001694	chr16(.):2558870-2575224	2.9971
NM_012368	chr16(.):3400888-3411924	0.3471
NM_153028	chr16(.):3350432-3373576	0.35
NM_033208	chr16(.):3343807-3360439	0.4461
NM_017810	chr16(.):3427084-3456025	0.2923
NM_001190476	chr16(.):3416052-3427283	0.1184
NM_001130007	chr16(.):11956984-12015519	0.238
NM_001130006	chr16(.):11956984-12014825	0.2399
NM_001192	chr16(.):12053963-12066925	2.3288
NM_032167	chr16(.):12065601-12152141	0.2142
NM_016561	chr16(.):14721667-14768093	1.1417
NM_024773	chr16(.):27209806-27238089	1.6374
NM_001145348	chr16(.):27210295-27238089	1.5432
NR_037184	chr16(.):27274525-27306789	0.3872
NM_181078	chr16(.):27408482-27468363	0.9915
NM_021798	chr16(.):27433578-27468363	1.237
NR_037158	chr16(.):27453990-27469714	2.2813
NR_026980	chr16(.):34706784-34719967	1.5606
NR_034019	chr16(.):34734458-34745840	5.3676
NM_001126108	chr16(.):56894118-56954762	0.7646
NM_001010989	chr16(.):56960747-56982793	1.2856
NM_003954	chr17(.):43335487-43399414	0.7115
NM_001193466	chr17(.):44102281-44275166	0.2729
NM_015443	chr17(.):44102281-44275272	0.2729
NM_001193465	chr17(.):44102281-44307740	0.2501
NM_030802	chr17(.):47782686-47846518	1.368
NR_000010	chr17(.):27044599-27054671	4.0489
NR_000009	chr17(.):27045698-27055772	4.9054
NM_031934	chr17(.):27036298-27049908	2.8058
NM_001142625	chr17(.):27036298-27050286	2.7493
NM_000984	chr17(.):27041999-27056374	4.2036
NM_138463	chr17(.):27046365-27058230	4.4295
NR_000014	chr17(.):27045446-27055509	4.5693
NR_000013	chr17(.):27042567-27052634	3.0269
NM_004295	chr17(.):27066022-27082976	2.0691
NM_152465	chr17(.):27025533-27043872	0.6859
NR_024579	chr17(.):27036298-27050251	2.7555
NM_001160407	chr17(.):27046365-27058949	4.1918
NM_178170	chr17(.):27050831-27074784	3.6697
NM_002983	chr17(.):34410602-34422506	3.3861
NM_002988	chr17(.):34386642-34403841	0.1179
NM_002984	chr17(.):34426219-34438014	0.4754
NM_001130677	chr17(.):36822958-36836187	0.6467
NM_005937	chr17(.):36856872-36891056	1.2853
NM_007144	chr17(.):36885149-36909558	0.6407
NM_002795	chr17(.):36904001-36925478	0.5949
NM_001136498	chr17(.):36881509-36896858	0.3178
NM_005310	chr17(.):37889186-37908538	0.1496
NM_001030002	chr17(.):37889589-37908538	0.1527
NM_032339	chr17(.):37880408-37891788	0.4101
NM_152343	chr17(.):43326759-43344479	0.1154
NM_005892	chr17(.):43294291-43329683	1.4756
NR_024434	chr17(.):43320302-43350997	0.3306
NR_024435	chr17(.):43334557-43350997	0.101
NR_034172	chr17(.):44265938-44279089	2.2921
NM_014897	chr17(.):47361567-47444835	0.5236
NM_001145365	chr17(.):47361567-47444476	0.5249
NM_002634	chr17(.):47476419-47497242	0.4061
NM_005827	chr17(.):47773689-47790282	0.7441
NM_001199155	chr17(.):47860980-47911458	0.5581
NM_000250	chr17(.):56342216-56363296	0.0556
NM_004758	chr17(.):56373593-56411152	0.5029
NM_003168	chr17(.):56417538-56434563	0.9285
NR_029683	chr17(.):56403592-56413679	2.6309
NM_000633	chr18(.):60785578-60991613	0.7597
NM_015295	chr18(.):2650885-2810015	0.2323
NM_001025101	chr18(.):74685788-74849774	0.6478
NM_002385	chr18(.):74685788-74734055	0.1302
NM_001025100	chr18(.):74719738-74849774	0.7843
NR_033754	chr18(.):2647721-2658231	2.2692
NM_021074	chr18(.):9097627-9139343	0.7423
NM_016626	chr18(.):48695919-48729051	0.7211
NM_003331	chr19(.):10456203-10496248	0.2475
NM_015318	chr19(.):7454998-7542371	0.1051
NM_014975	chr19(.):12944258-12990766	0.2306
NM_021235	chr19(.):16467407-16587762	0.6315
NM_006387	chr19(.):16623699-16658263	0.2312
NM_001398	chr19(.):39301061-39327497	0.2097
NM_007065	chr19(.):10496808-10519271	0.6607
NM_001111307	chr19(.):10526332-10585307	0.6571
NM_001111309	chr19(.):10538110-10585307	0.2118
NM_001111308	chr19(.):10536520-10585307	0.2373
NR_031592	chr19(.):10509133-10519214	1.2902
NM_006202	chr19(.):10558632-10585307	0.0727
NM_001080997	chr19(.):12931296-12946207	0.1136
NM_013312	chr19(.):12868816-12891434	0.3961
NM_181738	chr19(.):12906426-12917694	0.8171
NM_017682	chr19(.):12858406-12874271	0.1185
NM_002229	chr19(.):12897309-12909125	3.5924
NM_031429	chr19(.):12931295-12951230	0.3737
NM_006397	chr19(.):12912427-12929462	0.389
NM_016270	chr19(.):16430650-16443339	0.6408
NM_024881	chr19(.):16655647-16688193	0.2961
NM_004831	chr19(.):16680717-16744015	1.2575
NM_006149	chr19(.):39287310-39308740	0.0523
NM_012237	chr19(.):39364194-39395463	0.6471
NM_001005335	chr19(.):39322027-39347979	1.2755
NM_001001716	chr19(.):39385614-39404534	0.4628
NM_001533	chr19(.):39322027-39345617	1.349
NM_001193286	chr19(.):39364194-39395502	0.6463
NR_034146	chr19(.):39364194-39389795	0.5076
NM_001195833	chr19(.):39353471-39373919	0.8275
NM_003407	chr19(.):39892486-39905045	3.426
NM_003169	chr19(.):39931287-39972308	0.3582
NM_001130825	chr19(.):39931185-39972308	0.36
NM_019088	chr19(.):39871269-39886679	0.637
NM_017592	chr19(.):39876962-39896203	2.0734
NM_001020	chr19(.):39918846-39931618	0.769
NM_022835	chr19(.):39898749-39924055	0.6018
NM_001039213	chr19(.):45197420-45218986	0.12
NM_012116	chr19(.):45276125-45308903	0.2017
NM_005178	chr19(.):45246977-45268301	1.3353
NM_178511	chr19(.):47773141-47783980	1.2329
NM_001127240	chr19(.):47719080-47741023	1.7115
NM_014417	chr19(.):47719078-47739451	1.8275
NM_015603	chr19(.):47754730-47780210	1.0308
NR_036159	chr19(.):47725200-47735276	3.366
NR_036158	chr19(.):47725198-47735278	3.3654
NM_052865	chr20(.):17944761-17976762	1.1172
NM_002466	chr20(.):42290708-42350122	1.4666
NM_006282	chr20(.):43590119-43713593	0.5208
NM_183048	chr20(.):45833380-45990474	0.3409
NM_199170	chr20(.):56218451-56290625	0.7332
NM_020182	chr20(.):56218451-56290031	0.7389
NM_199171	chr20(.):56218451-56291541	0.7257
NM_170774	chr20(.):4755668-4800769	1.2712
NM_014737	chr20(.):4755669-4809291	1.2306
NR_003045	chr20(.):17938352-17948589	0.7323
NM_152227	chr20(.):17917243-17954490	1.1104
NM_014426	chr20(.):17917243-17954154	1.1047
NM_001008901	chr20(.):42349800-42360642	0.4118
NM_006809	chr20(.):43565770-43594114	0.3587
NR_024594	chr20(.):45942245-45954498	0.1032
NM_006526	chr20(.):52178609-52204636	1.0385
NM_001160419	chr20(.):56182946-56200632	1.8782
NM_001160418	chr20(.):56173901-56200632	1.2798
NM_001083113	chr20(.):62333793-62372494	1.4161
NM_181485	chr20(.):62334379-62372494	1.4363
NM_017806	chr20(.):62362977-62375460	1.8314
NM_003224	chr20(.):62324994-62344355	0.364
NM_032945	chr20(.):62321287-62335035	0.1427
NM_020062	chr20(.):62366210-62380403	1.3729
NM_003823	chr20(.):62323020-62335035	0.1457
NM_003683	chr21(.):45204417-45228983	0.4337
NM_000394	chr21(.):44584140-44597913	2.8974
NM_000100	chr21(.):45188830-45201259	1.4517
NR_026961	chr21(.):45220638-45237448	0.1334
NM_005049	chr21(.):45522207-45556063	0.4845
NM_198155	chr21(.):45548493-45570605	1.0414
NM_000383	chr21(.):45700762-45723102	0.6015
NM_175867	chr21(.):45661222-45687099	1.4866
NM_015259	chr21(.):45641721-45665834	1.6435
NM_000658	chr21(.):45705273-45723110	0.724
NM_001887	chr22(.):26990361-27018991	2.0657
NM_024821	chr22(.):42191677-42227303	0.4529
NM_015124	chr22(.):47017657-47080688	0.0832
NM_014246	chr22(.):46751730-46938067	0.3023
NM_001178126	chr22(.):23224959-23243013	0.4302
NM_001024938	chr22(.):24194058-24232725	0.5194
NM_002415	chr22(.):24231564-24242409	1.8148
NM_001024939	chr22(.):24195040-24232725	0.5028
NM_001007468	chr22(.):24124149-24181705	0.5379
NM_001002862	chr22(.):24171689-24186199	2.8326
NM_001008566	chr22(.):26916713-26966370	0.1057
NM_003595	chr22(.):26916713-26991089	0.4725
NR_031615	chr22(.):26946177-26956289	0.1503
NR_003491	chr22(.):27048445-27077440	1.289
NM_001886	chr22(.):27012927-27031636	0.4802
NM_013416	chr22(.):37252029-37279059	1.3165
NM_000395	chr22(.):37304674-37341479	0.4396
NM_014293	chr22(.):39209456-39245017	0.1445
NM_014292	chr22(.):39255247-39273258	2.1196
NM_001006666	chr22(.):39431672-39445428	0.7874
NM_004900	chr22(.):39373404-39393783	2.5024
NM_001193289	chr22(.):39348526-39393783	1.625
NM_152426	chr22(.):39412117-39434256	0.5714
NM_014508	chr22(.):39405264-39419825	1.065
NM_021822	chr22(.):39468009-39488748	2.8208
NM_175709	chr22(.):39521778-39553538	1.3885
NM_181773	chr22(.):39488228-39505072	1.3483
NM_001166004	chr22(.):39488228-39503610	1.4449
NM_006116	chr22(.):39790758-39832887	0.4552
NM_153497	chr22(.):39790758-39838132	0.7335
NM_002409	chr22(.):39848324-39893199	0.285
NM_001098270	chr22(.):39878228-39893199	0.0981
NM_152513	chr22(.):42090517-42200459	0.5485
NM_018280	chr22(.):46441338-46455024	2.5135
NR_027036	chr22(.):46430786-46445748	1.2684
NR_027034	chr22(.):46444725-46459402	2.2328
NR_027033	chr22(.):46476876-46514808	0.1029
NR_027240	chr22(.):46397495-46411657	0.4199
NR_029479	chr22(.):46504565-46514648	0.1738
NR_029478	chr22(.):46503628-46513702	0.1641
NR_037413	chr22(.):46481923-46492006	0.0774
