GENE_ID	locusLine	bin_1_13_0EWZ_0229Kronos_MM1S-KB-1hr-1_H3K27Ac_hs-dm_i22.bam
NM_000445	chr8(.):144984320-145055913	0.5515
NM_201381	chr8(.):144984320-145023905	0.6851
NM_201382	chr8(.):144984320-145023110	0.6914
NM_201383	chr8(.):144984320-145021692	0.7049
NM_201379	chr8(.):144984320-145033088	0.6318
NM_001009184	chr8(.):145059225-145072583	0.4225
NM_201384	chr8(.):144984320-145018758	0.7617
NR_030383	chr8(.):145014358-145024447	0.9463
NM_201380	chr8(.):144984320-145030044	0.668
NM_001129888	chr8(.):145684199-145696031	0.335
NM_032687	chr8(.):145684199-145695849	0.3376
NM_003923	chr8(.):145694114-145706718	0.3314
NM_032902	chr8(.):145717108-145732504	0.0714
NM_138496	chr8(.):145670314-145695418	0.2104
NM_005309	chr8(.):145724464-145737555	1.1656
NM_145754	chr8(.):145686737-145704499	0.4035
NM_138431	chr8(.):145729551-145741589	1.2828
NM_004260	chr8(.):145731666-145748210	1.5053
NM_014665	chr8(.):145738362-145755559	0.797
NM_025251	chr8(.):145749562-145843888	0.0512
NM_007203	chr9(.):112537576-112939791	0.2523
NM_001004065	chr9(.):112805877-112939791	0.3763
NM_015033	chr9(.):132644465-132810473	0.3713
NM_152850	chr9(.):35083687-35101579	0.4283
NM_001040411	chr9(.):35036101-35050988	0.121
NM_025182	chr9(.):35099117-35120893	0.4923
NM_013442	chr9(.):35094888-35108154	0.9315
NM_004629	chr9(.):35068834-35085013	1.2789
NM_001040410	chr9(.):35037222-35050988	0.1244
NM_032634	chr9(.):35083687-35101546	0.4291
NM_007126	chr9(.):35051064-35077739	0.6758
NM_005384	chr9(.):94166326-94191144	1.0798
NM_001012993	chr9(.):112956845-112975413	0.0747
NM_001136562	chr9(.):112882780-112939791	0.516
NM_001045476	chr9(.):127610754-127625160	0.7766
NM_030978	chr9(.):127626483-127644696	1.0268
NM_007209	chr9(.):127615157-127629240	0.7986
NM_005489	chr9(.):130495595-130538621	0.308
NM_001142532	chr9(.):130495595-130529697	0.2948
NM_001142533	chr9(.):130495595-130522583	0.3422
NM_001142531	chr9(.):130495595-130529719	0.2947
NM_001142534	chr9(.):130495595-130522561	0.3425
NM_170600	chr9(.):130495595-130546048	0.5583
NM_001085347	chr9(.):130488802-130502604	0.6018
NM_001018078	chr9(.):130560507-130581556	0.3566
NM_001261	chr9(.):130543304-130558052	0.6908
NM_004957	chr9(.):130560153-130581556	0.3524
NR_036055	chr9(.):130543196-130553286	0.9005
NM_001035254	chr9(.):130697860-130747812	0.6836
NM_003863	chr9(.):130692373-130705763	0.396
NM_203305	chr9(.):130697860-130717993	0.2609
NM_001135219	chr9(.):130678807-130698076	0.7192
NM_173492	chr9(.):130678807-130694770	0.8392
NR_024425	chr9(.):130885807-130897913	1.0656
NR_027812	chr9(.):130877971-130895712	0.7658
NM_001006641	chr9(.):130825478-130876524	0.6035
NM_197956	chr9(.):130818511-130834599	0.7332
NM_001006643	chr9(.):130855835-130876524	0.1735
NM_001006642	chr9(.):130849127-130876524	0.1781
NM_052901	chr9(.):130855816-130876524	0.1736
NM_025072	chr9(.):130877971-130895474	0.7762
NR_033374	chr9(.):130868449-130886013	0.1458
NM_016520	chr9(.):132584563-132602572	0.4418
NM_006676	chr9(.):132592695-132649107	0.382
NM_001008563	chr9(.):132592756-132649107	0.3824
NM_032728	chr9(.):134160080-134189649	0.0761
NM_033387	chr9(.):134128464-134156906	0.9112
NM_001123384	chrX(.):39905498-40041582	0.4
NM_144495	chrX(.):48750194-48765420	0.5331
NM_001167990	chrX(.):48750212-48765420	0.5326
NM_001032384	chrX(.):48750538-48765420	0.5427
NM_001167992	chrX(.):48750774-48765420	0.55
NM_005334	chrX(.):153208007-153241819	0.9688
NM_017745	chrX(.):39905498-39961719	0.2889
NM_001167947	chrX(.):48745729-48760426	0.6059
NM_001042498	chrX(.):48755888-48774235	0.481
NM_001136158	chrX(.):48774302-48819893	1.1983
NM_001136159	chrX(.):48774302-48820648	1.1794
NM_006875	chrX(.):48765458-48781413	1.128
NM_004979	chrX(.):48813638-48833251	0.3554
NM_005660	chrX(.):48755458-48773917	0.4962
NM_001032289	chrX(.):48755889-48773933	0.4538
NM_016500	chrX(.):75387770-75403033	0.1999
NM_003399	chrX(.):128867945-128908525	0.3039
NM_018990	chrX(.):128908891-128934176	0.6743
NM_000054	chrX(.):153165528-153177620	0.0689
NM_000425	chrX(.):153121970-153146399	0.0296
NM_003491	chrX(.):153190376-153205468	1.4114
NM_001666	chrX(.):153167829-153196714	0.7611
NM_002910	chrX(.):153195721-153215232	0.1986
NR_027419	chrX(.):153162984-153177620	0.0634
NM_001025243	chrX(.):153270956-153290342	0.6957
NM_003492	chrX(.):153232990-153253646	1.7294
NR_031757	chrX(.):153280370-153290440	0.9981
NR_036175	chrX(.):153241548-153251627	0.5273
NR_036174	chrX(.):153241547-153251628	0.5275
NM_015892	chr10(.):125762181-125856930	0.8317
NM_014863	chr10(.):125774168-125856930	0.937
NM_001083591	chr10(.):11201992-11383672	1.2975
NM_001025077	chr10(.):11042258-11383672	0.7412
NM_006561	chr10(.):11054892-11383672	0.7674
NM_032199	chr10(.):63656012-63861707	0.3469
NM_001198798	chr10(.):73851273-73980751	0.1122
NM_001198799	chr10(.):73851273-73981183	0.1121
NM_020338	chr10(.):80823791-81081285	0.2812
NM_145868	chr10(.):81909879-81970328	0.6409
NM_007373	chr10(.):112674300-112778425	0.1517
NM_001098207	chr10(.):43876064-43897794	0.871
NM_004966	chr10(.):43876064-43909656	1.2565
NM_173160	chr10(.):43862091-43876783	0.044
NM_001098204	chr10(.):43876064-43909696	1.2551
NM_001098208	chr10(.):43876064-43897279	0.8862
NM_001098205	chr10(.):43876064-43909332	1.2679
NM_001098206	chr10(.):43876064-43908299	1.3078
NR_026693	chr10(.):43927573-43983007	0.3198
NM_173473	chr10(.):73970805-74000618	0.2414
NM_019058	chr10(.):74028676-74040797	0.2922
NM_030912	chr10(.):104399251-104423076	1.168
NM_001083913	chr10(.):104498726-104581021	0.9801
NM_017787	chr10(.):104530887-104581021	1.4408
NM_004419	chr10(.):112252624-112276302	1.2875
NM_145341	chr10(.):112626595-112664764	0.2085
NM_001195307	chr10(.):112653487-112684124	0.3591
NM_001195306	chr10(.):112653487-112683694	0.3593
NR_026932	chr10(.):112623647-112635662	0.9964
NR_024469	chr11(.):67080309-67164158	0.3473
NM_001111018	chr11(.):19367270-20148147	0.1195
NM_006819	chr11(.):63948586-63977020	0.5714
NM_001098517	chr11(.):115039344-115380241	0.3931
NM_030962	chr11(.):9795213-10320754	0.0688
NM_001143830	chr11(.):22683159-22839547	0.4871
NM_177553	chr11(.):22684653-22839547	0.4891
NM_005256	chr11(.):22691318-22839547	0.2603
NM_004811	chr11(.):58289343-58348390	1.0929
NM_001143995	chr11(.):58289343-58350639	1.0563
NM_024092	chr11(.):60676370-60695915	0.9301
NM_001012662	chr11(.):62618483-62661355	0.8375
NM_001013251	chr11(.):62643343-62661355	1.3459
NM_001012661	chr11(.):62618517-62661353	0.8382
NR_037193	chr11(.):62644170-62661355	1.4058
NM_003273	chr11(.):64874340-64888707	0.726
NM_001077241	chr11(.):65137662-65155142	0.9517
NR_002819	chr11(.):65260232-65278939	3.8452
NM_030930	chr11(.):67753574-67776593	1.0803
NM_014824	chr11(.):72542789-72858143	0.1889
NM_014488	chr11(.):82687477-82787884	0.5927
NR_033839	chr11(.):126206611-126230482	0.1407
NM_002017	chr11(.):128558812-128688162	0.5687
NM_001167681	chr11(.):128557388-128688162	0.5629
NM_182612	chr11(.):762222-782487	0.3687
NM_006755	chr11(.):742431-770024	0.3886
NR_002585	chr11(.):806680-816814	1.3179
NM_001025239	chr11(.):837823-872116	0.6011
NM_001025234	chr11(.):839080-872116	0.6202
NM_145886	chr11(.):794178-810250	1.2924
NM_016564	chr11(.):782109-795126	0.1568
NM_021128	chr11(.):834720-847529	1.4949
NM_139029	chr11(.):827951-843835	1.3016
NM_173584	chr11(.):822584-836991	0.2597
NM_024698	chr11(.):785474-801263	0.5001
NM_001004	chr11(.):804935-817876	1.205
NM_001025237	chr11(.):839445-872116	0.6241
NM_020376	chr11(.):813900-830571	0.31
NM_001191060	chr11(.):785474-802995	0.4631
NM_001191061	chr11(.):785474-803269	0.457
NM_001025235	chr11(.):837940-872116	0.603
NM_001124	chr11(.):10321641-10333923	2.7333
NM_022725	chr11(.):22639078-22652387	0.8021
NM_000610	chr11(.):35155416-35258949	0.4443
NM_000614	chr11(.):58385145-58398205	0.2363
NR_024091	chr11(.):58341586-58398205	1.0612
NM_053023	chr11(.):58341586-58394023	1.1316
NM_004778	chr11(.):60613397-60628444	0.1254
NM_207341	chr11(.):60630014-60648164	0.6578
NM_014502	chr11(.):60653019-60679061	0.5361
NM_016582	chr11(.):60699554-60724257	0.1065
NM_178031	chr11(.):60686912-60709631	0.0697
NR_002565	chr11(.):62618036-62628103	0.9801
NM_199337	chr11(.):62549873-62562872	1.0048
NM_003164	chr11(.):62569368-62604560	0.4812
NM_018093	chr11(.):62595382-62612628	1.821
NR_003098	chr11(.):62614459-62628360	0.7588
NR_002561	chr11(.):62616134-62626204	1.0222
NR_002560	chr11(.):62615797-62625865	1.0271
NR_002559	chr11(.):62616375-62626440	1.0206
NR_000008	chr11(.):62615381-62625507	1.0167
NR_002564	chr11(.):62617763-62627838	0.9883
NR_002563	chr11(.):62617483-62627555	0.9904
NR_002562	chr11(.):62617092-62627167	0.9912
NM_001081491	chr11(.):62554597-62577964	0.7373
NM_001080501	chr11(.):62552786-62564486	1.1224
NM_004470	chr11(.):64003412-64016607	1.3846
NM_000932	chr11(.):64013994-64041924	0.544
NM_005528	chr11(.):63992752-64006753	0.702
NM_001160390	chr11(.):63986270-63998726	0.702
NM_032344	chr11(.):63988737-64002488	0.6652
NM_004322	chr11(.):64032299-64057176	0.8308
NM_178443	chr11(.):63969151-63996363	0.4173
NM_057092	chr11(.):64004587-64016607	1.5083
NM_033310	chr11(.):64053792-64072503	0.8731
NM_003377	chr11(.):63997265-64011259	1.1762
NM_020155	chr11(.):64048581-64061972	0.7429
NM_001135208	chr11(.):64003603-64016607	1.4021
NM_001039496	chr11(.):64062862-64077239	1.3849
NM_001170726	chr11(.):64046810-64061972	0.6664
NM_001160393	chr11(.):63986270-63998341	0.6608
NM_001170881	chr11(.):64047284-64061972	0.6859
NM_001177358	chr11(.):64047282-64061972	0.6858
NM_138689	chr11(.):64006950-64019413	1.4952
NM_013299	chr11(.):64803375-64817300	0.567
NM_005468	chr11(.):64807294-64831009	0.3898
NM_080668	chr11(.):64839926-64856615	0.6387
NM_006782	chr11(.):64846693-64860874	1.2439
NM_013265	chr11(.):64858682-64884180	0.3455
NR_037567	chr11(.):64884654-64899841	0.9584
NM_172230	chr11(.):64889750-64907003	2.1558
NM_001997	chr11(.):64883098-64894672	1.3942
NM_004927	chr11(.):64884715-64899841	0.9174
NM_014205	chr11(.):64878874-64890170	1.462
NR_028272	chr11(.):65185268-65199003	9.2448
NR_030343	chr11(.):65206928-65217028	0.5855
NM_031904	chr11(.):65149040-65185995	0.9652
NM_021070	chr11(.):65301029-65330699	0.4032
NM_001048218	chr11(.):65287547-65311182	0.4267
NM_207354	chr11(.):67051761-67074955	1.085
NM_017857	chr11(.):67065918-67085078	0.1897
NR_030767	chr11(.):67051815-67074955	1.0866
NM_001619	chr11(.):67028904-67059029	1.7294
NM_001161473	chr11(.):67771047-67801743	0.9322
NM_006053	chr11(.):67805446-67823366	0.6165
NM_006019	chr11(.):67801482-67823366	0.5289
NM_002496	chr11(.):67793083-67809114	1.1033
NM_000694	chr11(.):67772789-67801743	0.9176
NR_033347	chr11(.):82747505-82757640	0.0745
NM_006235	chr11(.):111217980-111255157	0.9933
NM_000190	chr11(.):118950586-118969259	0.733
NM_002105	chr11(.):118959584-118971177	0.7207
NM_001024382	chr11(.):118953696-118969259	0.8501
NM_001130991	chr11(.):118909895-118932925	0.4948
NM_015517	chr11(.):118987287-119010765	0.2447
NM_006389	chr11(.):118909895-118932916	0.495
NM_014807	chr11(.):118973092-118992827	0.6288
NM_021729	chr11(.):118933492-118957688	0.4331
NM_001382	chr11(.):118962212-118977785	1.4518
NM_001142505	chr11(.):119015298-119038374	0.0835
NM_022169	chr11(.):119014749-119038374	0.0844
NR_027288	chr11(.):122883273-122895319	0.0797
NM_006597	chr11(.):122923199-122937844	1.9296
NM_017547	chr11(.):126134054-126153027	0.6066
NM_014026	chr11(.):126168646-126220644	0.5184
NM_148910	chr11(.):126147981-126168071	0.4409
NM_001177842	chr11(.):126127813-126143877	0.6286
NM_006278	chr11(.):126221095-126289533	0.0857
NM_014325	chr12(.):109033886-109130295	0.4434
NM_152641	chr12(.):46118619-46306819	0.1955
NM_002392	chr12(.):69196970-69244212	0.6328
NM_020375	chr12(.):4425358-4474190	0.1103
NM_007273	chr12(.):7069516-7084891	1.1805
NM_001144831	chr12(.):7069514-7084916	1.1814
NM_006143	chr12(.):12808994-12854121	0.2925
NM_001033873	chr12(.):51634132-51668994	0.0773
NM_001031628	chr12(.):51634132-51669202	0.0782
NM_001128914	chr12(.):53840885-53879946	1.0531
NM_000966	chr12(.):53599352-53631036	1.1804
NM_001042728	chr12(.):53599352-53619150	1.7435
NM_013449	chr12(.):56984379-57035163	0.38
NM_014706	chr12(.):108910990-108960165	0.8065
NM_018984	chr12(.):109171465-109256359	0.6213
NM_001082959	chr12(.):125257173-125353519	0.0669
NM_001759	chr12(.):4377901-4419522	1.2596
NM_001975	chr12(.):7018613-7037859	1.0724
NM_002831	chr12(.):7055433-7075479	2.2183
NR_029779	chr12(.):7067861-7077929	2.1895
NM_080548	chr12(.):7050739-7075479	2.3695
NM_001007026	chr12(.):7028625-7056484	1.3665
NM_006992	chr12(.):7008896-7028406	0.4703
NM_001940	chr12(.):7032479-7056484	1.1856
NR_003010	chr12(.):7071499-7081769	1.2421
NM_138425	chr12(.):7048202-7060165	1.6145
NR_029682	chr12(.):7068259-7078354	1.6576
NM_005768	chr12(.):7080346-7130842	0.2109
NM_006331	chr12(.):7074943-7090165	0.9372
NR_036052	chr12(.):9387065-9397147	0.0678
NR_036052	chr12(.):12259885-12269967	0.0536
NM_004064	chr12(.):12865301-12880305	5.8731
NR_030344	chr12(.):12912582-12922677	0.0661
NM_001130415	chr12(.):12873850-12949399	0.6866
NM_030762	chr12(.):26267958-26283003	2.5716
NR_028408	chr12(.):46114502-46126704	1.6469
NM_001098532	chr12(.):48123452-48157181	0.2283
NM_017842	chr12(.):48161966-48181536	0.2867
NM_006105	chr12(.):48123452-48157244	0.2282
NM_001098531	chr12(.):48123452-48157889	0.2261
NM_001098416	chr12(.):48171506-48218763	0.8992
NM_001971	chr12(.):51717226-51745463	0.5964
NM_016293	chr12(.):51669821-51722938	0.557
NM_001004304	chr12(.):53569534-53589654	0.7879
NM_000889	chr12(.):53580106-53606000	5.5603
NM_015989	chr12(.):53546446-53579430	0.3033
NM_001170790	chr12(.):53640369-53653190	0.2995
NM_032889	chr12(.):53640875-53653190	0.3066
NM_001164691	chr12(.):53812638-53830318	0.0906
NM_001005354	chr12(.):53830432-53845427	0.281
NM_134324	chr12(.):53890376-53905215	0.8062
NM_006301	chr12(.):53869275-53898444	0.705
NM_134323	chr12(.):53889704-53905215	0.775
NM_003717	chr12(.):53895473-53906422	0.203
NM_001127460	chr12(.):56705006-56732533	1.2017
NM_014255	chr12(.):56699212-56715128	1.0164
NM_005419	chr12(.):56730381-56759037	0.5298
NM_014871	chr12(.):56705006-56732837	1.2291
NM_004077	chr12(.):56660482-56699175	0.3241
NM_016584	chr12(.):56727662-56739194	1.3484
NM_001638	chr12(.):56749354-56761583	0.4871
NR_003046	chr12(.):57032463-57042538	0.9412
NM_001686	chr12(.):57026958-57044852	0.9682
NM_005594	chr12(.):57101210-57124066	0.818
NR_002737	chr12(.):57033810-57043885	0.924
NM_001113203	chr12(.):57101210-57124326	0.809
NM_006601	chr12(.):57052124-57087078	1.0613
NM_001946	chr12(.):89736836-89751296	1.7878
NM_001111283	chr12(.):102784644-102879378	0.3603
NM_001111284	chr12(.):102784644-102877429	0.2716
NM_001111285	chr12(.):102806453-102879378	0.4491
NM_007076	chr12(.):108904050-108918380	0.5614
NM_213595	chr12(.):108951293-108968160	3.3644
NM_181724	chr12(.):108978621-108996894	0.0662
NM_003006	chr12(.):109010679-109032670	4.9758
NM_001161331	chr12(.):109180694-109226327	0.203
NM_019034	chr12(.):122210659-122236594	0.1125
NR_002809	chr12(.):122228172-122246390	1.5871
NM_015048	chr12(.):122237637-122275562	0.7542
NM_024667	chr12(.):123344874-123385712	0.9556
NM_021009	chr12(.):125391191-125404587	1.6091
NM_032436	chr13(.):115074964-115097803	0.5303
NM_000820	chr13(.):114518521-114572046	1.8111
NM_001143945	chr13(.):114518521-114544017	0.2315
NM_001143946	chr13(.):114518521-114541714	0.2188
NR_024609	chr13(.):114581609-114631485	0.5947
NM_023011	chr13(.):115042077-115076283	1.327
NM_003903	chr13(.):114995361-115043150	0.7147
NM_001012706	chr14(.):50443429-50479238	1.0004
NM_001080414	chr14(.):91732666-91889133	0.9212
NM_024496	chr14(.):77485885-77500034	1.4145
NM_005065	chr14(.):81934238-82005205	0.5654
NM_152592	chr14(.):95878830-95947173	0.2697
NR_003002	chr14(.):95994691-96004966	0.4229
NR_001459	chr14(.):95994248-96006209	0.3699
NM_016417	chr14(.):95996322-96016055	0.2386
NM_025268	chr14(.):105987952-106001539	0.184
NM_144508	chr15(.):40881446-40959881	0.1578
NM_001211	chr15(.):40448209-40518337	0.1546
NM_001004439	chr15(.):68589041-68729492	0.1732
NM_001142443	chr15(.):74917898-74993386	0.2944
NM_006465	chr15(.):74828547-74895472	0.5204
NM_172217	chr15(.):81512639-81610104	0.441
NM_001172128	chr15(.):81484218-81610104	0.3528
NM_007011	chr15(.):89626380-89750591	0.497
NM_015995	chr15(.):31614082-31675102	1.1445
NM_001003942	chr15(.):40375091-40403287	1.5108
NM_033503	chr15(.):40375091-40403639	1.4938
NM_001003940	chr15(.):40375091-40406075	1.3944
NM_001080791	chr15(.):40840297-40862252	1.3583
NM_152260	chr15(.):40856536-40871661	0.5021
NR_002208	chr15(.):40819082-40829749	0.0912
NM_198524	chr15(.):56652643-56743072	0.5624
NM_017882	chr15(.):68494329-68527080	0.7626
NM_015322	chr15(.):68565140-68588640	1.7334
NM_003992	chr15(.):74895712-74927542	0.9875
NM_001130028	chr15(.):74902334-74927542	1.2119
NM_001127190	chr15(.):75069424-75100539	1.3739
NM_000761	chr15(.):75036183-75053941	0.0623
NM_000499	chr15(.):75006882-75022877	0.1161
NM_021819	chr15(.):75100193-75123099	0.0819
NM_001030005	chr15(.):75113950-75129136	0.0866
NM_004513	chr15(.):81584253-81610104	1.33
NM_181900	chr15(.):81600006-81621524	0.6837
NM_022767	chr15(.):89159526-89180512	0.8946
NR_029606	chr15(.):89150055-89160165	0.0517
NM_002201	chr15(.):89177038-89203879	0.8794
NR_031590	chr15(.):89146337-89156428	0.0565
NM_002168	chr15(.):90622211-90650708	1.3318
NR_033769	chr15(.):93333713-93345338	0.0853
NM_015914	chr16(.):11767942-11841648	2.3859
NM_013302	chr16(.):22212591-22305066	0.1695
NM_000078	chr16(.):56990834-57022756	0.0962
NM_012320	chr16(.):68274246-68299961	1.4316
NM_002661	chr16(.):81807929-81996899	0.1967
NM_175931	chr16(.):88936262-89012608	0.0398
NM_005187	chr16(.):88936262-89048504	0.3134
NM_003498	chr16(.):11757288-11778015	1.9144
NM_014153	chr16(.):11839441-11896114	0.3221
NM_001130007	chr16(.):11956984-12015519	0.2253
NM_001130006	chr16(.):11956984-12014825	0.2275
NM_001192	chr16(.):12053963-12066925	6.1335
NM_032167	chr16(.):12065601-12152141	0.2301
NM_001039182	chr16(.):29459913-29471285	0.8908
NM_001017389	chr16(.):29462126-29481280	0.7498
NM_003166	chr16(.):29462126-29481301	0.7572
NM_178044	chr16(.):29460821-29474545	0.849
NR_002454	chr16(.):29455665-29466236	0.7329
NR_037608	chr16(.):29461411-29481301	0.7394
NM_001017390	chr16(.):29466206-29481301	0.4837
NR_024370	chr16(.):29870003-29884374	1.1313
NM_002383	chr16(.):29812854-29827504	1.5361
NR_015396	chr16(.):29870154-29884374	1.1433
NM_145239	chr16(.):29818408-29832202	1.4843
NM_007317	chr16(.):29797057-29821706	0.9271
NM_006319	chr16(.):29864677-29879578	1.1057
NM_024516	chr16(.):29822527-29838816	1.1209
NM_152338	chr16(.):29784560-29796840	0.0679
NM_005115	chr16(.):29826714-29864360	0.4802
NM_001039182	chr16(.):30199255-30210627	0.9599
NM_178044	chr16(.):30200163-30213887	0.8919
NM_003166	chr16(.):30201468-30220650	0.7681
NM_001017389	chr16(.):30201468-30220620	0.761
NM_001193333	chr16(.):30189730-30205396	1.3494
NR_002454	chr16(.):30195004-30205575	2.0144
NR_037608	chr16(.):30200753-30220650	0.7479
NR_002555	chr16(.):30229349-30261932	0.1467
NM_001017390	chr16(.):30205548-30220650	0.4719
NM_138447	chr16(.):30609699-30626682	0.4627
NM_024031	chr16(.):30657240-30672734	1.7799
NM_001105079	chr16(.):30670777-30687131	0.3833
NR_002966	chr16(.):30716857-30726986	0.0955
NM_006662	chr16(.):30705461-30756450	0.4183
NM_001126108	chr16(.):56894118-56954762	1.1589
NM_001010989	chr16(.):56960747-56982793	2.93
NM_032206	chr16(.):57018409-57122436	0.1068
NM_001172643	chr16(.):66536905-66589194	1.45
NM_001172644	chr16(.):66536905-66589315	1.4474
NM_052999	chr16(.):66595349-66618038	0.0956
NM_181641	chr16(.):66581471-66604971	0.6091
NM_181271	chr16(.):66595293-66618038	0.0959
NM_001040138	chr16(.):66581465-66605154	0.6046
NM_024939	chr16(.):68257449-68275136	0.2983
NM_001184824	chr16(.):68339876-68396169	0.2585
NM_003983	chr16(.):68293422-68340722	0.672
NM_032178	chr16(.):68329517-68349868	0.408
NM_021962	chr17(.):901758-1088131	0.2967
NM_001159746	chr17(.):901758-1095616	0.2885
NM_003342	chr17(.):4167511-4274969	0.1494
NM_020889	chr17(.):27234161-27283508	0.4966
NM_020761	chr17(.):78513624-78945173	0.2164
NM_001092	chr17(.):901758-1017324	0.3797
NM_005022	chr17(.):4843946-4856825	2.766
NM_153357	chr17(.):6939948-6952242	0.1622
NM_015670	chr17(.):7460318-7480287	0.93
NM_020877	chr17(.):7618038-7742058	0.0964
NM_018182	chr17(.):27077995-27174841	0.1554
NM_183232	chr17(.):37916198-38025441	0.7126
NM_017763	chr17(.):56426037-56499931	0.1567
NM_001433	chr17(.):62115389-62212502	0.9465
NR_036488	chr17(.):70394462-70593943	0.2477
NM_004252	chr17(.):72739762-72770499	1.0118
NM_001081461	chr17(.):74703913-74727881	0.8005
NM_001163075	chr17(.):76137433-76167364	1.3303
NM_017456	chr17(.):76665129-76783376	0.7383
NM_024648	chr17(.):80342085-80381513	0.3506
NM_020310	chr17(.):2282353-2309258	1.1931
NR_028335	chr17(.):2305274-2323730	0.1519
NM_000080	chr17(.):4796063-4811369	0.088
NM_001145536	chr17(.):4797947-4811227	0.0809
NM_001165417	chr17(.):4835425-4848462	1.0818
NM_000173	chr17(.):4830591-4843325	0.3239
NM_015528	chr17(.):4838629-4853517	2.5985
NM_006612	chr17(.):4896242-4936694	0.1946
NM_015099	chr17(.):4866286-4895960	0.5153
NM_001171168	chr17(.):4866286-4895665	0.52
NM_053013	chr17(.):4849383-4865426	1.8733
NM_001167985	chr17(.):4886424-4905905	0.4584
NM_004890	chr17(.):4857520-4876132	0.5792
NM_001004333	chr17(.):6910797-6922851	3.8205
NM_001142799	chr17(.):6913072-6925839	3.7064
NM_201566	chr17(.):6934393-6948440	0.4361
NR_029712	chr17(.):6915933-6926020	3.0426
NM_181844	chr17(.):6921368-6937961	0.1836
NM_000697	chr17(.):6894383-6919055	1.7256
NR_030178	chr17(.):6916229-6926341	2.8329
NM_003809	chr17(.):7447374-7466207	0.4898
NM_001198623	chr17(.):7456608-7469925	0.5839
NM_001040059	chr17(.):7477805-7490429	1.1618
NM_001146281	chr17(.):7528452-7541700	0.1859
NM_006942	chr17(.):7486497-7498488	0.824
NR_002918	chr17(.):7473030-7483165	1.3664
NM_133491	chr17(.):7524555-7536194	0.1955
NR_002604	chr17(.):7475128-7485276	1.468
NM_001251	chr17(.):7477804-7490429	1.1618
NM_004860	chr17(.):7489547-7523215	0.207
NR_002912	chr17(.):7476272-7486409	1.1774
NM_001416	chr17(.):7471056-7487324	1.2595
NR_027463	chr17(.):7512381-7541700	0.2624
NR_027462	chr17(.):7526286-7541700	0.1729
NR_024603	chr17(.):7481964-7496527	0.9399
NR_003000	chr17(.):7804440-7814578	0.0526
NM_001005273	chr17(.):7787168-7821075	0.1205
NM_001080424	chr17(.):7738234-7763118	1.0774
NM_144607	chr17(.):7756063-7770600	0.7689
NM_032356	chr17(.):7755002-7766172	0.9992
NM_001005271	chr17(.):7783122-7821075	0.116
NM_203411	chr17(.):7753383-7764417	1.0642
NM_012452	chr17(.):16837397-16880402	1.7977
NR_000010	chr17(.):27044599-27054671	1.6262
NR_000009	chr17(.):27045698-27055772	2.5196
NM_031934	chr17(.):27036298-27049908	0.8437
NM_001142625	chr17(.):27036298-27050286	0.8292
NM_000984	chr17(.):27041999-27056374	2.0885
NM_138463	chr17(.):27046365-27058230	2.5078
NR_000014	chr17(.):27045446-27055509	2.1901
NR_000013	chr17(.):27042567-27052634	1.0904
NM_004295	chr17(.):27066022-27082976	0.4376
NM_152465	chr17(.):27025533-27043872	0.1601
NR_024579	chr17(.):27036298-27050251	0.8303
NM_001160407	chr17(.):27046365-27058949	2.3658
NM_178170	chr17(.):27050831-27074784	1.1038
NR_029970	chr17(.):27183386-27193458	0.0687
NM_005702	chr17(.):27177042-27193072	0.2002
NM_004475	chr17(.):27201356-27229715	0.7702
NM_144683	chr17(.):27219798-27235089	1.5432
NR_029685	chr17(.):27183550-27193636	0.0683
NM_002981	chr17(.):32682398-32695252	0.7165
NM_005408	chr17(.):32678470-32690629	0.1049
NM_005623	chr17(.):32641065-32653421	0.0768
NM_002983	chr17(.):34410602-34422506	3.1758
NM_002988	chr17(.):34386642-34403841	0.0847
NM_002984	chr17(.):34426219-34438014	0.9895
NM_021006	chr17(.):34517267-34529156	4.879
NM_001001418	chr17(.):34576084-34597027	0.2163
NM_001001435	chr17(.):34533467-34545274	1.4013
NM_001001437	chr17(.):34517267-34529147	4.8821
NM_001001417	chr17(.):34488060-34508988	0.1873
NM_021006	chr17(.):34618841-34630730	3.8708
NM_001001437	chr17(.):34618841-34630721	3.8721
NM_001001435	chr17(.):34635033-34646840	1.4841
NM_001001418	chr17(.):34741118-34813091	0.1505
NM_001130677	chr17(.):36822958-36836187	0.2661
NM_005937	chr17(.):36856872-36891056	1.3126
NM_007144	chr17(.):36885149-36909558	0.5086
NM_002795	chr17(.):36904001-36925478	0.5172
NM_001136498	chr17(.):36881509-36896858	0.2257
NM_005310	chr17(.):37889186-37908538	0.1881
NM_001030002	chr17(.):37889589-37908538	0.1917
NM_032339	chr17(.):37880408-37891788	0.4099
NM_018530	chr17(.):38055847-38078793	0.1117
NM_001042471	chr17(.):38055847-38079903	0.1122
NM_198844	chr17(.):38019454-38039149	1.3215
NM_001145301	chr17(.):38469472-38518895	1.0906
NM_152219	chr17(.):38511904-38525945	0.1028
NM_000964	chr17(.):38460422-38518895	1.0224
NM_001024809	chr17(.):38493270-38518895	0.1438
NM_001254	chr17(.):38439145-38464413	0.3604
NM_152343	chr17(.):43326759-43344479	0.0855
NM_005892	chr17(.):43294291-43329683	2.8865
NR_024434	chr17(.):43320302-43350997	0.284
NR_024435	chr17(.):43334557-43350997	0.0884
