GENE_ID	locusLine	bin_1_43_0EXV_0229Kronos_MM1S-KB-24hr-1_Input_hs_i87.bam
NM_001080478	chr5(.):186625-200468	0.1327
NM_004168	chr5(.):213355-261814	0.1241
NM_001193376	chr5(.):1248286-1300162	0.0756
NM_030782	chr5(.):1312999-1350002	0.1779
NM_001145161	chr5(.):6443735-6501834	0.1387
NM_006713	chr5(.):32580604-32609185	0.1776
NR_034127	chr5(.):43060288-43072073	0.1596
NM_001014279	chr5(.):43034181-43045447	0.2432
NR_034085	chr5(.):43011149-43023913	0.1654
NR_015447	chr5(.):43037235-43050370	0.226
NR_034086	chr5(.):43009830-43023913	0.1754
NM_020726	chr5(.):65013022-65130111	0.1238
NR_036243	chr5(.):86405695-86415771	0.1784
NR_024384	chr5(.):87955262-87974146	0.1812
NR_024383	chr5(.):87955262-87979262	0.1751
NR_030741	chr5(.):87957670-87967757	0.1589
NM_020801	chr5(.):90659540-90684149	0.1629
NM_005668	chr5(.):100137638-100243987	0.1368
NM_175052	chr5(.):100216014-100243970	0.164
NR_033175	chr5(.):109213882-109226200	0.0872
NM_005669	chr5(.):112207080-112263031	0.1415
NM_014350	chr5(.):118686595-118735294	0.1288
NM_000588	chr5(.):131391346-131403896	0.1275
NM_000758	chr5(.):131404484-131416859	0.1069
NR_037500	chr5(.):131696181-131706291	0.1252
NM_002198	chr5(.):131812300-131831465	0.1823
NM_001013717	chr5(.):131741672-131803059	0.2002
NM_005732	chr5(.):131887615-131985313	0.1102
NM_000879	chr5(.):131872135-131884214	0.0997
NM_016480	chr5(.):138672518-138710409	0.1134
NM_194296	chr5(.):138727455-138744776	0.1468
NM_152686	chr5(.):138740891-138780214	0.1294
NM_152685	chr5(.):138697884-138724039	0.1276
NM_001033112	chr5(.):138673133-138710409	0.1141
NM_001161546	chr5(.):138722634-138735885	0.1852
NM_016459	chr5(.):138718256-138730605	0.2408
NM_016463	chr5(.):139023300-139067680	0.1298
NM_000024	chr5(.):148201155-148213197	0.2544
NM_001155	chr5(.):150475266-150542443	0.1461
NM_001193544	chr5(.):150475266-150526216	0.1376
NR_002168	chr5(.):156272548-156284539	0.0918
NR_028472	chr5(.):156346099-156357013	0.1481
NM_004219	chr5(.):159843864-159860746	0.1541
NM_006425	chr5(.):159823647-159851168	0.131
NR_036095	chr5(.):159896408-159906490	0.1739
NR_029701	chr5(.):159907358-159917457	0.1467
NM_001171183	chr5(.):171616175-171635458	0.0908
NM_004417	chr5(.):172190092-172203203	0.1769
NM_030627	chr5(.):173310330-173392313	0.1453
NM_022304	chr5(.):175103463-175116558	0.098
NR_027183	chr5(.):180251958-180267726	0.1323
NM_152283	chr5(.):180269610-180293286	0.1054
NM_181356	chr6(.):44791469-45350670	0.0976
NM_003599	chr6(.):44792449-45350575	0.0976
NM_012288	chr6(.):52357199-52446862	0.1728
NM_033515	chr6(.):129893239-130036370	0.1289
NM_000904	chr6(.):2995066-3024994	0.1212
NM_001168344	chr6(.):7102829-7257213	0.1232
NM_001003699	chr6(.):7103085-7257213	0.1232
NR_037616	chr6(.):7876482-8069647	0.1435
NM_002114	chr6(.):12007723-12170232	0.1197
NM_001080480	chr6(.):20095934-20217670	0.114
NM_001173977	chr6(.):25274655-25625758	0.1291
NM_014641	chr6(.):30662583-30690458	0.1357
NM_001090	chr6(.):30534169-30564309	0.1239
NM_172166	chr6(.):31702724-31735455	0.1303
NM_004348	chr6(.):45384913-45523819	0.1272
NM_001024630	chr6(.):45291053-45523819	0.1173
NM_001172420	chr6(.):52280804-52365583	0.116
NM_018100	chr6(.):52279993-52365583	0.117
NM_016021	chr6(.):90031343-90067619	0.1565
NM_003800	chr6(.):89314988-89678348	0.1079
NM_001170794	chr6(.):90631246-91011627	0.1095
NM_021813	chr6(.):90631246-91011562	0.1095
NM_001455	chr6(.):108877068-109010971	0.1542
NM_201559	chr6(.):108876025-109010971	0.1539
NM_032131	chr6(.):109164618-109300352	0.1309
NM_173674	chr6(.):117798819-117896020	0.1353
NM_001143676	chr6(.):134485383-134644196	0.1133
NM_153235	chr6(.):139556198-139618208	0.1245
NM_006734	chr6(.):143067603-143271338	0.0634
NM_024630	chr6(.):157797556-158099977	0.058
NM_020185	chr6(.):287100-356355	0.2871
NM_001195291	chr6(.):2943392-2977399	0.1219
NR_026855	chr6(.):2983200-2996405	0.1643
NM_003804	chr6(.):3072057-3120421	0.1102
NR_033884	chr6(.):3015389-3030005	0.1351
NM_001012983	chr6(.):3040617-3051034	0.0889
NR_027712	chr6(.):7981334-7995577	0.1166
NM_001145549	chr6(.):7876482-7915310	0.2311
NM_030810	chr6(.):7876482-7916047	0.23
NM_032744	chr6(.):11708887-11784280	0.125
NM_001143964	chr6(.):13300183-13333787	0.1307
NR_002174	chr6(.):25076294-25143051	0.1228
NR_027626	chr6(.):25103200-25143620	0.1336
NM_005319	chr6(.):26050967-26061699	0.1946
NM_003537	chr6(.):26026816-26037288	0.1914
NM_003544	chr6(.):26022123-26032480	0.1685
NM_021062	chr6(.):26038454-26048885	0.1703
NM_003531	chr6(.):26040638-26051097	0.1789
NM_005325	chr6(.):26012259-26023040	0.1306
NM_003538	chr6(.):26016906-26027278	0.1529
NM_003513	chr6(.):26028319-26038796	0.1601
NM_003529	chr6(.):26015717-26026186	0.1263
NM_021065	chr6(.):26194011-26204471	0.2196
NM_003530	chr6(.):26192011-26204464	0.1979
NM_138720	chr6(.):26153348-26176576	0.1855
NM_003523	chr6(.):26179023-26189458	0.1428
NM_003539	chr6(.):26183937-26194304	0.1424
NM_003545	chr6(.):26199872-26210249	0.1744
NM_005321	chr6(.):26151558-26162343	0.2167
NM_003522	chr6(.):26194786-26205216	0.2329
NM_003518	chr6(.):26211427-26221872	0.1616
NM_021052	chr6(.):26212147-26222711	0.1648
NM_003543	chr6(.):26280353-26290727	0.1603
NM_003532	chr6(.):26220382-26230844	0.1429
NM_003524	chr6(.):26246878-26257303	0.1925
NM_003534	chr6(.):26266145-26276612	0.2032
NM_003547	chr6(.):26241838-26252205	0.1744
NM_003540	chr6(.):26235653-26246021	0.1168
NM_021018	chr6(.):26245369-26255835	0.1912
NM_005320	chr6(.):26229439-26240216	0.1352
NM_003525	chr6(.):26268203-26278640	0.2002
NM_001145008	chr6(.):26397464-26420444	0.1267
NM_001197240	chr6(.):26378328-26400100	0.1302
NM_001197247	chr6(.):26360397-26383540	0.1425
NM_001197238	chr6(.):26378323-26400100	0.1302
NM_007047	chr6(.):26360397-26383548	0.1425
NM_001197237	chr6(.):26378438-26400100	0.1297
NM_001197248	chr6(.):26360469-26383540	0.1419
NM_001197246	chr6(.):26363405-26383540	0.1242
NM_021064	chr6(.):27095816-27106314	0.1649
NM_080593	chr6(.):27101071-27119637	0.171
NM_080596	chr6(.):27109907-27120346	0.1708
NR_036096	chr6(.):27110404-27120467	0.171
NM_021058	chr6(.):27095094-27105575	0.1698
NM_003495	chr6(.):27102087-27112457	0.1403
NM_021066	chr6(.):27777079-27787518	0.2058
NM_003536	chr6(.):27772841-27783314	0.2326
NM_003509	chr6(.):27770976-27781445	0.1966
NM_003519	chr6(.):27770256-27780709	0.1816
NM_003521	chr6(.):27777821-27788267	0.2005
NM_003520	chr6(.):27801439-27811888	0.1887
NM_003511	chr6(.):27828106-27838576	0.1302
NM_003533	chr6(.):27834622-27845099	0.1119
NM_003510	chr6(.):27800657-27811117	0.1905
NM_003541	chr6(.):27793951-27804305	0.14
NM_005322	chr6(.):27829569-27840359	0.1384
NM_021968	chr6(.):27786902-27797258	0.1298
NM_003546	chr6(.):27835925-27846289	0.1082
NM_003587	chr6(.):30615895-30645830	0.1126
NM_001031722	chr6(.):30589662-30619598	0.1279
NR_033823	chr6(.):30589612-30619598	0.1278
NM_001161376	chr6(.):30609815-30625987	0.1319
NM_002714	chr6(.):30563181-30590020	0.157
NM_014046	chr6(.):30580485-30599174	0.1774
NM_133471	chr6(.):30639165-30660672	0.1789
NM_001134870	chr6(.):30639165-30660093	0.1812
NM_007243	chr6(.):30650825-30663769	0.1685
NR_030615	chr6(.):30547108-30557194	0.1044
NM_178014	chr6(.):30683156-30698195	0.1981
NM_021246	chr6(.):31678132-31690581	0.1015
NM_138275	chr6(.):31686160-31697851	0.1128
NR_033488	chr6(.):31649725-31675850	0.1091
NM_013974	chr6(.):31689816-31703039	0.1542
NM_025262	chr6(.):31639460-31653150	0.1156
NM_001288	chr6(.):31693357-31709341	0.2232
NM_001003693	chr6(.):31669683-31683372	0.1318
NM_021160	chr6(.):31649725-31676137	0.11
NR_024541	chr6(.):31674752-31686842	0.1017
NM_025261	chr6(.):31681424-31694510	0.0895
NM_001039651	chr6(.):31725772-31737624	0.0963
NM_025258	chr6(.):31728370-31750108	0.1303
NR_002742	chr6(.):31799852-31809916	0.1745
NM_000434	chr6(.):31821828-31835709	0.1202
NM_021177	chr6(.):31760173-31779743	0.1339
NR_002745	chr6(.):31798039-31808103	0.1884
NM_001178045	chr6(.):31825969-31850448	0.1093
NM_001040438	chr6(.):31797692-31812541	0.168
NM_005345	chr6(.):31778290-31790719	0.1489
NM_005527	chr6(.):31772395-31787835	0.1251
NM_001178044	chr6(.):31825969-31851823	0.1077
NM_006295	chr6(.):31740296-31768712	0.1509
NM_005346	chr6(.):31790511-31803031	0.1821
NM_022107	chr6(.):32153542-32168300	0.165
NM_138717	chr6(.):32116300-32136452	0.0891
NM_001136	chr6(.):32143745-32157023	0.1489
NM_004557	chr6(.):32157619-32196844	0.1145
NM_032741	chr6(.):32130982-32150888	0.1376
NM_002586	chr6(.):32147509-32162963	0.1262
NM_006913	chr6(.):32141161-32153570	0.1665
NR_003129	chr6(.):32141231-32153567	0.1672
NM_030651	chr6(.):32111139-32124720	0.1026
NM_005155	chr6(.):32116621-32136452	0.0893
NM_006411	chr6(.):32130982-32148916	0.1423
NR_037169	chr6(.):32115578-32127142	0.0949
NM_030652	chr6(.):32127404-32141062	0.077
NM_002800	chr6(.):32816937-32832628	0.1463
NM_000544	chr6(.):32788186-32811547	0.1127
NM_018833	chr6(.):32784609-32811547	0.1147
NM_002120	chr6(.):32775539-32789825	0.1136
NM_000593	chr6(.):32807985-32826748	0.1658
NR_027771	chr6(.):32839254-32852851	0.1067
NM_004159	chr6(.):32803493-32817712	0.15
NM_148919	chr6(.):32803493-32816816	0.1533
NR_037178	chr6(.):32856952-32876535	0.117
NR_037174	chr6(.):32806862-32819277	0.147
NM_006120	chr6(.):32911390-32925899	0.174
NM_002119	chr6(.):32966959-32982389	0.0971
NM_002118	chr6(.):32897405-32913847	0.1451
NM_005104	chr6(.):32931436-32954282	0.1972
NM_001113182	chr6(.):32933664-32954282	0.2048
NM_001199455	chr6(.):32934371-32954282	0.2092
NM_001199456	chr6(.):32935860-32954282	0.2036
NM_001164267	chr6(.):33241879-33262304	0.1278
NM_022551	chr6(.):33234851-33249281	0.133
NM_172209	chr6(.):33262471-33287164	0.1471
NM_004761	chr6(.):33254430-33272176	0.146
NM_172208	chr6(.):33266409-33287164	0.1527
NM_003782	chr6(.):33239916-33251602	0.1208
NR_024517	chr6(.):33281334-33295793	0.1534
NM_014260	chr6(.):33252377-33263711	0.1401
NM_005453	chr6(.):33277181-33290512	0.1628
NM_001145338	chr6(.):33277181-33290719	0.1633
NM_022553	chr6(.):33213048-33244662	0.133
NM_001185181	chr6(.):33252411-33263709	0.1397
NR_001444	chr6(.):33327513-33339139	0.0966
NM_000322	chr6(.):42659332-42695358	0.0973
NM_003192	chr6(.):42707233-42718884	0.1365
NR_037141	chr6(.):42690313-42700932	0.1319
NM_015349	chr6(.):42783793-42841296	0.1045
NM_018426	chr6(.):44090375-44128256	0.1068
NM_007058	chr6(.):44121547-44157139	0.0941
NM_032111	chr6(.):44076372-44100191	0.1524
NM_001078177	chr6(.):44186362-44206888	0.1428
NM_178148	chr6(.):44216837-44230283	0.1819
NM_001078174	chr6(.):44182241-44206888	0.1339
NM_020745	chr6(.):44261462-44286063	0.108
NM_182539	chr6(.):44242896-44270458	0.0914
NM_001137560	chr6(.):44233479-44252182	0.0931
NM_001078175	chr6(.):44186295-44206888	0.1425
NM_004556	chr6(.):44220902-44238525	0.2013
NM_007355	chr6(.):44209848-44226614	0.1819
NM_002388	chr6(.):52123811-52154582	0.1389
NM_052872	chr6(.):52096483-52114298	0.1286
NM_014051	chr6(.):52530883-52556385	0.1505
NR_024403	chr6(.):52524198-52538951	0.2277
NM_001402	chr6(.):74220472-74235755	0.1907
NM_002043	chr6(.):89962238-90029967	0.1199
NM_021244	chr6(.):90069334-90126995	0.1437
NM_182907	chr6(.):106541814-106562811	0.2014
NM_001198	chr6(.):106529194-106562814	0.2139
NM_002356	chr6(.):114173526-114189652	0.1509
NR_027060	chr6(.):114220550-114247806	0.1015
NM_020399	chr6(.):117876432-117928705	0.1378
NM_001017373	chr6(.):130460460-130549099	0.1039
NM_152552	chr6(.):130499132-130541494	0.1084
NM_006290	chr6(.):138183580-138209449	0.1885
NM_006079	chr6(.):139688396-139700785	0.1958
NM_001168389	chr6(.):139688396-139700350	0.2
NM_001168388	chr6(.):139688396-139700499	0.1979
NR_037463	chr6(.):157945163-157955232	0.0521
NM_145695	chr7(.):14210605-14886075	0.0952
NM_004080	chr7(.):14179673-14886075	0.0947
NM_004289	chr7(.):26186846-26231756	0.1514
NR_033664	chr7(.):34381123-34802884	0.0968
NM_001029835	chr7(.):45062232-45121069	0.1207
NM_001167935	chr7(.):45034786-45121069	0.1269
NR_030770	chr7(.):45034344-45121069	0.1271
NM_030796	chr7(.):55533305-55645200	0.1631
NM_012301	chr7(.):77641373-79087890	0.1001
NR_033766	chr7(.):113721364-114338827	0.1523
NM_001145354	chr7(.):130789854-131186398	0.1612
NM_001164458	chr7(.):149939300-150025758	0.1694
NM_001136020	chr7(.):8148403-8306780	0.1171
NM_138426	chr7(.):8003422-8133709	0.1281
NM_022307	chr7(.):8147814-8306682	0.1171
NM_004968	chr7(.):8147814-8307185	0.1171
NM_182762	chr7(.):20169278-20262013	0.1336
NM_002214	chr7(.):20365724-20460382	0.1235
NR_015356	chr7(.):34753473-34878943	0.1086
NM_207173	chr7(.):34692896-34922944	0.101
NM_207172	chr7(.):34692896-34894590	0.1033
NM_015052	chr7(.):43147197-43607938	0.0975
NM_002541	chr7(.):44641120-44753669	0.1262
NM_001003941	chr7(.):44641120-44721195	0.1387
NM_022748	chr7(.):47309751-47584199	0.1193
NM_006060	chr7(.):50339377-50477798	0.0927
NM_020879	chr7(.):76746933-76929521	0.1146
NM_012395	chr7(.):90333711-90844904	0.1225
NM_017984	chr7(.):99993494-100031302	0.127
NM_017621	chr7(.):102091666-102110321	0.1348
NM_182931	chr7(.):104649636-104759532	0.1348
NM_022444	chr7(.):122748587-122845025	0.1527
NM_001098627	chr7(.):128575771-128595088	0.2431
NM_001098630	chr7(.):128572993-128595088	0.2502
NM_032643	chr7(.):128573270-128595088	0.2461
NM_003344	chr7(.):129467994-129597789	0.1752
NR_015431	chr7(.):130623918-130798562	0.1845
NR_024153	chr7(.):130623918-130796789	0.1841
NM_014149	chr7(.):134863589-134901316	0.1446
NM_178563	chr7(.):134666258-134825530	0.1524
NM_194071	chr7(.):137554724-137691846	0.1828
NM_173680	chr7(.):150071405-150100719	0.2068
NR_029597	chr7(.):25984538-25994606	0.2165
NM_031243	chr7(.):26224555-26245413	0.1744
NM_016587	chr7(.):26236323-26257976	0.1501
NM_007276	chr7(.):26236098-26257976	0.15
NM_022373	chr7(.):35667269-35739772	0.1112
NR_037508	chr7(.):43185493-43195593	0.0992
NM_018224	chr7(.):43673858-43774083	0.1223
NM_019082	chr7(.):44600402-44619137	0.1359
NM_182547	chr7(.):44613761-44626827	0.1558
NR_003697	chr7(.):45017626-45031259	0.1259
NR_002952	chr7(.):45019976-45030109	0.1405
NM_033054	chr7(.):44997259-45023704	0.1027
NM_001123065	chr7(.):47689841-47706246	0.1064
NM_017439	chr7(.):76935067-77050717	0.1158
NM_173564	chr7(.):100076549-100097422	0.1059
NM_030935	chr7(.):100059141-100081902	0.083
NM_145030	chr7(.):100027911-100039094	0.1336
NM_019606	chr7(.):100022253-100036749	0.1501
NM_001194992	chr7(.):100021412-100036749	0.1473
NM_001004323	chr7(.):100049237-100066894	0.0731
NM_020979	chr7(.):101923404-101967178	0.1233
NR_036245	chr7(.):101931368-101941453	0.1522
NM_032831	chr7(.):102068995-102102268	0.16
NM_024653	chr7(.):102031803-102072129	0.1435
NM_001146210	chr7(.):101981191-102001889	0.1499
NM_006234	chr7(.):102108547-102124381	0.1619
NM_152892	chr7(.):102100389-102118612	0.1393
NR_027374	chr7(.):104530074-104572092	0.1147
NR_024586	chr7(.):104645988-104659588	0.2197
NM_002649	chr7(.):106500923-106552592	0.1982
NM_001166346	chr7(.):114557208-114568720	0.2358
NM_199072	chr7(.):114557208-114664970	0.1992
NM_199349	chr7(.):128525000-128555773	0.1372
NM_018295	chr7(.):134827765-134855967	0.2246
NR_024185	chr7(.):134845531-134860532	0.2136
NM_005989	chr7(.):137756177-137808050	0.1437
NM_013400	chr7(.):150060878-150076133	0.2938
NM_014374	chr7(.):150063257-150076133	0.2997
NM_001142928	chr7(.):150015295-150040245	0.1701
NM_002889	chr7(.):150030406-150043763	0.1309
NM_138434	chr7(.):150021937-150034811	0.1154
NR_027237	chr7(.):150097839-150114558	0.2261
NM_175571	chr7(.):150142961-150181483	0.1545
NR_034033	chr7(.):150125741-150150228	0.2247
NM_080838	chr8(.):134198311-134245053	0.1187
NM_003882	chr8(.):134198311-134246571	0.1214
NM_004103	chr8(.):27163998-27321903	0.1524
NM_173176	chr8(.):27178053-27321903	0.152
NM_173175	chr8(.):27178080-27321903	0.1521
NM_021623	chr8(.):38753752-38836430	0.1415
NM_018371	chr8(.):19256671-19545094	0.1155
NR_024040	chr8(.):19256671-19545261	0.1155
NM_006228	chr8(.):28169648-28205868	0.1338
NM_001010906	chr8(.):27874480-27946388	0.1371
NM_024787	chr8(.):33400272-33429643	0.1425
NR_027638	chr8(.):38849504-38967779	0.1049
NM_005079	chr8(.):80942104-81088836	0.1521
NM_024094	chr8(.):120841180-120873170	0.1255
NM_022783	chr8(.):120880899-121068157	0.1401
NM_173685	chr8(.):126099082-126384367	0.1263
NM_003033	chr8(.):134462090-134589183	0.1333
NM_003970	chr8(.):1988157-2098380	0.1344
NM_022071	chr8(.):19166080-19258729	0.1241
NM_001174159	chr8(.):19166486-19258729	0.124
NM_171982	chr8(.):27137403-27173834	0.129
NM_018091	chr8(.):27945583-28053669	0.1065
NM_018660	chr8(.):28198101-28248977	0.129
NM_057158	chr8(.):29188616-29211322	0.1462
NM_001394	chr8(.):29188619-29213185	0.1414
NR_026765	chr8(.):29573775-29610625	0.1354
NM_025115	chr8(.):33351235-33375656	0.1288
NM_001102401	chr8(.):33351235-33375703	0.1288
NM_024025	chr8(.):33443853-33462439	0.1012
NR_003129	chr8(.):38452692-38463775	0.0967
NM_001024381	chr8(.):38841326-38859041	0.1257
NM_153692	chr8(.):38826667-38851181	0.102
NR_034003	chr8(.):61873679-61885307	0.0768
NM_001040708	chr8(.):80671244-80685098	0.1298
NM_024410	chr8(.):103558847-103578245	0.0528
NM_148174	chr8(.):103833535-103881397	0.0703
NM_003184	chr8(.):120738013-120850074	0.1056
NM_201378	chr8(.):144984320-145052697	0.1045
NM_032789	chr8(.):145046319-145065635	0.163
NM_000445	chr8(.):144984320-145055913	0.1078
NM_201381	chr8(.):144984320-145023905	0.1003
NM_201382	chr8(.):144984320-145023110	0.0997
NM_201383	chr8(.):144984320-145021692	0.0977
NM_201379	chr8(.):144984320-145033088	0.0991
NM_001009184	chr8(.):145059225-145072583	0.1267
NM_201384	chr8(.):144984320-145018758	0.098
NR_030383	chr8(.):145014358-145024447	0.1299
NM_201380	chr8(.):144984320-145030044	0.1003
NM_002839	chr9(.):8309245-10617723	0.0924
NM_006648	chr9(.):95942211-96087854	0.0968
NM_053016	chr9(.):112537576-112718756	0.115
NM_001037293	chr9(.):112398067-112718756	0.1076
NM_007203	chr9(.):112537576-112939791	0.1262
NM_001004065	chr9(.):112805877-112939791	0.15
NM_005047	chr9(.):123573331-123610206	0.1247
NM_015033	chr9(.):132644465-132810473	0.1171
NM_198679	chr9(.):134447156-134590229	0.1151
NM_005312	chr9(.):134447156-134617925	0.1202
NR_033912	chr9(.):93820575-93842414	0.0839
NM_005384	chr9(.):94166326-94191144	0.1791
NM_001083603	chr9(.):98200263-98284247	0.1163
NM_001083606	chr9(.):98200263-98274699	0.1168
NM_001083607	chr9(.):98200263-98274481	0.1167
NM_001083605	chr9(.):98200263-98275322	0.1168
NM_000264	chr9(.):98200263-98275831	0.1163
NM_001701	chr9(.):104117698-104152287	0.0997
NM_001127610	chr9(.):104117698-104150801	0.1
NM_197977	chr9(.):104156162-104177942	0.1445
NM_000035	chr9(.):104177841-104203062	0.1578
NM_019051	chr9(.):104147248-104165919	0.148
NM_001012993	chr9(.):112956845-112975413	0.0929
NM_001136562	chr9(.):112882780-112939791	0.1606
NM_000608	chr9(.):117087068-117100536	0.0985
NM_030767	chr9(.):117091432-117161685	0.1385
NM_000607	chr9(.):117080302-117093759	0.089
NM_001244	chr9(.):117660123-117697770	0.1433
NM_005658	chr9(.):123659670-123694173	0.1374
NM_015651	chr9(.):123612930-123644606	0.1444
NM_001190945	chr9(.):123659670-123696451	0.1398
NM_001190947	chr9(.):123659670-123681850	0.134
NM_001009936	chr9(.):123626852-123644606	0.1692
NR_024408	chr9(.):123600319-123621651	0.1301
NM_173689	chr9(.):126113447-126146032	0.095
NM_001145001	chr9(.):127015195-127119719	0.1076
NM_001166168	chr9(.):127015529-127119719	0.1076
NM_001166167	chr9(.):127014884-127119719	0.1075
NM_005489	chr9(.):130495595-130538621	0.1229
NM_001142532	chr9(.):130495595-130529697	0.1122
NM_001142533	chr9(.):130495595-130522583	0.1159
NM_001142531	chr9(.):130495595-130529719	0.1121
NM_001142534	chr9(.):130495595-130522561	0.1159
NM_170600	chr9(.):130495595-130546048	0.1293
NM_001085347	chr9(.):130488802-130502604	0.1516
NM_001018078	chr9(.):130560507-130581556	0.1076
NM_001261	chr9(.):130543304-130558052	0.1155
NM_004957	chr9(.):130560153-130581556	0.1087
NR_036055	chr9(.):130543196-130553286	0.1318
NM_001035254	chr9(.):130697860-130747812	0.1313
NM_003863	chr9(.):130692373-130705763	0.1434
NM_203305	chr9(.):130697860-130717993	0.1225
NM_001135219	chr9(.):130678807-130698076	0.1532
NM_173492	chr9(.):130678807-130694770	0.1659
NR_024425	chr9(.):130885807-130897913	0.172
NR_027812	chr9(.):130877971-130895712	0.156
NM_001006641	chr9(.):130825478-130876524	0.1391
NM_197956	chr9(.):130818511-130834599	0.1489
NM_001006643	chr9(.):130855835-130876524	0.0992
NM_001006642	chr9(.):130849127-130876524	0.1021
NM_052901	chr9(.):130855816-130876524	0.0994
NM_025072	chr9(.):130877971-130895474	0.1541
NR_033374	chr9(.):130868449-130886013	0.125
NM_016520	chr9(.):132584563-132602572	0.1324
NM_006676	chr9(.):132592695-132649107	0.1079
NM_001008563	chr9(.):132592756-132649107	0.1079
NM_032728	chr9(.):134160080-134189649	0.0948
NM_033387	chr9(.):134128464-134156906	0.1692
NM_178536	chr9(.):139841767-139854949	0.0978
NM_153200	chr9(.):139752232-139765738	0.0875
NM_000606	chr9(.):139834697-139846426	0.1158
NM_021138	chr9(.):139775964-139826067	0.1224
NM_018998	chr9(.):139829886-139844173	0.0983
NM_206920	chr9(.):139741818-139760251	0.0955
NM_014172	chr9(.):139738255-139750490	0.0969
NM_015691	chrX(.):9978794-10117518	0.0654
NM_001001671	chrX(.):19373175-19538379	0.0467
NM_001123384	chrX(.):39905498-40041582	0.0615
NM_144495	chrX(.):48750194-48765420	0.0709
NM_001167990	chrX(.):48750212-48765420	0.071
NM_001032384	chrX(.):48750538-48765420	0.0711
NM_001167992	chrX(.):48750774-48765420	0.0716
NM_001104544	chrX(.):119387504-119450391	0.0771
NM_005334	chrX(.):153208007-153241819	0.0827
NM_001830	chrX(.):10119984-10210699	0.0493
NM_138636	chrX(.):12919738-12946288	0.0463
NM_016562	chrX(.):12880201-12913480	0.0891
NR_030727	chrX(.):12915935-12966419	0.0563
NM_025159	chrX(.):30571940-30601033	0.0844
NM_000397	chrX(.):37634269-37677714	0.0888
NM_006520	chrX(.):37693088-37711889	0.0587
NM_017745	chrX(.):39905498-39961719	0.0653
NM_001167947	chrX(.):48745729-48760426	0.0759
NM_001042498	chrX(.):48755888-48774235	0.0815
NM_001136158	chrX(.):48774302-48819893	0.0938
NM_001136159	chrX(.):48774302-48820648	0.0935
NM_006875	chrX(.):48765458-48781413	0.1222
NM_004979	chrX(.):48813638-48833251	0.0692
NM_005660	chrX(.):48755458-48773917	0.0799
NM_001032289	chrX(.):48755889-48773933	0.0804
NM_014499	chrX(.):78195828-78222438	0.0824
NR_036258	chrX(.):78151690-78161746	0.0546
NM_006777	chrX(.):119379606-119397251	0.0752
NM_001184742	chrX(.):119379609-119397251	0.0752
NM_003399	chrX(.):128867945-128908525	0.0639
NM_018990	chrX(.):128908891-128934176	0.0851
NM_006359	chrX(.):135062585-135134428	0.061
NM_001177651	chrX(.):135062582-135134428	0.061
NM_000054	chrX(.):153165528-153177620	0.0501
NM_000425	chrX(.):153121970-153146399	0.0404
NM_003491	chrX(.):153190376-153205468	0.0788
NM_001666	chrX(.):153167829-153196714	0.0606
NM_002910	chrX(.):153195721-153215232	0.0684
NR_027419	chrX(.):153162984-153177620	0.0486
NM_001025243	chrX(.):153270956-153290342	0.0748
NM_003492	chrX(.):153232990-153253646	0.0961
NR_031757	chrX(.):153280370-153290440	0.0636
NR_036175	chrX(.):153241548-153251627	0.0817
NR_036174	chrX(.):153241547-153251628	0.0817
NM_015892	chr10(.):125762181-125856930	0.1454
NM_014863	chr10(.):125774168-125856930	0.152
NM_031453	chr10(.):14555558-14821896	0.1165
NM_018363	chr10(.):90028620-90348082	0.1066
NM_001031709	chr10(.):90038858-90348082	0.1045
NM_001083591	chr10(.):11201992-11383672	0.1708
NM_001025077	chr10(.):11042258-11383672	0.1439
NM_006561	chr10(.):11054892-11383672	0.1459
NM_024948	chr10(.):15815174-15907519	0.1307
NM_001002265	chr10(.):45947816-46095354	0.1138
NR_033842	chr10(.):45301471-45460137	0.1057
NM_032023	chr10(.):45450218-45495172	0.1498
NM_000698	chr10(.):45864628-45946563	0.1339
NM_001002266	chr10(.):45947816-46035819	0.1178
NM_032199	chr10(.):63656012-63861707	0.1314
NM_001198798	chr10(.):73851273-73980751	0.1121
NM_001198799	chr10(.):73851273-73981183	0.1119
NM_020338	chr10(.):80823791-81081285	0.1081
NM_145868	chr10(.):81909879-81970328	0.1402
NM_001134363	chr10(.):112399154-112604227	0.1107
NM_007373	chr10(.):112674300-112778425	0.1198
NR_027653	chr10(.):3813187-3832473	0.1569
NM_025209	chr10(.):32552858-32641113	0.1189
NM_001123376	chr10(.):45401763-45435642	0.1042
NM_007021	chr10(.):45466708-45479330	0.1481
NM_001039380	chr10(.):45488145-45501470	0.1528
NM_006963	chr10(.):45491272-45505777	0.1572
NM_018055	chr10(.):72186691-72206465	0.0906
NM_014431	chr10(.):72233563-72333206	0.1351
NM_005041	chr10(.):72352103-72367531	0.0892
NM_173473	chr10(.):73970805-74000618	0.1189
NM_019058	chr10(.):74028676-74040797	0.1137
NM_057157	chr10(.):94828231-94842641	0.1297
NM_183374	chr10(.):94816020-94833454	0.1005
NM_000783	chr10(.):94828646-94842641	0.1309
NM_020992	chr10(.):96992329-97055781	0.1364
NM_001114094	chr10(.):97946454-98036333	0.1235
NM_001017520	chr10(.):98059084-98103321	0.1037
NM_030912	chr10(.):104399251-104423076	0.1554
NR_024552	chr10(.):105201542-105217162	0.1257
