GENE_ID	locusLine	bin_1_U266.jin.bam
NM_006120	chr6(.):32911390-32925899	0.2072
NM_002119	chr6(.):32966959-32982389	0.0661
NM_002118	chr6(.):32897405-32913847	0.1012
NM_005104	chr6(.):32931436-32954282	2.276
NM_001113182	chr6(.):32933664-32954282	2.517
NM_001199455	chr6(.):32934371-32954282	2.6031
NM_001199456	chr6(.):32935860-32954282	2.6811
NR_037152	chr6(.):36639236-36660116	1.071
NM_078467	chr6(.):36639266-36660116	1.0719
NR_037150	chr6(.):36639313-36660116	1.073
NM_000389	chr6(.):36641455-36660116	1.1689
NR_037151	chr6(.):36641486-36660116	1.1701
NR_029713	chr6(.):52004146-52014232	0.086
NR_029903	chr6(.):52008720-52018839	0.1209
NM_002190	chr6(.):52046184-52060436	0.5705
NM_001402	chr6(.):74220472-74235755	2.0111
NM_002043	chr6(.):89962238-90029967	0.3585
NM_182907	chr6(.):106541814-106562811	1.5299
NM_001198	chr6(.):106529194-106562814	1.4078
NM_002356	chr6(.):114173526-114189652	1.2466
NR_027060	chr6(.):114220550-114247806	0.0464
NM_005627	chr6(.):134485383-134501034	1.5637
NM_001143677	chr6(.):134485383-134504010	1.3487
NM_001143678	chr6(.):134485383-134502070	1.4842
NM_006519	chr6(.):159052506-159070804	1.4972
NM_004289	chr7(.):26186846-26231756	0.7749
NM_030796	chr7(.):55533305-55645200	1.7655
NM_001913	chr7(.):101454291-101932250	0.105
NM_181500	chr7(.):101454302-101932250	0.105
NM_005746	chr7(.):105883731-105930638	0.8488
NM_020911	chr7(.):131803090-132266323	0.8094
NM_001105543	chr7(.):132063246-132266323	1.6896
NM_001145354	chr7(.):130789854-131186398	0.2591
NM_138426	chr7(.):8003422-8133709	0.2704
NM_182762	chr7(.):20169278-20262013	0.5943
NM_002214	chr7(.):20365724-20460382	0.7137
NM_145321	chr7(.):24831163-25024760	0.3749
NR_036554	chr7(.):29720687-29787019	0.4046
NM_002047	chr7(.):30629180-30678648	0.916
NR_003502	chr7(.):32762561-32774595	2.0962
NR_036680	chr7(.):32615552-32763780	0.0535
NM_133468	chr7(.):33940111-34199112	0.2271
NM_015283	chr7(.):34963492-35082653	0.375
NM_002541	chr7(.):44641120-44753669	0.6938
NM_001003941	chr7(.):44641120-44721195	0.9457
NM_022748	chr7(.):47309751-47584199	0.4397
NM_004194	chr7(.):87558701-87816428	0.0897
NM_012395	chr7(.):90333711-90844904	0.1788
NM_017621	chr7(.):102091666-102110321	0.2631
NM_182931	chr7(.):104649636-104759532	0.8671
NM_003344	chr7(.):129467994-129597789	0.2712
NR_015431	chr7(.):130623918-130798562	0.5186
NR_024153	chr7(.):130623918-130796789	0.515
NM_181775	chr7(.):132164520-132338447	1.4887
NM_001166254	chr7(.):139473046-139725125	0.2598
NM_030647	chr7(.):139779545-139881741	0.1428
NR_029394	chr7(.):139523951-139725125	0.2224
NM_207342	chr7(.):22454062-22544901	0.8085
NM_001164460	chr7(.):22473037-22544901	0.9667
NM_000600	chr7(.):22761765-22776621	1.2031
NR_029597	chr7(.):25984538-25994606	8.6296
NM_031243	chr7(.):26224555-26245413	2.1103
NM_016587	chr7(.):26236323-26257976	1.8469
NM_007276	chr7(.):26236098-26257976	1.8313
NR_036482	chr7(.):29719769-29732859	1.8744
NR_024278	chr7(.):29680537-29729754	1.1582
NR_027347	chr7(.):29719387-29730437	2.2637
NM_001883	chr7(.):30687862-30727140	0.1277
NR_036501	chr7(.):32792897-32807536	0.3427
NR_030320	chr7(.):32767592-32777689	2.3034
NM_022373	chr7(.):35667269-35739772	0.6662
NM_001123065	chr7(.):47689841-47706246	0.3918
NM_001100159	chr7(.):48070116-48105894	0.0804
NM_181597	chr7(.):48123354-48153330	1.3349
NM_003364	chr7(.):48123745-48153330	1.3499
NM_001163636	chr7(.):74067029-74180022	0.2152
NM_006716	chr7(.):87500543-87543856	0.3029
NM_018843	chr7(.):87458813-87510692	0.2408
NR_003613	chr7(.):99913262-99938930	0.5337
NM_178238	chr7(.):99950625-99970454	1.1174
NR_036569	chr7(.):99928687-99970454	1.004
NM_013439	chr7(.):99966067-100002722	0.274
NM_020979	chr7(.):101923404-101967178	1.1961
NR_036245	chr7(.):101931368-101941453	0.9785
NM_032831	chr7(.):102068995-102102268	0.7006
NM_024653	chr7(.):102031803-102072129	0.7783
NM_001146210	chr7(.):101981191-102001889	0.0801
NM_152892	chr7(.):102100389-102118612	0.2787
NR_027374	chr7(.):104530074-104572092	0.7505
NR_024586	chr7(.):104645988-104659588	6.293
NR_034120	chr7(.):130560750-130603069	1.1866
NR_029517	chr7(.):130557217-130567298	0.1222
NR_029503	chr7(.):130556505-130566569	0.1205
NR_024451	chr7(.):139872060-139884440	0.6455
NM_002769	chr7(.):142452318-142465927	0.0982
NM_004445	chr7(.):142547791-142573847	0.086
NM_002770	chr7(.):142474907-142486378	0.0727
NR_001296	chr7(.):142473756-142487399	0.0832
NM_001002814	chr8(.):37711464-37762015	1.3572
NM_001101676	chr8(.):119196694-119639184	0.2737
NM_207506	chr8(.):119385226-119639184	0.3702
NM_023034	chr8(.):38127560-38244790	0.2737
NM_001135733	chr8(.):95933199-95966615	0.9745
NM_183419	chr8(.):101264287-101327327	0.6709
NM_013437	chr8(.):105496458-105606252	0.3474
NM_001145088	chr8(.):124079919-124169392	0.1793
NM_173685	chr8(.):126099082-126384367	0.7267
NM_003033	chr8(.):134462090-134589183	0.5637
NM_003970	chr8(.):1988157-2098380	0.477
NM_018310	chr8(.):37696397-37712431	0.4374
NM_144652	chr8(.):38239019-38271061	0.8389
NM_017778	chr8(.):38168934-38244790	0.3898
NM_057749	chr8(.):95887452-95912482	0.755
NM_015435	chr8(.):101264287-101320487	0.434
NM_001135699	chr8(.):101925803-101970221	0.5507
NM_001135700	chr8(.):101925803-101968560	0.5707
NM_145690	chr8(.):101925803-101969357	0.561
NM_003406	chr8(.):101925803-101970623	0.5458
NM_001135702	chr8(.):101925803-101967799	0.5778
NM_148174	chr8(.):103833535-103881397	0.4314
NM_024295	chr8(.):124020567-124059648	0.8067
NM_025195	chr8(.):126437562-126455644	1.8636
NM_001199233	chr9(.):117423713-117449369	0.2257
NR_003529	chr9(.):21989789-22126093	0.3812
NM_147133	chr9(.):33285417-33370168	0.5918
NM_002504	chr9(.):33285417-33376155	0.5592
NM_147134	chr9(.):33285417-33353721	0.7206
NM_022490	chr9(.):37480944-37508693	0.5056
NM_001102420	chr9(.):74961340-74985163	0.8739
NM_007005	chr9(.):82181877-82346656	0.1619
NM_004560	chr9(.):94479883-94717444	0.4723
NM_080546	chr9(.):108001928-108158682	0.4137
NM_007203	chr9(.):112537576-112939791	0.2607
NM_001004065	chr9(.):112805877-112939791	0.6057
NR_036085	chr9(.):114753831-115117545	0.2603
NM_015404	chr9(.):117159359-117272736	1.0813
NM_001083885	chr9(.):117159359-117270495	1.0866
NM_020946	chr9(.):126136932-126697417	0.1504
NM_024820	chr9(.):126158869-126697417	0.1522
NM_014636	chr9(.):129672052-129990445	0.2646
NM_001190729	chr9(.):129672052-129984724	0.2614
NM_001190728	chr9(.):129719503-129984724	0.2905
NM_001190730	chr9(.):129672052-129945810	0.2782
NM_175039	chr9(.):130665164-130684305	2.1015
NM_015033	chr9(.):132644465-132810473	0.5017
NM_198679	chr9(.):134447156-134590229	0.4763
NM_005312	chr9(.):134447156-134617925	0.489
NM_004936	chr9(.):21997901-22014312	0.5815
NR_024274	chr9(.):21962137-21972753	0.0339
NM_058197	chr9(.):21962750-21979826	0.0428
NM_000077	chr9(.):21962750-21980132	0.042
NM_058195	chr9(.):21962750-21999490	0.6711
NM_001172415	chr9(.):33247469-33269759	0.4834
NM_001195536	chr9(.):33259876-33287067	0.3508
NM_014471	chr9(.):33235195-33253565	0.1819
NM_012166	chr9(.):37505888-37581250	0.4875
NM_053067	chr9(.):86269877-86328168	0.5409
NM_173200	chr9(.):102584008-102634173	0.2941
NM_006981	chr9(.):102579136-102634173	0.6552
NM_173199	chr9(.):102579136-102601341	1.404
NM_001136562	chr9(.):112882780-112939791	0.9466
NM_030767	chr9(.):117091432-117161685	0.5756
NM_004888	chr9(.):117344993-117366152	0.9705
NM_153045	chr9(.):117368705-117413703	0.4745
NM_173689	chr9(.):126113447-126146032	0.1214
NM_001045476	chr9(.):127610754-127625160	1.039
NM_030978	chr9(.):127626483-127644696	1.9719
NM_007209	chr9(.):127615157-127629240	1.1147
NM_013443	chr9(.):130642600-130666871	0.1794
NM_000476	chr9(.):130623758-130645022	0.0988
NM_001035254	chr9(.):130697860-130747812	1.0494
NM_003863	chr9(.):130692373-130705763	1.0792
NM_203305	chr9(.):130697860-130717993	0.6277
NM_001135219	chr9(.):130678807-130698076	0.7974
NM_173492	chr9(.):130678807-130694770	0.9262
NM_001006641	chr9(.):130825478-130876524	0.9309
NM_197956	chr9(.):130818511-130834599	1.8009
NM_001006643	chr9(.):130855835-130876524	0.1563
NM_001006642	chr9(.):130849127-130876524	0.1415
NM_052901	chr9(.):130855816-130876524	0.1564
NR_033374	chr9(.):130868449-130886013	0.1241
NM_016520	chr9(.):132584563-132602572	0.5494
NM_006676	chr9(.):132592695-132649107	0.3951
NM_001008563	chr9(.):132592756-132649107	0.3955
NM_178138	chr9(.):139083095-139101955	1.1803
NM_181701	chr9(.):139093181-139142687	0.9964
NM_014564	chr9(.):139083095-139100004	1.1541
NM_178536	chr9(.):139841767-139854949	0.1441
NM_153200	chr9(.):139752232-139765738	0.2626
NM_000606	chr9(.):139834697-139846426	0.3469
NM_021138	chr9(.):139775964-139826067	0.9177
NM_018998	chr9(.):139829886-139844173	0.213
NM_206920	chr9(.):139741818-139760251	0.4799
NM_014172	chr9(.):139738255-139750490	0.6695
NM_001080482	chr9(.):139733866-139746797	0.6875
NM_031892	chrX(.):19547082-19910744	0.3103
NM_001024666	chrX(.):19547082-19822917	0.2567
NM_001123384	chrX(.):39905498-40041582	0.3733
NM_144495	chrX(.):48750194-48765420	0.5712
NM_001167990	chrX(.):48750212-48765420	0.5718
NM_001032384	chrX(.):48750538-48765420	0.5829
NM_001167992	chrX(.):48750774-48765420	0.5923
NM_001042750	chrX(.):123090555-123241505	0.175
NM_001042749	chrX(.):123089474-123241505	0.1742
NM_005334	chrX(.):153208007-153241819	1.0375
NM_001193416	chrX(.):41187650-41214524	0.8691
NM_001167947	chrX(.):48745729-48760426	0.6011
NM_001042498	chrX(.):48755888-48774235	0.68
NM_001136158	chrX(.):48774302-48819893	1.6643
NM_001136159	chrX(.):48774302-48820648	1.6387
NM_006875	chrX(.):48765458-48781413	2.2143
NM_004979	chrX(.):48813638-48833251	0.3861
NM_005660	chrX(.):48755458-48773917	0.6877
NM_001032289	chrX(.):48755889-48773933	0.6599
NM_001130846	chrX(.):129258337-129277015	0.0416
NM_004208	chrX(.):129258337-129304861	0.1396
NM_004794	chrX(.):129300772-129323844	0.9045
NM_145813	chrX(.):129258337-129304808	0.1366
NM_002362	chrX(.):151079708-151098642	1.3027
NM_001011548	chrX(.):151076360-151098642	1.1107
NM_001011549	chrX(.):151080396-151098642	1.3365
NM_001011550	chrX(.):151081759-151098642	1.0692
NR_029973	chrX(.):151123099-151133184	0.0284
NM_000054	chrX(.):153165528-153177620	0.1953
NM_000425	chrX(.):153121970-153146399	0.042
NM_003491	chrX(.):153190376-153205468	1.3878
NM_001666	chrX(.):153167829-153196714	0.7481
NM_002910	chrX(.):153195721-153215232	0.3008
NR_027419	chrX(.):153162984-153177620	0.1717
NM_001025243	chrX(.):153270956-153290342	0.765
NM_003492	chrX(.):153232990-153253646	2.107
NR_031757	chrX(.):153280370-153290440	1.2775
NR_036175	chrX(.):153241548-153251627	1.1423
NR_036174	chrX(.):153241547-153251628	1.1424
NM_015892	chr10(.):125762181-125856930	0.4762
NM_020397	chr10(.):12386582-12873137	0.2836
NM_153498	chr10(.):12386582-12876733	0.2817
NM_021641	chr10(.):127724912-128082127	0.0912
NM_014974	chr10(.):315129-740608	0.3108
NM_001083591	chr10(.):11201992-11383672	0.4689
NM_001025077	chr10(.):11042258-11383672	0.2864
NM_006561	chr10(.):11054892-11383672	0.2962
NM_024948	chr10(.):15815174-15907519	0.9642
NM_005028	chr10(.):22818765-23008503	0.3789
NM_000698	chr10(.):45864628-45946563	0.5441
NM_147156	chr10(.):52060344-52388737	0.1165
NM_018464	chr10(.):60023894-60054019	0.8058
NM_001035260	chr10(.):70878907-70937616	0.1478
NM_001198798	chr10(.):73851273-73980751	0.1403
NM_001198799	chr10(.):73851273-73981183	0.14
NM_004747	chr10(.):79545548-79691348	0.3486
NM_020338	chr10(.):80823791-81081285	0.3699
NM_000314	chr10(.):89618194-89733532	0.2335
NM_032810	chr10(.):89507874-89582917	0.1753
NM_001134363	chr10(.):112399154-112604227	0.3821
NM_007373	chr10(.):112674300-112778425	0.1653
NM_001004298	chr10(.):128108573-128215010	1.0299
NR_027653	chr10(.):3813187-3832473	1.8243
NM_001145373	chr10(.):23723197-23736310	1.597
NM_001098207	chr10(.):43876064-43897794	0.8677
NM_004966	chr10(.):43876064-43909656	1.3447
NM_173160	chr10(.):43862091-43876783	0.08
NM_001098204	chr10(.):43876064-43909696	1.3431
NM_001098208	chr10(.):43876064-43897279	0.8768
NM_001098205	chr10(.):43876064-43909332	1.3578
NM_001098206	chr10(.):43876064-43908299	1.399
NR_026693	chr10(.):43927573-43983007	0.257
NM_001031746	chr10(.):50217332-50328559	0.9056
NM_152230	chr10(.):59946277-60032694	0.2767
NR_036430	chr10(.):70842827-70869567	0.8493
NM_173473	chr10(.):73970805-74000618	0.2911
NM_019058	chr10(.):74028676-74040797	1.4219
NM_017626	chr10(.):74087587-74119907	1.3352
NR_028492	chr10(.):89573069-89610369	0.3276
NM_001126049	chr10(.):89613917-89628194	1.5048
NM_030912	chr10(.):104399251-104423076	1.0375
NM_005871	chr10(.):112047797-112069707	0.3575
NM_004419	chr10(.):112252624-112276302	1.558
NM_145341	chr10(.):112626595-112664764	0.8187
NM_001195307	chr10(.):112653487-112684124	0.411
NM_001195306	chr10(.):112653487-112683694	0.4092
NR_026932	chr10(.):112623647-112635662	2.248
NM_000922	chr11(.):14660268-14898604	0.3143
NM_001098517	chr11(.):115039344-115380241	0.3605
NM_030962	chr11(.):9795213-10320754	0.063
NM_004811	chr11(.):58289343-58348390	0.6025
NM_001143995	chr11(.):58289343-58350639	0.5858
NM_001012662	chr11(.):62618483-62661355	0.9404
NM_001013251	chr11(.):62643343-62661355	1.3726
NM_001012661	chr11(.):62618517-62661353	0.9412
NR_037193	chr11(.):62644170-62661355	1.4379
NM_005438	chr11(.):65654691-65672997	1.0392
NM_001077241	chr11(.):65137662-65155142	1.1883
NR_002819	chr11(.):65260232-65278939	5.2948
NM_053056	chr11(.):69450872-69474242	1.2992
NM_012309	chr11(.):70308960-70940808	0.1433
NM_014824	chr11(.):72542789-72858143	0.116
NM_012239	chr11(.):210029-241362	0.2206
NM_002817	chr11(.):231807-257984	0.2387
NM_138329	chr11(.):273569-290304	0.137
NM_006435	chr11(.):303106-314410	0.1233
NM_025092	chr11(.):284137-300688	0.243
NM_003641	chr11(.):308990-320272	0.1461
NM_001025295	chr11(.):293202-304526	0.2564
NM_021034	chr11(.):314672-325914	0.0873
NM_001124	chr11(.):10321641-10333923	2.4261
NM_000614	chr11(.):58385145-58398205	0.0655
NR_024091	chr11(.):58341586-58398205	0.5955
NM_053023	chr11(.):58341586-58394023	0.6382
NR_002565	chr11(.):62618036-62628103	1.4324
NM_003164	chr11(.):62569368-62604560	0.5831
NM_018093	chr11(.):62595382-62612628	1.7339
NR_003098	chr11(.):62614459-62628360	1.0684
NR_002561	chr11(.):62616134-62626204	1.4417
NR_002560	chr11(.):62615797-62625865	1.4439
NR_002559	chr11(.):62616375-62626440	1.441
NR_000008	chr11(.):62615381-62625507	1.426
NR_002564	chr11(.):62617763-62627838	1.4419
NR_002563	chr11(.):62617483-62627555	1.4423
NR_002562	chr11(.):62617092-62627167	1.4427
NM_001081491	chr11(.):62554597-62577964	0.7801
NM_001080501	chr11(.):62552786-62564486	0.9713
NM_000244	chr11(.):64565985-64583188	0.151
NM_130803	chr11(.):64565985-64583766	0.1488
NM_017525	chr11(.):64586661-64617041	0.1406
NM_130800	chr11(.):64565985-64583035	0.1523
NM_130802	chr11(.):64565985-64583213	0.1508
NM_015104	chr11(.):64657003-64689722	0.1747
NR_029829	chr11(.):64653826-64663911	0.1522
NM_006795	chr11(.):64615207-64651191	2.6416
NR_029578	chr11(.):64653608-64663718	0.1562
NR_028272	chr11(.):65185268-65199003	6.5435
NR_030343	chr11(.):65206928-65217028	1.6584
NM_031904	chr11(.):65149040-65185995	0.8968
NM_032223	chr11(.):65378782-65409910	0.3966
NM_001098785	chr11(.):65334819-65346669	2.1164
NM_021070	chr11(.):65301029-65330699	0.361
NM_033455	chr11(.):65355325-65368467	1.0488
NM_001099409	chr11(.):65338508-65365116	1.5547
NM_002419	chr11(.):65360225-65386720	0.4477
NM_001048218	chr11(.):65287547-65311182	0.3863
NM_006396	chr11(.):65332942-65344239	1.7766
NM_153253	chr11(.):65402591-65423391	0.3311
NM_006747	chr11(.):65400577-65423391	0.3067
NM_198897	chr11(.):65646210-65661010	1.1476
NM_001335	chr11(.):65642283-65656212	0.3016
NM_025128	chr11(.):65622871-65638914	1.2383
NM_005507	chr11(.):65617284-65630804	1.4433
NM_152760	chr11(.):65596409-65626172	0.3382
NM_016938	chr11(.):65628911-65645340	0.2493
NM_006848	chr11(.):65652874-65664106	1.4944
NM_014578	chr11(.):66819288-66844488	0.3544
NM_177963	chr11(.):66785815-66823334	1.0086
NM_001177880	chr11(.):66785189-66823334	0.9932
NM_153451	chr11(.):69475331-69495165	0.2092
NM_006235	chr11(.):111217980-111255157	0.9709
NM_015645	chr11(.):119204651-119222383	0.1553
NM_032015	chr11(.):119200236-119213022	0.1945
NM_171997	chr11(.):119220924-119239892	0.5259
NM_006500	chr11(.):119174233-119192840	1.3013
NM_152641	chr12(.):46118619-46306819	0.1781
NM_002392	chr12(.):69196970-69244212	0.6662
NM_001170738	chr12(.):171048-292625	0.498
NM_006143	chr12(.):12808994-12854121	0.2033
NM_005164	chr12(.):39940021-40018843	0.2957
NM_001031748	chr12(.):40014971-40120720	0.0885
NM_013449	chr12(.):56984379-57035163	0.391
NM_006400	chr12(.):57919093-57945978	0.2497
NM_005761	chr12(.):94537498-94704225	0.5304
NM_005230	chr12(.):96583206-96666606	0.4656
NM_014706	chr12(.):108910990-108960165	1.2552
NM_139015	chr12(.):121196034-121347151	0.3891
NM_001082959	chr12(.):125257173-125353519	0.1215
NR_033859	chr12(.):241576-263332	0.1402
NM_003044	chr12(.):294251-327492	0.1392
NM_001122848	chr12(.):294249-328371	0.1374
NM_001122847	chr12(.):294249-327834	0.1388
NR_036052	chr12(.):9387065-9397147	0.0111
NR_036052	chr12(.):12259885-12269967	0.0295
NM_004064	chr12(.):12865301-12880305	2.6882
NR_030344	chr12(.):12912582-12922677	0.0209
NM_001130415	chr12(.):12873850-12949399	0.3274
NM_030762	chr12(.):26267958-26283003	1.9201
NR_028408	chr12(.):46114502-46126704	1.9854
NM_001098532	chr12(.):48123452-48157181	0.2593
NM_017842	chr12(.):48161966-48181536	0.2194
NM_006105	chr12(.):48123452-48157244	0.2589
NM_001098531	chr12(.):48123452-48157889	0.2556
NM_001098416	chr12(.):48171506-48218763	1.0254
NM_001127460	chr12(.):56705006-56732533	1.893
NM_014255	chr12(.):56699212-56715128	0.7709
NM_005419	chr12(.):56730381-56759037	0.9394
NM_014871	chr12(.):56705006-56732837	1.9179
NM_004077	chr12(.):56660482-56699175	0.3644
NM_016584	chr12(.):56727662-56739194	2.9137
NM_001638	chr12(.):56749354-56761583	0.5737
NR_003046	chr12(.):57032463-57042538	0.9017
NM_001686	chr12(.):57026958-57044852	1.0076
NM_005594	chr12(.):57101210-57124066	1.1398
NR_002737	chr12(.):57033810-57043885	0.8886
NM_001113203	chr12(.):57101210-57124326	1.1272
NM_006601	chr12(.):57052124-57087078	0.8348
NM_001080157	chr12(.):57861037-57878424	0.0548
NM_001195056	chr12(.):57905370-57919300	1.6963
NM_052897	chr12(.):57911658-57928931	1.3431
NM_001080156	chr12(.):57861037-57876728	0.0568
NM_032496	chr12(.):57861037-57878633	0.0541
NM_004990	chr12(.):57876850-57915433	0.5285
NM_004984	chr12(.):57938846-57983554	0.1627
NM_017440	chr12(.):68683345-68731161	0.4688
NM_007076	chr12(.):108904050-108918380	0.2835
NM_213595	chr12(.):108951293-108968160	3.357
NM_181724	chr12(.):108978621-108996894	0.1272
NM_003006	chr12(.):109010679-109032670	3.6353
NM_032369	chr12(.):111081490-111131946	0.7555
NM_001040107	chr12(.):111081490-111132617	0.7488
NM_001168325	chr12(.):117471727-117542251	0.3729
NM_006861	chr12(.):120527898-120559643	0.8027
NM_019034	chr12(.):122210659-122236594	0.2592
NR_002809	chr12(.):122228172-122246390	2.0663
NM_015048	chr12(.):122237637-122275562	0.9409
NM_024667	chr12(.):123344874-123385712	1.6256
NM_021009	chr12(.):125391191-125404587	4.313
NM_001032296	chr13(.):99097454-99234396	0.4111
NM_032436	chr13(.):115074964-115097803	0.4165
NM_003576	chr13(.):99097454-99179341	0.5563
NM_023011	chr13(.):115042077-115076283	0.6333
NM_003903	chr13(.):114995361-115043150	0.2889
NM_001164749	chr14(.):33403458-34278382	0.2238
NM_022060	chr14(.):23062146-23086265	0.6961
NR_027004	chr14(.):94366075-94397718	0.0626
NM_183004	chr14(.):103796235-103816361	2.1061
NM_001969	chr14(.):103795492-103816361	2.0444
NM_152329	chr14(.):50060414-50086390	0.5682
NM_001012706	chr14(.):50443429-50479238	1.0249
NM_001043318	chr14(.):74176824-74258896	0.7508
NM_194278	chr14(.):74176824-74232001	0.7591
NM_000369	chr14(.):81416868-81617646	0.2588
NM_001018036	chr14(.):81416868-81580294	0.2954
NM_152446	chr14(.):80957820-81410884	0.0753
NM_005197	chr14(.):89617515-89888454	0.2783
NM_001085471	chr14(.):89617515-90090494	0.3061
NM_001080414	chr14(.):91732666-91889133	1.4847
NM_024515	chr14(.):100837832-101001640	0.3193
NM_001161476	chr14(.):100837754-101001640	0.3192
NM_178586	chr14(.):102271139-102399328	0.8184
NM_001161725	chr14(.):102223134-102399328	0.6719
NM_178587	chr14(.):102271139-102383962	0.9205
NM_001128920	chr14(.):103846700-103975166	0.2122
NM_001344	chr14(.):23028806-23063143	1.6154
NM_001032	chr14(.):50045289-50058094	0.8332
NM_001001	chr14(.):50080406-50092349	1.3906
NM_001083908	chr14(.):50086891-50106948	1.8144
NM_002408	chr14(.):50082488-50095199	1.3411
NM_004713	chr14(.):50245531-50324539	0.1071
NM_001663	chr14(.):50354735-50368772	1.505
NM_024558	chr14(.):50570349-50588297	0.4729
NM_001014830	chr14(.):50545368-50564361	2.145
NM_207442	chr14(.):69256463-69268190	2.0384
NM_004926	chr14(.):69249374-69264785	1.5432
NM_006029	chr14(.):74173485-74186128	0.5129
NM_005252	chr14(.):75740480-75753937	1.9264
NM_005065	chr14(.):81934238-82005205	0.9071
NR_036500	chr14(.):89878697-89891137	1.4432
NM_016150	chr14(.):94395512-94428767	0.9944
NR_024182	chr14(.):94458615-94478898	0.4231
NR_024183	chr14(.):94458641-94483041	0.3853
NM_138344	chr14(.):94380257-94400944	0.0581
NR_033943	chr14(.):98093983-98157995	0.1068
NM_213645	chr14(.):100795124-100847680	0.174
NM_004184	chr14(.):100795124-100846927	0.176
NM_006291	chr14(.):103587663-103608776	0.1649
NM_001077594	chr14(.):103561480-103581894	1.5188
NR_002964	chr14(.):103799185-103809311	2.8676
NM_025268	chr14(.):105987952-106001539	0.1436
NM_006578	chr15(.):52408122-52477162	0.9865
NM_016194	chr15(.):52408122-52488565	0.8603
NM_002943	chr15(.):60775482-60924729	1.8475
NM_134262	chr15(.):60775482-60889707	2.3934
NM_134261	chr15(.):60775482-61526502	0.4162
NM_002499	chr15(.):73339824-73602547	0.186
NR_031680	chr15(.):69111302-69494862	0.0977
NM_152597	chr15(.):39887231-40080039	0.2347
NM_138356	chr15(.):45454411-45498373	0.7721
NM_007347	chr15(.):51195945-51303097	0.2618
NM_031226	chr15(.):51495253-51635795	0.2391
NM_181789	chr15(.):51628712-51705209	0.4865
NM_000259	chr15(.):52594479-52826247	0.4069
NM_001198784	chr15(.):55695722-55715910	0.9681
NM_015042	chr15(.):64786618-64983266	0.3961
NM_025201	chr15(.):65129081-65165201	0.5143
NM_145160	chr15(.):67830020-68104452	0.2305
NM_006305	chr15(.):69065874-69118261	0.8056
NM_020908	chr15(.):70335542-70395256	0.6798
NM_001012642	chr15(.):72447146-72495136	0.098
NM_173454	chr15(.):85520204-85687372	0.2955
NM_007011	chr15(.):89626380-89750591	0.4923
NM_001042572	chr15(.):93438550-93497463	1.0123
NM_001271	chr15(.):93438550-93576237	0.474
NM_000875	chr15(.):99187760-99512759	0.4263
NM_000693	chr15(.):101415008-101461830	0.4226
NM_024652	chr15(.):101454459-101615317	0.3358
NM_003246	chr15(.):39868279-39894668	0.1474
NM_001003942	chr15(.):40375091-40403287	1.2294
NM_033503	chr15(.):40375091-40403639	1.2203
NM_001003940	chr15(.):40375091-40406075	1.1664
NM_001160227	chr15(.):44849893-44960876	0.2261
NM_001145112	chr15(.):44952929-44974086	0.8775
NM_182985	chr15(.):45023559-45065025	0.2091
NM_004048	chr15(.):44998684-45015357	2.1381
NM_004212	chr15(.):45539427-45573132	0.2154
NM_138792	chr15(.):52225221-52268958	0.2635
NM_002748	chr15(.):52306410-52363462	0.4836
NM_020396	chr15(.):52396821-52409972	0.3017
NM_004748	chr15(.):55642437-55705542	0.3739
NM_020739	chr15(.):55642437-55705574	0.3738
NR_030358	chr15(.):55660137-55670232	0.0588
NM_002537	chr15(.):64974772-65000462	0.3128
NM_182703	chr15(.):65199100-65256041	0.3403
NM_001143936	chr15(.):67808521-67824641	1.4784
NR_026808	chr15(.):69091159-69104440	0.1014
NR_036197	chr15(.):69089188-69099264	0.106
NM_213725	chr15(.):69740158-69752884	1.4352
NR_030714	chr15(.):70366710-70376807	0.1348
NM_182470	chr15(.):72486369-72528684	0.7164
NM_020214	chr15(.):72528521-72568628	0.4554
NM_031284	chr15(.):73038707-73081126	0.7346
NM_021823	chr15(.):75310926-75348067	1.3638
NM_138967	chr15(.):75282875-75318836	0.3007
NM_015477	chr15(.):75656719-75748926	0.439
NM_001145358	chr15(.):75656719-75749087	0.4393
NM_001145357	chr15(.):75656719-75753124	0.4264
NM_022767	chr15(.):89159526-89180512	1.8126
NR_029606	chr15(.):89150055-89160165	0.1072
NM_002201	chr15(.):89177038-89203879	1.7232
NR_031590	chr15(.):89146337-89156428	0.0635
NR_033769	chr15(.):93333713-93345338	0.3253
NR_036136	chr15(.):93442628-93452705	4.6236
NR_037600	chr15(.):93421072-93446977	2.1066
NR_037602	chr15(.):93421525-93446977	2.1406
NM_001102612	chr15(.):99506458-99553885	0.1117
NM_015226	chr16(.):11033344-11281046	0.2138
NM_000336	chr16(.):23308590-23397620	0.5517
NM_000078	chr16(.):56990834-57022756	0.3389
NM_018052	chr16(.):70716341-70840061	0.4868
NM_032268	chr16(.):75027914-75149892	0.7025
NM_002661	chr16(.):81807929-81996899	0.735
NM_014015	chr16(.):11017747-11041257	0.2279
NM_001130007	chr16(.):11956984-12015519	0.2894
NM_001130006	chr16(.):11956984-12014825	0.2909
NM_001192	chr16(.):12053963-12066925	2.4721
NM_032167	chr16(.):12065601-12152141	0.1475
NM_001126108	chr16(.):56894118-56954762	0.9049
NM_001010989	chr16(.):56960747-56982793	1.8202
NM_032206	chr16(.):57018409-57122436	0.4018
NM_138383	chr16(.):70690106-70724954	0.1132
NR_034083	chr16(.):70783962-70812154	0.0958
