GENE_ID	locusLine	bin_1_02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam
1_MACS_peak_2471_lociStitched	chr1(.):206807847-206809592	0.9739
1_MACS_peak_2472_lociStitched	chr1(.):206846092-206847816	0.6453
2_MACS_peak_2473_lociStitched	chr1(.):206857500-206867335	0.5512
1_MACS_peak_2475_lociStitched	chr1(.):206886567-206891635	1.356
2_MACS_peak_2476_lociStitched	chr1(.):206907392-206915387	1.1091
2_MACS_peak_2478_lociStitched	chr1(.):206938622-206948759	1.072
8_MACS_peak_2480_lociStitched	chr1(.):206955393-207008829	1.0751
2_MACS_peak_2488_lociStitched	chr1(.):207092455-207107206	2.0291
3_MACS_peak_2490_lociStitched	chr1(.):207223169-207233385	1.1185
1_MACS_peak_2493_lociStitched	chr1(.):207264113-207265557	0.6206
1_MACS_peak_2494_lociStitched	chr1(.):207493954-207496277	3.9899
1_MACS_peak_2495_lociStitched	chr1(.):207508654-207511564	1.5594
1_MACS_peak_2496_lociStitched	chr1(.):207536098-207539068	0.7891
1_MACS_peak_2497_lociStitched	chr1(.):207587136-207588791	0.6098
1_MACS_peak_2498_lociStitched	chr1(.):207627041-207629312	1.6987
1_MACS_peak_2499_lociStitched	chr1(.):207924186-207926710	2.0006
1_MACS_peak_2500_lociStitched	chr1(.):207977679-207981787	1.8761
2_MACS_peak_2501_lociStitched	chr1(.):207994705-208006391	2.1116
2_MACS_peak_2503_lociStitched	chr1(.):208040455-208047597	1.3766
1_MACS_peak_2505_lociStitched	chr1(.):208055695-208058990	1.1001
1_MACS_peak_2506_lociStitched	chr1(.):208114954-208116759	1.1906
1_MACS_peak_2507_lociStitched	chr1(.):208136176-208137908	1.0551
1_MACS_peak_2508_lociStitched	chr1(.):208258721-208260503	0.6986
1_MACS_peak_2509_lociStitched	chr1(.):208358958-208363497	1.3223
1_MACS_peak_2510_lociStitched	chr1(.):208416373-208419169	1.2857
1_MACS_peak_2511_lociStitched	chr1(.):208429092-208430248	0.5959
1_MACS_peak_2512_lociStitched	chr1(.):208450536-208452825	0.7932
2_MACS_peak_2513_lociStitched	chr1(.):208589217-208593500	0.6896
1_MACS_peak_2515_lociStitched	chr1(.):208610166-208611504	0.6673
1_MACS_peak_2516_lociStitched	chr1(.):208825515-208826616	0.7268
2_MACS_peak_2517_lociStitched	chr1(.):208858844-208865305	0.7288
1_MACS_peak_2519_lociStitched	chr1(.):208905337-208907293	0.6241
1_MACS_peak_2520_lociStitched	chr1(.):208954703-208957644	0.7222
1_MACS_peak_2521_lociStitched	chr1(.):209026910-209029194	0.682
1_MACS_peak_2522_lociStitched	chr1(.):209160472-209163180	1.6141
1_MACS_peak_2523_lociStitched	chr1(.):209211737-209213611	0.8435
2_MACS_peak_2524_lociStitched	chr1(.):209259243-209262205	0.5801
1_MACS_peak_2526_lociStitched	chr1(.):209274464-209286164	2.6565
1_MACS_peak_2527_lociStitched	chr1(.):209305132-209309204	1.3191
1_MACS_peak_2528_lociStitched	chr1(.):209380131-209381817	0.9479
1_MACS_peak_2529_lociStitched	chr1(.):209780127-209781844	0.8826
1_MACS_peak_2530_lociStitched	chr1(.):209814285-209815633	0.7508
2_MACS_peak_2531_lociStitched	chr1(.):209823610-209828806	0.8006
1_MACS_peak_2533_lociStitched	chr1(.):209843667-209848570	1.6834
2_MACS_peak_2534_lociStitched	chr1(.):209858330-209866878	0.5807
3_MACS_peak_2536_lociStitched	chr1(.):209920463-209931365	1.0478
1_MACS_peak_2539_lociStitched	chr1(.):209940476-209944032	2.0368
1_MACS_peak_2540_lociStitched	chr1(.):209957047-209959145	2.1409
1_MACS_peak_2541_lociStitched	chr1(.):209978798-209980366	1.1902
1_MACS_peak_2542_lociStitched	chr1(.):210000339-210002201	1.4195
1_MACS_peak_2543_lociStitched	chr1(.):210418604-210421842	0.8503
1_MACS_peak_2544_lociStitched	chr1(.):210465655-210466653	0.5419
2_MACS_peak_2545_lociStitched	chr1(.):210501358-210507761	1.9739
2_MACS_peak_2547_lociStitched	chr1(.):210516076-210521952	0.7182
1_MACS_peak_2549_lociStitched	chr1(.):210546985-210548211	1.117
3_MACS_peak_2550_lociStitched	chr1(.):210850230-210872959	0.7635
1_MACS_peak_2553_lociStitched	chr1(.):210880186-210881727	0.6382
1_MACS_peak_2554_lociStitched	chr1(.):211430889-211434948	3.2906
1_MACS_peak_2555_lociStitched	chr1(.):211453277-211456173	1.2017
2_MACS_peak_2556_lociStitched	chr1(.):211499221-211511927	1.3631
2_MACS_peak_2558_lociStitched	chr1(.):211525679-211534875	0.9933
1_MACS_peak_2560_lociStitched	chr1(.):211543785-211545856	0.6935
1_MACS_peak_2561_lociStitched	chr1(.):211555320-211557534	3.7942
1_MACS_peak_2562_lociStitched	chr1(.):211564251-211566421	1.1109
1_MACS_peak_2563_lociStitched	chr1(.):211589093-211591359	1.7865
2_MACS_peak_2564_lociStitched	chr1(.):211686753-211703075	1.5265
2_MACS_peak_2566_lociStitched	chr1(.):211743066-211756835	1.0998
1_MACS_peak_2568_lociStitched	chr1(.):211779071-211781799	1.6111
2_MACS_peak_2569_lociStitched	chr1(.):211848082-211852282	0.9732
1_MACS_peak_2571_lociStitched	chr1(.):212003402-212004553	0.6908
1_MACS_peak_2572_lociStitched	chr1(.):212111542-212114387	1.1486
1_MACS_peak_2573_lociStitched	chr1(.):212124181-212126514	0.8627
1_MACS_peak_2574_lociStitched	chr1(.):212207528-212210768	2.3678
1_MACS_peak_2575_lociStitched	chr1(.):212260819-212262769	0.6162
1_MACS_peak_2576_lociStitched	chr1(.):212291607-212293393	0.7179
1_MACS_peak_2577_lociStitched	chr1(.):212331437-212333571	1.6221
1_MACS_peak_2578_lociStitched	chr1(.):212359288-212361314	0.9982
1_MACS_peak_2579_lociStitched	chr1(.):212391609-212392716	0.5932
3_MACS_peak_2580_lociStitched	chr1(.):212406017-212416776	0.7224
1_MACS_peak_2583_lociStitched	chr1(.):212457400-212460567	3.1368
1_MACS_peak_2584_lociStitched	chr1(.):212587410-212589421	0.9528
1_MACS_peak_2585_lociStitched	chr1(.):212605387-212606998	0.6509
1_MACS_peak_2586_lociStitched	chr1(.):212631020-212632277	0.7444
1_MACS_peak_2587_lociStitched	chr1(.):212657139-212665925	1.6933
2_MACS_peak_2588_lociStitched	chr1(.):212731183-212741581	1.3662
1_MACS_peak_2590_lociStitched	chr1(.):212759161-212760931	0.5971
1_MACS_peak_2591_lociStitched	chr1(.):212768086-212771486	1.911
2_MACS_peak_2592_lociStitched	chr1(.):212778903-212789053	2.7455
2_MACS_peak_2594_lociStitched	chr1(.):212802249-212814389	0.9453
2_MACS_peak_2596_lociStitched	chr1(.):212824642-212839482	1.0958
2_MACS_peak_2598_lociStitched	chr1(.):212922991-212928706	0.6684
1_MACS_peak_2600_lociStitched	chr1(.):212964242-212969237	2.0464
1_MACS_peak_2601_lociStitched	chr1(.):213030605-213032765	1.8069
1_MACS_peak_2602_lociStitched	chr1(.):213092856-213094682	0.713
1_MACS_peak_2603_lociStitched	chr1(.):213103635-213105467	1.4952
3_MACS_peak_2604_lociStitched	chr1(.):213115341-213124663	0.6954
1_MACS_peak_2607_lociStitched	chr1(.):213188087-213189849	1.8311
1_MACS_peak_2608_lociStitched	chr1(.):213223801-213225421	1.5164
1_MACS_peak_2609_lociStitched	chr1(.):213254277-213258121	1.5333
1_MACS_peak_2610_lociStitched	chr1(.):213283372-213284902	0.7465
1_MACS_peak_2611_lociStitched	chr1(.):213637910-213638719	0.5896
2_MACS_peak_2612_lociStitched	chr1(.):213840037-213845137	0.7911
1_MACS_peak_2614_lociStitched	chr1(.):213884936-213886286	0.5684
2_MACS_peak_2615_lociStitched	chr1(.):214160390-214171462	0.9198
2_MACS_peak_2617_lociStitched	chr1(.):214453633-214460130	0.787
1_MACS_peak_2619_lociStitched	chr1(.):214576476-214579761	0.8887
1_MACS_peak_2620_lociStitched	chr1(.):214590956-214592131	0.671
1_MACS_peak_2621_lociStitched	chr1(.):214599741-214603309	1.6412
1_MACS_peak_2622_lociStitched	chr1(.):214611279-214614447	1.4395
1_MACS_peak_2623_lociStitched	chr1(.):214775716-214777954	1.2907
1_MACS_peak_2624_lociStitched	chr1(.):215174134-215175943	0.7389
1_MACS_peak_2625_lociStitched	chr1(.):215739862-215742078	1.9736
1_MACS_peak_2626_lociStitched	chr1(.):215926948-215928577	0.6526
1_MACS_peak_2627_lociStitched	chr1(.):216701773-216703287	0.6902
1_MACS_peak_2628_lociStitched	chr1(.):216773844-216775054	0.7787
1_MACS_peak_2629_lociStitched	chr1(.):216895855-216897180	0.7889
1_MACS_peak_2630_lociStitched	chr1(.):216938094-216940293	1.4029
1_MACS_peak_2631_lociStitched	chr1(.):217199516-217201829	0.9095
1_MACS_peak_2632_lociStitched	chr1(.):217262205-217264492	2.4047
1_MACS_peak_2633_lociStitched	chr1(.):217803335-217805731	2.4461
1_MACS_peak_2634_lociStitched	chr1(.):218263260-218264702	0.75
1_MACS_peak_2635_lociStitched	chr1(.):218335758-218339946	3.7136
1_MACS_peak_2636_lociStitched	chr1(.):218457705-218459519	1.6655
1_MACS_peak_2637_lociStitched	chr1(.):218517755-218520056	1.6262
1_MACS_peak_2638_lociStitched	chr1(.):218549389-218551526	0.9122
2_MACS_peak_2639_lociStitched	chr1(.):218626199-218637551	1.4532
1_MACS_peak_2641_lociStitched	chr1(.):218645774-218649766	1.6403
1_MACS_peak_2642_lociStitched	chr1(.):218666735-218668940	0.9395
1_MACS_peak_2643_lociStitched	chr1(.):218916592-218918145	0.7168
1_MACS_peak_2644_lociStitched	chr1(.):218927471-218928760	0.5871
2_MACS_peak_2645_lociStitched	chr1(.):219254682-219264980	0.542
1_MACS_peak_2647_lociStitched	chr1(.):219346158-219348539	1.8543
1_MACS_peak_2648_lociStitched	chr1(.):219362152-219363469	0.5563
1_MACS_peak_2649_lociStitched	chr1(.):219633458-219635499	0.7623
1_MACS_peak_2650_lociStitched	chr1(.):220218024-220220974	1.8559
2_MACS_peak_2651_lociStitched	chr1(.):220262215-220268262	0.6386
1_MACS_peak_2653_lociStitched	chr1(.):220444470-220446936	2.3888
1_MACS_peak_2654_lociStitched	chr1(.):220472978-220476975	1.2193
1_MACS_peak_2655_lociStitched	chr1(.):220497985-220500613	0.7652
1_MACS_peak_2656_lociStitched	chr1(.):220508087-220511500	1.3006
1_MACS_peak_2657_lociStitched	chr1(.):220700902-220702812	0.8475
1_MACS_peak_2658_lociStitched	chr1(.):220884292-220885126	0.5608
1_MACS_peak_2659_lociStitched	chr1(.):220920897-220923091	1.3108
1_MACS_peak_2660_lociStitched	chr1(.):220959890-220961101	0.686
1_MACS_peak_2661_lociStitched	chr1(.):221051923-221053863	0.7358
1_MACS_peak_2662_lociStitched	chr1(.):221218679-221221584	1.2868
1_MACS_peak_2663_lociStitched	chr1(.):221914268-221917608	2.3984
1_MACS_peak_2664_lociStitched	chr1(.):221926432-221930435	1.0798
1_MACS_peak_2665_lociStitched	chr1(.):221949323-221953866	1.4209
1_MACS_peak_2666_lociStitched	chr1(.):221965408-221969347	2.0251
1_MACS_peak_2667_lociStitched	chr1(.):221979391-221982100	0.771
1_MACS_peak_2668_lociStitched	chr1(.):221999215-222001126	0.6378
1_MACS_peak_2669_lociStitched	chr1(.):222010763-222016116	2.1915
2_MACS_peak_2670_lociStitched	chr1(.):222035861-222045444	0.5244
3_MACS_peak_2672_lociStitched	chr1(.):222076051-222093628	0.7348
2_MACS_peak_2675_lociStitched	chr1(.):222131371-222136294	0.7704
1_MACS_peak_2677_lociStitched	chr1(.):222638223-222639729	0.8952
1_MACS_peak_2678_lociStitched	chr1(.):222762320-222764179	1.0988
2_MACS_peak_2679_lociStitched	chr1(.):222790173-222792323	1.6851
1_MACS_peak_2681_lociStitched	chr1(.):222816400-222818519	2.8035
1_MACS_peak_2682_lociStitched	chr1(.):222884541-222887540	2.5544
1_MACS_peak_2683_lociStitched	chr1(.):222945549-222947188	0.4835
1_MACS_peak_2684_lociStitched	chr1(.):222987656-222989290	0.8818
1_MACS_peak_2685_lociStitched	chr1(.):223254310-223255180	0.9102
1_MACS_peak_2686_lociStitched	chr1(.):223315687-223318357	1.4759
1_MACS_peak_2687_lociStitched	chr1(.):223419329-223424743	1.9362
1_MACS_peak_2688_lociStitched	chr1(.):223536683-223537745	0.4844
1_MACS_peak_2689_lociStitched	chr1(.):223655421-223657772	0.855
3_MACS_peak_2690_lociStitched	chr1(.):223899496-223916252	0.8313
1_MACS_peak_2693_lociStitched	chr1(.):224032064-224034898	2.326
1_MACS_peak_2694_lociStitched	chr1(.):224074901-224076742	0.9985
1_MACS_peak_2695_lociStitched	chr1(.):224178921-224181949	1.9766
1_MACS_peak_2696_lociStitched	chr1(.):224301243-224302895	2.2636
1_MACS_peak_2697_lociStitched	chr1(.):224356143-224358167	0.5908
1_MACS_peak_2698_lociStitched	chr1(.):224368887-224372331	3.0698
1_MACS_peak_2699_lociStitched	chr1(.):224517006-224518918	2.6321
1_MACS_peak_2700_lociStitched	chr1(.):224564413-224566447	0.7362
1_MACS_peak_2701_lociStitched	chr1(.):224617986-224624048	1.492
3_MACS_peak_2702_lociStitched	chr1(.):224683811-224699648	0.8561
1_MACS_peak_2705_lociStitched	chr1(.):224809016-224816701	2.7717
1_MACS_peak_2706_lociStitched	chr1(.):224828019-224829825	0.8431
1_MACS_peak_2707_lociStitched	chr1(.):224913782-224915364	0.5248
2_MACS_peak_2708_lociStitched	chr1(.):224927023-224934670	0.5901
1_MACS_peak_2710_lociStitched	chr1(.):224969250-224972337	1.4463
1_MACS_peak_2711_lociStitched	chr1(.):225116794-225118109	0.7406
1_MACS_peak_2712_lociStitched	chr1(.):225613664-225617627	2.1323
1_MACS_peak_2713_lociStitched	chr1(.):225628854-225634730	2.1636
1_MACS_peak_2714_lociStitched	chr1(.):225653639-225657778	3.7122
1_MACS_peak_2715_lociStitched	chr1(.):225840052-225840779	0.5801
1_MACS_peak_2716_lociStitched	chr1(.):225964469-225966751	2.6901
2_MACS_peak_2717_lociStitched	chr1(.):226034234-226045302	1.3914
2_MACS_peak_2719_lociStitched	chr1(.):226062669-226071613	2.0253
1_MACS_peak_2721_lociStitched	chr1(.):226083100-226088075	1.5768
1_MACS_peak_2722_lociStitched	chr1(.):226098130-226099503	0.7338
1_MACS_peak_2723_lociStitched	chr1(.):226110229-226113124	1.9417
1_MACS_peak_2724_lociStitched	chr1(.):226126677-226134756	3.3763
2_MACS_peak_2725_lociStitched	chr1(.):226177692-226188822	0.9974
1_MACS_peak_2727_lociStitched	chr1(.):226215423-226218101	1.0537
2_MACS_peak_2728_lociStitched	chr1(.):226242803-226252428	1.4514
1_MACS_peak_2730_lociStitched	chr1(.):226270165-226272024	0.9817
1_MACS_peak_2731_lociStitched	chr1(.):226296963-226301516	2.3471
1_MACS_peak_2732_lociStitched	chr1(.):226308427-226317282	2.541
3_MACS_peak_2733_lociStitched	chr1(.):226341775-226348780	0.5816
1_MACS_peak_2736_lociStitched	chr1(.):226373182-226375214	1.9237
1_MACS_peak_2737_lociStitched	chr1(.):226413425-226415684	0.7324
1_MACS_peak_2738_lociStitched	chr1(.):226495758-226497916	1.7314
1_MACS_peak_2739_lociStitched	chr1(.):226517458-226519062	1.0129
1_MACS_peak_2740_lociStitched	chr1(.):226542806-226545672	0.7229
2_MACS_peak_2741_lociStitched	chr1(.):226591766-226600310	1.7799
1_MACS_peak_2743_lociStitched	chr1(.):226631922-226634659	1.2422
1_MACS_peak_2744_lociStitched	chr1(.):226714165-226715514	1.1071
1_MACS_peak_2745_lociStitched	chr1(.):226821188-226825101	1.3609
1_MACS_peak_2746_lociStitched	chr1(.):226837910-226852576	2.7418
2_MACS_peak_2747_lociStitched	chr1(.):226890262-226901492	1.2376
1_MACS_peak_2749_lociStitched	chr1(.):226924823-226929231	1.8562
2_MACS_peak_2750_lociStitched	chr1(.):226950741-226961616	1.0064
1_MACS_peak_2752_lociStitched	chr1(.):227015058-227016397	1.2695
1_MACS_peak_2753_lociStitched	chr1(.):227057659-227059317	1.0172
1_MACS_peak_2754_lociStitched	chr1(.):227069275-227074593	1.377
1_MACS_peak_2755_lociStitched	chr1(.):227087903-227090733	0.9999
1_MACS_peak_2756_lociStitched	chr1(.):227125389-227129318	2.6962
1_MACS_peak_2757_lociStitched	chr1(.):227504918-227507082	1.5953
1_MACS_peak_2758_lociStitched	chr1(.):227520150-227523877	1.0054
1_MACS_peak_2759_lociStitched	chr1(.):227729627-227731034	0.5346
1_MACS_peak_2760_lociStitched	chr1(.):227750421-227752439	1.9414
2_MACS_peak_2761_lociStitched	chr1(.):227916249-227924138	0.6541
1_MACS_peak_2763_lociStitched	chr1(.):227947436-227951446	0.9914
1_MACS_peak_2764_lociStitched	chr1(.):227974702-227976614	1.049
1_MACS_peak_2765_lociStitched	chr1(.):228133401-228134721	0.4824
1_MACS_peak_2766_lociStitched	chr1(.):228268826-228279934	2.2698
3_MACS_peak_2767_lociStitched	chr1(.):228289341-228300958	1.2605
1_MACS_peak_2770_lociStitched	chr1(.):228326639-228330231	2.1223
1_MACS_peak_2771_lociStitched	chr1(.):228352483-228355168	2.8191
1_MACS_peak_2772_lociStitched	chr1(.):228593165-228595413	1.1398
1_MACS_peak_2773_lociStitched	chr1(.):228652260-228654237	0.4976
3_MACS_peak_2774_lociStitched	chr1(.):228665292-228679138	1.7423
1_MACS_peak_2777_lociStitched	chr1(.):228717919-228719715	0.6967
1_MACS_peak_2778_lociStitched	chr1(.):228731041-228733381	0.8571
1_MACS_peak_2779_lociStitched	chr1(.):228901147-228902004	0.5502
2_MACS_peak_2780_lociStitched	chr1(.):228939804-228948133	0.6489
1_MACS_peak_2782_lociStitched	chr1(.):229406042-229408070	1.2447
1_MACS_peak_2783_lociStitched	chr1(.):229477374-229480010	2.0253
1_MACS_peak_2784_lociStitched	chr1(.):229502441-229505385	1.783
1_MACS_peak_2785_lociStitched	chr1(.):229549207-229550260	0.5513
1_MACS_peak_2786_lociStitched	chr1(.):229575945-229577950	0.8982
1_MACS_peak_2787_lociStitched	chr1(.):229642970-229645294	2.2643
1_MACS_peak_2788_lociStitched	chr1(.):229692804-229695723	1.158
1_MACS_peak_2789_lociStitched	chr1(.):229760452-229762979	1.1053
1_MACS_peak_2790_lociStitched	chr1(.):229889287-229890596	1.3693
1_MACS_peak_2791_lociStitched	chr1(.):229991117-229992996	1.1293
1_MACS_peak_2792_lociStitched	chr1(.):230201285-230205417	2.0665
1_MACS_peak_2793_lociStitched	chr1(.):230218250-230221826	1.6795
1_MACS_peak_2794_lociStitched	chr1(.):230238247-230249690	2.2942
4_MACS_peak_2795_lociStitched	chr1(.):230256057-230287831	1.7071
1_MACS_peak_2799_lociStitched	chr1(.):230304764-230306185	0.5298
1_MACS_peak_2800_lociStitched	chr1(.):230347121-230349600	1.2686
5_MACS_peak_2801_lociStitched	chr1(.):230628173-230652149	0.7266
1_MACS_peak_2806_lociStitched	chr1(.):230777825-230780688	1.4392
1_MACS_peak_2807_lociStitched	chr1(.):230960047-230961599	0.6716
1_MACS_peak_2808_lociStitched	chr1(.):231003549-231005377	0.7291
1_MACS_peak_2809_lociStitched	chr1(.):231112685-231115856	1.0448
1_MACS_peak_2810_lociStitched	chr1(.):231174840-231175991	0.6078
1_MACS_peak_2811_lociStitched	chr1(.):231188934-231190602	0.7993
1_MACS_peak_2812_lociStitched	chr1(.):231346481-231348313	1.0302
1_MACS_peak_2813_lociStitched	chr1(.):231375869-231377933	1.5675
1_MACS_peak_2814_lociStitched	chr1(.):231472298-231474999	3.121
1_MACS_peak_2815_lociStitched	chr1(.):231556156-231559045	1.3255
1_MACS_peak_2816_lociStitched	chr1(.):231599667-231601802	0.7396
1_MACS_peak_2817_lociStitched	chr1(.):231663490-231666055	2.8331
1_MACS_peak_2818_lociStitched	chr1(.):231745949-231750602	2.2737
1_MACS_peak_2819_lociStitched	chr1(.):231760968-231763400	0.922
1_MACS_peak_2820_lociStitched	chr1(.):232053539-232055853	0.976
1_MACS_peak_2821_lociStitched	chr1(.):232668044-232670466	0.6427
1_MACS_peak_2822_lociStitched	chr1(.):232698199-232699430	0.606
1_MACS_peak_2823_lociStitched	chr1(.):232713952-232715472	0.5992
1_MACS_peak_2824_lociStitched	chr1(.):232732186-232734835	0.7553
1_MACS_peak_2825_lociStitched	chr1(.):232790288-232792360	0.7737
1_MACS_peak_2826_lociStitched	chr1(.):232940410-232942205	1.9423
1_MACS_peak_2827_lociStitched	chr1(.):233058725-233060620	1.0111
1_MACS_peak_2828_lociStitched	chr1(.):233085495-233087303	1.1955
1_MACS_peak_2829_lociStitched	chr1(.):233430409-233432161	1.2806
1_MACS_peak_2830_lociStitched	chr1(.):233453981-233456044	1.1412
2_MACS_peak_2831_lociStitched	chr1(.):233462298-233465265	1.3335
1_MACS_peak_2833_lociStitched	chr1(.):233545274-233546269	0.4965
1_MACS_peak_2834_lociStitched	chr1(.):233624068-233626722	0.6969
1_MACS_peak_2835_lociStitched	chr1(.):233679311-233681104	0.8492
2_MACS_peak_2836_lociStitched	chr1(.):233742347-233751308	0.4687
1_MACS_peak_2838_lociStitched	chr1(.):233762616-233764480	0.6062
1_MACS_peak_2839_lociStitched	chr1(.):233798675-233800662	0.6362
1_MACS_peak_2840_lociStitched	chr1(.):234128723-234130784	0.9307
1_MACS_peak_2841_lociStitched	chr1(.):234379010-234383773	0.7865
1_MACS_peak_2842_lociStitched	chr1(.):234405961-234407944	0.6225
1_MACS_peak_2843_lociStitched	chr1(.):234491669-234493712	1.5839
1_MACS_peak_2844_lociStitched	chr1(.):234508133-234510564	3.7452
2_MACS_peak_2845_lociStitched	chr1(.):234531760-234535492	0.8051
1_MACS_peak_2847_lociStitched	chr1(.):234613236-234615636	1.8694
4_MACS_peak_2848_lociStitched	chr1(.):234623908-234641726	0.8428
1_MACS_peak_2852_lociStitched	chr1(.):234652061-234661546	2.373
3_MACS_peak_2853_lociStitched	chr1(.):234733181-234750411	3.1441
1_MACS_peak_2856_lociStitched	chr1(.):234782536-234784395	0.6407
1_MACS_peak_2857_lociStitched	chr1(.):234831050-234832460	0.5972
1_MACS_peak_2858_lociStitched	chr1(.):234862039-234863670	0.5847
2_MACS_peak_2859_lociStitched	chr1(.):234904055-234910331	1.7015
2_MACS_peak_2861_lociStitched	chr1(.):234979928-234988786	0.5055
2_MACS_peak_2863_lociStitched	chr1(.):235061138-235070194	0.8403
1_MACS_peak_2865_lociStitched	chr1(.):235096334-235101593	0.9676
1_MACS_peak_2866_lociStitched	chr1(.):235112837-235117904	1.251
2_MACS_peak_2867_lociStitched	chr1(.):235144040-235152627	1.36
1_MACS_peak_2869_lociStitched	chr1(.):235170098-235171594	0.7877
2_MACS_peak_2870_lociStitched	chr1(.):235178696-235186063	1.4701
1_MACS_peak_2872_lociStitched	chr1(.):235242085-235248832	2.8933
1_MACS_peak_2873_lociStitched	chr1(.):235267027-235269703	2.2848
1_MACS_peak_2874_lociStitched	chr1(.):235290838-235293123	1.9461
1_MACS_peak_2875_lociStitched	chr1(.):235323664-235325551	1.9069
1_MACS_peak_2876_lociStitched	chr1(.):235421202-235423756	0.7907
1_MACS_peak_2877_lociStitched	chr1(.):235489768-235493418	2.3685
1_MACS_peak_2878_lociStitched	chr1(.):235530001-235531574	1.041
1_MACS_peak_2879_lociStitched	chr1(.):235665324-235669452	3.0014
1_MACS_peak_2880_lociStitched	chr1(.):235795296-235796957	0.641
1_MACS_peak_2881_lociStitched	chr1(.):236019209-236020949	0.6097
1_MACS_peak_2882_lociStitched	chr1(.):236028797-236032598	2.0908
1_MACS_peak_2883_lociStitched	chr1(.):236050930-236052496	0.5975
1_MACS_peak_2884_lociStitched	chr1(.):236085832-236088009	0.8334
1_MACS_peak_2885_lociStitched	chr1(.):236134892-236136281	1.1191
1_MACS_peak_2887_lociStitched	chr1(.):236331777-236332975	0.854
1_MACS_peak_2888_lociStitched	chr1(.):236443977-236446165	1.2217
1_MACS_peak_2889_lociStitched	chr1(.):236686642-236688485	1.3731
1_MACS_peak_2890_lociStitched	chr1(.):236766876-236768884	1.3682
1_MACS_peak_2891_lociStitched	chr1(.):236957699-236960069	2.9034
1_MACS_peak_2892_lociStitched	chr1(.):237280570-237281350	1.9481
1_MACS_peak_2893_lociStitched	chr1(.):237932395-237933860	0.6037
1_MACS_peak_2894_lociStitched	chr1(.):238298849-238300772	0.7363
2_MACS_peak_2895_lociStitched	chr1(.):238396818-238406875	0.657
1_MACS_peak_2897_lociStitched	chr1(.):238789646-238790784	0.5743
1_MACS_peak_2898_lociStitched	chr1(.):238816331-238817743	0.669
1_MACS_peak_2899_lociStitched	chr1(.):239319394-239320333	0.491
1_MACS_peak_2900_lociStitched	chr1(.):239549244-239551011	0.9838
1_MACS_peak_2901_lociStitched	chr1(.):239620694-239622121	0.7534
1_MACS_peak_2902_lociStitched	chr1(.):239782130-239783332	0.5266
1_MACS_peak_2903_lociStitched	chr1(.):239792132-239794643	1.041
1_MACS_peak_2904_lociStitched	chr1(.):239817136-239819896	0.8925
1_MACS_peak_2905_lociStitched	chr1(.):239973592-239975702	0.5997
1_MACS_peak_2906_lociStitched	chr1(.):240006083-240007881	0.5999
2_MACS_peak_2907_lociStitched	chr1(.):240074156-240082599	2.2638
1_MACS_peak_2909_lociStitched	chr1(.):240626644-240630460	1.3678
2_MACS_peak_2910_lociStitched	chr1(.):240661485-240668787	1.2109
1_MACS_peak_2912_lociStitched	chr1(.):240724795-240726599	0.8996
1_MACS_peak_2913_lociStitched	chr1(.):240738471-240740853	1.228
1_MACS_peak_2914_lociStitched	chr1(.):240774203-240776196	1.0383
1_MACS_peak_2915_lociStitched	chr1(.):240850248-240851748	0.6675
2_MACS_peak_2916_lociStitched	chr1(.):241069352-241075377	1.2794
1_MACS_peak_2918_lociStitched	chr1(.):241681388-241683984	1.8212
1_MACS_peak_2919_lociStitched	chr1(.):241694161-241698174	2.0009
1_MACS_peak_2920_lociStitched	chr1(.):241802054-241804730	1.4024
1_MACS_peak_2921_lociStitched	chr1(.):241839634-241842041	1.2605
1_MACS_peak_2922_lociStitched	chr1(.):242010352-242012628	2.9831
1_MACS_peak_2923_lociStitched	chr1(.):242214421-242215575	0.6495
1_MACS_peak_2924_lociStitched	chr1(.):243264215-243265733	1.1689
1_MACS_peak_2925_lociStitched	chr1(.):243417225-243420298	2.5087
1_MACS_peak_2926_lociStitched	chr1(.):243476539-243478543	0.6269
1_MACS_peak_2927_lociStitched	chr1(.):243584173-243585603	0.7882
1_MACS_peak_2928_lociStitched	chr1(.):243634372-243636255	0.7533
2_MACS_peak_2929_lociStitched	chr1(.):243750942-243761350	0.8291
1_MACS_peak_2931_lociStitched	chr1(.):243829732-243831689	0.9842
1_MACS_peak_2932_lociStitched	chr1(.):243889772-243892775	1.4502
1_MACS_peak_2933_lociStitched	chr1(.):244012097-244015240	1.968
2_MACS_peak_2934_lociStitched	chr1(.):244209993-244213836	1.2362
1_MACS_peak_2936_lociStitched	chr1(.):244461786-244463839	1.6168
1_MACS_peak_2937_lociStitched	chr1(.):244512644-244514491	0.7587
1_MACS_peak_2938_lociStitched	chr1(.):244569148-244571024	1.0646
1_MACS_peak_2939_lociStitched	chr1(.):244612924-244616320	1.7915
1_MACS_peak_2940_lociStitched	chr1(.):244623908-244625358	0.9769
1_MACS_peak_2941_lociStitched	chr1(.):244815346-244817845	1.3841
1_MACS_peak_2942_lociStitched	chr1(.):244996308-245000259	4.0493
1_MACS_peak_2943_lociStitched	chr1(.):245025393-245029253	4.0025
2_MACS_peak_2944_lociStitched	chr1(.):245081773-245085508	0.5316
1_MACS_peak_2946_lociStitched	chr1(.):245108102-245109861	1.1793
