REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM8.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_17078_lociStitched	chr6	30582208	30586600	1	4393	18284.7744	175	1	MRPS18B,PPP1R10	ABCF1,MIR877,ATAT1,C6orf136	PPP1R10	PPP1R10	0.7868	175	1
2_MACS_peak_5603_lociStitched	chr14	64660992	64665421	2	4392	12414.487	176	1	SYNE2	SYNE2	SYNE2	SYNE2	0.1297	176	1
1_MACS_peak_5200_lociStitched	chr13	50697503	50701889	1	4387	17641.3692	177	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.2737	177	1
3_MACS_peak_9120_lociStitched	chr18	60983668	60988489	3	4383	16334.9943	178	1	BCL2	KDSR	BCL2	BCL2	0.4714	178	1
1_MACS_peak_20344_lociStitched	chr9	102580796	102585168	1	4373	17574.5656	179	1	NR4A3	NR4A3	NR4A3	NR4A3	0.4139	179	1
2_MACS_peak_12843_lociStitched	chr22	23200423	23204872	2	4366	8212.4091	180	1		MIR650,IGLL5	IGLL5	IGLL5	3.0577	180	1
1_MACS_peak_21154_lociStitched	chrX	106957124	106961474	1	4351	26444.085	181	1	TSC22D3		TSC22D3	TSC22D3	2.4008	181	1
2_MACS_peak_13336_lociStitched	chr3	5237927	5242324	2	4348	13504.0664	182	1	EDEM1		EDEM1	EDEM1	1.0274	182	1
5_MACS_peak_10968_lociStitched	chr2	87795803	87800490	5	4348	8694.8537	183	1	NCRNA00152		NCRNA00152	NCRNA00152	0.904	183	1
4_MACS_peak_18866_lociStitched	chr7	128577081	128581479	4	4347	8069.0106	184	1	IRF5	KCP	IRF5	IRF5	0.5973	184	1
2_MACS_peak_20275_lociStitched	chr9	95822983	95827402	2	4346	8986.4784	185	1	SUSD3	C9orf89	SUSD3	C9orf89	0.5556	185	1
4_MACS_peak_299_lociStitched	chr1	26436951	26442040	4	4343	12389.1705	186	1	PDIK1L	GRRP1,TRIM63	PDIK1L	PDIK1L	0.7197	186	1
3_MACS_peak_9912_lociStitched	chr19	41802161	41806589	3	4335	17933.4	187	1	HNRNPUL1	CCDC97	CCDC97	CCDC97	0.4429	187	1
7_MACS_peak_12867_lociStitched	chr22	23282700	23287163	7	4330	7627.267	188	1			IGLL5	IGLL5	3.0577	188	1
3_MACS_peak_2050_lociStitched	chr10	15828149	15832737	3	4322	7921.182	189	1	FAM188A		ITGA8	ITGA8	NONE	189	1
1_MACS_peak_17688_lociStitched	chr6	119668622	119672926	1	4305	16291.5008	190	1	MAN1A1		MAN1A1	MAN1A1	0.2149	190	1
2_MACS_peak_9620_lociStitched	chr19	16479920	16484341	2	4294	13736.4891	191	1	EPS15L1	KLF2	KLF2	KLF2	2.8292	191	1
5_MACS_peak_12330_lociStitched	chr20	55964139	55968709	5	4287	7757.118	192	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.4576	192	1
4_MACS_peak_7945_lociStitched	chr17	19206067	19211102	4	4278	8289.624	193	1	EPN2	MIR1180	MIR1180	MIR1180	0.0607	193	1
4_MACS_peak_1534_lociStitched	chr1	192775784	192780050	4	4261	10449.567	194	1	RGS2		RGS2	RGS2	0.8683	194	1
1_MACS_peak_155_lociStitched	chr1	14025922	14030173	1	4252	15632.6274	195	1	PRDM2	PRDM2	PRDM2	PRDM2	0.2612	195	1
2_MACS_peak_10837_lociStitched	chr2	70312334	70316656	2	4252	18014.096	196	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	1.7358	196	1
4_MACS_peak_4023_lociStitched	chr12	12875182	12879475	4	4241	13191.5304	197	1	CDKN1B,APOLD1	MIR613,GPR19	APOLD1	APOLD1	0.3246	197	1
3_MACS_peak_1004_lociStitched	chr1	118147880	118152484	3	4238	9645.8404	198	1	FAM46C		FAM46C	FAM46C	0.7095	198	1
2_MACS_peak_19320_lociStitched	chr8	61821075	61825562	2	4235	18414.648	199	1			LOC100130298	LOC100130298	NONE	199	1
3_MACS_peak_16064_lociStitched	chr5	95194578	95199238	3	4230	10237.088	200	1	C5orf27	GLRX	C5orf27	GLRX	1.0108	200	1
2_MACS_peak_20200_lociStitched	chr9	74976893	74981229	2	4228	34457.3248	201	1	ZFAND5		ZFAND5	ZFAND5	1.5771	201	1
5_MACS_peak_15354_lociStitched	chr4	144277119	144281901	5	4220	7777.4448	202	1	GAB1		GAB1	GAB1	0.271	202	1
1_MACS_peak_20525_lociStitched	chr9	130545044	130549259	1	4216	9460.5675	203	1	CDK9,MIR2861	FPGS,TOR2A,SH2D3C	MIR2861	MIR2861	1.047	203	1
3_MACS_peak_16225_lociStitched	chr5	130714529	130719083	3	4204	11586.7422	204	1	CDC42SE2		CDC42SE2	CDC42SE2	0.309	204	1
2_MACS_peak_7886_lociStitched	chr17	16890305	16894548	2	4203	9054.562	205	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.4083	205	1
1_MACS_peak_11554_lociStitched	chr2	192540922	192545105	1	4184	14990.1988	206	1	OBFC2A		OBFC2A	OBFC2A	0.8968	206	1
4_MACS_peak_17706_lociStitched	chr6	126068329	126073035	4	4182	9214.348	207	1	HEY2	NCOA7	HEY2	HEY2	0.5068	207	1
2_MACS_peak_21245_lociStitched	chrX	123093336	123097515	2	4175	16049.8674	208	1	STAG2		STAG2	STAG2	0.1957	208	1
3_MACS_peak_11446_lociStitched	chr2	175458422	175462938	3	4165	8605.6896	209	1	WIPF1		WIPF1	WIPF1	0.2286	209	1
1_MACS_peak_20076_lociStitched	chr9	37033897	37038051	1	4155	10926.2662	210	1	PAX5	LOC100506710	PAX5	LOC100506710	0.5819	210	1
1_MACS_peak_13204_lociStitched	chr22	44419532	44423683	1	4152	15088.885	211	1	PARVB		PARVB	PARVB	0.1536	211	1
1_MACS_peak_6329_lociStitched	chr15	50644225	50648374	1	4150	25343.3367	212	1	LOC100129387,GABPB1,FLJ10038		LOC100129387	LOC100129387	1.9745	212	1
1_MACS_peak_5241_lociStitched	chr13	74706519	74710667	1	4149	9906.2536	213	1	KLF12		KLF12	KLF12	0.1055	213	1
2_MACS_peak_17822_lociStitched	chr6	139693199	139697588	2	4149	12723.711	214	1	CITED2		CITED2	CITED2	1.2444	214	1
4_MACS_peak_6122_lociStitched	chr15	31636986	31641579	4	4146	12239.4264	215	1	KLF13		KLF13	KLF13	1.1912	215	1
6_MACS_peak_3982_lociStitched	chr12	9881704	9886186	6	4140	7362.1332	216	1	CLECL1	CD69	CLECL1	CLECL1	0.7368	216	1
1_MACS_peak_16427_lociStitched	chr5	142781406	142785539	1	4134	14616.7678	217	1	NR3C1		NR3C1	NR3C1	0.2134	217	1
3_MACS_peak_14604_lociStitched	chr3	186781079	186785286	3	4124	12794.3284	218	1	ST6GAL1		ST6GAL1	ST6GAL1	0.5983	218	1
3_MACS_peak_16247_lociStitched	chr5	131760378	131764881	3	4119	8681.784	219	1	C5orf56		C5orf56	C5orf56	0.9628	219	1
2_MACS_peak_7460_lociStitched	chr16	56964206	56968432	2	4116	11221.2978	220	1	HERPUD1	CETP	HERPUD1	HERPUD1	0.6828	220	1
2_MACS_peak_13990_lociStitched	chr3	104238006	104242176	2	4115	10141.023	221	1			MIR548A3	MIR548A3	NONE	221	1
3_MACS_peak_11302_lociStitched	chr2	136872767	136877281	3	4106	17808.1814	222	1	CXCR4		CXCR4	CXCR4	1.6617	222	1
1_MACS_peak_13642_lociStitched	chr3	45634913	45639013	1	4101	9725.61	223	1	LIMD1		LIMD1	LIMD1	0.3766	223	1
2_MACS_peak_17582_lociStitched	chr6	106545141	106549634	2	4089	6281.6633	224	1	PRDM1		PRDM1	PRDM1	1.2509	224	1
1_MACS_peak_16073_lociStitched	chr5	95294763	95298850	1	4088	31194.4362	225	1	ELL2		ELL2	ELL2	0.5782	225	1
1_MACS_peak_13455_lociStitched	chr3	15835702	15839781	1	4080	14601.5963	226	1	ANKRD28	ANKRD28	ANKRD28	ANKRD28	0.2019	226	1
1_MACS_peak_3731_lociStitched	chr11	118305643	118309699	1	4057	13351.1352	227	1	MLL	ATP5L	MLL	ATP5L	0.8646	227	1
1_MACS_peak_7828_lociStitched	chr17	7744642	7748694	1	4053	17230.3196	228	1	KDM6B	TMEM88,CYB5D1,CHD3,LSMD1	KDM6B	KDM6B	1.0509	228	1
2_MACS_peak_16101_lociStitched	chr5	100235412	100239470	2	4053	7443.9952	229	1	ST8SIA4		ST8SIA4	ST8SIA4	0.2839	229	1
5_MACS_peak_16979_lociStitched	chr6	26196032	26200468	5	4049	7233.7852	230	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H1E	0.8476	230	1
3_MACS_peak_3446_lociStitched	chr11	73690876	73695080	3	4045	9919.338	231	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	0.8135	231	1
1_MACS_peak_18948_lociStitched	chr7	139474614	139478654	1	4041	17539.66	232	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.3585	232	1
1_MACS_peak_9676_lociStitched	chr19	18389722	18393756	1	4035	38253.2118	233	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	3.3516	233	1
4_MACS_peak_1320_lociStitched	chr1	159043335	159048072	4	4035	9136.2519	234	1	AIM2		AIM2	AIM2	0.5769	234	1
2_MACS_peak_9516_lociStitched	chr19	12721032	12725499	2	4034	16770.4581	235	1	ZNF791,ZNF490		ZNF791	ZNF791	0.6899	235	1
6_MACS_peak_4859_lociStitched	chr12	122237746	122242542	6	4034	17363.918	236	1	LOC338799	SETD1B,RHOF	LOC338799	LOC338799	1.1369	236	1
3_MACS_peak_2146_lociStitched	chr10	31607141	31611183	3	4014	8399.6802	237	1	ZEB1,LOC220930		ZEB1	ZEB1	0.0858	237	1
3_MACS_peak_17457_lociStitched	chr6	74229409	74233877	3	4009	14008.9672	238	1	EEF1A1		EEF1A1	EEF1A1	1.0843	238	1
4_MACS_peak_17661_lociStitched	chr6	114175754	114180133	4	4008	9212.9781	239	1	MARCKS	FLJ34503	MARCKS	MARCKS	0.6543	239	1
4_MACS_peak_16564_lociStitched	chr5	162930137	162934615	4	4006	10963.9352	240	1	MAT2B	HMMR,NUDCD2	MAT2B	MAT2B	0.5813	240	1
1_MACS_peak_11348_lociStitched	chr2	158324293	158328294	1	4002	10354.1879	241	1		CYTIP	CYTIP	CYTIP	1.1119	241	1
1_MACS_peak_12635_lociStitched	chr21	43481105	43485096	1	3992	11859.2565	242	1	UMODL1	C21orf121,UMODL1,C21orf128	UMODL1	UMODL1	0.2864	242	1
4_MACS_peak_15767_lociStitched	chr5	55707770	55712495	4	3990	9213.2775	243	1			ANKRD55	ANKRD55	NONE	243	1
3_MACS_peak_3669_lociStitched	chr11	111285225	111289637	3	3986	14408.2684	244	1		POU2AF1	POU2AF1	POU2AF1	1.6825	244	1
4_MACS_peak_12912_lociStitched	chr22	24828676	24833066	4	3985	9785.749	245	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.031	245	1
1_MACS_peak_9948_lociStitched	chr19	42617644	42621610	1	3967	10242.9882	246	1	POU2F2	ZNF574,GRIK5,MIR4323	POU2F2	MIR4323	0.8929	246	1
2_MACS_peak_3175_lociStitched	chr11	62606335	62610368	2	3963	12176.8369	247	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	WDR74	1.4274	247	1
1_MACS_peak_8792_lociStitched	chr17	79478684	79482638	1	3955	9167.349	248	1	ACTG1	FSCN2,C17orf70	ACTG1	ACTG1	0.9779	248	1
6_MACS_peak_2719_lociStitched	chr10	125823856	125828821	6	3952	6681.897	249	1	CHST15		CHST15	CHST15	0.4772	249	1
2_MACS_peak_19025_lociStitched	chr7	150100675	150104830	2	3951	9350.412	250	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	1.0364	250	1
1_MACS_peak_12943_lociStitched	chr22	29194223	29198167	1	3945	23182.4376	251	1	XBP1	CCDC117	XBP1	XBP1	1.7821	251	1
4_MACS_peak_19276_lociStitched	chr8	52810100	52814236	4	3942	10220.8832	252	1	PCMTD1		PCMTD1	PCMTD1	0.2299	252	1
4_MACS_peak_11378_lociStitched	chr2	165615558	165619753	4	3933	7305.5925	253	1	COBLL1		SNORA70F	SNORA70F	NONE	253	1
1_MACS_peak_6792_lociStitched	chr15	85871552	85875482	1	3931	11578.566	254	1		AKAP13	AKAP13	AKAP13	0.2652	254	1
2_MACS_peak_12671_lociStitched	chr21	44730797	44734953	2	3927	14718.474	255	1			SIK1	SIK1	5.0143	255	1
1_MACS_peak_15525_lociStitched	chr4	185393189	185397111	1	3923	14704.3624	256	1	IRF2		IRF2	IRF2	0.4752	256	1
2_MACS_peak_6118_lociStitched	chr15	31555171	31559483	2	3920	10988.7008	257	1			KLF13	KLF13	1.1912	257	1
3_MACS_peak_362_lociStitched	chr1	28572677	28576794	3	3919	6643.1912	258	1		ATPIF1,SESN2,DNAJC8	SESN2	ATPIF1	0.3004	258	1
2_MACS_peak_6801_lociStitched	chr15	86124666	86128834	2	3917	8922.0208	259	1	AKAP13		AKAP13	AKAP13	0.2652	259	1
3_MACS_peak_5617_lociStitched	chr14	64968219	64972335	3	3913	20319.4572	260	1	ZBTB1,ZBTB25	AKAP5,HSPA2,C14orf50	ZBTB25	ZBTB25	0.8841	260	1
1_MACS_peak_3735_lociStitched	chr11	118659364	118663269	1	3906	24553.859	261	1	DDX6		DDX6	DDX6	0.5751	261	1
4_MACS_peak_346_lociStitched	chr1	28198973	28203231	4	3899	10117.008	262	1	C1orf38	PPP1R8,SCARNA1,RPA2	C1orf38	C1orf38	0.8053	262	1
5_MACS_peak_1155_lociStitched	chr1	150581435	150586116	5	3898	9890.0168	263	1		MCL1,ENSA	ENSA	MCL1	1.5016	263	1
3_MACS_peak_19645_lociStitched	chr8	126294573	126298585	3	3888	7600.3328	264	1	NSMCE2		TRIB1	TRIB1	4.516	264	1
1_MACS_peak_15921_lociStitched	chr5	75696988	75700870	1	3883	25694.958	265	1	IQGAP2		IQGAP2	IQGAP2	0.2948	265	1
2_MACS_peak_97_lociStitched	chr1	6660499	6664524	2	3882	10363.9725	266	1	KLHL21	TAS1R1,ZBTB48,PHF13,THAP3,NOL9	KLHL21	KLHL21	0.5865	266	1
1_MACS_peak_12682_lociStitched	chr21	44828980	44832857	1	3878	13133.3375	267	1		C21orf125,SIK1	SIK1	SIK1	5.0143	267	1
2_MACS_peak_6889_lociStitched	chr15	94772407	94776300	2	3878	16296.098	268	1			MCTP2	MCTP2	NONE	268	1
2_MACS_peak_8517_lociStitched	chr17	61775277	61779167	2	3874	10334.174	269	1	LIMD2	STRADA	LIMD2	LIMD2	1.0245	269	1
2_MACS_peak_12584_lociStitched	chr21	36258762	36262763	2	3868	13352.1372	270	1	RUNX1		RUNX1	RUNX1	0.2431	270	1
1_MACS_peak_9958_lociStitched	chr19	42771602	42775468	1	3867	18297.778	271	1		ZNF526,CIC,PRR19,TMEM145,DEDD2,GSK3A,ERF,PAFAH1B3	ERF	ERF	0.7461	271	1
1_MACS_peak_5789_lociStitched	chr14	90082409	90086272	1	3864	9449.2843	272	1	FOXN3	PRO1768	FOXN3	FOXN3	0.16	272	1
2_MACS_peak_5517_lociStitched	chr14	50466848	50470801	2	3861	8735.3394	273	1	C14orf182		C14orf182	C14orf182	0.3548	273	1
4_MACS_peak_10403_lociStitched	chr2	20405139	20409201	4	3856	6162.054	274	1	SDC1		SDC1	SDC1	0.8755	274	1
2_MACS_peak_12518_lociStitched	chr21	30670564	30674482	2	3851	27526.6926	275	1	BACH1	BACH1	BACH1	BACH1	0.6563	275	1
1_MACS_peak_15779_lociStitched	chr5	56109835	56113682	1	3848	19044.1888	276	1	MAP3K1		MAP3K1	MAP3K1	0.3976	276	1
1_MACS_peak_19962_lociStitched	chr9	20620607	20624450	1	3844	12279.5379	277	1	MLLT3	KIAA1797	MLLT3	MLLT3	0.266	277	1
2_MACS_peak_2281_lociStitched	chr10	70846668	70850510	2	3840	9377.9378	278	1	SRGN	VPS26A	SRGN	SRGN	0.4403	278	1
2_MACS_peak_14483_lociStitched	chr3	176913272	176917130	2	3839	12999.1452	279	1	TBL1XR1		TBL1XR1	TBL1XR1	0.1769	279	1
2_MACS_peak_18025_lociStitched	chr6	163834052	163837935	2	3838	11664.1437	280	1	QKI,LOC100526820		QKI	QKI	0.1343	280	1
2_MACS_peak_2250_lociStitched	chr10	63808047	63811869	2	3819	11939.5458	281	1	ARID5B		ARID5B	ARID5B	0.1501	281	1
1_MACS_peak_7799_lociStitched	chr17	6915248	6919063	1	3816	10945.998	282	1	RNASEK,C17orf49	ALOX12,BCL6B,SLC16A13,MIR195,MIR497,SLC16A11	C17orf49	MIR195	0.9797	282	1
3_MACS_peak_12549_lociStitched	chr21	34608517	34612592	3	3816	7616.99	283	1	IFNAR2	IL10RB	IFNAR2	IFNAR2	0.6147	283	1
2_MACS_peak_2067_lociStitched	chr10	17269391	17273314	2	3813	14265.5972	284	1	VIM	TRDMT1	VIM	VIM	0.8671	284	1
3_MACS_peak_9233_lociStitched	chr19	2081802	2085936	3	3813	8580.5304	285	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MKNK2	1.2783	285	1
1_MACS_peak_685_lociStitched	chr1	59247630	59251438	1	3809	17354.96	286	1	LOC100131060,JUN		JUN	JUN	1.3843	286	1
1_MACS_peak_16700_lociStitched	chr5	179245300	179249107	1	3808	30205.8801	287	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	SQSTM1	0.9861	287	1
1_MACS_peak_20965_lociStitched	chrX	48793989	48797792	1	3804	7709.8219	288	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	0.6373	288	1
1_MACS_peak_7138_lociStitched	chr16	11889437	11893230	1	3794	18015.9914	289	1	ZC3H7A	BCAR4	ZC3H7A	ZC3H7A	0.7327	289	1
2_MACS_peak_2109_lociStitched	chr10	23727469	23731600	2	3792	25075.17	290	1	OTUD1		OTUD1	OTUD1	2.0097	290	1
4_MACS_peak_14595_lociStitched	chr3	186703568	186708014	4	3790	7266.0978	291	1	ST6GAL1	ST6GAL1	ST6GAL1	ST6GAL1	0.5983	291	1
1_MACS_peak_12642_lociStitched	chr21	43652076	43655859	1	3784	19972.3485	292	1	ABCG1		ABCG1	ABCG1	0.4195	292	1
2_MACS_peak_16619_lociStitched	chr5	173215594	173219538	2	3782	8890.1704	293	1			CPEB4	CPEB4	0.4717	293	1
5_MACS_peak_2125_lociStitched	chr10	27528703	27532623	5	3772	6235.544	294	1	ACBD5	LOC387646	ACBD5	LOC387646	0.3132	294	1
1_MACS_peak_15727_lociStitched	chr5	43017332	43021098	1	3767	9316.3308	295	1	LOC648987	LOC153684,C5orf39,LOC100132356	LOC648987	C5orf39	1.0008	295	1
1_MACS_peak_12695_lociStitched	chr21	44875617	44879376	1	3760	14858.5752	296	1		C21orf125,SIK1,C21orf84	C21orf125	SIK1	5.0143	296	1
4_MACS_peak_9236_lociStitched	chr19	2086534	2090643	4	3760	8369.2112	297	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MKNK2	1.2783	297	1
1_MACS_peak_11022_lociStitched	chr2	89156847	89160604	1	3758	13427.8937	298	1			ANKRD36BP2	ANKRD36BP2	0.2816	298	1
4_MACS_peak_10963_lociStitched	chr2	87783690	87788016	4	3756	6983.8944	299	1	NCRNA00152		NCRNA00152	NCRNA00152	0.904	299	1
2_MACS_peak_2228_lociStitched	chr10	52381714	52385465	2	3750	8443.501	300	1	SGMS1		SGMS1	SGMS1	0.0833	300	1
1_MACS_peak_6047_lociStitched	chr14	106326639	106330384	1	3746	21338.6355	301	1			KIAA0125	KIAA0125	NONE	301	1
3_MACS_peak_9951_lociStitched	chr19	42633488	42637565	3	3746	7682.6988	302	1	POU2F2	MIR4323	POU2F2	MIR4323	0.8929	302	1
2_MACS_peak_11310_lociStitched	chr2	137138385	137142254	2	3745	13569.7437	303	1			CXCR4	CXCR4	1.6617	303	1
3_MACS_peak_13496_lociStitched	chr3	25821685	25825854	3	3745	8551.0359	304	1	NGLY1	OXSM	NGLY1	OXSM	0.3927	304	1
1_MACS_peak_12705_lociStitched	chr21	45283920	45287660	1	3741	11287.694	305	1	AGPAT3		AGPAT3	AGPAT3	0.2578	305	1
1_MACS_peak_20327_lociStitched	chr9	100744517	100748253	1	3737	19266.552	306	1	ANP32B	HEMGN	ANP32B	HEMGN	0.6511	306	1
2_MACS_peak_16498_lociStitched	chr5	154133658	154137390	2	3733	13802.0556	307	1	LARP1		LARP1	LARP1	0.2498	307	1
1_MACS_peak_10065_lociStitched	chr19	47614025	47617752	1	3728	28911.0844	308	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.6002	308	1
1_MACS_peak_16594_lociStitched	chr5	172196384	172200107	1	3724	36869.9859	309	1	DUSP1		DUSP1	DUSP1	3.4509	309	1
1_MACS_peak_19524_lociStitched	chr8	102215602	102219324	1	3723	10919.2314	310	1	ZNF706		ZNF706	ZNF706	0.7527	310	1
2_MACS_peak_17527_lociStitched	chr6	90060023	90063770	2	3722	17975.4831	311	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.765	311	1
2_MACS_peak_3379_lociStitched	chr11	68605930	68609700	2	3720	8846.305	312	1	CPT1A		CPT1A	CPT1A	0.3159	312	1
1_MACS_peak_13340_lociStitched	chr3	9437325	9441032	1	3708	15299.5304	313	1	SETD5,LOC440944	THUMPD3	LOC440944	LOC440944	1.0025	313	1
1_MACS_peak_15211_lociStitched	chr4	103746506	103750211	1	3706	16870.347	314	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.5069	314	1
4_MACS_peak_13253_lociStitched	chr22	48492516	48496615	4	3704	8305.8037	315	1			MIR3201	MIR3201	NONE	315	1
1_MACS_peak_3424_lociStitched	chr11	72851608	72855307	1	3700	8153.3358	316	1	FCHSD2		FCHSD2	FCHSD2	0.1587	316	1
1_MACS_peak_4648_lociStitched	chr12	104321722	104325414	1	3693	12316.8812	317	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	GNN	0.2283	317	1
1_MACS_peak_10191_lociStitched	chr19	54692516	54696205	1	3690	12821.1195	318	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	TSEN34	0.9858	318	1
3_MACS_peak_17350_lociStitched	chr6	44230129	44233953	3	3690	8886.5936	319	1	NFKBIE	SLC29A1,HSP90AB1,TMEM151B,SLC35B2,TCTE1,AARS2	NFKBIE	HSP90AB1	0.6852	319	1
3_MACS_peak_7838_lociStitched	chr17	8056997	8060769	3	3683	11718.4724	320	1		MIR3676,ALOXE3,HES7,PER1,VAMP2,TMEM107,C17orf59	PER1	VAMP2	1.7925	320	1
6_MACS_peak_15073_lociStitched	chr4	77117142	77121828	6	3677	6056.1864	321	1	SCARB2	NUP54	SCARB2	SCARB2	0.3642	321	1
3_MACS_peak_20240_lociStitched	chr9	88966037	88969965	3	3674	7288.404	322	1	ZCCHC6		ZCCHC6	ZCCHC6	0.2674	322	1
4_MACS_peak_14700_lociStitched	chr3	197460482	197464520	4	3671	12587.6574	323	1	KIAA0226	FYTTD1	KIAA0226	KIAA0226	0.3907	323	1
3_MACS_peak_16517_lociStitched	chr5	156911591	156915399	3	3659	8545.9136	324	1	ADAM19	NIPAL4	NIPAL4	NIPAL4	0.2239	324	1
3_MACS_peak_9316_lociStitched	chr19	4063891	4067765	3	3652	8047.0728	325	1	ZBTB7A		ZBTB7A	ZBTB7A	0.4655	325	1
1_MACS_peak_2885_lociStitched	chr11	7532271	7535918	1	3648	15740.452	326	1	OLFML1,PPFIBP2		PPFIBP2	PPFIBP2	0.3097	326	1
2_MACS_peak_15745_lociStitched	chr5	49961258	49964908	2	3648	19231.12	327	1	PARP8		PARP8	PARP8	0.1844	327	1
2_MACS_peak_14852_lociStitched	chr4	22694570	22698416	2	3643	7110.1002	328	1	GBA3		GBA3	GBA3	0.2236	328	1
1_MACS_peak_6885_lociStitched	chr15	93425033	93428665	1	3633	45877.9712	329	1	LOC100507217	CHD2,MIR3175	LOC100507217	MIR3175	2.5215	329	1
2_MACS_peak_12859_lociStitched	chr22	23241240	23245182	2	3631	8485.9434	330	1		IGLL5	IGLL5	IGLL5	3.0577	330	1
1_MACS_peak_13992_lociStitched	chr3	105085455	105089084	1	3630	18005.6464	331	1	ALCAM		ALCAM	ALCAM	0.1524	331	1
2_MACS_peak_15149_lociStitched	chr4	89849330	89853152	2	3629	6392.295	332	1	FAM13A		FAM13A	FAM13A	0.1203	332	1
1_MACS_peak_6314_lociStitched	chr15	46441195	46444819	1	3625	13774.4616	333	1			SQRDL	SQRDL	NONE	333	1
2_MACS_peak_11420_lociStitched	chr2	173419382	173423091	2	3623	8645.679	334	1	PDK1		PDK1	PDK1	0.4261	334	1
2_MACS_peak_15993_lociStitched	chr5	88027301	88031266	2	3623	7253.1745	335	1	MEF2C	LOC645323	LOC645323	LOC645323	0.099	335	1
2_MACS_peak_16165_lociStitched	chr5	114877148	114880773	2	3622	15192.7375	336	1	FEM1C		FEM1C	FEM1C	0.5406	336	1
3_MACS_peak_7241_lociStitched	chr16	22200352	22204160	3	3618	11402.2944	337	1		EEF2K	EEF2K	EEF2K	0.1323	337	1
2_MACS_peak_6817_lociStitched	chr15	89164327	89168410	2	3614	11323.3839	338	1	AEN	MIR1179,MIR7-2,ISG20	AEN	ISG20	1.7364	338	1
6_MACS_peak_11156_lociStitched	chr2	112193099	112197278	6	3607	5695.1412	339	1	LOC541471		LOC541471	LOC541471	0.4074	339	1
3_MACS_peak_6804_lociStitched	chr15	86233015	86236638	3	3606	5637.0257	340	1	AKAP13		AKAP13	AKAP13	0.2652	340	1
1_MACS_peak_12666_lociStitched	chr21	44596305	44599904	1	3600	20898.6732	341	1		CRYAA	CRYAA	CRYAA	1.8793	341	1
1_MACS_peak_15923_lociStitched	chr5	75841539	75845137	1	3599	11917.6554	342	1	IQGAP2		F2RL2	F2RL2	0.0892	342	1
2_MACS_peak_2797_lociStitched	chr11	267515	271152	2	3598	11683.8625	343	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM1	1.537	343	1
1_MACS_peak_17521_lociStitched	chr6	89789269	89792863	1	3595	29782.7592	344	1	PNRC1	SRSF12	PNRC1	PNRC1	2.1723	344	1
2_MACS_peak_4405_lociStitched	chr12	57913461	57917088	2	3594	7417.5777	345	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	0.6701	345	1
1_MACS_peak_17544_lociStitched	chr6	96024215	96027802	1	3588	9568.3225	346	1	MANEA		MANEA	MANEA	0.3246	346	1
2_MACS_peak_16837_lociStitched	chr6	7915315	7918904	2	3582	11248.6438	347	1	MUTED-TXNDC5	TXNDC5	TXNDC5	TXNDC5	1.7383	347	1
6_MACS_peak_2748_lociStitched	chr10	126428975	126433365	6	3577	5700.415	348	1	FAM53B	METTL10	FAM53B	FAM53B	0.331	348	1
3_MACS_peak_2634_lociStitched	chr10	111967768	111972095	3	3575	10713.652	349	1	MXI1	MXI1	MXI1	MXI1	0.2283	349	1
