GENE_ID	locusLine	bin_1_RPMI8226_jia.bam
NM_001837	chr3(.):46278871-46313197	0.0729
NM_003965	chr3(.):46443720-46456014	0.1769
NM_001199149	chr3(.):46472495-46510161	0.0903
NM_002343	chr3(.):46472495-46511598	0.0909
NM_001100168	chr3(.):46406632-46422697	0.5116
NM_001130910	chr3(.):46444048-46456014	0.1789
NM_003212	chr3(.):46614075-46628952	0.1315
NM_001174136	chr3(.):46611044-46628952	0.1198
NM_024512	chr3(.):46551877-46613011	0.3237
NM_031440	chr3(.):46534484-46547439	0.4797
NM_016173	chr3(.):50601908-50627421	0.3312
NM_001171743	chr3(.):50590455-50610223	0.3923
NM_013324	chr3(.):50638884-50654262	0.755
NM_001171741	chr3(.):50590455-50613458	0.3557
NM_004635	chr3(.):50649600-50691719	0.2271
NM_017442	chr3(.):52250097-52265179	0.501
NM_199166	chr3(.):52227115-52253343	0.2445
NM_007284	chr3(.):52257625-52278183	1.1738
NM_144641	chr3(.):52275224-52289615	0.2283
NM_000688	chr3(.):52227143-52253343	0.2445
NR_026699	chr3(.):52316835-52334272	0.4766
NR_029677	chr3(.):52323234-52333324	0.123
NR_029660	chr3(.):52297293-52307377	0.1423
NR_024615	chr3(.):55686242-55698497	1.0306
NM_198195	chr3(.):69098880-69134524	0.6163
NM_006407	chr3(.):69129089-69160239	1.0711
NM_198271	chr3(.):69151038-69176746	0.0624
NR_036087	chr3(.):69093108-69103186	0.4351
NM_006100	chr3(.):98446571-98518236	0.5992
NM_175862	chr3(.):121769220-121844983	0.2096
NM_006889	chr3(.):121791749-121844983	0.2677
NM_001127196	chr3(.):128881657-128907810	0.6919
NM_020701	chr3(.):128841258-128885073	0.2183
NM_020187	chr3(.):128992683-129029135	0.2033
NM_001006109	chr3(.):128992816-129029135	0.2032
NM_006026	chr3(.):129028613-129040120	1.0279
NR_026991	chr3(.):129030113-129048412	0.6467
NM_001145417	chr3(.):135862759-135918310	0.569
NM_018133	chr3(.):135862759-135919688	0.5583
NM_014779	chr3(.):150121787-150182615	0.717
NM_032025	chr3(.):150259573-150308803	0.5792
NM_014445	chr3(.):150254779-150269428	1.5593
NR_027037	chr3(.):151975404-151992415	1.6521
NR_034008	chr3(.):156802669-156823924	1.4835
NR_034007	chr3(.):156794455-156845791	0.7074
NM_173084	chr3(.):160148290-160172626	0.3343
NR_029663	chr3(.):160117375-160127473	2.2532
NM_005496	chr3(.):160113346-160157741	0.6851
NM_001002800	chr3(.):160112429-160157741	0.674
NR_029525	chr3(.):160117532-160127613	2.1355
NM_006241	chr3(.):195236220-195275224	0.4731
NM_005781	chr3(.):195585235-195640880	0.6785
NM_001010938	chr3(.):195585235-195627432	0.2318
NM_198565	chr3(.):196361655-196393874	0.9683
NM_020859	chr4(.):77351252-77709405	0.1011
NM_144571	chr4(.):78629540-78745544	0.1698
NM_198281	chr4(.):90160428-90234161	0.4711
NM_003728	chr4(.):96078655-96475361	0.073
NM_001102406	chr4(.):113213498-113368764	0.0606
NR_033182	chr4(.):1160639-1207634	0.4473
NM_001199021	chr4(.):1155720-1207750	0.4229
NM_002938	chr4(.):2465794-2522586	0.2927
NM_020972	chr4(.):2266323-2425370	0.1809
NM_001172657	chr4(.):2326979-2425370	0.2361
NM_001172660	chr4(.):2325305-2371604	0.0803
NM_001172658	chr4(.):2325305-2425370	0.2332
NM_016531	chr4(.):38660789-38708129	0.4549
NR_026804	chr4(.):38609321-38671249	0.3364
NM_001098634	chr4(.):40420271-40636883	0.1301
NM_004310	chr4(.):40193526-40251281	0.2101
NM_001130017	chr4(.):76927336-77038955	0.126
NM_198892	chr4(.):79692531-79838341	0.1619
NM_001166693	chr4(.):87851153-88067206	0.1907
NM_001130721	chr4(.):110965228-111124771	0.1952
NM_024090	chr4(.):110965228-111124820	0.1952
NM_057175	chr4(.):140217675-140316935	0.1345
NM_002039	chr4(.):144252982-144400718	0.2224
NM_153343	chr4(.):185004858-185144114	0.0637
NM_002199	chr4(.):185303875-185400726	0.6713
NM_012445	chr4(.):1155720-1171657	0.3669
NM_001128325	chr4(.):1155720-1171999	0.3616
NR_033339	chr4(.):1238227-1251795	2.1769
NM_001012614	chr4(.):1200227-1247908	0.8782
NM_001193282	chr4(.):2415700-2469690	0.2093
NR_026892	chr4(.):7750816-7785654	0.521
NM_001775	chr4(.):15774930-15855706	0.1921
NM_031889	chr4(.):71489460-71517536	0.0561
NM_144646	chr4(.):71516257-71537348	0.8413
NM_020368	chr4(.):71549195-71561268	0.4615
NM_014961	chr4(.):71582695-71664274	0.0742
NM_001130709	chr4(.):71565653-71660614	0.1703
NM_018115	chr4(.):76866067-76917113	0.0662
NM_002416	chr4(.):76917622-76933641	0.1807
NM_001565	chr4(.):76937270-76949650	0.3996
NM_001179	chr4(.):76990862-77038955	0.0472
NM_005409	chr4(.):76949839-76962350	0.0967
NM_001042784	chr4(.):77229191-77333458	0.0446
NM_020236	chr4(.):78778804-78878944	0.0631
NM_017593	chr4(.):79692531-79805594	0.196
NM_144645	chr4(.):87792357-87818575	0.0561
NM_183049	chr4(.):91754641-91765269	0.0579
NM_025212	chr4(.):105388342-105417467	0.4829
NM_018569	chr4(.):113147894-113196211	0.1532
NM_052864	chr4(.):113191781-113212059	0.8933
NM_001184988	chr4(.):140206070-140228705	0.4969
NM_001184986	chr4(.):140206070-140227364	0.5216
NM_002494	chr4(.):140206070-140227388	0.521
NM_032623	chr4(.):140182316-140206492	0.1241
NM_001005217	chr4(.):190940522-190953412	0.4537
NM_001127388	chr4(.):191006865-191018476	0.8845
NM_001127389	chr4(.):191003565-191015176	1.3076
NM_001127389	chr4(.):191000272-191011883	1.3964
NM_001127388	chr4(.):190987092-190998703	1.3049
NM_001127389	chr4(.):190993678-191005289	1.3487
NM_001127389	chr4(.):190990385-191001996	1.3233
NM_033178	chr4(.):191000266-191011883	1.3975
NM_033178	chr4(.):191006859-191018476	0.8855
NM_001177376	chr4(.):190996978-191008583	1.3801
NM_012147	chr4(.):191006936-191018476	0.881
NM_012147	chr4(.):191003636-191015176	1.2979
NM_012147	chr4(.):191000343-191011883	1.3958
NM_012147	chr4(.):190993749-191005289	1.3478
NM_012147	chr4(.):190990456-191001996	1.3134
NM_012147	chr4(.):190983866-190995406	1.0105
NM_024715	chr5(.):134204459-134242323	0.6228
NM_001104631	chr5(.):58259865-59194621	0.1279
NM_006203	chr5(.):58259865-58887324	0.1543
NM_001165899	chr5(.):58259865-59788925	0.104
NM_001197218	chr5(.):58259865-59069438	0.1369
NM_002372	chr5(.):109020155-109208429	0.2481
NM_015071	chr5(.):142145291-142613572	0.1966
NM_020928	chr5(.):60623099-60846999	0.2467
NM_024717	chr5(.):94037288-94625279	0.0992
NM_001002796	chr5(.):94037288-94422545	0.1004
NM_022464	chr5(.):138277409-138539065	0.1403
NM_007118	chr5(.):14138828-14514458	0.2806
NM_016279	chr5(.):26875708-27043689	0.0776
NM_152756	chr5(.):38933021-39079501	0.5532
NM_024669	chr5(.):55390506-55534186	0.6307
NM_022913	chr5(.):56464774-56565506	0.3174
NM_001127235	chr5(.):56466274-56565506	0.3208
NM_001197222	chr5(.):58259865-58340339	0.4734
NM_001197220	chr5(.):58259865-58576945	0.2312
NM_001197219	chr5(.):58259865-58657727	0.2004
NR_015436	chr5(.):87831596-87985620	0.2667
NR_027435	chr5(.):90671163-90721532	0.4692
NM_005575	chr5(.):96266345-96370115	0.2883
NM_175920	chr5(.):96289155-96370115	0.0884
NM_001077654	chr5(.):118599417-118735294	0.2732
NM_001038702	chr5(.):130594701-130735382	0.2212
NM_003060	chr5(.):131700400-131736306	0.2447
NM_001020825	chr5(.):142652495-142788254	0.2972
NM_001018076	chr5(.):142652495-142789045	0.2959
NM_001018075	chr5(.):142652495-142820077	0.2567
NM_004045	chr5(.):151117382-151143210	0.8297
NM_001037332	chr5(.):156688186-156827606	0.1391
NM_001037333	chr5(.):156688090-156827606	0.139
NM_138379	chr5(.):156341292-156395266	0.3334
NM_014376	chr5(.):156691361-156827606	0.141
NM_001199382	chr5(.):158579416-158639656	0.3256
NM_144726	chr5(.):158579416-158639834	0.3247
NM_001199381	chr5(.):158579416-158640140	0.3237
NM_001199383	chr5(.):158579416-158641563	0.3178
NM_001199380	chr5(.):158579416-158642061	0.3159
NM_003714	chr5(.):172736725-172761506	0.6842
NM_001167579	chr5(.):176806431-176822514	0.1433
NM_002406	chr5(.):180212540-180235048	0.8003
NM_001114619	chr5(.):180212540-180235902	0.8167
NM_001114618	chr5(.):180212540-180241817	1.0965
NM_001114617	chr5(.):180212540-180242137	1.0857
NM_033120	chr5(.):1004167-1043925	0.5974
NM_006598	chr5(.):1045488-1117172	0.2437
NM_001193376	chr5(.):1248286-1300162	0.1099
NM_030782	chr5(.):1312999-1350002	0.8428
NM_032479	chr5(.):1793498-1804956	1.1877
NM_004553	chr5(.):1796495-1821167	0.531
NM_006713	chr5(.):32580604-32609185	0.4578
NM_000958	chr5(.):40675031-40698837	0.7325
NR_034127	chr5(.):43060288-43072073	2.1219
NM_001014279	chr5(.):43034181-43045447	3.6685
NR_034085	chr5(.):43011149-43023913	2.2621
NR_015447	chr5(.):43037235-43050370	3.1459
NR_034086	chr5(.):43009830-43023913	2.6227
NM_002184	chr5(.):55225924-55295821	0.4386
NM_005921	chr5(.):56105899-56196978	0.5062
NM_001127236	chr5(.):56504900-56565506	0.1129
NM_001197223	chr5(.):58259865-58300759	0.0882
NM_152405	chr5(.):78526924-78628038	0.3191
NR_024384	chr5(.):87955262-87974146	1.6323
NR_024383	chr5(.):87955262-87979262	1.312
NR_030741	chr5(.):87957670-87967757	0.5299
NM_020801	chr5(.):90659540-90684149	0.8789
NM_005668	chr5(.):100137638-100243987	0.4244
NM_175052	chr5(.):100216014-100243970	1.2455
NM_014819	chr5(.):108665409-108750675	0.2713
NR_036052	chr5(.):118305280-118315362	0.0806
NM_014350	chr5(.):118686595-118735294	0.1484
NR_037500	chr5(.):131696181-131706291	0.4131
NM_002198	chr5(.):131812300-131831465	1.1165
NM_001013717	chr5(.):131741672-131803059	1.4611
NM_000879	chr5(.):131872135-131884214	0.084
NM_001135586	chr5(.):134176657-134200425	0.3345
NM_152409	chr5(.):134176369-134200425	0.3316
NM_032151	chr5(.):134235809-134303336	0.3015
NM_001194955	chr5(.):138624438-138672366	0.2631
NM_018834	chr5(.):138624332-138672366	0.2629
NM_001194954	chr5(.):138604440-138672366	0.3331
NR_002915	chr5(.):138609468-138619668	0.4999
NR_003141	chr5(.):138604440-138620317	0.607
NR_036536	chr5(.):138604440-138623873	0.5121
NM_016480	chr5(.):138672518-138710409	0.1825
NM_194296	chr5(.):138727455-138744776	1.2573
NM_152686	chr5(.):138740891-138780214	0.2892
NM_152685	chr5(.):138697884-138724039	0.1785
NM_001033112	chr5(.):138673133-138710409	0.1849
NM_001161546	chr5(.):138722634-138735885	2.7103
NM_016459	chr5(.):138718256-138730605	2.924
NM_030964	chr5(.):141684991-141709620	0.631
NM_000024	chr5(.):148201155-148213197	0.6095
NM_006058	chr5(.):150404505-150465997	0.5321
NM_001155	chr5(.):150475266-150542443	0.3563
NM_001193544	chr5(.):150475266-150526216	0.2856
NM_005754	chr5(.):151146475-151189915	0.4352
NR_002168	chr5(.):156272548-156284539	0.0825
NR_028472	chr5(.):156346099-156357013	0.9938
NM_012206	chr5(.):156451530-156490487	0.091
NM_001173393	chr5(.):156451530-156490970	0.0915
NM_032782	chr5(.):156507842-156541138	0.4492
NM_001100816	chr5(.):156560450-156574786	0.2863
NM_004270	chr5(.):156560450-156574921	0.2845
NM_004219	chr5(.):159843864-159860746	0.3557
NM_006425	chr5(.):159823647-159851168	0.3014
NR_036095	chr5(.):159896408-159906490	0.493
NR_029701	chr5(.):159907358-159917457	0.0835
NM_030627	chr5(.):173310330-173392313	0.3069
NM_017675	chr5(.):175971342-176027769	0.1804
NM_014901	chr5(.):175948699-175969421	1.1382
NM_001171976	chr5(.):175964511-176027769	0.3193
NM_002082	chr5(.):176848686-176874850	1.636
NM_203352	chr5(.):176905394-176929602	0.662
NM_030567	chr5(.):176868795-176888287	1.5166
NM_000505	chr5(.):176824138-176841577	0.6599
NM_080881	chr5(.):176878613-176904871	0.6761
NM_004395	chr5(.):176878613-176905694	0.6912
NM_001004105	chr5(.):176848686-176873354	1.318
NM_001174102	chr5(.):176870325-176888283	1.6313
NM_001029886	chr5(.):176822107-176832637	0.8506
NR_031598	chr5(.):179220277-179230346	0.2637
NM_145867	chr5(.):179215985-179228513	0.21
NM_003900	chr5(.):179242841-179270077	1.0693
NM_016175	chr5(.):179259265-179290840	0.1847
NM_054013	chr5(.):179219597-179234875	1.7101
NM_014275	chr5(.):179219597-179238952	1.5874
NM_001142298	chr5(.):179228387-179270077	1.3902
NM_001142299	chr5(.):179229002-179270077	1.4094
NR_027183	chr5(.):180251958-180267726	0.7929
NM_152283	chr5(.):180269610-180293286	0.2642
NM_206880	chr5(.):180576942-180587890	0.1483
NM_006098	chr5(.):180658927-180675906	1.2656
NM_033342	chr5(.):180625119-180637177	0.2047
NR_002591	chr5(.):180665313-180675376	2.0343
NR_002592	chr5(.):180663817-180673889	1.7132
NM_032765	chr5(.):180678385-180693119	0.8752
NM_203297	chr5(.):180615923-180632930	0.58
NM_203296	chr5(.):180615923-180636340	0.5618
NM_033549	chr5(.):180645305-180667808	0.6618
NM_020732	chr6(.):157094063-157536913	0.1676
NM_016224	chr6(.):158239293-158371109	0.2651
NM_000876	chr6(.):160385130-160532583	0.3395
NM_001195286	chr6(.):386738-416443	1.2766
NM_003913	chr6(.):4016568-4070217	0.3605
NM_001168344	chr6(.):7102829-7257213	0.2568
NM_001003699	chr6(.):7103085-7257213	0.257
NR_037616	chr6(.):7876482-8069647	0.5318
NM_002114	chr6(.):12007723-12170232	0.3901
NM_004973	chr6(.):15241526-15527253	0.1932
NM_000332	chr6(.):16294342-16766721	0.2008
NM_001949	chr6(.):20397136-20498945	0.2943
NM_001080480	chr6(.):20095934-20217670	0.3455
NM_001173977	chr6(.):25274655-25625758	0.1674
NM_014641	chr6(.):30662583-30690458	0.6883
NM_172166	chr6(.):31702724-31735455	0.8686
NM_025256	chr6(.):31842536-31870464	0.434
NM_020804	chr6(.):34428904-34508000	0.2517
NM_021943	chr6(.):37782306-38127399	0.1153
NM_001193343	chr6(.):43633933-43660549	0.3848
NM_020750	chr6(.):43485067-43548812	0.1824
NM_016021	chr6(.):90031343-90067619	0.5438
NM_018013	chr6(.):107806316-107987513	0.1026
NM_020381	chr6(.):107468760-107785779	0.0561
NM_001455	chr6(.):108877068-109010971	0.4538
NM_201559	chr6(.):108876025-109010971	0.4514
NM_001010923	chr6(.):128024338-128227226	0.0965
NM_001164687	chr6(.):128024338-128244776	0.0979
NM_001143676	chr6(.):134485383-134644196	0.1766
NM_001040000	chr6(.):168222670-168370793	0.126
NM_020185	chr6(.):287100-356355	2.5724
NM_030666	chr6(.):2828733-2847081	0.2235
NR_033851	chr6(.):2849890-2881744	0.5275
NM_004155	chr6(.):2882503-2908545	0.1112
NM_001145549	chr6(.):7876482-7915310	1.5673
NM_030810	chr6(.):7876482-7916047	1.6237
NM_032744	chr6(.):11708887-11784280	0.3054
NM_005319	chr6(.):26050967-26061699	1.2013
NM_003537	chr6(.):26026816-26037288	1.1257
NM_003544	chr6(.):26022123-26032480	0.9219
NM_021062	chr6(.):26038454-26048885	0.1071
NM_003531	chr6(.):26040638-26051097	0.1022
NM_005325	chr6(.):26012259-26023040	0.0912
NM_003538	chr6(.):26016906-26027278	0.387
NM_003513	chr6(.):26028319-26038796	0.7816
NM_003529	chr6(.):26015717-26026186	0.1421
NM_003526	chr6(.):26118694-26129132	1.5084
NM_139006	chr6(.):26082508-26100469	0.1013
NM_021065	chr6(.):26194011-26204471	1.9619
NM_003530	chr6(.):26192011-26204464	1.6907
NM_138720	chr6(.):26153348-26176576	1.2563
NM_003523	chr6(.):26179023-26189458	0.3788
NM_003539	chr6(.):26183937-26194304	0.4773
NM_003545	chr6(.):26199872-26210249	1.3441
NM_021063	chr6(.):26153348-26163871	1.623
NM_005321	chr6(.):26151558-26162343	1.5433
NM_003512	chr6(.):26119372-26129918	1.4857
NM_003542	chr6(.):26099175-26109565	0.187
NM_005323	chr6(.):26102639-26113364	0.189
NM_003522	chr6(.):26194786-26205216	2.0794
NM_003518	chr6(.):26211427-26221872	0.9698
NM_021052	chr6(.):26212147-26222711	0.9547
NM_003543	chr6(.):26280353-26290727	0.8222
NM_003532	chr6(.):26220382-26230844	0.0925
NM_003524	chr6(.):26246878-26257303	0.7193
NM_003534	chr6(.):26266145-26276612	0.9134
NM_003547	chr6(.):26241838-26252205	0.6161
NM_003540	chr6(.):26235653-26246021	0.1477
NM_021018	chr6(.):26245369-26255835	0.7156
NM_005320	chr6(.):26229439-26240216	0.6827
NM_003525	chr6(.):26268203-26278640	0.9169
NM_001145008	chr6(.):26397464-26420444	0.3713
NM_001197240	chr6(.):26378328-26400100	0.6471
NM_001197247	chr6(.):26360397-26383540	0.7494
NM_001197238	chr6(.):26378323-26400100	0.6472
NM_007047	chr6(.):26360397-26383548	0.7509
NR_027795	chr6(.):26416618-26435816	0.1934
NM_001197237	chr6(.):26378438-26400100	0.6497
NM_001197248	chr6(.):26360469-26383540	0.7481
NM_001197246	chr6(.):26363405-26383540	0.5997
NR_026790	chr6(.):26516933-26532612	0.4336
NM_001732	chr6(.):26496494-26515652	0.0877
NM_006353	chr6(.):26533571-26552164	0.7868
NM_021064	chr6(.):27095816-27106314	1.55
NM_080593	chr6(.):27101071-27119637	1.311
NM_080596	chr6(.):27109907-27120346	1.13
NR_036096	chr6(.):27110404-27120467	1.1504
NM_021058	chr6(.):27095094-27105575	1.5285
NM_003495	chr6(.):27102087-27112457	1.0298
NM_021066	chr6(.):27777079-27787518	1.0644
NM_003536	chr6(.):27772841-27783314	1.4595
NM_003509	chr6(.):27770976-27781445	1.1845
NM_003519	chr6(.):27770256-27780709	1.1444
NM_003521	chr6(.):27777821-27788267	0.9883
NM_003535	chr6(.):27853092-27863570	1.4895
NM_003527	chr6(.):27856202-27866669	1.5969
NM_003520	chr6(.):27801439-27811888	1.6246
NM_003511	chr6(.):27828106-27838576	0.0991
NM_003533	chr6(.):27834622-27845099	0.072
NM_003510	chr6(.):27800657-27811117	1.6313
NM_003541	chr6(.):27793951-27804305	0.8925
NM_005322	chr6(.):27829569-27840359	0.1006
NM_033057	chr6(.):27873962-27885174	0.0591
NM_021968	chr6(.):27786902-27797258	0.611
NM_003514	chr6(.):27855476-27865963	1.5895
NM_003546	chr6(.):27835925-27846289	0.0584
NM_003587	chr6(.):30615895-30645830	0.1498
NM_001161376	chr6(.):30609815-30625987	0.579
NM_133471	chr6(.):30639165-30660672	1.3257
NM_001134870	chr6(.):30639165-30660093	1.3596
NM_007243	chr6(.):30650825-30663769	1.6551
NM_005803	chr6(.):30690510-30715453	0.3312
NM_003897	chr6(.):30705975-30717327	0.5819
NM_178014	chr6(.):30683156-30698195	1.137
NM_004847	chr6(.):31577993-31589798	1.0148
NM_001623	chr6(.):31578032-31589798	1.018
NM_032955	chr6(.):31578788-31589798	1.0839
NM_080702	chr6(.):31601804-31625477	0.4952
NM_001098534	chr6(.):31601804-31625170	0.4992
NM_021246	chr6(.):31678132-31690581	0.1377
NM_138275	chr6(.):31686160-31697851	0.2429
NR_033488	chr6(.):31649725-31675850	0.334
NM_001320	chr6(.):31628656-31642843	0.8819
NM_013974	chr6(.):31689816-31703039	0.4917
NM_025262	chr6(.):31639460-31653150	0.1315
NM_001288	chr6(.):31693357-31709341	1.9404
NM_019101	chr6(.):31618670-31630987	1.2406
NM_021184	chr6(.):31621074-31633549	1.1042
NM_001003693	chr6(.):31669683-31683372	0.57
NM_021221	chr6(.):31633727-31645227	0.3019
NM_021160	chr6(.):31649725-31676137	0.3313
NR_002971	chr6(.):31585855-31595987	0.8943
NR_024541	chr6(.):31674752-31686842	0.1436
NM_080686	chr6(.):31583449-31610554	0.4139
NM_025261	chr6(.):31681424-31694510	0.1085
NM_033177	chr6(.):31624005-31638179	1.14
NM_001199240	chr6(.):31624005-31638407	1.1233
NM_001199238	chr6(.):31624005-31638639	1.1071
NM_001199237	chr6(.):31624005-31639060	1.0795
NM_001039651	chr6(.):31725772-31737624	0.1123
NM_025258	chr6(.):31728370-31750108	0.2955
NR_002742	chr6(.):31799852-31809916	1.1798
NM_000434	chr6(.):31821828-31835709	0.481
NM_021177	chr6(.):31760173-31779743	1.1763
NR_002745	chr6(.):31798039-31808103	1.4742
NM_001178045	chr6(.):31825969-31850448	0.3335
NM_001040438	chr6(.):31797692-31812541	1.0424
NM_005345	chr6(.):31778290-31790719	0.7221
NM_005527	chr6(.):31772395-31787835	0.4915
NM_001178044	chr6(.):31825969-31851823	0.3226
NM_006295	chr6(.):31740296-31768712	1.0522
NM_005346	chr6(.):31790511-31803031	1.6609
NM_181842	chr6(.):31862393-31874769	0.9092
NR_031601	chr6(.):31919615-31929717	0.3393
NM_001178063	chr6(.):31863775-31918449	0.3027
NM_000063	chr6(.):31890265-31918449	0.0991
NM_001710	chr6(.):31908720-31924861	0.096
NM_022107	chr6(.):32153542-32168300	1.331
NM_138717	chr6(.):32116300-32136452	0.1469
NM_001136	chr6(.):32143745-32157023	0.5946
NM_004557	chr6(.):32157619-32196844	0.4954
NM_032741	chr6(.):32130982-32150888	0.4843
NM_002586	chr6(.):32147509-32162963	0.9296
NM_006913	chr6(.):32141161-32153570	0.7251
NR_003129	chr6(.):32141231-32153567	0.729
NM_030651	chr6(.):32111139-32124720	0.1848
NM_005155	chr6(.):32116621-32136452	0.1467
NM_006411	chr6(.):32130982-32148916	0.5229
NR_037169	chr6(.):32115578-32127142	0.199
NM_030652	chr6(.):32127404-32141062	0.0857
NM_006120	chr6(.):32911390-32925899	0.4201
NM_002119	chr6(.):32966959-32982389	0.0874
NM_002118	chr6(.):32897405-32913847	0.4153
NM_005104	chr6(.):32931436-32954282	1.9008
NM_001113182	chr6(.):32933664-32954282	2.092
NM_001199455	chr6(.):32934371-32954282	2.1556
NM_001199456	chr6(.):32935860-32954282	2.181
NM_080679	chr6(.):33125468-33165245	0.117
NM_001164267	chr6(.):33241879-33262304	0.2943
NM_022551	chr6(.):33234851-33249281	0.4492
NM_172209	chr6(.):33262471-33287164	1.0914
NM_004761	chr6(.):33254430-33272176	0.8631
NM_172208	chr6(.):33266409-33287164	1.1721
NM_006979	chr6(.):33163602-33177214	1.4618
NM_002931	chr6(.):33171285-33185499	0.7949
NM_003782	chr6(.):33239916-33251602	0.2585
NR_024517	chr6(.):33281334-33295793	1.2438
NM_014234	chr6(.):33167418-33179607	1.5912
NM_014260	chr6(.):33252377-33263711	0.4284
NM_021976	chr6(.):33156364-33173432	0.8355
NM_005453	chr6(.):33277181-33290512	1.2947
NM_001145338	chr6(.):33277181-33290719	1.3475
NM_022553	chr6(.):33213048-33244662	0.4627
NR_029633	chr6(.):33170611-33180721	1.0786
NM_001185181	chr6(.):33252411-33263709	0.4297
NR_001444	chr6(.):33327513-33339139	0.0886
NM_000322	chr6(.):42659332-42695358	0.0893
NM_003192	chr6(.):42707233-42718884	1.1719
NR_037141	chr6(.):42690313-42700932	0.1088
NM_015349	chr6(.):42783793-42841296	0.0776
NM_019096	chr6(.):43583217-43601936	1.1719
NM_001003690	chr6(.):43592278-43613688	1.1727
NM_014628	chr6(.):43598576-43613688	0.4343
NM_006502	chr6(.):43538877-43593260	0.1892
NM_001193341	chr6(.):43607766-43643748	0.2228
NR_024478	chr6(.):43853764-43910944	0.3779
NM_001078177	chr6(.):44186362-44206888	0.9289
NM_178148	chr6(.):44216837-44230283	0.7936
NM_001078174	chr6(.):44182241-44206888	0.9638
NM_020745	chr6(.):44261462-44286063	0.1746
NM_182539	chr6(.):44242896-44270458	0.0834
NM_001137560	chr6(.):44233479-44252182	0.1133
NM_001078175	chr6(.):44186295-44206888	0.937
NM_004556	chr6(.):44220902-44238525	1.6336
NM_007355	chr6(.):44209848-44226614	0.919
NM_002388	chr6(.):52123811-52154582	0.3253
NM_052872	chr6(.):52096483-52114298	0.0837
NM_014051	chr6(.):52530883-52556385	0.2494
NR_024403	chr6(.):52524198-52538951	1.0337
NM_001402	chr6(.):74220472-74235755	3.0574
NM_001143958	chr6(.):75957637-75999632	0.3029
NR_029466	chr6(.):75942390-75958644	0.2578
NM_002043	chr6(.):89962238-90029967	0.0952
NM_182907	chr6(.):106541814-106562811	0.573
NM_001198	chr6(.):106529194-106562814	0.7463
NM_001080450	chr6(.):107381384-107440636	0.3532
NM_006290	chr6(.):138183580-138209449	0.8768
NM_006079	chr6(.):139688396-139700785	1.2215
NM_001168389	chr6(.):139688396-139700350	1.2637
NM_001168388	chr6(.):139688396-139700499	1.2486
NR_026773	chr6(.):168180218-168202539	0.0858
NR_027906	chr6(.):168219569-168232476	0.5116
NM_001259	chr7(.):92229234-92468231	0.2477
NM_001145306	chr7(.):92229234-92470941	0.2457
NM_004289	chr7(.):26186846-26231756	0.7696
NR_033664	chr7(.):34381123-34802884	0.0995
NM_030796	chr7(.):55533305-55645200	0.6741
NM_015198	chr7(.):51078908-51389515	0.0982
NM_031468	chr7(.):71239475-71882360	0.1134
NM_001913	chr7(.):101454291-101932250	0.166
NM_182692	chr7(.):104751822-105034341	0.1751
NM_181500	chr7(.):101454302-101932250	0.166
NM_182691	chr7(.):104751822-104914477	0.1508
NM_001145354	chr7(.):130789854-131186398	0.1721
NM_001164459	chr7(.):149939300-150005069	0.1075
NM_001164458	chr7(.):149939300-150025758	0.2573
NM_001080495	chr7(.):5341422-5468177	0.4615
NM_182762	chr7(.):20169278-20262013	0.1811
NM_002214	chr7(.):20365724-20460382	0.2599
NM_006547	chr7(.):23344827-23514995	0.2994
NM_175061	chr7(.):27865192-28225437	0.1349
NR_036554	chr7(.):29720687-29787019	0.3055
NR_003502	chr7(.):32762561-32774595	1.1157
NR_036680	chr7(.):32615552-32763780	0.0605
NR_015356	chr7(.):34753473-34878943	0.2106
NM_207173	chr7(.):34692896-34922944	0.1412
NM_207172	chr7(.):34692896-34894590	0.1528
NM_004760	chr7(.):43617691-43671978	0.335
NM_002541	chr7(.):44641120-44753669	0.4563
NM_001003941	chr7(.):44641120-44721195	0.6074
NM_022748	chr7(.):47309751-47584199	0.1765
NM_006060	chr7(.):50339377-50477798	0.1218
NM_181471	chr7(.):73640831-73673738	0.2802
NM_012395	chr7(.):90333711-90844904	0.1325
NM_001190996	chr7(.):98918495-98968885	0.2389
NM_017621	chr7(.):102091666-102110321	0.3393
NM_006989	chr7(.):102215092-102262205	0.4449
NM_182931	chr7(.):104649636-104759532	0.3909
NM_001098627	chr7(.):128575771-128595088	1.5033
NM_001098630	chr7(.):128572993-128595088	1.6164
NM_032643	chr7(.):128573270-128595088	1.5996
NR_015431	chr7(.):130623918-130798562	0.2446
NR_024153	chr7(.):130623918-130796789	0.2452
NM_178563	chr7(.):134666258-134825530	0.122
NM_173680	chr7(.):150071405-150100719	0.9223
NM_003751	chr7(.):2389473-2425377	0.4009
NM_018641	chr7(.):2438258-2479216	0.4929
NR_026676	chr7(.):23525006-23536031	0.0842
NR_029597	chr7(.):25984538-25994606	1.3785
NM_031243	chr7(.):26224555-26245413	1.2726
NM_016587	chr7(.):26236323-26257976	1.189
NM_007276	chr7(.):26236098-26257976	1.1811
NR_034097	chr7(.):28215075-28285996	0.2101
NR_036482	chr7(.):29719769-29732859	1.303
NR_024278	chr7(.):29680537-29729754	0.7193
NR_027347	chr7(.):29719387-29730437	1.5766
NM_147128	chr7(.):30318922-30412308	0.8081
NR_030319	chr7(.):30324409-30334506	2.3732
NR_037513	chr7(.):30324409-30334506	2.3732
NR_002186	chr7(.):30404665-30417410	0.0689
