GENE_ID	locusLine	bin_1_42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
NR_026937	chr3(.):25826562-25841025	0.1291
NM_194293	chr3(.):39219706-39239077	0.114
NM_001198621	chr3(.):39219705-39239085	0.114
NM_014240	chr3(.):45631322-45727755	0.1317
NM_001295	chr3(.):46238199-46254832	0.1804
NM_001837	chr3(.):46278871-46313197	0.1239
NM_003965	chr3(.):46443720-46456014	0.119
NM_001100168	chr3(.):46406632-46422697	0.1541
NM_001130910	chr3(.):46444048-46456014	0.12
NM_003212	chr3(.):46614075-46628952	0.0941
NM_001174136	chr3(.):46611044-46628952	0.0931
NM_024512	chr3(.):46551877-46613011	0.1312
NM_031440	chr3(.):46534484-46547439	0.1335
NM_001010983	chr3(.):52723503-52745048	0.1548
NM_206825	chr3(.):52714935-52733510	0.147
NR_003687	chr3(.):52719753-52729846	0.1448
NM_014041	chr3(.):52734856-52747197	0.162
NR_003057	chr3(.):52721751-52731828	0.1378
NM_152932	chr3(.):52723503-52742622	0.1506
NR_003047	chr3(.):52718255-52728331	0.1356
NM_001193533	chr3(.):52739795-52809965	0.123
NR_024615	chr3(.):55686242-55698497	0.1346
NM_198195	chr3(.):69098880-69134524	0.1304
NM_006407	chr3(.):69129089-69160239	0.165
NM_198271	chr3(.):69151038-69176746	0.1131
NR_036087	chr3(.):69093108-69103186	0.1561
NM_001040199	chr3(.):98229316-98246910	0.1278
NM_005290	chr3(.):98245877-98256960	0.1012
NM_006100	chr3(.):98446571-98518236	0.162
NM_145037	chr3(.):101493028-101552075	0.147
NM_001134456	chr3(.):101493285-101552075	0.1468
NM_001005474	chr3(.):101541833-101584869	0.1299
NM_001190259	chr3(.):111834687-111857152	0.1613
NM_024616	chr3(.):111800181-111842044	0.1469
NR_030292	chr3(.):111826647-111836745	0.1383
NM_025146	chr3(.):113432840-113470096	0.1461
NM_022135	chr3(.):119355907-119384404	0.131
NM_005694	chr3(.):119383371-119401243	0.1479
NM_015900	chr3(.):119311721-119353658	0.1083
NM_175924	chr3(.):121701169-121746030	0.1416
NM_175862	chr3(.):121769220-121844983	0.1235
NM_006889	chr3(.):121791749-121844983	0.1324
NR_031687	chr3(.):125504246-125514395	0.1271
NM_020187	chr3(.):128992683-129029135	0.1427
NM_001006109	chr3(.):128992816-129029135	0.1426
NM_006026	chr3(.):129028613-129040120	0.1971
NR_026991	chr3(.):129030113-129048412	0.1478
NR_027898	chr3(.):129926662-129997649	0.0972
NM_016557	chr3(.):132311093-132326382	0.1255
NM_178445	chr3(.):132313980-132326382	0.126
NM_032169	chr3(.):132271981-132383975	0.1194
NR_027037	chr3(.):151975404-151992415	0.146
NR_027954	chr3(.):156385959-156398502	0.2235
NM_001184718	chr3(.):156389452-156429557	0.2092
NM_001184717	chr3(.):156387714-156429557	0.2066
NM_015508	chr3(.):156387204-156429557	0.2061
NR_003284	chr3(.):156522059-156534810	0.1587
NR_034008	chr3(.):156802669-156823924	0.2644
NR_034007	chr3(.):156794455-156845791	0.2108
NM_173084	chr3(.):160148290-160172626	0.1891
NR_029663	chr3(.):160117375-160127473	0.228
NM_005496	chr3(.):160113346-160157741	0.2063
NM_001002800	chr3(.):160112429-160157741	0.206
NR_029525	chr3(.):160117532-160127613	0.2268
NR_027622	chr3(.):169656771-169689522	0.2448
NM_182610	chr3(.):169624481-169661948	0.1837
NM_003262	chr3(.):169679579-169721161	0.1965
NM_014373	chr3(.):169750734-169808183	0.1838
NM_003106	chr3(.):181424721-181437223	0.1653
NM_198152	chr3(.):190979943-191053325	0.1687
NM_005781	chr3(.):195585235-195640880	0.1609
NM_001010938	chr3(.):195585235-195627432	0.1442
NM_198565	chr3(.):196361655-196393874	0.1865
NM_014687	chr3(.):197393258-197468773	0.1834
NM_001145642	chr3(.):197393313-197481568	0.1873
NR_027840	chr3(.):197472260-197516317	0.1744
NM_032288	chr3(.):197471623-197516317	0.1731
NR_030627	chr3(.):197396366-197406447	0.1643
NM_001011537	chr3(.):197471423-197516317	0.1727
NM_003215	chr4(.):48132799-48276814	0.1303
NM_201431	chr4(.):74433861-74491340	0.1383
NM_177532	chr4(.):74433861-74491134	0.1384
NM_020859	chr4(.):77351252-77709405	0.122
NM_144571	chr4(.):78629540-78745544	0.1239
NM_198281	chr4(.):90160428-90234161	0.1715
NM_001102406	chr4(.):113213498-113368764	0.0992
NM_018699	chr4(.):121610928-121849013	0.1133
NM_001034845	chr4(.):172729574-173966558	0.0928
NM_147127	chr4(.):5559145-5715294	0.1022
NM_001166136	chr4(.):5559145-5716275	0.1022
NM_153717	chr4(.):5707923-5821031	0.1026
NM_001113361	chr4(.):6906170-7039845	0.1084
NM_020773	chr4(.):6906494-7039845	0.1083
NM_016531	chr4(.):38660789-38708129	0.1352
NM_015173	chr4(.):37887719-38145794	0.1142
NR_026804	chr4(.):38609321-38671249	0.1124
NM_001007075	chr4(.):39041450-39132853	0.1098
NM_001098634	chr4(.):40420271-40636883	0.1183
NM_004310	chr4(.):40193526-40251281	0.1654
NM_001105529	chr4(.):42405391-42664122	0.1025
NM_014058	chr4(.):69308166-69368322	0.1113
NM_001136570	chr4(.):77167852-77209929	0.1099
NM_001130017	chr4(.):76927336-77038955	0.1089
NM_005935	chr4(.):87923152-88067191	0.1206
NM_001166693	chr4(.):87851153-88067206	0.1197
NM_005327	chr4(.):108905869-108961331	0.1477
NM_024900	chr4(.):129725778-129790787	0.1329
NM_199320	chr4(.):129725778-129801379	0.1306
NM_002039	chr4(.):144252982-144400718	0.1336
NM_153343	chr4(.):185004858-185144114	0.0996
NM_002199	chr4(.):185303875-185400726	0.1661
NM_031953	chr4(.):186126283-186290120	0.1297
NM_153376	chr4(.):7037575-7049728	0.1069
NM_001113363	chr4(.):6983888-7039845	0.1185
NM_152293	chr4(.):7040155-7064677	0.1087
NR_031688	chr4(.):9552788-9562937	0.1039
NM_001775	chr4(.):15774930-15855706	0.1153
NM_024943	chr4(.):38963440-39039041	0.1207
NM_017581	chr4(.):40332468-40361973	0.099
NM_001076	chr4(.):69398132-69439240	0.1175
NM_001077	chr4(.):69397902-69439245	0.1176
NM_001076	chr4(.):69507314-69541374	0.1025
NM_031889	chr4(.):71489460-71517536	0.1261
NM_144646	chr4(.):71516257-71537348	0.1755
NM_020368	chr4(.):71549195-71561268	0.1501
NM_014961	chr4(.):71582695-71664274	0.1074
NM_001130709	chr4(.):71565653-71660614	0.1118
NM_018115	chr4(.):76866067-76917113	0.12
NM_002416	chr4(.):76917622-76933641	0.1119
NM_001565	chr4(.):76937270-76949650	0.1259
NM_005409	chr4(.):76949839-76962350	0.0911
NM_005506	chr4(.):77074893-77140035	0.1326
NM_003943	chr4(.):77222676-77237283	0.1488
NM_020236	chr4(.):78778804-78878944	0.1217
NM_144645	chr4(.):87792357-87818575	0.0961
NM_003998	chr4(.):103417485-103543459	0.1244
NM_025212	chr4(.):105388342-105417467	0.1409
NM_017700	chr4(.):106468776-106557837	0.1298
NM_018569	chr4(.):113147894-113196211	0.1243
NM_052864	chr4(.):113191781-113212059	0.139
NM_024873	chr4(.):122047563-122090476	0.1224
NM_001128843	chr4(.):122047563-122142655	0.1128
NM_005841	chr4(.):124315682-124329909	0.1269
NM_199327	chr4(.):124312955-124329907	0.1261
NM_152680	chr4(.):153542265-153606317	0.1284
NM_001104631	chr5(.):58259865-59194621	0.1032
NM_006203	chr5(.):58259865-58887324	0.1015
NM_001165899	chr5(.):58259865-59788925	0.0994
NM_001197218	chr5(.):58259865-59069438	0.1035
NM_002372	chr5(.):109020155-109208429	0.1299
NM_014979	chr5(.):75374304-75626416	0.1056
NM_015071	chr5(.):142145291-142613572	0.1163
NM_001131005	chr5(.):88009057-88204922	0.1368
NM_002397	chr5(.):88009057-88184283	0.141
NM_001193349	chr5(.):88009057-88124744	0.1401
NM_000827	chr5(.):152865083-153198429	0.0991
NM_001131055	chr5(.):175080039-175118245	0.11
NM_001040446	chr5(.):32222110-32318114	0.1292
NM_024669	chr5(.):55390506-55534186	0.1231
NR_015436	chr5(.):87831596-87985620	0.1074
NM_012081	chr5(.):95215801-95302775	0.1142
NM_152624	chr5(.):112307432-112361667	0.1242
NM_001077654	chr5(.):118599417-118735294	0.1331
NM_005460	chr5(.):121642819-121804794	0.1088
NM_020747	chr5(.):123967609-124085805	0.1014
NM_001038702	chr5(.):130594701-130735382	0.1274
NM_003060	chr5(.):131700400-131736306	0.1169
NM_018924	chr5(.):140744961-140897546	0.1048
NM_018922	chr5(.):140724827-140897546	0.1043
NM_018915	chr5(.):140713353-140897546	0.1036
NM_018916	chr5(.):140718600-140897546	0.1041
NM_018912	chr5(.):140705251-140897546	0.1037
NM_003736	chr5(.):140762451-140897546	0.1044
NM_018923	chr5(.):140734702-140897546	0.1048
NM_001079812	chr5(.):140889587-141003622	0.126
NM_018920	chr5(.):140757466-140897546	0.1042
NM_018918	chr5(.):140738897-140897546	0.1052
NM_018917	chr5(.):140729767-140897546	0.1045
NM_018919	chr5(.):140748650-140897546	0.1053
NM_001020825	chr5(.):142652495-142788254	0.1247
NM_001018076	chr5(.):142652495-142789045	0.1249
NM_001018075	chr5(.):142652495-142820077	0.1228
NM_015621	chr5(.):150555612-150608654	0.1342
NM_004045	chr5(.):151117382-151143210	0.134
NM_198321	chr5(.):153565294-153805543	0.1155
NM_138379	chr5(.):156341292-156395266	0.1156
NM_025153	chr5(.):159985126-160284219	0.101
NM_005990	chr5(.):171464073-171620346	0.1101
NM_001167579	chr5(.):176806431-176822514	0.1063
NM_022455	chr5(.):176555832-176732214	0.1109
NM_172349	chr5(.):176555079-176732214	0.1112
NM_002406	chr5(.):180212540-180235048	0.1478
NM_001114619	chr5(.):180212540-180235902	0.1466
NM_001114618	chr5(.):180212540-180241817	0.15
NM_001114617	chr5(.):180212540-180242137	0.15
NM_145265	chr5(.):199874-223297	0.1247
NM_001080478	chr5(.):186625-200468	0.1222
NM_004168	chr5(.):213355-261814	0.1232
NM_013232	chr5(.):266735-320089	0.1073
NM_001193376	chr5(.):1248286-1300162	0.0862
NM_030782	chr5(.):1312999-1350002	0.1752
NM_001145161	chr5(.):6443735-6501834	0.139
NM_019018	chr5(.):14576890-14621287	0.1218
NM_006713	chr5(.):32580604-32609185	0.1771
NR_034127	chr5(.):43060288-43072073	0.1267
NM_001014279	chr5(.):43034181-43045447	0.173
NR_034085	chr5(.):43011149-43023913	0.15
NR_015447	chr5(.):43037235-43050370	0.1639
NM_002184	chr5(.):55225924-55295821	0.1388
NM_020726	chr5(.):65013022-65130111	0.1215
NR_036243	chr5(.):86405695-86415771	0.1578
NR_024384	chr5(.):87955262-87974146	0.1496
NR_024383	chr5(.):87955262-87979262	0.1434
NR_030741	chr5(.):87957670-87967757	0.1396
NM_005668	chr5(.):100137638-100243987	0.1206
NM_175052	chr5(.):100216014-100243970	0.1432
NR_033175	chr5(.):109213882-109226200	0.0911
NM_005669	chr5(.):112207080-112263031	0.1268
NR_036052	chr5(.):118305280-118315362	0.0926
NM_014350	chr5(.):118686595-118735294	0.1244
NM_000588	chr5(.):131391346-131403896	0.117
NM_000758	chr5(.):131404484-131416859	0.1172
NR_037500	chr5(.):131696181-131706291	0.1077
NM_002198	chr5(.):131812300-131831465	0.1699
NM_001013717	chr5(.):131741672-131803059	0.175
NM_005732	chr5(.):131887615-131985313	0.1161
NM_000879	chr5(.):131872135-131884214	0.116
NM_016480	chr5(.):138672518-138710409	0.106
NM_194296	chr5(.):138727455-138744776	0.1583
NM_152686	chr5(.):138740891-138780214	0.1341
NM_152685	chr5(.):138697884-138724039	0.1144
NM_001033112	chr5(.):138673133-138710409	0.1065
NM_001161546	chr5(.):138722634-138735885	0.19
NM_016459	chr5(.):138718256-138730605	0.2028
NM_032088	chr5(.):140766482-140897546	0.104
NM_032406	chr5(.):140859740-140872356	0.0821
NM_032407	chr5(.):140863807-140876444	0.0898
NM_018925	chr5(.):140772694-140897546	0.1043
NM_032092	chr5(.):140795536-140897546	0.1045
NM_003735	chr5(.):140805157-140897546	0.1029
NM_018921	chr5(.):140777519-140897546	0.1045
NM_018929	chr5(.):140863807-140897546	0.1166
NM_018913	chr5(.):140787742-140897546	0.1054
NM_002588	chr5(.):140850568-140897546	0.1118
NM_018926	chr5(.):140782769-140897546	0.1053
NM_018928	chr5(.):140859740-140897546	0.1115
NM_018927	chr5(.):140792281-140897546	0.1053
NM_183401	chr5(.):141343732-141373754	0.123
NM_005471	chr5(.):141375233-141397620	0.1534
NM_183400	chr5(.):141343621-141373754	0.1234
NM_016580	chr5(.):141319529-141343627	0.128
NM_183399	chr5(.):141341436-141373754	0.1231
NM_000024	chr5(.):148201155-148213197	0.1909
NM_006058	chr5(.):150404505-150465997	0.1193
NM_001155	chr5(.):150475266-150542443	0.1454
NM_001193544	chr5(.):150475266-150526216	0.1411
NM_000405	chr5(.):150627612-150654953	0.1359
NM_181774	chr5(.):150650925-150688334	0.1022
NM_005754	chr5(.):151146475-151189915	0.1155
NR_002168	chr5(.):156272548-156284539	0.1008
NR_028472	chr5(.):156346099-156357013	0.1253
NM_001171183	chr5(.):171616175-171635458	0.0921
NM_004417	chr5(.):172190092-172203203	0.1349
NM_030627	chr5(.):173310330-173392313	0.1416
NM_022304	chr5(.):175103463-175116558	0.0933
NM_001031677	chr5(.):176723198-176735744	0.1672
NM_006480	chr5(.):176779843-176804599	0.1223
NM_006816	chr5(.):176753562-176783885	0.1178
NM_031300	chr5(.):176729205-176744292	0.1609
NM_001142935	chr5(.):176727500-176744292	0.1712
NM_013237	chr5(.):176725834-176738950	0.1657
NM_002082	chr5(.):176848686-176874850	0.1369
NM_030567	chr5(.):176868795-176888287	0.1208
NM_000505	chr5(.):176824138-176841577	0.1375
NM_080881	chr5(.):176878613-176904871	0.1048
NM_004395	chr5(.):176878613-176905694	0.1065
NM_001004105	chr5(.):176848686-176873354	0.1405
NM_001174102	chr5(.):176870325-176888283	0.1205
NM_001029886	chr5(.):176822107-176832637	0.1223
NR_027183	chr5(.):180251958-180267726	0.155
NM_152283	chr5(.):180269610-180293286	0.122
NM_206880	chr5(.):180576942-180587890	0.1143
NM_033342	chr5(.):180625119-180637177	0.1116
NR_002592	chr5(.):180663817-180673889	0.179
NM_203297	chr5(.):180615923-180632930	0.1147
NM_203296	chr5(.):180615923-180636340	0.1248
NM_033549	chr5(.):180645305-180667808	0.1279
NR_027908	chr6(.):33548882-33566115	0.1207
NR_028361	chr6(.):33546475-33561803	0.1417
NM_181356	chr6(.):44791469-45350670	0.0993
NM_003599	chr6(.):44792449-45350575	0.0993
NM_012288	chr6(.):52357199-52446862	0.1603
NM_004999	chr6(.):76453908-76634254	0.1152
NM_033515	chr6(.):129893239-130036370	0.119
NM_000876	chr6(.):160385130-160532583	0.0638
NM_001195286	chr6(.):386738-416443	0.1436
NM_000904	chr6(.):2995066-3024994	0.1158
NM_001168344	chr6(.):7102829-7257213	0.1156
NM_001003699	chr6(.):7103085-7257213	0.1157
NR_037616	chr6(.):7876482-8069647	0.1396
NM_004973	chr6(.):15241526-15527253	0.1102
NM_001949	chr6(.):20397136-20498945	0.1162
NM_001080480	chr6(.):20095934-20217670	0.1153
NM_001173977	chr6(.):25274655-25625758	0.1281
NM_014641	chr6(.):30662583-30690458	0.1359
NM_172166	chr6(.):31702724-31735455	0.1373
NM_004348	chr6(.):45384913-45523819	0.122
NM_001024630	chr6(.):45291053-45523819	0.1104
NM_001172420	chr6(.):52280804-52365583	0.118
NM_018100	chr6(.):52279993-52365583	0.119
NM_016021	chr6(.):90031343-90067619	0.1575
NM_001455	chr6(.):108877068-109010971	0.1462
NM_201559	chr6(.):108876025-109010971	0.1457
NM_032131	chr6(.):109164618-109300352	0.1319
NM_173674	chr6(.):117798819-117896020	0.1328
NM_001130173	chr6(.):135497452-135545311	0.1153
NM_006734	chr6(.):143067603-143271338	0.0654
NM_024630	chr6(.):157797556-158099977	0.0579
NM_020185	chr6(.):287100-356355	0.2781
NR_026855	chr6(.):2983200-2996405	0.1486
NM_003804	chr6(.):3072057-3120421	0.111
NR_033884	chr6(.):3015389-3030005	0.1344
NM_001012983	chr6(.):3040617-3051034	0.0972
NM_016588	chr6(.):5993232-6012633	0.1182
NR_027712	chr6(.):7981334-7995577	0.1233
NM_001145549	chr6(.):7876482-7915310	0.2088
NM_030810	chr6(.):7876482-7916047	0.209
NM_032744	chr6(.):11708887-11784280	0.1251
NR_002174	chr6(.):25076294-25143051	0.1253
NR_027626	chr6(.):25103200-25143620	0.1282
NM_005319	chr6(.):26050967-26061699	0.1473
NM_003537	chr6(.):26026816-26037288	0.1772
NM_003544	chr6(.):26022123-26032480	0.1798
NM_021062	chr6(.):26038454-26048885	0.1668
NM_003531	chr6(.):26040638-26051097	0.1662
NM_005325	chr6(.):26012259-26023040	0.1247
NM_003538	chr6(.):26016906-26027278	0.152
NM_003513	chr6(.):26028319-26038796	0.1502
NM_003529	chr6(.):26015717-26026186	0.1288
NM_003526	chr6(.):26118694-26129132	0.1707
NM_021065	chr6(.):26194011-26204471	0.1903
NM_003530	chr6(.):26192011-26204464	0.1697
NM_138720	chr6(.):26153348-26176576	0.1386
NM_003523	chr6(.):26179023-26189458	0.1516
NM_003539	chr6(.):26183937-26194304	0.1387
NM_003545	chr6(.):26199872-26210249	0.1508
NM_021063	chr6(.):26153348-26163871	0.1646
NM_005321	chr6(.):26151558-26162343	0.1683
NM_003512	chr6(.):26119372-26129918	0.1684
NM_005323	chr6(.):26102639-26113364	0.1002
NM_003522	chr6(.):26194786-26205216	0.1961
NM_003518	chr6(.):26211427-26221872	0.161
NM_021052	chr6(.):26212147-26222711	0.164
NM_003532	chr6(.):26220382-26230844	0.128
NM_003524	chr6(.):26246878-26257303	0.1712
NM_003547	chr6(.):26241838-26252205	0.1475
NM_003540	chr6(.):26235653-26246021	0.1001
NM_021018	chr6(.):26245369-26255835	0.1816
NM_005320	chr6(.):26229439-26240216	0.1233
NM_001145008	chr6(.):26397464-26420444	0.1285
NM_001197240	chr6(.):26378328-26400100	0.1616
NM_001197247	chr6(.):26360397-26383540	0.1585
NM_001197238	chr6(.):26378323-26400100	0.1616
NM_007047	chr6(.):26360397-26383548	0.1586
NM_001197237	chr6(.):26378438-26400100	0.1621
NM_001197248	chr6(.):26360469-26383540	0.1585
NM_001197246	chr6(.):26363405-26383540	0.139
NM_021064	chr6(.):27095816-27106314	0.1699
NM_080593	chr6(.):27101071-27119637	0.134
NM_080596	chr6(.):27109907-27120346	0.1345
NR_036096	chr6(.):27110404-27120467	0.1382
NM_021058	chr6(.):27095094-27105575	0.1759
NM_003495	chr6(.):27102087-27112457	0.1048
NM_021066	chr6(.):27777079-27787518	0.1376
NM_003536	chr6(.):27772841-27783314	0.152
NM_003509	chr6(.):27770976-27781445	0.135
NM_003519	chr6(.):27770256-27780709	0.1321
NM_003521	chr6(.):27777821-27788267	0.1307
NM_003535	chr6(.):27853092-27863570	0.1549
NM_003527	chr6(.):27856202-27866669	0.1742
NM_003520	chr6(.):27801439-27811888	0.1776
NM_003511	chr6(.):27828106-27838576	0.1435
NM_003533	chr6(.):27834622-27845099	0.1178
NM_003510	chr6(.):27800657-27811117	0.1774
NM_003541	chr6(.):27793951-27804305	0.1287
NM_005322	chr6(.):27829569-27840359	0.1463
NM_033057	chr6(.):27873962-27885174	0.095
NM_021968	chr6(.):27786902-27797258	0.104
NM_003514	chr6(.):27855476-27865963	0.1738
NM_003546	chr6(.):27835925-27846289	0.1089
NM_003587	chr6(.):30615895-30645830	0.1286
NM_001161376	chr6(.):30609815-30625987	0.1224
NM_133471	chr6(.):30639165-30660672	0.1585
NM_001134870	chr6(.):30639165-30660093	0.1599
NM_007243	chr6(.):30650825-30663769	0.1441
NM_005803	chr6(.):30690510-30715453	0.1352
NM_003897	chr6(.):30705975-30717327	0.1294
NM_178014	chr6(.):30683156-30698195	0.171
NM_021246	chr6(.):31678132-31690581	0.0989
NM_138275	chr6(.):31686160-31697851	0.1342
NR_033488	chr6(.):31649725-31675850	0.111
NM_013974	chr6(.):31689816-31703039	0.1461
NM_025262	chr6(.):31639460-31653150	0.1307
NM_001288	chr6(.):31693357-31709341	0.1909
NM_001003693	chr6(.):31669683-31683372	0.1141
NM_021160	chr6(.):31649725-31676137	0.1102
NR_024541	chr6(.):31674752-31686842	0.0931
NM_025261	chr6(.):31681424-31694510	0.097
NM_001039651	chr6(.):31725772-31737624	0.1145
NM_025258	chr6(.):31728370-31750108	0.12
NR_002742	chr6(.):31799852-31809916	0.1546
NM_000434	chr6(.):31821828-31835709	0.13
NM_021177	chr6(.):31760173-31779743	0.1408
NR_002745	chr6(.):31798039-31808103	0.1652
NM_001178045	chr6(.):31825969-31850448	0.1228
NM_001040438	chr6(.):31797692-31812541	0.1517
NM_005345	chr6(.):31778290-31790719	0.1575
NM_005527	chr6(.):31772395-31787835	0.1309
NM_001178044	chr6(.):31825969-31851823	0.121
NM_006295	chr6(.):31740296-31768712	0.1366
NM_005346	chr6(.):31790511-31803031	0.1759
NM_022107	chr6(.):32153542-32168300	0.1417
NM_138717	chr6(.):32116300-32136452	0.0907
NM_001136	chr6(.):32143745-32157023	0.1288
NM_004557	chr6(.):32157619-32196844	0.1026
NM_032741	chr6(.):32130982-32150888	0.1209
NM_002586	chr6(.):32147509-32162963	0.1134
NM_006913	chr6(.):32141161-32153570	0.1346
NR_003129	chr6(.):32141231-32153567	0.135
NM_030651	chr6(.):32111139-32124720	0.1051
NM_005155	chr6(.):32116621-32136452	0.0901
NM_006411	chr6(.):32130982-32148916	0.1265
NR_037169	chr6(.):32115578-32127142	0.1028
NM_030652	chr6(.):32127404-32141062	0.0914
NM_006120	chr6(.):32911390-32925899	0.1518
NM_002119	chr6(.):32966959-32982389	0.1206
NM_002118	chr6(.):32897405-32913847	0.1377
NM_005104	chr6(.):32931436-32954282	0.1778
NM_001113182	chr6(.):32933664-32954282	0.1812
NM_001199455	chr6(.):32934371-32954282	0.1824
NM_001199456	chr6(.):32935860-32954282	0.1802
NM_001164267	chr6(.):33241879-33262304	0.1238
NM_022551	chr6(.):33234851-33249281	0.1403
NM_172209	chr6(.):33262471-33287164	0.1331
NM_004761	chr6(.):33254430-33272176	0.1386
NM_172208	chr6(.):33266409-33287164	0.1401
NM_003782	chr6(.):33239916-33251602	0.1193
NR_024517	chr6(.):33281334-33295793	0.1444
NM_014260	chr6(.):33252377-33263711	0.146
NM_005453	chr6(.):33277181-33290512	0.1526
NM_001145338	chr6(.):33277181-33290719	0.1526
NM_022553	chr6(.):33213048-33244662	0.1429
NM_001185181	chr6(.):33252411-33263709	0.1462
NR_001444	chr6(.):33327513-33339139	0.0935
NM_001188	chr6(.):33535322-33553070	0.1442
NM_002224	chr6(.):33584155-33669348	0.1003
NR_037152	chr6(.):36639236-36660116	0.1202
NM_078467	chr6(.):36639266-36660116	0.1202
NR_037150	chr6(.):36639313-36660116	0.1202
NM_000389	chr6(.):36641455-36660116	0.121
NR_037151	chr6(.):36641486-36660116	0.1211
NM_020939	chr6(.):36703554-36812220	0.1118
NM_000322	chr6(.):42659332-42695358	0.1053
NM_003192	chr6(.):42707233-42718884	0.1347
NR_037141	chr6(.):42690313-42700932	0.1222
NM_015349	chr6(.):42783793-42841296	0.1081
NM_001078177	chr6(.):44186362-44206888	0.1247
NM_178148	chr6(.):44216837-44230283	0.1461
NM_001078174	chr6(.):44182241-44206888	0.1226
NM_020745	chr6(.):44261462-44286063	0.1163
NM_182539	chr6(.):44242896-44270458	0.0857
NM_001137560	chr6(.):44233479-44252182	0.1122
NM_001078175	chr6(.):44186295-44206888	0.1246
NM_004556	chr6(.):44220902-44238525	0.1635
NM_007355	chr6(.):44209848-44226614	0.1513
NR_029713	chr6(.):52004146-52014232	0.12
NR_029903	chr6(.):52008720-52018839	0.1137
NM_002190	chr6(.):52046184-52060436	0.1268
NM_014051	chr6(.):52530883-52556385	0.1171
NR_024403	chr6(.):52524198-52538951	0.1603
NM_000735	chr6(.):87790221-87809824	0.1109
NM_002043	chr6(.):89962238-90029967	0.1212
NM_021244	chr6(.):90069334-90126995	0.1417
NM_182907	chr6(.):106541814-106562811	0.1895
NM_001198	chr6(.):106529194-106562814	0.1886
NR_033376	chr6(.):109067856-109096145	0.1319
NM_020399	chr6(.):117876432-117928705	0.1358
NM_001145207	chr6(.):135351994-135381036	0.1281
NM_006620	chr6(.):135276516-135381036	0.1227
NR_037435	chr6(.):135295475-135305570	0.1077
NM_006290	chr6(.):138183580-138209449	0.1642
NM_006079	chr6(.):139688396-139700785	0.1631
NM_001168389	chr6(.):139688396-139700350	0.1619
NM_001168388	chr6(.):139688396-139700499	0.1613
NR_037463	chr6(.):157945163-157955232	0.0495
NM_033427	chr7(.):117345705-117518561	0.1496
NM_001259	chr7(.):92229234-92468231	0.1246
NM_001145306	chr7(.):92229234-92470941	0.1242
NM_145695	chr7(.):14210605-14886075	0.0902
NM_004080	chr7(.):14179673-14886075	0.0902
NM_004289	chr7(.):26186846-26231756	0.1345
NM_001029835	chr7(.):45062232-45121069	0.1291
NM_001167935	chr7(.):45034786-45121069	0.1295
NR_030770	chr7(.):45034344-45121069	0.13
NM_030796	chr7(.):55533305-55645200	0.1458
NM_012301	chr7(.):77641373-79087890	0.0989
NM_001913	chr7(.):101454291-101932250	0.1018
NM_181500	chr7(.):101454302-101932250	0.1018
NM_032549	chr7(.):110298109-111207347	0.1411
NM_001145354	chr7(.):130789854-131186398	0.1606
NM_001164458	chr7(.):149939300-150025758	0.1624
NM_001136020	chr7(.):8148403-8306780	0.1177
NR_034084	chr7(.):7675341-7923851	0.1188
NM_138426	chr7(.):8003422-8133709	0.1252
NM_022307	chr7(.):8147814-8306682	0.1176
NM_004968	chr7(.):8147814-8307185	0.1177
NM_182762	chr7(.):20169278-20262013	0.1356
NR_036554	chr7(.):29720687-29787019	0.1083
NM_014800	chr7(.):36888960-37493511	0.1122
NM_002541	chr7(.):44641120-44753669	0.1236
NM_001003941	chr7(.):44641120-44721195	0.1319
NM_022748	chr7(.):47309751-47584199	0.1134
NM_006060	chr7(.):50339377-50477798	0.0848
NM_005311	chr7(.):50652759-50805050	0.093
NM_001001555	chr7(.):50652759-50866159	0.09
NM_001001550	chr7(.):50652759-50777998	0.0978
NM_020879	chr7(.):76746933-76929521	0.1138
NM_006379	chr7(.):80366853-80553667	0.1003
NM_000840	chr7(.):86268229-86499192	0.094
NM_012395	chr7(.):90333711-90844904	0.1168
NM_017621	chr7(.):102091666-102110321	0.1266
NM_006989	chr7(.):102215092-102262205	0.2645
NM_182931	chr7(.):104649636-104759532	0.1278
NM_001099660	chr7(.):110726061-110770509	0.1612
NM_014705	chr7(.):111361163-111851462	0.1584
NM_024913	chr7(.):120623750-120942498	0.1512
NM_001105533	chr7(.):120624444-120906972	0.1501
NM_001009571	chr7(.):121953477-122531813	0.1574
NM_003117	chr7(.):123560285-123616461	0.1548
NM_022444	chr7(.):122748587-122845025	0.1548
NM_001098627	chr7(.):128575771-128595088	0.2244
NM_001098630	chr7(.):128572993-128595088	0.2245
NM_032643	chr7(.):128573270-128595088	0.2235
NR_015431	chr7(.):130623918-130798562	0.1786
NR_024153	chr7(.):130623918-130796789	0.1787
NM_178563	chr7(.):134666258-134825530	0.1554
NM_194071	chr7(.):137554724-137691846	0.1696
NM_173680	chr7(.):150071405-150100719	0.227
NM_053043	chr7(.):155432202-155579179	0.1655
NM_003751	chr7(.):2389473-2425377	0.1064
NM_018641	chr7(.):2438258-2479216	0.1118
NM_207342	chr7(.):22454062-22544901	0.1248
NM_001164460	chr7(.):22473037-22544901	0.1295
NR_029597	chr7(.):25984538-25994606	0.1557
NM_031243	chr7(.):26224555-26245413	0.1638
NM_016587	chr7(.):26236323-26257976	0.1406
