GENE_ID	locusLine	bin_1_41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
NR_026964	chr9(.):139211997-139226779	0.0392
NM_015597	chr9(.):139216931-139241288	0.0684
NM_003086	chr9(.):139265028-139297889	0.0876
NM_017617	chr9(.):139383895-139445238	0.0825
NM_006412	chr9(.):139562594-139586911	0.0789
NM_016215	chr9(.):139552381-139572130	0.0728
NR_029695	chr9(.):139560053-139570138	0.0708
NM_201446	chr9(.):139552376-139572130	0.0727
NM_178469	chr9(.):139643839-139657731	0.0958
NM_032928	chr9(.):139680776-139692769	0.1418
NM_203347	chr9(.):139649085-139663965	0.1106
NR_002958	chr9(.):139616198-139626331	0.1423
NR_024542	chr9(.):139614045-139627636	0.1249
NM_152421	chr9(.):139602023-139624170	0.1013
NM_198946	chr9(.):139633468-139647980	0.0821
NM_001001712	chr9(.):139627618-139642411	0.0837
NR_002975	chr9(.):139615555-139625689	0.139
NM_001039374	chr9(.):139685789-139707193	0.1141
NR_033913	chr9(.):139635612-139649363	0.0818
NM_178536	chr9(.):139841767-139854949	0.0844
NM_000606	chr9(.):139834697-139846426	0.1075
NM_018998	chr9(.):139829886-139844173	0.1193
NM_004669	chr9(.):139884059-139896024	0.0846
NM_015392	chr9(.):139928908-139945676	0.0956
NM_001246	chr9(.):139937552-139953505	0.0813
NM_183241	chr9(.):139881869-139893428	0.0826
NR_027447	chr9(.):139974397-139986269	0.1137
NM_207511	chr9(.):139916915-139936234	0.0905
NM_000954	chr9(.):139866955-139881194	0.0732
NM_001606	chr9(.):139896685-139927740	0.0711
NM_207309	chr9(.):139966952-139983990	0.106
NM_207510	chr9(.):139872444-139885210	0.0799
NM_004479	chr9(.):139919625-139932292	0.0865
NM_178448	chr9(.):139951578-139970028	0.1046
NM_212533	chr9(.):139896685-139928374	0.0711
NM_001144026	chr9(.):140095118-140118813	0.1128
NM_053045	chr9(.):140093534-140105090	0.1253
NM_000832	chr9(.):140028608-140068214	0.0841
NM_001128228	chr9(.):140081068-140100163	0.106
NM_003731	chr9(.):140078053-140089822	0.0924
NM_001013653	chr9(.):140058211-140069491	0.0746
NM_013366	chr9(.):140064235-140088057	0.0941
NM_031297	chr9(.):140109706-140120775	0.0928
NM_013379	chr9(.):139999991-140014195	0.1068
NR_037416	chr9(.):140058637-140068722	0.0771
NM_017723	chr9(.):140167279-140182093	0.086
NM_001004354	chr9(.):140189082-140201703	0.0645
NM_001178064	chr9(.):140337022-140358786	0.0867
NM_001033113	chr9(.):140323815-140340901	0.0799
NM_006647	chr9(.):140312846-140333858	0.0907
NR_030333	chr9(.):140727870-140737968	0.052
NM_001146274	chr10(.):114705008-114932436	0.0956
NM_001083914	chr10(.):126671417-126854624	0.095
NM_001329	chr10(.):126671417-126854103	0.0952
NM_152643	chr10(.):134968970-135044916	0.0708
NM_003987	chr10(.):102500467-102594698	0.1022
NR_029380	chr10(.):102984350-103003616	0.0886
NM_006562	chr10(.):102981732-102993717	0.0842
NM_024326	chr10(.):104174570-104187893	0.1356
NM_002779	chr10(.):104157375-104183901	0.1268
NM_024040	chr10(.):104178001-104197423	0.1266
NM_002502	chr10(.):104150431-104167281	0.1208
NM_001077494	chr10(.):104149338-104167281	0.1168
NM_001077493	chr10(.):104149228-104167281	0.1164
NR_030169	chr10(.):104191268-104201341	0.0918
NM_024886	chr10(.):104204593-104216300	0.1177
NM_024789	chr10(.):104216169-104241802	0.107
NM_022802	chr10(.):126671417-126721453	0.0902
NR_036178	chr10(.):126716351-126726439	0.0835
NM_001083909	chr10(.):134896408-134950179	0.0674
NM_014468	chr10(.):135046407-135060433	0.0771
NM_001109	chr10(.):135070919-135095407	0.1104
NM_003577	chr10(.):135038777-135050062	0.0731
NR_030170	chr10(.):135056014-135066124	0.0864
NM_020896	chr11(.):3103345-3191582	0.0872
NM_003957	chr11(.):1406128-1488328	0.0627
NM_053005	chr11(.):1485684-1790501	0.0927
NM_181798	chr11(.):2477683-2875340	0.0976
NM_000218	chr11(.):2461220-2875340	0.0975
NM_021926	chr11(.):44277277-44336716	0.0906
NM_003646	chr11(.):46363955-46407104	0.101
NM_201533	chr11(.):46361816-46407104	0.1003
NM_201532	chr11(.):46349454-46407104	0.0999
NM_001105540	chr11(.):46378144-46407104	0.0968
NM_004200	chr11(.):61277784-61353298	0.0899
NM_006133	chr11(.):61442904-61519474	0.0946
NM_001013251	chr11(.):62643343-62661355	0.1403
NR_037193	chr11(.):62644170-62661355	0.1436
NM_015080	chr11(.):64368645-64495660	0.0922
NR_030691	chr11(.):69926515-70040652	0.0799
NM_018043	chr11(.):69919407-70040652	0.0795
NM_030792	chr11(.):75140684-75241599	0.0995
NM_178537	chr11(.):364794-387117	0.0599
NM_021805	chr11(.):400715-422397	0.0703
NM_007183	chr11(.):389216-409908	0.0668
NM_001135054	chr11(.):400715-419999	0.068
NM_001012302	chr11(.):412929-447011	0.0825
NR_002585	chr11(.):806680-816814	0.1443
NM_001025239	chr11(.):837823-872116	0.0923
NM_001025234	chr11(.):839080-872116	0.0911
NM_145886	chr11(.):794178-810250	0.1305
NM_021128	chr11(.):834720-847529	0.1122
NM_139029	chr11(.):827951-843835	0.1196
NM_173584	chr11(.):822584-836991	0.1001
NM_024698	chr11(.):785474-801263	0.1171
NM_001004	chr11(.):804935-817876	0.1379
NM_001025237	chr11(.):839445-872116	0.0901
NM_020376	chr11(.):813900-830571	0.1082
NM_001191060	chr11(.):785474-802995	0.1122
NM_001191061	chr11(.):785474-803269	0.1114
NM_001025235	chr11(.):837940-872116	0.0922
NM_005961	chr11(.):1007823-1041706	0.094
NM_002457	chr11(.):1069874-1109417	0.0834
NM_002458	chr11(.):1239294-1288406	0.0754
NM_001172223	chr11(.):1485684-1512948	0.0819
NM_004420	chr11(.):1570280-1598150	0.077
NM_001001480	chr11(.):1646032-1657159	0.1067
NM_001004325	chr11(.):1613406-1624524	0.1023
NM_001012709	chr11(.):1637187-1648368	0.0859
NR_021489	chr11(.):1588970-1625414	0.1028
NR_026643	chr11(.):1681828-1694086	0.1065
NM_001012708	chr11(.):1623794-1634693	0.1177
NM_001005922	chr11(.):1600571-1611513	0.1225
NM_001909	chr11(.):1768984-1790222	0.0721
NR_026642	chr11(.):1699499-1711859	0.081
NM_001012416	chr11(.):1713424-1723985	0.0911
NM_001170820	chr11(.):1751029-1774349	0.0821
NM_138567	chr11(.):1850673-1863750	0.0765
NM_002339	chr11(.):1869199-1918493	0.0857
NM_001042782	chr11(.):1935798-1964936	0.0709
NM_001145829	chr11(.):1855718-1867910	0.0765
NM_001013253	chr11(.):1884902-1918493	0.0742
NM_001145841	chr11(.):1856431-1867910	0.0757
NM_001013255	chr11(.):1887153-1918493	0.0749
NM_003282	chr11(.):1855232-1867910	0.0783
NM_001013254	chr11(.):1887098-1918493	0.0748
NR_036185	chr11(.):1875693-1885766	0.0909
NR_030533	chr11(.):2012988-2023061	0.0901
NM_021134	chr11(.):1963501-1982839	0.0775
NR_024471	chr11(.):1999438-2016150	0.0629
NR_002196	chr11(.):2011405-2024065	0.0894
NM_001127598	chr11(.):2145346-2167341	0.0689
NM_199292	chr11(.):2180158-2198035	0.0532
NM_001185098	chr11(.):2176008-2187439	0.0635
NR_028044	chr11(.):2156757-2174896	0.079
NR_003512	chr11(.):2145341-2187439	0.074
NM_001042376	chr11(.):2162852-2187439	0.0811
NM_001007139	chr11(.):2145346-2175833	0.0767
NM_000612	chr11(.):2145346-2165204	0.0675
NR_030158	chr11(.):2150363-2160439	0.0663
NR_024621	chr11(.):2312506-2328143	0.0739
NM_005170	chr11(.):2284727-2297182	0.0914
NM_139022	chr11(.):2318242-2344430	0.0716
NM_004356	chr11(.):2393546-2423649	0.087
NM_005706	chr11(.):2418522-2430106	0.0988
NM_014555	chr11(.):2420745-2449275	0.0925
NR_027138	chr11(.):3234561-3249361	0.0791
NM_001164377	chr11(.):3234173-3245043	0.0853
NM_001039165	chr11(.):3244040-3258616	0.0815
NM_001012334	chr11(.):46397617-46410375	0.0867
NM_001012333	chr11(.):46398302-46410375	0.0868
NM_000741	chr11(.):46401639-46413107	0.0983
NM_002391	chr11(.):46398218-46410375	0.0867
NM_145017	chr11(.):61243584-61263400	0.0918
NM_001145077	chr11(.):61271271-61283490	0.072
NR_002775	chr11(.):61377507-61411921	0.0928
NM_001127392	chr11(.):61515120-61560989	0.0883
NM_013402	chr11(.):61562096-61589529	0.1221
NM_013279	chr11(.):61517860-61560989	0.0872
NM_014206	chr11(.):61551601-61565085	0.1239
NM_004111	chr11(.):61555149-61569710	0.137
NR_031729	chr11(.):61577632-61587712	0.1261
NR_026882	chr11(.):61516500-61530136	0.0844
NR_030342	chr11(.):61554966-61565033	0.136
NM_000738	chr11(.):62671150-62694012	0.0964
NM_004470	chr11(.):64003412-64016607	0.1488
NM_000932	chr11(.):64013994-64041924	0.113
NM_004322	chr11(.):64032299-64057176	0.13
NM_057092	chr11(.):64004587-64016607	0.1528
NM_012094	chr11(.):64080568-64094283	0.1042
NM_033310	chr11(.):64053792-64072503	0.1143
NM_020155	chr11(.):64048581-64061972	0.122
NM_001135208	chr11(.):64003603-64016607	0.1485
NM_001039496	chr11(.):64062862-64077239	0.1185
NM_016404	chr11(.):64079164-64090033	0.1258
NM_001170726	chr11(.):64046810-64061972	0.1167
NM_001170881	chr11(.):64047284-64061972	0.1179
NM_001177358	chr11(.):64047282-64061972	0.1179
NM_004451	chr11(.):64068043-64089210	0.1238
NM_138689	chr11(.):64006950-64019413	0.1452
NM_032251	chr11(.):64102689-64130006	0.1015
NM_018484	chr11(.):64318097-64343999	0.0891
NM_138734	chr11(.):64368645-64415787	0.0778
NM_144585	chr11(.):64353281-64374820	0.0835
NM_004630	chr11(.):64527075-64551316	0.1279
NM_001164716	chr11(.):64508860-64533187	0.1033
NM_001098671	chr11(.):64489382-64516630	0.1065
NM_001178030	chr11(.):64527075-64550938	0.1293
NM_001178031	chr11(.):64527075-64550232	0.1318
NM_001098670	chr11(.):64489382-64517329	0.1055
NM_153819	chr11(.):64489382-64517928	0.1058
NM_198923	chr11(.):68742489-68753455	0.068
NM_001098515	chr11(.):68766861-68785850	0.088
NM_139075	chr11(.):68811349-68863072	0.0973
NM_001005	chr11(.):75105561-75121733	0.1263
NR_000005	chr11(.):75106434-75116582	0.1471
NR_000025	chr11(.):75110464-75120610	0.1497
NM_001039548	chr11(.):75128437-75146674	0.0984
NM_001142349	chr11(.):117999091-118021184	0.1153
NM_174934	chr11(.):117999091-118028630	0.1082
NM_004588	chr11(.):118028518-118052337	0.0905
NM_172364	chr12(.):1896122-2032870	0.0948
NM_001168320	chr12(.):3181520-3400730	0.0899
NM_014262	chr12(.):6932571-6954018	0.1264
NM_006897	chr12(.):54388876-54402120	0.1091
NM_002332	chr12(.):57517281-57612125	0.1
NM_001163926	chr12(.):1924432-1950918	0.0828
NM_014449	chr12(.):6925962-6941583	0.1007
NM_001195017	chr12(.):6893691-6934976	0.0999
NM_000616	chr12(.):6893637-6934976	0.1002
NM_002286	chr12(.):6876669-6892621	0.0953
NR_027483	chr12(.):6972277-6985110	0.1717
NM_001159287	chr12(.):6971583-6985110	0.1655
NM_031299	chr12(.):6952971-6965456	0.1633
NM_001146316	chr12(.):6975099-6987449	0.1685
NM_001098536	chr12(.):6956284-6980795	0.1424
NM_000365	chr12(.):6971692-6985110	0.1661
NM_032641	chr12(.):6975099-6987521	0.1677
NM_002075	chr12(.):6944374-6961557	0.1456
NM_003481	chr12(.):6956290-6980795	0.1423
NM_001130015	chr12(.):52276792-52290505	0.1049
NM_001013690	chr12(.):52206675-52221208	0.09
NM_005556	chr12(.):52621953-52647709	0.0881
NR_027358	chr12(.):52599713-52622597	0.0926
NM_182507	chr12(.):52557779-52590784	0.0833
NM_014212	chr12(.):54361909-54375203	0.0798
NM_017409	chr12(.):54373945-54389062	0.0881
NR_029617	chr12(.):54380521-54390631	0.1079
NM_173860	chr12(.):54343713-54355350	0.0808
NR_003716	chr12(.):54351095-54367515	0.0749
NM_017410	chr12(.):54327575-54345328	0.0858
NM_153693	chr12(.):54405641-54429607	0.0946
NM_018953	chr12(.):54421831-54434144	0.0973
NM_153633	chr12(.):54442660-54454814	0.0748
NR_026658	chr12(.):54467622-54480607	0.0988
NM_004503	chr12(.):54417193-54429607	0.0938
NM_022658	chr12(.):54397889-54411545	0.0985
NR_026655	chr12(.):54447037-54521018	0.0994
NR_003084	chr12(.):54405641-54434144	0.0933
NM_014620	chr12(.):54405641-54454814	0.089
NR_030753	chr12(.):54422733-54432829	0.0959
NM_020142	chr12(.):57623685-57639475	0.134
NM_001166357	chr12(.):57619142-57633718	0.1349
NR_029416	chr12(.):57618827-57633718	0.1355
NR_029417	chr12(.):57618355-57633718	0.1325
NR_029415	chr12(.):57619110-57633718	0.1349
NM_007224	chr12(.):57605577-57625232	0.1281
NM_145064	chr12(.):57632241-57649969	0.1265
NR_031597	chr12(.):57583286-57593359	0.0851
NM_001112732	chr13(.):113617756-113757862	0.0869
NM_019616	chr13(.):113755104-113779995	0.0722
NM_024979	chr13(.):113628654-113757862	0.0874
NR_034002	chr13(.):113616797-113627952	0.0794
NM_000504	chr13(.):113772112-113808843	0.0887
NM_024719	chr13(.):113973504-114023463	0.079
NM_138430	chr13(.):114071583-114112839	0.0846
NM_199162	chr13(.):114071259-114108457	0.0873
NM_025055	chr15(.):74523666-74633482	0.0935
NR_036195	chr15(.):42153692-42163749	0.0879
NM_005090	chr15(.):42115282-42145346	0.0911
NM_001114633	chr15(.):42126010-42145346	0.0831
NM_016642	chr15(.):42135343-42191275	0.0894
NM_001142617	chr15(.):74466807-74506371	0.0805
NM_022369	chr15(.):74466807-74500220	0.0802
NM_001142618	chr15(.):74466807-74500556	0.0798
NM_005545	chr15(.):74461086-74474212	0.0897
NM_201526	chr15(.):74461904-74474212	0.0904
NM_001199041	chr15(.):74466807-74505395	0.081
NM_001199040	chr15(.):74466807-74507046	0.0809
NM_182791	chr15(.):74605899-74633482	0.1029
NR_027024	chr15(.):78201558-78224188	0.1024
NM_001126131	chr15(.):89854535-89883026	0.1085
NR_029692	chr15(.):89906247-89916337	0.0899
NR_015411	chr15(.):89916272-89946718	0.1085
NM_022493	chr16(.):774768-795997	0.1067
NM_018032	chr16(.):233969-284449	0.1087
NM_022773	chr16(.):898634-1025984	0.0739
NR_033645	chr16(.):898634-1036318	0.0732
NM_001193388	chr16(.):1408205-1469705	0.0852
NM_014714	chr16(.):1555427-1667109	0.085
NM_001009606	chr16(.):1956464-1973231	0.0712
NM_024507	chr16(.):3009216-3023381	0.0965
NM_001089	chr16(.):2320878-2395747	0.0927
NM_020764	chr16(.):2222183-2251465	0.0828
NM_001098514	chr16(.):5089122-5121111	0.0962
NM_173618	chr16(.):30002530-30022112	0.1216
NM_183337	chr16(.):313309-330914	0.083
NM_006849	chr16(.):328117-342209	0.0806
NM_001176	chr16(.):325605-338003	0.0699
NM_032039	chr16(.):279800-321119	0.0953
NM_032259	chr16(.):729701-745400	0.0886
NM_001031737	chr16(.):767581-781473	0.1103
NM_138418	chr16(.):686848-703474	0.1257
NM_023933	chr16(.):766157-777590	0.1034
NM_032304	chr16(.):772265-784715	0.11
NM_138769	chr16(.):713132-729171	0.1012
NM_005861	chr16(.):725114-737768	0.0916
NM_003961	chr16(.):721074-733267	0.0972
NM_207112	chr16(.):771957-784715	0.1096
NM_145294	chr16(.):694362-722829	0.1074
NM_153350	chr16(.):737499-760825	0.0765
NM_001005920	chr16(.):726666-739439	0.0945
NM_024042	chr16(.):760172-772480	0.089
NM_005823	chr16(.):805764-823865	0.0668
NM_058192	chr16(.):829973-843383	0.094
NM_022092	chr16(.):833621-853074	0.0851
NM_016541	chr16(.):843040-855733	0.0714
NM_013404	chr16(.):806072-823865	0.0652
NM_001013638	chr16(.):850442-868861	0.0903
NR_030384	chr16(.):815182-825277	0.069
NM_001025190	chr16(.):814427-837926	0.0803
NM_001177355	chr16(.):805765-823865	0.0668
NR_036442	chr16(.):1020760-1036318	0.0676
NM_014587	chr16(.):1026807-1041979	0.0582
NR_027242	chr16(.):1109081-1133731	0.0606
NM_001053	chr16(.):1123780-1136454	0.06
NM_207419	chr16(.):1133225-1151244	0.0785
NM_001172560	chr16(.):1117755-1136454	0.0651
NM_021098	chr16(.):1198240-1276772	0.0641
NM_024164	chr16(.):1273335-1285185	0.0676
NM_003294	chr16(.):1285677-1297555	0.0957
NM_012467	chr16(.):1266650-1280254	0.062
NM_012217	chr16(.):1301272-1313494	0.0879
NM_003345	chr16(.):1354637-1380390	0.0961
NM_194261	chr16(.):1354179-1380390	0.0963
NM_023076	chr16(.):1408205-1434684	0.0784
NM_194260	chr16(.):1354360-1380390	0.0962
NM_001199097	chr16(.):1378605-1404442	0.099
NM_003933	chr16(.):1379504-1404442	0.0996
NM_001199096	chr16(.):1381197-1404442	0.1033
NM_001287	chr16(.):1489934-1530085	0.0801
NM_016111	chr16(.):1538351-1565460	0.0782
NM_001143980	chr16(.):1479388-1499490	0.0716
NM_001010878	chr16(.):1464943-1484345	0.1054
NM_001013658	chr16(.):1530939-1543468	0.0953
NM_024600	chr16(.):1579230-1610243	0.0792
NM_152764	chr16(.):1878988-1927102	0.0958
NM_001163560	chr16(.):1878983-1927179	0.0959
NR_033914	chr16(.):1923285-1939232	0.089
NM_002952	chr16(.):2007061-2019827	0.1132
NR_002327	chr16(.):2007334-2017467	0.122
NR_002326	chr16(.):2007973-2018107	0.1176
NM_004548	chr16(.):2004516-2016976	0.1091
NM_016332	chr16(.):1983233-1998294	0.0988
NM_005061	chr16(.):1989579-2009679	0.0868
NM_006453	chr16(.):2017063-2033751	0.0852
NR_003142	chr16(.):2009996-2020505	0.1054
NR_003020	chr16(.):2010184-2020311	0.105
NM_174903	chr16(.):2011874-2023976	0.1055
NM_014353	chr16(.):2193650-2209141	0.1144
NR_002736	chr16(.):2200023-2210106	0.1129
NM_032271	chr16(.):2200798-2233130	0.0849
NM_022372	chr16(.):2250177-2264418	0.1091
NM_004424	chr16(.):2268566-2290743	0.085
NM_001374	chr16(.):2281467-2293712	0.0674
NM_182563	chr16(.):2254253-2266069	0.1238
NM_001919	chr16(.):2284872-2306602	0.0925
NR_030636	chr16(.):2316747-2326841	0.1058
NM_001042371	chr16(.):2256602-2269822	0.1055
NM_001199174	chr16(.):2250731-2264418	0.108
NR_037448	chr16(.):2315713-2325773	0.1007
NM_006711	chr16(.):2298099-2322858	0.1122
NM_080594	chr16(.):2298099-2323413	0.1118
NR_003574	chr16(.):2385922-2481700	0.0975
NM_007108	chr16(.):2816414-2832297	0.1167
NM_145252	chr16(.):2875172-2887285	0.078
NM_006799	chr16(.):2862163-2876718	0.0854
NM_152891	chr16(.):2828953-2841708	0.087
NM_001135086	chr16(.):2843485-2860133	0.0899
NM_022119	chr16(.):2897727-2913171	0.0829
NR_026864	chr16(.):2884573-2897752	0.0872
NM_001142499	chr16(.):2928195-2954383	0.1111
NM_001012634	chr16(.):3110638-3124668	0.0977
NM_001012632	chr16(.):3110662-3124668	0.0978
NM_020982	chr16(.):3057456-3069506	0.0865
NM_004221	chr16(.):3110312-3124668	0.0966
NM_001142350	chr16(.):3069031-3082756	0.1098
NM_032805	chr16(.):3133894-3147861	0.0982
NM_017885	chr16(.):3067625-3079287	0.1082
NM_152341	chr16(.):3014341-3028485	0.0893
NM_001012636	chr16(.):3110784-3124668	0.0976
NM_001012635	chr16(.):3110611-3124668	0.0976
NM_001103175	chr16(.):3072867-3090542	0.1107
NM_016639	chr16(.):3065312-3077383	0.0996
NM_021195	chr16(.):3059712-3073188	0.0865
NM_022468	chr16(.):3091681-3115724	0.0857
NR_033861	chr16(.):3034054-3049510	0.0918
NM_004203	chr16(.):3017791-3035540	0.1054
NM_003223	chr16(.):4302186-4328001	0.1076
NM_138440	chr16(.):4416848-4438529	0.0763
NM_016069	chr16(.):4385251-4406300	0.0968
NM_032575	chr16(.):4377224-4394598	0.0867
NM_014692	chr16(.):5003317-5074156	0.0946
NM_016256	chr16(.):5069844-5088942	0.1007
NM_016151	chr16(.):29980221-30004719	0.1057
NM_003609	chr16(.):29999310-30012412	0.1418
NM_002720	chr16(.):30082383-30101695	0.1247
NM_001127617	chr16(.):30070972-30086735	0.1264
NM_184041	chr16(.):30072043-30086735	0.1261
NM_184043	chr16(.):30070599-30086735	0.1245
NM_000034	chr16(.):30059490-30086735	0.1269
NM_001109659	chr16(.):30029654-30041023	0.088
NM_003586	chr16(.):30011834-30027401	0.091
NM_031478	chr16(.):30030747-30047186	0.0878
NM_178518	chr17(.):7333761-7345998	0.1107
NM_021962	chr17(.):901758-1088131	0.1055
NM_001159746	chr17(.):901758-1095616	0.1046
NM_025248	chr17(.):36681258-36767183	0.1025
NM_153209	chr17(.):72317350-72356959	0.0797
NM_173628	chr17(.):76414777-76578476	0.0857
NM_020761	chr17(.):78513624-78945173	0.0971
NM_022463	chr17(.):697584-888010	0.0869
NM_001092	chr17(.):901758-1017324	0.1063
NM_001190413	chr17(.):57179-207633	0.0946
NM_015721	chr17(.):642660-660501	0.1177
NM_001105538	chr17(.):4437190-4463681	0.0997
NM_018081	chr17(.):7586666-7611820	0.1146
NM_001143991	chr17(.):7585757-7611820	0.1156
NM_020877	chr17(.):7618038-7742058	0.099
NM_001143990	chr17(.):7584388-7611820	0.1154
NM_003110	chr17(.):45968515-46011323	0.1114
NM_002507	chr17(.):47567654-47597382	0.1025
NM_003786	chr17(.):48707217-48774063	0.1007
NM_022827	chr17(.):48619561-48638213	0.0972
NM_030779	chr17(.):61595694-61628602	0.0922
NM_032646	chr17(.):72204695-72263157	0.0787
NM_178128	chr17(.):72868472-72894705	0.1023
NM_001003716	chr17(.):73639944-73668269	0.1311
NM_004259	chr17(.):73617949-73668265	0.1189
NM_006456	chr17(.):74556460-74587145	0.0999
NM_024419	chr17(.):76369734-76425639	0.1075
NM_001082575	chr17(.):77080426-77483563	0.082
NM_019020	chr17(.):77908818-78014647	0.0862
NR_029376	chr17(.):78320630-78393968	0.0983
NM_014740	chr17(.):78104012-78125982	0.1119
NM_001009811	chr17(.):79158392-79201751	0.0783
NM_017451	chr17(.):79003946-79096232	0.0793
NM_017450	chr17(.):79003946-79089312	0.0815
NM_178520	chr17(.):79280071-79309474	0.0817
NM_001080519	chr17(.):79368539-79438358	0.0726
NM_024083	chr17(.):79930425-79980282	0.0874
NM_001009905	chr17(.):80896666-81014686	0.0904
NM_003585	chr17(.):1010-36420	0.078
NR_024120	chr17(.):650899-663576	0.1188
NM_016080	chr17(.):657548-690571	0.1014
NM_018146	chr17(.):680512-700741	0.0927
NM_001164405	chr17(.):1168857-1179565	0.0906
NM_172367	chr17(.):1177956-1209281	0.0829
NM_178568	chr17(.):1832970-1933178	0.0877
NM_001383	chr17(.):1928430-1951725	0.1064
NM_080822	chr17(.):1940276-1951725	0.1061
NM_001098202	chr17(.):1954603-1967981	0.0849
NR_029625	chr17(.):1948564-1958674	0.0948
NM_006497	chr17(.):1953392-1967981	0.0838
NR_029674	chr17(.):1948201-1958302	0.092
NM_001122890	chr17(.):4455221-4468876	0.1411
NM_001140	chr17(.):4529213-4549960	0.0966
NM_001114974	chr17(.):4482833-4516614	0.0901
NM_198501	chr17(.):4482275-4516614	0.0894
NM_182906	chr17(.):6972855-6988600	0.0948
NM_080913	chr17(.):6999640-7023128	0.0765
NM_080914	chr17(.):6999640-7022629	0.0773
NM_001143775	chr17(.):7141905-7159995	0.1496
NM_015982	chr17(.):7186570-7202876	0.0917
NM_001185023	chr17(.):7158221-7171264	0.0861
NM_001185022	chr17(.):7158221-7171512	0.086
NM_004422	chr17(.):7123660-7142863	0.131
NM_007278	chr17(.):7138737-7150753	0.1525
NM_024297	chr17(.):7133346-7147825	0.1672
NM_203415	chr17(.):7150371-7168259	0.1091
NM_015362	chr17(.):7150550-7168259	0.1095
NM_001042	chr17(.):7180053-7196367	0.1013
NM_015343	chr17(.):7141905-7160259	0.1487
NM_199339	chr17(.):7318678-7329951	0.0908
NM_001143762	chr17(.):7206693-7220782	0.161
NM_032442	chr17(.):7213950-7237638	0.1281
NM_001143761	chr17(.):7206287-7220782	0.1588
NM_152766	chr17(.):7301294-7312418	0.0843
NM_001143760	chr17(.):7205317-7220782	0.1543
NM_014716	chr17(.):7234847-7259793	0.1229
NM_020360	chr17(.):7288054-7302843	0.079
NM_001970	chr17(.):7205855-7220782	0.1563
NM_004489	chr17(.):7210977-7223658	0.1493
NM_020795	chr17(.):7306501-7328179	0.0847
NM_175734	chr17(.):7323934-7335886	0.0918
NM_001128833	chr17(.):7357684-7387944	0.1132
NM_000937	chr17(.):7382697-7422935	0.1123
NM_020899	chr17(.):7357684-7392568	0.1145
NM_004112	chr17(.):7337688-7353251	0.1015
NM_000747	chr17(.):7343405-7365932	0.1006
NM_001102614	chr17(.):7379720-7391383	0.1296
NM_000546	chr17(.):7566719-7595863	0.1124
NM_001126117	chr17(.):7566719-7583811	0.0934
NM_001406	chr17(.):7603519-7619693	0.1025
NR_002778	chr17(.):7652637-7663286	0.0892
NM_001080424	chr17(.):7738234-7763118	0.1303
NM_144607	chr17(.):7756063-7770600	0.1309
NM_032356	chr17(.):7755002-7766172	0.1381
NM_203411	chr17(.):7753383-7764417	0.1386
NM_001039131	chr17(.):7937357-7957451	0.1046
NR_036201	chr17(.):7986373-7996465	0.1078
NM_001139	chr17(.):7970953-7996021	0.1091
NM_021628	chr17(.):7994217-8026860	0.1211
NM_032580	chr17(.):8018907-8032410	0.1637
NM_001165960	chr17(.):7994217-8027234	0.1206
NR_003190	chr17(.):16685205-16712819	0.1295
NR_026810	chr17(.):16687056-16698815	0.1413
NR_029392	chr17(.):16728796-16741147	0.1069
NM_006613	chr17(.):18918989-18955336	0.1108
NM_001129778	chr17(.):19025781-19067148	0.1154
NM_001102664	chr17(.):19135689-19245028	0.1105
NM_021012	chr17(.):21274698-21328179	0.1209
NM_001194958	chr17(.):21303447-21325482	0.1751
NR_027384	chr17(.):26795663-26829798	0.0966
NM_003593	chr17(.):26845958-26870175	0.115
NM_005165	chr17(.):26895132-26908951	0.1411
NM_033198	chr17(.):26875405-26903887	0.1289
NM_005148	chr17(.):26868724-26884646	0.1233
NM_021006	chr17(.):34517267-34529156	0.2399
NM_001001418	chr17(.):34576084-34597027	0.2375
NM_001001435	chr17(.):34533467-34545274	0.228
NM_001001437	chr17(.):34517267-34529147	0.24
NM_001001417	chr17(.):34488060-34508988	0.2154
NM_021006	chr17(.):34618841-34630730	0.2204
NM_001001437	chr17(.):34618841-34630721	0.2204
NM_001001435	chr17(.):34635033-34646840	0.2338
NM_001123392	chr17(.):34740935-34762050	0.2307
NM_001001418	chr17(.):34741118-34813091	0.191
NM_001040282	chr17(.):34792174-34813103	0.226
NM_004773	chr17(.):34837472-34856662	0.106
NM_001123391	chr17(.):36278959-36300098	0.2856
NR_024178	chr17(.):36197572-36249363	0.0963
NM_032258	chr17(.):36278959-36299915	0.2853
NM_001123391	chr17(.):36332527-36353666	0.3148
NM_032258	chr17(.):36332710-36353666	0.3145
NM_006160	chr17(.):37755020-37769175	0.0895
NM_001165938	chr17(.):37788332-37825454	0.108
NM_032192	chr17(.):37778178-37797877	0.1233
NM_181505	chr17(.):37779752-37797878	0.119
NM_000422	chr17(.):39770691-39785882	0.0726
NM_000526	chr17(.):39733530-39748147	0.1032
NR_033415	chr17(.):39777578-39801451	0.0727
NM_000226	chr17(.):39717093-39733310	0.1049
NM_005557	chr17(.):39761030-39774079	0.0788
NM_199262	chr17(.):45917279-45938240	0.1097
NM_145798	chr17(.):45879732-45904147	0.1064
NM_033413	chr17(.):45903992-45920079	0.1162
NM_001145023	chr17(.):45910046-45923699	0.1096
