GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
NM_001024630	chr6(.):45291053-45523819	0.1191
NM_001172420	chr6(.):52280804-52365583	0.1201
NM_018100	chr6(.):52279993-52365583	0.1215
NM_016021	chr6(.):90031343-90067619	0.1602
NM_001170794	chr6(.):90631246-91011627	0.1139
NM_021813	chr6(.):90631246-91011562	0.1138
NM_001455	chr6(.):108877068-109010971	0.1596
NM_201559	chr6(.):108876025-109010971	0.1589
NM_032131	chr6(.):109164618-109300352	0.1432
NM_173674	chr6(.):117798819-117896020	0.1353
NM_153235	chr6(.):139556198-139618208	0.1268
NM_006734	chr6(.):143067603-143271338	0.0692
NM_024630	chr6(.):157797556-158099977	0.0613
NM_020185	chr6(.):287100-356355	0.2871
NM_001195291	chr6(.):2943392-2977399	0.1257
NR_026855	chr6(.):2983200-2996405	0.1777
NM_003804	chr6(.):3072057-3120421	0.106
NR_033884	chr6(.):3015389-3030005	0.1482
NM_001012983	chr6(.):3040617-3051034	0.0785
NM_001145549	chr6(.):7876482-7915310	0.2432
NM_030810	chr6(.):7876482-7916047	0.2421
NM_032744	chr6(.):11708887-11784280	0.1203
NM_001143964	chr6(.):13300183-13333787	0.1233
NR_002174	chr6(.):25076294-25143051	0.1252
NR_027626	chr6(.):25103200-25143620	0.1318
NM_021065	chr6(.):26194011-26204471	0.2218
NM_003530	chr6(.):26192011-26204464	0.2015
NM_138720	chr6(.):26153348-26176576	0.182
NM_003523	chr6(.):26179023-26189458	0.1737
NM_003539	chr6(.):26183937-26194304	0.1852
NM_003545	chr6(.):26199872-26210249	0.1974
NM_005321	chr6(.):26151558-26162343	0.2012
NM_003522	chr6(.):26194786-26205216	0.2342
NM_003518	chr6(.):26211427-26221872	0.1626
NM_021052	chr6(.):26212147-26222711	0.1595
NM_003532	chr6(.):26220382-26230844	0.1351
NM_003524	chr6(.):26246878-26257303	0.1914
NM_003547	chr6(.):26241838-26252205	0.1704
NM_003540	chr6(.):26235653-26246021	0.1106
NM_021018	chr6(.):26245369-26255835	0.1941
NM_005320	chr6(.):26229439-26240216	0.1329
NM_001145008	chr6(.):26397464-26420444	0.1102
NM_001197240	chr6(.):26378328-26400100	0.1369
NM_001197247	chr6(.):26360397-26383540	0.1682
NM_001197238	chr6(.):26378323-26400100	0.1369
NM_007047	chr6(.):26360397-26383548	0.1683
NM_001197237	chr6(.):26378438-26400100	0.1363
NM_001197248	chr6(.):26360469-26383540	0.1675
NM_001197246	chr6(.):26363405-26383540	0.1497
NM_021064	chr6(.):27095816-27106314	0.2065
NM_080593	chr6(.):27101071-27119637	0.1982
NM_080596	chr6(.):27109907-27120346	0.1937
NR_036096	chr6(.):27110404-27120467	0.1958
NM_021058	chr6(.):27095094-27105575	0.2162
NM_003495	chr6(.):27102087-27112457	0.169
NM_021066	chr6(.):27777079-27787518	0.1747
NM_003536	chr6(.):27772841-27783314	0.2251
NM_003509	chr6(.):27770976-27781445	0.2026
NM_003519	chr6(.):27770256-27780709	0.2035
NM_003521	chr6(.):27777821-27788267	0.1727
NM_003520	chr6(.):27801439-27811888	0.1956
NM_003511	chr6(.):27828106-27838576	0.1541
NM_003533	chr6(.):27834622-27845099	0.1337
NM_003510	chr6(.):27800657-27811117	0.1958
NM_003541	chr6(.):27793951-27804305	0.1203
NM_005322	chr6(.):27829569-27840359	0.1643
NM_021968	chr6(.):27786902-27797258	0.1293
NM_003546	chr6(.):27835925-27846289	0.1181
NM_003587	chr6(.):30615895-30645830	0.1083
NM_001161376	chr6(.):30609815-30625987	0.1225
NM_133471	chr6(.):30639165-30660672	0.1677
NM_001134870	chr6(.):30639165-30660093	0.1704
NM_007243	chr6(.):30650825-30663769	0.1764
NM_178014	chr6(.):30683156-30698195	0.2082
NM_021246	chr6(.):31678132-31690581	0.0889
NM_138275	chr6(.):31686160-31697851	0.1444
NR_033488	chr6(.):31649725-31675850	0.112
NM_013974	chr6(.):31689816-31703039	0.1787
NM_025262	chr6(.):31639460-31653150	0.1216
NM_001288	chr6(.):31693357-31709341	0.2396
NM_001003693	chr6(.):31669683-31683372	0.1179
NM_021160	chr6(.):31649725-31676137	0.112
NR_024541	chr6(.):31674752-31686842	0.0838
NM_025261	chr6(.):31681424-31694510	0.0843
NM_001039651	chr6(.):31725772-31737624	0.0907
NM_025258	chr6(.):31728370-31750108	0.1139
NR_002742	chr6(.):31799852-31809916	0.1787
NM_000434	chr6(.):31821828-31835709	0.1321
NM_021177	chr6(.):31760173-31779743	0.1537
NR_002745	chr6(.):31798039-31808103	0.1857
NM_001178045	chr6(.):31825969-31850448	0.1078
NM_001040438	chr6(.):31797692-31812541	0.1643
NM_005345	chr6(.):31778290-31790719	0.15
NM_005527	chr6(.):31772395-31787835	0.144
NM_001178044	chr6(.):31825969-31851823	0.1052
NM_006295	chr6(.):31740296-31768712	0.1315
NM_005346	chr6(.):31790511-31803031	0.2266
NM_022107	chr6(.):32153542-32168300	0.1412
NM_138717	chr6(.):32116300-32136452	0.0919
NM_001136	chr6(.):32143745-32157023	0.1686
NM_004557	chr6(.):32157619-32196844	0.1117
NM_032741	chr6(.):32130982-32150888	0.1627
NM_002586	chr6(.):32147509-32162963	0.0991
NM_006913	chr6(.):32141161-32153570	0.1967
NR_003129	chr6(.):32141231-32153567	0.1963
NM_030651	chr6(.):32111139-32124720	0.1002
NM_005155	chr6(.):32116621-32136452	0.0913
NM_006411	chr6(.):32130982-32148916	0.1682
NR_037169	chr6(.):32115578-32127142	0.1054
NM_030652	chr6(.):32127404-32141062	0.0906
NM_006120	chr6(.):32911390-32925899	0.1877
NM_002119	chr6(.):32966959-32982389	0.1161
NM_002118	chr6(.):32897405-32913847	0.1471
NM_005104	chr6(.):32931436-32954282	0.2198
NM_001113182	chr6(.):32933664-32954282	0.2288
NM_001199455	chr6(.):32934371-32954282	0.2344
NM_001199456	chr6(.):32935860-32954282	0.2154
NM_001164267	chr6(.):33241879-33262304	0.1197
NM_022551	chr6(.):33234851-33249281	0.1555
NM_172209	chr6(.):33262471-33287164	0.1652
NM_004761	chr6(.):33254430-33272176	0.1447
NM_172208	chr6(.):33266409-33287164	0.1718
NM_003782	chr6(.):33239916-33251602	0.1308
NR_024517	chr6(.):33281334-33295793	0.1963
NM_014260	chr6(.):33252377-33263711	0.1257
NM_005453	chr6(.):33277181-33290512	0.1963
NM_001145338	chr6(.):33277181-33290719	0.1962
NM_022553	chr6(.):33213048-33244662	0.1478
NM_001185181	chr6(.):33252411-33263709	0.126
NR_001444	chr6(.):33327513-33339139	0.0976
NM_000322	chr6(.):42659332-42695358	0.1134
NM_003192	chr6(.):42707233-42718884	0.1495
NR_037141	chr6(.):42690313-42700932	0.1155
NM_015349	chr6(.):42783793-42841296	0.0995
NM_001078177	chr6(.):44186362-44206888	0.1252
NM_178148	chr6(.):44216837-44230283	0.1651
NM_001078174	chr6(.):44182241-44206888	0.1234
NM_020745	chr6(.):44261462-44286063	0.1173
NM_182539	chr6(.):44242896-44270458	0.0973
NM_001137560	chr6(.):44233479-44252182	0.1012
NM_001078175	chr6(.):44186295-44206888	0.1254
NM_004556	chr6(.):44220902-44238525	0.1627
NM_007355	chr6(.):44209848-44226614	0.1768
NM_002388	chr6(.):52123811-52154582	0.1289
NM_052872	chr6(.):52096483-52114298	0.1111
NM_014051	chr6(.):52530883-52556385	0.1338
NR_024403	chr6(.):52524198-52538951	0.2171
NM_001402	chr6(.):74220472-74235755	0.2103
NM_002043	chr6(.):89962238-90029967	0.1174
NM_021244	chr6(.):90069334-90126995	0.1575
NM_182907	chr6(.):106541814-106562811	0.2142
NM_001198	chr6(.):106529194-106562814	0.2329
NM_002356	chr6(.):114173526-114189652	0.1674
NR_027060	chr6(.):114220550-114247806	0.0985
NM_020399	chr6(.):117876432-117928705	0.1258
NM_001017373	chr6(.):130460460-130549099	0.1012
NM_152552	chr6(.):130499132-130541494	0.1056
NM_006290	chr6(.):138183580-138209449	0.1938
NM_006079	chr6(.):139688396-139700785	0.1955
NM_001168389	chr6(.):139688396-139700350	0.1995
NM_001168388	chr6(.):139688396-139700499	0.1976
NR_037463	chr6(.):157945163-157955232	0.0552
NM_145695	chr7(.):14210605-14886075	0.0966
NM_004080	chr7(.):14179673-14886075	0.0963
NM_004289	chr7(.):26186846-26231756	0.1458
NM_030796	chr7(.):55533305-55645200	0.1567
NM_012301	chr7(.):77641373-79087890	0.1022
NR_033766	chr7(.):113721364-114338827	0.1501
NM_001145354	chr7(.):130789854-131186398	0.1627
NM_001164458	chr7(.):149939300-150025758	0.1652
NM_130843	chr7(.):157326749-158385482	0.1119
NM_001136020	chr7(.):8148403-8306780	0.1174
NM_022307	chr7(.):8147814-8306682	0.1174
NM_004968	chr7(.):8147814-8307185	0.1173
NM_182762	chr7(.):20169278-20262013	0.1382
NM_002214	chr7(.):20365724-20460382	0.1187
NM_002541	chr7(.):44641120-44753669	0.1236
NM_001003941	chr7(.):44641120-44721195	0.1341
NM_022748	chr7(.):47309751-47584199	0.1156
NM_006060	chr7(.):50339377-50477798	0.0939
NM_012395	chr7(.):90333711-90844904	0.1273
NM_017621	chr7(.):102091666-102110321	0.1227
NM_182931	chr7(.):104649636-104759532	0.1348
NM_022444	chr7(.):122748587-122845025	0.1549
NM_001098627	chr7(.):128575771-128595088	0.2317
NM_001098630	chr7(.):128572993-128595088	0.2403
NM_032643	chr7(.):128573270-128595088	0.2349
NM_003344	chr7(.):129467994-129597789	0.1805
NR_015431	chr7(.):130623918-130798562	0.1895
NR_024153	chr7(.):130623918-130796789	0.189
NM_014149	chr7(.):134863589-134901316	0.1635
NM_178563	chr7(.):134666258-134825530	0.152
NM_194071	chr7(.):137554724-137691846	0.1815
NM_173680	chr7(.):150071405-150100719	0.2287
NR_029597	chr7(.):25984538-25994606	0.1924
NM_031243	chr7(.):26224555-26245413	0.1963
NM_016587	chr7(.):26236323-26257976	0.167
NM_007276	chr7(.):26236098-26257976	0.1665
NM_018224	chr7(.):43673858-43774083	0.1327
NM_019082	chr7(.):44600402-44619137	0.1162
NM_182547	chr7(.):44613761-44626827	0.135
NM_001123065	chr7(.):47689841-47706246	0.0897
NM_017439	chr7(.):76935067-77050717	0.1162
NM_020979	chr7(.):101923404-101967178	0.1224
NR_036245	chr7(.):101931368-101941453	0.1245
NM_032831	chr7(.):102068995-102102268	0.1641
NM_024653	chr7(.):102031803-102072129	0.1519
NM_001146210	chr7(.):101981191-102001889	0.1619
NM_006234	chr7(.):102108547-102124381	0.1577
NM_152892	chr7(.):102100389-102118612	0.1285
NR_027374	chr7(.):104530074-104572092	0.1194
NR_024586	chr7(.):104645988-104659588	0.2121
NM_001166346	chr7(.):114557208-114568720	0.2539
NM_199072	chr7(.):114557208-114664970	0.2084
NM_199349	chr7(.):128525000-128555773	0.1488
NM_018295	chr7(.):134827765-134855967	0.2521
NR_024185	chr7(.):134845531-134860532	0.2187
NM_005989	chr7(.):137756177-137808050	0.1372
NM_013400	chr7(.):150060878-150076133	0.292
NM_014374	chr7(.):150063257-150076133	0.2919
NM_001142928	chr7(.):150015295-150040245	0.1743
NM_002889	chr7(.):150030406-150043763	0.1216
NM_138434	chr7(.):150021937-150034811	0.1518
NR_027237	chr7(.):150097839-150114558	0.2598
NM_175571	chr7(.):150142961-150181483	0.1469
NR_034033	chr7(.):150125741-150150228	0.2219
NM_080838	chr8(.):134198311-134245053	0.1289
NM_003882	chr8(.):134198311-134246571	0.1299
NM_004103	chr8(.):27163998-27321903	0.1558
NM_173176	chr8(.):27178053-27321903	0.1558
NM_173175	chr8(.):27178080-27321903	0.1559
NM_021623	chr8(.):38753752-38836430	0.1392
NM_018371	chr8(.):19256671-19545094	0.1133
NR_024040	chr8(.):19256671-19545261	0.1133
NM_006228	chr8(.):28169648-28205868	0.149
NM_001010906	chr8(.):27874480-27946388	0.1383
NM_024787	chr8(.):33400272-33429643	0.1625
NR_027638	chr8(.):38849504-38967779	0.1088
NM_005079	chr8(.):80942104-81088836	0.1584
NM_024094	chr8(.):120841180-120873170	0.1239
NM_022783	chr8(.):120880899-121068157	0.1462
NM_173685	chr8(.):126099082-126384367	0.1302
NM_003033	chr8(.):134462090-134589183	0.1315
NM_003970	chr8(.):1988157-2098380	0.1278
NM_022071	chr8(.):19166080-19258729	0.1182
NM_001174159	chr8(.):19166486-19258729	0.1184
NM_171982	chr8(.):27137403-27173834	0.1228
NM_018091	chr8(.):27945583-28053669	0.1108
NM_018660	chr8(.):28198101-28248977	0.1262
NM_057158	chr8(.):29188616-29211322	0.1576
NM_001394	chr8(.):29188619-29213185	0.152
NR_026765	chr8(.):29573775-29610625	0.1319
NM_025115	chr8(.):33351235-33375656	0.1255
NM_001102401	chr8(.):33351235-33375703	0.1259
NM_024025	chr8(.):33443853-33462439	0.0992
NR_003129	chr8(.):38452692-38463775	0.0757
NM_001024381	chr8(.):38841326-38859041	0.1278
NM_153692	chr8(.):38826667-38851181	0.0992
NR_034003	chr8(.):61873679-61885307	0.091
NM_001040708	chr8(.):80671244-80685098	0.129
NM_003184	chr8(.):120738013-120850074	0.1039
NM_201378	chr8(.):144984320-145052697	0.11
NM_032789	chr8(.):145046319-145065635	0.1501
NM_000445	chr8(.):144984320-145055913	0.1134
NM_201381	chr8(.):144984320-145023905	0.1044
NM_201382	chr8(.):144984320-145023110	0.105
NM_201383	chr8(.):144984320-145021692	0.1049
NM_201379	chr8(.):144984320-145033088	0.1026
NM_001009184	chr8(.):145059225-145072583	0.1176
NM_201384	chr8(.):144984320-145018758	0.1085
NR_030383	chr8(.):145014358-145024447	0.1306
NM_201380	chr8(.):144984320-145030044	0.1057
NM_002839	chr9(.):8309245-10617723	0.0912
NM_053016	chr9(.):112537576-112718756	0.1146
NM_001037293	chr9(.):112398067-112718756	0.1048
NM_007203	chr9(.):112537576-112939791	0.1288
NM_001004065	chr9(.):112805877-112939791	0.1549
NM_005047	chr9(.):123573331-123610206	0.114
NM_015033	chr9(.):132644465-132810473	0.1109
NM_198679	chr9(.):134447156-134590229	0.115
NM_005312	chr9(.):134447156-134617925	0.1213
NR_033912	chr9(.):93820575-93842414	0.0982
NM_005384	chr9(.):94166326-94191144	0.1732
NM_001701	chr9(.):104117698-104152287	0.1049
NM_001127610	chr9(.):104117698-104150801	0.1038
NM_197977	chr9(.):104156162-104177942	0.1518
NM_000035	chr9(.):104177841-104203062	0.1397
NM_019051	chr9(.):104147248-104165919	0.1551
NM_001012993	chr9(.):112956845-112975413	0.095
NM_001136562	chr9(.):112882780-112939791	0.1658
NM_000608	chr9(.):117087068-117100536	0.1026
NM_030767	chr9(.):117091432-117161685	0.1485
NM_000607	chr9(.):117080302-117093759	0.0946
NM_005658	chr9(.):123659670-123694173	0.1352
NM_015651	chr9(.):123612930-123644606	0.1499
NM_001190945	chr9(.):123659670-123696451	0.1397
NM_001190947	chr9(.):123659670-123681850	0.1335
NM_001009936	chr9(.):123626852-123644606	0.1813
NR_024408	chr9(.):123600319-123621651	0.1284
NM_173689	chr9(.):126113447-126146032	0.0859
NM_001145001	chr9(.):127015195-127119719	0.0991
NM_001166168	chr9(.):127015529-127119719	0.0992
NM_001166167	chr9(.):127014884-127119719	0.0991
NM_001035254	chr9(.):130697860-130747812	0.1381
NM_003863	chr9(.):130692373-130705763	0.1245
NM_203305	chr9(.):130697860-130717993	0.1237
NM_001135219	chr9(.):130678807-130698076	0.1508
NM_173492	chr9(.):130678807-130694770	0.1595
NR_024425	chr9(.):130885807-130897913	0.1686
NR_027812	chr9(.):130877971-130895712	0.1405
NM_001006641	chr9(.):130825478-130876524	0.1394
NM_197956	chr9(.):130818511-130834599	0.1539
NM_001006643	chr9(.):130855835-130876524	0.0967
NM_001006642	chr9(.):130849127-130876524	0.1072
NM_052901	chr9(.):130855816-130876524	0.0968
NM_025072	chr9(.):130877971-130895474	0.1397
NR_033374	chr9(.):130868449-130886013	0.0961
NM_016520	chr9(.):132584563-132602572	0.1329
NM_006676	chr9(.):132592695-132649107	0.109
NM_001008563	chr9(.):132592756-132649107	0.1091
NM_032728	chr9(.):134160080-134189649	0.0905
NM_033387	chr9(.):134128464-134156906	0.1696
NM_178536	chr9(.):139841767-139854949	0.0891
NM_153200	chr9(.):139752232-139765738	0.0842
NM_000606	chr9(.):139834697-139846426	0.1084
NM_021138	chr9(.):139775964-139826067	0.1305
NM_018998	chr9(.):139829886-139844173	0.1012
NM_206920	chr9(.):139741818-139760251	0.0947
NM_014172	chr9(.):139738255-139750490	0.0879
NM_015691	chrX(.):9978794-10117518	0.0672
NM_001001671	chrX(.):19373175-19538379	0.0495
NM_001123384	chrX(.):39905498-40041582	0.0567
NM_144495	chrX(.):48750194-48765420	0.081
NM_001167990	chrX(.):48750212-48765420	0.0811
NM_001032384	chrX(.):48750538-48765420	0.0821
NM_001167992	chrX(.):48750774-48765420	0.0819
NM_001104544	chrX(.):119387504-119450391	0.0691
NM_005334	chrX(.):153208007-153241819	0.0732
NM_001830	chrX(.):10119984-10210699	0.0501
NM_138636	chrX(.):12919738-12946288	0.0594
NM_016562	chrX(.):12880201-12913480	0.1055
NR_030727	chrX(.):12915935-12966419	0.0568
NM_000397	chrX(.):37634269-37677714	0.0796
NM_006520	chrX(.):37693088-37711889	0.0591
NM_001167947	chrX(.):48745729-48760426	0.0868
NM_001042498	chrX(.):48755888-48774235	0.0888
NM_001136158	chrX(.):48774302-48819893	0.1062
NM_001136159	chrX(.):48774302-48820648	0.1052
NM_006875	chrX(.):48765458-48781413	0.1111
NM_004979	chrX(.):48813638-48833251	0.0714
NM_005660	chrX(.):48755458-48773917	0.0893
NM_001032289	chrX(.):48755889-48773933	0.0882
NM_006777	chrX(.):119379606-119397251	0.0755
NM_001184742	chrX(.):119379609-119397251	0.0756
NM_003399	chrX(.):128867945-128908525	0.0698
NM_018990	chrX(.):128908891-128934176	0.0944
NM_006359	chrX(.):135062585-135134428	0.063
NM_001177651	chrX(.):135062582-135134428	0.063
NM_000054	chrX(.):153165528-153177620	0.0578
NM_000425	chrX(.):153121970-153146399	0.0428
NM_003491	chrX(.):153190376-153205468	0.0982
NM_001666	chrX(.):153167829-153196714	0.0743
NM_002910	chrX(.):153195721-153215232	0.0663
NR_027419	chrX(.):153162984-153177620	0.0565
NM_001025243	chrX(.):153270956-153290342	0.0879
NM_003492	chrX(.):153232990-153253646	0.0843
NR_031757	chrX(.):153280370-153290440	0.0804
NR_036175	chrX(.):153241548-153251627	0.077
NR_036174	chrX(.):153241547-153251628	0.0771
NM_015892	chr10(.):125762181-125856930	0.1539
NM_014863	chr10(.):125774168-125856930	0.1629
NM_031453	chr10(.):14555558-14821896	0.1166
NM_001083591	chr10(.):11201992-11383672	0.1784
NM_001025077	chr10(.):11042258-11383672	0.1495
NM_006561	chr10(.):11054892-11383672	0.1512
NM_024948	chr10(.):15815174-15907519	0.1281
NM_001002265	chr10(.):45947816-46095354	0.1148
NR_033842	chr10(.):45301471-45460137	0.105
NM_032023	chr10(.):45450218-45495172	0.1481
NM_000698	chr10(.):45864628-45946563	0.1347
NM_001002266	chr10(.):45947816-46035819	0.1122
NM_032199	chr10(.):63656012-63861707	0.1303
NM_001198798	chr10(.):73851273-73980751	0.108
NM_001198799	chr10(.):73851273-73981183	0.1077
NM_020338	chr10(.):80823791-81081285	0.1041
NM_001134363	chr10(.):112399154-112604227	0.1121
NM_007373	chr10(.):112674300-112778425	0.1163
NR_027653	chr10(.):3813187-3832473	0.1435
NM_001123376	chr10(.):45401763-45435642	0.0985
NM_007021	chr10(.):45466708-45479330	0.1433
NM_001039380	chr10(.):45488145-45501470	0.1348
NM_006963	chr10(.):45491272-45505777	0.126
NM_018055	chr10(.):72186691-72206465	0.0981
NM_014431	chr10(.):72233563-72333206	0.1315
NM_005041	chr10(.):72352103-72367531	0.0811
NM_173473	chr10(.):73970805-74000618	0.1287
NM_019058	chr10(.):74028676-74040797	0.1184
NM_057157	chr10(.):94828231-94842641	0.1499
NM_183374	chr10(.):94816020-94833454	0.105
NM_000783	chr10(.):94828646-94842641	0.1517
NM_020992	chr10(.):96992329-97055781	0.1354
NM_001114094	chr10(.):97946454-98036333	0.1235
NM_001017520	chr10(.):98059084-98103321	0.1044
NM_030912	chr10(.):104399251-104423076	0.1446
NR_024552	chr10(.):105201542-105217162	0.1233
NM_001129742	chr10(.):105227560-105243997	0.1486
NM_001001412	chr10(.):105208143-105223648	0.1274
NM_004210	chr10(.):105248734-105357309	0.1114
NM_005871	chr10(.):112047797-112069707	0.1194
NM_004419	chr10(.):112252624-112276302	0.1758
NM_145341	chr10(.):112626595-112664764	0.1594
NM_001195307	chr10(.):112653487-112684124	0.1474
NM_001195306	chr10(.):112653487-112683694	0.1469
NR_026932	chr10(.):112623647-112635662	0.2293
NM_001111018	chr11(.):19367270-20148147	0.1083
NM_001098517	chr11(.):115039344-115380241	0.124
NM_181798	chr11(.):2477683-2875340	0.0947
NM_000218	chr11(.):2461220-2875340	0.0948
NM_030962	chr11(.):9795213-10320754	0.1038
NM_175058	chr11(.):16804206-17040963	0.1188
NM_001143830	chr11(.):22683159-22839547	0.1206
NM_177553	chr11(.):22684653-22839547	0.1201
NM_005256	chr11(.):22691318-22839547	0.1152
NM_020229	chr11(.):45110563-45251903	0.0995
NM_004811	chr11(.):58289343-58348390	0.1466
NM_001143995	chr11(.):58289343-58350639	0.1459
NM_206893	chr11(.):60547820-60573778	0.0796
NM_001077241	chr11(.):65137662-65155142	0.1451
NR_002819	chr11(.):65260232-65278939	0.2238
NM_030930	chr11(.):67753574-67776593	0.1532
NM_006645	chr11(.):72460773-72509750	0.1083
NM_014824	chr11(.):72542789-72858143	0.1238
NR_027479	chr11(.):78142015-78290909	0.1095
NM_080491	chr11(.):77921335-78133868	0.113
NM_014488	chr11(.):82687477-82787884	0.1504
NM_024556	chr11(.):126076618-126137879	0.1063
NM_002017	chr11(.):128558812-128688162	0.146
NM_001167681	chr11(.):128557388-128688162	0.1452
NM_012239	chr11(.):210029-241362	0.1039
NM_002817	chr11(.):231807-257984	0.1078
NM_138329	chr11(.):273569-290304	0.0808
NM_006435	chr11(.):303106-314410	0.0973
NM_025092	chr11(.):284137-300688	0.088
NM_003641	chr11(.):308990-320272	0.0914
NM_001025295	chr11(.):293202-304526	0.078
NM_021034	chr11(.):314672-325914	0.0703
NM_138567	chr11(.):1850673-1863750	0.0847
NM_002339	chr11(.):1869199-1918493	0.1043
NM_001145829	chr11(.):1855718-1867910	0.0828
NM_001013253	chr11(.):1884902-1918493	0.0849
NM_001145841	chr11(.):1856431-1867910	0.0834
NM_001013255	chr11(.):1887153-1918493	0.0862
NM_003282	chr11(.):1855232-1867910	0.0825
NM_001013254	chr11(.):1887098-1918493	0.0861
NR_036185	chr11(.):1875693-1885766	0.1116
NM_001124	chr11(.):10321641-10333923	0.2802
NM_022725	chr11(.):22639078-22652387	0.1471
NM_000610	chr11(.):35155416-35258949	0.1497
NM_000614	chr11(.):58385145-58398205	0.1493
NR_024091	chr11(.):58341586-58398205	0.1478
NM_053023	chr11(.):58341586-58394023	0.1466
NM_004778	chr11(.):60613397-60628444	0.112
NM_207341	chr11(.):60630014-60648164	0.1252
NM_024098	chr11(.):60604428-60623561	0.1571
NR_028272	chr11(.):65185268-65199003	0.2972
NR_030343	chr11(.):65206928-65217028	0.1804
NM_031904	chr11(.):65149040-65185995	0.1266
NM_021070	chr11(.):65301029-65330699	0.122
NM_001048218	chr11(.):65287547-65311182	0.1216
NM_001161473	chr11(.):67771047-67801743	0.1467
NM_006053	chr11(.):67805446-67823366	0.1092
NM_006019	chr11(.):67801482-67823366	0.11
NM_002496	chr11(.):67793083-67809114	0.1518
NM_000694	chr11(.):67772789-67801743	0.1485
NM_033388	chr11(.):72520450-72545680	0.1693
NR_033347	chr11(.):82747505-82757640	0.108
NM_006235	chr11(.):111217980-111255157	0.1619
NR_026691	chr11(.):117852105-117877199	0.1377
NR_027288	chr11(.):122883273-122895319	0.114
NM_006597	chr11(.):122923199-122937844	0.2201
NM_032795	chr11(.):126066988-126086587	0.13
NR_024233	chr11(.):129867518-129880381	0.1528
NM_199437	chr11(.):129764600-129877730	0.1101
NM_021978	chr11(.):130024681-130085257	0.1279
NM_014325	chr12(.):109033886-109130295	0.1456
NM_020375	chr12(.):4425358-4474190	0.103
NM_007273	chr12(.):7069516-7084891	0.171
NR_015382	chr12(.):6543166-6565683	0.141
NM_001144831	chr12(.):7069514-7084916	0.1713
NR_036693	chr12(.):9817307-9857151	0.1093
NM_001197317	chr12(.):9817330-9857151	0.1093
NM_016511	chr12(.):10218079-10256605	0.1276
NM_001004419	chr12(.):9817308-9857151	0.1093
NM_001987	chr12(.):11797787-12053325	0.1232
NM_031289	chr12(.):13232041-13253709	0.1419
NM_006143	chr12(.):12808994-12854121	0.1153
NM_001080555	chr12(.):13232041-13261619	0.1509
NM_152321	chr12(.):15061975-15096463	0.1107
NM_139241	chr12(.):32650040-32803984	0.1259
NM_005164	chr12(.):39940021-40018843	0.1132
NM_001031748	chr12(.):40014971-40120720	0.094
NM_001077484	chr12(.):46571840-46668208	0.1343
NM_001128914	chr12(.):53840885-53879946	0.1921
NM_000966	chr12(.):53599352-53631036	0.1463
NM_001042728	chr12(.):53599352-53619150	0.1608
NM_013449	chr12(.):56984379-57035163	0.1327
NM_001731	chr12(.):92529053-92544673	0.1858
NM_005761	chr12(.):94537498-94704225	0.1405
NM_020244	chr12(.):102086416-102127846	0.1245
NM_003299	chr12(.):104319188-104346703	0.1683
NM_014706	chr12(.):108910990-108960165	0.1445
NM_018984	chr12(.):109171465-109256359	0.1254
NM_003959	chr12(.):123315038-123352507	0.0534
NM_001082959	chr12(.):125257173-125353519	0.0504
NR_028415	chr12(.):1604656-1618590	0.084
NM_001759	chr12(.):4377901-4419522	0.1369
NM_014231	chr12(.):6566403-6584843	0.1702
NM_001242	chr12(.):6549050-6565884	0.1613
NM_014865	chr12(.):6598297-6646132	0.1379
NM_016497	chr12(.):6596315-6607471	0.1711
NR_004387	chr12(.):6614387-6624717	0.1008
NM_018009	chr12(.):6556176-6576488	0.1807
NM_001975	chr12(.):7018613-7037859	0.1605
NM_002831	chr12(.):7055433-7075479	0.1964
NR_029779	chr12(.):7067861-7077929	0.1643
NM_080548	chr12(.):7050739-7075479	0.2033
NM_001007026	chr12(.):7028625-7056484	0.176
NM_006992	chr12(.):7008896-7028406	0.1225
NM_001940	chr12(.):7032479-7056484	0.1625
NR_003010	chr12(.):7071499-7081769	0.1786
NM_138425	chr12(.):7048202-7060165	0.1966
NR_029682	chr12(.):7068259-7078354	0.1598
NM_005768	chr12(.):7080346-7130842	0.1187
NM_006331	chr12(.):7074943-7090165	0.1555
NM_002258	chr12(.):9742869-9765497	0.0988
NR_002814	chr12(.):9795642-9816008	0.15
NM_001172633	chr12(.):10305898-10329790	0.1026
NM_197949	chr12(.):10264375-10287868	0.1385
NM_197954	chr12(.):10274921-10287868	0.1697
NM_153022	chr12(.):10326556-10349403	0.0912
NM_004064	chr12(.):12865301-12880305	0.2473
NR_030344	chr12(.):12912582-12922677	0.1058
NM_001130415	chr12(.):12873850-12949399	0.1246
NM_020853	chr12(.):13192314-13241383	0.1099
NM_006205	chr12(.):15120955-15139799	0.1177
NM_001175	chr12(.):15089949-15119562	0.1758
NM_030762	chr12(.):26267958-26283003	0.2033
NM_005086	chr12(.):26343505-26392708	0.1003
NM_001135823	chr12(.):26343268-26392708	0.1003
NM_018976	chr12(.):46746970-46771645	0.1523
NM_001098532	chr12(.):48123452-48157181	0.1308
NM_017842	chr12(.):48161966-48181536	0.1199
NM_006105	chr12(.):48123452-48157244	0.1305
NM_001098531	chr12(.):48123452-48157889	0.1291
NM_001098416	chr12(.):48171506-48218763	0.1561
