REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MM2_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
9_MACS_peak_635_lociStitched	chr1	43396755	43425126	9	18169	16267.9314	164	1	FLJ32224,SLC2A1		FLJ32224	FLJ32224	0.1653	164	1
1_MACS_peak_11056_lociStitched	chr19	54692503	54696395	1	3893	16189.9416	165	1	TSEN34,MBOAT7	RPS9,LENG1,TMC4,LILRB3	TSEN34	TSEN34	1.2685	165	1
3_MACS_peak_22401_lociStitched	chr9	127622493	127643628	3	12448	16153.4805	166	1	ARPC5L,RPL35,GOLGA1	WDR38	ARPC5L	ARPC5L	0.7269	166	1
5_MACS_peak_859_lociStitched	chr1	66795333	66817002	5	17705	16128.2367	167	1	PDE4B		PDE4B	PDE4B	0.1716	167	1
4_MACS_peak_20843_lociStitched	chr8	12608182	12625300	4	11249	16084.0728	168	1	LONRF1,LOC340357	MIR3926-2,MIR3926-1	LONRF1	LONRF1	0.3719	168	1
1_MACS_peak_17446_lociStitched	chr5	90674609	90680882	1	6274	16003.0503	169	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.804	169	1
3_MACS_peak_10921_lociStitched	chr19	47216569	47226923	3	9761	15952.4078	170	1	PRKD2,STRN4	FKRP,MIR320E	PRKD2	PRKD2	0.4477	170	1
7_MACS_peak_17681_lociStitched	chr5	130587957	130617913	7	15400	15888.6624	171	1	CDC42SE2		CDC42SE2	CDC42SE2	0.3783	171	1
3_MACS_peak_17895_lociStitched	chr5	142430592	142447762	3	11831	15851.344	172	1	ARHGAP26		ARHGAP26	ARHGAP26	0.2524	172	1
3_MACS_peak_2971_lociStitched	chr10	104153208	104159876	3	6129	15825.8312	173	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	0.9646	173	1
13_MACS_peak_9324_lociStitched	chr17	62151090	62184112	13	20464	15814.2358	174	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.3891	174	1
9_MACS_peak_21474_lociStitched	chr8	126285090	126308428	9	17167	15783.4894	175	1	NSMCE2		TRIB1	TRIB1	0.8212	175	1
5_MACS_peak_23082_lociStitched	chrX	118811078	118828080	5	14722	15769.355	176	1	SEPT6	MIR766	SEPT6	SEPT6	0.407	176	1
6_MACS_peak_11868_lociStitched	chr2	87795881	87822471	6	18442	15765.211	177	1	NCRNA00152		NCRNA00152	NCRNA00152	0.4066	177	1
5_MACS_peak_3038_lociStitched	chr10	112611627	112635278	5	17224	15708.9942	178	1	PDCD4,LOC282997	SHOC2,NCRNA00081	LOC282997	LOC282997	0.9016	178	1
9_MACS_peak_14408_lociStitched	chr22	39897703	39928918	9	14346	15657.444	179	1	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	ATF4	0.6235	179	1
10_MACS_peak_15739_lociStitched	chr3	171802552	171832937	10	18090	15648.275	180	1	FNDC3B		FNDC3B	FNDC3B	0.2519	180	1
4_MACS_peak_18196_lociStitched	chr5	175956141	175971522	4	11208	15611.715	181	1	CDHR2,RNF44	CDHR2	RNF44	RNF44	0.7051	181	1
4_MACS_peak_17908_lociStitched	chr5	142585411	142610232	4	15782	15582.6238	182	1	ARHGAP26		NR3C1	NR3C1	0.3931	182	1
8_MACS_peak_3464_lociStitched	chr11	35182985	35206223	8	16841	15557.841	183	1	CD44		CD44	CD44	0.3934	183	1
7_MACS_peak_19587_lociStitched	chr6	149785531	149807646	7	16244	15553.4795	184	1	ZC3H12D		ZC3H12D	ZC3H12D	0.4045	184	1
2_MACS_peak_3782_lociStitched	chr11	67032916	67047087	2	13753	15507.3253	185	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	ADRBK1	0.8213	185	1
3_MACS_peak_8159_lociStitched	chr16	30661367	30672873	3	7316	15445.6544	186	1	PRR14	FBRS,SRCAP,SNORA30,ZNF689	PRR14	PRR14	1.0113	186	1
2_MACS_peak_7681_lociStitched	chr15	93439384	93450875	2	8962	15416.3256	187	1	LOC100507217,CHD2,MIR3175		CHD2	CHD2	0.4735	187	1
2_MACS_peak_11004_lociStitched	chr19	49990105	50005603	2	11078	15358.518	188	1	RPL13AP5,RPL13A,SNORD32A,SNORD33,SNORD35A,SNORD34,RPS11,SNORD35B,MIR150	ALDH16A1,FLT3LG,FCGRT,RCN3,SLC17A7,PIH1D1	RPS11	RPS11	0.8949	188	1
9_MACS_peak_7156_lociStitched	chr15	55559367	55582945	9	13851	15254.966	189	1	RAB27A	PIGB	RAB27A	RAB27A	0.2834	189	1
2_MACS_peak_10740_lociStitched	chr19	39338254	39348586	2	6958	15229.368	190	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	0.7045	190	1
5_MACS_peak_13865_lociStitched	chr21	44772096	44785889	5	12575	15115.7487	191	1			SIK1	SIK1	0.5767	191	1
3_MACS_peak_21574_lociStitched	chr8	142124576	142142206	3	12631	15107.147	192	1	DENND3		DENND3	DENND3	0.2691	192	1
4_MACS_peak_7926_lociStitched	chr16	11874182	11894859	4	13234	15094.21	193	1	ZC3H7A	TXNDC11,BCAR4	ZC3H7A	TXNDC11	0.3837	193	1
1_MACS_peak_3283_lociStitched	chr11	6981335	6986660	1	5326	15093.7125	194	1		OR2D3,ZNF215	ZNF215	ZNF215	0.6388	194	1
12_MACS_peak_6086_lociStitched	chr14	23258788	23299669	12	16458	15093.2652	195	1	MRPL52,SLC7A7	OXA1L,MMP14,LRP10	SLC7A7	LRP10	0.3534	195	1
2_MACS_peak_22060_lociStitched	chr9	86314133	86324391	2	5626	14959.2414	196	1	UBQLN1		UBQLN1	UBQLN1	0.406	196	1
6_MACS_peak_2463_lociStitched	chr10	22595494	22615480	6	14032	14951.5266	197	1	COMMD3,BMI1	SPAG6	COMMD3	COMMD3	0.8594	197	1
5_MACS_peak_21815_lociStitched	chr9	33151538	33172777	5	14914	14950.1321	198	1	B4GALT1		B4GALT1	B4GALT1	0.4838	198	1
1_MACS_peak_3943_lociStitched	chr11	74658915	74674207	1	15293	14928.0504	199	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.5754	199	1
4_MACS_peak_10958_lociStitched	chr19	48823460	48837839	4	9158	14912.4609	200	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	0.9895	200	1
1_MACS_peak_10110_lociStitched	chr19	1646168	1653716	1	7549	14904.2808	201	1	TCF3	UQCR11	TCF3	TCF3	0.4993	201	1
4_MACS_peak_2569_lociStitched	chr10	43890077	43905523	4	10842	14903.8454	202	1	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.3084	202	1
1_MACS_peak_2434_lociStitched	chr10	15824237	15838188	1	13952	14896.8778	203	1	FAM188A		ITGA8	ITGA8	NONE	203	1
4_MACS_peak_10817_lociStitched	chr19	42578858	42597199	4	9478	14880.0533	204	1	ZNF574,POU2F2	GRIK5,MIR4323	ZNF574	MIR4323	0.5629	204	1
3_MACS_peak_18220_lociStitched	chr5	176852175	176865039	3	11567	14859.2064	205	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	GRK6	0.7257	205	1
1_MACS_peak_10932_lociStitched	chr19	47611629	47617848	1	6220	14850.3501	206	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.3795	206	1
2_MACS_peak_22191_lociStitched	chr9	100389319	100397560	2	5521	14818.1421	207	1	NCBP1,TSTD2		NCBP1	NCBP1	0.4475	207	1
5_MACS_peak_10146_lociStitched	chr19	2254976	2274334	5	12041	14744.9886	208	1	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.7614	208	1
3_MACS_peak_8628_lociStitched	chr17	6915049	6926205	3	8157	14722.5732	209	1	RNASEK,C17orf49,MIR195,MIR497	ALOX12,BCL6B,SLC16A13,SLC16A11	MIR195	MIR195	1.2352	209	1
10_MACS_peak_14342_lociStitched	chr22	38685524	38714826	10	14417	14694.953	210	1	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.4385	210	1
3_MACS_peak_18124_lociStitched	chr5	171601242	171616015	3	12362	14669.589	211	1	STK10	EFCAB9	STK10	STK10	0.2281	211	1
7_MACS_peak_16180_lociStitched	chr4	25855897	25881862	7	18349	14641.6635	212	1	SEL1L3	C4orf52	SEL1L3	SEL1L3	0.2007	212	1
6_MACS_peak_5229_lociStitched	chr12	95593490	95613565	6	16816	14640.6975	213	1	VEZT,FGD6		FGD6	FGD6	0.1969	213	1
7_MACS_peak_17401_lociStitched	chr5	88023122	88044130	7	15773	14613.1648	214	1	MEF2C	LOC645323	LOC645323	LOC645323	0.1023	214	1
3_MACS_peak_10497_lociStitched	chr19	16180816	16197935	3	8011	14569.9809	215	1	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	RAB8A	0.7173	215	1
3_MACS_peak_10681_lociStitched	chr19	36230992	36239989	3	6140	14547.2493	216	1	PSENEN,LIN37,TMEM149,U2AF1L4	ZBTB32,MLL4,C19orf55,ARHGAP33,HSPB6	U2AF1L4	U2AF1L4	1.18	216	1
3_MACS_peak_10955_lociStitched	chr19	48746652	48764601	3	12693	14535.1002	217	1	CARD8	ZNF114,CARD8	CARD8	CARD8	0.3514	217	1
15_MACS_peak_14294_lociStitched	chr22	37308342	37337956	15	17577	14504.9372	218	1	CSF2RB		CSF2RB	CSF2RB	0.423	218	1
3_MACS_peak_233_lociStitched	chr1	21611077	21624063	3	12079	14493.6746	219	1	ECE1	ECE1	ECE1	ECE1	0.2254	219	1
1_MACS_peak_5931_lociStitched	chr13	74696615	74710649	1	14035	14476.071	220	1	KLF12		KLF12	KLF12	0.1506	220	1
3_MACS_peak_18762_lociStitched	chr6	32805514	32823610	3	9179	14458.704	221	1	LOC100507463,PSMB9,TAP2,PSMB8,TAP1	PPP1R2P1,LOC100294145,HLA-DOB	PSMB8	PSMB8	0.5736	221	1
3_MACS_peak_3794_lociStitched	chr11	67194946	67213896	3	11200	14445.585	222	1	RPS6KB2,PTPRCAP,CORO1B	RAD9A,TBC1D10C,CARNS1,CABP4,AIP,PPP1CA,GPR152,TMEM134	PTPRCAP	TBC1D10C	0.6631	222	1
3_MACS_peak_10210_lociStitched	chr19	4051407	4067922	3	12008	14410.989	223	1	ZBTB7A	PIAS4	ZBTB7A	ZBTB7A	0.5226	223	1
3_MACS_peak_10805_lociStitched	chr19	42051540	42067142	3	13019	14406.8868	224	1		CEACAM21	CEACAM21	CEACAM21	0.1647	224	1
5_MACS_peak_18300_lociStitched	chr6	316040	338349	5	18029	14387.0741	225	1	DUSP22		DUSP22	DUSP22	0.476	225	1
7_MACS_peak_7450_lociStitched	chr15	75299026	75322208	7	16855	14363.5672	226	1	SCAMP5,PPCDC	RPP25	PPCDC	PPCDC	0.6106	226	1
10_MACS_peak_11546_lociStitched	chr2	54795514	54830568	10	16062	14354.613	227	1	SPTBN1	RPL23AP32	SPTBN1	SPTBN1	0.3025	227	1
2_MACS_peak_18983_lociStitched	chr6	44224049	44234662	2	9187	14350.8986	228	1	SLC35B2,NFKBIE	SLC29A1,HSP90AB1,TMEM151B,TCTE1,AARS2	SLC35B2	HSP90AB1	0.4703	228	1
2_MACS_peak_17837_lociStitched	chr5	139012671	139021640	2	8498	14335.1527	229	1		CXXC5	CXXC5	CXXC5	0.9491	229	1
2_MACS_peak_11401_lociStitched	chr2	37540407	37553821	2	13397	14272.496	230	1	PRKD3	QPCT	PRKD3	QPCT	0.5307	230	1
2_MACS_peak_4331_lociStitched	chr11	115089646	115101090	2	8450	14268.3792	231	1	CADM1		CADM1	CADM1	0.2481	231	1
1_MACS_peak_9096_lociStitched	chr17	43298777	43309044	1	10268	14245.4625	232	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	0.5834	232	1
1_MACS_peak_7170_lociStitched	chr15	56656575	56666933	1	10359	14214.2834	233	1	TEX9		TEX9	TEX9	0.2972	233	1
3_MACS_peak_17478_lociStitched	chr5	95284974	95299304	3	9339	14212.494	234	1	ELL2		ELL2	ELL2	0.5081	234	1
3_MACS_peak_6963_lociStitched	chr15	40329909	40348428	3	11638	14200.3692	235	1	SRP14	BMF	SRP14	BMF	0.8218	235	1
3_MACS_peak_22390_lociStitched	chr9	127019809	127038406	3	14242	14178.3528	236	1	NEK6	NEK6	NEK6	NEK6	0.3417	236	1
4_MACS_peak_17190_lociStitched	chr5	56109815	56126206	4	9721	14143.7939	237	1	MAP3K1		MAP3K1	MAP3K1	0.3633	237	1
2_MACS_peak_10569_lociStitched	chr19	18388868	18396456	2	6242	14120.5092	238	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	MIR3188	MIR3188	1.4366	238	1
8_MACS_peak_11405_lociStitched	chr2	37570731	37589132	8	13643	14115.4071	239	1	QPCT	PRKD3	QPCT	QPCT	0.5307	239	1
2_MACS_peak_18213_lociStitched	chr5	176725800	176740336	2	11123	14102.8272	240	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	PRELID1	PRELID1	0.8807	240	1
6_MACS_peak_21436_lociStitched	chr8	124034217	124055290	6	14326	13981.9355	241	1	DERL1	WDR67	DERL1	DERL1	0.4342	241	1
3_MACS_peak_8140_lociStitched	chr16	30379814	30391498	3	7308	13963.5484	242	1	MYLPF,TBC1D10B,SEPT1	ZNF48,ZNF771,LOC595101,CD2BP2,DCTPP1	MYLPF	MYLPF	1.0654	242	1
1_MACS_peak_18766_lociStitched	chr6	32935063	32941896	1	6834	13905.8383	243	1	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.7299	243	1
6_MACS_peak_15071_lociStitched	chr3	50637019	50655207	6	11709	13891.9944	244	1	MAPKAPK3,CISH	HEMK1,C3orf18	CISH	CISH	0.718	244	1
3_MACS_peak_11451_lociStitched	chr2	42324443	42334267	3	8423	13868.5408	245	1		PKDCC	PKDCC	PKDCC	0.056	245	1
6_MACS_peak_2352_lociStitched	chr10	11204310	11223059	6	16746	13863.0106	246	1	CELF2		CELF2	CELF2	0.159	246	1
1_MACS_peak_11145_lociStitched	chr19	59065274	59071683	1	6410	13854.3353	247	1	LOC100131691,CHMP2A,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,MZF1	UBE2M	UBE2M	1.1255	247	1
3_MACS_peak_17551_lociStitched	chr5	109024103	109038806	3	13270	13822.2903	248	1	MAN2A1		MAN2A1	MAN2A1	0.2808	248	1
1_MACS_peak_7286_lociStitched	chr15	65182834	65190253	1	7420	13814.9199	249	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.2586	249	1
1_MACS_peak_10455_lociStitched	chr19	14115278	14118428	1	3151	13792.905	250	1	RFX1	RLN3,IL27RA	RFX1	RFX1	0.4066	250	1
4_MACS_peak_18748_lociStitched	chr6	32152360	32164795	4	9253	13775.493	251	1	PBX2,GPSM3,NOTCH4	PPT2,EGFL8,RNF5,RNF5P1,PRRT1,LOC100507547,AGPAT1,AGER	PBX2	PBX2	0.6889	251	1
7_MACS_peak_9581_lociStitched	chr17	76711515	76736180	7	17438	13745.8045	252	1	CYTH1		CYTH1	CYTH1	0.2601	252	1
5_MACS_peak_3824_lociStitched	chr11	68592789	68612154	5	12110	13727.8485	253	1	CPT1A		CPT1A	CPT1A	0.2741	253	1
5_MACS_peak_3370_lociStitched	chr11	18342722	18361266	5	11289	13650.2384	254	1	GTF2H1,HPS5		GTF2H1	GTF2H1	0.3617	254	1
3_MACS_peak_15190_lociStitched	chr3	69128965	69145786	3	16187	13640.1489	255	1	ARL6IP5,UBA3	MIR3136,TMF1,LMOD3	ARL6IP5	ARL6IP5	0.5267	255	1
4_MACS_peak_12922_lociStitched	chr2	238600020	238613570	4	13387	13573.035	256	1	LRRFIP1		LRRFIP1	LRRFIP1	0.1737	256	1
7_MACS_peak_13289_lociStitched	chr20	35972734	35995037	7	14193	13571.3755	257	1	SRC		SRC	SRC	0.3039	257	1
7_MACS_peak_1499_lociStitched	chr1	155928457	155953676	7	14511	13565.3001	258	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907,SSR2	ARHGEF2	ARHGEF2	0.423	258	1
2_MACS_peak_10058_lociStitched	chr19	656839	663994	2	7004	13559.4405	259	1	RNF126	FGF22,FSTL3,PALM,POLRMT,PRSSL1	RNF126	RNF126	0.6373	259	1
2_MACS_peak_18165_lociStitched	chr5	173309284	173323482	2	12967	13522.1752	260	1	CPEB4		CPEB4	CPEB4	0.4469	260	1
5_MACS_peak_8679_lociStitched	chr17	8053690	8067281	5	9776	13514.8904	261	1	PER1,VAMP2	MIR3676,ALOXE3,HES7,TMEM107,C17orf59,AURKB	PER1	PER1	0.446	261	1
6_MACS_peak_3990_lociStitched	chr11	77416561	77438458	6	17645	13512.6387	262	1	RSF1		CLNS1A	CLNS1A	NONE	262	1
3_MACS_peak_5377_lociStitched	chr12	108954205	108966809	3	12126	13498.884	263	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	0.8524	263	1
3_MACS_peak_22156_lociStitched	chr9	96927806	96941929	3	5944	13498.7634	264	1	MIRLET7A1,MIRLET7F1,MIRLET7D		MIRLET7A1	MIRLET7A1	0.3871	264	1
3_MACS_peak_6958_lociStitched	chr15	40225484	40234789	3	8222	13405.7135	265	1	EIF2AK4	GPR176	EIF2AK4	EIF2AK4	0.3267	265	1
5_MACS_peak_11705_lociStitched	chr2	68988718	69011044	5	14486	13304.0634	266	1	ARHGAP25		ARHGAP25	ARHGAP25	0.2991	266	1
5_MACS_peak_19922_lociStitched	chr7	25998495	26012139	5	10873	13293.3492	267	1		MIR148A	MIR148A	MIR148A	0.6149	267	1
2_MACS_peak_20374_lociStitched	chr7	100025828	100034671	2	4749	13282.186	268	1	MEPCE,ZCWPW1,C7orf47	C7orf51,C7orf61,TSC22D4	MEPCE	MEPCE	0.9054	268	1
4_MACS_peak_18564_lociStitched	chr6	25403838	25420351	4	15201	13273.1494	269	1	LRRC16A		LRRC16A	LRRC16A	0.2447	269	1
3_MACS_peak_21701_lociStitched	chr9	5616404	5632823	3	10696	13253.4168	270	1	KIAA1432	KIAA1432	KIAA1432	KIAA1432	0.25	270	1
2_MACS_peak_17518_lociStitched	chr5	100224466	100240547	2	10641	13237.8792	271	1	ST8SIA4		ST8SIA4	ST8SIA4	0.3407	271	1
7_MACS_peak_13225_lociStitched	chr20	34188597	34207418	7	12096	13234.9272	272	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.2122	272	1
2_MACS_peak_6414_lociStitched	chr14	69255913	69263926	2	6341	13222.2513	273	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.9105	273	1
3_MACS_peak_9408_lociStitched	chr17	66231121	66246307	3	9892	13199.6712	274	1	AMZ2	LOC440461,ARSG,SLC16A6	AMZ2	AMZ2	0.5231	274	1
4_MACS_peak_18584_lociStitched	chr6	26183839	26206936	4	12253	13183.7676	275	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	0.602	275	1
1_MACS_peak_10895_lociStitched	chr19	45970304	45973966	1	3663	13155.735	276	1	FOSB	PPM1N,VASP,ERCC1,RTN2	FOSB	FOSB	1.1703	276	1
1_MACS_peak_9991_lociStitched	chr18	60821393	60831727	1	10335	13154.1486	277	1	BCL2		BCL2	BCL2	0.3711	277	1
5_MACS_peak_3491_lociStitched	chr11	43928421	43947015	5	13372	13151.5362	278	1	ALKBH3	LOC729799,C11orf96	LOC729799	C11orf96	0.3205	278	1
2_MACS_peak_23041_lociStitched	chrX	106953773	106964854	2	9091	13140.9579	279	1	TSC22D3		TSC22D3	TSC22D3	0.9787	279	1
2_MACS_peak_2633_lociStitched	chr10	63800624	63815773	2	12141	13117.5191	280	1	ARID5B		ARID5B	ARID5B	0.2234	280	1
6_MACS_peak_8102_lociStitched	chr16	29603957	29625195	6	13472	13097.4746	281	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	0.4993	281	1
3_MACS_peak_8548_lociStitched	chr17	2295114	2306010	3	7287	13085.0064	282	1	MNT	LOC284009	MNT	MNT	0.5493	282	1
8_MACS_peak_17020_lociStitched	chr5	17255266	17283184	8	14018	13043.2896	283	1	BASP1	LOC285696	BASP1	BASP1	0.3625	283	1
4_MACS_peak_10579_lociStitched	chr19	18616153	18633807	4	9857	13037.479	284	1	ELL	C19orf50,UBA52,FKBP8	ELL	C19orf50	0.4534	284	1
3_MACS_peak_21491_lociStitched	chr8	126439477	126449870	3	9237	13026.5862	285	1	TRIB1		TRIB1	TRIB1	0.8212	285	1
1_MACS_peak_17201_lociStitched	chr5	56468019	56473272	1	5254	13017.4593	286	1	GPBP1	GPBP1	GPBP1	GPBP1	0.3009	286	1
6_MACS_peak_4365_lociStitched	chr11	118266589	118282589	6	13814	13003.2	287	1	UBE4A,ATP5L	MLL	ATP5L	ATP5L	0.7313	287	1
1_MACS_peak_17532_lociStitched	chr5	107715332	107719633	1	4302	12993.7511	288	1	FBXL17		FBXL17	FBXL17	0.1541	288	1
4_MACS_peak_3816_lociStitched	chr11	68025795	68042039	4	11172	12983.8292	289	1	C11orf24	LRP5,SUV420H1	C11orf24	C11orf24	0.6608	289	1
4_MACS_peak_7237_lociStitched	chr15	63789499	63803310	4	8016	12942.2881	290	1	USP3		USP3	USP3	0.3442	290	1
7_MACS_peak_5241_lociStitched	chr12	96587247	96609801	7	13796	12939.2298	291	1	ELK3		ELK3	ELK3	0.2837	291	1
3_MACS_peak_13691_lociStitched	chr21	19151917	19169628	3	14857	12934.3433	292	1	C21orf91		C21orf91	C21orf91	0.4849	292	1
8_MACS_peak_14285_lociStitched	chr22	37254224	37275212	8	12566	12913.9164	293	1	NCF4	CSF2RB,PVALB	NCF4	NCF4	0.521	293	1
9_MACS_peak_6985_lociStitched	chr15	40839523	40862603	9	13449	12901.72	294	1	RPUSD2,C15orf57	CASC5,MRPL42P5	C15orf57	C15orf57	0.5655	294	1
1_MACS_peak_22590_lociStitched	chr9	139375802	139379304	1	3503	12871.601	295	1	C9orf163,SEC16A	INPP5E	SEC16A	SEC16A	0.3667	295	1
1_MACS_peak_13407_lociStitched	chr20	45976493	45990197	1	13705	12866.6856	296	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2202	296	1
5_MACS_peak_9227_lociStitched	chr17	55430002	55447711	5	13164	12858.5049	297	1	MSI2		MSI2	MSI2	0.1909	297	1
7_MACS_peak_5310_lociStitched	chr12	104317851	104333770	7	11031	12833.8978	298	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	MIR3652	MIR3652	1.0544	298	1
3_MACS_peak_17426_lociStitched	chr5	88595555	88611450	3	8740	12825.6755	299	1			MEF2C	MEF2C	0.4901	299	1
1_MACS_peak_18107_lociStitched	chr5	162929489	162937650	1	8162	12761.3557	300	1	MAT2B	HMMR,NUDCD2	MAT2B	MAT2B	0.6198	300	1
1_MACS_peak_7646_lociStitched	chr15	90637093	90646485	1	9393	12732.7344	301	1	IDH2		IDH2	IDH2	0.6377	301	1
5_MACS_peak_18295_lociStitched	chr6	286707	307410	5	12591	12717.8529	302	1	DUSP22		DUSP22	DUSP22	0.476	302	1
5_MACS_peak_11950_lociStitched	chr2	97191747	97205659	5	11969	12716.9592	303	1	ARID5A	NEURL3	ARID5A	ARID5A	0.4206	303	1
4_MACS_peak_20684_lociStitched	chr7	139462676	139478763	4	13658	12700.6865	304	1	TBXAS1,HIPK2		HIPK2	HIPK2	0.2115	304	1
3_MACS_peak_8606_lociStitched	chr17	4841997	4854737	3	9544	12667.382	305	1	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	0.8561	305	1
1_MACS_peak_17756_lociStitched	chr5	133556135	133563750	1	7616	12653.8455	306	1	MIR3661,PPP2CA	SKP1	MIR3661	MIR3661	1.2742	306	1
4_MACS_peak_19000_lociStitched	chr6	52354032	52366029	4	11691	12650.8365	307	1	EFHC1,TRAM2		EFHC1	EFHC1	0.2484	307	1
4_MACS_peak_16496_lociStitched	chr4	90211059	90229719	4	14971	12645.882	308	1	GPRIN3		GPRIN3	GPRIN3	0.3033	308	1
1_MACS_peak_205_lociStitched	chr1	17065995	17068488	1	2494	12620.0646	309	1		ESPNP,MST1P9	ESPNP	MST1P9	0.1476	309	1
8_MACS_peak_1582_lociStitched	chr1	160695695	160723065	8	14096	12581.989	310	1	SLAMF7	LY9,CD48	SLAMF7	SLAMF7	0.4438	310	1
4_MACS_peak_854_lociStitched	chr1	66736955	66752779	4	13160	12576.9152	311	1	PDE4B	PDE4B	PDE4B	PDE4B	0.1716	311	1
2_MACS_peak_1993_lociStitched	chr1	207993729	208006274	2	9049	12562.563	312	1	LOC148696	MIR29C,MIR29B2	LOC148696	LOC148696	0.8417	312	1
4_MACS_peak_4058_lociStitched	chr11	82772611	82790466	4	10274	12552.065	313	1	RAB30	SNORA70E	RAB30	RAB30	0.4934	313	1
2_MACS_peak_16535_lociStitched	chr4	103745513	103750927	2	5291	12532.8686	314	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.4616	314	1
4_MACS_peak_4408_lociStitched	chr11	120571342	120586714	4	13243	12506.6592	315	1	GRIK4		GRIK4	GRIK4	0.1787	315	1
1_MACS_peak_22575_lociStitched	chr9	137820204	137831467	1	11264	12506.4352	316	1		FCN2,FCN1	FCN1	FCN1	0.1002	316	1
1_MACS_peak_4175_lociStitched	chr11	95521937	95524687	1	2751	12497.375	317	1	CEP57,FAM76B		CEP57	CEP57	0.3709	317	1
1_MACS_peak_204_lociStitched	chr1	16992055	16994270	1	2216	12454.7235	318	1		MST1P2,CROCCP2	MST1P2	MST1P2	0.3759	318	1
9_MACS_peak_18728_lociStitched	chr6	31781637	31803234	9	10839	12429.0735	319	1	HSPA1A,HSPA1B,C6orf48,SNORD48,HSPA1L	SNORD52,C6orf27,VARS,LSM2,NEU1,SLC44A4	HSPA1B	HSPA1B	0.6075	319	1
3_MACS_peak_21428_lociStitched	chr8	123791636	123807456	3	5905	12413.954	320	1	ZHX2		ZHX2	ZHX2	0.2017	320	1
5_MACS_peak_3904_lociStitched	chr11	72947678	72962036	5	13627	12412.491	321	1		P2RY2,P2RY6	P2RY6	P2RY6	0.6071	321	1
4_MACS_peak_11734_lociStitched	chr2	70342564	70361577	4	9855	12381.2656	322	1	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	1.5328	322	1
11_MACS_peak_12564_lociStitched	chr2	197024223	197048254	11	14424	12373.5619	323	1	STK17B		STK17B	STK17B	0.2773	323	1
3_MACS_peak_10892_lociStitched	chr19	45942450	45955665	3	6124	12333.5595	324	1		CD3EAP,FOSB,PPM1N,PPP1R13L,ERCC1,RTN2	ERCC1	FOSB	1.1703	324	1
2_MACS_peak_19236_lociStitched	chr6	108877820	108887924	2	7734	12302.6304	325	1	FOXO3		FOXO3	FOXO3	0.3894	325	1
3_MACS_peak_10865_lociStitched	chr19	45250302	45258720	3	7775	12302.0652	326	1	BCL3	CEACAM16,CBLC	BCL3	BCL3	0.6587	326	1
4_MACS_peak_17273_lociStitched	chr5	68663330	68673196	4	9137	12230.8802	327	1	RAD17,TAF9	MARVELD2,CCDC125	RAD17	RAD17	0.3896	327	1
