REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper.1
2_MACS_peak_16065_lociStitched	chr2	238599831	238614704	2	14844	39971.1875	192	1	LRRFIP1		LRRFIP1	192	1
4_MACS_peak_14442_lociStitched	chr2	47526716	47550462	4	16880	39795.9214	193	1		EPCAM	EPCAM	193	1
2_MACS_peak_21421_lociStitched	chr5	32570565	32590341	2	19225	39783.3792	194	1	SUB1		SUB1	194	1
2_MACS_peak_16686_lociStitched	chr20	45978666	45990254	2	11186	39688.9	195	1	ZMYND8	LOC100131496	ZMYND8	195	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	196	1		CTCFL	CTCFL	196	1
2_MACS_peak_27155_lociStitched	chr8	144594425	144611480	2	14887	39511.3185	197	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	197	1
1_MACS_peak_1685_lociStitched	chr1	154296837	154302360	1	5524	39486.6885	198	1	AQP10,ATP8B2		ATP8B2	198	1
4_MACS_peak_10391_lociStitched	chr16	88746114	88774211	4	13885	39226.2217	199	1	MGC23284,CTU2,SNAI3,RNF166	IL17C,MGC23284,CYBA,MVD	SNAI3	199	1
3_MACS_peak_11836_lociStitched	chr17	76113044	76129408	3	11185	39224.508	200	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	200	1
6_MACS_peak_19224_lociStitched	chr3	143532636	143571361	6	21985	39023.1825	201	1	SLC9A9		SLC9A9	201	1
2_MACS_peak_1953_lociStitched	chr1	167459717	167472173	2	10821	39014.6832	202	1	CD247		CD247	202	1
3_MACS_peak_10825_lociStitched	chr17	20204372	20224316	3	13707	38910.744	203	1	SPECC1	CCDC144C	CCDC144C	203	1
4_MACS_peak_14950_lociStitched	chr2	97190250	97212905	4	16830	38744.581	204	1	ARID5A	NEURL3	ARID5A	204	1
8_MACS_peak_12989_lociStitched	chr19	12885770	12918232	8	15402	38691.4578	205	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	205	1
1_MACS_peak_20593_lociStitched	chr4	111113199	111120897	1	7699	38664.7446	206	1	ELOVL6		ELOVL6	206	1
1_MACS_peak_19793_lociStitched	chr4	1856923	1876002	1	19080	38251.4871	207	1	WHSC1,LETM1	WHSC1	WHSC1	207	1
4_MACS_peak_13875_lociStitched	chr19	56145678	56170640	4	13624	38246.7764	208	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	208	1
2_MACS_peak_20779_lociStitched	chr4	140121175	140137401	2	11476	38200.8718	209	1			ELF2	209	1
1_MACS_peak_5382_lociStitched	chr12	4223734	4230961	1	7228	38014.7427	210	1			CCND2	210	1
3_MACS_peak_17505_lociStitched	chr22	27003756	27018500	3	13278	37884.708	211	1	CRYBA4,CRYBB1	MIAT,TPST2	CRYBB1	211	1
4_MACS_peak_2723_lociStitched	chr1	233791012	233813308	4	17431	37847.46	212	1	KCNK1		KCNK1	212	1
5_MACS_peak_19330_lociStitched	chr3	156799542	156824610	5	16826	37722.3264	213	1	LOC100498859,LOC339894		LOC100498859	213	1
2_MACS_peak_20314_lociStitched	chr4	77220445	77230383	2	9414	37669.989	214	1	STBD1	FAM47E	STBD1	214	1
2_MACS_peak_6080_lociStitched	chr12	58224965	58241411	2	16339	37534.7058	215	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	215	1
4_MACS_peak_28269_lociStitched	chr9	130529125	130549858	4	13132	37532.9499	216	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	216	1
2_MACS_peak_29582_lociStitched	chrX	153615502	153628769	2	7877	37492.542	217	1	RPL10,SNORA70	EMD,TAZ,ATP6AP1,GDI1,FAM50A,FLNA,DNASE1L1	RPL10	217	1
6_MACS_peak_11413_lociStitched	chr17	48224635	48256336	6	15595	37258.1853	218	1	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	218	1
2_MACS_peak_16466_lociStitched	chr20	32988463	33006401	2	15007	37235.7004	219	1	ITCH	MIR644	ITCH	219	1
3_MACS_peak_26831_lociStitched	chr8	103654112	103675953	3	14840	36913.4741	220	1	KLF10		KLF10	220	1
2_MACS_peak_16926_lociStitched	chr20	62357840	62371890	2	10771	36893.895	221	1	ZGPAT,LIME1,SLC2A4RG	TNFRSF6B,ARFRP1	LIME1	221	1
4_MACS_peak_22400_lociStitched	chr5	150512935	150538156	4	18705	36789.8727	222	1	ANXA6		ANXA6	222	1
3_MACS_peak_1772_lociStitched	chr1	156083427	156100782	3	13682	36723.18	223	1	LMNA	SEMA4A,MEX3A	LMNA	223	1
5_MACS_peak_4637_lociStitched	chr11	65254211	65278504	5	18748	36718.8695	224	1	MALAT1	MIR612,SCYL1,LTBP3	MALAT1	224	1
4_MACS_peak_23861_lociStitched	chr6	108982702	109013000	4	22499	36706.027	225	1	FOXO3		NCRNA00222	225	1
2_MACS_peak_23299_lociStitched	chr6	37059467	37074099	2	14402	36518.5456	226	1			PIM1	226	1
1_MACS_peak_2615_lociStitched	chr1	226308680	226317265	1	8586	36478.5235	227	1			ACBD3	227	1
8_MACS_peak_22308_lociStitched	chr5	142538049	142577256	8	23954	36391.9374	228	1	ARHGAP26		NR3C1	228	1
1_MACS_peak_1500_lociStitched	chr1	145448103	145457906	1	9804	36386.7754	229	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	229	1
5_MACS_peak_29577_lociStitched	chrX	153595868	153608712	5	9068	36330.5384	230	1	EMD,FLNA	RPL10,SNORA70,TAZ,ATP6AP1,DNASE1L1	FLNA	230	1
5_MACS_peak_25953_lociStitched	chr7	157783569	157818235	5	18624	36288.3688	231	1	PTPRN2		MIR153-2	231	1
3_MACS_peak_28821_lociStitched	chrX	39953817	39969723	3	13017	36286.3578	232	1	BCOR		BCOR	232	1
3_MACS_peak_26472_lociStitched	chr8	61811548	61829837	3	14392	36230.509	233	1			LOC100130298	233	1
5_MACS_peak_8353_lociStitched	chr15	31635730	31660698	5	16708	36166.148	234	1	KLF13		KLF13	234	1
2_MACS_peak_1558_lociStitched	chr1	149215248	149225920	2	5230	36070.2928	235	1			LOC388692	235	1
2_MACS_peak_16364_lociStitched	chr20	30146754	30162503	2	15228	36057.3355	236	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	236	1
3_MACS_peak_11685_lociStitched	chr17	70581949	70602183	3	15591	35901.1862	237	1	LOC100499467,FLJ26484		LOC100499467	237	1
4_MACS_peak_12593_lociStitched	chr19	1015153	1041099	4	17273	35872.9396	238	1	CNN2,ABCA7,C19orf6	WDR18,GRIN3B,HMHA1	CNN2	238	1
4_MACS_peak_11841_lociStitched	chr17	76163942	76184540	4	14805	35774.6064	239	1	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	TK1	239	1
2_MACS_peak_20733_lociStitched	chr4	129723642	129734739	2	7169	35729.0109	240	1	PHF17		PHF17	240	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	241	1	NDUFV2,ANKRD12		ANKRD12	241	1
4_MACS_peak_25845_lociStitched	chr7	148394630	148420794	4	14997	35617.0532	242	1	CUL1		CUL1	242	1
5_MACS_peak_8066_lociStitched	chr14	94422554	94448536	5	16403	35603.1346	243	1	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	243	1
1_MACS_peak_21420_lociStitched	chr5	32530352	32546826	1	16475	35595.3718	244	1		SUB1	SUB1	244	1
4_MACS_peak_1778_lociStitched	chr1	156181775	156202579	4	13499	35585.242	245	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	245	1
4_MACS_peak_11702_lociStitched	chr17	72732887	72757634	4	19918	35358.5136	246	1	RAB37,SLC9A3R1,MIR3615	TMEM104,CD300LF,NAT9	SLC9A3R1	246	1
3_MACS_peak_9569_lociStitched	chr16	11820704	11843410	3	18252	35325.9948	247	1	TXNDC11	ZC3H7A	TXNDC11	247	1
1_MACS_peak_27877_lociStitched	chr9	96027210	96034912	1	7703	35295.9554	248	1	WNK2		C9orf129	248	1
7_MACS_peak_13820_lociStitched	chr19	54870643	54901013	7	19286	35186.682	249	1	LAIR1	TTYH1,LILRA5,LILRA4	LAIR1	249	1
6_MACS_peak_5741_lociStitched	chr12	33037162	33060499	6	20711	35138.5209	250	1	PKP2		PKP2	250	1
2_MACS_peak_17235_lociStitched	chr21	45552515	45567757	2	12238	35047.4548	251	1	C21orf33	PWP2	C21orf33	251	1
2_MACS_peak_19446_lociStitched	chr3	171804657	171826747	2	17892	35023.695	252	1	FNDC3B		FNDC3B	252	1
2_MACS_peak_6458_lociStitched	chr12	109020501	109035833	2	12877	34998.3564	253	1	SELPLG	TMEM119	SELPLG	253	1
1_MACS_peak_10001_lociStitched	chr16	56963731	56981846	1	18116	34922.097	254	1	HERPUD1	CETP,NLRC5	HERPUD1	254	1
1_MACS_peak_16681_lociStitched	chr20	45522426	45530607	1	8182	34873.9668	255	1	EYA2		EYA2	255	1
4_MACS_peak_8180_lociStitched	chr14	103566510	103582272	4	11520	34857.663	256	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	256	1
4_MACS_peak_22142_lociStitched	chr5	131745413	131774322	4	20051	34809.3269	257	1	C5orf56	SLC22A5,MIR3936	C5orf56	257	1
2_MACS_peak_10395_lociStitched	chr16	88846097	88857802	2	7585	34680.7445	258	1	FAM38A	CDT1,APRT	FAM38A	258	1
3_MACS_peak_11745_lociStitched	chr17	73859855	73875884	3	9387	34651.4922	259	1	TRIM47	UNC13D,WBP2,TRIM65,MRPL38	TRIM47	259	1
5_MACS_peak_5275_lociStitched	chr11	128585487	128610124	5	21369	34595.2754	260	1	FLI1		FLI1	260	1
4_MACS_peak_18378_lociStitched	chr3	46132357	46154148	4	17454	34582.317	261	1			XCR1	261	1
5_MACS_peak_8532_lociStitched	chr15	45001994	45028532	5	15140	34571.0526	262	1	B2M	TRIM69,SPG11,PATL2	B2M	262	1
2_MACS_peak_26500_lociStitched	chr8	65480271	65497236	2	11590	34481.3625	263	1	BHLHE22,LOC401463		LOC401463	263	1
4_MACS_peak_10510_lociStitched	chr17	2104505	2129021	4	15072	34413.1092	264	1	SMG6		SMG6	264	1
3_MACS_peak_21091_lociStitched	chr4	185234210	185255072	3	14318	34351.3692	265	1			ENPP6	265	1
1_MACS_peak_6037_lociStitched	chr12	57076467	57084612	1	8146	34289.6355	266	1	PTGES3	BAZ2A,SNORD59B,SNORD59A,ATP5B,NACA	PTGES3	266	1
1_MACS_peak_20290_lociStitched	chr4	76023011	76030317	1	7307	34226.4182	267	1			PARM1	267	1
2_MACS_peak_24831_lociStitched	chr7	44661899	44680754	2	16033	34189.7715	268	1	OGDH	DDX56,TMED4	OGDH	268	1
5_MACS_peak_1414_lociStitched	chr1	118171118	118209269	5	24013	34179.4809	269	1		FAM46C	FAM46C	269	1
7_MACS_peak_3943_lociStitched	chr10	125822328	125855485	7	23700	34108.6059	270	1	CHST15		CHST15	270	1
2_MACS_peak_21094_lociStitched	chr4	185262947	185277268	2	10003	34089.7084	271	1			IRF2	271	1
5_MACS_peak_5478_lociStitched	chr12	9435799	9463875	5	17566	33983.1904	272	1	LOC642846	LOC100499405	LOC642846	272	1
3_MACS_peak_15868_lociStitched	chr2	216764883	216785554	3	17433	33759.8772	273	1			LOC646324	273	1
1_MACS_peak_21821_lociStitched	chr5	81145857	81154883	1	9027	33746.4088	274	1			SSBP2	274	1
1_MACS_peak_22971_lociStitched	chr6	25402952	25415482	1	12531	33728.254	275	1	LRRC16A		LRRC16A	275	1
3_MACS_peak_4294_lociStitched	chr11	22677095	22697242	3	13085	33657.5782	276	1	GAS2	FANCF	GAS2	276	1
2_MACS_peak_2607_lociStitched	chr1	226124104	226133728	2	7857	33558.888	277	1	LEFTY2	LEFTY1,PYCR2	LEFTY2	277	1
3_MACS_peak_6664_lociStitched	chr12	122231116	122250499	3	11175	33534.5283	278	1	SETD1B,RHOF,LOC338799	HPD	LOC338799	278	1
1_MACS_peak_26799_lociStitched	chr8	101503517	101515932	1	12416	33520.5	279	1			ANKRD46	279	1
2_MACS_peak_2059_lociStitched	chr1	179048409	179058961	2	7715	33457.2264	280	1	TOR3A		TOR3A	280	1
4_MACS_peak_4600_lociStitched	chr11	64617767	64638400	4	15756	33413.0802	281	1	EHD1	MAP4K2,MEN1,CDC42BPG,MIR192,MIR194-2,ATG2A	CDC42BPG	281	1
2_MACS_peak_27655_lociStitched	chr9	73024878	73036929	2	9501	33374.0394	282	1	KLF9		KLF9	282	1
7_MACS_peak_19550_lociStitched	chr3	183220083	183255086	7	20895	33263.3509	283	1	KLHL6		KLHL6	283	1
2_MACS_peak_1875_lociStitched	chr1	161144820	161157740	2	10335	33226.364	284	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	284	1
5_MACS_peak_9286_lociStitched	chr15	101660298	101690012	5	17155	33154.8812	285	1			CHSY1	285	1
3_MACS_peak_11936_lociStitched	chr17	79868342	79886801	3	8709	33113.6001	286	1	LOC92659,PCYT2,SIRT7,MAFG	ANAPC11,NPB,ASPSCR1,P4HB,ARHGDIA,THOC4,PYCR1,MYADML2,NOTUM	SIRT7	286	1
5_MACS_peak_24122_lociStitched	chr6	138246482	138266667	5	14446	33069.0855	287	1			TNFAIP3	287	1
1_MACS_peak_8815_lociStitched	chr15	69108593	69114935	1	6343	33008.8416	288	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	288	1
5_MACS_peak_28401_lociStitched	chr9	134595316	134615616	5	13420	33003.74	289	1	RAPGEF1	RAPGEF1	RAPGEF1	289	1
4_MACS_peak_12058_lociStitched	chr18	9101598	9122834	4	16263	32998.6204	290	1	NDUFV2	ANKRD12	NDUFV2	290	1
2_MACS_peak_25877_lociStitched	chr7	150008777	150021772	2	9126	32989.107	291	1	LRRC61,ACTR3C	C7orf29,REPIN1,ACTR3C,RARRES2	LRRC61	291	1
4_MACS_peak_25065_lociStitched	chr7	74056863	74076795	4	12523	32955.5688	292	1	GTF2I		GTF2I	292	1
2_MACS_peak_20858_lociStitched	chr4	148645356	148657783	2	9170	32947.7051	293	1	ARHGAP10	PRMT10	ARHGAP10	293	1
2_MACS_peak_897_lociStitched	chr1	51425075	51449973	2	19599	32937.5642	294	1	CDKN2C,FAF1		CDKN2C	294	1
1_MACS_peak_23822_lociStitched	chr6	106609757	106618144	1	8388	32892.1366	295	1			PRDM1	295	1
1_MACS_peak_24451_lociStitched	chr7	5458837	5469810	1	10974	32861.9404	296	1	TNRC18		TNRC18	296	1
2_MACS_peak_10744_lociStitched	chr17	17584108	17598951	2	8922	32854.9805	297	1	RAI1		RAI1	297	1
7_MACS_peak_11292_lociStitched	chr17	43502512	43531448	7	17002	32790.2752	298	1	ARHGAP27,SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	298	1
3_MACS_peak_10287_lociStitched	chr16	81457682	81469179	3	9036	32784.8452	299	1		CMIP	CMIP	299	1
2_MACS_peak_28342_lociStitched	chr9	132168233	132180487	2	11224	32672.8402	300	1			C9orf106	300	1
3_MACS_peak_11145_lociStitched	chr17	39821016	39836626	3	10774	32667.047	301	1		EIF1,GAST,KRT17,KRT42P	EIF1	301	1
1_MACS_peak_3145_lociStitched	chr10	30989339	30997249	1	7911	32639.824	302	1			LYZL2	302	1
3_MACS_peak_17228_lociStitched	chr21	45194988	45210512	3	11550	32524.3324	303	1	RRP1,CSTB	LOC284837	CSTB	303	1
3_MACS_peak_28927_lociStitched	chrX	48790025	48805465	3	15428	32508.92	304	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	304	1
1_MACS_peak_20177_lociStitched	chr4	57621662	57630163	1	8502	32478.0705	305	1			SPINK2	305	1
1_MACS_peak_9291_lociStitched	chr15	101736309	101747245	1	10937	32468.984	306	1	CHSY1		CHSY1	306	1
2_MACS_peak_14385_lociStitched	chr2	43444422	43459123	2	10900	32465.6884	307	1	LOC100129726,ZFP36L2,THADA		ZFP36L2	307	1
3_MACS_peak_29339_lociStitched	chrX	118810803	118828098	3	12716	32431.584	308	1	SEPT6	MIR766	SEPT6	308	1
2_MACS_peak_458_lociStitched	chr1	27018521	27031010	2	11988	32406.4572	309	1	ARID1A		ARID1A	309	1
2_MACS_peak_28399_lociStitched	chr9	134543729	134555937	2	9509	32401.2528	310	1	RAPGEF1		RAPGEF1	310	1
3_MACS_peak_1854_lociStitched	chr1	160641344	160660511	3	13076	32371.1463	311	1	CD48	SLAMF7,SLAMF1	CD48	311	1
1_MACS_peak_26618_lociStitched	chr8	80631488	80640620	1	9133	32351.9364	312	1		HEY1	HEY1	312	1
1_MACS_peak_24118_lociStitched	chr6	138186903	138196007	1	9105	32265.4864	313	1	TNFAIP3		TNFAIP3	313	1
3_MACS_peak_11254_lociStitched	chr17	42286866	42300080	3	7517	32133.8052	314	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	314	1
2_MACS_peak_26740_lociStitched	chr8	96098844	96115114	2	13117	32129.996	315	1		MIR3150,PLEKHF2,MIR3150B	MIR3150B	315	1
2_MACS_peak_5694_lociStitched	chr12	31243340	31255692	2	11984	32116.4352	316	1	DDX11		DDX11	316	1
2_MACS_peak_8996_lociStitched	chr15	78831923	78846780	2	8995	32068.8345	317	1	PSMA4	AGPHD1,CHRNA5	PSMA4	317	1
3_MACS_peak_12660_lociStitched	chr19	2081743	2098110	3	12094	32010.5786	318	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	318	1
6_MACS_peak_24929_lociStitched	chr7	55614082	55643317	6	18377	31860.303	319	1	VOPP1		VOPP1	319	1
5_MACS_peak_5383_lociStitched	chr12	4248364	4274563	5	19236	31708.6497	320	1			CCND2	320	1
2_MACS_peak_22556_lociStitched	chr5	173160129	173174525	2	13427	31666.8812	321	1			BOD1	321	1
2_MACS_peak_25182_lociStitched	chr7	81501409	81520277	2	13105	31554.8432	322	1			HGF	322	1
1_MACS_peak_20529_lociStitched	chr4	103745399	103751294	1	5896	31528.818	323	1	UBE2D3	CISD2	UBE2D3	323	1
1_MACS_peak_26998_lociStitched	chr8	126441107	126448747	1	7641	31512.708	324	1	TRIB1		TRIB1	324	1
1_MACS_peak_23854_lociStitched	chr6	108878412	108888800	1	10389	31494.3384	325	1	FOXO3		FOXO3	325	1
3_MACS_peak_23147_lociStitched	chr6	31696709	31709037	3	9128	31427.7704	326	1	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	326	1
5_MACS_peak_13015_lociStitched	chr19	13260435	13283906	5	13956	31364.2973	327	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	327	1
2_MACS_peak_20354_lociStitched	chr4	79686561	79699012	2	7965	31249.5198	328	1	BMP2K		BMP2K	328	1
4_MACS_peak_654_lociStitched	chr1	36614116	36628536	4	10774	31197.67	329	1	MAP7D1,TRAPPC3	COL8A2	MAP7D1	329	1
3_MACS_peak_26245_lociStitched	chr8	29622020	29637693	3	9997	31179.8662	330	1		C8orf75	C8orf75	330	1
2_MACS_peak_9212_lociStitched	chr15	93422955	93432237	2	9246	31103.0538	331	1	LOC100507217	CHD2,MIR3175	LOC100507217	331	1
2_MACS_peak_22701_lociStitched	chr6	381154	400785	2	13644	31087.6516	332	1	IRF4		IRF4	332	1
4_MACS_peak_16402_lociStitched	chr20	31252926	31270604	4	11584	31084.9952	333	1		C20orf203	C20orf203	333	1
1_MACS_peak_20650_lociStitched	chr4	121668344	121675490	1	7147	31046.5116	334	1	PRDM5		PRDM5	334	1
4_MACS_peak_21159_lociStitched	chr4	189895720	189916569	4	13612	30983.6989	335	1			HSP90AA4P	335	1
4_MACS_peak_3425_lociStitched	chr10	74075512	74097182	4	16181	30903.587	336	1	DNAJB12	DDIT4	DNAJB12	336	1
2_MACS_peak_13397_lociStitched	chr19	39338073	39348893	2	7854	30900.838	337	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	337	1
3_MACS_peak_9374_lociStitched	chr16	2091387	2106509	3	12255	30844.3434	338	1	TSC2,NTHL1	NPW,SLC9A3R2,ZNF598,MIR1225	TSC2	338	1
4_MACS_peak_8741_lociStitched	chr15	65169245	65189695	4	10840	30824.285	339	1		PLEKHO2,ANKDD1A	ANKDD1A	339	1
2_MACS_peak_21547_lociStitched	chr5	53813485	53831652	2	14580	30807.5986	340	1	SNX18		SNX18	340	1
1_MACS_peak_17206_lociStitched	chr21	44580576	44588248	1	7673	30717.9208	341	1		CRYAA	CRYAA	341	1
7_MACS_peak_23000_lociStitched	chr6	26330618	26366584	7	19910	30567.5034	342	1	BTN3A2	BTN3A2,BTN2A2,BTN3A1,HIST1H4H	BTN3A2	342	1
3_MACS_peak_287_lociStitched	chr1	17215167	17233528	3	8781	30552.704	343	1		CROCC	CROCC	343	1
3_MACS_peak_17494_lociStitched	chr22	26878890	26901174	3	14122	30540.222	344	1	SRRD,HPS4,TFIP11	HPS4	SRRD	344	1
1_MACS_peak_20342_lociStitched	chr4	78735325	78743487	1	8163	30531.5934	345	1	CNOT6L	MRPL1	CNOT6L	345	1
5_MACS_peak_26178_lociStitched	chr8	26148292	26181283	5	17785	30440.7957	346	1	PPP2R2A		PPP2R2A	346	1
1_MACS_peak_10345_lociStitched	chr16	85477778	85484684	1	6907	30411.9522	347	1			KIAA0182	347	1
1_MACS_peak_2121_lociStitched	chr1	183876716	183885922	1	9207	30368.7528	348	1	RGL1		GLT25D2	348	1
2_MACS_peak_11908_lociStitched	chr17	78873092	78886107	2	9327	30349.6785	349	1	RPTOR		CHMP6	349	1
1_MACS_peak_21089_lociStitched	chr4	185183928	185191964	1	8037	30233.8428	350	1		ENPP6	ENPP6	350	1
2_MACS_peak_23054_lociStitched	chr6	27856788	27871235	2	8552	30110.4374	351	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2BO	351	1
3_MACS_peak_912_lociStitched	chr1	52417214	52433065	3	14632	30026.5493	352	1	RAB3B		RAB3B	352	1
1_MACS_peak_28208_lociStitched	chr9	127046504	127056575	1	10072	30015.6084	353	1	NEK6		NEK6	353	1
2_MACS_peak_778_lociStitched	chr1	42126344	42141152	2	14738	29987.6808	354	1	HIVEP3		EDN2	354	1
2_MACS_peak_7285_lociStitched	chr13	114560250	114568028	2	6828	29975.6342	355	1	GAS6	FLJ44054,GAS6	GAS6	355	1
4_MACS_peak_23605_lociStitched	chr6	74218016	74234293	4	12580	29939.9138	356	1	EEF1A1	MTO1	EEF1A1	356	1
4_MACS_peak_13673_lociStitched	chr19	48824456	48837822	4	9376	29927.8106	357	1	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	357	1
3_MACS_peak_23372_lociStitched	chr6	42737870	42752435	3	8456	29916.51	358	1		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	358	1
1_MACS_peak_24648_lociStitched	chr7	26237689	26244038	1	6350	29757.1281	359	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	359	1
1_MACS_peak_24422_lociStitched	chr7	2748266	2756977	1	8712	29674.0215	360	1	AMZ1		AMZ1	360	1
3_MACS_peak_14616_lociStitched	chr2	65159029	65175483	3	11261	29597.4552	361	1	LOC400958	SLC1A4	LOC400958	361	1
3_MACS_peak_27786_lociStitched	chr9	92039469	92058358	3	15589	29512.1736	362	1	SEMA4D		SEMA4D	362	1
2_MACS_peak_14845_lociStitched	chr2	86261260	86276116	2	11627	29454.9912	363	1	POLR1A	LOC90784	LOC90784	363	1
2_MACS_peak_26751_lociStitched	chr8	97621805	97635358	2	11663	29442.5372	364	1	SDC2	PGCP	PGCP	364	1
2_MACS_peak_11839_lociStitched	chr17	76136640	76152930	2	12920	29388.789	365	1	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	365	1
3_MACS_peak_16013_lociStitched	chr2	232570543	232579614	3	8683	29355.5702	366	1	PTMA,MIR1244-1		PTMA	366	1
1_MACS_peak_19484_lociStitched	chr3	176911604	176920765	1	9162	29336.2703	367	1	TBL1XR1		TBL1XR1	367	1
3_MACS_peak_26630_lociStitched	chr8	81047050	81062062	3	14277	29277.9036	368	1	TPD52		TPD52	368	1
3_MACS_peak_11068_lociStitched	chr17	37351454	37366896	3	9351	29234.7944	369	1	RPL19,CACNB1,STAC2	PLXDC1,ARL5C	RPL19	369	1
1_MACS_peak_24647_lociStitched	chr7	26191103	26198818	1	7716	29185.845	370	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	370	1
3_MACS_peak_24639_lociStitched	chr7	25986402	25994312	3	6782	29134.112	371	1	MIR148A		MIR148A	371	1
1_MACS_peak_2230_lociStitched	chr1	197740002	197748805	1	8804	29123.8452	372	1	DENND1B		DENND1B	372	1
2_MACS_peak_8351_lociStitched	chr15	31615155	31622512	2	7306	29080.7496	373	1	KLF13		KLF13	373	1
2_MACS_peak_13026_lociStitched	chr19	13948801	13959343	2	9501	29028.4512	374	1		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	374	1
3_MACS_peak_12428_lociStitched	chr18	56292295	56308223	3	14242	28937.9904	375	1	ALPK2	MALT1	ALPK2	375	1
3_MACS_peak_5176_lociStitched	chr11	120195407	120216735	3	17187	28920.768	376	1	TMEM136,ARHGEF12		ARHGEF12	376	1
3_MACS_peak_9708_lociStitched	chr16	22199374	22218987	3	15110	28889.949	377	1	EEF2K		EEF2K	377	1
2_MACS_peak_24849_lociStitched	chr7	45439434	45452031	2	12558	28800.5211	378	1			ADCY1	378	1
4_MACS_peak_3502_lociStitched	chr10	81001240	81021711	4	15942	28745.3782	379	1	ZMIZ1		PPIF	379	1
3_MACS_peak_5059_lociStitched	chr11	111232146	111251242	3	14421	28729.932	380	1	POU2AF1		POU2AF1	380	1
1_MACS_peak_25449_lociStitched	chr7	104650840	104659079	1	8240	28716.2106	381	1	MLL5,LOC100216545		MLL5	381	1
2_MACS_peak_1654_lociStitched	chr1	153308849	153320027	2	7892	28692.8082	382	1	PGLYRP4	S100A9,PGLYRP3,S100A12,S100A8	PGLYRP4	382	1
6_MACS_peak_9259_lociStitched	chr15	99673625	99708669	6	18729	28644.9656	383	1	SYNM,TTC23		SYNM	383	1
1_MACS_peak_1499_lociStitched	chr1	145434280	145440401	1	6122	28627.3049	384	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	384	1
2_MACS_peak_6455_lociStitched	chr12	108953540	108970488	2	15188	28601.4448	385	1	ISCU,SART3	FICD,TMEM119	ISCU	385	1
1_MACS_peak_27170_lociStitched	chr8	145007437	145018735	1	11299	28513.8924	386	1	PLEC	GRINA,MIR661,PARP10	PLEC	386	1
3_MACS_peak_13710_lociStitched	chr19	49362095	49381151	3	9287	28418.2128	387	1	PPP1R15A,PLEKHA4	NUCB1,BCAT2,HSD17B14,TULP2	PLEKHA4	387	1
1_MACS_peak_20651_lociStitched	chr4	121683211	121695957	1	12747	28405.7356	388	1	PRDM5		PRDM5	388	1
4_MACS_peak_9816_lociStitched	chr16	29603541	29625720	4	15886	28404.6453	389	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	389	1
