REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
1_MACS_peak_2144_lociStitched	chr1	184709295	184725442	1	16148	66824.3595	170	1	EDEM3		EDEM3	EDEM3	1.1286	170	1
1_MACS_peak_2736_lociStitched	chr1	234733776	234749920	1	16145	54561.8768	171	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.4397	171	1
2_MACS_peak_20603_lociStitched	chr4	113198823	113219701	2	16036	44323.994	172	1	ALPK1,TIFA	AP1AR	TIFA	TIFA	2.0284	172	1
2_MACS_peak_24831_lociStitched	chr7	44661899	44680754	2	16033	34189.7715	173	1	OGDH	DDX56,TMED4	OGDH	TMED4	0.6752	173	1
2_MACS_peak_8348_lociStitched	chr15	31545353	31562412	2	16029	75226.7782	174	1			KLF13	KLF13	1.138	174	1
4_MACS_peak_26793_lociStitched	chr8	101440488	101465577	4	15978	40180.0335	175	1			ANKRD46	ANKRD46	NONE	175	1
5_MACS_peak_28187_lociStitched	chr9	126079842	126103673	5	15957	28306.4618	176	1		CRB2,STRBP	CRB2	STRBP	0.1429	176	1
4_MACS_peak_3502_lociStitched	chr10	81001240	81021711	4	15942	28745.3782	177	1	ZMIZ1		PPIF	PPIF	NONE	177	1
4_MACS_peak_9816_lociStitched	chr16	29603541	29625720	4	15886	28404.6453	178	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	1.2001	178	1
5_MACS_peak_22046_lociStitched	chr5	118663386	118689989	5	15864	26839.7667	179	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.311	179	1
4_MACS_peak_4600_lociStitched	chr11	64617767	64638400	4	15756	33413.0802	180	1	EHD1	MAP4K2,MEN1,CDC42BPG,MIR192,MIR194-2,ATG2A	CDC42BPG	MEN1	0.1235	180	1
2_MACS_peak_28346_lociStitched	chr9	132244248	132261063	2	15734	74631.696	181	1			C9orf50	C9orf50	0.5325	181	1
4_MACS_peak_18014_lociStitched	chr22	50962518	50984403	4	15703	45976.008	182	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.3232	182	1
3_MACS_peak_20309_lociStitched	chr4	77116159	77136523	3	15651	48612.9408	183	1	SCARB2	FAM47E,NUP54	SCARB2	SCARB2	0.8356	183	1
6_MACS_peak_11413_lociStitched	chr17	48224635	48256336	6	15595	37258.1853	184	1	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.3135	184	1
3_MACS_peak_11685_lociStitched	chr17	70581949	70602183	3	15591	35901.1862	185	1	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.2108	185	1
3_MACS_peak_27786_lociStitched	chr9	92039469	92058358	3	15589	29512.1736	186	1	SEMA4D		SEMA4D	SEMA4D	0.3248	186	1
3_MACS_peak_6519_lociStitched	chr12	111866744	111884670	3	15520	22956.0356	187	1	SH2B3		SH2B3	SH2B3	0.6454	187	1
3_MACS_peak_17210_lociStitched	chr21	44725787	44747316	3	15446	42827.6397	188	1			SIK1	SIK1	2.7674	188	1
3_MACS_peak_28927_lociStitched	chrX	48790025	48805465	3	15428	32508.92	189	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.6362	189	1
8_MACS_peak_12989_lociStitched	chr19	12885770	12918232	8	15402	38691.4578	190	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	2.5826	190	1
6_MACS_peak_25385_lociStitched	chr7	101916153	101938953	6	15309	40353.72	191	1	CUX1,SH2B2,MIR4285		SH2B2	SH2B2	1.2356	191	1
2_MACS_peak_16364_lociStitched	chr20	30146754	30162503	2	15228	36057.3355	192	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	MIR3193	0.6656	192	1
2_MACS_peak_10150_lociStitched	chr16	68786125	68802239	2	15226	27965.847	193	1	CDH1		CDH1	CDH1	0.4734	193	1
2_MACS_peak_17524_lociStitched	chr22	29183331	29199555	2	15215	46778.6592	194	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	2.8822	194	1
3_MACS_peak_17454_lociStitched	chr22	24176619	24192275	3	15213	50925.8368	195	1	SMARCB1,DERL3	SLC2A11,MIF	DERL3	DERL3	1.0794	195	1
2_MACS_peak_6455_lociStitched	chr12	108953540	108970488	2	15188	28601.4448	196	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.6489	196	1
3_MACS_peak_23238_lociStitched	chr6	34620961	34644505	3	15177	43813.0296	197	1	C6orf106		C6orf106	C6orf106	0.4889	197	1
5_MACS_peak_8532_lociStitched	chr15	45001994	45028532	5	15140	34571.0526	198	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.0484	198	1
5_MACS_peak_22966_lociStitched	chr6	25365938	25390522	5	15136	19652.4496	199	1	LRRC16A		LRRC16A	LRRC16A	0.2374	199	1
1_MACS_peak_13202_lociStitched	chr19	19050004	19065135	1	15132	49603.9573	200	1	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.7625	200	1
1_MACS_peak_24609_lociStitched	chr7	23504539	23519666	1	15128	68867.1802	201	1	IGF2BP3	RPS2P32	IGF2BP3	IGF2BP3	0.4488	201	1
4_MACS_peak_1054_lociStitched	chr1	67221752	67246094	4	15118	24943.2474	202	1	TCTEX1D1	INSL5	TCTEX1D1	TCTEX1D1	0.712	202	1
3_MACS_peak_9708_lociStitched	chr16	22199374	22218987	3	15110	28889.949	203	1	EEF2K		EEF2K	EEF2K	0.1167	203	1
3_MACS_peak_6038_lociStitched	chr12	57099794	57120011	3	15083	23211.1377	204	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	PTGES3	1.0905	204	1
4_MACS_peak_10510_lociStitched	chr17	2104505	2129021	4	15072	34413.1092	205	1	SMG6		SMG6	SMG6	0.3513	205	1
6_MACS_peak_19005_lociStitched	chr3	124488391	124512635	6	15008	23380.9136	206	1	ITGB5	UMPS	UMPS	UMPS	0.1329	206	1
2_MACS_peak_16466_lociStitched	chr20	32988463	33006401	2	15007	37235.7004	207	1	ITCH	MIR644	ITCH	ITCH	0.447	207	1
4_MACS_peak_25845_lociStitched	chr7	148394630	148420794	4	14997	35617.0532	208	1	CUL1		CUL1	CUL1	0.4149	208	1
6_MACS_peak_1443_lociStitched	chr1	120658840	120686658	6	14985	25520.2332	209	1		NOTCH2	NOTCH2	NOTCH2	0.246	209	1
5_MACS_peak_21302_lociStitched	chr5	10590632	10609208	5	14927	24356.8512	210	1	ANKRD33B		ANKRD33B	ANKRD33B	0.4345	210	1
2_MACS_peak_27155_lociStitched	chr8	144594425	144611480	2	14887	39511.3185	211	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	ZC3H3	0.4157	211	1
4_MACS_peak_9134_lociStitched	chr15	89654476	89674449	4	14859	20410.4087	212	1	ABHD2		ABHD2	ABHD2	0.2585	212	1
2_MACS_peak_16065_lociStitched	chr2	238599831	238614704	2	14844	39971.1875	213	1	LRRFIP1		LRRFIP1	LRRFIP1	0.3246	213	1
3_MACS_peak_26831_lociStitched	chr8	103654112	103675953	3	14840	36913.4741	214	1	KLF10		KLF10	KLF10	2.2287	214	1
1_MACS_peak_15725_lociStitched	chr2	201980259	201995088	1	14830	52986.9828	215	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	1.0195	215	1
4_MACS_peak_11841_lociStitched	chr17	76163942	76184540	4	14805	35774.6064	216	1	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	TK1	TMC8	2.0474	216	1
1_MACS_peak_5546_lociStitched	chr12	12865982	12880738	1	14757	85035.8768	217	1	CDKN1B,APOLD1	MIR613,GPR19	CDKN1B	CDKN1B	5.6622	217	1
5_MACS_peak_22985_lociStitched	chr6	26183936	26207318	5	14744	41355.7434	218	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	2.4492	218	1
2_MACS_peak_778_lociStitched	chr1	42126344	42141152	2	14738	29987.6808	219	1	HIVEP3		EDN2	EDN2	NONE	219	1
4_MACS_peak_19287_lociStitched	chr3	151985118	152003300	4	14723	27454.82	220	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.0133	220	1
4_MACS_peak_24924_lociStitched	chr7	55565014	55585598	4	14688	18891.9952	221	1	VOPP1		VOPP1	VOPP1	0.7035	221	1
4_MACS_peak_25244_lociStitched	chr7	92407069	92428333	4	14659	17629.9824	222	1	CDK6		CDK6	CDK6	0.3889	222	1
3_MACS_peak_912_lociStitched	chr1	52417214	52433065	3	14632	30026.5493	223	1	RAB3B		RAB3B	RAB3B	0.4496	223	1
5_MACS_peak_9824_lociStitched	chr16	29815318	29837559	5	14615	43216.4871	224	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.2638	224	1
2_MACS_peak_21547_lociStitched	chr5	53813485	53831652	2	14580	30807.5986	225	1	SNX18		SNX18	SNX18	0.8603	225	1
3_MACS_peak_4535_lociStitched	chr11	62306082	62325886	3	14563	24661.9212	226	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.5419	226	1
4_MACS_peak_23046_lociStitched	chr6	27759142	27784210	4	14502	23533.8384	227	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H2BL	HIST1H2BN	1.8128	227	1
4_MACS_peak_17932_lociStitched	chr22	46751315	46770909	4	14475	44343.1814	228	1	TRMU,CELSR1		TRMU	TRMU	0.3653	228	1
5_MACS_peak_24122_lociStitched	chr6	138246482	138266667	5	14446	33069.0855	229	1			TNFAIP3	TNFAIP3	1.3676	229	1
3_MACS_peak_5059_lociStitched	chr11	111232146	111251242	3	14421	28729.932	230	1	POU2AF1		POU2AF1	POU2AF1	0.8325	230	1
2_MACS_peak_23299_lociStitched	chr6	37059467	37074099	2	14402	36518.5456	231	1			PIM1	PIM1	NONE	231	1
5_MACS_peak_15024_lociStitched	chr2	106402528	106430227	5	14394	20081.775	232	1	NCK2	NCK2	NCK2	NCK2	0.1894	232	1
2_MACS_peak_1775_lociStitched	chr1	156115124	156129518	2	14392	19059.0954	233	1	SEMA4A	LMNA,SLC25A44	SEMA4A	LMNA	1.1837	233	1
3_MACS_peak_26472_lociStitched	chr8	61811548	61829837	3	14392	36230.509	234	1			LOC100130298	LOC100130298	NONE	234	1
7_MACS_peak_3752_lociStitched	chr10	104523016	104542618	7	14369	14215.3704	235	1	C10orf26	SFXN2,ARL3	C10orf26	C10orf26	0.3121	235	1
4_MACS_peak_1904_lociStitched	chr1	161768677	161787481	4	14348	48632.7852	236	1	ATF6	DUSP12	ATF6	DUSP12	0.4685	236	1
5_MACS_peak_3415_lociStitched	chr10	74004317	74024759	5	14345	26662.5006	237	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.1133	237	1
3_MACS_peak_21091_lociStitched	chr4	185234210	185255072	3	14318	34351.3692	238	1			ENPP6	ENPP6	0.0769	238	1
6_MACS_peak_22439_lociStitched	chr5	156333798	156361223	6	14297	22891.6475	239	1	LOC100286948,TIMD4		LOC100286948	LOC100286948	1.0368	239	1
3_MACS_peak_26630_lociStitched	chr8	81047050	81062062	3	14277	29277.9036	240	1	TPD52		TPD52	TPD52	0.5448	240	1
4_MACS_peak_2190_lociStitched	chr1	192498869	192521132	4	14266	24068.5293	241	1		RGS1	RGS1	RGS1	0.7685	241	1
3_MACS_peak_12428_lociStitched	chr18	56292295	56308223	3	14242	28937.9904	242	1	ALPK2	MALT1	ALPK2	ALPK2	0.2462	242	1
3_MACS_peak_17494_lociStitched	chr22	26878890	26901174	3	14122	30540.222	243	1	SRRD,HPS4,TFIP11	HPS4	SRRD	SRRD	1.0633	243	1
2_MACS_peak_18120_lociStitched	chr3	13365008	13380163	2	14099	27656.3595	244	1	NUP210		NUP210	NUP210	0.4254	244	1
3_MACS_peak_16447_lociStitched	chr20	32461208	32477563	3	14074	54751.6335	245	1			CHMP4B	CHMP4B	1.0813	245	1
1_MACS_peak_22846_lociStitched	chr6	11824030	11838068	1	14039	49999.1446	246	1		C6orf105	C6orf105	C6orf105	0.8659	246	1
2_MACS_peak_11286_lociStitched	chr17	43297162	43315032	2	14022	95027.299	247	1	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	2.9062	247	1
2_MACS_peak_29069_lociStitched	chrX	64060765	64074934	2	14011	16855.4424	248	1			ZC4H2	ZC4H2	NONE	248	1
5_MACS_peak_13015_lociStitched	chr19	13260435	13283906	5	13956	31364.2973	249	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.2443	249	1
3_MACS_peak_2137_lociStitched	chr1	184524590	184541869	3	13916	26281.359	250	1	C1orf21		C1orf21	C1orf21	0.4278	250	1
4_MACS_peak_10391_lociStitched	chr16	88746114	88774211	4	13885	39226.2217	251	1	MGC23284,CTU2,SNAI3,RNF166	IL17C,MGC23284,CYBA,MVD	SNAI3	SNAI3	1.3313	251	1
5_MACS_peak_19099_lociStitched	chr3	130557425	130574887	5	13842	26690.667	252	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.2496	252	1
1_MACS_peak_2629_lociStitched	chr1	226838769	226852487	1	13719	49376.5692	253	1	ITPKB		ITPKB	ITPKB	0.7069	253	1
3_MACS_peak_10825_lociStitched	chr17	20204372	20224316	3	13707	38910.744	254	1	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.216	254	1
3_MACS_peak_1772_lociStitched	chr1	156083427	156100782	3	13682	36723.18	255	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	1.1837	255	1
3_MACS_peak_345_lociStitched	chr1	23849171	23866528	3	13660	48301.0596	256	1	E2F2	ASAP3,ID3	E2F2	E2F2	1.4269	256	1
8_MACS_peak_764_lociStitched	chr1	41818804	41848503	8	13647	19625.0992	257	1			EDN2	EDN2	NONE	257	1
2_MACS_peak_22701_lociStitched	chr6	381154	400785	2	13644	31087.6516	258	1	IRF4		IRF4	IRF4	1.066	258	1
2_MACS_peak_17475_lociStitched	chr22	24819653	24834654	2	13636	41095.2395	259	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.7004	259	1
4_MACS_peak_13875_lociStitched	chr19	56145678	56170640	4	13624	38246.7764	260	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.7611	260	1
4_MACS_peak_21159_lociStitched	chr4	189895720	189916569	4	13612	30983.6989	261	1			HSP90AA4P	HSP90AA4P	NONE	261	1
5_MACS_peak_23156_lociStitched	chr6	31783449	31805297	5	13576	28382.7368	262	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.2603	262	1
2_MACS_peak_25163_lociStitched	chr7	78114280	78128261	2	13533	18666.0331	263	1	MAGI2		RPL13AP17	RPL13AP17	NONE	263	1
4_MACS_peak_1778_lociStitched	chr1	156181775	156202579	4	13499	35585.242	264	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	PMF1	1.0457	264	1
2_MACS_peak_1799_lociStitched	chr1	156708869	156723196	2	13494	89307.3545	265	1	MRPL24,HDGF	C1orf66,PRCC,CRABP2,ISG20L2	MRPL24	C1orf66	1.9213	265	1
3_MACS_peak_399_lociStitched	chr1	25345256	25361236	3	13487	24901.634	266	1			RUNX3	RUNX3	0.4711	266	1
2_MACS_peak_22556_lociStitched	chr5	173160129	173174525	2	13427	31666.8812	267	1			BOD1	BOD1	NONE	267	1
5_MACS_peak_28401_lociStitched	chr9	134595316	134615616	5	13420	33003.74	268	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.462	268	1
4_MACS_peak_15779_lociStitched	chr2	204717417	204741136	4	13413	23968.0495	269	1	CTLA4		CTLA4	CTLA4	1.1972	269	1
9_MACS_peak_17289_lociStitched	chr22	17082284	17110998	9	13410	21093.3044	270	1	psiTPTE22	CCT8L2	psiTPTE22	psiTPTE22	0.4014	270	1
1_MACS_peak_10296_lociStitched	chr16	81680011	81693406	1	13396	45706.419	271	1	CMIP		PLCG2	PLCG2	0.1891	271	1
1_MACS_peak_3015_lociStitched	chr10	15824877	15838265	1	13389	63102.9992	272	1	FAM188A		ITGA8	ITGA8	NONE	272	1
4_MACS_peak_2168_lociStitched	chr1	186720442	186742523	4	13360	18647.4045	273	1			PLA2G4A	PLA2G4A	NONE	273	1
5_MACS_peak_28063_lociStitched	chr9	112904316	112925165	5	13348	20546.6895	274	1	PALM2-AKAP2,AKAP2	C9orf152	AKAP2	AKAP2	0.3476	274	1
3_MACS_peak_21915_lociStitched	chr5	95258909	95277971	3	13329	24671.9466	275	1	ELL2		ELL2	ELL2	0.5045	275	1
3_MACS_peak_4838_lociStitched	chr11	72851299	72870266	3	13312	24292.9336	276	1	FCHSD2		FCHSD2	FCHSD2	0.0796	276	1
2_MACS_peak_5791_lociStitched	chr12	46118524	46133034	2	13294	44590.681	277	1	ARID2,LOC400027		ARID2	ARID2	0.3343	277	1
7_MACS_peak_4584_lociStitched	chr11	63992993	64019631	7	13283	18305.6336	278	1	NUDT22,DNAJC4,VEGFB,FKBP2,PLCB3,TRPT1,PPP1R14B	STIP1,FERMT3,GPR137,KCNK4,C11orf20,BAD	FKBP2	FKBP2	0.9104	278	1
3_MACS_peak_17505_lociStitched	chr22	27003756	27018500	3	13278	37884.708	279	1	CRYBA4,CRYBB1	MIAT,TPST2	CRYBB1	CRYBB1	1.5103	279	1
5_MACS_peak_9720_lociStitched	chr16	23344371	23365515	5	13232	26224.9032	280	1	SCNN1B		SCNN1B	SCNN1B	0.521	280	1
1_MACS_peak_23698_lociStitched	chr6	88624800	88637972	1	13173	28247.354	281	1			SPACA1	SPACA1	NONE	281	1
4_MACS_peak_28269_lociStitched	chr9	130529125	130549858	4	13132	37532.9499	282	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.3304	282	1
2_MACS_peak_26740_lociStitched	chr8	96098844	96115114	2	13117	32129.996	283	1		MIR3150,PLEKHF2,MIR3150B	MIR3150B	PLEKHF2	0.2829	283	1
5_MACS_peak_16488_lociStitched	chr20	34189507	34208145	5	13111	20410.4738	284	1	SPAG4,FER1L4	CPNE1	FER1L4	FER1L4	0.2718	284	1
2_MACS_peak_25182_lociStitched	chr7	81501409	81520277	2	13105	31554.8432	285	1			HGF	HGF	0.1003	285	1
2_MACS_peak_11402_lociStitched	chr17	47814810	47828392	2	13088	43773.4278	286	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.9528	286	1
3_MACS_peak_4294_lociStitched	chr11	22677095	22697242	3	13085	33657.5782	287	1	GAS2	FANCF	GAS2	FANCF	0.2817	287	1
2_MACS_peak_11785_lociStitched	chr17	74775725	74789025	2	13078	27871.48	288	1		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.7937	288	1
3_MACS_peak_1854_lociStitched	chr1	160641344	160660511	3	13076	32371.1463	289	1	CD48	SLAMF7,SLAMF1	CD48	CD48	1.21	289	1
3_MACS_peak_11440_lociStitched	chr17	48994636	49010082	3	13071	23578.319	290	1			TOB1	TOB1	NONE	290	1
3_MACS_peak_28821_lociStitched	chrX	39953817	39969723	3	13017	36286.3578	291	1	BCOR		BCOR	BCOR	0.5206	291	1
4_MACS_peak_22927_lociStitched	chr6	20200553	20219100	4	13013	18878.9913	292	1	MBOAT1		MBOAT1	MBOAT1	0.2294	292	1
2_MACS_peak_8551_lociStitched	chr15	46994771	47009213	2	12997	28131.5718	293	1			SEMA6D	SEMA6D	NONE	293	1
3_MACS_peak_7354_lociStitched	chr14	23066121	23084549	3	12939	21308.2964	294	1	ABHD4	DAD1	ABHD4	DAD1	1.0945	294	1
2_MACS_peak_11839_lociStitched	chr17	76136640	76152930	2	12920	29388.789	295	1	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.9083	295	1
3_MACS_peak_12338_lociStitched	chr18	47832977	47848844	3	12914	22583.5011	296	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.5276	296	1
2_MACS_peak_11607_lociStitched	chr17	62195157	62210222	2	12890	27600.5865	297	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.7842	297	1
2_MACS_peak_6458_lociStitched	chr12	109020501	109035833	2	12877	34998.3564	298	1	SELPLG	TMEM119	SELPLG	SELPLG	1.7787	298	1
4_MACS_peak_7596_lociStitched	chr14	52075661	52099697	4	12817	22276.5648	299	1	FRMD6	FRMD6	FRMD6	FRMD6	0.1746	299	1
1_MACS_peak_20539_lociStitched	chr4	105405251	105418032	1	12782	55009.424	300	1	CXXC4		CXXC4	CXXC4	1.9672	300	1
7_MACS_peak_13451_lociStitched	chr19	40909468	40941957	7	12771	25653.3144	301	1	PRX,SERTAD1	SPTBN4,HIPK4,SERTAD3,BLVRB	SERTAD1	SERTAD1	0.945	301	1
1_MACS_peak_20651_lociStitched	chr4	121683211	121695957	1	12747	28405.7356	302	1	PRDM5		PRDM5	PRDM5	0.4952	302	1
5_MACS_peak_10630_lociStitched	chr17	7737037	7761836	5	12728	19648.2477	303	1	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.7327	303	1
3_MACS_peak_29339_lociStitched	chrX	118810803	118828098	3	12716	32431.584	304	1	SEPT6	MIR766	SEPT6	MIR766	1.1627	304	1
4_MACS_peak_11873_lociStitched	chr17	76763951	76780707	4	12713	22947.342	305	1	CYTH1		CYTH1	CYTH1	0.7477	305	1
2_MACS_peak_17215_lociStitched	chr21	44771290	44784135	2	12685	48285.6395	306	1			SIK1	SIK1	2.7674	306	1
1_MACS_peak_10360_lociStitched	chr16	85778843	85791521	1	12679	20482.5768	307	1	C16orf74	COX4I1,MIR1910,COX4NB	C16orf74	C16orf74	0.4805	307	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	308	1	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.303	308	1
4_MACS_peak_11520_lociStitched	chr17	56694636	56710133	4	12611	17790.556	309	1	TEX14		TEX14	TEX14	0.2393	309	1
4_MACS_peak_23605_lociStitched	chr6	74218016	74234293	4	12580	29939.9138	310	1	EEF1A1	MTO1	EEF1A1	EEF1A1	1.8951	310	1
2_MACS_peak_24849_lociStitched	chr7	45439434	45452031	2	12558	28800.5211	311	1			ADCY1	ADCY1	NONE	311	1
2_MACS_peak_5261_lociStitched	chr11	128337460	128354719	2	12557	20227.548	312	1	ETS1		ETS1	ETS1	0.3088	312	1
2_MACS_peak_26732_lociStitched	chr8	95896563	95909698	2	12548	27726.6715	313	1	CCNE2		CCNE2	CCNE2	1.2289	313	1
5_MACS_peak_28602_lociStitched	chrX	9963945	9984423	5	12543	15434.2686	314	1	WWC3	LOC100288814	WWC3	WWC3	0.2805	314	1
4_MACS_peak_22614_lociStitched	chr5	176717070	176740644	4	12540	26219.0028	315	1	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.2825	315	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	316	1		CTCFL	CTCFL	CTCFL	0.1059	316	1
1_MACS_peak_22971_lociStitched	chr6	25402952	25415482	1	12531	33728.254	317	1	LRRC16A		LRRC16A	LRRC16A	0.2374	317	1
4_MACS_peak_25065_lociStitched	chr7	74056863	74076795	4	12523	32955.5688	318	1	GTF2I		GTF2I	GTF2I	0.2414	318	1
3_MACS_peak_18783_lociStitched	chr3	98480203	98495581	3	12450	18547.4058	319	1	ST3GAL6		ST3GAL6	ST3GAL6	0.4741	319	1
1_MACS_peak_26799_lociStitched	chr8	101503517	101515932	1	12416	33520.5	320	1			ANKRD46	ANKRD46	NONE	320	1
4_MACS_peak_6688_lociStitched	chr12	123370595	123387167	4	12401	16678.0608	321	1	VPS37B		VPS37B	VPS37B	0.5684	321	1
3_MACS_peak_15956_lociStitched	chr2	227646131	227666584	3	12397	24872.8933	322	1	IRS1	RHBDD1	IRS1	IRS1	0.4744	322	1
2_MACS_peak_26787_lociStitched	chr8	101309479	101323760	2	12381	44762.3664	323	1	RNF19A		RNF19A	RNF19A	1.0023	323	1
3_MACS_peak_26271_lociStitched	chr8	33409491	33425239	3	12371	26269.2388	324	1	RNF122	C8orf41,DUSP26	RNF122	RNF122	0.9634	324	1
1_MACS_peak_2272_lociStitched	chr1	200855561	200867930	1	12370	42652.0227	325	1	C1orf106	GPR25	C1orf106	C1orf106	1.309	325	1
5_MACS_peak_11059_lociStitched	chr17	37022950	37038656	5	12332	26987.6198	326	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	SNORA21	0.8883	326	1
3_MACS_peak_28648_lociStitched	chrX	13670502	13688457	3	12310	17761.086	327	1	TCEANC	RAB9A	TCEANC	TCEANC	0.7987	327	1
5_MACS_peak_22518_lociStitched	chr5	169688433	169707447	5	12304	14444.9358	328	1	LCP2	C5orf58	LCP2	LCP2	0.351	328	1
2_MACS_peak_16626_lociStitched	chr20	43269761	43282227	2	12298	40842.3558	329	1	ADA	LOC79015	ADA	ADA	1.0623	329	1
4_MACS_peak_11799_lociStitched	chr17	75131071	75144609	4	12293	27471.3096	330	1	SEC14L1	C17orf86,SCARNA16,SEC14L1	SEC14L1	SCARNA16	1.2693	330	1
3_MACS_peak_10020_lociStitched	chr16	57567820	57584000	3	12281	25520.714	331	1	GPR114,CCDC102A	DOK4	GPR114	DOK4	0.3977	331	1
3_MACS_peak_9374_lociStitched	chr16	2091387	2106509	3	12255	30844.3434	332	1	TSC2,NTHL1	NPW,SLC9A3R2,ZNF598,MIR1225	TSC2	SLC9A3R2	0.8191	332	1
1_MACS_peak_19657_lociStitched	chr3	192606844	192619090	1	12247	20573.28	333	1	C3orf59		C3orf59	C3orf59	0.3189	333	1
2_MACS_peak_17235_lociStitched	chr21	45552515	45567757	2	12238	35047.4548	334	1	C21orf33	PWP2	C21orf33	C21orf33	1.6274	334	1
1_MACS_peak_14080_lociStitched	chr2	11883607	11895841	1	12235	43938.411	335	1	LPIN1		LPIN1	LPIN1	0.5769	335	1
4_MACS_peak_5179_lociStitched	chr11	120364836	120383258	4	12203	24950.7568	336	1			GRIK4	GRIK4	NONE	336	1
4_MACS_peak_18767_lociStitched	chr3	97689114	97710903	4	12189	20653.7931	337	1	MINA,GABRR3		MINA	MINA	0.2994	337	1
1_MACS_peak_2432_lociStitched	chr1	209274225	209286359	1	12135	58288.0958	338	1			LOC642587	LOC642587	NONE	338	1
4_MACS_peak_15731_lociStitched	chr2	202083784	202101788	4	12128	18167.8364	339	1	CASP10,CASP8	CASP8	CASP8	CASP8	0.6014	339	1
3_MACS_peak_12660_lociStitched	chr19	2081743	2098110	3	12094	32010.5786	340	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	0.9579	340	1
