REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
6_MACS_peak_3808_lociStitched	chr10	111640186	111670668	6	18208	26107.833	169	1	XPNPEP1		XPNPEP1	XPNPEP1	0.4479	169	1
4_MACS_peak_14950_lociStitched	chr2	97190250	97212905	4	16830	38744.581	170	1	ARID5A	NEURL3	ARID5A	ARID5A	0.8249	170	1
3_MACS_peak_15868_lociStitched	chr2	216764883	216785554	3	17433	33759.8772	171	1			LOC646324	LOC646324	NONE	171	1
5_MACS_peak_26178_lociStitched	chr8	26148292	26181283	5	17785	30440.7957	172	1	PPP2R2A		PPP2R2A	PPP2R2A	0.4037	172	1
4_MACS_peak_18014_lociStitched	chr22	50962518	50984403	4	15703	45976.008	173	1	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	2.3232	173	1
4_MACS_peak_9686_lociStitched	chr16	21509819	21532589	4	16279	42206.472	174	1	LOC100271836,SLC7A5P2		LOC100271836	LOC100271836	0.3225	174	1
5_MACS_peak_19330_lociStitched	chr3	156799542	156824610	5	16826	37722.3264	175	1	LOC100498859,LOC339894		LOC100498859	LOC100498859	1.7034	175	1
1_MACS_peak_21090_lociStitched	chr4	185200369	185211171	1	10803	65185.7492	176	1			ENPP6	ENPP6	0.0769	176	1
6_MACS_peak_13832_lociStitched	chr19	55164872	55193120	6	18000	25801.7232	177	1	LILRB4	LILRB1,LILRP2,KIR3DL3	LILRB4	LILRB4	0.9743	177	1
3_MACS_peak_21136_lociStitched	chr4	186262306	186285902	3	16203	40887.1488	178	1	SNX25,LRP2BP	ANKRD37	LRP2BP	ANKRD37	0.6913	178	1
2_MACS_peak_17524_lociStitched	chr22	29183331	29199555	2	15215	46778.6592	179	1	CCDC117,XBP1	HSCB,CHEK2	XBP1	XBP1	2.8822	179	1
6_MACS_peak_16436_lociStitched	chr20	32357602	32378293	6	17824	26581.7277	180	1	ZNF341	CHMP4B,PXMP4	CHMP4B	CHMP4B	1.0813	180	1
5_MACS_peak_9286_lociStitched	chr15	101660298	101690012	5	17155	33154.8812	181	1			CHSY1	CHSY1	0.6017	181	1
5_MACS_peak_8353_lociStitched	chr15	31635730	31660698	5	16708	36166.148	182	1	KLF13		KLF13	KLF13	1.138	182	1
7_MACS_peak_11292_lociStitched	chr17	43502512	43531448	7	17002	32790.2752	183	1	ARHGAP27,SH3D20,PLEKHM1	ARHGAP27,MIR4315-1	SH3D20	SH3D20	1.0472	183	1
4_MACS_peak_26793_lociStitched	chr8	101440488	101465577	4	15978	40180.0335	184	1			ANKRD46	ANKRD46	NONE	184	1
2_MACS_peak_6080_lociStitched	chr12	58224965	58241411	2	16339	37534.7058	185	1	CTDSP2	TSFM,AVIL,MIR26A2	CTDSP2	CTDSP2	1.0745	185	1
3_MACS_peak_17210_lociStitched	chr21	44725787	44747316	3	15446	42827.6397	186	1			SIK1	SIK1	2.7674	186	1
1_MACS_peak_2432_lociStitched	chr1	209274225	209286359	1	12135	58288.0958	187	1			LOC642587	LOC642587	NONE	187	1
1_MACS_peak_21420_lociStitched	chr5	32530352	32546826	1	16475	35595.3718	188	1		SUB1	SUB1	SUB1	1.0473	188	1
3_MACS_peak_5176_lociStitched	chr11	120195407	120216735	3	17187	28920.768	189	1	TMEM136,ARHGEF12		ARHGEF12	ARHGEF12	0.2028	189	1
4_MACS_peak_1904_lociStitched	chr1	161768677	161787481	4	14348	48632.7852	190	1	ATF6	DUSP12	ATF6	DUSP12	0.4685	190	1
5_MACS_peak_8066_lociStitched	chr14	94422554	94448536	5	16403	35603.1346	191	1	ASB2	FAM181A,C14orf48,OTUB2,C14orf86	ASB2	C14orf48	1.1153	191	1
1_MACS_peak_22846_lociStitched	chr6	11824030	11838068	1	14039	49999.1446	192	1		C6orf105	C6orf105	C6orf105	0.8659	192	1
3_MACS_peak_23238_lociStitched	chr6	34620961	34644505	3	15177	43813.0296	193	1	C6orf106		C6orf106	C6orf106	0.4889	193	1
1_MACS_peak_20539_lociStitched	chr4	105405251	105418032	1	12782	55009.424	194	1	CXXC4		CXXC4	CXXC4	1.9672	194	1
1_MACS_peak_2629_lociStitched	chr1	226838769	226852487	1	13719	49376.5692	195	1	ITPKB		ITPKB	ITPKB	0.7069	195	1
6_MACS_peak_25385_lociStitched	chr7	101916153	101938953	6	15309	40353.72	196	1	CUX1,SH2B2,MIR4285		SH2B2	SH2B2	1.2356	196	1
4_MACS_peak_12058_lociStitched	chr18	9101598	9122834	4	16263	32998.6204	197	1	NDUFV2	ANKRD12	NDUFV2	NDUFV2	1.4366	197	1
2_MACS_peak_24831_lociStitched	chr7	44661899	44680754	2	16033	34189.7715	198	1	OGDH	DDX56,TMED4	OGDH	TMED4	0.6752	198	1
5_MACS_peak_24765_lociStitched	chr7	38383839	38408355	5	16726	27862.434	199	1			TARP	TARP	NONE	199	1
8_MACS_peak_12989_lociStitched	chr19	12885770	12918232	8	15402	38691.4578	200	1	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	2.5826	200	1
4_MACS_peak_17932_lociStitched	chr22	46751315	46770909	4	14475	44343.1814	201	1	TRMU,CELSR1		TRMU	TRMU	0.3653	201	1
6_MACS_peak_11413_lociStitched	chr17	48224635	48256336	6	15595	37258.1853	202	1	SGCA,PPP1R9B,HILS1	SAMD14,COL1A1	SGCA	SGCA	0.3135	202	1
3_MACS_peak_345_lociStitched	chr1	23849171	23866528	3	13660	48301.0596	203	1	E2F2	ASAP3,ID3	E2F2	E2F2	1.4269	203	1
5_MACS_peak_9824_lociStitched	chr16	29815318	29837559	5	14615	43216.4871	204	1	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	C16orf53	1.2638	204	1
3_MACS_peak_11685_lociStitched	chr17	70581949	70602183	3	15591	35901.1862	205	1	LOC100499467,FLJ26484		LOC100499467	LOC100499467	0.2108	205	1
4_MACS_peak_3425_lociStitched	chr10	74075512	74097182	4	16181	30903.587	206	1	DNAJB12	DDIT4	DNAJB12	DDIT4	1.1133	206	1
5_MACS_peak_22985_lociStitched	chr6	26183936	26207318	5	14744	41355.7434	207	1	HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H4D,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H2BG,HIST1H1D,HIST1H4G,HIST1H3F	HIST1H3D	HIST1H3D	2.4492	207	1
7_MACS_peak_4612_lociStitched	chr11	64835535	64864847	7	16754	23818.9312	208	1	ZFPL1,C11orf2,CDCA5	SNX15,SAC3D1,TM7SF2,MRPL49,NAALADL1,ZNHIT2,FAU,SYVN1	CDCA5	ZNHIT2	0.7214	208	1
2_MACS_peak_16065_lociStitched	chr2	238599831	238614704	2	14844	39971.1875	209	1	LRRFIP1		LRRFIP1	LRRFIP1	0.3246	209	1
4_MACS_peak_4600_lociStitched	chr11	64617767	64638400	4	15756	33413.0802	210	1	EHD1	MAP4K2,MEN1,CDC42BPG,MIR192,MIR194-2,ATG2A	CDC42BPG	MEN1	0.1235	210	1
2_MACS_peak_27155_lociStitched	chr8	144594425	144611480	2	14887	39511.3185	211	1	ZC3H3	GSDMD,C8orf73,NAPRT1	ZC3H3	ZC3H3	0.4157	211	1
7_MACS_peak_23831_lociStitched	chr6	107421645	107451999	7	16275	27828.5472	212	1	BEND3		BEND3	BEND3	0.5969	212	1
2_MACS_peak_16364_lociStitched	chr20	30146754	30162503	2	15228	36057.3355	213	1	HM13	PSIMCT-1,ID1,MIR3193	PSIMCT-1	MIR3193	0.6656	213	1
2_MACS_peak_16466_lociStitched	chr20	32988463	33006401	2	15007	37235.7004	214	1	ITCH	MIR644	ITCH	ITCH	0.447	214	1
4_MACS_peak_3502_lociStitched	chr10	81001240	81021711	4	15942	28745.3782	215	1	ZMIZ1		PPIF	PPIF	NONE	215	1
5_MACS_peak_28187_lociStitched	chr9	126079842	126103673	5	15957	28306.4618	216	1		CRB2,STRBP	CRB2	STRBP	0.1429	216	1
1_MACS_peak_10296_lociStitched	chr16	81680011	81693406	1	13396	45706.419	217	1	CMIP		PLCG2	PLCG2	NONE	217	1
1_MACS_peak_5390_lociStitched	chr12	4377065	4388446	1	11382	54240.7079	218	1	CCND2	C12orf5	CCND2	CCND2	1.3946	218	1
3_MACS_peak_26831_lociStitched	chr8	103654112	103675953	3	14840	36913.4741	219	1	KLF10		KLF10	KLF10	2.2287	219	1
3_MACS_peak_28927_lociStitched	chrX	48790025	48805465	3	15428	32508.92	220	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	PIM2	1.6362	220	1
4_MACS_peak_9816_lociStitched	chr16	29603541	29625720	4	15886	28404.6453	221	1	SLC7A5P1	SPN,LOC440354	SLC7A5P1	SLC7A5P1	1.2001	221	1
5_MACS_peak_8532_lociStitched	chr15	45001994	45028532	5	15140	34571.0526	222	1	B2M	TRIM69,SPG11,PATL2	B2M	B2M	1.0484	222	1
4_MACS_peak_25845_lociStitched	chr7	148394630	148420794	4	14997	35617.0532	223	1	CUL1		CUL1	CUL1	0.4149	223	1
2_MACS_peak_17215_lociStitched	chr21	44771290	44784135	2	12685	48285.6395	224	1			SIK1	SIK1	2.7674	224	1
4_MACS_peak_10510_lociStitched	chr17	2104505	2129021	4	15072	34413.1092	225	1	SMG6		SMG6	SMG6	0.3513	225	1
4_MACS_peak_11841_lociStitched	chr17	76163942	76184540	4	14805	35774.6064	226	1	SYNGR2,AFMID,TK1	TMC8,C17orf99,BIRC5,LOC283999,TMC6,EPR1	TK1	TMC8	2.0474	226	1
3_MACS_peak_27786_lociStitched	chr9	92039469	92058358	3	15589	29512.1736	227	1	SEMA4D		SEMA4D	SEMA4D	0.3248	227	1
5_MACS_peak_22046_lociStitched	chr5	118663386	118689989	5	15864	26839.7667	228	1	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.311	228	1
2_MACS_peak_5791_lociStitched	chr12	46118524	46133034	2	13294	44590.681	229	1	ARID2,LOC400027		ARID2	ARID2	0.3343	229	1
2_MACS_peak_23299_lociStitched	chr6	37059467	37074099	2	14402	36518.5456	230	1			PIM1	PIM1	NONE	230	1
2_MACS_peak_17475_lociStitched	chr22	24819653	24834654	2	13636	41095.2395	231	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.7004	231	1
3_MACS_peak_26472_lociStitched	chr8	61811548	61829837	3	14392	36230.509	232	1			LOC100130298	LOC100130298	NONE	232	1
2_MACS_peak_11402_lociStitched	chr17	47814810	47828392	2	13088	43773.4278	233	1	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.9528	233	1
4_MACS_peak_10391_lociStitched	chr16	88746114	88774211	4	13885	39226.2217	234	1	MGC23284,CTU2,SNAI3,RNF166	IL17C,MGC23284,CYBA,MVD	SNAI3	SNAI3	1.3313	234	1
1_MACS_peak_26736_lociStitched	chr8	95951925	95963874	1	11950	48736.3863	235	1	TP53INP1	CCNE2	TP53INP1	TP53INP1	1.6042	235	1
2_MACS_peak_6455_lociStitched	chr12	108953540	108970488	2	15188	28601.4448	236	1	ISCU,SART3	FICD,TMEM119	ISCU	ISCU	1.6489	236	1
2_MACS_peak_10150_lociStitched	chr16	68786125	68802239	2	15226	27965.847	237	1	CDH1		CDH1	CDH1	0.4734	237	1
3_MACS_peak_9708_lociStitched	chr16	22199374	22218987	3	15110	28889.949	238	1	EEF2K		EEF2K	EEF2K	0.1167	238	1
3_MACS_peak_10825_lociStitched	chr17	20204372	20224316	3	13707	38910.744	239	1	SPECC1	CCDC144C	CCDC144C	CCDC144C	0.216	239	1
3_MACS_peak_21091_lociStitched	chr4	185234210	185255072	3	14318	34351.3692	240	1			ENPP6	ENPP6	0.0769	240	1
5_MACS_peak_24122_lociStitched	chr6	138246482	138266667	5	14446	33069.0855	241	1			TNFAIP3	TNFAIP3	1.3676	241	1
3_MACS_peak_6519_lociStitched	chr12	111866744	111884670	3	15520	22956.0356	242	1	SH2B3		SH2B3	SH2B3	0.6454	242	1
4_MACS_peak_13875_lociStitched	chr19	56145678	56170640	4	13624	38246.7764	243	1	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	CCDC106	CCDC106	1.7611	243	1
2_MACS_peak_26787_lociStitched	chr8	101309479	101323760	2	12381	44762.3664	244	1	RNF19A		RNF19A	RNF19A	1.0023	244	1
2_MACS_peak_778_lociStitched	chr1	42126344	42141152	2	14738	29987.6808	245	1	HIVEP3		EDN2	EDN2	NONE	245	1
2_MACS_peak_21547_lociStitched	chr5	53813485	53831652	2	14580	30807.5986	246	1	SNX18		SNX18	SNX18	0.8603	246	1
3_MACS_peak_912_lociStitched	chr1	52417214	52433065	3	14632	30026.5493	247	1	RAB3B		RAB3B	RAB3B	0.4496	247	1
3_MACS_peak_1772_lociStitched	chr1	156083427	156100782	3	13682	36723.18	248	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	1.1837	248	1
4_MACS_peak_1054_lociStitched	chr1	67221752	67246094	4	15118	24943.2474	249	1	TCTEX1D1	INSL5	TCTEX1D1	TCTEX1D1	0.712	249	1
6_MACS_peak_1443_lociStitched	chr1	120658840	120686658	6	14985	25520.2332	250	1		NOTCH2	NOTCH2	NOTCH2	0.246	250	1
2_MACS_peak_16785_lociStitched	chr20	52224848	52241718	2	11808	45918.453	251	1		ZNF217	ZNF217	ZNF217	1.9607	251	1
1_MACS_peak_14080_lociStitched	chr2	11883607	11895841	1	12235	43938.411	252	1	LPIN1		LPIN1	LPIN1	0.5769	252	1
4_MACS_peak_19287_lociStitched	chr3	151985118	152003300	4	14723	27454.82	253	1	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	1.0133	253	1
3_MACS_peak_17505_lociStitched	chr22	27003756	27018500	3	13278	37884.708	254	1	CRYBA4,CRYBB1	MIAT,TPST2	CRYBB1	CRYBB1	1.5103	254	1
1_MACS_peak_2272_lociStitched	chr1	200855561	200867930	1	12370	42652.0227	255	1	C1orf106	GPR25	C1orf106	C1orf106	1.309	255	1
3_MACS_peak_6038_lociStitched	chr12	57099794	57120011	3	15083	23211.1377	256	1	NACA	HSD17B6,PTGES3,PRIM1	NACA	PTGES3	1.0905	256	1
2_MACS_peak_1761_lociStitched	chr1	155903045	155918986	2	11645	45841.5337	257	1	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	3.126	257	1
5_MACS_peak_21302_lociStitched	chr5	10590632	10609208	5	14927	24356.8512	258	1	ANKRD33B		ANKRD33B	ANKRD33B	0.4345	258	1
6_MACS_peak_19005_lociStitched	chr3	124488391	124512635	6	15008	23380.9136	259	1	ITGB5	UMPS	UMPS	UMPS	0.1329	259	1
3_MACS_peak_5059_lociStitched	chr11	111232146	111251242	3	14421	28729.932	260	1	POU2AF1		POU2AF1	POU2AF1	0.8325	260	1
4_MACS_peak_1778_lociStitched	chr1	156181775	156202579	4	13499	35585.242	261	1	SLC25A44,PMF1	BGLAP,PAQR6	PMF1	PMF1	1.0457	261	1
4_MACS_peak_28269_lociStitched	chr9	130529125	130549858	4	13132	37532.9499	262	1	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	FPGS	0.3304	262	1
3_MACS_peak_17494_lociStitched	chr22	26878890	26901174	3	14122	30540.222	263	1	SRRD,HPS4,TFIP11	HPS4	SRRD	SRRD	1.0633	263	1
3_MACS_peak_26630_lociStitched	chr8	81047050	81062062	3	14277	29277.9036	264	1	TPD52		TPD52	TPD52	0.5448	264	1
1_MACS_peak_1706_lociStitched	chr1	154755548	154766450	1	10903	48071.2788	265	1	KCNN3		KCNN3	KCNN3	0.873	265	1
2_MACS_peak_1644_lociStitched	chr1	152005994	152021973	2	10213	50461.682	266	1	S100A11	S100A10,TCHHL1	S100A11	S100A11	2.4494	266	1
5_MACS_peak_13015_lociStitched	chr19	13260435	13283906	5	13956	31364.2973	267	1	IER2,STX10	NACC1,LYL1,TRMT1	IER2	IER2	1.2443	267	1
3_MACS_peak_12428_lociStitched	chr18	56292295	56308223	3	14242	28937.9904	268	1	ALPK2	MALT1	ALPK2	ALPK2	0.2462	268	1
5_MACS_peak_22966_lociStitched	chr6	25365938	25390522	5	15136	19652.4496	269	1	LRRC16A		LRRC16A	LRRC16A	0.2374	269	1
2_MACS_peak_16626_lociStitched	chr20	43269761	43282227	2	12298	40842.3558	270	1	ADA	LOC79015	ADA	ADA	1.0623	270	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	271	1		CTCFL	CTCFL	CTCFL	0.1059	271	1
3_MACS_peak_4535_lociStitched	chr11	62306082	62325886	3	14563	24661.9212	272	1	AHNAK	EEF1G,TUT1,MTA2	AHNAK	EEF1G	0.5419	272	1
5_MACS_peak_3415_lociStitched	chr10	74004317	74024759	5	14345	26662.5006	273	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	1.1133	273	1
3_MACS_peak_28821_lociStitched	chrX	39953817	39969723	3	13017	36286.3578	274	1	BCOR		BCOR	BCOR	0.5206	274	1
4_MACS_peak_9134_lociStitched	chr15	89654476	89674449	4	14859	20410.4087	275	1	ABHD2		ABHD2	ABHD2	0.2585	275	1
5_MACS_peak_28401_lociStitched	chr9	134595316	134615616	5	13420	33003.74	276	1	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.462	276	1
2_MACS_peak_18120_lociStitched	chr3	13365008	13380163	2	14099	27656.3595	277	1	NUP210		NUP210	NUP210	0.4254	277	1
4_MACS_peak_23046_lociStitched	chr6	27759142	27784210	4	14502	23533.8384	278	1	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2BL,HIST1H2AJ	HIST1H4J,HIST1H2BN,HIST1H2AL,HIST1H4K,HIST1H2AK	HIST1H2BL	HIST1H2BN	1.8128	278	1
2_MACS_peak_22701_lociStitched	chr6	381154	400785	2	13644	31087.6516	279	1	IRF4		IRF4	IRF4	1.066	279	1
2_MACS_peak_13109_lociStitched	chr19	16694140	16707157	2	11698	42487.488	280	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.2397	280	1
4_MACS_peak_21159_lociStitched	chr4	189895720	189916569	4	13612	30983.6989	281	1			HSP90AA4P	HSP90AA4P	NONE	281	1
3_MACS_peak_29556_lociStitched	chrX	153188834	153201890	3	9113	52043.8272	282	1	ARHGAP4,NAA10,RENBP	AVPR2,TMEM187,MIR3202-1,L1CAM,HCFC1,MIR3202-2	ARHGAP4	TMEM187	3.6965	282	1
2_MACS_peak_25883_lociStitched	chr7	150100701	150113910	2	9744	49770.1911	283	1	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.1421	283	1
2_MACS_peak_22556_lociStitched	chr5	173160129	173174525	2	13427	31666.8812	284	1			BOD1	BOD1	NONE	284	1
2_MACS_peak_16788_lociStitched	chr20	52267377	52278772	2	11330	43369.37	285	1			ZNF217	ZNF217	1.9607	285	1
3_MACS_peak_4294_lociStitched	chr11	22677095	22697242	3	13085	33657.5782	286	1	GAS2	FANCF	GAS2	FANCF	0.2817	286	1
4_MACS_peak_2190_lociStitched	chr1	192498869	192521132	4	14266	24068.5293	287	1		RGS1	RGS1	RGS1	0.7685	287	1
2_MACS_peak_6458_lociStitched	chr12	109020501	109035833	2	12877	34998.3564	288	1	SELPLG	TMEM119	SELPLG	SELPLG	1.7787	288	1
4_MACS_peak_24924_lociStitched	chr7	55565014	55585598	4	14688	18891.9952	289	1	VOPP1		VOPP1	VOPP1	0.7035	289	1
6_MACS_peak_22439_lociStitched	chr5	156333798	156361223	6	14297	22891.6475	290	1	LOC100286948,TIMD4		LOC100286948	LOC100286948	1.0368	290	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	291	1	NDUFV2,ANKRD12		ANKRD12	ANKRD12	0.303	291	1
3_MACS_peak_2137_lociStitched	chr1	184524590	184541869	3	13916	26281.359	292	1	C1orf21		C1orf21	C1orf21	0.4278	292	1
2_MACS_peak_11049_lociStitched	chr17	36852910	36863571	2	8772	51766.6177	293	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	1.6239	293	1
5_MACS_peak_19099_lociStitched	chr3	130557425	130574887	5	13842	26690.667	294	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.2496	294	1
4_MACS_peak_25244_lociStitched	chr7	92407069	92428333	4	14659	17629.9824	295	1	CDK6		CDK6	CDK6	0.3889	295	1
2_MACS_peak_26740_lociStitched	chr8	96098844	96115114	2	13117	32129.996	296	1		MIR3150,PLEKHF2,MIR3150B	MIR3150B	PLEKHF2	0.2829	296	1
3_MACS_peak_1854_lociStitched	chr1	160641344	160660511	3	13076	32371.1463	297	1	CD48	SLAMF7,SLAMF1	CD48	CD48	1.21	297	1
5_MACS_peak_23156_lociStitched	chr6	31783449	31805297	5	13576	28382.7368	298	1	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	1.2603	298	1
5_MACS_peak_15024_lociStitched	chr2	106402528	106430227	5	14394	20081.775	299	1	NCK2	NCK2	NCK2	NCK2	0.1894	299	1
2_MACS_peak_25182_lociStitched	chr7	81501409	81520277	2	13105	31554.8432	300	1			HGF	HGF	0.1003	300	1
2_MACS_peak_1775_lociStitched	chr1	156115124	156129518	2	14392	19059.0954	301	1	SEMA4A	LMNA,SLC25A44	SEMA4A	LMNA	1.1837	301	1
2_MACS_peak_11200_lociStitched	chr17	40825648	40834953	2	9284	49334.1795	302	1	CNTNAP1,PLEKHH3,CCR10	TUBG2	PLEKHH3	PLEKHH3	2.639	302	1
1_MACS_peak_9603_lociStitched	chr16	14394724	14405643	1	10920	42388.6499	303	1	MIR193B,MIR365-1		MIR193B	MIR193B	3.1127	303	1
1_MACS_peak_22971_lociStitched	chr6	25402952	25415482	1	12531	33728.254	304	1	LRRC16A		LRRC16A	LRRC16A	0.2374	304	1
1_MACS_peak_16555_lociStitched	chr20	37498265	37506450	1	8186	51763.577	305	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.2073	305	1
3_MACS_peak_29339_lociStitched	chrX	118810803	118828098	3	12716	32431.584	306	1	SEPT6	MIR766	SEPT6	MIR766	1.1627	306	1
2_MACS_peak_17235_lociStitched	chr21	45552515	45567757	2	12238	35047.4548	307	1	C21orf33	PWP2	C21orf33	C21orf33	1.6274	307	1
4_MACS_peak_25065_lociStitched	chr7	74056863	74076795	4	12523	32955.5688	308	1	GTF2I		GTF2I	GTF2I	0.2414	308	1
1_MACS_peak_23698_lociStitched	chr6	88624800	88637972	1	13173	28247.354	309	1			SPACA1	SPACA1	NONE	309	1
1_MACS_peak_26799_lociStitched	chr8	101503517	101515932	1	12416	33520.5	310	1			ANKRD46	ANKRD46	NONE	310	1
3_MACS_peak_24642_lociStitched	chr7	26000467	26011556	3	10944	41074.7649	312	1		MIR148A	MIR148A	MIR148A	2.9488	312	1
3_MACS_peak_399_lociStitched	chr1	25345256	25361236	3	13487	24901.634	313	1			RUNX3	RUNX3	0.4711	313	1
2_MACS_peak_13548_lociStitched	chr19	45216467	45232459	2	11014	40706.0368	314	1		CEACAM19,CEACAM16,BCL3,CBLC	CEACAM16	BCL3	2.5169	314	1
2_MACS_peak_11839_lociStitched	chr17	76136640	76152930	2	12920	29388.789	315	1	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.9083	315	1
2_MACS_peak_16686_lociStitched	chr20	45978666	45990254	2	11186	39688.9	316	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.3424	316	1
2_MACS_peak_20779_lociStitched	chr4	140121175	140137401	2	11476	38200.8718	317	1			ELF2	ELF2	NONE	317	1
2_MACS_peak_11785_lociStitched	chr17	74775725	74789025	2	13078	27871.48	318	1		MFSD11,MIR636,SRSF2	MFSD11	MIR636	1.7937	318	1
5_MACS_peak_9720_lociStitched	chr16	23344371	23365515	5	13232	26224.9032	319	1	SCNN1B		SCNN1B	SCNN1B	0.521	319	1
2_MACS_peak_8551_lociStitched	chr15	46994771	47009213	2	12997	28131.5718	320	1			SEMA6D	SEMA6D	NONE	320	1
3_MACS_peak_11836_lociStitched	chr17	76113044	76129408	3	11185	39224.508	321	1	TMC8,TMC6	C17orf99,SYNGR2	TMC6	SYNGR2	1.9083	321	1
4_MACS_peak_15779_lociStitched	chr2	204717417	204741136	4	13413	23968.0495	322	1	CTLA4		CTLA4	CTLA4	1.1972	322	1
3_MACS_peak_21915_lociStitched	chr5	95258909	95277971	3	13329	24671.9466	323	1	ELL2		ELL2	ELL2	0.5045	323	1
3_MACS_peak_4838_lociStitched	chr11	72851299	72870266	3	13312	24292.9336	325	1	FCHSD2		FCHSD2	FCHSD2	0.0796	325	1
2_MACS_peak_11607_lociStitched	chr17	62195157	62210222	2	12890	27600.5865	326	1	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.7842	326	1
4_MACS_peak_23605_lociStitched	chr6	74218016	74234293	4	12580	29939.9138	327	1	EEF1A1	MTO1	EEF1A1	EEF1A1	1.8951	327	1
1_MACS_peak_20651_lociStitched	chr4	121683211	121695957	1	12747	28405.7356	328	1	PRDM5		PRDM5	PRDM5	0.4952	328	1
1_MACS_peak_11097_lociStitched	chr17	38076109	38086702	1	10594	40826.4813	329	1	ORMDL3	LOC728129,GSDMA,GSDMB	ORMDL3	ORMDL3	2.5678	329	1
8_MACS_peak_764_lociStitched	chr1	41818804	41848503	8	13647	19625.0992	330	1			EDN2	EDN2	NONE	330	1
1_MACS_peak_11847_lociStitched	chr17	76246445	76256833	1	10389	41545.7672	331	1		BIRC5,LOC283999,EPR1	LOC283999	EPR1	0.289	331	1
1_MACS_peak_2027_lociStitched	chr1	174931988	174942553	1	10566	40294.91	332	1		CACYBP	CACYBP	CACYBP	0.9381	332	1
2_MACS_peak_24849_lociStitched	chr7	45439434	45452031	2	12558	28800.5211	333	1			ADCY1	ADCY1	NONE	333	1
3_MACS_peak_12660_lociStitched	chr19	2081743	2098110	3	12094	32010.5786	334	1	IZUMO4,MOBKL2A	MKNK2	MOBKL2A	MOBKL2A	0.9579	334	1
2_MACS_peak_1953_lociStitched	chr1	167459717	167472173	2	10821	39014.6832	335	1	CD247		CD247	CD247	0.8194	335	1
9_MACS_peak_17289_lociStitched	chr22	17082284	17110998	9	13410	21093.3044	336	1	psiTPTE22	CCT8L2	psiTPTE22	psiTPTE22	0.4014	336	1
3_MACS_peak_9374_lociStitched	chr16	2091387	2106509	3	12255	30844.3434	337	1	TSC2,NTHL1	NPW,SLC9A3R2,ZNF598,MIR1225	TSC2	SLC9A3R2	0.8191	337	1
2_MACS_peak_458_lociStitched	chr1	27018521	27031010	2	11988	32406.4572	338	1	ARID1A		ARID1A	ARID1A	0.5213	338	1
2_MACS_peak_5694_lociStitched	chr12	31243340	31255692	2	11984	32116.4352	339	1	DDX11		DDX11	DDX11	1.2709	339	1
2_MACS_peak_26500_lociStitched	chr8	65480271	65497236	2	11590	34481.3625	340	1	BHLHE22,LOC401463		LOC401463	LOC401463	2.1734	340	1
4_MACS_peak_8180_lociStitched	chr14	103566510	103582272	4	11520	34857.663	341	1	C14orf73	TNFAIP2,CDC42BPB	C14orf73	C14orf73	1.7134	341	1
