#KMS11_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/KMS11_H3K27ac_ROSE/KMS11_H3K27ac_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by KMS11_jia.bam
#Using cutoff of 16929.225 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	KMS11_jia.bam	enhancerRank	isStretch
5_MACS_peak_10630_lociStitched	chr17	7737037	7761836	5	12728	19648.2477	303	1
3_MACS_peak_29339_lociStitched	chrX	118810803	118828098	3	12716	32431.584	304	1
4_MACS_peak_11873_lociStitched	chr17	76763951	76780707	4	12713	22947.342	305	1
2_MACS_peak_17215_lociStitched	chr21	44771290	44784135	2	12685	48285.6395	306	1
1_MACS_peak_10360_lociStitched	chr16	85778843	85791521	1	12679	20482.5768	307	1
2_MACS_peak_12062_lociStitched	chr18	9132755	9148302	2	12658	35711.459	308	1
4_MACS_peak_11520_lociStitched	chr17	56694636	56710133	4	12611	17790.556	309	1
4_MACS_peak_23605_lociStitched	chr6	74218016	74234293	4	12580	29939.9138	310	1
2_MACS_peak_24849_lociStitched	chr7	45439434	45452031	2	12558	28800.5211	311	1
2_MACS_peak_5261_lociStitched	chr11	128337460	128354719	2	12557	20227.548	312	1
2_MACS_peak_26732_lociStitched	chr8	95896563	95909698	2	12548	27726.6715	313	1
5_MACS_peak_28602_lociStitched	chrX	9963945	9984423	5	12543	15434.2686	314	1
4_MACS_peak_22614_lociStitched	chr5	176717070	176740644	4	12540	26219.0028	315	1
2_MACS_peak_16840_lociStitched	chr20	56044218	56058404	2	12536	39577.5214	316	1
1_MACS_peak_22971_lociStitched	chr6	25402952	25415482	1	12531	33728.254	317	1
4_MACS_peak_25065_lociStitched	chr7	74056863	74076795	4	12523	32955.5688	318	1
3_MACS_peak_18783_lociStitched	chr3	98480203	98495581	3	12450	18547.4058	319	1
1_MACS_peak_26799_lociStitched	chr8	101503517	101515932	1	12416	33520.5	320	1
4_MACS_peak_6688_lociStitched	chr12	123370595	123387167	4	12401	16678.0608	321	1
3_MACS_peak_15956_lociStitched	chr2	227646131	227666584	3	12397	24872.8933	322	1
2_MACS_peak_26787_lociStitched	chr8	101309479	101323760	2	12381	44762.3664	323	1
3_MACS_peak_26271_lociStitched	chr8	33409491	33425239	3	12371	26269.2388	324	1
1_MACS_peak_2272_lociStitched	chr1	200855561	200867930	1	12370	42652.0227	325	1
5_MACS_peak_11059_lociStitched	chr17	37022950	37038656	5	12332	26987.6198	326	1
3_MACS_peak_28648_lociStitched	chrX	13670502	13688457	3	12310	17761.086	327	1
5_MACS_peak_22518_lociStitched	chr5	169688433	169707447	5	12304	14444.9358	328	1
2_MACS_peak_16626_lociStitched	chr20	43269761	43282227	2	12298	40842.3558	329	1
4_MACS_peak_11799_lociStitched	chr17	75131071	75144609	4	12293	27471.3096	330	1
3_MACS_peak_10020_lociStitched	chr16	57567820	57584000	3	12281	25520.714	331	1
3_MACS_peak_9374_lociStitched	chr16	2091387	2106509	3	12255	30844.3434	332	1
1_MACS_peak_19657_lociStitched	chr3	192606844	192619090	1	12247	20573.28	333	1
2_MACS_peak_17235_lociStitched	chr21	45552515	45567757	2	12238	35047.4548	334	1
1_MACS_peak_14080_lociStitched	chr2	11883607	11895841	1	12235	43938.411	335	1
4_MACS_peak_5179_lociStitched	chr11	120364836	120383258	4	12203	24950.7568	336	1
4_MACS_peak_18767_lociStitched	chr3	97689114	97710903	4	12189	20653.7931	337	1
1_MACS_peak_2432_lociStitched	chr1	209274225	209286359	1	12135	58288.0958	338	1
4_MACS_peak_15731_lociStitched	chr2	202083784	202101788	4	12128	18167.8364	339	1
3_MACS_peak_12660_lociStitched	chr19	2081743	2098110	3	12094	32010.5786	340	1
4_MACS_peak_16616_lociStitched	chr20	43103859	43124810	4	12071	22218.5355	341	1
2_MACS_peak_9565_lociStitched	chr16	11771681	11784537	2	12069	14513.1384	342	1
4_MACS_peak_5523_lociStitched	chr12	11902252	11916893	4	12039	20999.5863	343	1
2_MACS_peak_458_lociStitched	chr1	27018521	27031010	2	11988	32406.4572	344	1
2_MACS_peak_5694_lociStitched	chr12	31243340	31255692	2	11984	32116.4352	345	1
1_MACS_peak_26736_lociStitched	chr8	95951925	95963874	1	11950	48736.3863	346	1
2_MACS_peak_27101_lociStitched	chr8	134508385	134521144	2	11932	22130.4855	347	1
1_MACS_peak_1792_lociStitched	chr1	156626830	156638747	1	11918	90999.4037	348	1
3_MACS_peak_16912_lociStitched	chr20	61516288	61532428	3	11902	27115.2	349	1
3_MACS_peak_15386_lociStitched	chr2	160745538	160761976	3	11879	23797.2926	350	1
4_MACS_peak_4760_lociStitched	chr11	67761440	67778531	4	11875	22098.663	351	1
2_MACS_peak_4270_lociStitched	chr11	19449502	19464889	2	11865	22625.0448	352	1
3_MACS_peak_15735_lociStitched	chr2	202116438	202128947	3	11864	25320.7178	353	1
7_MACS_peak_10089_lociStitched	chr16	67191627	67218331	7	11857	18775.5824	354	1
1_MACS_peak_18109_lociStitched	chr3	13050267	13062111	1	11845	23940.2772	355	1
2_MACS_peak_28157_lociStitched	chr9	123687792	123699743	2	11839	23021.2113	356	1
1_MACS_peak_12388_lociStitched	chr18	52980277	52992088	1	11812	26571.2067	357	1
2_MACS_peak_16785_lociStitched	chr20	52224848	52241718	2	11808	45918.453	358	1
3_MACS_peak_8072_lociStitched	chr14	94474271	94493433	3	11792	26117.806	359	1
4_MACS_peak_16991_lociStitched	chr21	19147202	19167086	4	11786	18794.3568	360	1
2_MACS_peak_20400_lociStitched	chr4	84130801	84143991	2	11735	25053.086	361	1
4_MACS_peak_136_lociStitched	chr1	9334982	9357241	4	11726	21203.9234	362	1
2_MACS_peak_22397_lociStitched	chr5	150459586	150476104	2	11709	23065.7352	363	1
2_MACS_peak_13109_lociStitched	chr19	16694140	16707157	2	11698	42487.488	364	1
1_MACS_peak_2322_lociStitched	chr1	203288136	203299829	1	11694	65525.2334	365	1
3_MACS_peak_1411_lociStitched	chr1	118148556	118160462	3	11682	10285.5934	366	1
2_MACS_peak_26751_lociStitched	chr8	97621805	97635358	2	11663	29442.5372	367	1
1_MACS_peak_22319_lociStitched	chr5	142774173	142785829	1	11657	22563.6848	368	1
3_MACS_peak_13882_lociStitched	chr19	56339680	56356392	3	11648	27337.4896	369	1
2_MACS_peak_1761_lociStitched	chr1	155903045	155918986	2	11645	45841.5337	370	1
3_MACS_peak_8843_lociStitched	chr15	70768852	70787532	3	11644	22567.308	371	1
2_MACS_peak_14845_lociStitched	chr2	86261260	86276116	2	11627	29454.9912	372	1
4_MACS_peak_14387_lociStitched	chr2	43520446	43541181	4	11614	16588	373	1
6_MACS_peak_7362_lociStitched	chr14	23279684	23300014	6	11609	16085.096	374	1
4_MACS_peak_24321_lociStitched	chr6	160389118	160405241	4	11606	17506.3534	375	1
2_MACS_peak_26500_lociStitched	chr8	65480271	65497236	2	11590	34481.3625	376	1
4_MACS_peak_16402_lociStitched	chr20	31252926	31270604	4	11584	31084.9952	377	1
6_MACS_peak_11336_lociStitched	chr17	45681855	45702778	6	11560	11756.6337	378	1
3_MACS_peak_17228_lociStitched	chr21	45194988	45210512	3	11550	32524.3324	379	1
2_MACS_peak_1721_lociStitched	chr1	154966166	154979573	2	11549	74571.0747	380	1
3_MACS_peak_11817_lociStitched	chr17	75429193	75442224	3	11548	23849.3362	381	1
4_MACS_peak_543_lociStitched	chr1	31215204	31232661	4	11539	21109.0044	382	1
4_MACS_peak_8180_lociStitched	chr14	103566510	103582272	4	11520	34857.663	383	1
6_MACS_peak_4717_lociStitched	chr11	66861644	66889228	6	11517	19223.2896	384	1
1_MACS_peak_28926_lociStitched	chrX	48767969	48779467	1	11499	25370.337	385	1
4_MACS_peak_5468_lociStitched	chr12	8462965	8476108	4	11492	23148.7659	386	1
4_MACS_peak_16694_lociStitched	chr20	46114628	46136875	4	11491	23168.0258	387	1
2_MACS_peak_20779_lociStitched	chr4	140121175	140137401	2	11476	38200.8718	388	1
6_MACS_peak_4166_lociStitched	chr11	10324080	10344860	6	11473	10589.488	389	1
1_MACS_peak_19496_lociStitched	chr3	178229688	178241133	1	11446	26626.7925	390	1
5_MACS_peak_15663_lociStitched	chr2	197024023	197048110	5	11440	17605.1883	391	1
3_MACS_peak_21103_lociStitched	chr4	185368487	185383913	3	11413	17540.9046	392	1
2_MACS_peak_15560_lociStitched	chr2	182168406	182179963	2	11402	24345.9762	393	1
4_MACS_peak_5529_lociStitched	chr12	11973422	11990601	4	11389	17283.7919	394	1
4_MACS_peak_1917_lociStitched	chr1	162542932	162561692	4	11384	28222.544	395	1
1_MACS_peak_5390_lociStitched	chr12	4377065	4388446	1	11382	54240.7079	396	1
4_MACS_peak_27208_lociStitched	chr8	145732795	145755105	4	11377	27552.85	397	1
3_MACS_peak_3818_lociStitched	chr10	111967213	111986698	3	11376	16739.5635	398	1
3_MACS_peak_19325_lociStitched	chr3	156528575	156545487	3	11370	23905.112	399	1
4_MACS_peak_11794_lociStitched	chr17	75078973	75093343	4	11365	18290.136	400	1
1_MACS_peak_21218_lociStitched	chr5	1310410	1321755	1	11346	72470.7255	401	1
5_MACS_peak_22563_lociStitched	chr5	173247157	173268345	5	11342	20641.3496	402	1
2_MACS_peak_16788_lociStitched	chr20	52267377	52278772	2	11330	43369.37	403	1
3_MACS_peak_576_lociStitched	chr1	32441428	32453453	3	11327	16542.7925	404	1
2_MACS_peak_22360_lociStitched	chr5	148204855	148216211	2	11322	22266.8448	405	1
2_MACS_peak_29264_lociStitched	chrX	106915808	106931201	2	11319	23648.2659	406	1
4_MACS_peak_12315_lociStitched	chr18	47057181	47075592	4	11310	20062.4667	407	1
1_MACS_peak_21380_lociStitched	chr5	26875850	26887153	1	11304	26668.2982	408	1
1_MACS_peak_27170_lociStitched	chr8	145007437	145018735	1	11299	28513.8924	409	1
4_MACS_peak_24072_lociStitched	chr6	135322302	135343899	4	11290	20497.7127	410	1
4_MACS_peak_24053_lociStitched	chr6	134556723	134578275	4	11272	27215.8656	411	1
3_MACS_peak_14616_lociStitched	chr2	65159029	65175483	3	11261	29597.4552	412	1
3_MACS_peak_14144_lociStitched	chr2	20615188	20630109	3	11257	25331.3817	413	1
3_MACS_peak_19251_lociStitched	chr3	148705111	148723149	3	11254	19444.964	414	1
5_MACS_peak_24712_lociStitched	chr7	32766659	32786714	5	11249	17965.269	415	1
2_MACS_peak_28342_lociStitched	chr9	132168233	132180487	2	11224	32672.8402	416	1
3_MACS_peak_5803_lociStitched	chr12	46940098	46955756	3	11187	14314.5436	417	1
2_MACS_peak_16686_lociStitched	chr20	45978666	45990254	2	11186	39688.9	418	1
3_MACS_peak_11836_lociStitched	chr17	76113044	76129408	3	11185	39224.508	419	1
3_MACS_peak_6664_lociStitched	chr12	122231116	122250499	3	11175	33534.5283	420	1
2_MACS_peak_12135_lociStitched	chr18	19314656	19329173	2	11171	27361.6416	421	1
4_MACS_peak_20304_lociStitched	chr4	76932475	76951432	4	11153	13721.0766	422	1
3_MACS_peak_11093_lociStitched	chr17	37990237	38009510	3	11084	15655.4579	423	1
2_MACS_peak_16512_lociStitched	chr20	35088874	35101934	2	11066	24872.77	424	1
2_MACS_peak_15775_lociStitched	chr2	204568208	204583802	2	11041	26926.1598	425	1
2_MACS_peak_2400_lociStitched	chr1	206955367	206968861	2	11032	18368.0328	426	1
2_MACS_peak_17257_lociStitched	chr21	46521751	46534510	2	11022	19019.8413	427	1
2_MACS_peak_13548_lociStitched	chr19	45216467	45232459	2	11014	40706.0368	428	1
5_MACS_peak_592_lociStitched	chr1	32713205	32740408	5	11010	19964.2817	429	1
1_MACS_peak_15988_lociStitched	chr2	231728988	231739985	1	10998	27351.7384	430	1
4_MACS_peak_22559_lociStitched	chr5	173209073	173222865	4	10997	17456.5344	431	1
1_MACS_peak_1763_lociStitched	chr1	155943492	155954487	1	10996	74287.7175	432	1
3_MACS_peak_6134_lociStitched	chr12	67827082	67847335	3	10992	17251.5054	433	1
2_MACS_peak_12431_lociStitched	chr18	56315901	56327025	2	10988	16891.794	434	1
1_MACS_peak_24451_lociStitched	chr7	5458837	5469810	1	10974	32861.9404	435	1
2_MACS_peak_7923_lociStitched	chr14	79213637	79224887	2	10947	16306.875	436	1
2_MACS_peak_22976_lociStitched	chr6	26020976	26034752	2	10945	25770.7632	437	1
3_MACS_peak_24642_lociStitched	chr7	26000467	26011556	3	10944	41074.7649	438	1
3_MACS_peak_6323_lociStitched	chr12	95209260	95226409	3	10940	13146.4234	439	1
1_MACS_peak_9291_lociStitched	chr15	101736309	101747245	1	10937	32468.984	440	1
3_MACS_peak_13329_lociStitched	chr19	35695265	35708410	3	10929	22701.415	441	1
1_MACS_peak_9603_lociStitched	chr16	14394724	14405643	1	10920	42388.6499	442	1
5_MACS_peak_7493_lociStitched	chr14	35749726	35771854	5	10919	12028.7808	443	1
2_MACS_peak_10551_lociStitched	chr17	4268015	4281248	2	10913	23233.1781	444	1
1_MACS_peak_8814_lociStitched	chr15	69081398	69092302	1	10905	25611.3152	445	1
1_MACS_peak_1706_lociStitched	chr1	154755548	154766450	1	10903	48071.2788	446	1
2_MACS_peak_14385_lociStitched	chr2	43444422	43459123	2	10900	32465.6884	447	1
2_MACS_peak_17498_lociStitched	chr22	26922458	26933476	2	10882	22629.8702	448	1
4_MACS_peak_27979_lociStitched	chr9	104187620	104212070	4	10872	19819.17	449	1
2_MACS_peak_14016_lociStitched	chr2	8653733	8666923	2	10862	22171.071	450	1
4_MACS_peak_8741_lociStitched	chr15	65169245	65189695	4	10840	30824.285	451	1
3_MACS_peak_23309_lociStitched	chr6	37271881	37286553	3	10835	24936.5312	452	1
5_MACS_peak_5633_lociStitched	chr12	26422111	26441675	5	10835	13242.8716	453	1
2_MACS_peak_24190_lociStitched	chr6	144383457	144400255	2	10834	24600.671	454	1
2_MACS_peak_16766_lociStitched	chr20	50015874	50032638	2	10833	23313.6948	455	1
5_MACS_peak_23207_lociStitched	chr6	33376922	33399521	5	10832	18854.3457	456	1
4_MACS_peak_19072_lociStitched	chr3	129027237	129048501	4	10830	15229.2768	457	1
2_MACS_peak_1953_lociStitched	chr1	167459717	167472173	2	10821	39014.6832	458	1
4_MACS_peak_617_lociStitched	chr1	33445327	33460167	4	10818	16818.172	459	1
1_MACS_peak_21090_lociStitched	chr4	185200369	185211171	1	10803	65185.7492	460	1
2_MACS_peak_15341_lociStitched	chr2	153913868	153929386	2	10802	23312.6914	461	1
4_MACS_peak_28487_lociStitched	chr9	139580784	139598669	4	10792	18591.4575	462	1
3_MACS_peak_24069_lociStitched	chr6	135187262	135204196	3	10790	26069.893	463	1
1_MACS_peak_14397_lociStitched	chr2	43647344	43658127	1	10784	18004.3751	464	1
4_MACS_peak_654_lociStitched	chr1	36614116	36628536	4	10774	31197.67	465	1
3_MACS_peak_11145_lociStitched	chr17	39821016	39836626	3	10774	32667.047	466	1
5_MACS_peak_13255_lociStitched	chr19	29067388	29083284	5	10773	14878.656	467	1
2_MACS_peak_16926_lociStitched	chr20	62357840	62371890	2	10771	36893.895	468	1
3_MACS_peak_14072_lociStitched	chr2	11636958	11648737	3	10767	23746.464	469	1
2_MACS_peak_5100_lociStitched	chr11	115126395	115140394	2	10748	14299.9785	470	1
4_MACS_peak_17413_lociStitched	chr22	23152662	23168500	4	10728	26039.2558	471	1
4_MACS_peak_17775_lociStitched	chr22	39910714	39929590	4	10693	25854.4572	472	1
4_MACS_peak_3319_lociStitched	chr10	62322159	62337366	4	10691	16793.0901	473	1
3_MACS_peak_18239_lociStitched	chr3	32461251	32475899	3	10681	16435.056	474	1
3_MACS_peak_22414_lociStitched	chr5	151122401	151138906	3	10679	15909.1695	475	1
4_MACS_peak_20041_lociStitched	chr4	38307325	38322272	4	10641	17864.6544	476	1
3_MACS_peak_8905_lociStitched	chr15	74831763	74846189	3	10637	18218.5954	477	1
5_MACS_peak_9866_lociStitched	chr16	30562505	30584248	5	10637	20566.7037	478	1
2_MACS_peak_11776_lociStitched	chr17	74486276	74498744	2	10635	27434.5872	479	1
2_MACS_peak_10583_lociStitched	chr17	6063488	6074746	2	10621	24319.5316	480	1
2_MACS_peak_22146_lociStitched	chr5	131790892	131804037	2	10620	18815.753	481	1
2_MACS_peak_27468_lociStitched	chr9	33445132	33459903	2	10613	22511.004	482	1
2_MACS_peak_8341_lociStitched	chr15	31367529	31379160	2	10602	28230.7632	483	1
3_MACS_peak_22899_lociStitched	chr6	16472269	16489842	3	10602	12526.0344	484	1
1_MACS_peak_11097_lociStitched	chr17	38076109	38086702	1	10594	40826.4813	485	1
5_MACS_peak_13715_lociStitched	chr19	49457224	49483328	5	10584	18941.0624	486	1
4_MACS_peak_9292_lociStitched	chr15	101782254	101806717	4	10582	20840.0297	487	1
1_MACS_peak_2027_lociStitched	chr1	174931988	174942553	1	10566	40294.91	488	1
4_MACS_peak_21861_lociStitched	chr5	88596420	88617089	4	10564	16030.8764	489	1
3_MACS_peak_5149_lociStitched	chr11	118888026	118901686	3	10563	20883.408	490	1
3_MACS_peak_16583_lociStitched	chr20	40710064	40727328	3	10561	20922.2416	491	1
2_MACS_peak_5310_lociStitched	chr11	132216001	132231447	2	10554	18164.496	492	1
2_MACS_peak_16903_lociStitched	chr20	61272835	61285120	2	10550	26222.3325	493	1
2_MACS_peak_18402_lociStitched	chr3	46454176	46466385	2	10542	19663.8154	494	1
1_MACS_peak_20832_lociStitched	chr4	144273049	144283578	1	10530	22528.9013	495	1
2_MACS_peak_11360_lociStitched	chr17	46124109	46135330	2	10512	23460.8668	496	1
3_MACS_peak_7696_lociStitched	chr14	63934001	63947922	3	10493	11168.8183	497	1
3_MACS_peak_27309_lociStitched	chr9	9605363	9616157	3	10488	16022.6136	498	1
3_MACS_peak_27827_lociStitched	chr9	93912635	93929737	3	10488	24756.8552	499	1
2_MACS_peak_25271_lociStitched	chr7	95494975	95505438	2	10450	14986.1549	500	1
2_MACS_peak_982_lociStitched	chr1	60149776	60165058	2	10446	16221.843	501	1
2_MACS_peak_19292_lociStitched	chr3	152038711	152054667	2	10436	14486.4524	502	1
4_MACS_peak_22149_lociStitched	chr5	131823296	131836986	4	10432	15401.25	503	1
2_MACS_peak_15889_lociStitched	chr2	219081117	219096144	2	10423	20852.9679	504	1
2_MACS_peak_19787_lociStitched	chr4	1794963	1805396	2	10421	19914.5104	505	1
4_MACS_peak_28459_lociStitched	chr9	137282106	137300051	4	10409	24767.689	506	1
3_MACS_peak_4992_lociStitched	chr11	98960848	98971415	3	10404	20907.8662	507	1
1_MACS_peak_23854_lociStitched	chr6	108878412	108888800	1	10389	31494.3384	508	1
1_MACS_peak_11847_lociStitched	chr17	76246445	76256833	1	10389	41545.7672	509	1
3_MACS_peak_5733_lociStitched	chr12	32651564	32667193	3	10389	21696.1778	510	1
2_MACS_peak_26875_lociStitched	chr8	107669085	107682844	2	10371	17498.6962	511	1
1_MACS_peak_5906_lociStitched	chr12	51711734	51722099	1	10366	21115.578	512	1
1_MACS_peak_3565_lociStitched	chr10	89620145	89630508	1	10364	21644.1618	513	1
4_MACS_peak_780_lociStitched	chr1	42149246	42167530	4	10353	17971.3436	514	1
4_MACS_peak_28274_lociStitched	chr9	130660952	130680382	4	10350	24889.83	515	1
2_MACS_peak_19931_lociStitched	chr4	12694100	12705412	2	10339	25274.4016	516	1
2_MACS_peak_1875_lociStitched	chr1	161144820	161157740	2	10335	33226.364	517	1
4_MACS_peak_1600_lociStitched	chr1	150582842	150603125	4	10287	18388.5678	518	1
2_MACS_peak_29285_lociStitched	chrX	109552216	109562624	2	10278	20640.1048	519	1
4_MACS_peak_26207_lociStitched	chr8	27930364	27943681	4	10277	19999.4706	520	1
3_MACS_peak_11768_lociStitched	chr17	74257576	74269184	3	10247	20546.16	521	1
4_MACS_peak_4813_lociStitched	chr11	71415183	71431801	4	10243	19790.3762	522	1
3_MACS_peak_17510_lociStitched	chr22	27052803	27070547	3	10241	21926.2608	523	1
1_MACS_peak_28674_lociStitched	chrX	15865204	15875440	1	10237	22318.5744	524	1
2_MACS_peak_20433_lociStitched	chr4	87854879	87870222	2	10237	27359.6376	525	1
2_MACS_peak_1644_lociStitched	chr1	152005994	152021973	2	10213	50461.682	526	1
4_MACS_peak_29114_lociStitched	chrX	70315183	70339353	4	10179	22009.202	527	1
2_MACS_peak_10273_lociStitched	chr16	80612776	80626483	2	10172	24509.4867	528	1
4_MACS_peak_9418_lociStitched	chr16	3108596	3128199	4	10172	16739.0017	529	1
3_MACS_peak_25455_lociStitched	chr7	104937711	104951864	3	10162	15549.9011	530	1
3_MACS_peak_18286_lociStitched	chr3	39247198	39263467	3	10160	23277.6852	531	1
3_MACS_peak_520_lociStitched	chr1	28831596	28846332	3	10146	21825.4896	532	1
2_MACS_peak_10754_lociStitched	chr17	17794484	17806840	2	10143	17571.4676	533	1
1_MACS_peak_22128_lociStitched	chr5	130708814	130718954	1	10141	15218.112	534	1
4_MACS_peak_8884_lociStitched	chr15	74276718	74290075	4	10133	13956.7293	535	1
1_MACS_peak_19936_lociStitched	chr4	13477037	13487167	1	10131	21749.11	536	1
4_MACS_peak_17716_lociStitched	chr22	38667647	38687346	4	10115	16901.742	537	1
2_MACS_peak_20175_lociStitched	chr4	57566759	57579851	2	10107	15792.8796	538	1
2_MACS_peak_10415_lociStitched	chr16	89508199	89522172	2	10102	17299.9713	539	1
4_MACS_peak_16634_lociStitched	chr20	43588093	43608918	4	10089	16532.9675	540	1
2_MACS_peak_11492_lociStitched	chr17	55552001	55565781	2	10078	18463.822	541	1
1_MACS_peak_28208_lociStitched	chr9	127046504	127056575	1	10072	30015.6084	542	1
2_MACS_peak_10184_lociStitched	chr16	70460705	70473949	2	10063	21214.2392	543	1
2_MACS_peak_21792_lociStitched	chr5	78523035	78535329	2	10053	25630.5312	544	1
2_MACS_peak_5944_lociStitched	chr12	53490965	53503084	2	10032	22649.1991	545	1
3_MACS_peak_8345_lociStitched	chr15	31519400	31530799	3	10016	26275.8349	546	1
3_MACS_peak_19335_lociStitched	chr3	156845793	156861889	3	10010	21005.28	547	1
3_MACS_peak_19321_lociStitched	chr3	156391360	156404585	3	10004	15266.94	548	1
2_MACS_peak_21094_lociStitched	chr4	185262947	185277268	2	10003	34089.7084	549	1
4_MACS_peak_12640_lociStitched	chr19	1847395	1865507	4	10002	24612.3968	550	1
3_MACS_peak_26245_lociStitched	chr8	29622020	29637693	3	9997	31179.8662	551	1
4_MACS_peak_23294_lociStitched	chr6	37015602	37031057	4	9983	20442.3285	552	1
2_MACS_peak_5258_lociStitched	chr11	128274302	128286663	2	9982	18457.4452	553	1
4_MACS_peak_8110_lociStitched	chr14	98662828	98677378	4	9959	15727.095	554	1
2_MACS_peak_24735_lociStitched	chr7	35062255	35078169	2	9955	14166.6428	555	1
4_MACS_peak_27403_lociStitched	chr9	22100165	22118766	4	9943	20544.8045	556	1
1_MACS_peak_23441_lociStitched	chr6	45386538	45396465	1	9928	19550.2338	557	1
4_MACS_peak_23476_lociStitched	chr6	52038141	52048860	4	9928	9700.695	558	1
2_MACS_peak_25676_lociStitched	chr7	128947554	128958435	2	9924	14247.5814	559	1
4_MACS_peak_26633_lociStitched	chr8	81073405	81084433	4	9885	12421.9392	560	1
5_MACS_peak_20722_lociStitched	chr4	129473378	129497028	5	9883	20781.255	561	1
1_MACS_peak_26828_lociStitched	chr8	103540431	103550307	1	9877	22085.6988	562	1
3_MACS_peak_17684_lociStitched	chr22	38021589	38036998	3	9877	16604.7384	563	1
3_MACS_peak_10820_lociStitched	chr17	20165692	20180470	3	9875	14414.4612	564	1
4_MACS_peak_18971_lociStitched	chr3	121711181	121732754	4	9871	16568.064	565	1
2_MACS_peak_6737_lociStitched	chr12	125397851	125412569	2	9862	25082.4156	566	1
3_MACS_peak_23413_lociStitched	chr6	44039970	44052764	3	9859	11340.6016	567	1
1_MACS_peak_21978_lociStitched	chr5	109024296	109034148	1	9853	14544.5076	568	1
3_MACS_peak_14134_lociStitched	chr2	20345136	20358072	3	9816	13124.8656	569	1
2_MACS_peak_1815_lociStitched	chr1	157142415	157153409	2	9815	14199.8504	570	1
2_MACS_peak_23820_lociStitched	chr6	106585212	106596073	2	9808	28160.4008	571	1
1_MACS_peak_1500_lociStitched	chr1	145448103	145457906	1	9804	36386.7754	572	1
2_MACS_peak_27783_lociStitched	chr9	91947566	91958665	2	9797	19237.8967	573	1
3_MACS_peak_6083_lociStitched	chr12	58281623	58299411	3	9780	25701.8812	574	1
4_MACS_peak_8227_lociStitched	chr14	105526592	105542954	4	9776	18217.4508	575	1
3_MACS_peak_6409_lociStitched	chr12	104849858	104862327	3	9767	16839.3845	576	1
2_MACS_peak_17757_lociStitched	chr22	39539767	39549573	2	9752	21066.2298	577	1
2_MACS_peak_25883_lociStitched	chr7	150100701	150113910	2	9744	49770.1911	578	1
3_MACS_peak_14752_lociStitched	chr2	74424920	74441005	3	9739	17714.4105	579	1
2_MACS_peak_18384_lociStitched	chr3	46245442	46257100	2	9698	27153.8136	580	1
1_MACS_peak_1339_lociStitched	chr1	111172765	111182457	1	9693	25392.0708	581	1
2_MACS_peak_2072_lociStitched	chr1	179963982	179975822	2	9684	26429.248	582	1
5_MACS_peak_17067_lociStitched	chr21	34430434	34453858	5	9683	14087.1936	583	1
2_MACS_peak_27043_lociStitched	chr8	131079993	131094781	2	9679	15446.066	584	1
4_MACS_peak_24081_lociStitched	chr6	135544400	135556495	4	9672	12382.861	585	1
2_MACS_peak_25222_lociStitched	chr7	90352042	90367579	2	9651	22362.4041	586	1
1_MACS_peak_25598_lociStitched	chr7	121976070	121985719	1	9650	24031.7994	587	1
2_MACS_peak_1686_lociStitched	chr1	154369405	154380883	2	9632	20397.5538	588	1
2_MACS_peak_20065_lociStitched	chr4	40195921	40208404	2	9616	15995.7162	589	1
6_MACS_peak_10650_lociStitched	chr17	8088842	8104077	6	9613	11435.391	590	1
2_MACS_peak_26627_lociStitched	chr8	81003585	81017322	2	9612	19262.0214	591	1
3_MACS_peak_4531_lociStitched	chr11	62216155	62232727	3	9611	14321.5224	592	1
3_MACS_peak_17108_lociStitched	chr21	36598609	36608988	3	9604	14372.8392	593	1
2_MACS_peak_18880_lociStitched	chr3	111392593	111403979	2	9595	18980.462	594	1
4_MACS_peak_28141_lociStitched	chr9	123329464	123347422	4	9593	16821.2586	595	1
1_MACS_peak_19273_lociStitched	chr3	150314336	150323914	1	9579	24536.9204	596	1
2_MACS_peak_24806_lociStitched	chr7	43788838	43799281	2	9567	16270.194	597	1
3_MACS_peak_17435_lociStitched	chr22	23477563	23488463	3	9557	23021.89	598	1
4_MACS_peak_403_lociStitched	chr1	25558157	25574997	4	9554	21134.2	599	1
3_MACS_peak_5234_lociStitched	chr11	126056033	126069134	3	9553	24793.6425	600	1
4_MACS_peak_6588_lociStitched	chr12	117536061	117557921	4	9522	14541.272	601	1
2_MACS_peak_28399_lociStitched	chr9	134543729	134555937	2	9509	32401.2528	602	1
1_MACS_peak_11096_lociStitched	chr17	38015592	38025092	1	9501	43023.6	603	1
2_MACS_peak_13026_lociStitched	chr19	13948801	13959343	2	9501	29028.4512	604	1
2_MACS_peak_27655_lociStitched	chr9	73024878	73036929	2	9501	33374.0394	605	1
2_MACS_peak_29438_lociStitched	chrX	131613466	131625466	2	9486	19322.4	606	1
4_MACS_peak_28216_lociStitched	chr9	127614849	127635725	4	9482	27111.6612	607	1
2_MACS_peak_16115_lociStitched	chr2	241517262	241527662	2	9466	25545.52	608	1
3_MACS_peak_23050_lociStitched	chr6	27790568	27808538	3	9465	25044.789	609	1
3_MACS_peak_8609_lociStitched	chr15	52669791	52682335	3	9463	15025.2032	610	1
